game,2013,1,20130908,201309080sfo,gnb,"Green Bay Packers",28,sfo,"San Francisco 49ers",34
player,201309080sfo,gnb,NelsJo00,pass_cmp,0,,,,,
player,201309080sfo,gnb,NelsJo00,pass_att,0,,,,,
player,201309080sfo,gnb,NelsJo00,pass_yds,0,,,,,
player,201309080sfo,gnb,NelsJo00,pass_td,0,,,,,
player,201309080sfo,gnb,NelsJo00,pass_int,0,,,,,
player,201309080sfo,gnb,NelsJo00,pass_sacked,0,,,,,
player,201309080sfo,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201309080sfo,gnb,NelsJo00,pass_long,0,,,,,
player,201309080sfo,gnb,NelsJo00,pass_rating,,,,,,
player,201309080sfo,gnb,NelsJo00,rush_att,0,,,,,
player,201309080sfo,gnb,NelsJo00,rush_yds,0,,,,,
player,201309080sfo,gnb,NelsJo00,rush_td,0,,,,,
player,201309080sfo,gnb,NelsJo00,rush_long,0,,,,,
player,201309080sfo,gnb,NelsJo00,targets,10,,,,,
player,201309080sfo,gnb,NelsJo00,rec,7,,,,,
player,201309080sfo,gnb,NelsJo00,rec_yds,130,,,,,
player,201309080sfo,gnb,NelsJo00,rec_td,1,,,,,
player,201309080sfo,gnb,NelsJo00,rec_long,37,,,,,
player,201309080sfo,gnb,NelsJo00,fumbles,0,,,,,
player,201309080sfo,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201309080sfo,gnb,FinlJe00,pass_cmp,0,,,,,
player,201309080sfo,gnb,FinlJe00,pass_att,0,,,,,
player,201309080sfo,gnb,FinlJe00,pass_yds,0,,,,,
player,201309080sfo,gnb,FinlJe00,pass_td,0,,,,,
player,201309080sfo,gnb,FinlJe00,pass_int,0,,,,,
player,201309080sfo,gnb,FinlJe00,pass_sacked,0,,,,,
player,201309080sfo,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201309080sfo,gnb,FinlJe00,pass_long,0,,,,,
player,201309080sfo,gnb,FinlJe00,pass_rating,,,,,,
player,201309080sfo,gnb,FinlJe00,rush_att,0,,,,,
player,201309080sfo,gnb,FinlJe00,rush_yds,0,,,,,
player,201309080sfo,gnb,FinlJe00,rush_td,0,,,,,
player,201309080sfo,gnb,FinlJe00,rush_long,0,,,,,
player,201309080sfo,gnb,FinlJe00,targets,8,,,,,
player,201309080sfo,gnb,FinlJe00,rec,5,,,,,
player,201309080sfo,gnb,FinlJe00,rec_yds,56,,,,,
player,201309080sfo,gnb,FinlJe00,rec_td,1,,,,,
player,201309080sfo,gnb,FinlJe00,rec_long,13,,,,,
player,201309080sfo,gnb,FinlJe00,fumbles,0,,,,,
player,201309080sfo,gnb,FinlJe00,fumbles_lost,0,,,,,
player,201309080sfo,gnb,StarJa00,pass_cmp,0,,,,,
player,201309080sfo,gnb,StarJa00,pass_att,0,,,,,
player,201309080sfo,gnb,StarJa00,pass_yds,0,,,,,
player,201309080sfo,gnb,StarJa00,pass_td,0,,,,,
player,201309080sfo,gnb,StarJa00,pass_int,0,,,,,
player,201309080sfo,gnb,StarJa00,pass_sacked,0,,,,,
player,201309080sfo,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201309080sfo,gnb,StarJa00,pass_long,0,,,,,
player,201309080sfo,gnb,StarJa00,pass_rating,,,,,,
player,201309080sfo,gnb,StarJa00,rush_att,0,,,,,
player,201309080sfo,gnb,StarJa00,rush_yds,0,,,,,
player,201309080sfo,gnb,StarJa00,rush_td,0,,,,,
player,201309080sfo,gnb,StarJa00,rush_long,0,,,,,
player,201309080sfo,gnb,StarJa00,targets,1,,,,,
player,201309080sfo,gnb,StarJa00,rec,1,,,,,
player,201309080sfo,gnb,StarJa00,rec_yds,8,,,,,
player,201309080sfo,gnb,StarJa00,rec_td,0,,,,,
player,201309080sfo,gnb,StarJa00,rec_long,8,,,,,
player,201309080sfo,gnb,StarJa00,fumbles,0,,,,,
player,201309080sfo,gnb,StarJa00,fumbles_lost,0,,,,,
player,201309080sfo,gnb,JoneJa04,pass_cmp,0,,,,,
player,201309080sfo,gnb,JoneJa04,pass_att,0,,,,,
player,201309080sfo,gnb,JoneJa04,pass_yds,0,,,,,
player,201309080sfo,gnb,JoneJa04,pass_td,0,,,,,
player,201309080sfo,gnb,JoneJa04,pass_int,0,,,,,
player,201309080sfo,gnb,JoneJa04,pass_sacked,0,,,,,
player,201309080sfo,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201309080sfo,gnb,JoneJa04,pass_long,0,,,,,
player,201309080sfo,gnb,JoneJa04,pass_rating,,,,,,
player,201309080sfo,gnb,JoneJa04,rush_att,0,,,,,
player,201309080sfo,gnb,JoneJa04,rush_yds,0,,,,,
player,201309080sfo,gnb,JoneJa04,rush_td,0,,,,,
player,201309080sfo,gnb,JoneJa04,rush_long,0,,,,,
player,201309080sfo,gnb,JoneJa04,targets,2,,,,,
player,201309080sfo,gnb,JoneJa04,rec,0,,,,,
player,201309080sfo,gnb,JoneJa04,rec_yds,0,,,,,
player,201309080sfo,gnb,JoneJa04,rec_td,0,,,,,
player,201309080sfo,gnb,JoneJa04,rec_long,0,,,,,
player,201309080sfo,gnb,JoneJa04,fumbles,0,,,,,
player,201309080sfo,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201309080sfo,sfo,KaepCo00,pass_cmp,27,,,,,
player,201309080sfo,sfo,KaepCo00,pass_att,39,,,,,
player,201309080sfo,sfo,KaepCo00,pass_yds,412,,,,,
player,201309080sfo,sfo,KaepCo00,pass_td,3,,,,,
player,201309080sfo,sfo,KaepCo00,pass_int,0,,,,,
player,201309080sfo,sfo,KaepCo00,pass_sacked,2,,,,,
player,201309080sfo,sfo,KaepCo00,pass_sacked_yds,8,,,,,
player,201309080sfo,sfo,KaepCo00,pass_long,43,,,,,
player,201309080sfo,sfo,KaepCo00,pass_rating,129.4,,,,,
player,201309080sfo,sfo,KaepCo00,rush_att,7,,,,,
player,201309080sfo,sfo,KaepCo00,rush_yds,22,,,,,
player,201309080sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201309080sfo,sfo,KaepCo00,rush_long,15,,,,,
player,201309080sfo,sfo,KaepCo00,targets,0,,,,,
player,201309080sfo,sfo,KaepCo00,rec,0,,,,,
player,201309080sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201309080sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201309080sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201309080sfo,sfo,KaepCo00,fumbles,0,,,,,
player,201309080sfo,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201309080sfo,sfo,GoreFr00,pass_cmp,0,,,,,
player,201309080sfo,sfo,GoreFr00,pass_att,0,,,,,
player,201309080sfo,sfo,GoreFr00,pass_yds,0,,,,,
player,201309080sfo,sfo,GoreFr00,pass_td,0,,,,,
player,201309080sfo,sfo,GoreFr00,pass_int,0,,,,,
player,201309080sfo,sfo,GoreFr00,pass_sacked,0,,,,,
player,201309080sfo,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201309080sfo,sfo,GoreFr00,pass_long,0,,,,,
player,201309080sfo,sfo,GoreFr00,pass_rating,,,,,,
player,201309080sfo,sfo,GoreFr00,rush_att,21,,,,,
player,201309080sfo,sfo,GoreFr00,rush_yds,44,,,,,
player,201309080sfo,sfo,GoreFr00,rush_td,1,,,,,
player,201309080sfo,sfo,GoreFr00,rush_long,8,,,,,
player,201309080sfo,sfo,GoreFr00,targets,2,,,,,
player,201309080sfo,sfo,GoreFr00,rec,2,,,,,
player,201309080sfo,sfo,GoreFr00,rec_yds,21,,,,,
player,201309080sfo,sfo,GoreFr00,rec_td,0,,,,,
player,201309080sfo,sfo,GoreFr00,rec_long,13,,,,,
player,201309080sfo,sfo,GoreFr00,fumbles,0,,,,,
player,201309080sfo,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201309080sfo,sfo,HuntKe00,pass_cmp,0,,,,,
player,201309080sfo,sfo,HuntKe00,pass_att,0,,,,,
player,201309080sfo,sfo,HuntKe00,pass_yds,0,,,,,
player,201309080sfo,sfo,HuntKe00,pass_td,0,,,,,
player,201309080sfo,sfo,HuntKe00,pass_int,0,,,,,
player,201309080sfo,sfo,HuntKe00,pass_sacked,0,,,,,
player,201309080sfo,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201309080sfo,sfo,HuntKe00,pass_long,0,,,,,
player,201309080sfo,sfo,HuntKe00,pass_rating,,,,,,
player,201309080sfo,sfo,HuntKe00,rush_att,6,,,,,
player,201309080sfo,sfo,HuntKe00,rush_yds,24,,,,,
player,201309080sfo,sfo,HuntKe00,rush_td,0,,,,,
player,201309080sfo,sfo,HuntKe00,rush_long,23,,,,,
player,201309080sfo,sfo,HuntKe00,targets,0,,,,,
player,201309080sfo,sfo,HuntKe00,rec,0,,,,,
player,201309080sfo,sfo,HuntKe00,rec_yds,0,,,,,
player,201309080sfo,sfo,HuntKe00,rec_td,0,,,,,
player,201309080sfo,sfo,HuntKe00,rec_long,0,,,,,
player,201309080sfo,sfo,HuntKe00,fumbles,0,,,,,
player,201309080sfo,sfo,HuntKe00,fumbles_lost,0,,,,,
player,201309080sfo,sfo,BoldAn00,pass_cmp,0,,,,,
player,201309080sfo,sfo,BoldAn00,pass_att,0,,,,,
player,201309080sfo,sfo,BoldAn00,pass_yds,0,,,,,
player,201309080sfo,sfo,BoldAn00,pass_td,0,,,,,
player,201309080sfo,sfo,BoldAn00,pass_int,0,,,,,
player,201309080sfo,sfo,BoldAn00,pass_sacked,0,,,,,
player,201309080sfo,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201309080sfo,sfo,BoldAn00,pass_long,0,,,,,
player,201309080sfo,sfo,BoldAn00,pass_rating,,,,,,
player,201309080sfo,sfo,BoldAn00,rush_att,0,,,,,
player,201309080sfo,sfo,BoldAn00,rush_yds,0,,,,,
player,201309080sfo,sfo,BoldAn00,rush_td,0,,,,,
player,201309080sfo,sfo,BoldAn00,rush_long,0,,,,,
player,201309080sfo,sfo,BoldAn00,targets,17,,,,,
player,201309080sfo,sfo,BoldAn00,rec,13,,,,,
player,201309080sfo,sfo,BoldAn00,rec_yds,208,,,,,
player,201309080sfo,sfo,BoldAn00,rec_td,1,,,,,
player,201309080sfo,sfo,BoldAn00,rec_long,43,,,,,
player,201309080sfo,sfo,BoldAn00,fumbles,0,,,,,
player,201309080sfo,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201309080sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201309080sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201309080sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201309080sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201309080sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201309080sfo,sfo,DaviVe00,pass_sacked,0,,,,,
player,201309080sfo,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201309080sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201309080sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201309080sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201309080sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201309080sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201309080sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201309080sfo,sfo,DaviVe00,targets,9,,,,,
player,201309080sfo,sfo,DaviVe00,rec,6,,,,,
player,201309080sfo,sfo,DaviVe00,rec_yds,98,,,,,
player,201309080sfo,sfo,DaviVe00,rec_td,2,,,,,
player,201309080sfo,sfo,DaviVe00,rec_long,37,,,,,
player,201309080sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201309080sfo,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201309080sfo,sfo,WillKy01,pass_cmp,0,,,,,
player,201309080sfo,sfo,WillKy01,pass_att,0,,,,,
player,201309080sfo,sfo,WillKy01,pass_yds,0,,,,,
player,201309080sfo,sfo,WillKy01,pass_td,0,,,,,
player,201309080sfo,sfo,WillKy01,pass_int,0,,,,,
player,201309080sfo,sfo,WillKy01,pass_sacked,0,,,,,
player,201309080sfo,sfo,WillKy01,pass_sacked_yds,0,,,,,
player,201309080sfo,sfo,WillKy01,pass_long,0,,,,,
player,201309080sfo,sfo,WillKy01,pass_rating,,,,,,
player,201309080sfo,sfo,WillKy01,rush_att,0,,,,,
player,201309080sfo,sfo,WillKy01,rush_yds,0,,,,,
player,201309080sfo,sfo,WillKy01,rush_td,0,,,,,
player,201309080sfo,sfo,WillKy01,rush_long,0,,,,,
player,201309080sfo,sfo,WillKy01,targets,6,,,,,
player,201309080sfo,sfo,WillKy01,rec,3,,,,,
player,201309080sfo,sfo,WillKy01,rec_yds,36,,,,,
player,201309080sfo,sfo,WillKy01,rec_td,0,,,,,
player,201309080sfo,sfo,WillKy01,rec_long,16,,,,,
player,201309080sfo,sfo,WillKy01,fumbles,0,,,,,
player,201309080sfo,sfo,WillKy01,fumbles_lost,0,,,,,
player,201309080sfo,sfo,McDoVa00,pass_cmp,0,,,,,
player,201309080sfo,sfo,McDoVa00,pass_att,0,,,,,
player,201309080sfo,sfo,McDoVa00,pass_yds,0,,,,,
player,201309080sfo,sfo,McDoVa00,pass_td,0,,,,,
player,201309080sfo,sfo,McDoVa00,pass_int,0,,,,,
player,201309080sfo,sfo,McDoVa00,pass_sacked,0,,,,,
player,201309080sfo,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201309080sfo,sfo,McDoVa00,pass_long,0,,,,,
player,201309080sfo,sfo,McDoVa00,pass_rating,,,,,,
player,201309080sfo,sfo,McDoVa00,rush_att,0,,,,,
player,201309080sfo,sfo,McDoVa00,rush_yds,0,,,,,
player,201309080sfo,sfo,McDoVa00,rush_td,0,,,,,
player,201309080sfo,sfo,McDoVa00,rush_long,0,,,,,
player,201309080sfo,sfo,McDoVa00,targets,2,,,,,
player,201309080sfo,sfo,McDoVa00,rec,1,,,,,
player,201309080sfo,sfo,McDoVa00,rec_yds,25,,,,,
player,201309080sfo,sfo,McDoVa00,rec_td,0,,,,,
player,201309080sfo,sfo,McDoVa00,rec_long,25,,,,,
player,201309080sfo,sfo,McDoVa00,fumbles,0,,,,,
player,201309080sfo,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201309080sfo,sfo,MillBr02,pass_cmp,0,,,,,
player,201309080sfo,sfo,MillBr02,pass_att,0,,,,,
player,201309080sfo,sfo,MillBr02,pass_yds,0,,,,,
player,201309080sfo,sfo,MillBr02,pass_td,0,,,,,
player,201309080sfo,sfo,MillBr02,pass_int,0,,,,,
player,201309080sfo,sfo,MillBr02,pass_sacked,0,,,,,
player,201309080sfo,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201309080sfo,sfo,MillBr02,pass_long,0,,,,,
player,201309080sfo,sfo,MillBr02,pass_rating,,,,,,
player,201309080sfo,sfo,MillBr02,rush_att,0,,,,,
player,201309080sfo,sfo,MillBr02,rush_yds,0,,,,,
player,201309080sfo,sfo,MillBr02,rush_td,0,,,,,
player,201309080sfo,sfo,MillBr02,rush_long,0,,,,,
player,201309080sfo,sfo,MillBr02,targets,2,,,,,
player,201309080sfo,sfo,MillBr02,rec,2,,,,,
player,201309080sfo,sfo,MillBr02,rec_yds,24,,,,,
player,201309080sfo,sfo,MillBr02,rec_td,0,,,,,
player,201309080sfo,sfo,MillBr02,rec_long,17,,,,,
player,201309080sfo,sfo,MillBr02,fumbles,0,,,,,
player,201309080sfo,sfo,MillBr02,fumbles_lost,0,,,,,
player,201309080sfo,sfo,MoorMa02,pass_cmp,0,,,,,
player,201309080sfo,sfo,MoorMa02,pass_att,0,,,,,
player,201309080sfo,sfo,MoorMa02,pass_yds,0,,,,,
player,201309080sfo,sfo,MoorMa02,pass_td,0,,,,,
player,201309080sfo,sfo,MoorMa02,pass_int,0,,,,,
player,201309080sfo,sfo,MoorMa02,pass_sacked,0,,,,,
player,201309080sfo,sfo,MoorMa02,pass_sacked_yds,0,,,,,
player,201309080sfo,sfo,MoorMa02,pass_long,0,,,,,
player,201309080sfo,sfo,MoorMa02,pass_rating,,,,,,
player,201309080sfo,sfo,MoorMa02,rush_att,0,,,,,
player,201309080sfo,sfo,MoorMa02,rush_yds,0,,,,,
player,201309080sfo,sfo,MoorMa02,rush_td,0,,,,,
player,201309080sfo,sfo,MoorMa02,rush_long,0,,,,,
player,201309080sfo,sfo,MoorMa02,targets,1,,,,,
player,201309080sfo,sfo,MoorMa02,rec,0,,,,,
player,201309080sfo,sfo,MoorMa02,rec_yds,0,,,,,
player,201309080sfo,sfo,MoorMa02,rec_td,0,,,,,
player,201309080sfo,sfo,MoorMa02,rec_long,0,,,,,
player,201309080sfo,sfo,MoorMa02,fumbles,0,,,,,
player,201309080sfo,sfo,MoorMa02,fumbles_lost,0,,,,,
player,201309080sfo,gnb,MattCl99,def_int,0,,,,,
player,201309080sfo,gnb,MattCl99,def_int_yds,0,,,,,
player,201309080sfo,gnb,MattCl99,def_int_td,0,,,,,
player,201309080sfo,gnb,MattCl99,def_int_long,0,,,,,
player,201309080sfo,gnb,MattCl99,pass_defended,0,,,,,
player,201309080sfo,gnb,MattCl99,sacks,1.0,,,,,
player,201309080sfo,gnb,MattCl99,tackles_combined,8,,,,,
player,201309080sfo,gnb,MattCl99,tackles_solo,7,,,,,
player,201309080sfo,gnb,MattCl99,tackles_assists,1,,,,,
player,201309080sfo,gnb,MattCl99,tackles_loss,3,,,,,
player,201309080sfo,gnb,MattCl99,qb_hits,2,,,,,
player,201309080sfo,gnb,MattCl99,fumbles_rec,0,,,,,
player,201309080sfo,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201309080sfo,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201309080sfo,gnb,MattCl99,fumbles_forced,0,,,,,
player,201309080sfo,gnb,JollJo20,def_int,0,,,,,
player,201309080sfo,gnb,JollJo20,def_int_yds,0,,,,,
player,201309080sfo,gnb,JollJo20,def_int_td,0,,,,,
player,201309080sfo,gnb,JollJo20,def_int_long,0,,,,,
player,201309080sfo,gnb,JollJo20,pass_defended,0,,,,,
player,201309080sfo,gnb,JollJo20,sacks,1.0,,,,,
player,201309080sfo,gnb,JollJo20,tackles_combined,2,,,,,
player,201309080sfo,gnb,JollJo20,tackles_solo,1,,,,,
player,201309080sfo,gnb,JollJo20,tackles_assists,1,,,,,
player,201309080sfo,gnb,JollJo20,tackles_loss,1,,,,,
player,201309080sfo,gnb,JollJo20,qb_hits,1,,,,,
player,201309080sfo,gnb,JollJo20,fumbles_rec,0,,,,,
player,201309080sfo,gnb,JollJo20,fumbles_rec_yds,0,,,,,
player,201309080sfo,gnb,JollJo20,fumbles_rec_td,0,,,,,
player,201309080sfo,gnb,JollJo20,fumbles_forced,0,,,,,
player,201309080sfo,gnb,JoneBr99,def_int,0,,,,,
player,201309080sfo,gnb,JoneBr99,def_int_yds,0,,,,,
player,201309080sfo,gnb,JoneBr99,def_int_td,0,,,,,
player,201309080sfo,gnb,JoneBr99,def_int_long,0,,,,,
player,201309080sfo,gnb,JoneBr99,pass_defended,0,,,,,
player,201309080sfo,gnb,JoneBr99,sacks,0.0,,,,,
player,201309080sfo,gnb,JoneBr99,tackles_combined,10,,,,,
player,201309080sfo,gnb,JoneBr99,tackles_solo,7,,,,,
player,201309080sfo,gnb,JoneBr99,tackles_assists,3,,,,,
player,201309080sfo,gnb,JoneBr99,tackles_loss,0,,,,,
player,201309080sfo,gnb,JoneBr99,qb_hits,0,,,,,
player,201309080sfo,gnb,JoneBr99,fumbles_rec,0,,,,,
player,201309080sfo,gnb,JoneBr99,fumbles_rec_yds,0,,,,,
player,201309080sfo,gnb,JoneBr99,fumbles_rec_td,0,,,,,
player,201309080sfo,gnb,JoneBr99,fumbles_forced,0,,,,,
player,201309080sfo,gnb,HawkA.20,def_int,0,,,,,
player,201309080sfo,gnb,HawkA.20,def_int_yds,0,,,,,
player,201309080sfo,gnb,HawkA.20,def_int_td,0,,,,,
player,201309080sfo,gnb,HawkA.20,def_int_long,0,,,,,
player,201309080sfo,gnb,HawkA.20,pass_defended,0,,,,,
player,201309080sfo,gnb,HawkA.20,sacks,0.0,,,,,
player,201309080sfo,gnb,HawkA.20,tackles_combined,9,,,,,
player,201309080sfo,gnb,HawkA.20,tackles_solo,6,,,,,
player,201309080sfo,gnb,HawkA.20,tackles_assists,3,,,,,
player,201309080sfo,gnb,HawkA.20,tackles_loss,1,,,,,
player,201309080sfo,gnb,HawkA.20,qb_hits,0,,,,,
player,201309080sfo,gnb,HawkA.20,fumbles_rec,0,,,,,
player,201309080sfo,gnb,HawkA.20,fumbles_rec_yds,0,,,,,
player,201309080sfo,gnb,HawkA.20,fumbles_rec_td,0,,,,,
player,201309080sfo,gnb,HawkA.20,fumbles_forced,0,,,,,
player,201309080sfo,gnb,ShieSa00,def_int,0,,,,,
player,201309080sfo,gnb,ShieSa00,def_int_yds,0,,,,,
