game,2013,15,20131215,201312150cle,chi,"Chicago Bears",38,cle,"Cleveland Browns",31
player,201312150cle,chi,BennMa00,off_pct,97%,,,,,
player,201312150cle,chi,BennMa00,defense,0,,,,,
player,201312150cle,chi,BennMa00,def_pct,0%,,,,,
player,201312150cle,chi,BennMa00,special_teams,0,,,,,
player,201312150cle,chi,BennMa00,st_pct,0%,,,,,
player,201312150cle,chi,JeffAl00,pos,WR,,,,,
player,201312150cle,chi,JeffAl00,offense,64,,,,,
player,201312150cle,chi,JeffAl00,off_pct,96%,,,,,
player,201312150cle,chi,JeffAl00,defense,0,,,,,
player,201312150cle,chi,JeffAl00,def_pct,0%,,,,,
player,201312150cle,chi,JeffAl00,special_teams,1,,,,,
player,201312150cle,chi,JeffAl00,st_pct,3%,,,,,
player,201312150cle,chi,MarsBr00,pos,WR,,,,,
player,201312150cle,chi,MarsBr00,offense,60,,,,,
player,201312150cle,chi,MarsBr00,off_pct,90%,,,,,
player,201312150cle,chi,MarsBr00,defense,0,,,,,
player,201312150cle,chi,MarsBr00,def_pct,0%,,,,,
player,201312150cle,chi,MarsBr00,special_teams,1,,,,,
player,201312150cle,chi,MarsBr00,st_pct,3%,,,,,
player,201312150cle,chi,FortMa00,pos,RB,,,,,
player,201312150cle,chi,FortMa00,offense,60,,,,,
player,201312150cle,chi,FortMa00,off_pct,90%,,,,,
player,201312150cle,chi,FortMa00,defense,0,,,,,
player,201312150cle,chi,FortMa00,def_pct,0%,,,,,
player,201312150cle,chi,FortMa00,special_teams,0,,,,,
player,201312150cle,chi,FortMa00,st_pct,0%,,,,,
player,201312150cle,chi,BennEa00,pos,WR,,,,,
player,201312150cle,chi,BennEa00,offense,37,,,,,
player,201312150cle,chi,BennEa00,off_pct,55%,,,,,
player,201312150cle,chi,BennEa00,defense,0,,,,,
player,201312150cle,chi,BennEa00,def_pct,0%,,,,,
player,201312150cle,chi,BennEa00,special_teams,0,,,,,
player,201312150cle,chi,BennEa00,st_pct,0%,,,,,
player,201312150cle,chi,FiamTo00,pos,FB,,,,,
player,201312150cle,chi,FiamTo00,offense,16,,,,,
player,201312150cle,chi,FiamTo00,off_pct,24%,,,,,
player,201312150cle,chi,FiamTo00,defense,0,,,,,
player,201312150cle,chi,FiamTo00,def_pct,0%,,,,,
player,201312150cle,chi,FiamTo00,special_teams,5,,,,,
player,201312150cle,chi,FiamTo00,st_pct,15%,,,,,
player,201312150cle,chi,RosaDa00,pos,TE,,,,,
player,201312150cle,chi,RosaDa00,offense,13,,,,,
player,201312150cle,chi,RosaDa00,off_pct,19%,,,,,
player,201312150cle,chi,RosaDa00,defense,0,,,,,
player,201312150cle,chi,RosaDa00,def_pct,0%,,,,,
player,201312150cle,chi,RosaDa00,special_teams,28,,,,,
player,201312150cle,chi,RosaDa00,st_pct,82%,,,,,
player,201312150cle,chi,BritEb20,pos,T,,,,,
player,201312150cle,chi,BritEb20,offense,13,,,,,
player,201312150cle,chi,BritEb20,off_pct,19%,,,,,
player,201312150cle,chi,BritEb20,defense,0,,,,,
player,201312150cle,chi,BritEb20,def_pct,0%,,,,,
player,201312150cle,chi,BritEb20,special_teams,7,,,,,
player,201312150cle,chi,BritEb20,st_pct,21%,,,,,
player,201312150cle,chi,BushMi00,pos,RB,,,,,
player,201312150cle,chi,BushMi00,offense,7,,,,,
player,201312150cle,chi,BushMi00,off_pct,10%,,,,,
player,201312150cle,chi,BushMi00,defense,0,,,,,
player,201312150cle,chi,BushMi00,def_pct,0%,,,,,
player,201312150cle,chi,BushMi00,special_teams,0,,,,,
player,201312150cle,chi,BushMi00,st_pct,0%,,,,,
player,201312150cle,chi,AndeJa21,pos,LB,,,,,
player,201312150cle,chi,AndeJa21,offense,0,,,,,
player,201312150cle,chi,AndeJa21,off_pct,0%,,,,,
player,201312150cle,chi,AndeJa21,defense,58,,,,,
player,201312150cle,chi,AndeJa21,def_pct,100%,,,,,
player,201312150cle,chi,AndeJa21,special_teams,7,,,,,
player,201312150cle,chi,AndeJa21,st_pct,21%,,,,,
player,201312150cle,chi,BostJo00,pos,LB,,,,,
player,201312150cle,chi,BostJo00,offense,0,,,,,
player,201312150cle,chi,BostJo00,off_pct,0%,,,,,
player,201312150cle,chi,BostJo00,defense,58,,,,,
player,201312150cle,chi,BostJo00,def_pct,100%,,,,,
player,201312150cle,chi,BostJo00,special_teams,4,,,,,
player,201312150cle,chi,BostJo00,st_pct,12%,,,,,
player,201312150cle,chi,WrigMa99,pos,SS,,,,,
player,201312150cle,chi,WrigMa99,offense,0,,,,,
player,201312150cle,chi,WrigMa99,off_pct,0%,,,,,
player,201312150cle,chi,WrigMa99,defense,58,,,,,
player,201312150cle,chi,WrigMa99,def_pct,100%,,,,,
player,201312150cle,chi,WrigMa99,special_teams,0,,,,,
player,201312150cle,chi,WrigMa99,st_pct,0%,,,,,
player,201312150cle,chi,ContCh00,pos,FS,,,,,
player,201312150cle,chi,ContCh00,offense,0,,,,,
player,201312150cle,chi,ContCh00,off_pct,0%,,,,,
player,201312150cle,chi,ContCh00,defense,57,,,,,
player,201312150cle,chi,ContCh00,def_pct,98%,,,,,
player,201312150cle,chi,ContCh00,special_teams,6,,,,,
player,201312150cle,chi,ContCh00,st_pct,18%,,,,,
player,201312150cle,chi,BowmZa20,pos,CB,,,,,
player,201312150cle,chi,BowmZa20,offense,0,,,,,
player,201312150cle,chi,BowmZa20,off_pct,0%,,,,,
player,201312150cle,chi,BowmZa20,defense,56,,,,,
player,201312150cle,chi,BowmZa20,def_pct,97%,,,,,
player,201312150cle,chi,BowmZa20,special_teams,11,,,,,
player,201312150cle,chi,BowmZa20,st_pct,32%,,,,,
player,201312150cle,chi,JennTi20,pos,CB,,,,,
player,201312150cle,chi,JennTi20,offense,0,,,,,
player,201312150cle,chi,JennTi20,off_pct,0%,,,,,
player,201312150cle,chi,JennTi20,defense,56,,,,,
player,201312150cle,chi,JennTi20,def_pct,97%,,,,,
player,201312150cle,chi,JennTi20,special_teams,0,,,,,
player,201312150cle,chi,JennTi20,st_pct,0%,,,,,
player,201312150cle,chi,McClSh00,pos,DE,,,,,
player,201312150cle,chi,McClSh00,offense,0,,,,,
player,201312150cle,chi,McClSh00,off_pct,0%,,,,,
player,201312150cle,chi,McClSh00,defense,46,,,,,
player,201312150cle,chi,McClSh00,def_pct,79%,,,,,
player,201312150cle,chi,McClSh00,special_teams,6,,,,,
player,201312150cle,chi,McClSh00,st_pct,18%,,,,,
player,201312150cle,chi,WootCo99,pos,DE,,,,,
player,201312150cle,chi,WootCo99,offense,0,,,,,
player,201312150cle,chi,WootCo99,off_pct,0%,,,,,
player,201312150cle,chi,WootCo99,defense,45,,,,,
player,201312150cle,chi,WootCo99,def_pct,78%,,,,,
player,201312150cle,chi,WootCo99,special_teams,13,,,,,
player,201312150cle,chi,WootCo99,st_pct,38%,,,,,
player,201312150cle,chi,PeppJu99,pos,DE,,,,,
player,201312150cle,chi,PeppJu99,offense,0,,,,,
player,201312150cle,chi,PeppJu99,off_pct,0%,,,,,
player,201312150cle,chi,PeppJu99,defense,44,,,,,
player,201312150cle,chi,PeppJu99,def_pct,76%,,,,,
player,201312150cle,chi,PeppJu99,special_teams,6,,,,,
player,201312150cle,chi,PeppJu99,st_pct,18%,,,,,
player,201312150cle,chi,RatlJa20,pos,DT,,,,,
player,201312150cle,chi,RatlJa20,offense,0,,,,,
player,201312150cle,chi,RatlJa20,off_pct,0%,,,,,
player,201312150cle,chi,RatlJa20,defense,44,,,,,
player,201312150cle,chi,RatlJa20,def_pct,76%,,,,,
player,201312150cle,chi,RatlJa20,special_teams,6,,,,,
player,201312150cle,chi,RatlJa20,st_pct,18%,,,,,
player,201312150cle,chi,GreeKh00,pos,LB,,,,,
player,201312150cle,chi,GreeKh00,offense,0,,,,,
player,201312150cle,chi,GreeKh00,off_pct,0%,,,,,
player,201312150cle,chi,GreeKh00,defense,38,,,,,
player,201312150cle,chi,GreeKh00,def_pct,66%,,,,,
player,201312150cle,chi,GreeKh00,special_teams,1,,,,,
player,201312150cle,chi,GreeKh00,st_pct,3%,,,,,
player,201312150cle,chi,FreyIs00,pos,CB,,,,,
player,201312150cle,chi,FreyIs00,offense,0,,,,,
player,201312150cle,chi,FreyIs00,off_pct,0%,,,,,
player,201312150cle,chi,FreyIs00,defense,24,,,,,
player,201312150cle,chi,FreyIs00,def_pct,41%,,,,,
player,201312150cle,chi,FreyIs00,special_teams,0,,,,,
player,201312150cle,chi,FreyIs00,st_pct,0%,,,,,
player,201312150cle,chi,BassDa00,pos,DE,,,,,
player,201312150cle,chi,BassDa00,offense,0,,,,,
player,201312150cle,chi,BassDa00,off_pct,0%,,,,,
player,201312150cle,chi,BassDa00,defense,21,,,,,
player,201312150cle,chi,BassDa00,def_pct,36%,,,,,
player,201312150cle,chi,BassDa00,special_teams,0,,,,,
player,201312150cle,chi,BassDa00,st_pct,0%,,,,,
player,201312150cle,chi,PaeaSt00,pos,NT,,,,,
player,201312150cle,chi,PaeaSt00,offense,0,,,,,
player,201312150cle,chi,PaeaSt00,off_pct,0%,,,,,
player,201312150cle,chi,PaeaSt00,defense,15,,,,,
player,201312150cle,chi,PaeaSt00,def_pct,26%,,,,,
player,201312150cle,chi,PaeaSt00,special_teams,0,,,,,
player,201312150cle,chi,PaeaSt00,st_pct,0%,,,,,
player,201312150cle,chi,CoheLa99,pos,DT,,,,,
player,201312150cle,chi,CoheLa99,offense,0,,,,,
player,201312150cle,chi,CoheLa99,off_pct,0%,,,,,
player,201312150cle,chi,CoheLa99,defense,14,,,,,
player,201312150cle,chi,CoheLa99,def_pct,24%,,,,,
player,201312150cle,chi,CoheLa99,special_teams,0,,,,,
player,201312150cle,chi,CoheLa99,st_pct,0%,,,,,
player,201312150cle,chi,StelCr99,pos,FS,,,,,
player,201312150cle,chi,StelCr99,offense,0,,,,,
player,201312150cle,chi,StelCr99,off_pct,0%,,,,,
player,201312150cle,chi,StelCr99,defense,2,,,,,
player,201312150cle,chi,StelCr99,def_pct,3%,,,,,
player,201312150cle,chi,StelCr99,special_teams,21,,,,,
player,201312150cle,chi,StelCr99,st_pct,62%,,,,,
player,201312150cle,chi,OzouCh00,pos,DE,,,,,
player,201312150cle,chi,OzouCh00,offense,0,,,,,
player,201312150cle,chi,OzouCh00,off_pct,0%,,,,,
player,201312150cle,chi,OzouCh00,defense,2,,,,,
player,201312150cle,chi,OzouCh00,def_pct,3%,,,,,
player,201312150cle,chi,OzouCh00,special_teams,18,,,,,
player,201312150cle,chi,OzouCh00,st_pct,53%,,,,,
player,201312150cle,chi,CostBl20,pos,LB,,,,,
player,201312150cle,chi,CostBl20,offense,0,,,,,
player,201312150cle,chi,CostBl20,off_pct,0%,,,,,
player,201312150cle,chi,CostBl20,defense,0,,,,,
player,201312150cle,chi,CostBl20,def_pct,0%,,,,,
player,201312150cle,chi,CostBl20,special_teams,27,,,,,
player,201312150cle,chi,CostBl20,st_pct,79%,,,,,
player,201312150cle,chi,McMaSh99,pos,CB,,,,,
player,201312150cle,chi,McMaSh99,offense,0,,,,,
player,201312150cle,chi,McMaSh99,off_pct,0%,,,,,
player,201312150cle,chi,McMaSh99,defense,0,,,,,
player,201312150cle,chi,McMaSh99,def_pct,0%,,,,,
player,201312150cle,chi,McMaSh99,special_teams,21,,,,,
player,201312150cle,chi,McMaSh99,st_pct,62%,,,,,
player,201312150cle,chi,WeemEr00,pos,WR,,,,,
player,201312150cle,chi,WeemEr00,offense,0,,,,,
player,201312150cle,chi,WeemEr00,off_pct,0%,,,,,
player,201312150cle,chi,WeemEr00,defense,0,,,,,
player,201312150cle,chi,WeemEr00,def_pct,0%,,,,,
player,201312150cle,chi,WeemEr00,special_teams,21,,,,,
player,201312150cle,chi,WeemEr00,st_pct,62%,,,,,
player,201312150cle,chi,FranJe00,pos,LB,,,,,
player,201312150cle,chi,FranJe00,offense,0,,,,,
player,201312150cle,chi,FranJe00,off_pct,0%,,,,,
player,201312150cle,chi,FranJe00,defense,0,,,,,
player,201312150cle,chi,FranJe00,def_pct,0%,,,,,
player,201312150cle,chi,FranJe00,special_teams,21,,,,,
player,201312150cle,chi,FranJe00,st_pct,62%,,,,,
player,201312150cle,chi,WaltAn01,pos,SS,,,,,
player,201312150cle,chi,WaltAn01,offense,0,,,,,
player,201312150cle,chi,WaltAn01,off_pct,0%,,,,,
player,201312150cle,chi,WaltAn01,defense,0,,,,,
player,201312150cle,chi,WaltAn01,def_pct,0%,,,,,
player,201312150cle,chi,WaltAn01,special_teams,20,,,,,
player,201312150cle,chi,WaltAn01,st_pct,59%,,,,,
player,201312150cle,chi,FordMi00,pos,RB,,,,,
player,201312150cle,chi,FordMi00,offense,0,,,,,
player,201312150cle,chi,FordMi00,off_pct,0%,,,,,
player,201312150cle,chi,FordMi00,defense,0,,,,,
player,201312150cle,chi,FordMi00,def_pct,0%,,,,,
player,201312150cle,chi,FordMi00,special_teams,20,,,,,
player,201312150cle,chi,FordMi00,st_pct,59%,,,,,
player,201312150cle,chi,HestDe99,pos,WR,,,,,
player,201312150cle,chi,HestDe99,offense,0,,,,,
player,201312150cle,chi,HestDe99,off_pct,0%,,,,,
player,201312150cle,chi,HestDe99,defense,0,,,,,
player,201312150cle,chi,HestDe99,def_pct,0%,,,,,
player,201312150cle,chi,HestDe99,special_teams,17,,,,,
player,201312150cle,chi,HestDe99,st_pct,50%,,,,,
player,201312150cle,chi,MartDe22,pos,SS,,,,,
player,201312150cle,chi,MartDe22,offense,0,,,,,
player,201312150cle,chi,MartDe22,off_pct,0%,,,,,
player,201312150cle,chi,MartDe22,defense,0,,,,,
player,201312150cle,chi,MartDe22,def_pct,0%,,,,,
player,201312150cle,chi,MartDe22,special_teams,17,,,,,
player,201312150cle,chi,MartDe22,st_pct,50%,,,,,
player,201312150cle,chi,gouldrob01,pos,K,,,,,
player,201312150cle,chi,gouldrob01,offense,0,,,,,
player,201312150cle,chi,gouldrob01,off_pct,0%,,,,,
player,201312150cle,chi,gouldrob01,defense,0,,,,,
player,201312150cle,chi,gouldrob01,def_pct,0%,,,,,
player,201312150cle,chi,gouldrob01,special_teams,14,,,,,
player,201312150cle,chi,gouldrob01,st_pct,41%,,,,,
player,201312150cle,chi,MannPa20,pos,LS,,,,,
player,201312150cle,chi,MannPa20,offense,0,,,,,
player,201312150cle,chi,MannPa20,off_pct,0%,,,,,
player,201312150cle,chi,MannPa20,defense,0,,,,,
player,201312150cle,chi,MannPa20,def_pct,0%,,,,,
player,201312150cle,chi,MannPa20,special_teams,10,,,,,
player,201312150cle,chi,MannPa20,st_pct,29%,,,,,
player,201312150cle,chi,PodlAd20,pos,P,,,,,
player,201312150cle,chi,PodlAd20,offense,0,,,,,
player,201312150cle,chi,PodlAd20,off_pct,0%,,,,,
player,201312150cle,chi,PodlAd20,defense,0,,,,,
player,201312150cle,chi,PodlAd20,def_pct,0%,,,,,
player,201312150cle,chi,PodlAd20,special_teams,10,,,,,
player,201312150cle,chi,PodlAd20,st_pct,29%,,,,,
