game,2013,3,20130922,201309220oti,sdg,"San Diego Chargers",17,oti,"Tennessee Titans",20
player,201309220oti,sdg,RivePh00,rush_att,0,,,,,
player,201309220oti,sdg,RivePh00,rush_yds,0,,,,,
player,201309220oti,sdg,RivePh00,rush_td,0,,,,,
player,201309220oti,sdg,RivePh00,rush_long,0,,,,,
player,201309220oti,sdg,RivePh00,targets,1,,,,,
player,201309220oti,sdg,RivePh00,rec,0,,,,,
player,201309220oti,sdg,RivePh00,rec_yds,-9,,,,,
player,201309220oti,sdg,RivePh00,rec_td,0,,,,,
player,201309220oti,sdg,RivePh00,rec_long,-9,,,,,
player,201309220oti,sdg,RivePh00,fumbles,0,,,,,
player,201309220oti,sdg,RivePh00,fumbles_lost,0,,,,,
player,201309220oti,sdg,MathRy00,pass_cmp,0,,,,,
player,201309220oti,sdg,MathRy00,pass_att,0,,,,,
player,201309220oti,sdg,MathRy00,pass_yds,0,,,,,
player,201309220oti,sdg,MathRy00,pass_td,0,,,,,
player,201309220oti,sdg,MathRy00,pass_int,0,,,,,
player,201309220oti,sdg,MathRy00,pass_sacked,0,,,,,
player,201309220oti,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201309220oti,sdg,MathRy00,pass_long,0,,,,,
player,201309220oti,sdg,MathRy00,pass_rating,,,,,,
player,201309220oti,sdg,MathRy00,rush_att,16,,,,,
player,201309220oti,sdg,MathRy00,rush_yds,58,,,,,
player,201309220oti,sdg,MathRy00,rush_td,0,,,,,
player,201309220oti,sdg,MathRy00,rush_long,8,,,,,
player,201309220oti,sdg,MathRy00,targets,0,,,,,
player,201309220oti,sdg,MathRy00,rec,0,,,,,
player,201309220oti,sdg,MathRy00,rec_yds,0,,,,,
player,201309220oti,sdg,MathRy00,rec_td,0,,,,,
player,201309220oti,sdg,MathRy00,rec_long,0,,,,,
player,201309220oti,sdg,MathRy00,fumbles,0,,,,,
player,201309220oti,sdg,MathRy00,fumbles_lost,0,,,,,
player,201309220oti,sdg,WoodDa02,pass_cmp,0,,,,,
player,201309220oti,sdg,WoodDa02,pass_att,0,,,,,
player,201309220oti,sdg,WoodDa02,pass_yds,0,,,,,
player,201309220oti,sdg,WoodDa02,pass_td,0,,,,,
player,201309220oti,sdg,WoodDa02,pass_int,0,,,,,
player,201309220oti,sdg,WoodDa02,pass_sacked,0,,,,,
player,201309220oti,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201309220oti,sdg,WoodDa02,pass_long,0,,,,,
player,201309220oti,sdg,WoodDa02,pass_rating,,,,,,
player,201309220oti,sdg,WoodDa02,rush_att,5,,,,,
player,201309220oti,sdg,WoodDa02,rush_yds,31,,,,,
player,201309220oti,sdg,WoodDa02,rush_td,0,,,,,
player,201309220oti,sdg,WoodDa02,rush_long,11,,,,,
player,201309220oti,sdg,WoodDa02,targets,9,,,,,
player,201309220oti,sdg,WoodDa02,rec,7,,,,,
player,201309220oti,sdg,WoodDa02,rec_yds,55,,,,,
player,201309220oti,sdg,WoodDa02,rec_td,0,,,,,
player,201309220oti,sdg,WoodDa02,rec_long,13,,,,,
player,201309220oti,sdg,WoodDa02,fumbles,1,,,,,
player,201309220oti,sdg,WoodDa02,fumbles_lost,1,,,,,
player,201309220oti,sdg,McClLe00,pass_cmp,0,,,,,
player,201309220oti,sdg,McClLe00,pass_att,0,,,,,
player,201309220oti,sdg,McClLe00,pass_yds,0,,,,,
player,201309220oti,sdg,McClLe00,pass_td,0,,,,,
player,201309220oti,sdg,McClLe00,pass_int,0,,,,,
player,201309220oti,sdg,McClLe00,pass_sacked,0,,,,,
player,201309220oti,sdg,McClLe00,pass_sacked_yds,0,,,,,
player,201309220oti,sdg,McClLe00,pass_long,0,,,,,
player,201309220oti,sdg,McClLe00,pass_rating,,,,,,
player,201309220oti,sdg,McClLe00,rush_att,1,,,,,
player,201309220oti,sdg,McClLe00,rush_yds,7,,,,,
player,201309220oti,sdg,McClLe00,rush_td,0,,,,,
player,201309220oti,sdg,McClLe00,rush_long,7,,,,,
player,201309220oti,sdg,McClLe00,targets,2,,,,,
player,201309220oti,sdg,McClLe00,rec,1,,,,,
player,201309220oti,sdg,McClLe00,rec_yds,-6,,,,,
player,201309220oti,sdg,McClLe00,rec_td,0,,,,,
player,201309220oti,sdg,McClLe00,rec_long,7,,,,,
player,201309220oti,sdg,McClLe00,fumbles,0,,,,,
player,201309220oti,sdg,McClLe00,fumbles_lost,0,,,,,
player,201309220oti,sdg,BrowRo05,pass_cmp,0,,,,,
player,201309220oti,sdg,BrowRo05,pass_att,0,,,,,
player,201309220oti,sdg,BrowRo05,pass_yds,0,,,,,
player,201309220oti,sdg,BrowRo05,pass_td,0,,,,,
player,201309220oti,sdg,BrowRo05,pass_int,0,,,,,
player,201309220oti,sdg,BrowRo05,pass_sacked,0,,,,,
player,201309220oti,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201309220oti,sdg,BrowRo05,pass_long,0,,,,,
player,201309220oti,sdg,BrowRo05,pass_rating,,,,,,
player,201309220oti,sdg,BrowRo05,rush_att,5,,,,,
player,201309220oti,sdg,BrowRo05,rush_yds,6,,,,,
player,201309220oti,sdg,BrowRo05,rush_td,1,,,,,
player,201309220oti,sdg,BrowRo05,rush_long,2,,,,,
player,201309220oti,sdg,BrowRo05,targets,0,,,,,
player,201309220oti,sdg,BrowRo05,rec,0,,,,,
player,201309220oti,sdg,BrowRo05,rec_yds,0,,,,,
player,201309220oti,sdg,BrowRo05,rec_td,0,,,,,
player,201309220oti,sdg,BrowRo05,rec_long,0,,,,,
player,201309220oti,sdg,BrowRo05,fumbles,0,,,,,
player,201309220oti,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201309220oti,sdg,GateAn00,pass_cmp,0,,,,,
player,201309220oti,sdg,GateAn00,pass_att,0,,,,,
player,201309220oti,sdg,GateAn00,pass_yds,0,,,,,
player,201309220oti,sdg,GateAn00,pass_td,0,,,,,
player,201309220oti,sdg,GateAn00,pass_int,0,,,,,
player,201309220oti,sdg,GateAn00,pass_sacked,0,,,,,
player,201309220oti,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201309220oti,sdg,GateAn00,pass_long,0,,,,,
player,201309220oti,sdg,GateAn00,pass_rating,,,,,,
player,201309220oti,sdg,GateAn00,rush_att,0,,,,,
player,201309220oti,sdg,GateAn00,rush_yds,0,,,,,
player,201309220oti,sdg,GateAn00,rush_td,0,,,,,
player,201309220oti,sdg,GateAn00,rush_long,0,,,,,
player,201309220oti,sdg,GateAn00,targets,7,,,,,
player,201309220oti,sdg,GateAn00,rec,5,,,,,
player,201309220oti,sdg,GateAn00,rec_yds,55,,,,,
player,201309220oti,sdg,GateAn00,rec_td,1,,,,,
player,201309220oti,sdg,GateAn00,rec_long,17,,,,,
player,201309220oti,sdg,GateAn00,fumbles,0,,,,,
player,201309220oti,sdg,GateAn00,fumbles_lost,0,,,,,
player,201309220oti,sdg,GreeLa00,pass_cmp,0,,,,,
player,201309220oti,sdg,GreeLa00,pass_att,0,,,,,
player,201309220oti,sdg,GreeLa00,pass_yds,0,,,,,
player,201309220oti,sdg,GreeLa00,pass_td,0,,,,,
player,201309220oti,sdg,GreeLa00,pass_int,0,,,,,
player,201309220oti,sdg,GreeLa00,pass_sacked,0,,,,,
player,201309220oti,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201309220oti,sdg,GreeLa00,pass_long,0,,,,,
player,201309220oti,sdg,GreeLa00,pass_rating,,,,,,
player,201309220oti,sdg,GreeLa00,rush_att,0,,,,,
player,201309220oti,sdg,GreeLa00,rush_yds,0,,,,,
player,201309220oti,sdg,GreeLa00,rush_td,0,,,,,
player,201309220oti,sdg,GreeLa00,rush_long,0,,,,,
player,201309220oti,sdg,GreeLa00,targets,2,,,,,
player,201309220oti,sdg,GreeLa00,rec,2,,,,,
player,201309220oti,sdg,GreeLa00,rec_yds,48,,,,,
player,201309220oti,sdg,GreeLa00,rec_td,0,,,,,
player,201309220oti,sdg,GreeLa00,rec_long,34,,,,,
player,201309220oti,sdg,GreeLa00,fumbles,0,,,,,
player,201309220oti,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201309220oti,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201309220oti,sdg,RoyaEd00,pass_att,0,,,,,
player,201309220oti,sdg,RoyaEd00,pass_yds,0,,,,,
player,201309220oti,sdg,RoyaEd00,pass_td,0,,,,,
player,201309220oti,sdg,RoyaEd00,pass_int,0,,,,,
player,201309220oti,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201309220oti,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201309220oti,sdg,RoyaEd00,pass_long,0,,,,,
player,201309220oti,sdg,RoyaEd00,pass_rating,,,,,,
player,201309220oti,sdg,RoyaEd00,rush_att,0,,,,,
player,201309220oti,sdg,RoyaEd00,rush_yds,0,,,,,
player,201309220oti,sdg,RoyaEd00,rush_td,0,,,,,
player,201309220oti,sdg,RoyaEd00,rush_long,0,,,,,
player,201309220oti,sdg,RoyaEd00,targets,4,,,,,
player,201309220oti,sdg,RoyaEd00,rec,2,,,,,
player,201309220oti,sdg,RoyaEd00,rec_yds,34,,,,,
player,201309220oti,sdg,RoyaEd00,rec_td,0,,,,,
player,201309220oti,sdg,RoyaEd00,rec_long,15,,,,,
player,201309220oti,sdg,RoyaEd00,fumbles,0,,,,,
player,201309220oti,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201309220oti,sdg,BrowVi00,pass_cmp,0,,,,,
player,201309220oti,sdg,BrowVi00,pass_att,0,,,,,
player,201309220oti,sdg,BrowVi00,pass_yds,0,,,,,
player,201309220oti,sdg,BrowVi00,pass_td,0,,,,,
player,201309220oti,sdg,BrowVi00,pass_int,0,,,,,
player,201309220oti,sdg,BrowVi00,pass_sacked,0,,,,,
player,201309220oti,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201309220oti,sdg,BrowVi00,pass_long,0,,,,,
player,201309220oti,sdg,BrowVi00,pass_rating,,,,,,
player,201309220oti,sdg,BrowVi00,rush_att,0,,,,,
player,201309220oti,sdg,BrowVi00,rush_yds,0,,,,,
player,201309220oti,sdg,BrowVi00,rush_td,0,,,,,
player,201309220oti,sdg,BrowVi00,rush_long,0,,,,,
player,201309220oti,sdg,BrowVi00,targets,3,,,,,
player,201309220oti,sdg,BrowVi00,rec,2,,,,,
player,201309220oti,sdg,BrowVi00,rec_yds,11,,,,,
player,201309220oti,sdg,BrowVi00,rec_td,0,,,,,
player,201309220oti,sdg,BrowVi00,rec_long,7,,,,,
player,201309220oti,sdg,BrowVi00,fumbles,0,,,,,
player,201309220oti,sdg,BrowVi00,fumbles_lost,0,,,,,
player,201309220oti,sdg,AlleKe00,pass_cmp,0,,,,,
player,201309220oti,sdg,AlleKe00,pass_att,0,,,,,
player,201309220oti,sdg,AlleKe00,pass_yds,0,,,,,
player,201309220oti,sdg,AlleKe00,pass_td,0,,,,,
player,201309220oti,sdg,AlleKe00,pass_int,0,,,,,
player,201309220oti,sdg,AlleKe00,pass_sacked,0,,,,,
player,201309220oti,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201309220oti,sdg,AlleKe00,pass_long,0,,,,,
player,201309220oti,sdg,AlleKe00,pass_rating,,,,,,
player,201309220oti,sdg,AlleKe00,rush_att,0,,,,,
player,201309220oti,sdg,AlleKe00,rush_yds,0,,,,,
player,201309220oti,sdg,AlleKe00,rush_td,0,,,,,
player,201309220oti,sdg,AlleKe00,rush_long,0,,,,,
player,201309220oti,sdg,AlleKe00,targets,3,,,,,
player,201309220oti,sdg,AlleKe00,rec,1,,,,,
player,201309220oti,sdg,AlleKe00,rec_yds,-4,,,,,
player,201309220oti,sdg,AlleKe00,rec_td,0,,,,,
player,201309220oti,sdg,AlleKe00,rec_long,3,,,,,
player,201309220oti,sdg,AlleKe00,fumbles,0,,,,,
player,201309220oti,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201309220oti,oti,LockJa00,pass_cmp,23,,,,,
player,201309220oti,oti,LockJa00,pass_att,37,,,,,
player,201309220oti,oti,LockJa00,pass_yds,299,,,,,
player,201309220oti,oti,LockJa00,pass_td,1,,,,,
player,201309220oti,oti,LockJa00,pass_int,0,,,,,
player,201309220oti,oti,LockJa00,pass_sacked,2,,,,,
player,201309220oti,oti,LockJa00,pass_sacked_yds,17,,,,,
player,201309220oti,oti,LockJa00,pass_long,35,,,,,
player,201309220oti,oti,LockJa00,pass_rating,96.6,,,,,
player,201309220oti,oti,LockJa00,rush_att,5,,,,,
player,201309220oti,oti,LockJa00,rush_yds,68,,,,,
player,201309220oti,oti,LockJa00,rush_td,1,,,,,
player,201309220oti,oti,LockJa00,rush_long,39,,,,,
player,201309220oti,oti,LockJa00,targets,0,,,,,
player,201309220oti,oti,LockJa00,rec,0,,,,,
player,201309220oti,oti,LockJa00,rec_yds,0,,,,,
player,201309220oti,oti,LockJa00,rec_td,0,,,,,
player,201309220oti,oti,LockJa00,rec_long,0,,,,,
player,201309220oti,oti,LockJa00,fumbles,1,,,,,
player,201309220oti,oti,LockJa00,fumbles_lost,0,,,,,
player,201309220oti,oti,JohnCh04,pass_cmp,0,,,,,
player,201309220oti,oti,JohnCh04,pass_att,0,,,,,
player,201309220oti,oti,JohnCh04,pass_yds,0,,,,,
player,201309220oti,oti,JohnCh04,pass_td,0,,,,,
player,201309220oti,oti,JohnCh04,pass_int,0,,,,,
player,201309220oti,oti,JohnCh04,pass_sacked,0,,,,,
player,201309220oti,oti,JohnCh04,pass_sacked_yds,0,,,,,
player,201309220oti,oti,JohnCh04,pass_long,0,,,,,
player,201309220oti,oti,JohnCh04,pass_rating,,,,,,
player,201309220oti,oti,JohnCh04,rush_att,19,,,,,
player,201309220oti,oti,JohnCh04,rush_yds,90,,,,,
player,201309220oti,oti,JohnCh04,rush_td,0,,,,,
player,201309220oti,oti,JohnCh04,rush_long,23,,,,,
player,201309220oti,oti,JohnCh04,targets,2,,,,,
player,201309220oti,oti,JohnCh04,rec,1,,,,,
player,201309220oti,oti,JohnCh04,rec_yds,1,,,,,
player,201309220oti,oti,JohnCh04,rec_td,0,,,,,
player,201309220oti,oti,JohnCh04,rec_long,1,,,,,
player,201309220oti,oti,JohnCh04,fumbles,0,,,,,
player,201309220oti,oti,JohnCh04,fumbles_lost,0,,,,,
player,201309220oti,oti,BattJa00,pass_cmp,0,,,,,
player,201309220oti,oti,BattJa00,pass_att,0,,,,,
player,201309220oti,oti,BattJa00,pass_yds,0,,,,,
player,201309220oti,oti,BattJa00,pass_td,0,,,,,
player,201309220oti,oti,BattJa00,pass_int,0,,,,,
player,201309220oti,oti,BattJa00,pass_sacked,0,,,,,
player,201309220oti,oti,BattJa00,pass_sacked_yds,0,,,,,
player,201309220oti,oti,BattJa00,pass_long,0,,,,,
player,201309220oti,oti,BattJa00,pass_rating,,,,,,
player,201309220oti,oti,BattJa00,rush_att,4,,,,,
player,201309220oti,oti,BattJa00,rush_yds,12,,,,,
player,201309220oti,oti,BattJa00,rush_td,0,,,,,
player,201309220oti,oti,BattJa00,rush_long,6,,,,,
player,201309220oti,oti,BattJa00,targets,0,,,,,
player,201309220oti,oti,BattJa00,rec,0,,,,,
player,201309220oti,oti,BattJa00,rec_yds,0,,,,,
player,201309220oti,oti,BattJa00,rec_td,0,,,,,
player,201309220oti,oti,BattJa00,rec_long,0,,,,,
player,201309220oti,oti,BattJa00,fumbles,0,,,,,
player,201309220oti,oti,BattJa00,fumbles_lost,0,,,,,
player,201309220oti,oti,WashNa00,pass_cmp,0,,,,,
player,201309220oti,oti,WashNa00,pass_att,0,,,,,
player,201309220oti,oti,WashNa00,pass_yds,0,,,,,
player,201309220oti,oti,WashNa00,pass_td,0,,,,,
player,201309220oti,oti,WashNa00,pass_int,0,,,,,
player,201309220oti,oti,WashNa00,pass_sacked,0,,,,,
player,201309220oti,oti,WashNa00,pass_sacked_yds,0,,,,,
player,201309220oti,oti,WashNa00,pass_long,0,,,,,
player,201309220oti,oti,WashNa00,pass_rating,,,,,,
player,201309220oti,oti,WashNa00,rush_att,0,,,,,
player,201309220oti,oti,WashNa00,rush_yds,0,,,,,
player,201309220oti,oti,WashNa00,rush_td,0,,,,,
player,201309220oti,oti,WashNa00,rush_long,0,,,,,
player,201309220oti,oti,WashNa00,targets,10,,,,,
player,201309220oti,oti,WashNa00,rec,8,,,,,
player,201309220oti,oti,WashNa00,rec_yds,131,,,,,
player,201309220oti,oti,WashNa00,rec_td,0,,,,,
player,201309220oti,oti,WashNa00,rec_long,35,,,,,
player,201309220oti,oti,WashNa00,fumbles,0,,,,,
player,201309220oti,oti,WashNa00,fumbles_lost,0,,,,,
player,201309220oti,oti,WrigKe01,pass_cmp,0,,,,,
player,201309220oti,oti,WrigKe01,pass_att,0,,,,,
player,201309220oti,oti,WrigKe01,pass_yds,0,,,,,
player,201309220oti,oti,WrigKe01,pass_td,0,,,,,
player,201309220oti,oti,WrigKe01,pass_int,0,,,,,
player,201309220oti,oti,WrigKe01,pass_sacked,0,,,,,
player,201309220oti,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201309220oti,oti,WrigKe01,pass_long,0,,,,,
player,201309220oti,oti,WrigKe01,pass_rating,,,,,,
player,201309220oti,oti,WrigKe01,rush_att,0,,,,,
player,201309220oti,oti,WrigKe01,rush_yds,0,,,,,
player,201309220oti,oti,WrigKe01,rush_td,0,,,,,
player,201309220oti,oti,WrigKe01,rush_long,0,,,,,
player,201309220oti,oti,WrigKe01,targets,6,,,,,
player,201309220oti,oti,WrigKe01,rec,6,,,,,
player,201309220oti,oti,WrigKe01,rec_yds,71,,,,,
player,201309220oti,oti,WrigKe01,rec_td,0,,,,,
player,201309220oti,oti,WrigKe01,rec_long,19,,,,,
player,201309220oti,oti,WrigKe01,fumbles,0,,,,,
player,201309220oti,oti,WrigKe01,fumbles_lost,0,,,,,
player,201309220oti,oti,WalkHu00,pass_cmp,0,,,,,
player,201309220oti,oti,WalkHu00,pass_att,0,,,,,
player,201309220oti,oti,WalkHu00,pass_yds,0,,,,,
player,201309220oti,oti,WalkHu00,pass_td,0,,,,,
player,201309220oti,oti,WalkHu00,pass_int,0,,,,,
player,201309220oti,oti,WalkHu00,pass_sacked,0,,,,,
player,201309220oti,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201309220oti,oti,WalkHu00,pass_long,0,,,,,
player,201309220oti,oti,WalkHu00,pass_rating,,,,,,
player,201309220oti,oti,WalkHu00,rush_att,0,,,,,
player,201309220oti,oti,WalkHu00,rush_yds,0,,,,,
player,201309220oti,oti,WalkHu00,rush_td,0,,,,,
player,201309220oti,oti,WalkHu00,rush_long,0,,,,,
player,201309220oti,oti,WalkHu00,targets,8,,,,,
player,201309220oti,oti,WalkHu00,rec,5,,,,,
player,201309220oti,oti,WalkHu00,rec_yds,49,,,,,
player,201309220oti,oti,WalkHu00,rec_td,0,,,,,
player,201309220oti,oti,WalkHu00,rec_long,17,,,,,
player,201309220oti,oti,WalkHu00,fumbles,0,,,,,
player,201309220oti,oti,WalkHu00,fumbles_lost,0,,,,,
player,201309220oti,oti,HuntJu00,pass_cmp,0,,,,,
player,201309220oti,oti,HuntJu00,pass_att,0,,,,,
player,201309220oti,oti,HuntJu00,pass_yds,0,,,,,
player,201309220oti,oti,HuntJu00,pass_td,0,,,,,
player,201309220oti,oti,HuntJu00,pass_int,0,,,,,
player,201309220oti,oti,HuntJu00,pass_sacked,0,,,,,
player,201309220oti,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201309220oti,oti,HuntJu00,pass_long,0,,,,,
player,201309220oti,oti,HuntJu00,pass_rating,,,,,,
player,201309220oti,oti,HuntJu00,rush_att,0,,,,,
player,201309220oti,oti,HuntJu00,rush_yds,0,,,,,
player,201309220oti,oti,HuntJu00,rush_td,0,,,,,
player,201309220oti,oti,HuntJu00,rush_long,0,,,,,
player,201309220oti,oti,HuntJu00,targets,2,,,,,
player,201309220oti,oti,HuntJu00,rec,1,,,,,
player,201309220oti,oti,HuntJu00,rec_yds,34,,,,,
player,201309220oti,oti,HuntJu00,rec_td,1,,,,,
player,201309220oti,oti,HuntJu00,rec_long,34,,,,,
player,201309220oti,oti,HuntJu00,fumbles,0,,,,,
player,201309220oti,oti,HuntJu00,fumbles_lost,0,,,,,
player,201309220oti,oti,WillDa04,pass_cmp,0,,,,,
player,201309220oti,oti,WillDa04,pass_att,0,,,,,
player,201309220oti,oti,WillDa04,pass_yds,0,,,,,
player,201309220oti,oti,WillDa04,pass_td,0,,,,,
player,201309220oti,oti,WillDa04,pass_int,0,,,,,
player,201309220oti,oti,WillDa04,pass_sacked,0,,,,,
player,201309220oti,oti,WillDa04,pass_sacked_yds,0,,,,,
player,201309220oti,oti,WillDa04,pass_long,0,,,,,
player,201309220oti,oti,WillDa04,pass_rating,,,,,,
player,201309220oti,oti,WillDa04,rush_att,0,,,,,
player,201309220oti,oti,WillDa04,rush_yds,0,,,,,
player,201309220oti,oti,WillDa04,rush_td,0,,,,,
player,201309220oti,oti,WillDa04,rush_long,0,,,,,
player,201309220oti,oti,WillDa04,targets,2,,,,,
player,201309220oti,oti,WillDa04,rec,1,,,,,
player,201309220oti,oti,WillDa04,rec_yds,9,,,,,
player,201309220oti,oti,WillDa04,rec_td,0,,,,,
player,201309220oti,oti,WillDa04,rec_long,9,,,,,
player,201309220oti,oti,WillDa04,fumbles,0,,,,,
player,201309220oti,oti,WillDa04,fumbles_lost,0,,,,,
player,201309220oti,oti,PresMi00,pass_cmp,0,,,,,
player,201309220oti,oti,PresMi00,pass_att,0,,,,,
player,201309220oti,oti,PresMi00,pass_yds,0,,,,,
player,201309220oti,oti,PresMi00,pass_td,0,,,,,
player,201309220oti,oti,PresMi00,pass_int,0,,,,,
player,201309220oti,oti,PresMi00,pass_sacked,0,,,,,
player,201309220oti,oti,PresMi00,pass_sacked_yds,0,,,,,
player,201309220oti,oti,PresMi00,pass_long,0,,,,,
player,201309220oti,oti,PresMi00,pass_rating,,,,,,
player,201309220oti,oti,PresMi00,rush_att,0,,,,,
player,201309220oti,oti,PresMi00,rush_yds,0,,,,,
player,201309220oti,oti,PresMi00,rush_td,0,,,,,
player,201309220oti,oti,PresMi00,rush_long,0,,,,,
player,201309220oti,oti,PresMi00,targets,1,,,,,
player,201309220oti,oti,PresMi00,rec,1,,,,,
player,201309220oti,oti,PresMi00,rec_yds,4,,,,,
player,201309220oti,oti,PresMi00,rec_td,0,,,,,
player,201309220oti,oti,PresMi00,rec_long,4,,,,,
player,201309220oti,oti,PresMi00,fumbles,0,,,,,
player,201309220oti,oti,PresMi00,fumbles_lost,0,,,,,
player,201309220oti,oti,BritKe00,pass_cmp,0,,,,,
player,201309220oti,oti,BritKe00,pass_att,0,,,,,
player,201309220oti,oti,BritKe00,pass_yds,0,,,,,
player,201309220oti,oti,BritKe00,pass_td,0,,,,,
player,201309220oti,oti,BritKe00,pass_int,0,,,,,
player,201309220oti,oti,BritKe00,pass_sacked,0,,,,,
player,201309220oti,oti,BritKe00,pass_sacked_yds,0,,,,,
player,201309220oti,oti,BritKe00,pass_long,0,,,,,
player,201309220oti,oti,BritKe00,pass_rating,,,,,,
player,201309220oti,oti,BritKe00,rush_att,0,,,,,
player,201309220oti,oti,BritKe00,rush_yds,0,,,,,
player,201309220oti,oti,BritKe00,rush_td,0,,,,,
player,201309220oti,oti,BritKe00,rush_long,0,,,,,
player,201309220oti,oti,BritKe00,targets,5,,,,,
player,201309220oti,oti,BritKe00,rec,0,,,,,
player,201309220oti,oti,BritKe00,rec_yds,0,,,,,
player,201309220oti,oti,BritKe00,rec_td,0,,,,,
player,201309220oti,oti,BritKe00,rec_long,0,,,,,
player,201309220oti,oti,BritKe00,fumbles,0,,,,,
player,201309220oti,oti,BritKe00,fumbles_lost,0,,,,,
player,201309220oti,oti,KernBr20,pass_cmp,0,,,,,
player,201309220oti,oti,KernBr20,pass_att,0,,,,,
player,201309220oti,oti,KernBr20,pass_yds,0,,,,,
player,201309220oti,oti,KernBr20,pass_td,0,,,,,
player,201309220oti,oti,KernBr20,pass_int,0,,,,,
player,201309220oti,oti,KernBr20,pass_sacked,0,,,,,
player,201309220oti,oti,KernBr20,pass_sacked_yds,0,,,,,
player,201309220oti,oti,KernBr20,pass_long,0,,,,,
player,201309220oti,oti,KernBr20,pass_rating,,,,,,
player,201309220oti,oti,KernBr20,rush_att,1,,,,,
player,201309220oti,oti,KernBr20,rush_yds,0,,,,,
player,201309220oti,oti,KernBr20,rush_td,0,,,,,
player,201309220oti,oti,KernBr20,rush_long,0,,,,,
player,201309220oti,oti,KernBr20,targets,0,,,,,
player,201309220oti,oti,KernBr20,rec,0,,,,,
player,201309220oti,oti,KernBr20,rec_yds,0,,,,,
player,201309220oti,oti,KernBr20,rec_td,0,,,,,
player,201309220oti,oti,KernBr20,rec_long,0,,,,,
player,201309220oti,oti,KernBr20,fumbles,1,,,,,
player,201309220oti,oti,KernBr20,fumbles_lost,0,,,,,
player,201309220oti,sdg,WalkRe00,def_int,0,,,,,
player,201309220oti,sdg,WalkRe00,def_int_yds,0,,,,,
player,201309220oti,sdg,WalkRe00,def_int_td,0,,,,,
player,201309220oti,sdg,WalkRe00,def_int_long,0,,,,,
player,201309220oti,sdg,WalkRe00,pass_defended,0,,,,,
player,201309220oti,sdg,WalkRe00,sacks,1.0,,,,,
player,201309220oti,sdg,WalkRe00,tackles_combined,8,,,,,
player,201309220oti,sdg,WalkRe00,tackles_solo,6,,,,,
player,201309220oti,sdg,WalkRe00,tackles_assists,2,,,,,
player,201309220oti,sdg,WalkRe00,tackles_loss,1,,,,,
