game,2013,16,20131222,201312220kan,clt,"Indianapolis Colts",23,kan,"Kansas City Chiefs",7
player,201312220kan,kan,SmitAl03,rec_long,0,,,,,
player,201312220kan,kan,SmitAl03,fumbles,3,,,,,
player,201312220kan,kan,SmitAl03,fumbles_lost,2,,,,,
player,201312220kan,kan,CharJa00,pass_cmp,0,,,,,
player,201312220kan,kan,CharJa00,pass_att,0,,,,,
player,201312220kan,kan,CharJa00,pass_yds,0,,,,,
player,201312220kan,kan,CharJa00,pass_td,0,,,,,
player,201312220kan,kan,CharJa00,pass_int,0,,,,,
player,201312220kan,kan,CharJa00,pass_sacked,0,,,,,
player,201312220kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201312220kan,kan,CharJa00,pass_long,0,,,,,
player,201312220kan,kan,CharJa00,pass_rating,,,,,,
player,201312220kan,kan,CharJa00,rush_att,13,,,,,
player,201312220kan,kan,CharJa00,rush_yds,106,,,,,
player,201312220kan,kan,CharJa00,rush_td,1,,,,,
player,201312220kan,kan,CharJa00,rush_long,31,,,,,
player,201312220kan,kan,CharJa00,targets,6,,,,,
player,201312220kan,kan,CharJa00,rec,5,,,,,
player,201312220kan,kan,CharJa00,rec_yds,38,,,,,
player,201312220kan,kan,CharJa00,rec_td,0,,,,,
player,201312220kan,kan,CharJa00,rec_long,15,,,,,
player,201312220kan,kan,CharJa00,fumbles,0,,,,,
player,201312220kan,kan,CharJa00,fumbles_lost,0,,,,,
player,201312220kan,kan,DaviKn00,pass_cmp,0,,,,,
player,201312220kan,kan,DaviKn00,pass_att,0,,,,,
player,201312220kan,kan,DaviKn00,pass_yds,0,,,,,
player,201312220kan,kan,DaviKn00,pass_td,0,,,,,
player,201312220kan,kan,DaviKn00,pass_int,0,,,,,
player,201312220kan,kan,DaviKn00,pass_sacked,0,,,,,
player,201312220kan,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201312220kan,kan,DaviKn00,pass_long,0,,,,,
player,201312220kan,kan,DaviKn00,pass_rating,,,,,,
player,201312220kan,kan,DaviKn00,rush_att,1,,,,,
player,201312220kan,kan,DaviKn00,rush_yds,2,,,,,
player,201312220kan,kan,DaviKn00,rush_td,0,,,,,
player,201312220kan,kan,DaviKn00,rush_long,2,,,,,
player,201312220kan,kan,DaviKn00,targets,0,,,,,
player,201312220kan,kan,DaviKn00,rec,0,,,,,
player,201312220kan,kan,DaviKn00,rec_yds,0,,,,,
player,201312220kan,kan,DaviKn00,rec_td,0,,,,,
player,201312220kan,kan,DaviKn00,rec_long,0,,,,,
player,201312220kan,kan,DaviKn00,fumbles,2,,,,,
player,201312220kan,kan,DaviKn00,fumbles_lost,1,,,,,
player,201312220kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201312220kan,kan,BoweDw00,pass_att,0,,,,,
player,201312220kan,kan,BoweDw00,pass_yds,0,,,,,
player,201312220kan,kan,BoweDw00,pass_td,0,,,,,
player,201312220kan,kan,BoweDw00,pass_int,0,,,,,
player,201312220kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201312220kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201312220kan,kan,BoweDw00,pass_long,0,,,,,
player,201312220kan,kan,BoweDw00,pass_rating,,,,,,
player,201312220kan,kan,BoweDw00,rush_att,0,,,,,
player,201312220kan,kan,BoweDw00,rush_yds,0,,,,,
player,201312220kan,kan,BoweDw00,rush_td,0,,,,,
player,201312220kan,kan,BoweDw00,rush_long,0,,,,,
player,201312220kan,kan,BoweDw00,targets,10,,,,,
player,201312220kan,kan,BoweDw00,rec,5,,,,,
player,201312220kan,kan,BoweDw00,rec_yds,46,,,,,
player,201312220kan,kan,BoweDw00,rec_td,0,,,,,
player,201312220kan,kan,BoweDw00,rec_long,16,,,,,
player,201312220kan,kan,BoweDw00,fumbles,0,,,,,
player,201312220kan,kan,BoweDw00,fumbles_lost,0,,,,,
player,201312220kan,kan,AverDo00,pass_cmp,0,,,,,
player,201312220kan,kan,AverDo00,pass_att,0,,,,,
player,201312220kan,kan,AverDo00,pass_yds,0,,,,,
player,201312220kan,kan,AverDo00,pass_td,0,,,,,
player,201312220kan,kan,AverDo00,pass_int,0,,,,,
player,201312220kan,kan,AverDo00,pass_sacked,0,,,,,
player,201312220kan,kan,AverDo00,pass_sacked_yds,0,,,,,
player,201312220kan,kan,AverDo00,pass_long,0,,,,,
player,201312220kan,kan,AverDo00,pass_rating,,,,,,
player,201312220kan,kan,AverDo00,rush_att,0,,,,,
player,201312220kan,kan,AverDo00,rush_yds,0,,,,,
player,201312220kan,kan,AverDo00,rush_td,0,,,,,
player,201312220kan,kan,AverDo00,rush_long,0,,,,,
player,201312220kan,kan,AverDo00,targets,4,,,,,
player,201312220kan,kan,AverDo00,rec,3,,,,,
player,201312220kan,kan,AverDo00,rec_yds,32,,,,,
player,201312220kan,kan,AverDo00,rec_td,0,,,,,
player,201312220kan,kan,AverDo00,rec_long,15,,,,,
player,201312220kan,kan,AverDo00,fumbles,0,,,,,
player,201312220kan,kan,AverDo00,fumbles_lost,0,,,,,
player,201312220kan,kan,FasaAn00,pass_cmp,0,,,,,
player,201312220kan,kan,FasaAn00,pass_att,0,,,,,
player,201312220kan,kan,FasaAn00,pass_yds,0,,,,,
player,201312220kan,kan,FasaAn00,pass_td,0,,,,,
player,201312220kan,kan,FasaAn00,pass_int,0,,,,,
player,201312220kan,kan,FasaAn00,pass_sacked,0,,,,,
player,201312220kan,kan,FasaAn00,pass_sacked_yds,0,,,,,
player,201312220kan,kan,FasaAn00,pass_long,0,,,,,
player,201312220kan,kan,FasaAn00,pass_rating,,,,,,
player,201312220kan,kan,FasaAn00,rush_att,0,,,,,
player,201312220kan,kan,FasaAn00,rush_yds,0,,,,,
player,201312220kan,kan,FasaAn00,rush_td,0,,,,,
player,201312220kan,kan,FasaAn00,rush_long,0,,,,,
player,201312220kan,kan,FasaAn00,targets,3,,,,,
player,201312220kan,kan,FasaAn00,rec,1,,,,,
player,201312220kan,kan,FasaAn00,rec_yds,19,,,,,
player,201312220kan,kan,FasaAn00,rec_td,0,,,,,
player,201312220kan,kan,FasaAn00,rec_long,19,,,,,
player,201312220kan,kan,FasaAn00,fumbles,0,,,,,
player,201312220kan,kan,FasaAn00,fumbles_lost,0,,,,,
player,201312220kan,kan,McClDe00,pass_cmp,0,,,,,
player,201312220kan,kan,McClDe00,pass_att,0,,,,,
player,201312220kan,kan,McClDe00,pass_yds,0,,,,,
player,201312220kan,kan,McClDe00,pass_td,0,,,,,
player,201312220kan,kan,McClDe00,pass_int,0,,,,,
player,201312220kan,kan,McClDe00,pass_sacked,0,,,,,
player,201312220kan,kan,McClDe00,pass_sacked_yds,0,,,,,
player,201312220kan,kan,McClDe00,pass_long,0,,,,,
player,201312220kan,kan,McClDe00,pass_rating,,,,,,
player,201312220kan,kan,McClDe00,rush_att,0,,,,,
player,201312220kan,kan,McClDe00,rush_yds,0,,,,,
player,201312220kan,kan,McClDe00,rush_td,0,,,,,
player,201312220kan,kan,McClDe00,rush_long,0,,,,,
player,201312220kan,kan,McClDe00,targets,3,,,,,
player,201312220kan,kan,McClDe00,rec,1,,,,,
player,201312220kan,kan,McClDe00,rec_yds,11,,,,,
player,201312220kan,kan,McClDe00,rec_td,0,,,,,
player,201312220kan,kan,McClDe00,rec_long,11,,,,,
player,201312220kan,kan,McClDe00,fumbles,1,,,,,
player,201312220kan,kan,McClDe00,fumbles_lost,0,,,,,
player,201312220kan,kan,GrayCy00,pass_cmp,0,,,,,
player,201312220kan,kan,GrayCy00,pass_att,0,,,,,
player,201312220kan,kan,GrayCy00,pass_yds,0,,,,,
player,201312220kan,kan,GrayCy00,pass_td,0,,,,,
player,201312220kan,kan,GrayCy00,pass_int,0,,,,,
player,201312220kan,kan,GrayCy00,pass_sacked,0,,,,,
player,201312220kan,kan,GrayCy00,pass_sacked_yds,0,,,,,
player,201312220kan,kan,GrayCy00,pass_long,0,,,,,
player,201312220kan,kan,GrayCy00,pass_rating,,,,,,
player,201312220kan,kan,GrayCy00,rush_att,0,,,,,
player,201312220kan,kan,GrayCy00,rush_yds,0,,,,,
player,201312220kan,kan,GrayCy00,rush_td,0,,,,,
player,201312220kan,kan,GrayCy00,rush_long,0,,,,,
player,201312220kan,kan,GrayCy00,targets,1,,,,,
player,201312220kan,kan,GrayCy00,rec,1,,,,,
player,201312220kan,kan,GrayCy00,rec_yds,7,,,,,
player,201312220kan,kan,GrayCy00,rec_td,0,,,,,
player,201312220kan,kan,GrayCy00,rec_long,7,,,,,
player,201312220kan,kan,GrayCy00,fumbles,0,,,,,
player,201312220kan,kan,GrayCy00,fumbles_lost,0,,,,,
player,201312220kan,clt,FreeJe00,def_int,1,,,,,
player,201312220kan,clt,FreeJe00,def_int_yds,0,,,,,
player,201312220kan,clt,FreeJe00,def_int_td,0,,,,,
player,201312220kan,clt,FreeJe00,def_int_long,0,,,,,
player,201312220kan,clt,FreeJe00,pass_defended,2,,,,,
player,201312220kan,clt,FreeJe00,sacks,1.0,,,,,
player,201312220kan,clt,FreeJe00,tackles_combined,5,,,,,
player,201312220kan,clt,FreeJe00,tackles_solo,4,,,,,
player,201312220kan,clt,FreeJe00,tackles_assists,1,,,,,
player,201312220kan,clt,FreeJe00,tackles_loss,0,,,,,
player,201312220kan,clt,FreeJe00,qb_hits,1,,,,,
player,201312220kan,clt,FreeJe00,fumbles_rec,1,,,,,
player,201312220kan,clt,FreeJe00,fumbles_rec_yds,0,,,,,
player,201312220kan,clt,FreeJe00,fumbles_rec_td,0,,,,,
player,201312220kan,clt,FreeJe00,fumbles_forced,1,,,,,
player,201312220kan,clt,MathRo20,def_int,0,,,,,
player,201312220kan,clt,MathRo20,def_int_yds,0,,,,,
player,201312220kan,clt,MathRo20,def_int_td,0,,,,,
player,201312220kan,clt,MathRo20,def_int_long,0,,,,,
player,201312220kan,clt,MathRo20,pass_defended,0,,,,,
player,201312220kan,clt,MathRo20,sacks,1.0,,,,,
player,201312220kan,clt,MathRo20,tackles_combined,3,,,,,
player,201312220kan,clt,MathRo20,tackles_solo,3,,,,,
player,201312220kan,clt,MathRo20,tackles_assists,0,,,,,
player,201312220kan,clt,MathRo20,tackles_loss,0,,,,,
player,201312220kan,clt,MathRo20,qb_hits,0,,,,,
player,201312220kan,clt,MathRo20,fumbles_rec,0,,,,,
player,201312220kan,clt,MathRo20,fumbles_rec_yds,0,,,,,
player,201312220kan,clt,MathRo20,fumbles_rec_td,0,,,,,
player,201312220kan,clt,MathRo20,fumbles_forced,2,,,,,
player,201312220kan,clt,ReddCo20,def_int,0,,,,,
player,201312220kan,clt,ReddCo20,def_int_yds,0,,,,,
