game,2013,15,20131215,201312150dal,gnb,"Green Bay Packers",37,dal,"Dallas Cowboys",36
player,201312150dal,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201312150dal,gnb,LacyEd00,pass_long,0,,,,,
player,201312150dal,gnb,LacyEd00,pass_rating,,,,,,
player,201312150dal,gnb,LacyEd00,rush_att,21,,,,,
player,201312150dal,gnb,LacyEd00,rush_yds,141,,,,,
player,201312150dal,gnb,LacyEd00,rush_td,1,,,,,
player,201312150dal,gnb,LacyEd00,rush_long,60,,,,,
player,201312150dal,gnb,LacyEd00,targets,5,,,,,
player,201312150dal,gnb,LacyEd00,rec,4,,,,,
player,201312150dal,gnb,LacyEd00,rec_yds,30,,,,,
player,201312150dal,gnb,LacyEd00,rec_td,0,,,,,
player,201312150dal,gnb,LacyEd00,rec_long,34,,,,,
player,201312150dal,gnb,LacyEd00,fumbles,0,,,,,
player,201312150dal,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201312150dal,gnb,StarJa00,pass_cmp,0,,,,,
player,201312150dal,gnb,StarJa00,pass_att,0,,,,,
player,201312150dal,gnb,StarJa00,pass_yds,0,,,,,
player,201312150dal,gnb,StarJa00,pass_td,0,,,,,
player,201312150dal,gnb,StarJa00,pass_int,0,,,,,
player,201312150dal,gnb,StarJa00,pass_sacked,0,,,,,
player,201312150dal,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201312150dal,gnb,StarJa00,pass_long,0,,,,,
player,201312150dal,gnb,StarJa00,pass_rating,,,,,,
player,201312150dal,gnb,StarJa00,rush_att,3,,,,,
player,201312150dal,gnb,StarJa00,rush_yds,12,,,,,
player,201312150dal,gnb,StarJa00,rush_td,0,,,,,
player,201312150dal,gnb,StarJa00,rush_long,5,,,,,
player,201312150dal,gnb,StarJa00,targets,1,,,,,
player,201312150dal,gnb,StarJa00,rec,1,,,,,
player,201312150dal,gnb,StarJa00,rec_yds,11,,,,,
player,201312150dal,gnb,StarJa00,rec_td,1,,,,,
player,201312150dal,gnb,StarJa00,rec_long,11,,,,,
player,201312150dal,gnb,StarJa00,fumbles,0,,,,,
player,201312150dal,gnb,StarJa00,fumbles_lost,0,,,,,
player,201312150dal,gnb,BoykJa00,pass_cmp,0,,,,,
player,201312150dal,gnb,BoykJa00,pass_att,0,,,,,
player,201312150dal,gnb,BoykJa00,pass_yds,0,,,,,
player,201312150dal,gnb,BoykJa00,pass_td,0,,,,,
player,201312150dal,gnb,BoykJa00,pass_int,0,,,,,
player,201312150dal,gnb,BoykJa00,pass_sacked,0,,,,,
player,201312150dal,gnb,BoykJa00,pass_sacked_yds,0,,,,,
player,201312150dal,gnb,BoykJa00,pass_long,0,,,,,
player,201312150dal,gnb,BoykJa00,pass_rating,,,,,,
player,201312150dal,gnb,BoykJa00,rush_att,0,,,,,
player,201312150dal,gnb,BoykJa00,rush_yds,0,,,,,
player,201312150dal,gnb,BoykJa00,rush_td,0,,,,,
player,201312150dal,gnb,BoykJa00,rush_long,0,,,,,
player,201312150dal,gnb,BoykJa00,targets,6,,,,,
player,201312150dal,gnb,BoykJa00,rec,6,,,,,
player,201312150dal,gnb,BoykJa00,rec_yds,83,,,,,
player,201312150dal,gnb,BoykJa00,rec_td,0,,,,,
player,201312150dal,gnb,BoykJa00,rec_long,27,,,,,
player,201312150dal,gnb,BoykJa00,fumbles,0,,,,,
player,201312150dal,gnb,BoykJa00,fumbles_lost,0,,,,,
player,201312150dal,gnb,QuarAn00,pass_cmp,0,,,,,
player,201312150dal,gnb,QuarAn00,pass_att,0,,,,,
player,201312150dal,gnb,QuarAn00,pass_yds,0,,,,,
player,201312150dal,gnb,QuarAn00,pass_td,0,,,,,
player,201312150dal,gnb,QuarAn00,pass_int,0,,,,,
player,201312150dal,gnb,QuarAn00,pass_sacked,0,,,,,
player,201312150dal,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201312150dal,gnb,QuarAn00,pass_long,0,,,,,
player,201312150dal,gnb,QuarAn00,pass_rating,,,,,,
player,201312150dal,gnb,QuarAn00,rush_att,0,,,,,
player,201312150dal,gnb,QuarAn00,rush_yds,0,,,,,
player,201312150dal,gnb,QuarAn00,rush_td,0,,,,,
player,201312150dal,gnb,QuarAn00,rush_long,0,,,,,
player,201312150dal,gnb,QuarAn00,targets,6,,,,,
player,201312150dal,gnb,QuarAn00,rec,6,,,,,
player,201312150dal,gnb,QuarAn00,rec_yds,66,,,,,
player,201312150dal,gnb,QuarAn00,rec_td,1,,,,,
player,201312150dal,gnb,QuarAn00,rec_long,22,,,,,
player,201312150dal,gnb,QuarAn00,fumbles,0,,,,,
player,201312150dal,gnb,QuarAn00,fumbles_lost,0,,,,,
player,201312150dal,gnb,NelsJo00,pass_cmp,0,,,,,
player,201312150dal,gnb,NelsJo00,pass_att,0,,,,,
player,201312150dal,gnb,NelsJo00,pass_yds,0,,,,,
player,201312150dal,gnb,NelsJo00,pass_td,0,,,,,
player,201312150dal,gnb,NelsJo00,pass_int,0,,,,,
player,201312150dal,gnb,NelsJo00,pass_sacked,0,,,,,
player,201312150dal,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201312150dal,gnb,NelsJo00,pass_long,0,,,,,
player,201312150dal,gnb,NelsJo00,pass_rating,,,,,,
player,201312150dal,gnb,NelsJo00,rush_att,0,,,,,
player,201312150dal,gnb,NelsJo00,rush_yds,0,,,,,
player,201312150dal,gnb,NelsJo00,rush_td,0,,,,,
player,201312150dal,gnb,NelsJo00,rush_long,0,,,,,
player,201312150dal,gnb,NelsJo00,targets,9,,,,,
player,201312150dal,gnb,NelsJo00,rec,5,,,,,
player,201312150dal,gnb,NelsJo00,rec_yds,61,,,,,
player,201312150dal,gnb,NelsJo00,rec_td,1,,,,,
player,201312150dal,gnb,NelsJo00,rec_long,21,,,,,
player,201312150dal,gnb,NelsJo00,fumbles,0,,,,,
player,201312150dal,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201312150dal,gnb,JoneJa04,pass_cmp,0,,,,,
player,201312150dal,gnb,JoneJa04,pass_att,0,,,,,
player,201312150dal,gnb,JoneJa04,pass_yds,0,,,,,
player,201312150dal,gnb,JoneJa04,pass_td,0,,,,,
player,201312150dal,gnb,JoneJa04,pass_int,0,,,,,
player,201312150dal,gnb,JoneJa04,pass_sacked,0,,,,,
player,201312150dal,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201312150dal,gnb,JoneJa04,pass_long,0,,,,,
player,201312150dal,gnb,JoneJa04,pass_rating,,,,,,
player,201312150dal,gnb,JoneJa04,rush_att,0,,,,,
player,201312150dal,gnb,JoneJa04,rush_yds,0,,,,,
player,201312150dal,gnb,JoneJa04,rush_td,0,,,,,
player,201312150dal,gnb,JoneJa04,rush_long,0,,,,,
player,201312150dal,gnb,JoneJa04,targets,7,,,,,
player,201312150dal,gnb,JoneJa04,rec,3,,,,,
player,201312150dal,gnb,JoneJa04,rec_yds,49,,,,,
player,201312150dal,gnb,JoneJa04,rec_td,1,,,,,
player,201312150dal,gnb,JoneJa04,rec_long,39,,,,,
player,201312150dal,gnb,JoneJa04,fumbles,0,,,,,
player,201312150dal,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201312150dal,gnb,BostBr00,pass_cmp,0,,,,,
player,201312150dal,gnb,BostBr00,pass_att,0,,,,,
player,201312150dal,gnb,BostBr00,pass_yds,0,,,,,
player,201312150dal,gnb,BostBr00,pass_td,0,,,,,
player,201312150dal,gnb,BostBr00,pass_int,0,,,,,
player,201312150dal,gnb,BostBr00,pass_sacked,0,,,,,
player,201312150dal,gnb,BostBr00,pass_sacked_yds,0,,,,,
player,201312150dal,gnb,BostBr00,pass_long,0,,,,,
player,201312150dal,gnb,BostBr00,pass_rating,,,,,,
player,201312150dal,gnb,BostBr00,rush_att,0,,,,,
player,201312150dal,gnb,BostBr00,rush_yds,0,,,,,
player,201312150dal,gnb,BostBr00,rush_td,0,,,,,
player,201312150dal,gnb,BostBr00,rush_long,0,,,,,
player,201312150dal,gnb,BostBr00,targets,1,,,,,
player,201312150dal,gnb,BostBr00,rec,0,,,,,
player,201312150dal,gnb,BostBr00,rec_yds,0,,,,,
player,201312150dal,gnb,BostBr00,rec_td,0,,,,,
player,201312150dal,gnb,BostBr00,rec_long,0,,,,,
player,201312150dal,gnb,BostBr00,fumbles,0,,,,,
player,201312150dal,gnb,BostBr00,fumbles_lost,0,,,,,
player,201312150dal,gnb,TaylRy00,pass_cmp,0,,,,,
player,201312150dal,gnb,TaylRy00,pass_att,0,,,,,
player,201312150dal,gnb,TaylRy00,pass_yds,0,,,,,
player,201312150dal,gnb,TaylRy00,pass_td,0,,,,,
player,201312150dal,gnb,TaylRy00,pass_int,0,,,,,
player,201312150dal,gnb,TaylRy00,pass_sacked,0,,,,,
player,201312150dal,gnb,TaylRy00,pass_sacked_yds,0,,,,,
player,201312150dal,gnb,TaylRy00,pass_long,0,,,,,
player,201312150dal,gnb,TaylRy00,pass_rating,,,,,,
player,201312150dal,gnb,TaylRy00,rush_att,0,,,,,
player,201312150dal,gnb,TaylRy00,rush_yds,0,,,,,
player,201312150dal,gnb,TaylRy00,rush_td,0,,,,,
player,201312150dal,gnb,TaylRy00,rush_long,0,,,,,
player,201312150dal,gnb,TaylRy00,targets,1,,,,,
player,201312150dal,gnb,TaylRy00,rec,0,,,,,
player,201312150dal,gnb,TaylRy00,rec_yds,0,,,,,
player,201312150dal,gnb,TaylRy00,rec_td,0,,,,,
player,201312150dal,gnb,TaylRy00,rec_long,0,,,,,
player,201312150dal,gnb,TaylRy00,fumbles,0,,,,,
player,201312150dal,gnb,TaylRy00,fumbles_lost,0,,,,,
player,201312150dal,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201312150dal,gnb,KuhnJo00,pass_att,0,,,,,
player,201312150dal,gnb,KuhnJo00,pass_yds,0,,,,,
player,201312150dal,gnb,KuhnJo00,pass_td,0,,,,,
player,201312150dal,gnb,KuhnJo00,pass_int,0,,,,,
player,201312150dal,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201312150dal,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201312150dal,gnb,KuhnJo00,pass_long,0,,,,,
player,201312150dal,gnb,KuhnJo00,pass_rating,,,,,,
player,201312150dal,gnb,KuhnJo00,rush_att,0,,,,,
player,201312150dal,gnb,KuhnJo00,rush_yds,0,,,,,
player,201312150dal,gnb,KuhnJo00,rush_td,0,,,,,
player,201312150dal,gnb,KuhnJo00,rush_long,0,,,,,
player,201312150dal,gnb,KuhnJo00,targets,1,,,,,
player,201312150dal,gnb,KuhnJo00,rec,1,,,,,
player,201312150dal,gnb,KuhnJo00,rec_yds,-1,,,,,
player,201312150dal,gnb,KuhnJo00,rec_td,0,,,,,
player,201312150dal,gnb,KuhnJo00,rec_long,-1,,,,,
player,201312150dal,gnb,KuhnJo00,fumbles,0,,,,,
player,201312150dal,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201312150dal,dal,RomoTo00,pass_cmp,29,,,,,
player,201312150dal,dal,RomoTo00,pass_att,48,,,,,
player,201312150dal,dal,RomoTo00,pass_yds,358,,,,,
player,201312150dal,dal,RomoTo00,pass_td,2,,,,,
player,201312150dal,dal,RomoTo00,pass_int,2,,,,,
player,201312150dal,dal,RomoTo00,pass_sacked,3,,,,,
player,201312150dal,dal,RomoTo00,pass_sacked_yds,26,,,,,
player,201312150dal,dal,RomoTo00,pass_long,37,,,,,
player,201312150dal,dal,RomoTo00,pass_rating,80.0,,,,,
player,201312150dal,dal,RomoTo00,rush_att,0,,,,,
player,201312150dal,dal,RomoTo00,rush_yds,0,,,,,
player,201312150dal,dal,RomoTo00,rush_td,0,,,,,
player,201312150dal,dal,RomoTo00,rush_long,0,,,,,
player,201312150dal,dal,RomoTo00,targets,0,,,,,
player,201312150dal,dal,RomoTo00,rec,0,,,,,
player,201312150dal,dal,RomoTo00,rec_yds,0,,,,,
player,201312150dal,dal,RomoTo00,rec_td,0,,,,,
player,201312150dal,dal,RomoTo00,rec_long,0,,,,,
player,201312150dal,dal,RomoTo00,fumbles,0,,,,,
player,201312150dal,dal,RomoTo00,fumbles_lost,0,,,,,
player,201312150dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201312150dal,dal,MurrDe00,pass_att,0,,,,,
player,201312150dal,dal,MurrDe00,pass_yds,0,,,,,
player,201312150dal,dal,MurrDe00,pass_td,0,,,,,
player,201312150dal,dal,MurrDe00,pass_int,0,,,,,
player,201312150dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201312150dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201312150dal,dal,MurrDe00,pass_long,0,,,,,
player,201312150dal,dal,MurrDe00,pass_rating,,,,,,
player,201312150dal,dal,MurrDe00,rush_att,18,,,,,
player,201312150dal,dal,MurrDe00,rush_yds,134,,,,,
player,201312150dal,dal,MurrDe00,rush_td,1,,,,,
player,201312150dal,dal,MurrDe00,rush_long,41,,,,,
player,201312150dal,dal,MurrDe00,targets,7,,,,,
player,201312150dal,dal,MurrDe00,rec,4,,,,,
player,201312150dal,dal,MurrDe00,rec_yds,19,,,,,
player,201312150dal,dal,MurrDe00,rec_td,0,,,,,
player,201312150dal,dal,MurrDe00,rec_long,10,,,,,
player,201312150dal,dal,MurrDe00,fumbles,0,,,,,
player,201312150dal,dal,MurrDe00,fumbles_lost,0,,,,,
player,201312150dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201312150dal,dal,BryaDe01,pass_att,0,,,,,
player,201312150dal,dal,BryaDe01,pass_yds,0,,,,,
player,201312150dal,dal,BryaDe01,pass_td,0,,,,,
player,201312150dal,dal,BryaDe01,pass_int,0,,,,,
player,201312150dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201312150dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201312150dal,dal,BryaDe01,pass_long,0,,,,,
player,201312150dal,dal,BryaDe01,pass_rating,,,,,,
player,201312150dal,dal,BryaDe01,rush_att,0,,,,,
player,201312150dal,dal,BryaDe01,rush_yds,0,,,,,
player,201312150dal,dal,BryaDe01,rush_td,0,,,,,
player,201312150dal,dal,BryaDe01,rush_long,0,,,,,
player,201312150dal,dal,BryaDe01,targets,17,,,,,
player,201312150dal,dal,BryaDe01,rec,11,,,,,
player,201312150dal,dal,BryaDe01,rec_yds,153,,,,,
player,201312150dal,dal,BryaDe01,rec_td,1,,,,,
player,201312150dal,dal,BryaDe01,rec_long,37,,,,,
player,201312150dal,dal,BryaDe01,fumbles,0,,,,,
player,201312150dal,dal,BryaDe01,fumbles_lost,0,,,,,
player,201312150dal,dal,WittJa00,pass_cmp,0,,,,,
player,201312150dal,dal,WittJa00,pass_att,0,,,,,
player,201312150dal,dal,WittJa00,pass_yds,0,,,,,
player,201312150dal,dal,WittJa00,pass_td,0,,,,,
player,201312150dal,dal,WittJa00,pass_int,0,,,,,
player,201312150dal,dal,WittJa00,pass_sacked,0,,,,,
player,201312150dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201312150dal,dal,WittJa00,pass_long,0,,,,,
player,201312150dal,dal,WittJa00,pass_rating,,,,,,
player,201312150dal,dal,WittJa00,rush_att,0,,,,,
player,201312150dal,dal,WittJa00,rush_yds,0,,,,,
player,201312150dal,dal,WittJa00,rush_td,0,,,,,
player,201312150dal,dal,WittJa00,rush_long,0,,,,,
player,201312150dal,dal,WittJa00,targets,8,,,,,
player,201312150dal,dal,WittJa00,rec,4,,,,,
player,201312150dal,dal,WittJa00,rec_yds,71,,,,,
player,201312150dal,dal,WittJa00,rec_td,1,,,,,
player,201312150dal,dal,WittJa00,rec_long,27,,,,,
player,201312150dal,dal,WittJa00,fumbles,0,,,,,
player,201312150dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201312150dal,dal,WillTe01,pass_cmp,0,,,,,
player,201312150dal,dal,WillTe01,pass_att,0,,,,,
player,201312150dal,dal,WillTe01,pass_yds,0,,,,,
player,201312150dal,dal,WillTe01,pass_td,0,,,,,
player,201312150dal,dal,WillTe01,pass_int,0,,,,,
player,201312150dal,dal,WillTe01,pass_sacked,0,,,,,
player,201312150dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201312150dal,dal,WillTe01,pass_long,0,,,,,
player,201312150dal,dal,WillTe01,pass_rating,,,,,,
player,201312150dal,dal,WillTe01,rush_att,0,,,,,
player,201312150dal,dal,WillTe01,rush_yds,0,,,,,
player,201312150dal,dal,WillTe01,rush_td,0,,,,,
player,201312150dal,dal,WillTe01,rush_long,0,,,,,
player,201312150dal,dal,WillTe01,targets,5,,,,,
player,201312150dal,dal,WillTe01,rec,4,,,,,
player,201312150dal,dal,WillTe01,rec_yds,46,,,,,
player,201312150dal,dal,WillTe01,rec_td,0,,,,,
player,201312150dal,dal,WillTe01,rec_long,27,,,,,
player,201312150dal,dal,WillTe01,fumbles,0,,,,,
player,201312150dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201312150dal,dal,AustMi00,pass_cmp,0,,,,,
player,201312150dal,dal,AustMi00,pass_att,0,,,,,
player,201312150dal,dal,AustMi00,pass_yds,0,,,,,
player,201312150dal,dal,AustMi00,pass_td,0,,,,,
player,201312150dal,dal,AustMi00,pass_int,0,,,,,
player,201312150dal,dal,AustMi00,pass_sacked,0,,,,,
player,201312150dal,dal,AustMi00,pass_sacked_yds,0,,,,,
player,201312150dal,dal,AustMi00,pass_long,0,,,,,
player,201312150dal,dal,AustMi00,pass_rating,,,,,,
player,201312150dal,dal,AustMi00,rush_att,0,,,,,
player,201312150dal,dal,AustMi00,rush_yds,0,,,,,
player,201312150dal,dal,AustMi00,rush_td,0,,,,,
player,201312150dal,dal,AustMi00,rush_long,0,,,,,
player,201312150dal,dal,AustMi00,targets,4,,,,,
player,201312150dal,dal,AustMi00,rec,2,,,,,
player,201312150dal,dal,AustMi00,rec_yds,35,,,,,
player,201312150dal,dal,AustMi00,rec_td,0,,,,,
player,201312150dal,dal,AustMi00,rec_long,20,,,,,
player,201312150dal,dal,AustMi00,fumbles,0,,,,,
player,201312150dal,dal,AustMi00,fumbles_lost,0,,,,,
player,201312150dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201312150dal,dal,BeasCo00,pass_att,0,,,,,
player,201312150dal,dal,BeasCo00,pass_yds,0,,,,,
player,201312150dal,dal,BeasCo00,pass_td,0,,,,,
player,201312150dal,dal,BeasCo00,pass_int,0,,,,,
player,201312150dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201312150dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201312150dal,dal,BeasCo00,pass_long,0,,,,,
player,201312150dal,dal,BeasCo00,pass_rating,,,,,,
player,201312150dal,dal,BeasCo00,rush_att,0,,,,,
player,201312150dal,dal,BeasCo00,rush_yds,0,,,,,
player,201312150dal,dal,BeasCo00,rush_td,0,,,,,
player,201312150dal,dal,BeasCo00,rush_long,0,,,,,
player,201312150dal,dal,BeasCo00,targets,4,,,,,
player,201312150dal,dal,BeasCo00,rec,3,,,,,
player,201312150dal,dal,BeasCo00,rec_yds,19,,,,,
player,201312150dal,dal,BeasCo00,rec_td,0,,,,,
player,201312150dal,dal,BeasCo00,rec_long,9,,,,,
player,201312150dal,dal,BeasCo00,fumbles,0,,,,,
player,201312150dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201312150dal,dal,EscoGa00,pass_cmp,0,,,,,
player,201312150dal,dal,EscoGa00,pass_att,0,,,,,
player,201312150dal,dal,EscoGa00,pass_yds,0,,,,,
player,201312150dal,dal,EscoGa00,pass_td,0,,,,,
player,201312150dal,dal,EscoGa00,pass_int,0,,,,,
player,201312150dal,dal,EscoGa00,pass_sacked,0,,,,,
player,201312150dal,dal,EscoGa00,pass_sacked_yds,0,,,,,
player,201312150dal,dal,EscoGa00,pass_long,0,,,,,
player,201312150dal,dal,EscoGa00,pass_rating,,,,,,
player,201312150dal,dal,EscoGa00,rush_att,0,,,,,
player,201312150dal,dal,EscoGa00,rush_yds,0,,,,,
player,201312150dal,dal,EscoGa00,rush_td,0,,,,,
player,201312150dal,dal,EscoGa00,rush_long,0,,,,,
player,201312150dal,dal,EscoGa00,targets,2,,,,,
player,201312150dal,dal,EscoGa00,rec,1,,,,,
player,201312150dal,dal,EscoGa00,rec_yds,15,,,,,
player,201312150dal,dal,EscoGa00,rec_td,0,,,,,
player,201312150dal,dal,EscoGa00,rec_long,15,,,,,
player,201312150dal,dal,EscoGa00,fumbles,0,,,,,
player,201312150dal,dal,EscoGa00,fumbles_lost,0,,,,,
player,201312150dal,dal,HannJa00,pass_cmp,0,,,,,
player,201312150dal,dal,HannJa00,pass_att,0,,,,,
player,201312150dal,dal,HannJa00,pass_yds,0,,,,,
player,201312150dal,dal,HannJa00,pass_td,0,,,,,
player,201312150dal,dal,HannJa00,pass_int,0,,,,,
player,201312150dal,dal,HannJa00,pass_sacked,0,,,,,
player,201312150dal,dal,HannJa00,pass_sacked_yds,0,,,,,
player,201312150dal,dal,HannJa00,pass_long,0,,,,,
player,201312150dal,dal,HannJa00,pass_rating,,,,,,
player,201312150dal,dal,HannJa00,rush_att,0,,,,,
player,201312150dal,dal,HannJa00,rush_yds,0,,,,,
player,201312150dal,dal,HannJa00,rush_td,0,,,,,
player,201312150dal,dal,HannJa00,rush_long,0,,,,,
player,201312150dal,dal,HannJa00,targets,1,,,,,
player,201312150dal,dal,HannJa00,rec,0,,,,,
player,201312150dal,dal,HannJa00,rec_yds,0,,,,,
player,201312150dal,dal,HannJa00,rec_td,0,,,,,
player,201312150dal,dal,HannJa00,rec_long,0,,,,,
player,201312150dal,dal,HannJa00,fumbles,0,,,,,
player,201312150dal,dal,HannJa00,fumbles_lost,0,,,,,
player,201312150dal,gnb,WillTr99,def_int,1,,,,,
player,201312150dal,gnb,WillTr99,def_int_yds,0,,,,,
player,201312150dal,gnb,WillTr99,def_int_td,0,,,,,
player,201312150dal,gnb,WillTr99,def_int_long,0,,,,,
player,201312150dal,gnb,WillTr99,pass_defended,2,,,,,
player,201312150dal,gnb,WillTr99,sacks,0.0,,,,,
player,201312150dal,gnb,WillTr99,tackles_combined,9,,,,,
player,201312150dal,gnb,WillTr99,tackles_solo,8,,,,,
player,201312150dal,gnb,WillTr99,tackles_assists,1,,,,,
player,201312150dal,gnb,WillTr99,tackles_loss,0,,,,,
player,201312150dal,gnb,WillTr99,qb_hits,0,,,,,
player,201312150dal,gnb,WillTr99,fumbles_rec,0,,,,,
player,201312150dal,gnb,WillTr99,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,WillTr99,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,WillTr99,fumbles_forced,0,,,,,
player,201312150dal,gnb,ShieSa00,def_int,1,,,,,
player,201312150dal,gnb,ShieSa00,def_int_yds,-5,,,,,
player,201312150dal,gnb,ShieSa00,def_int_td,0,,,,,
player,201312150dal,gnb,ShieSa00,def_int_long,-5,,,,,
player,201312150dal,gnb,ShieSa00,pass_defended,3,,,,,
player,201312150dal,gnb,ShieSa00,sacks,0.0,,,,,
player,201312150dal,gnb,ShieSa00,tackles_combined,5,,,,,
player,201312150dal,gnb,ShieSa00,tackles_solo,5,,,,,
player,201312150dal,gnb,ShieSa00,tackles_assists,0,,,,,
player,201312150dal,gnb,ShieSa00,tackles_loss,0,,,,,
player,201312150dal,gnb,ShieSa00,qb_hits,0,,,,,
player,201312150dal,gnb,ShieSa00,fumbles_rec,0,,,,,
player,201312150dal,gnb,ShieSa00,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,ShieSa00,fumbles_rec_td,0,,,,,
player,201312150dal,gnb,ShieSa00,fumbles_forced,0,,,,,
player,201312150dal,gnb,DaniMi00,def_int,0,,,,,
player,201312150dal,gnb,DaniMi00,def_int_yds,0,,,,,
player,201312150dal,gnb,DaniMi00,def_int_td,0,,,,,
player,201312150dal,gnb,DaniMi00,def_int_long,0,,,,,
player,201312150dal,gnb,DaniMi00,pass_defended,0,,,,,
player,201312150dal,gnb,DaniMi00,sacks,1.0,,,,,
player,201312150dal,gnb,DaniMi00,tackles_combined,2,,,,,
player,201312150dal,gnb,DaniMi00,tackles_solo,2,,,,,
player,201312150dal,gnb,DaniMi00,tackles_assists,0,,,,,
player,201312150dal,gnb,DaniMi00,tackles_loss,1,,,,,
player,201312150dal,gnb,DaniMi00,qb_hits,1,,,,,
player,201312150dal,gnb,DaniMi00,fumbles_rec,0,,,,,
player,201312150dal,gnb,DaniMi00,fumbles_rec_yds,0,,,,,
player,201312150dal,gnb,DaniMi00,fumbles_rec_td,0,,,,,
