game,2013,3,20130922,201309220nwe,tam,"Tampa Bay Buccaneers",3,nwe,"New England Patriots",23
player,201309220nwe,nwe,CollJa00,tackles_solo,1,,,,,
player,201309220nwe,nwe,CollJa00,tackles_assists,1,,,,,
player,201309220nwe,nwe,CollJa00,tackles_loss,0,,,,,
player,201309220nwe,nwe,CollJa00,qb_hits,0,,,,,
player,201309220nwe,nwe,CollJa00,fumbles_rec,0,,,,,
player,201309220nwe,nwe,CollJa00,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,CollJa00,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,CollJa00,fumbles_forced,0,,,,,
player,201309220nwe,nwe,McCoDe99,def_int,0,,,,,
player,201309220nwe,nwe,McCoDe99,def_int_yds,0,,,,,
player,201309220nwe,nwe,McCoDe99,def_int_td,0,,,,,
player,201309220nwe,nwe,McCoDe99,def_int_long,0,,,,,
player,201309220nwe,nwe,McCoDe99,pass_defended,1,,,,,
player,201309220nwe,nwe,McCoDe99,sacks,0.0,,,,,
player,201309220nwe,nwe,McCoDe99,tackles_combined,2,,,,,
player,201309220nwe,nwe,McCoDe99,tackles_solo,1,,,,,
player,201309220nwe,nwe,McCoDe99,tackles_assists,1,,,,,
player,201309220nwe,nwe,McCoDe99,tackles_loss,0,,,,,
player,201309220nwe,nwe,McCoDe99,qb_hits,0,,,,,
player,201309220nwe,nwe,McCoDe99,fumbles_rec,0,,,,,
player,201309220nwe,nwe,McCoDe99,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,McCoDe99,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,McCoDe99,fumbles_forced,0,,,,,
player,201309220nwe,nwe,FletDa00,def_int,0,,,,,
player,201309220nwe,nwe,FletDa00,def_int_yds,0,,,,,
player,201309220nwe,nwe,FletDa00,def_int_td,0,,,,,
player,201309220nwe,nwe,FletDa00,def_int_long,0,,,,,
player,201309220nwe,nwe,FletDa00,pass_defended,0,,,,,
player,201309220nwe,nwe,FletDa00,sacks,0.0,,,,,
player,201309220nwe,nwe,FletDa00,tackles_combined,1,,,,,
player,201309220nwe,nwe,FletDa00,tackles_solo,0,,,,,
player,201309220nwe,nwe,FletDa00,tackles_assists,1,,,,,
player,201309220nwe,nwe,FletDa00,tackles_loss,0,,,,,
player,201309220nwe,nwe,FletDa00,qb_hits,0,,,,,
player,201309220nwe,nwe,FletDa00,fumbles_rec,0,,,,,
player,201309220nwe,nwe,FletDa00,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,FletDa00,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,FletDa00,fumbles_forced,0,,,,,
player,201309220nwe,nwe,VellJo00,def_int,0,,,,,
player,201309220nwe,nwe,VellJo00,def_int_yds,0,,,,,
player,201309220nwe,nwe,VellJo00,def_int_td,0,,,,,
player,201309220nwe,nwe,VellJo00,def_int_long,0,,,,,
player,201309220nwe,nwe,VellJo00,pass_defended,0,,,,,
player,201309220nwe,nwe,VellJo00,sacks,0.0,,,,,
player,201309220nwe,nwe,VellJo00,tackles_combined,1,,,,,
player,201309220nwe,nwe,VellJo00,tackles_solo,0,,,,,
player,201309220nwe,nwe,VellJo00,tackles_assists,1,,,,,
player,201309220nwe,nwe,VellJo00,tackles_loss,0,,,,,
player,201309220nwe,nwe,VellJo00,qb_hits,0,,,,,
player,201309220nwe,nwe,VellJo00,fumbles_rec,0,,,,,
player,201309220nwe,nwe,VellJo00,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,VellJo00,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,VellJo00,fumbles_forced,0,,,,,
player,201309220nwe,nwe,WhitCh03,def_int,0,,,,,
player,201309220nwe,nwe,WhitCh03,def_int_yds,0,,,,,
player,201309220nwe,nwe,WhitCh03,def_int_td,0,,,,,
player,201309220nwe,nwe,WhitCh03,def_int_long,0,,,,,
player,201309220nwe,nwe,WhitCh03,pass_defended,0,,,,,
player,201309220nwe,nwe,WhitCh03,sacks,0.0,,,,,
player,201309220nwe,nwe,WhitCh03,tackles_combined,1,,,,,
player,201309220nwe,nwe,WhitCh03,tackles_solo,0,,,,,
player,201309220nwe,nwe,WhitCh03,tackles_assists,1,,,,,
player,201309220nwe,nwe,WhitCh03,tackles_loss,0,,,,,
player,201309220nwe,nwe,WhitCh03,qb_hits,0,,,,,
player,201309220nwe,nwe,WhitCh03,fumbles_rec,0,,,,,
player,201309220nwe,nwe,WhitCh03,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,WhitCh03,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,WhitCh03,fumbles_forced,0,,,,,
player,201309220nwe,nwe,BequJa00,def_int,0,,,,,
player,201309220nwe,nwe,BequJa00,def_int_yds,0,,,,,
player,201309220nwe,nwe,BequJa00,def_int_td,0,,,,,
player,201309220nwe,nwe,BequJa00,def_int_long,0,,,,,
player,201309220nwe,nwe,BequJa00,pass_defended,0,,,,,
player,201309220nwe,nwe,BequJa00,sacks,0.0,,,,,
player,201309220nwe,nwe,BequJa00,tackles_combined,0,,,,,
player,201309220nwe,nwe,BequJa00,tackles_solo,0,,,,,
player,201309220nwe,nwe,BequJa00,tackles_assists,0,,,,,
player,201309220nwe,nwe,BequJa00,tackles_loss,0,,,,,
player,201309220nwe,nwe,BequJa00,qb_hits,1,,,,,
player,201309220nwe,nwe,BequJa00,fumbles_rec,0,,,,,
player,201309220nwe,nwe,BequJa00,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,BequJa00,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,BequJa00,fumbles_forced,0,,,,,
player,201309220nwe,nwe,BuchMi00,def_int,0,,,,,
player,201309220nwe,nwe,BuchMi00,def_int_yds,0,,,,,
player,201309220nwe,nwe,BuchMi00,def_int_td,0,,,,,
player,201309220nwe,nwe,BuchMi00,def_int_long,0,,,,,
player,201309220nwe,nwe,BuchMi00,pass_defended,0,,,,,
player,201309220nwe,nwe,BuchMi00,sacks,0.0,,,,,
player,201309220nwe,nwe,BuchMi00,tackles_combined,0,,,,,
player,201309220nwe,nwe,BuchMi00,tackles_solo,0,,,,,
player,201309220nwe,nwe,BuchMi00,tackles_assists,0,,,,,
player,201309220nwe,nwe,BuchMi00,tackles_loss,0,,,,,
player,201309220nwe,nwe,BuchMi00,qb_hits,1,,,,,
player,201309220nwe,nwe,BuchMi00,fumbles_rec,0,,,,,
player,201309220nwe,nwe,BuchMi00,fumbles_rec_yds,0,,,,,
player,201309220nwe,nwe,BuchMi00,fumbles_rec_td,0,,,,,
player,201309220nwe,nwe,BuchMi00,fumbles_forced,0,,,,,
player,201309220nwe,tam,PageEr00,kick_ret,0,,,,,
player,201309220nwe,tam,PageEr00,kick_ret_yds,0,,,,,
player,201309220nwe,tam,PageEr00,kick_ret_yds_per_ret,,,,,,
player,201309220nwe,tam,PageEr00,kick_ret_td,0,,,,,
player,201309220nwe,tam,PageEr00,kick_ret_long,0,,,,,
player,201309220nwe,tam,PageEr00,punt_ret,1,,,,,
player,201309220nwe,tam,PageEr00,punt_ret_yds,12,,,,,
player,201309220nwe,tam,PageEr00,punt_ret_yds_per_ret,12.0,,,,,
player,201309220nwe,tam,PageEr00,punt_ret_td,0,,,,,
player,201309220nwe,tam,PageEr00,punt_ret_long,12,,,,,
player,201309220nwe,nwe,EdelJu00,kick_ret,0,,,,,
player,201309220nwe,nwe,EdelJu00,kick_ret_yds,0,,,,,
player,201309220nwe,nwe,EdelJu00,kick_ret_yds_per_ret,,,,,,
player,201309220nwe,nwe,EdelJu00,kick_ret_td,0,,,,,
player,201309220nwe,nwe,EdelJu00,kick_ret_long,0,,,,,
player,201309220nwe,nwe,EdelJu00,punt_ret,2,,,,,
player,201309220nwe,nwe,EdelJu00,punt_ret_yds,29,,,,,
player,201309220nwe,nwe,EdelJu00,punt_ret_yds_per_ret,14.5,,,,,
player,201309220nwe,nwe,EdelJu00,punt_ret_td,0,,,,,
player,201309220nwe,nwe,EdelJu00,punt_ret_long,16,,,,,
player,201309220nwe,nwe,BlouLe00,kick_ret,1,,,,,
player,201309220nwe,nwe,BlouLe00,kick_ret_yds,24,,,,,
player,201309220nwe,nwe,BlouLe00,kick_ret_yds_per_ret,24.0,,,,,
player,201309220nwe,nwe,BlouLe00,kick_ret_td,0,,,,,
player,201309220nwe,nwe,BlouLe00,kick_ret_long,24,,,,,
player,201309220nwe,nwe,BlouLe00,punt_ret,0,,,,,
player,201309220nwe,nwe,BlouLe00,punt_ret_yds,0,,,,,
player,201309220nwe,nwe,BlouLe00,punt_ret_yds_per_ret,,,,,,
player,201309220nwe,nwe,BlouLe00,punt_ret_td,0,,,,,
player,201309220nwe,nwe,BlouLe00,punt_ret_long,0,,,,,
player,201309220nwe,tam,koenemic01,xpm,,,,,,
player,201309220nwe,tam,koenemic01,xpa,,,,,,
player,201309220nwe,tam,koenemic01,fgm,,,,,,
player,201309220nwe,tam,koenemic01,fga,,,,,,
player,201309220nwe,tam,koenemic01,punt,3,,,,,
player,201309220nwe,tam,koenemic01,punt_yds,149,,,,,
player,201309220nwe,tam,koenemic01,punt_yds_per_punt,49.7,,,,,
player,201309220nwe,tam,koenemic01,punt_long,57,,,,,
player,201309220nwe,tam,linderia01,xpm,,,,,,
player,201309220nwe,tam,linderia01,xpa,,,,,,
player,201309220nwe,tam,linderia01,fgm,1,,,,,
player,201309220nwe,tam,linderia01,fga,2,,,,,
player,201309220nwe,tam,linderia01,punt,0,,,,,
player,201309220nwe,tam,linderia01,punt_yds,0,,,,,
player,201309220nwe,tam,linderia01,punt_yds_per_punt,,,,,,
player,201309220nwe,tam,linderia01,punt_long,0,,,,,
player,201309220nwe,nwe,GostSt20,xpm,2,,,,,
player,201309220nwe,nwe,GostSt20,xpa,2,,,,,
player,201309220nwe,nwe,GostSt20,fgm,3,,,,,
player,201309220nwe,nwe,GostSt20,fga,3,,,,,
player,201309220nwe,nwe,GostSt20,punt,0,,,,,
player,201309220nwe,nwe,GostSt20,punt_yds,0,,,,,
player,201309220nwe,nwe,GostSt20,punt_yds_per_punt,,,,,,
player,201309220nwe,nwe,GostSt20,punt_long,0,,,,,
player,201309220nwe,nwe,AlleRy01,xpm,,,,,,
player,201309220nwe,nwe,AlleRy01,xpa,,,,,,
player,201309220nwe,nwe,AlleRy01,fgm,,,,,,
player,201309220nwe,nwe,AlleRy01,fga,,,,,,
player,201309220nwe,nwe,AlleRy01,punt,3,,,,,
player,201309220nwe,nwe,AlleRy01,punt_yds,128,,,,,
player,201309220nwe,nwe,AlleRy01,punt_yds_per_punt,42.7,,,,,
player,201309220nwe,nwe,AlleRy01,punt_long,47,,,,,
player,201309220nwe,nwe,ConnDa21,pos,G,,,,,
player,201309220nwe,nwe,ConnDa21,offense,74,,,,,
player,201309220nwe,nwe,ConnDa21,off_pct,100%,,,,,
player,201309220nwe,nwe,ConnDa21,defense,0,,,,,
player,201309220nwe,nwe,ConnDa21,def_pct,0%,,,,,
player,201309220nwe,nwe,ConnDa21,special_teams,5,,,,,
player,201309220nwe,nwe,ConnDa21,st_pct,25%,,,,,
player,201309220nwe,nwe,WendRy20,pos,C,,,,,
player,201309220nwe,nwe,WendRy20,offense,74,,,,,
player,201309220nwe,nwe,WendRy20,off_pct,100%,,,,,
player,201309220nwe,nwe,WendRy20,defense,0,,,,,
player,201309220nwe,nwe,WendRy20,def_pct,0%,,,,,
player,201309220nwe,nwe,WendRy20,special_teams,5,,,,,
player,201309220nwe,nwe,WendRy20,st_pct,25%,,,,,
player,201309220nwe,nwe,MankLo20,pos,G,,,,,
player,201309220nwe,nwe,MankLo20,offense,74,,,,,
player,201309220nwe,nwe,MankLo20,off_pct,100%,,,,,
player,201309220nwe,nwe,MankLo20,defense,0,,,,,
player,201309220nwe,nwe,MankLo20,def_pct,0%,,,,,
player,201309220nwe,nwe,MankLo20,special_teams,5,,,,,
player,201309220nwe,nwe,MankLo20,st_pct,25%,,,,,
player,201309220nwe,nwe,SoldNa00,pos,T,,,,,
player,201309220nwe,nwe,SoldNa00,offense,74,,,,,
player,201309220nwe,nwe,SoldNa00,off_pct,100%,,,,,
player,201309220nwe,nwe,SoldNa00,defense,0,,,,,
player,201309220nwe,nwe,SoldNa00,def_pct,0%,,,,,
player,201309220nwe,nwe,SoldNa00,special_teams,5,,,,,
player,201309220nwe,nwe,SoldNa00,st_pct,25%,,,,,
player,201309220nwe,nwe,BradTo00,pos,QB,,,,,
player,201309220nwe,nwe,BradTo00,offense,74,,,,,
player,201309220nwe,nwe,BradTo00,off_pct,100%,,,,,
player,201309220nwe,nwe,BradTo00,defense,0,,,,,
player,201309220nwe,nwe,BradTo00,def_pct,0%,,,,,
player,201309220nwe,nwe,BradTo00,special_teams,0,,,,,
player,201309220nwe,nwe,BradTo00,st_pct,0%,,,,,
player,201309220nwe,nwe,ThomKe02,pos,WR,,,,,
player,201309220nwe,nwe,ThomKe02,offense,67,,,,,
player,201309220nwe,nwe,ThomKe02,off_pct,91%,,,,,
player,201309220nwe,nwe,ThomKe02,defense,0,,,,,
player,201309220nwe,nwe,ThomKe02,def_pct,0%,,,,,
player,201309220nwe,nwe,ThomKe02,special_teams,0,,,,,
player,201309220nwe,nwe,ThomKe02,st_pct,0%,,,,,
player,201309220nwe,nwe,EdelJu00,pos,WR,,,,,
player,201309220nwe,nwe,EdelJu00,offense,66,,,,,
player,201309220nwe,nwe,EdelJu00,off_pct,89%,,,,,
player,201309220nwe,nwe,EdelJu00,defense,0,,,,,
player,201309220nwe,nwe,EdelJu00,def_pct,0%,,,,,
player,201309220nwe,nwe,EdelJu00,special_teams,3,,,,,
player,201309220nwe,nwe,EdelJu00,st_pct,15%,,,,,
player,201309220nwe,nwe,DobsAa00,pos,WR,,,,,
player,201309220nwe,nwe,DobsAa00,offense,53,,,,,
player,201309220nwe,nwe,DobsAa00,off_pct,72%,,,,,
player,201309220nwe,nwe,DobsAa00,defense,0,,,,,
player,201309220nwe,nwe,DobsAa00,def_pct,0%,,,,,
player,201309220nwe,nwe,DobsAa00,special_teams,0,,,,,
player,201309220nwe,nwe,DobsAa00,st_pct,0%,,,,,
player,201309220nwe,nwe,HoomMi00,pos,TE,,,,,
player,201309220nwe,nwe,HoomMi00,offense,48,,,,,
player,201309220nwe,nwe,HoomMi00,off_pct,65%,,,,,
player,201309220nwe,nwe,HoomMi00,defense,0,,,,,
player,201309220nwe,nwe,HoomMi00,def_pct,0%,,,,,
player,201309220nwe,nwe,HoomMi00,special_teams,7,,,,,
player,201309220nwe,nwe,HoomMi00,st_pct,35%,,,,,
player,201309220nwe,nwe,CannMa00,pos,T,,,,,
player,201309220nwe,nwe,CannMa00,offense,37,,,,,
player,201309220nwe,nwe,CannMa00,off_pct,50%,,,,,
player,201309220nwe,nwe,CannMa00,defense,0,,,,,
player,201309220nwe,nwe,CannMa00,def_pct,0%,,,,,
player,201309220nwe,nwe,CannMa00,special_teams,5,,,,,
player,201309220nwe,nwe,CannMa00,st_pct,25%,,,,,
player,201309220nwe,nwe,VollSe20,pos,T,,,,,
player,201309220nwe,nwe,VollSe20,offense,37,,,,,
player,201309220nwe,nwe,VollSe20,off_pct,50%,,,,,
player,201309220nwe,nwe,VollSe20,defense,0,,,,,
player,201309220nwe,nwe,VollSe20,def_pct,0%,,,,,
player,201309220nwe,nwe,VollSe20,special_teams,3,,,,,
player,201309220nwe,nwe,VollSe20,st_pct,15%,,,,,
player,201309220nwe,nwe,RidlSt00,pos,RB,,,,,
player,201309220nwe,nwe,RidlSt00,offense,26,,,,,
player,201309220nwe,nwe,RidlSt00,off_pct,35%,,,,,
player,201309220nwe,nwe,RidlSt00,defense,0,,,,,
player,201309220nwe,nwe,RidlSt00,def_pct,0%,,,,,
player,201309220nwe,nwe,RidlSt00,special_teams,0,,,,,
player,201309220nwe,nwe,RidlSt00,st_pct,0%,,,,,
player,201309220nwe,nwe,BoldBr00,pos,RB,,,,,
player,201309220nwe,nwe,BoldBr00,offense,25,,,,,
player,201309220nwe,nwe,BoldBr00,off_pct,34%,,,,,
player,201309220nwe,nwe,BoldBr00,defense,0,,,,,
player,201309220nwe,nwe,BoldBr00,def_pct,0%,,,,,
player,201309220nwe,nwe,BoldBr00,special_teams,2,,,,,
player,201309220nwe,nwe,BoldBr00,st_pct,10%,,,,,
player,201309220nwe,nwe,BlouLe00,pos,RB,,,,,
player,201309220nwe,nwe,BlouLe00,offense,23,,,,,
player,201309220nwe,nwe,BlouLe00,off_pct,31%,,,,,
player,201309220nwe,nwe,BlouLe00,defense,0,,,,,
player,201309220nwe,nwe,BlouLe00,def_pct,0%,,,,,
player,201309220nwe,nwe,BlouLe00,special_teams,2,,,,,
player,201309220nwe,nwe,BlouLe00,st_pct,10%,,,,,
player,201309220nwe,nwe,BoycJo00,pos,WR,,,,,
player,201309220nwe,nwe,BoycJo00,offense,19,,,,,
player,201309220nwe,nwe,BoycJo00,off_pct,26%,,,,,
player,201309220nwe,nwe,BoycJo00,defense,0,,,,,
player,201309220nwe,nwe,BoycJo00,def_pct,0%,,,,,
player,201309220nwe,nwe,BoycJo00,special_teams,0,,,,,
player,201309220nwe,nwe,BoycJo00,st_pct,0%,,,,,
player,201309220nwe,nwe,DeveJa00,pos,RB,,,,,
player,201309220nwe,nwe,DeveJa00,offense,18,,,,,
player,201309220nwe,nwe,DeveJa00,off_pct,24%,,,,,
player,201309220nwe,nwe,DeveJa00,defense,0,,,,,
player,201309220nwe,nwe,DeveJa00,def_pct,0%,,,,,
player,201309220nwe,nwe,DeveJa00,special_teams,5,,,,,
player,201309220nwe,nwe,DeveJa00,st_pct,25%,,,,,
player,201309220nwe,nwe,SudfZa00,pos,TE,,,,,
player,201309220nwe,nwe,SudfZa00,offense,17,,,,,
player,201309220nwe,nwe,SudfZa00,off_pct,23%,,,,,
player,201309220nwe,nwe,SudfZa00,defense,0,,,,,
player,201309220nwe,nwe,SudfZa00,def_pct,0%,,,,,
player,201309220nwe,nwe,SudfZa00,special_teams,0,,,,,
player,201309220nwe,nwe,SudfZa00,st_pct,0%,,,,,
player,201309220nwe,nwe,MullMa00,pos,TE,,,,,
player,201309220nwe,nwe,MullMa00,offense,8,,,,,
player,201309220nwe,nwe,MullMa00,off_pct,11%,,,,,
player,201309220nwe,nwe,MullMa00,defense,0,,,,,
player,201309220nwe,nwe,MullMa00,def_pct,0%,,,,,
player,201309220nwe,nwe,MullMa00,special_teams,2,,,,,
player,201309220nwe,nwe,MullMa00,st_pct,10%,,,,,
player,201309220nwe,nwe,McCoDe99,pos,SS,,,,,
player,201309220nwe,nwe,McCoDe99,offense,0,,,,,
player,201309220nwe,nwe,McCoDe99,off_pct,0%,,,,,
player,201309220nwe,nwe,McCoDe99,defense,69,,,,,
player,201309220nwe,nwe,McCoDe99,def_pct,100%,,,,,
player,201309220nwe,nwe,McCoDe99,special_teams,9,,,,,
player,201309220nwe,nwe,McCoDe99,st_pct,45%,,,,,
player,201309220nwe,nwe,TaliAq99,pos,CB,,,,,
player,201309220nwe,nwe,TaliAq99,offense,0,,,,,
player,201309220nwe,nwe,TaliAq99,off_pct,0%,,,,,
player,201309220nwe,nwe,TaliAq99,defense,68,,,,,
player,201309220nwe,nwe,TaliAq99,def_pct,99%,,,,,
player,201309220nwe,nwe,TaliAq99,special_teams,0,,,,,
player,201309220nwe,nwe,TaliAq99,st_pct,0%,,,,,
player,201309220nwe,nwe,JoneCh03,pos,DE,,,,,
player,201309220nwe,nwe,JoneCh03,offense,0,,,,,
player,201309220nwe,nwe,JoneCh03,off_pct,0%,,,,,
player,201309220nwe,nwe,JoneCh03,defense,67,,,,,
player,201309220nwe,nwe,JoneCh03,def_pct,97%,,,,,
player,201309220nwe,nwe,JoneCh03,special_teams,7,,,,,
player,201309220nwe,nwe,JoneCh03,st_pct,35%,,,,,
player,201309220nwe,nwe,HighDo01,pos,LB,,,,,
player,201309220nwe,nwe,HighDo01,offense,0,,,,,
player,201309220nwe,nwe,HighDo01,off_pct,0%,,,,,
player,201309220nwe,nwe,HighDo01,defense,63,,,,,
player,201309220nwe,nwe,HighDo01,def_pct,91%,,,,,
player,201309220nwe,nwe,HighDo01,special_teams,3,,,,,
player,201309220nwe,nwe,HighDo01,st_pct,15%,,,,,
player,201309220nwe,nwe,NinkRo20,pos,DE,,,,,
player,201309220nwe,nwe,NinkRo20,offense,0,,,,,
player,201309220nwe,nwe,NinkRo20,off_pct,0%,,,,,
player,201309220nwe,nwe,NinkRo20,defense,61,,,,,
player,201309220nwe,nwe,NinkRo20,def_pct,88%,,,,,
player,201309220nwe,nwe,NinkRo20,special_teams,2,,,,,
player,201309220nwe,nwe,NinkRo20,st_pct,10%,,,,,
player,201309220nwe,nwe,MayoJe99,pos,LB,,,,,
player,201309220nwe,nwe,MayoJe99,offense,0,,,,,
player,201309220nwe,nwe,MayoJe99,off_pct,0%,,,,,
player,201309220nwe,nwe,MayoJe99,defense,61,,,,,
player,201309220nwe,nwe,MayoJe99,def_pct,88%,,,,,
player,201309220nwe,nwe,MayoJe99,special_teams,2,,,,,
player,201309220nwe,nwe,MayoJe99,st_pct,10%,,,,,
player,201309220nwe,nwe,GregSt20,pos,FS,,,,,
player,201309220nwe,nwe,GregSt20,offense,0,,,,,
player,201309220nwe,nwe,GregSt20,off_pct,0%,,,,,
player,201309220nwe,nwe,GregSt20,defense,57,,,,,
player,201309220nwe,nwe,GregSt20,def_pct,83%,,,,,
player,201309220nwe,nwe,GregSt20,special_teams,5,,,,,
player,201309220nwe,nwe,GregSt20,st_pct,25%,,,,,
player,201309220nwe,nwe,DennAl00,pos,CB,,,,,
player,201309220nwe,nwe,DennAl00,offense,0,,,,,
player,201309220nwe,nwe,DennAl00,off_pct,0%,,,,,
player,201309220nwe,nwe,DennAl00,defense,57,,,,,
player,201309220nwe,nwe,DennAl00,def_pct,83%,,,,,
player,201309220nwe,nwe,DennAl00,special_teams,0,,,,,
player,201309220nwe,nwe,DennAl00,st_pct,0%,,,,,
player,201309220nwe,nwe,WilfVi20,pos,DT,,,,,
player,201309220nwe,nwe,WilfVi20,offense,0,,,,,
player,201309220nwe,nwe,WilfVi20,off_pct,0%,,,,,
player,201309220nwe,nwe,WilfVi20,defense,49,,,,,
player,201309220nwe,nwe,WilfVi20,def_pct,71%,,,,,
player,201309220nwe,nwe,WilfVi20,special_teams,2,,,,,
player,201309220nwe,nwe,WilfVi20,st_pct,10%,,,,,
player,201309220nwe,nwe,KellTo21,pos,DT,,,,,
player,201309220nwe,nwe,KellTo21,offense,0,,,,,
player,201309220nwe,nwe,KellTo21,off_pct,0%,,,,,
player,201309220nwe,nwe,KellTo21,defense,39,,,,,
player,201309220nwe,nwe,KellTo21,def_pct,57%,,,,,
player,201309220nwe,nwe,KellTo21,special_teams,2,,,,,
player,201309220nwe,nwe,KellTo21,st_pct,10%,,,,,
player,201309220nwe,nwe,SpikBr99,pos,LB,,,,,
player,201309220nwe,nwe,SpikBr99,offense,0,,,,,
player,201309220nwe,nwe,SpikBr99,off_pct,0%,,,,,
player,201309220nwe,nwe,SpikBr99,defense,36,,,,,
player,201309220nwe,nwe,SpikBr99,def_pct,52%,,,,,
player,201309220nwe,nwe,SpikBr99,special_teams,0,,,,,
player,201309220nwe,nwe,SpikBr99,st_pct,0%,,,,,
player,201309220nwe,nwe,ArriKy00,pos,CB,,,,,
player,201309220nwe,nwe,ArriKy00,offense,0,,,,,
player,201309220nwe,nwe,ArriKy00,off_pct,0%,,,,,
player,201309220nwe,nwe,ArriKy00,defense,33,,,,,
player,201309220nwe,nwe,ArriKy00,def_pct,48%,,,,,
player,201309220nwe,nwe,ArriKy00,special_teams,9,,,,,
player,201309220nwe,nwe,ArriKy00,st_pct,45%,,,,,
player,201309220nwe,nwe,VellJo00,pos,DT,,,,,
player,201309220nwe,nwe,VellJo00,offense,0,,,,,
player,201309220nwe,nwe,VellJo00,off_pct,0%,,,,,
player,201309220nwe,nwe,VellJo00,defense,26,,,,,
player,201309220nwe,nwe,VellJo00,def_pct,38%,,,,,
player,201309220nwe,nwe,VellJo00,special_teams,2,,,,,
player,201309220nwe,nwe,VellJo00,st_pct,10%,,,,,
player,201309220nwe,nwe,BuchMi00,pos,DE,,,,,
player,201309220nwe,nwe,BuchMi00,offense,0,,,,,
player,201309220nwe,nwe,BuchMi00,off_pct,0%,,,,,
player,201309220nwe,nwe,BuchMi00,defense,19,,,,,
player,201309220nwe,nwe,BuchMi00,def_pct,28%,,,,,
player,201309220nwe,nwe,BuchMi00,special_teams,10,,,,,
player,201309220nwe,nwe,BuchMi00,st_pct,50%,,,,,
player,201309220nwe,nwe,RyanLo00,pos,CB,,,,,
player,201309220nwe,nwe,RyanLo00,offense,0,,,,,
player,201309220nwe,nwe,RyanLo00,off_pct,0%,,,,,
player,201309220nwe,nwe,RyanLo00,defense,19,,,,,
player,201309220nwe,nwe,RyanLo00,def_pct,28%,,,,,
player,201309220nwe,nwe,RyanLo00,special_teams,3,,,,,
player,201309220nwe,nwe,RyanLo00,st_pct,15%,,,,,
player,201309220nwe,nwe,CollJa00,pos,LB,,,,,
player,201309220nwe,nwe,CollJa00,offense,0,,,,,
player,201309220nwe,nwe,CollJa00,off_pct,0%,,,,,
player,201309220nwe,nwe,CollJa00,defense,17,,,,,
player,201309220nwe,nwe,CollJa00,def_pct,25%,,,,,
player,201309220nwe,nwe,CollJa00,special_teams,15,,,,,
player,201309220nwe,nwe,CollJa00,st_pct,75%,,,,,
player,201309220nwe,nwe,BequJa00,pos,DE,,,,,
player,201309220nwe,nwe,BequJa00,offense,0,,,,,
player,201309220nwe,nwe,BequJa00,off_pct,0%,,,,,
player,201309220nwe,nwe,BequJa00,defense,11,,,,,
player,201309220nwe,nwe,BequJa00,def_pct,16%,,,,,
player,201309220nwe,nwe,BequJa00,special_teams,5,,,,,
player,201309220nwe,nwe,BequJa00,st_pct,25%,,,,,
player,201309220nwe,nwe,HarmDu00,pos,FS,,,,,
player,201309220nwe,nwe,HarmDu00,offense,0,,,,,
player,201309220nwe,nwe,HarmDu00,off_pct,0%,,,,,
player,201309220nwe,nwe,HarmDu00,defense,6,,,,,
player,201309220nwe,nwe,HarmDu00,def_pct,9%,,,,,
player,201309220nwe,nwe,HarmDu00,special_teams,11,,,,,
player,201309220nwe,nwe,HarmDu00,st_pct,55%,,,,,
player,201309220nwe,nwe,FletDa00,pos,LB,,,,,
player,201309220nwe,nwe,FletDa00,offense,0,,,,,
player,201309220nwe,nwe,FletDa00,off_pct,0%,,,,,
player,201309220nwe,nwe,FletDa00,defense,1,,,,,
player,201309220nwe,nwe,FletDa00,def_pct,1%,,,,,
player,201309220nwe,nwe,FletDa00,special_teams,13,,,,,
player,201309220nwe,nwe,FletDa00,st_pct,65%,,,,,
player,201309220nwe,nwe,WilsTa00,pos,SS,,,,,
player,201309220nwe,nwe,WilsTa00,offense,0,,,,,
player,201309220nwe,nwe,WilsTa00,off_pct,0%,,,,,
player,201309220nwe,nwe,WilsTa00,defense,0,,,,,
player,201309220nwe,nwe,WilsTa00,def_pct,0%,,,,,
player,201309220nwe,nwe,WilsTa00,special_teams,13,,,,,
player,201309220nwe,nwe,WilsTa00,st_pct,65%,,,,,
player,201309220nwe,nwe,WhitCh03,pos,LB,,,,,
player,201309220nwe,nwe,WhitCh03,offense,0,,,,,
player,201309220nwe,nwe,WhitCh03,off_pct,0%,,,,,
player,201309220nwe,nwe,WhitCh03,defense,0,,,,,
player,201309220nwe,nwe,WhitCh03,def_pct,0%,,,,,
player,201309220nwe,nwe,WhitCh03,special_teams,13,,,,,
player,201309220nwe,nwe,WhitCh03,st_pct,65%,,,,,
player,201309220nwe,nwe,EbneNa00,pos,SS,,,,,
player,201309220nwe,nwe,EbneNa00,offense,0,,,,,
