game,2013,3,20130922,201309220nwe,tam,"Tampa Bay Buccaneers",3,nwe,"New England Patriots",23
player,201309220nwe,tam,MartDo00,pass_cmp,0,,,,,
player,201309220nwe,tam,MartDo00,pass_att,0,,,,,
player,201309220nwe,tam,MartDo00,pass_yds,0,,,,,
player,201309220nwe,tam,MartDo00,pass_td,0,,,,,
player,201309220nwe,tam,MartDo00,pass_int,0,,,,,
player,201309220nwe,tam,MartDo00,pass_sacked,0,,,,,
player,201309220nwe,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201309220nwe,tam,MartDo00,pass_long,0,,,,,
player,201309220nwe,tam,MartDo00,pass_rating,,,,,,
player,201309220nwe,tam,MartDo00,rush_att,20,,,,,
player,201309220nwe,tam,MartDo00,rush_yds,88,,,,,
player,201309220nwe,tam,MartDo00,rush_td,0,,,,,
player,201309220nwe,tam,MartDo00,rush_long,11,,,,,
player,201309220nwe,tam,MartDo00,targets,6,,,,,
player,201309220nwe,tam,MartDo00,rec,2,,,,,
player,201309220nwe,tam,MartDo00,rec_yds,20,,,,,
player,201309220nwe,tam,MartDo00,rec_td,0,,,,,
player,201309220nwe,tam,MartDo00,rec_long,13,,,,,
player,201309220nwe,tam,MartDo00,fumbles,0,,,,,
player,201309220nwe,tam,MartDo00,fumbles_lost,0,,,,,
player,201309220nwe,tam,JameMi00,pass_cmp,0,,,,,
player,201309220nwe,tam,JameMi00,pass_att,0,,,,,
player,201309220nwe,tam,JameMi00,pass_yds,0,,,,,
player,201309220nwe,tam,JameMi00,pass_td,0,,,,,
player,201309220nwe,tam,JameMi00,pass_int,0,,,,,
player,201309220nwe,tam,JameMi00,pass_sacked,0,,,,,
player,201309220nwe,tam,JameMi00,pass_sacked_yds,0,,,,,
player,201309220nwe,tam,JameMi00,pass_long,0,,,,,
player,201309220nwe,tam,JameMi00,pass_rating,,,,,,
player,201309220nwe,tam,JameMi00,rush_att,1,,,,,
player,201309220nwe,tam,JameMi00,rush_yds,5,,,,,
player,201309220nwe,tam,JameMi00,rush_td,0,,,,,
player,201309220nwe,tam,JameMi00,rush_long,5,,,,,
player,201309220nwe,tam,JameMi00,targets,0,,,,,
player,201309220nwe,tam,JameMi00,rec,0,,,,,
player,201309220nwe,tam,JameMi00,rec_yds,0,,,,,
player,201309220nwe,tam,JameMi00,rec_td,0,,,,,
player,201309220nwe,tam,JameMi00,rec_long,0,,,,,
player,201309220nwe,tam,JameMi00,fumbles,0,,,,,
player,201309220nwe,tam,JameMi00,fumbles_lost,0,,,,,
player,201309220nwe,tam,WillMi04,pass_cmp,0,,,,,
player,201309220nwe,tam,WillMi04,pass_att,0,,,,,
player,201309220nwe,tam,WillMi04,pass_yds,0,,,,,
player,201309220nwe,tam,WillMi04,pass_td,0,,,,,
player,201309220nwe,tam,WillMi04,pass_int,0,,,,,
player,201309220nwe,tam,WillMi04,pass_sacked,0,,,,,
player,201309220nwe,tam,WillMi04,pass_sacked_yds,0,,,,,
player,201309220nwe,tam,WillMi04,pass_long,0,,,,,
player,201309220nwe,tam,WillMi04,pass_rating,,,,,,
player,201309220nwe,tam,WillMi04,rush_att,0,,,,,
player,201309220nwe,tam,WillMi04,rush_yds,0,,,,,
player,201309220nwe,tam,WillMi04,rush_td,0,,,,,
player,201309220nwe,tam,WillMi04,rush_long,0,,,,,
player,201309220nwe,tam,WillMi04,targets,9,,,,,
player,201309220nwe,tam,WillMi04,rec,5,,,,,
player,201309220nwe,tam,WillMi04,rec_yds,65,,,,,
player,201309220nwe,tam,WillMi04,rec_td,0,,,,,
player,201309220nwe,tam,WillMi04,rec_long,28,,,,,
player,201309220nwe,tam,WillMi04,fumbles,0,,,,,
player,201309220nwe,tam,WillMi04,fumbles_lost,0,,,,,
player,201309220nwe,tam,PageEr00,pass_cmp,0,,,,,
player,201309220nwe,tam,PageEr00,pass_att,0,,,,,
player,201309220nwe,tam,PageEr00,pass_yds,0,,,,,
player,201309220nwe,tam,PageEr00,pass_td,0,,,,,
player,201309220nwe,tam,PageEr00,pass_int,0,,,,,
player,201309220nwe,tam,PageEr00,pass_sacked,0,,,,,
player,201309220nwe,tam,PageEr00,pass_sacked_yds,0,,,,,
player,201309220nwe,tam,PageEr00,pass_long,0,,,,,
player,201309220nwe,tam,PageEr00,pass_rating,,,,,,
player,201309220nwe,tam,PageEr00,rush_att,0,,,,,
player,201309220nwe,tam,PageEr00,rush_yds,0,,,,,
player,201309220nwe,tam,PageEr00,rush_td,0,,,,,
player,201309220nwe,tam,PageEr00,rush_long,0,,,,,
player,201309220nwe,tam,PageEr00,targets,5,,,,,
player,201309220nwe,tam,PageEr00,rec,3,,,,,
player,201309220nwe,tam,PageEr00,rec_yds,55,,,,,
player,201309220nwe,tam,PageEr00,rec_td,0,,,,,
player,201309220nwe,tam,PageEr00,rec_long,30,,,,,
player,201309220nwe,tam,PageEr00,fumbles,0,,,,,
player,201309220nwe,tam,PageEr00,fumbles_lost,0,,,,,
player,201309220nwe,tam,OgleKe00,pass_cmp,0,,,,,
player,201309220nwe,tam,OgleKe00,pass_att,0,,,,,
player,201309220nwe,tam,OgleKe00,pass_yds,0,,,,,
player,201309220nwe,tam,OgleKe00,pass_td,0,,,,,
player,201309220nwe,tam,OgleKe00,pass_int,0,,,,,
player,201309220nwe,tam,OgleKe00,pass_sacked,0,,,,,
player,201309220nwe,tam,OgleKe00,pass_sacked_yds,0,,,,,
player,201309220nwe,tam,OgleKe00,pass_long,0,,,,,
player,201309220nwe,tam,OgleKe00,pass_rating,,,,,,
player,201309220nwe,tam,OgleKe00,rush_att,0,,,,,
player,201309220nwe,tam,OgleKe00,rush_yds,0,,,,,
player,201309220nwe,tam,OgleKe00,rush_td,0,,,,,
player,201309220nwe,tam,OgleKe00,rush_long,0,,,,,
player,201309220nwe,tam,OgleKe00,targets,6,,,,,
player,201309220nwe,tam,OgleKe00,rec,2,,,,,
player,201309220nwe,tam,OgleKe00,rec_yds,35,,,,,
player,201309220nwe,tam,OgleKe00,rec_td,0,,,,,
player,201309220nwe,tam,OgleKe00,rec_long,20,,,,,
player,201309220nwe,tam,OgleKe00,fumbles,0,,,,,
player,201309220nwe,tam,OgleKe00,fumbles_lost,0,,,,,
player,201309220nwe,tam,JackVi00,pass_cmp,0,,,,,
player,201309220nwe,tam,JackVi00,pass_att,0,,,,,
player,201309220nwe,tam,JackVi00,pass_yds,0,,,,,
player,201309220nwe,tam,JackVi00,pass_td,0,,,,,
player,201309220nwe,tam,JackVi00,pass_int,0,,,,,
player,201309220nwe,tam,JackVi00,pass_sacked,0,,,,,
player,201309220nwe,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201309220nwe,tam,JackVi00,pass_long,0,,,,,
player,201309220nwe,tam,JackVi00,pass_rating,,,,,,
player,201309220nwe,tam,JackVi00,rush_att,0,,,,,
player,201309220nwe,tam,JackVi00,rush_yds,0,,,,,
player,201309220nwe,tam,JackVi00,rush_td,0,,,,,
player,201309220nwe,tam,JackVi00,rush_long,0,,,,,
player,201309220nwe,tam,JackVi00,targets,6,,,,,
player,201309220nwe,tam,JackVi00,rec,3,,,,,
player,201309220nwe,tam,JackVi00,rec_yds,34,,,,,
player,201309220nwe,tam,JackVi00,rec_td,0,,,,,
player,201309220nwe,tam,JackVi00,rec_long,19,,,,,
player,201309220nwe,tam,JackVi00,fumbles,0,,,,,
player,201309220nwe,tam,JackVi00,fumbles_lost,0,,,,,
player,201309220nwe,tam,LeonBr00,pass_cmp,0,,,,,
player,201309220nwe,tam,LeonBr00,pass_att,0,,,,,
player,201309220nwe,tam,LeonBr00,pass_yds,0,,,,,
player,201309220nwe,tam,LeonBr00,pass_td,0,,,,,
player,201309220nwe,tam,LeonBr00,pass_int,0,,,,,
player,201309220nwe,tam,LeonBr00,pass_sacked,0,,,,,
player,201309220nwe,tam,LeonBr00,pass_sacked_yds,0,,,,,
player,201309220nwe,tam,LeonBr00,pass_long,0,,,,,
player,201309220nwe,tam,LeonBr00,pass_rating,,,,,,
player,201309220nwe,tam,LeonBr00,rush_att,0,,,,,
player,201309220nwe,tam,LeonBr00,rush_yds,0,,,,,
player,201309220nwe,tam,LeonBr00,rush_td,0,,,,,
player,201309220nwe,tam,LeonBr00,rush_long,0,,,,,
player,201309220nwe,tam,LeonBr00,targets,2,,,,,
player,201309220nwe,tam,LeonBr00,rec,1,,,,,
player,201309220nwe,tam,LeonBr00,rec_yds,17,,,,,
player,201309220nwe,tam,LeonBr00,rec_td,0,,,,,
player,201309220nwe,tam,LeonBr00,rec_long,17,,,,,
player,201309220nwe,tam,LeonBr00,fumbles,0,,,,,
player,201309220nwe,tam,LeonBr00,fumbles_lost,0,,,,,
player,201309220nwe,tam,WrigTi01,pass_cmp,0,,,,,
player,201309220nwe,tam,WrigTi01,pass_att,0,,,,,
player,201309220nwe,tam,WrigTi01,pass_yds,0,,,,,
player,201309220nwe,tam,WrigTi01,pass_td,0,,,,,
player,201309220nwe,tam,WrigTi01,pass_int,0,,,,,
player,201309220nwe,tam,WrigTi01,pass_sacked,0,,,,,
player,201309220nwe,tam,WrigTi01,pass_sacked_yds,0,,,,,
player,201309220nwe,tam,WrigTi01,pass_long,0,,,,,
player,201309220nwe,tam,WrigTi01,pass_rating,,,,,,
player,201309220nwe,tam,WrigTi01,rush_att,0,,,,,
player,201309220nwe,tam,WrigTi01,rush_yds,0,,,,,
player,201309220nwe,tam,WrigTi01,rush_td,0,,,,,
player,201309220nwe,tam,WrigTi01,rush_long,0,,,,,
player,201309220nwe,tam,WrigTi01,targets,2,,,,,
player,201309220nwe,tam,WrigTi01,rec,1,,,,,
player,201309220nwe,tam,WrigTi01,rec_yds,6,,,,,
player,201309220nwe,tam,WrigTi01,rec_td,0,,,,,
player,201309220nwe,tam,WrigTi01,rec_long,6,,,,,
player,201309220nwe,tam,WrigTi01,fumbles,0,,,,,
player,201309220nwe,tam,WrigTi01,fumbles_lost,0,,,,,
player,201309220nwe,tam,ByhaNa00,pass_cmp,0,,,,,
player,201309220nwe,tam,ByhaNa00,pass_att,0,,,,,
player,201309220nwe,tam,ByhaNa00,pass_yds,0,,,,,
player,201309220nwe,tam,ByhaNa00,pass_td,0,,,,,
player,201309220nwe,tam,ByhaNa00,pass_int,0,,,,,
player,201309220nwe,tam,ByhaNa00,pass_sacked,0,,,,,
player,201309220nwe,tam,ByhaNa00,pass_sacked_yds,0,,,,,
player,201309220nwe,tam,ByhaNa00,pass_long,0,,,,,
player,201309220nwe,tam,ByhaNa00,pass_rating,,,,,,
player,201309220nwe,tam,ByhaNa00,rush_att,0,,,,,
player,201309220nwe,tam,ByhaNa00,rush_yds,0,,,,,
player,201309220nwe,tam,ByhaNa00,rush_td,0,,,,,
player,201309220nwe,tam,ByhaNa00,rush_long,0,,,,,
player,201309220nwe,tam,ByhaNa00,targets,1,,,,,
player,201309220nwe,tam,ByhaNa00,rec,1,,,,,
player,201309220nwe,tam,ByhaNa00,rec_yds,3,,,,,
player,201309220nwe,tam,ByhaNa00,rec_td,0,,,,,
player,201309220nwe,tam,ByhaNa00,rec_long,3,,,,,
player,201309220nwe,tam,ByhaNa00,fumbles,0,,,,,
player,201309220nwe,tam,ByhaNa00,fumbles_lost,0,,,,,
player,201309220nwe,tam,LoriEr99,pass_cmp,0,,,,,
player,201309220nwe,tam,LoriEr99,pass_att,0,,,,,
player,201309220nwe,tam,LoriEr99,pass_yds,0,,,,,
player,201309220nwe,tam,LoriEr99,pass_td,0,,,,,
player,201309220nwe,tam,LoriEr99,pass_int,0,,,,,
player,201309220nwe,tam,LoriEr99,pass_sacked,0,,,,,
player,201309220nwe,tam,LoriEr99,pass_sacked_yds,0,,,,,
player,201309220nwe,tam,LoriEr99,pass_long,0,,,,,
player,201309220nwe,tam,LoriEr99,pass_rating,,,,,,
player,201309220nwe,tam,LoriEr99,rush_att,0,,,,,
player,201309220nwe,tam,LoriEr99,rush_yds,0,,,,,
player,201309220nwe,tam,LoriEr99,rush_td,0,,,,,
player,201309220nwe,tam,LoriEr99,rush_long,0,,,,,
player,201309220nwe,tam,LoriEr99,targets,1,,,,,
player,201309220nwe,tam,LoriEr99,rec,1,,,,,
player,201309220nwe,tam,LoriEr99,rec_yds,1,,,,,
player,201309220nwe,tam,LoriEr99,rec_td,0,,,,,
player,201309220nwe,tam,LoriEr99,rec_long,1,,,,,
player,201309220nwe,tam,LoriEr99,fumbles,0,,,,,
player,201309220nwe,tam,LoriEr99,fumbles_lost,0,,,,,
player,201309220nwe,nwe,BradTo00,pass_cmp,25,,,,,
player,201309220nwe,nwe,BradTo00,pass_att,36,,,,,
player,201309220nwe,nwe,BradTo00,pass_yds,225,,,,,
player,201309220nwe,nwe,BradTo00,pass_td,2,,,,,
player,201309220nwe,nwe,BradTo00,pass_int,1,,,,,
player,201309220nwe,nwe,BradTo00,pass_sacked,3,,,,,
player,201309220nwe,nwe,BradTo00,pass_sacked_yds,23,,,,,
player,201309220nwe,nwe,BradTo00,pass_long,20,,,,,
player,201309220nwe,nwe,BradTo00,pass_rating,92.9,,,,,
player,201309220nwe,nwe,BradTo00,rush_att,5,,,,,
player,201309220nwe,nwe,BradTo00,rush_yds,5,,,,,
player,201309220nwe,nwe,BradTo00,rush_td,0,,,,,
player,201309220nwe,nwe,BradTo00,rush_long,5,,,,,
player,201309220nwe,nwe,BradTo00,targets,0,,,,,
player,201309220nwe,nwe,BradTo00,rec,0,,,,,
player,201309220nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201309220nwe,nwe,BradTo00,rec_td,0,,,,,
player,201309220nwe,nwe,BradTo00,rec_long,0,,,,,
player,201309220nwe,nwe,BradTo00,fumbles,0,,,,,
player,201309220nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201309220nwe,nwe,BlouLe00,pass_cmp,0,,,,,
player,201309220nwe,nwe,BlouLe00,pass_att,0,,,,,
player,201309220nwe,nwe,BlouLe00,pass_yds,0,,,,,
player,201309220nwe,nwe,BlouLe00,pass_td,0,,,,,
player,201309220nwe,nwe,BlouLe00,pass_int,0,,,,,
player,201309220nwe,nwe,BlouLe00,pass_sacked,0,,,,,
player,201309220nwe,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201309220nwe,nwe,BlouLe00,pass_long,0,,,,,
player,201309220nwe,nwe,BlouLe00,pass_rating,,,,,,
player,201309220nwe,nwe,BlouLe00,rush_att,14,,,,,
player,201309220nwe,nwe,BlouLe00,rush_yds,65,,,,,
player,201309220nwe,nwe,BlouLe00,rush_td,0,,,,,
player,201309220nwe,nwe,BlouLe00,rush_long,23,,,,,
player,201309220nwe,nwe,BlouLe00,targets,0,,,,,
player,201309220nwe,nwe,BlouLe00,rec,0,,,,,
player,201309220nwe,nwe,BlouLe00,rec_yds,0,,,,,
player,201309220nwe,nwe,BlouLe00,rec_td,0,,,,,
player,201309220nwe,nwe,BlouLe00,rec_long,0,,,,,
player,201309220nwe,nwe,BlouLe00,fumbles,0,,,,,
player,201309220nwe,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201309220nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201309220nwe,nwe,BoldBr00,pass_att,0,,,,,
player,201309220nwe,nwe,BoldBr00,pass_yds,0,,,,,
player,201309220nwe,nwe,BoldBr00,pass_td,0,,,,,
player,201309220nwe,nwe,BoldBr00,pass_int,0,,,,,
player,201309220nwe,nwe,BoldBr00,pass_sacked,0,,,,,
player,201309220nwe,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201309220nwe,nwe,BoldBr00,pass_long,0,,,,,
player,201309220nwe,nwe,BoldBr00,pass_rating,,,,,,
player,201309220nwe,nwe,BoldBr00,rush_att,3,,,,,
player,201309220nwe,nwe,BoldBr00,rush_yds,51,,,,,
player,201309220nwe,nwe,BoldBr00,rush_td,0,,,,,
player,201309220nwe,nwe,BoldBr00,rush_long,46,,,,,
player,201309220nwe,nwe,BoldBr00,targets,6,,,,,
player,201309220nwe,nwe,BoldBr00,rec,5,,,,,
player,201309220nwe,nwe,BoldBr00,rec_yds,49,,,,,
player,201309220nwe,nwe,BoldBr00,rec_td,0,,,,,
player,201309220nwe,nwe,BoldBr00,rec_long,17,,,,,
player,201309220nwe,nwe,BoldBr00,fumbles,0,,,,,
player,201309220nwe,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201309220nwe,nwe,RidlSt00,pass_cmp,0,,,,,
player,201309220nwe,nwe,RidlSt00,pass_att,0,,,,,
player,201309220nwe,nwe,RidlSt00,pass_yds,0,,,,,
player,201309220nwe,nwe,RidlSt00,pass_td,0,,,,,
player,201309220nwe,nwe,RidlSt00,pass_int,0,,,,,
player,201309220nwe,nwe,RidlSt00,pass_sacked,0,,,,,
player,201309220nwe,nwe,RidlSt00,pass_sacked_yds,0,,,,,
player,201309220nwe,nwe,RidlSt00,pass_long,0,,,,,
player,201309220nwe,nwe,RidlSt00,pass_rating,,,,,,
player,201309220nwe,nwe,RidlSt00,rush_att,11,,,,,
player,201309220nwe,nwe,RidlSt00,rush_yds,35,,,,,
player,201309220nwe,nwe,RidlSt00,rush_td,0,,,,,
player,201309220nwe,nwe,RidlSt00,rush_long,9,,,,,
player,201309220nwe,nwe,RidlSt00,targets,1,,,,,
player,201309220nwe,nwe,RidlSt00,rec,1,,,,,
player,201309220nwe,nwe,RidlSt00,rec_yds,8,,,,,
player,201309220nwe,nwe,RidlSt00,rec_td,0,,,,,
player,201309220nwe,nwe,RidlSt00,rec_long,8,,,,,
player,201309220nwe,nwe,RidlSt00,fumbles,0,,,,,
player,201309220nwe,nwe,RidlSt00,fumbles_lost,0,,,,,
player,201309220nwe,nwe,DobsAa00,pass_cmp,0,,,,,
player,201309220nwe,nwe,DobsAa00,pass_att,0,,,,,
player,201309220nwe,nwe,DobsAa00,pass_yds,0,,,,,
player,201309220nwe,nwe,DobsAa00,pass_td,0,,,,,
player,201309220nwe,nwe,DobsAa00,pass_int,0,,,,,
player,201309220nwe,nwe,DobsAa00,pass_sacked,0,,,,,
player,201309220nwe,nwe,DobsAa00,pass_sacked_yds,0,,,,,
player,201309220nwe,nwe,DobsAa00,pass_long,0,,,,,
player,201309220nwe,nwe,DobsAa00,pass_rating,,,,,,
player,201309220nwe,nwe,DobsAa00,rush_att,0,,,,,
player,201309220nwe,nwe,DobsAa00,rush_yds,0,,,,,
player,201309220nwe,nwe,DobsAa00,rush_td,0,,,,,
player,201309220nwe,nwe,DobsAa00,rush_long,0,,,,,
player,201309220nwe,nwe,DobsAa00,targets,10,,,,,
player,201309220nwe,nwe,DobsAa00,rec,7,,,,,
player,201309220nwe,nwe,DobsAa00,rec_yds,52,,,,,
player,201309220nwe,nwe,DobsAa00,rec_td,0,,,,,
player,201309220nwe,nwe,DobsAa00,rec_long,15,,,,,
player,201309220nwe,nwe,DobsAa00,fumbles,0,,,,,
player,201309220nwe,nwe,DobsAa00,fumbles_lost,0,,,,,
player,201309220nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201309220nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201309220nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201309220nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201309220nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201309220nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201309220nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201309220nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201309220nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201309220nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201309220nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201309220nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201309220nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201309220nwe,nwe,EdelJu00,targets,7,,,,,
player,201309220nwe,nwe,EdelJu00,rec,7,,,,,
player,201309220nwe,nwe,EdelJu00,rec_yds,44,,,,,
player,201309220nwe,nwe,EdelJu00,rec_td,0,,,,,
player,201309220nwe,nwe,EdelJu00,rec_long,12,,,,,
player,201309220nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201309220nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201309220nwe,nwe,ThomKe02,pass_cmp,0,,,,,
player,201309220nwe,nwe,ThomKe02,pass_att,0,,,,,
player,201309220nwe,nwe,ThomKe02,pass_yds,0,,,,,
player,201309220nwe,nwe,ThomKe02,pass_td,0,,,,,
player,201309220nwe,nwe,ThomKe02,pass_int,0,,,,,
player,201309220nwe,nwe,ThomKe02,pass_sacked,0,,,,,
player,201309220nwe,nwe,ThomKe02,pass_sacked_yds,0,,,,,
player,201309220nwe,nwe,ThomKe02,pass_long,0,,,,,
player,201309220nwe,nwe,ThomKe02,pass_rating,,,,,,
player,201309220nwe,nwe,ThomKe02,rush_att,0,,,,,
player,201309220nwe,nwe,ThomKe02,rush_yds,0,,,,,
player,201309220nwe,nwe,ThomKe02,rush_td,0,,,,,
player,201309220nwe,nwe,ThomKe02,rush_long,0,,,,,
player,201309220nwe,nwe,ThomKe02,targets,7,,,,,
player,201309220nwe,nwe,ThomKe02,rec,3,,,,,
player,201309220nwe,nwe,ThomKe02,rec_yds,41,,,,,
player,201309220nwe,nwe,ThomKe02,rec_td,2,,,,,
player,201309220nwe,nwe,ThomKe02,rec_long,20,,,,,
player,201309220nwe,nwe,ThomKe02,fumbles,0,,,,,
player,201309220nwe,nwe,ThomKe02,fumbles_lost,0,,,,,
player,201309220nwe,nwe,HoomMi00,pass_cmp,0,,,,,
player,201309220nwe,nwe,HoomMi00,pass_att,0,,,,,
player,201309220nwe,nwe,HoomMi00,pass_yds,0,,,,,
player,201309220nwe,nwe,HoomMi00,pass_td,0,,,,,
player,201309220nwe,nwe,HoomMi00,pass_int,0,,,,,
player,201309220nwe,nwe,HoomMi00,pass_sacked,0,,,,,
player,201309220nwe,nwe,HoomMi00,pass_sacked_yds,0,,,,,
player,201309220nwe,nwe,HoomMi00,pass_long,0,,,,,
player,201309220nwe,nwe,HoomMi00,pass_rating,,,,,,
player,201309220nwe,nwe,HoomMi00,rush_att,0,,,,,
player,201309220nwe,nwe,HoomMi00,rush_yds,0,,,,,
player,201309220nwe,nwe,HoomMi00,rush_td,0,,,,,
player,201309220nwe,nwe,HoomMi00,rush_long,0,,,,,
player,201309220nwe,nwe,HoomMi00,targets,2,,,,,
player,201309220nwe,nwe,HoomMi00,rec,2,,,,,
player,201309220nwe,nwe,HoomMi00,rec_yds,31,,,,,
player,201309220nwe,nwe,HoomMi00,rec_td,0,,,,,
player,201309220nwe,nwe,HoomMi00,rec_long,16,,,,,
player,201309220nwe,nwe,HoomMi00,fumbles,0,,,,,
player,201309220nwe,nwe,HoomMi00,fumbles_lost,0,,,,,
player,201309220nwe,nwe,SudfZa00,pass_cmp,0,,,,,
player,201309220nwe,nwe,SudfZa00,pass_att,0,,,,,
player,201309220nwe,nwe,SudfZa00,pass_yds,0,,,,,
player,201309220nwe,nwe,SudfZa00,pass_td,0,,,,,
player,201309220nwe,nwe,SudfZa00,pass_int,0,,,,,
player,201309220nwe,nwe,SudfZa00,pass_sacked,0,,,,,
player,201309220nwe,nwe,SudfZa00,pass_sacked_yds,0,,,,,
player,201309220nwe,nwe,SudfZa00,pass_long,0,,,,,
player,201309220nwe,nwe,SudfZa00,pass_rating,,,,,,
player,201309220nwe,nwe,SudfZa00,rush_att,0,,,,,
player,201309220nwe,nwe,SudfZa00,rush_yds,0,,,,,
player,201309220nwe,nwe,SudfZa00,rush_td,0,,,,,
player,201309220nwe,nwe,SudfZa00,rush_long,0,,,,,
player,201309220nwe,nwe,SudfZa00,targets,2,,,,,
player,201309220nwe,nwe,SudfZa00,rec,0,,,,,
player,201309220nwe,nwe,SudfZa00,rec_yds,0,,,,,
player,201309220nwe,nwe,SudfZa00,rec_td,0,,,,,
player,201309220nwe,nwe,SudfZa00,rec_long,0,,,,,
player,201309220nwe,nwe,SudfZa00,fumbles,0,,,,,
player,201309220nwe,nwe,SudfZa00,fumbles_lost,0,,,,,
player,201309220nwe,nwe,BoycJo00,pass_cmp,0,,,,,
player,201309220nwe,nwe,BoycJo00,pass_att,0,,,,,
player,201309220nwe,nwe,BoycJo00,pass_yds,0,,,,,
player,201309220nwe,nwe,BoycJo00,pass_td,0,,,,,
player,201309220nwe,nwe,BoycJo00,pass_int,0,,,,,
player,201309220nwe,nwe,BoycJo00,pass_sacked,0,,,,,
player,201309220nwe,nwe,BoycJo00,pass_sacked_yds,0,,,,,
player,201309220nwe,nwe,BoycJo00,pass_long,0,,,,,
player,201309220nwe,nwe,BoycJo00,pass_rating,,,,,,
player,201309220nwe,nwe,BoycJo00,rush_att,0,,,,,
player,201309220nwe,nwe,BoycJo00,rush_yds,0,,,,,
player,201309220nwe,nwe,BoycJo00,rush_td,0,,,,,
player,201309220nwe,nwe,BoycJo00,rush_long,0,,,,,
