game,2013,4,20130929,201309290min,pit,"Pittsburgh Steelers",27,min,"Minnesota Vikings",34
player,201309290min,pit,SandEm00,st_pct,0%,,,,,
player,201309290min,pit,BellLe00,pos,RB,,,,,
player,201309290min,pit,BellLe00,offense,60,,,,,
player,201309290min,pit,BellLe00,off_pct,76%,,,,,
player,201309290min,pit,BellLe00,defense,0,,,,,
player,201309290min,pit,BellLe00,def_pct,0%,,,,,
player,201309290min,pit,BellLe00,special_teams,0,,,,,
player,201309290min,pit,BellLe00,st_pct,0%,,,,,
player,201309290min,pit,BeacKe00,pos,T,,,,,
player,201309290min,pit,BeacKe00,offense,52,,,,,
player,201309290min,pit,BeacKe00,off_pct,66%,,,,,
player,201309290min,pit,BeacKe00,defense,0,,,,,
player,201309290min,pit,BeacKe00,def_pct,0%,,,,,
player,201309290min,pit,BeacKe00,special_teams,5,,,,,
player,201309290min,pit,BeacKe00,st_pct,15%,,,,,
player,201309290min,pit,CotcJe00,pos,WR,,,,,
player,201309290min,pit,CotcJe00,offense,39,,,,,
player,201309290min,pit,CotcJe00,off_pct,49%,,,,,
player,201309290min,pit,CotcJe00,defense,0,,,,,
player,201309290min,pit,CotcJe00,def_pct,0%,,,,,
player,201309290min,pit,CotcJe00,special_teams,0,,,,,
player,201309290min,pit,CotcJe00,st_pct,0%,,,,,
player,201309290min,pit,WheaMa00,pos,WR,,,,,
player,201309290min,pit,WheaMa00,offense,36,,,,,
player,201309290min,pit,WheaMa00,off_pct,46%,,,,,
player,201309290min,pit,WheaMa00,defense,0,,,,,
player,201309290min,pit,WheaMa00,def_pct,0%,,,,,
player,201309290min,pit,WheaMa00,special_teams,6,,,,,
player,201309290min,pit,WheaMa00,st_pct,18%,,,,,
player,201309290min,pit,FostRa21,pos,G,,,,,
player,201309290min,pit,FostRa21,offense,30,,,,,
player,201309290min,pit,FostRa21,off_pct,38%,,,,,
player,201309290min,pit,FostRa21,defense,0,,,,,
player,201309290min,pit,FostRa21,def_pct,0%,,,,,
player,201309290min,pit,FostRa21,special_teams,1,,,,,
player,201309290min,pit,FostRa21,st_pct,3%,,,,,
player,201309290min,pit,JohnDa05,pos,TE,,,,,
player,201309290min,pit,JohnDa05,offense,24,,,,,
player,201309290min,pit,JohnDa05,off_pct,30%,,,,,
player,201309290min,pit,JohnDa05,defense,0,,,,,
player,201309290min,pit,JohnDa05,def_pct,0%,,,,,
player,201309290min,pit,JohnDa05,special_teams,0,,,,,
player,201309290min,pit,JohnDa05,st_pct,0%,,,,,
player,201309290min,pit,JohnWi00,pos,FB,,,,,
player,201309290min,pit,JohnWi00,offense,10,,,,,
player,201309290min,pit,JohnWi00,off_pct,13%,,,,,
player,201309290min,pit,JohnWi00,defense,0,,,,,
player,201309290min,pit,JohnWi00,def_pct,0%,,,,,
player,201309290min,pit,JohnWi00,special_teams,4,,,,,
player,201309290min,pit,JohnWi00,st_pct,12%,,,,,
player,201309290min,pit,JoneFe00,pos,RB,,,,,
player,201309290min,pit,JoneFe00,offense,8,,,,,
player,201309290min,pit,JoneFe00,off_pct,10%,,,,,
player,201309290min,pit,JoneFe00,defense,0,,,,,
player,201309290min,pit,JoneFe00,def_pct,0%,,,,,
player,201309290min,pit,JoneFe00,special_teams,7,,,,,
player,201309290min,pit,JoneFe00,st_pct,21%,,,,,
player,201309290min,pit,DwyeJo00,pos,RB,,,,,
player,201309290min,pit,DwyeJo00,offense,6,,,,,
player,201309290min,pit,DwyeJo00,off_pct,8%,,,,,
player,201309290min,pit,DwyeJo00,defense,0,,,,,
player,201309290min,pit,DwyeJo00,def_pct,0%,,,,,
player,201309290min,pit,DwyeJo00,special_teams,7,,,,,
player,201309290min,pit,DwyeJo00,st_pct,21%,,,,,
player,201309290min,pit,PaulDa01,pos,TE,,,,,
player,201309290min,pit,PaulDa01,offense,3,,,,,
player,201309290min,pit,PaulDa01,off_pct,4%,,,,,
player,201309290min,pit,PaulDa01,defense,0,,,,,
player,201309290min,pit,PaulDa01,def_pct,0%,,,,,
player,201309290min,pit,PaulDa01,special_teams,20,,,,,
player,201309290min,pit,PaulDa01,st_pct,61%,,,,,
player,201309290min,pit,TaylIk20,pos,CB,,,,,
player,201309290min,pit,TaylIk20,offense,0,,,,,
player,201309290min,pit,TaylIk20,off_pct,0%,,,,,
player,201309290min,pit,TaylIk20,defense,52,,,,,
player,201309290min,pit,TaylIk20,def_pct,100%,,,,,
player,201309290min,pit,TaylIk20,special_teams,12,,,,,
player,201309290min,pit,TaylIk20,st_pct,36%,,,,,
player,201309290min,pit,TimmLa99,pos,LB,,,,,
player,201309290min,pit,TimmLa99,offense,0,,,,,
player,201309290min,pit,TimmLa99,off_pct,0%,,,,,
player,201309290min,pit,TimmLa99,defense,52,,,,,
player,201309290min,pit,TimmLa99,def_pct,100%,,,,,
player,201309290min,pit,TimmLa99,special_teams,7,,,,,
player,201309290min,pit,TimmLa99,st_pct,21%,,,,,
player,201309290min,pit,PolaTr99,pos,SS,,,,,
player,201309290min,pit,PolaTr99,offense,0,,,,,
player,201309290min,pit,PolaTr99,off_pct,0%,,,,,
player,201309290min,pit,PolaTr99,defense,52,,,,,
player,201309290min,pit,PolaTr99,def_pct,100%,,,,,
player,201309290min,pit,PolaTr99,special_teams,7,,,,,
player,201309290min,pit,PolaTr99,st_pct,21%,,,,,
player,201309290min,pit,ClarRy20,pos,FS,,,,,
player,201309290min,pit,ClarRy20,offense,0,,,,,
player,201309290min,pit,ClarRy20,off_pct,0%,,,,,
player,201309290min,pit,ClarRy20,defense,52,,,,,
player,201309290min,pit,ClarRy20,def_pct,100%,,,,,
player,201309290min,pit,ClarRy20,special_teams,7,,,,,
player,201309290min,pit,ClarRy20,st_pct,21%,,,,,
player,201309290min,pit,WoodLa99,pos,LB,,,,,
player,201309290min,pit,WoodLa99,offense,0,,,,,
player,201309290min,pit,WoodLa99,off_pct,0%,,,,,
player,201309290min,pit,WoodLa99,defense,52,,,,,
player,201309290min,pit,WoodLa99,def_pct,100%,,,,,
player,201309290min,pit,WoodLa99,special_teams,7,,,,,
player,201309290min,pit,WoodLa99,st_pct,21%,,,,,
player,201309290min,pit,AlleCo00,pos,CB,,,,,
player,201309290min,pit,AlleCo00,offense,0,,,,,
player,201309290min,pit,AlleCo00,off_pct,0%,,,,,
player,201309290min,pit,AlleCo00,defense,52,,,,,
player,201309290min,pit,AlleCo00,def_pct,100%,,,,,
player,201309290min,pit,AlleCo00,special_teams,1,,,,,
player,201309290min,pit,AlleCo00,st_pct,3%,,,,,
player,201309290min,pit,KeisBr20,pos,DE,,,,,
player,201309290min,pit,KeisBr20,offense,0,,,,,
player,201309290min,pit,KeisBr20,off_pct,0%,,,,,
player,201309290min,pit,KeisBr20,defense,47,,,,,
player,201309290min,pit,KeisBr20,def_pct,90%,,,,,
player,201309290min,pit,KeisBr20,special_teams,7,,,,,
player,201309290min,pit,KeisBr20,st_pct,21%,,,,,
player,201309290min,pit,WillVi01,pos,LB,,,,,
player,201309290min,pit,WillVi01,offense,0,,,,,
player,201309290min,pit,WillVi01,off_pct,0%,,,,,
player,201309290min,pit,WillVi01,defense,43,,,,,
player,201309290min,pit,WillVi01,def_pct,83%,,,,,
player,201309290min,pit,WillVi01,special_teams,7,,,,,
player,201309290min,pit,WillVi01,st_pct,21%,,,,,
player,201309290min,pit,HoodEv99,pos,DE,,,,,
player,201309290min,pit,HoodEv99,offense,0,,,,,
player,201309290min,pit,HoodEv99,off_pct,0%,,,,,
player,201309290min,pit,HoodEv99,defense,38,,,,,
player,201309290min,pit,HoodEv99,def_pct,73%,,,,,
player,201309290min,pit,HoodEv99,special_teams,7,,,,,
player,201309290min,pit,HoodEv99,st_pct,21%,,,,,
player,201309290min,pit,JoneJa05,pos,LB,,,,,
player,201309290min,pit,JoneJa05,offense,0,,,,,
player,201309290min,pit,JoneJa05,off_pct,0%,,,,,
player,201309290min,pit,JoneJa05,defense,35,,,,,
player,201309290min,pit,JoneJa05,def_pct,67%,,,,,
player,201309290min,pit,JoneJa05,special_teams,17,,,,,
player,201309290min,pit,JoneJa05,st_pct,52%,,,,,
player,201309290min,pit,McLeSt00,pos,NT,,,,,
player,201309290min,pit,McLeSt00,offense,0,,,,,
player,201309290min,pit,McLeSt00,off_pct,0%,,,,,
player,201309290min,pit,McLeSt00,defense,31,,,,,
player,201309290min,pit,McLeSt00,def_pct,60%,,,,,
player,201309290min,pit,McLeSt00,special_teams,7,,,,,
player,201309290min,pit,McLeSt00,st_pct,21%,,,,,
player,201309290min,pit,HeywCa01,pos,DE,,,,,
player,201309290min,pit,HeywCa01,offense,0,,,,,
player,201309290min,pit,HeywCa01,off_pct,0%,,,,,
player,201309290min,pit,HeywCa01,defense,19,,,,,
player,201309290min,pit,HeywCa01,def_pct,37%,,,,,
player,201309290min,pit,HeywCa01,special_teams,12,,,,,
player,201309290min,pit,HeywCa01,st_pct,36%,,,,,
player,201309290min,pit,WoriJa99,pos,LB,,,,,
player,201309290min,pit,WoriJa99,offense,0,,,,,
player,201309290min,pit,WoriJa99,off_pct,0%,,,,,
player,201309290min,pit,WoriJa99,defense,17,,,,,
player,201309290min,pit,WoriJa99,def_pct,33%,,,,,
player,201309290min,pit,WoriJa99,special_teams,8,,,,,
player,201309290min,pit,WoriJa99,st_pct,24%,,,,,
player,201309290min,pit,GayxWi99,pos,CB,,,,,
player,201309290min,pit,GayxWi99,offense,0,,,,,
player,201309290min,pit,GayxWi99,off_pct,0%,,,,,
player,201309290min,pit,GayxWi99,defense,12,,,,,
player,201309290min,pit,GayxWi99,def_pct,23%,,,,,
player,201309290min,pit,GayxWi99,special_teams,17,,,,,
player,201309290min,pit,GayxWi99,st_pct,52%,,,,,
player,201309290min,pit,GoldRo00,pos,FS,,,,,
player,201309290min,pit,GoldRo00,offense,0,,,,,
player,201309290min,pit,GoldRo00,off_pct,0%,,,,,
player,201309290min,pit,GoldRo00,defense,9,,,,,
player,201309290min,pit,GoldRo00,def_pct,17%,,,,,
player,201309290min,pit,GoldRo00,special_teams,14,,,,,
player,201309290min,pit,GoldRo00,st_pct,42%,,,,,
player,201309290min,pit,WoodAl99,pos,DE,,,,,
player,201309290min,pit,WoodAl99,offense,0,,,,,
player,201309290min,pit,WoodAl99,off_pct,0%,,,,,
player,201309290min,pit,WoodAl99,defense,9,,,,,
player,201309290min,pit,WoodAl99,def_pct,17%,,,,,
player,201309290min,pit,WoodAl99,special_teams,7,,,,,
player,201309290min,pit,WoodAl99,st_pct,21%,,,,,
player,201309290min,pit,WilsKi00,pos,LB,,,,,
player,201309290min,pit,WilsKi00,offense,0,,,,,
player,201309290min,pit,WilsKi00,off_pct,0%,,,,,
player,201309290min,pit,WilsKi00,defense,0,,,,,
player,201309290min,pit,WilsKi00,def_pct,0%,,,,,
player,201309290min,pit,WilsKi00,special_teams,28,,,,,
player,201309290min,pit,WilsKi00,st_pct,85%,,,,,
player,201309290min,pit,ThomSh00,pos,SS,,,,,
player,201309290min,pit,ThomSh00,offense,0,,,,,
player,201309290min,pit,ThomSh00,off_pct,0%,,,,,
player,201309290min,pit,ThomSh00,defense,0,,,,,
player,201309290min,pit,ThomSh00,def_pct,0%,,,,,
player,201309290min,pit,ThomSh00,special_teams,21,,,,,
player,201309290min,pit,ThomSh00,st_pct,64%,,,,,
player,201309290min,pit,GarvTe00,pos,LB,,,,,
player,201309290min,pit,GarvTe00,offense,0,,,,,
player,201309290min,pit,GarvTe00,off_pct,0%,,,,,
player,201309290min,pit,GarvTe00,defense,0,,,,,
player,201309290min,pit,GarvTe00,def_pct,0%,,,,,
player,201309290min,pit,GarvTe00,special_teams,17,,,,,
player,201309290min,pit,GarvTe00,st_pct,52%,,,,,
player,201309290min,pit,PalmMi00,pos,TE,,,,,
player,201309290min,pit,PalmMi00,offense,0,,,,,
player,201309290min,pit,PalmMi00,off_pct,0%,,,,,
player,201309290min,pit,PalmMi00,defense,0,,,,,
player,201309290min,pit,PalmMi00,def_pct,0%,,,,,
player,201309290min,pit,PalmMi00,special_teams,16,,,,,
player,201309290min,pit,PalmMi00,st_pct,48%,,,,,
player,201309290min,pit,CartCh00,pos,LB,,,,,
player,201309290min,pit,CartCh00,offense,0,,,,,
player,201309290min,pit,CartCh00,off_pct,0%,,,,,
player,201309290min,pit,CartCh00,defense,0,,,,,
player,201309290min,pit,CartCh00,def_pct,0%,,,,,
player,201309290min,pit,CartCh00,special_teams,14,,,,,
player,201309290min,pit,CartCh00,st_pct,42%,,,,,
player,201309290min,pit,BrowCu01,pos,CB,,,,,
player,201309290min,pit,BrowCu01,offense,0,,,,,
player,201309290min,pit,BrowCu01,off_pct,0%,,,,,
player,201309290min,pit,BrowCu01,defense,0,,,,,
player,201309290min,pit,BrowCu01,def_pct,0%,,,,,
player,201309290min,pit,BrowCu01,special_teams,13,,,,,
player,201309290min,pit,BrowCu01,st_pct,39%,,,,,
player,201309290min,pit,suishsha01,pos,K,,,,,
player,201309290min,pit,suishsha01,offense,0,,,,,
player,201309290min,pit,suishsha01,off_pct,0%,,,,,
player,201309290min,pit,suishsha01,defense,0,,,,,
player,201309290min,pit,suishsha01,def_pct,0%,,,,,
player,201309290min,pit,suishsha01,special_teams,11,,,,,
player,201309290min,pit,suishsha01,st_pct,33%,,,,,
player,201309290min,pit,WarrGr20,pos,LS,,,,,
player,201309290min,pit,WarrGr20,offense,0,,,,,
player,201309290min,pit,WarrGr20,off_pct,0%,,,,,
player,201309290min,pit,WarrGr20,defense,0,,,,,
player,201309290min,pit,WarrGr20,def_pct,0%,,,,,
player,201309290min,pit,WarrGr20,special_teams,9,,,,,
player,201309290min,pit,WarrGr20,st_pct,27%,,,,,
player,201309290min,pit,MeskZo99,pos,P,,,,,
player,201309290min,pit,MeskZo99,offense,0,,,,,
player,201309290min,pit,MeskZo99,off_pct,0%,,,,,
player,201309290min,pit,MeskZo99,defense,0,,,,,
player,201309290min,pit,MeskZo99,def_pct,0%,,,,,
player,201309290min,pit,MeskZo99,special_teams,9,,,,,
player,201309290min,pit,MeskZo99,st_pct,27%,,,,,
player,201309290min,pit,CromDa00,pos,SS,,,,,
player,201309290min,pit,CromDa00,offense,0,,,,,
player,201309290min,pit,CromDa00,off_pct,0%,,,,,
player,201309290min,pit,CromDa00,defense,0,,,,,
player,201309290min,pit,CromDa00,def_pct,0%,,,,,
player,201309290min,pit,CromDa00,special_teams,8,,,,,
player,201309290min,pit,CromDa00,st_pct,24%,,,,,
player,201309290min,pit,WhimGu20,pos,G,,,,,
player,201309290min,pit,WhimGu20,offense,0,,,,,
player,201309290min,pit,WhimGu20,off_pct,0%,,,,,
player,201309290min,pit,WhimGu20,defense,0,,,,,
player,201309290min,pit,WhimGu20,def_pct,0%,,,,,
player,201309290min,pit,WhimGu20,special_teams,4,,,,,
player,201309290min,pit,WhimGu20,st_pct,12%,,,,,
