game,2013,9,20131103,201311030was,sdg,"San Diego Chargers",24,was,"Washington Redskins",30
player,201311030was,sdg,MathRy00,pass_rating,,,,,,
player,201311030was,sdg,MathRy00,rush_att,7,,,,,
player,201311030was,sdg,MathRy00,rush_yds,34,,,,,
player,201311030was,sdg,MathRy00,rush_td,0,,,,,
player,201311030was,sdg,MathRy00,rush_long,11,,,,,
player,201311030was,sdg,MathRy00,targets,0,,,,,
player,201311030was,sdg,MathRy00,rec,0,,,,,
player,201311030was,sdg,MathRy00,rec_yds,0,,,,,
player,201311030was,sdg,MathRy00,rec_td,0,,,,,
player,201311030was,sdg,MathRy00,rec_long,0,,,,,
player,201311030was,sdg,MathRy00,fumbles,0,,,,,
player,201311030was,sdg,MathRy00,fumbles_lost,0,,,,,
player,201311030was,sdg,WoodDa02,pass_cmp,0,,,,,
player,201311030was,sdg,WoodDa02,pass_att,0,,,,,
player,201311030was,sdg,WoodDa02,pass_yds,0,,,,,
player,201311030was,sdg,WoodDa02,pass_td,0,,,,,
player,201311030was,sdg,WoodDa02,pass_int,0,,,,,
player,201311030was,sdg,WoodDa02,pass_sacked,0,,,,,
player,201311030was,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201311030was,sdg,WoodDa02,pass_long,0,,,,,
player,201311030was,sdg,WoodDa02,pass_rating,,,,,,
player,201311030was,sdg,WoodDa02,rush_att,7,,,,,
player,201311030was,sdg,WoodDa02,rush_yds,21,,,,,
player,201311030was,sdg,WoodDa02,rush_td,0,,,,,
player,201311030was,sdg,WoodDa02,rush_long,8,,,,,
player,201311030was,sdg,WoodDa02,targets,12,,,,,
player,201311030was,sdg,WoodDa02,rec,9,,,,,
player,201311030was,sdg,WoodDa02,rec_yds,77,,,,,
player,201311030was,sdg,WoodDa02,rec_td,0,,,,,
player,201311030was,sdg,WoodDa02,rec_long,20,,,,,
player,201311030was,sdg,WoodDa02,fumbles,0,,,,,
player,201311030was,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201311030was,sdg,AlleKe00,pass_cmp,0,,,,,
player,201311030was,sdg,AlleKe00,pass_att,0,,,,,
player,201311030was,sdg,AlleKe00,pass_yds,0,,,,,
player,201311030was,sdg,AlleKe00,pass_td,0,,,,,
player,201311030was,sdg,AlleKe00,pass_int,0,,,,,
player,201311030was,sdg,AlleKe00,pass_sacked,0,,,,,
player,201311030was,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201311030was,sdg,AlleKe00,pass_long,0,,,,,
player,201311030was,sdg,AlleKe00,pass_rating,,,,,,
player,201311030was,sdg,AlleKe00,rush_att,0,,,,,
player,201311030was,sdg,AlleKe00,rush_yds,0,,,,,
player,201311030was,sdg,AlleKe00,rush_td,0,,,,,
player,201311030was,sdg,AlleKe00,rush_long,0,,,,,
player,201311030was,sdg,AlleKe00,targets,11,,,,,
player,201311030was,sdg,AlleKe00,rec,8,,,,,
player,201311030was,sdg,AlleKe00,rec_yds,128,,,,,
player,201311030was,sdg,AlleKe00,rec_td,1,,,,,
player,201311030was,sdg,AlleKe00,rec_long,22,,,,,
player,201311030was,sdg,AlleKe00,fumbles,0,,,,,
player,201311030was,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201311030was,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201311030was,sdg,RoyaEd00,pass_att,0,,,,,
player,201311030was,sdg,RoyaEd00,pass_yds,0,,,,,
player,201311030was,sdg,RoyaEd00,pass_td,0,,,,,
player,201311030was,sdg,RoyaEd00,pass_int,0,,,,,
player,201311030was,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201311030was,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201311030was,sdg,RoyaEd00,pass_long,0,,,,,
player,201311030was,sdg,RoyaEd00,pass_rating,,,,,,
player,201311030was,sdg,RoyaEd00,rush_att,0,,,,,
player,201311030was,sdg,RoyaEd00,rush_yds,0,,,,,
player,201311030was,sdg,RoyaEd00,rush_td,0,,,,,
player,201311030was,sdg,RoyaEd00,rush_long,0,,,,,
player,201311030was,sdg,RoyaEd00,targets,6,,,,,
player,201311030was,sdg,RoyaEd00,rec,4,,,,,
player,201311030was,sdg,RoyaEd00,rec_yds,56,,,,,
player,201311030was,sdg,RoyaEd00,rec_td,1,,,,,
player,201311030was,sdg,RoyaEd00,rec_long,21,,,,,
player,201311030was,sdg,RoyaEd00,fumbles,0,,,,,
player,201311030was,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201311030was,sdg,GateAn00,pass_cmp,0,,,,,
player,201311030was,sdg,GateAn00,pass_att,0,,,,,
player,201311030was,sdg,GateAn00,pass_yds,0,,,,,
player,201311030was,sdg,GateAn00,pass_td,0,,,,,
player,201311030was,sdg,GateAn00,pass_int,0,,,,,
player,201311030was,sdg,GateAn00,pass_sacked,0,,,,,
player,201311030was,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201311030was,sdg,GateAn00,pass_long,0,,,,,
player,201311030was,sdg,GateAn00,pass_rating,,,,,,
player,201311030was,sdg,GateAn00,rush_att,0,,,,,
player,201311030was,sdg,GateAn00,rush_yds,0,,,,,
player,201311030was,sdg,GateAn00,rush_td,0,,,,,
player,201311030was,sdg,GateAn00,rush_long,0,,,,,
player,201311030was,sdg,GateAn00,targets,10,,,,,
player,201311030was,sdg,GateAn00,rec,6,,,,,
player,201311030was,sdg,GateAn00,rec_yds,53,,,,,
player,201311030was,sdg,GateAn00,rec_td,0,,,,,
player,201311030was,sdg,GateAn00,rec_long,15,,,,,
player,201311030was,sdg,GateAn00,fumbles,0,,,,,
player,201311030was,sdg,GateAn00,fumbles_lost,0,,,,,
player,201311030was,sdg,BrowVi00,pass_cmp,0,,,,,
player,201311030was,sdg,BrowVi00,pass_att,0,,,,,
player,201311030was,sdg,BrowVi00,pass_yds,0,,,,,
player,201311030was,sdg,BrowVi00,pass_td,0,,,,,
player,201311030was,sdg,BrowVi00,pass_int,0,,,,,
player,201311030was,sdg,BrowVi00,pass_sacked,0,,,,,
player,201311030was,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201311030was,sdg,BrowVi00,pass_long,0,,,,,
player,201311030was,sdg,BrowVi00,pass_rating,,,,,,
player,201311030was,sdg,BrowVi00,rush_att,0,,,,,
player,201311030was,sdg,BrowVi00,rush_yds,0,,,,,
player,201311030was,sdg,BrowVi00,rush_td,0,,,,,
player,201311030was,sdg,BrowVi00,rush_long,0,,,,,
player,201311030was,sdg,BrowVi00,targets,6,,,,,
player,201311030was,sdg,BrowVi00,rec,1,,,,,
player,201311030was,sdg,BrowVi00,rec_yds,17,,,,,
player,201311030was,sdg,BrowVi00,rec_td,0,,,,,
player,201311030was,sdg,BrowVi00,rec_long,17,,,,,
player,201311030was,sdg,BrowVi00,fumbles,0,,,,,
player,201311030was,sdg,BrowVi00,fumbles_lost,0,,,,,
player,201311030was,sdg,GreeLa00,pass_cmp,0,,,,,
player,201311030was,sdg,GreeLa00,pass_att,0,,,,,
player,201311030was,sdg,GreeLa00,pass_yds,0,,,,,
player,201311030was,sdg,GreeLa00,pass_td,0,,,,,
player,201311030was,sdg,GreeLa00,pass_int,0,,,,,
player,201311030was,sdg,GreeLa00,pass_sacked,0,,,,,
player,201311030was,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201311030was,sdg,GreeLa00,pass_long,0,,,,,
player,201311030was,sdg,GreeLa00,pass_rating,,,,,,
player,201311030was,sdg,GreeLa00,rush_att,0,,,,,
player,201311030was,sdg,GreeLa00,rush_yds,0,,,,,
player,201311030was,sdg,GreeLa00,rush_td,0,,,,,
player,201311030was,sdg,GreeLa00,rush_long,0,,,,,
player,201311030was,sdg,GreeLa00,targets,1,,,,,
player,201311030was,sdg,GreeLa00,rec,1,,,,,
player,201311030was,sdg,GreeLa00,rec_yds,10,,,,,
player,201311030was,sdg,GreeLa00,rec_td,0,,,,,
player,201311030was,sdg,GreeLa00,rec_long,10,,,,,
player,201311030was,sdg,GreeLa00,fumbles,0,,,,,
player,201311030was,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201311030was,was,GrifRo01,pass_cmp,23,,,,,
player,201311030was,was,GrifRo01,pass_att,32,,,,,
player,201311030was,was,GrifRo01,pass_yds,291,,,,,
player,201311030was,was,GrifRo01,pass_td,0,,,,,
player,201311030was,was,GrifRo01,pass_int,1,,,,,
player,201311030was,was,GrifRo01,pass_sacked,0,,,,,
player,201311030was,was,GrifRo01,pass_sacked_yds,0,,,,,
player,201311030was,was,GrifRo01,pass_long,38,,,,,
player,201311030was,was,GrifRo01,pass_rating,86.8,,,,,
player,201311030was,was,GrifRo01,rush_att,6,,,,,
player,201311030was,was,GrifRo01,rush_yds,17,,,,,
player,201311030was,was,GrifRo01,rush_td,0,,,,,
player,201311030was,was,GrifRo01,rush_long,10,,,,,
player,201311030was,was,GrifRo01,targets,0,,,,,
player,201311030was,was,GrifRo01,rec,0,,,,,
player,201311030was,was,GrifRo01,rec_yds,0,,,,,
player,201311030was,was,GrifRo01,rec_td,0,,,,,
player,201311030was,was,GrifRo01,rec_long,0,,,,,
player,201311030was,was,GrifRo01,fumbles,0,,,,,
player,201311030was,was,GrifRo01,fumbles_lost,0,,,,,
player,201311030was,was,MorrAl00,pass_cmp,0,,,,,
player,201311030was,was,MorrAl00,pass_att,0,,,,,
player,201311030was,was,MorrAl00,pass_yds,0,,,,,
player,201311030was,was,MorrAl00,pass_td,0,,,,,
player,201311030was,was,MorrAl00,pass_int,0,,,,,
player,201311030was,was,MorrAl00,pass_sacked,0,,,,,
player,201311030was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201311030was,was,MorrAl00,pass_long,0,,,,,
player,201311030was,was,MorrAl00,pass_rating,,,,,,
player,201311030was,was,MorrAl00,rush_att,25,,,,,
player,201311030was,was,MorrAl00,rush_yds,121,,,,,
player,201311030was,was,MorrAl00,rush_td,1,,,,,
player,201311030was,was,MorrAl00,rush_long,26,,,,,
player,201311030was,was,MorrAl00,targets,0,,,,,
player,201311030was,was,MorrAl00,rec,0,,,,,
player,201311030was,was,MorrAl00,rec_yds,0,,,,,
player,201311030was,was,MorrAl00,rec_td,0,,,,,
player,201311030was,was,MorrAl00,rec_long,0,,,,,
player,201311030was,was,MorrAl00,fumbles,0,,,,,
player,201311030was,was,MorrAl00,fumbles_lost,0,,,,,
player,201311030was,was,HeluRo00,pass_cmp,0,,,,,
player,201311030was,was,HeluRo00,pass_att,0,,,,,
player,201311030was,was,HeluRo00,pass_yds,0,,,,,
player,201311030was,was,HeluRo00,pass_td,0,,,,,
player,201311030was,was,HeluRo00,pass_int,0,,,,,
player,201311030was,was,HeluRo00,pass_sacked,0,,,,,
player,201311030was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201311030was,was,HeluRo00,pass_long,0,,,,,
player,201311030was,was,HeluRo00,pass_rating,,,,,,
player,201311030was,was,HeluRo00,rush_att,2,,,,,
player,201311030was,was,HeluRo00,rush_yds,23,,,,,
player,201311030was,was,HeluRo00,rush_td,0,,,,,
player,201311030was,was,HeluRo00,rush_long,21,,,,,
player,201311030was,was,HeluRo00,targets,1,,,,,
player,201311030was,was,HeluRo00,rec,1,,,,,
player,201311030was,was,HeluRo00,rec_yds,6,,,,,
player,201311030was,was,HeluRo00,rec_td,0,,,,,
player,201311030was,was,HeluRo00,rec_long,6,,,,,
player,201311030was,was,HeluRo00,fumbles,0,,,,,
player,201311030was,was,HeluRo00,fumbles_lost,0,,,,,
player,201311030was,was,ReedJo02,pass_cmp,0,,,,,
player,201311030was,was,ReedJo02,pass_att,0,,,,,
player,201311030was,was,ReedJo02,pass_yds,0,,,,,
player,201311030was,was,ReedJo02,pass_td,0,,,,,
player,201311030was,was,ReedJo02,pass_int,0,,,,,
player,201311030was,was,ReedJo02,pass_sacked,0,,,,,
player,201311030was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201311030was,was,ReedJo02,pass_long,0,,,,,
player,201311030was,was,ReedJo02,pass_rating,,,,,,
player,201311030was,was,ReedJo02,rush_att,1,,,,,
player,201311030was,was,ReedJo02,rush_yds,18,,,,,
player,201311030was,was,ReedJo02,rush_td,0,,,,,
player,201311030was,was,ReedJo02,rush_long,18,,,,,
player,201311030was,was,ReedJo02,targets,5,,,,,
player,201311030was,was,ReedJo02,rec,4,,,,,
player,201311030was,was,ReedJo02,rec_yds,37,,,,,
player,201311030was,was,ReedJo02,rec_td,0,,,,,
player,201311030was,was,ReedJo02,rec_long,14,,,,,
player,201311030was,was,ReedJo02,fumbles,0,,,,,
player,201311030was,was,ReedJo02,fumbles_lost,0,,,,,
player,201311030was,was,MossSa00,pass_cmp,0,,,,,
player,201311030was,was,MossSa00,pass_att,0,,,,,
player,201311030was,was,MossSa00,pass_yds,0,,,,,
player,201311030was,was,MossSa00,pass_td,0,,,,,
player,201311030was,was,MossSa00,pass_int,0,,,,,
player,201311030was,was,MossSa00,pass_sacked,0,,,,,
player,201311030was,was,MossSa00,pass_sacked_yds,0,,,,,
player,201311030was,was,MossSa00,pass_long,0,,,,,
player,201311030was,was,MossSa00,pass_rating,,,,,,
player,201311030was,was,MossSa00,rush_att,1,,,,,
player,201311030was,was,MossSa00,rush_yds,18,,,,,
player,201311030was,was,MossSa00,rush_td,0,,,,,
player,201311030was,was,MossSa00,rush_long,18,,,,,
player,201311030was,was,MossSa00,targets,2,,,,,
player,201311030was,was,MossSa00,rec,1,,,,,
player,201311030was,was,MossSa00,rec_yds,2,,,,,
player,201311030was,was,MossSa00,rec_td,0,,,,,
player,201311030was,was,MossSa00,rec_long,2,,,,,
player,201311030was,was,MossSa00,fumbles,0,,,,,
player,201311030was,was,MossSa00,fumbles_lost,0,,,,,
player,201311030was,was,YounDa01,pass_cmp,0,,,,,
player,201311030was,was,YounDa01,pass_att,0,,,,,
player,201311030was,was,YounDa01,pass_yds,0,,,,,
player,201311030was,was,YounDa01,pass_td,0,,,,,
player,201311030was,was,YounDa01,pass_int,0,,,,,
player,201311030was,was,YounDa01,pass_sacked,0,,,,,
player,201311030was,was,YounDa01,pass_sacked_yds,0,,,,,
player,201311030was,was,YounDa01,pass_long,0,,,,,
player,201311030was,was,YounDa01,pass_rating,,,,,,
player,201311030was,was,YounDa01,rush_att,5,,,,,
player,201311030was,was,YounDa01,rush_yds,12,,,,,
player,201311030was,was,YounDa01,rush_td,3,,,,,
player,201311030was,was,YounDa01,rush_long,4,,,,,
player,201311030was,was,YounDa01,targets,0,,,,,
player,201311030was,was,YounDa01,rec,0,,,,,
player,201311030was,was,YounDa01,rec_yds,0,,,,,
player,201311030was,was,YounDa01,rec_td,0,,,,,
player,201311030was,was,YounDa01,rec_long,0,,,,,
player,201311030was,was,YounDa01,fumbles,0,,,,,
player,201311030was,was,YounDa01,fumbles_lost,0,,,,,
player,201311030was,was,GarcPi00,pass_cmp,0,,,,,
player,201311030was,was,GarcPi00,pass_att,0,,,,,
player,201311030was,was,GarcPi00,pass_yds,0,,,,,
player,201311030was,was,GarcPi00,pass_td,0,,,,,
player,201311030was,was,GarcPi00,pass_int,0,,,,,
player,201311030was,was,GarcPi00,pass_sacked,0,,,,,
player,201311030was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201311030was,was,GarcPi00,pass_long,0,,,,,
player,201311030was,was,GarcPi00,pass_rating,,,,,,
player,201311030was,was,GarcPi00,rush_att,0,,,,,
player,201311030was,was,GarcPi00,rush_yds,0,,,,,
player,201311030was,was,GarcPi00,rush_td,0,,,,,
player,201311030was,was,GarcPi00,rush_long,0,,,,,
player,201311030was,was,GarcPi00,targets,11,,,,,
player,201311030was,was,GarcPi00,rec,7,,,,,
player,201311030was,was,GarcPi00,rec_yds,172,,,,,
player,201311030was,was,GarcPi00,rec_td,0,,,,,
player,201311030was,was,GarcPi00,rec_long,38,,,,,
player,201311030was,was,GarcPi00,fumbles,0,,,,,
player,201311030was,was,GarcPi00,fumbles_lost,0,,,,,
player,201311030was,was,HankLe00,pass_cmp,0,,,,,
player,201311030was,was,HankLe00,pass_att,0,,,,,
player,201311030was,was,HankLe00,pass_yds,0,,,,,
player,201311030was,was,HankLe00,pass_td,0,,,,,
player,201311030was,was,HankLe00,pass_int,0,,,,,
player,201311030was,was,HankLe00,pass_sacked,0,,,,,
player,201311030was,was,HankLe00,pass_sacked_yds,0,,,,,
player,201311030was,was,HankLe00,pass_long,0,,,,,
player,201311030was,was,HankLe00,pass_rating,,,,,,
player,201311030was,was,HankLe00,rush_att,0,,,,,
player,201311030was,was,HankLe00,rush_yds,0,,,,,
player,201311030was,was,HankLe00,rush_td,0,,,,,
player,201311030was,was,HankLe00,rush_long,0,,,,,
player,201311030was,was,HankLe00,targets,6,,,,,
player,201311030was,was,HankLe00,rec,5,,,,,
player,201311030was,was,HankLe00,rec_yds,55,,,,,
player,201311030was,was,HankLe00,rec_td,0,,,,,
player,201311030was,was,HankLe00,rec_long,23,,,,,
player,201311030was,was,HankLe00,fumbles,0,,,,,
player,201311030was,was,HankLe00,fumbles_lost,0,,,,,
player,201311030was,was,PaulLo00,pass_cmp,0,,,,,
player,201311030was,was,PaulLo00,pass_att,0,,,,,
player,201311030was,was,PaulLo00,pass_yds,0,,,,,
player,201311030was,was,PaulLo00,pass_td,0,,,,,
player,201311030was,was,PaulLo00,pass_int,0,,,,,
player,201311030was,was,PaulLo00,pass_sacked,0,,,,,
player,201311030was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201311030was,was,PaulLo00,pass_long,0,,,,,
player,201311030was,was,PaulLo00,pass_rating,,,,,,
player,201311030was,was,PaulLo00,rush_att,0,,,,,
player,201311030was,was,PaulLo00,rush_yds,0,,,,,
player,201311030was,was,PaulLo00,rush_td,0,,,,,
player,201311030was,was,PaulLo00,rush_long,0,,,,,
player,201311030was,was,PaulLo00,targets,3,,,,,
player,201311030was,was,PaulLo00,rec,3,,,,,
player,201311030was,was,PaulLo00,rec_yds,9,,,,,
player,201311030was,was,PaulLo00,rec_td,0,,,,,
player,201311030was,was,PaulLo00,rec_long,7,,,,,
player,201311030was,was,PaulLo00,fumbles,0,,,,,
player,201311030was,was,PaulLo00,fumbles_lost,0,,,,,
player,201311030was,was,PaulNi00,pass_cmp,0,,,,,
player,201311030was,was,PaulNi00,pass_att,0,,,,,
player,201311030was,was,PaulNi00,pass_yds,0,,,,,
player,201311030was,was,PaulNi00,pass_td,0,,,,,
player,201311030was,was,PaulNi00,pass_int,0,,,,,
player,201311030was,was,PaulNi00,pass_sacked,0,,,,,
player,201311030was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201311030was,was,PaulNi00,pass_long,0,,,,,
player,201311030was,was,PaulNi00,pass_rating,,,,,,
player,201311030was,was,PaulNi00,rush_att,0,,,,,
player,201311030was,was,PaulNi00,rush_yds,0,,,,,
player,201311030was,was,PaulNi00,rush_td,0,,,,,
player,201311030was,was,PaulNi00,rush_long,0,,,,,
player,201311030was,was,PaulNi00,targets,2,,,,,
player,201311030was,was,PaulNi00,rec,1,,,,,
player,201311030was,was,PaulNi00,rec_yds,6,,,,,
player,201311030was,was,PaulNi00,rec_td,0,,,,,
player,201311030was,was,PaulNi00,rec_long,6,,,,,
player,201311030was,was,PaulNi00,fumbles,0,,,,,
player,201311030was,was,PaulNi00,fumbles_lost,0,,,,,
player,201311030was,was,RobiAl00,pass_cmp,0,,,,,
player,201311030was,was,RobiAl00,pass_att,0,,,,,
player,201311030was,was,RobiAl00,pass_yds,0,,,,,
player,201311030was,was,RobiAl00,pass_td,0,,,,,
player,201311030was,was,RobiAl00,pass_int,0,,,,,
player,201311030was,was,RobiAl00,pass_sacked,0,,,,,
player,201311030was,was,RobiAl00,pass_sacked_yds,0,,,,,
player,201311030was,was,RobiAl00,pass_long,0,,,,,
player,201311030was,was,RobiAl00,pass_rating,,,,,,
player,201311030was,was,RobiAl00,rush_att,0,,,,,
player,201311030was,was,RobiAl00,rush_yds,0,,,,,
player,201311030was,was,RobiAl00,rush_td,0,,,,,
player,201311030was,was,RobiAl00,rush_long,0,,,,,
player,201311030was,was,RobiAl00,targets,1,,,,,
player,201311030was,was,RobiAl00,rec,1,,,,,
player,201311030was,was,RobiAl00,rec_yds,4,,,,,
player,201311030was,was,RobiAl00,rec_td,0,,,,,
player,201311030was,was,RobiAl00,rec_long,4,,,,,
player,201311030was,was,RobiAl00,fumbles,0,,,,,
player,201311030was,was,RobiAl00,fumbles_lost,0,,,,,
player,201311030was,was,MorgJo00,pass_cmp,0,,,,,
player,201311030was,was,MorgJo00,pass_att,0,,,,,
player,201311030was,was,MorgJo00,pass_yds,0,,,,,
player,201311030was,was,MorgJo00,pass_td,0,,,,,
player,201311030was,was,MorgJo00,pass_int,0,,,,,
player,201311030was,was,MorgJo00,pass_sacked,0,,,,,
player,201311030was,was,MorgJo00,pass_sacked_yds,0,,,,,
player,201311030was,was,MorgJo00,pass_long,0,,,,,
player,201311030was,was,MorgJo00,pass_rating,,,,,,
player,201311030was,was,MorgJo00,rush_att,0,,,,,
player,201311030was,was,MorgJo00,rush_yds,0,,,,,
player,201311030was,was,MorgJo00,rush_td,0,,,,,
player,201311030was,was,MorgJo00,rush_long,0,,,,,
player,201311030was,was,MorgJo00,targets,1,,,,,
player,201311030was,was,MorgJo00,rec,0,,,,,
player,201311030was,was,MorgJo00,rec_yds,0,,,,,
player,201311030was,was,MorgJo00,rec_td,0,,,,,
player,201311030was,was,MorgJo00,rec_long,0,,,,,
player,201311030was,was,MorgJo00,fumbles,0,,,,,
player,201311030was,was,MorgJo00,fumbles_lost,0,,,,,
player,201311030was,sdg,LissSe99,def_int,1,,,,,
player,201311030was,sdg,LissSe99,def_int_yds,0,,,,,
player,201311030was,sdg,LissSe99,def_int_td,1,,,,,
player,201311030was,sdg,LissSe99,def_int_long,0,,,,,
player,201311030was,sdg,LissSe99,pass_defended,1,,,,,
player,201311030was,sdg,LissSe99,sacks,0.0,,,,,
player,201311030was,sdg,LissSe99,tackles_combined,1,,,,,
player,201311030was,sdg,LissSe99,tackles_solo,1,,,,,
player,201311030was,sdg,LissSe99,tackles_assists,0,,,,,
player,201311030was,sdg,LissSe99,tackles_loss,0,,,,,
player,201311030was,sdg,LissSe99,qb_hits,0,,,,,
player,201311030was,sdg,LissSe99,fumbles_rec,0,,,,,
player,201311030was,sdg,LissSe99,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,LissSe99,fumbles_rec_td,0,,,,,
player,201311030was,sdg,LissSe99,fumbles_forced,0,,,,,
player,201311030was,sdg,WeddEr99,def_int,0,,,,,
player,201311030was,sdg,WeddEr99,def_int_yds,0,,,,,
player,201311030was,sdg,WeddEr99,def_int_td,0,,,,,
player,201311030was,sdg,WeddEr99,def_int_long,0,,,,,
player,201311030was,sdg,WeddEr99,pass_defended,0,,,,,
player,201311030was,sdg,WeddEr99,sacks,0.0,,,,,
player,201311030was,sdg,WeddEr99,tackles_combined,15,,,,,
player,201311030was,sdg,WeddEr99,tackles_solo,9,,,,,
player,201311030was,sdg,WeddEr99,tackles_assists,6,,,,,
player,201311030was,sdg,WeddEr99,tackles_loss,0,,,,,
player,201311030was,sdg,WeddEr99,qb_hits,0,,,,,
player,201311030was,sdg,WeddEr99,fumbles_rec,0,,,,,
player,201311030was,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201311030was,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201311030was,sdg,TeoxMa00,def_int,0,,,,,
player,201311030was,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201311030was,sdg,TeoxMa00,def_int_td,0,,,,,
player,201311030was,sdg,TeoxMa00,def_int_long,0,,,,,
player,201311030was,sdg,TeoxMa00,pass_defended,0,,,,,
player,201311030was,sdg,TeoxMa00,sacks,0.0,,,,,
player,201311030was,sdg,TeoxMa00,tackles_combined,9,,,,,
player,201311030was,sdg,TeoxMa00,tackles_solo,4,,,,,
player,201311030was,sdg,TeoxMa00,tackles_assists,5,,,,,
player,201311030was,sdg,TeoxMa00,tackles_loss,1,,,,,
player,201311030was,sdg,TeoxMa00,qb_hits,0,,,,,
player,201311030was,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201311030was,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201311030was,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201311030was,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201311030was,sdg,GachAn00,def_int,0,,,,,
player,201311030was,sdg,GachAn00,def_int_yds,0,,,,,
player,201311030was,sdg,GachAn00,def_int_td,0,,,,,
player,201311030was,sdg,GachAn00,def_int_long,0,,,,,
