game,2013,7,20131020,201310200was,chi,"Chicago Bears",41,was,"Washington Redskins",45
player,201310200was,chi,McCoJo01,rec_yds,0,,,,,
player,201310200was,chi,McCoJo01,rec_td,0,,,,,
player,201310200was,chi,McCoJo01,rec_long,0,,,,,
player,201310200was,chi,McCoJo01,fumbles,0,,,,,
player,201310200was,chi,McCoJo01,fumbles_lost,0,,,,,
player,201310200was,chi,CutlJa00,pass_cmp,3,,,,,
player,201310200was,chi,CutlJa00,pass_att,8,,,,,
player,201310200was,chi,CutlJa00,pass_yds,28,,,,,
player,201310200was,chi,CutlJa00,pass_td,0,,,,,
player,201310200was,chi,CutlJa00,pass_int,1,,,,,
player,201310200was,chi,CutlJa00,pass_sacked,1,,,,,
player,201310200was,chi,CutlJa00,pass_sacked_yds,6,,,,,
player,201310200was,chi,CutlJa00,pass_long,13,,,,,
player,201310200was,chi,CutlJa00,pass_rating,8.3,,,,,
player,201310200was,chi,CutlJa00,rush_att,0,,,,,
player,201310200was,chi,CutlJa00,rush_yds,0,,,,,
player,201310200was,chi,CutlJa00,rush_td,0,,,,,
player,201310200was,chi,CutlJa00,rush_long,0,,,,,
player,201310200was,chi,CutlJa00,targets,0,,,,,
player,201310200was,chi,CutlJa00,rec,0,,,,,
player,201310200was,chi,CutlJa00,rec_yds,0,,,,,
player,201310200was,chi,CutlJa00,rec_td,0,,,,,
player,201310200was,chi,CutlJa00,rec_long,0,,,,,
player,201310200was,chi,CutlJa00,fumbles,0,,,,,
player,201310200was,chi,CutlJa00,fumbles_lost,0,,,,,
player,201310200was,chi,FortMa00,pass_cmp,0,,,,,
player,201310200was,chi,FortMa00,pass_att,0,,,,,
player,201310200was,chi,FortMa00,pass_yds,0,,,,,
player,201310200was,chi,FortMa00,pass_td,0,,,,,
player,201310200was,chi,FortMa00,pass_int,0,,,,,
player,201310200was,chi,FortMa00,pass_sacked,0,,,,,
player,201310200was,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201310200was,chi,FortMa00,pass_long,0,,,,,
player,201310200was,chi,FortMa00,pass_rating,,,,,,
player,201310200was,chi,FortMa00,rush_att,16,,,,,
player,201310200was,chi,FortMa00,rush_yds,91,,,,,
player,201310200was,chi,FortMa00,rush_td,3,,,,,
player,201310200was,chi,FortMa00,rush_long,50,,,,,
player,201310200was,chi,FortMa00,targets,3,,,,,
player,201310200was,chi,FortMa00,rec,2,,,,,
player,201310200was,chi,FortMa00,rec_yds,18,,,,,
player,201310200was,chi,FortMa00,rec_td,0,,,,,
player,201310200was,chi,FortMa00,rec_long,11,,,,,
player,201310200was,chi,FortMa00,fumbles,0,,,,,
player,201310200was,chi,FortMa00,fumbles_lost,0,,,,,
player,201310200was,chi,JeffAl00,pass_cmp,0,,,,,
player,201310200was,chi,JeffAl00,pass_att,0,,,,,
player,201310200was,chi,JeffAl00,pass_yds,0,,,,,
player,201310200was,chi,JeffAl00,pass_td,0,,,,,
player,201310200was,chi,JeffAl00,pass_int,0,,,,,
player,201310200was,chi,JeffAl00,pass_sacked,0,,,,,
player,201310200was,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201310200was,chi,JeffAl00,pass_long,0,,,,,
player,201310200was,chi,JeffAl00,pass_rating,,,,,,
player,201310200was,chi,JeffAl00,rush_att,2,,,,,
player,201310200was,chi,JeffAl00,rush_yds,16,,,,,
player,201310200was,chi,JeffAl00,rush_td,0,,,,,
player,201310200was,chi,JeffAl00,rush_long,11,,,,,
player,201310200was,chi,JeffAl00,targets,7,,,,,
player,201310200was,chi,JeffAl00,rec,4,,,,,
player,201310200was,chi,JeffAl00,rec_yds,105,,,,,
player,201310200was,chi,JeffAl00,rec_td,0,,,,,
player,201310200was,chi,JeffAl00,rec_long,35,,,,,
player,201310200was,chi,JeffAl00,fumbles,0,,,,,
player,201310200was,chi,JeffAl00,fumbles_lost,0,,,,,
player,201310200was,chi,MarsBr00,pass_cmp,0,,,,,
player,201310200was,chi,MarsBr00,pass_att,0,,,,,
player,201310200was,chi,MarsBr00,pass_yds,0,,,,,
player,201310200was,chi,MarsBr00,pass_td,0,,,,,
player,201310200was,chi,MarsBr00,pass_int,0,,,,,
player,201310200was,chi,MarsBr00,pass_sacked,0,,,,,
player,201310200was,chi,MarsBr00,pass_sacked_yds,0,,,,,
player,201310200was,chi,MarsBr00,pass_long,0,,,,,
player,201310200was,chi,MarsBr00,pass_rating,,,,,,
player,201310200was,chi,MarsBr00,rush_att,0,,,,,
player,201310200was,chi,MarsBr00,rush_yds,0,,,,,
player,201310200was,chi,MarsBr00,rush_td,0,,,,,
player,201310200was,chi,MarsBr00,rush_long,0,,,,,
player,201310200was,chi,MarsBr00,targets,10,,,,,
player,201310200was,chi,MarsBr00,rec,6,,,,,
player,201310200was,chi,MarsBr00,rec_yds,75,,,,,
player,201310200was,chi,MarsBr00,rec_td,0,,,,,
player,201310200was,chi,MarsBr00,rec_long,28,,,,,
player,201310200was,chi,MarsBr00,fumbles,0,,,,,
player,201310200was,chi,MarsBr00,fumbles_lost,0,,,,,
player,201310200was,chi,BennEa00,pass_cmp,0,,,,,
player,201310200was,chi,BennEa00,pass_att,0,,,,,
player,201310200was,chi,BennEa00,pass_yds,0,,,,,
player,201310200was,chi,BennEa00,pass_td,0,,,,,
player,201310200was,chi,BennEa00,pass_int,0,,,,,
player,201310200was,chi,BennEa00,pass_sacked,0,,,,,
player,201310200was,chi,BennEa00,pass_sacked_yds,0,,,,,
player,201310200was,chi,BennEa00,pass_long,0,,,,,
player,201310200was,chi,BennEa00,pass_rating,,,,,,
player,201310200was,chi,BennEa00,rush_att,0,,,,,
player,201310200was,chi,BennEa00,rush_yds,0,,,,,
player,201310200was,chi,BennEa00,rush_td,0,,,,,
player,201310200was,chi,BennEa00,rush_long,0,,,,,
player,201310200was,chi,BennEa00,targets,4,,,,,
player,201310200was,chi,BennEa00,rec,3,,,,,
player,201310200was,chi,BennEa00,rec_yds,24,,,,,
player,201310200was,chi,BennEa00,rec_td,0,,,,,
player,201310200was,chi,BennEa00,rec_long,9,,,,,
player,201310200was,chi,BennEa00,fumbles,0,,,,,
player,201310200was,chi,BennEa00,fumbles_lost,0,,,,,
player,201310200was,chi,BennMa00,pass_cmp,0,,,,,
player,201310200was,chi,BennMa00,pass_att,0,,,,,
player,201310200was,chi,BennMa00,pass_yds,0,,,,,
player,201310200was,chi,BennMa00,pass_td,0,,,,,
player,201310200was,chi,BennMa00,pass_int,0,,,,,
player,201310200was,chi,BennMa00,pass_sacked,0,,,,,
player,201310200was,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201310200was,chi,BennMa00,pass_long,0,,,,,
player,201310200was,chi,BennMa00,pass_rating,,,,,,
player,201310200was,chi,BennMa00,rush_att,0,,,,,
player,201310200was,chi,BennMa00,rush_yds,0,,,,,
player,201310200was,chi,BennMa00,rush_td,0,,,,,
player,201310200was,chi,BennMa00,rush_long,0,,,,,
player,201310200was,chi,BennMa00,targets,3,,,,,
player,201310200was,chi,BennMa00,rec,1,,,,,
player,201310200was,chi,BennMa00,rec_yds,7,,,,,
player,201310200was,chi,BennMa00,rec_td,1,,,,,
player,201310200was,chi,BennMa00,rec_long,7,,,,,
player,201310200was,chi,BennMa00,fumbles,0,,,,,
player,201310200was,chi,BennMa00,fumbles_lost,0,,,,,
player,201310200was,chi,WilsMa02,pass_cmp,0,,,,,
player,201310200was,chi,WilsMa02,pass_att,0,,,,,
player,201310200was,chi,WilsMa02,pass_yds,0,,,,,
player,201310200was,chi,WilsMa02,pass_td,0,,,,,
player,201310200was,chi,WilsMa02,pass_int,0,,,,,
player,201310200was,chi,WilsMa02,pass_sacked,0,,,,,
player,201310200was,chi,WilsMa02,pass_sacked_yds,0,,,,,
player,201310200was,chi,WilsMa02,pass_long,0,,,,,
player,201310200was,chi,WilsMa02,pass_rating,,,,,,
player,201310200was,chi,WilsMa02,rush_att,0,,,,,
player,201310200was,chi,WilsMa02,rush_yds,0,,,,,
player,201310200was,chi,WilsMa02,rush_td,0,,,,,
player,201310200was,chi,WilsMa02,rush_long,0,,,,,
player,201310200was,chi,WilsMa02,targets,1,,,,,
player,201310200was,chi,WilsMa02,rec,1,,,,,
player,201310200was,chi,WilsMa02,rec_yds,3,,,,,
player,201310200was,chi,WilsMa02,rec_td,0,,,,,
player,201310200was,chi,WilsMa02,rec_long,3,,,,,
player,201310200was,chi,WilsMa02,fumbles,0,,,,,
player,201310200was,chi,WilsMa02,fumbles_lost,0,,,,,
player,201310200was,was,GrifRo01,pass_cmp,18,,,,,
player,201310200was,was,GrifRo01,pass_att,29,,,,,
player,201310200was,was,GrifRo01,pass_yds,298,,,,,
player,201310200was,was,GrifRo01,pass_td,2,,,,,
player,201310200was,was,GrifRo01,pass_int,1,,,,,
player,201310200was,was,GrifRo01,pass_sacked,1,,,,,
player,201310200was,was,GrifRo01,pass_sacked_yds,8,,,,,
player,201310200was,was,GrifRo01,pass_long,45,,,,,
player,201310200was,was,GrifRo01,pass_rating,105.2,,,,,
player,201310200was,was,GrifRo01,rush_att,11,,,,,
player,201310200was,was,GrifRo01,rush_yds,84,,,,,
player,201310200was,was,GrifRo01,rush_td,0,,,,,
player,201310200was,was,GrifRo01,rush_long,23,,,,,
player,201310200was,was,GrifRo01,targets,0,,,,,
player,201310200was,was,GrifRo01,rec,0,,,,,
player,201310200was,was,GrifRo01,rec_yds,0,,,,,
player,201310200was,was,GrifRo01,rec_td,0,,,,,
player,201310200was,was,GrifRo01,rec_long,0,,,,,
player,201310200was,was,GrifRo01,fumbles,1,,,,,
player,201310200was,was,GrifRo01,fumbles_lost,0,,,,,
player,201310200was,was,MorrAl00,pass_cmp,0,,,,,
player,201310200was,was,MorrAl00,pass_att,0,,,,,
player,201310200was,was,MorrAl00,pass_yds,0,,,,,
player,201310200was,was,MorrAl00,pass_td,0,,,,,
player,201310200was,was,MorrAl00,pass_int,0,,,,,
player,201310200was,was,MorrAl00,pass_sacked,0,,,,,
player,201310200was,was,MorrAl00,pass_sacked_yds,0,,,,,
player,201310200was,was,MorrAl00,pass_long,0,,,,,
player,201310200was,was,MorrAl00,pass_rating,,,,,,
player,201310200was,was,MorrAl00,rush_att,19,,,,,
player,201310200was,was,MorrAl00,rush_yds,95,,,,,
player,201310200was,was,MorrAl00,rush_td,0,,,,,
player,201310200was,was,MorrAl00,rush_long,21,,,,,
player,201310200was,was,MorrAl00,targets,0,,,,,
player,201310200was,was,MorrAl00,rec,0,,,,,
player,201310200was,was,MorrAl00,rec_yds,0,,,,,
player,201310200was,was,MorrAl00,rec_td,0,,,,,
player,201310200was,was,MorrAl00,rec_long,0,,,,,
player,201310200was,was,MorrAl00,fumbles,0,,,,,
player,201310200was,was,MorrAl00,fumbles_lost,0,,,,,
player,201310200was,was,HeluRo00,pass_cmp,0,,,,,
player,201310200was,was,HeluRo00,pass_att,0,,,,,
player,201310200was,was,HeluRo00,pass_yds,0,,,,,
player,201310200was,was,HeluRo00,pass_td,0,,,,,
player,201310200was,was,HeluRo00,pass_int,0,,,,,
player,201310200was,was,HeluRo00,pass_sacked,0,,,,,
player,201310200was,was,HeluRo00,pass_sacked_yds,0,,,,,
player,201310200was,was,HeluRo00,pass_long,0,,,,,
player,201310200was,was,HeluRo00,pass_rating,,,,,,
player,201310200was,was,HeluRo00,rush_att,11,,,,,
player,201310200was,was,HeluRo00,rush_yds,41,,,,,
player,201310200was,was,HeluRo00,rush_td,3,,,,,
player,201310200was,was,HeluRo00,rush_long,14,,,,,
player,201310200was,was,HeluRo00,targets,2,,,,,
player,201310200was,was,HeluRo00,rec,1,,,,,
player,201310200was,was,HeluRo00,rec_yds,5,,,,,
player,201310200was,was,HeluRo00,rec_td,0,,,,,
player,201310200was,was,HeluRo00,rec_long,5,,,,,
player,201310200was,was,HeluRo00,fumbles,0,,,,,
player,201310200was,was,HeluRo00,fumbles_lost,0,,,,,
player,201310200was,was,ReedJo02,pass_cmp,0,,,,,
player,201310200was,was,ReedJo02,pass_att,0,,,,,
player,201310200was,was,ReedJo02,pass_yds,0,,,,,
player,201310200was,was,ReedJo02,pass_td,0,,,,,
player,201310200was,was,ReedJo02,pass_int,0,,,,,
player,201310200was,was,ReedJo02,pass_sacked,0,,,,,
player,201310200was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201310200was,was,ReedJo02,pass_long,0,,,,,
player,201310200was,was,ReedJo02,pass_rating,,,,,,
player,201310200was,was,ReedJo02,rush_att,0,,,,,
player,201310200was,was,ReedJo02,rush_yds,0,,,,,
player,201310200was,was,ReedJo02,rush_td,0,,,,,
player,201310200was,was,ReedJo02,rush_long,0,,,,,
player,201310200was,was,ReedJo02,targets,9,,,,,
player,201310200was,was,ReedJo02,rec,9,,,,,
player,201310200was,was,ReedJo02,rec_yds,134,,,,,
player,201310200was,was,ReedJo02,rec_td,1,,,,,
player,201310200was,was,ReedJo02,rec_long,38,,,,,
player,201310200was,was,ReedJo02,fumbles,0,,,,,
player,201310200was,was,ReedJo02,fumbles_lost,0,,,,,
player,201310200was,was,GarcPi00,pass_cmp,0,,,,,
player,201310200was,was,GarcPi00,pass_att,0,,,,,
player,201310200was,was,GarcPi00,pass_yds,0,,,,,
player,201310200was,was,GarcPi00,pass_td,0,,,,,
player,201310200was,was,GarcPi00,pass_int,0,,,,,
player,201310200was,was,GarcPi00,pass_sacked,0,,,,,
player,201310200was,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201310200was,was,GarcPi00,pass_long,0,,,,,
player,201310200was,was,GarcPi00,pass_rating,,,,,,
player,201310200was,was,GarcPi00,rush_att,0,,,,,
player,201310200was,was,GarcPi00,rush_yds,0,,,,,
player,201310200was,was,GarcPi00,rush_td,0,,,,,
player,201310200was,was,GarcPi00,rush_long,0,,,,,
player,201310200was,was,GarcPi00,targets,8,,,,,
player,201310200was,was,GarcPi00,rec,5,,,,,
player,201310200was,was,GarcPi00,rec_yds,58,,,,,
player,201310200was,was,GarcPi00,rec_td,0,,,,,
player,201310200was,was,GarcPi00,rec_long,19,,,,,
player,201310200was,was,GarcPi00,fumbles,0,,,,,
player,201310200was,was,GarcPi00,fumbles_lost,0,,,,,
player,201310200was,was,HankLe00,pass_cmp,0,,,,,
player,201310200was,was,HankLe00,pass_att,0,,,,,
player,201310200was,was,HankLe00,pass_yds,0,,,,,
player,201310200was,was,HankLe00,pass_td,0,,,,,
player,201310200was,was,HankLe00,pass_int,0,,,,,
player,201310200was,was,HankLe00,pass_sacked,0,,,,,
player,201310200was,was,HankLe00,pass_sacked_yds,0,,,,,
player,201310200was,was,HankLe00,pass_long,0,,,,,
player,201310200was,was,HankLe00,pass_rating,,,,,,
player,201310200was,was,HankLe00,rush_att,0,,,,,
player,201310200was,was,HankLe00,rush_yds,0,,,,,
player,201310200was,was,HankLe00,rush_td,0,,,,,
player,201310200was,was,HankLe00,rush_long,0,,,,,
player,201310200was,was,HankLe00,targets,5,,,,,
player,201310200was,was,HankLe00,rec,1,,,,,
player,201310200was,was,HankLe00,rec_yds,26,,,,,
player,201310200was,was,HankLe00,rec_td,0,,,,,
player,201310200was,was,HankLe00,rec_long,26,,,,,
player,201310200was,was,HankLe00,fumbles,0,,,,,
player,201310200was,was,HankLe00,fumbles_lost,0,,,,,
player,201310200was,was,PaulLo00,pass_cmp,0,,,,,
player,201310200was,was,PaulLo00,pass_att,0,,,,,
player,201310200was,was,PaulLo00,pass_yds,0,,,,,
player,201310200was,was,PaulLo00,pass_td,0,,,,,
player,201310200was,was,PaulLo00,pass_int,0,,,,,
player,201310200was,was,PaulLo00,pass_sacked,0,,,,,
player,201310200was,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201310200was,was,PaulLo00,pass_long,0,,,,,
player,201310200was,was,PaulLo00,pass_rating,,,,,,
player,201310200was,was,PaulLo00,rush_att,0,,,,,
player,201310200was,was,PaulLo00,rush_yds,0,,,,,
player,201310200was,was,PaulLo00,rush_td,0,,,,,
player,201310200was,was,PaulLo00,rush_long,0,,,,,
player,201310200was,was,PaulLo00,targets,1,,,,,
player,201310200was,was,PaulLo00,rec,0,,,,,
player,201310200was,was,PaulLo00,rec_yds,0,,,,,
player,201310200was,was,PaulLo00,rec_td,0,,,,,
player,201310200was,was,PaulLo00,rec_long,0,,,,,
player,201310200was,was,PaulLo00,fumbles,0,,,,,
player,201310200was,was,PaulLo00,fumbles_lost,0,,,,,
player,201310200was,was,MossSa00,pass_cmp,0,,,,,
player,201310200was,was,MossSa00,pass_att,0,,,,,
player,201310200was,was,MossSa00,pass_yds,0,,,,,
player,201310200was,was,MossSa00,pass_td,0,,,,,
player,201310200was,was,MossSa00,pass_int,0,,,,,
player,201310200was,was,MossSa00,pass_sacked,0,,,,,
player,201310200was,was,MossSa00,pass_sacked_yds,0,,,,,
player,201310200was,was,MossSa00,pass_long,0,,,,,
player,201310200was,was,MossSa00,pass_rating,,,,,,
player,201310200was,was,MossSa00,rush_att,0,,,,,
player,201310200was,was,MossSa00,rush_yds,0,,,,,
player,201310200was,was,MossSa00,rush_td,0,,,,,
player,201310200was,was,MossSa00,rush_long,0,,,,,
player,201310200was,was,MossSa00,targets,2,,,,,
player,201310200was,was,MossSa00,rec,0,,,,,
player,201310200was,was,MossSa00,rec_yds,0,,,,,
player,201310200was,was,MossSa00,rec_td,0,,,,,
player,201310200was,was,MossSa00,rec_long,0,,,,,
player,201310200was,was,MossSa00,fumbles,0,,,,,
player,201310200was,was,MossSa00,fumbles_lost,0,,,,,
player,201310200was,was,YounDa01,pass_cmp,0,,,,,
player,201310200was,was,YounDa01,pass_att,0,,,,,
player,201310200was,was,YounDa01,pass_yds,0,,,,,
player,201310200was,was,YounDa01,pass_td,0,,,,,
player,201310200was,was,YounDa01,pass_int,0,,,,,
player,201310200was,was,YounDa01,pass_sacked,0,,,,,
player,201310200was,was,YounDa01,pass_sacked_yds,0,,,,,
player,201310200was,was,YounDa01,pass_long,0,,,,,
player,201310200was,was,YounDa01,pass_rating,,,,,,
player,201310200was,was,YounDa01,rush_att,1,,,,,
player,201310200was,was,YounDa01,rush_yds,0,,,,,
player,201310200was,was,YounDa01,rush_td,0,,,,,
player,201310200was,was,YounDa01,rush_long,0,,,,,
player,201310200was,was,YounDa01,targets,0,,,,,
player,201310200was,was,YounDa01,rec,0,,,,,
player,201310200was,was,YounDa01,rec_yds,0,,,,,
player,201310200was,was,YounDa01,rec_td,0,,,,,
player,201310200was,was,YounDa01,rec_long,0,,,,,
player,201310200was,was,YounDa01,fumbles,0,,,,,
player,201310200was,was,YounDa01,fumbles_lost,0,,,,,
player,201310200was,was,RobiAl00,pass_cmp,0,,,,,
player,201310200was,was,RobiAl00,pass_att,0,,,,,
player,201310200was,was,RobiAl00,pass_yds,0,,,,,
player,201310200was,was,RobiAl00,pass_td,0,,,,,
player,201310200was,was,RobiAl00,pass_int,0,,,,,
player,201310200was,was,RobiAl00,pass_sacked,0,,,,,
player,201310200was,was,RobiAl00,pass_sacked_yds,0,,,,,
player,201310200was,was,RobiAl00,pass_long,0,,,,,
player,201310200was,was,RobiAl00,pass_rating,,,,,,
player,201310200was,was,RobiAl00,rush_att,1,,,,,
player,201310200was,was,RobiAl00,rush_yds,-11,,,,,
player,201310200was,was,RobiAl00,rush_td,0,,,,,
player,201310200was,was,RobiAl00,rush_long,-11,,,,,
player,201310200was,was,RobiAl00,targets,2,,,,,
player,201310200was,was,RobiAl00,rec,2,,,,,
player,201310200was,was,RobiAl00,rec_yds,75,,,,,
player,201310200was,was,RobiAl00,rec_td,1,,,,,
player,201310200was,was,RobiAl00,rec_long,45,,,,,
player,201310200was,was,RobiAl00,fumbles,0,,,,,
player,201310200was,was,RobiAl00,fumbles_lost,0,,,,,
player,201310200was,chi,TillCh20,def_int,1,,,,,
player,201310200was,chi,TillCh20,def_int_yds,28,,,,,
player,201310200was,chi,TillCh20,def_int_td,0,,,,,
player,201310200was,chi,TillCh20,def_int_long,28,,,,,
player,201310200was,chi,TillCh20,pass_defended,2,,,,,
player,201310200was,chi,TillCh20,sacks,0.0,,,,,
player,201310200was,chi,TillCh20,tackles_combined,8,,,,,
player,201310200was,chi,TillCh20,tackles_solo,6,,,,,
player,201310200was,chi,TillCh20,tackles_assists,2,,,,,
player,201310200was,chi,TillCh20,tackles_loss,0,,,,,
player,201310200was,chi,TillCh20,qb_hits,0,,,,,
player,201310200was,chi,TillCh20,fumbles_rec,0,,,,,
player,201310200was,chi,TillCh20,fumbles_rec_yds,0,,,,,
player,201310200was,chi,TillCh20,fumbles_rec_td,0,,,,,
player,201310200was,chi,TillCh20,fumbles_forced,0,,,,,
player,201310200was,chi,AndeJa21,def_int,0,,,,,
player,201310200was,chi,AndeJa21,def_int_yds,0,,,,,
player,201310200was,chi,AndeJa21,def_int_td,0,,,,,
player,201310200was,chi,AndeJa21,def_int_long,0,,,,,
player,201310200was,chi,AndeJa21,pass_defended,0,,,,,
player,201310200was,chi,AndeJa21,sacks,1.0,,,,,
player,201310200was,chi,AndeJa21,tackles_combined,8,,,,,
player,201310200was,chi,AndeJa21,tackles_solo,6,,,,,
player,201310200was,chi,AndeJa21,tackles_assists,2,,,,,
player,201310200was,chi,AndeJa21,tackles_loss,2,,,,,
player,201310200was,chi,AndeJa21,qb_hits,1,,,,,
player,201310200was,chi,AndeJa21,fumbles_rec,0,,,,,
player,201310200was,chi,AndeJa21,fumbles_rec_yds,0,,,,,
player,201310200was,chi,AndeJa21,fumbles_rec_td,0,,,,,
player,201310200was,chi,AndeJa21,fumbles_forced,0,,,,,
player,201310200was,chi,BostJo00,def_int,0,,,,,
player,201310200was,chi,BostJo00,def_int_yds,0,,,,,
player,201310200was,chi,BostJo00,def_int_td,0,,,,,
player,201310200was,chi,BostJo00,def_int_long,0,,,,,
player,201310200was,chi,BostJo00,pass_defended,0,,,,,
player,201310200was,chi,BostJo00,sacks,0.0,,,,,
player,201310200was,chi,BostJo00,tackles_combined,8,,,,,
player,201310200was,chi,BostJo00,tackles_solo,6,,,,,
player,201310200was,chi,BostJo00,tackles_assists,2,,,,,
player,201310200was,chi,BostJo00,tackles_loss,0,,,,,
player,201310200was,chi,BostJo00,qb_hits,0,,,,,
player,201310200was,chi,BostJo00,fumbles_rec,0,,,,,
player,201310200was,chi,BostJo00,fumbles_rec_yds,0,,,,,
player,201310200was,chi,BostJo00,fumbles_rec_td,0,,,,,
player,201310200was,chi,BostJo00,fumbles_forced,0,,,,,
player,201310200was,chi,BrigLa99,def_int,0,,,,,
player,201310200was,chi,BrigLa99,def_int_yds,0,,,,,
player,201310200was,chi,BrigLa99,def_int_td,0,,,,,
player,201310200was,chi,BrigLa99,def_int_long,0,,,,,
player,201310200was,chi,BrigLa99,pass_defended,2,,,,,
player,201310200was,chi,BrigLa99,sacks,0.0,,,,,
player,201310200was,chi,BrigLa99,tackles_combined,8,,,,,
player,201310200was,chi,BrigLa99,tackles_solo,5,,,,,
player,201310200was,chi,BrigLa99,tackles_assists,3,,,,,
player,201310200was,chi,BrigLa99,tackles_loss,1,,,,,
player,201310200was,chi,BrigLa99,qb_hits,0,,,,,
player,201310200was,chi,BrigLa99,fumbles_rec,0,,,,,
player,201310200was,chi,BrigLa99,fumbles_rec_yds,0,,,,,
player,201310200was,chi,BrigLa99,fumbles_rec_td,0,,,,,
player,201310200was,chi,BrigLa99,fumbles_forced,0,,,,,
player,201310200was,chi,ContCh00,def_int,0,,,,,
player,201310200was,chi,ContCh00,def_int_yds,0,,,,,
player,201310200was,chi,ContCh00,def_int_td,0,,,,,
player,201310200was,chi,ContCh00,def_int_long,0,,,,,
player,201310200was,chi,ContCh00,pass_defended,0,,,,,
player,201310200was,chi,ContCh00,sacks,0.0,,,,,
player,201310200was,chi,ContCh00,tackles_combined,8,,,,,
player,201310200was,chi,ContCh00,tackles_solo,4,,,,,
player,201310200was,chi,ContCh00,tackles_assists,4,,,,,
player,201310200was,chi,ContCh00,tackles_loss,0,,,,,
player,201310200was,chi,ContCh00,qb_hits,0,,,,,
player,201310200was,chi,ContCh00,fumbles_rec,0,,,,,
player,201310200was,chi,ContCh00,fumbles_rec_yds,0,,,,,
player,201310200was,chi,ContCh00,fumbles_rec_td,0,,,,,
player,201310200was,chi,ContCh00,fumbles_forced,0,,,,,
player,201310200was,chi,WrigMa99,def_int,0,,,,,
player,201310200was,chi,WrigMa99,def_int_yds,0,,,,,
player,201310200was,chi,WrigMa99,def_int_td,0,,,,,
player,201310200was,chi,WrigMa99,def_int_long,0,,,,,
player,201310200was,chi,WrigMa99,pass_defended,0,,,,,
player,201310200was,chi,WrigMa99,sacks,0.0,,,,,
player,201310200was,chi,WrigMa99,tackles_combined,8,,,,,
player,201310200was,chi,WrigMa99,tackles_solo,5,,,,,
player,201310200was,chi,WrigMa99,tackles_assists,3,,,,,
player,201310200was,chi,WrigMa99,tackles_loss,0,,,,,
player,201310200was,chi,WrigMa99,qb_hits,0,,,,,
player,201310200was,chi,WrigMa99,fumbles_rec,0,,,,,
player,201310200was,chi,WrigMa99,fumbles_rec_yds,0,,,,,
player,201310200was,chi,WrigMa99,fumbles_rec_td,0,,,,,
player,201310200was,chi,WrigMa99,fumbles_forced,0,,,,,
player,201310200was,chi,PeppJu99,def_int,0,,,,,
player,201310200was,chi,PeppJu99,def_int_yds,0,,,,,
player,201310200was,chi,PeppJu99,def_int_td,0,,,,,
player,201310200was,chi,PeppJu99,def_int_long,0,,,,,
