game,2013,7,20131021,201310210nyg,min,"Minnesota Vikings",7,nyg,"New York Giants",23
player,201310210nyg,min,PattCo00,pass_td,0,,,,,
player,201310210nyg,min,PattCo00,pass_int,0,,,,,
player,201310210nyg,min,PattCo00,pass_sacked,0,,,,,
player,201310210nyg,min,PattCo00,pass_sacked_yds,0,,,,,
player,201310210nyg,min,PattCo00,pass_long,0,,,,,
player,201310210nyg,min,PattCo00,pass_rating,,,,,,
player,201310210nyg,min,PattCo00,rush_att,1,,,,,
player,201310210nyg,min,PattCo00,rush_yds,2,,,,,
player,201310210nyg,min,PattCo00,rush_td,0,,,,,
player,201310210nyg,min,PattCo00,rush_long,2,,,,,
player,201310210nyg,min,PattCo00,targets,6,,,,,
player,201310210nyg,min,PattCo00,rec,3,,,,,
player,201310210nyg,min,PattCo00,rec_yds,22,,,,,
player,201310210nyg,min,PattCo00,rec_td,0,,,,,
player,201310210nyg,min,PattCo00,rec_long,15,,,,,
player,201310210nyg,min,PattCo00,fumbles,0,,,,,
player,201310210nyg,min,PattCo00,fumbles_lost,0,,,,,
player,201310210nyg,min,JennGr00,pass_cmp,0,,,,,
player,201310210nyg,min,JennGr00,pass_att,0,,,,,
player,201310210nyg,min,JennGr00,pass_yds,0,,,,,
player,201310210nyg,min,JennGr00,pass_td,0,,,,,
player,201310210nyg,min,JennGr00,pass_int,0,,,,,
player,201310210nyg,min,JennGr00,pass_sacked,0,,,,,
player,201310210nyg,min,JennGr00,pass_sacked_yds,0,,,,,
player,201310210nyg,min,JennGr00,pass_long,0,,,,,
player,201310210nyg,min,JennGr00,pass_rating,,,,,,
player,201310210nyg,min,JennGr00,rush_att,0,,,,,
player,201310210nyg,min,JennGr00,rush_yds,0,,,,,
player,201310210nyg,min,JennGr00,rush_td,0,,,,,
player,201310210nyg,min,JennGr00,rush_long,0,,,,,
player,201310210nyg,min,JennGr00,targets,10,,,,,
player,201310210nyg,min,JennGr00,rec,4,,,,,
player,201310210nyg,min,JennGr00,rec_yds,41,,,,,
player,201310210nyg,min,JennGr00,rec_td,0,,,,,
player,201310210nyg,min,JennGr00,rec_long,12,,,,,
player,201310210nyg,min,JennGr00,fumbles,0,,,,,
player,201310210nyg,min,JennGr00,fumbles_lost,0,,,,,
player,201310210nyg,min,SimpJe00,pass_cmp,0,,,,,
player,201310210nyg,min,SimpJe00,pass_att,0,,,,,
player,201310210nyg,min,SimpJe00,pass_yds,0,,,,,
player,201310210nyg,min,SimpJe00,pass_td,0,,,,,
player,201310210nyg,min,SimpJe00,pass_int,0,,,,,
player,201310210nyg,min,SimpJe00,pass_sacked,0,,,,,
player,201310210nyg,min,SimpJe00,pass_sacked_yds,0,,,,,
player,201310210nyg,min,SimpJe00,pass_long,0,,,,,
player,201310210nyg,min,SimpJe00,pass_rating,,,,,,
player,201310210nyg,min,SimpJe00,rush_att,0,,,,,
player,201310210nyg,min,SimpJe00,rush_yds,0,,,,,
player,201310210nyg,min,SimpJe00,rush_td,0,,,,,
player,201310210nyg,min,SimpJe00,rush_long,0,,,,,
player,201310210nyg,min,SimpJe00,targets,9,,,,,
player,201310210nyg,min,SimpJe00,rec,3,,,,,
player,201310210nyg,min,SimpJe00,rec_yds,32,,,,,
player,201310210nyg,min,SimpJe00,rec_td,0,,,,,
player,201310210nyg,min,SimpJe00,rec_long,18,,,,,
player,201310210nyg,min,SimpJe00,fumbles,0,,,,,
player,201310210nyg,min,SimpJe00,fumbles_lost,0,,,,,
player,201310210nyg,min,RudoKy00,pass_cmp,0,,,,,
player,201310210nyg,min,RudoKy00,pass_att,0,,,,,
player,201310210nyg,min,RudoKy00,pass_yds,0,,,,,
player,201310210nyg,min,RudoKy00,pass_td,0,,,,,
player,201310210nyg,min,RudoKy00,pass_int,0,,,,,
player,201310210nyg,min,RudoKy00,pass_sacked,0,,,,,
player,201310210nyg,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201310210nyg,min,RudoKy00,pass_long,0,,,,,
player,201310210nyg,min,RudoKy00,pass_rating,,,,,,
player,201310210nyg,min,RudoKy00,rush_att,0,,,,,
player,201310210nyg,min,RudoKy00,rush_yds,0,,,,,
player,201310210nyg,min,RudoKy00,rush_td,0,,,,,
player,201310210nyg,min,RudoKy00,rush_long,0,,,,,
player,201310210nyg,min,RudoKy00,targets,9,,,,,
player,201310210nyg,min,RudoKy00,rec,3,,,,,
player,201310210nyg,min,RudoKy00,rec_yds,27,,,,,
player,201310210nyg,min,RudoKy00,rec_td,0,,,,,
player,201310210nyg,min,RudoKy00,rec_long,21,,,,,
player,201310210nyg,min,RudoKy00,fumbles,0,,,,,
player,201310210nyg,min,RudoKy00,fumbles_lost,0,,,,,
player,201310210nyg,min,GerhTo00,pass_cmp,0,,,,,
player,201310210nyg,min,GerhTo00,pass_att,0,,,,,
player,201310210nyg,min,GerhTo00,pass_yds,0,,,,,
player,201310210nyg,min,GerhTo00,pass_td,0,,,,,
player,201310210nyg,min,GerhTo00,pass_int,0,,,,,
player,201310210nyg,min,GerhTo00,pass_sacked,0,,,,,
player,201310210nyg,min,GerhTo00,pass_sacked_yds,0,,,,,
player,201310210nyg,min,GerhTo00,pass_long,0,,,,,
player,201310210nyg,min,GerhTo00,pass_rating,,,,,,
player,201310210nyg,min,GerhTo00,rush_att,0,,,,,
player,201310210nyg,min,GerhTo00,rush_yds,0,,,,,
player,201310210nyg,min,GerhTo00,rush_td,0,,,,,
player,201310210nyg,min,GerhTo00,rush_long,0,,,,,
player,201310210nyg,min,GerhTo00,targets,3,,,,,
player,201310210nyg,min,GerhTo00,rec,2,,,,,
player,201310210nyg,min,GerhTo00,rec_yds,17,,,,,
player,201310210nyg,min,GerhTo00,rec_td,0,,,,,
player,201310210nyg,min,GerhTo00,rec_long,11,,,,,
player,201310210nyg,min,GerhTo00,fumbles,0,,,,,
player,201310210nyg,min,GerhTo00,fumbles_lost,0,,,,,
player,201310210nyg,min,WrigJa02,pass_cmp,0,,,,,
player,201310210nyg,min,WrigJa02,pass_att,0,,,,,
player,201310210nyg,min,WrigJa02,pass_yds,0,,,,,
player,201310210nyg,min,WrigJa02,pass_td,0,,,,,
player,201310210nyg,min,WrigJa02,pass_int,0,,,,,
player,201310210nyg,min,WrigJa02,pass_sacked,0,,,,,
player,201310210nyg,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201310210nyg,min,WrigJa02,pass_long,0,,,,,
player,201310210nyg,min,WrigJa02,pass_rating,,,,,,
player,201310210nyg,min,WrigJa02,rush_att,0,,,,,
player,201310210nyg,min,WrigJa02,rush_yds,0,,,,,
player,201310210nyg,min,WrigJa02,rush_td,0,,,,,
player,201310210nyg,min,WrigJa02,rush_long,0,,,,,
player,201310210nyg,min,WrigJa02,targets,5,,,,,
player,201310210nyg,min,WrigJa02,rec,1,,,,,
player,201310210nyg,min,WrigJa02,rec_yds,13,,,,,
player,201310210nyg,min,WrigJa02,rec_td,0,,,,,
player,201310210nyg,min,WrigJa02,rec_long,13,,,,,
player,201310210nyg,min,WrigJa02,fumbles,0,,,,,
player,201310210nyg,min,WrigJa02,fumbles_lost,0,,,,,
player,201310210nyg,min,CarlJo00,pass_cmp,0,,,,,
player,201310210nyg,min,CarlJo00,pass_att,0,,,,,
player,201310210nyg,min,CarlJo00,pass_yds,0,,,,,
player,201310210nyg,min,CarlJo00,pass_td,0,,,,,
player,201310210nyg,min,CarlJo00,pass_int,0,,,,,
player,201310210nyg,min,CarlJo00,pass_sacked,0,,,,,
player,201310210nyg,min,CarlJo00,pass_sacked_yds,0,,,,,
player,201310210nyg,min,CarlJo00,pass_long,0,,,,,
player,201310210nyg,min,CarlJo00,pass_rating,,,,,,
player,201310210nyg,min,CarlJo00,rush_att,0,,,,,
player,201310210nyg,min,CarlJo00,rush_yds,0,,,,,
player,201310210nyg,min,CarlJo00,rush_td,0,,,,,
player,201310210nyg,min,CarlJo00,rush_long,0,,,,,
player,201310210nyg,min,CarlJo00,targets,2,,,,,
player,201310210nyg,min,CarlJo00,rec,1,,,,,
player,201310210nyg,min,CarlJo00,rec_yds,9,,,,,
player,201310210nyg,min,CarlJo00,rec_td,0,,,,,
player,201310210nyg,min,CarlJo00,rec_long,9,,,,,
player,201310210nyg,min,CarlJo00,fumbles,0,,,,,
player,201310210nyg,min,CarlJo00,fumbles_lost,0,,,,,
player,201310210nyg,min,FeltJe00,pass_cmp,0,,,,,
player,201310210nyg,min,FeltJe00,pass_att,0,,,,,
player,201310210nyg,min,FeltJe00,pass_yds,0,,,,,
player,201310210nyg,min,FeltJe00,pass_td,0,,,,,
player,201310210nyg,min,FeltJe00,pass_int,0,,,,,
player,201310210nyg,min,FeltJe00,pass_sacked,0,,,,,
player,201310210nyg,min,FeltJe00,pass_sacked_yds,0,,,,,
player,201310210nyg,min,FeltJe00,pass_long,0,,,,,
player,201310210nyg,min,FeltJe00,pass_rating,,,,,,
player,201310210nyg,min,FeltJe00,rush_att,0,,,,,
player,201310210nyg,min,FeltJe00,rush_yds,0,,,,,
player,201310210nyg,min,FeltJe00,rush_td,0,,,,,
player,201310210nyg,min,FeltJe00,rush_long,0,,,,,
player,201310210nyg,min,FeltJe00,targets,2,,,,,
player,201310210nyg,min,FeltJe00,rec,1,,,,,
player,201310210nyg,min,FeltJe00,rec_yds,1,,,,,
player,201310210nyg,min,FeltJe00,rec_td,0,,,,,
player,201310210nyg,min,FeltJe00,rec_long,1,,,,,
player,201310210nyg,min,FeltJe00,fumbles,0,,,,,
player,201310210nyg,min,FeltJe00,fumbles_lost,0,,,,,
player,201310210nyg,min,WebbJo00,pass_cmp,0,,,,,
player,201310210nyg,min,WebbJo00,pass_att,0,,,,,
player,201310210nyg,min,WebbJo00,pass_yds,0,,,,,
player,201310210nyg,min,WebbJo00,pass_td,0,,,,,
player,201310210nyg,min,WebbJo00,pass_int,0,,,,,
player,201310210nyg,min,WebbJo00,pass_sacked,0,,,,,
player,201310210nyg,min,WebbJo00,pass_sacked_yds,0,,,,,
player,201310210nyg,min,WebbJo00,pass_long,0,,,,,
player,201310210nyg,min,WebbJo00,pass_rating,,,,,,
player,201310210nyg,min,WebbJo00,rush_att,0,,,,,
player,201310210nyg,min,WebbJo00,rush_yds,0,,,,,
player,201310210nyg,min,WebbJo00,rush_td,0,,,,,
player,201310210nyg,min,WebbJo00,rush_long,0,,,,,
player,201310210nyg,min,WebbJo00,targets,1,,,,,
player,201310210nyg,min,WebbJo00,rec,0,,,,,
player,201310210nyg,min,WebbJo00,rec_yds,0,,,,,
player,201310210nyg,min,WebbJo00,rec_td,0,,,,,
player,201310210nyg,min,WebbJo00,rec_long,0,,,,,
player,201310210nyg,min,WebbJo00,fumbles,0,,,,,
player,201310210nyg,min,WebbJo00,fumbles_lost,0,,,,,
player,201310210nyg,nyg,MannEl00,pass_cmp,23,,,,,
player,201310210nyg,nyg,MannEl00,pass_att,39,,,,,
player,201310210nyg,nyg,MannEl00,pass_yds,200,,,,,
player,201310210nyg,nyg,MannEl00,pass_td,1,,,,,
player,201310210nyg,nyg,MannEl00,pass_int,0,,,,,
player,201310210nyg,nyg,MannEl00,pass_sacked,2,,,,,
player,201310210nyg,nyg,MannEl00,pass_sacked_yds,7,,,,,
player,201310210nyg,nyg,MannEl00,pass_long,24,,,,,
player,201310210nyg,nyg,MannEl00,pass_rating,81.1,,,,,
player,201310210nyg,nyg,MannEl00,rush_att,3,,,,,
player,201310210nyg,nyg,MannEl00,rush_yds,5,,,,,
player,201310210nyg,nyg,MannEl00,rush_td,0,,,,,
player,201310210nyg,nyg,MannEl00,rush_long,6,,,,,
player,201310210nyg,nyg,MannEl00,targets,0,,,,,
player,201310210nyg,nyg,MannEl00,rec,0,,,,,
player,201310210nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201310210nyg,nyg,MannEl00,rec_td,0,,,,,
player,201310210nyg,nyg,MannEl00,rec_long,0,,,,,
player,201310210nyg,nyg,MannEl00,fumbles,1,,,,,
player,201310210nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201310210nyg,nyg,HillPe00,pass_cmp,0,,,,,
player,201310210nyg,nyg,HillPe00,pass_att,0,,,,,
player,201310210nyg,nyg,HillPe00,pass_yds,0,,,,,
player,201310210nyg,nyg,HillPe00,pass_td,0,,,,,
player,201310210nyg,nyg,HillPe00,pass_int,0,,,,,
player,201310210nyg,nyg,HillPe00,pass_sacked,0,,,,,
player,201310210nyg,nyg,HillPe00,pass_sacked_yds,0,,,,,
player,201310210nyg,nyg,HillPe00,pass_long,0,,,,,
player,201310210nyg,nyg,HillPe00,pass_rating,,,,,,
player,201310210nyg,nyg,HillPe00,rush_att,18,,,,,
player,201310210nyg,nyg,HillPe00,rush_yds,36,,,,,
player,201310210nyg,nyg,HillPe00,rush_td,1,,,,,
player,201310210nyg,nyg,HillPe00,rush_long,8,,,,,
player,201310210nyg,nyg,HillPe00,targets,6,,,,,
player,201310210nyg,nyg,HillPe00,rec,5,,,,,
player,201310210nyg,nyg,HillPe00,rec_yds,45,,,,,
player,201310210nyg,nyg,HillPe00,rec_td,0,,,,,
player,201310210nyg,nyg,HillPe00,rec_long,16,,,,,
player,201310210nyg,nyg,HillPe00,fumbles,1,,,,,
player,201310210nyg,nyg,HillPe00,fumbles_lost,0,,,,,
player,201310210nyg,nyg,CoxxMi00,pass_cmp,0,,,,,
player,201310210nyg,nyg,CoxxMi00,pass_att,0,,,,,
player,201310210nyg,nyg,CoxxMi00,pass_yds,0,,,,,
player,201310210nyg,nyg,CoxxMi00,pass_td,0,,,,,
player,201310210nyg,nyg,CoxxMi00,pass_int,0,,,,,
player,201310210nyg,nyg,CoxxMi00,pass_sacked,0,,,,,
player,201310210nyg,nyg,CoxxMi00,pass_sacked_yds,0,,,,,
player,201310210nyg,nyg,CoxxMi00,pass_long,0,,,,,
player,201310210nyg,nyg,CoxxMi00,pass_rating,,,,,,
player,201310210nyg,nyg,CoxxMi00,rush_att,11,,,,,
player,201310210nyg,nyg,CoxxMi00,rush_yds,23,,,,,
player,201310210nyg,nyg,CoxxMi00,rush_td,0,,,,,
player,201310210nyg,nyg,CoxxMi00,rush_long,7,,,,,
player,201310210nyg,nyg,CoxxMi00,targets,2,,,,,
player,201310210nyg,nyg,CoxxMi00,rec,2,,,,,
player,201310210nyg,nyg,CoxxMi00,rec_yds,1,,,,,
player,201310210nyg,nyg,CoxxMi00,rec_td,0,,,,,
player,201310210nyg,nyg,CoxxMi00,rec_long,1,,,,,
player,201310210nyg,nyg,CoxxMi00,fumbles,0,,,,,
player,201310210nyg,nyg,CoxxMi00,fumbles_lost,0,,,,,
player,201310210nyg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201310210nyg,nyg,CruzVi00,pass_att,0,,,,,
player,201310210nyg,nyg,CruzVi00,pass_yds,0,,,,,
player,201310210nyg,nyg,CruzVi00,pass_td,0,,,,,
player,201310210nyg,nyg,CruzVi00,pass_int,0,,,,,
player,201310210nyg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201310210nyg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201310210nyg,nyg,CruzVi00,pass_long,0,,,,,
player,201310210nyg,nyg,CruzVi00,pass_rating,,,,,,
player,201310210nyg,nyg,CruzVi00,rush_att,0,,,,,
player,201310210nyg,nyg,CruzVi00,rush_yds,0,,,,,
player,201310210nyg,nyg,CruzVi00,rush_td,0,,,,,
player,201310210nyg,nyg,CruzVi00,rush_long,0,,,,,
player,201310210nyg,nyg,CruzVi00,targets,7,,,,,
player,201310210nyg,nyg,CruzVi00,rec,5,,,,,
player,201310210nyg,nyg,CruzVi00,rec_yds,50,,,,,
player,201310210nyg,nyg,CruzVi00,rec_td,0,,,,,
player,201310210nyg,nyg,CruzVi00,rec_long,13,,,,,
player,201310210nyg,nyg,CruzVi00,fumbles,0,,,,,
player,201310210nyg,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201310210nyg,nyg,RandRu00,pass_cmp,0,,,,,
player,201310210nyg,nyg,RandRu00,pass_att,0,,,,,
player,201310210nyg,nyg,RandRu00,pass_yds,0,,,,,
player,201310210nyg,nyg,RandRu00,pass_td,0,,,,,
player,201310210nyg,nyg,RandRu00,pass_int,0,,,,,
player,201310210nyg,nyg,RandRu00,pass_sacked,0,,,,,
player,201310210nyg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201310210nyg,nyg,RandRu00,pass_long,0,,,,,
player,201310210nyg,nyg,RandRu00,pass_rating,,,,,,
player,201310210nyg,nyg,RandRu00,rush_att,0,,,,,
player,201310210nyg,nyg,RandRu00,rush_yds,0,,,,,
player,201310210nyg,nyg,RandRu00,rush_td,0,,,,,
player,201310210nyg,nyg,RandRu00,rush_long,0,,,,,
player,201310210nyg,nyg,RandRu00,targets,3,,,,,
player,201310210nyg,nyg,RandRu00,rec,3,,,,,
player,201310210nyg,nyg,RandRu00,rec_yds,40,,,,,
player,201310210nyg,nyg,RandRu00,rec_td,1,,,,,
player,201310210nyg,nyg,RandRu00,rec_long,24,,,,,
player,201310210nyg,nyg,RandRu00,fumbles,1,,,,,
player,201310210nyg,nyg,RandRu00,fumbles_lost,1,,,,,
player,201310210nyg,nyg,NickHa01,pass_cmp,0,,,,,
player,201310210nyg,nyg,NickHa01,pass_att,0,,,,,
player,201310210nyg,nyg,NickHa01,pass_yds,0,,,,,
player,201310210nyg,nyg,NickHa01,pass_td,0,,,,,
player,201310210nyg,nyg,NickHa01,pass_int,0,,,,,
player,201310210nyg,nyg,NickHa01,pass_sacked,0,,,,,
player,201310210nyg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201310210nyg,nyg,NickHa01,pass_long,0,,,,,
player,201310210nyg,nyg,NickHa01,pass_rating,,,,,,
player,201310210nyg,nyg,NickHa01,rush_att,0,,,,,
player,201310210nyg,nyg,NickHa01,rush_yds,0,,,,,
player,201310210nyg,nyg,NickHa01,rush_td,0,,,,,
player,201310210nyg,nyg,NickHa01,rush_long,0,,,,,
player,201310210nyg,nyg,NickHa01,targets,10,,,,,
player,201310210nyg,nyg,NickHa01,rec,2,,,,,
player,201310210nyg,nyg,NickHa01,rec_yds,28,,,,,
player,201310210nyg,nyg,NickHa01,rec_td,0,,,,,
player,201310210nyg,nyg,NickHa01,rec_long,21,,,,,
player,201310210nyg,nyg,NickHa01,fumbles,0,,,,,
player,201310210nyg,nyg,NickHa01,fumbles_lost,0,,,,,
player,201310210nyg,nyg,ConnJo00,pass_cmp,0,,,,,
player,201310210nyg,nyg,ConnJo00,pass_att,0,,,,,
player,201310210nyg,nyg,ConnJo00,pass_yds,0,,,,,
player,201310210nyg,nyg,ConnJo00,pass_td,0,,,,,
player,201310210nyg,nyg,ConnJo00,pass_int,0,,,,,
player,201310210nyg,nyg,ConnJo00,pass_sacked,0,,,,,
player,201310210nyg,nyg,ConnJo00,pass_sacked_yds,0,,,,,
player,201310210nyg,nyg,ConnJo00,pass_long,0,,,,,
player,201310210nyg,nyg,ConnJo00,pass_rating,,,,,,
player,201310210nyg,nyg,ConnJo00,rush_att,0,,,,,
player,201310210nyg,nyg,ConnJo00,rush_yds,0,,,,,
player,201310210nyg,nyg,ConnJo00,rush_td,0,,,,,
player,201310210nyg,nyg,ConnJo00,rush_long,0,,,,,
player,201310210nyg,nyg,ConnJo00,targets,5,,,,,
player,201310210nyg,nyg,ConnJo00,rec,3,,,,,
player,201310210nyg,nyg,ConnJo00,rec_yds,17,,,,,
player,201310210nyg,nyg,ConnJo00,rec_td,0,,,,,
player,201310210nyg,nyg,ConnJo00,rec_long,10,,,,,
player,201310210nyg,nyg,ConnJo00,fumbles,0,,,,,
player,201310210nyg,nyg,ConnJo00,fumbles_lost,0,,,,,
player,201310210nyg,nyg,MyerBr00,pass_cmp,0,,,,,
player,201310210nyg,nyg,MyerBr00,pass_att,0,,,,,
player,201310210nyg,nyg,MyerBr00,pass_yds,0,,,,,
player,201310210nyg,nyg,MyerBr00,pass_td,0,,,,,
player,201310210nyg,nyg,MyerBr00,pass_int,0,,,,,
player,201310210nyg,nyg,MyerBr00,pass_sacked,0,,,,,
player,201310210nyg,nyg,MyerBr00,pass_sacked_yds,0,,,,,
player,201310210nyg,nyg,MyerBr00,pass_long,0,,,,,
player,201310210nyg,nyg,MyerBr00,pass_rating,,,,,,
player,201310210nyg,nyg,MyerBr00,rush_att,0,,,,,
player,201310210nyg,nyg,MyerBr00,rush_yds,0,,,,,
player,201310210nyg,nyg,MyerBr00,rush_td,0,,,,,
player,201310210nyg,nyg,MyerBr00,rush_long,0,,,,,
player,201310210nyg,nyg,MyerBr00,targets,3,,,,,
player,201310210nyg,nyg,MyerBr00,rec,2,,,,,
player,201310210nyg,nyg,MyerBr00,rec_yds,15,,,,,
player,201310210nyg,nyg,MyerBr00,rec_td,0,,,,,
player,201310210nyg,nyg,MyerBr00,rec_long,12,,,,,
player,201310210nyg,nyg,MyerBr00,fumbles,0,,,,,
player,201310210nyg,nyg,MyerBr00,fumbles_lost,0,,,,,
player,201310210nyg,nyg,PascBe00,pass_cmp,0,,,,,
player,201310210nyg,nyg,PascBe00,pass_att,0,,,,,
player,201310210nyg,nyg,PascBe00,pass_yds,0,,,,,
player,201310210nyg,nyg,PascBe00,pass_td,0,,,,,
player,201310210nyg,nyg,PascBe00,pass_int,0,,,,,
player,201310210nyg,nyg,PascBe00,pass_sacked,0,,,,,
player,201310210nyg,nyg,PascBe00,pass_sacked_yds,0,,,,,
player,201310210nyg,nyg,PascBe00,pass_long,0,,,,,
player,201310210nyg,nyg,PascBe00,pass_rating,,,,,,
player,201310210nyg,nyg,PascBe00,rush_att,0,,,,,
player,201310210nyg,nyg,PascBe00,rush_yds,0,,,,,
player,201310210nyg,nyg,PascBe00,rush_td,0,,,,,
player,201310210nyg,nyg,PascBe00,rush_long,0,,,,,
player,201310210nyg,nyg,PascBe00,targets,2,,,,,
player,201310210nyg,nyg,PascBe00,rec,1,,,,,
player,201310210nyg,nyg,PascBe00,rec_yds,4,,,,,
player,201310210nyg,nyg,PascBe00,rec_td,0,,,,,
player,201310210nyg,nyg,PascBe00,rec_long,4,,,,,
player,201310210nyg,nyg,PascBe00,fumbles,0,,,,,
player,201310210nyg,nyg,PascBe00,fumbles_lost,0,,,,,
player,201310210nyg,nyg,DonnLa00,pass_cmp,0,,,,,
player,201310210nyg,nyg,DonnLa00,pass_att,0,,,,,
player,201310210nyg,nyg,DonnLa00,pass_yds,0,,,,,
player,201310210nyg,nyg,DonnLa00,pass_td,0,,,,,
player,201310210nyg,nyg,DonnLa00,pass_int,0,,,,,
player,201310210nyg,nyg,DonnLa00,pass_sacked,0,,,,,
player,201310210nyg,nyg,DonnLa00,pass_sacked_yds,0,,,,,
player,201310210nyg,nyg,DonnLa00,pass_long,0,,,,,
player,201310210nyg,nyg,DonnLa00,pass_rating,,,,,,
player,201310210nyg,nyg,DonnLa00,rush_att,0,,,,,
player,201310210nyg,nyg,DonnLa00,rush_yds,0,,,,,
player,201310210nyg,nyg,DonnLa00,rush_td,0,,,,,
player,201310210nyg,nyg,DonnLa00,rush_long,0,,,,,
player,201310210nyg,nyg,DonnLa00,targets,1,,,,,
player,201310210nyg,nyg,DonnLa00,rec,0,,,,,
player,201310210nyg,nyg,DonnLa00,rec_yds,0,,,,,
player,201310210nyg,nyg,DonnLa00,rec_td,0,,,,,
player,201310210nyg,nyg,DonnLa00,rec_long,0,,,,,
player,201310210nyg,nyg,DonnLa00,fumbles,0,,,,,
player,201310210nyg,nyg,DonnLa00,fumbles_lost,0,,,,,
player,201310210nyg,min,HendEr99,def_int,0,,,,,
