game,2013,15,20131215,201312150tam,sfo,"San Francisco 49ers",33,tam,"Tampa Bay Buccaneers",14
player,201312150tam,sfo,KaepCo00,rush_yds,42,,,,,
player,201312150tam,sfo,KaepCo00,rush_td,0,,,,,
player,201312150tam,sfo,KaepCo00,rush_long,17,,,,,
player,201312150tam,sfo,KaepCo00,targets,0,,,,,
player,201312150tam,sfo,KaepCo00,rec,0,,,,,
player,201312150tam,sfo,KaepCo00,rec_yds,0,,,,,
player,201312150tam,sfo,KaepCo00,rec_td,0,,,,,
player,201312150tam,sfo,KaepCo00,rec_long,0,,,,,
player,201312150tam,sfo,KaepCo00,fumbles,0,,,,,
player,201312150tam,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201312150tam,sfo,GoreFr00,pass_cmp,0,,,,,
player,201312150tam,sfo,GoreFr00,pass_att,0,,,,,
player,201312150tam,sfo,GoreFr00,pass_yds,0,,,,,
player,201312150tam,sfo,GoreFr00,pass_td,0,,,,,
player,201312150tam,sfo,GoreFr00,pass_int,0,,,,,
player,201312150tam,sfo,GoreFr00,pass_sacked,0,,,,,
player,201312150tam,sfo,GoreFr00,pass_sacked_yds,0,,,,,
player,201312150tam,sfo,GoreFr00,pass_long,0,,,,,
player,201312150tam,sfo,GoreFr00,pass_rating,,,,,,
player,201312150tam,sfo,GoreFr00,rush_att,22,,,,,
player,201312150tam,sfo,GoreFr00,rush_yds,86,,,,,
player,201312150tam,sfo,GoreFr00,rush_td,0,,,,,
player,201312150tam,sfo,GoreFr00,rush_long,13,,,,,
player,201312150tam,sfo,GoreFr00,targets,0,,,,,
player,201312150tam,sfo,GoreFr00,rec,0,,,,,
player,201312150tam,sfo,GoreFr00,rec_yds,0,,,,,
player,201312150tam,sfo,GoreFr00,rec_td,0,,,,,
player,201312150tam,sfo,GoreFr00,rec_long,0,,,,,
player,201312150tam,sfo,GoreFr00,fumbles,0,,,,,
player,201312150tam,sfo,GoreFr00,fumbles_lost,0,,,,,
player,201312150tam,sfo,HuntKe00,pass_cmp,0,,,,,
player,201312150tam,sfo,HuntKe00,pass_att,0,,,,,
player,201312150tam,sfo,HuntKe00,pass_yds,0,,,,,
player,201312150tam,sfo,HuntKe00,pass_td,0,,,,,
player,201312150tam,sfo,HuntKe00,pass_int,0,,,,,
player,201312150tam,sfo,HuntKe00,pass_sacked,0,,,,,
player,201312150tam,sfo,HuntKe00,pass_sacked_yds,0,,,,,
player,201312150tam,sfo,HuntKe00,pass_long,0,,,,,
player,201312150tam,sfo,HuntKe00,pass_rating,,,,,,
player,201312150tam,sfo,HuntKe00,rush_att,8,,,,,
player,201312150tam,sfo,HuntKe00,rush_yds,40,,,,,
player,201312150tam,sfo,HuntKe00,rush_td,0,,,,,
player,201312150tam,sfo,HuntKe00,rush_long,15,,,,,
player,201312150tam,sfo,HuntKe00,targets,0,,,,,
player,201312150tam,sfo,HuntKe00,rec,0,,,,,
player,201312150tam,sfo,HuntKe00,rec_yds,0,,,,,
player,201312150tam,sfo,HuntKe00,rec_td,0,,,,,
player,201312150tam,sfo,HuntKe00,rec_long,0,,,,,
player,201312150tam,sfo,HuntKe00,fumbles,0,,,,,
player,201312150tam,sfo,HuntKe00,fumbles_lost,0,,,,,
player,201312150tam,sfo,JameLa00,pass_cmp,0,,,,,
player,201312150tam,sfo,JameLa00,pass_att,0,,,,,
player,201312150tam,sfo,JameLa00,pass_yds,0,,,,,
player,201312150tam,sfo,JameLa00,pass_td,0,,,,,
player,201312150tam,sfo,JameLa00,pass_int,0,,,,,
player,201312150tam,sfo,JameLa00,pass_sacked,0,,,,,
player,201312150tam,sfo,JameLa00,pass_sacked_yds,0,,,,,
player,201312150tam,sfo,JameLa00,pass_long,0,,,,,
player,201312150tam,sfo,JameLa00,pass_rating,,,,,,
player,201312150tam,sfo,JameLa00,rush_att,2,,,,,
player,201312150tam,sfo,JameLa00,rush_yds,22,,,,,
player,201312150tam,sfo,JameLa00,rush_td,0,,,,,
player,201312150tam,sfo,JameLa00,rush_long,21,,,,,
player,201312150tam,sfo,JameLa00,targets,0,,,,,
player,201312150tam,sfo,JameLa00,rec,0,,,,,
player,201312150tam,sfo,JameLa00,rec_yds,0,,,,,
player,201312150tam,sfo,JameLa00,rec_td,0,,,,,
player,201312150tam,sfo,JameLa00,rec_long,0,,,,,
player,201312150tam,sfo,JameLa00,fumbles,0,,,,,
player,201312150tam,sfo,JameLa00,fumbles_lost,0,,,,,
player,201312150tam,sfo,DaviVe00,pass_cmp,0,,,,,
player,201312150tam,sfo,DaviVe00,pass_att,0,,,,,
player,201312150tam,sfo,DaviVe00,pass_yds,0,,,,,
player,201312150tam,sfo,DaviVe00,pass_td,0,,,,,
player,201312150tam,sfo,DaviVe00,pass_int,0,,,,,
player,201312150tam,sfo,DaviVe00,pass_sacked,0,,,,,
player,201312150tam,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201312150tam,sfo,DaviVe00,pass_long,0,,,,,
player,201312150tam,sfo,DaviVe00,pass_rating,,,,,,
player,201312150tam,sfo,DaviVe00,rush_att,0,,,,,
player,201312150tam,sfo,DaviVe00,rush_yds,0,,,,,
player,201312150tam,sfo,DaviVe00,rush_td,0,,,,,
player,201312150tam,sfo,DaviVe00,rush_long,0,,,,,
player,201312150tam,sfo,DaviVe00,targets,7,,,,,
player,201312150tam,sfo,DaviVe00,rec,5,,,,,
player,201312150tam,sfo,DaviVe00,rec_yds,79,,,,,
player,201312150tam,sfo,DaviVe00,rec_td,1,,,,,
player,201312150tam,sfo,DaviVe00,rec_long,52,,,,,
player,201312150tam,sfo,DaviVe00,fumbles,0,,,,,
player,201312150tam,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201312150tam,sfo,CrabMi00,pass_cmp,0,,,,,
player,201312150tam,sfo,CrabMi00,pass_att,0,,,,,
player,201312150tam,sfo,CrabMi00,pass_yds,0,,,,,
player,201312150tam,sfo,CrabMi00,pass_td,0,,,,,
player,201312150tam,sfo,CrabMi00,pass_int,0,,,,,
player,201312150tam,sfo,CrabMi00,pass_sacked,0,,,,,
player,201312150tam,sfo,CrabMi00,pass_sacked_yds,0,,,,,
player,201312150tam,sfo,CrabMi00,pass_long,0,,,,,
player,201312150tam,sfo,CrabMi00,pass_rating,,,,,,
player,201312150tam,sfo,CrabMi00,rush_att,0,,,,,
player,201312150tam,sfo,CrabMi00,rush_yds,0,,,,,
player,201312150tam,sfo,CrabMi00,rush_td,0,,,,,
player,201312150tam,sfo,CrabMi00,rush_long,0,,,,,
player,201312150tam,sfo,CrabMi00,targets,6,,,,,
player,201312150tam,sfo,CrabMi00,rec,5,,,,,
player,201312150tam,sfo,CrabMi00,rec_yds,45,,,,,
player,201312150tam,sfo,CrabMi00,rec_td,1,,,,,
player,201312150tam,sfo,CrabMi00,rec_long,14,,,,,
player,201312150tam,sfo,CrabMi00,fumbles,0,,,,,
player,201312150tam,sfo,CrabMi00,fumbles_lost,0,,,,,
player,201312150tam,sfo,BoldAn00,pass_cmp,0,,,,,
player,201312150tam,sfo,BoldAn00,pass_att,0,,,,,
player,201312150tam,sfo,BoldAn00,pass_yds,0,,,,,
player,201312150tam,sfo,BoldAn00,pass_td,0,,,,,
player,201312150tam,sfo,BoldAn00,pass_int,0,,,,,
player,201312150tam,sfo,BoldAn00,pass_sacked,0,,,,,
player,201312150tam,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201312150tam,sfo,BoldAn00,pass_long,0,,,,,
player,201312150tam,sfo,BoldAn00,pass_rating,,,,,,
player,201312150tam,sfo,BoldAn00,rush_att,1,,,,,
player,201312150tam,sfo,BoldAn00,rush_yds,0,,,,,
player,201312150tam,sfo,BoldAn00,rush_td,0,,,,,
player,201312150tam,sfo,BoldAn00,rush_long,0,,,,,
player,201312150tam,sfo,BoldAn00,targets,8,,,,,
player,201312150tam,sfo,BoldAn00,rec,3,,,,,
player,201312150tam,sfo,BoldAn00,rec_yds,43,,,,,
player,201312150tam,sfo,BoldAn00,rec_td,0,,,,,
player,201312150tam,sfo,BoldAn00,rec_long,25,,,,,
player,201312150tam,sfo,BoldAn00,fumbles,0,,,,,
player,201312150tam,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201312150tam,sfo,MillBr02,pass_cmp,0,,,,,
player,201312150tam,sfo,MillBr02,pass_att,0,,,,,
player,201312150tam,sfo,MillBr02,pass_yds,0,,,,,
player,201312150tam,sfo,MillBr02,pass_td,0,,,,,
player,201312150tam,sfo,MillBr02,pass_int,0,,,,,
player,201312150tam,sfo,MillBr02,pass_sacked,0,,,,,
player,201312150tam,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201312150tam,sfo,MillBr02,pass_long,0,,,,,
player,201312150tam,sfo,MillBr02,pass_rating,,,,,,
player,201312150tam,sfo,MillBr02,rush_att,0,,,,,
player,201312150tam,sfo,MillBr02,rush_yds,0,,,,,
player,201312150tam,sfo,MillBr02,rush_td,0,,,,,
player,201312150tam,sfo,MillBr02,rush_long,0,,,,,
player,201312150tam,sfo,MillBr02,targets,5,,,,,
player,201312150tam,sfo,MillBr02,rec,4,,,,,
player,201312150tam,sfo,MillBr02,rec_yds,26,,,,,
player,201312150tam,sfo,MillBr02,rec_td,0,,,,,
player,201312150tam,sfo,MillBr02,rec_long,10,,,,,
player,201312150tam,sfo,MillBr02,fumbles,1,,,,,
player,201312150tam,sfo,MillBr02,fumbles_lost,0,,,,,
player,201312150tam,sfo,CeleGa00,pass_cmp,0,,,,,
player,201312150tam,sfo,CeleGa00,pass_att,0,,,,,
player,201312150tam,sfo,CeleGa00,pass_yds,0,,,,,
player,201312150tam,sfo,CeleGa00,pass_td,0,,,,,
player,201312150tam,sfo,CeleGa00,pass_int,0,,,,,
player,201312150tam,sfo,CeleGa00,pass_sacked,0,,,,,
player,201312150tam,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201312150tam,sfo,CeleGa00,pass_long,0,,,,,
player,201312150tam,sfo,CeleGa00,pass_rating,,,,,,
player,201312150tam,sfo,CeleGa00,rush_att,0,,,,,
player,201312150tam,sfo,CeleGa00,rush_yds,0,,,,,
player,201312150tam,sfo,CeleGa00,rush_td,0,,,,,
player,201312150tam,sfo,CeleGa00,rush_long,0,,,,,
player,201312150tam,sfo,CeleGa00,targets,1,,,,,
player,201312150tam,sfo,CeleGa00,rec,1,,,,,
player,201312150tam,sfo,CeleGa00,rec_yds,8,,,,,
player,201312150tam,sfo,CeleGa00,rec_td,0,,,,,
player,201312150tam,sfo,CeleGa00,rec_long,8,,,,,
player,201312150tam,sfo,CeleGa00,fumbles,1,,,,,
player,201312150tam,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201312150tam,sfo,MannMa01,pass_cmp,0,,,,,
player,201312150tam,sfo,MannMa01,pass_att,0,,,,,
player,201312150tam,sfo,MannMa01,pass_yds,0,,,,,
player,201312150tam,sfo,MannMa01,pass_td,0,,,,,
player,201312150tam,sfo,MannMa01,pass_int,0,,,,,
player,201312150tam,sfo,MannMa01,pass_sacked,0,,,,,
player,201312150tam,sfo,MannMa01,pass_sacked_yds,0,,,,,
player,201312150tam,sfo,MannMa01,pass_long,0,,,,,
player,201312150tam,sfo,MannMa01,pass_rating,,,,,,
player,201312150tam,sfo,MannMa01,rush_att,0,,,,,
player,201312150tam,sfo,MannMa01,rush_yds,0,,,,,
player,201312150tam,sfo,MannMa01,rush_td,0,,,,,
player,201312150tam,sfo,MannMa01,rush_long,0,,,,,
player,201312150tam,sfo,MannMa01,targets,2,,,,,
player,201312150tam,sfo,MannMa01,rec,1,,,,,
player,201312150tam,sfo,MannMa01,rec_yds,2,,,,,
player,201312150tam,sfo,MannMa01,rec_td,0,,,,,
player,201312150tam,sfo,MannMa01,rec_long,2,,,,,
player,201312150tam,sfo,MannMa01,fumbles,0,,,,,
player,201312150tam,sfo,MannMa01,fumbles_lost,0,,,,,
player,201312150tam,sfo,McCoCo00,pass_cmp,0,,,,,
player,201312150tam,sfo,McCoCo00,pass_att,0,,,,,
player,201312150tam,sfo,McCoCo00,pass_yds,0,,,,,
player,201312150tam,sfo,McCoCo00,pass_td,0,,,,,
player,201312150tam,sfo,McCoCo00,pass_int,0,,,,,
player,201312150tam,sfo,McCoCo00,pass_sacked,0,,,,,
player,201312150tam,sfo,McCoCo00,pass_sacked_yds,0,,,,,
player,201312150tam,sfo,McCoCo00,pass_long,0,,,,,
player,201312150tam,sfo,McCoCo00,pass_rating,,,,,,
player,201312150tam,sfo,McCoCo00,rush_att,3,,,,,
player,201312150tam,sfo,McCoCo00,rush_yds,-3,,,,,
player,201312150tam,sfo,McCoCo00,rush_td,0,,,,,
player,201312150tam,sfo,McCoCo00,rush_long,-1,,,,,
player,201312150tam,sfo,McCoCo00,targets,0,,,,,
player,201312150tam,sfo,McCoCo00,rec,0,,,,,
player,201312150tam,sfo,McCoCo00,rec_yds,0,,,,,
player,201312150tam,sfo,McCoCo00,rec_td,0,,,,,
player,201312150tam,sfo,McCoCo00,rec_long,0,,,,,
player,201312150tam,sfo,McCoCo00,fumbles,0,,,,,
player,201312150tam,sfo,McCoCo00,fumbles_lost,0,,,,,
player,201312150tam,tam,GlenMi00,pass_cmp,18,,,,,
player,201312150tam,tam,GlenMi00,pass_att,34,,,,,
player,201312150tam,tam,GlenMi00,pass_yds,179,,,,,
player,201312150tam,tam,GlenMi00,pass_td,2,,,,,
player,201312150tam,tam,GlenMi00,pass_int,1,,,,,
player,201312150tam,tam,GlenMi00,pass_sacked,4,,,,,
player,201312150tam,tam,GlenMi00,pass_sacked_yds,35,,,,,
player,201312150tam,tam,GlenMi00,pass_long,26,,,,,
player,201312150tam,tam,GlenMi00,pass_rating,75.5,,,,,
player,201312150tam,tam,GlenMi00,rush_att,0,,,,,
player,201312150tam,tam,GlenMi00,rush_yds,0,,,,,
player,201312150tam,tam,GlenMi00,rush_td,0,,,,,
player,201312150tam,tam,GlenMi00,rush_long,0,,,,,
player,201312150tam,tam,GlenMi00,targets,0,,,,,
player,201312150tam,tam,GlenMi00,rec,0,,,,,
player,201312150tam,tam,GlenMi00,rec_yds,0,,,,,
player,201312150tam,tam,GlenMi00,rec_td,0,,,,,
player,201312150tam,tam,GlenMi00,rec_long,0,,,,,
player,201312150tam,tam,GlenMi00,fumbles,0,,,,,
player,201312150tam,tam,GlenMi00,fumbles_lost,0,,,,,
player,201312150tam,tam,RainBo00,pass_cmp,0,,,,,
player,201312150tam,tam,RainBo00,pass_att,0,,,,,
player,201312150tam,tam,RainBo00,pass_yds,0,,,,,
player,201312150tam,tam,RainBo00,pass_td,0,,,,,
player,201312150tam,tam,RainBo00,pass_int,0,,,,,
player,201312150tam,tam,RainBo00,pass_sacked,0,,,,,
player,201312150tam,tam,RainBo00,pass_sacked_yds,0,,,,,
player,201312150tam,tam,RainBo00,pass_long,0,,,,,
player,201312150tam,tam,RainBo00,pass_rating,,,,,,
player,201312150tam,tam,RainBo00,rush_att,11,,,,,
player,201312150tam,tam,RainBo00,rush_yds,27,,,,,
player,201312150tam,tam,RainBo00,rush_td,0,,,,,
player,201312150tam,tam,RainBo00,rush_long,8,,,,,
player,201312150tam,tam,RainBo00,targets,1,,,,,
player,201312150tam,tam,RainBo00,rec,1,,,,,
player,201312150tam,tam,RainBo00,rec_yds,3,,,,,
player,201312150tam,tam,RainBo00,rec_td,0,,,,,
player,201312150tam,tam,RainBo00,rec_long,3,,,,,
player,201312150tam,tam,RainBo00,fumbles,0,,,,,
player,201312150tam,tam,RainBo00,fumbles_lost,0,,,,,
player,201312150tam,tam,LeonBr00,pass_cmp,0,,,,,
player,201312150tam,tam,LeonBr00,pass_att,0,,,,,
player,201312150tam,tam,LeonBr00,pass_yds,0,,,,,
player,201312150tam,tam,LeonBr00,pass_td,0,,,,,
player,201312150tam,tam,LeonBr00,pass_int,0,,,,,
player,201312150tam,tam,LeonBr00,pass_sacked,0,,,,,
player,201312150tam,tam,LeonBr00,pass_sacked_yds,0,,,,,
player,201312150tam,tam,LeonBr00,pass_long,0,,,,,
player,201312150tam,tam,LeonBr00,pass_rating,,,,,,
player,201312150tam,tam,LeonBr00,rush_att,1,,,,,
player,201312150tam,tam,LeonBr00,rush_yds,12,,,,,
player,201312150tam,tam,LeonBr00,rush_td,0,,,,,
player,201312150tam,tam,LeonBr00,rush_long,12,,,,,
player,201312150tam,tam,LeonBr00,targets,2,,,,,
player,201312150tam,tam,LeonBr00,rec,0,,,,,
player,201312150tam,tam,LeonBr00,rec_yds,0,,,,,
player,201312150tam,tam,LeonBr00,rec_td,0,,,,,
player,201312150tam,tam,LeonBr00,rec_long,0,,,,,
player,201312150tam,tam,LeonBr00,fumbles,0,,,,,
player,201312150tam,tam,LeonBr00,fumbles_lost,0,,,,,
player,201312150tam,tam,WrigTi01,pass_cmp,0,,,,,
player,201312150tam,tam,WrigTi01,pass_att,0,,,,,
player,201312150tam,tam,WrigTi01,pass_yds,0,,,,,
player,201312150tam,tam,WrigTi01,pass_td,0,,,,,
player,201312150tam,tam,WrigTi01,pass_int,0,,,,,
player,201312150tam,tam,WrigTi01,pass_sacked,0,,,,,
player,201312150tam,tam,WrigTi01,pass_sacked_yds,0,,,,,
player,201312150tam,tam,WrigTi01,pass_long,0,,,,,
player,201312150tam,tam,WrigTi01,pass_rating,,,,,,
player,201312150tam,tam,WrigTi01,rush_att,0,,,,,
player,201312150tam,tam,WrigTi01,rush_yds,0,,,,,
player,201312150tam,tam,WrigTi01,rush_td,0,,,,,
player,201312150tam,tam,WrigTi01,rush_long,0,,,,,
player,201312150tam,tam,WrigTi01,targets,9,,,,,
player,201312150tam,tam,WrigTi01,rec,7,,,,,
player,201312150tam,tam,WrigTi01,rec_yds,82,,,,,
player,201312150tam,tam,WrigTi01,rec_td,1,,,,,
player,201312150tam,tam,WrigTi01,rec_long,26,,,,,
player,201312150tam,tam,WrigTi01,fumbles,0,,,,,
player,201312150tam,tam,WrigTi01,fumbles_lost,0,,,,,
player,201312150tam,tam,JackVi00,pass_cmp,0,,,,,
player,201312150tam,tam,JackVi00,pass_att,0,,,,,
player,201312150tam,tam,JackVi00,pass_yds,0,,,,,
player,201312150tam,tam,JackVi00,pass_td,0,,,,,
player,201312150tam,tam,JackVi00,pass_int,0,,,,,
player,201312150tam,tam,JackVi00,pass_sacked,0,,,,,
player,201312150tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201312150tam,tam,JackVi00,pass_long,0,,,,,
player,201312150tam,tam,JackVi00,pass_rating,,,,,,
player,201312150tam,tam,JackVi00,rush_att,0,,,,,
player,201312150tam,tam,JackVi00,rush_yds,0,,,,,
player,201312150tam,tam,JackVi00,rush_td,0,,,,,
player,201312150tam,tam,JackVi00,rush_long,0,,,,,
player,201312150tam,tam,JackVi00,targets,8,,,,,
player,201312150tam,tam,JackVi00,rec,5,,,,,
player,201312150tam,tam,JackVi00,rec_yds,58,,,,,
player,201312150tam,tam,JackVi00,rec_td,1,,,,,
player,201312150tam,tam,JackVi00,rec_long,16,,,,,
player,201312150tam,tam,JackVi00,fumbles,0,,,,,
player,201312150tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201312150tam,tam,OwusCh00,pass_cmp,0,,,,,
player,201312150tam,tam,OwusCh00,pass_att,0,,,,,
player,201312150tam,tam,OwusCh00,pass_yds,0,,,,,
player,201312150tam,tam,OwusCh00,pass_td,0,,,,,
player,201312150tam,tam,OwusCh00,pass_int,0,,,,,
player,201312150tam,tam,OwusCh00,pass_sacked,0,,,,,
player,201312150tam,tam,OwusCh00,pass_sacked_yds,0,,,,,
player,201312150tam,tam,OwusCh00,pass_long,0,,,,,
player,201312150tam,tam,OwusCh00,pass_rating,,,,,,
player,201312150tam,tam,OwusCh00,rush_att,0,,,,,
player,201312150tam,tam,OwusCh00,rush_yds,0,,,,,
player,201312150tam,tam,OwusCh00,rush_td,0,,,,,
player,201312150tam,tam,OwusCh00,rush_long,0,,,,,
player,201312150tam,tam,OwusCh00,targets,5,,,,,
player,201312150tam,tam,OwusCh00,rec,3,,,,,
player,201312150tam,tam,OwusCh00,rec_yds,21,,,,,
player,201312150tam,tam,OwusCh00,rec_td,0,,,,,
player,201312150tam,tam,OwusCh00,rec_long,8,,,,,
player,201312150tam,tam,OwusCh00,fumbles,0,,,,,
player,201312150tam,tam,OwusCh00,fumbles_lost,0,,,,,
player,201312150tam,tam,UndeTi00,pass_cmp,0,,,,,
player,201312150tam,tam,UndeTi00,pass_att,0,,,,,
player,201312150tam,tam,UndeTi00,pass_yds,0,,,,,
player,201312150tam,tam,UndeTi00,pass_td,0,,,,,
player,201312150tam,tam,UndeTi00,pass_int,0,,,,,
player,201312150tam,tam,UndeTi00,pass_sacked,0,,,,,
player,201312150tam,tam,UndeTi00,pass_sacked_yds,0,,,,,
player,201312150tam,tam,UndeTi00,pass_long,0,,,,,
player,201312150tam,tam,UndeTi00,pass_rating,,,,,,
player,201312150tam,tam,UndeTi00,rush_att,0,,,,,
player,201312150tam,tam,UndeTi00,rush_yds,0,,,,,
player,201312150tam,tam,UndeTi00,rush_td,0,,,,,
player,201312150tam,tam,UndeTi00,rush_long,0,,,,,
player,201312150tam,tam,UndeTi00,targets,5,,,,,
player,201312150tam,tam,UndeTi00,rec,2,,,,,
player,201312150tam,tam,UndeTi00,rec_yds,15,,,,,
player,201312150tam,tam,UndeTi00,rec_td,0,,,,,
player,201312150tam,tam,UndeTi00,rec_long,9,,,,,
player,201312150tam,tam,UndeTi00,fumbles,0,,,,,
player,201312150tam,tam,UndeTi00,fumbles_lost,0,,,,,
player,201312150tam,tam,DawsSk00,pass_cmp,0,,,,,
player,201312150tam,tam,DawsSk00,pass_att,0,,,,,
player,201312150tam,tam,DawsSk00,pass_yds,0,,,,,
player,201312150tam,tam,DawsSk00,pass_td,0,,,,,
player,201312150tam,tam,DawsSk00,pass_int,0,,,,,
player,201312150tam,tam,DawsSk00,pass_sacked,0,,,,,
player,201312150tam,tam,DawsSk00,pass_sacked_yds,0,,,,,
player,201312150tam,tam,DawsSk00,pass_long,0,,,,,
player,201312150tam,tam,DawsSk00,pass_rating,,,,,,
player,201312150tam,tam,DawsSk00,rush_att,0,,,,,
player,201312150tam,tam,DawsSk00,rush_yds,0,,,,,
player,201312150tam,tam,DawsSk00,rush_td,0,,,,,
player,201312150tam,tam,DawsSk00,rush_long,0,,,,,
player,201312150tam,tam,DawsSk00,targets,1,,,,,
player,201312150tam,tam,DawsSk00,rec,0,,,,,
player,201312150tam,tam,DawsSk00,rec_yds,0,,,,,
player,201312150tam,tam,DawsSk00,rec_td,0,,,,,
player,201312150tam,tam,DawsSk00,rec_long,0,,,,,
player,201312150tam,tam,DawsSk00,fumbles,0,,,,,
player,201312150tam,tam,DawsSk00,fumbles_lost,0,,,,,
player,201312150tam,tam,PageEr00,pass_cmp,0,,,,,
player,201312150tam,tam,PageEr00,pass_att,0,,,,,
player,201312150tam,tam,PageEr00,pass_yds,0,,,,,
player,201312150tam,tam,PageEr00,pass_td,0,,,,,
player,201312150tam,tam,PageEr00,pass_int,0,,,,,
player,201312150tam,tam,PageEr00,pass_sacked,0,,,,,
player,201312150tam,tam,PageEr00,pass_sacked_yds,0,,,,,
player,201312150tam,tam,PageEr00,pass_long,0,,,,,
player,201312150tam,tam,PageEr00,pass_rating,,,,,,
player,201312150tam,tam,PageEr00,rush_att,0,,,,,
player,201312150tam,tam,PageEr00,rush_yds,0,,,,,
player,201312150tam,tam,PageEr00,rush_td,0,,,,,
player,201312150tam,tam,PageEr00,rush_long,0,,,,,
player,201312150tam,tam,PageEr00,targets,1,,,,,
player,201312150tam,tam,PageEr00,rec,0,,,,,
player,201312150tam,tam,PageEr00,rec_yds,0,,,,,
player,201312150tam,tam,PageEr00,rec_td,0,,,,,
player,201312150tam,tam,PageEr00,rec_long,0,,,,,
player,201312150tam,tam,PageEr00,fumbles,1,,,,,
player,201312150tam,tam,PageEr00,fumbles_lost,1,,,,,
player,201312150tam,sfo,ReidEr00,def_int,1,,,,,
player,201312150tam,sfo,ReidEr00,def_int_yds,0,,,,,
player,201312150tam,sfo,ReidEr00,def_int_td,0,,,,,
player,201312150tam,sfo,ReidEr00,def_int_long,0,,,,,
player,201312150tam,sfo,ReidEr00,pass_defended,1,,,,,
player,201312150tam,sfo,ReidEr00,sacks,0.0,,,,,
player,201312150tam,sfo,ReidEr00,tackles_combined,3,,,,,
player,201312150tam,sfo,ReidEr00,tackles_solo,3,,,,,
player,201312150tam,sfo,ReidEr00,tackles_assists,0,,,,,
player,201312150tam,sfo,ReidEr00,tackles_loss,0,,,,,
player,201312150tam,sfo,ReidEr00,qb_hits,0,,,,,
player,201312150tam,sfo,ReidEr00,fumbles_rec,0,,,,,
player,201312150tam,sfo,ReidEr00,fumbles_rec_yds,0,,,,,
player,201312150tam,sfo,ReidEr00,fumbles_rec_td,0,,,,,
player,201312150tam,sfo,ReidEr00,fumbles_forced,0,,,,,
player,201312150tam,sfo,SmitAl04,def_int,0,,,,,
player,201312150tam,sfo,SmitAl04,def_int_yds,0,,,,,
player,201312150tam,sfo,SmitAl04,def_int_td,0,,,,,
player,201312150tam,sfo,SmitAl04,def_int_long,0,,,,,
player,201312150tam,sfo,SmitAl04,pass_defended,0,,,,,
player,201312150tam,sfo,SmitAl04,sacks,2.0,,,,,
player,201312150tam,sfo,SmitAl04,tackles_combined,4,,,,,
player,201312150tam,sfo,SmitAl04,tackles_solo,4,,,,,
player,201312150tam,sfo,SmitAl04,tackles_assists,0,,,,,
player,201312150tam,sfo,SmitAl04,tackles_loss,2,,,,,
