game,2013,8,20131027,201310270kan,cle,"Cleveland Browns",17,kan,"Kansas City Chiefs",23
player,201310270kan,kan,BoweDw00,targets,2,,,,,
player,201310270kan,kan,BoweDw00,rec,1,,,,,
player,201310270kan,kan,BoweDw00,rec_yds,7,,,,,
player,201310270kan,kan,BoweDw00,rec_td,0,,,,,
player,201310270kan,kan,BoweDw00,rec_long,7,,,,,
player,201310270kan,kan,BoweDw00,fumbles,0,,,,,
player,201310270kan,kan,BoweDw00,fumbles_lost,0,,,,,
player,201310270kan,kan,HemiJu00,pass_cmp,0,,,,,
player,201310270kan,kan,HemiJu00,pass_att,0,,,,,
player,201310270kan,kan,HemiJu00,pass_yds,0,,,,,
player,201310270kan,kan,HemiJu00,pass_td,0,,,,,
player,201310270kan,kan,HemiJu00,pass_int,0,,,,,
player,201310270kan,kan,HemiJu00,pass_sacked,0,,,,,
player,201310270kan,kan,HemiJu00,pass_sacked_yds,0,,,,,
player,201310270kan,kan,HemiJu00,pass_long,0,,,,,
player,201310270kan,kan,HemiJu00,pass_rating,,,,,,
player,201310270kan,kan,HemiJu00,rush_att,0,,,,,
player,201310270kan,kan,HemiJu00,rush_yds,0,,,,,
player,201310270kan,kan,HemiJu00,rush_td,0,,,,,
player,201310270kan,kan,HemiJu00,rush_long,0,,,,,
player,201310270kan,kan,HemiJu00,targets,1,,,,,
player,201310270kan,kan,HemiJu00,rec,0,,,,,
player,201310270kan,kan,HemiJu00,rec_yds,0,,,,,
player,201310270kan,kan,HemiJu00,rec_td,0,,,,,
player,201310270kan,kan,HemiJu00,rec_long,0,,,,,
player,201310270kan,kan,HemiJu00,fumbles,0,,,,,
player,201310270kan,kan,HemiJu00,fumbles_lost,0,,,,,
player,201310270kan,kan,HallCh00,pass_cmp,0,,,,,
player,201310270kan,kan,HallCh00,pass_att,0,,,,,
player,201310270kan,kan,HallCh00,pass_yds,0,,,,,
player,201310270kan,kan,HallCh00,pass_td,0,,,,,
player,201310270kan,kan,HallCh00,pass_int,0,,,,,
player,201310270kan,kan,HallCh00,pass_sacked,0,,,,,
player,201310270kan,kan,HallCh00,pass_sacked_yds,0,,,,,
player,201310270kan,kan,HallCh00,pass_long,0,,,,,
player,201310270kan,kan,HallCh00,pass_rating,,,,,,
player,201310270kan,kan,HallCh00,rush_att,0,,,,,
player,201310270kan,kan,HallCh00,rush_yds,0,,,,,
player,201310270kan,kan,HallCh00,rush_td,0,,,,,
player,201310270kan,kan,HallCh00,rush_long,0,,,,,
player,201310270kan,kan,HallCh00,targets,1,,,,,
player,201310270kan,kan,HallCh00,rec,0,,,,,
player,201310270kan,kan,HallCh00,rec_yds,0,,,,,
player,201310270kan,kan,HallCh00,rec_td,0,,,,,
player,201310270kan,kan,HallCh00,rec_long,0,,,,,
player,201310270kan,kan,HallCh00,fumbles,0,,,,,
player,201310270kan,kan,HallCh00,fumbles_lost,0,,,,,
player,201310270kan,cle,JackDQ20,def_int,0,,,,,
player,201310270kan,cle,JackDQ20,def_int_yds,0,,,,,
player,201310270kan,cle,JackDQ20,def_int_td,0,,,,,
player,201310270kan,cle,JackDQ20,def_int_long,0,,,,,
player,201310270kan,cle,JackDQ20,pass_defended,0,,,,,
player,201310270kan,cle,JackDQ20,sacks,1.5,,,,,
player,201310270kan,cle,JackDQ20,tackles_combined,9,,,,,
player,201310270kan,cle,JackDQ20,tackles_solo,7,,,,,
player,201310270kan,cle,JackDQ20,tackles_assists,2,,,,,
player,201310270kan,cle,JackDQ20,tackles_loss,1,,,,,
player,201310270kan,cle,JackDQ20,qb_hits,2,,,,,
player,201310270kan,cle,JackDQ20,fumbles_rec,0,,,,,
player,201310270kan,cle,JackDQ20,fumbles_rec_yds,0,,,,,
player,201310270kan,cle,JackDQ20,fumbles_rec_td,0,,,,,
player,201310270kan,cle,JackDQ20,fumbles_forced,0,,,,,
player,201310270kan,cle,RobeCr00,def_int,0,,,,,
