game,2013,7,20131020,201310200gnb,cle,"Cleveland Browns",13,gnb,"Green Bay Packers",31
player,201310200gnb,cle,WhitFo00,rec_yds,13,,,,,
player,201310200gnb,cle,WhitFo00,rec_td,0,,,,,
player,201310200gnb,cle,WhitFo00,rec_long,10,,,,,
player,201310200gnb,cle,WhitFo00,fumbles,0,,,,,
player,201310200gnb,cle,WhitFo00,fumbles_lost,0,,,,,
player,201310200gnb,cle,CameJo00,pass_cmp,0,,,,,
player,201310200gnb,cle,CameJo00,pass_att,0,,,,,
player,201310200gnb,cle,CameJo00,pass_yds,0,,,,,
player,201310200gnb,cle,CameJo00,pass_td,0,,,,,
player,201310200gnb,cle,CameJo00,pass_int,0,,,,,
player,201310200gnb,cle,CameJo00,pass_sacked,0,,,,,
player,201310200gnb,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201310200gnb,cle,CameJo00,pass_long,0,,,,,
player,201310200gnb,cle,CameJo00,pass_rating,,,,,,
player,201310200gnb,cle,CameJo00,rush_att,0,,,,,
player,201310200gnb,cle,CameJo00,rush_yds,0,,,,,
player,201310200gnb,cle,CameJo00,rush_td,0,,,,,
player,201310200gnb,cle,CameJo00,rush_long,0,,,,,
player,201310200gnb,cle,CameJo00,targets,9,,,,,
player,201310200gnb,cle,CameJo00,rec,7,,,,,
player,201310200gnb,cle,CameJo00,rec_yds,55,,,,,
player,201310200gnb,cle,CameJo00,rec_td,1,,,,,
player,201310200gnb,cle,CameJo00,rec_long,15,,,,,
player,201310200gnb,cle,CameJo00,fumbles,0,,,,,
player,201310200gnb,cle,CameJo00,fumbles_lost,0,,,,,
player,201310200gnb,cle,LittGr00,pass_cmp,0,,,,,
player,201310200gnb,cle,LittGr00,pass_att,0,,,,,
player,201310200gnb,cle,LittGr00,pass_yds,0,,,,,
player,201310200gnb,cle,LittGr00,pass_td,0,,,,,
player,201310200gnb,cle,LittGr00,pass_int,0,,,,,
player,201310200gnb,cle,LittGr00,pass_sacked,0,,,,,
player,201310200gnb,cle,LittGr00,pass_sacked_yds,0,,,,,
player,201310200gnb,cle,LittGr00,pass_long,0,,,,,
player,201310200gnb,cle,LittGr00,pass_rating,,,,,,
player,201310200gnb,cle,LittGr00,rush_att,0,,,,,
player,201310200gnb,cle,LittGr00,rush_yds,0,,,,,
player,201310200gnb,cle,LittGr00,rush_td,0,,,,,
player,201310200gnb,cle,LittGr00,rush_long,0,,,,,
player,201310200gnb,cle,LittGr00,targets,9,,,,,
player,201310200gnb,cle,LittGr00,rec,4,,,,,
player,201310200gnb,cle,LittGr00,rec_yds,49,,,,,
player,201310200gnb,cle,LittGr00,rec_td,0,,,,,
player,201310200gnb,cle,LittGr00,rec_long,19,,,,,
player,201310200gnb,cle,LittGr00,fumbles,0,,,,,
player,201310200gnb,cle,LittGr00,fumbles_lost,0,,,,,
player,201310200gnb,cle,GordJo02,pass_cmp,0,,,,,
player,201310200gnb,cle,GordJo02,pass_att,0,,,,,
player,201310200gnb,cle,GordJo02,pass_yds,0,,,,,
player,201310200gnb,cle,GordJo02,pass_td,0,,,,,
player,201310200gnb,cle,GordJo02,pass_int,0,,,,,
player,201310200gnb,cle,GordJo02,pass_sacked,0,,,,,
player,201310200gnb,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201310200gnb,cle,GordJo02,pass_long,0,,,,,
player,201310200gnb,cle,GordJo02,pass_rating,,,,,,
player,201310200gnb,cle,GordJo02,rush_att,0,,,,,
player,201310200gnb,cle,GordJo02,rush_yds,0,,,,,
player,201310200gnb,cle,GordJo02,rush_td,0,,,,,
player,201310200gnb,cle,GordJo02,rush_long,0,,,,,
player,201310200gnb,cle,GordJo02,targets,6,,,,,
player,201310200gnb,cle,GordJo02,rec,2,,,,,
player,201310200gnb,cle,GordJo02,rec_yds,21,,,,,
player,201310200gnb,cle,GordJo02,rec_td,0,,,,,
player,201310200gnb,cle,GordJo02,rec_long,14,,,,,
player,201310200gnb,cle,GordJo02,fumbles,0,,,,,
player,201310200gnb,cle,GordJo02,fumbles_lost,0,,,,,
player,201310200gnb,cle,BessDa00,pass_cmp,0,,,,,
player,201310200gnb,cle,BessDa00,pass_att,0,,,,,
player,201310200gnb,cle,BessDa00,pass_yds,0,,,,,
player,201310200gnb,cle,BessDa00,pass_td,0,,,,,
player,201310200gnb,cle,BessDa00,pass_int,0,,,,,
player,201310200gnb,cle,BessDa00,pass_sacked,0,,,,,
player,201310200gnb,cle,BessDa00,pass_sacked_yds,0,,,,,
player,201310200gnb,cle,BessDa00,pass_long,0,,,,,
player,201310200gnb,cle,BessDa00,pass_rating,,,,,,
player,201310200gnb,cle,BessDa00,rush_att,0,,,,,
player,201310200gnb,cle,BessDa00,rush_yds,0,,,,,
player,201310200gnb,cle,BessDa00,rush_td,0,,,,,
player,201310200gnb,cle,BessDa00,rush_long,0,,,,,
player,201310200gnb,cle,BessDa00,targets,6,,,,,
player,201310200gnb,cle,BessDa00,rec,2,,,,,
player,201310200gnb,cle,BessDa00,rec_yds,11,,,,,
player,201310200gnb,cle,BessDa00,rec_td,0,,,,,
player,201310200gnb,cle,BessDa00,rec_long,11,,,,,
player,201310200gnb,cle,BessDa00,fumbles,0,,,,,
player,201310200gnb,cle,BessDa00,fumbles_lost,0,,,,,
player,201310200gnb,cle,BarnGa01,pass_cmp,0,,,,,
player,201310200gnb,cle,BarnGa01,pass_att,0,,,,,
player,201310200gnb,cle,BarnGa01,pass_yds,0,,,,,
player,201310200gnb,cle,BarnGa01,pass_td,0,,,,,
player,201310200gnb,cle,BarnGa01,pass_int,0,,,,,
player,201310200gnb,cle,BarnGa01,pass_sacked,0,,,,,
player,201310200gnb,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201310200gnb,cle,BarnGa01,pass_long,0,,,,,
player,201310200gnb,cle,BarnGa01,pass_rating,,,,,,
player,201310200gnb,cle,BarnGa01,rush_att,0,,,,,
player,201310200gnb,cle,BarnGa01,rush_yds,0,,,,,
player,201310200gnb,cle,BarnGa01,rush_td,0,,,,,
player,201310200gnb,cle,BarnGa01,rush_long,0,,,,,
player,201310200gnb,cle,BarnGa01,targets,1,,,,,
player,201310200gnb,cle,BarnGa01,rec,0,,,,,
player,201310200gnb,cle,BarnGa01,rec_yds,0,,,,,
player,201310200gnb,cle,BarnGa01,rec_td,0,,,,,
player,201310200gnb,cle,BarnGa01,rec_long,0,,,,,
player,201310200gnb,cle,BarnGa01,fumbles,0,,,,,
player,201310200gnb,cle,BarnGa01,fumbles_lost,0,,,,,
player,201310200gnb,cle,GrayMa00,pass_cmp,0,,,,,
player,201310200gnb,cle,GrayMa00,pass_att,0,,,,,
player,201310200gnb,cle,GrayMa00,pass_yds,0,,,,,
player,201310200gnb,cle,GrayMa00,pass_td,0,,,,,
player,201310200gnb,cle,GrayMa00,pass_int,0,,,,,
player,201310200gnb,cle,GrayMa00,pass_sacked,0,,,,,
player,201310200gnb,cle,GrayMa00,pass_sacked_yds,0,,,,,
player,201310200gnb,cle,GrayMa00,pass_long,0,,,,,
player,201310200gnb,cle,GrayMa00,pass_rating,,,,,,
player,201310200gnb,cle,GrayMa00,rush_att,1,,,,,
player,201310200gnb,cle,GrayMa00,rush_yds,-2,,,,,
player,201310200gnb,cle,GrayMa00,rush_td,0,,,,,
player,201310200gnb,cle,GrayMa00,rush_long,-2,,,,,
player,201310200gnb,cle,GrayMa00,targets,1,,,,,
player,201310200gnb,cle,GrayMa00,rec,0,,,,,
player,201310200gnb,cle,GrayMa00,rec_yds,0,,,,,
player,201310200gnb,cle,GrayMa00,rec_td,0,,,,,
player,201310200gnb,cle,GrayMa00,rec_long,0,,,,,
player,201310200gnb,cle,GrayMa00,fumbles,0,,,,,
player,201310200gnb,cle,GrayMa00,fumbles_lost,0,,,,,
player,201310200gnb,gnb,RodgAa00,pass_cmp,25,,,,,
player,201310200gnb,gnb,RodgAa00,pass_att,36,,,,,
player,201310200gnb,gnb,RodgAa00,pass_yds,260,,,,,
player,201310200gnb,gnb,RodgAa00,pass_td,3,,,,,
player,201310200gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201310200gnb,gnb,RodgAa00,pass_sacked,1,,,,,
player,201310200gnb,gnb,RodgAa00,pass_sacked_yds,7,,,,,
player,201310200gnb,gnb,RodgAa00,pass_long,39,,,,,
player,201310200gnb,gnb,RodgAa00,pass_rating,117.8,,,,,
player,201310200gnb,gnb,RodgAa00,rush_att,4,,,,,
player,201310200gnb,gnb,RodgAa00,rush_yds,12,,,,,
player,201310200gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201310200gnb,gnb,RodgAa00,rush_long,5,,,,,
player,201310200gnb,gnb,RodgAa00,targets,0,,,,,
player,201310200gnb,gnb,RodgAa00,rec,0,,,,,
player,201310200gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201310200gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201310200gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201310200gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201310200gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201310200gnb,gnb,LacyEd00,pass_cmp,0,,,,,
player,201310200gnb,gnb,LacyEd00,pass_att,0,,,,,
player,201310200gnb,gnb,LacyEd00,pass_yds,0,,,,,
player,201310200gnb,gnb,LacyEd00,pass_td,0,,,,,
player,201310200gnb,gnb,LacyEd00,pass_int,0,,,,,
player,201310200gnb,gnb,LacyEd00,pass_sacked,0,,,,,
player,201310200gnb,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201310200gnb,gnb,LacyEd00,pass_long,0,,,,,
player,201310200gnb,gnb,LacyEd00,pass_rating,,,,,,
player,201310200gnb,gnb,LacyEd00,rush_att,22,,,,,
player,201310200gnb,gnb,LacyEd00,rush_yds,82,,,,,
player,201310200gnb,gnb,LacyEd00,rush_td,1,,,,,
player,201310200gnb,gnb,LacyEd00,rush_long,13,,,,,
player,201310200gnb,gnb,LacyEd00,targets,7,,,,,
player,201310200gnb,gnb,LacyEd00,rec,5,,,,,
player,201310200gnb,gnb,LacyEd00,rec_yds,26,,,,,
player,201310200gnb,gnb,LacyEd00,rec_td,0,,,,,
player,201310200gnb,gnb,LacyEd00,rec_long,7,,,,,
player,201310200gnb,gnb,LacyEd00,fumbles,0,,,,,
player,201310200gnb,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201310200gnb,gnb,FranJo01,pass_cmp,0,,,,,
player,201310200gnb,gnb,FranJo01,pass_att,0,,,,,
player,201310200gnb,gnb,FranJo01,pass_yds,0,,,,,
player,201310200gnb,gnb,FranJo01,pass_td,0,,,,,
player,201310200gnb,gnb,FranJo01,pass_int,0,,,,,
player,201310200gnb,gnb,FranJo01,pass_sacked,0,,,,,
player,201310200gnb,gnb,FranJo01,pass_sacked_yds,0,,,,,
player,201310200gnb,gnb,FranJo01,pass_long,0,,,,,
player,201310200gnb,gnb,FranJo01,pass_rating,,,,,,
player,201310200gnb,gnb,FranJo01,rush_att,2,,,,,
player,201310200gnb,gnb,FranJo01,rush_yds,6,,,,,
player,201310200gnb,gnb,FranJo01,rush_td,0,,,,,
player,201310200gnb,gnb,FranJo01,rush_long,4,,,,,
player,201310200gnb,gnb,FranJo01,targets,1,,,,,
player,201310200gnb,gnb,FranJo01,rec,0,,,,,
player,201310200gnb,gnb,FranJo01,rec_yds,0,,,,,
player,201310200gnb,gnb,FranJo01,rec_td,0,,,,,
player,201310200gnb,gnb,FranJo01,rec_long,0,,,,,
player,201310200gnb,gnb,FranJo01,fumbles,0,,,,,
player,201310200gnb,gnb,FranJo01,fumbles_lost,0,,,,,
player,201310200gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201310200gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201310200gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201310200gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201310200gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201310200gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201310200gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201310200gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201310200gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201310200gnb,gnb,KuhnJo00,rush_att,1,,,,,
player,201310200gnb,gnb,KuhnJo00,rush_yds,4,,,,,
player,201310200gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201310200gnb,gnb,KuhnJo00,rush_long,4,,,,,
player,201310200gnb,gnb,KuhnJo00,targets,1,,,,,
player,201310200gnb,gnb,KuhnJo00,rec,1,,,,,
player,201310200gnb,gnb,KuhnJo00,rec_yds,8,,,,,
player,201310200gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201310200gnb,gnb,KuhnJo00,rec_long,8,,,,,
player,201310200gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201310200gnb,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201310200gnb,gnb,BoykJa00,pass_cmp,0,,,,,
player,201310200gnb,gnb,BoykJa00,pass_att,0,,,,,
player,201310200gnb,gnb,BoykJa00,pass_yds,0,,,,,
player,201310200gnb,gnb,BoykJa00,pass_td,0,,,,,
player,201310200gnb,gnb,BoykJa00,pass_int,0,,,,,
player,201310200gnb,gnb,BoykJa00,pass_sacked,0,,,,,
player,201310200gnb,gnb,BoykJa00,pass_sacked_yds,0,,,,,
player,201310200gnb,gnb,BoykJa00,pass_long,0,,,,,
player,201310200gnb,gnb,BoykJa00,pass_rating,,,,,,
player,201310200gnb,gnb,BoykJa00,rush_att,0,,,,,
player,201310200gnb,gnb,BoykJa00,rush_yds,0,,,,,
player,201310200gnb,gnb,BoykJa00,rush_td,0,,,,,
player,201310200gnb,gnb,BoykJa00,rush_long,0,,,,,
player,201310200gnb,gnb,BoykJa00,targets,10,,,,,
player,201310200gnb,gnb,BoykJa00,rec,8,,,,,
player,201310200gnb,gnb,BoykJa00,rec_yds,103,,,,,
player,201310200gnb,gnb,BoykJa00,rec_td,1,,,,,
player,201310200gnb,gnb,BoykJa00,rec_long,39,,,,,
player,201310200gnb,gnb,BoykJa00,fumbles,0,,,,,
player,201310200gnb,gnb,BoykJa00,fumbles_lost,0,,,,,
player,201310200gnb,gnb,FinlJe00,pass_cmp,0,,,,,
player,201310200gnb,gnb,FinlJe00,pass_att,0,,,,,
player,201310200gnb,gnb,FinlJe00,pass_yds,0,,,,,
player,201310200gnb,gnb,FinlJe00,pass_td,0,,,,,
player,201310200gnb,gnb,FinlJe00,pass_int,0,,,,,
player,201310200gnb,gnb,FinlJe00,pass_sacked,0,,,,,
player,201310200gnb,gnb,FinlJe00,pass_sacked_yds,0,,,,,
player,201310200gnb,gnb,FinlJe00,pass_long,0,,,,,
player,201310200gnb,gnb,FinlJe00,pass_rating,,,,,,
player,201310200gnb,gnb,FinlJe00,rush_att,0,,,,,
player,201310200gnb,gnb,FinlJe00,rush_yds,0,,,,,
player,201310200gnb,gnb,FinlJe00,rush_td,0,,,,,
player,201310200gnb,gnb,FinlJe00,rush_long,0,,,,,
player,201310200gnb,gnb,FinlJe00,targets,5,,,,,
player,201310200gnb,gnb,FinlJe00,rec,5,,,,,
player,201310200gnb,gnb,FinlJe00,rec_yds,72,,,,,
player,201310200gnb,gnb,FinlJe00,rec_td,1,,,,,
player,201310200gnb,gnb,FinlJe00,rec_long,26,,,,,
player,201310200gnb,gnb,FinlJe00,fumbles,0,,,,,
player,201310200gnb,gnb,FinlJe00,fumbles_lost,0,,,,,
player,201310200gnb,gnb,NelsJo00,pass_cmp,0,,,,,
player,201310200gnb,gnb,NelsJo00,pass_att,0,,,,,
player,201310200gnb,gnb,NelsJo00,pass_yds,0,,,,,
player,201310200gnb,gnb,NelsJo00,pass_td,0,,,,,
player,201310200gnb,gnb,NelsJo00,pass_int,0,,,,,
player,201310200gnb,gnb,NelsJo00,pass_sacked,0,,,,,
player,201310200gnb,gnb,NelsJo00,pass_sacked_yds,0,,,,,
player,201310200gnb,gnb,NelsJo00,pass_long,0,,,,,
player,201310200gnb,gnb,NelsJo00,pass_rating,,,,,,
player,201310200gnb,gnb,NelsJo00,rush_att,0,,,,,
player,201310200gnb,gnb,NelsJo00,rush_yds,0,,,,,
player,201310200gnb,gnb,NelsJo00,rush_td,0,,,,,
player,201310200gnb,gnb,NelsJo00,rush_long,0,,,,,
player,201310200gnb,gnb,NelsJo00,targets,6,,,,,
player,201310200gnb,gnb,NelsJo00,rec,5,,,,,
player,201310200gnb,gnb,NelsJo00,rec_yds,42,,,,,
player,201310200gnb,gnb,NelsJo00,rec_td,1,,,,,
player,201310200gnb,gnb,NelsJo00,rec_long,17,,,,,
player,201310200gnb,gnb,NelsJo00,fumbles,0,,,,,
player,201310200gnb,gnb,NelsJo00,fumbles_lost,0,,,,,
player,201310200gnb,gnb,WhitMy00,pass_cmp,0,,,,,
player,201310200gnb,gnb,WhitMy00,pass_att,0,,,,,
player,201310200gnb,gnb,WhitMy00,pass_yds,0,,,,,
player,201310200gnb,gnb,WhitMy00,pass_td,0,,,,,
player,201310200gnb,gnb,WhitMy00,pass_int,0,,,,,
player,201310200gnb,gnb,WhitMy00,pass_sacked,0,,,,,
player,201310200gnb,gnb,WhitMy00,pass_sacked_yds,0,,,,,
player,201310200gnb,gnb,WhitMy00,pass_long,0,,,,,
player,201310200gnb,gnb,WhitMy00,pass_rating,,,,,,
player,201310200gnb,gnb,WhitMy00,rush_att,0,,,,,
player,201310200gnb,gnb,WhitMy00,rush_yds,0,,,,,
player,201310200gnb,gnb,WhitMy00,rush_td,0,,,,,
player,201310200gnb,gnb,WhitMy00,rush_long,0,,,,,
player,201310200gnb,gnb,WhitMy00,targets,2,,,,,
player,201310200gnb,gnb,WhitMy00,rec,1,,,,,
player,201310200gnb,gnb,WhitMy00,rec_yds,9,,,,,
player,201310200gnb,gnb,WhitMy00,rec_td,0,,,,,
player,201310200gnb,gnb,WhitMy00,rec_long,9,,,,,
player,201310200gnb,gnb,WhitMy00,fumbles,0,,,,,
player,201310200gnb,gnb,WhitMy00,fumbles_lost,0,,,,,
player,201310200gnb,gnb,QuarAn00,pass_cmp,0,,,,,
player,201310200gnb,gnb,QuarAn00,pass_att,0,,,,,
player,201310200gnb,gnb,QuarAn00,pass_yds,0,,,,,
player,201310200gnb,gnb,QuarAn00,pass_td,0,,,,,
player,201310200gnb,gnb,QuarAn00,pass_int,0,,,,,
player,201310200gnb,gnb,QuarAn00,pass_sacked,0,,,,,
player,201310200gnb,gnb,QuarAn00,pass_sacked_yds,0,,,,,
player,201310200gnb,gnb,QuarAn00,pass_long,0,,,,,
player,201310200gnb,gnb,QuarAn00,pass_rating,,,,,,
player,201310200gnb,gnb,QuarAn00,rush_att,0,,,,,
player,201310200gnb,gnb,QuarAn00,rush_yds,0,,,,,
player,201310200gnb,gnb,QuarAn00,rush_td,0,,,,,
player,201310200gnb,gnb,QuarAn00,rush_long,0,,,,,
player,201310200gnb,gnb,QuarAn00,targets,1,,,,,
player,201310200gnb,gnb,QuarAn00,rec,0,,,,,
player,201310200gnb,gnb,QuarAn00,rec_yds,0,,,,,
player,201310200gnb,gnb,QuarAn00,rec_td,0,,,,,
player,201310200gnb,gnb,QuarAn00,rec_long,0,,,,,
player,201310200gnb,gnb,QuarAn00,fumbles,0,,,,,
player,201310200gnb,gnb,QuarAn00,fumbles_lost,0,,,,,
player,201310200gnb,cle,OwenCh99,def_int,0,,,,,
player,201310200gnb,cle,OwenCh99,def_int_yds,0,,,,,
player,201310200gnb,cle,OwenCh99,def_int_td,0,,,,,
player,201310200gnb,cle,OwenCh99,def_int_long,0,,,,,
player,201310200gnb,cle,OwenCh99,pass_defended,0,,,,,
player,201310200gnb,cle,OwenCh99,sacks,0.5,,,,,
player,201310200gnb,cle,OwenCh99,tackles_combined,6,,,,,
player,201310200gnb,cle,OwenCh99,tackles_solo,5,,,,,
player,201310200gnb,cle,OwenCh99,tackles_assists,1,,,,,
player,201310200gnb,cle,OwenCh99,tackles_loss,0,,,,,
player,201310200gnb,cle,OwenCh99,qb_hits,1,,,,,
player,201310200gnb,cle,OwenCh99,fumbles_rec,0,,,,,
player,201310200gnb,cle,OwenCh99,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,OwenCh99,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,OwenCh99,fumbles_forced,0,,,,,
player,201310200gnb,cle,KrugPa99,def_int,0,,,,,
player,201310200gnb,cle,KrugPa99,def_int_yds,0,,,,,
player,201310200gnb,cle,KrugPa99,def_int_td,0,,,,,
player,201310200gnb,cle,KrugPa99,def_int_long,0,,,,,
player,201310200gnb,cle,KrugPa99,pass_defended,0,,,,,
player,201310200gnb,cle,KrugPa99,sacks,0.5,,,,,
player,201310200gnb,cle,KrugPa99,tackles_combined,3,,,,,
player,201310200gnb,cle,KrugPa99,tackles_solo,1,,,,,
player,201310200gnb,cle,KrugPa99,tackles_assists,2,,,,,
player,201310200gnb,cle,KrugPa99,tackles_loss,0,,,,,
player,201310200gnb,cle,KrugPa99,qb_hits,1,,,,,
player,201310200gnb,cle,KrugPa99,fumbles_rec,0,,,,,
player,201310200gnb,cle,KrugPa99,fumbles_rec_yds,0,,,,,
player,201310200gnb,cle,KrugPa99,fumbles_rec_td,0,,,,,
player,201310200gnb,cle,KrugPa99,fumbles_forced,0,,,,,
player,201310200gnb,cle,WardT.99,def_int,0,,,,,
