game,2013,14,20131208,201312080sdg,nyg,"New York Giants",14,sdg,"San Diego Chargers",37
player,201312080sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201312080sdg,sdg,BirdBr00,def_int,0,,,,,
player,201312080sdg,sdg,BirdBr00,def_int_yds,0,,,,,
player,201312080sdg,sdg,BirdBr00,def_int_td,0,,,,,
player,201312080sdg,sdg,BirdBr00,def_int_long,0,,,,,
player,201312080sdg,sdg,BirdBr00,pass_defended,0,,,,,
player,201312080sdg,sdg,BirdBr00,sacks,0.0,,,,,
player,201312080sdg,sdg,BirdBr00,tackles_combined,3,,,,,
player,201312080sdg,sdg,BirdBr00,tackles_solo,2,,,,,
player,201312080sdg,sdg,BirdBr00,tackles_assists,1,,,,,
player,201312080sdg,sdg,BirdBr00,tackles_loss,0,,,,,
player,201312080sdg,sdg,BirdBr00,qb_hits,0,,,,,
player,201312080sdg,sdg,BirdBr00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,BirdBr00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,BirdBr00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,BirdBr00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,GreeLa00,def_int,0,,,,,
player,201312080sdg,sdg,GreeLa00,def_int_yds,0,,,,,
player,201312080sdg,sdg,GreeLa00,def_int_td,0,,,,,
player,201312080sdg,sdg,GreeLa00,def_int_long,0,,,,,
player,201312080sdg,sdg,GreeLa00,pass_defended,0,,,,,
player,201312080sdg,sdg,GreeLa00,sacks,0.0,,,,,
player,201312080sdg,sdg,GreeLa00,tackles_combined,2,,,,,
player,201312080sdg,sdg,GreeLa00,tackles_solo,2,,,,,
player,201312080sdg,sdg,GreeLa00,tackles_assists,0,,,,,
player,201312080sdg,sdg,GreeLa00,tackles_loss,0,,,,,
player,201312080sdg,sdg,GreeLa00,qb_hits,0,,,,,
player,201312080sdg,sdg,GreeLa00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,GreeLa00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,GreeLa00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,GreeLa00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,GuyxLa00,def_int,0,,,,,
player,201312080sdg,sdg,GuyxLa00,def_int_yds,0,,,,,
player,201312080sdg,sdg,GuyxLa00,def_int_td,0,,,,,
player,201312080sdg,sdg,GuyxLa00,def_int_long,0,,,,,
player,201312080sdg,sdg,GuyxLa00,pass_defended,1,,,,,
player,201312080sdg,sdg,GuyxLa00,sacks,0.0,,,,,
player,201312080sdg,sdg,GuyxLa00,tackles_combined,2,,,,,
player,201312080sdg,sdg,GuyxLa00,tackles_solo,1,,,,,
player,201312080sdg,sdg,GuyxLa00,tackles_assists,1,,,,,
player,201312080sdg,sdg,GuyxLa00,tackles_loss,0,,,,,
player,201312080sdg,sdg,GuyxLa00,qb_hits,1,,,,,
player,201312080sdg,sdg,GuyxLa00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,GuyxLa00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,GuyxLa00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,JohnJa23,def_int,0,,,,,
player,201312080sdg,sdg,JohnJa23,def_int_yds,0,,,,,
player,201312080sdg,sdg,JohnJa23,def_int_td,0,,,,,
player,201312080sdg,sdg,JohnJa23,def_int_long,0,,,,,
player,201312080sdg,sdg,JohnJa23,pass_defended,0,,,,,
player,201312080sdg,sdg,JohnJa23,sacks,0.0,,,,,
player,201312080sdg,sdg,JohnJa23,tackles_combined,2,,,,,
player,201312080sdg,sdg,JohnJa23,tackles_solo,2,,,,,
player,201312080sdg,sdg,JohnJa23,tackles_assists,0,,,,,
player,201312080sdg,sdg,JohnJa23,tackles_loss,1,,,,,
player,201312080sdg,sdg,JohnJa23,qb_hits,0,,,,,
player,201312080sdg,sdg,JohnJa23,fumbles_rec,0,,,,,
player,201312080sdg,sdg,JohnJa23,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,JohnJa23,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,JohnJa23,fumbles_forced,0,,,,,
player,201312080sdg,sdg,LissSe99,def_int,0,,,,,
player,201312080sdg,sdg,LissSe99,def_int_yds,0,,,,,
player,201312080sdg,sdg,LissSe99,def_int_td,0,,,,,
player,201312080sdg,sdg,LissSe99,def_int_long,0,,,,,
player,201312080sdg,sdg,LissSe99,pass_defended,0,,,,,
player,201312080sdg,sdg,LissSe99,sacks,0.0,,,,,
player,201312080sdg,sdg,LissSe99,tackles_combined,2,,,,,
player,201312080sdg,sdg,LissSe99,tackles_solo,1,,,,,
player,201312080sdg,sdg,LissSe99,tackles_assists,1,,,,,
player,201312080sdg,sdg,LissSe99,tackles_loss,0,,,,,
player,201312080sdg,sdg,LissSe99,qb_hits,1,,,,,
player,201312080sdg,sdg,LissSe99,fumbles_rec,0,,,,,
player,201312080sdg,sdg,LissSe99,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,LissSe99,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,LissSe99,fumbles_forced,0,,,,,
player,201312080sdg,sdg,PatrJo00,def_int,0,,,,,
player,201312080sdg,sdg,PatrJo00,def_int_yds,0,,,,,
player,201312080sdg,sdg,PatrJo00,def_int_td,0,,,,,
player,201312080sdg,sdg,PatrJo00,def_int_long,0,,,,,
player,201312080sdg,sdg,PatrJo00,pass_defended,0,,,,,
player,201312080sdg,sdg,PatrJo00,sacks,0.0,,,,,
player,201312080sdg,sdg,PatrJo00,tackles_combined,2,,,,,
player,201312080sdg,sdg,PatrJo00,tackles_solo,2,,,,,
player,201312080sdg,sdg,PatrJo00,tackles_assists,0,,,,,
player,201312080sdg,sdg,PatrJo00,tackles_loss,0,,,,,
player,201312080sdg,sdg,PatrJo00,qb_hits,0,,,,,
player,201312080sdg,sdg,PatrJo00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,PatrJo00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,PatrJo00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,PatrJo00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,StucDa20,def_int,0,,,,,
player,201312080sdg,sdg,StucDa20,def_int_yds,0,,,,,
player,201312080sdg,sdg,StucDa20,def_int_td,0,,,,,
player,201312080sdg,sdg,StucDa20,def_int_long,0,,,,,
player,201312080sdg,sdg,StucDa20,pass_defended,0,,,,,
player,201312080sdg,sdg,StucDa20,sacks,0.0,,,,,
player,201312080sdg,sdg,StucDa20,tackles_combined,2,,,,,
player,201312080sdg,sdg,StucDa20,tackles_solo,2,,,,,
player,201312080sdg,sdg,StucDa20,tackles_assists,0,,,,,
player,201312080sdg,sdg,StucDa20,tackles_loss,0,,,,,
player,201312080sdg,sdg,StucDa20,qb_hits,0,,,,,
player,201312080sdg,sdg,StucDa20,fumbles_rec,0,,,,,
player,201312080sdg,sdg,StucDa20,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,StucDa20,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,StucDa20,fumbles_forced,0,,,,,
player,201312080sdg,sdg,TeoxMa00,def_int,0,,,,,
player,201312080sdg,sdg,TeoxMa00,def_int_yds,0,,,,,
player,201312080sdg,sdg,TeoxMa00,def_int_td,0,,,,,
player,201312080sdg,sdg,TeoxMa00,def_int_long,0,,,,,
player,201312080sdg,sdg,TeoxMa00,pass_defended,1,,,,,
player,201312080sdg,sdg,TeoxMa00,sacks,0.0,,,,,
player,201312080sdg,sdg,TeoxMa00,tackles_combined,2,,,,,
player,201312080sdg,sdg,TeoxMa00,tackles_solo,2,,,,,
player,201312080sdg,sdg,TeoxMa00,tackles_assists,0,,,,,
player,201312080sdg,sdg,TeoxMa00,tackles_loss,0,,,,,
player,201312080sdg,sdg,TeoxMa00,qb_hits,0,,,,,
player,201312080sdg,sdg,TeoxMa00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,TeoxMa00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,TeoxMa00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,TeoxMa00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,AddaJa00,def_int,0,,,,,
player,201312080sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201312080sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201312080sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201312080sdg,sdg,AddaJa00,pass_defended,1,,,,,
player,201312080sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201312080sdg,sdg,AddaJa00,tackles_combined,1,,,,,
player,201312080sdg,sdg,AddaJa00,tackles_solo,1,,,,,
player,201312080sdg,sdg,AddaJa00,tackles_assists,0,,,,,
player,201312080sdg,sdg,AddaJa00,tackles_loss,0,,,,,
player,201312080sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201312080sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,CoxxDe99,def_int,0,,,,,
player,201312080sdg,sdg,CoxxDe99,def_int_yds,0,,,,,
player,201312080sdg,sdg,CoxxDe99,def_int_td,0,,,,,
player,201312080sdg,sdg,CoxxDe99,def_int_long,0,,,,,
player,201312080sdg,sdg,CoxxDe99,pass_defended,0,,,,,
player,201312080sdg,sdg,CoxxDe99,sacks,0.0,,,,,
player,201312080sdg,sdg,CoxxDe99,tackles_combined,1,,,,,
player,201312080sdg,sdg,CoxxDe99,tackles_solo,1,,,,,
player,201312080sdg,sdg,CoxxDe99,tackles_assists,0,,,,,
player,201312080sdg,sdg,CoxxDe99,tackles_loss,0,,,,,
player,201312080sdg,sdg,CoxxDe99,qb_hits,0,,,,,
player,201312080sdg,sdg,CoxxDe99,fumbles_rec,0,,,,,
player,201312080sdg,sdg,CoxxDe99,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,CoxxDe99,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,CoxxDe99,fumbles_forced,0,,,,,
player,201312080sdg,sdg,IngrMe00,def_int,0,,,,,
player,201312080sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201312080sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201312080sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201312080sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201312080sdg,sdg,IngrMe00,sacks,0.0,,,,,
player,201312080sdg,sdg,IngrMe00,tackles_combined,1,,,,,
player,201312080sdg,sdg,IngrMe00,tackles_solo,0,,,,,
player,201312080sdg,sdg,IngrMe00,tackles_assists,1,,,,,
player,201312080sdg,sdg,IngrMe00,tackles_loss,0,,,,,
player,201312080sdg,sdg,IngrMe00,qb_hits,0,,,,,
player,201312080sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201312080sdg,sdg,ThomCa99,def_int,0,,,,,
player,201312080sdg,sdg,ThomCa99,def_int_yds,0,,,,,
player,201312080sdg,sdg,ThomCa99,def_int_td,0,,,,,
player,201312080sdg,sdg,ThomCa99,def_int_long,0,,,,,
player,201312080sdg,sdg,ThomCa99,pass_defended,0,,,,,
player,201312080sdg,sdg,ThomCa99,sacks,0.0,,,,,
player,201312080sdg,sdg,ThomCa99,tackles_combined,1,,,,,
player,201312080sdg,sdg,ThomCa99,tackles_solo,1,,,,,
player,201312080sdg,sdg,ThomCa99,tackles_assists,0,,,,,
player,201312080sdg,sdg,ThomCa99,tackles_loss,1,,,,,
player,201312080sdg,sdg,ThomCa99,qb_hits,0,,,,,
player,201312080sdg,sdg,ThomCa99,fumbles_rec,0,,,,,
player,201312080sdg,sdg,ThomCa99,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,ThomCa99,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,ThomCa99,fumbles_forced,0,,,,,
player,201312080sdg,sdg,WalkRe00,def_int,0,,,,,
player,201312080sdg,sdg,WalkRe00,def_int_yds,0,,,,,
player,201312080sdg,sdg,WalkRe00,def_int_td,0,,,,,
player,201312080sdg,sdg,WalkRe00,def_int_long,0,,,,,
player,201312080sdg,sdg,WalkRe00,pass_defended,0,,,,,
player,201312080sdg,sdg,WalkRe00,sacks,0.0,,,,,
player,201312080sdg,sdg,WalkRe00,tackles_combined,1,,,,,
player,201312080sdg,sdg,WalkRe00,tackles_solo,1,,,,,
player,201312080sdg,sdg,WalkRe00,tackles_assists,0,,,,,
player,201312080sdg,sdg,WalkRe00,tackles_loss,0,,,,,
player,201312080sdg,sdg,WalkRe00,qb_hits,1,,,,,
player,201312080sdg,sdg,WalkRe00,fumbles_rec,0,,,,,
player,201312080sdg,sdg,WalkRe00,fumbles_rec_yds,0,,,,,
player,201312080sdg,sdg,WalkRe00,fumbles_rec_td,0,,,,,
player,201312080sdg,sdg,WalkRe00,fumbles_forced,1,,,,,
player,201312080sdg,nyg,CoxxMi00,kick_ret,6,,,,,
player,201312080sdg,nyg,CoxxMi00,kick_ret_yds,113,,,,,
player,201312080sdg,nyg,CoxxMi00,kick_ret_yds_per_ret,18.8,,,,,
player,201312080sdg,nyg,CoxxMi00,kick_ret_td,0,,,,,
player,201312080sdg,nyg,CoxxMi00,kick_ret_long,23,,,,,
player,201312080sdg,nyg,CoxxMi00,punt_ret,0,,,,,
player,201312080sdg,nyg,CoxxMi00,punt_ret_yds,0,,,,,
player,201312080sdg,nyg,CoxxMi00,punt_ret_yds_per_ret,,,,,,
player,201312080sdg,nyg,CoxxMi00,punt_ret_td,0,,,,,
player,201312080sdg,nyg,CoxxMi00,punt_ret_long,0,,,,,
player,201312080sdg,nyg,KuhnMa00,kick_ret,1,,,,,
player,201312080sdg,nyg,KuhnMa00,kick_ret_yds,13,,,,,
player,201312080sdg,nyg,KuhnMa00,kick_ret_yds_per_ret,13.0,,,,,
player,201312080sdg,nyg,KuhnMa00,kick_ret_td,0,,,,,
player,201312080sdg,nyg,KuhnMa00,kick_ret_long,13,,,,,
player,201312080sdg,nyg,KuhnMa00,punt_ret,0,,,,,
player,201312080sdg,nyg,KuhnMa00,punt_ret_yds,0,,,,,
player,201312080sdg,nyg,KuhnMa00,punt_ret_yds_per_ret,,,,,,
player,201312080sdg,nyg,KuhnMa00,punt_ret_td,0,,,,,
player,201312080sdg,nyg,KuhnMa00,punt_ret_long,0,,,,,
player,201312080sdg,sdg,AlleKe00,kick_ret,0,,,,,
player,201312080sdg,sdg,AlleKe00,kick_ret_yds,0,,,,,
player,201312080sdg,sdg,AlleKe00,kick_ret_yds_per_ret,,,,,,
player,201312080sdg,sdg,AlleKe00,kick_ret_td,0,,,,,
player,201312080sdg,sdg,AlleKe00,kick_ret_long,0,,,,,
player,201312080sdg,sdg,AlleKe00,punt_ret,2,,,,,
player,201312080sdg,sdg,AlleKe00,punt_ret_yds,2,,,,,
player,201312080sdg,sdg,AlleKe00,punt_ret_yds_per_ret,1.0,,,,,
player,201312080sdg,sdg,AlleKe00,punt_ret_td,0,,,,,
player,201312080sdg,sdg,AlleKe00,punt_ret_long,2,,,,,
player,201312080sdg,sdg,BrowRo05,kick_ret,2,,,,,
player,201312080sdg,sdg,BrowRo05,kick_ret_yds,34,,,,,
player,201312080sdg,sdg,BrowRo05,kick_ret_yds_per_ret,17.0,,,,,
player,201312080sdg,sdg,BrowRo05,kick_ret_td,0,,,,,
player,201312080sdg,sdg,BrowRo05,kick_ret_long,18,,,,,
player,201312080sdg,sdg,BrowRo05,punt_ret,0,,,,,
player,201312080sdg,sdg,BrowRo05,punt_ret_yds,0,,,,,
player,201312080sdg,sdg,BrowRo05,punt_ret_yds_per_ret,,,,,,
player,201312080sdg,sdg,BrowRo05,punt_ret_td,0,,,,,
player,201312080sdg,sdg,BrowRo05,punt_ret_long,0,,,,,
player,201312080sdg,nyg,brownjos01,xpm,2,,,,,
player,201312080sdg,nyg,brownjos01,xpa,2,,,,,
player,201312080sdg,nyg,brownjos01,fgm,,,,,,
player,201312080sdg,nyg,brownjos01,fga,,,,,,
player,201312080sdg,nyg,brownjos01,punt,0,,,,,
player,201312080sdg,nyg,brownjos01,punt_yds,0,,,,,
player,201312080sdg,nyg,brownjos01,punt_yds_per_punt,,,,,,
player,201312080sdg,nyg,brownjos01,punt_long,0,,,,,
player,201312080sdg,nyg,WeatSt20,xpm,,,,,,
player,201312080sdg,nyg,WeatSt20,xpa,,,,,,
player,201312080sdg,nyg,WeatSt20,fgm,,,,,,
player,201312080sdg,nyg,WeatSt20,fga,,,,,,
player,201312080sdg,nyg,WeatSt20,punt,3,,,,,
player,201312080sdg,nyg,WeatSt20,punt_yds,141,,,,,
player,201312080sdg,nyg,WeatSt20,punt_yds_per_punt,47.0,,,,,
player,201312080sdg,nyg,WeatSt20,punt_long,48,,,,,
player,201312080sdg,sdg,novaknic01,xpm,4,,,,,
player,201312080sdg,sdg,novaknic01,xpa,4,,,,,
player,201312080sdg,sdg,novaknic01,fgm,3,,,,,
player,201312080sdg,sdg,novaknic01,fga,3,,,,,
player,201312080sdg,sdg,novaknic01,punt,0,,,,,
player,201312080sdg,sdg,novaknic01,punt_yds,0,,,,,
player,201312080sdg,sdg,novaknic01,punt_yds_per_punt,,,,,,
player,201312080sdg,sdg,novaknic01,punt_long,0,,,,,
player,201312080sdg,sdg,ScifMi20,xpm,,,,,,
player,201312080sdg,sdg,ScifMi20,xpa,,,,,,
player,201312080sdg,sdg,ScifMi20,fgm,,,,,,
player,201312080sdg,sdg,ScifMi20,fga,,,,,,
player,201312080sdg,sdg,ScifMi20,punt,1,,,,,
player,201312080sdg,sdg,ScifMi20,punt_yds,39,,,,,
player,201312080sdg,sdg,ScifMi20,punt_yds_per_punt,39.0,,,,,
player,201312080sdg,sdg,ScifMi20,punt_long,39,,,,,
player,201312080sdg,sdg,RineCh20,pos,G,,,,,
player,201312080sdg,sdg,RineCh20,offense,72,,,,,
player,201312080sdg,sdg,RineCh20,off_pct,100%,,,,,
player,201312080sdg,sdg,RineCh20,defense,0,,,,,
player,201312080sdg,sdg,RineCh20,def_pct,0%,,,,,
player,201312080sdg,sdg,RineCh20,special_teams,8,,,,,
player,201312080sdg,sdg,RineCh20,st_pct,32%,,,,,
player,201312080sdg,sdg,ClarJe20,pos,G,,,,,
player,201312080sdg,sdg,ClarJe20,offense,72,,,,,
player,201312080sdg,sdg,ClarJe20,off_pct,100%,,,,,
player,201312080sdg,sdg,ClarJe20,defense,0,,,,,
player,201312080sdg,sdg,ClarJe20,def_pct,0%,,,,,
player,201312080sdg,sdg,ClarJe20,special_teams,8,,,,,
player,201312080sdg,sdg,ClarJe20,st_pct,32%,,,,,
player,201312080sdg,sdg,DunlKi20,pos,T,,,,,
player,201312080sdg,sdg,DunlKi20,offense,67,,,,,
player,201312080sdg,sdg,DunlKi20,off_pct,93%,,,,,
player,201312080sdg,sdg,DunlKi20,defense,0,,,,,
player,201312080sdg,sdg,DunlKi20,def_pct,0%,,,,,
player,201312080sdg,sdg,DunlKi20,special_teams,0,,,,,
player,201312080sdg,sdg,DunlKi20,st_pct,0%,,,,,
player,201312080sdg,sdg,FlukDJ00,pos,T,,,,,
player,201312080sdg,sdg,FlukDJ00,offense,66,,,,,
player,201312080sdg,sdg,FlukDJ00,off_pct,92%,,,,,
player,201312080sdg,sdg,FlukDJ00,defense,0,,,,,
player,201312080sdg,sdg,FlukDJ00,def_pct,0%,,,,,
player,201312080sdg,sdg,FlukDJ00,special_teams,0,,,,,
player,201312080sdg,sdg,FlukDJ00,st_pct,0%,,,,,
player,201312080sdg,sdg,HardNi55,pos,C,,,,,
player,201312080sdg,sdg,HardNi55,offense,63,,,,,
player,201312080sdg,sdg,HardNi55,off_pct,88%,,,,,
player,201312080sdg,sdg,HardNi55,defense,0,,,,,
player,201312080sdg,sdg,HardNi55,def_pct,0%,,,,,
player,201312080sdg,sdg,HardNi55,special_teams,0,,,,,
player,201312080sdg,sdg,HardNi55,st_pct,0%,,,,,
player,201312080sdg,sdg,RivePh00,pos,QB,,,,,
player,201312080sdg,sdg,RivePh00,offense,63,,,,,
player,201312080sdg,sdg,RivePh00,off_pct,88%,,,,,
player,201312080sdg,sdg,RivePh00,defense,0,,,,,
player,201312080sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201312080sdg,sdg,RivePh00,special_teams,0,,,,,
player,201312080sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201312080sdg,sdg,BrowVi00,pos,WR,,,,,
player,201312080sdg,sdg,BrowVi00,offense,56,,,,,
player,201312080sdg,sdg,BrowVi00,off_pct,78%,,,,,
player,201312080sdg,sdg,BrowVi00,defense,0,,,,,
player,201312080sdg,sdg,BrowVi00,def_pct,0%,,,,,
player,201312080sdg,sdg,BrowVi00,special_teams,0,,,,,
player,201312080sdg,sdg,BrowVi00,st_pct,0%,,,,,
player,201312080sdg,sdg,GateAn00,pos,TE,,,,,
player,201312080sdg,sdg,GateAn00,offense,55,,,,,
player,201312080sdg,sdg,GateAn00,off_pct,76%,,,,,
player,201312080sdg,sdg,GateAn00,defense,0,,,,,
player,201312080sdg,sdg,GateAn00,def_pct,0%,,,,,
player,201312080sdg,sdg,GateAn00,special_teams,0,,,,,
player,201312080sdg,sdg,GateAn00,st_pct,0%,,,,,
player,201312080sdg,sdg,AlleKe00,pos,WR,,,,,
player,201312080sdg,sdg,AlleKe00,offense,47,,,,,
player,201312080sdg,sdg,AlleKe00,off_pct,65%,,,,,
player,201312080sdg,sdg,AlleKe00,defense,0,,,,,
player,201312080sdg,sdg,AlleKe00,def_pct,0%,,,,,
player,201312080sdg,sdg,AlleKe00,special_teams,2,,,,,
player,201312080sdg,sdg,AlleKe00,st_pct,8%,,,,,
player,201312080sdg,sdg,MathRy00,pos,RB,,,,,
player,201312080sdg,sdg,MathRy00,offense,42,,,,,
player,201312080sdg,sdg,MathRy00,off_pct,58%,,,,,
player,201312080sdg,sdg,MathRy00,defense,0,,,,,
player,201312080sdg,sdg,MathRy00,def_pct,0%,,,,,
player,201312080sdg,sdg,MathRy00,special_teams,0,,,,,
player,201312080sdg,sdg,MathRy00,st_pct,0%,,,,,
player,201312080sdg,sdg,RoyaEd00,pos,WR,,,,,
player,201312080sdg,sdg,RoyaEd00,offense,40,,,,,
player,201312080sdg,sdg,RoyaEd00,off_pct,56%,,,,,
player,201312080sdg,sdg,RoyaEd00,defense,0,,,,,
player,201312080sdg,sdg,RoyaEd00,def_pct,0%,,,,,
player,201312080sdg,sdg,RoyaEd00,special_teams,1,,,,,
player,201312080sdg,sdg,RoyaEd00,st_pct,4%,,,,,
player,201312080sdg,sdg,GreeLa00,pos,TE,,,,,
player,201312080sdg,sdg,GreeLa00,offense,30,,,,,
player,201312080sdg,sdg,GreeLa00,off_pct,42%,,,,,
player,201312080sdg,sdg,GreeLa00,defense,0,,,,,
player,201312080sdg,sdg,GreeLa00,def_pct,0%,,,,,
player,201312080sdg,sdg,GreeLa00,special_teams,20,,,,,
player,201312080sdg,sdg,GreeLa00,st_pct,80%,,,,,
player,201312080sdg,sdg,PhilJo00,pos,TE,,,,,
player,201312080sdg,sdg,PhilJo00,offense,24,,,,,
player,201312080sdg,sdg,PhilJo00,off_pct,33%,,,,,
player,201312080sdg,sdg,PhilJo00,defense,0,,,,,
player,201312080sdg,sdg,PhilJo00,def_pct,0%,,,,,
player,201312080sdg,sdg,PhilJo00,special_teams,23,,,,,
player,201312080sdg,sdg,PhilJo00,st_pct,92%,,,,,
player,201312080sdg,sdg,AjirSe00,pos,WR,,,,,
player,201312080sdg,sdg,AjirSe00,offense,22,,,,,
player,201312080sdg,sdg,AjirSe00,off_pct,31%,,,,,
player,201312080sdg,sdg,AjirSe00,defense,0,,,,,
player,201312080sdg,sdg,AjirSe00,def_pct,0%,,,,,
player,201312080sdg,sdg,AjirSe00,special_teams,12,,,,,
player,201312080sdg,sdg,AjirSe00,st_pct,48%,,,,,
player,201312080sdg,sdg,WoodDa02,pos,RB,,,,,
player,201312080sdg,sdg,WoodDa02,offense,22,,,,,
player,201312080sdg,sdg,WoodDa02,off_pct,31%,,,,,
player,201312080sdg,sdg,WoodDa02,defense,0,,,,,
player,201312080sdg,sdg,WoodDa02,def_pct,0%,,,,,
player,201312080sdg,sdg,WoodDa02,special_teams,3,,,,,
player,201312080sdg,sdg,WoodDa02,st_pct,12%,,,,,
player,201312080sdg,sdg,McClLe00,pos,FB,,,,,
player,201312080sdg,sdg,McClLe00,offense,13,,,,,
player,201312080sdg,sdg,McClLe00,off_pct,18%,,,,,
player,201312080sdg,sdg,McClLe00,defense,0,,,,,
player,201312080sdg,sdg,McClLe00,def_pct,0%,,,,,
player,201312080sdg,sdg,McClLe00,special_teams,4,,,,,
player,201312080sdg,sdg,McClLe00,st_pct,16%,,,,,
player,201312080sdg,sdg,OhrnRi20,pos,G,,,,,
player,201312080sdg,sdg,OhrnRi20,offense,9,,,,,
player,201312080sdg,sdg,OhrnRi20,off_pct,12%,,,,,
player,201312080sdg,sdg,OhrnRi20,defense,0,,,,,
player,201312080sdg,sdg,OhrnRi20,def_pct,0%,,,,,
player,201312080sdg,sdg,OhrnRi20,special_teams,8,,,,,
player,201312080sdg,sdg,OhrnRi20,st_pct,32%,,,,,
player,201312080sdg,sdg,WhitCh02,pos,QB,,,,,
player,201312080sdg,sdg,WhitCh02,offense,9,,,,,
player,201312080sdg,sdg,WhitCh02,off_pct,12%,,,,,
player,201312080sdg,sdg,WhitCh02,defense,0,,,,,
player,201312080sdg,sdg,WhitCh02,def_pct,0%,,,,,
player,201312080sdg,sdg,WhitCh02,special_teams,0,,,,,
player,201312080sdg,sdg,WhitCh02,st_pct,0%,,,,,
player,201312080sdg,sdg,BrowRo05,pos,RB,,,,,
player,201312080sdg,sdg,BrowRo05,offense,8,,,,,
player,201312080sdg,sdg,BrowRo05,off_pct,11%,,,,,
player,201312080sdg,sdg,BrowRo05,defense,0,,,,,
player,201312080sdg,sdg,BrowRo05,def_pct,0%,,,,,
player,201312080sdg,sdg,BrowRo05,special_teams,3,,,,,
player,201312080sdg,sdg,BrowRo05,st_pct,12%,,,,,
player,201312080sdg,sdg,TrouJo00,pos,G,,,,,
player,201312080sdg,sdg,TrouJo00,offense,6,,,,,
player,201312080sdg,sdg,TrouJo00,off_pct,8%,,,,,
player,201312080sdg,sdg,TrouJo00,defense,0,,,,,
player,201312080sdg,sdg,TrouJo00,def_pct,0%,,,,,
player,201312080sdg,sdg,TrouJo00,special_teams,8,,,,,
player,201312080sdg,sdg,TrouJo00,st_pct,32%,,,,,
player,201312080sdg,sdg,SmitWi00,pos,T,,,,,
player,201312080sdg,sdg,SmitWi00,offense,6,,,,,
player,201312080sdg,sdg,SmitWi00,off_pct,8%,,,,,
player,201312080sdg,sdg,SmitWi00,defense,0,,,,,
player,201312080sdg,sdg,SmitWi00,def_pct,0%,,,,,
player,201312080sdg,sdg,SmitWi00,special_teams,0,,,,,
player,201312080sdg,sdg,SmitWi00,st_pct,0%,,,,,
player,201312080sdg,sdg,WeddEr99,pos,FS,,,,,
player,201312080sdg,sdg,WeddEr99,offense,0,,,,,
player,201312080sdg,sdg,WeddEr99,off_pct,0%,,,,,
player,201312080sdg,sdg,WeddEr99,defense,55,,,,,
