game,2013,14,20131208,201312080sdg,nyg,"New York Giants",14,sdg,"San Diego Chargers",37
player,201312080sdg,nyg,HillPe00,rush_att,4,,,,,
player,201312080sdg,nyg,HillPe00,rush_yds,11,,,,,
player,201312080sdg,nyg,HillPe00,rush_td,1,,,,,
player,201312080sdg,nyg,HillPe00,rush_long,4,,,,,
player,201312080sdg,nyg,HillPe00,targets,0,,,,,
player,201312080sdg,nyg,HillPe00,rec,0,,,,,
player,201312080sdg,nyg,HillPe00,rec_yds,0,,,,,
player,201312080sdg,nyg,HillPe00,rec_td,0,,,,,
player,201312080sdg,nyg,HillPe00,rec_long,0,,,,,
player,201312080sdg,nyg,HillPe00,fumbles,0,,,,,
player,201312080sdg,nyg,HillPe00,fumbles_lost,0,,,,,
player,201312080sdg,nyg,NickHa01,pass_cmp,0,,,,,
player,201312080sdg,nyg,NickHa01,pass_att,0,,,,,
player,201312080sdg,nyg,NickHa01,pass_yds,0,,,,,
player,201312080sdg,nyg,NickHa01,pass_td,0,,,,,
player,201312080sdg,nyg,NickHa01,pass_int,0,,,,,
player,201312080sdg,nyg,NickHa01,pass_sacked,0,,,,,
player,201312080sdg,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201312080sdg,nyg,NickHa01,pass_long,0,,,,,
player,201312080sdg,nyg,NickHa01,pass_rating,,,,,,
player,201312080sdg,nyg,NickHa01,rush_att,0,,,,,
player,201312080sdg,nyg,NickHa01,rush_yds,0,,,,,
player,201312080sdg,nyg,NickHa01,rush_td,0,,,,,
player,201312080sdg,nyg,NickHa01,rush_long,0,,,,,
player,201312080sdg,nyg,NickHa01,targets,7,,,,,
player,201312080sdg,nyg,NickHa01,rec,5,,,,,
player,201312080sdg,nyg,NickHa01,rec_yds,135,,,,,
player,201312080sdg,nyg,NickHa01,rec_td,0,,,,,
player,201312080sdg,nyg,NickHa01,rec_long,51,,,,,
player,201312080sdg,nyg,NickHa01,fumbles,0,,,,,
player,201312080sdg,nyg,NickHa01,fumbles_lost,0,,,,,
player,201312080sdg,nyg,CruzVi00,pass_cmp,0,,,,,
player,201312080sdg,nyg,CruzVi00,pass_att,0,,,,,
player,201312080sdg,nyg,CruzVi00,pass_yds,0,,,,,
player,201312080sdg,nyg,CruzVi00,pass_td,0,,,,,
player,201312080sdg,nyg,CruzVi00,pass_int,0,,,,,
player,201312080sdg,nyg,CruzVi00,pass_sacked,0,,,,,
player,201312080sdg,nyg,CruzVi00,pass_sacked_yds,0,,,,,
player,201312080sdg,nyg,CruzVi00,pass_long,0,,,,,
player,201312080sdg,nyg,CruzVi00,pass_rating,,,,,,
player,201312080sdg,nyg,CruzVi00,rush_att,0,,,,,
player,201312080sdg,nyg,CruzVi00,rush_yds,0,,,,,
player,201312080sdg,nyg,CruzVi00,rush_td,0,,,,,
player,201312080sdg,nyg,CruzVi00,rush_long,0,,,,,
player,201312080sdg,nyg,CruzVi00,targets,6,,,,,
player,201312080sdg,nyg,CruzVi00,rec,5,,,,,
player,201312080sdg,nyg,CruzVi00,rec_yds,42,,,,,
player,201312080sdg,nyg,CruzVi00,rec_td,0,,,,,
player,201312080sdg,nyg,CruzVi00,rec_long,14,,,,,
player,201312080sdg,nyg,CruzVi00,fumbles,0,,,,,
player,201312080sdg,nyg,CruzVi00,fumbles_lost,0,,,,,
player,201312080sdg,nyg,RandRu00,pass_cmp,0,,,,,
player,201312080sdg,nyg,RandRu00,pass_att,0,,,,,
player,201312080sdg,nyg,RandRu00,pass_yds,0,,,,,
player,201312080sdg,nyg,RandRu00,pass_td,0,,,,,
player,201312080sdg,nyg,RandRu00,pass_int,0,,,,,
player,201312080sdg,nyg,RandRu00,pass_sacked,0,,,,,
player,201312080sdg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201312080sdg,nyg,RandRu00,pass_long,0,,,,,
player,201312080sdg,nyg,RandRu00,pass_rating,,,,,,
player,201312080sdg,nyg,RandRu00,rush_att,0,,,,,
player,201312080sdg,nyg,RandRu00,rush_yds,0,,,,,
player,201312080sdg,nyg,RandRu00,rush_td,0,,,,,
player,201312080sdg,nyg,RandRu00,rush_long,0,,,,,
player,201312080sdg,nyg,RandRu00,targets,4,,,,,
player,201312080sdg,nyg,RandRu00,rec,2,,,,,
player,201312080sdg,nyg,RandRu00,rec_yds,27,,,,,
player,201312080sdg,nyg,RandRu00,rec_td,0,,,,,
player,201312080sdg,nyg,RandRu00,rec_long,18,,,,,
player,201312080sdg,nyg,RandRu00,fumbles,0,,,,,
player,201312080sdg,nyg,RandRu00,fumbles_lost,0,,,,,
player,201312080sdg,nyg,MyerBr00,pass_cmp,0,,,,,
player,201312080sdg,nyg,MyerBr00,pass_att,0,,,,,
player,201312080sdg,nyg,MyerBr00,pass_yds,0,,,,,
player,201312080sdg,nyg,MyerBr00,pass_td,0,,,,,
player,201312080sdg,nyg,MyerBr00,pass_int,0,,,,,
player,201312080sdg,nyg,MyerBr00,pass_sacked,0,,,,,
player,201312080sdg,nyg,MyerBr00,pass_sacked_yds,0,,,,,
player,201312080sdg,nyg,MyerBr00,pass_long,0,,,,,
player,201312080sdg,nyg,MyerBr00,pass_rating,,,,,,
player,201312080sdg,nyg,MyerBr00,rush_att,0,,,,,
player,201312080sdg,nyg,MyerBr00,rush_yds,0,,,,,
player,201312080sdg,nyg,MyerBr00,rush_td,0,,,,,
player,201312080sdg,nyg,MyerBr00,rush_long,0,,,,,
player,201312080sdg,nyg,MyerBr00,targets,7,,,,,
player,201312080sdg,nyg,MyerBr00,rec,4,,,,,
player,201312080sdg,nyg,MyerBr00,rec_yds,26,,,,,
player,201312080sdg,nyg,MyerBr00,rec_td,1,,,,,
player,201312080sdg,nyg,MyerBr00,rec_long,8,,,,,
player,201312080sdg,nyg,MyerBr00,fumbles,0,,,,,
player,201312080sdg,nyg,MyerBr00,fumbles_lost,0,,,,,
player,201312080sdg,nyg,PascBe00,pass_cmp,0,,,,,
player,201312080sdg,nyg,PascBe00,pass_att,0,,,,,
player,201312080sdg,nyg,PascBe00,pass_yds,0,,,,,
player,201312080sdg,nyg,PascBe00,pass_td,0,,,,,
player,201312080sdg,nyg,PascBe00,pass_int,0,,,,,
player,201312080sdg,nyg,PascBe00,pass_sacked,0,,,,,
player,201312080sdg,nyg,PascBe00,pass_sacked_yds,0,,,,,
player,201312080sdg,nyg,PascBe00,pass_long,0,,,,,
player,201312080sdg,nyg,PascBe00,pass_rating,,,,,,
player,201312080sdg,nyg,PascBe00,rush_att,0,,,,,
player,201312080sdg,nyg,PascBe00,rush_yds,0,,,,,
player,201312080sdg,nyg,PascBe00,rush_td,0,,,,,
player,201312080sdg,nyg,PascBe00,rush_long,0,,,,,
player,201312080sdg,nyg,PascBe00,targets,1,,,,,
player,201312080sdg,nyg,PascBe00,rec,1,,,,,
player,201312080sdg,nyg,PascBe00,rec_yds,14,,,,,
player,201312080sdg,nyg,PascBe00,rec_td,0,,,,,
player,201312080sdg,nyg,PascBe00,rec_long,14,,,,,
player,201312080sdg,nyg,PascBe00,fumbles,0,,,,,
player,201312080sdg,nyg,PascBe00,fumbles_lost,0,,,,,
player,201312080sdg,nyg,MurpLo00,pass_cmp,0,,,,,
player,201312080sdg,nyg,MurpLo00,pass_att,0,,,,,
player,201312080sdg,nyg,MurpLo00,pass_yds,0,,,,,
player,201312080sdg,nyg,MurpLo00,pass_td,0,,,,,
player,201312080sdg,nyg,MurpLo00,pass_int,0,,,,,
player,201312080sdg,nyg,MurpLo00,pass_sacked,0,,,,,
player,201312080sdg,nyg,MurpLo00,pass_sacked_yds,0,,,,,
player,201312080sdg,nyg,MurpLo00,pass_long,0,,,,,
player,201312080sdg,nyg,MurpLo00,pass_rating,,,,,,
player,201312080sdg,nyg,MurpLo00,rush_att,0,,,,,
player,201312080sdg,nyg,MurpLo00,rush_yds,0,,,,,
player,201312080sdg,nyg,MurpLo00,rush_td,0,,,,,
player,201312080sdg,nyg,MurpLo00,rush_long,0,,,,,
player,201312080sdg,nyg,MurpLo00,targets,2,,,,,
player,201312080sdg,nyg,MurpLo00,rec,0,,,,,
player,201312080sdg,nyg,MurpLo00,rec_yds,0,,,,,
player,201312080sdg,nyg,MurpLo00,rec_td,0,,,,,
player,201312080sdg,nyg,MurpLo00,rec_long,0,,,,,
player,201312080sdg,nyg,MurpLo00,fumbles,0,,,,,
player,201312080sdg,nyg,MurpLo00,fumbles_lost,0,,,,,
player,201312080sdg,sdg,RivePh00,pass_cmp,21,,,,,
player,201312080sdg,sdg,RivePh00,pass_att,28,,,,,
player,201312080sdg,sdg,RivePh00,pass_yds,249,,,,,
player,201312080sdg,sdg,RivePh00,pass_td,3,,,,,
player,201312080sdg,sdg,RivePh00,pass_int,0,,,,,
player,201312080sdg,sdg,RivePh00,pass_sacked,2,,,,,
player,201312080sdg,sdg,RivePh00,pass_sacked_yds,5,,,,,
player,201312080sdg,sdg,RivePh00,pass_long,43,,,,,
player,201312080sdg,sdg,RivePh00,pass_rating,137.4,,,,,
player,201312080sdg,sdg,RivePh00,rush_att,0,,,,,
player,201312080sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201312080sdg,sdg,RivePh00,rush_td,0,,,,,
player,201312080sdg,sdg,RivePh00,rush_long,0,,,,,
player,201312080sdg,sdg,RivePh00,targets,0,,,,,
player,201312080sdg,sdg,RivePh00,rec,0,,,,,
player,201312080sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201312080sdg,sdg,RivePh00,rec_td,0,,,,,
player,201312080sdg,sdg,RivePh00,rec_long,0,,,,,
player,201312080sdg,sdg,RivePh00,fumbles,1,,,,,
player,201312080sdg,sdg,RivePh00,fumbles_lost,1,,,,,
player,201312080sdg,sdg,MathRy00,pass_cmp,0,,,,,
player,201312080sdg,sdg,MathRy00,pass_att,0,,,,,
player,201312080sdg,sdg,MathRy00,pass_yds,0,,,,,
player,201312080sdg,sdg,MathRy00,pass_td,0,,,,,
player,201312080sdg,sdg,MathRy00,pass_int,0,,,,,
player,201312080sdg,sdg,MathRy00,pass_sacked,0,,,,,
player,201312080sdg,sdg,MathRy00,pass_sacked_yds,0,,,,,
player,201312080sdg,sdg,MathRy00,pass_long,0,,,,,
player,201312080sdg,sdg,MathRy00,pass_rating,,,,,,
player,201312080sdg,sdg,MathRy00,rush_att,29,,,,,
player,201312080sdg,sdg,MathRy00,rush_yds,103,,,,,
player,201312080sdg,sdg,MathRy00,rush_td,1,,,,,
player,201312080sdg,sdg,MathRy00,rush_long,16,,,,,
player,201312080sdg,sdg,MathRy00,targets,4,,,,,
player,201312080sdg,sdg,MathRy00,rec,3,,,,,
player,201312080sdg,sdg,MathRy00,rec_yds,32,,,,,
player,201312080sdg,sdg,MathRy00,rec_td,0,,,,,
player,201312080sdg,sdg,MathRy00,rec_long,12,,,,,
player,201312080sdg,sdg,MathRy00,fumbles,0,,,,,
player,201312080sdg,sdg,MathRy00,fumbles_lost,0,,,,,
player,201312080sdg,sdg,WoodDa02,pass_cmp,0,,,,,
player,201312080sdg,sdg,WoodDa02,pass_att,0,,,,,
player,201312080sdg,sdg,WoodDa02,pass_yds,0,,,,,
player,201312080sdg,sdg,WoodDa02,pass_td,0,,,,,
player,201312080sdg,sdg,WoodDa02,pass_int,0,,,,,
player,201312080sdg,sdg,WoodDa02,pass_sacked,0,,,,,
player,201312080sdg,sdg,WoodDa02,pass_sacked_yds,0,,,,,
player,201312080sdg,sdg,WoodDa02,pass_long,0,,,,,
player,201312080sdg,sdg,WoodDa02,pass_rating,,,,,,
player,201312080sdg,sdg,WoodDa02,rush_att,7,,,,,
player,201312080sdg,sdg,WoodDa02,rush_yds,42,,,,,
player,201312080sdg,sdg,WoodDa02,rush_td,0,,,,,
player,201312080sdg,sdg,WoodDa02,rush_long,11,,,,,
player,201312080sdg,sdg,WoodDa02,targets,5,,,,,
player,201312080sdg,sdg,WoodDa02,rec,4,,,,,
player,201312080sdg,sdg,WoodDa02,rec_yds,52,,,,,
player,201312080sdg,sdg,WoodDa02,rec_td,1,,,,,
player,201312080sdg,sdg,WoodDa02,rec_long,39,,,,,
player,201312080sdg,sdg,WoodDa02,fumbles,0,,,,,
player,201312080sdg,sdg,WoodDa02,fumbles_lost,0,,,,,
player,201312080sdg,sdg,McClLe00,pass_cmp,0,,,,,
player,201312080sdg,sdg,McClLe00,pass_att,0,,,,,
player,201312080sdg,sdg,McClLe00,pass_yds,0,,,,,
player,201312080sdg,sdg,McClLe00,pass_td,0,,,,,
player,201312080sdg,sdg,McClLe00,pass_int,0,,,,,
player,201312080sdg,sdg,McClLe00,pass_sacked,0,,,,,
player,201312080sdg,sdg,McClLe00,pass_sacked_yds,0,,,,,
player,201312080sdg,sdg,McClLe00,pass_long,0,,,,,
player,201312080sdg,sdg,McClLe00,pass_rating,,,,,,
player,201312080sdg,sdg,McClLe00,rush_att,1,,,,,
player,201312080sdg,sdg,McClLe00,rush_yds,1,,,,,
player,201312080sdg,sdg,McClLe00,rush_td,0,,,,,
player,201312080sdg,sdg,McClLe00,rush_long,1,,,,,
player,201312080sdg,sdg,McClLe00,targets,0,,,,,
player,201312080sdg,sdg,McClLe00,rec,0,,,,,
player,201312080sdg,sdg,McClLe00,rec_yds,0,,,,,
player,201312080sdg,sdg,McClLe00,rec_td,0,,,,,
player,201312080sdg,sdg,McClLe00,rec_long,0,,,,,
player,201312080sdg,sdg,McClLe00,fumbles,0,,,,,
player,201312080sdg,sdg,McClLe00,fumbles_lost,0,,,,,
player,201312080sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201312080sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201312080sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201312080sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201312080sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201312080sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201312080sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201312080sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201312080sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201312080sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201312080sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201312080sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201312080sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201312080sdg,sdg,AlleKe00,targets,3,,,,,
player,201312080sdg,sdg,AlleKe00,rec,3,,,,,
player,201312080sdg,sdg,AlleKe00,rec_yds,59,,,,,
player,201312080sdg,sdg,AlleKe00,rec_td,2,,,,,
player,201312080sdg,sdg,AlleKe00,rec_long,43,,,,,
player,201312080sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201312080sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201312080sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201312080sdg,sdg,GateAn00,pass_att,0,,,,,
player,201312080sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201312080sdg,sdg,GateAn00,pass_td,0,,,,,
player,201312080sdg,sdg,GateAn00,pass_int,0,,,,,
player,201312080sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201312080sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201312080sdg,sdg,GateAn00,pass_long,0,,,,,
player,201312080sdg,sdg,GateAn00,pass_rating,,,,,,
player,201312080sdg,sdg,GateAn00,rush_att,0,,,,,
player,201312080sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201312080sdg,sdg,GateAn00,rush_td,0,,,,,
player,201312080sdg,sdg,GateAn00,rush_long,0,,,,,
player,201312080sdg,sdg,GateAn00,targets,6,,,,,
player,201312080sdg,sdg,GateAn00,rec,4,,,,,
player,201312080sdg,sdg,GateAn00,rec_yds,50,,,,,
player,201312080sdg,sdg,GateAn00,rec_td,0,,,,,
player,201312080sdg,sdg,GateAn00,rec_long,23,,,,,
player,201312080sdg,sdg,GateAn00,fumbles,0,,,,,
player,201312080sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201312080sdg,sdg,BrowVi00,pass_cmp,0,,,,,
player,201312080sdg,sdg,BrowVi00,pass_att,0,,,,,
player,201312080sdg,sdg,BrowVi00,pass_yds,0,,,,,
player,201312080sdg,sdg,BrowVi00,pass_td,0,,,,,
player,201312080sdg,sdg,BrowVi00,pass_int,0,,,,,
player,201312080sdg,sdg,BrowVi00,pass_sacked,0,,,,,
player,201312080sdg,sdg,BrowVi00,pass_sacked_yds,0,,,,,
player,201312080sdg,sdg,BrowVi00,pass_long,0,,,,,
player,201312080sdg,sdg,BrowVi00,pass_rating,,,,,,
player,201312080sdg,sdg,BrowVi00,rush_att,0,,,,,
player,201312080sdg,sdg,BrowVi00,rush_yds,0,,,,,
player,201312080sdg,sdg,BrowVi00,rush_td,0,,,,,
player,201312080sdg,sdg,BrowVi00,rush_long,0,,,,,
player,201312080sdg,sdg,BrowVi00,targets,4,,,,,
player,201312080sdg,sdg,BrowVi00,rec,3,,,,,
player,201312080sdg,sdg,BrowVi00,rec_yds,30,,,,,
player,201312080sdg,sdg,BrowVi00,rec_td,0,,,,,
player,201312080sdg,sdg,BrowVi00,rec_long,12,,,,,
player,201312080sdg,sdg,BrowVi00,fumbles,0,,,,,
player,201312080sdg,sdg,BrowVi00,fumbles_lost,0,,,,,
player,201312080sdg,sdg,BrowRo05,pass_cmp,0,,,,,
player,201312080sdg,sdg,BrowRo05,pass_att,0,,,,,
player,201312080sdg,sdg,BrowRo05,pass_yds,0,,,,,
player,201312080sdg,sdg,BrowRo05,pass_td,0,,,,,
player,201312080sdg,sdg,BrowRo05,pass_int,0,,,,,
player,201312080sdg,sdg,BrowRo05,pass_sacked,0,,,,,
player,201312080sdg,sdg,BrowRo05,pass_sacked_yds,0,,,,,
player,201312080sdg,sdg,BrowRo05,pass_long,0,,,,,
player,201312080sdg,sdg,BrowRo05,pass_rating,,,,,,
player,201312080sdg,sdg,BrowRo05,rush_att,0,,,,,
player,201312080sdg,sdg,BrowRo05,rush_yds,0,,,,,
player,201312080sdg,sdg,BrowRo05,rush_td,0,,,,,
player,201312080sdg,sdg,BrowRo05,rush_long,0,,,,,
player,201312080sdg,sdg,BrowRo05,targets,1,,,,,
player,201312080sdg,sdg,BrowRo05,rec,1,,,,,
player,201312080sdg,sdg,BrowRo05,rec_yds,13,,,,,
player,201312080sdg,sdg,BrowRo05,rec_td,0,,,,,
player,201312080sdg,sdg,BrowRo05,rec_long,13,,,,,
player,201312080sdg,sdg,BrowRo05,fumbles,0,,,,,
player,201312080sdg,sdg,BrowRo05,fumbles_lost,0,,,,,
player,201312080sdg,sdg,RoyaEd00,pass_cmp,0,,,,,
player,201312080sdg,sdg,RoyaEd00,pass_att,0,,,,,
player,201312080sdg,sdg,RoyaEd00,pass_yds,0,,,,,
player,201312080sdg,sdg,RoyaEd00,pass_td,0,,,,,
player,201312080sdg,sdg,RoyaEd00,pass_int,0,,,,,
player,201312080sdg,sdg,RoyaEd00,pass_sacked,0,,,,,
player,201312080sdg,sdg,RoyaEd00,pass_sacked_yds,0,,,,,
player,201312080sdg,sdg,RoyaEd00,pass_long,0,,,,,
player,201312080sdg,sdg,RoyaEd00,pass_rating,,,,,,
player,201312080sdg,sdg,RoyaEd00,rush_att,0,,,,,
player,201312080sdg,sdg,RoyaEd00,rush_yds,0,,,,,
player,201312080sdg,sdg,RoyaEd00,rush_td,0,,,,,
player,201312080sdg,sdg,RoyaEd00,rush_long,0,,,,,
player,201312080sdg,sdg,RoyaEd00,targets,4,,,,,
player,201312080sdg,sdg,RoyaEd00,rec,3,,,,,
player,201312080sdg,sdg,RoyaEd00,rec_yds,13,,,,,
player,201312080sdg,sdg,RoyaEd00,rec_td,0,,,,,
player,201312080sdg,sdg,RoyaEd00,rec_long,7,,,,,
player,201312080sdg,sdg,RoyaEd00,fumbles,0,,,,,
player,201312080sdg,sdg,RoyaEd00,fumbles_lost,0,,,,,
player,201312080sdg,sdg,GreeLa00,pass_cmp,0,,,,,
player,201312080sdg,sdg,GreeLa00,pass_att,0,,,,,
player,201312080sdg,sdg,GreeLa00,pass_yds,0,,,,,
player,201312080sdg,sdg,GreeLa00,pass_td,0,,,,,
player,201312080sdg,sdg,GreeLa00,pass_int,0,,,,,
player,201312080sdg,sdg,GreeLa00,pass_sacked,0,,,,,
player,201312080sdg,sdg,GreeLa00,pass_sacked_yds,0,,,,,
player,201312080sdg,sdg,GreeLa00,pass_long,0,,,,,
player,201312080sdg,sdg,GreeLa00,pass_rating,,,,,,
player,201312080sdg,sdg,GreeLa00,rush_att,0,,,,,
player,201312080sdg,sdg,GreeLa00,rush_yds,0,,,,,
player,201312080sdg,sdg,GreeLa00,rush_td,0,,,,,
player,201312080sdg,sdg,GreeLa00,rush_long,0,,,,,
player,201312080sdg,sdg,GreeLa00,targets,1,,,,,
player,201312080sdg,sdg,GreeLa00,rec,0,,,,,
player,201312080sdg,sdg,GreeLa00,rec_yds,0,,,,,
player,201312080sdg,sdg,GreeLa00,rec_td,0,,,,,
player,201312080sdg,sdg,GreeLa00,rec_long,0,,,,,
player,201312080sdg,sdg,GreeLa00,fumbles,0,,,,,
player,201312080sdg,sdg,GreeLa00,fumbles_lost,0,,,,,
player,201312080sdg,sdg,WhitCh02,pass_cmp,0,,,,,
player,201312080sdg,sdg,WhitCh02,pass_att,0,,,,,
player,201312080sdg,sdg,WhitCh02,pass_yds,0,,,,,
player,201312080sdg,sdg,WhitCh02,pass_td,0,,,,,
player,201312080sdg,sdg,WhitCh02,pass_int,0,,,,,
player,201312080sdg,sdg,WhitCh02,pass_sacked,0,,,,,
player,201312080sdg,sdg,WhitCh02,pass_sacked_yds,0,,,,,
player,201312080sdg,sdg,WhitCh02,pass_long,0,,,,,
player,201312080sdg,sdg,WhitCh02,pass_rating,,,,,,
player,201312080sdg,sdg,WhitCh02,rush_att,3,,,,,
player,201312080sdg,sdg,WhitCh02,rush_yds,-2,,,,,
player,201312080sdg,sdg,WhitCh02,rush_td,0,,,,,
player,201312080sdg,sdg,WhitCh02,rush_long,0,,,,,
player,201312080sdg,sdg,WhitCh02,targets,0,,,,,
player,201312080sdg,sdg,WhitCh02,rec,0,,,,,
player,201312080sdg,sdg,WhitCh02,rec_yds,0,,,,,
player,201312080sdg,sdg,WhitCh02,rec_td,0,,,,,
player,201312080sdg,sdg,WhitCh02,rec_long,0,,,,,
player,201312080sdg,sdg,WhitCh02,fumbles,0,,,,,
player,201312080sdg,sdg,WhitCh02,fumbles_lost,0,,,,,
player,201312080sdg,nyg,TuckJu20,def_int,0,,,,,
player,201312080sdg,nyg,TuckJu20,def_int_yds,0,,,,,
player,201312080sdg,nyg,TuckJu20,def_int_td,0,,,,,
player,201312080sdg,nyg,TuckJu20,def_int_long,0,,,,,
player,201312080sdg,nyg,TuckJu20,pass_defended,0,,,,,
player,201312080sdg,nyg,TuckJu20,sacks,2.0,,,,,
player,201312080sdg,nyg,TuckJu20,tackles_combined,6,,,,,
player,201312080sdg,nyg,TuckJu20,tackles_solo,5,,,,,
