game,2015,2,20150920,201509200chi,crd,"Arizona Cardinals",48,chi,"Chicago Bears",23
player,201509200chi,crd,JohnCh04,pass_sacked,0,,,,,
player,201509200chi,crd,JohnCh04,pass_sacked_yds,0,,,,,
player,201509200chi,crd,JohnCh04,pass_long,0,,,,,
player,201509200chi,crd,JohnCh04,pass_rating,,,,,,
player,201509200chi,crd,JohnCh04,rush_att,20,,,,,
player,201509200chi,crd,JohnCh04,rush_yds,72,,,,,
player,201509200chi,crd,JohnCh04,rush_td,0,,,,,
player,201509200chi,crd,JohnCh04,rush_long,8,,,,,
player,201509200chi,crd,JohnCh04,targets,1,,,,,
player,201509200chi,crd,JohnCh04,rec,0,,,,,
player,201509200chi,crd,JohnCh04,rec_yds,0,,,,,
player,201509200chi,crd,JohnCh04,rec_td,0,,,,,
player,201509200chi,crd,JohnCh04,rec_long,0,,,,,
player,201509200chi,crd,JohnCh04,fumbles,0,,,,,
player,201509200chi,crd,JohnCh04,fumbles_lost,0,,,,,
player,201509200chi,crd,JohnDa08,pass_cmp,0,,,,,
player,201509200chi,crd,JohnDa08,pass_att,0,,,,,
player,201509200chi,crd,JohnDa08,pass_yds,0,,,,,
player,201509200chi,crd,JohnDa08,pass_td,0,,,,,
player,201509200chi,crd,JohnDa08,pass_int,0,,,,,
player,201509200chi,crd,JohnDa08,pass_sacked,0,,,,,
player,201509200chi,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201509200chi,crd,JohnDa08,pass_long,0,,,,,
player,201509200chi,crd,JohnDa08,pass_rating,,,,,,
player,201509200chi,crd,JohnDa08,rush_att,5,,,,,
player,201509200chi,crd,JohnDa08,rush_yds,42,,,,,
player,201509200chi,crd,JohnDa08,rush_td,1,,,,,
player,201509200chi,crd,JohnDa08,rush_long,14,,,,,
player,201509200chi,crd,JohnDa08,targets,2,,,,,
player,201509200chi,crd,JohnDa08,rec,1,,,,,
player,201509200chi,crd,JohnDa08,rec_yds,3,,,,,
player,201509200chi,crd,JohnDa08,rec_td,0,,,,,
player,201509200chi,crd,JohnDa08,rec_long,3,,,,,
player,201509200chi,crd,JohnDa08,fumbles,0,,,,,
player,201509200chi,crd,JohnDa08,fumbles_lost,0,,,,,
player,201509200chi,crd,WillKe05,pass_cmp,0,,,,,
player,201509200chi,crd,WillKe05,pass_att,0,,,,,
player,201509200chi,crd,WillKe05,pass_yds,0,,,,,
player,201509200chi,crd,WillKe05,pass_td,0,,,,,
player,201509200chi,crd,WillKe05,pass_int,0,,,,,
player,201509200chi,crd,WillKe05,pass_sacked,0,,,,,
player,201509200chi,crd,WillKe05,pass_sacked_yds,0,,,,,
player,201509200chi,crd,WillKe05,pass_long,0,,,,,
player,201509200chi,crd,WillKe05,pass_rating,,,,,,
player,201509200chi,crd,WillKe05,rush_att,1,,,,,
player,201509200chi,crd,WillKe05,rush_yds,3,,,,,
player,201509200chi,crd,WillKe05,rush_td,0,,,,,
player,201509200chi,crd,WillKe05,rush_long,3,,,,,
player,201509200chi,crd,WillKe05,targets,0,,,,,
player,201509200chi,crd,WillKe05,rec,0,,,,,
player,201509200chi,crd,WillKe05,rec_yds,0,,,,,
player,201509200chi,crd,WillKe05,rec_td,0,,,,,
player,201509200chi,crd,WillKe05,rec_long,0,,,,,
player,201509200chi,crd,WillKe05,fumbles,0,,,,,
player,201509200chi,crd,WillKe05,fumbles_lost,0,,,,,
player,201509200chi,crd,FitzLa00,pass_cmp,0,,,,,
player,201509200chi,crd,FitzLa00,pass_att,0,,,,,
player,201509200chi,crd,FitzLa00,pass_yds,0,,,,,
player,201509200chi,crd,FitzLa00,pass_td,0,,,,,
player,201509200chi,crd,FitzLa00,pass_int,0,,,,,
player,201509200chi,crd,FitzLa00,pass_sacked,0,,,,,
player,201509200chi,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201509200chi,crd,FitzLa00,pass_long,0,,,,,
player,201509200chi,crd,FitzLa00,pass_rating,,,,,,
player,201509200chi,crd,FitzLa00,rush_att,0,,,,,
player,201509200chi,crd,FitzLa00,rush_yds,0,,,,,
player,201509200chi,crd,FitzLa00,rush_td,0,,,,,
player,201509200chi,crd,FitzLa00,rush_long,0,,,,,
player,201509200chi,crd,FitzLa00,targets,9,,,,,
player,201509200chi,crd,FitzLa00,rec,8,,,,,
player,201509200chi,crd,FitzLa00,rec_yds,112,,,,,
player,201509200chi,crd,FitzLa00,rec_td,3,,,,,
player,201509200chi,crd,FitzLa00,rec_long,28,,,,,
player,201509200chi,crd,FitzLa00,fumbles,0,,,,,
player,201509200chi,crd,FitzLa00,fumbles_lost,0,,,,,
player,201509200chi,crd,BrowJo02,pass_cmp,0,,,,,
player,201509200chi,crd,BrowJo02,pass_att,0,,,,,
player,201509200chi,crd,BrowJo02,pass_yds,0,,,,,
player,201509200chi,crd,BrowJo02,pass_td,0,,,,,
player,201509200chi,crd,BrowJo02,pass_int,0,,,,,
player,201509200chi,crd,BrowJo02,pass_sacked,0,,,,,
player,201509200chi,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201509200chi,crd,BrowJo02,pass_long,0,,,,,
player,201509200chi,crd,BrowJo02,pass_rating,,,,,,
player,201509200chi,crd,BrowJo02,rush_att,0,,,,,
player,201509200chi,crd,BrowJo02,rush_yds,0,,,,,
player,201509200chi,crd,BrowJo02,rush_td,0,,,,,
player,201509200chi,crd,BrowJo02,rush_long,0,,,,,
player,201509200chi,crd,BrowJo02,targets,5,,,,,
player,201509200chi,crd,BrowJo02,rec,5,,,,,
player,201509200chi,crd,BrowJo02,rec_yds,45,,,,,
player,201509200chi,crd,BrowJo02,rec_td,0,,,,,
player,201509200chi,crd,BrowJo02,rec_long,13,,,,,
player,201509200chi,crd,BrowJo02,fumbles,0,,,,,
player,201509200chi,crd,BrowJo02,fumbles_lost,0,,,,,
player,201509200chi,crd,BrowJa03,pass_cmp,0,,,,,
player,201509200chi,crd,BrowJa03,pass_att,0,,,,,
player,201509200chi,crd,BrowJa03,pass_yds,0,,,,,
player,201509200chi,crd,BrowJa03,pass_td,0,,,,,
player,201509200chi,crd,BrowJa03,pass_int,0,,,,,
player,201509200chi,crd,BrowJa03,pass_sacked,0,,,,,
player,201509200chi,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201509200chi,crd,BrowJa03,pass_long,0,,,,,
player,201509200chi,crd,BrowJa03,pass_rating,,,,,,
player,201509200chi,crd,BrowJa03,rush_att,0,,,,,
player,201509200chi,crd,BrowJa03,rush_yds,0,,,,,
player,201509200chi,crd,BrowJa03,rush_td,0,,,,,
player,201509200chi,crd,BrowJa03,rush_long,0,,,,,
player,201509200chi,crd,BrowJa03,targets,3,,,,,
player,201509200chi,crd,BrowJa03,rec,2,,,,,
player,201509200chi,crd,BrowJa03,rec_yds,20,,,,,
player,201509200chi,crd,BrowJa03,rec_td,1,,,,,
player,201509200chi,crd,BrowJa03,rec_long,14,,,,,
player,201509200chi,crd,BrowJa03,fumbles,0,,,,,
player,201509200chi,crd,BrowJa03,fumbles_lost,0,,,,,
player,201509200chi,crd,GresJe00,pass_cmp,0,,,,,
player,201509200chi,crd,GresJe00,pass_att,0,,,,,
player,201509200chi,crd,GresJe00,pass_yds,0,,,,,
player,201509200chi,crd,GresJe00,pass_td,0,,,,,
player,201509200chi,crd,GresJe00,pass_int,0,,,,,
player,201509200chi,crd,GresJe00,pass_sacked,0,,,,,
player,201509200chi,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201509200chi,crd,GresJe00,pass_long,0,,,,,
player,201509200chi,crd,GresJe00,pass_rating,,,,,,
player,201509200chi,crd,GresJe00,rush_att,0,,,,,
player,201509200chi,crd,GresJe00,rush_yds,0,,,,,
player,201509200chi,crd,GresJe00,rush_td,0,,,,,
player,201509200chi,crd,GresJe00,rush_long,0,,,,,
player,201509200chi,crd,GresJe00,targets,1,,,,,
player,201509200chi,crd,GresJe00,rec,1,,,,,
player,201509200chi,crd,GresJe00,rec_yds,5,,,,,
player,201509200chi,crd,GresJe00,rec_td,0,,,,,
player,201509200chi,crd,GresJe00,rec_long,5,,,,,
player,201509200chi,crd,GresJe00,fumbles,0,,,,,
player,201509200chi,crd,GresJe00,fumbles_lost,0,,,,,
player,201509200chi,crd,FloyMi00,pass_cmp,0,,,,,
player,201509200chi,crd,FloyMi00,pass_att,0,,,,,
player,201509200chi,crd,FloyMi00,pass_yds,0,,,,,
player,201509200chi,crd,FloyMi00,pass_td,0,,,,,
player,201509200chi,crd,FloyMi00,pass_int,0,,,,,
player,201509200chi,crd,FloyMi00,pass_sacked,0,,,,,
player,201509200chi,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201509200chi,crd,FloyMi00,pass_long,0,,,,,
player,201509200chi,crd,FloyMi00,pass_rating,,,,,,
player,201509200chi,crd,FloyMi00,rush_att,0,,,,,
player,201509200chi,crd,FloyMi00,rush_yds,0,,,,,
player,201509200chi,crd,FloyMi00,rush_td,0,,,,,
player,201509200chi,crd,FloyMi00,rush_long,0,,,,,
player,201509200chi,crd,FloyMi00,targets,1,,,,,
player,201509200chi,crd,FloyMi00,rec,0,,,,,
player,201509200chi,crd,FloyMi00,rec_yds,0,,,,,
player,201509200chi,crd,FloyMi00,rec_td,0,,,,,
player,201509200chi,crd,FloyMi00,rec_long,0,,,,,
player,201509200chi,crd,FloyMi00,fumbles,0,,,,,
player,201509200chi,crd,FloyMi00,fumbles_lost,0,,,,,
player,201509200chi,crd,NelsJJ00,pass_cmp,0,,,,,
player,201509200chi,crd,NelsJJ00,pass_att,0,,,,,
player,201509200chi,crd,NelsJJ00,pass_yds,0,,,,,
player,201509200chi,crd,NelsJJ00,pass_td,0,,,,,
player,201509200chi,crd,NelsJJ00,pass_int,0,,,,,
player,201509200chi,crd,NelsJJ00,pass_sacked,0,,,,,
player,201509200chi,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201509200chi,crd,NelsJJ00,pass_long,0,,,,,
player,201509200chi,crd,NelsJJ00,pass_rating,,,,,,
player,201509200chi,crd,NelsJJ00,rush_att,0,,,,,
player,201509200chi,crd,NelsJJ00,rush_yds,0,,,,,
player,201509200chi,crd,NelsJJ00,rush_td,0,,,,,
player,201509200chi,crd,NelsJJ00,rush_long,0,,,,,
player,201509200chi,crd,NelsJJ00,targets,1,,,,,
player,201509200chi,crd,NelsJJ00,rec,0,,,,,
player,201509200chi,crd,NelsJJ00,rec_yds,0,,,,,
player,201509200chi,crd,NelsJJ00,rec_td,0,,,,,
player,201509200chi,crd,NelsJJ00,rec_long,0,,,,,
player,201509200chi,crd,NelsJJ00,fumbles,1,,,,,
player,201509200chi,crd,NelsJJ00,fumbles_lost,1,,,,,
player,201509200chi,chi,ClauJi00,pass_cmp,14,,,,,
player,201509200chi,chi,ClauJi00,pass_att,23,,,,,
player,201509200chi,chi,ClauJi00,pass_yds,121,,,,,
player,201509200chi,chi,ClauJi00,pass_td,0,,,,,
player,201509200chi,chi,ClauJi00,pass_int,1,,,,,
player,201509200chi,chi,ClauJi00,pass_sacked,2,,,,,
player,201509200chi,chi,ClauJi00,pass_sacked_yds,15,,,,,
player,201509200chi,chi,ClauJi00,pass_long,22,,,,,
player,201509200chi,chi,ClauJi00,pass_rating,56.6,,,,,
player,201509200chi,chi,ClauJi00,rush_att,2,,,,,
player,201509200chi,chi,ClauJi00,rush_yds,-5,,,,,
player,201509200chi,chi,ClauJi00,rush_td,0,,,,,
player,201509200chi,chi,ClauJi00,rush_long,0,,,,,
player,201509200chi,chi,ClauJi00,targets,0,,,,,
player,201509200chi,chi,ClauJi00,rec,0,,,,,
player,201509200chi,chi,ClauJi00,rec_yds,0,,,,,
player,201509200chi,chi,ClauJi00,rec_td,0,,,,,
player,201509200chi,chi,ClauJi00,rec_long,0,,,,,
player,201509200chi,chi,ClauJi00,fumbles,1,,,,,
player,201509200chi,chi,ClauJi00,fumbles_lost,0,,,,,
player,201509200chi,chi,CutlJa00,pass_cmp,8,,,,,
player,201509200chi,chi,CutlJa00,pass_att,9,,,,,
player,201509200chi,chi,CutlJa00,pass_yds,120,,,,,
player,201509200chi,chi,CutlJa00,pass_td,1,,,,,
player,201509200chi,chi,CutlJa00,pass_int,1,,,,,
player,201509200chi,chi,CutlJa00,pass_sacked,0,,,,,
player,201509200chi,chi,CutlJa00,pass_sacked_yds,0,,,,,
player,201509200chi,chi,CutlJa00,pass_long,48,,,,,
player,201509200chi,chi,CutlJa00,pass_rating,116.2,,,,,
player,201509200chi,chi,CutlJa00,rush_att,3,,,,,
player,201509200chi,chi,CutlJa00,rush_yds,24,,,,,
player,201509200chi,chi,CutlJa00,rush_td,0,,,,,
player,201509200chi,chi,CutlJa00,rush_long,10,,,,,
player,201509200chi,chi,CutlJa00,targets,0,,,,,
player,201509200chi,chi,CutlJa00,rec,0,,,,,
player,201509200chi,chi,CutlJa00,rec_yds,0,,,,,
player,201509200chi,chi,CutlJa00,rec_td,0,,,,,
player,201509200chi,chi,CutlJa00,rec_long,0,,,,,
player,201509200chi,chi,CutlJa00,fumbles,1,,,,,
player,201509200chi,chi,CutlJa00,fumbles_lost,0,,,,,
player,201509200chi,chi,FortMa00,pass_cmp,0,,,,,
player,201509200chi,chi,FortMa00,pass_att,0,,,,,
player,201509200chi,chi,FortMa00,pass_yds,0,,,,,
player,201509200chi,chi,FortMa00,pass_td,0,,,,,
player,201509200chi,chi,FortMa00,pass_int,0,,,,,
player,201509200chi,chi,FortMa00,pass_sacked,0,,,,,
player,201509200chi,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201509200chi,chi,FortMa00,pass_long,0,,,,,
player,201509200chi,chi,FortMa00,pass_rating,,,,,,
player,201509200chi,chi,FortMa00,rush_att,15,,,,,
player,201509200chi,chi,FortMa00,rush_yds,61,,,,,
player,201509200chi,chi,FortMa00,rush_td,0,,,,,
player,201509200chi,chi,FortMa00,rush_long,27,,,,,
player,201509200chi,chi,FortMa00,targets,5,,,,,
player,201509200chi,chi,FortMa00,rec,4,,,,,
player,201509200chi,chi,FortMa00,rec_yds,44,,,,,
player,201509200chi,chi,FortMa00,rec_td,0,,,,,
player,201509200chi,chi,FortMa00,rec_long,27,,,,,
player,201509200chi,chi,FortMa00,fumbles,0,,,,,
player,201509200chi,chi,FortMa00,fumbles_lost,0,,,,,
player,201509200chi,chi,LangJe00,pass_cmp,0,,,,,
player,201509200chi,chi,LangJe00,pass_att,0,,,,,
player,201509200chi,chi,LangJe00,pass_yds,0,,,,,
player,201509200chi,chi,LangJe00,pass_td,0,,,,,
player,201509200chi,chi,LangJe00,pass_int,0,,,,,
player,201509200chi,chi,LangJe00,pass_sacked,0,,,,,
player,201509200chi,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201509200chi,chi,LangJe00,pass_long,0,,,,,
player,201509200chi,chi,LangJe00,pass_rating,,,,,,
player,201509200chi,chi,LangJe00,rush_att,6,,,,,
player,201509200chi,chi,LangJe00,rush_yds,21,,,,,
player,201509200chi,chi,LangJe00,rush_td,1,,,,,
player,201509200chi,chi,LangJe00,rush_long,6,,,,,
player,201509200chi,chi,LangJe00,targets,0,,,,,
player,201509200chi,chi,LangJe00,rec,0,,,,,
player,201509200chi,chi,LangJe00,rec_yds,0,,,,,
player,201509200chi,chi,LangJe00,rec_td,0,,,,,
player,201509200chi,chi,LangJe00,rec_long,0,,,,,
player,201509200chi,chi,LangJe00,fumbles,0,,,,,
player,201509200chi,chi,LangJe00,fumbles_lost,0,,,,,
player,201509200chi,chi,RodgJa00,pass_cmp,0,,,,,
player,201509200chi,chi,RodgJa00,pass_att,0,,,,,
player,201509200chi,chi,RodgJa00,pass_yds,0,,,,,
player,201509200chi,chi,RodgJa00,pass_td,0,,,,,
player,201509200chi,chi,RodgJa00,pass_int,0,,,,,
player,201509200chi,chi,RodgJa00,pass_sacked,0,,,,,
player,201509200chi,chi,RodgJa00,pass_sacked_yds,0,,,,,
player,201509200chi,chi,RodgJa00,pass_long,0,,,,,
player,201509200chi,chi,RodgJa00,pass_rating,,,,,,
player,201509200chi,chi,RodgJa00,rush_att,2,,,,,
player,201509200chi,chi,RodgJa00,rush_yds,8,,,,,
player,201509200chi,chi,RodgJa00,rush_td,0,,,,,
player,201509200chi,chi,RodgJa00,rush_long,5,,,,,
player,201509200chi,chi,RodgJa00,targets,0,,,,,
player,201509200chi,chi,RodgJa00,rec,0,,,,,
player,201509200chi,chi,RodgJa00,rec_yds,0,,,,,
player,201509200chi,chi,RodgJa00,rec_td,0,,,,,
player,201509200chi,chi,RodgJa00,rec_long,0,,,,,
player,201509200chi,chi,RodgJa00,fumbles,0,,,,,
player,201509200chi,chi,RodgJa00,fumbles_lost,0,,,,,
player,201509200chi,chi,BellJo02,pass_cmp,0,,,,,
player,201509200chi,chi,BellJo02,pass_att,0,,,,,
player,201509200chi,chi,BellJo02,pass_yds,0,,,,,
player,201509200chi,chi,BellJo02,pass_td,0,,,,,
player,201509200chi,chi,BellJo02,pass_int,0,,,,,
player,201509200chi,chi,BellJo02,pass_sacked,0,,,,,
player,201509200chi,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201509200chi,chi,BellJo02,pass_long,0,,,,,
player,201509200chi,chi,BellJo02,pass_rating,,,,,,
player,201509200chi,chi,BellJo02,rush_att,0,,,,,
player,201509200chi,chi,BellJo02,rush_yds,0,,,,,
player,201509200chi,chi,BellJo02,rush_td,0,,,,,
player,201509200chi,chi,BellJo02,rush_long,0,,,,,
player,201509200chi,chi,BellJo02,targets,2,,,,,
player,201509200chi,chi,BellJo02,rec,1,,,,,
player,201509200chi,chi,BellJo02,rec_yds,48,,,,,
player,201509200chi,chi,BellJo02,rec_td,1,,,,,
player,201509200chi,chi,BellJo02,rec_long,48,,,,,
player,201509200chi,chi,BellJo02,fumbles,0,,,,,
player,201509200chi,chi,BellJo02,fumbles_lost,0,,,,,
player,201509200chi,chi,BennMa00,pass_cmp,0,,,,,
player,201509200chi,chi,BennMa00,pass_att,0,,,,,
player,201509200chi,chi,BennMa00,pass_yds,0,,,,,
player,201509200chi,chi,BennMa00,pass_td,0,,,,,
player,201509200chi,chi,BennMa00,pass_int,0,,,,,
player,201509200chi,chi,BennMa00,pass_sacked,0,,,,,
player,201509200chi,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201509200chi,chi,BennMa00,pass_long,0,,,,,
player,201509200chi,chi,BennMa00,pass_rating,,,,,,
player,201509200chi,chi,BennMa00,rush_att,0,,,,,
player,201509200chi,chi,BennMa00,rush_yds,0,,,,,
player,201509200chi,chi,BennMa00,rush_td,0,,,,,
player,201509200chi,chi,BennMa00,rush_long,0,,,,,
player,201509200chi,chi,BennMa00,targets,6,,,,,
player,201509200chi,chi,BennMa00,rec,4,,,,,
player,201509200chi,chi,BennMa00,rec_yds,48,,,,,
player,201509200chi,chi,BennMa00,rec_td,0,,,,,
player,201509200chi,chi,BennMa00,rec_long,21,,,,,
player,201509200chi,chi,BennMa00,fumbles,0,,,,,
player,201509200chi,chi,BennMa00,fumbles_lost,0,,,,,
player,201509200chi,chi,RoyaEd00,pass_cmp,0,,,,,
player,201509200chi,chi,RoyaEd00,pass_att,0,,,,,
player,201509200chi,chi,RoyaEd00,pass_yds,0,,,,,
player,201509200chi,chi,RoyaEd00,pass_td,0,,,,,
player,201509200chi,chi,RoyaEd00,pass_int,0,,,,,
player,201509200chi,chi,RoyaEd00,pass_sacked,0,,,,,
player,201509200chi,chi,RoyaEd00,pass_sacked_yds,0,,,,,
player,201509200chi,chi,RoyaEd00,pass_long,0,,,,,
player,201509200chi,chi,RoyaEd00,pass_rating,,,,,,
player,201509200chi,chi,RoyaEd00,rush_att,0,,,,,
player,201509200chi,chi,RoyaEd00,rush_yds,0,,,,,
player,201509200chi,chi,RoyaEd00,rush_td,0,,,,,
player,201509200chi,chi,RoyaEd00,rush_long,0,,,,,
player,201509200chi,chi,RoyaEd00,targets,8,,,,,
player,201509200chi,chi,RoyaEd00,rec,7,,,,,
player,201509200chi,chi,RoyaEd00,rec_yds,41,,,,,
player,201509200chi,chi,RoyaEd00,rec_td,0,,,,,
player,201509200chi,chi,RoyaEd00,rec_long,15,,,,,
player,201509200chi,chi,RoyaEd00,fumbles,0,,,,,
player,201509200chi,chi,RoyaEd00,fumbles_lost,0,,,,,
player,201509200chi,chi,MereCa00,pass_cmp,0,,,,,
player,201509200chi,chi,MereCa00,pass_att,0,,,,,
player,201509200chi,chi,MereCa00,pass_yds,0,,,,,
player,201509200chi,chi,MereCa00,pass_td,0,,,,,
player,201509200chi,chi,MereCa00,pass_int,0,,,,,
player,201509200chi,chi,MereCa00,pass_sacked,0,,,,,
player,201509200chi,chi,MereCa00,pass_sacked_yds,0,,,,,
player,201509200chi,chi,MereCa00,pass_long,0,,,,,
player,201509200chi,chi,MereCa00,pass_rating,,,,,,
player,201509200chi,chi,MereCa00,rush_att,0,,,,,
player,201509200chi,chi,MereCa00,rush_yds,0,,,,,
player,201509200chi,chi,MereCa00,rush_td,0,,,,,
player,201509200chi,chi,MereCa00,rush_long,0,,,,,
player,201509200chi,chi,MereCa00,targets,4,,,,,
player,201509200chi,chi,MereCa00,rec,3,,,,,
player,201509200chi,chi,MereCa00,rec_yds,36,,,,,
player,201509200chi,chi,MereCa00,rec_td,0,,,,,
player,201509200chi,chi,MereCa00,rec_long,22,,,,,
player,201509200chi,chi,MereCa00,fumbles,0,,,,,
player,201509200chi,chi,MereCa00,fumbles_lost,0,,,,,
player,201509200chi,chi,MillZa02,pass_cmp,0,,,,,
player,201509200chi,chi,MillZa02,pass_att,0,,,,,
player,201509200chi,chi,MillZa02,pass_yds,0,,,,,
player,201509200chi,chi,MillZa02,pass_td,0,,,,,
player,201509200chi,chi,MillZa02,pass_int,0,,,,,
player,201509200chi,chi,MillZa02,pass_sacked,0,,,,,
player,201509200chi,chi,MillZa02,pass_sacked_yds,0,,,,,
player,201509200chi,chi,MillZa02,pass_long,0,,,,,
player,201509200chi,chi,MillZa02,pass_rating,,,,,,
player,201509200chi,chi,MillZa02,rush_att,0,,,,,
player,201509200chi,chi,MillZa02,rush_yds,0,,,,,
player,201509200chi,chi,MillZa02,rush_td,0,,,,,
player,201509200chi,chi,MillZa02,rush_long,0,,,,,
player,201509200chi,chi,MillZa02,targets,2,,,,,
player,201509200chi,chi,MillZa02,rec,2,,,,,
player,201509200chi,chi,MillZa02,rec_yds,14,,,,,
player,201509200chi,chi,MillZa02,rec_td,0,,,,,
player,201509200chi,chi,MillZa02,rec_long,9,,,,,
player,201509200chi,chi,MillZa02,fumbles,0,,,,,
player,201509200chi,chi,MillZa02,fumbles_lost,0,,,,,
player,201509200chi,chi,WilsMa02,pass_cmp,0,,,,,
player,201509200chi,chi,WilsMa02,pass_att,0,,,,,
player,201509200chi,chi,WilsMa02,pass_yds,0,,,,,
player,201509200chi,chi,WilsMa02,pass_td,0,,,,,
player,201509200chi,chi,WilsMa02,pass_int,0,,,,,
player,201509200chi,chi,WilsMa02,pass_sacked,0,,,,,
player,201509200chi,chi,WilsMa02,pass_sacked_yds,0,,,,,
player,201509200chi,chi,WilsMa02,pass_long,0,,,,,
player,201509200chi,chi,WilsMa02,pass_rating,,,,,,
player,201509200chi,chi,WilsMa02,rush_att,0,,,,,
player,201509200chi,chi,WilsMa02,rush_yds,0,,,,,
player,201509200chi,chi,WilsMa02,rush_td,0,,,,,
player,201509200chi,chi,WilsMa02,rush_long,0,,,,,
player,201509200chi,chi,WilsMa02,targets,5,,,,,
player,201509200chi,chi,WilsMa02,rec,1,,,,,
player,201509200chi,chi,WilsMa02,rec_yds,10,,,,,
player,201509200chi,chi,WilsMa02,rec_td,0,,,,,
player,201509200chi,chi,WilsMa02,rec_long,10,,,,,
player,201509200chi,chi,WilsMa02,fumbles,0,,,,,
player,201509200chi,chi,WilsMa02,fumbles_lost,0,,,,,
player,201509200chi,crd,JeffTo00,def_int,1,,,,,
player,201509200chi,crd,JeffTo00,def_int_yds,26,,,,,
player,201509200chi,crd,JeffTo00,def_int_td,1,,,,,
player,201509200chi,crd,JeffTo00,def_int_long,26,,,,,
player,201509200chi,crd,JeffTo00,pass_defended,1,,,,,
player,201509200chi,crd,JeffTo00,sacks,0.0,,,,,
player,201509200chi,crd,JeffTo00,tackles_combined,9,,,,,
player,201509200chi,crd,JeffTo00,tackles_solo,9,,,,,
player,201509200chi,crd,JeffTo00,tackles_assists,0,,,,,
player,201509200chi,crd,JeffTo00,tackles_loss,1,,,,,
player,201509200chi,crd,JeffTo00,qb_hits,0,,,,,
player,201509200chi,crd,JeffTo00,fumbles_rec,0,,,,,
player,201509200chi,crd,JeffTo00,fumbles_rec_yds,0,,,,,
player,201509200chi,crd,JeffTo00,fumbles_rec_td,0,,,,,
