game,2015,10,20151115,201511150rai,min,"Minnesota Vikings",30,rai,"Oakland Raiders",14
player,201511150rai,rai,CrabMi00,rec,4,,,,,
player,201511150rai,rai,CrabMi00,rec_yds,55,,,,,
player,201511150rai,rai,CrabMi00,rec_td,0,,,,,
player,201511150rai,rai,CrabMi00,rec_long,22,,,,,
player,201511150rai,rai,CrabMi00,fumbles,0,,,,,
player,201511150rai,rai,CrabMi00,fumbles_lost,0,,,,,
player,201511150rai,rai,RiveMy00,pass_cmp,0,,,,,
player,201511150rai,rai,RiveMy00,pass_att,0,,,,,
player,201511150rai,rai,RiveMy00,pass_yds,0,,,,,
player,201511150rai,rai,RiveMy00,pass_td,0,,,,,
player,201511150rai,rai,RiveMy00,pass_int,0,,,,,
player,201511150rai,rai,RiveMy00,pass_sacked,,,,,,
player,201511150rai,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201511150rai,rai,RiveMy00,pass_long,0,,,,,
player,201511150rai,rai,RiveMy00,pass_rating,,,,,,
player,201511150rai,rai,RiveMy00,rush_att,0,,,,,
player,201511150rai,rai,RiveMy00,rush_yds,0,,,,,
player,201511150rai,rai,RiveMy00,rush_td,0,,,,,
player,201511150rai,rai,RiveMy00,rush_long,0,,,,,
player,201511150rai,rai,RiveMy00,targets,7,,,,,
player,201511150rai,rai,RiveMy00,rec,6,,,,,
player,201511150rai,rai,RiveMy00,rec_yds,46,,,,,
player,201511150rai,rai,RiveMy00,rec_td,0,,,,,
player,201511150rai,rai,RiveMy00,rec_long,17,,,,,
player,201511150rai,rai,RiveMy00,fumbles,1,,,,,
player,201511150rai,rai,RiveMy00,fumbles_lost,0,,,,,
player,201511150rai,rai,HolmAn00,pass_cmp,0,,,,,
player,201511150rai,rai,HolmAn00,pass_att,0,,,,,
player,201511150rai,rai,HolmAn00,pass_yds,0,,,,,
player,201511150rai,rai,HolmAn00,pass_td,0,,,,,
player,201511150rai,rai,HolmAn00,pass_int,0,,,,,
player,201511150rai,rai,HolmAn00,pass_sacked,,,,,,
player,201511150rai,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201511150rai,rai,HolmAn00,pass_long,0,,,,,
player,201511150rai,rai,HolmAn00,pass_rating,,,,,,
player,201511150rai,rai,HolmAn00,rush_att,0,,,,,
player,201511150rai,rai,HolmAn00,rush_yds,0,,,,,
player,201511150rai,rai,HolmAn00,rush_td,0,,,,,
player,201511150rai,rai,HolmAn00,rush_long,0,,,,,
player,201511150rai,rai,HolmAn00,targets,2,,,,,
player,201511150rai,rai,HolmAn00,rec,1,,,,,
player,201511150rai,rai,HolmAn00,rec_yds,34,,,,,
player,201511150rai,rai,HolmAn00,rec_td,1,,,,,
player,201511150rai,rai,HolmAn00,rec_long,34,,,,,
player,201511150rai,rai,HolmAn00,fumbles,0,,,,,
player,201511150rai,rai,HolmAn00,fumbles_lost,0,,,,,
player,201511150rai,rai,WalfCl00,pass_cmp,0,,,,,
player,201511150rai,rai,WalfCl00,pass_att,0,,,,,
player,201511150rai,rai,WalfCl00,pass_yds,0,,,,,
player,201511150rai,rai,WalfCl00,pass_td,0,,,,,
player,201511150rai,rai,WalfCl00,pass_int,0,,,,,
player,201511150rai,rai,WalfCl00,pass_sacked,,,,,,
player,201511150rai,rai,WalfCl00,pass_sacked_yds,0,,,,,
player,201511150rai,rai,WalfCl00,pass_long,0,,,,,
player,201511150rai,rai,WalfCl00,pass_rating,,,,,,
player,201511150rai,rai,WalfCl00,rush_att,0,,,,,
player,201511150rai,rai,WalfCl00,rush_yds,0,,,,,
player,201511150rai,rai,WalfCl00,rush_td,0,,,,,
player,201511150rai,rai,WalfCl00,rush_long,0,,,,,
player,201511150rai,rai,WalfCl00,targets,3,,,,,
player,201511150rai,rai,WalfCl00,rec,2,,,,,
player,201511150rai,rai,WalfCl00,rec_yds,18,,,,,
player,201511150rai,rai,WalfCl00,rec_td,1,,,,,
player,201511150rai,rai,WalfCl00,rec_long,10,,,,,
player,201511150rai,rai,WalfCl00,fumbles,0,,,,,
player,201511150rai,rai,WalfCl00,fumbles_lost,0,,,,,
player,201511150rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201511150rai,rai,RobeSe00,pass_att,0,,,,,
player,201511150rai,rai,RobeSe00,pass_yds,0,,,,,
player,201511150rai,rai,RobeSe00,pass_td,0,,,,,
player,201511150rai,rai,RobeSe00,pass_int,0,,,,,
player,201511150rai,rai,RobeSe00,pass_sacked,,,,,,
player,201511150rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201511150rai,rai,RobeSe00,pass_long,0,,,,,
player,201511150rai,rai,RobeSe00,pass_rating,,,,,,
player,201511150rai,rai,RobeSe00,rush_att,0,,,,,
player,201511150rai,rai,RobeSe00,rush_yds,0,,,,,
player,201511150rai,rai,RobeSe00,rush_td,0,,,,,
player,201511150rai,rai,RobeSe00,rush_long,0,,,,,
player,201511150rai,rai,RobeSe00,targets,4,,,,,
player,201511150rai,rai,RobeSe00,rec,1,,,,,
player,201511150rai,rai,RobeSe00,rec_yds,5,,,,,
player,201511150rai,rai,RobeSe00,rec_td,0,,,,,
player,201511150rai,rai,RobeSe00,rec_long,5,,,,,
player,201511150rai,rai,RobeSe00,fumbles,0,,,,,
player,201511150rai,rai,RobeSe00,fumbles_lost,0,,,,,
player,201511150rai,rai,SmitLe00,pass_cmp,0,,,,,
player,201511150rai,rai,SmitLe00,pass_att,0,,,,,
player,201511150rai,rai,SmitLe00,pass_yds,0,,,,,
player,201511150rai,rai,SmitLe00,pass_td,0,,,,,
player,201511150rai,rai,SmitLe00,pass_int,0,,,,,
player,201511150rai,rai,SmitLe00,pass_sacked,,,,,,
player,201511150rai,rai,SmitLe00,pass_sacked_yds,0,,,,,
player,201511150rai,rai,SmitLe00,pass_long,0,,,,,
player,201511150rai,rai,SmitLe00,pass_rating,,,,,,
player,201511150rai,rai,SmitLe00,rush_att,0,,,,,
player,201511150rai,rai,SmitLe00,rush_yds,0,,,,,
player,201511150rai,rai,SmitLe00,rush_td,0,,,,,
player,201511150rai,rai,SmitLe00,rush_long,0,,,,,
player,201511150rai,rai,SmitLe00,targets,1,,,,,
player,201511150rai,rai,SmitLe00,rec,1,,,,,
player,201511150rai,rai,SmitLe00,rec_yds,1,,,,,
player,201511150rai,rai,SmitLe00,rec_td,0,,,,,
player,201511150rai,rai,SmitLe00,rec_long,1,,,,,
player,201511150rai,rai,SmitLe00,fumbles,0,,,,,
player,201511150rai,rai,SmitLe00,fumbles_lost,0,,,,,
player,201511150rai,rai,ReecMa00,pass_cmp,0,,,,,
