game,2015,1,20150913,201509130was,mia,"Miami Dolphins",17,was,"Washington Redskins",10
player,201509130was,mia,LandJa00,pos,WR,,,,,
player,201509130was,mia,LandJa00,offense,53,,,,,
player,201509130was,mia,LandJa00,off_pct,95%,,,,,
player,201509130was,mia,LandJa00,defense,0,,,,,
player,201509130was,mia,LandJa00,def_pct,0%,,,,,
player,201509130was,mia,LandJa00,special_teams,3,,,,,
player,201509130was,mia,LandJa00,st_pct,15%,,,,,
player,201509130was,mia,MillLa01,pos,RB,,,,,
player,201509130was,mia,MillLa01,offense,45,,,,,
player,201509130was,mia,MillLa01,off_pct,80%,,,,,
player,201509130was,mia,MillLa01,defense,0,,,,,
player,201509130was,mia,MillLa01,def_pct,0%,,,,,
player,201509130was,mia,MillLa01,special_teams,0,,,,,
player,201509130was,mia,MillLa01,st_pct,0%,,,,,
player,201509130was,mia,MattRi00,pos,WR,,,,,
player,201509130was,mia,MattRi00,offense,44,,,,,
player,201509130was,mia,MattRi00,off_pct,79%,,,,,
player,201509130was,mia,MattRi00,defense,0,,,,,
player,201509130was,mia,MattRi00,def_pct,0%,,,,,
player,201509130was,mia,MattRi00,special_teams,3,,,,,
player,201509130was,mia,MattRi00,st_pct,15%,,,,,
player,201509130was,mia,JennGr00,pos,WR,,,,,
player,201509130was,mia,JennGr00,offense,39,,,,,
player,201509130was,mia,JennGr00,off_pct,70%,,,,,
player,201509130was,mia,JennGr00,defense,0,,,,,
player,201509130was,mia,JennGr00,def_pct,0%,,,,,
player,201509130was,mia,JennGr00,special_teams,0,,,,,
player,201509130was,mia,JennGr00,st_pct,0%,,,,,
player,201509130was,mia,StilKe00,pos,WR,,,,,
player,201509130was,mia,StilKe00,offense,22,,,,,
player,201509130was,mia,StilKe00,off_pct,39%,,,,,
player,201509130was,mia,StilKe00,defense,0,,,,,
player,201509130was,mia,StilKe00,def_pct,0%,,,,,
player,201509130was,mia,StilKe00,special_teams,0,,,,,
player,201509130was,mia,StilKe00,st_pct,0%,,,,,
player,201509130was,mia,WillDa05,pos,RB,,,,,
player,201509130was,mia,WillDa05,offense,13,,,,,
player,201509130was,mia,WillDa05,off_pct,23%,,,,,
player,201509130was,mia,WillDa05,defense,0,,,,,
player,201509130was,mia,WillDa05,def_pct,0%,,,,,
player,201509130was,mia,WillDa05,special_teams,14,,,,,
player,201509130was,mia,WillDa05,st_pct,70%,,,,,
player,201509130was,mia,LinkJe20,pos,T,,,,,
player,201509130was,mia,LinkJe20,offense,7,,,,,
player,201509130was,mia,LinkJe20,off_pct,12%,,,,,
player,201509130was,mia,LinkJe20,defense,0,,,,,
player,201509130was,mia,LinkJe20,def_pct,0%,,,,,
player,201509130was,mia,LinkJe20,special_teams,3,,,,,
player,201509130was,mia,LinkJe20,st_pct,15%,,,,,
player,201509130was,mia,SimsDi00,pos,TE,,,,,
player,201509130was,mia,SimsDi00,offense,3,,,,,
player,201509130was,mia,SimsDi00,off_pct,5%,,,,,
player,201509130was,mia,SimsDi00,defense,0,,,,,
player,201509130was,mia,SimsDi00,def_pct,0%,,,,,
player,201509130was,mia,SimsDi00,special_teams,0,,,,,
player,201509130was,mia,SimsDi00,st_pct,0%,,,,,
player,201509130was,mia,ParkDe01,pos,WR,,,,,
player,201509130was,mia,ParkDe01,offense,1,,,,,
player,201509130was,mia,ParkDe01,off_pct,2%,,,,,
player,201509130was,mia,ParkDe01,defense,0,,,,,
player,201509130was,mia,ParkDe01,def_pct,0%,,,,,
player,201509130was,mia,ParkDe01,special_teams,0,,,,,
player,201509130was,mia,ParkDe01,st_pct,0%,,,,,
player,201509130was,mia,McCaBr99,pos,CB,,,,,
player,201509130was,mia,McCaBr99,offense,0,,,,,
player,201509130was,mia,McCaBr99,off_pct,0%,,,,,
player,201509130was,mia,McCaBr99,defense,76,,,,,
player,201509130was,mia,McCaBr99,def_pct,100%,,,,,
player,201509130was,mia,McCaBr99,special_teams,6,,,,,
player,201509130was,mia,McCaBr99,st_pct,30%,,,,,
player,201509130was,mia,GrimBr20,pos,CB,,,,,
player,201509130was,mia,GrimBr20,offense,0,,,,,
player,201509130was,mia,GrimBr20,off_pct,0%,,,,,
player,201509130was,mia,GrimBr20,defense,76,,,,,
player,201509130was,mia,GrimBr20,def_pct,100%,,,,,
player,201509130was,mia,GrimBr20,special_teams,3,,,,,
player,201509130was,mia,GrimBr20,st_pct,15%,,,,,
player,201509130was,mia,JenkJe00,pos,LB,,,,,
player,201509130was,mia,JenkJe00,offense,0,,,,,
player,201509130was,mia,JenkJe00,off_pct,0%,,,,,
player,201509130was,mia,JenkJe00,defense,76,,,,,
player,201509130was,mia,JenkJe00,def_pct,100%,,,,,
player,201509130was,mia,JenkJe00,special_teams,0,,,,,
player,201509130was,mia,JenkJe00,st_pct,0%,,,,,
player,201509130was,mia,JoneRe99,pos,FS,,,,,
player,201509130was,mia,JoneRe99,offense,0,,,,,
player,201509130was,mia,JoneRe99,off_pct,0%,,,,,
player,201509130was,mia,JoneRe99,defense,72,,,,,
player,201509130was,mia,JoneRe99,def_pct,95%,,,,,
player,201509130was,mia,JoneRe99,special_teams,0,,,,,
player,201509130was,mia,JoneRe99,st_pct,0%,,,,,
player,201509130was,mia,MisiKo99,pos,LB,,,,,
player,201509130was,mia,MisiKo99,offense,0,,,,,
player,201509130was,mia,MisiKo99,off_pct,0%,,,,,
player,201509130was,mia,MisiKo99,defense,70,,,,,
player,201509130was,mia,MisiKo99,def_pct,92%,,,,,
player,201509130was,mia,MisiKo99,special_teams,0,,,,,
player,201509130was,mia,MisiKo99,st_pct,0%,,,,,
player,201509130was,mia,MitcEa99,pos,DT,,,,,
player,201509130was,mia,MitcEa99,offense,0,,,,,
player,201509130was,mia,MitcEa99,off_pct,0%,,,,,
player,201509130was,mia,MitcEa99,defense,64,,,,,
player,201509130was,mia,MitcEa99,def_pct,84%,,,,,
player,201509130was,mia,MitcEa99,special_teams,3,,,,,
player,201509130was,mia,MitcEa99,st_pct,15%,,,,,
player,201509130was,mia,SuhxNd99,pos,DT,,,,,
player,201509130was,mia,SuhxNd99,offense,0,,,,,
player,201509130was,mia,SuhxNd99,off_pct,0%,,,,,
player,201509130was,mia,SuhxNd99,defense,64,,,,,
player,201509130was,mia,SuhxNd99,def_pct,84%,,,,,
player,201509130was,mia,SuhxNd99,special_teams,3,,,,,
player,201509130was,mia,SuhxNd99,st_pct,15%,,,,,
player,201509130was,mia,AikeWa00,pos,SS,,,,,
player,201509130was,mia,AikeWa00,offense,0,,,,,
player,201509130was,mia,AikeWa00,off_pct,0%,,,,,
player,201509130was,mia,AikeWa00,defense,57,,,,,
player,201509130was,mia,AikeWa00,def_pct,75%,,,,,
player,201509130was,mia,AikeWa00,special_teams,10,,,,,
player,201509130was,mia,AikeWa00,st_pct,50%,,,,,
player,201509130was,mia,WakeCa00,pos,DE,,,,,
player,201509130was,mia,WakeCa00,offense,0,,,,,
player,201509130was,mia,WakeCa00,off_pct,0%,,,,,
player,201509130was,mia,WakeCa00,defense,55,,,,,
player,201509130was,mia,WakeCa00,def_pct,72%,,,,,
player,201509130was,mia,WakeCa00,special_teams,0,,,,,
player,201509130was,mia,WakeCa00,st_pct,0%,,,,,
player,201509130was,mia,TaylJa01,pos,CB,,,,,
player,201509130was,mia,TaylJa01,offense,0,,,,,
player,201509130was,mia,TaylJa01,off_pct,0%,,,,,
player,201509130was,mia,TaylJa01,defense,45,,,,,
player,201509130was,mia,TaylJa01,def_pct,59%,,,,,
player,201509130was,mia,TaylJa01,special_teams,0,,,,,
player,201509130was,mia,TaylJa01,st_pct,0%,,,,,
player,201509130was,mia,FedeTe00,pos,DE,,,,,
player,201509130was,mia,FedeTe00,offense,0,,,,,
player,201509130was,mia,FedeTe00,off_pct,0%,,,,,
player,201509130was,mia,FedeTe00,defense,38,,,,,
player,201509130was,mia,FedeTe00,def_pct,50%,,,,,
player,201509130was,mia,FedeTe00,special_teams,13,,,,,
player,201509130was,mia,FedeTe00,st_pct,65%,,,,,
player,201509130was,mia,ShelDe00,pos,DE,,,,,
player,201509130was,mia,ShelDe00,offense,0,,,,,
player,201509130was,mia,ShelDe00,off_pct,0%,,,,,
player,201509130was,mia,ShelDe00,defense,31,,,,,
player,201509130was,mia,ShelDe00,def_pct,41%,,,,,
player,201509130was,mia,ShelDe00,special_teams,5,,,,,
player,201509130was,mia,ShelDe00,st_pct,25%,,,,,
player,201509130was,mia,VernOl00,pos,DE,,,,,
player,201509130was,mia,VernOl00,offense,0,,,,,
player,201509130was,mia,VernOl00,off_pct,0%,,,,,
player,201509130was,mia,VernOl00,defense,29,,,,,
player,201509130was,mia,VernOl00,def_pct,38%,,,,,
player,201509130was,mia,VernOl00,special_teams,2,,,,,
player,201509130was,mia,VernOl00,st_pct,10%,,,,,
player,201509130was,mia,ThomMi02,pos,FS,,,,,
player,201509130was,mia,ThomMi02,offense,0,,,,,
player,201509130was,mia,ThomMi02,off_pct,0%,,,,,
player,201509130was,mia,ThomMi02,defense,23,,,,,
player,201509130was,mia,ThomMi02,def_pct,30%,,,,,
player,201509130was,mia,ThomMi02,special_teams,14,,,,,
player,201509130was,mia,ThomMi02,st_pct,70%,,,,,
player,201509130was,mia,VigiZa00,pos,LB,,,,,
player,201509130was,mia,VigiZa00,offense,0,,,,,
player,201509130was,mia,VigiZa00,off_pct,0%,,,,,
player,201509130was,mia,VigiZa00,defense,19,,,,,
player,201509130was,mia,VigiZa00,def_pct,25%,,,,,
player,201509130was,mia,VigiZa00,special_teams,14,,,,,
player,201509130was,mia,VigiZa00,st_pct,70%,,,,,
player,201509130was,mia,ShepKe00,pos,LB,,,,,
player,201509130was,mia,ShepKe00,offense,0,,,,,
player,201509130was,mia,ShepKe00,off_pct,0%,,,,,
player,201509130was,mia,ShepKe00,defense,17,,,,,
player,201509130was,mia,ShepKe00,def_pct,22%,,,,,
player,201509130was,mia,ShepKe00,special_teams,7,,,,,
player,201509130was,mia,ShepKe00,st_pct,35%,,,,,
player,201509130was,mia,MoslC.20,pos,DT,,,,,
player,201509130was,mia,MoslC.20,offense,0,,,,,
player,201509130was,mia,MoslC.20,off_pct,0%,,,,,
player,201509130was,mia,MoslC.20,defense,12,,,,,
player,201509130was,mia,MoslC.20,def_pct,16%,,,,,
player,201509130was,mia,MoslC.20,special_teams,2,,,,,
player,201509130was,mia,MoslC.20,st_pct,10%,,,,,
player,201509130was,mia,PhilJo01,pos,DT,,,,,
player,201509130was,mia,PhilJo01,offense,0,,,,,
player,201509130was,mia,PhilJo01,off_pct,0%,,,,,
player,201509130was,mia,PhilJo01,defense,11,,,,,
player,201509130was,mia,PhilJo01,def_pct,14%,,,,,
player,201509130was,mia,PhilJo01,special_teams,6,,,,,
player,201509130was,mia,PhilJo01,st_pct,30%,,,,,
player,201509130was,mia,PaysSp00,pos,LB,,,,,
player,201509130was,mia,PaysSp00,offense,0,,,,,
player,201509130was,mia,PaysSp00,off_pct,0%,,,,,
player,201509130was,mia,PaysSp00,defense,1,,,,,
player,201509130was,mia,PaysSp00,def_pct,1%,,,,,
player,201509130was,mia,PaysSp00,special_teams,17,,,,,
player,201509130was,mia,PaysSp00,st_pct,85%,,,,,
player,201509130was,mia,BowmZa20,pos,CB,,,,,
player,201509130was,mia,BowmZa20,offense,0,,,,,
player,201509130was,mia,BowmZa20,off_pct,0%,,,,,
player,201509130was,mia,BowmZa20,defense,0,,,,,
player,201509130was,mia,BowmZa20,def_pct,0%,,,,,
player,201509130was,mia,BowmZa20,special_teams,14,,,,,
player,201509130was,mia,BowmZa20,st_pct,70%,,,,,
player,201509130was,mia,KovaJo00,pos,DB,,,,,
player,201509130was,mia,KovaJo00,offense,0,,,,,
player,201509130was,mia,KovaJo00,off_pct,0%,,,,,
player,201509130was,mia,KovaJo00,defense,0,,,,,
player,201509130was,mia,KovaJo00,def_pct,0%,,,,,
player,201509130was,mia,KovaJo00,special_teams,14,,,,,
player,201509130was,mia,KovaJo00,st_pct,70%,,,,,
player,201509130was,mia,HewiNe00,pos,LB,,,,,
player,201509130was,mia,HewiNe00,offense,0,,,,,
player,201509130was,mia,HewiNe00,off_pct,0%,,,,,
player,201509130was,mia,HewiNe00,defense,0,,,,,
player,201509130was,mia,HewiNe00,def_pct,0%,,,,,
player,201509130was,mia,HewiNe00,special_teams,14,,,,,
player,201509130was,mia,HewiNe00,st_pct,70%,,,,,
player,201509130was,mia,McCaBo01,pos,CB,,,,,
player,201509130was,mia,McCaBo01,offense,0,,,,,
player,201509130was,mia,McCaBo01,off_pct,0%,,,,,
player,201509130was,mia,McCaBo01,defense,0,,,,,
player,201509130was,mia,McCaBo01,def_pct,0%,,,,,
player,201509130was,mia,McCaBo01,special_teams,8,,,,,
player,201509130was,mia,McCaBo01,st_pct,40%,,,,,
player,201509130was,mia,DennJo20,pos,LS,,,,,
player,201509130was,mia,DennJo20,offense,0,,,,,
player,201509130was,mia,DennJo20,off_pct,0%,,,,,
player,201509130was,mia,DennJo20,defense,0,,,,,
player,201509130was,mia,DennJo20,def_pct,0%,,,,,
player,201509130was,mia,DennJo20,special_teams,7,,,,,
player,201509130was,mia,DennJo20,st_pct,35%,,,,,
player,201509130was,mia,FranAn01,pos,K,,,,,
player,201509130was,mia,FranAn01,offense,0,,,,,
player,201509130was,mia,FranAn01,off_pct,0%,,,,,
player,201509130was,mia,FranAn01,defense,0,,,,,
player,201509130was,mia,FranAn01,def_pct,0%,,,,,
player,201509130was,mia,FranAn01,special_teams,7,,,,,
player,201509130was,mia,FranAn01,st_pct,35%,,,,,
player,201509130was,mia,DarrMa00,pos,P,,,,,
player,201509130was,mia,DarrMa00,offense,0,,,,,
player,201509130was,mia,DarrMa00,off_pct,0%,,,,,
player,201509130was,mia,DarrMa00,defense,0,,,,,
player,201509130was,mia,DarrMa00,def_pct,0%,,,,,
player,201509130was,mia,DarrMa00,special_teams,7,,,,,
player,201509130was,mia,DarrMa00,st_pct,35%,,,,,
player,201509130was,mia,BrenSa01,pos,C,,,,,
player,201509130was,mia,BrenSa01,offense,0,,,,,
player,201509130was,mia,BrenSa01,off_pct,0%,,,,,
player,201509130was,mia,BrenSa01,defense,0,,,,,
player,201509130was,mia,BrenSa01,def_pct,0%,,,,,
player,201509130was,mia,BrenSa01,special_teams,3,,,,,
player,201509130was,mia,BrenSa01,st_pct,15%,,,,,
player,201509130was,mia,JameLa00,pos,RB,,,,,
player,201509130was,mia,JameLa00,offense,0,,,,,
player,201509130was,mia,JameLa00,off_pct,0%,,,,,
player,201509130was,mia,JameLa00,defense,0,,,,,
player,201509130was,mia,JameLa00,def_pct,0%,,,,,
player,201509130was,mia,JameLa00,special_teams,3,,,,,
player,201509130was,mia,JameLa00,st_pct,15%,,,,,
player,201509130was,mia,TurnBi00,pos,G,,,,,
player,201509130was,mia,TurnBi00,offense,0,,,,,
player,201509130was,mia,TurnBi00,off_pct,0%,,,,,
player,201509130was,mia,TurnBi00,defense,0,,,,,
player,201509130was,mia,TurnBi00,def_pct,0%,,,,,
player,201509130was,mia,TurnBi00,special_teams,3,,,,,
player,201509130was,mia,TurnBi00,st_pct,15%,,,,,
