game,2015,2,20150920,201509200nyg,atl,"Atlanta Falcons",24,nyg,"New York Giants",20
player,201509200nyg,atl,TammJa00,rush_td,0,,,,,
player,201509200nyg,atl,TammJa00,rush_long,0,,,,,
player,201509200nyg,atl,TammJa00,targets,6,,,,,
player,201509200nyg,atl,TammJa00,rec,4,,,,,
player,201509200nyg,atl,TammJa00,rec_yds,77,,,,,
player,201509200nyg,atl,TammJa00,rec_td,0,,,,,
player,201509200nyg,atl,TammJa00,rec_long,41,,,,,
player,201509200nyg,atl,TammJa00,fumbles,0,,,,,
player,201509200nyg,atl,TammJa00,fumbles_lost,0,,,,,
player,201509200nyg,atl,HankLe00,pass_cmp,0,,,,,
player,201509200nyg,atl,HankLe00,pass_att,0,,,,,
player,201509200nyg,atl,HankLe00,pass_yds,0,,,,,
player,201509200nyg,atl,HankLe00,pass_td,0,,,,,
player,201509200nyg,atl,HankLe00,pass_int,0,,,,,
player,201509200nyg,atl,HankLe00,pass_sacked,0,,,,,
player,201509200nyg,atl,HankLe00,pass_sacked_yds,0,,,,,
player,201509200nyg,atl,HankLe00,pass_long,0,,,,,
player,201509200nyg,atl,HankLe00,pass_rating,,,,,,
player,201509200nyg,atl,HankLe00,rush_att,0,,,,,
player,201509200nyg,atl,HankLe00,rush_yds,0,,,,,
player,201509200nyg,atl,HankLe00,rush_td,0,,,,,
player,201509200nyg,atl,HankLe00,rush_long,0,,,,,
player,201509200nyg,atl,HankLe00,targets,11,,,,,
player,201509200nyg,atl,HankLe00,rec,6,,,,,
player,201509200nyg,atl,HankLe00,rec_yds,77,,,,,
player,201509200nyg,atl,HankLe00,rec_td,1,,,,,
player,201509200nyg,atl,HankLe00,rec_long,20,,,,,
player,201509200nyg,atl,HankLe00,fumbles,0,,,,,
player,201509200nyg,atl,HankLe00,fumbles_lost,0,,,,,
player,201509200nyg,atl,DiMaPa00,pass_cmp,0,,,,,
player,201509200nyg,atl,DiMaPa00,pass_att,0,,,,,
player,201509200nyg,atl,DiMaPa00,pass_yds,0,,,,,
player,201509200nyg,atl,DiMaPa00,pass_td,0,,,,,
player,201509200nyg,atl,DiMaPa00,pass_int,0,,,,,
player,201509200nyg,atl,DiMaPa00,pass_sacked,0,,,,,
player,201509200nyg,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201509200nyg,atl,DiMaPa00,pass_long,0,,,,,
player,201509200nyg,atl,DiMaPa00,pass_rating,,,,,,
player,201509200nyg,atl,DiMaPa00,rush_att,0,,,,,
player,201509200nyg,atl,DiMaPa00,rush_yds,0,,,,,
player,201509200nyg,atl,DiMaPa00,rush_td,0,,,,,
player,201509200nyg,atl,DiMaPa00,rush_long,0,,,,,
player,201509200nyg,atl,DiMaPa00,targets,1,,,,,
player,201509200nyg,atl,DiMaPa00,rec,1,,,,,
player,201509200nyg,atl,DiMaPa00,rec_yds,19,,,,,
player,201509200nyg,atl,DiMaPa00,rec_td,0,,,,,
player,201509200nyg,atl,DiMaPa00,rec_long,19,,,,,
player,201509200nyg,atl,DiMaPa00,fumbles,0,,,,,
player,201509200nyg,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201509200nyg,atl,WillNi02,pass_cmp,0,,,,,
player,201509200nyg,atl,WillNi02,pass_att,0,,,,,
player,201509200nyg,atl,WillNi02,pass_yds,0,,,,,
player,201509200nyg,atl,WillNi02,pass_td,0,,,,,
player,201509200nyg,atl,WillNi02,pass_int,0,,,,,
player,201509200nyg,atl,WillNi02,pass_sacked,0,,,,,
player,201509200nyg,atl,WillNi02,pass_sacked_yds,0,,,,,
player,201509200nyg,atl,WillNi02,pass_long,0,,,,,
player,201509200nyg,atl,WillNi02,pass_rating,,,,,,
player,201509200nyg,atl,WillNi02,rush_att,0,,,,,
player,201509200nyg,atl,WillNi02,rush_yds,0,,,,,
player,201509200nyg,atl,WillNi02,rush_td,0,,,,,
player,201509200nyg,atl,WillNi02,rush_long,0,,,,,
player,201509200nyg,atl,WillNi02,targets,1,,,,,
player,201509200nyg,atl,WillNi02,rec,1,,,,,
player,201509200nyg,atl,WillNi02,rec_yds,12,,,,,
player,201509200nyg,atl,WillNi02,rec_td,0,,,,,
player,201509200nyg,atl,WillNi02,rec_long,12,,,,,
player,201509200nyg,atl,WillNi02,fumbles,0,,,,,
player,201509200nyg,atl,WillNi02,fumbles_lost,0,,,,,
player,201509200nyg,atl,WardTe00,pass_cmp,0,,,,,
player,201509200nyg,atl,WardTe00,pass_att,0,,,,,
player,201509200nyg,atl,WardTe00,pass_yds,0,,,,,
player,201509200nyg,atl,WardTe00,pass_td,0,,,,,
player,201509200nyg,atl,WardTe00,pass_int,0,,,,,
player,201509200nyg,atl,WardTe00,pass_sacked,0,,,,,
player,201509200nyg,atl,WardTe00,pass_sacked_yds,0,,,,,
player,201509200nyg,atl,WardTe00,pass_long,0,,,,,
player,201509200nyg,atl,WardTe00,pass_rating,,,,,,
player,201509200nyg,atl,WardTe00,rush_att,0,,,,,
player,201509200nyg,atl,WardTe00,rush_yds,0,,,,,
player,201509200nyg,atl,WardTe00,rush_td,0,,,,,
player,201509200nyg,atl,WardTe00,rush_long,0,,,,,
player,201509200nyg,atl,WardTe00,targets,1,,,,,
player,201509200nyg,atl,WardTe00,rec,1,,,,,
player,201509200nyg,atl,WardTe00,rec_yds,9,,,,,
player,201509200nyg,atl,WardTe00,rec_td,0,,,,,
player,201509200nyg,atl,WardTe00,rec_long,9,,,,,
player,201509200nyg,atl,WardTe00,fumbles,0,,,,,
player,201509200nyg,atl,WardTe00,fumbles_lost,0,,,,,
player,201509200nyg,atl,WhitRo00,pass_cmp,0,,,,,
player,201509200nyg,atl,WhitRo00,pass_att,0,,,,,
player,201509200nyg,atl,WhitRo00,pass_yds,0,,,,,
player,201509200nyg,atl,WhitRo00,pass_td,0,,,,,
player,201509200nyg,atl,WhitRo00,pass_int,0,,,,,
player,201509200nyg,atl,WhitRo00,pass_sacked,0,,,,,
player,201509200nyg,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201509200nyg,atl,WhitRo00,pass_long,0,,,,,
player,201509200nyg,atl,WhitRo00,pass_rating,,,,,,
player,201509200nyg,atl,WhitRo00,rush_att,0,,,,,
player,201509200nyg,atl,WhitRo00,rush_yds,0,,,,,
player,201509200nyg,atl,WhitRo00,rush_td,0,,,,,
player,201509200nyg,atl,WhitRo00,rush_long,0,,,,,
player,201509200nyg,atl,WhitRo00,targets,1,,,,,
player,201509200nyg,atl,WhitRo00,rec,0,,,,,
player,201509200nyg,atl,WhitRo00,rec_yds,0,,,,,
player,201509200nyg,atl,WhitRo00,rec_td,0,,,,,
player,201509200nyg,atl,WhitRo00,rec_long,0,,,,,
player,201509200nyg,atl,WhitRo00,fumbles,0,,,,,
player,201509200nyg,atl,WhitRo00,fumbles_lost,0,,,,,
player,201509200nyg,atl,ToilLe00,pass_cmp,0,,,,,
player,201509200nyg,atl,ToilLe00,pass_att,0,,,,,
player,201509200nyg,atl,ToilLe00,pass_yds,0,,,,,
player,201509200nyg,atl,ToilLe00,pass_td,0,,,,,
player,201509200nyg,atl,ToilLe00,pass_int,0,,,,,
player,201509200nyg,atl,ToilLe00,pass_sacked,0,,,,,
player,201509200nyg,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201509200nyg,atl,ToilLe00,pass_long,0,,,,,
player,201509200nyg,atl,ToilLe00,pass_rating,,,,,,
player,201509200nyg,atl,ToilLe00,rush_att,0,,,,,
player,201509200nyg,atl,ToilLe00,rush_yds,0,,,,,
player,201509200nyg,atl,ToilLe00,rush_td,0,,,,,
player,201509200nyg,atl,ToilLe00,rush_long,0,,,,,
player,201509200nyg,atl,ToilLe00,targets,1,,,,,
player,201509200nyg,atl,ToilLe00,rec,0,,,,,
player,201509200nyg,atl,ToilLe00,rec_yds,0,,,,,
player,201509200nyg,atl,ToilLe00,rec_td,0,,,,,
player,201509200nyg,atl,ToilLe00,rec_long,0,,,,,
player,201509200nyg,atl,ToilLe00,fumbles,0,,,,,
player,201509200nyg,atl,ToilLe00,fumbles_lost,0,,,,,
player,201509200nyg,nyg,MannEl00,pass_cmp,27,,,,,
player,201509200nyg,nyg,MannEl00,pass_att,40,,,,,
player,201509200nyg,nyg,MannEl00,pass_yds,292,,,,,
player,201509200nyg,nyg,MannEl00,pass_td,2,,,,,
player,201509200nyg,nyg,MannEl00,pass_int,0,,,,,
player,201509200nyg,nyg,MannEl00,pass_sacked,2,,,,,
player,201509200nyg,nyg,MannEl00,pass_sacked_yds,1,,,,,
player,201509200nyg,nyg,MannEl00,pass_long,67,,,,,
player,201509200nyg,nyg,MannEl00,pass_rating,105.4,,,,,
player,201509200nyg,nyg,MannEl00,rush_att,2,,,,,
player,201509200nyg,nyg,MannEl00,rush_yds,23,,,,,
player,201509200nyg,nyg,MannEl00,rush_td,0,,,,,
player,201509200nyg,nyg,MannEl00,rush_long,18,,,,,
player,201509200nyg,nyg,MannEl00,targets,0,,,,,
player,201509200nyg,nyg,MannEl00,rec,0,,,,,
player,201509200nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201509200nyg,nyg,MannEl00,rec_td,0,,,,,
player,201509200nyg,nyg,MannEl00,rec_long,0,,,,,
player,201509200nyg,nyg,MannEl00,fumbles,2,,,,,
player,201509200nyg,nyg,MannEl00,fumbles_lost,1,,,,,
player,201509200nyg,nyg,WillAn00,pass_cmp,0,,,,,
player,201509200nyg,nyg,WillAn00,pass_att,0,,,,,
player,201509200nyg,nyg,WillAn00,pass_yds,0,,,,,
player,201509200nyg,nyg,WillAn00,pass_td,0,,,,,
player,201509200nyg,nyg,WillAn00,pass_int,0,,,,,
player,201509200nyg,nyg,WillAn00,pass_sacked,0,,,,,
player,201509200nyg,nyg,WillAn00,pass_sacked_yds,0,,,,,
player,201509200nyg,nyg,WillAn00,pass_long,0,,,,,
player,201509200nyg,nyg,WillAn00,pass_rating,,,,,,
player,201509200nyg,nyg,WillAn00,rush_att,6,,,,,
player,201509200nyg,nyg,WillAn00,rush_yds,43,,,,,
player,201509200nyg,nyg,WillAn00,rush_td,0,,,,,
player,201509200nyg,nyg,WillAn00,rush_long,35,,,,,
player,201509200nyg,nyg,WillAn00,targets,0,,,,,
player,201509200nyg,nyg,WillAn00,rec,0,,,,,
player,201509200nyg,nyg,WillAn00,rec_yds,0,,,,,
player,201509200nyg,nyg,WillAn00,rec_td,0,,,,,
player,201509200nyg,nyg,WillAn00,rec_long,0,,,,,
player,201509200nyg,nyg,WillAn00,fumbles,0,,,,,
player,201509200nyg,nyg,WillAn00,fumbles_lost,0,,,,,
player,201509200nyg,nyg,VereSh00,pass_cmp,0,,,,,
player,201509200nyg,nyg,VereSh00,pass_att,0,,,,,
player,201509200nyg,nyg,VereSh00,pass_yds,0,,,,,
player,201509200nyg,nyg,VereSh00,pass_td,0,,,,,
player,201509200nyg,nyg,VereSh00,pass_int,0,,,,,
player,201509200nyg,nyg,VereSh00,pass_sacked,0,,,,,
player,201509200nyg,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201509200nyg,nyg,VereSh00,pass_long,0,,,,,
player,201509200nyg,nyg,VereSh00,pass_rating,,,,,,
player,201509200nyg,nyg,VereSh00,rush_att,6,,,,,
player,201509200nyg,nyg,VereSh00,rush_yds,19,,,,,
player,201509200nyg,nyg,VereSh00,rush_td,0,,,,,
player,201509200nyg,nyg,VereSh00,rush_long,12,,,,,
player,201509200nyg,nyg,VereSh00,targets,8,,,,,
player,201509200nyg,nyg,VereSh00,rec,8,,,,,
player,201509200nyg,nyg,VereSh00,rec_yds,76,,,,,
player,201509200nyg,nyg,VereSh00,rec_td,0,,,,,
player,201509200nyg,nyg,VereSh00,rec_long,37,,,,,
player,201509200nyg,nyg,VereSh00,fumbles,0,,,,,
player,201509200nyg,nyg,VereSh00,fumbles_lost,0,,,,,
player,201509200nyg,nyg,JennRa00,pass_cmp,0,,,,,
player,201509200nyg,nyg,JennRa00,pass_att,0,,,,,
player,201509200nyg,nyg,JennRa00,pass_yds,0,,,,,
player,201509200nyg,nyg,JennRa00,pass_td,0,,,,,
player,201509200nyg,nyg,JennRa00,pass_int,0,,,,,
player,201509200nyg,nyg,JennRa00,pass_sacked,0,,,,,
player,201509200nyg,nyg,JennRa00,pass_sacked_yds,0,,,,,
player,201509200nyg,nyg,JennRa00,pass_long,0,,,,,
player,201509200nyg,nyg,JennRa00,pass_rating,,,,,,
player,201509200nyg,nyg,JennRa00,rush_att,9,,,,,
player,201509200nyg,nyg,JennRa00,rush_yds,12,,,,,
player,201509200nyg,nyg,JennRa00,rush_td,0,,,,,
player,201509200nyg,nyg,JennRa00,rush_long,6,,,,,
player,201509200nyg,nyg,JennRa00,targets,2,,,,,
player,201509200nyg,nyg,JennRa00,rec,2,,,,,
player,201509200nyg,nyg,JennRa00,rec_yds,12,,,,,
player,201509200nyg,nyg,JennRa00,rec_td,0,,,,,
player,201509200nyg,nyg,JennRa00,rec_long,9,,,,,
player,201509200nyg,nyg,JennRa00,fumbles,0,,,,,
player,201509200nyg,nyg,JennRa00,fumbles_lost,0,,,,,
player,201509200nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201509200nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201509200nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201509200nyg,nyg,BeckOd00,pass_td,0,,,,,
player,201509200nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201509200nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201509200nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201509200nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201509200nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201509200nyg,nyg,BeckOd00,rush_att,0,,,,,
player,201509200nyg,nyg,BeckOd00,rush_yds,0,,,,,
player,201509200nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201509200nyg,nyg,BeckOd00,rush_long,0,,,,,
player,201509200nyg,nyg,BeckOd00,targets,12,,,,,
player,201509200nyg,nyg,BeckOd00,rec,7,,,,,
player,201509200nyg,nyg,BeckOd00,rec_yds,146,,,,,
player,201509200nyg,nyg,BeckOd00,rec_td,1,,,,,
player,201509200nyg,nyg,BeckOd00,rec_long,67,,,,,
player,201509200nyg,nyg,BeckOd00,fumbles,0,,,,,
player,201509200nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201509200nyg,nyg,DonnLa00,pass_cmp,0,,,,,
player,201509200nyg,nyg,DonnLa00,pass_att,0,,,,,
player,201509200nyg,nyg,DonnLa00,pass_yds,0,,,,,
player,201509200nyg,nyg,DonnLa00,pass_td,0,,,,,
player,201509200nyg,nyg,DonnLa00,pass_int,0,,,,,
player,201509200nyg,nyg,DonnLa00,pass_sacked,0,,,,,
player,201509200nyg,nyg,DonnLa00,pass_sacked_yds,0,,,,,
player,201509200nyg,nyg,DonnLa00,pass_long,0,,,,,
player,201509200nyg,nyg,DonnLa00,pass_rating,,,,,,
player,201509200nyg,nyg,DonnLa00,rush_att,0,,,,,
player,201509200nyg,nyg,DonnLa00,rush_yds,0,,,,,
player,201509200nyg,nyg,DonnLa00,rush_td,0,,,,,
player,201509200nyg,nyg,DonnLa00,rush_long,0,,,,,
player,201509200nyg,nyg,DonnLa00,targets,6,,,,,
player,201509200nyg,nyg,DonnLa00,rec,4,,,,,
player,201509200nyg,nyg,DonnLa00,rec_yds,28,,,,,
player,201509200nyg,nyg,DonnLa00,rec_td,1,,,,,
player,201509200nyg,nyg,DonnLa00,rec_long,10,,,,,
player,201509200nyg,nyg,DonnLa00,fumbles,0,,,,,
player,201509200nyg,nyg,DonnLa00,fumbles_lost,0,,,,,
player,201509200nyg,nyg,ParkPr00,pass_cmp,0,,,,,
player,201509200nyg,nyg,ParkPr00,pass_att,0,,,,,
player,201509200nyg,nyg,ParkPr00,pass_yds,0,,,,,
player,201509200nyg,nyg,ParkPr00,pass_td,0,,,,,
player,201509200nyg,nyg,ParkPr00,pass_int,0,,,,,
player,201509200nyg,nyg,ParkPr00,pass_sacked,0,,,,,
player,201509200nyg,nyg,ParkPr00,pass_sacked_yds,0,,,,,
player,201509200nyg,nyg,ParkPr00,pass_long,0,,,,,
player,201509200nyg,nyg,ParkPr00,pass_rating,,,,,,
player,201509200nyg,nyg,ParkPr00,rush_att,0,,,,,
player,201509200nyg,nyg,ParkPr00,rush_yds,0,,,,,
player,201509200nyg,nyg,ParkPr00,rush_td,0,,,,,
player,201509200nyg,nyg,ParkPr00,rush_long,0,,,,,
player,201509200nyg,nyg,ParkPr00,targets,6,,,,,
player,201509200nyg,nyg,ParkPr00,rec,3,,,,,
player,201509200nyg,nyg,ParkPr00,rec_yds,17,,,,,
player,201509200nyg,nyg,ParkPr00,rec_td,0,,,,,
player,201509200nyg,nyg,ParkPr00,rec_long,6,,,,,
player,201509200nyg,nyg,ParkPr00,fumbles,0,,,,,
player,201509200nyg,nyg,ParkPr00,fumbles_lost,0,,,,,
player,201509200nyg,nyg,DaviGe00,pass_cmp,0,,,,,
player,201509200nyg,nyg,DaviGe00,pass_att,0,,,,,
player,201509200nyg,nyg,DaviGe00,pass_yds,0,,,,,
player,201509200nyg,nyg,DaviGe00,pass_td,0,,,,,
player,201509200nyg,nyg,DaviGe00,pass_int,0,,,,,
player,201509200nyg,nyg,DaviGe00,pass_sacked,0,,,,,
player,201509200nyg,nyg,DaviGe00,pass_sacked_yds,0,,,,,
player,201509200nyg,nyg,DaviGe00,pass_long,0,,,,,
player,201509200nyg,nyg,DaviGe00,pass_rating,,,,,,
player,201509200nyg,nyg,DaviGe00,rush_att,0,,,,,
player,201509200nyg,nyg,DaviGe00,rush_yds,0,,,,,
player,201509200nyg,nyg,DaviGe00,rush_td,0,,,,,
player,201509200nyg,nyg,DaviGe00,rush_long,0,,,,,
player,201509200nyg,nyg,DaviGe00,targets,1,,,,,
player,201509200nyg,nyg,DaviGe00,rec,1,,,,,
player,201509200nyg,nyg,DaviGe00,rec_yds,5,,,,,
player,201509200nyg,nyg,DaviGe00,rec_td,0,,,,,
player,201509200nyg,nyg,DaviGe00,rec_long,5,,,,,
player,201509200nyg,nyg,DaviGe00,fumbles,0,,,,,
player,201509200nyg,nyg,DaviGe00,fumbles_lost,0,,,,,
player,201509200nyg,nyg,RandRu00,pass_cmp,0,,,,,
player,201509200nyg,nyg,RandRu00,pass_att,0,,,,,
player,201509200nyg,nyg,RandRu00,pass_yds,0,,,,,
player,201509200nyg,nyg,RandRu00,pass_td,0,,,,,
player,201509200nyg,nyg,RandRu00,pass_int,0,,,,,
player,201509200nyg,nyg,RandRu00,pass_sacked,0,,,,,
player,201509200nyg,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201509200nyg,nyg,RandRu00,pass_long,0,,,,,
player,201509200nyg,nyg,RandRu00,pass_rating,,,,,,
player,201509200nyg,nyg,RandRu00,rush_att,0,,,,,
player,201509200nyg,nyg,RandRu00,rush_yds,0,,,,,
player,201509200nyg,nyg,RandRu00,rush_td,0,,,,,
player,201509200nyg,nyg,RandRu00,rush_long,0,,,,,
player,201509200nyg,nyg,RandRu00,targets,2,,,,,
player,201509200nyg,nyg,RandRu00,rec,1,,,,,
player,201509200nyg,nyg,RandRu00,rec_yds,5,,,,,
player,201509200nyg,nyg,RandRu00,rec_td,0,,,,,
player,201509200nyg,nyg,RandRu00,rec_long,5,,,,,
player,201509200nyg,nyg,RandRu00,fumbles,0,,,,,
player,201509200nyg,nyg,RandRu00,fumbles_lost,0,,,,,
player,201509200nyg,nyg,CunnJe00,pass_cmp,0,,,,,
player,201509200nyg,nyg,CunnJe00,pass_att,0,,,,,
player,201509200nyg,nyg,CunnJe00,pass_yds,0,,,,,
player,201509200nyg,nyg,CunnJe00,pass_td,0,,,,,
player,201509200nyg,nyg,CunnJe00,pass_int,0,,,,,
player,201509200nyg,nyg,CunnJe00,pass_sacked,0,,,,,
player,201509200nyg,nyg,CunnJe00,pass_sacked_yds,0,,,,,
player,201509200nyg,nyg,CunnJe00,pass_long,0,,,,,
player,201509200nyg,nyg,CunnJe00,pass_rating,,,,,,
player,201509200nyg,nyg,CunnJe00,rush_att,0,,,,,
player,201509200nyg,nyg,CunnJe00,rush_yds,0,,,,,
player,201509200nyg,nyg,CunnJe00,rush_td,0,,,,,
player,201509200nyg,nyg,CunnJe00,rush_long,0,,,,,
player,201509200nyg,nyg,CunnJe00,targets,3,,,,,
player,201509200nyg,nyg,CunnJe00,rec,1,,,,,
