game,2015,14,20151213,201512130ram,det,"Detroit Lions",14,ram,"St. Louis Rams",21
player,201512130ram,det,BellJo01,rec_td,0,,,,,
player,201512130ram,det,BellJo01,rec_long,16,,,,,
player,201512130ram,det,BellJo01,fumbles,0,,,,,
player,201512130ram,det,BellJo01,fumbles_lost,0,,,,,
player,201512130ram,det,AbduAm00,pass_cmp,0,,,,,
player,201512130ram,det,AbduAm00,pass_att,0,,,,,
player,201512130ram,det,AbduAm00,pass_yds,0,,,,,
player,201512130ram,det,AbduAm00,pass_td,0,,,,,
player,201512130ram,det,AbduAm00,pass_int,0,,,,,
player,201512130ram,det,AbduAm00,pass_sacked,0,,,,,
player,201512130ram,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201512130ram,det,AbduAm00,pass_long,0,,,,,
player,201512130ram,det,AbduAm00,pass_rating,,,,,,
player,201512130ram,det,AbduAm00,rush_att,7,,,,,
player,201512130ram,det,AbduAm00,rush_yds,23,,,,,
player,201512130ram,det,AbduAm00,rush_td,0,,,,,
player,201512130ram,det,AbduAm00,rush_long,7,,,,,
player,201512130ram,det,AbduAm00,targets,2,,,,,
player,201512130ram,det,AbduAm00,rec,2,,,,,
player,201512130ram,det,AbduAm00,rec_yds,21,,,,,
player,201512130ram,det,AbduAm00,rec_td,0,,,,,
player,201512130ram,det,AbduAm00,rec_long,14,,,,,
player,201512130ram,det,AbduAm00,fumbles,0,,,,,
player,201512130ram,det,AbduAm00,fumbles_lost,0,,,,,
player,201512130ram,det,RiddTh00,pass_cmp,0,,,,,
player,201512130ram,det,RiddTh00,pass_att,0,,,,,
player,201512130ram,det,RiddTh00,pass_yds,0,,,,,
player,201512130ram,det,RiddTh00,pass_td,0,,,,,
player,201512130ram,det,RiddTh00,pass_int,0,,,,,
player,201512130ram,det,RiddTh00,pass_sacked,0,,,,,
player,201512130ram,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201512130ram,det,RiddTh00,pass_long,0,,,,,
player,201512130ram,det,RiddTh00,pass_rating,,,,,,
player,201512130ram,det,RiddTh00,rush_att,3,,,,,
player,201512130ram,det,RiddTh00,rush_yds,18,,,,,
player,201512130ram,det,RiddTh00,rush_td,0,,,,,
player,201512130ram,det,RiddTh00,rush_long,16,,,,,
player,201512130ram,det,RiddTh00,targets,11,,,,,
player,201512130ram,det,RiddTh00,rec,7,,,,,
player,201512130ram,det,RiddTh00,rec_yds,44,,,,,
player,201512130ram,det,RiddTh00,rec_td,0,,,,,
player,201512130ram,det,RiddTh00,rec_long,16,,,,,
player,201512130ram,det,RiddTh00,fumbles,0,,,,,
player,201512130ram,det,RiddTh00,fumbles_lost,0,,,,,
player,201512130ram,det,TateGo00,pass_cmp,0,,,,,
player,201512130ram,det,TateGo00,pass_att,0,,,,,
player,201512130ram,det,TateGo00,pass_yds,0,,,,,
player,201512130ram,det,TateGo00,pass_td,0,,,,,
player,201512130ram,det,TateGo00,pass_int,0,,,,,
player,201512130ram,det,TateGo00,pass_sacked,0,,,,,
player,201512130ram,det,TateGo00,pass_sacked_yds,0,,,,,
player,201512130ram,det,TateGo00,pass_long,0,,,,,
player,201512130ram,det,TateGo00,pass_rating,,,,,,
player,201512130ram,det,TateGo00,rush_att,1,,,,,
player,201512130ram,det,TateGo00,rush_yds,15,,,,,
player,201512130ram,det,TateGo00,rush_td,0,,,,,
player,201512130ram,det,TateGo00,rush_long,15,,,,,
player,201512130ram,det,TateGo00,targets,10,,,,,
player,201512130ram,det,TateGo00,rec,9,,,,,
player,201512130ram,det,TateGo00,rec_yds,60,,,,,
player,201512130ram,det,TateGo00,rec_td,2,,,,,
player,201512130ram,det,TateGo00,rec_long,16,,,,,
player,201512130ram,det,TateGo00,fumbles,0,,,,,
player,201512130ram,det,TateGo00,fumbles_lost,0,,,,,
player,201512130ram,det,JoneT.00,pass_cmp,0,,,,,
player,201512130ram,det,JoneT.00,pass_att,0,,,,,
player,201512130ram,det,JoneT.00,pass_yds,0,,,,,
player,201512130ram,det,JoneT.00,pass_td,0,,,,,
player,201512130ram,det,JoneT.00,pass_int,0,,,,,
player,201512130ram,det,JoneT.00,pass_sacked,0,,,,,
player,201512130ram,det,JoneT.00,pass_sacked_yds,0,,,,,
player,201512130ram,det,JoneT.00,pass_long,0,,,,,
player,201512130ram,det,JoneT.00,pass_rating,,,,,,
player,201512130ram,det,JoneT.00,rush_att,0,,,,,
player,201512130ram,det,JoneT.00,rush_yds,0,,,,,
player,201512130ram,det,JoneT.00,rush_td,0,,,,,
player,201512130ram,det,JoneT.00,rush_long,0,,,,,
player,201512130ram,det,JoneT.00,targets,8,,,,,
player,201512130ram,det,JoneT.00,rec,4,,,,,
player,201512130ram,det,JoneT.00,rec_yds,33,,,,,
player,201512130ram,det,JoneT.00,rec_td,0,,,,,
player,201512130ram,det,JoneT.00,rec_long,15,,,,,
player,201512130ram,det,JoneT.00,fumbles,0,,,,,
player,201512130ram,det,JoneT.00,fumbles_lost,0,,,,,
player,201512130ram,det,EbroEr00,pass_cmp,0,,,,,
player,201512130ram,det,EbroEr00,pass_att,0,,,,,
player,201512130ram,det,EbroEr00,pass_yds,0,,,,,
player,201512130ram,det,EbroEr00,pass_td,0,,,,,
player,201512130ram,det,EbroEr00,pass_int,0,,,,,
player,201512130ram,det,EbroEr00,pass_sacked,0,,,,,
player,201512130ram,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201512130ram,det,EbroEr00,pass_long,0,,,,,
player,201512130ram,det,EbroEr00,pass_rating,,,,,,
player,201512130ram,det,EbroEr00,rush_att,0,,,,,
player,201512130ram,det,EbroEr00,rush_yds,0,,,,,
player,201512130ram,det,EbroEr00,rush_td,0,,,,,
player,201512130ram,det,EbroEr00,rush_long,0,,,,,
player,201512130ram,det,EbroEr00,targets,5,,,,,
player,201512130ram,det,EbroEr00,rec,3,,,,,
player,201512130ram,det,EbroEr00,rec_yds,27,,,,,
player,201512130ram,det,EbroEr00,rec_td,0,,,,,
player,201512130ram,det,EbroEr00,rec_long,11,,,,,
player,201512130ram,det,EbroEr00,fumbles,0,,,,,
player,201512130ram,det,EbroEr00,fumbles_lost,0,,,,,
player,201512130ram,det,JohnCa00,pass_cmp,0,,,,,
player,201512130ram,det,JohnCa00,pass_att,0,,,,,
player,201512130ram,det,JohnCa00,pass_yds,0,,,,,
player,201512130ram,det,JohnCa00,pass_td,0,,,,,
player,201512130ram,det,JohnCa00,pass_int,0,,,,,
player,201512130ram,det,JohnCa00,pass_sacked,0,,,,,
player,201512130ram,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201512130ram,det,JohnCa00,pass_long,0,,,,,
player,201512130ram,det,JohnCa00,pass_rating,,,,,,
player,201512130ram,det,JohnCa00,rush_att,0,,,,,
player,201512130ram,det,JohnCa00,rush_yds,0,,,,,
player,201512130ram,det,JohnCa00,rush_td,0,,,,,
player,201512130ram,det,JohnCa00,rush_long,0,,,,,
player,201512130ram,det,JohnCa00,targets,5,,,,,
player,201512130ram,det,JohnCa00,rec,1,,,,,
player,201512130ram,det,JohnCa00,rec_yds,16,,,,,
player,201512130ram,det,JohnCa00,rec_td,0,,,,,
player,201512130ram,det,JohnCa00,rec_long,16,,,,,
player,201512130ram,det,JohnCa00,fumbles,0,,,,,
player,201512130ram,det,JohnCa00,fumbles_lost,0,,,,,
player,201512130ram,det,BurtMi00,pass_cmp,0,,,,,
player,201512130ram,det,BurtMi00,pass_att,0,,,,,
player,201512130ram,det,BurtMi00,pass_yds,0,,,,,
player,201512130ram,det,BurtMi00,pass_td,0,,,,,
player,201512130ram,det,BurtMi00,pass_int,0,,,,,
player,201512130ram,det,BurtMi00,pass_sacked,0,,,,,
player,201512130ram,det,BurtMi00,pass_sacked_yds,0,,,,,
player,201512130ram,det,BurtMi00,pass_long,0,,,,,
player,201512130ram,det,BurtMi00,pass_rating,,,,,,
player,201512130ram,det,BurtMi00,rush_att,0,,,,,
player,201512130ram,det,BurtMi00,rush_yds,0,,,,,
player,201512130ram,det,BurtMi00,rush_td,0,,,,,
player,201512130ram,det,BurtMi00,rush_long,0,,,,,
player,201512130ram,det,BurtMi00,targets,1,,,,,
player,201512130ram,det,BurtMi00,rec,1,,,,,
player,201512130ram,det,BurtMi00,rec_yds,12,,,,,
player,201512130ram,det,BurtMi00,rec_td,0,,,,,
player,201512130ram,det,BurtMi00,rec_long,12,,,,,
player,201512130ram,det,BurtMi00,fumbles,0,,,,,
player,201512130ram,det,BurtMi00,fumbles_lost,0,,,,,
player,201512130ram,det,PettBr00,pass_cmp,0,,,,,
player,201512130ram,det,PettBr00,pass_att,0,,,,,
player,201512130ram,det,PettBr00,pass_yds,0,,,,,
player,201512130ram,det,PettBr00,pass_td,0,,,,,
player,201512130ram,det,PettBr00,pass_int,0,,,,,
player,201512130ram,det,PettBr00,pass_sacked,0,,,,,
player,201512130ram,det,PettBr00,pass_sacked_yds,0,,,,,
player,201512130ram,det,PettBr00,pass_long,0,,,,,
player,201512130ram,det,PettBr00,pass_rating,,,,,,
player,201512130ram,det,PettBr00,rush_att,0,,,,,
player,201512130ram,det,PettBr00,rush_yds,0,,,,,
player,201512130ram,det,PettBr00,rush_td,0,,,,,
player,201512130ram,det,PettBr00,rush_long,0,,,,,
player,201512130ram,det,PettBr00,targets,1,,,,,
player,201512130ram,det,PettBr00,rec,1,,,,,
player,201512130ram,det,PettBr00,rec_yds,7,,,,,
player,201512130ram,det,PettBr00,rec_td,0,,,,,
player,201512130ram,det,PettBr00,rec_long,7,,,,,
player,201512130ram,det,PettBr00,fumbles,0,,,,,
player,201512130ram,det,PettBr00,fumbles_lost,0,,,,,
player,201512130ram,ram,KeenCa00,pass_cmp,14,,,,,
player,201512130ram,ram,KeenCa00,pass_att,22,,,,,
player,201512130ram,ram,KeenCa00,pass_yds,124,,,,,
player,201512130ram,ram,KeenCa00,pass_td,0,,,,,
player,201512130ram,ram,KeenCa00,pass_int,1,,,,,
player,201512130ram,ram,KeenCa00,pass_sacked,1,,,,,
player,201512130ram,ram,KeenCa00,pass_sacked_yds,10,,,,,
player,201512130ram,ram,KeenCa00,pass_long,25,,,,,
player,201512130ram,ram,KeenCa00,pass_rating,59.7,,,,,
player,201512130ram,ram,KeenCa00,rush_att,2,,,,,
player,201512130ram,ram,KeenCa00,rush_yds,2,,,,,
player,201512130ram,ram,KeenCa00,rush_td,0,,,,,
player,201512130ram,ram,KeenCa00,rush_long,3,,,,,
player,201512130ram,ram,KeenCa00,targets,0,,,,,
player,201512130ram,ram,KeenCa00,rec,0,,,,,
player,201512130ram,ram,KeenCa00,rec_yds,0,,,,,
player,201512130ram,ram,KeenCa00,rec_td,0,,,,,
player,201512130ram,ram,KeenCa00,rec_long,0,,,,,
player,201512130ram,ram,KeenCa00,fumbles,0,,,,,
player,201512130ram,ram,KeenCa00,fumbles_lost,0,,,,,
player,201512130ram,ram,GurlTo01,pass_cmp,0,,,,,
player,201512130ram,ram,GurlTo01,pass_att,0,,,,,
player,201512130ram,ram,GurlTo01,pass_yds,0,,,,,
player,201512130ram,ram,GurlTo01,pass_td,0,,,,,
player,201512130ram,ram,GurlTo01,pass_int,0,,,,,
player,201512130ram,ram,GurlTo01,pass_sacked,0,,,,,
player,201512130ram,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201512130ram,ram,GurlTo01,pass_long,0,,,,,
player,201512130ram,ram,GurlTo01,pass_rating,,,,,,
player,201512130ram,ram,GurlTo01,rush_att,16,,,,,
player,201512130ram,ram,GurlTo01,rush_yds,140,,,,,
player,201512130ram,ram,GurlTo01,rush_td,2,,,,,
player,201512130ram,ram,GurlTo01,rush_long,49,,,,,
player,201512130ram,ram,GurlTo01,targets,2,,,,,
player,201512130ram,ram,GurlTo01,rec,1,,,,,
player,201512130ram,ram,GurlTo01,rec_yds,7,,,,,
player,201512130ram,ram,GurlTo01,rec_td,0,,,,,
player,201512130ram,ram,GurlTo01,rec_long,7,,,,,
player,201512130ram,ram,GurlTo01,fumbles,0,,,,,
player,201512130ram,ram,GurlTo01,fumbles_lost,0,,,,,
player,201512130ram,ram,AustTa00,pass_cmp,0,,,,,
player,201512130ram,ram,AustTa00,pass_att,0,,,,,
player,201512130ram,ram,AustTa00,pass_yds,0,,,,,
player,201512130ram,ram,AustTa00,pass_td,0,,,,,
player,201512130ram,ram,AustTa00,pass_int,0,,,,,
player,201512130ram,ram,AustTa00,pass_sacked,0,,,,,
player,201512130ram,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201512130ram,ram,AustTa00,pass_long,0,,,,,
player,201512130ram,ram,AustTa00,pass_rating,,,,,,
player,201512130ram,ram,AustTa00,rush_att,4,,,,,
player,201512130ram,ram,AustTa00,rush_yds,40,,,,,
player,201512130ram,ram,AustTa00,rush_td,0,,,,,
player,201512130ram,ram,AustTa00,rush_long,20,,,,,
player,201512130ram,ram,AustTa00,targets,5,,,,,
player,201512130ram,ram,AustTa00,rec,3,,,,,
player,201512130ram,ram,AustTa00,rec_yds,19,,,,,
player,201512130ram,ram,AustTa00,rec_td,0,,,,,
player,201512130ram,ram,AustTa00,rec_long,14,,,,,
player,201512130ram,ram,AustTa00,fumbles,0,,,,,
player,201512130ram,ram,AustTa00,fumbles_lost,0,,,,,
player,201512130ram,ram,CunnBe01,pass_cmp,0,,,,,
player,201512130ram,ram,CunnBe01,pass_att,0,,,,,
player,201512130ram,ram,CunnBe01,pass_yds,0,,,,,
player,201512130ram,ram,CunnBe01,pass_td,0,,,,,
player,201512130ram,ram,CunnBe01,pass_int,0,,,,,
player,201512130ram,ram,CunnBe01,pass_sacked,0,,,,,
player,201512130ram,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201512130ram,ram,CunnBe01,pass_long,0,,,,,
player,201512130ram,ram,CunnBe01,pass_rating,,,,,,
player,201512130ram,ram,CunnBe01,rush_att,3,,,,,
player,201512130ram,ram,CunnBe01,rush_yds,14,,,,,
player,201512130ram,ram,CunnBe01,rush_td,0,,,,,
player,201512130ram,ram,CunnBe01,rush_long,9,,,,,
player,201512130ram,ram,CunnBe01,targets,1,,,,,
player,201512130ram,ram,CunnBe01,rec,1,,,,,
player,201512130ram,ram,CunnBe01,rec_yds,8,,,,,
player,201512130ram,ram,CunnBe01,rec_td,0,,,,,
player,201512130ram,ram,CunnBe01,rec_long,8,,,,,
player,201512130ram,ram,CunnBe01,fumbles,0,,,,,
player,201512130ram,ram,CunnBe01,fumbles_lost,0,,,,,
player,201512130ram,ram,MasoTr00,pass_cmp,0,,,,,
player,201512130ram,ram,MasoTr00,pass_att,0,,,,,
player,201512130ram,ram,MasoTr00,pass_yds,0,,,,,
player,201512130ram,ram,MasoTr00,pass_td,0,,,,,
player,201512130ram,ram,MasoTr00,pass_int,0,,,,,
player,201512130ram,ram,MasoTr00,pass_sacked,0,,,,,
player,201512130ram,ram,MasoTr00,pass_sacked_yds,0,,,,,
player,201512130ram,ram,MasoTr00,pass_long,0,,,,,
player,201512130ram,ram,MasoTr00,pass_rating,,,,,,
player,201512130ram,ram,MasoTr00,rush_att,4,,,,,
player,201512130ram,ram,MasoTr00,rush_yds,7,,,,,
player,201512130ram,ram,MasoTr00,rush_td,0,,,,,
player,201512130ram,ram,MasoTr00,rush_long,6,,,,,
player,201512130ram,ram,MasoTr00,targets,2,,,,,
player,201512130ram,ram,MasoTr00,rec,2,,,,,
player,201512130ram,ram,MasoTr00,rec_yds,1,,,,,
player,201512130ram,ram,MasoTr00,rec_td,0,,,,,
player,201512130ram,ram,MasoTr00,rec_long,4,,,,,
player,201512130ram,ram,MasoTr00,fumbles,0,,,,,
player,201512130ram,ram,MasoTr00,fumbles_lost,0,,,,,
player,201512130ram,ram,BritKe00,pass_cmp,0,,,,,
player,201512130ram,ram,BritKe00,pass_att,0,,,,,
player,201512130ram,ram,BritKe00,pass_yds,0,,,,,
player,201512130ram,ram,BritKe00,pass_td,0,,,,,
player,201512130ram,ram,BritKe00,pass_int,0,,,,,
player,201512130ram,ram,BritKe00,pass_sacked,0,,,,,
player,201512130ram,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201512130ram,ram,BritKe00,pass_long,0,,,,,
player,201512130ram,ram,BritKe00,pass_rating,,,,,,
player,201512130ram,ram,BritKe00,rush_att,0,,,,,
player,201512130ram,ram,BritKe00,rush_yds,0,,,,,
player,201512130ram,ram,BritKe00,rush_td,0,,,,,
player,201512130ram,ram,BritKe00,rush_long,0,,,,,
player,201512130ram,ram,BritKe00,targets,5,,,,,
player,201512130ram,ram,BritKe00,rec,2,,,,,
player,201512130ram,ram,BritKe00,rec_yds,35,,,,,
player,201512130ram,ram,BritKe00,rec_td,0,,,,,
player,201512130ram,ram,BritKe00,rec_long,25,,,,,
player,201512130ram,ram,BritKe00,fumbles,0,,,,,
player,201512130ram,ram,BritKe00,fumbles_lost,0,,,,,
player,201512130ram,ram,MarqBr00,pass_cmp,0,,,,,
player,201512130ram,ram,MarqBr00,pass_att,0,,,,,
player,201512130ram,ram,MarqBr00,pass_yds,0,,,,,
player,201512130ram,ram,MarqBr00,pass_td,0,,,,,
player,201512130ram,ram,MarqBr00,pass_int,0,,,,,
player,201512130ram,ram,MarqBr00,pass_sacked,0,,,,,
player,201512130ram,ram,MarqBr00,pass_sacked_yds,0,,,,,
player,201512130ram,ram,MarqBr00,pass_long,0,,,,,
player,201512130ram,ram,MarqBr00,pass_rating,,,,,,
player,201512130ram,ram,MarqBr00,rush_att,0,,,,,
player,201512130ram,ram,MarqBr00,rush_yds,0,,,,,
player,201512130ram,ram,MarqBr00,rush_td,0,,,,,
player,201512130ram,ram,MarqBr00,rush_long,0,,,,,
player,201512130ram,ram,MarqBr00,targets,3,,,,,
player,201512130ram,ram,MarqBr00,rec,3,,,,,
player,201512130ram,ram,MarqBr00,rec_yds,32,,,,,
player,201512130ram,ram,MarqBr00,rec_td,0,,,,,
player,201512130ram,ram,MarqBr00,rec_long,14,,,,,
player,201512130ram,ram,MarqBr00,fumbles,1,,,,,
player,201512130ram,ram,MarqBr00,fumbles_lost,1,,,,,
player,201512130ram,ram,CookJa02,pass_cmp,0,,,,,
player,201512130ram,ram,CookJa02,pass_att,0,,,,,
player,201512130ram,ram,CookJa02,pass_yds,0,,,,,
player,201512130ram,ram,CookJa02,pass_td,0,,,,,
player,201512130ram,ram,CookJa02,pass_int,0,,,,,
player,201512130ram,ram,CookJa02,pass_sacked,0,,,,,
player,201512130ram,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201512130ram,ram,CookJa02,pass_long,0,,,,,
player,201512130ram,ram,CookJa02,pass_rating,,,,,,
player,201512130ram,ram,CookJa02,rush_att,0,,,,,
player,201512130ram,ram,CookJa02,rush_yds,0,,,,,
player,201512130ram,ram,CookJa02,rush_td,0,,,,,
player,201512130ram,ram,CookJa02,rush_long,0,,,,,
player,201512130ram,ram,CookJa02,targets,1,,,,,
player,201512130ram,ram,CookJa02,rec,1,,,,,
player,201512130ram,ram,CookJa02,rec_yds,11,,,,,
player,201512130ram,ram,CookJa02,rec_td,0,,,,,
player,201512130ram,ram,CookJa02,rec_long,11,,,,,
player,201512130ram,ram,CookJa02,fumbles,0,,,,,
player,201512130ram,ram,CookJa02,fumbles_lost,0,,,,,
player,201512130ram,ram,WelkWe00,pass_cmp,0,,,,,
player,201512130ram,ram,WelkWe00,pass_att,0,,,,,
player,201512130ram,ram,WelkWe00,pass_yds,0,,,,,
player,201512130ram,ram,WelkWe00,pass_td,0,,,,,
player,201512130ram,ram,WelkWe00,pass_int,0,,,,,
player,201512130ram,ram,WelkWe00,pass_sacked,0,,,,,
player,201512130ram,ram,WelkWe00,pass_sacked_yds,0,,,,,
player,201512130ram,ram,WelkWe00,pass_long,0,,,,,
player,201512130ram,ram,WelkWe00,pass_rating,,,,,,
player,201512130ram,ram,WelkWe00,rush_att,0,,,,,
player,201512130ram,ram,WelkWe00,rush_yds,0,,,,,
player,201512130ram,ram,WelkWe00,rush_td,0,,,,,
player,201512130ram,ram,WelkWe00,rush_long,0,,,,,
player,201512130ram,ram,WelkWe00,targets,2,,,,,
player,201512130ram,ram,WelkWe00,rec,1,,,,,
player,201512130ram,ram,WelkWe00,rec_yds,11,,,,,
player,201512130ram,ram,WelkWe00,rec_td,0,,,,,
player,201512130ram,ram,WelkWe00,rec_long,11,,,,,
player,201512130ram,ram,WelkWe00,fumbles,0,,,,,
player,201512130ram,ram,WelkWe00,fumbles_lost,0,,,,,
player,201512130ram,ram,KendLa00,pass_cmp,0,,,,,
player,201512130ram,ram,KendLa00,pass_att,0,,,,,
player,201512130ram,ram,KendLa00,pass_yds,0,,,,,
player,201512130ram,ram,KendLa00,pass_td,0,,,,,
player,201512130ram,ram,KendLa00,pass_int,0,,,,,
player,201512130ram,ram,KendLa00,pass_sacked,0,,,,,
player,201512130ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201512130ram,ram,KendLa00,pass_long,0,,,,,
player,201512130ram,ram,KendLa00,pass_rating,,,,,,
player,201512130ram,ram,KendLa00,rush_att,0,,,,,
player,201512130ram,ram,KendLa00,rush_yds,0,,,,,
player,201512130ram,ram,KendLa00,rush_td,0,,,,,
player,201512130ram,ram,KendLa00,rush_long,0,,,,,
player,201512130ram,ram,KendLa00,targets,1,,,,,
player,201512130ram,ram,KendLa00,rec,0,,,,,
player,201512130ram,ram,KendLa00,rec_yds,0,,,,,
player,201512130ram,ram,KendLa00,rec_td,0,,,,,
player,201512130ram,ram,KendLa00,rec_long,0,,,,,
player,201512130ram,ram,KendLa00,fumbles,0,,,,,
player,201512130ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201512130ram,det,SlayDa00,def_int,1,,,,,
player,201512130ram,det,SlayDa00,def_int_yds,0,,,,,
player,201512130ram,det,SlayDa00,def_int_td,0,,,,,
player,201512130ram,det,SlayDa00,def_int_long,0,,,,,
player,201512130ram,det,SlayDa00,pass_defended,1,,,,,
player,201512130ram,det,SlayDa00,sacks,0.0,,,,,
player,201512130ram,det,SlayDa00,tackles_combined,2,,,,,
player,201512130ram,det,SlayDa00,tackles_solo,2,,,,,
player,201512130ram,det,SlayDa00,tackles_assists,0,,,,,
player,201512130ram,det,SlayDa00,tackles_loss,0,,,,,
player,201512130ram,det,SlayDa00,qb_hits,0,,,,,
player,201512130ram,det,SlayDa00,fumbles_rec,0,,,,,
player,201512130ram,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201512130ram,det,SlayDa00,fumbles_forced,0,,,,,
player,201512130ram,det,AnsaEz00,def_int,0,,,,,
player,201512130ram,det,AnsaEz00,def_int_yds,0,,,,,
player,201512130ram,det,AnsaEz00,def_int_td,0,,,,,
player,201512130ram,det,AnsaEz00,def_int_long,0,,,,,
player,201512130ram,det,AnsaEz00,pass_defended,0,,,,,
player,201512130ram,det,AnsaEz00,sacks,1.0,,,,,
player,201512130ram,det,AnsaEz00,tackles_combined,2,,,,,
player,201512130ram,det,AnsaEz00,tackles_solo,1,,,,,
player,201512130ram,det,AnsaEz00,tackles_assists,1,,,,,
player,201512130ram,det,AnsaEz00,tackles_loss,1,,,,,
player,201512130ram,det,AnsaEz00,qb_hits,2,,,,,
player,201512130ram,det,AnsaEz00,fumbles_rec,0,,,,,
player,201512130ram,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201512130ram,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201512130ram,det,AnsaEz00,fumbles_forced,0,,,,,
player,201512130ram,det,ByneJo00,def_int,0,,,,,
player,201512130ram,det,ByneJo00,def_int_yds,0,,,,,
player,201512130ram,det,ByneJo00,def_int_td,0,,,,,
player,201512130ram,det,ByneJo00,def_int_long,0,,,,,
player,201512130ram,det,ByneJo00,pass_defended,0,,,,,
player,201512130ram,det,ByneJo00,sacks,0.0,,,,,
player,201512130ram,det,ByneJo00,tackles_combined,8,,,,,
player,201512130ram,det,ByneJo00,tackles_solo,7,,,,,
player,201512130ram,det,ByneJo00,tackles_assists,1,,,,,
player,201512130ram,det,ByneJo00,tackles_loss,1,,,,,
player,201512130ram,det,ByneJo00,qb_hits,0,,,,,
player,201512130ram,det,ByneJo00,fumbles_rec,0,,,,,
