game,2015,14,20151213,201512130ram,det,"Detroit Lions",14,ram,"St. Louis Rams",21
player,201512130ram,ram,McLeRo00,tackles_solo,1,,,,,
player,201512130ram,ram,McLeRo00,tackles_assists,0,,,,,
player,201512130ram,ram,McLeRo00,tackles_loss,0,,,,,
player,201512130ram,ram,McLeRo00,qb_hits,0,,,,,
player,201512130ram,ram,McLeRo00,fumbles_rec,0,,,,,
player,201512130ram,ram,McLeRo00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,McLeRo00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,McLeRo00,fumbles_forced,0,,,,,
player,201512130ram,ram,PattEr00,def_int,0,,,,,
player,201512130ram,ram,PattEr00,def_int_yds,0,,,,,
player,201512130ram,ram,PattEr00,def_int_td,0,,,,,
player,201512130ram,ram,PattEr00,def_int_long,0,,,,,
player,201512130ram,ram,PattEr00,pass_defended,0,,,,,
player,201512130ram,ram,PattEr00,sacks,0.0,,,,,
player,201512130ram,ram,PattEr00,tackles_combined,1,,,,,
player,201512130ram,ram,PattEr00,tackles_solo,1,,,,,
player,201512130ram,ram,PattEr00,tackles_assists,0,,,,,
player,201512130ram,ram,PattEr00,tackles_loss,0,,,,,
player,201512130ram,ram,PattEr00,qb_hits,0,,,,,
player,201512130ram,ram,PattEr00,fumbles_rec,0,,,,,
player,201512130ram,ram,PattEr00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,PattEr00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,PattEr00,fumbles_forced,0,,,,,
player,201512130ram,ram,ReynCh00,def_int,0,,,,,
player,201512130ram,ram,ReynCh00,def_int_yds,0,,,,,
player,201512130ram,ram,ReynCh00,def_int_td,0,,,,,
player,201512130ram,ram,ReynCh00,def_int_long,0,,,,,
player,201512130ram,ram,ReynCh00,pass_defended,0,,,,,
player,201512130ram,ram,ReynCh00,sacks,0.0,,,,,
player,201512130ram,ram,ReynCh00,tackles_combined,1,,,,,
player,201512130ram,ram,ReynCh00,tackles_solo,1,,,,,
player,201512130ram,ram,ReynCh00,tackles_assists,0,,,,,
player,201512130ram,ram,ReynCh00,tackles_loss,0,,,,,
player,201512130ram,ram,ReynCh00,qb_hits,0,,,,,
player,201512130ram,ram,ReynCh00,fumbles_rec,0,,,,,
player,201512130ram,ram,ReynCh00,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,ReynCh00,fumbles_rec_td,0,,,,,
player,201512130ram,ram,ReynCh00,fumbles_forced,0,,,,,
player,201512130ram,ram,DaviCo02,def_int,0,,,,,
player,201512130ram,ram,DaviCo02,def_int_yds,0,,,,,
player,201512130ram,ram,DaviCo02,def_int_td,0,,,,,
player,201512130ram,ram,DaviCo02,def_int_long,0,,,,,
player,201512130ram,ram,DaviCo02,pass_defended,0,,,,,
player,201512130ram,ram,DaviCo02,sacks,0.0,,,,,
player,201512130ram,ram,DaviCo02,tackles_combined,0,,,,,
player,201512130ram,ram,DaviCo02,tackles_solo,0,,,,,
player,201512130ram,ram,DaviCo02,tackles_assists,0,,,,,
player,201512130ram,ram,DaviCo02,tackles_loss,0,,,,,
player,201512130ram,ram,DaviCo02,qb_hits,0,,,,,
player,201512130ram,ram,DaviCo02,fumbles_rec,1,,,,,
player,201512130ram,ram,DaviCo02,fumbles_rec_yds,0,,,,,
player,201512130ram,ram,DaviCo02,fumbles_rec_td,0,,,,,
player,201512130ram,ram,DaviCo02,fumbles_forced,0,,,,,
player,201512130ram,det,TateGo00,kick_ret,0,,,,,
player,201512130ram,det,TateGo00,kick_ret_yds,0,,,,,
player,201512130ram,det,TateGo00,kick_ret_yds_per_ret,,,,,,
player,201512130ram,det,TateGo00,kick_ret_td,0,,,,,
player,201512130ram,det,TateGo00,kick_ret_long,0,,,,,
player,201512130ram,det,TateGo00,punt_ret,2,,,,,
player,201512130ram,det,TateGo00,punt_ret_yds,11,,,,,
player,201512130ram,det,TateGo00,punt_ret_yds_per_ret,5.5,,,,,
player,201512130ram,det,TateGo00,punt_ret_td,0,,,,,
player,201512130ram,det,TateGo00,punt_ret_long,7,,,,,
player,201512130ram,det,AbduAm00,kick_ret,1,,,,,
player,201512130ram,det,AbduAm00,kick_ret_yds,21,,,,,
player,201512130ram,det,AbduAm00,kick_ret_yds_per_ret,21.0,,,,,
player,201512130ram,det,AbduAm00,kick_ret_td,0,,,,,
player,201512130ram,det,AbduAm00,kick_ret_long,21,,,,,
player,201512130ram,det,AbduAm00,punt_ret,0,,,,,
player,201512130ram,det,AbduAm00,punt_ret_yds,0,,,,,
player,201512130ram,det,AbduAm00,punt_ret_yds_per_ret,,,,,,
player,201512130ram,det,AbduAm00,punt_ret_td,0,,,,,
player,201512130ram,det,AbduAm00,punt_ret_long,0,,,,,
player,201512130ram,ram,AustTa00,kick_ret,0,,,,,
player,201512130ram,ram,AustTa00,kick_ret_yds,0,,,,,
player,201512130ram,ram,AustTa00,kick_ret_yds_per_ret,,,,,,
player,201512130ram,ram,AustTa00,kick_ret_td,0,,,,,
player,201512130ram,ram,AustTa00,kick_ret_long,0,,,,,
player,201512130ram,ram,AustTa00,punt_ret,3,,,,,
player,201512130ram,ram,AustTa00,punt_ret_yds,11,,,,,
player,201512130ram,ram,AustTa00,punt_ret_yds_per_ret,3.7,,,,,
player,201512130ram,ram,AustTa00,punt_ret_td,0,,,,,
player,201512130ram,ram,AustTa00,punt_ret_long,10,,,,,
player,201512130ram,ram,DaviCo02,kick_ret,0,,,,,
player,201512130ram,ram,DaviCo02,kick_ret_yds,0,,,,,
player,201512130ram,ram,DaviCo02,kick_ret_yds_per_ret,,,,,,
player,201512130ram,ram,DaviCo02,kick_ret_td,0,,,,,
player,201512130ram,ram,DaviCo02,kick_ret_long,0,,,,,
player,201512130ram,ram,DaviCo02,punt_ret,1,,,,,
player,201512130ram,ram,DaviCo02,punt_ret_yds,4,,,,,
player,201512130ram,ram,DaviCo02,punt_ret_yds_per_ret,4.0,,,,,
player,201512130ram,ram,DaviCo02,punt_ret_td,0,,,,,
player,201512130ram,ram,DaviCo02,punt_ret_long,4,,,,,
player,201512130ram,ram,MarqBr00,kick_ret,1,,,,,
player,201512130ram,ram,MarqBr00,kick_ret_yds,0,,,,,
player,201512130ram,ram,MarqBr00,kick_ret_yds_per_ret,0.0,,,,,
player,201512130ram,ram,MarqBr00,kick_ret_td,0,,,,,
player,201512130ram,ram,MarqBr00,kick_ret_long,0,,,,,
player,201512130ram,ram,MarqBr00,punt_ret,0,,,,,
player,201512130ram,ram,MarqBr00,punt_ret_yds,0,,,,,
player,201512130ram,ram,MarqBr00,punt_ret_yds_per_ret,,,,,,
player,201512130ram,ram,MarqBr00,punt_ret_td,0,,,,,
player,201512130ram,ram,MarqBr00,punt_ret_long,0,,,,,
player,201512130ram,det,PratMa20,xpm,2,,,,,
player,201512130ram,det,PratMa20,xpa,2,,,,,
player,201512130ram,det,PratMa20,fgm,,,,,,
player,201512130ram,det,PratMa20,fga,,,,,,
player,201512130ram,det,PratMa20,punt,0,,,,,
player,201512130ram,det,PratMa20,punt_yds,0,,,,,
player,201512130ram,det,PratMa20,punt_yds_per_punt,,,,,,
player,201512130ram,det,PratMa20,punt_long,0,,,,,
player,201512130ram,det,MartSa01,xpm,,,,,,
player,201512130ram,det,MartSa01,xpa,,,,,,
player,201512130ram,det,MartSa01,fgm,,,,,,
player,201512130ram,det,MartSa01,fga,,,,,,
player,201512130ram,det,MartSa01,punt,7,,,,,
player,201512130ram,det,MartSa01,punt_yds,322,,,,,
player,201512130ram,det,MartSa01,punt_yds_per_punt,46.0,,,,,
player,201512130ram,det,MartSa01,punt_long,59,,,,,
player,201512130ram,ram,ZuerGr00,xpm,3,,,,,
player,201512130ram,ram,ZuerGr00,xpa,3,,,,,
player,201512130ram,ram,ZuerGr00,fgm,,,,,,
player,201512130ram,ram,ZuerGr00,fga,,,,,,
player,201512130ram,ram,ZuerGr00,punt,0,,,,,
player,201512130ram,ram,ZuerGr00,punt_yds,0,,,,,
player,201512130ram,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201512130ram,ram,ZuerGr00,punt_long,0,,,,,
player,201512130ram,ram,HekkJo00,xpm,,,,,,
player,201512130ram,ram,HekkJo00,xpa,,,,,,
player,201512130ram,ram,HekkJo00,fgm,,,,,,
player,201512130ram,ram,HekkJo00,fga,,,,,,
player,201512130ram,ram,HekkJo00,punt,6,,,,,
player,201512130ram,ram,HekkJo00,punt_yds,284,,,,,
player,201512130ram,ram,HekkJo00,punt_yds_per_punt,47.3,,,,,
player,201512130ram,ram,HekkJo00,punt_long,61,,,,,
player,201512130ram,ram,WichCo00,pos,G,,,,,
player,201512130ram,ram,WichCo00,offense,55,,,,,
player,201512130ram,ram,WichCo00,off_pct,100%,,,,,
player,201512130ram,ram,WichCo00,defense,0,,,,,
player,201512130ram,ram,WichCo00,def_pct,0%,,,,,
player,201512130ram,ram,WichCo00,special_teams,3,,,,,
player,201512130ram,ram,WichCo00,st_pct,12%,,,,,
player,201512130ram,ram,HaveRo00,pos,T,,,,,
player,201512130ram,ram,HaveRo00,offense,55,,,,,
player,201512130ram,ram,HaveRo00,off_pct,100%,,,,,
player,201512130ram,ram,HaveRo00,defense,0,,,,,
player,201512130ram,ram,HaveRo00,def_pct,0%,,,,,
player,201512130ram,ram,HaveRo00,special_teams,3,,,,,
player,201512130ram,ram,HaveRo00,st_pct,12%,,,,,
player,201512130ram,ram,ReynGa20,pos,G,,,,,
player,201512130ram,ram,ReynGa20,offense,55,,,,,
player,201512130ram,ram,ReynGa20,off_pct,100%,,,,,
player,201512130ram,ram,ReynGa20,defense,0,,,,,
player,201512130ram,ram,ReynGa20,def_pct,0%,,,,,
player,201512130ram,ram,ReynGa20,special_teams,3,,,,,
player,201512130ram,ram,ReynGa20,st_pct,12%,,,,,
player,201512130ram,ram,RobiGr01,pos,T,,,,,
player,201512130ram,ram,RobiGr01,offense,55,,,,,
player,201512130ram,ram,RobiGr01,off_pct,100%,,,,,
player,201512130ram,ram,RobiGr01,defense,0,,,,,
player,201512130ram,ram,RobiGr01,def_pct,0%,,,,,
player,201512130ram,ram,RobiGr01,special_teams,3,,,,,
player,201512130ram,ram,RobiGr01,st_pct,12%,,,,,
player,201512130ram,ram,BarnTi01,pos,C,,,,,
player,201512130ram,ram,BarnTi01,offense,55,,,,,
player,201512130ram,ram,BarnTi01,off_pct,100%,,,,,
player,201512130ram,ram,BarnTi01,defense,0,,,,,
player,201512130ram,ram,BarnTi01,def_pct,0%,,,,,
player,201512130ram,ram,BarnTi01,special_teams,0,,,,,
player,201512130ram,ram,BarnTi01,st_pct,0%,,,,,
player,201512130ram,ram,KeenCa00,pos,QB,,,,,
player,201512130ram,ram,KeenCa00,offense,55,,,,,
player,201512130ram,ram,KeenCa00,off_pct,100%,,,,,
player,201512130ram,ram,KeenCa00,defense,0,,,,,
player,201512130ram,ram,KeenCa00,def_pct,0%,,,,,
player,201512130ram,ram,KeenCa00,special_teams,0,,,,,
player,201512130ram,ram,KeenCa00,st_pct,0%,,,,,
player,201512130ram,ram,BritKe00,pos,WR,,,,,
player,201512130ram,ram,BritKe00,offense,43,,,,,
player,201512130ram,ram,BritKe00,off_pct,78%,,,,,
player,201512130ram,ram,BritKe00,defense,0,,,,,
player,201512130ram,ram,BritKe00,def_pct,0%,,,,,
player,201512130ram,ram,BritKe00,special_teams,1,,,,,
player,201512130ram,ram,BritKe00,st_pct,4%,,,,,
player,201512130ram,ram,AustTa00,pos,WR,,,,,
player,201512130ram,ram,AustTa00,offense,42,,,,,
player,201512130ram,ram,AustTa00,off_pct,76%,,,,,
player,201512130ram,ram,AustTa00,defense,0,,,,,
player,201512130ram,ram,AustTa00,def_pct,0%,,,,,
player,201512130ram,ram,AustTa00,special_teams,8,,,,,
player,201512130ram,ram,AustTa00,st_pct,32%,,,,,
player,201512130ram,ram,KendLa00,pos,TE,,,,,
player,201512130ram,ram,KendLa00,offense,40,,,,,
player,201512130ram,ram,KendLa00,off_pct,73%,,,,,
player,201512130ram,ram,KendLa00,defense,0,,,,,
player,201512130ram,ram,KendLa00,def_pct,0%,,,,,
player,201512130ram,ram,KendLa00,special_teams,3,,,,,
player,201512130ram,ram,KendLa00,st_pct,12%,,,,,
player,201512130ram,ram,CookJa02,pos,TE,,,,,
player,201512130ram,ram,CookJa02,offense,35,,,,,
player,201512130ram,ram,CookJa02,off_pct,64%,,,,,
player,201512130ram,ram,CookJa02,defense,0,,,,,
player,201512130ram,ram,CookJa02,def_pct,0%,,,,,
player,201512130ram,ram,CookJa02,special_teams,1,,,,,
player,201512130ram,ram,CookJa02,st_pct,4%,,,,,
player,201512130ram,ram,GurlTo01,pos,RB,,,,,
player,201512130ram,ram,GurlTo01,offense,30,,,,,
player,201512130ram,ram,GurlTo01,off_pct,55%,,,,,
player,201512130ram,ram,GurlTo01,defense,0,,,,,
player,201512130ram,ram,GurlTo01,def_pct,0%,,,,,
player,201512130ram,ram,GurlTo01,special_teams,0,,,,,
player,201512130ram,ram,GurlTo01,st_pct,0%,,,,,
player,201512130ram,ram,QuicBr00,pos,WR,,,,,
player,201512130ram,ram,QuicBr00,offense,24,,,,,
player,201512130ram,ram,QuicBr00,off_pct,44%,,,,,
player,201512130ram,ram,QuicBr00,defense,0,,,,,
player,201512130ram,ram,QuicBr00,def_pct,0%,,,,,
player,201512130ram,ram,QuicBr00,special_teams,0,,,,,
player,201512130ram,ram,QuicBr00,st_pct,0%,,,,,
player,201512130ram,ram,HarkCo00,pos,TE,,,,,
player,201512130ram,ram,HarkCo00,offense,18,,,,,
player,201512130ram,ram,HarkCo00,off_pct,33%,,,,,
player,201512130ram,ram,HarkCo00,defense,0,,,,,
player,201512130ram,ram,HarkCo00,def_pct,0%,,,,,
player,201512130ram,ram,HarkCo00,special_teams,19,,,,,
player,201512130ram,ram,HarkCo00,st_pct,76%,,,,,
player,201512130ram,ram,CunnBe01,pos,RB,,,,,
player,201512130ram,ram,CunnBe01,offense,16,,,,,
player,201512130ram,ram,CunnBe01,off_pct,29%,,,,,
player,201512130ram,ram,CunnBe01,defense,0,,,,,
player,201512130ram,ram,CunnBe01,def_pct,0%,,,,,
player,201512130ram,ram,CunnBe01,special_teams,20,,,,,
player,201512130ram,ram,CunnBe01,st_pct,80%,,,,,
player,201512130ram,ram,MarqBr00,pos,WR,,,,,
player,201512130ram,ram,MarqBr00,offense,13,,,,,
player,201512130ram,ram,MarqBr00,off_pct,24%,,,,,
player,201512130ram,ram,MarqBr00,defense,0,,,,,
player,201512130ram,ram,MarqBr00,def_pct,0%,,,,,
player,201512130ram,ram,MarqBr00,special_teams,19,,,,,
player,201512130ram,ram,MarqBr00,st_pct,76%,,,,,
player,201512130ram,ram,MasoTr00,pos,RB,,,,,
player,201512130ram,ram,MasoTr00,offense,7,,,,,
player,201512130ram,ram,MasoTr00,off_pct,13%,,,,,
player,201512130ram,ram,MasoTr00,defense,0,,,,,
player,201512130ram,ram,MasoTr00,def_pct,0%,,,,,
player,201512130ram,ram,MasoTr00,special_teams,0,,,,,
player,201512130ram,ram,MasoTr00,st_pct,0%,,,,,
player,201512130ram,ram,WelkWe00,pos,WR,,,,,
player,201512130ram,ram,WelkWe00,offense,7,,,,,
player,201512130ram,ram,WelkWe00,off_pct,13%,,,,,
player,201512130ram,ram,WelkWe00,defense,0,,,,,
player,201512130ram,ram,WelkWe00,def_pct,0%,,,,,
player,201512130ram,ram,WelkWe00,special_teams,0,,,,,
player,201512130ram,ram,WelkWe00,st_pct,0%,,,,,
player,201512130ram,ram,AlexMa00,pos,SS,,,,,
player,201512130ram,ram,AlexMa00,offense,0,,,,,
player,201512130ram,ram,AlexMa00,off_pct,0%,,,,,
player,201512130ram,ram,AlexMa00,defense,71,,,,,
player,201512130ram,ram,AlexMa00,def_pct,100%,,,,,
player,201512130ram,ram,AlexMa00,special_teams,4,,,,,
player,201512130ram,ram,AlexMa00,st_pct,16%,,,,,
player,201512130ram,ram,BarrMa00,pos,SS,,,,,
player,201512130ram,ram,BarrMa00,offense,0,,,,,
player,201512130ram,ram,BarrMa00,off_pct,0%,,,,,
player,201512130ram,ram,BarrMa00,defense,71,,,,,
player,201512130ram,ram,BarrMa00,def_pct,100%,,,,,
player,201512130ram,ram,BarrMa00,special_teams,4,,,,,
player,201512130ram,ram,BarrMa00,st_pct,16%,,,,,
player,201512130ram,ram,McLeRo00,pos,FS,,,,,
player,201512130ram,ram,McLeRo00,offense,0,,,,,
player,201512130ram,ram,McLeRo00,off_pct,0%,,,,,
player,201512130ram,ram,McLeRo00,defense,71,,,,,
player,201512130ram,ram,McLeRo00,def_pct,100%,,,,,
player,201512130ram,ram,McLeRo00,special_teams,2,,,,,
player,201512130ram,ram,McLeRo00,st_pct,8%,,,,,
player,201512130ram,ram,JohnTr05,pos,CB,,,,,
player,201512130ram,ram,JohnTr05,offense,0,,,,,
player,201512130ram,ram,JohnTr05,off_pct,0%,,,,,
player,201512130ram,ram,JohnTr05,defense,71,,,,,
player,201512130ram,ram,JohnTr05,def_pct,100%,,,,,
player,201512130ram,ram,JohnTr05,special_teams,2,,,,,
player,201512130ram,ram,JohnTr05,st_pct,8%,,,,,
player,201512130ram,ram,RobeMa00,pos,CB,,,,,
player,201512130ram,ram,RobeMa00,offense,0,,,,,
player,201512130ram,ram,RobeMa00,off_pct,0%,,,,,
player,201512130ram,ram,RobeMa00,defense,71,,,,,
player,201512130ram,ram,RobeMa00,def_pct,100%,,,,,
player,201512130ram,ram,RobeMa00,special_teams,2,,,,,
player,201512130ram,ram,RobeMa00,st_pct,8%,,,,,
player,201512130ram,ram,LaurJa99,pos,LB,,,,,
player,201512130ram,ram,LaurJa99,offense,0,,,,,
player,201512130ram,ram,LaurJa99,off_pct,0%,,,,,
player,201512130ram,ram,LaurJa99,defense,71,,,,,
player,201512130ram,ram,LaurJa99,def_pct,100%,,,,,
player,201512130ram,ram,LaurJa99,special_teams,0,,,,,
player,201512130ram,ram,LaurJa99,st_pct,0%,,,,,
player,201512130ram,ram,JoynLa00,pos,CB,,,,,
player,201512130ram,ram,JoynLa00,offense,0,,,,,
player,201512130ram,ram,JoynLa00,off_pct,0%,,,,,
player,201512130ram,ram,JoynLa00,defense,59,,,,,
player,201512130ram,ram,JoynLa00,def_pct,83%,,,,,
player,201512130ram,ram,JoynLa00,special_teams,0,,,,,
player,201512130ram,ram,JoynLa00,st_pct,0%,,,,,
player,201512130ram,ram,SimsEu99,pos,DE,,,,,
player,201512130ram,ram,SimsEu99,offense,0,,,,,
player,201512130ram,ram,SimsEu99,off_pct,0%,,,,,
player,201512130ram,ram,SimsEu99,defense,49,,,,,
player,201512130ram,ram,SimsEu99,def_pct,69%,,,,,
player,201512130ram,ram,SimsEu99,special_teams,2,,,,,
player,201512130ram,ram,SimsEu99,st_pct,8%,,,,,
player,201512130ram,ram,FairNi00,pos,DT,,,,,
player,201512130ram,ram,FairNi00,offense,0,,,,,
player,201512130ram,ram,FairNi00,off_pct,0%,,,,,
player,201512130ram,ram,FairNi00,defense,47,,,,,
player,201512130ram,ram,FairNi00,def_pct,66%,,,,,
player,201512130ram,ram,FairNi00,special_teams,0,,,,,
player,201512130ram,ram,FairNi00,st_pct,0%,,,,,
player,201512130ram,ram,DonaAa00,pos,DT,,,,,
player,201512130ram,ram,DonaAa00,offense,0,,,,,
player,201512130ram,ram,DonaAa00,off_pct,0%,,,,,
player,201512130ram,ram,DonaAa00,defense,45,,,,,
player,201512130ram,ram,DonaAa00,def_pct,63%,,,,,
player,201512130ram,ram,DonaAa00,special_teams,2,,,,,
player,201512130ram,ram,DonaAa00,st_pct,8%,,,,,
player,201512130ram,ram,LongCh99,pos,DE,,,,,
player,201512130ram,ram,LongCh99,offense,0,,,,,
player,201512130ram,ram,LongCh99,off_pct,0%,,,,,
player,201512130ram,ram,LongCh99,defense,40,,,,,
player,201512130ram,ram,LongCh99,def_pct,56%,,,,,
player,201512130ram,ram,LongCh99,special_teams,0,,,,,
player,201512130ram,ram,LongCh99,st_pct,0%,,,,,
player,201512130ram,ram,BrocMi00,pos,DT,,,,,
player,201512130ram,ram,BrocMi00,offense,0,,,,,
player,201512130ram,ram,BrocMi00,off_pct,0%,,,,,
player,201512130ram,ram,BrocMi00,defense,38,,,,,
player,201512130ram,ram,BrocMi00,def_pct,54%,,,,,
player,201512130ram,ram,BrocMi00,special_teams,2,,,,,
player,201512130ram,ram,BrocMi00,st_pct,8%,,,,,
player,201512130ram,ram,HayeWi99,pos,DE,,,,,
player,201512130ram,ram,HayeWi99,offense,0,,,,,
player,201512130ram,ram,HayeWi99,off_pct,0%,,,,,
player,201512130ram,ram,HayeWi99,defense,31,,,,,
player,201512130ram,ram,HayeWi99,def_pct,44%,,,,,
player,201512130ram,ram,HayeWi99,special_teams,2,,,,,
player,201512130ram,ram,HayeWi99,st_pct,8%,,,,,
player,201512130ram,ram,WestEt00,pos,DT,,,,,
player,201512130ram,ram,WestEt00,offense,0,,,,,
player,201512130ram,ram,WestEt00,off_pct,0%,,,,,
player,201512130ram,ram,WestEt00,defense,22,,,,,
player,201512130ram,ram,WestEt00,def_pct,31%,,,,,
player,201512130ram,ram,WestEt00,special_teams,2,,,,,
player,201512130ram,ram,WestEt00,st_pct,8%,,,,,
player,201512130ram,ram,AyerAk00,pos,LB,,,,,
player,201512130ram,ram,AyerAk00,offense,0,,,,,
player,201512130ram,ram,AyerAk00,off_pct,0%,,,,,
player,201512130ram,ram,AyerAk00,defense,18,,,,,
player,201512130ram,ram,AyerAk00,def_pct,25%,,,,,
player,201512130ram,ram,AyerAk00,special_teams,0,,,,,
player,201512130ram,ram,AyerAk00,st_pct,0%,,,,,
player,201512130ram,ram,DaviCo02,pos,FS,,,,,
player,201512130ram,ram,DaviCo02,offense,0,,,,,
player,201512130ram,ram,DaviCo02,off_pct,0%,,,,,
player,201512130ram,ram,DaviCo02,defense,6,,,,,
player,201512130ram,ram,DaviCo02,def_pct,8%,,,,,
player,201512130ram,ram,DaviCo02,special_teams,22,,,,,
player,201512130ram,ram,DaviCo02,st_pct,88%,,,,,
player,201512130ram,ram,BateDa00,pos,LB,,,,,
player,201512130ram,ram,BateDa00,offense,0,,,,,
player,201512130ram,ram,BateDa00,off_pct,0%,,,,,
player,201512130ram,ram,BateDa00,defense,0,,,,,
player,201512130ram,ram,BateDa00,def_pct,0%,,,,,
player,201512130ram,ram,BateDa00,special_teams,22,,,,,
player,201512130ram,ram,BateDa00,st_pct,88%,,,,,
player,201512130ram,ram,HageBr00,pos,LB,,,,,
player,201512130ram,ram,HageBr00,offense,0,,,,,
player,201512130ram,ram,HageBr00,off_pct,0%,,,,,
player,201512130ram,ram,HageBr00,defense,0,,,,,
player,201512130ram,ram,HageBr00,def_pct,0%,,,,,
player,201512130ram,ram,HageBr00,special_teams,20,,,,,
player,201512130ram,ram,HageBr00,st_pct,80%,,,,,
player,201512130ram,ram,LyncCa00,pos,LB,,,,,
player,201512130ram,ram,LyncCa00,offense,0,,,,,
player,201512130ram,ram,LyncCa00,off_pct,0%,,,,,
player,201512130ram,ram,LyncCa00,defense,0,,,,,
player,201512130ram,ram,LyncCa00,def_pct,0%,,,,,
player,201512130ram,ram,LyncCa00,special_teams,20,,,,,
player,201512130ram,ram,LyncCa00,st_pct,80%,,,,,
player,201512130ram,ram,ReynCh00,pos,RB,,,,,
player,201512130ram,ram,ReynCh00,offense,0,,,,,
player,201512130ram,ram,ReynCh00,off_pct,0%,,,,,
player,201512130ram,ram,ReynCh00,defense,0,,,,,
player,201512130ram,ram,ReynCh00,def_pct,0%,,,,,
player,201512130ram,ram,ReynCh00,special_teams,20,,,,,
player,201512130ram,ram,ReynCh00,st_pct,80%,,,,,
player,201512130ram,ram,BryaC.00,pos,S,,,,,
player,201512130ram,ram,BryaC.00,offense,0,,,,,
player,201512130ram,ram,BryaC.00,off_pct,0%,,,,,
player,201512130ram,ram,BryaC.00,defense,0,,,,,
player,201512130ram,ram,BryaC.00,def_pct,0%,,,,,
player,201512130ram,ram,BryaC.00,special_teams,16,,,,,
player,201512130ram,ram,BryaC.00,st_pct,64%,,,,,
player,201512130ram,ram,PattEr00,pos,CB,,,,,
player,201512130ram,ram,PattEr00,offense,0,,,,,
player,201512130ram,ram,PattEr00,off_pct,0%,,,,,
player,201512130ram,ram,PattEr00,defense,0,,,,,
player,201512130ram,ram,PattEr00,def_pct,0%,,,,,
player,201512130ram,ram,PattEr00,special_teams,13,,,,,
player,201512130ram,ram,PattEr00,st_pct,52%,,,,,
player,201512130ram,ram,HekkJo00,pos,P,,,,,
player,201512130ram,ram,HekkJo00,offense,0,,,,,
player,201512130ram,ram,HekkJo00,off_pct,0%,,,,,
player,201512130ram,ram,HekkJo00,defense,0,,,,,
player,201512130ram,ram,HekkJo00,def_pct,0%,,,,,
player,201512130ram,ram,HekkJo00,special_teams,9,,,,,
player,201512130ram,ram,HekkJo00,st_pct,36%,,,,,
player,201512130ram,ram,McQuJa00,pos,LS,,,,,
player,201512130ram,ram,McQuJa00,offense,0,,,,,
player,201512130ram,ram,McQuJa00,off_pct,0%,,,,,
player,201512130ram,ram,McQuJa00,defense,0,,,,,
player,201512130ram,ram,McQuJa00,def_pct,0%,,,,,
player,201512130ram,ram,McQuJa00,special_teams,9,,,,,
player,201512130ram,ram,McQuJa00,st_pct,36%,,,,,
player,201512130ram,ram,ZuerGr00,pos,K,,,,,
player,201512130ram,ram,ZuerGr00,offense,0,,,,,
player,201512130ram,ram,ZuerGr00,off_pct,0%,,,,,
player,201512130ram,ram,ZuerGr00,defense,0,,,,,
player,201512130ram,ram,ZuerGr00,def_pct,0%,,,,,
player,201512130ram,ram,ZuerGr00,special_teams,7,,,,,
player,201512130ram,ram,ZuerGr00,st_pct,28%,,,,,
player,201512130ram,ram,RhanDe00,pos,C,,,,,
player,201512130ram,ram,RhanDe00,offense,0,,,,,
player,201512130ram,ram,RhanDe00,off_pct,0%,,,,,
player,201512130ram,ram,RhanDe00,defense,0,,,,,
player,201512130ram,ram,RhanDe00,def_pct,0%,,,,,
player,201512130ram,ram,RhanDe00,special_teams,5,,,,,
player,201512130ram,ram,RhanDe00,st_pct,20%,,,,,
player,201512130ram,ram,KushEr00,pos,G,,,,,
player,201512130ram,ram,KushEr00,offense,0,,,,,
player,201512130ram,ram,KushEr00,off_pct,0%,,,,,
player,201512130ram,ram,KushEr00,defense,0,,,,,
player,201512130ram,ram,KushEr00,def_pct,0%,,,,,
player,201512130ram,ram,KushEr00,special_teams,5,,,,,
player,201512130ram,ram,KushEr00,st_pct,20%,,,,,
player,201512130ram,det,OlaxMi00,pos,T,,,,,
player,201512130ram,det,OlaxMi00,offense,71,,,,,
player,201512130ram,det,OlaxMi00,off_pct,100%,,,,,
player,201512130ram,det,OlaxMi00,defense,0,,,,,
player,201512130ram,det,OlaxMi00,def_pct,0%,,,,,
player,201512130ram,det,OlaxMi00,special_teams,2,,,,,
player,201512130ram,det,OlaxMi00,st_pct,8%,,,,,
player,201512130ram,det,TomlLa01,pos,G,,,,,
player,201512130ram,det,TomlLa01,offense,71,,,,,
player,201512130ram,det,TomlLa01,off_pct,100%,,,,,
player,201512130ram,det,TomlLa01,defense,0,,,,,
player,201512130ram,det,TomlLa01,def_pct,0%,,,,,
player,201512130ram,det,TomlLa01,special_teams,2,,,,,
player,201512130ram,det,TomlLa01,st_pct,8%,,,,,
player,201512130ram,det,SwanTr00,pos,C,,,,,
player,201512130ram,det,SwanTr00,offense,71,,,,,
player,201512130ram,det,SwanTr00,off_pct,100%,,,,,
player,201512130ram,det,SwanTr00,defense,0,,,,,
player,201512130ram,det,SwanTr00,def_pct,0%,,,,,
player,201512130ram,det,SwanTr00,special_teams,2,,,,,
player,201512130ram,det,SwanTr00,st_pct,8%,,,,,
