game,2015,14,20151210,201512100crd,min,"Minnesota Vikings",20,crd,"Arizona Cardinals",23
player,201512100crd,min,FuscBr00,special_teams,4,,,,,
player,201512100crd,min,FuscBr00,st_pct,16%,,,,,
player,201512100crd,min,HarrMi01,pos,G,,,,,
player,201512100crd,min,HarrMi01,offense,68,,,,,
player,201512100crd,min,HarrMi01,off_pct,100%,,,,,
player,201512100crd,min,HarrMi01,defense,0,,,,,
player,201512100crd,min,HarrMi01,def_pct,0%,,,,,
player,201512100crd,min,HarrMi01,special_teams,4,,,,,
player,201512100crd,min,HarrMi01,st_pct,16%,,,,,
player,201512100crd,min,ClemT.00,pos,T,,,,,
player,201512100crd,min,ClemT.00,offense,68,,,,,
player,201512100crd,min,ClemT.00,off_pct,100%,,,,,
player,201512100crd,min,ClemT.00,defense,0,,,,,
player,201512100crd,min,ClemT.00,def_pct,0%,,,,,
player,201512100crd,min,ClemT.00,special_teams,4,,,,,
player,201512100crd,min,ClemT.00,st_pct,16%,,,,,
player,201512100crd,min,BergJo20,pos,C,,,,,
player,201512100crd,min,BergJo20,offense,68,,,,,
player,201512100crd,min,BergJo20,off_pct,100%,,,,,
player,201512100crd,min,BergJo20,defense,0,,,,,
player,201512100crd,min,BergJo20,def_pct,0%,,,,,
player,201512100crd,min,BergJo20,special_teams,4,,,,,
player,201512100crd,min,BergJo20,st_pct,16%,,,,,
player,201512100crd,min,BridTe00,pos,QB,,,,,
player,201512100crd,min,BridTe00,offense,68,,,,,
player,201512100crd,min,BridTe00,off_pct,100%,,,,,
player,201512100crd,min,BridTe00,defense,0,,,,,
player,201512100crd,min,BridTe00,def_pct,0%,,,,,
player,201512100crd,min,BridTe00,special_teams,0,,,,,
player,201512100crd,min,BridTe00,st_pct,0%,,,,,
player,201512100crd,min,KaliMa00,pos,T,,,,,
player,201512100crd,min,KaliMa00,offense,68,,,,,
player,201512100crd,min,KaliMa00,off_pct,100%,,,,,
player,201512100crd,min,KaliMa00,defense,0,,,,,
player,201512100crd,min,KaliMa00,def_pct,0%,,,,,
player,201512100crd,min,KaliMa00,special_teams,0,,,,,
player,201512100crd,min,KaliMa00,st_pct,0%,,,,,
player,201512100crd,min,DiggSt00,pos,WR,,,,,
player,201512100crd,min,DiggSt00,offense,68,,,,,
player,201512100crd,min,DiggSt00,off_pct,100%,,,,,
player,201512100crd,min,DiggSt00,defense,0,,,,,
player,201512100crd,min,DiggSt00,def_pct,0%,,,,,
player,201512100crd,min,DiggSt00,special_teams,0,,,,,
player,201512100crd,min,DiggSt00,st_pct,0%,,,,,
player,201512100crd,min,WallMi00,pos,WR,,,,,
player,201512100crd,min,WallMi00,offense,58,,,,,
player,201512100crd,min,WallMi00,off_pct,85%,,,,,
player,201512100crd,min,WallMi00,defense,0,,,,,
player,201512100crd,min,WallMi00,def_pct,0%,,,,,
player,201512100crd,min,WallMi00,special_teams,0,,,,,
player,201512100crd,min,WallMi00,st_pct,0%,,,,,
player,201512100crd,min,RudoKy00,pos,TE,,,,,
player,201512100crd,min,RudoKy00,offense,57,,,,,
player,201512100crd,min,RudoKy00,off_pct,84%,,,,,
player,201512100crd,min,RudoKy00,defense,0,,,,,
player,201512100crd,min,RudoKy00,def_pct,0%,,,,,
player,201512100crd,min,RudoKy00,special_teams,4,,,,,
player,201512100crd,min,RudoKy00,st_pct,16%,,,,,
player,201512100crd,min,PeteAd01,pos,RB,,,,,
player,201512100crd,min,PeteAd01,offense,56,,,,,
player,201512100crd,min,PeteAd01,off_pct,82%,,,,,
player,201512100crd,min,PeteAd01,defense,0,,,,,
player,201512100crd,min,PeteAd01,def_pct,0%,,,,,
player,201512100crd,min,PeteAd01,special_teams,0,,,,,
player,201512100crd,min,PeteAd01,st_pct,0%,,,,,
player,201512100crd,min,WrigJa02,pos,WR,,,,,
player,201512100crd,min,WrigJa02,offense,39,,,,,
player,201512100crd,min,WrigJa02,off_pct,57%,,,,,
player,201512100crd,min,WrigJa02,defense,0,,,,,
player,201512100crd,min,WrigJa02,def_pct,0%,,,,,
player,201512100crd,min,WrigJa02,special_teams,0,,,,,
player,201512100crd,min,WrigJa02,st_pct,0%,,,,,
player,201512100crd,min,ElliRh00,pos,TE,,,,,
player,201512100crd,min,ElliRh00,offense,26,,,,,
player,201512100crd,min,ElliRh00,off_pct,38%,,,,,
player,201512100crd,min,ElliRh00,defense,0,,,,,
player,201512100crd,min,ElliRh00,def_pct,0%,,,,,
player,201512100crd,min,ElliRh00,special_teams,14,,,,,
player,201512100crd,min,ElliRh00,st_pct,56%,,,,,
player,201512100crd,min,ThieAd00,pos,WR,,,,,
player,201512100crd,min,ThieAd00,offense,13,,,,,
player,201512100crd,min,ThieAd00,off_pct,19%,,,,,
player,201512100crd,min,ThieAd00,defense,0,,,,,
player,201512100crd,min,ThieAd00,def_pct,0%,,,,,
player,201512100crd,min,ThieAd00,special_teams,15,,,,,
player,201512100crd,min,ThieAd00,st_pct,60%,,,,,
player,201512100crd,min,AsiaMa00,pos,RB,,,,,
player,201512100crd,min,AsiaMa00,offense,7,,,,,
player,201512100crd,min,AsiaMa00,off_pct,10%,,,,,
player,201512100crd,min,AsiaMa00,defense,0,,,,,
player,201512100crd,min,AsiaMa00,def_pct,0%,,,,,
player,201512100crd,min,AsiaMa00,special_teams,13,,,,,
player,201512100crd,min,AsiaMa00,st_pct,52%,,,,,
player,201512100crd,min,LineZa01,pos,FB,,,,,
player,201512100crd,min,LineZa01,offense,6,,,,,
player,201512100crd,min,LineZa01,off_pct,9%,,,,,
player,201512100crd,min,LineZa01,defense,0,,,,,
player,201512100crd,min,LineZa01,def_pct,0%,,,,,
player,201512100crd,min,LineZa01,special_teams,0,,,,,
player,201512100crd,min,LineZa01,st_pct,0%,,,,,
player,201512100crd,min,PruiMy00,pos,TE,,,,,
player,201512100crd,min,PruiMy00,offense,5,,,,,
player,201512100crd,min,PruiMy00,off_pct,7%,,,,,
player,201512100crd,min,PruiMy00,defense,0,,,,,
player,201512100crd,min,PruiMy00,def_pct,0%,,,,,
player,201512100crd,min,PruiMy00,special_teams,13,,,,,
player,201512100crd,min,PruiMy00,st_pct,52%,,,,,
player,201512100crd,min,McKiJe00,pos,RB,,,,,
player,201512100crd,min,McKiJe00,offense,5,,,,,
player,201512100crd,min,McKiJe00,off_pct,7%,,,,,
player,201512100crd,min,McKiJe00,defense,0,,,,,
player,201512100crd,min,McKiJe00,def_pct,0%,,,,,
player,201512100crd,min,McKiJe00,special_teams,13,,,,,
player,201512100crd,min,McKiJe00,st_pct,52%,,,,,
player,201512100crd,min,HarrAn01,pos,DB,,,,,
player,201512100crd,min,HarrAn01,offense,0,,,,,
player,201512100crd,min,HarrAn01,off_pct,0%,,,,,
player,201512100crd,min,HarrAn01,defense,67,,,,,
player,201512100crd,min,HarrAn01,def_pct,100%,,,,,
player,201512100crd,min,HarrAn01,special_teams,9,,,,,
player,201512100crd,min,HarrAn01,st_pct,36%,,,,,
player,201512100crd,min,GreeCh99,pos,LB,,,,,
player,201512100crd,min,GreeCh99,offense,0,,,,,
player,201512100crd,min,GreeCh99,off_pct,0%,,,,,
player,201512100crd,min,GreeCh99,defense,67,,,,,
player,201512100crd,min,GreeCh99,def_pct,100%,,,,,
player,201512100crd,min,GreeCh99,special_teams,6,,,,,
player,201512100crd,min,GreeCh99,st_pct,24%,,,,,
player,201512100crd,min,KendEr00,pos,LB,,,,,
player,201512100crd,min,KendEr00,offense,0,,,,,
player,201512100crd,min,KendEr00,off_pct,0%,,,,,
player,201512100crd,min,KendEr00,defense,67,,,,,
player,201512100crd,min,KendEr00,def_pct,100%,,,,,
player,201512100crd,min,KendEr00,special_teams,6,,,,,
player,201512100crd,min,KendEr00,st_pct,24%,,,,,
player,201512100crd,min,NewmTe20,pos,CB,,,,,
player,201512100crd,min,NewmTe20,offense,0,,,,,
player,201512100crd,min,NewmTe20,off_pct,0%,,,,,
player,201512100crd,min,NewmTe20,defense,64,,,,,
player,201512100crd,min,NewmTe20,def_pct,96%,,,,,
player,201512100crd,min,NewmTe20,special_teams,5,,,,,
player,201512100crd,min,NewmTe20,st_pct,20%,,,,,
player,201512100crd,min,WaynTr00,pos,CB,,,,,
player,201512100crd,min,WaynTr00,offense,0,,,,,
player,201512100crd,min,WaynTr00,off_pct,0%,,,,,
player,201512100crd,min,WaynTr00,defense,61,,,,,
player,201512100crd,min,WaynTr00,def_pct,91%,,,,,
player,201512100crd,min,WaynTr00,special_teams,8,,,,,
player,201512100crd,min,WaynTr00,st_pct,32%,,,,,
player,201512100crd,min,GrifEv99,pos,DE,,,,,
player,201512100crd,min,GrifEv99,offense,0,,,,,
player,201512100crd,min,GrifEv99,off_pct,0%,,,,,
player,201512100crd,min,GrifEv99,defense,61,,,,,
player,201512100crd,min,GrifEv99,def_pct,91%,,,,,
player,201512100crd,min,GrifEv99,special_teams,6,,,,,
player,201512100crd,min,GrifEv99,st_pct,24%,,,,,
player,201512100crd,min,JohnTo01,pos,DT,,,,,
player,201512100crd,min,JohnTo01,offense,0,,,,,
player,201512100crd,min,JohnTo01,off_pct,0%,,,,,
player,201512100crd,min,JohnTo01,defense,61,,,,,
player,201512100crd,min,JohnTo01,def_pct,91%,,,,,
player,201512100crd,min,JohnTo01,special_teams,6,,,,,
player,201512100crd,min,JohnTo01,st_pct,24%,,,,,
player,201512100crd,min,RhodXa00,pos,CB,,,,,
player,201512100crd,min,RhodXa00,offense,0,,,,,
player,201512100crd,min,RhodXa00,off_pct,0%,,,,,
player,201512100crd,min,RhodXa00,defense,61,,,,,
player,201512100crd,min,RhodXa00,def_pct,91%,,,,,
player,201512100crd,min,RhodXa00,special_teams,1,,,,,
player,201512100crd,min,RhodXa00,st_pct,4%,,,,,
player,201512100crd,min,RobiBr98,pos,DE,,,,,
player,201512100crd,min,RobiBr98,offense,0,,,,,
player,201512100crd,min,RobiBr98,off_pct,0%,,,,,
player,201512100crd,min,RobiBr98,defense,55,,,,,
player,201512100crd,min,RobiBr98,def_pct,82%,,,,,
player,201512100crd,min,RobiBr98,special_teams,6,,,,,
player,201512100crd,min,RobiBr98,st_pct,24%,,,,,
player,201512100crd,min,FloySh00,pos,DT,,,,,
player,201512100crd,min,FloySh00,offense,0,,,,,
player,201512100crd,min,FloySh00,off_pct,0%,,,,,
player,201512100crd,min,FloySh00,defense,48,,,,,
player,201512100crd,min,FloySh00,def_pct,72%,,,,,
player,201512100crd,min,FloySh00,special_teams,6,,,,,
player,201512100crd,min,FloySh00,st_pct,24%,,,,,
player,201512100crd,min,MunnCa99,pos,CB,,,,,
player,201512100crd,min,MunnCa99,offense,0,,,,,
player,201512100crd,min,MunnCa99,off_pct,0%,,,,,
player,201512100crd,min,MunnCa99,defense,41,,,,,
player,201512100crd,min,MunnCa99,def_pct,61%,,,,,
player,201512100crd,min,MunnCa99,special_teams,0,,,,,
player,201512100crd,min,MunnCa99,st_pct,0%,,,,,
player,201512100crd,min,HuntDa01,pos,DE,,,,,
player,201512100crd,min,HuntDa01,offense,0,,,,,
player,201512100crd,min,HuntDa01,off_pct,0%,,,,,
player,201512100crd,min,HuntDa01,defense,28,,,,,
player,201512100crd,min,HuntDa01,def_pct,42%,,,,,
player,201512100crd,min,HuntDa01,special_teams,10,,,,,
player,201512100crd,min,HuntDa01,st_pct,40%,,,,,
player,201512100crd,min,RobiEd00,pos,LB,,,,,
player,201512100crd,min,RobiEd00,offense,0,,,,,
player,201512100crd,min,RobiEd00,off_pct,0%,,,,,
player,201512100crd,min,RobiEd00,defense,26,,,,,
player,201512100crd,min,RobiEd00,def_pct,39%,,,,,
player,201512100crd,min,RobiEd00,special_teams,14,,,,,
player,201512100crd,min,RobiEd00,st_pct,56%,,,,,
player,201512100crd,min,ElliKe01,pos,NT,,,,,
player,201512100crd,min,ElliKe01,offense,0,,,,,
player,201512100crd,min,ElliKe01,off_pct,0%,,,,,
player,201512100crd,min,ElliKe01,defense,14,,,,,
player,201512100crd,min,ElliKe01,def_pct,21%,,,,,
player,201512100crd,min,ElliKe01,special_teams,0,,,,,
player,201512100crd,min,ElliKe01,st_pct,0%,,,,,
player,201512100crd,min,PratSh00,pos,CB,,,,,
player,201512100crd,min,PratSh00,offense,0,,,,,
player,201512100crd,min,PratSh00,off_pct,0%,,,,,
player,201512100crd,min,PratSh00,defense,7,,,,,
player,201512100crd,min,PratSh00,def_pct,10%,,,,,
player,201512100crd,min,PratSh00,special_teams,2,,,,,
player,201512100crd,min,PratSh00,st_pct,8%,,,,,
player,201512100crd,min,BlanRo00,pos,SS,,,,,
player,201512100crd,min,BlanRo00,offense,0,,,,,
player,201512100crd,min,BlanRo00,off_pct,0%,,,,,
player,201512100crd,min,BlanRo00,defense,6,,,,,
player,201512100crd,min,BlanRo00,def_pct,9%,,,,,
player,201512100crd,min,BlanRo00,special_teams,0,,,,,
player,201512100crd,min,BlanRo00,st_pct,0%,,,,,
player,201512100crd,min,CricSc00,pos,DE,,,,,
player,201512100crd,min,CricSc00,offense,0,,,,,
player,201512100crd,min,CricSc00,off_pct,0%,,,,,
player,201512100crd,min,CricSc00,defense,3,,,,,
player,201512100crd,min,CricSc00,def_pct,4%,,,,,
player,201512100crd,min,CricSc00,special_teams,18,,,,,
player,201512100crd,min,CricSc00,st_pct,72%,,,,,
player,201512100crd,min,SherMa20,pos,CB,,,,,
player,201512100crd,min,SherMa20,offense,0,,,,,
player,201512100crd,min,SherMa20,off_pct,0%,,,,,
player,201512100crd,min,SherMa20,defense,0,,,,,
player,201512100crd,min,SherMa20,def_pct,0%,,,,,
player,201512100crd,min,SherMa20,special_teams,21,,,,,
player,201512100crd,min,SherMa20,st_pct,84%,,,,,
player,201512100crd,min,RobiJo01,pos,CB,,,,,
player,201512100crd,min,RobiJo01,offense,0,,,,,
player,201512100crd,min,RobiJo01,off_pct,0%,,,,,
player,201512100crd,min,RobiJo01,defense,0,,,,,
player,201512100crd,min,RobiJo01,def_pct,0%,,,,,
player,201512100crd,min,RobiJo01,special_teams,15,,,,,
player,201512100crd,min,RobiJo01,st_pct,60%,,,,,
player,201512100crd,min,TrusJa99,pos,LB,,,,,
player,201512100crd,min,TrusJa99,offense,0,,,,,
player,201512100crd,min,TrusJa99,off_pct,0%,,,,,
player,201512100crd,min,TrusJa99,defense,0,,,,,
player,201512100crd,min,TrusJa99,def_pct,0%,,,,,
player,201512100crd,min,TrusJa99,special_teams,15,,,,,
player,201512100crd,min,TrusJa99,st_pct,60%,,,,,
player,201512100crd,min,WalsBl00,pos,K,,,,,
player,201512100crd,min,WalsBl00,offense,0,,,,,
player,201512100crd,min,WalsBl00,off_pct,0%,,,,,
player,201512100crd,min,WalsBl00,defense,0,,,,,
player,201512100crd,min,WalsBl00,def_pct,0%,,,,,
player,201512100crd,min,WalsBl00,special_teams,9,,,,,
player,201512100crd,min,WalsBl00,st_pct,36%,,,,,
player,201512100crd,min,PattCo00,pos,WR,,,,,
player,201512100crd,min,PattCo00,offense,0,,,,,
player,201512100crd,min,PattCo00,off_pct,0%,,,,,
player,201512100crd,min,PattCo00,defense,0,,,,,
player,201512100crd,min,PattCo00,def_pct,0%,,,,,
player,201512100crd,min,PattCo00,special_teams,6,,,,,
player,201512100crd,min,PattCo00,st_pct,24%,,,,,
player,201512100crd,min,LockJe00,pos,P,,,,,
player,201512100crd,min,LockJe00,offense,0,,,,,
player,201512100crd,min,LockJe00,off_pct,0%,,,,,
player,201512100crd,min,LockJe00,defense,0,,,,,
player,201512100crd,min,LockJe00,def_pct,0%,,,,,
player,201512100crd,min,LockJe00,special_teams,6,,,,,
player,201512100crd,min,LockJe00,st_pct,24%,,,,,
player,201512100crd,min,McDeKe00,pos,LS,,,,,
player,201512100crd,min,McDeKe00,offense,0,,,,,
player,201512100crd,min,McDeKe00,off_pct,0%,,,,,
player,201512100crd,min,McDeKe00,defense,0,,,,,
player,201512100crd,min,McDeKe00,def_pct,0%,,,,,
player,201512100crd,min,McDeKe00,special_teams,6,,,,,
player,201512100crd,min,McDeKe00,st_pct,24%,,,,,
player,201512100crd,min,ShepAu00,pos,G,,,,,
player,201512100crd,min,ShepAu00,offense,0,,,,,
player,201512100crd,min,ShepAu00,off_pct,0%,,,,,
player,201512100crd,min,ShepAu00,defense,0,,,,,
player,201512100crd,min,ShepAu00,def_pct,0%,,,,,
player,201512100crd,min,ShepAu00,special_teams,4,,,,,
player,201512100crd,min,ShepAu00,st_pct,16%,,,,,
player,201512100crd,min,JohnCh08,pos,WR,,,,,
player,201512100crd,min,JohnCh08,offense,0,,,,,
player,201512100crd,min,JohnCh08,off_pct,0%,,,,,
player,201512100crd,min,JohnCh08,defense,0,,,,,
player,201512100crd,min,JohnCh08,def_pct,0%,,,,,
player,201512100crd,min,JohnCh08,special_teams,2,,,,,
player,201512100crd,min,JohnCh08,st_pct,8%,,,,,
