game,2015,4,20151005,201510050sea,det,"Detroit Lions",10,sea,"Seattle Seahawks",13
player,201510050sea,sea,WillCa99,tackles_assists,0,,,,,
player,201510050sea,sea,WillCa99,tackles_loss,0,,,,,
player,201510050sea,sea,WillCa99,qb_hits,0,,,,,
player,201510050sea,sea,WillCa99,fumbles_rec,0,,,,,
player,201510050sea,sea,WillCa99,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,WillCa99,fumbles_rec_td,0,,,,,
player,201510050sea,sea,WillCa99,fumbles_forced,0,,,,,
player,201510050sea,sea,CoylBr00,def_int,0,,,,,
player,201510050sea,sea,CoylBr00,def_int_yds,0,,,,,
player,201510050sea,sea,CoylBr00,def_int_td,0,,,,,
player,201510050sea,sea,CoylBr00,def_int_long,0,,,,,
player,201510050sea,sea,CoylBr00,pass_defended,0,,,,,
player,201510050sea,sea,CoylBr00,sacks,0.0,,,,,
player,201510050sea,sea,CoylBr00,tackles_combined,2,,,,,
player,201510050sea,sea,CoylBr00,tackles_solo,0,,,,,
player,201510050sea,sea,CoylBr00,tackles_assists,2,,,,,
player,201510050sea,sea,CoylBr00,tackles_loss,0,,,,,
player,201510050sea,sea,CoylBr00,qb_hits,0,,,,,
player,201510050sea,sea,CoylBr00,fumbles_rec,0,,,,,
player,201510050sea,sea,CoylBr00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,CoylBr00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,CoylBr00,fumbles_forced,0,,,,,
player,201510050sea,sea,ClarFr01,def_int,0,,,,,
player,201510050sea,sea,ClarFr01,def_int_yds,0,,,,,
player,201510050sea,sea,ClarFr01,def_int_td,0,,,,,
player,201510050sea,sea,ClarFr01,def_int_long,0,,,,,
player,201510050sea,sea,ClarFr01,pass_defended,0,,,,,
player,201510050sea,sea,ClarFr01,sacks,0.0,,,,,
player,201510050sea,sea,ClarFr01,tackles_combined,1,,,,,
player,201510050sea,sea,ClarFr01,tackles_solo,1,,,,,
player,201510050sea,sea,ClarFr01,tackles_assists,0,,,,,
player,201510050sea,sea,ClarFr01,tackles_loss,0,,,,,
player,201510050sea,sea,ClarFr01,qb_hits,0,,,,,
player,201510050sea,sea,ClarFr01,fumbles_rec,0,,,,,
player,201510050sea,sea,ClarFr01,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,ClarFr01,fumbles_rec_td,0,,,,,
player,201510050sea,sea,ClarFr01,fumbles_forced,0,,,,,
player,201510050sea,sea,ColeDe00,def_int,0,,,,,
player,201510050sea,sea,ColeDe00,def_int_yds,0,,,,,
player,201510050sea,sea,ColeDe00,def_int_td,0,,,,,
player,201510050sea,sea,ColeDe00,def_int_long,0,,,,,
player,201510050sea,sea,ColeDe00,pass_defended,0,,,,,
player,201510050sea,sea,ColeDe00,sacks,0.0,,,,,
player,201510050sea,sea,ColeDe00,tackles_combined,1,,,,,
player,201510050sea,sea,ColeDe00,tackles_solo,0,,,,,
player,201510050sea,sea,ColeDe00,tackles_assists,1,,,,,
player,201510050sea,sea,ColeDe00,tackles_loss,0,,,,,
player,201510050sea,sea,ColeDe00,qb_hits,0,,,,,
player,201510050sea,sea,ColeDe00,fumbles_rec,0,,,,,
player,201510050sea,sea,ColeDe00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,ColeDe00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,ColeDe00,fumbles_forced,0,,,,,
player,201510050sea,sea,KingDa00,def_int,0,,,,,
player,201510050sea,sea,KingDa00,def_int_yds,0,,,,,
player,201510050sea,sea,KingDa00,def_int_td,0,,,,,
player,201510050sea,sea,KingDa00,def_int_long,0,,,,,
player,201510050sea,sea,KingDa00,pass_defended,0,,,,,
player,201510050sea,sea,KingDa00,sacks,0.0,,,,,
player,201510050sea,sea,KingDa00,tackles_combined,1,,,,,
player,201510050sea,sea,KingDa00,tackles_solo,0,,,,,
player,201510050sea,sea,KingDa00,tackles_assists,1,,,,,
player,201510050sea,sea,KingDa00,tackles_loss,0,,,,,
player,201510050sea,sea,KingDa00,qb_hits,0,,,,,
player,201510050sea,sea,KingDa00,fumbles_rec,0,,,,,
player,201510050sea,sea,KingDa00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,KingDa00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,KingDa00,fumbles_forced,0,,,,,
player,201510050sea,sea,LockTy00,def_int,0,,,,,
player,201510050sea,sea,LockTy00,def_int_yds,0,,,,,
player,201510050sea,sea,LockTy00,def_int_td,0,,,,,
player,201510050sea,sea,LockTy00,def_int_long,0,,,,,
player,201510050sea,sea,LockTy00,pass_defended,0,,,,,
player,201510050sea,sea,LockTy00,sacks,0.0,,,,,
player,201510050sea,sea,LockTy00,tackles_combined,1,,,,,
player,201510050sea,sea,LockTy00,tackles_solo,1,,,,,
player,201510050sea,sea,LockTy00,tackles_assists,0,,,,,
player,201510050sea,sea,LockTy00,tackles_loss,0,,,,,
player,201510050sea,sea,LockTy00,qb_hits,0,,,,,
player,201510050sea,sea,LockTy00,fumbles_rec,0,,,,,
player,201510050sea,sea,LockTy00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,LockTy00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,LockTy00,fumbles_forced,0,,,,,
player,201510050sea,sea,MarsCa00,def_int,0,,,,,
player,201510050sea,sea,MarsCa00,def_int_yds,0,,,,,
player,201510050sea,sea,MarsCa00,def_int_td,0,,,,,
player,201510050sea,sea,MarsCa00,def_int_long,0,,,,,
player,201510050sea,sea,MarsCa00,pass_defended,0,,,,,
player,201510050sea,sea,MarsCa00,sacks,0.0,,,,,
player,201510050sea,sea,MarsCa00,tackles_combined,1,,,,,
player,201510050sea,sea,MarsCa00,tackles_solo,1,,,,,
player,201510050sea,sea,MarsCa00,tackles_assists,0,,,,,
player,201510050sea,sea,MarsCa00,tackles_loss,0,,,,,
player,201510050sea,sea,MarsCa00,qb_hits,0,,,,,
player,201510050sea,sea,MarsCa00,fumbles_rec,0,,,,,
player,201510050sea,sea,MarsCa00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,MarsCa00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,MarsCa00,fumbles_forced,0,,,,,
player,201510050sea,sea,McCrKe00,def_int,0,,,,,
player,201510050sea,sea,McCrKe00,def_int_yds,0,,,,,
player,201510050sea,sea,McCrKe00,def_int_td,0,,,,,
player,201510050sea,sea,McCrKe00,def_int_long,0,,,,,
player,201510050sea,sea,McCrKe00,pass_defended,0,,,,,
player,201510050sea,sea,McCrKe00,sacks,0.0,,,,,
player,201510050sea,sea,McCrKe00,tackles_combined,1,,,,,
player,201510050sea,sea,McCrKe00,tackles_solo,1,,,,,
player,201510050sea,sea,McCrKe00,tackles_assists,0,,,,,
player,201510050sea,sea,McCrKe00,tackles_loss,0,,,,,
player,201510050sea,sea,McCrKe00,qb_hits,0,,,,,
player,201510050sea,sea,McCrKe00,fumbles_rec,0,,,,,
player,201510050sea,sea,McCrKe00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,McCrKe00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,McCrKe00,fumbles_forced,0,,,,,
player,201510050sea,sea,MorgMi00,def_int,0,,,,,
player,201510050sea,sea,MorgMi00,def_int_yds,0,,,,,
player,201510050sea,sea,MorgMi00,def_int_td,0,,,,,
player,201510050sea,sea,MorgMi00,def_int_long,0,,,,,
player,201510050sea,sea,MorgMi00,pass_defended,0,,,,,
player,201510050sea,sea,MorgMi00,sacks,0.0,,,,,
player,201510050sea,sea,MorgMi00,tackles_combined,1,,,,,
player,201510050sea,sea,MorgMi00,tackles_solo,0,,,,,
player,201510050sea,sea,MorgMi00,tackles_assists,1,,,,,
player,201510050sea,sea,MorgMi00,tackles_loss,0,,,,,
player,201510050sea,sea,MorgMi00,qb_hits,0,,,,,
player,201510050sea,sea,MorgMi00,fumbles_rec,0,,,,,
player,201510050sea,sea,MorgMi00,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,MorgMi00,fumbles_rec_td,0,,,,,
player,201510050sea,sea,MorgMi00,fumbles_forced,0,,,,,
player,201510050sea,sea,RubiAh99,def_int,0,,,,,
player,201510050sea,sea,RubiAh99,def_int_yds,0,,,,,
player,201510050sea,sea,RubiAh99,def_int_td,0,,,,,
player,201510050sea,sea,RubiAh99,def_int_long,0,,,,,
player,201510050sea,sea,RubiAh99,pass_defended,0,,,,,
player,201510050sea,sea,RubiAh99,sacks,0.0,,,,,
player,201510050sea,sea,RubiAh99,tackles_combined,1,,,,,
player,201510050sea,sea,RubiAh99,tackles_solo,0,,,,,
player,201510050sea,sea,RubiAh99,tackles_assists,1,,,,,
player,201510050sea,sea,RubiAh99,tackles_loss,0,,,,,
player,201510050sea,sea,RubiAh99,qb_hits,0,,,,,
player,201510050sea,sea,RubiAh99,fumbles_rec,0,,,,,
player,201510050sea,sea,RubiAh99,fumbles_rec_yds,0,,,,,
player,201510050sea,sea,RubiAh99,fumbles_rec_td,0,,,,,
player,201510050sea,sea,RubiAh99,fumbles_forced,0,,,,,
player,201510050sea,det,JoneT.00,kick_ret,0,,,,,
player,201510050sea,det,JoneT.00,kick_ret_yds,0,,,,,
player,201510050sea,det,JoneT.00,kick_ret_yds_per_ret,,,,,,
player,201510050sea,det,JoneT.00,kick_ret_td,0,,,,,
player,201510050sea,det,JoneT.00,kick_ret_long,0,,,,,
player,201510050sea,det,JoneT.00,punt_ret,3,,,,,
player,201510050sea,det,JoneT.00,punt_ret_yds,29,,,,,
player,201510050sea,det,JoneT.00,punt_ret_yds_per_ret,9.7,,,,,
player,201510050sea,det,JoneT.00,punt_ret_td,0,,,,,
player,201510050sea,det,JoneT.00,punt_ret_long,12,,,,,
player,201510050sea,det,AbduAm00,kick_ret,2,,,,,
player,201510050sea,det,AbduAm00,kick_ret_yds,54,,,,,
player,201510050sea,det,AbduAm00,kick_ret_yds_per_ret,27.0,,,,,
player,201510050sea,det,AbduAm00,kick_ret_td,0,,,,,
player,201510050sea,det,AbduAm00,kick_ret_long,31,,,,,
player,201510050sea,det,AbduAm00,punt_ret,0,,,,,
player,201510050sea,det,AbduAm00,punt_ret_yds,0,,,,,
player,201510050sea,det,AbduAm00,punt_ret_yds_per_ret,,,,,,
player,201510050sea,det,AbduAm00,punt_ret_td,0,,,,,
player,201510050sea,det,AbduAm00,punt_ret_long,0,,,,,
player,201510050sea,sea,LockTy00,kick_ret,2,,,,,
player,201510050sea,sea,LockTy00,kick_ret_yds,30,,,,,
player,201510050sea,sea,LockTy00,kick_ret_yds_per_ret,15.0,,,,,
player,201510050sea,sea,LockTy00,kick_ret_td,0,,,,,
player,201510050sea,sea,LockTy00,kick_ret_long,19,,,,,
player,201510050sea,sea,LockTy00,punt_ret,5,,,,,
player,201510050sea,sea,LockTy00,punt_ret_yds,42,,,,,
player,201510050sea,sea,LockTy00,punt_ret_yds_per_ret,8.4,,,,,
player,201510050sea,sea,LockTy00,punt_ret_td,0,,,,,
player,201510050sea,sea,LockTy00,punt_ret_long,14,,,,,
player,201510050sea,sea,TukuWi00,kick_ret,1,,,,,
player,201510050sea,sea,TukuWi00,kick_ret_yds,16,,,,,
player,201510050sea,sea,TukuWi00,kick_ret_yds_per_ret,16.0,,,,,
player,201510050sea,sea,TukuWi00,kick_ret_td,0,,,,,
player,201510050sea,sea,TukuWi00,kick_ret_long,16,,,,,
player,201510050sea,sea,TukuWi00,punt_ret,0,,,,,
player,201510050sea,sea,TukuWi00,punt_ret_yds,0,,,,,
player,201510050sea,sea,TukuWi00,punt_ret_yds_per_ret,,,,,,
player,201510050sea,sea,TukuWi00,punt_ret_td,0,,,,,
player,201510050sea,sea,TukuWi00,punt_ret_long,0,,,,,
player,201510050sea,det,PratMa20,xpm,1,,,,,
player,201510050sea,det,PratMa20,xpa,1,,,,,
player,201510050sea,det,PratMa20,fgm,1,,,,,
player,201510050sea,det,PratMa20,fga,1,,,,,
player,201510050sea,det,PratMa20,punt,0,,,,,
player,201510050sea,det,PratMa20,punt_yds,0,,,,,
player,201510050sea,det,PratMa20,punt_yds_per_punt,,,,,,
player,201510050sea,det,PratMa20,punt_long,0,,,,,
player,201510050sea,det,MartSa01,xpm,,,,,,
player,201510050sea,det,MartSa01,xpa,,,,,,
player,201510050sea,det,MartSa01,fgm,,,,,,
player,201510050sea,det,MartSa01,fga,,,,,,
player,201510050sea,det,MartSa01,punt,8,,,,,
player,201510050sea,det,MartSa01,punt_yds,367,,,,,
player,201510050sea,det,MartSa01,punt_yds_per_punt,45.9,,,,,
player,201510050sea,det,MartSa01,punt_long,62,,,,,
player,201510050sea,sea,HausSt00,xpm,1,,,,,
player,201510050sea,sea,HausSt00,xpa,1,,,,,
player,201510050sea,sea,HausSt00,fgm,2,,,,,
player,201510050sea,sea,HausSt00,fga,2,,,,,
player,201510050sea,sea,HausSt00,punt,0,,,,,
player,201510050sea,sea,HausSt00,punt_yds,0,,,,,
player,201510050sea,sea,HausSt00,punt_yds_per_punt,,,,,,
player,201510050sea,sea,HausSt00,punt_long,0,,,,,
player,201510050sea,sea,RyanJo21,xpm,,,,,,
player,201510050sea,sea,RyanJo21,xpa,,,,,,
player,201510050sea,sea,RyanJo21,fgm,,,,,,
player,201510050sea,sea,RyanJo21,fga,,,,,,
player,201510050sea,sea,RyanJo21,punt,4,,,,,
player,201510050sea,sea,RyanJo21,punt_yds,192,,,,,
player,201510050sea,sea,RyanJo21,punt_yds_per_punt,48.0,,,,,
player,201510050sea,sea,RyanJo21,punt_long,70,,,,,
player,201510050sea,sea,GillGa01,pos,T,,,,,
player,201510050sea,sea,GillGa01,offense,65,,,,,
player,201510050sea,sea,GillGa01,off_pct,100%,,,,,
player,201510050sea,sea,GillGa01,defense,0,,,,,
player,201510050sea,sea,GillGa01,def_pct,0%,,,,,
player,201510050sea,sea,GillGa01,special_teams,3,,,,,
player,201510050sea,sea,GillGa01,st_pct,12%,,,,,
player,201510050sea,sea,SweeJ.00,pos,G,,,,,
player,201510050sea,sea,SweeJ.00,offense,65,,,,,
player,201510050sea,sea,SweeJ.00,off_pct,100%,,,,,
player,201510050sea,sea,SweeJ.00,defense,0,,,,,
player,201510050sea,sea,SweeJ.00,def_pct,0%,,,,,
player,201510050sea,sea,SweeJ.00,special_teams,3,,,,,
player,201510050sea,sea,SweeJ.00,st_pct,12%,,,,,
player,201510050sea,sea,BritJu00,pos,G,,,,,
player,201510050sea,sea,BritJu00,offense,65,,,,,
player,201510050sea,sea,BritJu00,off_pct,100%,,,,,
player,201510050sea,sea,BritJu00,defense,0,,,,,
player,201510050sea,sea,BritJu00,def_pct,0%,,,,,
player,201510050sea,sea,BritJu00,special_teams,3,,,,,
player,201510050sea,sea,BritJu00,st_pct,12%,,,,,
player,201510050sea,sea,NowaDr00,pos,C,,,,,
player,201510050sea,sea,NowaDr00,offense,65,,,,,
player,201510050sea,sea,NowaDr00,off_pct,100%,,,,,
player,201510050sea,sea,NowaDr00,defense,0,,,,,
player,201510050sea,sea,NowaDr00,def_pct,0%,,,,,
player,201510050sea,sea,NowaDr00,special_teams,3,,,,,
player,201510050sea,sea,NowaDr00,st_pct,12%,,,,,
player,201510050sea,sea,OkunRu20,pos,T,,,,,
player,201510050sea,sea,OkunRu20,offense,65,,,,,
player,201510050sea,sea,OkunRu20,off_pct,100%,,,,,
player,201510050sea,sea,OkunRu20,defense,0,,,,,
player,201510050sea,sea,OkunRu20,def_pct,0%,,,,,
player,201510050sea,sea,OkunRu20,special_teams,3,,,,,
player,201510050sea,sea,OkunRu20,st_pct,12%,,,,,
player,201510050sea,sea,WilsRu00,pos,QB,,,,,
player,201510050sea,sea,WilsRu00,offense,65,,,,,
player,201510050sea,sea,WilsRu00,off_pct,100%,,,,,
player,201510050sea,sea,WilsRu00,defense,0,,,,,
player,201510050sea,sea,WilsRu00,def_pct,0%,,,,,
player,201510050sea,sea,WilsRu00,special_teams,0,,,,,
player,201510050sea,sea,WilsRu00,st_pct,0%,,,,,
player,201510050sea,sea,KearJe01,pos,WR,,,,,
player,201510050sea,sea,KearJe01,offense,50,,,,,
player,201510050sea,sea,KearJe01,off_pct,77%,,,,,
player,201510050sea,sea,KearJe01,defense,0,,,,,
player,201510050sea,sea,KearJe01,def_pct,0%,,,,,
player,201510050sea,sea,KearJe01,special_teams,5,,,,,
player,201510050sea,sea,KearJe01,st_pct,21%,,,,,
player,201510050sea,sea,BaldDo00,pos,WR,,,,,
player,201510050sea,sea,BaldDo00,offense,49,,,,,
player,201510050sea,sea,BaldDo00,off_pct,75%,,,,,
player,201510050sea,sea,BaldDo00,defense,0,,,,,
player,201510050sea,sea,BaldDo00,def_pct,0%,,,,,
player,201510050sea,sea,BaldDo00,special_teams,8,,,,,
player,201510050sea,sea,BaldDo00,st_pct,33%,,,,,
player,201510050sea,sea,GrahJi00,pos,TE,,,,,
player,201510050sea,sea,GrahJi00,offense,49,,,,,
player,201510050sea,sea,GrahJi00,off_pct,75%,,,,,
player,201510050sea,sea,GrahJi00,defense,0,,,,,
player,201510050sea,sea,GrahJi00,def_pct,0%,,,,,
player,201510050sea,sea,GrahJi00,special_teams,0,,,,,
player,201510050sea,sea,GrahJi00,st_pct,0%,,,,,
player,201510050sea,sea,RawlTh00,pos,RB,,,,,
player,201510050sea,sea,RawlTh00,offense,38,,,,,
player,201510050sea,sea,RawlTh00,off_pct,58%,,,,,
player,201510050sea,sea,RawlTh00,defense,0,,,,,
player,201510050sea,sea,RawlTh00,def_pct,0%,,,,,
player,201510050sea,sea,RawlTh00,special_teams,0,,,,,
player,201510050sea,sea,RawlTh00,st_pct,0%,,,,,
player,201510050sea,sea,LockTy00,pos,WR,,,,,
player,201510050sea,sea,LockTy00,offense,37,,,,,
player,201510050sea,sea,LockTy00,off_pct,57%,,,,,
player,201510050sea,sea,LockTy00,defense,0,,,,,
player,201510050sea,sea,LockTy00,def_pct,0%,,,,,
player,201510050sea,sea,LockTy00,special_teams,11,,,,,
player,201510050sea,sea,LockTy00,st_pct,46%,,,,,
player,201510050sea,sea,WillLu00,pos,TE,,,,,
player,201510050sea,sea,WillLu00,offense,26,,,,,
player,201510050sea,sea,WillLu00,off_pct,40%,,,,,
player,201510050sea,sea,WillLu00,defense,0,,,,,
player,201510050sea,sea,WillLu00,def_pct,0%,,,,,
player,201510050sea,sea,WillLu00,special_teams,10,,,,,
player,201510050sea,sea,WillLu00,st_pct,42%,,,,,
player,201510050sea,sea,MattCh00,pos,WR,,,,,
player,201510050sea,sea,MattCh00,offense,22,,,,,
player,201510050sea,sea,MattCh00,off_pct,34%,,,,,
player,201510050sea,sea,MattCh00,defense,0,,,,,
player,201510050sea,sea,MattCh00,def_pct,0%,,,,,
player,201510050sea,sea,MattCh00,special_teams,13,,,,,
player,201510050sea,sea,MattCh00,st_pct,54%,,,,,
player,201510050sea,sea,JackFr02,pos,RB,,,,,
player,201510050sea,sea,JackFr02,offense,18,,,,,
player,201510050sea,sea,JackFr02,off_pct,28%,,,,,
player,201510050sea,sea,JackFr02,defense,0,,,,,
player,201510050sea,sea,JackFr02,def_pct,0%,,,,,
player,201510050sea,sea,JackFr02,special_teams,0,,,,,
player,201510050sea,sea,JackFr02,st_pct,0%,,,,,
player,201510050sea,sea,ColeDe00,pos,FB,,,,,
player,201510050sea,sea,ColeDe00,offense,16,,,,,
player,201510050sea,sea,ColeDe00,off_pct,25%,,,,,
player,201510050sea,sea,ColeDe00,defense,0,,,,,
player,201510050sea,sea,ColeDe00,def_pct,0%,,,,,
player,201510050sea,sea,ColeDe00,special_teams,19,,,,,
player,201510050sea,sea,ColeDe00,st_pct,79%,,,,,
player,201510050sea,sea,TukuWi00,pos,FB,,,,,
player,201510050sea,sea,TukuWi00,offense,11,,,,,
player,201510050sea,sea,TukuWi00,off_pct,17%,,,,,
player,201510050sea,sea,TukuWi00,defense,3,,,,,
player,201510050sea,sea,TukuWi00,def_pct,5%,,,,,
player,201510050sea,sea,TukuWi00,special_teams,7,,,,,
player,201510050sea,sea,TukuWi00,st_pct,29%,,,,,
player,201510050sea,sea,LockRi00,pos,WR,,,,,
player,201510050sea,sea,LockRi00,offense,4,,,,,
player,201510050sea,sea,LockRi00,off_pct,6%,,,,,
player,201510050sea,sea,LockRi00,defense,0,,,,,
player,201510050sea,sea,LockRi00,def_pct,0%,,,,,
player,201510050sea,sea,LockRi00,special_teams,6,,,,,
player,201510050sea,sea,LockRi00,st_pct,25%,,,,,
player,201510050sea,sea,HelfCo00,pos,TE,,,,,
player,201510050sea,sea,HelfCo00,offense,3,,,,,
player,201510050sea,sea,HelfCo00,off_pct,5%,,,,,
player,201510050sea,sea,HelfCo00,defense,0,,,,,
player,201510050sea,sea,HelfCo00,def_pct,0%,,,,,
player,201510050sea,sea,HelfCo00,special_teams,14,,,,,
player,201510050sea,sea,HelfCo00,st_pct,58%,,,,,
player,201510050sea,sea,DaniB.00,pos,QB,,,,,
player,201510050sea,sea,DaniB.00,offense,2,,,,,
player,201510050sea,sea,DaniB.00,off_pct,3%,,,,,
player,201510050sea,sea,DaniB.00,defense,0,,,,,
player,201510050sea,sea,DaniB.00,def_pct,0%,,,,,
player,201510050sea,sea,DaniB.00,special_teams,3,,,,,
player,201510050sea,sea,DaniB.00,st_pct,12%,,,,,
player,201510050sea,sea,SherRi00,pos,CB,,,,,
player,201510050sea,sea,SherRi00,offense,0,,,,,
player,201510050sea,sea,SherRi00,off_pct,0%,,,,,
player,201510050sea,sea,SherRi00,defense,56,,,,,
player,201510050sea,sea,SherRi00,def_pct,100%,,,,,
player,201510050sea,sea,SherRi00,special_teams,6,,,,,
player,201510050sea,sea,SherRi00,st_pct,25%,,,,,
player,201510050sea,sea,WillCa99,pos,CB,,,,,
player,201510050sea,sea,WillCa99,offense,0,,,,,
player,201510050sea,sea,WillCa99,off_pct,0%,,,,,
player,201510050sea,sea,WillCa99,defense,56,,,,,
player,201510050sea,sea,WillCa99,def_pct,100%,,,,,
player,201510050sea,sea,WillCa99,special_teams,4,,,,,
player,201510050sea,sea,WillCa99,st_pct,17%,,,,,
player,201510050sea,sea,WrigK.00,pos,LB,,,,,
player,201510050sea,sea,WrigK.00,offense,0,,,,,
player,201510050sea,sea,WrigK.00,off_pct,0%,,,,,
player,201510050sea,sea,WrigK.00,defense,56,,,,,
player,201510050sea,sea,WrigK.00,def_pct,100%,,,,,
player,201510050sea,sea,WrigK.00,special_teams,2,,,,,
player,201510050sea,sea,WrigK.00,st_pct,8%,,,,,
player,201510050sea,sea,ChanKa99,pos,SS,,,,,
player,201510050sea,sea,ChanKa99,offense,0,,,,,
player,201510050sea,sea,ChanKa99,off_pct,0%,,,,,
player,201510050sea,sea,ChanKa99,defense,56,,,,,
player,201510050sea,sea,ChanKa99,def_pct,100%,,,,,
player,201510050sea,sea,ChanKa99,special_teams,0,,,,,
player,201510050sea,sea,ChanKa99,st_pct,0%,,,,,
player,201510050sea,sea,WagnBo00,pos,LB,,,,,
player,201510050sea,sea,WagnBo00,offense,0,,,,,
player,201510050sea,sea,WagnBo00,off_pct,0%,,,,,
player,201510050sea,sea,WagnBo00,defense,56,,,,,
player,201510050sea,sea,WagnBo00,def_pct,100%,,,,,
player,201510050sea,sea,WagnBo00,special_teams,0,,,,,
player,201510050sea,sea,WagnBo00,st_pct,0%,,,,,
player,201510050sea,sea,ThomEa99,pos,FS,,,,,
player,201510050sea,sea,ThomEa99,offense,0,,,,,
player,201510050sea,sea,ThomEa99,off_pct,0%,,,,,
player,201510050sea,sea,ThomEa99,defense,56,,,,,
player,201510050sea,sea,ThomEa99,def_pct,100%,,,,,
player,201510050sea,sea,ThomEa99,special_teams,0,,,,,
player,201510050sea,sea,ThomEa99,st_pct,0%,,,,,
player,201510050sea,sea,HillJo01,pos,DT,,,,,
player,201510050sea,sea,HillJo01,offense,0,,,,,
player,201510050sea,sea,HillJo01,off_pct,0%,,,,,
player,201510050sea,sea,HillJo01,defense,48,,,,,
player,201510050sea,sea,HillJo01,def_pct,86%,,,,,
player,201510050sea,sea,HillJo01,special_teams,5,,,,,
player,201510050sea,sea,HillJo01,st_pct,21%,,,,,
player,201510050sea,sea,AvriCl99,pos,DE,,,,,
player,201510050sea,sea,AvriCl99,offense,0,,,,,
player,201510050sea,sea,AvriCl99,off_pct,0%,,,,,
player,201510050sea,sea,AvriCl99,defense,46,,,,,
player,201510050sea,sea,AvriCl99,def_pct,82%,,,,,
player,201510050sea,sea,AvriCl99,special_teams,2,,,,,
player,201510050sea,sea,AvriCl99,st_pct,8%,,,,,
player,201510050sea,sea,BennMi99,pos,DE,,,,,
player,201510050sea,sea,BennMi99,offense,0,,,,,
player,201510050sea,sea,BennMi99,off_pct,0%,,,,,
player,201510050sea,sea,BennMi99,defense,45,,,,,
player,201510050sea,sea,BennMi99,def_pct,80%,,,,,
player,201510050sea,sea,BennMi99,special_teams,0,,,,,
player,201510050sea,sea,BennMi99,st_pct,0%,,,,,
player,201510050sea,sea,IrviBr00,pos,LB,,,,,
player,201510050sea,sea,IrviBr00,offense,0,,,,,
player,201510050sea,sea,IrviBr00,off_pct,0%,,,,,
player,201510050sea,sea,IrviBr00,defense,44,,,,,
player,201510050sea,sea,IrviBr00,def_pct,79%,,,,,
player,201510050sea,sea,IrviBr00,special_teams,0,,,,,
player,201510050sea,sea,IrviBr00,st_pct,0%,,,,,
player,201510050sea,sea,SheaDe00,pos,SS,,,,,
player,201510050sea,sea,SheaDe00,offense,0,,,,,
player,201510050sea,sea,SheaDe00,off_pct,0%,,,,,
player,201510050sea,sea,SheaDe00,defense,32,,,,,
player,201510050sea,sea,SheaDe00,def_pct,57%,,,,,
player,201510050sea,sea,SheaDe00,special_teams,21,,,,,
player,201510050sea,sea,SheaDe00,st_pct,88%,,,,,
player,201510050sea,sea,RubiAh99,pos,DT,,,,,
player,201510050sea,sea,RubiAh99,offense,0,,,,,
player,201510050sea,sea,RubiAh99,off_pct,0%,,,,,
player,201510050sea,sea,RubiAh99,defense,21,,,,,
player,201510050sea,sea,RubiAh99,def_pct,38%,,,,,
player,201510050sea,sea,RubiAh99,special_teams,2,,,,,
player,201510050sea,sea,RubiAh99,st_pct,8%,,,,,
player,201510050sea,sea,ClarFr01,pos,DE,,,,,
player,201510050sea,sea,ClarFr01,offense,0,,,,,
player,201510050sea,sea,ClarFr01,off_pct,0%,,,,,
player,201510050sea,sea,ClarFr01,defense,17,,,,,
player,201510050sea,sea,ClarFr01,def_pct,30%,,,,,
player,201510050sea,sea,ClarFr01,special_teams,0,,,,,
player,201510050sea,sea,ClarFr01,st_pct,0%,,,,,
player,201510050sea,sea,MarsCa00,pos,DE,,,,,
player,201510050sea,sea,MarsCa00,offense,0,,,,,
player,201510050sea,sea,MarsCa00,off_pct,0%,,,,,
player,201510050sea,sea,MarsCa00,defense,10,,,,,
player,201510050sea,sea,MarsCa00,def_pct,18%,,,,,
player,201510050sea,sea,MarsCa00,special_teams,7,,,,,
player,201510050sea,sea,MarsCa00,st_pct,29%,,,,,
player,201510050sea,sea,KingDa00,pos,DT,,,,,
player,201510050sea,sea,KingDa00,offense,0,,,,,
player,201510050sea,sea,KingDa00,off_pct,0%,,,,,
player,201510050sea,sea,KingDa00,defense,10,,,,,
player,201510050sea,sea,KingDa00,def_pct,18%,,,,,
player,201510050sea,sea,KingDa00,special_teams,2,,,,,
player,201510050sea,sea,KingDa00,st_pct,8%,,,,,
player,201510050sea,sea,BurlMa00,pos,CB,,,,,
player,201510050sea,sea,BurlMa00,offense,0,,,,,
player,201510050sea,sea,BurlMa00,off_pct,0%,,,,,
player,201510050sea,sea,BurlMa00,defense,4,,,,,
player,201510050sea,sea,BurlMa00,def_pct,7%,,,,,
player,201510050sea,sea,BurlMa00,special_teams,4,,,,,
