game,2015,4,20151005,201510050sea,det,"Detroit Lions",10,sea,"Seattle Seahawks",13
player,201510050sea,det,AbduAm00,rush_long,9,,,,,
player,201510050sea,det,AbduAm00,targets,5,,,,,
player,201510050sea,det,AbduAm00,rec,2,,,,,
player,201510050sea,det,AbduAm00,rec_yds,11,,,,,
player,201510050sea,det,AbduAm00,rec_td,0,,,,,
player,201510050sea,det,AbduAm00,rec_long,12,,,,,
player,201510050sea,det,AbduAm00,fumbles,0,,,,,
player,201510050sea,det,AbduAm00,fumbles_lost,0,,,,,
player,201510050sea,det,ZennZa00,pass_cmp,0,,,,,
player,201510050sea,det,ZennZa00,pass_att,0,,,,,
player,201510050sea,det,ZennZa00,pass_yds,0,,,,,
player,201510050sea,det,ZennZa00,pass_td,0,,,,,
player,201510050sea,det,ZennZa00,pass_int,0,,,,,
player,201510050sea,det,ZennZa00,pass_sacked,0,,,,,
player,201510050sea,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201510050sea,det,ZennZa00,pass_long,0,,,,,
player,201510050sea,det,ZennZa00,pass_rating,,,,,,
player,201510050sea,det,ZennZa00,rush_att,2,,,,,
player,201510050sea,det,ZennZa00,rush_yds,9,,,,,
player,201510050sea,det,ZennZa00,rush_td,0,,,,,
player,201510050sea,det,ZennZa00,rush_long,6,,,,,
player,201510050sea,det,ZennZa00,targets,1,,,,,
player,201510050sea,det,ZennZa00,rec,1,,,,,
player,201510050sea,det,ZennZa00,rec_yds,4,,,,,
player,201510050sea,det,ZennZa00,rec_td,0,,,,,
player,201510050sea,det,ZennZa00,rec_long,4,,,,,
player,201510050sea,det,ZennZa00,fumbles,0,,,,,
player,201510050sea,det,ZennZa00,fumbles_lost,0,,,,,
player,201510050sea,det,TateGo00,pass_cmp,0,,,,,
player,201510050sea,det,TateGo00,pass_att,0,,,,,
player,201510050sea,det,TateGo00,pass_yds,0,,,,,
player,201510050sea,det,TateGo00,pass_td,0,,,,,
player,201510050sea,det,TateGo00,pass_int,0,,,,,
player,201510050sea,det,TateGo00,pass_sacked,0,,,,,
player,201510050sea,det,TateGo00,pass_sacked_yds,0,,,,,
player,201510050sea,det,TateGo00,pass_long,0,,,,,
player,201510050sea,det,TateGo00,pass_rating,,,,,,
player,201510050sea,det,TateGo00,rush_att,1,,,,,
player,201510050sea,det,TateGo00,rush_yds,6,,,,,
player,201510050sea,det,TateGo00,rush_td,0,,,,,
player,201510050sea,det,TateGo00,rush_long,6,,,,,
player,201510050sea,det,TateGo00,targets,4,,,,,
player,201510050sea,det,TateGo00,rec,3,,,,,
player,201510050sea,det,TateGo00,rec_yds,29,,,,,
player,201510050sea,det,TateGo00,rec_td,0,,,,,
player,201510050sea,det,TateGo00,rec_long,22,,,,,
player,201510050sea,det,TateGo00,fumbles,0,,,,,
player,201510050sea,det,TateGo00,fumbles_lost,0,,,,,
player,201510050sea,det,RiddTh00,pass_cmp,0,,,,,
player,201510050sea,det,RiddTh00,pass_att,0,,,,,
player,201510050sea,det,RiddTh00,pass_yds,0,,,,,
player,201510050sea,det,RiddTh00,pass_td,0,,,,,
player,201510050sea,det,RiddTh00,pass_int,0,,,,,
player,201510050sea,det,RiddTh00,pass_sacked,0,,,,,
player,201510050sea,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201510050sea,det,RiddTh00,pass_long,0,,,,,
player,201510050sea,det,RiddTh00,pass_rating,,,,,,
player,201510050sea,det,RiddTh00,rush_att,1,,,,,
player,201510050sea,det,RiddTh00,rush_yds,5,,,,,
player,201510050sea,det,RiddTh00,rush_td,0,,,,,
player,201510050sea,det,RiddTh00,rush_long,5,,,,,
player,201510050sea,det,RiddTh00,targets,5,,,,,
player,201510050sea,det,RiddTh00,rec,5,,,,,
player,201510050sea,det,RiddTh00,rec_yds,31,,,,,
player,201510050sea,det,RiddTh00,rec_td,0,,,,,
player,201510050sea,det,RiddTh00,rec_long,13,,,,,
player,201510050sea,det,RiddTh00,fumbles,0,,,,,
player,201510050sea,det,RiddTh00,fumbles_lost,0,,,,,
player,201510050sea,det,JohnCa00,pass_cmp,0,,,,,
player,201510050sea,det,JohnCa00,pass_att,0,,,,,
player,201510050sea,det,JohnCa00,pass_yds,0,,,,,
player,201510050sea,det,JohnCa00,pass_td,0,,,,,
player,201510050sea,det,JohnCa00,pass_int,0,,,,,
player,201510050sea,det,JohnCa00,pass_sacked,0,,,,,
player,201510050sea,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201510050sea,det,JohnCa00,pass_long,0,,,,,
player,201510050sea,det,JohnCa00,pass_rating,,,,,,
player,201510050sea,det,JohnCa00,rush_att,0,,,,,
player,201510050sea,det,JohnCa00,rush_yds,0,,,,,
player,201510050sea,det,JohnCa00,rush_td,0,,,,,
player,201510050sea,det,JohnCa00,rush_long,0,,,,,
player,201510050sea,det,JohnCa00,targets,11,,,,,
player,201510050sea,det,JohnCa00,rec,7,,,,,
player,201510050sea,det,JohnCa00,rec_yds,56,,,,,
player,201510050sea,det,JohnCa00,rec_td,0,,,,,
player,201510050sea,det,JohnCa00,rec_long,15,,,,,
player,201510050sea,det,JohnCa00,fumbles,1,,,,,
player,201510050sea,det,JohnCa00,fumbles_lost,1,,,,,
player,201510050sea,det,WrigTi01,pass_cmp,0,,,,,
player,201510050sea,det,WrigTi01,pass_att,0,,,,,
player,201510050sea,det,WrigTi01,pass_yds,0,,,,,
player,201510050sea,det,WrigTi01,pass_td,0,,,,,
player,201510050sea,det,WrigTi01,pass_int,0,,,,,
player,201510050sea,det,WrigTi01,pass_sacked,0,,,,,
player,201510050sea,det,WrigTi01,pass_sacked_yds,0,,,,,
player,201510050sea,det,WrigTi01,pass_long,0,,,,,
player,201510050sea,det,WrigTi01,pass_rating,,,,,,
player,201510050sea,det,WrigTi01,rush_att,0,,,,,
player,201510050sea,det,WrigTi01,rush_yds,0,,,,,
player,201510050sea,det,WrigTi01,rush_td,0,,,,,
player,201510050sea,det,WrigTi01,rush_long,0,,,,,
player,201510050sea,det,WrigTi01,targets,2,,,,,
player,201510050sea,det,WrigTi01,rec,1,,,,,
player,201510050sea,det,WrigTi01,rec_yds,26,,,,,
player,201510050sea,det,WrigTi01,rec_td,0,,,,,
player,201510050sea,det,WrigTi01,rec_long,26,,,,,
player,201510050sea,det,WrigTi01,fumbles,0,,,,,
player,201510050sea,det,WrigTi01,fumbles_lost,0,,,,,
player,201510050sea,det,EbroEr00,pass_cmp,0,,,,,
player,201510050sea,det,EbroEr00,pass_att,0,,,,,
player,201510050sea,det,EbroEr00,pass_yds,0,,,,,
player,201510050sea,det,EbroEr00,pass_td,0,,,,,
player,201510050sea,det,EbroEr00,pass_int,0,,,,,
player,201510050sea,det,EbroEr00,pass_sacked,0,,,,,
player,201510050sea,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201510050sea,det,EbroEr00,pass_long,0,,,,,
player,201510050sea,det,EbroEr00,pass_rating,,,,,,
player,201510050sea,det,EbroEr00,rush_att,0,,,,,
player,201510050sea,det,EbroEr00,rush_yds,0,,,,,
player,201510050sea,det,EbroEr00,rush_td,0,,,,,
player,201510050sea,det,EbroEr00,rush_long,0,,,,,
player,201510050sea,det,EbroEr00,targets,3,,,,,
player,201510050sea,det,EbroEr00,rec,2,,,,,
player,201510050sea,det,EbroEr00,rec_yds,22,,,,,
player,201510050sea,det,EbroEr00,rec_td,0,,,,,
player,201510050sea,det,EbroEr00,rec_long,19,,,,,
player,201510050sea,det,EbroEr00,fumbles,0,,,,,
player,201510050sea,det,EbroEr00,fumbles_lost,0,,,,,
player,201510050sea,det,MoorLa00,pass_cmp,0,,,,,
player,201510050sea,det,MoorLa00,pass_att,0,,,,,
player,201510050sea,det,MoorLa00,pass_yds,0,,,,,
player,201510050sea,det,MoorLa00,pass_td,0,,,,,
player,201510050sea,det,MoorLa00,pass_int,0,,,,,
player,201510050sea,det,MoorLa00,pass_sacked,0,,,,,
player,201510050sea,det,MoorLa00,pass_sacked_yds,0,,,,,
player,201510050sea,det,MoorLa00,pass_long,0,,,,,
player,201510050sea,det,MoorLa00,pass_rating,,,,,,
player,201510050sea,det,MoorLa00,rush_att,0,,,,,
player,201510050sea,det,MoorLa00,rush_yds,0,,,,,
player,201510050sea,det,MoorLa00,rush_td,0,,,,,
player,201510050sea,det,MoorLa00,rush_long,0,,,,,
player,201510050sea,det,MoorLa00,targets,3,,,,,
player,201510050sea,det,MoorLa00,rec,2,,,,,
player,201510050sea,det,MoorLa00,rec_yds,21,,,,,
player,201510050sea,det,MoorLa00,rec_td,0,,,,,
player,201510050sea,det,MoorLa00,rec_long,17,,,,,
player,201510050sea,det,MoorLa00,fumbles,0,,,,,
player,201510050sea,det,MoorLa00,fumbles_lost,0,,,,,
player,201510050sea,det,BurtMi00,pass_cmp,0,,,,,
player,201510050sea,det,BurtMi00,pass_att,0,,,,,
player,201510050sea,det,BurtMi00,pass_yds,0,,,,,
player,201510050sea,det,BurtMi00,pass_td,0,,,,,
player,201510050sea,det,BurtMi00,pass_int,0,,,,,
player,201510050sea,det,BurtMi00,pass_sacked,0,,,,,
player,201510050sea,det,BurtMi00,pass_sacked_yds,0,,,,,
player,201510050sea,det,BurtMi00,pass_long,0,,,,,
player,201510050sea,det,BurtMi00,pass_rating,,,,,,
player,201510050sea,det,BurtMi00,rush_att,1,,,,,
player,201510050sea,det,BurtMi00,rush_yds,0,,,,,
player,201510050sea,det,BurtMi00,rush_td,0,,,,,
player,201510050sea,det,BurtMi00,rush_long,0,,,,,
player,201510050sea,det,BurtMi00,targets,1,,,,,
player,201510050sea,det,BurtMi00,rec,1,,,,,
player,201510050sea,det,BurtMi00,rec_yds,3,,,,,
player,201510050sea,det,BurtMi00,rec_td,0,,,,,
player,201510050sea,det,BurtMi00,rec_long,3,,,,,
player,201510050sea,det,BurtMi00,fumbles,0,,,,,
player,201510050sea,det,BurtMi00,fumbles_lost,0,,,,,
player,201510050sea,sea,WilsRu00,pass_cmp,20,,,,,
player,201510050sea,sea,WilsRu00,pass_att,26,,,,,
player,201510050sea,sea,WilsRu00,pass_yds,287,,,,,
player,201510050sea,sea,WilsRu00,pass_td,1,,,,,
player,201510050sea,sea,WilsRu00,pass_int,0,,,,,
player,201510050sea,sea,WilsRu00,pass_sacked,6,,,,,
player,201510050sea,sea,WilsRu00,pass_sacked_yds,52,,,,,
player,201510050sea,sea,WilsRu00,pass_long,50,,,,,
player,201510050sea,sea,WilsRu00,pass_rating,125.0,,,,,
player,201510050sea,sea,WilsRu00,rush_att,10,,,,,
player,201510050sea,sea,WilsRu00,rush_yds,40,,,,,
player,201510050sea,sea,WilsRu00,rush_td,0,,,,,
player,201510050sea,sea,WilsRu00,rush_long,15,,,,,
player,201510050sea,sea,WilsRu00,targets,0,,,,,
player,201510050sea,sea,WilsRu00,rec,0,,,,,
player,201510050sea,sea,WilsRu00,rec_yds,0,,,,,
player,201510050sea,sea,WilsRu00,rec_td,0,,,,,
player,201510050sea,sea,WilsRu00,rec_long,0,,,,,
player,201510050sea,sea,WilsRu00,fumbles,3,,,,,
player,201510050sea,sea,WilsRu00,fumbles_lost,2,,,,,
player,201510050sea,sea,RawlTh00,pass_cmp,0,,,,,
player,201510050sea,sea,RawlTh00,pass_att,0,,,,,
player,201510050sea,sea,RawlTh00,pass_yds,0,,,,,
player,201510050sea,sea,RawlTh00,pass_td,0,,,,,
player,201510050sea,sea,RawlTh00,pass_int,0,,,,,
player,201510050sea,sea,RawlTh00,pass_sacked,0,,,,,
player,201510050sea,sea,RawlTh00,pass_sacked_yds,0,,,,,
player,201510050sea,sea,RawlTh00,pass_long,0,,,,,
player,201510050sea,sea,RawlTh00,pass_rating,,,,,,
player,201510050sea,sea,RawlTh00,rush_att,17,,,,,
player,201510050sea,sea,RawlTh00,rush_yds,48,,,,,
player,201510050sea,sea,RawlTh00,rush_td,0,,,,,
player,201510050sea,sea,RawlTh00,rush_long,10,,,,,
player,201510050sea,sea,RawlTh00,targets,1,,,,,
player,201510050sea,sea,RawlTh00,rec,1,,,,,
player,201510050sea,sea,RawlTh00,rec_yds,-1,,,,,
player,201510050sea,sea,RawlTh00,rec_td,0,,,,,
player,201510050sea,sea,RawlTh00,rec_long,-1,,,,,
player,201510050sea,sea,RawlTh00,fumbles,0,,,,,
player,201510050sea,sea,RawlTh00,fumbles_lost,0,,,,,
player,201510050sea,sea,JackFr02,pass_cmp,0,,,,,
player,201510050sea,sea,JackFr02,pass_att,0,,,,,
player,201510050sea,sea,JackFr02,pass_yds,0,,,,,
player,201510050sea,sea,JackFr02,pass_td,0,,,,,
player,201510050sea,sea,JackFr02,pass_int,0,,,,,
player,201510050sea,sea,JackFr02,pass_sacked,0,,,,,
player,201510050sea,sea,JackFr02,pass_sacked_yds,0,,,,,
player,201510050sea,sea,JackFr02,pass_long,0,,,,,
player,201510050sea,sea,JackFr02,pass_rating,,,,,,
player,201510050sea,sea,JackFr02,rush_att,3,,,,,
player,201510050sea,sea,JackFr02,rush_yds,21,,,,,
player,201510050sea,sea,JackFr02,rush_td,0,,,,,
player,201510050sea,sea,JackFr02,rush_long,16,,,,,
player,201510050sea,sea,JackFr02,targets,4,,,,,
player,201510050sea,sea,JackFr02,rec,2,,,,,
player,201510050sea,sea,JackFr02,rec_yds,33,,,,,
player,201510050sea,sea,JackFr02,rec_td,0,,,,,
player,201510050sea,sea,JackFr02,rec_long,26,,,,,
player,201510050sea,sea,JackFr02,fumbles,0,,,,,
player,201510050sea,sea,JackFr02,fumbles_lost,0,,,,,
player,201510050sea,sea,LockTy00,pass_cmp,0,,,,,
player,201510050sea,sea,LockTy00,pass_att,0,,,,,
player,201510050sea,sea,LockTy00,pass_yds,0,,,,,
player,201510050sea,sea,LockTy00,pass_td,0,,,,,
player,201510050sea,sea,LockTy00,pass_int,0,,,,,
player,201510050sea,sea,LockTy00,pass_sacked,0,,,,,
player,201510050sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201510050sea,sea,LockTy00,pass_long,0,,,,,
player,201510050sea,sea,LockTy00,pass_rating,,,,,,
player,201510050sea,sea,LockTy00,rush_att,1,,,,,
player,201510050sea,sea,LockTy00,rush_yds,1,,,,,
player,201510050sea,sea,LockTy00,rush_td,0,,,,,
player,201510050sea,sea,LockTy00,rush_long,1,,,,,
player,201510050sea,sea,LockTy00,targets,5,,,,,
player,201510050sea,sea,LockTy00,rec,4,,,,,
player,201510050sea,sea,LockTy00,rec_yds,58,,,,,
player,201510050sea,sea,LockTy00,rec_td,0,,,,,
player,201510050sea,sea,LockTy00,rec_long,23,,,,,
player,201510050sea,sea,LockTy00,fumbles,1,,,,,
player,201510050sea,sea,LockTy00,fumbles_lost,1,,,,,
player,201510050sea,sea,KearJe01,pass_cmp,0,,,,,
player,201510050sea,sea,KearJe01,pass_att,0,,,,,
player,201510050sea,sea,KearJe01,pass_yds,0,,,,,
player,201510050sea,sea,KearJe01,pass_td,0,,,,,
player,201510050sea,sea,KearJe01,pass_int,0,,,,,
player,201510050sea,sea,KearJe01,pass_sacked,0,,,,,
player,201510050sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201510050sea,sea,KearJe01,pass_long,0,,,,,
player,201510050sea,sea,KearJe01,pass_rating,,,,,,
player,201510050sea,sea,KearJe01,rush_att,0,,,,,
player,201510050sea,sea,KearJe01,rush_yds,0,,,,,
player,201510050sea,sea,KearJe01,rush_td,0,,,,,
player,201510050sea,sea,KearJe01,rush_long,0,,,,,
player,201510050sea,sea,KearJe01,targets,2,,,,,
player,201510050sea,sea,KearJe01,rec,2,,,,,
player,201510050sea,sea,KearJe01,rec_yds,84,,,,,
player,201510050sea,sea,KearJe01,rec_td,0,,,,,
player,201510050sea,sea,KearJe01,rec_long,50,,,,,
player,201510050sea,sea,KearJe01,fumbles,0,,,,,
player,201510050sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201510050sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201510050sea,sea,BaldDo00,pass_att,0,,,,,
player,201510050sea,sea,BaldDo00,pass_yds,0,,,,,
player,201510050sea,sea,BaldDo00,pass_td,0,,,,,
player,201510050sea,sea,BaldDo00,pass_int,0,,,,,
player,201510050sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201510050sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201510050sea,sea,BaldDo00,pass_long,0,,,,,
player,201510050sea,sea,BaldDo00,pass_rating,,,,,,
player,201510050sea,sea,BaldDo00,rush_att,0,,,,,
player,201510050sea,sea,BaldDo00,rush_yds,0,,,,,
player,201510050sea,sea,BaldDo00,rush_td,0,,,,,
player,201510050sea,sea,BaldDo00,rush_long,0,,,,,
player,201510050sea,sea,BaldDo00,targets,4,,,,,
player,201510050sea,sea,BaldDo00,rec,3,,,,,
player,201510050sea,sea,BaldDo00,rec_yds,36,,,,,
player,201510050sea,sea,BaldDo00,rec_td,1,,,,,
player,201510050sea,sea,BaldDo00,rec_long,24,,,,,
player,201510050sea,sea,BaldDo00,fumbles,0,,,,,
player,201510050sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201510050sea,sea,GrahJi00,pass_cmp,0,,,,,
player,201510050sea,sea,GrahJi00,pass_att,0,,,,,
player,201510050sea,sea,GrahJi00,pass_yds,0,,,,,
player,201510050sea,sea,GrahJi00,pass_td,0,,,,,
player,201510050sea,sea,GrahJi00,pass_int,0,,,,,
player,201510050sea,sea,GrahJi00,pass_sacked,0,,,,,
player,201510050sea,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201510050sea,sea,GrahJi00,pass_long,0,,,,,
player,201510050sea,sea,GrahJi00,pass_rating,,,,,,
player,201510050sea,sea,GrahJi00,rush_att,0,,,,,
player,201510050sea,sea,GrahJi00,rush_yds,0,,,,,
player,201510050sea,sea,GrahJi00,rush_td,0,,,,,
player,201510050sea,sea,GrahJi00,rush_long,0,,,,,
player,201510050sea,sea,GrahJi00,targets,5,,,,,
player,201510050sea,sea,GrahJi00,rec,4,,,,,
player,201510050sea,sea,GrahJi00,rec_yds,29,,,,,
player,201510050sea,sea,GrahJi00,rec_td,0,,,,,
player,201510050sea,sea,GrahJi00,rec_long,13,,,,,
player,201510050sea,sea,GrahJi00,fumbles,0,,,,,
player,201510050sea,sea,GrahJi00,fumbles_lost,0,,,,,
player,201510050sea,sea,MattCh00,pass_cmp,0,,,,,
player,201510050sea,sea,MattCh00,pass_att,0,,,,,
player,201510050sea,sea,MattCh00,pass_yds,0,,,,,
player,201510050sea,sea,MattCh00,pass_td,0,,,,,
player,201510050sea,sea,MattCh00,pass_int,0,,,,,
player,201510050sea,sea,MattCh00,pass_sacked,0,,,,,
player,201510050sea,sea,MattCh00,pass_sacked_yds,0,,,,,
player,201510050sea,sea,MattCh00,pass_long,0,,,,,
player,201510050sea,sea,MattCh00,pass_rating,,,,,,
player,201510050sea,sea,MattCh00,rush_att,0,,,,,
player,201510050sea,sea,MattCh00,rush_yds,0,,,,,
player,201510050sea,sea,MattCh00,rush_td,0,,,,,
player,201510050sea,sea,MattCh00,rush_long,0,,,,,
player,201510050sea,sea,MattCh00,targets,1,,,,,
player,201510050sea,sea,MattCh00,rec,1,,,,,
player,201510050sea,sea,MattCh00,rec_yds,21,,,,,
player,201510050sea,sea,MattCh00,rec_td,0,,,,,
player,201510050sea,sea,MattCh00,rec_long,21,,,,,
player,201510050sea,sea,MattCh00,fumbles,0,,,,,
player,201510050sea,sea,MattCh00,fumbles_lost,0,,,,,
player,201510050sea,sea,WillLu00,pass_cmp,0,,,,,
player,201510050sea,sea,WillLu00,pass_att,0,,,,,
player,201510050sea,sea,WillLu00,pass_yds,0,,,,,
player,201510050sea,sea,WillLu00,pass_td,0,,,,,
player,201510050sea,sea,WillLu00,pass_int,0,,,,,
player,201510050sea,sea,WillLu00,pass_sacked,0,,,,,
player,201510050sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201510050sea,sea,WillLu00,pass_long,0,,,,,
player,201510050sea,sea,WillLu00,pass_rating,,,,,,
player,201510050sea,sea,WillLu00,rush_att,0,,,,,
player,201510050sea,sea,WillLu00,rush_yds,0,,,,,
player,201510050sea,sea,WillLu00,rush_td,0,,,,,
player,201510050sea,sea,WillLu00,rush_long,0,,,,,
player,201510050sea,sea,WillLu00,targets,3,,,,,
player,201510050sea,sea,WillLu00,rec,2,,,,,
player,201510050sea,sea,WillLu00,rec_yds,15,,,,,
player,201510050sea,sea,WillLu00,rec_td,0,,,,,
player,201510050sea,sea,WillLu00,rec_long,9,,,,,
player,201510050sea,sea,WillLu00,fumbles,0,,,,,
player,201510050sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201510050sea,sea,DaniB.00,pass_cmp,0,,,,,
player,201510050sea,sea,DaniB.00,pass_att,0,,,,,
player,201510050sea,sea,DaniB.00,pass_yds,0,,,,,
player,201510050sea,sea,DaniB.00,pass_td,0,,,,,
player,201510050sea,sea,DaniB.00,pass_int,0,,,,,
player,201510050sea,sea,DaniB.00,pass_sacked,0,,,,,
player,201510050sea,sea,DaniB.00,pass_sacked_yds,0,,,,,
player,201510050sea,sea,DaniB.00,pass_long,0,,,,,
player,201510050sea,sea,DaniB.00,pass_rating,,,,,,
player,201510050sea,sea,DaniB.00,rush_att,0,,,,,
player,201510050sea,sea,DaniB.00,rush_yds,0,,,,,
player,201510050sea,sea,DaniB.00,rush_td,0,,,,,
player,201510050sea,sea,DaniB.00,rush_long,0,,,,,
player,201510050sea,sea,DaniB.00,targets,1,,,,,
player,201510050sea,sea,DaniB.00,rec,1,,,,,
player,201510050sea,sea,DaniB.00,rec_yds,12,,,,,
player,201510050sea,sea,DaniB.00,rec_td,0,,,,,
player,201510050sea,sea,DaniB.00,rec_long,12,,,,,
player,201510050sea,sea,DaniB.00,fumbles,0,,,,,
player,201510050sea,sea,DaniB.00,fumbles_lost,0,,,,,
player,201510050sea,det,AnsaEz00,def_int,0,,,,,
player,201510050sea,det,AnsaEz00,def_int_yds,0,,,,,
player,201510050sea,det,AnsaEz00,def_int_td,0,,,,,
player,201510050sea,det,AnsaEz00,def_int_long,0,,,,,
player,201510050sea,det,AnsaEz00,pass_defended,0,,,,,
player,201510050sea,det,AnsaEz00,sacks,2.0,,,,,
player,201510050sea,det,AnsaEz00,tackles_combined,3,,,,,
player,201510050sea,det,AnsaEz00,tackles_solo,2,,,,,
player,201510050sea,det,AnsaEz00,tackles_assists,1,,,,,
player,201510050sea,det,AnsaEz00,tackles_loss,1,,,,,
player,201510050sea,det,AnsaEz00,qb_hits,2,,,,,
player,201510050sea,det,AnsaEz00,fumbles_rec,1,,,,,
player,201510050sea,det,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,AnsaEz00,fumbles_rec_td,0,,,,,
player,201510050sea,det,AnsaEz00,fumbles_forced,1,,,,,
player,201510050sea,det,IhedJa00,def_int,0,,,,,
player,201510050sea,det,IhedJa00,def_int_yds,0,,,,,
player,201510050sea,det,IhedJa00,def_int_td,0,,,,,
player,201510050sea,det,IhedJa00,def_int_long,0,,,,,
player,201510050sea,det,IhedJa00,pass_defended,0,,,,,
player,201510050sea,det,IhedJa00,sacks,1.0,,,,,
player,201510050sea,det,IhedJa00,tackles_combined,8,,,,,
player,201510050sea,det,IhedJa00,tackles_solo,7,,,,,
player,201510050sea,det,IhedJa00,tackles_assists,1,,,,,
player,201510050sea,det,IhedJa00,tackles_loss,1,,,,,
player,201510050sea,det,IhedJa00,qb_hits,1,,,,,
player,201510050sea,det,IhedJa00,fumbles_rec,0,,,,,
player,201510050sea,det,IhedJa00,fumbles_rec_yds,0,,,,,
player,201510050sea,det,IhedJa00,fumbles_rec_td,0,,,,,
player,201510050sea,det,IhedJa00,fumbles_forced,1,,,,,
player,201510050sea,det,LewiTr00,def_int,0,,,,,
player,201510050sea,det,LewiTr00,def_int_yds,0,,,,,
player,201510050sea,det,LewiTr00,def_int_td,0,,,,,
player,201510050sea,det,LewiTr00,def_int_long,0,,,,,
player,201510050sea,det,LewiTr00,pass_defended,0,,,,,
player,201510050sea,det,LewiTr00,sacks,1.0,,,,,
player,201510050sea,det,LewiTr00,tackles_combined,5,,,,,
player,201510050sea,det,LewiTr00,tackles_solo,5,,,,,
player,201510050sea,det,LewiTr00,tackles_assists,0,,,,,
player,201510050sea,det,LewiTr00,tackles_loss,2,,,,,
player,201510050sea,det,LewiTr00,qb_hits,1,,,,,
