game,2015,8,20151101,201511010den,gnb,"Green Bay Packers",10,den,"Denver Broncos",29
player,201511010den,gnb,HarrAl00,targets,0,,,,,
player,201511010den,gnb,HarrAl00,rec,0,,,,,
player,201511010den,gnb,HarrAl00,rec_yds,0,,,,,
player,201511010den,gnb,HarrAl00,rec_td,0,,,,,
player,201511010den,gnb,HarrAl00,rec_long,0,,,,,
player,201511010den,gnb,HarrAl00,fumbles,0,,,,,
player,201511010den,gnb,HarrAl00,fumbles_lost,0,,,,,
player,201511010den,gnb,RodgRi00,pass_cmp,0,,,,,
player,201511010den,gnb,RodgRi00,pass_att,0,,,,,
player,201511010den,gnb,RodgRi00,pass_yds,0,,,,,
player,201511010den,gnb,RodgRi00,pass_td,0,,,,,
player,201511010den,gnb,RodgRi00,pass_int,0,,,,,
player,201511010den,gnb,RodgRi00,pass_sacked,0,,,,,
player,201511010den,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201511010den,gnb,RodgRi00,pass_long,0,,,,,
player,201511010den,gnb,RodgRi00,pass_rating,,,,,,
player,201511010den,gnb,RodgRi00,rush_att,0,,,,,
player,201511010den,gnb,RodgRi00,rush_yds,0,,,,,
player,201511010den,gnb,RodgRi00,rush_td,0,,,,,
player,201511010den,gnb,RodgRi00,rush_long,0,,,,,
player,201511010den,gnb,RodgRi00,targets,4,,,,,
player,201511010den,gnb,RodgRi00,rec,2,,,,,
player,201511010den,gnb,RodgRi00,rec_yds,16,,,,,
player,201511010den,gnb,RodgRi00,rec_td,0,,,,,
player,201511010den,gnb,RodgRi00,rec_long,11,,,,,
player,201511010den,gnb,RodgRi00,fumbles,0,,,,,
player,201511010den,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201511010den,gnb,AdamDa01,pass_cmp,0,,,,,
player,201511010den,gnb,AdamDa01,pass_att,0,,,,,
player,201511010den,gnb,AdamDa01,pass_yds,0,,,,,
player,201511010den,gnb,AdamDa01,pass_td,0,,,,,
player,201511010den,gnb,AdamDa01,pass_int,0,,,,,
player,201511010den,gnb,AdamDa01,pass_sacked,0,,,,,
player,201511010den,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201511010den,gnb,AdamDa01,pass_long,0,,,,,
player,201511010den,gnb,AdamDa01,pass_rating,,,,,,
player,201511010den,gnb,AdamDa01,rush_att,0,,,,,
player,201511010den,gnb,AdamDa01,rush_yds,0,,,,,
player,201511010den,gnb,AdamDa01,rush_td,0,,,,,
player,201511010den,gnb,AdamDa01,rush_long,0,,,,,
player,201511010den,gnb,AdamDa01,targets,2,,,,,
player,201511010den,gnb,AdamDa01,rec,1,,,,,
player,201511010den,gnb,AdamDa01,rec_yds,8,,,,,
player,201511010den,gnb,AdamDa01,rec_td,0,,,,,
player,201511010den,gnb,AdamDa01,rec_long,8,,,,,
player,201511010den,gnb,AdamDa01,fumbles,0,,,,,
player,201511010den,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201511010den,gnb,PeriJu00,pass_cmp,0,,,,,
player,201511010den,gnb,PeriJu00,pass_att,0,,,,,
player,201511010den,gnb,PeriJu00,pass_yds,0,,,,,
player,201511010den,gnb,PeriJu00,pass_td,0,,,,,
player,201511010den,gnb,PeriJu00,pass_int,0,,,,,
player,201511010den,gnb,PeriJu00,pass_sacked,0,,,,,
player,201511010den,gnb,PeriJu00,pass_sacked_yds,0,,,,,
player,201511010den,gnb,PeriJu00,pass_long,0,,,,,
player,201511010den,gnb,PeriJu00,pass_rating,,,,,,
player,201511010den,gnb,PeriJu00,rush_att,0,,,,,
player,201511010den,gnb,PeriJu00,rush_yds,0,,,,,
player,201511010den,gnb,PeriJu00,rush_td,0,,,,,
player,201511010den,gnb,PeriJu00,rush_long,0,,,,,
player,201511010den,gnb,PeriJu00,targets,1,,,,,
player,201511010den,gnb,PeriJu00,rec,1,,,,,
player,201511010den,gnb,PeriJu00,rec_yds,6,,,,,
player,201511010den,gnb,PeriJu00,rec_td,0,,,,,
player,201511010den,gnb,PeriJu00,rec_long,6,,,,,
player,201511010den,gnb,PeriJu00,fumbles,0,,,,,
player,201511010den,gnb,PeriJu00,fumbles_lost,0,,,,,
player,201511010den,gnb,JoneJa04,pass_cmp,0,,,,,
player,201511010den,gnb,JoneJa04,pass_att,0,,,,,
player,201511010den,gnb,JoneJa04,pass_yds,0,,,,,
player,201511010den,gnb,JoneJa04,pass_td,0,,,,,
player,201511010den,gnb,JoneJa04,pass_int,0,,,,,
player,201511010den,gnb,JoneJa04,pass_sacked,0,,,,,
player,201511010den,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201511010den,gnb,JoneJa04,pass_long,0,,,,,
player,201511010den,gnb,JoneJa04,pass_rating,,,,,,
player,201511010den,gnb,JoneJa04,rush_att,0,,,,,
player,201511010den,gnb,JoneJa04,rush_yds,0,,,,,
player,201511010den,gnb,JoneJa04,rush_td,0,,,,,
player,201511010den,gnb,JoneJa04,rush_long,0,,,,,
player,201511010den,gnb,JoneJa04,targets,2,,,,,
player,201511010den,gnb,JoneJa04,rec,1,,,,,
player,201511010den,gnb,JoneJa04,rec_yds,2,,,,,
player,201511010den,gnb,JoneJa04,rec_td,0,,,,,
player,201511010den,gnb,JoneJa04,rec_long,2,,,,,
player,201511010den,gnb,JoneJa04,fumbles,1,,,,,
player,201511010den,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201511010den,den,MannPe00,pass_cmp,21,,,,,
player,201511010den,den,MannPe00,pass_att,29,,,,,
player,201511010den,den,MannPe00,pass_yds,340,,,,,
player,201511010den,den,MannPe00,pass_td,0,,,,,
player,201511010den,den,MannPe00,pass_int,1,,,,,
player,201511010den,den,MannPe00,pass_sacked,0,,,,,
player,201511010den,den,MannPe00,pass_sacked_yds,0,,,,,
player,201511010den,den,MannPe00,pass_long,47,,,,,
player,201511010den,den,MannPe00,pass_rating,96.9,,,,,
player,201511010den,den,MannPe00,rush_att,0,,,,,
player,201511010den,den,MannPe00,rush_yds,0,,,,,
player,201511010den,den,MannPe00,rush_td,0,,,,,
player,201511010den,den,MannPe00,rush_long,0,,,,,
player,201511010den,den,MannPe00,targets,0,,,,,
player,201511010den,den,MannPe00,rec,0,,,,,
player,201511010den,den,MannPe00,rec_yds,0,,,,,
player,201511010den,den,MannPe00,rec_td,0,,,,,
player,201511010den,den,MannPe00,rec_long,0,,,,,
player,201511010den,den,MannPe00,fumbles,0,,,,,
player,201511010den,den,MannPe00,fumbles_lost,0,,,,,
player,201511010den,den,AndeC.00,pass_cmp,0,,,,,
player,201511010den,den,AndeC.00,pass_att,0,,,,,
player,201511010den,den,AndeC.00,pass_yds,0,,,,,
player,201511010den,den,AndeC.00,pass_td,0,,,,,
player,201511010den,den,AndeC.00,pass_int,0,,,,,
player,201511010den,den,AndeC.00,pass_sacked,0,,,,,
player,201511010den,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201511010den,den,AndeC.00,pass_long,0,,,,,
player,201511010den,den,AndeC.00,pass_rating,,,,,,
player,201511010den,den,AndeC.00,rush_att,14,,,,,
player,201511010den,den,AndeC.00,rush_yds,101,,,,,
player,201511010den,den,AndeC.00,rush_td,1,,,,,
player,201511010den,den,AndeC.00,rush_long,28,,,,,
player,201511010den,den,AndeC.00,targets,1,,,,,
player,201511010den,den,AndeC.00,rec,1,,,,,
player,201511010den,den,AndeC.00,rec_yds,5,,,,,
player,201511010den,den,AndeC.00,rec_td,0,,,,,
player,201511010den,den,AndeC.00,rec_long,5,,,,,
player,201511010den,den,AndeC.00,fumbles,0,,,,,
player,201511010den,den,AndeC.00,fumbles_lost,0,,,,,
player,201511010den,den,HillRo00,pass_cmp,0,,,,,
player,201511010den,den,HillRo00,pass_att,0,,,,,
player,201511010den,den,HillRo00,pass_yds,0,,,,,
player,201511010den,den,HillRo00,pass_td,0,,,,,
player,201511010den,den,HillRo00,pass_int,0,,,,,
player,201511010den,den,HillRo00,pass_sacked,0,,,,,
player,201511010den,den,HillRo00,pass_sacked_yds,0,,,,,
player,201511010den,den,HillRo00,pass_long,0,,,,,
player,201511010den,den,HillRo00,pass_rating,,,,,,
player,201511010den,den,HillRo00,rush_att,19,,,,,
player,201511010den,den,HillRo00,rush_yds,60,,,,,
player,201511010den,den,HillRo00,rush_td,2,,,,,
player,201511010den,den,HillRo00,rush_long,16,,,,,
player,201511010den,den,HillRo00,targets,2,,,,,
player,201511010den,den,HillRo00,rec,1,,,,,
player,201511010den,den,HillRo00,rec_yds,-5,,,,,
player,201511010den,den,HillRo00,rec_td,0,,,,,
player,201511010den,den,HillRo00,rec_long,-5,,,,,
player,201511010den,den,HillRo00,fumbles,0,,,,,
player,201511010den,den,HillRo00,fumbles_lost,0,,,,,
player,201511010den,den,ThomDe03,pass_cmp,0,,,,,
player,201511010den,den,ThomDe03,pass_att,0,,,,,
player,201511010den,den,ThomDe03,pass_yds,0,,,,,
player,201511010den,den,ThomDe03,pass_td,0,,,,,
player,201511010den,den,ThomDe03,pass_int,0,,,,,
player,201511010den,den,ThomDe03,pass_sacked,0,,,,,
player,201511010den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201511010den,den,ThomDe03,pass_long,0,,,,,
player,201511010den,den,ThomDe03,pass_rating,,,,,,
player,201511010den,den,ThomDe03,rush_att,0,,,,,
player,201511010den,den,ThomDe03,rush_yds,0,,,,,
player,201511010den,den,ThomDe03,rush_td,0,,,,,
player,201511010den,den,ThomDe03,rush_long,0,,,,,
player,201511010den,den,ThomDe03,targets,11,,,,,
player,201511010den,den,ThomDe03,rec,8,,,,,
player,201511010den,den,ThomDe03,rec_yds,168,,,,,
player,201511010den,den,ThomDe03,rec_td,0,,,,,
player,201511010den,den,ThomDe03,rec_long,47,,,,,
player,201511010den,den,ThomDe03,fumbles,0,,,,,
player,201511010den,den,ThomDe03,fumbles_lost,0,,,,,
player,201511010den,den,GreeVi00,pass_cmp,0,,,,,
player,201511010den,den,GreeVi00,pass_att,0,,,,,
player,201511010den,den,GreeVi00,pass_yds,0,,,,,
player,201511010den,den,GreeVi00,pass_td,0,,,,,
player,201511010den,den,GreeVi00,pass_int,0,,,,,
player,201511010den,den,GreeVi00,pass_sacked,0,,,,,
player,201511010den,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201511010den,den,GreeVi00,pass_long,0,,,,,
player,201511010den,den,GreeVi00,pass_rating,,,,,,
player,201511010den,den,GreeVi00,rush_att,0,,,,,
player,201511010den,den,GreeVi00,rush_yds,0,,,,,
player,201511010den,den,GreeVi00,rush_td,0,,,,,
player,201511010den,den,GreeVi00,rush_long,0,,,,,
player,201511010den,den,GreeVi00,targets,3,,,,,
player,201511010den,den,GreeVi00,rec,3,,,,,
player,201511010den,den,GreeVi00,rec_yds,61,,,,,
player,201511010den,den,GreeVi00,rec_td,0,,,,,
player,201511010den,den,GreeVi00,rec_long,32,,,,,
player,201511010den,den,GreeVi00,fumbles,0,,,,,
player,201511010den,den,GreeVi00,fumbles_lost,0,,,,,
player,201511010den,den,DaniOw00,pass_cmp,0,,,,,
player,201511010den,den,DaniOw00,pass_att,0,,,,,
player,201511010den,den,DaniOw00,pass_yds,0,,,,,
player,201511010den,den,DaniOw00,pass_td,0,,,,,
player,201511010den,den,DaniOw00,pass_int,0,,,,,
player,201511010den,den,DaniOw00,pass_sacked,0,,,,,
player,201511010den,den,DaniOw00,pass_sacked_yds,0,,,,,
player,201511010den,den,DaniOw00,pass_long,0,,,,,
player,201511010den,den,DaniOw00,pass_rating,,,,,,
player,201511010den,den,DaniOw00,rush_att,0,,,,,
player,201511010den,den,DaniOw00,rush_yds,0,,,,,
player,201511010den,den,DaniOw00,rush_td,0,,,,,
player,201511010den,den,DaniOw00,rush_long,0,,,,,
player,201511010den,den,DaniOw00,targets,3,,,,,
player,201511010den,den,DaniOw00,rec,3,,,,,
player,201511010den,den,DaniOw00,rec_yds,44,,,,,
player,201511010den,den,DaniOw00,rec_td,0,,,,,
player,201511010den,den,DaniOw00,rec_long,18,,,,,
player,201511010den,den,DaniOw00,fumbles,0,,,,,
player,201511010den,den,DaniOw00,fumbles_lost,0,,,,,
player,201511010den,den,CaldAn00,pass_cmp,0,,,,,
player,201511010den,den,CaldAn00,pass_att,0,,,,,
player,201511010den,den,CaldAn00,pass_yds,0,,,,,
player,201511010den,den,CaldAn00,pass_td,0,,,,,
player,201511010den,den,CaldAn00,pass_int,0,,,,,
player,201511010den,den,CaldAn00,pass_sacked,0,,,,,
player,201511010den,den,CaldAn00,pass_sacked_yds,0,,,,,
player,201511010den,den,CaldAn00,pass_long,0,,,,,
player,201511010den,den,CaldAn00,pass_rating,,,,,,
player,201511010den,den,CaldAn00,rush_att,0,,,,,
player,201511010den,den,CaldAn00,rush_yds,0,,,,,
player,201511010den,den,CaldAn00,rush_td,0,,,,,
player,201511010den,den,CaldAn00,rush_long,0,,,,,
player,201511010den,den,CaldAn00,targets,2,,,,,
player,201511010den,den,CaldAn00,rec,1,,,,,
player,201511010den,den,CaldAn00,rec_yds,24,,,,,
player,201511010den,den,CaldAn00,rec_td,0,,,,,
player,201511010den,den,CaldAn00,rec_long,24,,,,,
player,201511010den,den,CaldAn00,fumbles,0,,,,,
player,201511010den,den,CaldAn00,fumbles_lost,0,,,,,
player,201511010den,den,SandEm00,pass_cmp,0,,,,,
player,201511010den,den,SandEm00,pass_att,0,,,,,
player,201511010den,den,SandEm00,pass_yds,0,,,,,
player,201511010den,den,SandEm00,pass_td,0,,,,,
player,201511010den,den,SandEm00,pass_int,0,,,,,
player,201511010den,den,SandEm00,pass_sacked,0,,,,,
player,201511010den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201511010den,den,SandEm00,pass_long,0,,,,,
player,201511010den,den,SandEm00,pass_rating,,,,,,
player,201511010den,den,SandEm00,rush_att,0,,,,,
player,201511010den,den,SandEm00,rush_yds,0,,,,,
player,201511010den,den,SandEm00,rush_td,0,,,,,
player,201511010den,den,SandEm00,rush_long,0,,,,,
player,201511010den,den,SandEm00,targets,5,,,,,
player,201511010den,den,SandEm00,rec,2,,,,,
player,201511010den,den,SandEm00,rec_yds,22,,,,,
player,201511010den,den,SandEm00,rec_td,0,,,,,
player,201511010den,den,SandEm00,rec_long,11,,,,,
player,201511010den,den,SandEm00,fumbles,0,,,,,
player,201511010den,den,SandEm00,fumbles_lost,0,,,,,
player,201511010den,den,FowlBe00,pass_cmp,0,,,,,
player,201511010den,den,FowlBe00,pass_att,0,,,,,
player,201511010den,den,FowlBe00,pass_yds,0,,,,,
player,201511010den,den,FowlBe00,pass_td,0,,,,,
player,201511010den,den,FowlBe00,pass_int,0,,,,,
player,201511010den,den,FowlBe00,pass_sacked,0,,,,,
player,201511010den,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201511010den,den,FowlBe00,pass_long,0,,,,,
player,201511010den,den,FowlBe00,pass_rating,,,,,,
player,201511010den,den,FowlBe00,rush_att,0,,,,,
player,201511010den,den,FowlBe00,rush_yds,0,,,,,
player,201511010den,den,FowlBe00,rush_td,0,,,,,
player,201511010den,den,FowlBe00,rush_long,0,,,,,
player,201511010den,den,FowlBe00,targets,2,,,,,
player,201511010den,den,FowlBe00,rec,2,,,,,
player,201511010den,den,FowlBe00,rec_yds,21,,,,,
player,201511010den,den,FowlBe00,rec_td,0,,,,,
player,201511010den,den,FowlBe00,rec_long,15,,,,,
player,201511010den,den,FowlBe00,fumbles,0,,,,,
player,201511010den,den,FowlBe00,fumbles_lost,0,,,,,
player,201511010den,den,ThomJu01,pass_cmp,0,,,,,
player,201511010den,den,ThomJu01,pass_att,0,,,,,
player,201511010den,den,ThomJu01,pass_yds,0,,,,,
player,201511010den,den,ThomJu01,pass_td,0,,,,,
player,201511010den,den,ThomJu01,pass_int,0,,,,,
player,201511010den,den,ThomJu01,pass_sacked,0,,,,,
player,201511010den,den,ThomJu01,pass_sacked_yds,0,,,,,
player,201511010den,den,ThomJu01,pass_long,0,,,,,
player,201511010den,den,ThomJu01,pass_rating,,,,,,
player,201511010den,den,ThomJu01,rush_att,1,,,,,
player,201511010den,den,ThomJu01,rush_yds,-1,,,,,
player,201511010den,den,ThomJu01,rush_td,0,,,,,
player,201511010den,den,ThomJu01,rush_long,-1,,,,,
player,201511010den,den,ThomJu01,targets,0,,,,,
player,201511010den,den,ThomJu01,rec,0,,,,,
player,201511010den,den,ThomJu01,rec_yds,0,,,,,
player,201511010den,den,ThomJu01,rec_td,0,,,,,
player,201511010den,den,ThomJu01,rec_long,0,,,,,
player,201511010den,den,ThomJu01,fumbles,0,,,,,
player,201511010den,den,ThomJu01,fumbles_lost,0,,,,,
player,201511010den,gnb,RandDa00,def_int,1,,,,,
player,201511010den,gnb,RandDa00,def_int_yds,0,,,,,
player,201511010den,gnb,RandDa00,def_int_td,0,,,,,
player,201511010den,gnb,RandDa00,def_int_long,0,,,,,
player,201511010den,gnb,RandDa00,pass_defended,1,,,,,
player,201511010den,gnb,RandDa00,sacks,0.0,,,,,
player,201511010den,gnb,RandDa00,tackles_combined,7,,,,,
player,201511010den,gnb,RandDa00,tackles_solo,6,,,,,
player,201511010den,gnb,RandDa00,tackles_assists,1,,,,,
player,201511010den,gnb,RandDa00,tackles_loss,0,,,,,
player,201511010den,gnb,RandDa00,qb_hits,0,,,,,
player,201511010den,gnb,RandDa00,fumbles_rec,0,,,,,
player,201511010den,gnb,RandDa00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,RandDa00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,RandDa00,fumbles_forced,0,,,,,
player,201511010den,gnb,HaywCa00,def_int,0,,,,,
player,201511010den,gnb,HaywCa00,def_int_yds,0,,,,,
player,201511010den,gnb,HaywCa00,def_int_td,0,,,,,
player,201511010den,gnb,HaywCa00,def_int_long,0,,,,,
player,201511010den,gnb,HaywCa00,pass_defended,3,,,,,
player,201511010den,gnb,HaywCa00,sacks,0.0,,,,,
player,201511010den,gnb,HaywCa00,tackles_combined,7,,,,,
player,201511010den,gnb,HaywCa00,tackles_solo,6,,,,,
player,201511010den,gnb,HaywCa00,tackles_assists,1,,,,,
player,201511010den,gnb,HaywCa00,tackles_loss,0,,,,,
player,201511010den,gnb,HaywCa00,qb_hits,0,,,,,
player,201511010den,gnb,HaywCa00,fumbles_rec,0,,,,,
player,201511010den,gnb,HaywCa00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,HaywCa00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,HaywCa00,fumbles_forced,0,,,,,
player,201511010den,gnb,HydeMi00,def_int,0,,,,,
player,201511010den,gnb,HydeMi00,def_int_yds,0,,,,,
player,201511010den,gnb,HydeMi00,def_int_td,0,,,,,
player,201511010den,gnb,HydeMi00,def_int_long,0,,,,,
player,201511010den,gnb,HydeMi00,pass_defended,0,,,,,
player,201511010den,gnb,HydeMi00,sacks,0.0,,,,,
player,201511010den,gnb,HydeMi00,tackles_combined,7,,,,,
player,201511010den,gnb,HydeMi00,tackles_solo,6,,,,,
player,201511010den,gnb,HydeMi00,tackles_assists,1,,,,,
player,201511010den,gnb,HydeMi00,tackles_loss,0,,,,,
player,201511010den,gnb,HydeMi00,qb_hits,0,,,,,
player,201511010den,gnb,HydeMi00,fumbles_rec,0,,,,,
player,201511010den,gnb,HydeMi00,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,HydeMi00,fumbles_rec_td,0,,,,,
player,201511010den,gnb,HydeMi00,fumbles_forced,0,,,,,
player,201511010den,gnb,MattCl99,def_int,0,,,,,
player,201511010den,gnb,MattCl99,def_int_yds,0,,,,,
player,201511010den,gnb,MattCl99,def_int_td,0,,,,,
player,201511010den,gnb,MattCl99,def_int_long,0,,,,,
player,201511010den,gnb,MattCl99,pass_defended,0,,,,,
player,201511010den,gnb,MattCl99,sacks,0.0,,,,,
player,201511010den,gnb,MattCl99,tackles_combined,7,,,,,
player,201511010den,gnb,MattCl99,tackles_solo,5,,,,,
player,201511010den,gnb,MattCl99,tackles_assists,2,,,,,
player,201511010den,gnb,MattCl99,tackles_loss,1,,,,,
player,201511010den,gnb,MattCl99,qb_hits,2,,,,,
player,201511010den,gnb,MattCl99,fumbles_rec,0,,,,,
player,201511010den,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201511010den,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201511010den,gnb,MattCl99,fumbles_forced,0,,,,,
player,201511010den,gnb,PalmNa01,def_int,0,,,,,
player,201511010den,gnb,PalmNa01,def_int_yds,0,,,,,
player,201511010den,gnb,PalmNa01,def_int_td,0,,,,,
player,201511010den,gnb,PalmNa01,def_int_long,0,,,,,
player,201511010den,gnb,PalmNa01,pass_defended,0,,,,,
