game,2015,1,20150914,201509140sfo,min,"Minnesota Vikings",3,sfo,"San Francisco 49ers",20
player,201509140sfo,min,WallMi00,pass_long,0,,,,,
player,201509140sfo,min,WallMi00,pass_rating,,,,,,
player,201509140sfo,min,WallMi00,rush_att,0,,,,,
player,201509140sfo,min,WallMi00,rush_yds,0,,,,,
player,201509140sfo,min,WallMi00,rush_td,0,,,,,
player,201509140sfo,min,WallMi00,rush_long,0,,,,,
player,201509140sfo,min,WallMi00,targets,7,,,,,
player,201509140sfo,min,WallMi00,rec,6,,,,,
player,201509140sfo,min,WallMi00,rec_yds,63,,,,,
player,201509140sfo,min,WallMi00,rec_td,0,,,,,
player,201509140sfo,min,WallMi00,rec_long,19,,,,,
player,201509140sfo,min,WallMi00,fumbles,0,,,,,
player,201509140sfo,min,WallMi00,fumbles_lost,0,,,,,
player,201509140sfo,min,RudoKy00,pass_cmp,0,,,,,
player,201509140sfo,min,RudoKy00,pass_att,0,,,,,
player,201509140sfo,min,RudoKy00,pass_yds,0,,,,,
player,201509140sfo,min,RudoKy00,pass_td,0,,,,,
player,201509140sfo,min,RudoKy00,pass_int,0,,,,,
player,201509140sfo,min,RudoKy00,pass_sacked,0,,,,,
player,201509140sfo,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201509140sfo,min,RudoKy00,pass_long,0,,,,,
player,201509140sfo,min,RudoKy00,pass_rating,,,,,,
player,201509140sfo,min,RudoKy00,rush_att,0,,,,,
player,201509140sfo,min,RudoKy00,rush_yds,0,,,,,
player,201509140sfo,min,RudoKy00,rush_td,0,,,,,
player,201509140sfo,min,RudoKy00,rush_long,0,,,,,
player,201509140sfo,min,RudoKy00,targets,7,,,,,
player,201509140sfo,min,RudoKy00,rec,5,,,,,
player,201509140sfo,min,RudoKy00,rec_yds,53,,,,,
player,201509140sfo,min,RudoKy00,rec_td,0,,,,,
player,201509140sfo,min,RudoKy00,rec_long,19,,,,,
player,201509140sfo,min,RudoKy00,fumbles,0,,,,,
player,201509140sfo,min,RudoKy00,fumbles_lost,0,,,,,
player,201509140sfo,min,JohnCh08,pass_cmp,0,,,,,
player,201509140sfo,min,JohnCh08,pass_att,0,,,,,
player,201509140sfo,min,JohnCh08,pass_yds,0,,,,,
player,201509140sfo,min,JohnCh08,pass_td,0,,,,,
player,201509140sfo,min,JohnCh08,pass_int,0,,,,,
player,201509140sfo,min,JohnCh08,pass_sacked,0,,,,,
player,201509140sfo,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201509140sfo,min,JohnCh08,pass_long,0,,,,,
player,201509140sfo,min,JohnCh08,pass_rating,,,,,,
player,201509140sfo,min,JohnCh08,rush_att,0,,,,,
player,201509140sfo,min,JohnCh08,rush_yds,0,,,,,
player,201509140sfo,min,JohnCh08,rush_td,0,,,,,
player,201509140sfo,min,JohnCh08,rush_long,0,,,,,
player,201509140sfo,min,JohnCh08,targets,3,,,,,
player,201509140sfo,min,JohnCh08,rec,2,,,,,
player,201509140sfo,min,JohnCh08,rec_yds,27,,,,,
player,201509140sfo,min,JohnCh08,rec_td,0,,,,,
player,201509140sfo,min,JohnCh08,rec_long,18,,,,,
player,201509140sfo,min,JohnCh08,fumbles,0,,,,,
player,201509140sfo,min,JohnCh08,fumbles_lost,0,,,,,
player,201509140sfo,min,WrigJa02,pass_cmp,0,,,,,
player,201509140sfo,min,WrigJa02,pass_att,0,,,,,
player,201509140sfo,min,WrigJa02,pass_yds,0,,,,,
player,201509140sfo,min,WrigJa02,pass_td,0,,,,,
player,201509140sfo,min,WrigJa02,pass_int,0,,,,,
player,201509140sfo,min,WrigJa02,pass_sacked,0,,,,,
player,201509140sfo,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201509140sfo,min,WrigJa02,pass_long,0,,,,,
player,201509140sfo,min,WrigJa02,pass_rating,,,,,,
player,201509140sfo,min,WrigJa02,rush_att,0,,,,,
player,201509140sfo,min,WrigJa02,rush_yds,0,,,,,
player,201509140sfo,min,WrigJa02,rush_td,0,,,,,
player,201509140sfo,min,WrigJa02,rush_long,0,,,,,
player,201509140sfo,min,WrigJa02,targets,4,,,,,
player,201509140sfo,min,WrigJa02,rec,1,,,,,
player,201509140sfo,min,WrigJa02,rec_yds,27,,,,,
player,201509140sfo,min,WrigJa02,rec_td,0,,,,,
player,201509140sfo,min,WrigJa02,rec_long,27,,,,,
player,201509140sfo,min,WrigJa02,fumbles,0,,,,,
player,201509140sfo,min,WrigJa02,fumbles_lost,0,,,,,
player,201509140sfo,min,ElliRh00,pass_cmp,0,,,,,
player,201509140sfo,min,ElliRh00,pass_att,0,,,,,
player,201509140sfo,min,ElliRh00,pass_yds,0,,,,,
player,201509140sfo,min,ElliRh00,pass_td,0,,,,,
player,201509140sfo,min,ElliRh00,pass_int,0,,,,,
player,201509140sfo,min,ElliRh00,pass_sacked,0,,,,,
player,201509140sfo,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201509140sfo,min,ElliRh00,pass_long,0,,,,,
player,201509140sfo,min,ElliRh00,pass_rating,,,,,,
player,201509140sfo,min,ElliRh00,rush_att,0,,,,,
player,201509140sfo,min,ElliRh00,rush_yds,0,,,,,
player,201509140sfo,min,ElliRh00,rush_td,0,,,,,
player,201509140sfo,min,ElliRh00,rush_long,0,,,,,
player,201509140sfo,min,ElliRh00,targets,2,,,,,
player,201509140sfo,min,ElliRh00,rec,1,,,,,
player,201509140sfo,min,ElliRh00,rec_yds,3,,,,,
player,201509140sfo,min,ElliRh00,rec_td,0,,,,,
player,201509140sfo,min,ElliRh00,rec_long,3,,,,,
player,201509140sfo,min,ElliRh00,fumbles,0,,,,,
player,201509140sfo,min,ElliRh00,fumbles_lost,0,,,,,
player,201509140sfo,min,PattCo00,pass_cmp,0,,,,,
player,201509140sfo,min,PattCo00,pass_att,0,,,,,
player,201509140sfo,min,PattCo00,pass_yds,0,,,,,
player,201509140sfo,min,PattCo00,pass_td,0,,,,,
player,201509140sfo,min,PattCo00,pass_int,0,,,,,
player,201509140sfo,min,PattCo00,pass_sacked,0,,,,,
player,201509140sfo,min,PattCo00,pass_sacked_yds,0,,,,,
player,201509140sfo,min,PattCo00,pass_long,0,,,,,
player,201509140sfo,min,PattCo00,pass_rating,,,,,,
player,201509140sfo,min,PattCo00,rush_att,0,,,,,
player,201509140sfo,min,PattCo00,rush_yds,0,,,,,
player,201509140sfo,min,PattCo00,rush_td,0,,,,,
player,201509140sfo,min,PattCo00,rush_long,0,,,,,
player,201509140sfo,min,PattCo00,targets,1,,,,,
player,201509140sfo,min,PattCo00,rec,1,,,,,
player,201509140sfo,min,PattCo00,rec_yds,1,,,,,
player,201509140sfo,min,PattCo00,rec_td,0,,,,,
player,201509140sfo,min,PattCo00,rec_long,1,,,,,
player,201509140sfo,min,PattCo00,fumbles,0,,,,,
player,201509140sfo,min,PattCo00,fumbles_lost,0,,,,,
player,201509140sfo,sfo,KaepCo00,pass_cmp,17,,,,,
player,201509140sfo,sfo,KaepCo00,pass_att,26,,,,,
player,201509140sfo,sfo,KaepCo00,pass_yds,165,,,,,
player,201509140sfo,sfo,KaepCo00,pass_td,0,,,,,
player,201509140sfo,sfo,KaepCo00,pass_int,0,,,,,
player,201509140sfo,sfo,KaepCo00,pass_sacked,1,,,,,
player,201509140sfo,sfo,KaepCo00,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,KaepCo00,pass_long,20,,,,,
player,201509140sfo,sfo,KaepCo00,pass_rating,83.0,,,,,
player,201509140sfo,sfo,KaepCo00,rush_att,7,,,,,
player,201509140sfo,sfo,KaepCo00,rush_yds,41,,,,,
player,201509140sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201509140sfo,sfo,KaepCo00,rush_long,12,,,,,
player,201509140sfo,sfo,KaepCo00,targets,0,,,,,
player,201509140sfo,sfo,KaepCo00,rec,0,,,,,
player,201509140sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201509140sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201509140sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201509140sfo,sfo,KaepCo00,fumbles,0,,,,,
player,201509140sfo,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201509140sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201509140sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201509140sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201509140sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201509140sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201509140sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201509140sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201509140sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201509140sfo,sfo,HydeCa00,rush_att,26,,,,,
player,201509140sfo,sfo,HydeCa00,rush_yds,168,,,,,
player,201509140sfo,sfo,HydeCa00,rush_td,2,,,,,
player,201509140sfo,sfo,HydeCa00,rush_long,18,,,,,
player,201509140sfo,sfo,HydeCa00,targets,2,,,,,
player,201509140sfo,sfo,HydeCa00,rec,2,,,,,
player,201509140sfo,sfo,HydeCa00,rec_yds,14,,,,,
player,201509140sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201509140sfo,sfo,HydeCa00,rec_long,8,,,,,
player,201509140sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201509140sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201509140sfo,sfo,HaynJa00,pass_cmp,0,,,,,
player,201509140sfo,sfo,HaynJa00,pass_att,0,,,,,
player,201509140sfo,sfo,HaynJa00,pass_yds,0,,,,,
player,201509140sfo,sfo,HaynJa00,pass_td,0,,,,,
player,201509140sfo,sfo,HaynJa00,pass_int,0,,,,,
player,201509140sfo,sfo,HaynJa00,pass_sacked,0,,,,,
player,201509140sfo,sfo,HaynJa00,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,HaynJa00,pass_long,0,,,,,
player,201509140sfo,sfo,HaynJa00,pass_rating,,,,,,
player,201509140sfo,sfo,HaynJa00,rush_att,4,,,,,
player,201509140sfo,sfo,HaynJa00,rush_yds,13,,,,,
player,201509140sfo,sfo,HaynJa00,rush_td,0,,,,,
player,201509140sfo,sfo,HaynJa00,rush_long,9,,,,,
player,201509140sfo,sfo,HaynJa00,targets,1,,,,,
player,201509140sfo,sfo,HaynJa00,rec,1,,,,,
player,201509140sfo,sfo,HaynJa00,rec_yds,7,,,,,
player,201509140sfo,sfo,HaynJa00,rec_td,0,,,,,
player,201509140sfo,sfo,HaynJa00,rec_long,7,,,,,
player,201509140sfo,sfo,HaynJa00,fumbles,1,,,,,
player,201509140sfo,sfo,HaynJa00,fumbles_lost,1,,,,,
player,201509140sfo,sfo,BushRe00,pass_cmp,0,,,,,
player,201509140sfo,sfo,BushRe00,pass_att,0,,,,,
player,201509140sfo,sfo,BushRe00,pass_yds,0,,,,,
player,201509140sfo,sfo,BushRe00,pass_td,0,,,,,
player,201509140sfo,sfo,BushRe00,pass_int,0,,,,,
player,201509140sfo,sfo,BushRe00,pass_sacked,0,,,,,
player,201509140sfo,sfo,BushRe00,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,BushRe00,pass_long,0,,,,,
player,201509140sfo,sfo,BushRe00,pass_rating,,,,,,
player,201509140sfo,sfo,BushRe00,rush_att,2,,,,,
player,201509140sfo,sfo,BushRe00,rush_yds,8,,,,,
player,201509140sfo,sfo,BushRe00,rush_td,0,,,,,
player,201509140sfo,sfo,BushRe00,rush_long,8,,,,,
player,201509140sfo,sfo,BushRe00,targets,1,,,,,
player,201509140sfo,sfo,BushRe00,rec,0,,,,,
player,201509140sfo,sfo,BushRe00,rec_yds,0,,,,,
player,201509140sfo,sfo,BushRe00,rec_td,0,,,,,
player,201509140sfo,sfo,BushRe00,rec_long,0,,,,,
player,201509140sfo,sfo,BushRe00,fumbles,0,,,,,
player,201509140sfo,sfo,BushRe00,fumbles_lost,0,,,,,
player,201509140sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201509140sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201509140sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201509140sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201509140sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201509140sfo,sfo,DaviVe00,pass_sacked,0,,,,,
player,201509140sfo,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201509140sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201509140sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201509140sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201509140sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201509140sfo,sfo,DaviVe00,rush_long,0,,,,,
player,201509140sfo,sfo,DaviVe00,targets,6,,,,,
player,201509140sfo,sfo,DaviVe00,rec,3,,,,,
player,201509140sfo,sfo,DaviVe00,rec_yds,47,,,,,
player,201509140sfo,sfo,DaviVe00,rec_td,0,,,,,
player,201509140sfo,sfo,DaviVe00,rec_long,20,,,,,
player,201509140sfo,sfo,DaviVe00,fumbles,0,,,,,
player,201509140sfo,sfo,DaviVe00,fumbles_lost,0,,,,,
player,201509140sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201509140sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201509140sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201509140sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201509140sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201509140sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201509140sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201509140sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201509140sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201509140sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201509140sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201509140sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201509140sfo,sfo,CeleGa00,targets,4,,,,,
player,201509140sfo,sfo,CeleGa00,rec,3,,,,,
player,201509140sfo,sfo,CeleGa00,rec_yds,40,,,,,
player,201509140sfo,sfo,CeleGa00,rec_td,0,,,,,
player,201509140sfo,sfo,CeleGa00,rec_long,20,,,,,
player,201509140sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201509140sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201509140sfo,sfo,BoldAn00,pass_cmp,0,,,,,
player,201509140sfo,sfo,BoldAn00,pass_att,0,,,,,
player,201509140sfo,sfo,BoldAn00,pass_yds,0,,,,,
player,201509140sfo,sfo,BoldAn00,pass_td,0,,,,,
player,201509140sfo,sfo,BoldAn00,pass_int,0,,,,,
player,201509140sfo,sfo,BoldAn00,pass_sacked,0,,,,,
player,201509140sfo,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,BoldAn00,pass_long,0,,,,,
player,201509140sfo,sfo,BoldAn00,pass_rating,,,,,,
player,201509140sfo,sfo,BoldAn00,rush_att,0,,,,,
player,201509140sfo,sfo,BoldAn00,rush_yds,0,,,,,
player,201509140sfo,sfo,BoldAn00,rush_td,0,,,,,
player,201509140sfo,sfo,BoldAn00,rush_long,0,,,,,
player,201509140sfo,sfo,BoldAn00,targets,5,,,,,
player,201509140sfo,sfo,BoldAn00,rec,4,,,,,
player,201509140sfo,sfo,BoldAn00,rec_yds,36,,,,,
player,201509140sfo,sfo,BoldAn00,rec_td,0,,,,,
player,201509140sfo,sfo,BoldAn00,rec_long,15,,,,,
player,201509140sfo,sfo,BoldAn00,fumbles,0,,,,,
player,201509140sfo,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201509140sfo,sfo,SmitTo02,pass_cmp,0,,,,,
player,201509140sfo,sfo,SmitTo02,pass_att,0,,,,,
player,201509140sfo,sfo,SmitTo02,pass_yds,0,,,,,
player,201509140sfo,sfo,SmitTo02,pass_td,0,,,,,
player,201509140sfo,sfo,SmitTo02,pass_int,0,,,,,
player,201509140sfo,sfo,SmitTo02,pass_sacked,0,,,,,
player,201509140sfo,sfo,SmitTo02,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,SmitTo02,pass_long,0,,,,,
player,201509140sfo,sfo,SmitTo02,pass_rating,,,,,,
player,201509140sfo,sfo,SmitTo02,rush_att,0,,,,,
player,201509140sfo,sfo,SmitTo02,rush_yds,0,,,,,
player,201509140sfo,sfo,SmitTo02,rush_td,0,,,,,
player,201509140sfo,sfo,SmitTo02,rush_long,0,,,,,
player,201509140sfo,sfo,SmitTo02,targets,3,,,,,
player,201509140sfo,sfo,SmitTo02,rec,1,,,,,
player,201509140sfo,sfo,SmitTo02,rec_yds,11,,,,,
player,201509140sfo,sfo,SmitTo02,rec_td,0,,,,,
player,201509140sfo,sfo,SmitTo02,rec_long,11,,,,,
player,201509140sfo,sfo,SmitTo02,fumbles,0,,,,,
player,201509140sfo,sfo,SmitTo02,fumbles_lost,0,,,,,
player,201509140sfo,sfo,McDoVa00,pass_cmp,0,,,,,
player,201509140sfo,sfo,McDoVa00,pass_att,0,,,,,
player,201509140sfo,sfo,McDoVa00,pass_yds,0,,,,,
player,201509140sfo,sfo,McDoVa00,pass_td,0,,,,,
player,201509140sfo,sfo,McDoVa00,pass_int,0,,,,,
player,201509140sfo,sfo,McDoVa00,pass_sacked,0,,,,,
player,201509140sfo,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,McDoVa00,pass_long,0,,,,,
player,201509140sfo,sfo,McDoVa00,pass_rating,,,,,,
player,201509140sfo,sfo,McDoVa00,rush_att,0,,,,,
player,201509140sfo,sfo,McDoVa00,rush_yds,0,,,,,
player,201509140sfo,sfo,McDoVa00,rush_td,0,,,,,
player,201509140sfo,sfo,McDoVa00,rush_long,0,,,,,
player,201509140sfo,sfo,McDoVa00,targets,1,,,,,
player,201509140sfo,sfo,McDoVa00,rec,1,,,,,
player,201509140sfo,sfo,McDoVa00,rec_yds,5,,,,,
player,201509140sfo,sfo,McDoVa00,rec_td,0,,,,,
player,201509140sfo,sfo,McDoVa00,rec_long,5,,,,,
player,201509140sfo,sfo,McDoVa00,fumbles,0,,,,,
player,201509140sfo,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201509140sfo,sfo,ElliBr00,pass_cmp,0,,,,,
player,201509140sfo,sfo,ElliBr00,pass_att,0,,,,,
player,201509140sfo,sfo,ElliBr00,pass_yds,0,,,,,
player,201509140sfo,sfo,ElliBr00,pass_td,0,,,,,
player,201509140sfo,sfo,ElliBr00,pass_int,0,,,,,
player,201509140sfo,sfo,ElliBr00,pass_sacked,0,,,,,
player,201509140sfo,sfo,ElliBr00,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,ElliBr00,pass_long,0,,,,,
player,201509140sfo,sfo,ElliBr00,pass_rating,,,,,,
player,201509140sfo,sfo,ElliBr00,rush_att,0,,,,,
player,201509140sfo,sfo,ElliBr00,rush_yds,0,,,,,
player,201509140sfo,sfo,ElliBr00,rush_td,0,,,,,
player,201509140sfo,sfo,ElliBr00,rush_long,0,,,,,
player,201509140sfo,sfo,ElliBr00,targets,2,,,,,
player,201509140sfo,sfo,ElliBr00,rec,2,,,,,
player,201509140sfo,sfo,ElliBr00,rec_yds,5,,,,,
player,201509140sfo,sfo,ElliBr00,rec_td,0,,,,,
player,201509140sfo,sfo,ElliBr00,rec_long,4,,,,,
player,201509140sfo,sfo,ElliBr00,fumbles,0,,,,,
player,201509140sfo,sfo,ElliBr00,fumbles_lost,0,,,,,
player,201509140sfo,sfo,PattQu00,pass_cmp,0,,,,,
player,201509140sfo,sfo,PattQu00,pass_att,0,,,,,
player,201509140sfo,sfo,PattQu00,pass_yds,0,,,,,
player,201509140sfo,sfo,PattQu00,pass_td,0,,,,,
player,201509140sfo,sfo,PattQu00,pass_int,0,,,,,
player,201509140sfo,sfo,PattQu00,pass_sacked,0,,,,,
player,201509140sfo,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201509140sfo,sfo,PattQu00,pass_long,0,,,,,
player,201509140sfo,sfo,PattQu00,pass_rating,,,,,,
player,201509140sfo,sfo,PattQu00,rush_att,0,,,,,
player,201509140sfo,sfo,PattQu00,rush_yds,0,,,,,
player,201509140sfo,sfo,PattQu00,rush_td,0,,,,,
player,201509140sfo,sfo,PattQu00,rush_long,0,,,,,
player,201509140sfo,sfo,PattQu00,targets,1,,,,,
player,201509140sfo,sfo,PattQu00,rec,0,,,,,
player,201509140sfo,sfo,PattQu00,rec_yds,0,,,,,
player,201509140sfo,sfo,PattQu00,rec_td,0,,,,,
player,201509140sfo,sfo,PattQu00,rec_long,0,,,,,
