game,2015,4,20151004,201510040atl,htx,"Houston Texans",21,atl,"Atlanta Falcons",48
player,201510040atl,atl,WardTe00,pass_cmp,0,,,,,
player,201510040atl,atl,WardTe00,pass_att,0,,,,,
player,201510040atl,atl,WardTe00,pass_yds,0,,,,,
player,201510040atl,atl,WardTe00,pass_td,0,,,,,
player,201510040atl,atl,WardTe00,pass_int,0,,,,,
player,201510040atl,atl,WardTe00,pass_sacked,0,,,,,
player,201510040atl,atl,WardTe00,pass_sacked_yds,0,,,,,
player,201510040atl,atl,WardTe00,pass_long,0,,,,,
player,201510040atl,atl,WardTe00,pass_rating,,,,,,
player,201510040atl,atl,WardTe00,rush_att,19,,,,,
player,201510040atl,atl,WardTe00,rush_yds,72,,,,,
player,201510040atl,atl,WardTe00,rush_td,1,,,,,
player,201510040atl,atl,WardTe00,rush_long,13,,,,,
player,201510040atl,atl,WardTe00,targets,1,,,,,
player,201510040atl,atl,WardTe00,rec,1,,,,,
player,201510040atl,atl,WardTe00,rec_yds,18,,,,,
player,201510040atl,atl,WardTe00,rec_td,0,,,,,
player,201510040atl,atl,WardTe00,rec_long,18,,,,,
player,201510040atl,atl,WardTe00,fumbles,0,,,,,
player,201510040atl,atl,WardTe00,fumbles_lost,0,,,,,
player,201510040atl,atl,FreeDe00,pass_cmp,0,,,,,
player,201510040atl,atl,FreeDe00,pass_att,0,,,,,
player,201510040atl,atl,FreeDe00,pass_yds,0,,,,,
player,201510040atl,atl,FreeDe00,pass_td,0,,,,,
player,201510040atl,atl,FreeDe00,pass_int,0,,,,,
player,201510040atl,atl,FreeDe00,pass_sacked,0,,,,,
player,201510040atl,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201510040atl,atl,FreeDe00,pass_long,0,,,,,
player,201510040atl,atl,FreeDe00,pass_rating,,,,,,
player,201510040atl,atl,FreeDe00,rush_att,14,,,,,
player,201510040atl,atl,FreeDe00,rush_yds,68,,,,,
player,201510040atl,atl,FreeDe00,rush_td,3,,,,,
player,201510040atl,atl,FreeDe00,rush_long,23,,,,,
player,201510040atl,atl,FreeDe00,targets,6,,,,,
player,201510040atl,atl,FreeDe00,rec,5,,,,,
player,201510040atl,atl,FreeDe00,rec_yds,81,,,,,
player,201510040atl,atl,FreeDe00,rec_td,0,,,,,
player,201510040atl,atl,FreeDe00,rec_long,44,,,,,
player,201510040atl,atl,FreeDe00,fumbles,0,,,,,
player,201510040atl,atl,FreeDe00,fumbles_lost,0,,,,,
player,201510040atl,atl,HankLe00,pass_cmp,0,,,,,
player,201510040atl,atl,HankLe00,pass_att,0,,,,,
player,201510040atl,atl,HankLe00,pass_yds,0,,,,,
player,201510040atl,atl,HankLe00,pass_td,0,,,,,
player,201510040atl,atl,HankLe00,pass_int,0,,,,,
player,201510040atl,atl,HankLe00,pass_sacked,0,,,,,
player,201510040atl,atl,HankLe00,pass_sacked_yds,0,,,,,
player,201510040atl,atl,HankLe00,pass_long,0,,,,,
player,201510040atl,atl,HankLe00,pass_rating,,,,,,
player,201510040atl,atl,HankLe00,rush_att,0,,,,,
player,201510040atl,atl,HankLe00,rush_yds,0,,,,,
player,201510040atl,atl,HankLe00,rush_td,0,,,,,
player,201510040atl,atl,HankLe00,rush_long,0,,,,,
player,201510040atl,atl,HankLe00,targets,8,,,,,
player,201510040atl,atl,HankLe00,rec,6,,,,,
player,201510040atl,atl,HankLe00,rec_yds,103,,,,,
player,201510040atl,atl,HankLe00,rec_td,1,,,,,
player,201510040atl,atl,HankLe00,rec_long,55,,,,,
player,201510040atl,atl,HankLe00,fumbles,0,,,,,
player,201510040atl,atl,HankLe00,fumbles_lost,0,,,,,
player,201510040atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201510040atl,atl,JoneJu02,pass_att,0,,,,,
player,201510040atl,atl,JoneJu02,pass_yds,0,,,,,
player,201510040atl,atl,JoneJu02,pass_td,0,,,,,
player,201510040atl,atl,JoneJu02,pass_int,0,,,,,
player,201510040atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201510040atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201510040atl,atl,JoneJu02,pass_long,0,,,,,
player,201510040atl,atl,JoneJu02,pass_rating,,,,,,
player,201510040atl,atl,JoneJu02,rush_att,0,,,,,
player,201510040atl,atl,JoneJu02,rush_yds,0,,,,,
player,201510040atl,atl,JoneJu02,rush_td,0,,,,,
player,201510040atl,atl,JoneJu02,rush_long,0,,,,,
player,201510040atl,atl,JoneJu02,targets,6,,,,,
player,201510040atl,atl,JoneJu02,rec,4,,,,,
player,201510040atl,atl,JoneJu02,rec_yds,38,,,,,
player,201510040atl,atl,JoneJu02,rec_td,0,,,,,
player,201510040atl,atl,JoneJu02,rec_long,19,,,,,
player,201510040atl,atl,JoneJu02,fumbles,0,,,,,
player,201510040atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201510040atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201510040atl,atl,WhitRo00,pass_att,0,,,,,
player,201510040atl,atl,WhitRo00,pass_yds,0,,,,,
player,201510040atl,atl,WhitRo00,pass_td,0,,,,,
player,201510040atl,atl,WhitRo00,pass_int,0,,,,,
player,201510040atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201510040atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201510040atl,atl,WhitRo00,pass_long,0,,,,,
player,201510040atl,atl,WhitRo00,pass_rating,,,,,,
player,201510040atl,atl,WhitRo00,rush_att,0,,,,,
player,201510040atl,atl,WhitRo00,rush_yds,0,,,,,
player,201510040atl,atl,WhitRo00,rush_td,0,,,,,
player,201510040atl,atl,WhitRo00,rush_long,0,,,,,
player,201510040atl,atl,WhitRo00,targets,4,,,,,
player,201510040atl,atl,WhitRo00,rec,2,,,,,
player,201510040atl,atl,WhitRo00,rec_yds,8,,,,,
player,201510040atl,atl,WhitRo00,rec_td,0,,,,,
player,201510040atl,atl,WhitRo00,rec_long,4,,,,,
player,201510040atl,atl,WhitRo00,fumbles,0,,,,,
player,201510040atl,atl,WhitRo00,fumbles_lost,0,,,,,
player,201510040atl,atl,WillNi02,pass_cmp,0,,,,,
player,201510040atl,atl,WillNi02,pass_att,0,,,,,
player,201510040atl,atl,WillNi02,pass_yds,0,,,,,
player,201510040atl,atl,WillNi02,pass_td,0,,,,,
player,201510040atl,atl,WillNi02,pass_int,0,,,,,
player,201510040atl,atl,WillNi02,pass_sacked,0,,,,,
player,201510040atl,atl,WillNi02,pass_sacked_yds,0,,,,,
player,201510040atl,atl,WillNi02,pass_long,0,,,,,
player,201510040atl,atl,WillNi02,pass_rating,,,,,,
player,201510040atl,atl,WillNi02,rush_att,0,,,,,
player,201510040atl,atl,WillNi02,rush_yds,0,,,,,
player,201510040atl,atl,WillNi02,rush_td,0,,,,,
player,201510040atl,atl,WillNi02,rush_long,0,,,,,
player,201510040atl,atl,WillNi02,targets,1,,,,,
player,201510040atl,atl,WillNi02,rec,1,,,,,
player,201510040atl,atl,WillNi02,rec_yds,8,,,,,
player,201510040atl,atl,WillNi02,rec_td,0,,,,,
player,201510040atl,atl,WillNi02,rec_long,8,,,,,
player,201510040atl,atl,WillNi02,fumbles,0,,,,,
player,201510040atl,atl,WillNi02,fumbles_lost,0,,,,,
player,201510040atl,atl,DiMaPa00,pass_cmp,0,,,,,
player,201510040atl,atl,DiMaPa00,pass_att,0,,,,,
player,201510040atl,atl,DiMaPa00,pass_yds,0,,,,,
player,201510040atl,atl,DiMaPa00,pass_td,0,,,,,
player,201510040atl,atl,DiMaPa00,pass_int,0,,,,,
player,201510040atl,atl,DiMaPa00,pass_sacked,0,,,,,
player,201510040atl,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201510040atl,atl,DiMaPa00,pass_long,0,,,,,
player,201510040atl,atl,DiMaPa00,pass_rating,,,,,,
player,201510040atl,atl,DiMaPa00,rush_att,0,,,,,
player,201510040atl,atl,DiMaPa00,rush_yds,0,,,,,
player,201510040atl,atl,DiMaPa00,rush_td,0,,,,,
player,201510040atl,atl,DiMaPa00,rush_long,0,,,,,
player,201510040atl,atl,DiMaPa00,targets,1,,,,,
player,201510040atl,atl,DiMaPa00,rec,0,,,,,
player,201510040atl,atl,DiMaPa00,rec_yds,0,,,,,
player,201510040atl,atl,DiMaPa00,rec_td,0,,,,,
player,201510040atl,atl,DiMaPa00,rec_long,0,,,,,
player,201510040atl,atl,DiMaPa00,fumbles,0,,,,,
player,201510040atl,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201510040atl,atl,RenfSe00,pass_cmp,0,,,,,
player,201510040atl,atl,RenfSe00,pass_att,0,,,,,
player,201510040atl,atl,RenfSe00,pass_yds,0,,,,,
player,201510040atl,atl,RenfSe00,pass_td,0,,,,,
player,201510040atl,atl,RenfSe00,pass_int,0,,,,,
player,201510040atl,atl,RenfSe00,pass_sacked,0,,,,,
player,201510040atl,atl,RenfSe00,pass_sacked_yds,0,,,,,
player,201510040atl,atl,RenfSe00,pass_long,0,,,,,
player,201510040atl,atl,RenfSe00,pass_rating,,,,,,
player,201510040atl,atl,RenfSe00,rush_att,1,,,,,
player,201510040atl,atl,RenfSe00,rush_yds,-4,,,,,
player,201510040atl,atl,RenfSe00,rush_td,0,,,,,
player,201510040atl,atl,RenfSe00,rush_long,-4,,,,,
player,201510040atl,atl,RenfSe00,targets,0,,,,,
player,201510040atl,atl,RenfSe00,rec,0,,,,,
player,201510040atl,atl,RenfSe00,rec_yds,0,,,,,
player,201510040atl,atl,RenfSe00,rec_td,0,,,,,
player,201510040atl,atl,RenfSe00,rec_long,0,,,,,
player,201510040atl,atl,RenfSe00,fumbles,0,,,,,
player,201510040atl,atl,RenfSe00,fumbles_lost,0,,,,,
player,201510040atl,htx,WattJ.00,def_int,0,,,,,
player,201510040atl,htx,WattJ.00,def_int_yds,0,,,,,
player,201510040atl,htx,WattJ.00,def_int_td,0,,,,,
player,201510040atl,htx,WattJ.00,def_int_long,0,,,,,
player,201510040atl,htx,WattJ.00,pass_defended,2,,,,,
player,201510040atl,htx,WattJ.00,sacks,1.0,,,,,
player,201510040atl,htx,WattJ.00,tackles_combined,5,,,,,
player,201510040atl,htx,WattJ.00,tackles_solo,4,,,,,
player,201510040atl,htx,WattJ.00,tackles_assists,1,,,,,
player,201510040atl,htx,WattJ.00,tackles_loss,3,,,,,
player,201510040atl,htx,WattJ.00,qb_hits,1,,,,,
player,201510040atl,htx,WattJ.00,fumbles_rec,0,,,,,
player,201510040atl,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201510040atl,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201510040atl,htx,WattJ.00,fumbles_forced,0,,,,,
player,201510040atl,htx,CricJa00,def_int,0,,,,,
player,201510040atl,htx,CricJa00,def_int_yds,0,,,,,
player,201510040atl,htx,CricJa00,def_int_td,0,,,,,
player,201510040atl,htx,CricJa00,def_int_long,0,,,,,
player,201510040atl,htx,CricJa00,pass_defended,0,,,,,
player,201510040atl,htx,CricJa00,sacks,1.0,,,,,
player,201510040atl,htx,CricJa00,tackles_combined,4,,,,,
player,201510040atl,htx,CricJa00,tackles_solo,3,,,,,
player,201510040atl,htx,CricJa00,tackles_assists,1,,,,,
player,201510040atl,htx,CricJa00,tackles_loss,1,,,,,
player,201510040atl,htx,CricJa00,qb_hits,1,,,,,
player,201510040atl,htx,CricJa00,fumbles_rec,0,,,,,
player,201510040atl,htx,CricJa00,fumbles_rec_yds,0,,,,,
player,201510040atl,htx,CricJa00,fumbles_rec_td,0,,,,,
player,201510040atl,htx,CricJa00,fumbles_forced,0,,,,,
player,201510040atl,htx,CushBr99,def_int,0,,,,,
player,201510040atl,htx,CushBr99,def_int_yds,0,,,,,
player,201510040atl,htx,CushBr99,def_int_td,0,,,,,
player,201510040atl,htx,CushBr99,def_int_long,0,,,,,
player,201510040atl,htx,CushBr99,pass_defended,0,,,,,
player,201510040atl,htx,CushBr99,sacks,0.0,,,,,
player,201510040atl,htx,CushBr99,tackles_combined,11,,,,,
player,201510040atl,htx,CushBr99,tackles_solo,7,,,,,
player,201510040atl,htx,CushBr99,tackles_assists,4,,,,,
player,201510040atl,htx,CushBr99,tackles_loss,1,,,,,
player,201510040atl,htx,CushBr99,qb_hits,0,,,,,
player,201510040atl,htx,CushBr99,fumbles_rec,0,,,,,
player,201510040atl,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201510040atl,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201510040atl,htx,CushBr99,fumbles_forced,0,,,,,
player,201510040atl,htx,JackKa99,def_int,0,,,,,
player,201510040atl,htx,JackKa99,def_int_yds,0,,,,,
player,201510040atl,htx,JackKa99,def_int_td,0,,,,,
player,201510040atl,htx,JackKa99,def_int_long,0,,,,,
player,201510040atl,htx,JackKa99,pass_defended,0,,,,,
player,201510040atl,htx,JackKa99,sacks,0.0,,,,,
