game,2015,1,20150913,201509130tam,oti,"Tennessee Titans",42,tam,"Tampa Bay Buccaneers",14
player,201509130tam,oti,WestTe00,rush_att,13,,,,,
player,201509130tam,oti,WestTe00,rush_yds,41,,,,,
player,201509130tam,oti,WestTe00,rush_td,0,,,,,
player,201509130tam,oti,WestTe00,rush_long,12,,,,,
player,201509130tam,oti,WestTe00,targets,0,,,,,
player,201509130tam,oti,WestTe00,rec,0,,,,,
player,201509130tam,oti,WestTe00,rec_yds,0,,,,,
player,201509130tam,oti,WestTe00,rec_td,0,,,,,
player,201509130tam,oti,WestTe00,rec_long,0,,,,,
player,201509130tam,oti,WestTe00,fumbles,1,,,,,
player,201509130tam,oti,WestTe00,fumbles_lost,1,,,,,
player,201509130tam,oti,McClDe00,pass_cmp,0,,,,,
player,201509130tam,oti,McClDe00,pass_att,0,,,,,
player,201509130tam,oti,McClDe00,pass_yds,0,,,,,
player,201509130tam,oti,McClDe00,pass_td,0,,,,,
player,201509130tam,oti,McClDe00,pass_int,0,,,,,
player,201509130tam,oti,McClDe00,pass_sacked,0,,,,,
player,201509130tam,oti,McClDe00,pass_sacked_yds,0,,,,,
player,201509130tam,oti,McClDe00,pass_long,0,,,,,
player,201509130tam,oti,McClDe00,pass_rating,,,,,,
player,201509130tam,oti,McClDe00,rush_att,2,,,,,
player,201509130tam,oti,McClDe00,rush_yds,8,,,,,
player,201509130tam,oti,McClDe00,rush_td,0,,,,,
player,201509130tam,oti,McClDe00,rush_long,5,,,,,
player,201509130tam,oti,McClDe00,targets,0,,,,,
player,201509130tam,oti,McClDe00,rec,0,,,,,
player,201509130tam,oti,McClDe00,rec_yds,0,,,,,
player,201509130tam,oti,McClDe00,rec_td,0,,,,,
player,201509130tam,oti,McClDe00,rec_long,0,,,,,
player,201509130tam,oti,McClDe00,fumbles,0,,,,,
player,201509130tam,oti,McClDe00,fumbles_lost,0,,,,,
player,201509130tam,oti,WrigKe01,pass_cmp,0,,,,,
player,201509130tam,oti,WrigKe01,pass_att,0,,,,,
player,201509130tam,oti,WrigKe01,pass_yds,0,,,,,
player,201509130tam,oti,WrigKe01,pass_td,0,,,,,
player,201509130tam,oti,WrigKe01,pass_int,0,,,,,
player,201509130tam,oti,WrigKe01,pass_sacked,0,,,,,
player,201509130tam,oti,WrigKe01,pass_sacked_yds,0,,,,,
player,201509130tam,oti,WrigKe01,pass_long,0,,,,,
player,201509130tam,oti,WrigKe01,pass_rating,,,,,,
player,201509130tam,oti,WrigKe01,rush_att,0,,,,,
player,201509130tam,oti,WrigKe01,rush_yds,0,,,,,
player,201509130tam,oti,WrigKe01,rush_td,0,,,,,
player,201509130tam,oti,WrigKe01,rush_long,0,,,,,
player,201509130tam,oti,WrigKe01,targets,4,,,,,
player,201509130tam,oti,WrigKe01,rec,4,,,,,
player,201509130tam,oti,WrigKe01,rec_yds,101,,,,,
player,201509130tam,oti,WrigKe01,rec_td,1,,,,,
player,201509130tam,oti,WrigKe01,rec_long,52,,,,,
player,201509130tam,oti,WrigKe01,fumbles,0,,,,,
player,201509130tam,oti,WrigKe01,fumbles_lost,0,,,,,
player,201509130tam,oti,WalkHu00,pass_cmp,0,,,,,
player,201509130tam,oti,WalkHu00,pass_att,0,,,,,
player,201509130tam,oti,WalkHu00,pass_yds,0,,,,,
player,201509130tam,oti,WalkHu00,pass_td,0,,,,,
player,201509130tam,oti,WalkHu00,pass_int,0,,,,,
player,201509130tam,oti,WalkHu00,pass_sacked,0,,,,,
player,201509130tam,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201509130tam,oti,WalkHu00,pass_long,0,,,,,
player,201509130tam,oti,WalkHu00,pass_rating,,,,,,
player,201509130tam,oti,WalkHu00,rush_att,0,,,,,
player,201509130tam,oti,WalkHu00,rush_yds,0,,,,,
player,201509130tam,oti,WalkHu00,rush_td,0,,,,,
player,201509130tam,oti,WalkHu00,rush_long,0,,,,,
player,201509130tam,oti,WalkHu00,targets,3,,,,,
player,201509130tam,oti,WalkHu00,rec,3,,,,,
player,201509130tam,oti,WalkHu00,rec_yds,43,,,,,
player,201509130tam,oti,WalkHu00,rec_td,1,,,,,
player,201509130tam,oti,WalkHu00,rec_long,22,,,,,
player,201509130tam,oti,WalkHu00,fumbles,0,,,,,
player,201509130tam,oti,WalkHu00,fumbles_lost,0,,,,,
player,201509130tam,oti,DougHa00,pass_cmp,0,,,,,
player,201509130tam,oti,DougHa00,pass_att,0,,,,,
player,201509130tam,oti,DougHa00,pass_yds,0,,,,,
player,201509130tam,oti,DougHa00,pass_td,0,,,,,
player,201509130tam,oti,DougHa00,pass_int,0,,,,,
player,201509130tam,oti,DougHa00,pass_sacked,0,,,,,
player,201509130tam,oti,DougHa00,pass_sacked_yds,0,,,,,
player,201509130tam,oti,DougHa00,pass_long,0,,,,,
player,201509130tam,oti,DougHa00,pass_rating,,,,,,
player,201509130tam,oti,DougHa00,rush_att,0,,,,,
player,201509130tam,oti,DougHa00,rush_yds,0,,,,,
player,201509130tam,oti,DougHa00,rush_td,0,,,,,
player,201509130tam,oti,DougHa00,rush_long,0,,,,,
player,201509130tam,oti,DougHa00,targets,2,,,,,
player,201509130tam,oti,DougHa00,rec,2,,,,,
player,201509130tam,oti,DougHa00,rec_yds,24,,,,,
player,201509130tam,oti,DougHa00,rec_td,1,,,,,
player,201509130tam,oti,DougHa00,rec_long,20,,,,,
player,201509130tam,oti,DougHa00,fumbles,0,,,,,
player,201509130tam,oti,DougHa00,fumbles_lost,0,,,,,
player,201509130tam,oti,FasaAn00,pass_cmp,0,,,,,
player,201509130tam,oti,FasaAn00,pass_att,0,,,,,
player,201509130tam,oti,FasaAn00,pass_yds,0,,,,,
player,201509130tam,oti,FasaAn00,pass_td,0,,,,,
player,201509130tam,oti,FasaAn00,pass_int,0,,,,,
player,201509130tam,oti,FasaAn00,pass_sacked,0,,,,,
player,201509130tam,oti,FasaAn00,pass_sacked_yds,0,,,,,
player,201509130tam,oti,FasaAn00,pass_long,0,,,,,
player,201509130tam,oti,FasaAn00,pass_rating,,,,,,
player,201509130tam,oti,FasaAn00,rush_att,0,,,,,
player,201509130tam,oti,FasaAn00,rush_yds,0,,,,,
player,201509130tam,oti,FasaAn00,rush_td,0,,,,,
player,201509130tam,oti,FasaAn00,rush_long,0,,,,,
player,201509130tam,oti,FasaAn00,targets,1,,,,,
player,201509130tam,oti,FasaAn00,rec,1,,,,,
player,201509130tam,oti,FasaAn00,rec_yds,18,,,,,
player,201509130tam,oti,FasaAn00,rec_td,0,,,,,
player,201509130tam,oti,FasaAn00,rec_long,18,,,,,
player,201509130tam,oti,FasaAn00,fumbles,0,,,,,
player,201509130tam,oti,FasaAn00,fumbles_lost,0,,,,,
player,201509130tam,oti,HuntJu00,pass_cmp,0,,,,,
player,201509130tam,oti,HuntJu00,pass_att,0,,,,,
player,201509130tam,oti,HuntJu00,pass_yds,0,,,,,
player,201509130tam,oti,HuntJu00,pass_td,0,,,,,
player,201509130tam,oti,HuntJu00,pass_int,0,,,,,
player,201509130tam,oti,HuntJu00,pass_sacked,0,,,,,
player,201509130tam,oti,HuntJu00,pass_sacked_yds,0,,,,,
player,201509130tam,oti,HuntJu00,pass_long,0,,,,,
player,201509130tam,oti,HuntJu00,pass_rating,,,,,,
player,201509130tam,oti,HuntJu00,rush_att,0,,,,,
player,201509130tam,oti,HuntJu00,rush_yds,0,,,,,
player,201509130tam,oti,HuntJu00,rush_td,0,,,,,
player,201509130tam,oti,HuntJu00,rush_long,0,,,,,
player,201509130tam,oti,HuntJu00,targets,2,,,,,
player,201509130tam,oti,HuntJu00,rec,1,,,,,
player,201509130tam,oti,HuntJu00,rec_yds,11,,,,,
player,201509130tam,oti,HuntJu00,rec_td,0,,,,,
player,201509130tam,oti,HuntJu00,rec_long,11,,,,,
player,201509130tam,oti,HuntJu00,fumbles,0,,,,,
player,201509130tam,oti,HuntJu00,fumbles_lost,0,,,,,
player,201509130tam,oti,MettZa00,pass_cmp,0,,,,,
player,201509130tam,oti,MettZa00,pass_att,0,,,,,
player,201509130tam,oti,MettZa00,pass_yds,0,,,,,
player,201509130tam,oti,MettZa00,pass_td,0,,,,,
player,201509130tam,oti,MettZa00,pass_int,0,,,,,
player,201509130tam,oti,MettZa00,pass_sacked,0,,,,,
player,201509130tam,oti,MettZa00,pass_sacked_yds,0,,,,,
player,201509130tam,oti,MettZa00,pass_long,0,,,,,
player,201509130tam,oti,MettZa00,pass_rating,,,,,,
player,201509130tam,oti,MettZa00,rush_att,3,,,,,
player,201509130tam,oti,MettZa00,rush_yds,-5,,,,,
player,201509130tam,oti,MettZa00,rush_td,0,,,,,
player,201509130tam,oti,MettZa00,rush_long,-1,,,,,
player,201509130tam,oti,MettZa00,targets,0,,,,,
player,201509130tam,oti,MettZa00,rec,0,,,,,
player,201509130tam,oti,MettZa00,rec_yds,0,,,,,
player,201509130tam,oti,MettZa00,rec_td,0,,,,,
player,201509130tam,oti,MettZa00,rec_long,0,,,,,
player,201509130tam,oti,MettZa00,fumbles,0,,,,,
player,201509130tam,oti,MettZa00,fumbles_lost,0,,,,,
player,201509130tam,tam,WinsJa00,pass_cmp,16,,,,,
player,201509130tam,tam,WinsJa00,pass_att,33,,,,,
player,201509130tam,tam,WinsJa00,pass_yds,210,,,,,
player,201509130tam,tam,WinsJa00,pass_td,2,,,,,
player,201509130tam,tam,WinsJa00,pass_int,2,,,,,
player,201509130tam,tam,WinsJa00,pass_sacked,4,,,,,
player,201509130tam,tam,WinsJa00,pass_sacked_yds,29,,,,,
player,201509130tam,tam,WinsJa00,pass_long,41,,,,,
player,201509130tam,tam,WinsJa00,pass_rating,64.0,,,,,
player,201509130tam,tam,WinsJa00,rush_att,6,,,,,
player,201509130tam,tam,WinsJa00,rush_yds,18,,,,,
player,201509130tam,tam,WinsJa00,rush_td,0,,,,,
player,201509130tam,tam,WinsJa00,rush_long,8,,,,,
player,201509130tam,tam,WinsJa00,targets,0,,,,,
player,201509130tam,tam,WinsJa00,rec,0,,,,,
player,201509130tam,tam,WinsJa00,rec_yds,0,,,,,
player,201509130tam,tam,WinsJa00,rec_td,0,,,,,
player,201509130tam,tam,WinsJa00,rec_long,0,,,,,
player,201509130tam,tam,WinsJa00,fumbles,2,,,,,
player,201509130tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201509130tam,tam,MartDo00,pass_cmp,0,,,,,
player,201509130tam,tam,MartDo00,pass_att,0,,,,,
player,201509130tam,tam,MartDo00,pass_yds,0,,,,,
player,201509130tam,tam,MartDo00,pass_td,0,,,,,
player,201509130tam,tam,MartDo00,pass_int,0,,,,,
player,201509130tam,tam,MartDo00,pass_sacked,0,,,,,
player,201509130tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201509130tam,tam,MartDo00,pass_long,0,,,,,
player,201509130tam,tam,MartDo00,pass_rating,,,,,,
player,201509130tam,tam,MartDo00,rush_att,11,,,,,
player,201509130tam,tam,MartDo00,rush_yds,52,,,,,
player,201509130tam,tam,MartDo00,rush_td,0,,,,,
player,201509130tam,tam,MartDo00,rush_long,14,,,,,
player,201509130tam,tam,MartDo00,targets,1,,,,,
player,201509130tam,tam,MartDo00,rec,1,,,,,
player,201509130tam,tam,MartDo00,rec_yds,2,,,,,
player,201509130tam,tam,MartDo00,rec_td,0,,,,,
player,201509130tam,tam,MartDo00,rec_long,2,,,,,
player,201509130tam,tam,MartDo00,fumbles,0,,,,,
player,201509130tam,tam,MartDo00,fumbles_lost,0,,,,,
player,201509130tam,tam,SimsCh00,pass_cmp,0,,,,,
player,201509130tam,tam,SimsCh00,pass_att,0,,,,,
player,201509130tam,tam,SimsCh00,pass_yds,0,,,,,
player,201509130tam,tam,SimsCh00,pass_td,0,,,,,
player,201509130tam,tam,SimsCh00,pass_int,0,,,,,
player,201509130tam,tam,SimsCh00,pass_sacked,0,,,,,
player,201509130tam,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201509130tam,tam,SimsCh00,pass_long,0,,,,,
player,201509130tam,tam,SimsCh00,pass_rating,,,,,,
player,201509130tam,tam,SimsCh00,rush_att,5,,,,,
player,201509130tam,tam,SimsCh00,rush_yds,12,,,,,
player,201509130tam,tam,SimsCh00,rush_td,0,,,,,
player,201509130tam,tam,SimsCh00,rush_long,7,,,,,
player,201509130tam,tam,SimsCh00,targets,5,,,,,
player,201509130tam,tam,SimsCh00,rec,2,,,,,
player,201509130tam,tam,SimsCh00,rec_yds,23,,,,,
player,201509130tam,tam,SimsCh00,rec_td,0,,,,,
player,201509130tam,tam,SimsCh00,rec_long,18,,,,,
player,201509130tam,tam,SimsCh00,fumbles,0,,,,,
player,201509130tam,tam,SimsCh00,fumbles_lost,0,,,,,
player,201509130tam,tam,RainBo00,pass_cmp,0,,,,,
player,201509130tam,tam,RainBo00,pass_att,0,,,,,
player,201509130tam,tam,RainBo00,pass_yds,0,,,,,
player,201509130tam,tam,RainBo00,pass_td,0,,,,,
player,201509130tam,tam,RainBo00,pass_int,0,,,,,
player,201509130tam,tam,RainBo00,pass_sacked,0,,,,,
player,201509130tam,tam,RainBo00,pass_sacked_yds,0,,,,,
player,201509130tam,tam,RainBo00,pass_long,0,,,,,
player,201509130tam,tam,RainBo00,pass_rating,,,,,,
player,201509130tam,tam,RainBo00,rush_att,3,,,,,
player,201509130tam,tam,RainBo00,rush_yds,10,,,,,
player,201509130tam,tam,RainBo00,rush_td,0,,,,,
player,201509130tam,tam,RainBo00,rush_long,7,,,,,
player,201509130tam,tam,RainBo00,targets,1,,,,,
player,201509130tam,tam,RainBo00,rec,1,,,,,
player,201509130tam,tam,RainBo00,rec_yds,4,,,,,
player,201509130tam,tam,RainBo00,rec_td,0,,,,,
player,201509130tam,tam,RainBo00,rec_long,4,,,,,
player,201509130tam,tam,RainBo00,fumbles,0,,,,,
player,201509130tam,tam,RainBo00,fumbles_lost,0,,,,,
player,201509130tam,tam,SefeAu00,pass_cmp,0,,,,,
player,201509130tam,tam,SefeAu00,pass_att,0,,,,,
player,201509130tam,tam,SefeAu00,pass_yds,0,,,,,
player,201509130tam,tam,SefeAu00,pass_td,0,,,,,
player,201509130tam,tam,SefeAu00,pass_int,0,,,,,
player,201509130tam,tam,SefeAu00,pass_sacked,0,,,,,
player,201509130tam,tam,SefeAu00,pass_sacked_yds,0,,,,,
player,201509130tam,tam,SefeAu00,pass_long,0,,,,,
player,201509130tam,tam,SefeAu00,pass_rating,,,,,,
player,201509130tam,tam,SefeAu00,rush_att,0,,,,,
player,201509130tam,tam,SefeAu00,rush_yds,0,,,,,
player,201509130tam,tam,SefeAu00,rush_td,0,,,,,
player,201509130tam,tam,SefeAu00,rush_long,0,,,,,
player,201509130tam,tam,SefeAu00,targets,7,,,,,
player,201509130tam,tam,SefeAu00,rec,5,,,,,
player,201509130tam,tam,SefeAu00,rec_yds,110,,,,,
player,201509130tam,tam,SefeAu00,rec_td,2,,,,,
player,201509130tam,tam,SefeAu00,rec_long,41,,,,,
player,201509130tam,tam,SefeAu00,fumbles,0,,,,,
player,201509130tam,tam,SefeAu00,fumbles_lost,0,,,,,
player,201509130tam,tam,JackVi00,pass_cmp,0,,,,,
player,201509130tam,tam,JackVi00,pass_att,0,,,,,
player,201509130tam,tam,JackVi00,pass_yds,0,,,,,
player,201509130tam,tam,JackVi00,pass_td,0,,,,,
player,201509130tam,tam,JackVi00,pass_int,0,,,,,
player,201509130tam,tam,JackVi00,pass_sacked,0,,,,,
player,201509130tam,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201509130tam,tam,JackVi00,pass_long,0,,,,,
player,201509130tam,tam,JackVi00,pass_rating,,,,,,
player,201509130tam,tam,JackVi00,rush_att,0,,,,,
player,201509130tam,tam,JackVi00,rush_yds,0,,,,,
player,201509130tam,tam,JackVi00,rush_td,0,,,,,
player,201509130tam,tam,JackVi00,rush_long,0,,,,,
player,201509130tam,tam,JackVi00,targets,11,,,,,
player,201509130tam,tam,JackVi00,rec,4,,,,,
player,201509130tam,tam,JackVi00,rec_yds,51,,,,,
player,201509130tam,tam,JackVi00,rec_td,0,,,,,
player,201509130tam,tam,JackVi00,rec_long,18,,,,,
player,201509130tam,tam,JackVi00,fumbles,0,,,,,
player,201509130tam,tam,JackVi00,fumbles_lost,0,,,,,
player,201509130tam,tam,HumpAd00,pass_cmp,0,,,,,
player,201509130tam,tam,HumpAd00,pass_att,0,,,,,
player,201509130tam,tam,HumpAd00,pass_yds,0,,,,,
player,201509130tam,tam,HumpAd00,pass_td,0,,,,,
player,201509130tam,tam,HumpAd00,pass_int,0,,,,,
player,201509130tam,tam,HumpAd00,pass_sacked,0,,,,,
player,201509130tam,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201509130tam,tam,HumpAd00,pass_long,0,,,,,
player,201509130tam,tam,HumpAd00,pass_rating,,,,,,
player,201509130tam,tam,HumpAd00,rush_att,0,,,,,
player,201509130tam,tam,HumpAd00,rush_yds,0,,,,,
player,201509130tam,tam,HumpAd00,rush_td,0,,,,,
player,201509130tam,tam,HumpAd00,rush_long,0,,,,,
player,201509130tam,tam,HumpAd00,targets,4,,,,,
player,201509130tam,tam,HumpAd00,rec,2,,,,,
player,201509130tam,tam,HumpAd00,rec_yds,14,,,,,
player,201509130tam,tam,HumpAd00,rec_td,0,,,,,
player,201509130tam,tam,HumpAd00,rec_long,12,,,,,
player,201509130tam,tam,HumpAd00,fumbles,0,,,,,
player,201509130tam,tam,HumpAd00,fumbles_lost,0,,,,,
player,201509130tam,tam,ShepRu00,pass_cmp,0,,,,,
player,201509130tam,tam,ShepRu00,pass_att,0,,,,,
player,201509130tam,tam,ShepRu00,pass_yds,0,,,,,
player,201509130tam,tam,ShepRu00,pass_td,0,,,,,
player,201509130tam,tam,ShepRu00,pass_int,0,,,,,
player,201509130tam,tam,ShepRu00,pass_sacked,0,,,,,
player,201509130tam,tam,ShepRu00,pass_sacked_yds,0,,,,,
player,201509130tam,tam,ShepRu00,pass_long,0,,,,,
player,201509130tam,tam,ShepRu00,pass_rating,,,,,,
player,201509130tam,tam,ShepRu00,rush_att,0,,,,,
player,201509130tam,tam,ShepRu00,rush_yds,0,,,,,
player,201509130tam,tam,ShepRu00,rush_td,0,,,,,
player,201509130tam,tam,ShepRu00,rush_long,0,,,,,
player,201509130tam,tam,ShepRu00,targets,1,,,,,
player,201509130tam,tam,ShepRu00,rec,1,,,,,
player,201509130tam,tam,ShepRu00,rec_yds,6,,,,,
player,201509130tam,tam,ShepRu00,rec_td,0,,,,,
player,201509130tam,tam,ShepRu00,rec_long,6,,,,,
player,201509130tam,tam,ShepRu00,fumbles,0,,,,,
player,201509130tam,tam,ShepRu00,fumbles_lost,0,,,,,
player,201509130tam,tam,LaneJo00,pass_cmp,0,,,,,
player,201509130tam,tam,LaneJo00,pass_att,0,,,,,
player,201509130tam,tam,LaneJo00,pass_yds,0,,,,,
player,201509130tam,tam,LaneJo00,pass_td,0,,,,,
player,201509130tam,tam,LaneJo00,pass_int,0,,,,,
player,201509130tam,tam,LaneJo00,pass_sacked,0,,,,,
player,201509130tam,tam,LaneJo00,pass_sacked_yds,0,,,,,
player,201509130tam,tam,LaneJo00,pass_long,0,,,,,
player,201509130tam,tam,LaneJo00,pass_rating,,,,,,
player,201509130tam,tam,LaneJo00,rush_att,1,,,,,
player,201509130tam,tam,LaneJo00,rush_yds,0,,,,,
player,201509130tam,tam,LaneJo00,rush_td,0,,,,,
player,201509130tam,tam,LaneJo00,rush_long,0,,,,,
player,201509130tam,tam,LaneJo00,targets,0,,,,,
player,201509130tam,tam,LaneJo00,rec,0,,,,,
player,201509130tam,tam,LaneJo00,rec_yds,0,,,,,
player,201509130tam,tam,LaneJo00,rec_td,0,,,,,
player,201509130tam,tam,LaneJo00,rec_long,0,,,,,
player,201509130tam,tam,LaneJo00,fumbles,0,,,,,
player,201509130tam,tam,LaneJo00,fumbles_lost,0,,,,,
player,201509130tam,tam,MurpLo00,pass_cmp,0,,,,,
player,201509130tam,tam,MurpLo00,pass_att,0,,,,,
player,201509130tam,tam,MurpLo00,pass_yds,0,,,,,
player,201509130tam,tam,MurpLo00,pass_td,0,,,,,
player,201509130tam,tam,MurpLo00,pass_int,0,,,,,
player,201509130tam,tam,MurpLo00,pass_sacked,0,,,,,
player,201509130tam,tam,MurpLo00,pass_sacked_yds,0,,,,,
player,201509130tam,tam,MurpLo00,pass_long,0,,,,,
player,201509130tam,tam,MurpLo00,pass_rating,,,,,,
player,201509130tam,tam,MurpLo00,rush_att,0,,,,,
player,201509130tam,tam,MurpLo00,rush_yds,0,,,,,
player,201509130tam,tam,MurpLo00,rush_td,0,,,,,
player,201509130tam,tam,MurpLo00,rush_long,0,,,,,
player,201509130tam,tam,MurpLo00,targets,3,,,,,
player,201509130tam,tam,MurpLo00,rec,0,,,,,
player,201509130tam,tam,MurpLo00,rec_yds,0,,,,,
player,201509130tam,tam,MurpLo00,rec_td,0,,,,,
player,201509130tam,tam,MurpLo00,rec_long,0,,,,,
player,201509130tam,tam,MurpLo00,fumbles,0,,,,,
player,201509130tam,tam,MurpLo00,fumbles_lost,0,,,,,
player,201509130tam,oti,MounDe00,def_int,1,,,,,
player,201509130tam,oti,MounDe00,def_int_yds,8,,,,,
player,201509130tam,oti,MounDe00,def_int_td,0,,,,,
player,201509130tam,oti,MounDe00,def_int_long,8,,,,,
player,201509130tam,oti,MounDe00,pass_defended,1,,,,,
player,201509130tam,oti,MounDe00,sacks,0.0,,,,,
player,201509130tam,oti,MounDe00,tackles_combined,0,,,,,
player,201509130tam,oti,MounDe00,tackles_solo,0,,,,,
player,201509130tam,oti,MounDe00,tackles_assists,0,,,,,
player,201509130tam,oti,MounDe00,tackles_loss,0,,,,,
player,201509130tam,oti,MounDe00,qb_hits,0,,,,,
player,201509130tam,oti,MounDe00,fumbles_rec,0,,,,,
player,201509130tam,oti,MounDe00,fumbles_rec_yds,0,,,,,
player,201509130tam,oti,MounDe00,fumbles_rec_td,0,,,,,
player,201509130tam,oti,MounDe00,fumbles_forced,0,,,,,
player,201509130tam,oti,SensCo00,def_int,1,,,,,
player,201509130tam,oti,SensCo00,def_int_yds,26,,,,,
player,201509130tam,oti,SensCo00,def_int_td,1,,,,,
player,201509130tam,oti,SensCo00,def_int_long,26,,,,,
player,201509130tam,oti,SensCo00,pass_defended,1,,,,,
player,201509130tam,oti,SensCo00,sacks,0.0,,,,,
player,201509130tam,oti,SensCo00,tackles_combined,0,,,,,
player,201509130tam,oti,SensCo00,tackles_solo,0,,,,,
player,201509130tam,oti,SensCo00,tackles_assists,0,,,,,
player,201509130tam,oti,SensCo00,tackles_loss,0,,,,,
player,201509130tam,oti,SensCo00,qb_hits,0,,,,,
player,201509130tam,oti,SensCo00,fumbles_rec,0,,,,,
player,201509130tam,oti,SensCo00,fumbles_rec_yds,0,,,,,
player,201509130tam,oti,SensCo00,fumbles_rec_td,0,,,,,
player,201509130tam,oti,SensCo00,fumbles_forced,0,,,,,
player,201509130tam,oti,MorgDe99,def_int,0,,,,,
player,201509130tam,oti,MorgDe99,def_int_yds,0,,,,,
player,201509130tam,oti,MorgDe99,def_int_td,0,,,,,
player,201509130tam,oti,MorgDe99,def_int_long,0,,,,,
player,201509130tam,oti,MorgDe99,pass_defended,0,,,,,
player,201509130tam,oti,MorgDe99,sacks,2.0,,,,,
