game,2015,9,20151108,201511080tam,nyg,"New York Giants",32,tam,"Tampa Bay Buccaneers",18
player,201511080tam,nyg,WillAn00,rush_yds,30,,,,,
player,201511080tam,nyg,WillAn00,rush_td,0,,,,,
player,201511080tam,nyg,WillAn00,rush_long,11,,,,,
player,201511080tam,nyg,WillAn00,targets,1,,,,,
player,201511080tam,nyg,WillAn00,rec,1,,,,,
player,201511080tam,nyg,WillAn00,rec_yds,7,,,,,
player,201511080tam,nyg,WillAn00,rec_td,0,,,,,
player,201511080tam,nyg,WillAn00,rec_long,7,,,,,
player,201511080tam,nyg,WillAn00,fumbles,0,,,,,
player,201511080tam,nyg,WillAn00,fumbles_lost,0,,,,,
player,201511080tam,nyg,DarkOr00,pass_cmp,0,,,,,
player,201511080tam,nyg,DarkOr00,pass_att,0,,,,,
player,201511080tam,nyg,DarkOr00,pass_yds,0,,,,,
player,201511080tam,nyg,DarkOr00,pass_td,0,,,,,
player,201511080tam,nyg,DarkOr00,pass_int,0,,,,,
player,201511080tam,nyg,DarkOr00,pass_sacked,0,,,,,
player,201511080tam,nyg,DarkOr00,pass_sacked_yds,0,,,,,
player,201511080tam,nyg,DarkOr00,pass_long,0,,,,,
player,201511080tam,nyg,DarkOr00,pass_rating,,,,,,
player,201511080tam,nyg,DarkOr00,rush_att,6,,,,,
player,201511080tam,nyg,DarkOr00,rush_yds,23,,,,,
player,201511080tam,nyg,DarkOr00,rush_td,0,,,,,
player,201511080tam,nyg,DarkOr00,rush_long,9,,,,,
player,201511080tam,nyg,DarkOr00,targets,0,,,,,
player,201511080tam,nyg,DarkOr00,rec,0,,,,,
player,201511080tam,nyg,DarkOr00,rec_yds,0,,,,,
player,201511080tam,nyg,DarkOr00,rec_td,0,,,,,
player,201511080tam,nyg,DarkOr00,rec_long,0,,,,,
player,201511080tam,nyg,DarkOr00,fumbles,0,,,,,
player,201511080tam,nyg,DarkOr00,fumbles_lost,0,,,,,
player,201511080tam,nyg,VereSh00,pass_cmp,0,,,,,
player,201511080tam,nyg,VereSh00,pass_att,0,,,,,
player,201511080tam,nyg,VereSh00,pass_yds,0,,,,,
player,201511080tam,nyg,VereSh00,pass_td,0,,,,,
player,201511080tam,nyg,VereSh00,pass_int,0,,,,,
player,201511080tam,nyg,VereSh00,pass_sacked,0,,,,,
player,201511080tam,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201511080tam,nyg,VereSh00,pass_long,0,,,,,
player,201511080tam,nyg,VereSh00,pass_rating,,,,,,
player,201511080tam,nyg,VereSh00,rush_att,6,,,,,
player,201511080tam,nyg,VereSh00,rush_yds,14,,,,,
player,201511080tam,nyg,VereSh00,rush_td,0,,,,,
player,201511080tam,nyg,VereSh00,rush_long,8,,,,,
player,201511080tam,nyg,VereSh00,targets,4,,,,,
player,201511080tam,nyg,VereSh00,rec,4,,,,,
player,201511080tam,nyg,VereSh00,rec_yds,29,,,,,
player,201511080tam,nyg,VereSh00,rec_td,1,,,,,
player,201511080tam,nyg,VereSh00,rec_long,10,,,,,
player,201511080tam,nyg,VereSh00,fumbles,0,,,,,
player,201511080tam,nyg,VereSh00,fumbles_lost,0,,,,,
player,201511080tam,nyg,BeckOd00,pass_cmp,0,,,,,
player,201511080tam,nyg,BeckOd00,pass_att,0,,,,,
player,201511080tam,nyg,BeckOd00,pass_yds,0,,,,,
player,201511080tam,nyg,BeckOd00,pass_td,0,,,,,
player,201511080tam,nyg,BeckOd00,pass_int,0,,,,,
player,201511080tam,nyg,BeckOd00,pass_sacked,0,,,,,
player,201511080tam,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201511080tam,nyg,BeckOd00,pass_long,0,,,,,
player,201511080tam,nyg,BeckOd00,pass_rating,,,,,,
player,201511080tam,nyg,BeckOd00,rush_att,0,,,,,
player,201511080tam,nyg,BeckOd00,rush_yds,0,,,,,
player,201511080tam,nyg,BeckOd00,rush_td,0,,,,,
player,201511080tam,nyg,BeckOd00,rush_long,0,,,,,
player,201511080tam,nyg,BeckOd00,targets,17,,,,,
player,201511080tam,nyg,BeckOd00,rec,9,,,,,
player,201511080tam,nyg,BeckOd00,rec_yds,105,,,,,
player,201511080tam,nyg,BeckOd00,rec_td,0,,,,,
player,201511080tam,nyg,BeckOd00,rec_long,24,,,,,
player,201511080tam,nyg,BeckOd00,fumbles,1,,,,,
player,201511080tam,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201511080tam,nyg,RandRu00,pass_cmp,0,,,,,
player,201511080tam,nyg,RandRu00,pass_att,0,,,,,
player,201511080tam,nyg,RandRu00,pass_yds,0,,,,,
player,201511080tam,nyg,RandRu00,pass_td,0,,,,,
player,201511080tam,nyg,RandRu00,pass_int,0,,,,,
player,201511080tam,nyg,RandRu00,pass_sacked,0,,,,,
player,201511080tam,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201511080tam,nyg,RandRu00,pass_long,0,,,,,
player,201511080tam,nyg,RandRu00,pass_rating,,,,,,
player,201511080tam,nyg,RandRu00,rush_att,0,,,,,
player,201511080tam,nyg,RandRu00,rush_yds,0,,,,,
player,201511080tam,nyg,RandRu00,rush_td,0,,,,,
player,201511080tam,nyg,RandRu00,rush_long,0,,,,,
player,201511080tam,nyg,RandRu00,targets,5,,,,,
player,201511080tam,nyg,RandRu00,rec,5,,,,,
player,201511080tam,nyg,RandRu00,rec_yds,40,,,,,
player,201511080tam,nyg,RandRu00,rec_td,1,,,,,
player,201511080tam,nyg,RandRu00,rec_long,13,,,,,
player,201511080tam,nyg,RandRu00,fumbles,0,,,,,
player,201511080tam,nyg,RandRu00,fumbles_lost,0,,,,,
player,201511080tam,nyg,TyexWi00,pass_cmp,0,,,,,
player,201511080tam,nyg,TyexWi00,pass_att,0,,,,,
player,201511080tam,nyg,TyexWi00,pass_yds,0,,,,,
player,201511080tam,nyg,TyexWi00,pass_td,0,,,,,
player,201511080tam,nyg,TyexWi00,pass_int,0,,,,,
player,201511080tam,nyg,TyexWi00,pass_sacked,0,,,,,
player,201511080tam,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201511080tam,nyg,TyexWi00,pass_long,0,,,,,
player,201511080tam,nyg,TyexWi00,pass_rating,,,,,,
player,201511080tam,nyg,TyexWi00,rush_att,0,,,,,
player,201511080tam,nyg,TyexWi00,rush_yds,0,,,,,
player,201511080tam,nyg,TyexWi00,rush_td,0,,,,,
player,201511080tam,nyg,TyexWi00,rush_long,0,,,,,
player,201511080tam,nyg,TyexWi00,targets,6,,,,,
player,201511080tam,nyg,TyexWi00,rec,2,,,,,
player,201511080tam,nyg,TyexWi00,rec_yds,19,,,,,
player,201511080tam,nyg,TyexWi00,rec_td,0,,,,,
player,201511080tam,nyg,TyexWi00,rec_long,15,,,,,
player,201511080tam,nyg,TyexWi00,fumbles,0,,,,,
player,201511080tam,nyg,TyexWi00,fumbles_lost,0,,,,,
player,201511080tam,nyg,CunnJe00,pass_cmp,0,,,,,
player,201511080tam,nyg,CunnJe00,pass_att,0,,,,,
player,201511080tam,nyg,CunnJe00,pass_yds,0,,,,,
player,201511080tam,nyg,CunnJe00,pass_td,0,,,,,
player,201511080tam,nyg,CunnJe00,pass_int,0,,,,,
player,201511080tam,nyg,CunnJe00,pass_sacked,0,,,,,
player,201511080tam,nyg,CunnJe00,pass_sacked_yds,0,,,,,
player,201511080tam,nyg,CunnJe00,pass_long,0,,,,,
player,201511080tam,nyg,CunnJe00,pass_rating,,,,,,
player,201511080tam,nyg,CunnJe00,rush_att,0,,,,,
player,201511080tam,nyg,CunnJe00,rush_yds,0,,,,,
player,201511080tam,nyg,CunnJe00,rush_td,0,,,,,
player,201511080tam,nyg,CunnJe00,rush_long,0,,,,,
player,201511080tam,nyg,CunnJe00,targets,2,,,,,
player,201511080tam,nyg,CunnJe00,rec,2,,,,,
player,201511080tam,nyg,CunnJe00,rec_yds,10,,,,,
player,201511080tam,nyg,CunnJe00,rec_td,0,,,,,
player,201511080tam,nyg,CunnJe00,rec_long,6,,,,,
player,201511080tam,nyg,CunnJe00,fumbles,0,,,,,
player,201511080tam,nyg,CunnJe00,fumbles_lost,0,,,,,
player,201511080tam,nyg,WhitMy00,pass_cmp,0,,,,,
player,201511080tam,nyg,WhitMy00,pass_att,0,,,,,
player,201511080tam,nyg,WhitMy00,pass_yds,0,,,,,
player,201511080tam,nyg,WhitMy00,pass_td,0,,,,,
player,201511080tam,nyg,WhitMy00,pass_int,0,,,,,
player,201511080tam,nyg,WhitMy00,pass_sacked,0,,,,,
player,201511080tam,nyg,WhitMy00,pass_sacked_yds,0,,,,,
player,201511080tam,nyg,WhitMy00,pass_long,0,,,,,
player,201511080tam,nyg,WhitMy00,pass_rating,,,,,,
player,201511080tam,nyg,WhitMy00,rush_att,0,,,,,
player,201511080tam,nyg,WhitMy00,rush_yds,0,,,,,
player,201511080tam,nyg,WhitMy00,rush_td,0,,,,,
player,201511080tam,nyg,WhitMy00,rush_long,0,,,,,
player,201511080tam,nyg,WhitMy00,targets,1,,,,,
player,201511080tam,nyg,WhitMy00,rec,1,,,,,
player,201511080tam,nyg,WhitMy00,rec_yds,3,,,,,
player,201511080tam,nyg,WhitMy00,rec_td,0,,,,,
player,201511080tam,nyg,WhitMy00,rec_long,3,,,,,
player,201511080tam,nyg,WhitMy00,fumbles,0,,,,,
player,201511080tam,nyg,WhitMy00,fumbles_lost,0,,,,,
player,201511080tam,nyg,HarrDw00,pass_cmp,0,,,,,
player,201511080tam,nyg,HarrDw00,pass_att,0,,,,,
player,201511080tam,nyg,HarrDw00,pass_yds,0,,,,,
player,201511080tam,nyg,HarrDw00,pass_td,0,,,,,
player,201511080tam,nyg,HarrDw00,pass_int,0,,,,,
player,201511080tam,nyg,HarrDw00,pass_sacked,0,,,,,
player,201511080tam,nyg,HarrDw00,pass_sacked_yds,0,,,,,
player,201511080tam,nyg,HarrDw00,pass_long,0,,,,,
player,201511080tam,nyg,HarrDw00,pass_rating,,,,,,
player,201511080tam,nyg,HarrDw00,rush_att,0,,,,,
player,201511080tam,nyg,HarrDw00,rush_yds,0,,,,,
player,201511080tam,nyg,HarrDw00,rush_td,0,,,,,
player,201511080tam,nyg,HarrDw00,rush_long,0,,,,,
player,201511080tam,nyg,HarrDw00,targets,3,,,,,
player,201511080tam,nyg,HarrDw00,rec,1,,,,,
player,201511080tam,nyg,HarrDw00,rec_yds,1,,,,,
player,201511080tam,nyg,HarrDw00,rec_td,0,,,,,
player,201511080tam,nyg,HarrDw00,rec_long,1,,,,,
player,201511080tam,nyg,HarrDw00,fumbles,0,,,,,
player,201511080tam,nyg,HarrDw00,fumbles_lost,0,,,,,
player,201511080tam,tam,WinsJa00,pass_cmp,19,,,,,
player,201511080tam,tam,WinsJa00,pass_att,36,,,,,
player,201511080tam,tam,WinsJa00,pass_yds,247,,,,,
player,201511080tam,tam,WinsJa00,pass_td,0,,,,,
player,201511080tam,tam,WinsJa00,pass_int,0,,,,,
player,201511080tam,tam,WinsJa00,pass_sacked,0,,,,,
player,201511080tam,tam,WinsJa00,pass_sacked_yds,0,,,,,
player,201511080tam,tam,WinsJa00,pass_long,68,,,,,
player,201511080tam,tam,WinsJa00,pass_rating,74.7,,,,,
player,201511080tam,tam,WinsJa00,rush_att,3,,,,,
player,201511080tam,tam,WinsJa00,rush_yds,24,,,,,
player,201511080tam,tam,WinsJa00,rush_td,1,,,,,
player,201511080tam,tam,WinsJa00,rush_long,12,,,,,
player,201511080tam,tam,WinsJa00,targets,0,,,,,
player,201511080tam,tam,WinsJa00,rec,0,,,,,
player,201511080tam,tam,WinsJa00,rec_yds,0,,,,,
player,201511080tam,tam,WinsJa00,rec_td,0,,,,,
player,201511080tam,tam,WinsJa00,rec_long,0,,,,,
player,201511080tam,tam,WinsJa00,fumbles,0,,,,,
player,201511080tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201511080tam,tam,SimsCh00,pass_cmp,0,,,,,
player,201511080tam,tam,SimsCh00,pass_att,0,,,,,
player,201511080tam,tam,SimsCh00,pass_yds,0,,,,,
player,201511080tam,tam,SimsCh00,pass_td,0,,,,,
player,201511080tam,tam,SimsCh00,pass_int,0,,,,,
player,201511080tam,tam,SimsCh00,pass_sacked,0,,,,,
player,201511080tam,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201511080tam,tam,SimsCh00,pass_long,0,,,,,
player,201511080tam,tam,SimsCh00,pass_rating,,,,,,
player,201511080tam,tam,SimsCh00,rush_att,8,,,,,
player,201511080tam,tam,SimsCh00,rush_yds,78,,,,,
player,201511080tam,tam,SimsCh00,rush_td,0,,,,,
player,201511080tam,tam,SimsCh00,rush_long,59,,,,,
player,201511080tam,tam,SimsCh00,targets,2,,,,,
player,201511080tam,tam,SimsCh00,rec,1,,,,,
player,201511080tam,tam,SimsCh00,rec_yds,4,,,,,
player,201511080tam,tam,SimsCh00,rec_td,0,,,,,
player,201511080tam,tam,SimsCh00,rec_long,4,,,,,
player,201511080tam,tam,SimsCh00,fumbles,1,,,,,
player,201511080tam,tam,SimsCh00,fumbles_lost,1,,,,,
player,201511080tam,tam,MartDo00,pass_cmp,0,,,,,
player,201511080tam,tam,MartDo00,pass_att,0,,,,,
player,201511080tam,tam,MartDo00,pass_yds,0,,,,,
player,201511080tam,tam,MartDo00,pass_td,0,,,,,
player,201511080tam,tam,MartDo00,pass_int,0,,,,,
player,201511080tam,tam,MartDo00,pass_sacked,0,,,,,
player,201511080tam,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201511080tam,tam,MartDo00,pass_long,0,,,,,
player,201511080tam,tam,MartDo00,pass_rating,,,,,,
player,201511080tam,tam,MartDo00,rush_att,11,,,,,
player,201511080tam,tam,MartDo00,rush_yds,31,,,,,
player,201511080tam,tam,MartDo00,rush_td,0,,,,,
player,201511080tam,tam,MartDo00,rush_long,5,,,,,
player,201511080tam,tam,MartDo00,targets,4,,,,,
player,201511080tam,tam,MartDo00,rec,2,,,,,
player,201511080tam,tam,MartDo00,rec_yds,12,,,,,
player,201511080tam,tam,MartDo00,rec_td,0,,,,,
player,201511080tam,tam,MartDo00,rec_long,10,,,,,
player,201511080tam,tam,MartDo00,fumbles,1,,,,,
player,201511080tam,tam,MartDo00,fumbles_lost,1,,,,,
player,201511080tam,tam,RainBo00,pass_cmp,0,,,,,
player,201511080tam,tam,RainBo00,pass_att,0,,,,,
player,201511080tam,tam,RainBo00,pass_yds,0,,,,,
player,201511080tam,tam,RainBo00,pass_td,0,,,,,
player,201511080tam,tam,RainBo00,pass_int,0,,,,,
player,201511080tam,tam,RainBo00,pass_sacked,0,,,,,
player,201511080tam,tam,RainBo00,pass_sacked_yds,0,,,,,
player,201511080tam,tam,RainBo00,pass_long,0,,,,,
player,201511080tam,tam,RainBo00,pass_rating,,,,,,
player,201511080tam,tam,RainBo00,rush_att,1,,,,,
player,201511080tam,tam,RainBo00,rush_yds,3,,,,,
player,201511080tam,tam,RainBo00,rush_td,0,,,,,
player,201511080tam,tam,RainBo00,rush_long,3,,,,,
player,201511080tam,tam,RainBo00,targets,0,,,,,
player,201511080tam,tam,RainBo00,rec,0,,,,,
player,201511080tam,tam,RainBo00,rec_yds,0,,,,,
player,201511080tam,tam,RainBo00,rec_td,0,,,,,
player,201511080tam,tam,RainBo00,rec_long,0,,,,,
player,201511080tam,tam,RainBo00,fumbles,1,,,,,
player,201511080tam,tam,RainBo00,fumbles_lost,0,,,,,
player,201511080tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201511080tam,tam,EvanMi00,pass_att,0,,,,,
player,201511080tam,tam,EvanMi00,pass_yds,0,,,,,
player,201511080tam,tam,EvanMi00,pass_td,0,,,,,
player,201511080tam,tam,EvanMi00,pass_int,0,,,,,
player,201511080tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201511080tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201511080tam,tam,EvanMi00,pass_long,0,,,,,
player,201511080tam,tam,EvanMi00,pass_rating,,,,,,
player,201511080tam,tam,EvanMi00,rush_att,0,,,,,
player,201511080tam,tam,EvanMi00,rush_yds,0,,,,,
player,201511080tam,tam,EvanMi00,rush_td,0,,,,,
player,201511080tam,tam,EvanMi00,rush_long,0,,,,,
player,201511080tam,tam,EvanMi00,targets,19,,,,,
player,201511080tam,tam,EvanMi00,rec,8,,,,,
player,201511080tam,tam,EvanMi00,rec_yds,150,,,,,
player,201511080tam,tam,EvanMi00,rec_td,0,,,,,
player,201511080tam,tam,EvanMi00,rec_long,68,,,,,
player,201511080tam,tam,EvanMi00,fumbles,1,,,,,
player,201511080tam,tam,EvanMi00,fumbles_lost,1,,,,,
player,201511080tam,tam,HumpAd00,pass_cmp,0,,,,,
player,201511080tam,tam,HumpAd00,pass_att,0,,,,,
player,201511080tam,tam,HumpAd00,pass_yds,0,,,,,
player,201511080tam,tam,HumpAd00,pass_td,0,,,,,
player,201511080tam,tam,HumpAd00,pass_int,0,,,,,
player,201511080tam,tam,HumpAd00,pass_sacked,0,,,,,
player,201511080tam,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201511080tam,tam,HumpAd00,pass_long,0,,,,,
player,201511080tam,tam,HumpAd00,pass_rating,,,,,,
player,201511080tam,tam,HumpAd00,rush_att,0,,,,,
player,201511080tam,tam,HumpAd00,rush_yds,0,,,,,
player,201511080tam,tam,HumpAd00,rush_td,0,,,,,
player,201511080tam,tam,HumpAd00,rush_long,0,,,,,
player,201511080tam,tam,HumpAd00,targets,5,,,,,
player,201511080tam,tam,HumpAd00,rec,5,,,,,
player,201511080tam,tam,HumpAd00,rec_yds,55,,,,,
player,201511080tam,tam,HumpAd00,rec_td,0,,,,,
player,201511080tam,tam,HumpAd00,rec_long,16,,,,,
player,201511080tam,tam,HumpAd00,fumbles,0,,,,,
player,201511080tam,tam,HumpAd00,fumbles_lost,0,,,,,
player,201511080tam,tam,BratCa00,pass_cmp,0,,,,,
player,201511080tam,tam,BratCa00,pass_att,0,,,,,
player,201511080tam,tam,BratCa00,pass_yds,0,,,,,
player,201511080tam,tam,BratCa00,pass_td,0,,,,,
player,201511080tam,tam,BratCa00,pass_int,0,,,,,
player,201511080tam,tam,BratCa00,pass_sacked,0,,,,,
player,201511080tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201511080tam,tam,BratCa00,pass_long,0,,,,,
player,201511080tam,tam,BratCa00,pass_rating,,,,,,
player,201511080tam,tam,BratCa00,rush_att,0,,,,,
player,201511080tam,tam,BratCa00,rush_yds,0,,,,,
player,201511080tam,tam,BratCa00,rush_td,0,,,,,
player,201511080tam,tam,BratCa00,rush_long,0,,,,,
player,201511080tam,tam,BratCa00,targets,1,,,,,
player,201511080tam,tam,BratCa00,rec,1,,,,,
player,201511080tam,tam,BratCa00,rec_yds,17,,,,,
player,201511080tam,tam,BratCa00,rec_td,0,,,,,
player,201511080tam,tam,BratCa00,rec_long,17,,,,,
player,201511080tam,tam,BratCa00,fumbles,0,,,,,
player,201511080tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201511080tam,tam,LaneJo00,pass_cmp,0,,,,,
player,201511080tam,tam,LaneJo00,pass_att,0,,,,,
player,201511080tam,tam,LaneJo00,pass_yds,0,,,,,
player,201511080tam,tam,LaneJo00,pass_td,0,,,,,
player,201511080tam,tam,LaneJo00,pass_int,0,,,,,
player,201511080tam,tam,LaneJo00,pass_sacked,0,,,,,
player,201511080tam,tam,LaneJo00,pass_sacked_yds,0,,,,,
player,201511080tam,tam,LaneJo00,pass_long,0,,,,,
player,201511080tam,tam,LaneJo00,pass_rating,,,,,,
player,201511080tam,tam,LaneJo00,rush_att,0,,,,,
player,201511080tam,tam,LaneJo00,rush_yds,0,,,,,
player,201511080tam,tam,LaneJo00,rush_td,0,,,,,
player,201511080tam,tam,LaneJo00,rush_long,0,,,,,
player,201511080tam,tam,LaneJo00,targets,1,,,,,
player,201511080tam,tam,LaneJo00,rec,1,,,,,
player,201511080tam,tam,LaneJo00,rec_yds,5,,,,,
player,201511080tam,tam,LaneJo00,rec_td,0,,,,,
player,201511080tam,tam,LaneJo00,rec_long,5,,,,,
player,201511080tam,tam,LaneJo00,fumbles,0,,,,,
player,201511080tam,tam,LaneJo00,fumbles_lost,0,,,,,
player,201511080tam,tam,DyexDo00,pass_cmp,0,,,,,
player,201511080tam,tam,DyexDo00,pass_att,0,,,,,
player,201511080tam,tam,DyexDo00,pass_yds,0,,,,,
player,201511080tam,tam,DyexDo00,pass_td,0,,,,,
player,201511080tam,tam,DyexDo00,pass_int,0,,,,,
player,201511080tam,tam,DyexDo00,pass_sacked,0,,,,,
player,201511080tam,tam,DyexDo00,pass_sacked_yds,0,,,,,
player,201511080tam,tam,DyexDo00,pass_long,0,,,,,
player,201511080tam,tam,DyexDo00,pass_rating,,,,,,
player,201511080tam,tam,DyexDo00,rush_att,0,,,,,
player,201511080tam,tam,DyexDo00,rush_yds,0,,,,,
player,201511080tam,tam,DyexDo00,rush_td,0,,,,,
player,201511080tam,tam,DyexDo00,rush_long,0,,,,,
player,201511080tam,tam,DyexDo00,targets,4,,,,,
player,201511080tam,tam,DyexDo00,rec,1,,,,,
player,201511080tam,tam,DyexDo00,rec_yds,4,,,,,
player,201511080tam,tam,DyexDo00,rec_td,0,,,,,
player,201511080tam,tam,DyexDo00,rec_long,4,,,,,
player,201511080tam,tam,DyexDo00,fumbles,0,,,,,
player,201511080tam,tam,DyexDo00,fumbles_lost,0,,,,,
player,201511080tam,nyg,BrinJa99,def_int,0,,,,,
player,201511080tam,nyg,BrinJa99,def_int_yds,0,,,,,
player,201511080tam,nyg,BrinJa99,def_int_td,0,,,,,
player,201511080tam,nyg,BrinJa99,def_int_long,0,,,,,
player,201511080tam,nyg,BrinJa99,pass_defended,0,,,,,
player,201511080tam,nyg,BrinJa99,sacks,0.0,,,,,
player,201511080tam,nyg,BrinJa99,tackles_combined,7,,,,,
player,201511080tam,nyg,BrinJa99,tackles_solo,5,,,,,
player,201511080tam,nyg,BrinJa99,tackles_assists,2,,,,,
player,201511080tam,nyg,BrinJa99,tackles_loss,1,,,,,
player,201511080tam,nyg,BrinJa99,qb_hits,0,,,,,
player,201511080tam,nyg,BrinJa99,fumbles_rec,1,,,,,
player,201511080tam,nyg,BrinJa99,fumbles_rec_yds,0,,,,,
player,201511080tam,nyg,BrinJa99,fumbles_rec_td,0,,,,,
player,201511080tam,nyg,BrinJa99,fumbles_forced,1,,,,,
player,201511080tam,nyg,CasiJo99,def_int,0,,,,,
player,201511080tam,nyg,CasiJo99,def_int_yds,0,,,,,
player,201511080tam,nyg,CasiJo99,def_int_td,0,,,,,
player,201511080tam,nyg,CasiJo99,def_int_long,0,,,,,
player,201511080tam,nyg,CasiJo99,pass_defended,0,,,,,
player,201511080tam,nyg,CasiJo99,sacks,0.0,,,,,
player,201511080tam,nyg,CasiJo99,tackles_combined,6,,,,,
player,201511080tam,nyg,CasiJo99,tackles_solo,6,,,,,
player,201511080tam,nyg,CasiJo99,tackles_assists,0,,,,,
player,201511080tam,nyg,CasiJo99,tackles_loss,0,,,,,
player,201511080tam,nyg,CasiJo99,qb_hits,0,,,,,
