game,2015,1,20150913,201509130htx,kan,"Kansas City Chiefs",27,htx,"Houston Texans",20
player,201509130htx,htx,PolkCh00,rec_yds,9,,,,,
player,201509130htx,htx,PolkCh00,rec_td,0,,,,,
player,201509130htx,htx,PolkCh00,rec_long,9,,,,,
player,201509130htx,htx,PolkCh00,fumbles,0,,,,,
player,201509130htx,htx,PolkCh00,fumbles_lost,0,,,,,
player,201509130htx,htx,WashNa00,pass_cmp,0,,,,,
player,201509130htx,htx,WashNa00,pass_att,0,,,,,
player,201509130htx,htx,WashNa00,pass_yds,0,,,,,
player,201509130htx,htx,WashNa00,pass_td,0,,,,,
player,201509130htx,htx,WashNa00,pass_int,0,,,,,
player,201509130htx,htx,WashNa00,pass_sacked,0,,,,,
player,201509130htx,htx,WashNa00,pass_sacked_yds,0,,,,,
player,201509130htx,htx,WashNa00,pass_long,0,,,,,
player,201509130htx,htx,WashNa00,pass_rating,,,,,,
player,201509130htx,htx,WashNa00,rush_att,0,,,,,
player,201509130htx,htx,WashNa00,rush_yds,0,,,,,
player,201509130htx,htx,WashNa00,rush_td,0,,,,,
player,201509130htx,htx,WashNa00,rush_long,0,,,,,
player,201509130htx,htx,WashNa00,targets,11,,,,,
player,201509130htx,htx,WashNa00,rec,6,,,,,
player,201509130htx,htx,WashNa00,rec_yds,105,,,,,
player,201509130htx,htx,WashNa00,rec_td,0,,,,,
player,201509130htx,htx,WashNa00,rec_long,32,,,,,
player,201509130htx,htx,WashNa00,fumbles,0,,,,,
player,201509130htx,htx,WashNa00,fumbles_lost,0,,,,,
player,201509130htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201509130htx,htx,HopkDe00,pass_att,0,,,,,
player,201509130htx,htx,HopkDe00,pass_yds,0,,,,,
player,201509130htx,htx,HopkDe00,pass_td,0,,,,,
player,201509130htx,htx,HopkDe00,pass_int,0,,,,,
player,201509130htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201509130htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201509130htx,htx,HopkDe00,pass_long,0,,,,,
player,201509130htx,htx,HopkDe00,pass_rating,,,,,,
player,201509130htx,htx,HopkDe00,rush_att,0,,,,,
player,201509130htx,htx,HopkDe00,rush_yds,0,,,,,
player,201509130htx,htx,HopkDe00,rush_td,0,,,,,
player,201509130htx,htx,HopkDe00,rush_long,0,,,,,
player,201509130htx,htx,HopkDe00,targets,13,,,,,
player,201509130htx,htx,HopkDe00,rec,9,,,,,
player,201509130htx,htx,HopkDe00,rec_yds,98,,,,,
player,201509130htx,htx,HopkDe00,rec_td,2,,,,,
player,201509130htx,htx,HopkDe00,rec_long,17,,,,,
player,201509130htx,htx,HopkDe00,fumbles,0,,,,,
player,201509130htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201509130htx,htx,ShorCe00,pass_cmp,0,,,,,
player,201509130htx,htx,ShorCe00,pass_att,0,,,,,
player,201509130htx,htx,ShorCe00,pass_yds,0,,,,,
player,201509130htx,htx,ShorCe00,pass_td,0,,,,,
player,201509130htx,htx,ShorCe00,pass_int,0,,,,,
player,201509130htx,htx,ShorCe00,pass_sacked,0,,,,,
player,201509130htx,htx,ShorCe00,pass_sacked_yds,0,,,,,
player,201509130htx,htx,ShorCe00,pass_long,0,,,,,
player,201509130htx,htx,ShorCe00,pass_rating,,,,,,
player,201509130htx,htx,ShorCe00,rush_att,0,,,,,
player,201509130htx,htx,ShorCe00,rush_yds,0,,,,,
player,201509130htx,htx,ShorCe00,rush_td,0,,,,,
player,201509130htx,htx,ShorCe00,rush_long,0,,,,,
player,201509130htx,htx,ShorCe00,targets,8,,,,,
player,201509130htx,htx,ShorCe00,rec,4,,,,,
player,201509130htx,htx,ShorCe00,rec_yds,57,,,,,
player,201509130htx,htx,ShorCe00,rec_td,0,,,,,
player,201509130htx,htx,ShorCe00,rec_long,20,,,,,
player,201509130htx,htx,ShorCe00,fumbles,0,,,,,
player,201509130htx,htx,ShorCe00,fumbles_lost,0,,,,,
player,201509130htx,htx,MumpKe00,pass_cmp,0,,,,,
player,201509130htx,htx,MumpKe00,pass_att,0,,,,,
player,201509130htx,htx,MumpKe00,pass_yds,0,,,,,
player,201509130htx,htx,MumpKe00,pass_td,0,,,,,
player,201509130htx,htx,MumpKe00,pass_int,0,,,,,
player,201509130htx,htx,MumpKe00,pass_sacked,0,,,,,
player,201509130htx,htx,MumpKe00,pass_sacked_yds,0,,,,,
player,201509130htx,htx,MumpKe00,pass_long,0,,,,,
player,201509130htx,htx,MumpKe00,pass_rating,,,,,,
player,201509130htx,htx,MumpKe00,rush_att,0,,,,,
player,201509130htx,htx,MumpKe00,rush_yds,0,,,,,
player,201509130htx,htx,MumpKe00,rush_td,0,,,,,
player,201509130htx,htx,MumpKe00,rush_long,0,,,,,
player,201509130htx,htx,MumpKe00,targets,3,,,,,
player,201509130htx,htx,MumpKe00,rec,2,,,,,
player,201509130htx,htx,MumpKe00,rec_yds,23,,,,,
player,201509130htx,htx,MumpKe00,rec_td,0,,,,,
player,201509130htx,htx,MumpKe00,rec_long,17,,,,,
player,201509130htx,htx,MumpKe00,fumbles,1,,,,,
player,201509130htx,htx,MumpKe00,fumbles_lost,0,,,,,
player,201509130htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201509130htx,htx,GrifRy00,pass_att,0,,,,,
player,201509130htx,htx,GrifRy00,pass_yds,0,,,,,
player,201509130htx,htx,GrifRy00,pass_td,0,,,,,
player,201509130htx,htx,GrifRy00,pass_int,0,,,,,
player,201509130htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201509130htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201509130htx,htx,GrifRy00,pass_long,0,,,,,
player,201509130htx,htx,GrifRy00,pass_rating,,,,,,
player,201509130htx,htx,GrifRy00,rush_att,0,,,,,
player,201509130htx,htx,GrifRy00,rush_yds,0,,,,,
player,201509130htx,htx,GrifRy00,rush_td,0,,,,,
player,201509130htx,htx,GrifRy00,rush_long,0,,,,,
player,201509130htx,htx,GrifRy00,targets,4,,,,,
player,201509130htx,htx,GrifRy00,rec,1,,,,,
player,201509130htx,htx,GrifRy00,rec_yds,18,,,,,
player,201509130htx,htx,GrifRy00,rec_td,0,,,,,
player,201509130htx,htx,GrifRy00,rec_long,18,,,,,
player,201509130htx,htx,GrifRy00,fumbles,0,,,,,
player,201509130htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201509130htx,htx,FiedC.00,pass_cmp,0,,,,,
player,201509130htx,htx,FiedC.00,pass_att,0,,,,,
player,201509130htx,htx,FiedC.00,pass_yds,0,,,,,
player,201509130htx,htx,FiedC.00,pass_td,0,,,,,
player,201509130htx,htx,FiedC.00,pass_int,0,,,,,
player,201509130htx,htx,FiedC.00,pass_sacked,0,,,,,
player,201509130htx,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201509130htx,htx,FiedC.00,pass_long,0,,,,,
player,201509130htx,htx,FiedC.00,pass_rating,,,,,,
player,201509130htx,htx,FiedC.00,rush_att,0,,,,,
player,201509130htx,htx,FiedC.00,rush_yds,0,,,,,
player,201509130htx,htx,FiedC.00,rush_td,0,,,,,
player,201509130htx,htx,FiedC.00,rush_long,0,,,,,
player,201509130htx,htx,FiedC.00,targets,1,,,,,
player,201509130htx,htx,FiedC.00,rec,1,,,,,
player,201509130htx,htx,FiedC.00,rec_yds,15,,,,,
player,201509130htx,htx,FiedC.00,rec_td,0,,,,,
player,201509130htx,htx,FiedC.00,rec_long,15,,,,,
player,201509130htx,htx,FiedC.00,fumbles,0,,,,,
player,201509130htx,htx,FiedC.00,fumbles_lost,0,,,,,
player,201509130htx,htx,GrahGa00,pass_cmp,0,,,,,
player,201509130htx,htx,GrahGa00,pass_att,0,,,,,
player,201509130htx,htx,GrahGa00,pass_yds,0,,,,,
player,201509130htx,htx,GrahGa00,pass_td,0,,,,,
player,201509130htx,htx,GrahGa00,pass_int,0,,,,,
player,201509130htx,htx,GrahGa00,pass_sacked,0,,,,,
player,201509130htx,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201509130htx,htx,GrahGa00,pass_long,0,,,,,
player,201509130htx,htx,GrahGa00,pass_rating,,,,,,
player,201509130htx,htx,GrahGa00,rush_att,0,,,,,
player,201509130htx,htx,GrahGa00,rush_yds,0,,,,,
player,201509130htx,htx,GrahGa00,rush_td,0,,,,,
player,201509130htx,htx,GrahGa00,rush_long,0,,,,,
player,201509130htx,htx,GrahGa00,targets,1,,,,,
player,201509130htx,htx,GrahGa00,rec,0,,,,,
player,201509130htx,htx,GrahGa00,rec_yds,0,,,,,
player,201509130htx,htx,GrahGa00,rec_td,0,,,,,
player,201509130htx,htx,GrahGa00,rec_long,0,,,,,
player,201509130htx,htx,GrahGa00,fumbles,0,,,,,
player,201509130htx,htx,GrahGa00,fumbles_lost,0,,,,,
player,201509130htx,kan,PeteMa00,def_int,1,,,,,
player,201509130htx,kan,PeteMa00,def_int_yds,0,,,,,
player,201509130htx,kan,PeteMa00,def_int_td,0,,,,,
player,201509130htx,kan,PeteMa00,def_int_long,0,,,,,
player,201509130htx,kan,PeteMa00,pass_defended,3,,,,,
player,201509130htx,kan,PeteMa00,sacks,0.0,,,,,
player,201509130htx,kan,PeteMa00,tackles_combined,7,,,,,
player,201509130htx,kan,PeteMa00,tackles_solo,5,,,,,
player,201509130htx,kan,PeteMa00,tackles_assists,2,,,,,
player,201509130htx,kan,PeteMa00,tackles_loss,0,,,,,
player,201509130htx,kan,PeteMa00,qb_hits,0,,,,,
player,201509130htx,kan,PeteMa00,fumbles_rec,0,,,,,
