game,2015,1,20150913,201509130sdg,det,"Detroit Lions",28,sdg,"San Diego Chargers",33
player,201509130sdg,sdg,RivePh00,defense,0,,,,,
player,201509130sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201509130sdg,sdg,RivePh00,special_teams,0,,,,,
player,201509130sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201509130sdg,sdg,BarkJo00,pos,T,,,,,
player,201509130sdg,sdg,BarkJo00,offense,73,,,,,
player,201509130sdg,sdg,BarkJo00,off_pct,97%,,,,,
player,201509130sdg,sdg,BarkJo00,defense,0,,,,,
player,201509130sdg,sdg,BarkJo00,def_pct,0%,,,,,
player,201509130sdg,sdg,BarkJo00,special_teams,5,,,,,
player,201509130sdg,sdg,BarkJo00,st_pct,17%,,,,,
player,201509130sdg,sdg,JohnSt00,pos,WR,,,,,
player,201509130sdg,sdg,JohnSt00,offense,69,,,,,
player,201509130sdg,sdg,JohnSt00,off_pct,92%,,,,,
player,201509130sdg,sdg,JohnSt00,defense,0,,,,,
player,201509130sdg,sdg,JohnSt00,def_pct,0%,,,,,
player,201509130sdg,sdg,JohnSt00,special_teams,0,,,,,
player,201509130sdg,sdg,JohnSt00,st_pct,0%,,,,,
player,201509130sdg,sdg,FloyMa00,pos,WR,,,,,
player,201509130sdg,sdg,FloyMa00,offense,67,,,,,
player,201509130sdg,sdg,FloyMa00,off_pct,89%,,,,,
player,201509130sdg,sdg,FloyMa00,defense,0,,,,,
player,201509130sdg,sdg,FloyMa00,def_pct,0%,,,,,
player,201509130sdg,sdg,FloyMa00,special_teams,1,,,,,
player,201509130sdg,sdg,FloyMa00,st_pct,3%,,,,,
player,201509130sdg,sdg,GreeLa00,pos,TE,,,,,
player,201509130sdg,sdg,GreeLa00,offense,63,,,,,
player,201509130sdg,sdg,GreeLa00,off_pct,84%,,,,,
player,201509130sdg,sdg,GreeLa00,defense,0,,,,,
player,201509130sdg,sdg,GreeLa00,def_pct,0%,,,,,
player,201509130sdg,sdg,GreeLa00,special_teams,2,,,,,
player,201509130sdg,sdg,GreeLa00,st_pct,7%,,,,,
player,201509130sdg,sdg,FlukDJ00,pos,G,,,,,
player,201509130sdg,sdg,FlukDJ00,offense,52,,,,,
player,201509130sdg,sdg,FlukDJ00,off_pct,69%,,,,,
player,201509130sdg,sdg,FlukDJ00,defense,0,,,,,
player,201509130sdg,sdg,FlukDJ00,def_pct,0%,,,,,
player,201509130sdg,sdg,FlukDJ00,special_teams,3,,,,,
player,201509130sdg,sdg,FlukDJ00,st_pct,10%,,,,,
player,201509130sdg,sdg,WoodDa02,pos,RB,,,,,
player,201509130sdg,sdg,WoodDa02,offense,39,,,,,
player,201509130sdg,sdg,WoodDa02,off_pct,52%,,,,,
player,201509130sdg,sdg,WoodDa02,defense,0,,,,,
player,201509130sdg,sdg,WoodDa02,def_pct,0%,,,,,
player,201509130sdg,sdg,WoodDa02,special_teams,2,,,,,
player,201509130sdg,sdg,WoodDa02,st_pct,7%,,,,,
player,201509130sdg,sdg,GordMe00,pos,RB,,,,,
player,201509130sdg,sdg,GordMe00,offense,35,,,,,
player,201509130sdg,sdg,GordMe00,off_pct,47%,,,,,
player,201509130sdg,sdg,GordMe00,defense,0,,,,,
player,201509130sdg,sdg,GordMe00,def_pct,0%,,,,,
player,201509130sdg,sdg,GordMe00,special_teams,0,,,,,
player,201509130sdg,sdg,GordMe00,st_pct,0%,,,,,
player,201509130sdg,sdg,HairCh00,pos,T,,,,,
player,201509130sdg,sdg,HairCh00,offense,24,,,,,
player,201509130sdg,sdg,HairCh00,off_pct,32%,,,,,
player,201509130sdg,sdg,HairCh00,defense,0,,,,,
player,201509130sdg,sdg,HairCh00,def_pct,0%,,,,,
player,201509130sdg,sdg,HairCh00,special_teams,5,,,,,
player,201509130sdg,sdg,HairCh00,st_pct,17%,,,,,
player,201509130sdg,sdg,JohnDa05,pos,TE,,,,,
player,201509130sdg,sdg,JohnDa05,offense,15,,,,,
player,201509130sdg,sdg,JohnDa05,off_pct,20%,,,,,
player,201509130sdg,sdg,JohnDa05,defense,0,,,,,
player,201509130sdg,sdg,JohnDa05,def_pct,0%,,,,,
player,201509130sdg,sdg,JohnDa05,special_teams,4,,,,,
player,201509130sdg,sdg,JohnDa05,st_pct,14%,,,,,
player,201509130sdg,sdg,OlivBr01,pos,RB,,,,,
player,201509130sdg,sdg,OlivBr01,offense,5,,,,,
player,201509130sdg,sdg,OlivBr01,off_pct,7%,,,,,
player,201509130sdg,sdg,OlivBr01,defense,0,,,,,
player,201509130sdg,sdg,OlivBr01,def_pct,0%,,,,,
player,201509130sdg,sdg,OlivBr01,special_teams,9,,,,,
player,201509130sdg,sdg,OlivBr01,st_pct,31%,,,,,
player,201509130sdg,sdg,MillKy00,pos,TE,,,,,
player,201509130sdg,sdg,MillKy00,offense,4,,,,,
player,201509130sdg,sdg,MillKy00,off_pct,5%,,,,,
player,201509130sdg,sdg,MillKy00,defense,0,,,,,
player,201509130sdg,sdg,MillKy00,def_pct,0%,,,,,
player,201509130sdg,sdg,MillKy00,special_teams,11,,,,,
player,201509130sdg,sdg,MillKy00,st_pct,38%,,,,,
player,201509130sdg,sdg,PhilJo00,pos,TE,,,,,
player,201509130sdg,sdg,PhilJo00,offense,2,,,,,
player,201509130sdg,sdg,PhilJo00,off_pct,3%,,,,,
player,201509130sdg,sdg,PhilJo00,defense,0,,,,,
player,201509130sdg,sdg,PhilJo00,def_pct,0%,,,,,
player,201509130sdg,sdg,PhilJo00,special_teams,20,,,,,
player,201509130sdg,sdg,PhilJo00,st_pct,69%,,,,,
player,201509130sdg,sdg,RobiTr01,pos,C,,,,,
player,201509130sdg,sdg,RobiTr01,offense,2,,,,,
player,201509130sdg,sdg,RobiTr01,off_pct,3%,,,,,
player,201509130sdg,sdg,RobiTr01,defense,0,,,,,
player,201509130sdg,sdg,RobiTr01,def_pct,0%,,,,,
player,201509130sdg,sdg,RobiTr01,special_teams,10,,,,,
player,201509130sdg,sdg,RobiTr01,st_pct,34%,,,,,
player,201509130sdg,sdg,WeddEr99,pos,FS,,,,,
player,201509130sdg,sdg,WeddEr99,offense,0,,,,,
player,201509130sdg,sdg,WeddEr99,off_pct,0%,,,,,
player,201509130sdg,sdg,WeddEr99,defense,47,,,,,
player,201509130sdg,sdg,WeddEr99,def_pct,100%,,,,,
player,201509130sdg,sdg,WeddEr99,special_teams,14,,,,,
player,201509130sdg,sdg,WeddEr99,st_pct,48%,,,,,
player,201509130sdg,sdg,VerrJa00,pos,CB,,,,,
player,201509130sdg,sdg,VerrJa00,offense,0,,,,,
player,201509130sdg,sdg,VerrJa00,off_pct,0%,,,,,
player,201509130sdg,sdg,VerrJa00,defense,47,,,,,
player,201509130sdg,sdg,VerrJa00,def_pct,100%,,,,,
player,201509130sdg,sdg,VerrJa00,special_teams,7,,,,,
player,201509130sdg,sdg,VerrJa00,st_pct,24%,,,,,
player,201509130sdg,sdg,FlowBr99,pos,CB,,,,,
player,201509130sdg,sdg,FlowBr99,offense,0,,,,,
player,201509130sdg,sdg,FlowBr99,off_pct,0%,,,,,
player,201509130sdg,sdg,FlowBr99,defense,47,,,,,
player,201509130sdg,sdg,FlowBr99,def_pct,100%,,,,,
player,201509130sdg,sdg,FlowBr99,special_teams,5,,,,,
player,201509130sdg,sdg,FlowBr99,st_pct,17%,,,,,
player,201509130sdg,sdg,IngrMe00,pos,LB,,,,,
player,201509130sdg,sdg,IngrMe00,offense,0,,,,,
player,201509130sdg,sdg,IngrMe00,off_pct,0%,,,,,
player,201509130sdg,sdg,IngrMe00,defense,47,,,,,
player,201509130sdg,sdg,IngrMe00,def_pct,100%,,,,,
player,201509130sdg,sdg,IngrMe00,special_teams,4,,,,,
player,201509130sdg,sdg,IngrMe00,st_pct,14%,,,,,
player,201509130sdg,sdg,TeoxMa00,pos,LB,,,,,
player,201509130sdg,sdg,TeoxMa00,offense,0,,,,,
player,201509130sdg,sdg,TeoxMa00,off_pct,0%,,,,,
player,201509130sdg,sdg,TeoxMa00,defense,47,,,,,
player,201509130sdg,sdg,TeoxMa00,def_pct,100%,,,,,
player,201509130sdg,sdg,TeoxMa00,special_teams,4,,,,,
player,201509130sdg,sdg,TeoxMa00,st_pct,14%,,,,,
player,201509130sdg,sdg,RobiPa99,pos,CB,,,,,
player,201509130sdg,sdg,RobiPa99,offense,0,,,,,
player,201509130sdg,sdg,RobiPa99,off_pct,0%,,,,,
player,201509130sdg,sdg,RobiPa99,defense,35,,,,,
player,201509130sdg,sdg,RobiPa99,def_pct,74%,,,,,
player,201509130sdg,sdg,RobiPa99,special_teams,9,,,,,
player,201509130sdg,sdg,RobiPa99,st_pct,31%,,,,,
player,201509130sdg,sdg,AddaJa00,pos,SS,,,,,
player,201509130sdg,sdg,AddaJa00,offense,0,,,,,
player,201509130sdg,sdg,AddaJa00,off_pct,0%,,,,,
player,201509130sdg,sdg,AddaJa00,defense,34,,,,,
player,201509130sdg,sdg,AddaJa00,def_pct,72%,,,,,
player,201509130sdg,sdg,AddaJa00,special_teams,9,,,,,
player,201509130sdg,sdg,AddaJa00,st_pct,31%,,,,,
player,201509130sdg,sdg,ButlDo99,pos,LB,,,,,
player,201509130sdg,sdg,ButlDo99,offense,0,,,,,
player,201509130sdg,sdg,ButlDo99,off_pct,0%,,,,,
player,201509130sdg,sdg,ButlDo99,defense,34,,,,,
player,201509130sdg,sdg,ButlDo99,def_pct,72%,,,,,
player,201509130sdg,sdg,ButlDo99,special_teams,9,,,,,
player,201509130sdg,sdg,ButlDo99,st_pct,31%,,,,,
player,201509130sdg,sdg,LiugCo00,pos,DT,,,,,
player,201509130sdg,sdg,LiugCo00,offense,0,,,,,
player,201509130sdg,sdg,LiugCo00,off_pct,0%,,,,,
player,201509130sdg,sdg,LiugCo00,defense,34,,,,,
player,201509130sdg,sdg,LiugCo00,def_pct,72%,,,,,
player,201509130sdg,sdg,LiugCo00,special_teams,4,,,,,
player,201509130sdg,sdg,LiugCo00,st_pct,14%,,,,,
player,201509130sdg,sdg,EmanKy00,pos,LB,,,,,
player,201509130sdg,sdg,EmanKy00,offense,0,,,,,
player,201509130sdg,sdg,EmanKy00,off_pct,0%,,,,,
player,201509130sdg,sdg,EmanKy00,defense,29,,,,,
player,201509130sdg,sdg,EmanKy00,def_pct,62%,,,,,
player,201509130sdg,sdg,EmanKy00,special_teams,5,,,,,
player,201509130sdg,sdg,EmanKy00,st_pct,17%,,,,,
player,201509130sdg,sdg,MathRi99,pos,DT,,,,,
player,201509130sdg,sdg,MathRi99,offense,0,,,,,
player,201509130sdg,sdg,MathRi99,off_pct,0%,,,,,
player,201509130sdg,sdg,MathRi99,defense,26,,,,,
player,201509130sdg,sdg,MathRi99,def_pct,55%,,,,,
player,201509130sdg,sdg,MathRi99,special_teams,1,,,,,
player,201509130sdg,sdg,MathRi99,st_pct,3%,,,,,
player,201509130sdg,sdg,ReyeKe00,pos,DE,,,,,
player,201509130sdg,sdg,ReyeKe00,offense,0,,,,,
player,201509130sdg,sdg,ReyeKe00,off_pct,0%,,,,,
player,201509130sdg,sdg,ReyeKe00,defense,20,,,,,
player,201509130sdg,sdg,ReyeKe00,def_pct,43%,,,,,
player,201509130sdg,sdg,ReyeKe00,special_teams,12,,,,,
player,201509130sdg,sdg,ReyeKe00,st_pct,41%,,,,,
player,201509130sdg,sdg,LawxCo00,pos,LB,,,,,
player,201509130sdg,sdg,LawxCo00,offense,0,,,,,
player,201509130sdg,sdg,LawxCo00,off_pct,0%,,,,,
player,201509130sdg,sdg,LawxCo00,defense,18,,,,,
player,201509130sdg,sdg,LawxCo00,def_pct,38%,,,,,
player,201509130sdg,sdg,LawxCo00,special_teams,11,,,,,
player,201509130sdg,sdg,LawxCo00,st_pct,38%,,,,,
player,201509130sdg,sdg,WilsJi00,pos,SS,,,,,
player,201509130sdg,sdg,WilsJi00,offense,0,,,,,
player,201509130sdg,sdg,WilsJi00,off_pct,0%,,,,,
player,201509130sdg,sdg,WilsJi00,defense,18,,,,,
player,201509130sdg,sdg,WilsJi00,def_pct,38%,,,,,
player,201509130sdg,sdg,WilsJi00,special_teams,11,,,,,
player,201509130sdg,sdg,WilsJi00,st_pct,38%,,,,,
player,201509130sdg,sdg,PhilDa01,pos,DE,,,,,
player,201509130sdg,sdg,PhilDa01,offense,0,,,,,
player,201509130sdg,sdg,PhilDa01,off_pct,0%,,,,,
player,201509130sdg,sdg,PhilDa01,defense,14,,,,,
player,201509130sdg,sdg,PhilDa01,def_pct,30%,,,,,
player,201509130sdg,sdg,PhilDa01,special_teams,4,,,,,
player,201509130sdg,sdg,PhilDa01,st_pct,14%,,,,,
player,201509130sdg,sdg,LissSe99,pos,NT,,,,,
player,201509130sdg,sdg,LissSe99,offense,0,,,,,
player,201509130sdg,sdg,LissSe99,off_pct,0%,,,,,
player,201509130sdg,sdg,LissSe99,defense,12,,,,,
player,201509130sdg,sdg,LissSe99,def_pct,26%,,,,,
player,201509130sdg,sdg,LissSe99,special_teams,6,,,,,
player,201509130sdg,sdg,LissSe99,st_pct,21%,,,,,
player,201509130sdg,sdg,StucDa20,pos,FS,,,,,
player,201509130sdg,sdg,StucDa20,offense,0,,,,,
player,201509130sdg,sdg,StucDa20,off_pct,0%,,,,,
player,201509130sdg,sdg,StucDa20,defense,8,,,,,
player,201509130sdg,sdg,StucDa20,def_pct,17%,,,,,
player,201509130sdg,sdg,StucDa20,special_teams,22,,,,,
player,201509130sdg,sdg,StucDa20,st_pct,76%,,,,,
player,201509130sdg,sdg,ConnKa99,pos,LB,,,,,
player,201509130sdg,sdg,ConnKa99,offense,0,,,,,
player,201509130sdg,sdg,ConnKa99,off_pct,0%,,,,,
player,201509130sdg,sdg,ConnKa99,defense,0,,,,,
player,201509130sdg,sdg,ConnKa99,def_pct,0%,,,,,
player,201509130sdg,sdg,ConnKa99,special_teams,19,,,,,
player,201509130sdg,sdg,ConnKa99,st_pct,66%,,,,,
player,201509130sdg,sdg,PerrDe00,pos,LB,,,,,
player,201509130sdg,sdg,PerrDe00,offense,0,,,,,
player,201509130sdg,sdg,PerrDe00,off_pct,0%,,,,,
player,201509130sdg,sdg,PerrDe00,defense,0,,,,,
player,201509130sdg,sdg,PerrDe00,def_pct,0%,,,,,
player,201509130sdg,sdg,PerrDe00,special_teams,18,,,,,
player,201509130sdg,sdg,PerrDe00,st_pct,62%,,,,,
player,201509130sdg,sdg,LambJo00,pos,K,,,,,
player,201509130sdg,sdg,LambJo00,offense,0,,,,,
player,201509130sdg,sdg,LambJo00,off_pct,0%,,,,,
player,201509130sdg,sdg,LambJo00,defense,0,,,,,
player,201509130sdg,sdg,LambJo00,def_pct,0%,,,,,
player,201509130sdg,sdg,LambJo00,special_teams,13,,,,,
player,201509130sdg,sdg,LambJo00,st_pct,45%,,,,,
player,201509130sdg,sdg,DzubNi00,pos,LB,,,,,
player,201509130sdg,sdg,DzubNi00,offense,0,,,,,
player,201509130sdg,sdg,DzubNi00,off_pct,0%,,,,,
player,201509130sdg,sdg,DzubNi00,defense,0,,,,,
player,201509130sdg,sdg,DzubNi00,def_pct,0%,,,,,
player,201509130sdg,sdg,DzubNi00,special_teams,10,,,,,
player,201509130sdg,sdg,DzubNi00,st_pct,34%,,,,,
player,201509130sdg,sdg,WillTy00,pos,WR,,,,,
player,201509130sdg,sdg,WillTy00,offense,0,,,,,
player,201509130sdg,sdg,WillTy00,off_pct,0%,,,,,
player,201509130sdg,sdg,WillTy00,defense,0,,,,,
player,201509130sdg,sdg,WillTy00,def_pct,0%,,,,,
player,201509130sdg,sdg,WillTy00,special_teams,9,,,,,
player,201509130sdg,sdg,WillTy00,st_pct,31%,,,,,
player,201509130sdg,sdg,ScifMi20,pos,P,,,,,
player,201509130sdg,sdg,ScifMi20,offense,0,,,,,
player,201509130sdg,sdg,ScifMi20,off_pct,0%,,,,,
player,201509130sdg,sdg,ScifMi20,defense,0,,,,,
player,201509130sdg,sdg,ScifMi20,def_pct,0%,,,,,
player,201509130sdg,sdg,ScifMi20,special_teams,8,,,,,
player,201509130sdg,sdg,ScifMi20,st_pct,28%,,,,,
player,201509130sdg,sdg,WindMi00,pos,LS,,,,,
player,201509130sdg,sdg,WindMi00,offense,0,,,,,
player,201509130sdg,sdg,WindMi00,off_pct,0%,,,,,
player,201509130sdg,sdg,WindMi00,defense,0,,,,,
player,201509130sdg,sdg,WindMi00,def_pct,0%,,,,,
player,201509130sdg,sdg,WindMi00,special_teams,8,,,,,
player,201509130sdg,sdg,WindMi00,st_pct,28%,,,,,
player,201509130sdg,sdg,JoneJa03,pos,WR,,,,,
player,201509130sdg,sdg,JoneJa03,offense,0,,,,,
player,201509130sdg,sdg,JoneJa03,off_pct,0%,,,,,
player,201509130sdg,sdg,JoneJa03,defense,0,,,,,
player,201509130sdg,sdg,JoneJa03,def_pct,0%,,,,,
player,201509130sdg,sdg,JoneJa03,special_teams,6,,,,,
player,201509130sdg,sdg,JoneJa03,st_pct,21%,,,,,
player,201509130sdg,sdg,UnreMi00,pos,DT,,,,,
player,201509130sdg,sdg,UnreMi00,offense,0,,,,,
player,201509130sdg,sdg,UnreMi00,off_pct,0%,,,,,
player,201509130sdg,sdg,UnreMi00,defense,0,,,,,
player,201509130sdg,sdg,UnreMi00,def_pct,0%,,,,,
player,201509130sdg,sdg,UnreMi00,special_teams,2,,,,,
player,201509130sdg,sdg,UnreMi00,st_pct,7%,,,,,
player,201509130sdg,sdg,WillSt02,pos,CB,,,,,
player,201509130sdg,sdg,WillSt02,offense,0,,,,,
player,201509130sdg,sdg,WillSt02,off_pct,0%,,,,,
player,201509130sdg,sdg,WillSt02,defense,0,,,,,
player,201509130sdg,sdg,WillSt02,def_pct,0%,,,,,
player,201509130sdg,sdg,WillSt02,special_teams,2,,,,,
player,201509130sdg,sdg,WillSt02,st_pct,7%,,,,,
player,201509130sdg,det,TomlLa01,pos,G,,,,,
player,201509130sdg,det,TomlLa01,offense,47,,,,,
player,201509130sdg,det,TomlLa01,off_pct,100%,,,,,
player,201509130sdg,det,TomlLa01,defense,0,,,,,
player,201509130sdg,det,TomlLa01,def_pct,0%,,,,,
player,201509130sdg,det,TomlLa01,special_teams,4,,,,,
player,201509130sdg,det,TomlLa01,st_pct,14%,,,,,
player,201509130sdg,det,SwanTr00,pos,C,,,,,
player,201509130sdg,det,SwanTr00,offense,47,,,,,
player,201509130sdg,det,SwanTr00,off_pct,100%,,,,,
player,201509130sdg,det,SwanTr00,defense,0,,,,,
player,201509130sdg,det,SwanTr00,def_pct,0%,,,,,
player,201509130sdg,det,SwanTr00,special_teams,4,,,,,
player,201509130sdg,det,SwanTr00,st_pct,14%,,,,,
player,201509130sdg,det,LucaCo01,pos,T,,,,,
player,201509130sdg,det,LucaCo01,offense,47,,,,,
player,201509130sdg,det,LucaCo01,off_pct,100%,,,,,
player,201509130sdg,det,LucaCo01,defense,0,,,,,
player,201509130sdg,det,LucaCo01,def_pct,0%,,,,,
player,201509130sdg,det,LucaCo01,special_teams,4,,,,,
player,201509130sdg,det,LucaCo01,st_pct,14%,,,,,
player,201509130sdg,det,RamiMa20,pos,G,,,,,
player,201509130sdg,det,RamiMa20,offense,47,,,,,
player,201509130sdg,det,RamiMa20,off_pct,100%,,,,,
player,201509130sdg,det,RamiMa20,defense,0,,,,,
player,201509130sdg,det,RamiMa20,def_pct,0%,,,,,
player,201509130sdg,det,RamiMa20,special_teams,4,,,,,
player,201509130sdg,det,RamiMa20,st_pct,14%,,,,,
player,201509130sdg,det,ReifRi00,pos,T,,,,,
player,201509130sdg,det,ReifRi00,offense,47,,,,,
player,201509130sdg,det,ReifRi00,off_pct,100%,,,,,
player,201509130sdg,det,ReifRi00,defense,0,,,,,
player,201509130sdg,det,ReifRi00,def_pct,0%,,,,,
player,201509130sdg,det,ReifRi00,special_teams,4,,,,,
player,201509130sdg,det,ReifRi00,st_pct,14%,,,,,
player,201509130sdg,det,StafMa00,pos,QB,,,,,
player,201509130sdg,det,StafMa00,offense,47,,,,,
player,201509130sdg,det,StafMa00,off_pct,100%,,,,,
player,201509130sdg,det,StafMa00,defense,0,,,,,
player,201509130sdg,det,StafMa00,def_pct,0%,,,,,
player,201509130sdg,det,StafMa00,special_teams,0,,,,,
player,201509130sdg,det,StafMa00,st_pct,0%,,,,,
player,201509130sdg,det,JohnCa00,pos,WR,,,,,
player,201509130sdg,det,JohnCa00,offense,44,,,,,
player,201509130sdg,det,JohnCa00,off_pct,94%,,,,,
player,201509130sdg,det,JohnCa00,defense,0,,,,,
player,201509130sdg,det,JohnCa00,def_pct,0%,,,,,
player,201509130sdg,det,JohnCa00,special_teams,0,,,,,
player,201509130sdg,det,JohnCa00,st_pct,0%,,,,,
player,201509130sdg,det,TateGo00,pos,WR,,,,,
player,201509130sdg,det,TateGo00,offense,43,,,,,
player,201509130sdg,det,TateGo00,off_pct,91%,,,,,
player,201509130sdg,det,TateGo00,defense,0,,,,,
player,201509130sdg,det,TateGo00,def_pct,0%,,,,,
player,201509130sdg,det,TateGo00,special_teams,2,,,,,
player,201509130sdg,det,TateGo00,st_pct,7%,,,,,
player,201509130sdg,det,EbroEr00,pos,TE,,,,,
player,201509130sdg,det,EbroEr00,offense,30,,,,,
player,201509130sdg,det,EbroEr00,off_pct,64%,,,,,
player,201509130sdg,det,EbroEr00,defense,0,,,,,
player,201509130sdg,det,EbroEr00,def_pct,0%,,,,,
player,201509130sdg,det,EbroEr00,special_teams,4,,,,,
player,201509130sdg,det,EbroEr00,st_pct,14%,,,,,
player,201509130sdg,det,MoorLa00,pos,WR,,,,,
player,201509130sdg,det,MoorLa00,offense,30,,,,,
player,201509130sdg,det,MoorLa00,off_pct,64%,,,,,
player,201509130sdg,det,MoorLa00,defense,0,,,,,
player,201509130sdg,det,MoorLa00,def_pct,0%,,,,,
player,201509130sdg,det,MoorLa00,special_teams,0,,,,,
player,201509130sdg,det,MoorLa00,st_pct,0%,,,,,
player,201509130sdg,det,AbduAm00,pos,RB,,,,,
player,201509130sdg,det,AbduAm00,offense,21,,,,,
player,201509130sdg,det,AbduAm00,off_pct,45%,,,,,
player,201509130sdg,det,AbduAm00,defense,0,,,,,
player,201509130sdg,det,AbduAm00,def_pct,0%,,,,,
player,201509130sdg,det,AbduAm00,special_teams,7,,,,,
player,201509130sdg,det,AbduAm00,st_pct,24%,,,,,
player,201509130sdg,det,PettBr00,pos,TE,,,,,
player,201509130sdg,det,PettBr00,offense,21,,,,,
player,201509130sdg,det,PettBr00,off_pct,45%,,,,,
player,201509130sdg,det,PettBr00,defense,0,,,,,
player,201509130sdg,det,PettBr00,def_pct,0%,,,,,
player,201509130sdg,det,PettBr00,special_teams,4,,,,,
player,201509130sdg,det,PettBr00,st_pct,14%,,,,,
player,201509130sdg,det,BellJo01,pos,RB,,,,,
player,201509130sdg,det,BellJo01,offense,17,,,,,
player,201509130sdg,det,BellJo01,off_pct,36%,,,,,
player,201509130sdg,det,BellJo01,defense,0,,,,,
player,201509130sdg,det,BellJo01,def_pct,0%,,,,,
player,201509130sdg,det,BellJo01,special_teams,0,,,,,
player,201509130sdg,det,BellJo01,st_pct,0%,,,,,
player,201509130sdg,det,BurtMi00,pos,FB,,,,,
player,201509130sdg,det,BurtMi00,offense,11,,,,,
player,201509130sdg,det,BurtMi00,off_pct,23%,,,,,
player,201509130sdg,det,BurtMi00,defense,0,,,,,
player,201509130sdg,det,BurtMi00,def_pct,0%,,,,,
player,201509130sdg,det,BurtMi00,special_teams,10,,,,,
player,201509130sdg,det,BurtMi00,st_pct,34%,,,,,
player,201509130sdg,det,RiddTh00,pos,RB,,,,,
player,201509130sdg,det,RiddTh00,offense,8,,,,,
player,201509130sdg,det,RiddTh00,off_pct,17%,,,,,
player,201509130sdg,det,RiddTh00,defense,0,,,,,
player,201509130sdg,det,RiddTh00,def_pct,0%,,,,,
player,201509130sdg,det,RiddTh00,special_teams,19,,,,,
player,201509130sdg,det,RiddTh00,st_pct,66%,,,,,
player,201509130sdg,det,FullCo00,pos,WR,,,,,
player,201509130sdg,det,FullCo00,offense,7,,,,,
player,201509130sdg,det,FullCo00,off_pct,15%,,,,,
player,201509130sdg,det,FullCo00,defense,0,,,,,
player,201509130sdg,det,FullCo00,def_pct,0%,,,,,
player,201509130sdg,det,FullCo00,special_teams,10,,,,,
player,201509130sdg,det,FullCo00,st_pct,34%,,,,,
player,201509130sdg,det,ZennZa00,pos,RB,,,,,
player,201509130sdg,det,ZennZa00,offense,2,,,,,
player,201509130sdg,det,ZennZa00,off_pct,4%,,,,,
player,201509130sdg,det,ZennZa00,defense,0,,,,,
player,201509130sdg,det,ZennZa00,def_pct,0%,,,,,
player,201509130sdg,det,ZennZa00,special_teams,4,,,,,
player,201509130sdg,det,ZennZa00,st_pct,14%,,,,,
player,201509130sdg,det,BoggTa00,pos,G,,,,,
player,201509130sdg,det,BoggTa00,offense,1,,,,,
player,201509130sdg,det,BoggTa00,off_pct,2%,,,,,
player,201509130sdg,det,BoggTa00,defense,0,,,,,
player,201509130sdg,det,BoggTa00,def_pct,0%,,,,,
player,201509130sdg,det,BoggTa00,special_teams,7,,,,,
player,201509130sdg,det,BoggTa00,st_pct,24%,,,,,
player,201509130sdg,det,QuinGl99,pos,FS,,,,,
player,201509130sdg,det,QuinGl99,offense,0,,,,,
player,201509130sdg,det,QuinGl99,off_pct,0%,,,,,
player,201509130sdg,det,QuinGl99,defense,75,,,,,
player,201509130sdg,det,QuinGl99,def_pct,100%,,,,,
player,201509130sdg,det,QuinGl99,special_teams,6,,,,,
player,201509130sdg,det,QuinGl99,st_pct,21%,,,,,
player,201509130sdg,det,IhedJa00,pos,SS,,,,,
player,201509130sdg,det,IhedJa00,offense,0,,,,,
player,201509130sdg,det,IhedJa00,off_pct,0%,,,,,
player,201509130sdg,det,IhedJa00,defense,75,,,,,
player,201509130sdg,det,IhedJa00,def_pct,100%,,,,,
player,201509130sdg,det,IhedJa00,special_teams,0,,,,,
player,201509130sdg,det,IhedJa00,st_pct,0%,,,,,
player,201509130sdg,det,MathRa99,pos,CB,,,,,
player,201509130sdg,det,MathRa99,offense,0,,,,,
player,201509130sdg,det,MathRa99,off_pct,0%,,,,,
player,201509130sdg,det,MathRa99,defense,74,,,,,
player,201509130sdg,det,MathRa99,def_pct,99%,,,,,
player,201509130sdg,det,MathRa99,special_teams,6,,,,,
player,201509130sdg,det,MathRa99,st_pct,21%,,,,,
player,201509130sdg,det,TullSt20,pos,LB,,,,,
player,201509130sdg,det,TullSt20,offense,0,,,,,
player,201509130sdg,det,TullSt20,off_pct,0%,,,,,
player,201509130sdg,det,TullSt20,defense,74,,,,,
player,201509130sdg,det,TullSt20,def_pct,99%,,,,,
player,201509130sdg,det,TullSt20,special_teams,5,,,,,
player,201509130sdg,det,TullSt20,st_pct,17%,,,,,
player,201509130sdg,det,SlayDa00,pos,CB,,,,,
player,201509130sdg,det,SlayDa00,offense,0,,,,,
player,201509130sdg,det,SlayDa00,off_pct,0%,,,,,
player,201509130sdg,det,SlayDa00,defense,71,,,,,
player,201509130sdg,det,SlayDa00,def_pct,95%,,,,,
player,201509130sdg,det,SlayDa00,special_teams,0,,,,,
player,201509130sdg,det,SlayDa00,st_pct,0%,,,,,
player,201509130sdg,det,WalkTy00,pos,DT,,,,,
player,201509130sdg,det,WalkTy00,offense,0,,,,,
player,201509130sdg,det,WalkTy00,off_pct,0%,,,,,
player,201509130sdg,det,WalkTy00,defense,56,,,,,
player,201509130sdg,det,WalkTy00,def_pct,75%,,,,,
player,201509130sdg,det,WalkTy00,special_teams,6,,,,,
player,201509130sdg,det,WalkTy00,st_pct,21%,,,,,
player,201509130sdg,det,ByneJo00,pos,LB,,,,,
player,201509130sdg,det,ByneJo00,offense,0,,,,,
