game,2015,5,20151011,201510110phi,nor,"New Orleans Saints",17,phi,"Philadelphia Eagles",39
team,201510110phi,nor,First Downs,19,,,,,,
team,201510110phi,phi,First Downs,34,,,,,,
team,201510110phi,nor,Rush-Yds-TDs,21-96-0,,,,,,
team,201510110phi,phi,Rush-Yds-TDs,34-186-2,,,,,,
team,201510110phi,nor,Cmp-Att-Yd-TD-INT,26-43-335-2-1,,,,,,
team,201510110phi,phi,Cmp-Att-Yd-TD-INT,32-45-333-2-2,,,,,,
team,201510110phi,nor,Sacked-Yards,5-43,,,,,,
team,201510110phi,phi,Sacked-Yards,0-0,,,,,,
team,201510110phi,nor,Net Pass Yards,292,,,,,,
team,201510110phi,phi,Net Pass Yards,333,,,,,,
team,201510110phi,nor,Total Yards,388,,,,,,
team,201510110phi,phi,Total Yards,519,,,,,,
team,201510110phi,nor,Fumbles-Lost,3-3,,,,,,
team,201510110phi,phi,Fumbles-Lost,0-0,,,,,,
team,201510110phi,nor,Turnovers,4,,,,,,
team,201510110phi,phi,Turnovers,2,,,,,,
team,201510110phi,nor,Penalties-Yards,7-78,,,,,,
team,201510110phi,phi,Penalties-Yards,4-35,,,,,,
team,201510110phi,nor,Third Down Conv.,8-16,,,,,,
team,201510110phi,phi,Third Down Conv.,4-11,,,,,,
team,201510110phi,nor,Fourth Down Conv.,1-1,,,,,,
team,201510110phi,phi,Fourth Down Conv.,0-2,,,,,,
team,201510110phi,nor,Time of Possession,25:58,,,,,,
team,201510110phi,phi,Time of Possession,34:02,,,,,,
player,201510110phi,nor,BreeDr00,pass_cmp,26,,,,,
player,201510110phi,nor,BreeDr00,pass_att,43,,,,,
player,201510110phi,nor,BreeDr00,pass_yds,335,,,,,
player,201510110phi,nor,BreeDr00,pass_td,2,,,,,
player,201510110phi,nor,BreeDr00,pass_int,1,,,,,
player,201510110phi,nor,BreeDr00,pass_sacked,5,,,,,
player,201510110phi,nor,BreeDr00,pass_sacked_yds,43,,,,,
player,201510110phi,nor,BreeDr00,pass_long,59,,,,,
player,201510110phi,nor,BreeDr00,pass_rating,90.7,,,,,
player,201510110phi,nor,BreeDr00,rush_att,1,,,,,
player,201510110phi,nor,BreeDr00,rush_yds,-1,,,,,
player,201510110phi,nor,BreeDr00,rush_td,0,,,,,
player,201510110phi,nor,BreeDr00,rush_long,-1,,,,,
player,201510110phi,nor,BreeDr00,targets,0,,,,,
player,201510110phi,nor,BreeDr00,rec,0,,,,,
player,201510110phi,nor,BreeDr00,rec_yds,0,,,,,
player,201510110phi,nor,BreeDr00,rec_td,0,,,,,
player,201510110phi,nor,BreeDr00,rec_long,0,,,,,
player,201510110phi,nor,BreeDr00,fumbles,2,,,,,
player,201510110phi,nor,BreeDr00,fumbles_lost,2,,,,,
player,201510110phi,nor,IngrMa01,pass_cmp,0,,,,,
player,201510110phi,nor,IngrMa01,pass_att,0,,,,,
player,201510110phi,nor,IngrMa01,pass_yds,0,,,,,
player,201510110phi,nor,IngrMa01,pass_td,0,,,,,
player,201510110phi,nor,IngrMa01,pass_int,0,,,,,
player,201510110phi,nor,IngrMa01,pass_sacked,0,,,,,
player,201510110phi,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201510110phi,nor,IngrMa01,pass_long,0,,,,,
player,201510110phi,nor,IngrMa01,pass_rating,,,,,,
player,201510110phi,nor,IngrMa01,rush_att,12,,,,,
player,201510110phi,nor,IngrMa01,rush_yds,57,,,,,
player,201510110phi,nor,IngrMa01,rush_td,0,,,,,
player,201510110phi,nor,IngrMa01,rush_long,17,,,,,
player,201510110phi,nor,IngrMa01,targets,3,,,,,
player,201510110phi,nor,IngrMa01,rec,2,,,,,
player,201510110phi,nor,IngrMa01,rec_yds,17,,,,,
player,201510110phi,nor,IngrMa01,rec_td,0,,,,,
player,201510110phi,nor,IngrMa01,rec_long,13,,,,,
player,201510110phi,nor,IngrMa01,fumbles,0,,,,,
player,201510110phi,nor,IngrMa01,fumbles_lost,0,,,,,
player,201510110phi,nor,RobiKh00,pass_cmp,0,,,,,
player,201510110phi,nor,RobiKh00,pass_att,0,,,,,
player,201510110phi,nor,RobiKh00,pass_yds,0,,,,,
player,201510110phi,nor,RobiKh00,pass_td,0,,,,,
player,201510110phi,nor,RobiKh00,pass_int,0,,,,,
player,201510110phi,nor,RobiKh00,pass_sacked,0,,,,,
player,201510110phi,nor,RobiKh00,pass_sacked_yds,0,,,,,
player,201510110phi,nor,RobiKh00,pass_long,0,,,,,
player,201510110phi,nor,RobiKh00,pass_rating,,,,,,
player,201510110phi,nor,RobiKh00,rush_att,5,,,,,
player,201510110phi,nor,RobiKh00,rush_yds,30,,,,,
player,201510110phi,nor,RobiKh00,rush_td,0,,,,,
player,201510110phi,nor,RobiKh00,rush_long,12,,,,,
player,201510110phi,nor,RobiKh00,targets,2,,,,,
player,201510110phi,nor,RobiKh00,rec,2,,,,,
player,201510110phi,nor,RobiKh00,rec_yds,2,,,,,
player,201510110phi,nor,RobiKh00,rec_td,0,,,,,
player,201510110phi,nor,RobiKh00,rec_long,1,,,,,
player,201510110phi,nor,RobiKh00,fumbles,0,,,,,
player,201510110phi,nor,RobiKh00,fumbles_lost,0,,,,,
player,201510110phi,nor,SpilC.00,pass_cmp,0,,,,,
player,201510110phi,nor,SpilC.00,pass_att,0,,,,,
player,201510110phi,nor,SpilC.00,pass_yds,0,,,,,
player,201510110phi,nor,SpilC.00,pass_td,0,,,,,
player,201510110phi,nor,SpilC.00,pass_int,0,,,,,
player,201510110phi,nor,SpilC.00,pass_sacked,0,,,,,
player,201510110phi,nor,SpilC.00,pass_sacked_yds,0,,,,,
player,201510110phi,nor,SpilC.00,pass_long,0,,,,,
player,201510110phi,nor,SpilC.00,pass_rating,,,,,,
player,201510110phi,nor,SpilC.00,rush_att,3,,,,,
player,201510110phi,nor,SpilC.00,rush_yds,10,,,,,
player,201510110phi,nor,SpilC.00,rush_td,0,,,,,
player,201510110phi,nor,SpilC.00,rush_long,8,,,,,
player,201510110phi,nor,SpilC.00,targets,4,,,,,
player,201510110phi,nor,SpilC.00,rec,3,,,,,
player,201510110phi,nor,SpilC.00,rec_yds,-8,,,,,
player,201510110phi,nor,SpilC.00,rec_td,0,,,,,
player,201510110phi,nor,SpilC.00,rec_long,0,,,,,
player,201510110phi,nor,SpilC.00,fumbles,0,,,,,
player,201510110phi,nor,SpilC.00,fumbles_lost,0,,,,,
player,201510110phi,nor,SneaWi00,pass_cmp,0,,,,,
player,201510110phi,nor,SneaWi00,pass_att,0,,,,,
player,201510110phi,nor,SneaWi00,pass_yds,0,,,,,
player,201510110phi,nor,SneaWi00,pass_td,0,,,,,
player,201510110phi,nor,SneaWi00,pass_int,0,,,,,
player,201510110phi,nor,SneaWi00,pass_sacked,0,,,,,
player,201510110phi,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201510110phi,nor,SneaWi00,pass_long,0,,,,,
player,201510110phi,nor,SneaWi00,pass_rating,,,,,,
player,201510110phi,nor,SneaWi00,rush_att,0,,,,,
player,201510110phi,nor,SneaWi00,rush_yds,0,,,,,
player,201510110phi,nor,SneaWi00,rush_td,0,,,,,
player,201510110phi,nor,SneaWi00,rush_long,0,,,,,
player,201510110phi,nor,SneaWi00,targets,11,,,,,
player,201510110phi,nor,SneaWi00,rec,6,,,,,
player,201510110phi,nor,SneaWi00,rec_yds,141,,,,,
player,201510110phi,nor,SneaWi00,rec_td,0,,,,,
player,201510110phi,nor,SneaWi00,rec_long,59,,,,,
player,201510110phi,nor,SneaWi00,fumbles,0,,,,,
player,201510110phi,nor,SneaWi00,fumbles_lost,0,,,,,
player,201510110phi,nor,CookBr00,pass_cmp,0,,,,,
player,201510110phi,nor,CookBr00,pass_att,0,,,,,
player,201510110phi,nor,CookBr00,pass_yds,0,,,,,
player,201510110phi,nor,CookBr00,pass_td,0,,,,,
player,201510110phi,nor,CookBr00,pass_int,0,,,,,
player,201510110phi,nor,CookBr00,pass_sacked,0,,,,,
player,201510110phi,nor,CookBr00,pass_sacked_yds,0,,,,,
player,201510110phi,nor,CookBr00,pass_long,0,,,,,
player,201510110phi,nor,CookBr00,pass_rating,,,,,,
player,201510110phi,nor,CookBr00,rush_att,0,,,,,
player,201510110phi,nor,CookBr00,rush_yds,0,,,,,
player,201510110phi,nor,CookBr00,rush_td,0,,,,,
player,201510110phi,nor,CookBr00,rush_long,0,,,,,
player,201510110phi,nor,CookBr00,targets,9,,,,,
player,201510110phi,nor,CookBr00,rec,5,,,,,
player,201510110phi,nor,CookBr00,rec_yds,107,,,,,
player,201510110phi,nor,CookBr00,rec_td,1,,,,,
player,201510110phi,nor,CookBr00,rec_long,46,,,,,
player,201510110phi,nor,CookBr00,fumbles,0,,,,,
player,201510110phi,nor,CookBr00,fumbles_lost,0,,,,,
player,201510110phi,nor,WatsBe00,pass_cmp,0,,,,,
player,201510110phi,nor,WatsBe00,pass_att,0,,,,,
player,201510110phi,nor,WatsBe00,pass_yds,0,,,,,
player,201510110phi,nor,WatsBe00,pass_td,0,,,,,
player,201510110phi,nor,WatsBe00,pass_int,0,,,,,
player,201510110phi,nor,WatsBe00,pass_sacked,0,,,,,
player,201510110phi,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201510110phi,nor,WatsBe00,pass_long,0,,,,,
player,201510110phi,nor,WatsBe00,pass_rating,,,,,,
player,201510110phi,nor,WatsBe00,rush_att,0,,,,,
player,201510110phi,nor,WatsBe00,rush_yds,0,,,,,
player,201510110phi,nor,WatsBe00,rush_td,0,,,,,
player,201510110phi,nor,WatsBe00,rush_long,0,,,,,
player,201510110phi,nor,WatsBe00,targets,5,,,,,
player,201510110phi,nor,WatsBe00,rec,3,,,,,
player,201510110phi,nor,WatsBe00,rec_yds,36,,,,,
player,201510110phi,nor,WatsBe00,rec_td,1,,,,,
player,201510110phi,nor,WatsBe00,rec_long,21,,,,,
player,201510110phi,nor,WatsBe00,fumbles,0,,,,,
player,201510110phi,nor,WatsBe00,fumbles_lost,0,,,,,
player,201510110phi,nor,ColsMa00,pass_cmp,0,,,,,
player,201510110phi,nor,ColsMa00,pass_att,0,,,,,
player,201510110phi,nor,ColsMa00,pass_yds,0,,,,,
player,201510110phi,nor,ColsMa00,pass_td,0,,,,,
player,201510110phi,nor,ColsMa00,pass_int,0,,,,,
player,201510110phi,nor,ColsMa00,pass_sacked,0,,,,,
player,201510110phi,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201510110phi,nor,ColsMa00,pass_long,0,,,,,
player,201510110phi,nor,ColsMa00,pass_rating,,,,,,
player,201510110phi,nor,ColsMa00,rush_att,0,,,,,
player,201510110phi,nor,ColsMa00,rush_yds,0,,,,,
player,201510110phi,nor,ColsMa00,rush_td,0,,,,,
player,201510110phi,nor,ColsMa00,rush_long,0,,,,,
player,201510110phi,nor,ColsMa00,targets,5,,,,,
player,201510110phi,nor,ColsMa00,rec,3,,,,,
player,201510110phi,nor,ColsMa00,rec_yds,36,,,,,
player,201510110phi,nor,ColsMa00,rec_td,0,,,,,
player,201510110phi,nor,ColsMa00,rec_long,17,,,,,
player,201510110phi,nor,ColsMa00,fumbles,0,,,,,
player,201510110phi,nor,ColsMa00,fumbles_lost,0,,,,,
player,201510110phi,nor,HoomMi00,pass_cmp,0,,,,,
player,201510110phi,nor,HoomMi00,pass_att,0,,,,,
player,201510110phi,nor,HoomMi00,pass_yds,0,,,,,
player,201510110phi,nor,HoomMi00,pass_td,0,,,,,
player,201510110phi,nor,HoomMi00,pass_int,0,,,,,
player,201510110phi,nor,HoomMi00,pass_sacked,0,,,,,
player,201510110phi,nor,HoomMi00,pass_sacked_yds,0,,,,,
player,201510110phi,nor,HoomMi00,pass_long,0,,,,,
player,201510110phi,nor,HoomMi00,pass_rating,,,,,,
player,201510110phi,nor,HoomMi00,rush_att,0,,,,,
player,201510110phi,nor,HoomMi00,rush_yds,0,,,,,
player,201510110phi,nor,HoomMi00,rush_td,0,,,,,
player,201510110phi,nor,HoomMi00,rush_long,0,,,,,
player,201510110phi,nor,HoomMi00,targets,2,,,,,
player,201510110phi,nor,HoomMi00,rec,2,,,,,
player,201510110phi,nor,HoomMi00,rec_yds,4,,,,,
player,201510110phi,nor,HoomMi00,rec_td,0,,,,,
player,201510110phi,nor,HoomMi00,rec_long,7,,,,,
player,201510110phi,nor,HoomMi00,fumbles,1,,,,,
player,201510110phi,nor,HoomMi00,fumbles_lost,1,,,,,
player,201510110phi,nor,HillJo02,pass_cmp,0,,,,,
player,201510110phi,nor,HillJo02,pass_att,0,,,,,
player,201510110phi,nor,HillJo02,pass_yds,0,,,,,
player,201510110phi,nor,HillJo02,pass_td,0,,,,,
player,201510110phi,nor,HillJo02,pass_int,0,,,,,
player,201510110phi,nor,HillJo02,pass_sacked,0,,,,,
player,201510110phi,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201510110phi,nor,HillJo02,pass_long,0,,,,,
player,201510110phi,nor,HillJo02,pass_rating,,,,,,
player,201510110phi,nor,HillJo02,rush_att,0,,,,,
player,201510110phi,nor,HillJo02,rush_yds,0,,,,,
player,201510110phi,nor,HillJo02,rush_td,0,,,,,
player,201510110phi,nor,HillJo02,rush_long,0,,,,,
player,201510110phi,nor,HillJo02,targets,1,,,,,
player,201510110phi,nor,HillJo02,rec,0,,,,,
player,201510110phi,nor,HillJo02,rec_yds,0,,,,,
player,201510110phi,nor,HillJo02,rec_td,0,,,,,
player,201510110phi,nor,HillJo02,rec_long,0,,,,,
player,201510110phi,nor,HillJo02,fumbles,0,,,,,
player,201510110phi,nor,HillJo02,fumbles_lost,0,,,,,
player,201510110phi,nor,ColeBr00,pass_cmp,0,,,,,
player,201510110phi,nor,ColeBr00,pass_att,0,,,,,
player,201510110phi,nor,ColeBr00,pass_yds,0,,,,,
player,201510110phi,nor,ColeBr00,pass_td,0,,,,,
player,201510110phi,nor,ColeBr00,pass_int,0,,,,,
player,201510110phi,nor,ColeBr00,pass_sacked,0,,,,,
player,201510110phi,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201510110phi,nor,ColeBr00,pass_long,0,,,,,
player,201510110phi,nor,ColeBr00,pass_rating,,,,,,
player,201510110phi,nor,ColeBr00,rush_att,0,,,,,
player,201510110phi,nor,ColeBr00,rush_yds,0,,,,,
player,201510110phi,nor,ColeBr00,rush_td,0,,,,,
player,201510110phi,nor,ColeBr00,rush_long,0,,,,,
player,201510110phi,nor,ColeBr00,targets,1,,,,,
player,201510110phi,nor,ColeBr00,rec,0,,,,,
player,201510110phi,nor,ColeBr00,rec_yds,0,,,,,
player,201510110phi,nor,ColeBr00,rec_td,0,,,,,
player,201510110phi,nor,ColeBr00,rec_long,0,,,,,
player,201510110phi,nor,ColeBr00,fumbles,0,,,,,
player,201510110phi,nor,ColeBr00,fumbles_lost,0,,,,,
player,201510110phi,phi,BradSa00,pass_cmp,32,,,,,
player,201510110phi,phi,BradSa00,pass_att,45,,,,,
player,201510110phi,phi,BradSa00,pass_yds,333,,,,,
player,201510110phi,phi,BradSa00,pass_td,2,,,,,
player,201510110phi,phi,BradSa00,pass_int,2,,,,,
player,201510110phi,phi,BradSa00,pass_sacked,0,,,,,
player,201510110phi,phi,BradSa00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,BradSa00,pass_long,41,,,,,
player,201510110phi,phi,BradSa00,pass_rating,88.5,,,,,
player,201510110phi,phi,BradSa00,rush_att,1,,,,,
player,201510110phi,phi,BradSa00,rush_yds,3,,,,,
player,201510110phi,phi,BradSa00,rush_td,0,,,,,
player,201510110phi,phi,BradSa00,rush_long,3,,,,,
player,201510110phi,phi,BradSa00,targets,0,,,,,
player,201510110phi,phi,BradSa00,rec,0,,,,,
player,201510110phi,phi,BradSa00,rec_yds,0,,,,,
player,201510110phi,phi,BradSa00,rec_td,0,,,,,
player,201510110phi,phi,BradSa00,rec_long,0,,,,,
player,201510110phi,phi,BradSa00,fumbles,0,,,,,
player,201510110phi,phi,BradSa00,fumbles_lost,0,,,,,
player,201510110phi,phi,MurrDe00,pass_cmp,0,,,,,
player,201510110phi,phi,MurrDe00,pass_att,0,,,,,
player,201510110phi,phi,MurrDe00,pass_yds,0,,,,,
player,201510110phi,phi,MurrDe00,pass_td,0,,,,,
player,201510110phi,phi,MurrDe00,pass_int,0,,,,,
player,201510110phi,phi,MurrDe00,pass_sacked,0,,,,,
player,201510110phi,phi,MurrDe00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,MurrDe00,pass_long,0,,,,,
player,201510110phi,phi,MurrDe00,pass_rating,,,,,,
player,201510110phi,phi,MurrDe00,rush_att,20,,,,,
player,201510110phi,phi,MurrDe00,rush_yds,83,,,,,
player,201510110phi,phi,MurrDe00,rush_td,1,,,,,
player,201510110phi,phi,MurrDe00,rush_long,24,,,,,
player,201510110phi,phi,MurrDe00,targets,8,,,,,
player,201510110phi,phi,MurrDe00,rec,7,,,,,
player,201510110phi,phi,MurrDe00,rec_yds,37,,,,,
player,201510110phi,phi,MurrDe00,rec_td,0,,,,,
player,201510110phi,phi,MurrDe00,rec_long,13,,,,,
player,201510110phi,phi,MurrDe00,fumbles,0,,,,,
player,201510110phi,phi,MurrDe00,fumbles_lost,0,,,,,
player,201510110phi,phi,MathRy00,pass_cmp,0,,,,,
player,201510110phi,phi,MathRy00,pass_att,0,,,,,
player,201510110phi,phi,MathRy00,pass_yds,0,,,,,
player,201510110phi,phi,MathRy00,pass_td,0,,,,,
player,201510110phi,phi,MathRy00,pass_int,0,,,,,
player,201510110phi,phi,MathRy00,pass_sacked,0,,,,,
player,201510110phi,phi,MathRy00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,MathRy00,pass_long,0,,,,,
player,201510110phi,phi,MathRy00,pass_rating,,,,,,
player,201510110phi,phi,MathRy00,rush_att,8,,,,,
player,201510110phi,phi,MathRy00,rush_yds,73,,,,,
player,201510110phi,phi,MathRy00,rush_td,1,,,,,
player,201510110phi,phi,MathRy00,rush_long,33,,,,,
player,201510110phi,phi,MathRy00,targets,3,,,,,
player,201510110phi,phi,MathRy00,rec,3,,,,,
player,201510110phi,phi,MathRy00,rec_yds,23,,,,,
player,201510110phi,phi,MathRy00,rec_td,0,,,,,
player,201510110phi,phi,MathRy00,rec_long,13,,,,,
player,201510110phi,phi,MathRy00,fumbles,0,,,,,
player,201510110phi,phi,MathRy00,fumbles_lost,0,,,,,
player,201510110phi,phi,SproDa00,pass_cmp,0,,,,,
player,201510110phi,phi,SproDa00,pass_att,0,,,,,
player,201510110phi,phi,SproDa00,pass_yds,0,,,,,
player,201510110phi,phi,SproDa00,pass_td,0,,,,,
player,201510110phi,phi,SproDa00,pass_int,0,,,,,
player,201510110phi,phi,SproDa00,pass_sacked,0,,,,,
player,201510110phi,phi,SproDa00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,SproDa00,pass_long,0,,,,,
player,201510110phi,phi,SproDa00,pass_rating,,,,,,
player,201510110phi,phi,SproDa00,rush_att,5,,,,,
player,201510110phi,phi,SproDa00,rush_yds,27,,,,,
player,201510110phi,phi,SproDa00,rush_td,0,,,,,
player,201510110phi,phi,SproDa00,rush_long,14,,,,,
player,201510110phi,phi,SproDa00,targets,2,,,,,
player,201510110phi,phi,SproDa00,rec,1,,,,,
player,201510110phi,phi,SproDa00,rec_yds,10,,,,,
player,201510110phi,phi,SproDa00,rec_td,0,,,,,
player,201510110phi,phi,SproDa00,rec_long,10,,,,,
player,201510110phi,phi,SproDa00,fumbles,0,,,,,
player,201510110phi,phi,SproDa00,fumbles_lost,0,,,,,
player,201510110phi,phi,HuffJo00,pass_cmp,0,,,,,
player,201510110phi,phi,HuffJo00,pass_att,0,,,,,
player,201510110phi,phi,HuffJo00,pass_yds,0,,,,,
player,201510110phi,phi,HuffJo00,pass_td,0,,,,,
player,201510110phi,phi,HuffJo00,pass_int,0,,,,,
player,201510110phi,phi,HuffJo00,pass_sacked,0,,,,,
player,201510110phi,phi,HuffJo00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,HuffJo00,pass_long,0,,,,,
player,201510110phi,phi,HuffJo00,pass_rating,,,,,,
player,201510110phi,phi,HuffJo00,rush_att,0,,,,,
player,201510110phi,phi,HuffJo00,rush_yds,0,,,,,
player,201510110phi,phi,HuffJo00,rush_td,0,,,,,
player,201510110phi,phi,HuffJo00,rush_long,0,,,,,
player,201510110phi,phi,HuffJo00,targets,5,,,,,
player,201510110phi,phi,HuffJo00,rec,4,,,,,
player,201510110phi,phi,HuffJo00,rec_yds,78,,,,,
player,201510110phi,phi,HuffJo00,rec_td,1,,,,,
player,201510110phi,phi,HuffJo00,rec_long,41,,,,,
player,201510110phi,phi,HuffJo00,fumbles,0,,,,,
player,201510110phi,phi,HuffJo00,fumbles_lost,0,,,,,
player,201510110phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201510110phi,phi,ErtzZa00,pass_att,0,,,,,
player,201510110phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201510110phi,phi,ErtzZa00,pass_td,0,,,,,
player,201510110phi,phi,ErtzZa00,pass_int,0,,,,,
player,201510110phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201510110phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,ErtzZa00,pass_long,0,,,,,
player,201510110phi,phi,ErtzZa00,pass_rating,,,,,,
player,201510110phi,phi,ErtzZa00,rush_att,0,,,,,
player,201510110phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201510110phi,phi,ErtzZa00,rush_td,0,,,,,
player,201510110phi,phi,ErtzZa00,rush_long,0,,,,,
player,201510110phi,phi,ErtzZa00,targets,7,,,,,
player,201510110phi,phi,ErtzZa00,rec,5,,,,,
player,201510110phi,phi,ErtzZa00,rec_yds,60,,,,,
player,201510110phi,phi,ErtzZa00,rec_td,0,,,,,
player,201510110phi,phi,ErtzZa00,rec_long,21,,,,,
player,201510110phi,phi,ErtzZa00,fumbles,0,,,,,
player,201510110phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201510110phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201510110phi,phi,CeleBr00,pass_att,0,,,,,
player,201510110phi,phi,CeleBr00,pass_yds,0,,,,,
player,201510110phi,phi,CeleBr00,pass_td,0,,,,,
player,201510110phi,phi,CeleBr00,pass_int,0,,,,,
player,201510110phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201510110phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,CeleBr00,pass_long,0,,,,,
player,201510110phi,phi,CeleBr00,pass_rating,,,,,,
player,201510110phi,phi,CeleBr00,rush_att,0,,,,,
player,201510110phi,phi,CeleBr00,rush_yds,0,,,,,
player,201510110phi,phi,CeleBr00,rush_td,0,,,,,
player,201510110phi,phi,CeleBr00,rush_long,0,,,,,
player,201510110phi,phi,CeleBr00,targets,3,,,,,
player,201510110phi,phi,CeleBr00,rec,3,,,,,
player,201510110phi,phi,CeleBr00,rec_yds,44,,,,,
player,201510110phi,phi,CeleBr00,rec_td,1,,,,,
player,201510110phi,phi,CeleBr00,rec_long,23,,,,,
player,201510110phi,phi,CeleBr00,fumbles,0,,,,,
player,201510110phi,phi,CeleBr00,fumbles_lost,0,,,,,
player,201510110phi,phi,MattJo00,pass_cmp,0,,,,,
player,201510110phi,phi,MattJo00,pass_att,0,,,,,
player,201510110phi,phi,MattJo00,pass_yds,0,,,,,
player,201510110phi,phi,MattJo00,pass_td,0,,,,,
player,201510110phi,phi,MattJo00,pass_int,0,,,,,
player,201510110phi,phi,MattJo00,pass_sacked,0,,,,,
player,201510110phi,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,MattJo00,pass_long,0,,,,,
player,201510110phi,phi,MattJo00,pass_rating,,,,,,
player,201510110phi,phi,MattJo00,rush_att,0,,,,,
player,201510110phi,phi,MattJo00,rush_yds,0,,,,,
player,201510110phi,phi,MattJo00,rush_td,0,,,,,
player,201510110phi,phi,MattJo00,rush_long,0,,,,,
player,201510110phi,phi,MattJo00,targets,7,,,,,
player,201510110phi,phi,MattJo00,rec,5,,,,,
player,201510110phi,phi,MattJo00,rec_yds,44,,,,,
player,201510110phi,phi,MattJo00,rec_td,0,,,,,
player,201510110phi,phi,MattJo00,rec_long,18,,,,,
player,201510110phi,phi,MattJo00,fumbles,0,,,,,
player,201510110phi,phi,MattJo00,fumbles_lost,0,,,,,
player,201510110phi,phi,CoopRi00,pass_cmp,0,,,,,
player,201510110phi,phi,CoopRi00,pass_att,0,,,,,
player,201510110phi,phi,CoopRi00,pass_yds,0,,,,,
player,201510110phi,phi,CoopRi00,pass_td,0,,,,,
player,201510110phi,phi,CoopRi00,pass_int,0,,,,,
player,201510110phi,phi,CoopRi00,pass_sacked,0,,,,,
player,201510110phi,phi,CoopRi00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,CoopRi00,pass_long,0,,,,,
player,201510110phi,phi,CoopRi00,pass_rating,,,,,,
player,201510110phi,phi,CoopRi00,rush_att,0,,,,,
player,201510110phi,phi,CoopRi00,rush_yds,0,,,,,
player,201510110phi,phi,CoopRi00,rush_td,0,,,,,
player,201510110phi,phi,CoopRi00,rush_long,0,,,,,
player,201510110phi,phi,CoopRi00,targets,8,,,,,
player,201510110phi,phi,CoopRi00,rec,3,,,,,
player,201510110phi,phi,CoopRi00,rec_yds,32,,,,,
player,201510110phi,phi,CoopRi00,rec_td,0,,,,,
player,201510110phi,phi,CoopRi00,rec_long,14,,,,,
player,201510110phi,phi,CoopRi00,fumbles,0,,,,,
player,201510110phi,phi,CoopRi00,fumbles_lost,0,,,,,
player,201510110phi,phi,AghoNe00,pass_cmp,0,,,,,
player,201510110phi,phi,AghoNe00,pass_att,0,,,,,
player,201510110phi,phi,AghoNe00,pass_yds,0,,,,,
player,201510110phi,phi,AghoNe00,pass_td,0,,,,,
player,201510110phi,phi,AghoNe00,pass_int,0,,,,,
player,201510110phi,phi,AghoNe00,pass_sacked,0,,,,,
player,201510110phi,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,AghoNe00,pass_long,0,,,,,
player,201510110phi,phi,AghoNe00,pass_rating,,,,,,
player,201510110phi,phi,AghoNe00,rush_att,0,,,,,
player,201510110phi,phi,AghoNe00,rush_yds,0,,,,,
player,201510110phi,phi,AghoNe00,rush_td,0,,,,,
player,201510110phi,phi,AghoNe00,rush_long,0,,,,,
player,201510110phi,phi,AghoNe00,targets,1,,,,,
player,201510110phi,phi,AghoNe00,rec,1,,,,,
player,201510110phi,phi,AghoNe00,rec_yds,5,,,,,
player,201510110phi,phi,AghoNe00,rec_td,0,,,,,
player,201510110phi,phi,AghoNe00,rec_long,5,,,,,
player,201510110phi,phi,AghoNe00,fumbles,0,,,,,
player,201510110phi,phi,AghoNe00,fumbles_lost,0,,,,,
player,201510110phi,phi,AustMi00,pass_cmp,0,,,,,
player,201510110phi,phi,AustMi00,pass_att,0,,,,,
player,201510110phi,phi,AustMi00,pass_yds,0,,,,,
player,201510110phi,phi,AustMi00,pass_td,0,,,,,
player,201510110phi,phi,AustMi00,pass_int,0,,,,,
player,201510110phi,phi,AustMi00,pass_sacked,0,,,,,
player,201510110phi,phi,AustMi00,pass_sacked_yds,0,,,,,
player,201510110phi,phi,AustMi00,pass_long,0,,,,,
player,201510110phi,phi,AustMi00,pass_rating,,,,,,
player,201510110phi,phi,AustMi00,rush_att,0,,,,,
player,201510110phi,phi,AustMi00,rush_yds,0,,,,,
player,201510110phi,phi,AustMi00,rush_td,0,,,,,
player,201510110phi,phi,AustMi00,rush_long,0,,,,,
player,201510110phi,phi,AustMi00,targets,1,,,,,
player,201510110phi,phi,AustMi00,rec,0,,,,,
player,201510110phi,phi,AustMi00,rec_yds,0,,,,,
