game,2015,16,20151227,201512270sea,ram,"St. Louis Rams",23,sea,"Seattle Seahawks",17
player,201512270sea,ram,KeenCa00,rush_yds,4,,,,,
player,201512270sea,ram,KeenCa00,rush_td,0,,,,,
player,201512270sea,ram,KeenCa00,rush_long,4,,,,,
player,201512270sea,ram,KeenCa00,targets,0,,,,,
player,201512270sea,ram,KeenCa00,rec,0,,,,,
player,201512270sea,ram,KeenCa00,rec_yds,0,,,,,
player,201512270sea,ram,KeenCa00,rec_td,0,,,,,
player,201512270sea,ram,KeenCa00,rec_long,0,,,,,
player,201512270sea,ram,KeenCa00,fumbles,0,,,,,
player,201512270sea,ram,KeenCa00,fumbles_lost,0,,,,,
player,201512270sea,ram,GurlTo01,pass_cmp,0,,,,,
player,201512270sea,ram,GurlTo01,pass_att,0,,,,,
player,201512270sea,ram,GurlTo01,pass_yds,0,,,,,
player,201512270sea,ram,GurlTo01,pass_td,0,,,,,
player,201512270sea,ram,GurlTo01,pass_int,0,,,,,
player,201512270sea,ram,GurlTo01,pass_sacked,0,,,,,
player,201512270sea,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201512270sea,ram,GurlTo01,pass_long,0,,,,,
player,201512270sea,ram,GurlTo01,pass_rating,,,,,,
player,201512270sea,ram,GurlTo01,rush_att,19,,,,,
player,201512270sea,ram,GurlTo01,rush_yds,83,,,,,
player,201512270sea,ram,GurlTo01,rush_td,1,,,,,
player,201512270sea,ram,GurlTo01,rush_long,20,,,,,
player,201512270sea,ram,GurlTo01,targets,1,,,,,
player,201512270sea,ram,GurlTo01,rec,1,,,,,
player,201512270sea,ram,GurlTo01,rec_yds,7,,,,,
player,201512270sea,ram,GurlTo01,rec_td,0,,,,,
player,201512270sea,ram,GurlTo01,rec_long,7,,,,,
player,201512270sea,ram,GurlTo01,fumbles,1,,,,,
player,201512270sea,ram,GurlTo01,fumbles_lost,0,,,,,
player,201512270sea,ram,AustTa00,pass_cmp,0,,,,,
player,201512270sea,ram,AustTa00,pass_att,0,,,,,
player,201512270sea,ram,AustTa00,pass_yds,0,,,,,
player,201512270sea,ram,AustTa00,pass_td,0,,,,,
player,201512270sea,ram,AustTa00,pass_int,0,,,,,
player,201512270sea,ram,AustTa00,pass_sacked,0,,,,,
player,201512270sea,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201512270sea,ram,AustTa00,pass_long,0,,,,,
player,201512270sea,ram,AustTa00,pass_rating,,,,,,
player,201512270sea,ram,AustTa00,rush_att,3,,,,,
player,201512270sea,ram,AustTa00,rush_yds,12,,,,,
player,201512270sea,ram,AustTa00,rush_td,0,,,,,
player,201512270sea,ram,AustTa00,rush_long,8,,,,,
player,201512270sea,ram,AustTa00,targets,7,,,,,
player,201512270sea,ram,AustTa00,rec,3,,,,,
player,201512270sea,ram,AustTa00,rec_yds,16,,,,,
player,201512270sea,ram,AustTa00,rec_td,0,,,,,
player,201512270sea,ram,AustTa00,rec_long,16,,,,,
player,201512270sea,ram,AustTa00,fumbles,0,,,,,
player,201512270sea,ram,AustTa00,fumbles_lost,0,,,,,
player,201512270sea,ram,MasoTr00,pass_cmp,0,,,,,
player,201512270sea,ram,MasoTr00,pass_att,0,,,,,
player,201512270sea,ram,MasoTr00,pass_yds,0,,,,,
player,201512270sea,ram,MasoTr00,pass_td,0,,,,,
player,201512270sea,ram,MasoTr00,pass_int,0,,,,,
player,201512270sea,ram,MasoTr00,pass_sacked,0,,,,,
player,201512270sea,ram,MasoTr00,pass_sacked_yds,0,,,,,
player,201512270sea,ram,MasoTr00,pass_long,0,,,,,
player,201512270sea,ram,MasoTr00,pass_rating,,,,,,
player,201512270sea,ram,MasoTr00,rush_att,3,,,,,
player,201512270sea,ram,MasoTr00,rush_yds,3,,,,,
player,201512270sea,ram,MasoTr00,rush_td,0,,,,,
player,201512270sea,ram,MasoTr00,rush_long,5,,,,,
player,201512270sea,ram,MasoTr00,targets,1,,,,,
player,201512270sea,ram,MasoTr00,rec,1,,,,,
player,201512270sea,ram,MasoTr00,rec_yds,3,,,,,
player,201512270sea,ram,MasoTr00,rec_td,0,,,,,
player,201512270sea,ram,MasoTr00,rec_long,3,,,,,
player,201512270sea,ram,MasoTr00,fumbles,0,,,,,
player,201512270sea,ram,MasoTr00,fumbles_lost,0,,,,,
player,201512270sea,ram,BritKe00,pass_cmp,0,,,,,
player,201512270sea,ram,BritKe00,pass_att,0,,,,,
player,201512270sea,ram,BritKe00,pass_yds,0,,,,,
player,201512270sea,ram,BritKe00,pass_td,0,,,,,
player,201512270sea,ram,BritKe00,pass_int,0,,,,,
player,201512270sea,ram,BritKe00,pass_sacked,0,,,,,
player,201512270sea,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201512270sea,ram,BritKe00,pass_long,0,,,,,
player,201512270sea,ram,BritKe00,pass_rating,,,,,,
player,201512270sea,ram,BritKe00,rush_att,0,,,,,
player,201512270sea,ram,BritKe00,rush_yds,0,,,,,
player,201512270sea,ram,BritKe00,rush_td,0,,,,,
player,201512270sea,ram,BritKe00,rush_long,0,,,,,
player,201512270sea,ram,BritKe00,targets,4,,,,,
player,201512270sea,ram,BritKe00,rec,3,,,,,
player,201512270sea,ram,BritKe00,rec_yds,49,,,,,
player,201512270sea,ram,BritKe00,rec_td,1,,,,,
player,201512270sea,ram,BritKe00,rec_long,28,,,,,
player,201512270sea,ram,BritKe00,fumbles,0,,,,,
player,201512270sea,ram,BritKe00,fumbles_lost,0,,,,,
player,201512270sea,ram,CunnBe01,pass_cmp,0,,,,,
player,201512270sea,ram,CunnBe01,pass_att,0,,,,,
player,201512270sea,ram,CunnBe01,pass_yds,0,,,,,
player,201512270sea,ram,CunnBe01,pass_td,0,,,,,
player,201512270sea,ram,CunnBe01,pass_int,0,,,,,
player,201512270sea,ram,CunnBe01,pass_sacked,0,,,,,
player,201512270sea,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201512270sea,ram,CunnBe01,pass_long,0,,,,,
player,201512270sea,ram,CunnBe01,pass_rating,,,,,,
player,201512270sea,ram,CunnBe01,rush_att,1,,,,,
player,201512270sea,ram,CunnBe01,rush_yds,0,,,,,
player,201512270sea,ram,CunnBe01,rush_td,0,,,,,
player,201512270sea,ram,CunnBe01,rush_long,0,,,,,
player,201512270sea,ram,CunnBe01,targets,3,,,,,
player,201512270sea,ram,CunnBe01,rec,3,,,,,
player,201512270sea,ram,CunnBe01,rec_yds,14,,,,,
player,201512270sea,ram,CunnBe01,rec_td,0,,,,,
player,201512270sea,ram,CunnBe01,rec_long,10,,,,,
player,201512270sea,ram,CunnBe01,fumbles,1,,,,,
player,201512270sea,ram,CunnBe01,fumbles_lost,0,,,,,
player,201512270sea,ram,QuicBr00,pass_cmp,0,,,,,
player,201512270sea,ram,QuicBr00,pass_att,0,,,,,
player,201512270sea,ram,QuicBr00,pass_yds,0,,,,,
player,201512270sea,ram,QuicBr00,pass_td,0,,,,,
player,201512270sea,ram,QuicBr00,pass_int,0,,,,,
player,201512270sea,ram,QuicBr00,pass_sacked,0,,,,,
player,201512270sea,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201512270sea,ram,QuicBr00,pass_long,0,,,,,
player,201512270sea,ram,QuicBr00,pass_rating,,,,,,
player,201512270sea,ram,QuicBr00,rush_att,0,,,,,
player,201512270sea,ram,QuicBr00,rush_yds,0,,,,,
player,201512270sea,ram,QuicBr00,rush_td,0,,,,,
player,201512270sea,ram,QuicBr00,rush_long,0,,,,,
player,201512270sea,ram,QuicBr00,targets,1,,,,,
player,201512270sea,ram,QuicBr00,rec,1,,,,,
player,201512270sea,ram,QuicBr00,rec_yds,6,,,,,
player,201512270sea,ram,QuicBr00,rec_td,0,,,,,
player,201512270sea,ram,QuicBr00,rec_long,6,,,,,
player,201512270sea,ram,QuicBr00,fumbles,0,,,,,
player,201512270sea,ram,QuicBr00,fumbles_lost,0,,,,,
player,201512270sea,ram,CookJa02,pass_cmp,0,,,,,
player,201512270sea,ram,CookJa02,pass_att,0,,,,,
player,201512270sea,ram,CookJa02,pass_yds,0,,,,,
player,201512270sea,ram,CookJa02,pass_td,0,,,,,
player,201512270sea,ram,CookJa02,pass_int,0,,,,,
player,201512270sea,ram,CookJa02,pass_sacked,0,,,,,
player,201512270sea,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201512270sea,ram,CookJa02,pass_long,0,,,,,
player,201512270sea,ram,CookJa02,pass_rating,,,,,,
player,201512270sea,ram,CookJa02,rush_att,0,,,,,
player,201512270sea,ram,CookJa02,rush_yds,0,,,,,
player,201512270sea,ram,CookJa02,rush_td,0,,,,,
player,201512270sea,ram,CookJa02,rush_long,0,,,,,
player,201512270sea,ram,CookJa02,targets,2,,,,,
player,201512270sea,ram,CookJa02,rec,1,,,,,
player,201512270sea,ram,CookJa02,rec_yds,5,,,,,
player,201512270sea,ram,CookJa02,rec_td,0,,,,,
player,201512270sea,ram,CookJa02,rec_long,5,,,,,
player,201512270sea,ram,CookJa02,fumbles,0,,,,,
player,201512270sea,ram,CookJa02,fumbles_lost,0,,,,,
player,201512270sea,ram,WelkWe00,pass_cmp,0,,,,,
player,201512270sea,ram,WelkWe00,pass_att,0,,,,,
player,201512270sea,ram,WelkWe00,pass_yds,0,,,,,
player,201512270sea,ram,WelkWe00,pass_td,0,,,,,
player,201512270sea,ram,WelkWe00,pass_int,0,,,,,
player,201512270sea,ram,WelkWe00,pass_sacked,0,,,,,
player,201512270sea,ram,WelkWe00,pass_sacked_yds,0,,,,,
player,201512270sea,ram,WelkWe00,pass_long,0,,,,,
player,201512270sea,ram,WelkWe00,pass_rating,,,,,,
player,201512270sea,ram,WelkWe00,rush_att,0,,,,,
player,201512270sea,ram,WelkWe00,rush_yds,0,,,,,
player,201512270sea,ram,WelkWe00,rush_td,0,,,,,
player,201512270sea,ram,WelkWe00,rush_long,0,,,,,
player,201512270sea,ram,WelkWe00,targets,1,,,,,
player,201512270sea,ram,WelkWe00,rec,1,,,,,
player,201512270sea,ram,WelkWe00,rec_yds,3,,,,,
player,201512270sea,ram,WelkWe00,rec_td,0,,,,,
player,201512270sea,ram,WelkWe00,rec_long,3,,,,,
player,201512270sea,ram,WelkWe00,fumbles,0,,,,,
player,201512270sea,ram,WelkWe00,fumbles_lost,0,,,,,
player,201512270sea,ram,MarqBr00,pass_cmp,0,,,,,
player,201512270sea,ram,MarqBr00,pass_att,0,,,,,
player,201512270sea,ram,MarqBr00,pass_yds,0,,,,,
player,201512270sea,ram,MarqBr00,pass_td,0,,,,,
player,201512270sea,ram,MarqBr00,pass_int,0,,,,,
player,201512270sea,ram,MarqBr00,pass_sacked,0,,,,,
player,201512270sea,ram,MarqBr00,pass_sacked_yds,0,,,,,
player,201512270sea,ram,MarqBr00,pass_long,0,,,,,
player,201512270sea,ram,MarqBr00,pass_rating,,,,,,
player,201512270sea,ram,MarqBr00,rush_att,0,,,,,
player,201512270sea,ram,MarqBr00,rush_yds,0,,,,,
player,201512270sea,ram,MarqBr00,rush_td,0,,,,,
player,201512270sea,ram,MarqBr00,rush_long,0,,,,,
player,201512270sea,ram,MarqBr00,targets,1,,,,,
player,201512270sea,ram,MarqBr00,rec,0,,,,,
player,201512270sea,ram,MarqBr00,rec_yds,0,,,,,
player,201512270sea,ram,MarqBr00,rec_td,0,,,,,
player,201512270sea,ram,MarqBr00,rec_long,0,,,,,
player,201512270sea,ram,MarqBr00,fumbles,0,,,,,
player,201512270sea,ram,MarqBr00,fumbles_lost,0,,,,,
player,201512270sea,ram,KendLa00,pass_cmp,0,,,,,
player,201512270sea,ram,KendLa00,pass_att,0,,,,,
player,201512270sea,ram,KendLa00,pass_yds,0,,,,,
player,201512270sea,ram,KendLa00,pass_td,0,,,,,
player,201512270sea,ram,KendLa00,pass_int,0,,,,,
player,201512270sea,ram,KendLa00,pass_sacked,0,,,,,
player,201512270sea,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201512270sea,ram,KendLa00,pass_long,0,,,,,
player,201512270sea,ram,KendLa00,pass_rating,,,,,,
player,201512270sea,ram,KendLa00,rush_att,0,,,,,
player,201512270sea,ram,KendLa00,rush_yds,0,,,,,
player,201512270sea,ram,KendLa00,rush_td,0,,,,,
player,201512270sea,ram,KendLa00,rush_long,0,,,,,
player,201512270sea,ram,KendLa00,targets,2,,,,,
player,201512270sea,ram,KendLa00,rec,0,,,,,
player,201512270sea,ram,KendLa00,rec_yds,0,,,,,
player,201512270sea,ram,KendLa00,rec_td,0,,,,,
player,201512270sea,ram,KendLa00,rec_long,0,,,,,
player,201512270sea,ram,KendLa00,fumbles,0,,,,,
player,201512270sea,ram,KendLa00,fumbles_lost,0,,,,,
player,201512270sea,sea,WilsRu00,pass_cmp,25,,,,,
player,201512270sea,sea,WilsRu00,pass_att,41,,,,,
player,201512270sea,sea,WilsRu00,pass_yds,289,,,,,
player,201512270sea,sea,WilsRu00,pass_td,2,,,,,
player,201512270sea,sea,WilsRu00,pass_int,1,,,,,
player,201512270sea,sea,WilsRu00,pass_sacked,4,,,,,
player,201512270sea,sea,WilsRu00,pass_sacked_yds,36,,,,,
player,201512270sea,sea,WilsRu00,pass_long,28,,,,,
player,201512270sea,sea,WilsRu00,pass_rating,88.4,,,,,
player,201512270sea,sea,WilsRu00,rush_att,6,,,,,
player,201512270sea,sea,WilsRu00,rush_yds,38,,,,,
player,201512270sea,sea,WilsRu00,rush_td,0,,,,,
player,201512270sea,sea,WilsRu00,rush_long,21,,,,,
player,201512270sea,sea,WilsRu00,targets,0,,,,,
player,201512270sea,sea,WilsRu00,rec,0,,,,,
player,201512270sea,sea,WilsRu00,rec_yds,0,,,,,
player,201512270sea,sea,WilsRu00,rec_td,0,,,,,
player,201512270sea,sea,WilsRu00,rec_long,0,,,,,
player,201512270sea,sea,WilsRu00,fumbles,1,,,,,
player,201512270sea,sea,WilsRu00,fumbles_lost,1,,,,,
player,201512270sea,sea,JackFr02,pass_cmp,0,,,,,
player,201512270sea,sea,JackFr02,pass_att,0,,,,,
player,201512270sea,sea,JackFr02,pass_yds,0,,,,,
player,201512270sea,sea,JackFr02,pass_td,0,,,,,
player,201512270sea,sea,JackFr02,pass_int,0,,,,,
player,201512270sea,sea,JackFr02,pass_sacked,0,,,,,
player,201512270sea,sea,JackFr02,pass_sacked_yds,0,,,,,
player,201512270sea,sea,JackFr02,pass_long,0,,,,,
player,201512270sea,sea,JackFr02,pass_rating,,,,,,
player,201512270sea,sea,JackFr02,rush_att,2,,,,,
player,201512270sea,sea,JackFr02,rush_yds,11,,,,,
player,201512270sea,sea,JackFr02,rush_td,0,,,,,
player,201512270sea,sea,JackFr02,rush_long,7,,,,,
player,201512270sea,sea,JackFr02,targets,8,,,,,
player,201512270sea,sea,JackFr02,rec,5,,,,,
player,201512270sea,sea,JackFr02,rec_yds,43,,,,,
player,201512270sea,sea,JackFr02,rec_td,0,,,,,
player,201512270sea,sea,JackFr02,rec_long,14,,,,,
player,201512270sea,sea,JackFr02,fumbles,0,,,,,
player,201512270sea,sea,JackFr02,fumbles_lost,0,,,,,
player,201512270sea,sea,BrowBr02,pass_cmp,0,,,,,
player,201512270sea,sea,BrowBr02,pass_att,0,,,,,
player,201512270sea,sea,BrowBr02,pass_yds,0,,,,,
player,201512270sea,sea,BrowBr02,pass_td,0,,,,,
player,201512270sea,sea,BrowBr02,pass_int,0,,,,,
player,201512270sea,sea,BrowBr02,pass_sacked,0,,,,,
player,201512270sea,sea,BrowBr02,pass_sacked_yds,0,,,,,
player,201512270sea,sea,BrowBr02,pass_long,0,,,,,
player,201512270sea,sea,BrowBr02,pass_rating,,,,,,
player,201512270sea,sea,BrowBr02,rush_att,7,,,,,
player,201512270sea,sea,BrowBr02,rush_yds,9,,,,,
player,201512270sea,sea,BrowBr02,rush_td,0,,,,,
player,201512270sea,sea,BrowBr02,rush_long,4,,,,,
player,201512270sea,sea,BrowBr02,targets,1,,,,,
player,201512270sea,sea,BrowBr02,rec,0,,,,,
player,201512270sea,sea,BrowBr02,rec_yds,0,,,,,
player,201512270sea,sea,BrowBr02,rec_td,0,,,,,
player,201512270sea,sea,BrowBr02,rec_long,0,,,,,
player,201512270sea,sea,BrowBr02,fumbles,0,,,,,
player,201512270sea,sea,BrowBr02,fumbles_lost,0,,,,,
player,201512270sea,sea,MichCh00,pass_cmp,0,,,,,
player,201512270sea,sea,MichCh00,pass_att,0,,,,,
player,201512270sea,sea,MichCh00,pass_yds,0,,,,,
player,201512270sea,sea,MichCh00,pass_td,0,,,,,
player,201512270sea,sea,MichCh00,pass_int,0,,,,,
player,201512270sea,sea,MichCh00,pass_sacked,0,,,,,
player,201512270sea,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201512270sea,sea,MichCh00,pass_long,0,,,,,
player,201512270sea,sea,MichCh00,pass_rating,,,,,,
player,201512270sea,sea,MichCh00,rush_att,6,,,,,
player,201512270sea,sea,MichCh00,rush_yds,6,,,,,
player,201512270sea,sea,MichCh00,rush_td,0,,,,,
player,201512270sea,sea,MichCh00,rush_long,5,,,,,
player,201512270sea,sea,MichCh00,targets,2,,,,,
player,201512270sea,sea,MichCh00,rec,2,,,,,
player,201512270sea,sea,MichCh00,rec_yds,14,,,,,
player,201512270sea,sea,MichCh00,rec_td,0,,,,,
player,201512270sea,sea,MichCh00,rec_long,11,,,,,
player,201512270sea,sea,MichCh00,fumbles,0,,,,,
player,201512270sea,sea,MichCh00,fumbles_lost,0,,,,,
player,201512270sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201512270sea,sea,BaldDo00,pass_att,0,,,,,
player,201512270sea,sea,BaldDo00,pass_yds,0,,,,,
player,201512270sea,sea,BaldDo00,pass_td,0,,,,,
player,201512270sea,sea,BaldDo00,pass_int,0,,,,,
player,201512270sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201512270sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201512270sea,sea,BaldDo00,pass_long,0,,,,,
player,201512270sea,sea,BaldDo00,pass_rating,,,,,,
player,201512270sea,sea,BaldDo00,rush_att,0,,,,,
player,201512270sea,sea,BaldDo00,rush_yds,0,,,,,
player,201512270sea,sea,BaldDo00,rush_td,0,,,,,
player,201512270sea,sea,BaldDo00,rush_long,0,,,,,
player,201512270sea,sea,BaldDo00,targets,10,,,,,
player,201512270sea,sea,BaldDo00,rec,8,,,,,
player,201512270sea,sea,BaldDo00,rec_yds,118,,,,,
player,201512270sea,sea,BaldDo00,rec_td,1,,,,,
player,201512270sea,sea,BaldDo00,rec_long,28,,,,,
player,201512270sea,sea,BaldDo00,fumbles,1,,,,,
player,201512270sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201512270sea,sea,HelfCo00,pass_cmp,0,,,,,
player,201512270sea,sea,HelfCo00,pass_att,0,,,,,
player,201512270sea,sea,HelfCo00,pass_yds,0,,,,,
player,201512270sea,sea,HelfCo00,pass_td,0,,,,,
player,201512270sea,sea,HelfCo00,pass_int,0,,,,,
player,201512270sea,sea,HelfCo00,pass_sacked,0,,,,,
player,201512270sea,sea,HelfCo00,pass_sacked_yds,0,,,,,
player,201512270sea,sea,HelfCo00,pass_long,0,,,,,
player,201512270sea,sea,HelfCo00,pass_rating,,,,,,
player,201512270sea,sea,HelfCo00,rush_att,0,,,,,
player,201512270sea,sea,HelfCo00,rush_yds,0,,,,,
player,201512270sea,sea,HelfCo00,rush_td,0,,,,,
player,201512270sea,sea,HelfCo00,rush_long,0,,,,,
player,201512270sea,sea,HelfCo00,targets,6,,,,,
player,201512270sea,sea,HelfCo00,rec,4,,,,,
player,201512270sea,sea,HelfCo00,rec_yds,43,,,,,
player,201512270sea,sea,HelfCo00,rec_td,0,,,,,
player,201512270sea,sea,HelfCo00,rec_long,16,,,,,
player,201512270sea,sea,HelfCo00,fumbles,0,,,,,
player,201512270sea,sea,HelfCo00,fumbles_lost,0,,,,,
player,201512270sea,sea,KearJe01,pass_cmp,0,,,,,
player,201512270sea,sea,KearJe01,pass_att,0,,,,,
player,201512270sea,sea,KearJe01,pass_yds,0,,,,,
player,201512270sea,sea,KearJe01,pass_td,0,,,,,
player,201512270sea,sea,KearJe01,pass_int,0,,,,,
player,201512270sea,sea,KearJe01,pass_sacked,0,,,,,
player,201512270sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201512270sea,sea,KearJe01,pass_long,0,,,,,
player,201512270sea,sea,KearJe01,pass_rating,,,,,,
player,201512270sea,sea,KearJe01,rush_att,0,,,,,
player,201512270sea,sea,KearJe01,rush_yds,0,,,,,
player,201512270sea,sea,KearJe01,rush_td,0,,,,,
player,201512270sea,sea,KearJe01,rush_long,0,,,,,
player,201512270sea,sea,KearJe01,targets,5,,,,,
player,201512270sea,sea,KearJe01,rec,3,,,,,
player,201512270sea,sea,KearJe01,rec_yds,38,,,,,
player,201512270sea,sea,KearJe01,rec_td,1,,,,,
player,201512270sea,sea,KearJe01,rec_long,18,,,,,
player,201512270sea,sea,KearJe01,fumbles,0,,,,,
player,201512270sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201512270sea,sea,LockTy00,pass_cmp,0,,,,,
player,201512270sea,sea,LockTy00,pass_att,0,,,,,
player,201512270sea,sea,LockTy00,pass_yds,0,,,,,
player,201512270sea,sea,LockTy00,pass_td,0,,,,,
player,201512270sea,sea,LockTy00,pass_int,0,,,,,
player,201512270sea,sea,LockTy00,pass_sacked,0,,,,,
player,201512270sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201512270sea,sea,LockTy00,pass_long,0,,,,,
player,201512270sea,sea,LockTy00,pass_rating,,,,,,
player,201512270sea,sea,LockTy00,rush_att,0,,,,,
player,201512270sea,sea,LockTy00,rush_yds,0,,,,,
player,201512270sea,sea,LockTy00,rush_td,0,,,,,
player,201512270sea,sea,LockTy00,rush_long,0,,,,,
player,201512270sea,sea,LockTy00,targets,7,,,,,
player,201512270sea,sea,LockTy00,rec,3,,,,,
player,201512270sea,sea,LockTy00,rec_yds,33,,,,,
player,201512270sea,sea,LockTy00,rec_td,0,,,,,
player,201512270sea,sea,LockTy00,rec_long,16,,,,,
player,201512270sea,sea,LockTy00,fumbles,0,,,,,
player,201512270sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201512270sea,sea,WillLu00,pass_cmp,0,,,,,
player,201512270sea,sea,WillLu00,pass_att,0,,,,,
player,201512270sea,sea,WillLu00,pass_yds,0,,,,,
player,201512270sea,sea,WillLu00,pass_td,0,,,,,
player,201512270sea,sea,WillLu00,pass_int,0,,,,,
player,201512270sea,sea,WillLu00,pass_sacked,0,,,,,
player,201512270sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201512270sea,sea,WillLu00,pass_long,0,,,,,
player,201512270sea,sea,WillLu00,pass_rating,,,,,,
player,201512270sea,sea,WillLu00,rush_att,0,,,,,
player,201512270sea,sea,WillLu00,rush_yds,0,,,,,
player,201512270sea,sea,WillLu00,rush_td,0,,,,,
player,201512270sea,sea,WillLu00,rush_long,0,,,,,
player,201512270sea,sea,WillLu00,targets,1,,,,,
player,201512270sea,sea,WillLu00,rec,0,,,,,
player,201512270sea,sea,WillLu00,rec_yds,0,,,,,
player,201512270sea,sea,WillLu00,rec_td,0,,,,,
player,201512270sea,sea,WillLu00,rec_long,0,,,,,
player,201512270sea,sea,WillLu00,fumbles,0,,,,,
player,201512270sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201512270sea,sea,TukuWi00,pass_cmp,0,,,,,
player,201512270sea,sea,TukuWi00,pass_att,0,,,,,
player,201512270sea,sea,TukuWi00,pass_yds,0,,,,,
player,201512270sea,sea,TukuWi00,pass_td,0,,,,,
player,201512270sea,sea,TukuWi00,pass_int,0,,,,,
player,201512270sea,sea,TukuWi00,pass_sacked,0,,,,,
player,201512270sea,sea,TukuWi00,pass_sacked_yds,0,,,,,
player,201512270sea,sea,TukuWi00,pass_long,0,,,,,
player,201512270sea,sea,TukuWi00,pass_rating,,,,,,
player,201512270sea,sea,TukuWi00,rush_att,1,,,,,
player,201512270sea,sea,TukuWi00,rush_yds,-5,,,,,
player,201512270sea,sea,TukuWi00,rush_td,0,,,,,
player,201512270sea,sea,TukuWi00,rush_long,-5,,,,,
player,201512270sea,sea,TukuWi00,targets,0,,,,,
player,201512270sea,sea,TukuWi00,rec,0,,,,,
player,201512270sea,sea,TukuWi00,rec_yds,0,,,,,
player,201512270sea,sea,TukuWi00,rec_td,0,,,,,
player,201512270sea,sea,TukuWi00,rec_long,0,,,,,
player,201512270sea,sea,TukuWi00,fumbles,1,,,,,
player,201512270sea,sea,TukuWi00,fumbles_lost,1,,,,,
player,201512270sea,ram,JohnTr05,def_int,1,,,,,
player,201512270sea,ram,JohnTr05,def_int_yds,0,,,,,
player,201512270sea,ram,JohnTr05,def_int_td,0,,,,,
player,201512270sea,ram,JohnTr05,def_int_long,0,,,,,
player,201512270sea,ram,JohnTr05,pass_defended,2,,,,,
player,201512270sea,ram,JohnTr05,sacks,0.0,,,,,
player,201512270sea,ram,JohnTr05,tackles_combined,4,,,,,
player,201512270sea,ram,JohnTr05,tackles_solo,4,,,,,
player,201512270sea,ram,JohnTr05,tackles_assists,0,,,,,
player,201512270sea,ram,JohnTr05,tackles_loss,0,,,,,
player,201512270sea,ram,JohnTr05,qb_hits,0,,,,,
player,201512270sea,ram,JohnTr05,fumbles_rec,0,,,,,
player,201512270sea,ram,JohnTr05,fumbles_rec_yds,0,,,,,
player,201512270sea,ram,JohnTr05,fumbles_rec_td,0,,,,,
player,201512270sea,ram,JohnTr05,fumbles_forced,0,,,,,
player,201512270sea,ram,HayeWi99,def_int,0,,,,,
