game,2015,9,20151108,201511080nwe,was,"Washington Redskins",10,nwe,"New England Patriots",27
player,201511080nwe,nwe,BradTo00,targets,0,,,,,
player,201511080nwe,nwe,BradTo00,rec,0,,,,,
player,201511080nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201511080nwe,nwe,BradTo00,rec_td,0,,,,,
player,201511080nwe,nwe,BradTo00,rec_long,0,,,,,
player,201511080nwe,nwe,BradTo00,fumbles,0,,,,,
player,201511080nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201511080nwe,nwe,BlouLe00,pass_cmp,0,,,,,
player,201511080nwe,nwe,BlouLe00,pass_att,0,,,,,
player,201511080nwe,nwe,BlouLe00,pass_yds,0,,,,,
player,201511080nwe,nwe,BlouLe00,pass_td,0,,,,,
player,201511080nwe,nwe,BlouLe00,pass_int,0,,,,,
player,201511080nwe,nwe,BlouLe00,pass_sacked,0,,,,,
player,201511080nwe,nwe,BlouLe00,pass_sacked_yds,0,,,,,
player,201511080nwe,nwe,BlouLe00,pass_long,0,,,,,
player,201511080nwe,nwe,BlouLe00,pass_rating,,,,,,
player,201511080nwe,nwe,BlouLe00,rush_att,29,,,,,
player,201511080nwe,nwe,BlouLe00,rush_yds,129,,,,,
player,201511080nwe,nwe,BlouLe00,rush_td,1,,,,,
player,201511080nwe,nwe,BlouLe00,rush_long,21,,,,,
player,201511080nwe,nwe,BlouLe00,targets,0,,,,,
player,201511080nwe,nwe,BlouLe00,rec,0,,,,,
player,201511080nwe,nwe,BlouLe00,rec_yds,0,,,,,
player,201511080nwe,nwe,BlouLe00,rec_td,0,,,,,
player,201511080nwe,nwe,BlouLe00,rec_long,0,,,,,
player,201511080nwe,nwe,BlouLe00,fumbles,1,,,,,
player,201511080nwe,nwe,BlouLe00,fumbles_lost,0,,,,,
player,201511080nwe,nwe,LewiDi00,pass_cmp,0,,,,,
player,201511080nwe,nwe,LewiDi00,pass_att,0,,,,,
player,201511080nwe,nwe,LewiDi00,pass_yds,0,,,,,
player,201511080nwe,nwe,LewiDi00,pass_td,0,,,,,
player,201511080nwe,nwe,LewiDi00,pass_int,0,,,,,
player,201511080nwe,nwe,LewiDi00,pass_sacked,0,,,,,
player,201511080nwe,nwe,LewiDi00,pass_sacked_yds,0,,,,,
player,201511080nwe,nwe,LewiDi00,pass_long,0,,,,,
player,201511080nwe,nwe,LewiDi00,pass_rating,,,,,,
player,201511080nwe,nwe,LewiDi00,rush_att,4,,,,,
player,201511080nwe,nwe,LewiDi00,rush_yds,14,,,,,
player,201511080nwe,nwe,LewiDi00,rush_td,0,,,,,
player,201511080nwe,nwe,LewiDi00,rush_long,9,,,,,
player,201511080nwe,nwe,LewiDi00,targets,5,,,,,
player,201511080nwe,nwe,LewiDi00,rec,4,,,,,
player,201511080nwe,nwe,LewiDi00,rec_yds,39,,,,,
player,201511080nwe,nwe,LewiDi00,rec_td,0,,,,,
player,201511080nwe,nwe,LewiDi00,rec_long,15,,,,,
player,201511080nwe,nwe,LewiDi00,fumbles,0,,,,,
player,201511080nwe,nwe,LewiDi00,fumbles_lost,0,,,,,
player,201511080nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201511080nwe,nwe,BoldBr00,pass_att,0,,,,,
player,201511080nwe,nwe,BoldBr00,pass_yds,0,,,,,
player,201511080nwe,nwe,BoldBr00,pass_td,0,,,,,
player,201511080nwe,nwe,BoldBr00,pass_int,0,,,,,
player,201511080nwe,nwe,BoldBr00,pass_sacked,0,,,,,
player,201511080nwe,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201511080nwe,nwe,BoldBr00,pass_long,0,,,,,
player,201511080nwe,nwe,BoldBr00,pass_rating,,,,,,
player,201511080nwe,nwe,BoldBr00,rush_att,1,,,,,
player,201511080nwe,nwe,BoldBr00,rush_yds,12,,,,,
player,201511080nwe,nwe,BoldBr00,rush_td,0,,,,,
player,201511080nwe,nwe,BoldBr00,rush_long,12,,,,,
player,201511080nwe,nwe,BoldBr00,targets,4,,,,,
player,201511080nwe,nwe,BoldBr00,rec,3,,,,,
player,201511080nwe,nwe,BoldBr00,rec_yds,27,,,,,
player,201511080nwe,nwe,BoldBr00,rec_td,1,,,,,
player,201511080nwe,nwe,BoldBr00,rec_long,18,,,,,
player,201511080nwe,nwe,BoldBr00,fumbles,0,,,,,
player,201511080nwe,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201511080nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201511080nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201511080nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201511080nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201511080nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201511080nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201511080nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201511080nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201511080nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201511080nwe,nwe,AmenDa00,rush_att,1,,,,,
player,201511080nwe,nwe,AmenDa00,rush_yds,8,,,,,
player,201511080nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201511080nwe,nwe,AmenDa00,rush_long,8,,,,,
player,201511080nwe,nwe,AmenDa00,targets,5,,,,,
player,201511080nwe,nwe,AmenDa00,rec,4,,,,,
player,201511080nwe,nwe,AmenDa00,rec_yds,24,,,,,
player,201511080nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201511080nwe,nwe,AmenDa00,rec_long,11,,,,,
player,201511080nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201511080nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201511080nwe,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201511080nwe,nwe,LaFeBr00,pass_att,0,,,,,
player,201511080nwe,nwe,LaFeBr00,pass_yds,0,,,,,
player,201511080nwe,nwe,LaFeBr00,pass_td,0,,,,,
player,201511080nwe,nwe,LaFeBr00,pass_int,0,,,,,
player,201511080nwe,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201511080nwe,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201511080nwe,nwe,LaFeBr00,pass_long,0,,,,,
player,201511080nwe,nwe,LaFeBr00,pass_rating,,,,,,
player,201511080nwe,nwe,LaFeBr00,rush_att,0,,,,,
player,201511080nwe,nwe,LaFeBr00,rush_yds,0,,,,,
player,201511080nwe,nwe,LaFeBr00,rush_td,0,,,,,
player,201511080nwe,nwe,LaFeBr00,rush_long,0,,,,,
player,201511080nwe,nwe,LaFeBr00,targets,9,,,,,
player,201511080nwe,nwe,LaFeBr00,rec,5,,,,,
player,201511080nwe,nwe,LaFeBr00,rec_yds,102,,,,,
player,201511080nwe,nwe,LaFeBr00,rec_td,0,,,,,
player,201511080nwe,nwe,LaFeBr00,rec_long,48,,,,,
player,201511080nwe,nwe,LaFeBr00,fumbles,0,,,,,
player,201511080nwe,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201511080nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201511080nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201511080nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201511080nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201511080nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201511080nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201511080nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201511080nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201511080nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201511080nwe,nwe,EdelJu00,rush_att,0,,,,,
player,201511080nwe,nwe,EdelJu00,rush_yds,0,,,,,
player,201511080nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201511080nwe,nwe,EdelJu00,rush_long,0,,,,,
player,201511080nwe,nwe,EdelJu00,targets,8,,,,,
player,201511080nwe,nwe,EdelJu00,rec,5,,,,,
player,201511080nwe,nwe,EdelJu00,rec_yds,55,,,,,
player,201511080nwe,nwe,EdelJu00,rec_td,1,,,,,
player,201511080nwe,nwe,EdelJu00,rec_long,24,,,,,
player,201511080nwe,nwe,EdelJu00,fumbles,1,,,,,
player,201511080nwe,nwe,EdelJu00,fumbles_lost,1,,,,,
player,201511080nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201511080nwe,nwe,GronRo00,pass_att,0,,,,,
player,201511080nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201511080nwe,nwe,GronRo00,pass_td,0,,,,,
player,201511080nwe,nwe,GronRo00,pass_int,0,,,,,
player,201511080nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201511080nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201511080nwe,nwe,GronRo00,pass_long,0,,,,,
player,201511080nwe,nwe,GronRo00,pass_rating,,,,,,
player,201511080nwe,nwe,GronRo00,rush_att,0,,,,,
player,201511080nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201511080nwe,nwe,GronRo00,rush_td,0,,,,,
player,201511080nwe,nwe,GronRo00,rush_long,0,,,,,
player,201511080nwe,nwe,GronRo00,targets,5,,,,,
player,201511080nwe,nwe,GronRo00,rec,4,,,,,
player,201511080nwe,nwe,GronRo00,rec_yds,47,,,,,
player,201511080nwe,nwe,GronRo00,rec_td,0,,,,,
player,201511080nwe,nwe,GronRo00,rec_long,15,,,,,
player,201511080nwe,nwe,GronRo00,fumbles,0,,,,,
player,201511080nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201511080nwe,nwe,ChanSc00,pass_cmp,0,,,,,
player,201511080nwe,nwe,ChanSc00,pass_att,0,,,,,
player,201511080nwe,nwe,ChanSc00,pass_yds,0,,,,,
player,201511080nwe,nwe,ChanSc00,pass_td,0,,,,,
player,201511080nwe,nwe,ChanSc00,pass_int,0,,,,,
player,201511080nwe,nwe,ChanSc00,pass_sacked,0,,,,,
player,201511080nwe,nwe,ChanSc00,pass_sacked_yds,0,,,,,
player,201511080nwe,nwe,ChanSc00,pass_long,0,,,,,
player,201511080nwe,nwe,ChanSc00,pass_rating,,,,,,
player,201511080nwe,nwe,ChanSc00,rush_att,0,,,,,
player,201511080nwe,nwe,ChanSc00,rush_yds,0,,,,,
player,201511080nwe,nwe,ChanSc00,rush_td,0,,,,,
player,201511080nwe,nwe,ChanSc00,rush_long,0,,,,,
player,201511080nwe,nwe,ChanSc00,targets,3,,,,,
player,201511080nwe,nwe,ChanSc00,rec,1,,,,,
player,201511080nwe,nwe,ChanSc00,rec_yds,5,,,,,
player,201511080nwe,nwe,ChanSc00,rec_td,0,,,,,
player,201511080nwe,nwe,ChanSc00,rec_long,5,,,,,
player,201511080nwe,nwe,ChanSc00,fumbles,0,,,,,
player,201511080nwe,nwe,ChanSc00,fumbles_lost,0,,,,,
player,201511080nwe,nwe,GaroJi00,pass_cmp,0,,,,,
player,201511080nwe,nwe,GaroJi00,pass_att,0,,,,,
player,201511080nwe,nwe,GaroJi00,pass_yds,0,,,,,
player,201511080nwe,nwe,GaroJi00,pass_td,0,,,,,
player,201511080nwe,nwe,GaroJi00,pass_int,0,,,,,
player,201511080nwe,nwe,GaroJi00,pass_sacked,0,,,,,
player,201511080nwe,nwe,GaroJi00,pass_sacked_yds,0,,,,,
player,201511080nwe,nwe,GaroJi00,pass_long,0,,,,,
player,201511080nwe,nwe,GaroJi00,pass_rating,,,,,,
player,201511080nwe,nwe,GaroJi00,rush_att,1,,,,,
player,201511080nwe,nwe,GaroJi00,rush_yds,-1,,,,,
player,201511080nwe,nwe,GaroJi00,rush_td,0,,,,,
player,201511080nwe,nwe,GaroJi00,rush_long,-1,,,,,
player,201511080nwe,nwe,GaroJi00,targets,0,,,,,
player,201511080nwe,nwe,GaroJi00,rec,0,,,,,
player,201511080nwe,nwe,GaroJi00,rec_yds,0,,,,,
player,201511080nwe,nwe,GaroJi00,rec_td,0,,,,,
player,201511080nwe,nwe,GaroJi00,rec_long,0,,,,,
player,201511080nwe,nwe,GaroJi00,fumbles,0,,,,,
player,201511080nwe,nwe,GaroJi00,fumbles_lost,0,,,,,
player,201511080nwe,was,RobiKe01,def_int,1,,,,,
player,201511080nwe,was,RobiKe01,def_int_yds,44,,,,,
player,201511080nwe,was,RobiKe01,def_int_td,0,,,,,
player,201511080nwe,was,RobiKe01,def_int_long,44,,,,,
player,201511080nwe,was,RobiKe01,pass_defended,1,,,,,
player,201511080nwe,was,RobiKe01,sacks,0.0,,,,,
player,201511080nwe,was,RobiKe01,tackles_combined,7,,,,,
player,201511080nwe,was,RobiKe01,tackles_solo,4,,,,,
player,201511080nwe,was,RobiKe01,tackles_assists,3,,,,,
player,201511080nwe,was,RobiKe01,tackles_loss,0,,,,,
player,201511080nwe,was,RobiKe01,qb_hits,0,,,,,
player,201511080nwe,was,RobiKe01,fumbles_rec,0,,,,,
player,201511080nwe,was,RobiKe01,fumbles_rec_yds,0,,,,,
player,201511080nwe,was,RobiKe01,fumbles_rec_td,0,,,,,
player,201511080nwe,was,RobiKe01,fumbles_forced,0,,,,,
player,201511080nwe,was,CompWi00,def_int,0,,,,,
player,201511080nwe,was,CompWi00,def_int_yds,0,,,,,
player,201511080nwe,was,CompWi00,def_int_td,0,,,,,
