game,2015,7,20151025,201510250kan,pit,"Pittsburgh Steelers",13,kan,"Kansas City Chiefs",23
player,201510250kan,pit,BryaMa00,pass_att,0,,,,,
player,201510250kan,pit,BryaMa00,pass_yds,0,,,,,
player,201510250kan,pit,BryaMa00,pass_td,0,,,,,
player,201510250kan,pit,BryaMa00,pass_int,0,,,,,
player,201510250kan,pit,BryaMa00,pass_sacked,0,,,,,
player,201510250kan,pit,BryaMa00,pass_sacked_yds,0,,,,,
player,201510250kan,pit,BryaMa00,pass_long,0,,,,,
player,201510250kan,pit,BryaMa00,pass_rating,,,,,,
player,201510250kan,pit,BryaMa00,rush_att,1,,,,,
player,201510250kan,pit,BryaMa00,rush_yds,13,,,,,
player,201510250kan,pit,BryaMa00,rush_td,0,,,,,
player,201510250kan,pit,BryaMa00,rush_long,13,,,,,
player,201510250kan,pit,BryaMa00,targets,8,,,,,
player,201510250kan,pit,BryaMa00,rec,3,,,,,
player,201510250kan,pit,BryaMa00,rec_yds,45,,,,,
player,201510250kan,pit,BryaMa00,rec_td,1,,,,,
player,201510250kan,pit,BryaMa00,rec_long,19,,,,,
player,201510250kan,pit,BryaMa00,fumbles,0,,,,,
player,201510250kan,pit,BryaMa00,fumbles_lost,0,,,,,
player,201510250kan,pit,WillDe02,pass_cmp,0,,,,,
player,201510250kan,pit,WillDe02,pass_att,0,,,,,
player,201510250kan,pit,WillDe02,pass_yds,0,,,,,
player,201510250kan,pit,WillDe02,pass_td,0,,,,,
player,201510250kan,pit,WillDe02,pass_int,0,,,,,
player,201510250kan,pit,WillDe02,pass_sacked,0,,,,,
player,201510250kan,pit,WillDe02,pass_sacked_yds,0,,,,,
player,201510250kan,pit,WillDe02,pass_long,0,,,,,
player,201510250kan,pit,WillDe02,pass_rating,,,,,,
player,201510250kan,pit,WillDe02,rush_att,4,,,,,
player,201510250kan,pit,WillDe02,rush_yds,9,,,,,
player,201510250kan,pit,WillDe02,rush_td,0,,,,,
player,201510250kan,pit,WillDe02,rush_long,6,,,,,
player,201510250kan,pit,WillDe02,targets,2,,,,,
player,201510250kan,pit,WillDe02,rec,1,,,,,
player,201510250kan,pit,WillDe02,rec_yds,8,,,,,
player,201510250kan,pit,WillDe02,rec_td,0,,,,,
player,201510250kan,pit,WillDe02,rec_long,8,,,,,
player,201510250kan,pit,WillDe02,fumbles,0,,,,,
player,201510250kan,pit,WillDe02,fumbles_lost,0,,,,,
player,201510250kan,pit,BrowAn04,pass_cmp,0,,,,,
player,201510250kan,pit,BrowAn04,pass_att,0,,,,,
player,201510250kan,pit,BrowAn04,pass_yds,0,,,,,
player,201510250kan,pit,BrowAn04,pass_td,0,,,,,
player,201510250kan,pit,BrowAn04,pass_int,0,,,,,
player,201510250kan,pit,BrowAn04,pass_sacked,0,,,,,
player,201510250kan,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201510250kan,pit,BrowAn04,pass_long,0,,,,,
player,201510250kan,pit,BrowAn04,pass_rating,,,,,,
player,201510250kan,pit,BrowAn04,rush_att,1,,,,,
player,201510250kan,pit,BrowAn04,rush_yds,6,,,,,
player,201510250kan,pit,BrowAn04,rush_td,0,,,,,
player,201510250kan,pit,BrowAn04,rush_long,6,,,,,
player,201510250kan,pit,BrowAn04,targets,8,,,,,
player,201510250kan,pit,BrowAn04,rec,6,,,,,
player,201510250kan,pit,BrowAn04,rec_yds,124,,,,,
player,201510250kan,pit,BrowAn04,rec_td,0,,,,,
player,201510250kan,pit,BrowAn04,rec_long,41,,,,,
player,201510250kan,pit,BrowAn04,fumbles,0,,,,,
player,201510250kan,pit,BrowAn04,fumbles_lost,0,,,,,
player,201510250kan,pit,WheaMa00,pass_cmp,0,,,,,
player,201510250kan,pit,WheaMa00,pass_att,0,,,,,
player,201510250kan,pit,WheaMa00,pass_yds,0,,,,,
player,201510250kan,pit,WheaMa00,pass_td,0,,,,,
player,201510250kan,pit,WheaMa00,pass_int,0,,,,,
player,201510250kan,pit,WheaMa00,pass_sacked,0,,,,,
player,201510250kan,pit,WheaMa00,pass_sacked_yds,0,,,,,
player,201510250kan,pit,WheaMa00,pass_long,0,,,,,
player,201510250kan,pit,WheaMa00,pass_rating,,,,,,
player,201510250kan,pit,WheaMa00,rush_att,0,,,,,
player,201510250kan,pit,WheaMa00,rush_yds,0,,,,,
player,201510250kan,pit,WheaMa00,rush_td,0,,,,,
player,201510250kan,pit,WheaMa00,rush_long,0,,,,,
player,201510250kan,pit,WheaMa00,targets,4,,,,,
player,201510250kan,pit,WheaMa00,rec,2,,,,,
player,201510250kan,pit,WheaMa00,rec_yds,16,,,,,
player,201510250kan,pit,WheaMa00,rec_td,0,,,,,
player,201510250kan,pit,WheaMa00,rec_long,11,,,,,
player,201510250kan,pit,WheaMa00,fumbles,0,,,,,
player,201510250kan,pit,WheaMa00,fumbles_lost,0,,,,,
player,201510250kan,pit,MillHe00,pass_cmp,0,,,,,
player,201510250kan,pit,MillHe00,pass_att,0,,,,,
player,201510250kan,pit,MillHe00,pass_yds,0,,,,,
player,201510250kan,pit,MillHe00,pass_td,0,,,,,
player,201510250kan,pit,MillHe00,pass_int,0,,,,,
player,201510250kan,pit,MillHe00,pass_sacked,0,,,,,
player,201510250kan,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201510250kan,pit,MillHe00,pass_long,0,,,,,
player,201510250kan,pit,MillHe00,pass_rating,,,,,,
player,201510250kan,pit,MillHe00,rush_att,0,,,,,
player,201510250kan,pit,MillHe00,rush_yds,0,,,,,
player,201510250kan,pit,MillHe00,rush_td,0,,,,,
player,201510250kan,pit,MillHe00,rush_long,0,,,,,
player,201510250kan,pit,MillHe00,targets,2,,,,,
player,201510250kan,pit,MillHe00,rec,0,,,,,
player,201510250kan,pit,MillHe00,rec_yds,0,,,,,
player,201510250kan,pit,MillHe00,rec_td,0,,,,,
player,201510250kan,pit,MillHe00,rec_long,0,,,,,
player,201510250kan,pit,MillHe00,fumbles,0,,,,,
player,201510250kan,pit,MillHe00,fumbles_lost,0,,,,,
player,201510250kan,kan,SmitAl03,pass_cmp,21,,,,,
player,201510250kan,kan,SmitAl03,pass_att,32,,,,,
player,201510250kan,kan,SmitAl03,pass_yds,251,,,,,
player,201510250kan,kan,SmitAl03,pass_td,1,,,,,
player,201510250kan,kan,SmitAl03,pass_int,0,,,,,
player,201510250kan,kan,SmitAl03,pass_sacked,2,,,,,
player,201510250kan,kan,SmitAl03,pass_sacked_yds,12,,,,,
player,201510250kan,kan,SmitAl03,pass_long,40,,,,,
player,201510250kan,kan,SmitAl03,pass_rating,99.9,,,,,
player,201510250kan,kan,SmitAl03,rush_att,3,,,,,
player,201510250kan,kan,SmitAl03,rush_yds,5,,,,,
player,201510250kan,kan,SmitAl03,rush_td,0,,,,,
player,201510250kan,kan,SmitAl03,rush_long,7,,,,,
player,201510250kan,kan,SmitAl03,targets,0,,,,,
player,201510250kan,kan,SmitAl03,rec,0,,,,,
player,201510250kan,kan,SmitAl03,rec_yds,0,,,,,
player,201510250kan,kan,SmitAl03,rec_td,0,,,,,
player,201510250kan,kan,SmitAl03,rec_long,0,,,,,
player,201510250kan,kan,SmitAl03,fumbles,0,,,,,
player,201510250kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201510250kan,kan,WestCh01,pass_cmp,0,,,,,
player,201510250kan,kan,WestCh01,pass_att,0,,,,,
player,201510250kan,kan,WestCh01,pass_yds,0,,,,,
player,201510250kan,kan,WestCh01,pass_td,0,,,,,
player,201510250kan,kan,WestCh01,pass_int,0,,,,,
player,201510250kan,kan,WestCh01,pass_sacked,0,,,,,
player,201510250kan,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201510250kan,kan,WestCh01,pass_long,0,,,,,
player,201510250kan,kan,WestCh01,pass_rating,,,,,,
player,201510250kan,kan,WestCh01,rush_att,22,,,,,
player,201510250kan,kan,WestCh01,rush_yds,110,,,,,
player,201510250kan,kan,WestCh01,rush_td,1,,,,,
player,201510250kan,kan,WestCh01,rush_long,36,,,,,
player,201510250kan,kan,WestCh01,targets,5,,,,,
player,201510250kan,kan,WestCh01,rec,2,,,,,
player,201510250kan,kan,WestCh01,rec_yds,19,,,,,
player,201510250kan,kan,WestCh01,rec_td,0,,,,,
player,201510250kan,kan,WestCh01,rec_long,12,,,,,
player,201510250kan,kan,WestCh01,fumbles,0,,,,,
player,201510250kan,kan,WestCh01,fumbles_lost,0,,,,,
player,201510250kan,kan,ThomDe05,pass_cmp,0,,,,,
player,201510250kan,kan,ThomDe05,pass_att,0,,,,,
player,201510250kan,kan,ThomDe05,pass_yds,0,,,,,
player,201510250kan,kan,ThomDe05,pass_td,0,,,,,
player,201510250kan,kan,ThomDe05,pass_int,0,,,,,
player,201510250kan,kan,ThomDe05,pass_sacked,0,,,,,
player,201510250kan,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201510250kan,kan,ThomDe05,pass_long,0,,,,,
player,201510250kan,kan,ThomDe05,pass_rating,,,,,,
player,201510250kan,kan,ThomDe05,rush_att,1,,,,,
player,201510250kan,kan,ThomDe05,rush_yds,13,,,,,
player,201510250kan,kan,ThomDe05,rush_td,0,,,,,
player,201510250kan,kan,ThomDe05,rush_long,13,,,,,
player,201510250kan,kan,ThomDe05,targets,3,,,,,
player,201510250kan,kan,ThomDe05,rec,2,,,,,
player,201510250kan,kan,ThomDe05,rec_yds,12,,,,,
player,201510250kan,kan,ThomDe05,rec_td,0,,,,,
player,201510250kan,kan,ThomDe05,rec_long,7,,,,,
player,201510250kan,kan,ThomDe05,fumbles,0,,,,,
player,201510250kan,kan,ThomDe05,fumbles_lost,0,,,,,
player,201510250kan,kan,WareSp00,pass_cmp,0,,,,,
player,201510250kan,kan,WareSp00,pass_att,0,,,,,
player,201510250kan,kan,WareSp00,pass_yds,0,,,,,
player,201510250kan,kan,WareSp00,pass_td,0,,,,,
player,201510250kan,kan,WareSp00,pass_int,0,,,,,
player,201510250kan,kan,WareSp00,pass_sacked,0,,,,,
player,201510250kan,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201510250kan,kan,WareSp00,pass_long,0,,,,,
player,201510250kan,kan,WareSp00,pass_rating,,,,,,
player,201510250kan,kan,WareSp00,rush_att,2,,,,,
player,201510250kan,kan,WareSp00,rush_yds,8,,,,,
player,201510250kan,kan,WareSp00,rush_td,0,,,,,
player,201510250kan,kan,WareSp00,rush_long,5,,,,,
player,201510250kan,kan,WareSp00,targets,0,,,,,
player,201510250kan,kan,WareSp00,rec,0,,,,,
player,201510250kan,kan,WareSp00,rec_yds,0,,,,,
player,201510250kan,kan,WareSp00,rec_td,0,,,,,
player,201510250kan,kan,WareSp00,rec_long,0,,,,,
player,201510250kan,kan,WareSp00,fumbles,0,,,,,
player,201510250kan,kan,WareSp00,fumbles_lost,0,,,,,
player,201510250kan,kan,DaviKn00,pass_cmp,0,,,,,
player,201510250kan,kan,DaviKn00,pass_att,0,,,,,
player,201510250kan,kan,DaviKn00,pass_yds,0,,,,,
player,201510250kan,kan,DaviKn00,pass_td,0,,,,,
player,201510250kan,kan,DaviKn00,pass_int,0,,,,,
player,201510250kan,kan,DaviKn00,pass_sacked,0,,,,,
player,201510250kan,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201510250kan,kan,DaviKn00,pass_long,0,,,,,
player,201510250kan,kan,DaviKn00,pass_rating,,,,,,
player,201510250kan,kan,DaviKn00,rush_att,1,,,,,
player,201510250kan,kan,DaviKn00,rush_yds,2,,,,,
player,201510250kan,kan,DaviKn00,rush_td,0,,,,,
player,201510250kan,kan,DaviKn00,rush_long,2,,,,,
player,201510250kan,kan,DaviKn00,targets,0,,,,,
player,201510250kan,kan,DaviKn00,rec,0,,,,,
player,201510250kan,kan,DaviKn00,rec_yds,0,,,,,
player,201510250kan,kan,DaviKn00,rec_td,0,,,,,
player,201510250kan,kan,DaviKn00,rec_long,0,,,,,
player,201510250kan,kan,DaviKn00,fumbles,0,,,,,
player,201510250kan,kan,DaviKn00,fumbles_lost,0,,,,,
player,201510250kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201510250kan,kan,KelcTr00,pass_att,0,,,,,
player,201510250kan,kan,KelcTr00,pass_yds,0,,,,,
player,201510250kan,kan,KelcTr00,pass_td,0,,,,,
player,201510250kan,kan,KelcTr00,pass_int,0,,,,,
player,201510250kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201510250kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201510250kan,kan,KelcTr00,pass_long,0,,,,,
player,201510250kan,kan,KelcTr00,pass_rating,,,,,,
player,201510250kan,kan,KelcTr00,rush_att,0,,,,,
player,201510250kan,kan,KelcTr00,rush_yds,0,,,,,
player,201510250kan,kan,KelcTr00,rush_td,0,,,,,
player,201510250kan,kan,KelcTr00,rush_long,0,,,,,
player,201510250kan,kan,KelcTr00,targets,6,,,,,
player,201510250kan,kan,KelcTr00,rec,5,,,,,
player,201510250kan,kan,KelcTr00,rec_yds,73,,,,,
player,201510250kan,kan,KelcTr00,rec_td,0,,,,,
player,201510250kan,kan,KelcTr00,rec_long,26,,,,,
player,201510250kan,kan,KelcTr00,fumbles,0,,,,,
player,201510250kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201510250kan,kan,WilsAl02,pass_cmp,0,,,,,
player,201510250kan,kan,WilsAl02,pass_att,0,,,,,
player,201510250kan,kan,WilsAl02,pass_yds,0,,,,,
player,201510250kan,kan,WilsAl02,pass_td,0,,,,,
player,201510250kan,kan,WilsAl02,pass_int,0,,,,,
player,201510250kan,kan,WilsAl02,pass_sacked,0,,,,,
player,201510250kan,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201510250kan,kan,WilsAl02,pass_long,0,,,,,
player,201510250kan,kan,WilsAl02,pass_rating,,,,,,
player,201510250kan,kan,WilsAl02,rush_att,0,,,,,
player,201510250kan,kan,WilsAl02,rush_yds,0,,,,,
player,201510250kan,kan,WilsAl02,rush_td,0,,,,,
player,201510250kan,kan,WilsAl02,rush_long,0,,,,,
player,201510250kan,kan,WilsAl02,targets,6,,,,,
player,201510250kan,kan,WilsAl02,rec,3,,,,,
player,201510250kan,kan,WilsAl02,rec_yds,71,,,,,
player,201510250kan,kan,WilsAl02,rec_td,0,,,,,
player,201510250kan,kan,WilsAl02,rec_long,40,,,,,
player,201510250kan,kan,WilsAl02,fumbles,0,,,,,
player,201510250kan,kan,WilsAl02,fumbles_lost,0,,,,,
player,201510250kan,kan,ConlCh00,pass_cmp,0,,,,,
player,201510250kan,kan,ConlCh00,pass_att,0,,,,,
player,201510250kan,kan,ConlCh00,pass_yds,0,,,,,
player,201510250kan,kan,ConlCh00,pass_td,0,,,,,
player,201510250kan,kan,ConlCh00,pass_int,0,,,,,
player,201510250kan,kan,ConlCh00,pass_sacked,0,,,,,
player,201510250kan,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201510250kan,kan,ConlCh00,pass_long,0,,,,,
player,201510250kan,kan,ConlCh00,pass_rating,,,,,,
player,201510250kan,kan,ConlCh00,rush_att,0,,,,,
player,201510250kan,kan,ConlCh00,rush_yds,0,,,,,
player,201510250kan,kan,ConlCh00,rush_td,0,,,,,
player,201510250kan,kan,ConlCh00,rush_long,0,,,,,
player,201510250kan,kan,ConlCh00,targets,7,,,,,
player,201510250kan,kan,ConlCh00,rec,6,,,,,
player,201510250kan,kan,ConlCh00,rec_yds,63,,,,,
player,201510250kan,kan,ConlCh00,rec_td,1,,,,,
player,201510250kan,kan,ConlCh00,rec_long,25,,,,,
player,201510250kan,kan,ConlCh00,fumbles,0,,,,,
player,201510250kan,kan,ConlCh00,fumbles_lost,0,,,,,
player,201510250kan,kan,AvanJa00,pass_cmp,0,,,,,
player,201510250kan,kan,AvanJa00,pass_att,0,,,,,
player,201510250kan,kan,AvanJa00,pass_yds,0,,,,,
player,201510250kan,kan,AvanJa00,pass_td,0,,,,,
player,201510250kan,kan,AvanJa00,pass_int,0,,,,,
player,201510250kan,kan,AvanJa00,pass_sacked,0,,,,,
player,201510250kan,kan,AvanJa00,pass_sacked_yds,0,,,,,
player,201510250kan,kan,AvanJa00,pass_long,0,,,,,
player,201510250kan,kan,AvanJa00,pass_rating,,,,,,
player,201510250kan,kan,AvanJa00,rush_att,0,,,,,
player,201510250kan,kan,AvanJa00,rush_yds,0,,,,,
player,201510250kan,kan,AvanJa00,rush_td,0,,,,,
player,201510250kan,kan,AvanJa00,rush_long,0,,,,,
player,201510250kan,kan,AvanJa00,targets,2,,,,,
player,201510250kan,kan,AvanJa00,rec,2,,,,,
player,201510250kan,kan,AvanJa00,rec_yds,11,,,,,
player,201510250kan,kan,AvanJa00,rec_td,0,,,,,
player,201510250kan,kan,AvanJa00,rec_long,6,,,,,
player,201510250kan,kan,AvanJa00,fumbles,0,,,,,
player,201510250kan,kan,AvanJa00,fumbles_lost,0,,,,,
player,201510250kan,kan,O'ShJa00,pass_cmp,0,,,,,
player,201510250kan,kan,O'ShJa00,pass_att,0,,,,,
player,201510250kan,kan,O'ShJa00,pass_yds,0,,,,,
player,201510250kan,kan,O'ShJa00,pass_td,0,,,,,
player,201510250kan,kan,O'ShJa00,pass_int,0,,,,,
player,201510250kan,kan,O'ShJa00,pass_sacked,0,,,,,
player,201510250kan,kan,O'ShJa00,pass_sacked_yds,0,,,,,
player,201510250kan,kan,O'ShJa00,pass_long,0,,,,,
player,201510250kan,kan,O'ShJa00,pass_rating,,,,,,
player,201510250kan,kan,O'ShJa00,rush_att,0,,,,,
player,201510250kan,kan,O'ShJa00,rush_yds,0,,,,,
player,201510250kan,kan,O'ShJa00,rush_td,0,,,,,
player,201510250kan,kan,O'ShJa00,rush_long,0,,,,,
player,201510250kan,kan,O'ShJa00,targets,2,,,,,
player,201510250kan,kan,O'ShJa00,rec,1,,,,,
player,201510250kan,kan,O'ShJa00,rec_yds,2,,,,,
player,201510250kan,kan,O'ShJa00,rec_td,0,,,,,
player,201510250kan,kan,O'ShJa00,rec_long,2,,,,,
player,201510250kan,kan,O'ShJa00,fumbles,0,,,,,
player,201510250kan,kan,O'ShJa00,fumbles_lost,0,,,,,
player,201510250kan,pit,HeywCa01,def_int,0,,,,,
player,201510250kan,pit,HeywCa01,def_int_yds,0,,,,,
player,201510250kan,pit,HeywCa01,def_int_td,0,,,,,
player,201510250kan,pit,HeywCa01,def_int_long,0,,,,,
player,201510250kan,pit,HeywCa01,pass_defended,0,,,,,
player,201510250kan,pit,HeywCa01,sacks,1.0,,,,,
player,201510250kan,pit,HeywCa01,tackles_combined,4,,,,,
player,201510250kan,pit,HeywCa01,tackles_solo,3,,,,,
player,201510250kan,pit,HeywCa01,tackles_assists,1,,,,,
player,201510250kan,pit,HeywCa01,tackles_loss,1,,,,,
player,201510250kan,pit,HeywCa01,qb_hits,1,,,,,
player,201510250kan,pit,HeywCa01,fumbles_rec,0,,,,,
player,201510250kan,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201510250kan,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201510250kan,pit,HeywCa01,fumbles_forced,0,,,,,
player,201510250kan,pit,TimmLa99,def_int,0,,,,,
player,201510250kan,pit,TimmLa99,def_int_yds,0,,,,,
player,201510250kan,pit,TimmLa99,def_int_td,0,,,,,
player,201510250kan,pit,TimmLa99,def_int_long,0,,,,,
player,201510250kan,pit,TimmLa99,pass_defended,0,,,,,
player,201510250kan,pit,TimmLa99,sacks,0.5,,,,,
player,201510250kan,pit,TimmLa99,tackles_combined,10,,,,,
player,201510250kan,pit,TimmLa99,tackles_solo,7,,,,,
player,201510250kan,pit,TimmLa99,tackles_assists,3,,,,,
player,201510250kan,pit,TimmLa99,tackles_loss,0,,,,,
player,201510250kan,pit,TimmLa99,qb_hits,1,,,,,
player,201510250kan,pit,TimmLa99,fumbles_rec,0,,,,,
player,201510250kan,pit,TimmLa99,fumbles_rec_yds,0,,,,,
player,201510250kan,pit,TimmLa99,fumbles_rec_td,0,,,,,
player,201510250kan,pit,TimmLa99,fumbles_forced,0,,,,,
player,201510250kan,pit,ShazRy00,def_int,0,,,,,
player,201510250kan,pit,ShazRy00,def_int_yds,0,,,,,
player,201510250kan,pit,ShazRy00,def_int_td,0,,,,,
player,201510250kan,pit,ShazRy00,def_int_long,0,,,,,
player,201510250kan,pit,ShazRy00,pass_defended,0,,,,,
player,201510250kan,pit,ShazRy00,sacks,0.5,,,,,
player,201510250kan,pit,ShazRy00,tackles_combined,4,,,,,
player,201510250kan,pit,ShazRy00,tackles_solo,3,,,,,
player,201510250kan,pit,ShazRy00,tackles_assists,1,,,,,
player,201510250kan,pit,ShazRy00,tackles_loss,0,,,,,
player,201510250kan,pit,ShazRy00,qb_hits,2,,,,,
player,201510250kan,pit,ShazRy00,fumbles_rec,0,,,,,
player,201510250kan,pit,ShazRy00,fumbles_rec_yds,0,,,,,
player,201510250kan,pit,ShazRy00,fumbles_rec_td,0,,,,,
player,201510250kan,pit,ShazRy00,fumbles_forced,0,,,,,
player,201510250kan,pit,MitcMi99,def_int,0,,,,,
player,201510250kan,pit,MitcMi99,def_int_yds,0,,,,,
player,201510250kan,pit,MitcMi99,def_int_td,0,,,,,
player,201510250kan,pit,MitcMi99,def_int_long,0,,,,,
player,201510250kan,pit,MitcMi99,pass_defended,0,,,,,
player,201510250kan,pit,MitcMi99,sacks,0.0,,,,,
player,201510250kan,pit,MitcMi99,tackles_combined,6,,,,,
player,201510250kan,pit,MitcMi99,tackles_solo,6,,,,,
player,201510250kan,pit,MitcMi99,tackles_assists,0,,,,,
player,201510250kan,pit,MitcMi99,tackles_loss,0,,,,,
player,201510250kan,pit,MitcMi99,qb_hits,2,,,,,
player,201510250kan,pit,MitcMi99,fumbles_rec,0,,,,,
player,201510250kan,pit,MitcMi99,fumbles_rec_yds,0,,,,,
player,201510250kan,pit,MitcMi99,fumbles_rec_td,0,,,,,
player,201510250kan,pit,MitcMi99,fumbles_forced,0,,,,,
player,201510250kan,pit,GoldRo00,def_int,0,,,,,
player,201510250kan,pit,GoldRo00,def_int_yds,0,,,,,
player,201510250kan,pit,GoldRo00,def_int_td,0,,,,,
player,201510250kan,pit,GoldRo00,def_int_long,0,,,,,
player,201510250kan,pit,GoldRo00,pass_defended,0,,,,,
player,201510250kan,pit,GoldRo00,sacks,0.0,,,,,
player,201510250kan,pit,GoldRo00,tackles_combined,4,,,,,
player,201510250kan,pit,GoldRo00,tackles_solo,4,,,,,
player,201510250kan,pit,GoldRo00,tackles_assists,0,,,,,
player,201510250kan,pit,GoldRo00,tackles_loss,0,,,,,
player,201510250kan,pit,GoldRo00,qb_hits,0,,,,,
player,201510250kan,pit,GoldRo00,fumbles_rec,0,,,,,
player,201510250kan,pit,GoldRo00,fumbles_rec_yds,0,,,,,
player,201510250kan,pit,GoldRo00,fumbles_rec_td,0,,,,,
player,201510250kan,pit,GoldRo00,fumbles_forced,0,,,,,
player,201510250kan,pit,MoatAr00,def_int,0,,,,,
player,201510250kan,pit,MoatAr00,def_int_yds,0,,,,,
player,201510250kan,pit,MoatAr00,def_int_td,0,,,,,
player,201510250kan,pit,MoatAr00,def_int_long,0,,,,,
player,201510250kan,pit,MoatAr00,pass_defended,0,,,,,
player,201510250kan,pit,MoatAr00,sacks,0.0,,,,,
player,201510250kan,pit,MoatAr00,tackles_combined,4,,,,,
player,201510250kan,pit,MoatAr00,tackles_solo,3,,,,,
player,201510250kan,pit,MoatAr00,tackles_assists,1,,,,,
player,201510250kan,pit,MoatAr00,tackles_loss,0,,,,,
player,201510250kan,pit,MoatAr00,qb_hits,1,,,,,
player,201510250kan,pit,MoatAr00,fumbles_rec,0,,,,,
player,201510250kan,pit,MoatAr00,fumbles_rec_yds,0,,,,,
player,201510250kan,pit,MoatAr00,fumbles_rec_td,0,,,,,
