game,2015,9,20151108,201511080sfo,atl,"Atlanta Falcons",16,sfo,"San Francisco 49ers",17
player,201511080sfo,atl,JoneJu02,rush_yds,0,,,,,
player,201511080sfo,atl,JoneJu02,rush_td,0,,,,,
player,201511080sfo,atl,JoneJu02,rush_long,0,,,,,
player,201511080sfo,atl,JoneJu02,targets,17,,,,,
player,201511080sfo,atl,JoneJu02,rec,10,,,,,
player,201511080sfo,atl,JoneJu02,rec_yds,137,,,,,
player,201511080sfo,atl,JoneJu02,rec_td,0,,,,,
player,201511080sfo,atl,JoneJu02,rec_long,54,,,,,
player,201511080sfo,atl,JoneJu02,fumbles,0,,,,,
player,201511080sfo,atl,JoneJu02,fumbles_lost,0,,,,,
player,201511080sfo,atl,TammJa00,pass_cmp,0,,,,,
player,201511080sfo,atl,TammJa00,pass_att,0,,,,,
player,201511080sfo,atl,TammJa00,pass_yds,0,,,,,
player,201511080sfo,atl,TammJa00,pass_td,0,,,,,
player,201511080sfo,atl,TammJa00,pass_int,0,,,,,
player,201511080sfo,atl,TammJa00,pass_sacked,0,,,,,
player,201511080sfo,atl,TammJa00,pass_sacked_yds,0,,,,,
player,201511080sfo,atl,TammJa00,pass_long,0,,,,,
player,201511080sfo,atl,TammJa00,pass_rating,,,,,,
player,201511080sfo,atl,TammJa00,rush_att,0,,,,,
player,201511080sfo,atl,TammJa00,rush_yds,0,,,,,
player,201511080sfo,atl,TammJa00,rush_td,0,,,,,
player,201511080sfo,atl,TammJa00,rush_long,0,,,,,
player,201511080sfo,atl,TammJa00,targets,10,,,,,
player,201511080sfo,atl,TammJa00,rec,6,,,,,
player,201511080sfo,atl,TammJa00,rec_yds,61,,,,,
player,201511080sfo,atl,TammJa00,rec_td,0,,,,,
player,201511080sfo,atl,TammJa00,rec_long,26,,,,,
player,201511080sfo,atl,TammJa00,fumbles,0,,,,,
player,201511080sfo,atl,TammJa00,fumbles_lost,0,,,,,
player,201511080sfo,atl,WhitRo00,pass_cmp,0,,,,,
player,201511080sfo,atl,WhitRo00,pass_att,0,,,,,
player,201511080sfo,atl,WhitRo00,pass_yds,0,,,,,
player,201511080sfo,atl,WhitRo00,pass_td,0,,,,,
player,201511080sfo,atl,WhitRo00,pass_int,0,,,,,
player,201511080sfo,atl,WhitRo00,pass_sacked,0,,,,,
player,201511080sfo,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201511080sfo,atl,WhitRo00,pass_long,0,,,,,
player,201511080sfo,atl,WhitRo00,pass_rating,,,,,,
player,201511080sfo,atl,WhitRo00,rush_att,0,,,,,
player,201511080sfo,atl,WhitRo00,rush_yds,0,,,,,
player,201511080sfo,atl,WhitRo00,rush_td,0,,,,,
player,201511080sfo,atl,WhitRo00,rush_long,0,,,,,
player,201511080sfo,atl,WhitRo00,targets,2,,,,,
player,201511080sfo,atl,WhitRo00,rec,1,,,,,
player,201511080sfo,atl,WhitRo00,rec_yds,20,,,,,
player,201511080sfo,atl,WhitRo00,rec_td,0,,,,,
player,201511080sfo,atl,WhitRo00,rec_long,20,,,,,
player,201511080sfo,atl,WhitRo00,fumbles,0,,,,,
player,201511080sfo,atl,WhitRo00,fumbles_lost,0,,,,,
player,201511080sfo,atl,HardJu00,pass_cmp,0,,,,,
player,201511080sfo,atl,HardJu00,pass_att,0,,,,,
player,201511080sfo,atl,HardJu00,pass_yds,0,,,,,
player,201511080sfo,atl,HardJu00,pass_td,0,,,,,
player,201511080sfo,atl,HardJu00,pass_int,0,,,,,
player,201511080sfo,atl,HardJu00,pass_sacked,0,,,,,
player,201511080sfo,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201511080sfo,atl,HardJu00,pass_long,0,,,,,
player,201511080sfo,atl,HardJu00,pass_rating,,,,,,
player,201511080sfo,atl,HardJu00,rush_att,0,,,,,
player,201511080sfo,atl,HardJu00,rush_yds,0,,,,,
player,201511080sfo,atl,HardJu00,rush_td,0,,,,,
player,201511080sfo,atl,HardJu00,rush_long,0,,,,,
player,201511080sfo,atl,HardJu00,targets,4,,,,,
player,201511080sfo,atl,HardJu00,rec,4,,,,,
player,201511080sfo,atl,HardJu00,rec_yds,17,,,,,
player,201511080sfo,atl,HardJu00,rec_td,0,,,,,
player,201511080sfo,atl,HardJu00,rec_long,8,,,,,
player,201511080sfo,atl,HardJu00,fumbles,0,,,,,
player,201511080sfo,atl,HardJu00,fumbles_lost,0,,,,,
player,201511080sfo,atl,ToilLe00,pass_cmp,0,,,,,
player,201511080sfo,atl,ToilLe00,pass_att,0,,,,,
player,201511080sfo,atl,ToilLe00,pass_yds,0,,,,,
player,201511080sfo,atl,ToilLe00,pass_td,0,,,,,
player,201511080sfo,atl,ToilLe00,pass_int,0,,,,,
player,201511080sfo,atl,ToilLe00,pass_sacked,0,,,,,
player,201511080sfo,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201511080sfo,atl,ToilLe00,pass_long,0,,,,,
player,201511080sfo,atl,ToilLe00,pass_rating,,,,,,
player,201511080sfo,atl,ToilLe00,rush_att,0,,,,,
player,201511080sfo,atl,ToilLe00,rush_yds,0,,,,,
player,201511080sfo,atl,ToilLe00,rush_td,0,,,,,
player,201511080sfo,atl,ToilLe00,rush_long,0,,,,,
player,201511080sfo,atl,ToilLe00,targets,1,,,,,
player,201511080sfo,atl,ToilLe00,rec,1,,,,,
player,201511080sfo,atl,ToilLe00,rec_yds,1,,,,,
player,201511080sfo,atl,ToilLe00,rec_td,0,,,,,
player,201511080sfo,atl,ToilLe00,rec_long,1,,,,,
player,201511080sfo,atl,ToilLe00,fumbles,0,,,,,
player,201511080sfo,atl,ToilLe00,fumbles_lost,0,,,,,
player,201511080sfo,atl,WillNi02,pass_cmp,0,,,,,
player,201511080sfo,atl,WillNi02,pass_att,0,,,,,
player,201511080sfo,atl,WillNi02,pass_yds,0,,,,,
player,201511080sfo,atl,WillNi02,pass_td,0,,,,,
player,201511080sfo,atl,WillNi02,pass_int,0,,,,,
player,201511080sfo,atl,WillNi02,pass_sacked,0,,,,,
player,201511080sfo,atl,WillNi02,pass_sacked_yds,0,,,,,
player,201511080sfo,atl,WillNi02,pass_long,0,,,,,
player,201511080sfo,atl,WillNi02,pass_rating,,,,,,
player,201511080sfo,atl,WillNi02,rush_att,0,,,,,
player,201511080sfo,atl,WillNi02,rush_yds,0,,,,,
player,201511080sfo,atl,WillNi02,rush_td,0,,,,,
player,201511080sfo,atl,WillNi02,rush_long,0,,,,,
player,201511080sfo,atl,WillNi02,targets,1,,,,,
player,201511080sfo,atl,WillNi02,rec,0,,,,,
player,201511080sfo,atl,WillNi02,rec_yds,0,,,,,
player,201511080sfo,atl,WillNi02,rec_td,0,,,,,
player,201511080sfo,atl,WillNi02,rec_long,0,,,,,
player,201511080sfo,atl,WillNi02,fumbles,0,,,,,
player,201511080sfo,atl,WillNi02,fumbles_lost,0,,,,,
player,201511080sfo,sfo,GabbBl00,pass_cmp,15,,,,,
player,201511080sfo,sfo,GabbBl00,pass_att,25,,,,,
player,201511080sfo,sfo,GabbBl00,pass_yds,185,,,,,
player,201511080sfo,sfo,GabbBl00,pass_td,2,,,,,
player,201511080sfo,sfo,GabbBl00,pass_int,2,,,,,
player,201511080sfo,sfo,GabbBl00,pass_sacked,0,,,,,
player,201511080sfo,sfo,GabbBl00,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,GabbBl00,pass_long,41,,,,,
player,201511080sfo,sfo,GabbBl00,pass_rating,76.2,,,,,
player,201511080sfo,sfo,GabbBl00,rush_att,8,,,,,
player,201511080sfo,sfo,GabbBl00,rush_yds,32,,,,,
player,201511080sfo,sfo,GabbBl00,rush_td,0,,,,,
player,201511080sfo,sfo,GabbBl00,rush_long,10,,,,,
player,201511080sfo,sfo,GabbBl00,targets,0,,,,,
player,201511080sfo,sfo,GabbBl00,rec,0,,,,,
player,201511080sfo,sfo,GabbBl00,rec_yds,0,,,,,
player,201511080sfo,sfo,GabbBl00,rec_td,0,,,,,
player,201511080sfo,sfo,GabbBl00,rec_long,0,,,,,
player,201511080sfo,sfo,GabbBl00,fumbles,0,,,,,
player,201511080sfo,sfo,GabbBl00,fumbles_lost,0,,,,,
player,201511080sfo,sfo,KaepCo00,pass_cmp,0,,,,,
player,201511080sfo,sfo,KaepCo00,pass_att,1,,,,,
player,201511080sfo,sfo,KaepCo00,pass_yds,0,,,,,
player,201511080sfo,sfo,KaepCo00,pass_td,0,,,,,
player,201511080sfo,sfo,KaepCo00,pass_int,0,,,,,
player,201511080sfo,sfo,KaepCo00,pass_sacked,0,,,,,
player,201511080sfo,sfo,KaepCo00,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,KaepCo00,pass_long,0,,,,,
player,201511080sfo,sfo,KaepCo00,pass_rating,39.6,,,,,
player,201511080sfo,sfo,KaepCo00,rush_att,0,,,,,
player,201511080sfo,sfo,KaepCo00,rush_yds,0,,,,,
player,201511080sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201511080sfo,sfo,KaepCo00,rush_long,0,,,,,
player,201511080sfo,sfo,KaepCo00,targets,0,,,,,
player,201511080sfo,sfo,KaepCo00,rec,0,,,,,
player,201511080sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201511080sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201511080sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201511080sfo,sfo,KaepCo00,fumbles,0,,,,,
player,201511080sfo,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201511080sfo,sfo,DrauSh00,pass_cmp,0,,,,,
player,201511080sfo,sfo,DrauSh00,pass_att,0,,,,,
player,201511080sfo,sfo,DrauSh00,pass_yds,0,,,,,
player,201511080sfo,sfo,DrauSh00,pass_td,0,,,,,
player,201511080sfo,sfo,DrauSh00,pass_int,0,,,,,
player,201511080sfo,sfo,DrauSh00,pass_sacked,0,,,,,
player,201511080sfo,sfo,DrauSh00,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,DrauSh00,pass_long,0,,,,,
player,201511080sfo,sfo,DrauSh00,pass_rating,,,,,,
player,201511080sfo,sfo,DrauSh00,rush_att,16,,,,,
player,201511080sfo,sfo,DrauSh00,rush_yds,58,,,,,
player,201511080sfo,sfo,DrauSh00,rush_td,0,,,,,
player,201511080sfo,sfo,DrauSh00,rush_long,30,,,,,
player,201511080sfo,sfo,DrauSh00,targets,5,,,,,
player,201511080sfo,sfo,DrauSh00,rec,4,,,,,
player,201511080sfo,sfo,DrauSh00,rec_yds,38,,,,,
player,201511080sfo,sfo,DrauSh00,rec_td,0,,,,,
player,201511080sfo,sfo,DrauSh00,rec_long,12,,,,,
player,201511080sfo,sfo,DrauSh00,fumbles,0,,,,,
player,201511080sfo,sfo,DrauSh00,fumbles_lost,0,,,,,
player,201511080sfo,sfo,GaskKe00,pass_cmp,0,,,,,
player,201511080sfo,sfo,GaskKe00,pass_att,0,,,,,
player,201511080sfo,sfo,GaskKe00,pass_yds,0,,,,,
player,201511080sfo,sfo,GaskKe00,pass_td,0,,,,,
player,201511080sfo,sfo,GaskKe00,pass_int,0,,,,,
player,201511080sfo,sfo,GaskKe00,pass_sacked,0,,,,,
player,201511080sfo,sfo,GaskKe00,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,GaskKe00,pass_long,0,,,,,
player,201511080sfo,sfo,GaskKe00,pass_rating,,,,,,
player,201511080sfo,sfo,GaskKe00,rush_att,7,,,,,
player,201511080sfo,sfo,GaskKe00,rush_yds,20,,,,,
player,201511080sfo,sfo,GaskKe00,rush_td,0,,,,,
player,201511080sfo,sfo,GaskKe00,rush_long,8,,,,,
player,201511080sfo,sfo,GaskKe00,targets,0,,,,,
player,201511080sfo,sfo,GaskKe00,rec,0,,,,,
player,201511080sfo,sfo,GaskKe00,rec_yds,0,,,,,
player,201511080sfo,sfo,GaskKe00,rec_td,0,,,,,
player,201511080sfo,sfo,GaskKe00,rec_long,0,,,,,
player,201511080sfo,sfo,GaskKe00,fumbles,0,,,,,
player,201511080sfo,sfo,GaskKe00,fumbles_lost,0,,,,,
player,201511080sfo,sfo,ThomPi00,pass_cmp,0,,,,,
player,201511080sfo,sfo,ThomPi00,pass_att,0,,,,,
player,201511080sfo,sfo,ThomPi00,pass_yds,0,,,,,
player,201511080sfo,sfo,ThomPi00,pass_td,0,,,,,
player,201511080sfo,sfo,ThomPi00,pass_int,0,,,,,
player,201511080sfo,sfo,ThomPi00,pass_sacked,0,,,,,
player,201511080sfo,sfo,ThomPi00,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,ThomPi00,pass_long,0,,,,,
player,201511080sfo,sfo,ThomPi00,pass_rating,,,,,,
player,201511080sfo,sfo,ThomPi00,rush_att,4,,,,,
player,201511080sfo,sfo,ThomPi00,rush_yds,12,,,,,
player,201511080sfo,sfo,ThomPi00,rush_td,0,,,,,
player,201511080sfo,sfo,ThomPi00,rush_long,4,,,,,
player,201511080sfo,sfo,ThomPi00,targets,0,,,,,
player,201511080sfo,sfo,ThomPi00,rec,0,,,,,
player,201511080sfo,sfo,ThomPi00,rec_yds,0,,,,,
player,201511080sfo,sfo,ThomPi00,rec_td,0,,,,,
player,201511080sfo,sfo,ThomPi00,rec_long,0,,,,,
player,201511080sfo,sfo,ThomPi00,fumbles,0,,,,,
player,201511080sfo,sfo,ThomPi00,fumbles_lost,0,,,,,
player,201511080sfo,sfo,ElliBr00,pass_cmp,0,,,,,
player,201511080sfo,sfo,ElliBr00,pass_att,0,,,,,
player,201511080sfo,sfo,ElliBr00,pass_yds,0,,,,,
player,201511080sfo,sfo,ElliBr00,pass_td,0,,,,,
player,201511080sfo,sfo,ElliBr00,pass_int,0,,,,,
player,201511080sfo,sfo,ElliBr00,pass_sacked,0,,,,,
player,201511080sfo,sfo,ElliBr00,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,ElliBr00,pass_long,0,,,,,
player,201511080sfo,sfo,ElliBr00,pass_rating,,,,,,
player,201511080sfo,sfo,ElliBr00,rush_att,1,,,,,
player,201511080sfo,sfo,ElliBr00,rush_yds,7,,,,,
player,201511080sfo,sfo,ElliBr00,rush_td,0,,,,,
player,201511080sfo,sfo,ElliBr00,rush_long,7,,,,,
player,201511080sfo,sfo,ElliBr00,targets,2,,,,,
player,201511080sfo,sfo,ElliBr00,rec,2,,,,,
player,201511080sfo,sfo,ElliBr00,rec_yds,2,,,,,
player,201511080sfo,sfo,ElliBr00,rec_td,0,,,,,
player,201511080sfo,sfo,ElliBr00,rec_long,1,,,,,
player,201511080sfo,sfo,ElliBr00,fumbles,0,,,,,
player,201511080sfo,sfo,ElliBr00,fumbles_lost,0,,,,,
player,201511080sfo,sfo,MillBr02,pass_cmp,0,,,,,
player,201511080sfo,sfo,MillBr02,pass_att,0,,,,,
player,201511080sfo,sfo,MillBr02,pass_yds,0,,,,,
player,201511080sfo,sfo,MillBr02,pass_td,0,,,,,
player,201511080sfo,sfo,MillBr02,pass_int,0,,,,,
player,201511080sfo,sfo,MillBr02,pass_sacked,0,,,,,
player,201511080sfo,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,MillBr02,pass_long,0,,,,,
player,201511080sfo,sfo,MillBr02,pass_rating,,,,,,
player,201511080sfo,sfo,MillBr02,rush_att,2,,,,,
player,201511080sfo,sfo,MillBr02,rush_yds,4,,,,,
player,201511080sfo,sfo,MillBr02,rush_td,0,,,,,
player,201511080sfo,sfo,MillBr02,rush_long,3,,,,,
player,201511080sfo,sfo,MillBr02,targets,0,,,,,
player,201511080sfo,sfo,MillBr02,rec,0,,,,,
player,201511080sfo,sfo,MillBr02,rec_yds,0,,,,,
player,201511080sfo,sfo,MillBr02,rec_td,0,,,,,
player,201511080sfo,sfo,MillBr02,rec_long,0,,,,,
player,201511080sfo,sfo,MillBr02,fumbles,0,,,,,
player,201511080sfo,sfo,MillBr02,fumbles_lost,0,,,,,
player,201511080sfo,sfo,PattQu00,pass_cmp,0,,,,,
player,201511080sfo,sfo,PattQu00,pass_att,0,,,,,
player,201511080sfo,sfo,PattQu00,pass_yds,0,,,,,
player,201511080sfo,sfo,PattQu00,pass_td,0,,,,,
player,201511080sfo,sfo,PattQu00,pass_int,0,,,,,
player,201511080sfo,sfo,PattQu00,pass_sacked,0,,,,,
player,201511080sfo,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,PattQu00,pass_long,0,,,,,
player,201511080sfo,sfo,PattQu00,pass_rating,,,,,,
player,201511080sfo,sfo,PattQu00,rush_att,0,,,,,
player,201511080sfo,sfo,PattQu00,rush_yds,0,,,,,
player,201511080sfo,sfo,PattQu00,rush_td,0,,,,,
player,201511080sfo,sfo,PattQu00,rush_long,0,,,,,
player,201511080sfo,sfo,PattQu00,targets,5,,,,,
player,201511080sfo,sfo,PattQu00,rec,3,,,,,
player,201511080sfo,sfo,PattQu00,rec_yds,70,,,,,
player,201511080sfo,sfo,PattQu00,rec_td,0,,,,,
player,201511080sfo,sfo,PattQu00,rec_long,41,,,,,
player,201511080sfo,sfo,PattQu00,fumbles,0,,,,,
player,201511080sfo,sfo,PattQu00,fumbles_lost,0,,,,,
player,201511080sfo,sfo,SmitTo02,pass_cmp,0,,,,,
player,201511080sfo,sfo,SmitTo02,pass_att,0,,,,,
player,201511080sfo,sfo,SmitTo02,pass_yds,0,,,,,
player,201511080sfo,sfo,SmitTo02,pass_td,0,,,,,
player,201511080sfo,sfo,SmitTo02,pass_int,0,,,,,
player,201511080sfo,sfo,SmitTo02,pass_sacked,0,,,,,
player,201511080sfo,sfo,SmitTo02,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,SmitTo02,pass_long,0,,,,,
player,201511080sfo,sfo,SmitTo02,pass_rating,,,,,,
player,201511080sfo,sfo,SmitTo02,rush_att,0,,,,,
player,201511080sfo,sfo,SmitTo02,rush_yds,0,,,,,
player,201511080sfo,sfo,SmitTo02,rush_td,0,,,,,
player,201511080sfo,sfo,SmitTo02,rush_long,0,,,,,
player,201511080sfo,sfo,SmitTo02,targets,4,,,,,
player,201511080sfo,sfo,SmitTo02,rec,2,,,,,
player,201511080sfo,sfo,SmitTo02,rec_yds,44,,,,,
player,201511080sfo,sfo,SmitTo02,rec_td,0,,,,,
player,201511080sfo,sfo,SmitTo02,rec_long,26,,,,,
player,201511080sfo,sfo,SmitTo02,fumbles,0,,,,,
player,201511080sfo,sfo,SmitTo02,fumbles_lost,0,,,,,
player,201511080sfo,sfo,McDoVa00,pass_cmp,0,,,,,
player,201511080sfo,sfo,McDoVa00,pass_att,0,,,,,
player,201511080sfo,sfo,McDoVa00,pass_yds,0,,,,,
player,201511080sfo,sfo,McDoVa00,pass_td,0,,,,,
player,201511080sfo,sfo,McDoVa00,pass_int,0,,,,,
player,201511080sfo,sfo,McDoVa00,pass_sacked,0,,,,,
player,201511080sfo,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,McDoVa00,pass_long,0,,,,,
player,201511080sfo,sfo,McDoVa00,pass_rating,,,,,,
player,201511080sfo,sfo,McDoVa00,rush_att,0,,,,,
player,201511080sfo,sfo,McDoVa00,rush_yds,0,,,,,
player,201511080sfo,sfo,McDoVa00,rush_td,0,,,,,
player,201511080sfo,sfo,McDoVa00,rush_long,0,,,,,
player,201511080sfo,sfo,McDoVa00,targets,5,,,,,
player,201511080sfo,sfo,McDoVa00,rec,2,,,,,
player,201511080sfo,sfo,McDoVa00,rec_yds,19,,,,,
player,201511080sfo,sfo,McDoVa00,rec_td,0,,,,,
player,201511080sfo,sfo,McDoVa00,rec_long,13,,,,,
player,201511080sfo,sfo,McDoVa00,fumbles,0,,,,,
player,201511080sfo,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201511080sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201511080sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201511080sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201511080sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201511080sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201511080sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201511080sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201511080sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201511080sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201511080sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201511080sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201511080sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201511080sfo,sfo,CeleGa00,targets,2,,,,,
player,201511080sfo,sfo,CeleGa00,rec,2,,,,,
player,201511080sfo,sfo,CeleGa00,rec_yds,12,,,,,
player,201511080sfo,sfo,CeleGa00,rec_td,2,,,,,
player,201511080sfo,sfo,CeleGa00,rec_long,11,,,,,
player,201511080sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201511080sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201511080sfo,sfo,SimpJe00,pass_cmp,0,,,,,
player,201511080sfo,sfo,SimpJe00,pass_att,0,,,,,
player,201511080sfo,sfo,SimpJe00,pass_yds,0,,,,,
player,201511080sfo,sfo,SimpJe00,pass_td,0,,,,,
player,201511080sfo,sfo,SimpJe00,pass_int,0,,,,,
player,201511080sfo,sfo,SimpJe00,pass_sacked,0,,,,,
player,201511080sfo,sfo,SimpJe00,pass_sacked_yds,0,,,,,
player,201511080sfo,sfo,SimpJe00,pass_long,0,,,,,
player,201511080sfo,sfo,SimpJe00,pass_rating,,,,,,
player,201511080sfo,sfo,SimpJe00,rush_att,0,,,,,
player,201511080sfo,sfo,SimpJe00,rush_yds,0,,,,,
