game,2015,1,20150913,201509130crd,nor,"New Orleans Saints",19,crd,"Arizona Cardinals",31
player,201509130crd,nor,CookBr00,pass_long,0,,,,,
player,201509130crd,nor,CookBr00,pass_rating,,,,,,
player,201509130crd,nor,CookBr00,rush_att,1,,,,,
player,201509130crd,nor,CookBr00,rush_yds,4,,,,,
player,201509130crd,nor,CookBr00,rush_td,0,,,,,
player,201509130crd,nor,CookBr00,rush_long,4,,,,,
player,201509130crd,nor,CookBr00,targets,8,,,,,
player,201509130crd,nor,CookBr00,rec,4,,,,,
player,201509130crd,nor,CookBr00,rec_yds,49,,,,,
player,201509130crd,nor,CookBr00,rec_td,0,,,,,
player,201509130crd,nor,CookBr00,rec_long,30,,,,,
player,201509130crd,nor,CookBr00,fumbles,0,,,,,
player,201509130crd,nor,CookBr00,fumbles_lost,0,,,,,
player,201509130crd,nor,JohnAu00,pass_cmp,0,,,,,
player,201509130crd,nor,JohnAu00,pass_att,0,,,,,
player,201509130crd,nor,JohnAu00,pass_yds,0,,,,,
player,201509130crd,nor,JohnAu00,pass_td,0,,,,,
player,201509130crd,nor,JohnAu00,pass_int,0,,,,,
player,201509130crd,nor,JohnAu00,pass_sacked,0,,,,,
player,201509130crd,nor,JohnAu00,pass_sacked_yds,0,,,,,
player,201509130crd,nor,JohnAu00,pass_long,0,,,,,
player,201509130crd,nor,JohnAu00,pass_rating,,,,,,
player,201509130crd,nor,JohnAu00,rush_att,1,,,,,
player,201509130crd,nor,JohnAu00,rush_yds,4,,,,,
player,201509130crd,nor,JohnAu00,rush_td,0,,,,,
player,201509130crd,nor,JohnAu00,rush_long,4,,,,,
player,201509130crd,nor,JohnAu00,targets,3,,,,,
player,201509130crd,nor,JohnAu00,rec,2,,,,,
player,201509130crd,nor,JohnAu00,rec_yds,5,,,,,
player,201509130crd,nor,JohnAu00,rec_td,0,,,,,
player,201509130crd,nor,JohnAu00,rec_long,3,,,,,
player,201509130crd,nor,JohnAu00,fumbles,0,,,,,
player,201509130crd,nor,JohnAu00,fumbles_lost,0,,,,,
player,201509130crd,nor,SneaWi00,pass_cmp,0,,,,,
player,201509130crd,nor,SneaWi00,pass_att,0,,,,,
player,201509130crd,nor,SneaWi00,pass_yds,0,,,,,
player,201509130crd,nor,SneaWi00,pass_td,0,,,,,
player,201509130crd,nor,SneaWi00,pass_int,0,,,,,
player,201509130crd,nor,SneaWi00,pass_sacked,0,,,,,
player,201509130crd,nor,SneaWi00,pass_sacked_yds,0,,,,,
player,201509130crd,nor,SneaWi00,pass_long,0,,,,,
player,201509130crd,nor,SneaWi00,pass_rating,,,,,,
player,201509130crd,nor,SneaWi00,rush_att,0,,,,,
player,201509130crd,nor,SneaWi00,rush_yds,0,,,,,
player,201509130crd,nor,SneaWi00,rush_td,0,,,,,
player,201509130crd,nor,SneaWi00,rush_long,0,,,,,
player,201509130crd,nor,SneaWi00,targets,3,,,,,
player,201509130crd,nor,SneaWi00,rec,1,,,,,
player,201509130crd,nor,SneaWi00,rec_yds,63,,,,,
player,201509130crd,nor,SneaWi00,rec_td,0,,,,,
player,201509130crd,nor,SneaWi00,rec_long,63,,,,,
player,201509130crd,nor,SneaWi00,fumbles,0,,,,,
player,201509130crd,nor,SneaWi00,fumbles_lost,0,,,,,
player,201509130crd,nor,ColeBr00,pass_cmp,0,,,,,
player,201509130crd,nor,ColeBr00,pass_att,0,,,,,
player,201509130crd,nor,ColeBr00,pass_yds,0,,,,,
player,201509130crd,nor,ColeBr00,pass_td,0,,,,,
player,201509130crd,nor,ColeBr00,pass_int,0,,,,,
player,201509130crd,nor,ColeBr00,pass_sacked,0,,,,,
player,201509130crd,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201509130crd,nor,ColeBr00,pass_long,0,,,,,
player,201509130crd,nor,ColeBr00,pass_rating,,,,,,
player,201509130crd,nor,ColeBr00,rush_att,0,,,,,
player,201509130crd,nor,ColeBr00,rush_yds,0,,,,,
player,201509130crd,nor,ColeBr00,rush_td,0,,,,,
player,201509130crd,nor,ColeBr00,rush_long,0,,,,,
player,201509130crd,nor,ColeBr00,targets,7,,,,,
player,201509130crd,nor,ColeBr00,rec,4,,,,,
player,201509130crd,nor,ColeBr00,rec_yds,41,,,,,
player,201509130crd,nor,ColeBr00,rec_td,1,,,,,
player,201509130crd,nor,ColeBr00,rec_long,19,,,,,
player,201509130crd,nor,ColeBr00,fumbles,0,,,,,
player,201509130crd,nor,ColeBr00,fumbles_lost,0,,,,,
player,201509130crd,nor,ColsMa00,pass_cmp,0,,,,,
player,201509130crd,nor,ColsMa00,pass_att,0,,,,,
player,201509130crd,nor,ColsMa00,pass_yds,0,,,,,
player,201509130crd,nor,ColsMa00,pass_td,0,,,,,
player,201509130crd,nor,ColsMa00,pass_int,0,,,,,
player,201509130crd,nor,ColsMa00,pass_sacked,0,,,,,
player,201509130crd,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201509130crd,nor,ColsMa00,pass_long,0,,,,,
player,201509130crd,nor,ColsMa00,pass_rating,,,,,,
player,201509130crd,nor,ColsMa00,rush_att,0,,,,,
player,201509130crd,nor,ColsMa00,rush_yds,0,,,,,
player,201509130crd,nor,ColsMa00,rush_td,0,,,,,
player,201509130crd,nor,ColsMa00,rush_long,0,,,,,
player,201509130crd,nor,ColsMa00,targets,7,,,,,
player,201509130crd,nor,ColsMa00,rec,3,,,,,
player,201509130crd,nor,ColsMa00,rec_yds,29,,,,,
player,201509130crd,nor,ColsMa00,rec_td,0,,,,,
player,201509130crd,nor,ColsMa00,rec_long,14,,,,,
player,201509130crd,nor,ColsMa00,fumbles,0,,,,,
player,201509130crd,nor,ColsMa00,fumbles_lost,0,,,,,
player,201509130crd,nor,WatsBe00,pass_cmp,0,,,,,
player,201509130crd,nor,WatsBe00,pass_att,0,,,,,
player,201509130crd,nor,WatsBe00,pass_yds,0,,,,,
player,201509130crd,nor,WatsBe00,pass_td,0,,,,,
player,201509130crd,nor,WatsBe00,pass_int,0,,,,,
player,201509130crd,nor,WatsBe00,pass_sacked,0,,,,,
player,201509130crd,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201509130crd,nor,WatsBe00,pass_long,0,,,,,
player,201509130crd,nor,WatsBe00,pass_rating,,,,,,
player,201509130crd,nor,WatsBe00,rush_att,0,,,,,
player,201509130crd,nor,WatsBe00,rush_yds,0,,,,,
player,201509130crd,nor,WatsBe00,rush_td,0,,,,,
player,201509130crd,nor,WatsBe00,rush_long,0,,,,,
player,201509130crd,nor,WatsBe00,targets,5,,,,,
player,201509130crd,nor,WatsBe00,rec,3,,,,,
player,201509130crd,nor,WatsBe00,rec_yds,19,,,,,
player,201509130crd,nor,WatsBe00,rec_td,0,,,,,
player,201509130crd,nor,WatsBe00,rec_long,8,,,,,
player,201509130crd,nor,WatsBe00,fumbles,0,,,,,
player,201509130crd,nor,WatsBe00,fumbles_lost,0,,,,,
player,201509130crd,crd,PalmCa00,pass_cmp,19,,,,,
player,201509130crd,crd,PalmCa00,pass_att,32,,,,,
player,201509130crd,crd,PalmCa00,pass_yds,307,,,,,
player,201509130crd,crd,PalmCa00,pass_td,3,,,,,
player,201509130crd,crd,PalmCa00,pass_int,0,,,,,
player,201509130crd,crd,PalmCa00,pass_sacked,0,,,,,
player,201509130crd,crd,PalmCa00,pass_sacked_yds,0,,,,,
player,201509130crd,crd,PalmCa00,pass_long,55,,,,,
player,201509130crd,crd,PalmCa00,pass_rating,122.8,,,,,
player,201509130crd,crd,PalmCa00,rush_att,3,,,,,
player,201509130crd,crd,PalmCa00,rush_yds,14,,,,,
player,201509130crd,crd,PalmCa00,rush_td,0,,,,,
player,201509130crd,crd,PalmCa00,rush_long,12,,,,,
player,201509130crd,crd,PalmCa00,targets,0,,,,,
player,201509130crd,crd,PalmCa00,rec,0,,,,,
player,201509130crd,crd,PalmCa00,rec_yds,0,,,,,
player,201509130crd,crd,PalmCa00,rec_td,0,,,,,
player,201509130crd,crd,PalmCa00,rec_long,0,,,,,
player,201509130crd,crd,PalmCa00,fumbles,0,,,,,
player,201509130crd,crd,PalmCa00,fumbles_lost,0,,,,,
player,201509130crd,crd,ElliAn00,pass_cmp,0,,,,,
player,201509130crd,crd,ElliAn00,pass_att,0,,,,,
player,201509130crd,crd,ElliAn00,pass_yds,0,,,,,
player,201509130crd,crd,ElliAn00,pass_td,0,,,,,
player,201509130crd,crd,ElliAn00,pass_int,0,,,,,
player,201509130crd,crd,ElliAn00,pass_sacked,0,,,,,
player,201509130crd,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201509130crd,crd,ElliAn00,pass_long,0,,,,,
player,201509130crd,crd,ElliAn00,pass_rating,,,,,,
player,201509130crd,crd,ElliAn00,rush_att,12,,,,,
player,201509130crd,crd,ElliAn00,rush_yds,69,,,,,
player,201509130crd,crd,ElliAn00,rush_td,1,,,,,
player,201509130crd,crd,ElliAn00,rush_long,18,,,,,
player,201509130crd,crd,ElliAn00,targets,3,,,,,
player,201509130crd,crd,ElliAn00,rec,1,,,,,
player,201509130crd,crd,ElliAn00,rec_yds,7,,,,,
player,201509130crd,crd,ElliAn00,rec_td,0,,,,,
player,201509130crd,crd,ElliAn00,rec_long,7,,,,,
player,201509130crd,crd,ElliAn00,fumbles,1,,,,,
player,201509130crd,crd,ElliAn00,fumbles_lost,1,,,,,
player,201509130crd,crd,JohnCh04,pass_cmp,0,,,,,
player,201509130crd,crd,JohnCh04,pass_att,0,,,,,
player,201509130crd,crd,JohnCh04,pass_yds,0,,,,,
player,201509130crd,crd,JohnCh04,pass_td,0,,,,,
player,201509130crd,crd,JohnCh04,pass_int,0,,,,,
player,201509130crd,crd,JohnCh04,pass_sacked,0,,,,,
player,201509130crd,crd,JohnCh04,pass_sacked_yds,0,,,,,
player,201509130crd,crd,JohnCh04,pass_long,0,,,,,
player,201509130crd,crd,JohnCh04,pass_rating,,,,,,
player,201509130crd,crd,JohnCh04,rush_att,10,,,,,
player,201509130crd,crd,JohnCh04,rush_yds,37,,,,,
player,201509130crd,crd,JohnCh04,rush_td,0,,,,,
player,201509130crd,crd,JohnCh04,rush_long,12,,,,,
player,201509130crd,crd,JohnCh04,targets,1,,,,,
player,201509130crd,crd,JohnCh04,rec,0,,,,,
player,201509130crd,crd,JohnCh04,rec_yds,0,,,,,
player,201509130crd,crd,JohnCh04,rec_td,0,,,,,
player,201509130crd,crd,JohnCh04,rec_long,0,,,,,
player,201509130crd,crd,JohnCh04,fumbles,0,,,,,
player,201509130crd,crd,JohnCh04,fumbles_lost,0,,,,,
player,201509130crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201509130crd,crd,FitzLa00,pass_att,0,,,,,
player,201509130crd,crd,FitzLa00,pass_yds,0,,,,,
player,201509130crd,crd,FitzLa00,pass_td,0,,,,,
player,201509130crd,crd,FitzLa00,pass_int,0,,,,,
player,201509130crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201509130crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201509130crd,crd,FitzLa00,pass_long,0,,,,,
player,201509130crd,crd,FitzLa00,pass_rating,,,,,,
player,201509130crd,crd,FitzLa00,rush_att,0,,,,,
player,201509130crd,crd,FitzLa00,rush_yds,0,,,,,
player,201509130crd,crd,FitzLa00,rush_td,0,,,,,
player,201509130crd,crd,FitzLa00,rush_long,0,,,,,
player,201509130crd,crd,FitzLa00,targets,8,,,,,
player,201509130crd,crd,FitzLa00,rec,6,,,,,
player,201509130crd,crd,FitzLa00,rec_yds,87,,,,,
player,201509130crd,crd,FitzLa00,rec_td,0,,,,,
player,201509130crd,crd,FitzLa00,rec_long,29,,,,,
player,201509130crd,crd,FitzLa00,fumbles,0,,,,,
player,201509130crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201509130crd,crd,FellDa01,pass_cmp,0,,,,,
player,201509130crd,crd,FellDa01,pass_att,0,,,,,
player,201509130crd,crd,FellDa01,pass_yds,0,,,,,
player,201509130crd,crd,FellDa01,pass_td,0,,,,,
player,201509130crd,crd,FellDa01,pass_int,0,,,,,
player,201509130crd,crd,FellDa01,pass_sacked,0,,,,,
player,201509130crd,crd,FellDa01,pass_sacked_yds,0,,,,,
player,201509130crd,crd,FellDa01,pass_long,0,,,,,
player,201509130crd,crd,FellDa01,pass_rating,,,,,,
player,201509130crd,crd,FellDa01,rush_att,0,,,,,
player,201509130crd,crd,FellDa01,rush_yds,0,,,,,
player,201509130crd,crd,FellDa01,rush_td,0,,,,,
player,201509130crd,crd,FellDa01,rush_long,0,,,,,
player,201509130crd,crd,FellDa01,targets,5,,,,,
player,201509130crd,crd,FellDa01,rec,4,,,,,
player,201509130crd,crd,FellDa01,rec_yds,82,,,,,
player,201509130crd,crd,FellDa01,rec_td,1,,,,,
player,201509130crd,crd,FellDa01,rec_long,48,,,,,
player,201509130crd,crd,FellDa01,fumbles,0,,,,,
player,201509130crd,crd,FellDa01,fumbles_lost,0,,,,,
player,201509130crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201509130crd,crd,JohnDa08,pass_att,0,,,,,
player,201509130crd,crd,JohnDa08,pass_yds,0,,,,,
player,201509130crd,crd,JohnDa08,pass_td,0,,,,,
player,201509130crd,crd,JohnDa08,pass_int,0,,,,,
player,201509130crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201509130crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201509130crd,crd,JohnDa08,pass_long,0,,,,,
player,201509130crd,crd,JohnDa08,pass_rating,,,,,,
player,201509130crd,crd,JohnDa08,rush_att,0,,,,,
player,201509130crd,crd,JohnDa08,rush_yds,0,,,,,
player,201509130crd,crd,JohnDa08,rush_td,0,,,,,
player,201509130crd,crd,JohnDa08,rush_long,0,,,,,
player,201509130crd,crd,JohnDa08,targets,2,,,,,
player,201509130crd,crd,JohnDa08,rec,1,,,,,
player,201509130crd,crd,JohnDa08,rec_yds,55,,,,,
player,201509130crd,crd,JohnDa08,rec_td,1,,,,,
player,201509130crd,crd,JohnDa08,rec_long,55,,,,,
player,201509130crd,crd,JohnDa08,fumbles,0,,,,,
player,201509130crd,crd,JohnDa08,fumbles_lost,0,,,,,
player,201509130crd,crd,BrowJo02,pass_cmp,0,,,,,
player,201509130crd,crd,BrowJo02,pass_att,0,,,,,
player,201509130crd,crd,BrowJo02,pass_yds,0,,,,,
player,201509130crd,crd,BrowJo02,pass_td,0,,,,,
player,201509130crd,crd,BrowJo02,pass_int,0,,,,,
player,201509130crd,crd,BrowJo02,pass_sacked,0,,,,,
player,201509130crd,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201509130crd,crd,BrowJo02,pass_long,0,,,,,
player,201509130crd,crd,BrowJo02,pass_rating,,,,,,
player,201509130crd,crd,BrowJo02,rush_att,0,,,,,
player,201509130crd,crd,BrowJo02,rush_yds,0,,,,,
player,201509130crd,crd,BrowJo02,rush_td,0,,,,,
player,201509130crd,crd,BrowJo02,rush_long,0,,,,,
player,201509130crd,crd,BrowJo02,targets,7,,,,,
player,201509130crd,crd,BrowJo02,rec,4,,,,,
player,201509130crd,crd,BrowJo02,rec_yds,46,,,,,
player,201509130crd,crd,BrowJo02,rec_td,1,,,,,
player,201509130crd,crd,BrowJo02,rec_long,14,,,,,
player,201509130crd,crd,BrowJo02,fumbles,0,,,,,
player,201509130crd,crd,BrowJo02,fumbles_lost,0,,,,,
player,201509130crd,crd,FloyMi00,pass_cmp,0,,,,,
player,201509130crd,crd,FloyMi00,pass_att,0,,,,,
player,201509130crd,crd,FloyMi00,pass_yds,0,,,,,
player,201509130crd,crd,FloyMi00,pass_td,0,,,,,
player,201509130crd,crd,FloyMi00,pass_int,0,,,,,
player,201509130crd,crd,FloyMi00,pass_sacked,0,,,,,
player,201509130crd,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201509130crd,crd,FloyMi00,pass_long,0,,,,,
player,201509130crd,crd,FloyMi00,pass_rating,,,,,,
player,201509130crd,crd,FloyMi00,rush_att,0,,,,,
player,201509130crd,crd,FloyMi00,rush_yds,0,,,,,
player,201509130crd,crd,FloyMi00,rush_td,0,,,,,
player,201509130crd,crd,FloyMi00,rush_long,0,,,,,
player,201509130crd,crd,FloyMi00,targets,1,,,,,
player,201509130crd,crd,FloyMi00,rec,1,,,,,
player,201509130crd,crd,FloyMi00,rec_yds,18,,,,,
player,201509130crd,crd,FloyMi00,rec_td,0,,,,,
player,201509130crd,crd,FloyMi00,rec_long,18,,,,,
player,201509130crd,crd,FloyMi00,fumbles,0,,,,,
player,201509130crd,crd,FloyMi00,fumbles_lost,0,,,,,
player,201509130crd,crd,BrowJa03,pass_cmp,0,,,,,
player,201509130crd,crd,BrowJa03,pass_att,0,,,,,
player,201509130crd,crd,BrowJa03,pass_yds,0,,,,,
player,201509130crd,crd,BrowJa03,pass_td,0,,,,,
player,201509130crd,crd,BrowJa03,pass_int,0,,,,,
player,201509130crd,crd,BrowJa03,pass_sacked,0,,,,,
player,201509130crd,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201509130crd,crd,BrowJa03,pass_long,0,,,,,
player,201509130crd,crd,BrowJa03,pass_rating,,,,,,
player,201509130crd,crd,BrowJa03,rush_att,0,,,,,
player,201509130crd,crd,BrowJa03,rush_yds,0,,,,,
player,201509130crd,crd,BrowJa03,rush_td,0,,,,,
player,201509130crd,crd,BrowJa03,rush_long,0,,,,,
player,201509130crd,crd,BrowJa03,targets,1,,,,,
player,201509130crd,crd,BrowJa03,rec,1,,,,,
player,201509130crd,crd,BrowJa03,rec_yds,8,,,,,
player,201509130crd,crd,BrowJa03,rec_td,0,,,,,
player,201509130crd,crd,BrowJa03,rec_long,8,,,,,
player,201509130crd,crd,BrowJa03,fumbles,0,,,,,
player,201509130crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201509130crd,crd,GresJe00,pass_cmp,0,,,,,
player,201509130crd,crd,GresJe00,pass_att,0,,,,,
player,201509130crd,crd,GresJe00,pass_yds,0,,,,,
player,201509130crd,crd,GresJe00,pass_td,0,,,,,
player,201509130crd,crd,GresJe00,pass_int,0,,,,,
player,201509130crd,crd,GresJe00,pass_sacked,0,,,,,
player,201509130crd,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201509130crd,crd,GresJe00,pass_long,0,,,,,
player,201509130crd,crd,GresJe00,pass_rating,,,,,,
player,201509130crd,crd,GresJe00,rush_att,0,,,,,
player,201509130crd,crd,GresJe00,rush_yds,0,,,,,
player,201509130crd,crd,GresJe00,rush_td,0,,,,,
player,201509130crd,crd,GresJe00,rush_long,0,,,,,
player,201509130crd,crd,GresJe00,targets,1,,,,,
player,201509130crd,crd,GresJe00,rec,1,,,,,
player,201509130crd,crd,GresJe00,rec_yds,4,,,,,
player,201509130crd,crd,GresJe00,rec_td,0,,,,,
player,201509130crd,crd,GresJe00,rec_long,4,,,,,
player,201509130crd,crd,GresJe00,fumbles,0,,,,,
player,201509130crd,crd,GresJe00,fumbles_lost,0,,,,,
player,201509130crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201509130crd,crd,NelsJJ00,pass_att,0,,,,,
player,201509130crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201509130crd,crd,NelsJJ00,pass_td,0,,,,,
player,201509130crd,crd,NelsJJ00,pass_int,0,,,,,
player,201509130crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201509130crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201509130crd,crd,NelsJJ00,pass_long,0,,,,,
player,201509130crd,crd,NelsJJ00,pass_rating,,,,,,
player,201509130crd,crd,NelsJJ00,rush_att,0,,,,,
player,201509130crd,crd,NelsJJ00,rush_yds,0,,,,,
player,201509130crd,crd,NelsJJ00,rush_td,0,,,,,
player,201509130crd,crd,NelsJJ00,rush_long,0,,,,,
player,201509130crd,crd,NelsJJ00,targets,3,,,,,
player,201509130crd,crd,NelsJJ00,rec,0,,,,,
player,201509130crd,crd,NelsJJ00,rec_yds,0,,,,,
player,201509130crd,crd,NelsJJ00,rec_td,0,,,,,
player,201509130crd,crd,NelsJJ00,rec_long,0,,,,,
player,201509130crd,crd,NelsJJ00,fumbles,0,,,,,
player,201509130crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201509130crd,nor,SwanDa02,def_int,0,,,,,
player,201509130crd,nor,SwanDa02,def_int_yds,0,,,,,
player,201509130crd,nor,SwanDa02,def_int_td,0,,,,,
player,201509130crd,nor,SwanDa02,def_int_long,0,,,,,
player,201509130crd,nor,SwanDa02,pass_defended,1,,,,,
player,201509130crd,nor,SwanDa02,sacks,0.0,,,,,
player,201509130crd,nor,SwanDa02,tackles_combined,6,,,,,
player,201509130crd,nor,SwanDa02,tackles_solo,6,,,,,
player,201509130crd,nor,SwanDa02,tackles_assists,0,,,,,
player,201509130crd,nor,SwanDa02,tackles_loss,0,,,,,
player,201509130crd,nor,SwanDa02,qb_hits,0,,,,,
player,201509130crd,nor,SwanDa02,fumbles_rec,0,,,,,
player,201509130crd,nor,SwanDa02,fumbles_rec_yds,0,,,,,
player,201509130crd,nor,SwanDa02,fumbles_rec_td,0,,,,,
player,201509130crd,nor,SwanDa02,fumbles_forced,0,,,,,
player,201509130crd,nor,BreaDe00,def_int,0,,,,,
player,201509130crd,nor,BreaDe00,def_int_yds,0,,,,,
player,201509130crd,nor,BreaDe00,def_int_td,0,,,,,
player,201509130crd,nor,BreaDe00,def_int_long,0,,,,,
player,201509130crd,nor,BreaDe00,pass_defended,1,,,,,
player,201509130crd,nor,BreaDe00,sacks,0.0,,,,,
player,201509130crd,nor,BreaDe00,tackles_combined,5,,,,,
player,201509130crd,nor,BreaDe00,tackles_solo,4,,,,,
player,201509130crd,nor,BreaDe00,tackles_assists,1,,,,,
player,201509130crd,nor,BreaDe00,tackles_loss,0,,,,,
player,201509130crd,nor,BreaDe00,qb_hits,0,,,,,
player,201509130crd,nor,BreaDe00,fumbles_rec,1,,,,,
player,201509130crd,nor,BreaDe00,fumbles_rec_yds,0,,,,,
player,201509130crd,nor,BreaDe00,fumbles_rec_td,0,,,,,
player,201509130crd,nor,BreaDe00,fumbles_forced,0,,,,,
player,201509130crd,nor,JenkJo00,def_int,0,,,,,
