game,2015,16,20151227,201512270min,nyg,"New York Giants",17,min,"Minnesota Vikings",49
player,201512270min,nyg,VereSh00,fumbles_lost,0,,,,,
player,201512270min,nyg,RandRu00,pass_cmp,0,,,,,
player,201512270min,nyg,RandRu00,pass_att,0,,,,,
player,201512270min,nyg,RandRu00,pass_yds,0,,,,,
player,201512270min,nyg,RandRu00,pass_td,0,,,,,
player,201512270min,nyg,RandRu00,pass_int,0,,,,,
player,201512270min,nyg,RandRu00,pass_sacked,0,,,,,
player,201512270min,nyg,RandRu00,pass_sacked_yds,0,,,,,
player,201512270min,nyg,RandRu00,pass_long,0,,,,,
player,201512270min,nyg,RandRu00,pass_rating,,,,,,
player,201512270min,nyg,RandRu00,rush_att,0,,,,,
player,201512270min,nyg,RandRu00,rush_yds,0,,,,,
player,201512270min,nyg,RandRu00,rush_td,0,,,,,
player,201512270min,nyg,RandRu00,rush_long,0,,,,,
player,201512270min,nyg,RandRu00,targets,5,,,,,
player,201512270min,nyg,RandRu00,rec,2,,,,,
player,201512270min,nyg,RandRu00,rec_yds,80,,,,,
player,201512270min,nyg,RandRu00,rec_td,1,,,,,
player,201512270min,nyg,RandRu00,rec_long,72,,,,,
player,201512270min,nyg,RandRu00,fumbles,0,,,,,
player,201512270min,nyg,RandRu00,fumbles_lost,0,,,,,
player,201512270min,nyg,WhitMy00,pass_cmp,0,,,,,
player,201512270min,nyg,WhitMy00,pass_att,0,,,,,
player,201512270min,nyg,WhitMy00,pass_yds,0,,,,,
player,201512270min,nyg,WhitMy00,pass_td,0,,,,,
player,201512270min,nyg,WhitMy00,pass_int,0,,,,,
player,201512270min,nyg,WhitMy00,pass_sacked,0,,,,,
player,201512270min,nyg,WhitMy00,pass_sacked_yds,0,,,,,
player,201512270min,nyg,WhitMy00,pass_long,0,,,,,
player,201512270min,nyg,WhitMy00,pass_rating,,,,,,
player,201512270min,nyg,WhitMy00,rush_att,0,,,,,
player,201512270min,nyg,WhitMy00,rush_yds,0,,,,,
player,201512270min,nyg,WhitMy00,rush_td,0,,,,,
player,201512270min,nyg,WhitMy00,rush_long,0,,,,,
player,201512270min,nyg,WhitMy00,targets,4,,,,,
player,201512270min,nyg,WhitMy00,rec,2,,,,,
player,201512270min,nyg,WhitMy00,rec_yds,34,,,,,
player,201512270min,nyg,WhitMy00,rec_td,1,,,,,
player,201512270min,nyg,WhitMy00,rec_long,25,,,,,
player,201512270min,nyg,WhitMy00,fumbles,0,,,,,
player,201512270min,nyg,WhitMy00,fumbles_lost,0,,,,,
player,201512270min,nyg,TyexWi00,pass_cmp,0,,,,,
player,201512270min,nyg,TyexWi00,pass_att,0,,,,,
player,201512270min,nyg,TyexWi00,pass_yds,0,,,,,
player,201512270min,nyg,TyexWi00,pass_td,0,,,,,
player,201512270min,nyg,TyexWi00,pass_int,0,,,,,
player,201512270min,nyg,TyexWi00,pass_sacked,0,,,,,
player,201512270min,nyg,TyexWi00,pass_sacked_yds,0,,,,,
player,201512270min,nyg,TyexWi00,pass_long,0,,,,,
player,201512270min,nyg,TyexWi00,pass_rating,,,,,,
player,201512270min,nyg,TyexWi00,rush_att,0,,,,,
player,201512270min,nyg,TyexWi00,rush_yds,0,,,,,
player,201512270min,nyg,TyexWi00,rush_td,0,,,,,
player,201512270min,nyg,TyexWi00,rush_long,0,,,,,
player,201512270min,nyg,TyexWi00,targets,4,,,,,
player,201512270min,nyg,TyexWi00,rec,3,,,,,
player,201512270min,nyg,TyexWi00,rec_yds,28,,,,,
player,201512270min,nyg,TyexWi00,rec_td,0,,,,,
player,201512270min,nyg,TyexWi00,rec_long,14,,,,,
player,201512270min,nyg,TyexWi00,fumbles,0,,,,,
player,201512270min,nyg,TyexWi00,fumbles_lost,0,,,,,
player,201512270min,nyg,LaCoMa00,pass_cmp,0,,,,,
player,201512270min,nyg,LaCoMa00,pass_att,0,,,,,
player,201512270min,nyg,LaCoMa00,pass_yds,0,,,,,
player,201512270min,nyg,LaCoMa00,pass_td,0,,,,,
player,201512270min,nyg,LaCoMa00,pass_int,0,,,,,
player,201512270min,nyg,LaCoMa00,pass_sacked,0,,,,,
player,201512270min,nyg,LaCoMa00,pass_sacked_yds,0,,,,,
player,201512270min,nyg,LaCoMa00,pass_long,0,,,,,
player,201512270min,nyg,LaCoMa00,pass_rating,,,,,,
player,201512270min,nyg,LaCoMa00,rush_att,0,,,,,
player,201512270min,nyg,LaCoMa00,rush_yds,0,,,,,
player,201512270min,nyg,LaCoMa00,rush_td,0,,,,,
player,201512270min,nyg,LaCoMa00,rush_long,0,,,,,
player,201512270min,nyg,LaCoMa00,targets,3,,,,,
player,201512270min,nyg,LaCoMa00,rec,3,,,,,
player,201512270min,nyg,LaCoMa00,rec_yds,22,,,,,
player,201512270min,nyg,LaCoMa00,rec_td,0,,,,,
player,201512270min,nyg,LaCoMa00,rec_long,10,,,,,
player,201512270min,nyg,LaCoMa00,fumbles,0,,,,,
player,201512270min,nyg,LaCoMa00,fumbles_lost,0,,,,,
player,201512270min,nyg,CunnJe00,pass_cmp,0,,,,,
player,201512270min,nyg,CunnJe00,pass_att,0,,,,,
player,201512270min,nyg,CunnJe00,pass_yds,0,,,,,
player,201512270min,nyg,CunnJe00,pass_td,0,,,,,
player,201512270min,nyg,CunnJe00,pass_int,0,,,,,
player,201512270min,nyg,CunnJe00,pass_sacked,0,,,,,
player,201512270min,nyg,CunnJe00,pass_sacked_yds,0,,,,,
player,201512270min,nyg,CunnJe00,pass_long,0,,,,,
player,201512270min,nyg,CunnJe00,pass_rating,,,,,,
player,201512270min,nyg,CunnJe00,rush_att,0,,,,,
player,201512270min,nyg,CunnJe00,rush_yds,0,,,,,
player,201512270min,nyg,CunnJe00,rush_td,0,,,,,
player,201512270min,nyg,CunnJe00,rush_long,0,,,,,
player,201512270min,nyg,CunnJe00,targets,2,,,,,
player,201512270min,nyg,CunnJe00,rec,2,,,,,
player,201512270min,nyg,CunnJe00,rec_yds,21,,,,,
player,201512270min,nyg,CunnJe00,rec_td,0,,,,,
player,201512270min,nyg,CunnJe00,rec_long,12,,,,,
player,201512270min,nyg,CunnJe00,fumbles,0,,,,,
player,201512270min,nyg,CunnJe00,fumbles_lost,0,,,,,
player,201512270min,nyg,EdwaBe00,pass_cmp,0,,,,,
player,201512270min,nyg,EdwaBe00,pass_att,0,,,,,
player,201512270min,nyg,EdwaBe00,pass_yds,0,,,,,
player,201512270min,nyg,EdwaBe00,pass_td,0,,,,,
player,201512270min,nyg,EdwaBe00,pass_int,0,,,,,
player,201512270min,nyg,EdwaBe00,pass_sacked,0,,,,,
player,201512270min,nyg,EdwaBe00,pass_sacked_yds,0,,,,,
player,201512270min,nyg,EdwaBe00,pass_long,0,,,,,
player,201512270min,nyg,EdwaBe00,pass_rating,,,,,,
player,201512270min,nyg,EdwaBe00,rush_att,0,,,,,
player,201512270min,nyg,EdwaBe00,rush_yds,0,,,,,
player,201512270min,nyg,EdwaBe00,rush_td,0,,,,,
player,201512270min,nyg,EdwaBe00,rush_long,0,,,,,
player,201512270min,nyg,EdwaBe00,targets,2,,,,,
player,201512270min,nyg,EdwaBe00,rec,1,,,,,
player,201512270min,nyg,EdwaBe00,rec_yds,9,,,,,
player,201512270min,nyg,EdwaBe00,rec_td,0,,,,,
player,201512270min,nyg,EdwaBe00,rec_long,9,,,,,
player,201512270min,nyg,EdwaBe00,fumbles,0,,,,,
player,201512270min,nyg,EdwaBe00,fumbles_lost,0,,,,,
player,201512270min,nyg,HarrDw00,pass_cmp,0,,,,,
player,201512270min,nyg,HarrDw00,pass_att,0,,,,,
player,201512270min,nyg,HarrDw00,pass_yds,0,,,,,
player,201512270min,nyg,HarrDw00,pass_td,0,,,,,
player,201512270min,nyg,HarrDw00,pass_int,0,,,,,
player,201512270min,nyg,HarrDw00,pass_sacked,0,,,,,
player,201512270min,nyg,HarrDw00,pass_sacked_yds,0,,,,,
player,201512270min,nyg,HarrDw00,pass_long,0,,,,,
player,201512270min,nyg,HarrDw00,pass_rating,,,,,,
player,201512270min,nyg,HarrDw00,rush_att,0,,,,,
player,201512270min,nyg,HarrDw00,rush_yds,0,,,,,
player,201512270min,nyg,HarrDw00,rush_td,0,,,,,
player,201512270min,nyg,HarrDw00,rush_long,0,,,,,
player,201512270min,nyg,HarrDw00,targets,2,,,,,
player,201512270min,nyg,HarrDw00,rec,1,,,,,
player,201512270min,nyg,HarrDw00,rec_yds,6,,,,,
player,201512270min,nyg,HarrDw00,rec_td,0,,,,,
player,201512270min,nyg,HarrDw00,rec_long,6,,,,,
player,201512270min,nyg,HarrDw00,fumbles,1,,,,,
player,201512270min,nyg,HarrDw00,fumbles_lost,0,,,,,
player,201512270min,nyg,NickHa01,pass_cmp,0,,,,,
player,201512270min,nyg,NickHa01,pass_att,0,,,,,
player,201512270min,nyg,NickHa01,pass_yds,0,,,,,
player,201512270min,nyg,NickHa01,pass_td,0,,,,,
player,201512270min,nyg,NickHa01,pass_int,0,,,,,
player,201512270min,nyg,NickHa01,pass_sacked,0,,,,,
player,201512270min,nyg,NickHa01,pass_sacked_yds,0,,,,,
player,201512270min,nyg,NickHa01,pass_long,0,,,,,
player,201512270min,nyg,NickHa01,pass_rating,,,,,,
player,201512270min,nyg,NickHa01,rush_att,0,,,,,
player,201512270min,nyg,NickHa01,rush_yds,0,,,,,
player,201512270min,nyg,NickHa01,rush_td,0,,,,,
player,201512270min,nyg,NickHa01,rush_long,0,,,,,
player,201512270min,nyg,NickHa01,targets,3,,,,,
player,201512270min,nyg,NickHa01,rec,1,,,,,
player,201512270min,nyg,NickHa01,rec_yds,4,,,,,
player,201512270min,nyg,NickHa01,rec_td,0,,,,,
player,201512270min,nyg,NickHa01,rec_long,4,,,,,
player,201512270min,nyg,NickHa01,fumbles,0,,,,,
player,201512270min,nyg,NickHa01,fumbles_lost,0,,,,,
player,201512270min,min,BridTe00,pass_cmp,15,,,,,
player,201512270min,min,BridTe00,pass_att,25,,,,,
player,201512270min,min,BridTe00,pass_yds,168,,,,,
player,201512270min,min,BridTe00,pass_td,1,,,,,
player,201512270min,min,BridTe00,pass_int,0,,,,,
player,201512270min,min,BridTe00,pass_sacked,3,,,,,
player,201512270min,min,BridTe00,pass_sacked_yds,18,,,,,
player,201512270min,min,BridTe00,pass_long,28,,,,,
player,201512270min,min,BridTe00,pass_rating,93.4,,,,,
player,201512270min,min,BridTe00,rush_att,2,,,,,
player,201512270min,min,BridTe00,rush_yds,12,,,,,
player,201512270min,min,BridTe00,rush_td,0,,,,,
player,201512270min,min,BridTe00,rush_long,9,,,,,
player,201512270min,min,BridTe00,targets,0,,,,,
player,201512270min,min,BridTe00,rec,0,,,,,
player,201512270min,min,BridTe00,rec_yds,0,,,,,
player,201512270min,min,BridTe00,rec_td,0,,,,,
player,201512270min,min,BridTe00,rec_long,0,,,,,
player,201512270min,min,BridTe00,fumbles,0,,,,,
player,201512270min,min,BridTe00,fumbles_lost,0,,,,,
player,201512270min,min,PeteAd01,pass_cmp,0,,,,,
player,201512270min,min,PeteAd01,pass_att,0,,,,,
player,201512270min,min,PeteAd01,pass_yds,0,,,,,
player,201512270min,min,PeteAd01,pass_td,0,,,,,
player,201512270min,min,PeteAd01,pass_int,0,,,,,
player,201512270min,min,PeteAd01,pass_sacked,0,,,,,
player,201512270min,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201512270min,min,PeteAd01,pass_long,0,,,,,
player,201512270min,min,PeteAd01,pass_rating,,,,,,
player,201512270min,min,PeteAd01,rush_att,22,,,,,
player,201512270min,min,PeteAd01,rush_yds,104,,,,,
player,201512270min,min,PeteAd01,rush_td,1,,,,,
player,201512270min,min,PeteAd01,rush_long,39,,,,,
player,201512270min,min,PeteAd01,targets,2,,,,,
player,201512270min,min,PeteAd01,rec,1,,,,,
player,201512270min,min,PeteAd01,rec_yds,15,,,,,
player,201512270min,min,PeteAd01,rec_td,0,,,,,
player,201512270min,min,PeteAd01,rec_long,15,,,,,
player,201512270min,min,PeteAd01,fumbles,0,,,,,
player,201512270min,min,PeteAd01,fumbles_lost,0,,,,,
player,201512270min,min,McKiJe00,pass_cmp,0,,,,,
player,201512270min,min,McKiJe00,pass_att,0,,,,,
player,201512270min,min,McKiJe00,pass_yds,0,,,,,
player,201512270min,min,McKiJe00,pass_td,0,,,,,
player,201512270min,min,McKiJe00,pass_int,0,,,,,
player,201512270min,min,McKiJe00,pass_sacked,0,,,,,
player,201512270min,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201512270min,min,McKiJe00,pass_long,0,,,,,
player,201512270min,min,McKiJe00,pass_rating,,,,,,
player,201512270min,min,McKiJe00,rush_att,7,,,,,
player,201512270min,min,McKiJe00,rush_yds,89,,,,,
player,201512270min,min,McKiJe00,rush_td,2,,,,,
player,201512270min,min,McKiJe00,rush_long,68,,,,,
player,201512270min,min,McKiJe00,targets,3,,,,,
player,201512270min,min,McKiJe00,rec,2,,,,,
player,201512270min,min,McKiJe00,rec_yds,8,,,,,
player,201512270min,min,McKiJe00,rec_td,0,,,,,
player,201512270min,min,McKiJe00,rec_long,7,,,,,
player,201512270min,min,McKiJe00,fumbles,0,,,,,
player,201512270min,min,McKiJe00,fumbles_lost,0,,,,,
player,201512270min,min,AsiaMa00,pass_cmp,0,,,,,
player,201512270min,min,AsiaMa00,pass_att,0,,,,,
player,201512270min,min,AsiaMa00,pass_yds,0,,,,,
player,201512270min,min,AsiaMa00,pass_td,0,,,,,
player,201512270min,min,AsiaMa00,pass_int,0,,,,,
player,201512270min,min,AsiaMa00,pass_sacked,0,,,,,
player,201512270min,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201512270min,min,AsiaMa00,pass_long,0,,,,,
player,201512270min,min,AsiaMa00,pass_rating,,,,,,
player,201512270min,min,AsiaMa00,rush_att,5,,,,,
player,201512270min,min,AsiaMa00,rush_yds,14,,,,,
player,201512270min,min,AsiaMa00,rush_td,0,,,,,
player,201512270min,min,AsiaMa00,rush_long,7,,,,,
player,201512270min,min,AsiaMa00,targets,1,,,,,
player,201512270min,min,AsiaMa00,rec,0,,,,,
player,201512270min,min,AsiaMa00,rec_yds,0,,,,,
player,201512270min,min,AsiaMa00,rec_td,0,,,,,
player,201512270min,min,AsiaMa00,rec_long,0,,,,,
player,201512270min,min,AsiaMa00,fumbles,0,,,,,
player,201512270min,min,AsiaMa00,fumbles_lost,0,,,,,
player,201512270min,min,LineZa01,pass_cmp,0,,,,,
player,201512270min,min,LineZa01,pass_att,0,,,,,
player,201512270min,min,LineZa01,pass_yds,0,,,,,
player,201512270min,min,LineZa01,pass_td,0,,,,,
player,201512270min,min,LineZa01,pass_int,0,,,,,
player,201512270min,min,LineZa01,pass_sacked,0,,,,,
player,201512270min,min,LineZa01,pass_sacked_yds,0,,,,,
player,201512270min,min,LineZa01,pass_long,0,,,,,
player,201512270min,min,LineZa01,pass_rating,,,,,,
player,201512270min,min,LineZa01,rush_att,1,,,,,
player,201512270min,min,LineZa01,rush_yds,3,,,,,
player,201512270min,min,LineZa01,rush_td,0,,,,,
player,201512270min,min,LineZa01,rush_long,3,,,,,
player,201512270min,min,LineZa01,targets,0,,,,,
player,201512270min,min,LineZa01,rec,0,,,,,
player,201512270min,min,LineZa01,rec_yds,0,,,,,
player,201512270min,min,LineZa01,rec_td,0,,,,,
player,201512270min,min,LineZa01,rec_long,0,,,,,
player,201512270min,min,LineZa01,fumbles,0,,,,,
player,201512270min,min,LineZa01,fumbles_lost,0,,,,,
player,201512270min,min,WrigJa02,pass_cmp,0,,,,,
player,201512270min,min,WrigJa02,pass_att,0,,,,,
player,201512270min,min,WrigJa02,pass_yds,0,,,,,
player,201512270min,min,WrigJa02,pass_td,0,,,,,
player,201512270min,min,WrigJa02,pass_int,0,,,,,
player,201512270min,min,WrigJa02,pass_sacked,0,,,,,
player,201512270min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201512270min,min,WrigJa02,pass_long,0,,,,,
player,201512270min,min,WrigJa02,pass_rating,,,,,,
player,201512270min,min,WrigJa02,rush_att,0,,,,,
player,201512270min,min,WrigJa02,rush_yds,0,,,,,
player,201512270min,min,WrigJa02,rush_td,0,,,,,
player,201512270min,min,WrigJa02,rush_long,0,,,,,
player,201512270min,min,WrigJa02,targets,3,,,,,
player,201512270min,min,WrigJa02,rec,3,,,,,
player,201512270min,min,WrigJa02,rec_yds,57,,,,,
player,201512270min,min,WrigJa02,rec_td,0,,,,,
player,201512270min,min,WrigJa02,rec_long,21,,,,,
player,201512270min,min,WrigJa02,fumbles,0,,,,,
player,201512270min,min,WrigJa02,fumbles_lost,0,,,,,
player,201512270min,min,RudoKy00,pass_cmp,0,,,,,
player,201512270min,min,RudoKy00,pass_att,0,,,,,
player,201512270min,min,RudoKy00,pass_yds,0,,,,,
player,201512270min,min,RudoKy00,pass_td,0,,,,,
player,201512270min,min,RudoKy00,pass_int,0,,,,,
player,201512270min,min,RudoKy00,pass_sacked,0,,,,,
player,201512270min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201512270min,min,RudoKy00,pass_long,0,,,,,
player,201512270min,min,RudoKy00,pass_rating,,,,,,
player,201512270min,min,RudoKy00,rush_att,0,,,,,
player,201512270min,min,RudoKy00,rush_yds,0,,,,,
player,201512270min,min,RudoKy00,rush_td,0,,,,,
player,201512270min,min,RudoKy00,rush_long,0,,,,,
player,201512270min,min,RudoKy00,targets,3,,,,,
player,201512270min,min,RudoKy00,rec,2,,,,,
player,201512270min,min,RudoKy00,rec_yds,53,,,,,
player,201512270min,min,RudoKy00,rec_td,1,,,,,
player,201512270min,min,RudoKy00,rec_long,28,,,,,
player,201512270min,min,RudoKy00,fumbles,0,,,,,
player,201512270min,min,RudoKy00,fumbles_lost,0,,,,,
player,201512270min,min,DiggSt00,pass_cmp,0,,,,,
player,201512270min,min,DiggSt00,pass_att,0,,,,,
player,201512270min,min,DiggSt00,pass_yds,0,,,,,
player,201512270min,min,DiggSt00,pass_td,0,,,,,
player,201512270min,min,DiggSt00,pass_int,0,,,,,
player,201512270min,min,DiggSt00,pass_sacked,0,,,,,
player,201512270min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201512270min,min,DiggSt00,pass_long,0,,,,,
player,201512270min,min,DiggSt00,pass_rating,,,,,,
player,201512270min,min,DiggSt00,rush_att,0,,,,,
player,201512270min,min,DiggSt00,rush_yds,0,,,,,
player,201512270min,min,DiggSt00,rush_td,0,,,,,
player,201512270min,min,DiggSt00,rush_long,0,,,,,
player,201512270min,min,DiggSt00,targets,5,,,,,
player,201512270min,min,DiggSt00,rec,4,,,,,
player,201512270min,min,DiggSt00,rec_yds,19,,,,,
player,201512270min,min,DiggSt00,rec_td,0,,,,,
player,201512270min,min,DiggSt00,rec_long,10,,,,,
player,201512270min,min,DiggSt00,fumbles,0,,,,,
player,201512270min,min,DiggSt00,fumbles_lost,0,,,,,
player,201512270min,min,WallMi00,pass_cmp,0,,,,,
player,201512270min,min,WallMi00,pass_att,0,,,,,
player,201512270min,min,WallMi00,pass_yds,0,,,,,
player,201512270min,min,WallMi00,pass_td,0,,,,,
player,201512270min,min,WallMi00,pass_int,0,,,,,
player,201512270min,min,WallMi00,pass_sacked,0,,,,,
player,201512270min,min,WallMi00,pass_sacked_yds,0,,,,,
