game,2015,6,20151018,201510180sfo,rav,"Baltimore Ravens",20,sfo,"San Francisco 49ers",25
player,201510180sfo,rav,FlacJo00,targets,0,,,,,
player,201510180sfo,rav,FlacJo00,rec,0,,,,,
player,201510180sfo,rav,FlacJo00,rec_yds,0,,,,,
player,201510180sfo,rav,FlacJo00,rec_td,0,,,,,
player,201510180sfo,rav,FlacJo00,rec_long,0,,,,,
player,201510180sfo,rav,FlacJo00,fumbles,0,,,,,
player,201510180sfo,rav,FlacJo00,fumbles_lost,0,,,,,
player,201510180sfo,rav,ForsJu00,pass_cmp,0,,,,,
player,201510180sfo,rav,ForsJu00,pass_att,0,,,,,
player,201510180sfo,rav,ForsJu00,pass_yds,0,,,,,
player,201510180sfo,rav,ForsJu00,pass_td,0,,,,,
player,201510180sfo,rav,ForsJu00,pass_int,0,,,,,
player,201510180sfo,rav,ForsJu00,pass_sacked,0,,,,,
player,201510180sfo,rav,ForsJu00,pass_sacked_yds,0,,,,,
player,201510180sfo,rav,ForsJu00,pass_long,0,,,,,
player,201510180sfo,rav,ForsJu00,pass_rating,,,,,,
player,201510180sfo,rav,ForsJu00,rush_att,17,,,,,
player,201510180sfo,rav,ForsJu00,rush_yds,62,,,,,
player,201510180sfo,rav,ForsJu00,rush_td,0,,,,,
player,201510180sfo,rav,ForsJu00,rush_long,22,,,,,
player,201510180sfo,rav,ForsJu00,targets,8,,,,,
player,201510180sfo,rav,ForsJu00,rec,7,,,,,
player,201510180sfo,rav,ForsJu00,rec_yds,39,,,,,
player,201510180sfo,rav,ForsJu00,rec_td,0,,,,,
player,201510180sfo,rav,ForsJu00,rec_long,11,,,,,
player,201510180sfo,rav,ForsJu00,fumbles,0,,,,,
player,201510180sfo,rav,ForsJu00,fumbles_lost,0,,,,,
player,201510180sfo,rav,AlleJa01,pass_cmp,0,,,,,
player,201510180sfo,rav,AlleJa01,pass_att,0,,,,,
player,201510180sfo,rav,AlleJa01,pass_yds,0,,,,,
player,201510180sfo,rav,AlleJa01,pass_td,0,,,,,
player,201510180sfo,rav,AlleJa01,pass_int,0,,,,,
player,201510180sfo,rav,AlleJa01,pass_sacked,0,,,,,
player,201510180sfo,rav,AlleJa01,pass_sacked_yds,0,,,,,
player,201510180sfo,rav,AlleJa01,pass_long,0,,,,,
player,201510180sfo,rav,AlleJa01,pass_rating,,,,,,
player,201510180sfo,rav,AlleJa01,rush_att,4,,,,,
player,201510180sfo,rav,AlleJa01,rush_yds,13,,,,,
player,201510180sfo,rav,AlleJa01,rush_td,0,,,,,
player,201510180sfo,rav,AlleJa01,rush_long,8,,,,,
player,201510180sfo,rav,AlleJa01,targets,3,,,,,
player,201510180sfo,rav,AlleJa01,rec,1,,,,,
player,201510180sfo,rav,AlleJa01,rec_yds,8,,,,,
player,201510180sfo,rav,AlleJa01,rec_td,0,,,,,
player,201510180sfo,rav,AlleJa01,rec_long,8,,,,,
player,201510180sfo,rav,AlleJa01,fumbles,0,,,,,
player,201510180sfo,rav,AlleJa01,fumbles_lost,0,,,,,
player,201510180sfo,rav,RossJe01,pass_cmp,0,,,,,
player,201510180sfo,rav,RossJe01,pass_att,0,,,,,
player,201510180sfo,rav,RossJe01,pass_yds,0,,,,,
player,201510180sfo,rav,RossJe01,pass_td,0,,,,,
player,201510180sfo,rav,RossJe01,pass_int,0,,,,,
player,201510180sfo,rav,RossJe01,pass_sacked,0,,,,,
player,201510180sfo,rav,RossJe01,pass_sacked_yds,0,,,,,
player,201510180sfo,rav,RossJe01,pass_long,0,,,,,
player,201510180sfo,rav,RossJe01,pass_rating,,,,,,
player,201510180sfo,rav,RossJe01,rush_att,1,,,,,
player,201510180sfo,rav,RossJe01,rush_yds,2,,,,,
player,201510180sfo,rav,RossJe01,rush_td,0,,,,,
player,201510180sfo,rav,RossJe01,rush_long,2,,,,,
player,201510180sfo,rav,RossJe01,targets,5,,,,,
player,201510180sfo,rav,RossJe01,rec,3,,,,,
player,201510180sfo,rav,RossJe01,rec_yds,34,,,,,
player,201510180sfo,rav,RossJe01,rec_td,0,,,,,
player,201510180sfo,rav,RossJe01,rec_long,18,,,,,
player,201510180sfo,rav,RossJe01,fumbles,0,,,,,
player,201510180sfo,rav,RossJe01,fumbles_lost,0,,,,,
player,201510180sfo,rav,SmitSt01,pass_cmp,0,,,,,
player,201510180sfo,rav,SmitSt01,pass_att,0,,,,,
player,201510180sfo,rav,SmitSt01,pass_yds,0,,,,,
player,201510180sfo,rav,SmitSt01,pass_td,0,,,,,
player,201510180sfo,rav,SmitSt01,pass_int,0,,,,,
player,201510180sfo,rav,SmitSt01,pass_sacked,0,,,,,
player,201510180sfo,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201510180sfo,rav,SmitSt01,pass_long,0,,,,,
player,201510180sfo,rav,SmitSt01,pass_rating,,,,,,
player,201510180sfo,rav,SmitSt01,rush_att,0,,,,,
player,201510180sfo,rav,SmitSt01,rush_yds,0,,,,,
player,201510180sfo,rav,SmitSt01,rush_td,0,,,,,
player,201510180sfo,rav,SmitSt01,rush_long,0,,,,,
player,201510180sfo,rav,SmitSt01,targets,10,,,,,
player,201510180sfo,rav,SmitSt01,rec,7,,,,,
player,201510180sfo,rav,SmitSt01,rec_yds,137,,,,,
player,201510180sfo,rav,SmitSt01,rec_td,1,,,,,
player,201510180sfo,rav,SmitSt01,rec_long,34,,,,,
player,201510180sfo,rav,SmitSt01,fumbles,0,,,,,
player,201510180sfo,rav,SmitSt01,fumbles_lost,0,,,,,
player,201510180sfo,rav,GillCr00,pass_cmp,0,,,,,
player,201510180sfo,rav,GillCr00,pass_att,0,,,,,
player,201510180sfo,rav,GillCr00,pass_yds,0,,,,,
player,201510180sfo,rav,GillCr00,pass_td,0,,,,,
player,201510180sfo,rav,GillCr00,pass_int,0,,,,,
player,201510180sfo,rav,GillCr00,pass_sacked,0,,,,,
player,201510180sfo,rav,GillCr00,pass_sacked_yds,0,,,,,
player,201510180sfo,rav,GillCr00,pass_long,0,,,,,
player,201510180sfo,rav,GillCr00,pass_rating,,,,,,
player,201510180sfo,rav,GillCr00,rush_att,0,,,,,
player,201510180sfo,rav,GillCr00,rush_yds,0,,,,,
player,201510180sfo,rav,GillCr00,rush_td,0,,,,,
player,201510180sfo,rav,GillCr00,rush_long,0,,,,,
player,201510180sfo,rav,GillCr00,targets,6,,,,,
player,201510180sfo,rav,GillCr00,rec,3,,,,,
player,201510180sfo,rav,GillCr00,rec_yds,30,,,,,
player,201510180sfo,rav,GillCr00,rec_td,0,,,,,
player,201510180sfo,rav,GillCr00,rec_long,19,,,,,
player,201510180sfo,rav,GillCr00,fumbles,0,,,,,
player,201510180sfo,rav,GillCr00,fumbles_lost,0,,,,,
player,201510180sfo,rav,WillMa04,pass_cmp,0,,,,,
player,201510180sfo,rav,WillMa04,pass_att,0,,,,,
player,201510180sfo,rav,WillMa04,pass_yds,0,,,,,
player,201510180sfo,rav,WillMa04,pass_td,0,,,,,
player,201510180sfo,rav,WillMa04,pass_int,0,,,,,
player,201510180sfo,rav,WillMa04,pass_sacked,0,,,,,
player,201510180sfo,rav,WillMa04,pass_sacked_yds,0,,,,,
player,201510180sfo,rav,WillMa04,pass_long,0,,,,,
player,201510180sfo,rav,WillMa04,pass_rating,,,,,,
player,201510180sfo,rav,WillMa04,rush_att,0,,,,,
player,201510180sfo,rav,WillMa04,rush_yds,0,,,,,
player,201510180sfo,rav,WillMa04,rush_td,0,,,,,
player,201510180sfo,rav,WillMa04,rush_long,0,,,,,
player,201510180sfo,rav,WillMa04,targets,4,,,,,
player,201510180sfo,rav,WillMa04,rec,4,,,,,
player,201510180sfo,rav,WillMa04,rec_yds,24,,,,,
player,201510180sfo,rav,WillMa04,rec_td,0,,,,,
player,201510180sfo,rav,WillMa04,rec_long,11,,,,,
player,201510180sfo,rav,WillMa04,fumbles,0,,,,,
player,201510180sfo,rav,WillMa04,fumbles_lost,0,,,,,
player,201510180sfo,rav,JuszKy00,pass_cmp,0,,,,,
player,201510180sfo,rav,JuszKy00,pass_att,0,,,,,
player,201510180sfo,rav,JuszKy00,pass_yds,0,,,,,
player,201510180sfo,rav,JuszKy00,pass_td,0,,,,,
player,201510180sfo,rav,JuszKy00,pass_int,0,,,,,
player,201510180sfo,rav,JuszKy00,pass_sacked,0,,,,,
player,201510180sfo,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201510180sfo,rav,JuszKy00,pass_long,0,,,,,
player,201510180sfo,rav,JuszKy00,pass_rating,,,,,,
player,201510180sfo,rav,JuszKy00,rush_att,0,,,,,
player,201510180sfo,rav,JuszKy00,rush_yds,0,,,,,
player,201510180sfo,rav,JuszKy00,rush_td,0,,,,,
player,201510180sfo,rav,JuszKy00,rush_long,0,,,,,
player,201510180sfo,rav,JuszKy00,targets,2,,,,,
player,201510180sfo,rav,JuszKy00,rec,2,,,,,
player,201510180sfo,rav,JuszKy00,rec_yds,22,,,,,
player,201510180sfo,rav,JuszKy00,rec_td,0,,,,,
player,201510180sfo,rav,JuszKy00,rec_long,17,,,,,
player,201510180sfo,rav,JuszKy00,fumbles,0,,,,,
player,201510180sfo,rav,JuszKy00,fumbles_lost,0,,,,,
player,201510180sfo,rav,AikeKa00,pass_cmp,0,,,,,
player,201510180sfo,rav,AikeKa00,pass_att,0,,,,,
player,201510180sfo,rav,AikeKa00,pass_yds,0,,,,,
player,201510180sfo,rav,AikeKa00,pass_td,0,,,,,
player,201510180sfo,rav,AikeKa00,pass_int,0,,,,,
player,201510180sfo,rav,AikeKa00,pass_sacked,0,,,,,
player,201510180sfo,rav,AikeKa00,pass_sacked_yds,0,,,,,
player,201510180sfo,rav,AikeKa00,pass_long,0,,,,,
player,201510180sfo,rav,AikeKa00,pass_rating,,,,,,
player,201510180sfo,rav,AikeKa00,rush_att,0,,,,,
player,201510180sfo,rav,AikeKa00,rush_yds,0,,,,,
player,201510180sfo,rav,AikeKa00,rush_td,0,,,,,
player,201510180sfo,rav,AikeKa00,rush_long,0,,,,,
player,201510180sfo,rav,AikeKa00,targets,8,,,,,
player,201510180sfo,rav,AikeKa00,rec,3,,,,,
player,201510180sfo,rav,AikeKa00,rec_yds,22,,,,,
player,201510180sfo,rav,AikeKa00,rec_td,1,,,,,
player,201510180sfo,rav,AikeKa00,rec_long,12,,,,,
player,201510180sfo,rav,AikeKa00,fumbles,0,,,,,
player,201510180sfo,rav,AikeKa00,fumbles_lost,0,,,,,
player,201510180sfo,rav,GiveCh00,pass_cmp,0,,,,,
player,201510180sfo,rav,GiveCh00,pass_att,0,,,,,
player,201510180sfo,rav,GiveCh00,pass_yds,0,,,,,
player,201510180sfo,rav,GiveCh00,pass_td,0,,,,,
player,201510180sfo,rav,GiveCh00,pass_int,0,,,,,
player,201510180sfo,rav,GiveCh00,pass_sacked,0,,,,,
player,201510180sfo,rav,GiveCh00,pass_sacked_yds,0,,,,,
player,201510180sfo,rav,GiveCh00,pass_long,0,,,,,
player,201510180sfo,rav,GiveCh00,pass_rating,,,,,,
player,201510180sfo,rav,GiveCh00,rush_att,0,,,,,
player,201510180sfo,rav,GiveCh00,rush_yds,0,,,,,
player,201510180sfo,rav,GiveCh00,rush_td,0,,,,,
player,201510180sfo,rav,GiveCh00,rush_long,0,,,,,
player,201510180sfo,rav,GiveCh00,targets,2,,,,,
player,201510180sfo,rav,GiveCh00,rec,2,,,,,
player,201510180sfo,rav,GiveCh00,rec_yds,18,,,,,
player,201510180sfo,rav,GiveCh00,rec_td,0,,,,,
player,201510180sfo,rav,GiveCh00,rec_long,11,,,,,
player,201510180sfo,rav,GiveCh00,fumbles,0,,,,,
player,201510180sfo,rav,GiveCh00,fumbles_lost,0,,,,,
player,201510180sfo,rav,BrowMa00,pass_cmp,0,,,,,
player,201510180sfo,rav,BrowMa00,pass_att,0,,,,,
player,201510180sfo,rav,BrowMa00,pass_yds,0,,,,,
player,201510180sfo,rav,BrowMa00,pass_td,0,,,,,
player,201510180sfo,rav,BrowMa00,pass_int,0,,,,,
player,201510180sfo,rav,BrowMa00,pass_sacked,0,,,,,
player,201510180sfo,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201510180sfo,rav,BrowMa00,pass_long,0,,,,,
player,201510180sfo,rav,BrowMa00,pass_rating,,,,,,
player,201510180sfo,rav,BrowMa00,rush_att,0,,,,,
player,201510180sfo,rav,BrowMa00,rush_yds,0,,,,,
player,201510180sfo,rav,BrowMa00,rush_td,0,,,,,
player,201510180sfo,rav,BrowMa00,rush_long,0,,,,,
player,201510180sfo,rav,BrowMa00,targets,4,,,,,
player,201510180sfo,rav,BrowMa00,rec,1,,,,,
player,201510180sfo,rav,BrowMa00,rec_yds,9,,,,,
player,201510180sfo,rav,BrowMa00,rec_td,0,,,,,
player,201510180sfo,rav,BrowMa00,rec_long,9,,,,,
player,201510180sfo,rav,BrowMa00,fumbles,0,,,,,
player,201510180sfo,rav,BrowMa00,fumbles_lost,0,,,,,
player,201510180sfo,sfo,KaepCo00,pass_cmp,16,,,,,
player,201510180sfo,sfo,KaepCo00,pass_att,27,,,,,
player,201510180sfo,sfo,KaepCo00,pass_yds,340,,,,,
player,201510180sfo,sfo,KaepCo00,pass_td,2,,,,,
player,201510180sfo,sfo,KaepCo00,pass_int,0,,,,,
player,201510180sfo,sfo,KaepCo00,pass_sacked,3,,,,,
player,201510180sfo,sfo,KaepCo00,pass_sacked_yds,14,,,,,
player,201510180sfo,sfo,KaepCo00,pass_long,76,,,,,
player,201510180sfo,sfo,KaepCo00,pass_rating,128.2,,,,,
player,201510180sfo,sfo,KaepCo00,rush_att,3,,,,,
player,201510180sfo,sfo,KaepCo00,rush_yds,10,,,,,
player,201510180sfo,sfo,KaepCo00,rush_td,0,,,,,
player,201510180sfo,sfo,KaepCo00,rush_long,7,,,,,
player,201510180sfo,sfo,KaepCo00,targets,0,,,,,
player,201510180sfo,sfo,KaepCo00,rec,0,,,,,
player,201510180sfo,sfo,KaepCo00,rec_yds,0,,,,,
player,201510180sfo,sfo,KaepCo00,rec_td,0,,,,,
player,201510180sfo,sfo,KaepCo00,rec_long,0,,,,,
player,201510180sfo,sfo,KaepCo00,fumbles,0,,,,,
player,201510180sfo,sfo,KaepCo00,fumbles_lost,0,,,,,
player,201510180sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201510180sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201510180sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201510180sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201510180sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201510180sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201510180sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201510180sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201510180sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201510180sfo,sfo,HydeCa00,rush_att,21,,,,,
player,201510180sfo,sfo,HydeCa00,rush_yds,55,,,,,
player,201510180sfo,sfo,HydeCa00,rush_td,0,,,,,
player,201510180sfo,sfo,HydeCa00,rush_long,14,,,,,
player,201510180sfo,sfo,HydeCa00,targets,2,,,,,
player,201510180sfo,sfo,HydeCa00,rec,2,,,,,
player,201510180sfo,sfo,HydeCa00,rec_yds,5,,,,,
player,201510180sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201510180sfo,sfo,HydeCa00,rec_long,4,,,,,
player,201510180sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201510180sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201510180sfo,sfo,BoldAn00,pass_cmp,0,,,,,
player,201510180sfo,sfo,BoldAn00,pass_att,0,,,,,
player,201510180sfo,sfo,BoldAn00,pass_yds,0,,,,,
player,201510180sfo,sfo,BoldAn00,pass_td,0,,,,,
player,201510180sfo,sfo,BoldAn00,pass_int,0,,,,,
player,201510180sfo,sfo,BoldAn00,pass_sacked,0,,,,,
player,201510180sfo,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201510180sfo,sfo,BoldAn00,pass_long,0,,,,,
player,201510180sfo,sfo,BoldAn00,pass_rating,,,,,,
player,201510180sfo,sfo,BoldAn00,rush_att,0,,,,,
player,201510180sfo,sfo,BoldAn00,rush_yds,0,,,,,
player,201510180sfo,sfo,BoldAn00,rush_td,0,,,,,
player,201510180sfo,sfo,BoldAn00,rush_long,0,,,,,
player,201510180sfo,sfo,BoldAn00,targets,9,,,,,
player,201510180sfo,sfo,BoldAn00,rec,5,,,,,
player,201510180sfo,sfo,BoldAn00,rec_yds,102,,,,,
player,201510180sfo,sfo,BoldAn00,rec_td,0,,,,,
player,201510180sfo,sfo,BoldAn00,rec_long,51,,,,,
player,201510180sfo,sfo,BoldAn00,fumbles,0,,,,,
player,201510180sfo,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201510180sfo,sfo,SmitTo02,pass_cmp,0,,,,,
player,201510180sfo,sfo,SmitTo02,pass_att,0,,,,,
player,201510180sfo,sfo,SmitTo02,pass_yds,0,,,,,
player,201510180sfo,sfo,SmitTo02,pass_td,0,,,,,
player,201510180sfo,sfo,SmitTo02,pass_int,0,,,,,
player,201510180sfo,sfo,SmitTo02,pass_sacked,0,,,,,
player,201510180sfo,sfo,SmitTo02,pass_sacked_yds,0,,,,,
player,201510180sfo,sfo,SmitTo02,pass_long,0,,,,,
player,201510180sfo,sfo,SmitTo02,pass_rating,,,,,,
player,201510180sfo,sfo,SmitTo02,rush_att,0,,,,,
player,201510180sfo,sfo,SmitTo02,rush_yds,0,,,,,
player,201510180sfo,sfo,SmitTo02,rush_td,0,,,,,
player,201510180sfo,sfo,SmitTo02,rush_long,0,,,,,
player,201510180sfo,sfo,SmitTo02,targets,6,,,,,
player,201510180sfo,sfo,SmitTo02,rec,3,,,,,
player,201510180sfo,sfo,SmitTo02,rec_yds,96,,,,,
player,201510180sfo,sfo,SmitTo02,rec_td,1,,,,,
player,201510180sfo,sfo,SmitTo02,rec_long,76,,,,,
player,201510180sfo,sfo,SmitTo02,fumbles,0,,,,,
player,201510180sfo,sfo,SmitTo02,fumbles_lost,0,,,,,
player,201510180sfo,sfo,MillBr02,pass_cmp,0,,,,,
player,201510180sfo,sfo,MillBr02,pass_att,0,,,,,
player,201510180sfo,sfo,MillBr02,pass_yds,0,,,,,
player,201510180sfo,sfo,MillBr02,pass_td,0,,,,,
player,201510180sfo,sfo,MillBr02,pass_int,0,,,,,
player,201510180sfo,sfo,MillBr02,pass_sacked,0,,,,,
player,201510180sfo,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201510180sfo,sfo,MillBr02,pass_long,0,,,,,
player,201510180sfo,sfo,MillBr02,pass_rating,,,,,,
player,201510180sfo,sfo,MillBr02,rush_att,0,,,,,
player,201510180sfo,sfo,MillBr02,rush_yds,0,,,,,
player,201510180sfo,sfo,MillBr02,rush_td,0,,,,,
player,201510180sfo,sfo,MillBr02,rush_long,0,,,,,
player,201510180sfo,sfo,MillBr02,targets,3,,,,,
player,201510180sfo,sfo,MillBr02,rec,3,,,,,
player,201510180sfo,sfo,MillBr02,rec_yds,89,,,,,
player,201510180sfo,sfo,MillBr02,rec_td,0,,,,,
player,201510180sfo,sfo,MillBr02,rec_long,52,,,,,
player,201510180sfo,sfo,MillBr02,fumbles,0,,,,,
player,201510180sfo,sfo,MillBr02,fumbles_lost,0,,,,,
player,201510180sfo,sfo,PattQu00,pass_cmp,0,,,,,
player,201510180sfo,sfo,PattQu00,pass_att,0,,,,,
player,201510180sfo,sfo,PattQu00,pass_yds,0,,,,,
player,201510180sfo,sfo,PattQu00,pass_td,0,,,,,
player,201510180sfo,sfo,PattQu00,pass_int,0,,,,,
player,201510180sfo,sfo,PattQu00,pass_sacked,0,,,,,
player,201510180sfo,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201510180sfo,sfo,PattQu00,pass_long,0,,,,,
player,201510180sfo,sfo,PattQu00,pass_rating,,,,,,
player,201510180sfo,sfo,PattQu00,rush_att,0,,,,,
player,201510180sfo,sfo,PattQu00,rush_yds,0,,,,,
player,201510180sfo,sfo,PattQu00,rush_td,0,,,,,
player,201510180sfo,sfo,PattQu00,rush_long,0,,,,,
player,201510180sfo,sfo,PattQu00,targets,3,,,,,
player,201510180sfo,sfo,PattQu00,rec,2,,,,,
player,201510180sfo,sfo,PattQu00,rec_yds,38,,,,,
player,201510180sfo,sfo,PattQu00,rec_td,1,,,,,
player,201510180sfo,sfo,PattQu00,rec_long,21,,,,,
player,201510180sfo,sfo,PattQu00,fumbles,0,,,,,
player,201510180sfo,sfo,PattQu00,fumbles_lost,0,,,,,
player,201510180sfo,sfo,McDoVa00,pass_cmp,0,,,,,
player,201510180sfo,sfo,McDoVa00,pass_att,0,,,,,
player,201510180sfo,sfo,McDoVa00,pass_yds,0,,,,,
player,201510180sfo,sfo,McDoVa00,pass_td,0,,,,,
player,201510180sfo,sfo,McDoVa00,pass_int,0,,,,,
player,201510180sfo,sfo,McDoVa00,pass_sacked,0,,,,,
player,201510180sfo,sfo,McDoVa00,pass_sacked_yds,0,,,,,
player,201510180sfo,sfo,McDoVa00,pass_long,0,,,,,
player,201510180sfo,sfo,McDoVa00,pass_rating,,,,,,
player,201510180sfo,sfo,McDoVa00,rush_att,0,,,,,
player,201510180sfo,sfo,McDoVa00,rush_yds,0,,,,,
player,201510180sfo,sfo,McDoVa00,rush_td,0,,,,,
player,201510180sfo,sfo,McDoVa00,rush_long,0,,,,,
player,201510180sfo,sfo,McDoVa00,targets,1,,,,,
player,201510180sfo,sfo,McDoVa00,rec,1,,,,,
player,201510180sfo,sfo,McDoVa00,rec_yds,10,,,,,
player,201510180sfo,sfo,McDoVa00,rec_td,0,,,,,
player,201510180sfo,sfo,McDoVa00,rec_long,10,,,,,
player,201510180sfo,sfo,McDoVa00,fumbles,0,,,,,
player,201510180sfo,sfo,McDoVa00,fumbles_lost,0,,,,,
player,201510180sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201510180sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201510180sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201510180sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201510180sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201510180sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201510180sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201510180sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201510180sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201510180sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201510180sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201510180sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201510180sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201510180sfo,sfo,CeleGa00,targets,2,,,,,
player,201510180sfo,sfo,CeleGa00,rec,0,,,,,
player,201510180sfo,sfo,CeleGa00,rec_yds,0,,,,,
player,201510180sfo,sfo,CeleGa00,rec_td,0,,,,,
player,201510180sfo,sfo,CeleGa00,rec_long,0,,,,,
player,201510180sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201510180sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201510180sfo,sfo,DaviMi01,pass_cmp,0,,,,,
player,201510180sfo,sfo,DaviMi01,pass_att,0,,,,,
player,201510180sfo,sfo,DaviMi01,pass_yds,0,,,,,
player,201510180sfo,sfo,DaviMi01,pass_td,0,,,,,
player,201510180sfo,sfo,DaviMi01,pass_int,0,,,,,
player,201510180sfo,sfo,DaviMi01,pass_sacked,0,,,,,
player,201510180sfo,sfo,DaviMi01,pass_sacked_yds,0,,,,,
player,201510180sfo,sfo,DaviMi01,pass_long,0,,,,,
player,201510180sfo,sfo,DaviMi01,pass_rating,,,,,,
player,201510180sfo,sfo,DaviMi01,rush_att,1,,,,,
player,201510180sfo,sfo,DaviMi01,rush_yds,0,,,,,
player,201510180sfo,sfo,DaviMi01,rush_td,0,,,,,
player,201510180sfo,sfo,DaviMi01,rush_long,0,,,,,
player,201510180sfo,sfo,DaviMi01,targets,0,,,,,
player,201510180sfo,sfo,DaviMi01,rec,0,,,,,
player,201510180sfo,sfo,DaviMi01,rec_yds,0,,,,,
player,201510180sfo,sfo,DaviMi01,rec_td,0,,,,,
player,201510180sfo,sfo,DaviMi01,rec_long,0,,,,,
player,201510180sfo,sfo,DaviMi01,fumbles,0,,,,,
player,201510180sfo,sfo,DaviMi01,fumbles_lost,0,,,,,
player,201510180sfo,sfo,DaviVe00,pass_cmp,0,,,,,
player,201510180sfo,sfo,DaviVe00,pass_att,0,,,,,
player,201510180sfo,sfo,DaviVe00,pass_yds,0,,,,,
player,201510180sfo,sfo,DaviVe00,pass_td,0,,,,,
player,201510180sfo,sfo,DaviVe00,pass_int,0,,,,,
player,201510180sfo,sfo,DaviVe00,pass_sacked,0,,,,,
player,201510180sfo,sfo,DaviVe00,pass_sacked_yds,0,,,,,
player,201510180sfo,sfo,DaviVe00,pass_long,0,,,,,
player,201510180sfo,sfo,DaviVe00,pass_rating,,,,,,
player,201510180sfo,sfo,DaviVe00,rush_att,0,,,,,
player,201510180sfo,sfo,DaviVe00,rush_yds,0,,,,,
player,201510180sfo,sfo,DaviVe00,rush_td,0,,,,,
player,201510180sfo,sfo,DaviVe00,rush_long,0,,,,,
