game,2015,3,20150927,201509270det,den,"Denver Broncos",24,det,"Detroit Lions",12
player,201509270det,den,HillRo00,pass_sacked,0,,,,,
player,201509270det,den,HillRo00,pass_sacked_yds,0,,,,,
player,201509270det,den,HillRo00,pass_long,0,,,,,
player,201509270det,den,HillRo00,pass_rating,,,,,,
player,201509270det,den,HillRo00,rush_att,7,,,,,
player,201509270det,den,HillRo00,rush_yds,13,,,,,
player,201509270det,den,HillRo00,rush_td,1,,,,,
player,201509270det,den,HillRo00,rush_long,5,,,,,
player,201509270det,den,HillRo00,targets,1,,,,,
player,201509270det,den,HillRo00,rec,1,,,,,
player,201509270det,den,HillRo00,rec_yds,3,,,,,
player,201509270det,den,HillRo00,rec_td,0,,,,,
player,201509270det,den,HillRo00,rec_long,3,,,,,
player,201509270det,den,HillRo00,fumbles,0,,,,,
player,201509270det,den,HillRo00,fumbles_lost,0,,,,,
player,201509270det,den,ThomJu01,pass_cmp,0,,,,,
player,201509270det,den,ThomJu01,pass_att,0,,,,,
player,201509270det,den,ThomJu01,pass_yds,0,,,,,
player,201509270det,den,ThomJu01,pass_td,0,,,,,
player,201509270det,den,ThomJu01,pass_int,0,,,,,
player,201509270det,den,ThomJu01,pass_sacked,0,,,,,
player,201509270det,den,ThomJu01,pass_sacked_yds,0,,,,,
player,201509270det,den,ThomJu01,pass_long,0,,,,,
player,201509270det,den,ThomJu01,pass_rating,,,,,,
player,201509270det,den,ThomJu01,rush_att,3,,,,,
player,201509270det,den,ThomJu01,rush_yds,11,,,,,
player,201509270det,den,ThomJu01,rush_td,0,,,,,
player,201509270det,den,ThomJu01,rush_long,6,,,,,
player,201509270det,den,ThomJu01,targets,0,,,,,
player,201509270det,den,ThomJu01,rec,0,,,,,
player,201509270det,den,ThomJu01,rec_yds,0,,,,,
player,201509270det,den,ThomJu01,rec_td,0,,,,,
player,201509270det,den,ThomJu01,rec_long,0,,,,,
player,201509270det,den,ThomJu01,fumbles,0,,,,,
player,201509270det,den,ThomJu01,fumbles_lost,0,,,,,
player,201509270det,den,ThomDe03,pass_cmp,0,,,,,
player,201509270det,den,ThomDe03,pass_att,0,,,,,
player,201509270det,den,ThomDe03,pass_yds,0,,,,,
player,201509270det,den,ThomDe03,pass_td,0,,,,,
player,201509270det,den,ThomDe03,pass_int,0,,,,,
player,201509270det,den,ThomDe03,pass_sacked,0,,,,,
player,201509270det,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201509270det,den,ThomDe03,pass_long,0,,,,,
player,201509270det,den,ThomDe03,pass_rating,,,,,,
player,201509270det,den,ThomDe03,rush_att,0,,,,,
player,201509270det,den,ThomDe03,rush_yds,0,,,,,
player,201509270det,den,ThomDe03,rush_td,0,,,,,
player,201509270det,den,ThomDe03,rush_long,0,,,,,
player,201509270det,den,ThomDe03,targets,13,,,,,
player,201509270det,den,ThomDe03,rec,9,,,,,
player,201509270det,den,ThomDe03,rec_yds,92,,,,,
player,201509270det,den,ThomDe03,rec_td,1,,,,,
player,201509270det,den,ThomDe03,rec_long,45,,,,,
player,201509270det,den,ThomDe03,fumbles,1,,,,,
player,201509270det,den,ThomDe03,fumbles_lost,1,,,,,
player,201509270det,den,SandEm00,pass_cmp,0,,,,,
player,201509270det,den,SandEm00,pass_att,0,,,,,
player,201509270det,den,SandEm00,pass_yds,0,,,,,
player,201509270det,den,SandEm00,pass_td,0,,,,,
player,201509270det,den,SandEm00,pass_int,0,,,,,
player,201509270det,den,SandEm00,pass_sacked,0,,,,,
player,201509270det,den,SandEm00,pass_sacked_yds,0,,,,,
player,201509270det,den,SandEm00,pass_long,0,,,,,
player,201509270det,den,SandEm00,pass_rating,,,,,,
player,201509270det,den,SandEm00,rush_att,0,,,,,
player,201509270det,den,SandEm00,rush_yds,0,,,,,
player,201509270det,den,SandEm00,rush_td,0,,,,,
player,201509270det,den,SandEm00,rush_long,0,,,,,
player,201509270det,den,SandEm00,targets,9,,,,,
player,201509270det,den,SandEm00,rec,6,,,,,
player,201509270det,den,SandEm00,rec_yds,87,,,,,
player,201509270det,den,SandEm00,rec_td,0,,,,,
player,201509270det,den,SandEm00,rec_long,34,,,,,
player,201509270det,den,SandEm00,fumbles,0,,,,,
player,201509270det,den,SandEm00,fumbles_lost,0,,,,,
player,201509270det,den,FowlBe00,pass_cmp,0,,,,,
player,201509270det,den,FowlBe00,pass_att,0,,,,,
player,201509270det,den,FowlBe00,pass_yds,0,,,,,
player,201509270det,den,FowlBe00,pass_td,0,,,,,
player,201509270det,den,FowlBe00,pass_int,0,,,,,
player,201509270det,den,FowlBe00,pass_sacked,0,,,,,
player,201509270det,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201509270det,den,FowlBe00,pass_long,0,,,,,
player,201509270det,den,FowlBe00,pass_rating,,,,,,
player,201509270det,den,FowlBe00,rush_att,0,,,,,
player,201509270det,den,FowlBe00,rush_yds,0,,,,,
player,201509270det,den,FowlBe00,rush_td,0,,,,,
player,201509270det,den,FowlBe00,rush_long,0,,,,,
player,201509270det,den,FowlBe00,targets,4,,,,,
player,201509270det,den,FowlBe00,rec,4,,,,,
player,201509270det,den,FowlBe00,rec_yds,50,,,,,
player,201509270det,den,FowlBe00,rec_td,0,,,,,
player,201509270det,den,FowlBe00,rec_long,13,,,,,
player,201509270det,den,FowlBe00,fumbles,0,,,,,
player,201509270det,den,FowlBe00,fumbles_lost,0,,,,,
player,201509270det,den,DaniOw00,pass_cmp,0,,,,,
player,201509270det,den,DaniOw00,pass_att,0,,,,,
player,201509270det,den,DaniOw00,pass_yds,0,,,,,
player,201509270det,den,DaniOw00,pass_td,0,,,,,
player,201509270det,den,DaniOw00,pass_int,0,,,,,
player,201509270det,den,DaniOw00,pass_sacked,0,,,,,
player,201509270det,den,DaniOw00,pass_sacked_yds,0,,,,,
player,201509270det,den,DaniOw00,pass_long,0,,,,,
player,201509270det,den,DaniOw00,pass_rating,,,,,,
player,201509270det,den,DaniOw00,rush_att,0,,,,,
player,201509270det,den,DaniOw00,rush_yds,0,,,,,
player,201509270det,den,DaniOw00,rush_td,0,,,,,
player,201509270det,den,DaniOw00,rush_long,0,,,,,
player,201509270det,den,DaniOw00,targets,9,,,,,
player,201509270det,den,DaniOw00,rec,5,,,,,
player,201509270det,den,DaniOw00,rec_yds,28,,,,,
player,201509270det,den,DaniOw00,rec_td,1,,,,,
player,201509270det,den,DaniOw00,rec_long,11,,,,,
player,201509270det,den,DaniOw00,fumbles,0,,,,,
player,201509270det,den,DaniOw00,fumbles_lost,0,,,,,
player,201509270det,den,NorwJo00,pass_cmp,0,,,,,
player,201509270det,den,NorwJo00,pass_att,0,,,,,
player,201509270det,den,NorwJo00,pass_yds,0,,,,,
player,201509270det,den,NorwJo00,pass_td,0,,,,,
player,201509270det,den,NorwJo00,pass_int,0,,,,,
player,201509270det,den,NorwJo00,pass_sacked,0,,,,,
player,201509270det,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201509270det,den,NorwJo00,pass_long,0,,,,,
player,201509270det,den,NorwJo00,pass_rating,,,,,,
player,201509270det,den,NorwJo00,rush_att,0,,,,,
player,201509270det,den,NorwJo00,rush_yds,0,,,,,
player,201509270det,den,NorwJo00,rush_td,0,,,,,
player,201509270det,den,NorwJo00,rush_long,0,,,,,
player,201509270det,den,NorwJo00,targets,3,,,,,
player,201509270det,den,NorwJo00,rec,3,,,,,
player,201509270det,den,NorwJo00,rec_yds,27,,,,,
player,201509270det,den,NorwJo00,rec_td,0,,,,,
player,201509270det,den,NorwJo00,rec_long,17,,,,,
player,201509270det,den,NorwJo00,fumbles,0,,,,,
player,201509270det,den,NorwJo00,fumbles_lost,0,,,,,
player,201509270det,den,GreeVi00,pass_cmp,0,,,,,
player,201509270det,den,GreeVi00,pass_att,0,,,,,
player,201509270det,den,GreeVi00,pass_yds,0,,,,,
player,201509270det,den,GreeVi00,pass_td,0,,,,,
player,201509270det,den,GreeVi00,pass_int,0,,,,,
player,201509270det,den,GreeVi00,pass_sacked,0,,,,,
player,201509270det,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201509270det,den,GreeVi00,pass_long,0,,,,,
player,201509270det,den,GreeVi00,pass_rating,,,,,,
player,201509270det,den,GreeVi00,rush_att,0,,,,,
player,201509270det,den,GreeVi00,rush_yds,0,,,,,
player,201509270det,den,GreeVi00,rush_td,0,,,,,
player,201509270det,den,GreeVi00,rush_long,0,,,,,
player,201509270det,den,GreeVi00,targets,1,,,,,
player,201509270det,den,GreeVi00,rec,1,,,,,
player,201509270det,den,GreeVi00,rec_yds,26,,,,,
player,201509270det,den,GreeVi00,rec_td,0,,,,,
player,201509270det,den,GreeVi00,rec_long,26,,,,,
player,201509270det,den,GreeVi00,fumbles,0,,,,,
player,201509270det,den,GreeVi00,fumbles_lost,0,,,,,
player,201509270det,den,CaldAn00,pass_cmp,0,,,,,
player,201509270det,den,CaldAn00,pass_att,0,,,,,
player,201509270det,den,CaldAn00,pass_yds,0,,,,,
player,201509270det,den,CaldAn00,pass_td,0,,,,,
player,201509270det,den,CaldAn00,pass_int,0,,,,,
player,201509270det,den,CaldAn00,pass_sacked,0,,,,,
player,201509270det,den,CaldAn00,pass_sacked_yds,0,,,,,
player,201509270det,den,CaldAn00,pass_long,0,,,,,
player,201509270det,den,CaldAn00,pass_rating,,,,,,
player,201509270det,den,CaldAn00,rush_att,0,,,,,
player,201509270det,den,CaldAn00,rush_yds,0,,,,,
player,201509270det,den,CaldAn00,rush_td,0,,,,,
player,201509270det,den,CaldAn00,rush_long,0,,,,,
player,201509270det,den,CaldAn00,targets,1,,,,,
player,201509270det,den,CaldAn00,rec,1,,,,,
player,201509270det,den,CaldAn00,rec_yds,2,,,,,
player,201509270det,den,CaldAn00,rec_td,0,,,,,
player,201509270det,den,CaldAn00,rec_long,2,,,,,
player,201509270det,den,CaldAn00,fumbles,0,,,,,
player,201509270det,den,CaldAn00,fumbles_lost,0,,,,,
player,201509270det,det,StafMa00,pass_cmp,31,,,,,
player,201509270det,det,StafMa00,pass_att,45,,,,,
player,201509270det,det,StafMa00,pass_yds,282,,,,,
player,201509270det,det,StafMa00,pass_td,1,,,,,
player,201509270det,det,StafMa00,pass_int,2,,,,,
player,201509270det,det,StafMa00,pass_sacked,4,,,,,
player,201509270det,det,StafMa00,pass_sacked_yds,20,,,,,
player,201509270det,det,StafMa00,pass_long,33,,,,,
player,201509270det,det,StafMa00,pass_rating,74.5,,,,,
player,201509270det,det,StafMa00,rush_att,1,,,,,
player,201509270det,det,StafMa00,rush_yds,-1,,,,,
player,201509270det,det,StafMa00,rush_td,0,,,,,
player,201509270det,det,StafMa00,rush_long,-1,,,,,
player,201509270det,det,StafMa00,targets,1,,,,,
player,201509270det,det,StafMa00,rec,1,,,,,
player,201509270det,det,StafMa00,rec_yds,-6,,,,,
player,201509270det,det,StafMa00,rec_td,0,,,,,
player,201509270det,det,StafMa00,rec_long,-6,,,,,
player,201509270det,det,StafMa00,fumbles,1,,,,,
player,201509270det,det,StafMa00,fumbles_lost,1,,,,,
player,201509270det,det,AbduAm00,pass_cmp,0,,,,,
player,201509270det,det,AbduAm00,pass_att,0,,,,,
player,201509270det,det,AbduAm00,pass_yds,0,,,,,
player,201509270det,det,AbduAm00,pass_td,0,,,,,
player,201509270det,det,AbduAm00,pass_int,0,,,,,
player,201509270det,det,AbduAm00,pass_sacked,0,,,,,
player,201509270det,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201509270det,det,AbduAm00,pass_long,0,,,,,
player,201509270det,det,AbduAm00,pass_rating,,,,,,
player,201509270det,det,AbduAm00,rush_att,8,,,,,
player,201509270det,det,AbduAm00,rush_yds,23,,,,,
player,201509270det,det,AbduAm00,rush_td,0,,,,,
player,201509270det,det,AbduAm00,rush_long,9,,,,,
player,201509270det,det,AbduAm00,targets,5,,,,,
player,201509270det,det,AbduAm00,rec,2,,,,,
player,201509270det,det,AbduAm00,rec_yds,19,,,,,
player,201509270det,det,AbduAm00,rec_td,1,,,,,
player,201509270det,det,AbduAm00,rec_long,16,,,,,
player,201509270det,det,AbduAm00,fumbles,0,,,,,
player,201509270det,det,AbduAm00,fumbles_lost,0,,,,,
player,201509270det,det,BellJo01,pass_cmp,0,,,,,
player,201509270det,det,BellJo01,pass_att,0,,,,,
player,201509270det,det,BellJo01,pass_yds,0,,,,,
player,201509270det,det,BellJo01,pass_td,0,,,,,
player,201509270det,det,BellJo01,pass_int,0,,,,,
player,201509270det,det,BellJo01,pass_sacked,0,,,,,
player,201509270det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201509270det,det,BellJo01,pass_long,0,,,,,
player,201509270det,det,BellJo01,pass_rating,,,,,,
player,201509270det,det,BellJo01,rush_att,10,,,,,
player,201509270det,det,BellJo01,rush_yds,6,,,,,
player,201509270det,det,BellJo01,rush_td,1,,,,,
player,201509270det,det,BellJo01,rush_long,3,,,,,
player,201509270det,det,BellJo01,targets,1,,,,,
player,201509270det,det,BellJo01,rec,1,,,,,
player,201509270det,det,BellJo01,rec_yds,-2,,,,,
player,201509270det,det,BellJo01,rec_td,0,,,,,
player,201509270det,det,BellJo01,rec_long,-2,,,,,
player,201509270det,det,BellJo01,fumbles,0,,,,,
player,201509270det,det,BellJo01,fumbles_lost,0,,,,,
player,201509270det,det,JohnCa00,pass_cmp,0,,,,,
player,201509270det,det,JohnCa00,pass_att,0,,,,,
player,201509270det,det,JohnCa00,pass_yds,0,,,,,
player,201509270det,det,JohnCa00,pass_td,0,,,,,
player,201509270det,det,JohnCa00,pass_int,0,,,,,
player,201509270det,det,JohnCa00,pass_sacked,0,,,,,
player,201509270det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201509270det,det,JohnCa00,pass_long,0,,,,,
player,201509270det,det,JohnCa00,pass_rating,,,,,,
player,201509270det,det,JohnCa00,rush_att,0,,,,,
player,201509270det,det,JohnCa00,rush_yds,0,,,,,
player,201509270det,det,JohnCa00,rush_td,0,,,,,
player,201509270det,det,JohnCa00,rush_long,0,,,,,
player,201509270det,det,JohnCa00,targets,13,,,,,
player,201509270det,det,JohnCa00,rec,8,,,,,
player,201509270det,det,JohnCa00,rec_yds,77,,,,,
player,201509270det,det,JohnCa00,rec_td,0,,,,,
player,201509270det,det,JohnCa00,rec_long,25,,,,,
player,201509270det,det,JohnCa00,fumbles,0,,,,,
player,201509270det,det,JohnCa00,fumbles_lost,0,,,,,
player,201509270det,det,RiddTh00,pass_cmp,0,,,,,
player,201509270det,det,RiddTh00,pass_att,0,,,,,
player,201509270det,det,RiddTh00,pass_yds,0,,,,,
player,201509270det,det,RiddTh00,pass_td,0,,,,,
player,201509270det,det,RiddTh00,pass_int,0,,,,,
player,201509270det,det,RiddTh00,pass_sacked,0,,,,,
player,201509270det,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201509270det,det,RiddTh00,pass_long,0,,,,,
player,201509270det,det,RiddTh00,pass_rating,,,,,,
player,201509270det,det,RiddTh00,rush_att,0,,,,,
player,201509270det,det,RiddTh00,rush_yds,0,,,,,
player,201509270det,det,RiddTh00,rush_td,0,,,,,
player,201509270det,det,RiddTh00,rush_long,0,,,,,
player,201509270det,det,RiddTh00,targets,10,,,,,
player,201509270det,det,RiddTh00,rec,8,,,,,
player,201509270det,det,RiddTh00,rec_yds,66,,,,,
player,201509270det,det,RiddTh00,rec_td,0,,,,,
player,201509270det,det,RiddTh00,rec_long,17,,,,,
player,201509270det,det,RiddTh00,fumbles,0,,,,,
player,201509270det,det,RiddTh00,fumbles_lost,0,,,,,
player,201509270det,det,EbroEr00,pass_cmp,0,,,,,
player,201509270det,det,EbroEr00,pass_att,0,,,,,
player,201509270det,det,EbroEr00,pass_yds,0,,,,,
player,201509270det,det,EbroEr00,pass_td,0,,,,,
player,201509270det,det,EbroEr00,pass_int,0,,,,,
player,201509270det,det,EbroEr00,pass_sacked,0,,,,,
player,201509270det,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201509270det,det,EbroEr00,pass_long,0,,,,,
player,201509270det,det,EbroEr00,pass_rating,,,,,,
player,201509270det,det,EbroEr00,rush_att,0,,,,,
player,201509270det,det,EbroEr00,rush_yds,0,,,,,
player,201509270det,det,EbroEr00,rush_td,0,,,,,
player,201509270det,det,EbroEr00,rush_long,0,,,,,
player,201509270det,det,EbroEr00,targets,5,,,,,
player,201509270det,det,EbroEr00,rec,4,,,,,
player,201509270det,det,EbroEr00,rec_yds,61,,,,,
player,201509270det,det,EbroEr00,rec_td,0,,,,,
player,201509270det,det,EbroEr00,rec_long,29,,,,,
player,201509270det,det,EbroEr00,fumbles,0,,,,,
player,201509270det,det,EbroEr00,fumbles_lost,0,,,,,
player,201509270det,det,TateGo00,pass_cmp,0,,,,,
player,201509270det,det,TateGo00,pass_att,0,,,,,
player,201509270det,det,TateGo00,pass_yds,0,,,,,
player,201509270det,det,TateGo00,pass_td,0,,,,,
player,201509270det,det,TateGo00,pass_int,0,,,,,
player,201509270det,det,TateGo00,pass_sacked,0,,,,,
player,201509270det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201509270det,det,TateGo00,pass_long,0,,,,,
player,201509270det,det,TateGo00,pass_rating,,,,,,
player,201509270det,det,TateGo00,rush_att,0,,,,,
player,201509270det,det,TateGo00,rush_yds,0,,,,,
player,201509270det,det,TateGo00,rush_td,0,,,,,
player,201509270det,det,TateGo00,rush_long,0,,,,,
player,201509270det,det,TateGo00,targets,7,,,,,
player,201509270det,det,TateGo00,rec,5,,,,,
player,201509270det,det,TateGo00,rec_yds,57,,,,,
player,201509270det,det,TateGo00,rec_td,0,,,,,
player,201509270det,det,TateGo00,rec_long,33,,,,,
player,201509270det,det,TateGo00,fumbles,0,,,,,
player,201509270det,det,TateGo00,fumbles_lost,0,,,,,
player,201509270det,det,MoorLa00,pass_cmp,0,,,,,
player,201509270det,det,MoorLa00,pass_att,0,,,,,
player,201509270det,det,MoorLa00,pass_yds,0,,,,,
player,201509270det,det,MoorLa00,pass_td,0,,,,,
player,201509270det,det,MoorLa00,pass_int,0,,,,,
player,201509270det,det,MoorLa00,pass_sacked,0,,,,,
player,201509270det,det,MoorLa00,pass_sacked_yds,0,,,,,
player,201509270det,det,MoorLa00,pass_long,0,,,,,
player,201509270det,det,MoorLa00,pass_rating,,,,,,
player,201509270det,det,MoorLa00,rush_att,0,,,,,
player,201509270det,det,MoorLa00,rush_yds,0,,,,,
player,201509270det,det,MoorLa00,rush_td,0,,,,,
player,201509270det,det,MoorLa00,rush_long,0,,,,,
player,201509270det,det,MoorLa00,targets,3,,,,,
player,201509270det,det,MoorLa00,rec,2,,,,,
player,201509270det,det,MoorLa00,rec_yds,10,,,,,
player,201509270det,det,MoorLa00,rec_td,0,,,,,
player,201509270det,det,MoorLa00,rec_long,5,,,,,
player,201509270det,det,MoorLa00,fumbles,0,,,,,
player,201509270det,det,MoorLa00,fumbles_lost,0,,,,,
player,201509270det,den,BrutDa99,def_int,1,,,,,
player,201509270det,den,BrutDa99,def_int_yds,12,,,,,
player,201509270det,den,BrutDa99,def_int_td,0,,,,,
player,201509270det,den,BrutDa99,def_int_long,12,,,,,
player,201509270det,den,BrutDa99,pass_defended,1,,,,,
player,201509270det,den,BrutDa99,sacks,0.0,,,,,
player,201509270det,den,BrutDa99,tackles_combined,2,,,,,
player,201509270det,den,BrutDa99,tackles_solo,1,,,,,
player,201509270det,den,BrutDa99,tackles_assists,1,,,,,
player,201509270det,den,BrutDa99,tackles_loss,0,,,,,
player,201509270det,den,BrutDa99,qb_hits,0,,,,,
player,201509270det,den,BrutDa99,fumbles_rec,0,,,,,
player,201509270det,den,BrutDa99,fumbles_rec_yds,0,,,,,
player,201509270det,den,BrutDa99,fumbles_rec_td,0,,,,,
player,201509270det,den,BrutDa99,fumbles_forced,0,,,,,
player,201509270det,den,RobyBr00,def_int,1,,,,,
player,201509270det,den,RobyBr00,def_int_yds,19,,,,,
player,201509270det,den,RobyBr00,def_int_td,0,,,,,
player,201509270det,den,RobyBr00,def_int_long,19,,,,,
player,201509270det,den,RobyBr00,pass_defended,1,,,,,
player,201509270det,den,RobyBr00,sacks,0.0,,,,,
player,201509270det,den,RobyBr00,tackles_combined,2,,,,,
player,201509270det,den,RobyBr00,tackles_solo,2,,,,,
player,201509270det,den,RobyBr00,tackles_assists,0,,,,,
player,201509270det,den,RobyBr00,tackles_loss,0,,,,,
player,201509270det,den,RobyBr00,qb_hits,0,,,,,
player,201509270det,den,RobyBr00,fumbles_rec,0,,,,,
player,201509270det,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201509270det,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201509270det,den,RobyBr00,fumbles_forced,0,,,,,
player,201509270det,den,WareDe99,def_int,0,,,,,
player,201509270det,den,WareDe99,def_int_yds,0,,,,,
player,201509270det,den,WareDe99,def_int_td,0,,,,,
player,201509270det,den,WareDe99,def_int_long,0,,,,,
player,201509270det,den,WareDe99,pass_defended,0,,,,,
player,201509270det,den,WareDe99,sacks,1.5,,,,,
player,201509270det,den,WareDe99,tackles_combined,4,,,,,
player,201509270det,den,WareDe99,tackles_solo,2,,,,,
player,201509270det,den,WareDe99,tackles_assists,2,,,,,
player,201509270det,den,WareDe99,tackles_loss,2,,,,,
player,201509270det,den,WareDe99,qb_hits,3,,,,,
player,201509270det,den,WareDe99,fumbles_rec,0,,,,,
player,201509270det,den,WareDe99,fumbles_rec_yds,0,,,,,
player,201509270det,den,WareDe99,fumbles_rec_td,0,,,,,
player,201509270det,den,WareDe99,fumbles_forced,0,,,,,
player,201509270det,den,WillSy00,def_int,0,,,,,
player,201509270det,den,WillSy00,def_int_yds,0,,,,,
player,201509270det,den,WillSy00,def_int_td,0,,,,,
player,201509270det,den,WillSy00,def_int_long,0,,,,,
player,201509270det,den,WillSy00,pass_defended,0,,,,,
player,201509270det,den,WillSy00,sacks,1.0,,,,,
player,201509270det,den,WillSy00,tackles_combined,3,,,,,
player,201509270det,den,WillSy00,tackles_solo,2,,,,,
player,201509270det,den,WillSy00,tackles_assists,1,,,,,
player,201509270det,den,WillSy00,tackles_loss,1,,,,,
player,201509270det,den,WillSy00,qb_hits,2,,,,,
player,201509270det,den,WillSy00,fumbles_rec,0,,,,,
player,201509270det,den,WillSy00,fumbles_rec_yds,0,,,,,
player,201509270det,den,WillSy00,fumbles_rec_td,0,,,,,
player,201509270det,den,WillSy00,fumbles_forced,0,,,,,
player,201509270det,den,BarrSh00,def_int,0,,,,,
player,201509270det,den,BarrSh00,def_int_yds,0,,,,,
player,201509270det,den,BarrSh00,def_int_td,0,,,,,
player,201509270det,den,BarrSh00,def_int_long,0,,,,,
player,201509270det,den,BarrSh00,pass_defended,0,,,,,
player,201509270det,den,BarrSh00,sacks,1.0,,,,,
player,201509270det,den,BarrSh00,tackles_combined,1,,,,,
player,201509270det,den,BarrSh00,tackles_solo,1,,,,,
player,201509270det,den,BarrSh00,tackles_assists,0,,,,,
player,201509270det,den,BarrSh00,tackles_loss,0,,,,,
player,201509270det,den,BarrSh00,qb_hits,1,,,,,
player,201509270det,den,BarrSh00,fumbles_rec,0,,,,,
player,201509270det,den,BarrSh00,fumbles_rec_yds,0,,,,,
player,201509270det,den,BarrSh00,fumbles_rec_td,0,,,,,
player,201509270det,den,BarrSh00,fumbles_forced,1,,,,,
player,201509270det,den,JackMa02,def_int,0,,,,,
player,201509270det,den,JackMa02,def_int_yds,0,,,,,
player,201509270det,den,JackMa02,def_int_td,0,,,,,
player,201509270det,den,JackMa02,def_int_long,0,,,,,
player,201509270det,den,JackMa02,pass_defended,0,,,,,
player,201509270det,den,JackMa02,sacks,0.5,,,,,
player,201509270det,den,JackMa02,tackles_combined,3,,,,,
player,201509270det,den,JackMa02,tackles_solo,1,,,,,
player,201509270det,den,JackMa02,tackles_assists,2,,,,,
