game,2015,11,20151122,201511220chi,den,"Denver Broncos",17,chi,"Chicago Bears",15
player,201511220chi,den,DaniOw00,rush_att,0,,,,,
player,201511220chi,den,DaniOw00,rush_yds,0,,,,,
player,201511220chi,den,DaniOw00,rush_td,0,,,,,
player,201511220chi,den,DaniOw00,rush_long,0,,,,,
player,201511220chi,den,DaniOw00,targets,5,,,,,
player,201511220chi,den,DaniOw00,rec,4,,,,,
player,201511220chi,den,DaniOw00,rec_yds,69,,,,,
player,201511220chi,den,DaniOw00,rec_td,0,,,,,
player,201511220chi,den,DaniOw00,rec_long,31,,,,,
player,201511220chi,den,DaniOw00,fumbles,0,,,,,
player,201511220chi,den,DaniOw00,fumbles_lost,0,,,,,
player,201511220chi,den,DaviVe00,pass_cmp,0,,,,,
player,201511220chi,den,DaviVe00,pass_att,0,,,,,
player,201511220chi,den,DaviVe00,pass_yds,0,,,,,
player,201511220chi,den,DaviVe00,pass_td,0,,,,,
player,201511220chi,den,DaviVe00,pass_int,0,,,,,
player,201511220chi,den,DaviVe00,pass_sacked,0,,,,,
player,201511220chi,den,DaviVe00,pass_sacked_yds,0,,,,,
player,201511220chi,den,DaviVe00,pass_long,0,,,,,
player,201511220chi,den,DaviVe00,pass_rating,,,,,,
player,201511220chi,den,DaviVe00,rush_att,0,,,,,
player,201511220chi,den,DaviVe00,rush_yds,0,,,,,
player,201511220chi,den,DaviVe00,rush_td,0,,,,,
player,201511220chi,den,DaviVe00,rush_long,0,,,,,
player,201511220chi,den,DaviVe00,targets,6,,,,,
player,201511220chi,den,DaviVe00,rec,6,,,,,
player,201511220chi,den,DaviVe00,rec_yds,68,,,,,
player,201511220chi,den,DaviVe00,rec_td,0,,,,,
player,201511220chi,den,DaviVe00,rec_long,18,,,,,
player,201511220chi,den,DaviVe00,fumbles,0,,,,,
player,201511220chi,den,DaviVe00,fumbles_lost,0,,,,,
player,201511220chi,den,ThomDe03,pass_cmp,0,,,,,
player,201511220chi,den,ThomDe03,pass_att,0,,,,,
player,201511220chi,den,ThomDe03,pass_yds,0,,,,,
player,201511220chi,den,ThomDe03,pass_td,0,,,,,
player,201511220chi,den,ThomDe03,pass_int,0,,,,,
player,201511220chi,den,ThomDe03,pass_sacked,0,,,,,
player,201511220chi,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201511220chi,den,ThomDe03,pass_long,0,,,,,
player,201511220chi,den,ThomDe03,pass_rating,,,,,,
player,201511220chi,den,ThomDe03,rush_att,0,,,,,
player,201511220chi,den,ThomDe03,rush_yds,0,,,,,
player,201511220chi,den,ThomDe03,rush_td,0,,,,,
player,201511220chi,den,ThomDe03,rush_long,0,,,,,
player,201511220chi,den,ThomDe03,targets,8,,,,,
player,201511220chi,den,ThomDe03,rec,3,,,,,
player,201511220chi,den,ThomDe03,rec_yds,59,,,,,
player,201511220chi,den,ThomDe03,rec_td,1,,,,,
player,201511220chi,den,ThomDe03,rec_long,48,,,,,
player,201511220chi,den,ThomDe03,fumbles,0,,,,,
player,201511220chi,den,ThomDe03,fumbles_lost,0,,,,,
player,201511220chi,den,GreeVi00,pass_cmp,0,,,,,
player,201511220chi,den,GreeVi00,pass_att,0,,,,,
player,201511220chi,den,GreeVi00,pass_yds,0,,,,,
player,201511220chi,den,GreeVi00,pass_td,0,,,,,
player,201511220chi,den,GreeVi00,pass_int,0,,,,,
player,201511220chi,den,GreeVi00,pass_sacked,0,,,,,
player,201511220chi,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201511220chi,den,GreeVi00,pass_long,0,,,,,
player,201511220chi,den,GreeVi00,pass_rating,,,,,,
player,201511220chi,den,GreeVi00,rush_att,0,,,,,
player,201511220chi,den,GreeVi00,rush_yds,0,,,,,
player,201511220chi,den,GreeVi00,rush_td,0,,,,,
player,201511220chi,den,GreeVi00,rush_long,0,,,,,
player,201511220chi,den,GreeVi00,targets,1,,,,,
player,201511220chi,den,GreeVi00,rec,1,,,,,
player,201511220chi,den,GreeVi00,rec_yds,9,,,,,
player,201511220chi,den,GreeVi00,rec_td,0,,,,,
player,201511220chi,den,GreeVi00,rec_long,9,,,,,
player,201511220chi,den,GreeVi00,fumbles,0,,,,,
player,201511220chi,den,GreeVi00,fumbles_lost,0,,,,,
player,201511220chi,den,NorwJo00,pass_cmp,0,,,,,
player,201511220chi,den,NorwJo00,pass_att,0,,,,,
player,201511220chi,den,NorwJo00,pass_yds,0,,,,,
player,201511220chi,den,NorwJo00,pass_td,0,,,,,
player,201511220chi,den,NorwJo00,pass_int,0,,,,,
player,201511220chi,den,NorwJo00,pass_sacked,0,,,,,
player,201511220chi,den,NorwJo00,pass_sacked_yds,0,,,,,
player,201511220chi,den,NorwJo00,pass_long,0,,,,,
player,201511220chi,den,NorwJo00,pass_rating,,,,,,
player,201511220chi,den,NorwJo00,rush_att,0,,,,,
player,201511220chi,den,NorwJo00,rush_yds,0,,,,,
player,201511220chi,den,NorwJo00,rush_td,0,,,,,
player,201511220chi,den,NorwJo00,rush_long,0,,,,,
player,201511220chi,den,NorwJo00,targets,1,,,,,
player,201511220chi,den,NorwJo00,rec,1,,,,,
player,201511220chi,den,NorwJo00,rec_yds,8,,,,,
player,201511220chi,den,NorwJo00,rec_td,0,,,,,
player,201511220chi,den,NorwJo00,rec_long,8,,,,,
player,201511220chi,den,NorwJo00,fumbles,0,,,,,
player,201511220chi,den,NorwJo00,fumbles_lost,0,,,,,
player,201511220chi,chi,CutlJa00,pass_cmp,18,,,,,
player,201511220chi,chi,CutlJa00,pass_att,32,,,,,
player,201511220chi,chi,CutlJa00,pass_yds,265,,,,,
player,201511220chi,chi,CutlJa00,pass_td,0,,,,,
player,201511220chi,chi,CutlJa00,pass_int,1,,,,,
player,201511220chi,chi,CutlJa00,pass_sacked,2,,,,,
player,201511220chi,chi,CutlJa00,pass_sacked_yds,4,,,,,
player,201511220chi,chi,CutlJa00,pass_long,40,,,,,
player,201511220chi,chi,CutlJa00,pass_rating,70.4,,,,,
player,201511220chi,chi,CutlJa00,rush_att,3,,,,,
player,201511220chi,chi,CutlJa00,rush_yds,29,,,,,
player,201511220chi,chi,CutlJa00,rush_td,0,,,,,
player,201511220chi,chi,CutlJa00,rush_long,18,,,,,
player,201511220chi,chi,CutlJa00,targets,0,,,,,
player,201511220chi,chi,CutlJa00,rec,0,,,,,
player,201511220chi,chi,CutlJa00,rec_yds,0,,,,,
player,201511220chi,chi,CutlJa00,rec_td,0,,,,,
player,201511220chi,chi,CutlJa00,rec_long,0,,,,,
player,201511220chi,chi,CutlJa00,fumbles,1,,,,,
player,201511220chi,chi,CutlJa00,fumbles_lost,1,,,,,
player,201511220chi,chi,CareKa00,pass_cmp,0,,,,,
player,201511220chi,chi,CareKa00,pass_att,0,,,,,
player,201511220chi,chi,CareKa00,pass_yds,0,,,,,
player,201511220chi,chi,CareKa00,pass_td,0,,,,,
player,201511220chi,chi,CareKa00,pass_int,0,,,,,
player,201511220chi,chi,CareKa00,pass_sacked,0,,,,,
player,201511220chi,chi,CareKa00,pass_sacked_yds,0,,,,,
player,201511220chi,chi,CareKa00,pass_long,0,,,,,
player,201511220chi,chi,CareKa00,pass_rating,,,,,,
player,201511220chi,chi,CareKa00,rush_att,9,,,,,
player,201511220chi,chi,CareKa00,rush_yds,32,,,,,
player,201511220chi,chi,CareKa00,rush_td,0,,,,,
player,201511220chi,chi,CareKa00,rush_long,9,,,,,
player,201511220chi,chi,CareKa00,targets,0,,,,,
player,201511220chi,chi,CareKa00,rec,0,,,,,
player,201511220chi,chi,CareKa00,rec_yds,0,,,,,
player,201511220chi,chi,CareKa00,rec_td,0,,,,,
player,201511220chi,chi,CareKa00,rec_long,0,,,,,
player,201511220chi,chi,CareKa00,fumbles,0,,,,,
player,201511220chi,chi,CareKa00,fumbles_lost,0,,,,,
player,201511220chi,chi,LangJe00,pass_cmp,0,,,,,
player,201511220chi,chi,LangJe00,pass_att,0,,,,,
player,201511220chi,chi,LangJe00,pass_yds,0,,,,,
player,201511220chi,chi,LangJe00,pass_td,0,,,,,
player,201511220chi,chi,LangJe00,pass_int,0,,,,,
player,201511220chi,chi,LangJe00,pass_sacked,0,,,,,
player,201511220chi,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201511220chi,chi,LangJe00,pass_long,0,,,,,
player,201511220chi,chi,LangJe00,pass_rating,,,,,,
player,201511220chi,chi,LangJe00,rush_att,13,,,,,
player,201511220chi,chi,LangJe00,rush_yds,25,,,,,
player,201511220chi,chi,LangJe00,rush_td,1,,,,,
player,201511220chi,chi,LangJe00,rush_long,5,,,,,
player,201511220chi,chi,LangJe00,targets,6,,,,,
player,201511220chi,chi,LangJe00,rec,3,,,,,
player,201511220chi,chi,LangJe00,rec_yds,17,,,,,
player,201511220chi,chi,LangJe00,rec_td,0,,,,,
player,201511220chi,chi,LangJe00,rec_long,9,,,,,
player,201511220chi,chi,LangJe00,fumbles,0,,,,,
player,201511220chi,chi,LangJe00,fumbles_lost,0,,,,,
player,201511220chi,chi,WilsMa02,pass_cmp,0,,,,,
player,201511220chi,chi,WilsMa02,pass_att,0,,,,,
player,201511220chi,chi,WilsMa02,pass_yds,0,,,,,
player,201511220chi,chi,WilsMa02,pass_td,0,,,,,
player,201511220chi,chi,WilsMa02,pass_int,0,,,,,
player,201511220chi,chi,WilsMa02,pass_sacked,0,,,,,
player,201511220chi,chi,WilsMa02,pass_sacked_yds,0,,,,,
player,201511220chi,chi,WilsMa02,pass_long,0,,,,,
player,201511220chi,chi,WilsMa02,pass_rating,,,,,,
player,201511220chi,chi,WilsMa02,rush_att,0,,,,,
player,201511220chi,chi,WilsMa02,rush_yds,0,,,,,
player,201511220chi,chi,WilsMa02,rush_td,0,,,,,
player,201511220chi,chi,WilsMa02,rush_long,0,,,,,
player,201511220chi,chi,WilsMa02,targets,7,,,,,
player,201511220chi,chi,WilsMa02,rec,4,,,,,
player,201511220chi,chi,WilsMa02,rec_yds,102,,,,,
player,201511220chi,chi,WilsMa02,rec_td,0,,,,,
player,201511220chi,chi,WilsMa02,rec_long,40,,,,,
player,201511220chi,chi,WilsMa02,fumbles,0,,,,,
player,201511220chi,chi,WilsMa02,fumbles_lost,0,,,,,
player,201511220chi,chi,BellJo02,pass_cmp,0,,,,,
player,201511220chi,chi,BellJo02,pass_att,0,,,,,
player,201511220chi,chi,BellJo02,pass_yds,0,,,,,
player,201511220chi,chi,BellJo02,pass_td,0,,,,,
player,201511220chi,chi,BellJo02,pass_int,0,,,,,
player,201511220chi,chi,BellJo02,pass_sacked,0,,,,,
player,201511220chi,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201511220chi,chi,BellJo02,pass_long,0,,,,,
player,201511220chi,chi,BellJo02,pass_rating,,,,,,
player,201511220chi,chi,BellJo02,rush_att,0,,,,,
player,201511220chi,chi,BellJo02,rush_yds,0,,,,,
player,201511220chi,chi,BellJo02,rush_td,0,,,,,
player,201511220chi,chi,BellJo02,rush_long,0,,,,,
player,201511220chi,chi,BellJo02,targets,5,,,,,
player,201511220chi,chi,BellJo02,rec,4,,,,,
player,201511220chi,chi,BellJo02,rec_yds,57,,,,,
player,201511220chi,chi,BellJo02,rec_td,0,,,,,
player,201511220chi,chi,BellJo02,rec_long,38,,,,,
player,201511220chi,chi,BellJo02,fumbles,0,,,,,
player,201511220chi,chi,BellJo02,fumbles_lost,0,,,,,
player,201511220chi,chi,MillZa02,pass_cmp,0,,,,,
player,201511220chi,chi,MillZa02,pass_att,0,,,,,
player,201511220chi,chi,MillZa02,pass_yds,0,,,,,
player,201511220chi,chi,MillZa02,pass_td,0,,,,,
player,201511220chi,chi,MillZa02,pass_int,0,,,,,
player,201511220chi,chi,MillZa02,pass_sacked,0,,,,,
player,201511220chi,chi,MillZa02,pass_sacked_yds,0,,,,,
player,201511220chi,chi,MillZa02,pass_long,0,,,,,
player,201511220chi,chi,MillZa02,pass_rating,,,,,,
player,201511220chi,chi,MillZa02,rush_att,0,,,,,
player,201511220chi,chi,MillZa02,rush_yds,0,,,,,
player,201511220chi,chi,MillZa02,rush_td,0,,,,,
player,201511220chi,chi,MillZa02,rush_long,0,,,,,
player,201511220chi,chi,MillZa02,targets,6,,,,,
player,201511220chi,chi,MillZa02,rec,3,,,,,
player,201511220chi,chi,MillZa02,rec_yds,47,,,,,
player,201511220chi,chi,MillZa02,rec_td,0,,,,,
player,201511220chi,chi,MillZa02,rec_long,21,,,,,
player,201511220chi,chi,MillZa02,fumbles,0,,,,,
player,201511220chi,chi,MillZa02,fumbles_lost,0,,,,,
player,201511220chi,chi,BennMa00,pass_cmp,0,,,,,
player,201511220chi,chi,BennMa00,pass_att,0,,,,,
player,201511220chi,chi,BennMa00,pass_yds,0,,,,,
player,201511220chi,chi,BennMa00,pass_td,0,,,,,
player,201511220chi,chi,BennMa00,pass_int,0,,,,,
player,201511220chi,chi,BennMa00,pass_sacked,0,,,,,
player,201511220chi,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201511220chi,chi,BennMa00,pass_long,0,,,,,
player,201511220chi,chi,BennMa00,pass_rating,,,,,,
player,201511220chi,chi,BennMa00,rush_att,0,,,,,
player,201511220chi,chi,BennMa00,rush_yds,0,,,,,
player,201511220chi,chi,BennMa00,rush_td,0,,,,,
player,201511220chi,chi,BennMa00,rush_long,0,,,,,
player,201511220chi,chi,BennMa00,targets,6,,,,,
player,201511220chi,chi,BennMa00,rec,2,,,,,
player,201511220chi,chi,BennMa00,rec_yds,26,,,,,
player,201511220chi,chi,BennMa00,rec_td,0,,,,,
player,201511220chi,chi,BennMa00,rec_long,17,,,,,
player,201511220chi,chi,BennMa00,fumbles,0,,,,,
player,201511220chi,chi,BennMa00,fumbles_lost,0,,,,,
player,201511220chi,chi,MariMa00,pass_cmp,0,,,,,
player,201511220chi,chi,MariMa00,pass_att,0,,,,,
player,201511220chi,chi,MariMa00,pass_yds,0,,,,,
player,201511220chi,chi,MariMa00,pass_td,0,,,,,
player,201511220chi,chi,MariMa00,pass_int,0,,,,,
player,201511220chi,chi,MariMa00,pass_sacked,0,,,,,
player,201511220chi,chi,MariMa00,pass_sacked_yds,0,,,,,
player,201511220chi,chi,MariMa00,pass_long,0,,,,,
player,201511220chi,chi,MariMa00,pass_rating,,,,,,
player,201511220chi,chi,MariMa00,rush_att,0,,,,,
player,201511220chi,chi,MariMa00,rush_yds,0,,,,,
player,201511220chi,chi,MariMa00,rush_td,0,,,,,
player,201511220chi,chi,MariMa00,rush_long,0,,,,,
player,201511220chi,chi,MariMa00,targets,1,,,,,
player,201511220chi,chi,MariMa00,rec,1,,,,,
player,201511220chi,chi,MariMa00,rec_yds,10,,,,,
player,201511220chi,chi,MariMa00,rec_td,0,,,,,
player,201511220chi,chi,MariMa00,rec_long,10,,,,,
player,201511220chi,chi,MariMa00,fumbles,0,,,,,
player,201511220chi,chi,MariMa00,fumbles_lost,0,,,,,
player,201511220chi,chi,MereCa00,pass_cmp,0,,,,,
player,201511220chi,chi,MereCa00,pass_att,0,,,,,
player,201511220chi,chi,MereCa00,pass_yds,0,,,,,
player,201511220chi,chi,MereCa00,pass_td,0,,,,,
player,201511220chi,chi,MereCa00,pass_int,0,,,,,
player,201511220chi,chi,MereCa00,pass_sacked,0,,,,,
player,201511220chi,chi,MereCa00,pass_sacked_yds,0,,,,,
player,201511220chi,chi,MereCa00,pass_long,0,,,,,
player,201511220chi,chi,MereCa00,pass_rating,,,,,,
player,201511220chi,chi,MereCa00,rush_att,0,,,,,
player,201511220chi,chi,MereCa00,rush_yds,0,,,,,
player,201511220chi,chi,MereCa00,rush_td,0,,,,,
player,201511220chi,chi,MereCa00,rush_long,0,,,,,
player,201511220chi,chi,MereCa00,targets,1,,,,,
player,201511220chi,chi,MereCa00,rec,1,,,,,
player,201511220chi,chi,MereCa00,rec_yds,6,,,,,
player,201511220chi,chi,MereCa00,rec_td,0,,,,,
player,201511220chi,chi,MereCa00,rec_long,6,,,,,
player,201511220chi,chi,MereCa00,fumbles,0,,,,,
player,201511220chi,chi,MereCa00,fumbles_lost,0,,,,,
player,201511220chi,den,TrevDa00,def_int,1,,,,,
player,201511220chi,den,TrevDa00,def_int_yds,14,,,,,
player,201511220chi,den,TrevDa00,def_int_td,0,,,,,
player,201511220chi,den,TrevDa00,def_int_long,14,,,,,
player,201511220chi,den,TrevDa00,pass_defended,1,,,,,
player,201511220chi,den,TrevDa00,sacks,0.0,,,,,
player,201511220chi,den,TrevDa00,tackles_combined,8,,,,,
player,201511220chi,den,TrevDa00,tackles_solo,7,,,,,
player,201511220chi,den,TrevDa00,tackles_assists,1,,,,,
player,201511220chi,den,TrevDa00,tackles_loss,0,,,,,
player,201511220chi,den,TrevDa00,qb_hits,0,,,,,
player,201511220chi,den,TrevDa00,fumbles_rec,0,,,,,
player,201511220chi,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201511220chi,den,TrevDa00,fumbles_forced,0,,,,,
player,201511220chi,den,WolfDe00,def_int,0,,,,,
player,201511220chi,den,WolfDe00,def_int_yds,0,,,,,
player,201511220chi,den,WolfDe00,def_int_td,0,,,,,
player,201511220chi,den,WolfDe00,def_int_long,0,,,,,
player,201511220chi,den,WolfDe00,pass_defended,0,,,,,
player,201511220chi,den,WolfDe00,sacks,1.0,,,,,
player,201511220chi,den,WolfDe00,tackles_combined,4,,,,,
player,201511220chi,den,WolfDe00,tackles_solo,4,,,,,
player,201511220chi,den,WolfDe00,tackles_assists,0,,,,,
player,201511220chi,den,WolfDe00,tackles_loss,2,,,,,
player,201511220chi,den,WolfDe00,qb_hits,1,,,,,
player,201511220chi,den,WolfDe00,fumbles_rec,0,,,,,
player,201511220chi,den,WolfDe00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,WolfDe00,fumbles_rec_td,0,,,,,
player,201511220chi,den,WolfDe00,fumbles_forced,0,,,,,
player,201511220chi,den,MillVo00,def_int,0,,,,,
player,201511220chi,den,MillVo00,def_int_yds,0,,,,,
player,201511220chi,den,MillVo00,def_int_td,0,,,,,
player,201511220chi,den,MillVo00,def_int_long,0,,,,,
player,201511220chi,den,MillVo00,pass_defended,0,,,,,
player,201511220chi,den,MillVo00,sacks,1.0,,,,,
player,201511220chi,den,MillVo00,tackles_combined,3,,,,,
player,201511220chi,den,MillVo00,tackles_solo,3,,,,,
player,201511220chi,den,MillVo00,tackles_assists,0,,,,,
player,201511220chi,den,MillVo00,tackles_loss,0,,,,,
player,201511220chi,den,MillVo00,qb_hits,1,,,,,
player,201511220chi,den,MillVo00,fumbles_rec,0,,,,,
player,201511220chi,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201511220chi,den,MillVo00,fumbles_rec_td,0,,,,,
player,201511220chi,den,MillVo00,fumbles_forced,1,,,,,
player,201511220chi,den,MarsBr01,def_int,0,,,,,
player,201511220chi,den,MarsBr01,def_int_yds,0,,,,,
player,201511220chi,den,MarsBr01,def_int_td,0,,,,,
player,201511220chi,den,MarsBr01,def_int_long,0,,,,,
player,201511220chi,den,MarsBr01,pass_defended,0,,,,,
player,201511220chi,den,MarsBr01,sacks,0.0,,,,,
player,201511220chi,den,MarsBr01,tackles_combined,7,,,,,
player,201511220chi,den,MarsBr01,tackles_solo,7,,,,,
player,201511220chi,den,MarsBr01,tackles_assists,0,,,,,
player,201511220chi,den,MarsBr01,tackles_loss,0,,,,,
player,201511220chi,den,MarsBr01,qb_hits,0,,,,,
player,201511220chi,den,MarsBr01,fumbles_rec,0,,,,,
player,201511220chi,den,MarsBr01,fumbles_rec_yds,0,,,,,
player,201511220chi,den,MarsBr01,fumbles_rec_td,0,,,,,
player,201511220chi,den,MarsBr01,fumbles_forced,0,,,,,
player,201511220chi,den,WardT.99,def_int,0,,,,,
player,201511220chi,den,WardT.99,def_int_yds,0,,,,,
player,201511220chi,den,WardT.99,def_int_td,0,,,,,
player,201511220chi,den,WardT.99,def_int_long,0,,,,,
player,201511220chi,den,WardT.99,pass_defended,1,,,,,
player,201511220chi,den,WardT.99,sacks,0.0,,,,,
player,201511220chi,den,WardT.99,tackles_combined,5,,,,,
player,201511220chi,den,WardT.99,tackles_solo,5,,,,,
player,201511220chi,den,WardT.99,tackles_assists,0,,,,,
player,201511220chi,den,WardT.99,tackles_loss,0,,,,,
player,201511220chi,den,WardT.99,qb_hits,2,,,,,
player,201511220chi,den,WardT.99,fumbles_rec,0,,,,,
player,201511220chi,den,WardT.99,fumbles_rec_yds,0,,,,,
player,201511220chi,den,WardT.99,fumbles_rec_td,0,,,,,
player,201511220chi,den,WardT.99,fumbles_forced,0,,,,,
player,201511220chi,den,BrutDa99,def_int,0,,,,,
player,201511220chi,den,BrutDa99,def_int_yds,0,,,,,
player,201511220chi,den,BrutDa99,def_int_td,0,,,,,
player,201511220chi,den,BrutDa99,def_int_long,0,,,,,
player,201511220chi,den,BrutDa99,pass_defended,0,,,,,
player,201511220chi,den,BrutDa99,sacks,0.0,,,,,
player,201511220chi,den,BrutDa99,tackles_combined,4,,,,,
