game,2015,15,20151220,201512200sea,cle,"Cleveland Browns",13,sea,"Seattle Seahawks",30
player,201512200sea,cle,BenjTr00,pass_int,0,,,,,
player,201512200sea,cle,BenjTr00,pass_sacked,0,,,,,
player,201512200sea,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201512200sea,cle,BenjTr00,pass_long,0,,,,,
player,201512200sea,cle,BenjTr00,pass_rating,,,,,,
player,201512200sea,cle,BenjTr00,rush_att,1,,,,,
player,201512200sea,cle,BenjTr00,rush_yds,9,,,,,
player,201512200sea,cle,BenjTr00,rush_td,0,,,,,
player,201512200sea,cle,BenjTr00,rush_long,9,,,,,
player,201512200sea,cle,BenjTr00,targets,5,,,,,
player,201512200sea,cle,BenjTr00,rec,3,,,,,
player,201512200sea,cle,BenjTr00,rec_yds,26,,,,,
player,201512200sea,cle,BenjTr00,rec_td,0,,,,,
player,201512200sea,cle,BenjTr00,rec_long,13,,,,,
player,201512200sea,cle,BenjTr00,fumbles,0,,,,,
player,201512200sea,cle,BenjTr00,fumbles_lost,0,,,,,
player,201512200sea,cle,BarnGa01,pass_cmp,0,,,,,
player,201512200sea,cle,BarnGa01,pass_att,0,,,,,
player,201512200sea,cle,BarnGa01,pass_yds,0,,,,,
player,201512200sea,cle,BarnGa01,pass_td,0,,,,,
player,201512200sea,cle,BarnGa01,pass_int,0,,,,,
player,201512200sea,cle,BarnGa01,pass_sacked,0,,,,,
player,201512200sea,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201512200sea,cle,BarnGa01,pass_long,0,,,,,
player,201512200sea,cle,BarnGa01,pass_rating,,,,,,
player,201512200sea,cle,BarnGa01,rush_att,0,,,,,
player,201512200sea,cle,BarnGa01,rush_yds,0,,,,,
player,201512200sea,cle,BarnGa01,rush_td,0,,,,,
player,201512200sea,cle,BarnGa01,rush_long,0,,,,,
player,201512200sea,cle,BarnGa01,targets,4,,,,,
player,201512200sea,cle,BarnGa01,rec,3,,,,,
player,201512200sea,cle,BarnGa01,rec_yds,29,,,,,
player,201512200sea,cle,BarnGa01,rec_td,1,,,,,
player,201512200sea,cle,BarnGa01,rec_long,12,,,,,
player,201512200sea,cle,BarnGa01,fumbles,0,,,,,
player,201512200sea,cle,BarnGa01,fumbles_lost,0,,,,,
player,201512200sea,cle,BoweDw00,pass_cmp,0,,,,,
player,201512200sea,cle,BoweDw00,pass_att,0,,,,,
player,201512200sea,cle,BoweDw00,pass_yds,0,,,,,
player,201512200sea,cle,BoweDw00,pass_td,0,,,,,
player,201512200sea,cle,BoweDw00,pass_int,0,,,,,
player,201512200sea,cle,BoweDw00,pass_sacked,0,,,,,
player,201512200sea,cle,BoweDw00,pass_sacked_yds,0,,,,,
player,201512200sea,cle,BoweDw00,pass_long,0,,,,,
player,201512200sea,cle,BoweDw00,pass_rating,,,,,,
player,201512200sea,cle,BoweDw00,rush_att,0,,,,,
player,201512200sea,cle,BoweDw00,rush_yds,0,,,,,
player,201512200sea,cle,BoweDw00,rush_td,0,,,,,
player,201512200sea,cle,BoweDw00,rush_long,0,,,,,
player,201512200sea,cle,BoweDw00,targets,3,,,,,
player,201512200sea,cle,BoweDw00,rec,2,,,,,
player,201512200sea,cle,BoweDw00,rec_yds,22,,,,,
player,201512200sea,cle,BoweDw00,rec_td,0,,,,,
player,201512200sea,cle,BoweDw00,rec_long,15,,,,,
player,201512200sea,cle,BoweDw00,fumbles,0,,,,,
player,201512200sea,cle,BoweDw00,fumbles_lost,0,,,,,
player,201512200sea,cle,MoorMa02,pass_cmp,0,,,,,
player,201512200sea,cle,MoorMa02,pass_att,0,,,,,
player,201512200sea,cle,MoorMa02,pass_yds,0,,,,,
player,201512200sea,cle,MoorMa02,pass_td,0,,,,,
player,201512200sea,cle,MoorMa02,pass_int,0,,,,,
player,201512200sea,cle,MoorMa02,pass_sacked,0,,,,,
player,201512200sea,cle,MoorMa02,pass_sacked_yds,0,,,,,
player,201512200sea,cle,MoorMa02,pass_long,0,,,,,
player,201512200sea,cle,MoorMa02,pass_rating,,,,,,
player,201512200sea,cle,MoorMa02,rush_att,0,,,,,
player,201512200sea,cle,MoorMa02,rush_yds,0,,,,,
player,201512200sea,cle,MoorMa02,rush_td,0,,,,,
player,201512200sea,cle,MoorMa02,rush_long,0,,,,,
player,201512200sea,cle,MoorMa02,targets,2,,,,,
player,201512200sea,cle,MoorMa02,rec,1,,,,,
player,201512200sea,cle,MoorMa02,rec_yds,20,,,,,
player,201512200sea,cle,MoorMa02,rec_td,0,,,,,
player,201512200sea,cle,MoorMa02,rec_long,20,,,,,
player,201512200sea,cle,MoorMa02,fumbles,0,,,,,
player,201512200sea,cle,MoorMa02,fumbles_lost,0,,,,,
player,201512200sea,cle,GabrTa00,pass_cmp,0,,,,,
player,201512200sea,cle,GabrTa00,pass_att,0,,,,,
player,201512200sea,cle,GabrTa00,pass_yds,0,,,,,
player,201512200sea,cle,GabrTa00,pass_td,0,,,,,
player,201512200sea,cle,GabrTa00,pass_int,0,,,,,
player,201512200sea,cle,GabrTa00,pass_sacked,0,,,,,
player,201512200sea,cle,GabrTa00,pass_sacked_yds,0,,,,,
player,201512200sea,cle,GabrTa00,pass_long,0,,,,,
player,201512200sea,cle,GabrTa00,pass_rating,,,,,,
player,201512200sea,cle,GabrTa00,rush_att,0,,,,,
player,201512200sea,cle,GabrTa00,rush_yds,0,,,,,
player,201512200sea,cle,GabrTa00,rush_td,0,,,,,
player,201512200sea,cle,GabrTa00,rush_long,0,,,,,
player,201512200sea,cle,GabrTa00,targets,4,,,,,
player,201512200sea,cle,GabrTa00,rec,2,,,,,
player,201512200sea,cle,GabrTa00,rec_yds,18,,,,,
player,201512200sea,cle,GabrTa00,rec_td,0,,,,,
player,201512200sea,cle,GabrTa00,rec_long,14,,,,,
player,201512200sea,cle,GabrTa00,fumbles,0,,,,,
player,201512200sea,cle,GabrTa00,fumbles_lost,0,,,,,
player,201512200sea,cle,DrayJi00,pass_cmp,0,,,,,
player,201512200sea,cle,DrayJi00,pass_att,0,,,,,
player,201512200sea,cle,DrayJi00,pass_yds,0,,,,,
player,201512200sea,cle,DrayJi00,pass_td,0,,,,,
player,201512200sea,cle,DrayJi00,pass_int,0,,,,,
player,201512200sea,cle,DrayJi00,pass_sacked,0,,,,,
player,201512200sea,cle,DrayJi00,pass_sacked_yds,0,,,,,
player,201512200sea,cle,DrayJi00,pass_long,0,,,,,
player,201512200sea,cle,DrayJi00,pass_rating,,,,,,
player,201512200sea,cle,DrayJi00,rush_att,0,,,,,
player,201512200sea,cle,DrayJi00,rush_yds,0,,,,,
player,201512200sea,cle,DrayJi00,rush_td,0,,,,,
player,201512200sea,cle,DrayJi00,rush_long,0,,,,,
player,201512200sea,cle,DrayJi00,targets,3,,,,,
player,201512200sea,cle,DrayJi00,rec,0,,,,,
player,201512200sea,cle,DrayJi00,rec_yds,0,,,,,
player,201512200sea,cle,DrayJi00,rec_td,0,,,,,
player,201512200sea,cle,DrayJi00,rec_long,0,,,,,
player,201512200sea,cle,DrayJi00,fumbles,0,,,,,
player,201512200sea,cle,DrayJi00,fumbles_lost,0,,,,,
player,201512200sea,cle,PryoTe00,pass_cmp,0,,,,,
player,201512200sea,cle,PryoTe00,pass_att,0,,,,,
player,201512200sea,cle,PryoTe00,pass_yds,0,,,,,
player,201512200sea,cle,PryoTe00,pass_td,0,,,,,
player,201512200sea,cle,PryoTe00,pass_int,0,,,,,
player,201512200sea,cle,PryoTe00,pass_sacked,0,,,,,
player,201512200sea,cle,PryoTe00,pass_sacked_yds,0,,,,,
player,201512200sea,cle,PryoTe00,pass_long,0,,,,,
player,201512200sea,cle,PryoTe00,pass_rating,,,,,,
player,201512200sea,cle,PryoTe00,rush_att,1,,,,,
player,201512200sea,cle,PryoTe00,rush_yds,-1,,,,,
player,201512200sea,cle,PryoTe00,rush_td,0,,,,,
player,201512200sea,cle,PryoTe00,rush_long,-1,,,,,
player,201512200sea,cle,PryoTe00,targets,2,,,,,
player,201512200sea,cle,PryoTe00,rec,0,,,,,
player,201512200sea,cle,PryoTe00,rec_yds,0,,,,,
player,201512200sea,cle,PryoTe00,rec_td,0,,,,,
player,201512200sea,cle,PryoTe00,rec_long,0,,,,,
player,201512200sea,cle,PryoTe00,fumbles,0,,,,,
player,201512200sea,cle,PryoTe00,fumbles_lost,0,,,,,
player,201512200sea,sea,WilsRu00,pass_cmp,21,,,,,
player,201512200sea,sea,WilsRu00,pass_att,30,,,,,
player,201512200sea,sea,WilsRu00,pass_yds,249,,,,,
player,201512200sea,sea,WilsRu00,pass_td,3,,,,,
player,201512200sea,sea,WilsRu00,pass_int,0,,,,,
player,201512200sea,sea,WilsRu00,pass_sacked,2,,,,,
player,201512200sea,sea,WilsRu00,pass_sacked_yds,8,,,,,
player,201512200sea,sea,WilsRu00,pass_long,39,,,,,
player,201512200sea,sea,WilsRu00,pass_rating,128.3,,,,,
player,201512200sea,sea,WilsRu00,rush_att,5,,,,,
player,201512200sea,sea,WilsRu00,rush_yds,46,,,,,
player,201512200sea,sea,WilsRu00,rush_td,0,,,,,
player,201512200sea,sea,WilsRu00,rush_long,16,,,,,
player,201512200sea,sea,WilsRu00,targets,0,,,,,
player,201512200sea,sea,WilsRu00,rec,0,,,,,
player,201512200sea,sea,WilsRu00,rec_yds,0,,,,,
player,201512200sea,sea,WilsRu00,rec_td,0,,,,,
player,201512200sea,sea,WilsRu00,rec_long,0,,,,,
player,201512200sea,sea,WilsRu00,fumbles,0,,,,,
player,201512200sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201512200sea,sea,MichCh00,pass_cmp,0,,,,,
player,201512200sea,sea,MichCh00,pass_att,0,,,,,
player,201512200sea,sea,MichCh00,pass_yds,0,,,,,
player,201512200sea,sea,MichCh00,pass_td,0,,,,,
player,201512200sea,sea,MichCh00,pass_int,0,,,,,
player,201512200sea,sea,MichCh00,pass_sacked,0,,,,,
player,201512200sea,sea,MichCh00,pass_sacked_yds,0,,,,,
player,201512200sea,sea,MichCh00,pass_long,0,,,,,
player,201512200sea,sea,MichCh00,pass_rating,,,,,,
player,201512200sea,sea,MichCh00,rush_att,16,,,,,
player,201512200sea,sea,MichCh00,rush_yds,84,,,,,
player,201512200sea,sea,MichCh00,rush_td,0,,,,,
player,201512200sea,sea,MichCh00,rush_long,10,,,,,
player,201512200sea,sea,MichCh00,targets,0,,,,,
player,201512200sea,sea,MichCh00,rec,0,,,,,
player,201512200sea,sea,MichCh00,rec_yds,0,,,,,
player,201512200sea,sea,MichCh00,rec_td,0,,,,,
player,201512200sea,sea,MichCh00,rec_long,0,,,,,
player,201512200sea,sea,MichCh00,fumbles,0,,,,,
player,201512200sea,sea,MichCh00,fumbles_lost,0,,,,,
player,201512200sea,sea,BrowBr02,pass_cmp,0,,,,,
player,201512200sea,sea,BrowBr02,pass_att,0,,,,,
player,201512200sea,sea,BrowBr02,pass_yds,0,,,,,
player,201512200sea,sea,BrowBr02,pass_td,0,,,,,
player,201512200sea,sea,BrowBr02,pass_int,0,,,,,
player,201512200sea,sea,BrowBr02,pass_sacked,0,,,,,
player,201512200sea,sea,BrowBr02,pass_sacked_yds,0,,,,,
player,201512200sea,sea,BrowBr02,pass_long,0,,,,,
player,201512200sea,sea,BrowBr02,pass_rating,,,,,,
player,201512200sea,sea,BrowBr02,rush_att,9,,,,,
player,201512200sea,sea,BrowBr02,rush_yds,43,,,,,
player,201512200sea,sea,BrowBr02,rush_td,0,,,,,
player,201512200sea,sea,BrowBr02,rush_long,18,,,,,
player,201512200sea,sea,BrowBr02,targets,1,,,,,
player,201512200sea,sea,BrowBr02,rec,0,,,,,
player,201512200sea,sea,BrowBr02,rec_yds,0,,,,,
player,201512200sea,sea,BrowBr02,rec_td,0,,,,,
player,201512200sea,sea,BrowBr02,rec_long,0,,,,,
player,201512200sea,sea,BrowBr02,fumbles,0,,,,,
player,201512200sea,sea,BrowBr02,fumbles_lost,0,,,,,
player,201512200sea,sea,ColeDe00,pass_cmp,0,,,,,
player,201512200sea,sea,ColeDe00,pass_att,0,,,,,
player,201512200sea,sea,ColeDe00,pass_yds,0,,,,,
player,201512200sea,sea,ColeDe00,pass_td,0,,,,,
player,201512200sea,sea,ColeDe00,pass_int,0,,,,,
player,201512200sea,sea,ColeDe00,pass_sacked,0,,,,,
player,201512200sea,sea,ColeDe00,pass_sacked_yds,0,,,,,
player,201512200sea,sea,ColeDe00,pass_long,0,,,,,
player,201512200sea,sea,ColeDe00,pass_rating,,,,,,
player,201512200sea,sea,ColeDe00,rush_att,5,,,,,
player,201512200sea,sea,ColeDe00,rush_yds,10,,,,,
player,201512200sea,sea,ColeDe00,rush_td,0,,,,,
player,201512200sea,sea,ColeDe00,rush_long,6,,,,,
player,201512200sea,sea,ColeDe00,targets,0,,,,,
player,201512200sea,sea,ColeDe00,rec,0,,,,,
player,201512200sea,sea,ColeDe00,rec_yds,0,,,,,
player,201512200sea,sea,ColeDe00,rec_td,0,,,,,
player,201512200sea,sea,ColeDe00,rec_long,0,,,,,
player,201512200sea,sea,ColeDe00,fumbles,0,,,,,
player,201512200sea,sea,ColeDe00,fumbles_lost,0,,,,,
player,201512200sea,sea,KearJe01,pass_cmp,0,,,,,
player,201512200sea,sea,KearJe01,pass_att,0,,,,,
player,201512200sea,sea,KearJe01,pass_yds,0,,,,,
player,201512200sea,sea,KearJe01,pass_td,0,,,,,
player,201512200sea,sea,KearJe01,pass_int,0,,,,,
player,201512200sea,sea,KearJe01,pass_sacked,0,,,,,
player,201512200sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201512200sea,sea,KearJe01,pass_long,0,,,,,
player,201512200sea,sea,KearJe01,pass_rating,,,,,,
player,201512200sea,sea,KearJe01,rush_att,0,,,,,
player,201512200sea,sea,KearJe01,rush_yds,0,,,,,
player,201512200sea,sea,KearJe01,rush_td,0,,,,,
player,201512200sea,sea,KearJe01,rush_long,0,,,,,
player,201512200sea,sea,KearJe01,targets,8,,,,,
player,201512200sea,sea,KearJe01,rec,7,,,,,
player,201512200sea,sea,KearJe01,rec_yds,110,,,,,
player,201512200sea,sea,KearJe01,rec_td,0,,,,,
player,201512200sea,sea,KearJe01,rec_long,39,,,,,
player,201512200sea,sea,KearJe01,fumbles,0,,,,,
player,201512200sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201512200sea,sea,LockTy00,pass_cmp,0,,,,,
player,201512200sea,sea,LockTy00,pass_att,0,,,,,
player,201512200sea,sea,LockTy00,pass_yds,0,,,,,
player,201512200sea,sea,LockTy00,pass_td,0,,,,,
player,201512200sea,sea,LockTy00,pass_int,0,,,,,
player,201512200sea,sea,LockTy00,pass_sacked,0,,,,,
player,201512200sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201512200sea,sea,LockTy00,pass_long,0,,,,,
player,201512200sea,sea,LockTy00,pass_rating,,,,,,
player,201512200sea,sea,LockTy00,rush_att,0,,,,,
player,201512200sea,sea,LockTy00,rush_yds,0,,,,,
player,201512200sea,sea,LockTy00,rush_td,0,,,,,
player,201512200sea,sea,LockTy00,rush_long,0,,,,,
player,201512200sea,sea,LockTy00,targets,7,,,,,
player,201512200sea,sea,LockTy00,rec,5,,,,,
player,201512200sea,sea,LockTy00,rec_yds,55,,,,,
player,201512200sea,sea,LockTy00,rec_td,1,,,,,
player,201512200sea,sea,LockTy00,rec_long,27,,,,,
player,201512200sea,sea,LockTy00,fumbles,0,,,,,
player,201512200sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201512200sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201512200sea,sea,BaldDo00,pass_att,0,,,,,
player,201512200sea,sea,BaldDo00,pass_yds,0,,,,,
player,201512200sea,sea,BaldDo00,pass_td,0,,,,,
player,201512200sea,sea,BaldDo00,pass_int,0,,,,,
player,201512200sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201512200sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201512200sea,sea,BaldDo00,pass_long,0,,,,,
player,201512200sea,sea,BaldDo00,pass_rating,,,,,,
player,201512200sea,sea,BaldDo00,rush_att,0,,,,,
player,201512200sea,sea,BaldDo00,rush_yds,0,,,,,
player,201512200sea,sea,BaldDo00,rush_td,0,,,,,
player,201512200sea,sea,BaldDo00,rush_long,0,,,,,
player,201512200sea,sea,BaldDo00,targets,6,,,,,
player,201512200sea,sea,BaldDo00,rec,4,,,,,
player,201512200sea,sea,BaldDo00,rec_yds,45,,,,,
player,201512200sea,sea,BaldDo00,rec_td,2,,,,,
player,201512200sea,sea,BaldDo00,rec_long,27,,,,,
player,201512200sea,sea,BaldDo00,fumbles,0,,,,,
player,201512200sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201512200sea,sea,WillLu00,pass_cmp,0,,,,,
player,201512200sea,sea,WillLu00,pass_att,0,,,,,
player,201512200sea,sea,WillLu00,pass_yds,0,,,,,
player,201512200sea,sea,WillLu00,pass_td,0,,,,,
player,201512200sea,sea,WillLu00,pass_int,0,,,,,
player,201512200sea,sea,WillLu00,pass_sacked,0,,,,,
player,201512200sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201512200sea,sea,WillLu00,pass_long,0,,,,,
player,201512200sea,sea,WillLu00,pass_rating,,,,,,
player,201512200sea,sea,WillLu00,rush_att,0,,,,,
player,201512200sea,sea,WillLu00,rush_yds,0,,,,,
player,201512200sea,sea,WillLu00,rush_td,0,,,,,
player,201512200sea,sea,WillLu00,rush_long,0,,,,,
player,201512200sea,sea,WillLu00,targets,2,,,,,
player,201512200sea,sea,WillLu00,rec,2,,,,,
player,201512200sea,sea,WillLu00,rec_yds,17,,,,,
player,201512200sea,sea,WillLu00,rec_td,0,,,,,
player,201512200sea,sea,WillLu00,rec_long,11,,,,,
player,201512200sea,sea,WillLu00,fumbles,0,,,,,
player,201512200sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201512200sea,sea,JackFr02,pass_cmp,0,,,,,
player,201512200sea,sea,JackFr02,pass_att,0,,,,,
player,201512200sea,sea,JackFr02,pass_yds,0,,,,,
player,201512200sea,sea,JackFr02,pass_td,0,,,,,
player,201512200sea,sea,JackFr02,pass_int,0,,,,,
player,201512200sea,sea,JackFr02,pass_sacked,0,,,,,
player,201512200sea,sea,JackFr02,pass_sacked_yds,0,,,,,
player,201512200sea,sea,JackFr02,pass_long,0,,,,,
player,201512200sea,sea,JackFr02,pass_rating,,,,,,
player,201512200sea,sea,JackFr02,rush_att,0,,,,,
player,201512200sea,sea,JackFr02,rush_yds,0,,,,,
player,201512200sea,sea,JackFr02,rush_td,0,,,,,
player,201512200sea,sea,JackFr02,rush_long,0,,,,,
player,201512200sea,sea,JackFr02,targets,3,,,,,
player,201512200sea,sea,JackFr02,rec,2,,,,,
player,201512200sea,sea,JackFr02,rec_yds,17,,,,,
player,201512200sea,sea,JackFr02,rec_td,0,,,,,
player,201512200sea,sea,JackFr02,rec_long,10,,,,,
player,201512200sea,sea,JackFr02,fumbles,0,,,,,
player,201512200sea,sea,JackFr02,fumbles_lost,0,,,,,
player,201512200sea,sea,HelfCo00,pass_cmp,0,,,,,
player,201512200sea,sea,HelfCo00,pass_att,0,,,,,
player,201512200sea,sea,HelfCo00,pass_yds,0,,,,,
player,201512200sea,sea,HelfCo00,pass_td,0,,,,,
player,201512200sea,sea,HelfCo00,pass_int,0,,,,,
player,201512200sea,sea,HelfCo00,pass_sacked,0,,,,,
player,201512200sea,sea,HelfCo00,pass_sacked_yds,0,,,,,
player,201512200sea,sea,HelfCo00,pass_long,0,,,,,
player,201512200sea,sea,HelfCo00,pass_rating,,,,,,
player,201512200sea,sea,HelfCo00,rush_att,0,,,,,
player,201512200sea,sea,HelfCo00,rush_yds,0,,,,,
player,201512200sea,sea,HelfCo00,rush_td,0,,,,,
player,201512200sea,sea,HelfCo00,rush_long,0,,,,,
player,201512200sea,sea,HelfCo00,targets,2,,,,,
player,201512200sea,sea,HelfCo00,rec,1,,,,,
player,201512200sea,sea,HelfCo00,rec_yds,5,,,,,
player,201512200sea,sea,HelfCo00,rec_td,0,,,,,
player,201512200sea,sea,HelfCo00,rec_long,5,,,,,
player,201512200sea,sea,HelfCo00,fumbles,0,,,,,
player,201512200sea,sea,HelfCo00,fumbles_lost,0,,,,,
player,201512200sea,sea,JackTa00,pass_cmp,0,,,,,
player,201512200sea,sea,JackTa00,pass_att,0,,,,,
player,201512200sea,sea,JackTa00,pass_yds,0,,,,,
player,201512200sea,sea,JackTa00,pass_td,0,,,,,
player,201512200sea,sea,JackTa00,pass_int,0,,,,,
player,201512200sea,sea,JackTa00,pass_sacked,0,,,,,
player,201512200sea,sea,JackTa00,pass_sacked_yds,0,,,,,
player,201512200sea,sea,JackTa00,pass_long,0,,,,,
player,201512200sea,sea,JackTa00,pass_rating,,,,,,
player,201512200sea,sea,JackTa00,rush_att,1,,,,,
player,201512200sea,sea,JackTa00,rush_yds,-1,,,,,
player,201512200sea,sea,JackTa00,rush_td,0,,,,,
player,201512200sea,sea,JackTa00,rush_long,-1,,,,,
player,201512200sea,sea,JackTa00,targets,0,,,,,
player,201512200sea,sea,JackTa00,rec,0,,,,,
player,201512200sea,sea,JackTa00,rec_yds,0,,,,,
player,201512200sea,sea,JackTa00,rec_td,0,,,,,
player,201512200sea,sea,JackTa00,rec_long,0,,,,,
player,201512200sea,sea,JackTa00,fumbles,0,,,,,
player,201512200sea,sea,JackTa00,fumbles_lost,0,,,,,
player,201512200sea,cle,BryaDe00,def_int,0,,,,,
player,201512200sea,cle,BryaDe00,def_int_yds,0,,,,,
player,201512200sea,cle,BryaDe00,def_int_td,0,,,,,
player,201512200sea,cle,BryaDe00,def_int_long,0,,,,,
player,201512200sea,cle,BryaDe00,pass_defended,0,,,,,
player,201512200sea,cle,BryaDe00,sacks,1.5,,,,,
player,201512200sea,cle,BryaDe00,tackles_combined,3,,,,,
player,201512200sea,cle,BryaDe00,tackles_solo,1,,,,,
player,201512200sea,cle,BryaDe00,tackles_assists,2,,,,,
player,201512200sea,cle,BryaDe00,tackles_loss,1,,,,,
player,201512200sea,cle,BryaDe00,qb_hits,2,,,,,
player,201512200sea,cle,BryaDe00,fumbles_rec,0,,,,,
player,201512200sea,cle,BryaDe00,fumbles_rec_yds,0,,,,,
player,201512200sea,cle,BryaDe00,fumbles_rec_td,0,,,,,
