game,2015,6,20151018,201510180min,kan,"Kansas City Chiefs",10,min,"Minnesota Vikings",16
player,201510180min,min,LineZa01,tackles_loss,0,,,,,
player,201510180min,min,LineZa01,qb_hits,0,,,,,
player,201510180min,min,LineZa01,fumbles_rec,0,,,,,
player,201510180min,min,LineZa01,fumbles_rec_yds,0,,,,,
player,201510180min,min,LineZa01,fumbles_rec_td,0,,,,,
player,201510180min,min,LineZa01,fumbles_forced,0,,,,,
player,201510180min,min,SherMa20,def_int,0,,,,,
player,201510180min,min,SherMa20,def_int_yds,0,,,,,
player,201510180min,min,SherMa20,def_int_td,0,,,,,
player,201510180min,min,SherMa20,def_int_long,0,,,,,
player,201510180min,min,SherMa20,pass_defended,0,,,,,
player,201510180min,min,SherMa20,sacks,0.0,,,,,
player,201510180min,min,SherMa20,tackles_combined,1,,,,,
player,201510180min,min,SherMa20,tackles_solo,1,,,,,
player,201510180min,min,SherMa20,tackles_assists,0,,,,,
player,201510180min,min,SherMa20,tackles_loss,0,,,,,
player,201510180min,min,SherMa20,qb_hits,0,,,,,
player,201510180min,min,SherMa20,fumbles_rec,0,,,,,
player,201510180min,min,SherMa20,fumbles_rec_yds,0,,,,,
player,201510180min,min,SherMa20,fumbles_rec_td,0,,,,,
player,201510180min,min,SherMa20,fumbles_forced,0,,,,,
player,201510180min,min,ThieAd00,def_int,0,,,,,
player,201510180min,min,ThieAd00,def_int_yds,0,,,,,
player,201510180min,min,ThieAd00,def_int_td,0,,,,,
player,201510180min,min,ThieAd00,def_int_long,0,,,,,
player,201510180min,min,ThieAd00,pass_defended,0,,,,,
player,201510180min,min,ThieAd00,sacks,0.0,,,,,
player,201510180min,min,ThieAd00,tackles_combined,1,,,,,
player,201510180min,min,ThieAd00,tackles_solo,1,,,,,
player,201510180min,min,ThieAd00,tackles_assists,0,,,,,
player,201510180min,min,ThieAd00,tackles_loss,0,,,,,
player,201510180min,min,ThieAd00,qb_hits,0,,,,,
player,201510180min,min,ThieAd00,fumbles_rec,0,,,,,
player,201510180min,min,ThieAd00,fumbles_rec_yds,0,,,,,
player,201510180min,min,ThieAd00,fumbles_rec_td,0,,,,,
player,201510180min,min,ThieAd00,fumbles_forced,0,,,,,
player,201510180min,kan,ThomDe05,kick_ret,1,,,,,
player,201510180min,kan,ThomDe05,kick_ret_yds,20,,,,,
player,201510180min,kan,ThomDe05,kick_ret_yds_per_ret,20.0,,,,,
player,201510180min,kan,ThomDe05,kick_ret_td,0,,,,,
player,201510180min,kan,ThomDe05,kick_ret_long,20,,,,,
player,201510180min,kan,ThomDe05,punt_ret,2,,,,,
player,201510180min,kan,ThomDe05,punt_ret_yds,24,,,,,
player,201510180min,kan,ThomDe05,punt_ret_yds_per_ret,12.0,,,,,
player,201510180min,kan,ThomDe05,punt_ret_td,0,,,,,
player,201510180min,kan,ThomDe05,punt_ret_long,14,,,,,
player,201510180min,kan,DaviKn00,kick_ret,1,,,,,
player,201510180min,kan,DaviKn00,kick_ret_yds,19,,,,,
player,201510180min,kan,DaviKn00,kick_ret_yds_per_ret,19.0,,,,,
player,201510180min,kan,DaviKn00,kick_ret_td,0,,,,,
player,201510180min,kan,DaviKn00,kick_ret_long,19,,,,,
player,201510180min,kan,DaviKn00,punt_ret,0,,,,,
player,201510180min,kan,DaviKn00,punt_ret_yds,0,,,,,
player,201510180min,kan,DaviKn00,punt_ret_yds_per_ret,,,,,,
player,201510180min,kan,DaviKn00,punt_ret_td,0,,,,,
player,201510180min,kan,DaviKn00,punt_ret_long,0,,,,,
player,201510180min,min,SherMa20,kick_ret,0,,,,,
player,201510180min,min,SherMa20,kick_ret_yds,0,,,,,
player,201510180min,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201510180min,min,SherMa20,kick_ret_td,0,,,,,
player,201510180min,min,SherMa20,kick_ret_long,0,,,,,
player,201510180min,min,SherMa20,punt_ret,2,,,,,
player,201510180min,min,SherMa20,punt_ret_yds,14,,,,,
player,201510180min,min,SherMa20,punt_ret_yds_per_ret,7.0,,,,,
player,201510180min,min,SherMa20,punt_ret_td,0,,,,,
player,201510180min,min,SherMa20,punt_ret_long,8,,,,,
player,201510180min,min,PattCo00,kick_ret,2,,,,,
player,201510180min,min,PattCo00,kick_ret_yds,51,,,,,
player,201510180min,min,PattCo00,kick_ret_yds_per_ret,25.5,,,,,
player,201510180min,min,PattCo00,kick_ret_td,0,,,,,
player,201510180min,min,PattCo00,kick_ret_long,33,,,,,
player,201510180min,min,PattCo00,punt_ret,0,,,,,
player,201510180min,min,PattCo00,punt_ret_yds,0,,,,,
player,201510180min,min,PattCo00,punt_ret_yds_per_ret,,,,,,
player,201510180min,min,PattCo00,punt_ret_td,0,,,,,
player,201510180min,min,PattCo00,punt_ret_long,0,,,,,
player,201510180min,kan,SantCa01,xpm,1,,,,,
player,201510180min,kan,SantCa01,xpa,1,,,,,
player,201510180min,kan,SantCa01,fgm,1,,,,,
player,201510180min,kan,SantCa01,fga,1,,,,,
player,201510180min,kan,SantCa01,punt,0,,,,,
player,201510180min,kan,SantCa01,punt_yds,0,,,,,
player,201510180min,kan,SantCa01,punt_yds_per_punt,,,,,,
player,201510180min,kan,SantCa01,punt_long,0,,,,,
player,201510180min,kan,ColqDu20,xpm,,,,,,
player,201510180min,kan,ColqDu20,xpa,,,,,,
player,201510180min,kan,ColqDu20,fgm,,,,,,
player,201510180min,kan,ColqDu20,fga,,,,,,
player,201510180min,kan,ColqDu20,punt,6,,,,,
player,201510180min,kan,ColqDu20,punt_yds,250,,,,,
player,201510180min,kan,ColqDu20,punt_yds_per_punt,41.7,,,,,
player,201510180min,kan,ColqDu20,punt_long,55,,,,,
player,201510180min,min,WalsBl00,xpm,1,,,,,
player,201510180min,min,WalsBl00,xpa,1,,,,,
player,201510180min,min,WalsBl00,fgm,3,,,,,
player,201510180min,min,WalsBl00,fga,3,,,,,
player,201510180min,min,WalsBl00,punt,0,,,,,
player,201510180min,min,WalsBl00,punt_yds,0,,,,,
player,201510180min,min,WalsBl00,punt_yds_per_punt,,,,,,
player,201510180min,min,WalsBl00,punt_long,0,,,,,
player,201510180min,min,LockJe00,xpm,,,,,,
player,201510180min,min,LockJe00,xpa,,,,,,
player,201510180min,min,LockJe00,fgm,,,,,,
player,201510180min,min,LockJe00,fga,,,,,,
player,201510180min,min,LockJe00,punt,4,,,,,
player,201510180min,min,LockJe00,punt_yds,181,,,,,
player,201510180min,min,LockJe00,punt_yds_per_punt,45.3,,,,,
player,201510180min,min,LockJe00,punt_long,50,,,,,
player,201510180min,min,ClemT.00,pos,T,,,,,
player,201510180min,min,ClemT.00,offense,70,,,,,
player,201510180min,min,ClemT.00,off_pct,100%,,,,,
player,201510180min,min,ClemT.00,defense,0,,,,,
player,201510180min,min,ClemT.00,def_pct,0%,,,,,
player,201510180min,min,ClemT.00,special_teams,4,,,,,
player,201510180min,min,ClemT.00,st_pct,17%,,,,,
player,201510180min,min,HarrMi01,pos,G,,,,,
player,201510180min,min,HarrMi01,offense,70,,,,,
player,201510180min,min,HarrMi01,off_pct,100%,,,,,
player,201510180min,min,HarrMi01,defense,0,,,,,
player,201510180min,min,HarrMi01,def_pct,0%,,,,,
player,201510180min,min,HarrMi01,special_teams,4,,,,,
player,201510180min,min,HarrMi01,st_pct,17%,,,,,
player,201510180min,min,KaliMa00,pos,T,,,,,
player,201510180min,min,KaliMa00,offense,70,,,,,
player,201510180min,min,KaliMa00,off_pct,100%,,,,,
player,201510180min,min,KaliMa00,defense,0,,,,,
player,201510180min,min,KaliMa00,def_pct,0%,,,,,
player,201510180min,min,KaliMa00,special_teams,4,,,,,
player,201510180min,min,KaliMa00,st_pct,17%,,,,,
player,201510180min,min,FuscBr00,pos,G,,,,,
player,201510180min,min,FuscBr00,offense,70,,,,,
player,201510180min,min,FuscBr00,off_pct,100%,,,,,
player,201510180min,min,FuscBr00,defense,0,,,,,
player,201510180min,min,FuscBr00,def_pct,0%,,,,,
player,201510180min,min,FuscBr00,special_teams,4,,,,,
player,201510180min,min,FuscBr00,st_pct,17%,,,,,
player,201510180min,min,BergJo20,pos,C,,,,,
player,201510180min,min,BergJo20,offense,70,,,,,
player,201510180min,min,BergJo20,off_pct,100%,,,,,
player,201510180min,min,BergJo20,defense,0,,,,,
player,201510180min,min,BergJo20,def_pct,0%,,,,,
player,201510180min,min,BergJo20,special_teams,4,,,,,
player,201510180min,min,BergJo20,st_pct,17%,,,,,
player,201510180min,min,BridTe00,pos,QB,,,,,
player,201510180min,min,BridTe00,offense,70,,,,,
player,201510180min,min,BridTe00,off_pct,100%,,,,,
player,201510180min,min,BridTe00,defense,0,,,,,
player,201510180min,min,BridTe00,def_pct,0%,,,,,
player,201510180min,min,BridTe00,special_teams,0,,,,,
player,201510180min,min,BridTe00,st_pct,0%,,,,,
player,201510180min,min,DiggSt00,pos,WR,,,,,
player,201510180min,min,DiggSt00,offense,57,,,,,
player,201510180min,min,DiggSt00,off_pct,81%,,,,,
player,201510180min,min,DiggSt00,defense,0,,,,,
player,201510180min,min,DiggSt00,def_pct,0%,,,,,
player,201510180min,min,DiggSt00,special_teams,2,,,,,
player,201510180min,min,DiggSt00,st_pct,8%,,,,,
player,201510180min,min,RudoKy00,pos,TE,,,,,
player,201510180min,min,RudoKy00,offense,56,,,,,
player,201510180min,min,RudoKy00,off_pct,80%,,,,,
player,201510180min,min,RudoKy00,defense,0,,,,,
player,201510180min,min,RudoKy00,def_pct,0%,,,,,
player,201510180min,min,RudoKy00,special_teams,4,,,,,
player,201510180min,min,RudoKy00,st_pct,17%,,,,,
player,201510180min,min,WallMi00,pos,WR,,,,,
player,201510180min,min,WallMi00,offense,54,,,,,
player,201510180min,min,WallMi00,off_pct,77%,,,,,
player,201510180min,min,WallMi00,defense,0,,,,,
player,201510180min,min,WallMi00,def_pct,0%,,,,,
player,201510180min,min,WallMi00,special_teams,0,,,,,
player,201510180min,min,WallMi00,st_pct,0%,,,,,
player,201510180min,min,PeteAd01,pos,RB,,,,,
player,201510180min,min,PeteAd01,offense,46,,,,,
player,201510180min,min,PeteAd01,off_pct,66%,,,,,
player,201510180min,min,PeteAd01,defense,0,,,,,
player,201510180min,min,PeteAd01,def_pct,0%,,,,,
player,201510180min,min,PeteAd01,special_teams,0,,,,,
player,201510180min,min,PeteAd01,st_pct,0%,,,,,
player,201510180min,min,ElliRh00,pos,TE,,,,,
player,201510180min,min,ElliRh00,offense,39,,,,,
player,201510180min,min,ElliRh00,off_pct,56%,,,,,
player,201510180min,min,ElliRh00,defense,0,,,,,
player,201510180min,min,ElliRh00,def_pct,0%,,,,,
player,201510180min,min,ElliRh00,special_teams,11,,,,,
player,201510180min,min,ElliRh00,st_pct,46%,,,,,
player,201510180min,min,WrigJa02,pos,WR,,,,,
player,201510180min,min,WrigJa02,offense,31,,,,,
player,201510180min,min,WrigJa02,off_pct,44%,,,,,
player,201510180min,min,WrigJa02,defense,0,,,,,
player,201510180min,min,WrigJa02,def_pct,0%,,,,,
player,201510180min,min,WrigJa02,special_teams,0,,,,,
player,201510180min,min,WrigJa02,st_pct,0%,,,,,
player,201510180min,min,AsiaMa00,pos,RB,,,,,
player,201510180min,min,AsiaMa00,offense,20,,,,,
player,201510180min,min,AsiaMa00,off_pct,29%,,,,,
player,201510180min,min,AsiaMa00,defense,0,,,,,
player,201510180min,min,AsiaMa00,def_pct,0%,,,,,
player,201510180min,min,AsiaMa00,special_teams,11,,,,,
player,201510180min,min,AsiaMa00,st_pct,46%,,,,,
player,201510180min,min,LineZa01,pos,FB,,,,,
player,201510180min,min,LineZa01,offense,13,,,,,
player,201510180min,min,LineZa01,off_pct,19%,,,,,
player,201510180min,min,LineZa01,defense,0,,,,,
player,201510180min,min,LineZa01,def_pct,0%,,,,,
player,201510180min,min,LineZa01,special_teams,16,,,,,
player,201510180min,min,LineZa01,st_pct,67%,,,,,
player,201510180min,min,PruiMy00,pos,TE,,,,,
player,201510180min,min,PruiMy00,offense,12,,,,,
player,201510180min,min,PruiMy00,off_pct,17%,,,,,
player,201510180min,min,PruiMy00,defense,0,,,,,
player,201510180min,min,PruiMy00,def_pct,0%,,,,,
player,201510180min,min,PruiMy00,special_teams,7,,,,,
player,201510180min,min,PruiMy00,st_pct,29%,,,,,
player,201510180min,min,ThieAd00,pos,WR,,,,,
player,201510180min,min,ThieAd00,offense,10,,,,,
player,201510180min,min,ThieAd00,off_pct,14%,,,,,
player,201510180min,min,ThieAd00,defense,0,,,,,
player,201510180min,min,ThieAd00,def_pct,0%,,,,,
player,201510180min,min,ThieAd00,special_teams,16,,,,,
player,201510180min,min,ThieAd00,st_pct,67%,,,,,
player,201510180min,min,PattCo00,pos,WR,,,,,
player,201510180min,min,PattCo00,offense,7,,,,,
player,201510180min,min,PattCo00,off_pct,10%,,,,,
player,201510180min,min,PattCo00,defense,0,,,,,
player,201510180min,min,PattCo00,def_pct,0%,,,,,
player,201510180min,min,PattCo00,special_teams,3,,,,,
player,201510180min,min,PattCo00,st_pct,12%,,,,,
player,201510180min,min,McKiJe00,pos,RB,,,,,
player,201510180min,min,McKiJe00,offense,4,,,,,
player,201510180min,min,McKiJe00,off_pct,6%,,,,,
player,201510180min,min,McKiJe00,defense,0,,,,,
player,201510180min,min,McKiJe00,def_pct,0%,,,,,
player,201510180min,min,McKiJe00,special_teams,13,,,,,
player,201510180min,min,McKiJe00,st_pct,54%,,,,,
player,201510180min,min,ShepAu00,pos,G,,,,,
player,201510180min,min,ShepAu00,offense,1,,,,,
player,201510180min,min,ShepAu00,off_pct,1%,,,,,
player,201510180min,min,ShepAu00,defense,0,,,,,
player,201510180min,min,ShepAu00,def_pct,0%,,,,,
player,201510180min,min,ShepAu00,special_teams,0,,,,,
player,201510180min,min,ShepAu00,st_pct,0%,,,,,
player,201510180min,min,SendAn00,pos,SS,,,,,
player,201510180min,min,SendAn00,offense,0,,,,,
player,201510180min,min,SendAn00,off_pct,0%,,,,,
player,201510180min,min,SendAn00,defense,62,,,,,
player,201510180min,min,SendAn00,def_pct,100%,,,,,
player,201510180min,min,SendAn00,special_teams,8,,,,,
player,201510180min,min,SendAn00,st_pct,33%,,,,,
player,201510180min,min,BarrAn00,pos,LB,,,,,
player,201510180min,min,BarrAn00,offense,0,,,,,
player,201510180min,min,BarrAn00,off_pct,0%,,,,,
player,201510180min,min,BarrAn00,defense,62,,,,,
player,201510180min,min,BarrAn00,def_pct,100%,,,,,
player,201510180min,min,BarrAn00,special_teams,4,,,,,
player,201510180min,min,BarrAn00,st_pct,17%,,,,,
player,201510180min,min,RhodXa00,pos,CB,,,,,
player,201510180min,min,RhodXa00,offense,0,,,,,
player,201510180min,min,RhodXa00,off_pct,0%,,,,,
player,201510180min,min,RhodXa00,defense,62,,,,,
player,201510180min,min,RhodXa00,def_pct,100%,,,,,
player,201510180min,min,RhodXa00,special_teams,2,,,,,
player,201510180min,min,RhodXa00,st_pct,8%,,,,,
player,201510180min,min,SmitHa00,pos,FS,,,,,
player,201510180min,min,SmitHa00,offense,0,,,,,
player,201510180min,min,SmitHa00,off_pct,0%,,,,,
player,201510180min,min,SmitHa00,defense,62,,,,,
player,201510180min,min,SmitHa00,def_pct,100%,,,,,
player,201510180min,min,SmitHa00,special_teams,2,,,,,
player,201510180min,min,SmitHa00,st_pct,8%,,,,,
player,201510180min,min,KendEr00,pos,LB,,,,,
player,201510180min,min,KendEr00,offense,0,,,,,
player,201510180min,min,KendEr00,off_pct,0%,,,,,
player,201510180min,min,KendEr00,defense,61,,,,,
player,201510180min,min,KendEr00,def_pct,98%,,,,,
player,201510180min,min,KendEr00,special_teams,4,,,,,
player,201510180min,min,KendEr00,st_pct,17%,,,,,
player,201510180min,min,RobiBr98,pos,DE,,,,,
player,201510180min,min,RobiBr98,offense,0,,,,,
player,201510180min,min,RobiBr98,off_pct,0%,,,,,
player,201510180min,min,RobiBr98,defense,54,,,,,
player,201510180min,min,RobiBr98,def_pct,87%,,,,,
player,201510180min,min,RobiBr98,special_teams,4,,,,,
player,201510180min,min,RobiBr98,st_pct,17%,,,,,
player,201510180min,min,HuntDa01,pos,DE,,,,,
player,201510180min,min,HuntDa01,offense,0,,,,,
player,201510180min,min,HuntDa01,off_pct,0%,,,,,
player,201510180min,min,HuntDa01,defense,50,,,,,
player,201510180min,min,HuntDa01,def_pct,81%,,,,,
player,201510180min,min,HuntDa01,special_teams,5,,,,,
player,201510180min,min,HuntDa01,st_pct,21%,,,,,
player,201510180min,min,NewmTe20,pos,CB,,,,,
player,201510180min,min,NewmTe20,offense,0,,,,,
player,201510180min,min,NewmTe20,off_pct,0%,,,,,
player,201510180min,min,NewmTe20,defense,50,,,,,
player,201510180min,min,NewmTe20,def_pct,81%,,,,,
player,201510180min,min,NewmTe20,special_teams,1,,,,,
player,201510180min,min,NewmTe20,st_pct,4%,,,,,
player,201510180min,min,FloySh00,pos,DT,,,,,
player,201510180min,min,FloySh00,offense,0,,,,,
player,201510180min,min,FloySh00,off_pct,0%,,,,,
player,201510180min,min,FloySh00,defense,42,,,,,
player,201510180min,min,FloySh00,def_pct,68%,,,,,
player,201510180min,min,FloySh00,special_teams,3,,,,,
player,201510180min,min,FloySh00,st_pct,12%,,,,,
player,201510180min,min,JoseLi99,pos,NT,,,,,
player,201510180min,min,JoseLi99,offense,0,,,,,
player,201510180min,min,JoseLi99,off_pct,0%,,,,,
player,201510180min,min,JoseLi99,defense,42,,,,,
player,201510180min,min,JoseLi99,def_pct,68%,,,,,
player,201510180min,min,JoseLi99,special_teams,2,,,,,
player,201510180min,min,JoseLi99,st_pct,8%,,,,,
player,201510180min,min,MunnCa99,pos,CB,,,,,
player,201510180min,min,MunnCa99,offense,0,,,,,
player,201510180min,min,MunnCa99,off_pct,0%,,,,,
player,201510180min,min,MunnCa99,defense,38,,,,,
player,201510180min,min,MunnCa99,def_pct,61%,,,,,
player,201510180min,min,MunnCa99,special_teams,6,,,,,
player,201510180min,min,MunnCa99,st_pct,25%,,,,,
player,201510180min,min,JohnTo01,pos,DT,,,,,
player,201510180min,min,JohnTo01,offense,0,,,,,
player,201510180min,min,JohnTo01,off_pct,0%,,,,,
player,201510180min,min,JohnTo01,defense,38,,,,,
player,201510180min,min,JohnTo01,def_pct,61%,,,,,
player,201510180min,min,JohnTo01,special_teams,3,,,,,
player,201510180min,min,JohnTo01,st_pct,12%,,,,,
player,201510180min,min,GreeCh99,pos,LB,,,,,
player,201510180min,min,GreeCh99,offense,0,,,,,
player,201510180min,min,GreeCh99,off_pct,0%,,,,,
player,201510180min,min,GreeCh99,defense,24,,,,,
player,201510180min,min,GreeCh99,def_pct,39%,,,,,
player,201510180min,min,GreeCh99,special_teams,4,,,,,
player,201510180min,min,GreeCh99,st_pct,17%,,,,,
player,201510180min,min,CricSc00,pos,DE,,,,,
player,201510180min,min,CricSc00,offense,0,,,,,
player,201510180min,min,CricSc00,off_pct,0%,,,,,
player,201510180min,min,CricSc00,defense,20,,,,,
player,201510180min,min,CricSc00,def_pct,32%,,,,,
player,201510180min,min,CricSc00,special_teams,15,,,,,
player,201510180min,min,CricSc00,st_pct,62%,,,,,
player,201510180min,min,WaynTr00,pos,CB,,,,,
player,201510180min,min,WaynTr00,offense,0,,,,,
player,201510180min,min,WaynTr00,off_pct,0%,,,,,
player,201510180min,min,WaynTr00,defense,11,,,,,
player,201510180min,min,WaynTr00,def_pct,18%,,,,,
player,201510180min,min,WaynTr00,special_teams,14,,,,,
player,201510180min,min,WaynTr00,st_pct,58%,,,,,
player,201510180min,min,StepSh00,pos,DT,,,,,
player,201510180min,min,StepSh00,offense,0,,,,,
player,201510180min,min,StepSh00,off_pct,0%,,,,,
player,201510180min,min,StepSh00,defense,3,,,,,
player,201510180min,min,StepSh00,def_pct,5%,,,,,
player,201510180min,min,StepSh00,special_teams,0,,,,,
player,201510180min,min,StepSh00,st_pct,0%,,,,,
player,201510180min,min,ColeAu00,pos,LB,,,,,
player,201510180min,min,ColeAu00,offense,0,,,,,
player,201510180min,min,ColeAu00,off_pct,0%,,,,,
player,201510180min,min,ColeAu00,defense,1,,,,,
player,201510180min,min,ColeAu00,def_pct,2%,,,,,
player,201510180min,min,ColeAu00,special_teams,16,,,,,
player,201510180min,min,ColeAu00,st_pct,67%,,,,,
player,201510180min,min,SherMa20,pos,CB,,,,,
player,201510180min,min,SherMa20,offense,0,,,,,
player,201510180min,min,SherMa20,off_pct,0%,,,,,
player,201510180min,min,SherMa20,defense,0,,,,,
player,201510180min,min,SherMa20,def_pct,0%,,,,,
player,201510180min,min,SherMa20,special_teams,17,,,,,
player,201510180min,min,SherMa20,st_pct,71%,,,,,
player,201510180min,min,RobiEd00,pos,LB,,,,,
player,201510180min,min,RobiEd00,offense,0,,,,,
player,201510180min,min,RobiEd00,off_pct,0%,,,,,
player,201510180min,min,RobiEd00,defense,0,,,,,
player,201510180min,min,RobiEd00,def_pct,0%,,,,,
player,201510180min,min,RobiEd00,special_teams,12,,,,,
player,201510180min,min,RobiEd00,st_pct,50%,,,,,
player,201510180min,min,WalsBl00,pos,K,,,,,
player,201510180min,min,WalsBl00,offense,0,,,,,
player,201510180min,min,WalsBl00,off_pct,0%,,,,,
player,201510180min,min,WalsBl00,defense,0,,,,,
player,201510180min,min,WalsBl00,def_pct,0%,,,,,
player,201510180min,min,WalsBl00,special_teams,9,,,,,
player,201510180min,min,WalsBl00,st_pct,38%,,,,,
player,201510180min,min,BlanRo00,pos,SS,,,,,
player,201510180min,min,BlanRo00,offense,0,,,,,
player,201510180min,min,BlanRo00,off_pct,0%,,,,,
player,201510180min,min,BlanRo00,defense,0,,,,,
player,201510180min,min,BlanRo00,def_pct,0%,,,,,
player,201510180min,min,BlanRo00,special_teams,9,,,,,
player,201510180min,min,BlanRo00,st_pct,38%,,,,,
player,201510180min,min,LockJe00,pos,P,,,,,
player,201510180min,min,LockJe00,offense,0,,,,,
player,201510180min,min,LockJe00,off_pct,0%,,,,,
player,201510180min,min,LockJe00,defense,0,,,,,
player,201510180min,min,LockJe00,def_pct,0%,,,,,
player,201510180min,min,LockJe00,special_teams,8,,,,,
player,201510180min,min,LockJe00,st_pct,33%,,,,,
player,201510180min,min,McDeKe00,pos,LS,,,,,
player,201510180min,min,McDeKe00,offense,0,,,,,
player,201510180min,min,McDeKe00,off_pct,0%,,,,,
player,201510180min,min,McDeKe00,defense,0,,,,,
player,201510180min,min,McDeKe00,def_pct,0%,,,,,
player,201510180min,min,McDeKe00,special_teams,8,,,,,
player,201510180min,min,McDeKe00,st_pct,33%,,,,,
player,201510180min,min,ExumAn00,pos,FS,,,,,
player,201510180min,min,ExumAn00,offense,0,,,,,
player,201510180min,min,ExumAn00,off_pct,0%,,,,,
player,201510180min,min,ExumAn00,defense,0,,,,,
player,201510180min,min,ExumAn00,def_pct,0%,,,,,
player,201510180min,min,ExumAn00,special_teams,5,,,,,
player,201510180min,min,ExumAn00,st_pct,21%,,,,,
player,201510180min,kan,GrubBe20,pos,G,,,,,
player,201510180min,kan,GrubBe20,offense,62,,,,,
player,201510180min,kan,GrubBe20,off_pct,100%,,,,,
player,201510180min,kan,GrubBe20,defense,0,,,,,
player,201510180min,kan,GrubBe20,def_pct,0%,,,,,
player,201510180min,kan,GrubBe20,special_teams,2,,,,,
player,201510180min,kan,GrubBe20,st_pct,8%,,,,,
player,201510180min,kan,FultZa00,pos,G,,,,,
player,201510180min,kan,FultZa00,offense,62,,,,,
player,201510180min,kan,FultZa00,off_pct,100%,,,,,
player,201510180min,kan,FultZa00,defense,0,,,,,
player,201510180min,kan,FultZa00,def_pct,0%,,,,,
player,201510180min,kan,FultZa00,special_teams,2,,,,,
player,201510180min,kan,FultZa00,st_pct,8%,,,,,
player,201510180min,kan,FishEr00,pos,T,,,,,
player,201510180min,kan,FishEr00,offense,62,,,,,
player,201510180min,kan,FishEr00,off_pct,100%,,,,,
player,201510180min,kan,FishEr00,defense,0,,,,,
player,201510180min,kan,FishEr00,def_pct,0%,,,,,
player,201510180min,kan,FishEr00,special_teams,2,,,,,
player,201510180min,kan,FishEr00,st_pct,8%,,,,,
player,201510180min,kan,StepDo00,pos,T,,,,,
player,201510180min,kan,StepDo00,offense,62,,,,,
player,201510180min,kan,StepDo00,off_pct,100%,,,,,
player,201510180min,kan,StepDo00,defense,0,,,,,
player,201510180min,kan,StepDo00,def_pct,0%,,,,,
player,201510180min,kan,StepDo00,special_teams,2,,,,,
player,201510180min,kan,StepDo00,st_pct,8%,,,,,
player,201510180min,kan,MorsMi00,pos,C,,,,,
player,201510180min,kan,MorsMi00,offense,62,,,,,
player,201510180min,kan,MorsMi00,off_pct,100%,,,,,
player,201510180min,kan,MorsMi00,defense,0,,,,,
player,201510180min,kan,MorsMi00,def_pct,0%,,,,,
player,201510180min,kan,MorsMi00,special_teams,0,,,,,
player,201510180min,kan,MorsMi00,st_pct,0%,,,,,
player,201510180min,kan,SmitAl03,pos,QB,,,,,
player,201510180min,kan,SmitAl03,offense,62,,,,,
player,201510180min,kan,SmitAl03,off_pct,100%,,,,,
player,201510180min,kan,SmitAl03,defense,0,,,,,
player,201510180min,kan,SmitAl03,def_pct,0%,,,,,
player,201510180min,kan,SmitAl03,special_teams,0,,,,,
player,201510180min,kan,SmitAl03,st_pct,0%,,,,,
player,201510180min,kan,KelcTr00,pos,TE,,,,,
player,201510180min,kan,KelcTr00,offense,51,,,,,
player,201510180min,kan,KelcTr00,off_pct,82%,,,,,
player,201510180min,kan,KelcTr00,defense,0,,,,,
player,201510180min,kan,KelcTr00,def_pct,0%,,,,,
player,201510180min,kan,KelcTr00,special_teams,2,,,,,
player,201510180min,kan,KelcTr00,st_pct,8%,,,,,
player,201510180min,kan,MaclJe00,pos,WR,,,,,
player,201510180min,kan,MaclJe00,offense,47,,,,,
player,201510180min,kan,MaclJe00,off_pct,76%,,,,,
player,201510180min,kan,MaclJe00,defense,0,,,,,
player,201510180min,kan,MaclJe00,def_pct,0%,,,,,
player,201510180min,kan,MaclJe00,special_teams,0,,,,,
player,201510180min,kan,MaclJe00,st_pct,0%,,,,,
player,201510180min,kan,WestCh01,pos,RB,,,,,
player,201510180min,kan,WestCh01,offense,43,,,,,
player,201510180min,kan,WestCh01,off_pct,69%,,,,,
player,201510180min,kan,WestCh01,defense,0,,,,,
player,201510180min,kan,WestCh01,def_pct,0%,,,,,
player,201510180min,kan,WestCh01,special_teams,0,,,,,
player,201510180min,kan,WestCh01,st_pct,0%,,,,,
player,201510180min,kan,ConlCh00,pos,WR,,,,,
player,201510180min,kan,ConlCh00,offense,40,,,,,
player,201510180min,kan,ConlCh00,off_pct,65%,,,,,
player,201510180min,kan,ConlCh00,defense,0,,,,,
player,201510180min,kan,ConlCh00,def_pct,0%,,,,,
player,201510180min,kan,ConlCh00,special_teams,0,,,,,
player,201510180min,kan,ConlCh00,st_pct,0%,,,,,
player,201510180min,kan,WilsAl02,pos,WR,,,,,
player,201510180min,kan,WilsAl02,offense,26,,,,,
player,201510180min,kan,WilsAl02,off_pct,42%,,,,,
player,201510180min,kan,WilsAl02,defense,0,,,,,
player,201510180min,kan,WilsAl02,def_pct,0%,,,,,
player,201510180min,kan,WilsAl02,special_teams,8,,,,,
player,201510180min,kan,WilsAl02,st_pct,33%,,,,,
player,201510180min,kan,O'ShJa00,pos,TE,,,,,
player,201510180min,kan,O'ShJa00,offense,20,,,,,
player,201510180min,kan,O'ShJa00,off_pct,32%,,,,,
player,201510180min,kan,O'ShJa00,defense,0,,,,,
player,201510180min,kan,O'ShJa00,def_pct,0%,,,,,
player,201510180min,kan,O'ShJa00,special_teams,7,,,,,
player,201510180min,kan,O'ShJa00,st_pct,29%,,,,,
player,201510180min,kan,DaviKn00,pos,RB,,,,,
player,201510180min,kan,DaviKn00,offense,19,,,,,
