game,2015,6,20151018,201510180min,kan,"Kansas City Chiefs",10,min,"Minnesota Vikings",16
player,201510180min,kan,KelcTr00,rush_long,0,,,,,
player,201510180min,kan,KelcTr00,targets,7,,,,,
player,201510180min,kan,KelcTr00,rec,5,,,,,
player,201510180min,kan,KelcTr00,rec_yds,88,,,,,
player,201510180min,kan,KelcTr00,rec_td,0,,,,,
player,201510180min,kan,KelcTr00,rec_long,37,,,,,
player,201510180min,kan,KelcTr00,fumbles,0,,,,,
player,201510180min,kan,KelcTr00,fumbles_lost,0,,,,,
player,201510180min,kan,WilsAl02,pass_cmp,0,,,,,
player,201510180min,kan,WilsAl02,pass_att,0,,,,,
player,201510180min,kan,WilsAl02,pass_yds,0,,,,,
player,201510180min,kan,WilsAl02,pass_td,0,,,,,
player,201510180min,kan,WilsAl02,pass_int,0,,,,,
player,201510180min,kan,WilsAl02,pass_sacked,0,,,,,
player,201510180min,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201510180min,kan,WilsAl02,pass_long,0,,,,,
player,201510180min,kan,WilsAl02,pass_rating,,,,,,
player,201510180min,kan,WilsAl02,rush_att,0,,,,,
player,201510180min,kan,WilsAl02,rush_yds,0,,,,,
player,201510180min,kan,WilsAl02,rush_td,0,,,,,
player,201510180min,kan,WilsAl02,rush_long,0,,,,,
player,201510180min,kan,WilsAl02,targets,6,,,,,
player,201510180min,kan,WilsAl02,rec,3,,,,,
player,201510180min,kan,WilsAl02,rec_yds,57,,,,,
player,201510180min,kan,WilsAl02,rec_td,1,,,,,
player,201510180min,kan,WilsAl02,rec_long,42,,,,,
player,201510180min,kan,WilsAl02,fumbles,0,,,,,
player,201510180min,kan,WilsAl02,fumbles_lost,0,,,,,
player,201510180min,kan,MaclJe00,pass_cmp,0,,,,,
player,201510180min,kan,MaclJe00,pass_att,0,,,,,
player,201510180min,kan,MaclJe00,pass_yds,0,,,,,
player,201510180min,kan,MaclJe00,pass_td,0,,,,,
player,201510180min,kan,MaclJe00,pass_int,0,,,,,
player,201510180min,kan,MaclJe00,pass_sacked,0,,,,,
player,201510180min,kan,MaclJe00,pass_sacked_yds,0,,,,,
player,201510180min,kan,MaclJe00,pass_long,0,,,,,
player,201510180min,kan,MaclJe00,pass_rating,,,,,,
player,201510180min,kan,MaclJe00,rush_att,0,,,,,
player,201510180min,kan,MaclJe00,rush_yds,0,,,,,
player,201510180min,kan,MaclJe00,rush_td,0,,,,,
player,201510180min,kan,MaclJe00,rush_long,0,,,,,
player,201510180min,kan,MaclJe00,targets,4,,,,,
player,201510180min,kan,MaclJe00,rec,3,,,,,
player,201510180min,kan,MaclJe00,rec_yds,48,,,,,
player,201510180min,kan,MaclJe00,rec_td,0,,,,,
player,201510180min,kan,MaclJe00,rec_long,39,,,,,
player,201510180min,kan,MaclJe00,fumbles,0,,,,,
player,201510180min,kan,MaclJe00,fumbles_lost,0,,,,,
player,201510180min,kan,O'ShJa00,pass_cmp,0,,,,,
player,201510180min,kan,O'ShJa00,pass_att,0,,,,,
player,201510180min,kan,O'ShJa00,pass_yds,0,,,,,
player,201510180min,kan,O'ShJa00,pass_td,0,,,,,
player,201510180min,kan,O'ShJa00,pass_int,0,,,,,
player,201510180min,kan,O'ShJa00,pass_sacked,0,,,,,
player,201510180min,kan,O'ShJa00,pass_sacked_yds,0,,,,,
player,201510180min,kan,O'ShJa00,pass_long,0,,,,,
player,201510180min,kan,O'ShJa00,pass_rating,,,,,,
player,201510180min,kan,O'ShJa00,rush_att,0,,,,,
player,201510180min,kan,O'ShJa00,rush_yds,0,,,,,
player,201510180min,kan,O'ShJa00,rush_td,0,,,,,
player,201510180min,kan,O'ShJa00,rush_long,0,,,,,
player,201510180min,kan,O'ShJa00,targets,3,,,,,
player,201510180min,kan,O'ShJa00,rec,2,,,,,
player,201510180min,kan,O'ShJa00,rec_yds,23,,,,,
player,201510180min,kan,O'ShJa00,rec_td,0,,,,,
player,201510180min,kan,O'ShJa00,rec_long,13,,,,,
player,201510180min,kan,O'ShJa00,fumbles,0,,,,,
player,201510180min,kan,O'ShJa00,fumbles_lost,0,,,,,
player,201510180min,kan,ConlCh00,pass_cmp,0,,,,,
player,201510180min,kan,ConlCh00,pass_att,0,,,,,
player,201510180min,kan,ConlCh00,pass_yds,0,,,,,
player,201510180min,kan,ConlCh00,pass_td,0,,,,,
player,201510180min,kan,ConlCh00,pass_int,0,,,,,
player,201510180min,kan,ConlCh00,pass_sacked,0,,,,,
player,201510180min,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201510180min,kan,ConlCh00,pass_long,0,,,,,
player,201510180min,kan,ConlCh00,pass_rating,,,,,,
player,201510180min,kan,ConlCh00,rush_att,0,,,,,
player,201510180min,kan,ConlCh00,rush_yds,0,,,,,
player,201510180min,kan,ConlCh00,rush_td,0,,,,,
player,201510180min,kan,ConlCh00,rush_long,0,,,,,
player,201510180min,kan,ConlCh00,targets,7,,,,,
player,201510180min,kan,ConlCh00,rec,3,,,,,
player,201510180min,kan,ConlCh00,rec_yds,16,,,,,
player,201510180min,kan,ConlCh00,rec_td,0,,,,,
player,201510180min,kan,ConlCh00,rec_long,8,,,,,
player,201510180min,kan,ConlCh00,fumbles,0,,,,,
player,201510180min,kan,ConlCh00,fumbles_lost,0,,,,,
player,201510180min,kan,HarrDe03,pass_cmp,0,,,,,
player,201510180min,kan,HarrDe03,pass_att,0,,,,,
player,201510180min,kan,HarrDe03,pass_yds,0,,,,,
player,201510180min,kan,HarrDe03,pass_td,0,,,,,
player,201510180min,kan,HarrDe03,pass_int,0,,,,,
player,201510180min,kan,HarrDe03,pass_sacked,0,,,,,
player,201510180min,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201510180min,kan,HarrDe03,pass_long,0,,,,,
player,201510180min,kan,HarrDe03,pass_rating,,,,,,
player,201510180min,kan,HarrDe03,rush_att,0,,,,,
player,201510180min,kan,HarrDe03,rush_yds,0,,,,,
player,201510180min,kan,HarrDe03,rush_td,0,,,,,
player,201510180min,kan,HarrDe03,rush_long,0,,,,,
player,201510180min,kan,HarrDe03,targets,2,,,,,
player,201510180min,kan,HarrDe03,rec,2,,,,,
player,201510180min,kan,HarrDe03,rec_yds,15,,,,,
player,201510180min,kan,HarrDe03,rec_td,0,,,,,
player,201510180min,kan,HarrDe03,rec_long,9,,,,,
player,201510180min,kan,HarrDe03,fumbles,0,,,,,
player,201510180min,kan,HarrDe03,fumbles_lost,0,,,,,
player,201510180min,kan,SherAn00,pass_cmp,0,,,,,
player,201510180min,kan,SherAn00,pass_att,0,,,,,
player,201510180min,kan,SherAn00,pass_yds,0,,,,,
player,201510180min,kan,SherAn00,pass_td,0,,,,,
player,201510180min,kan,SherAn00,pass_int,0,,,,,
player,201510180min,kan,SherAn00,pass_sacked,0,,,,,
player,201510180min,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201510180min,kan,SherAn00,pass_long,0,,,,,
player,201510180min,kan,SherAn00,pass_rating,,,,,,
player,201510180min,kan,SherAn00,rush_att,1,,,,,
player,201510180min,kan,SherAn00,rush_yds,0,,,,,
player,201510180min,kan,SherAn00,rush_td,0,,,,,
player,201510180min,kan,SherAn00,rush_long,0,,,,,
player,201510180min,kan,SherAn00,targets,1,,,,,
player,201510180min,kan,SherAn00,rec,1,,,,,
player,201510180min,kan,SherAn00,rec_yds,13,,,,,
player,201510180min,kan,SherAn00,rec_td,0,,,,,
player,201510180min,kan,SherAn00,rec_long,13,,,,,
player,201510180min,kan,SherAn00,fumbles,0,,,,,
player,201510180min,kan,SherAn00,fumbles_lost,0,,,,,
player,201510180min,kan,AvanJa00,pass_cmp,0,,,,,
player,201510180min,kan,AvanJa00,pass_att,0,,,,,
player,201510180min,kan,AvanJa00,pass_yds,0,,,,,
player,201510180min,kan,AvanJa00,pass_td,0,,,,,
player,201510180min,kan,AvanJa00,pass_int,0,,,,,
player,201510180min,kan,AvanJa00,pass_sacked,0,,,,,
player,201510180min,kan,AvanJa00,pass_sacked_yds,0,,,,,
player,201510180min,kan,AvanJa00,pass_long,0,,,,,
player,201510180min,kan,AvanJa00,pass_rating,,,,,,
player,201510180min,kan,AvanJa00,rush_att,0,,,,,
player,201510180min,kan,AvanJa00,rush_yds,0,,,,,
player,201510180min,kan,AvanJa00,rush_td,0,,,,,
player,201510180min,kan,AvanJa00,rush_long,0,,,,,
player,201510180min,kan,AvanJa00,targets,3,,,,,
player,201510180min,kan,AvanJa00,rec,1,,,,,
player,201510180min,kan,AvanJa00,rec_yds,4,,,,,
player,201510180min,kan,AvanJa00,rec_td,0,,,,,
player,201510180min,kan,AvanJa00,rec_long,4,,,,,
player,201510180min,kan,AvanJa00,fumbles,0,,,,,
player,201510180min,kan,AvanJa00,fumbles_lost,0,,,,,
player,201510180min,min,BridTe00,pass_cmp,17,,,,,
player,201510180min,min,BridTe00,pass_att,31,,,,,
player,201510180min,min,BridTe00,pass_yds,249,,,,,
player,201510180min,min,BridTe00,pass_td,1,,,,,
player,201510180min,min,BridTe00,pass_int,2,,,,,
player,201510180min,min,BridTe00,pass_sacked,2,,,,,
player,201510180min,min,BridTe00,pass_sacked_yds,12,,,,,
player,201510180min,min,BridTe00,pass_long,52,,,,,
player,201510180min,min,BridTe00,pass_rating,65.1,,,,,
player,201510180min,min,BridTe00,rush_att,3,,,,,
player,201510180min,min,BridTe00,rush_yds,-5,,,,,
player,201510180min,min,BridTe00,rush_td,0,,,,,
player,201510180min,min,BridTe00,rush_long,-1,,,,,
player,201510180min,min,BridTe00,targets,0,,,,,
player,201510180min,min,BridTe00,rec,0,,,,,
player,201510180min,min,BridTe00,rec_yds,0,,,,,
player,201510180min,min,BridTe00,rec_td,0,,,,,
player,201510180min,min,BridTe00,rec_long,0,,,,,
player,201510180min,min,BridTe00,fumbles,0,,,,,
player,201510180min,min,BridTe00,fumbles_lost,0,,,,,
player,201510180min,min,PeteAd01,pass_cmp,0,,,,,
player,201510180min,min,PeteAd01,pass_att,0,,,,,
player,201510180min,min,PeteAd01,pass_yds,0,,,,,
player,201510180min,min,PeteAd01,pass_td,0,,,,,
player,201510180min,min,PeteAd01,pass_int,0,,,,,
player,201510180min,min,PeteAd01,pass_sacked,0,,,,,
player,201510180min,min,PeteAd01,pass_sacked_yds,0,,,,,
player,201510180min,min,PeteAd01,pass_long,0,,,,,
player,201510180min,min,PeteAd01,pass_rating,,,,,,
player,201510180min,min,PeteAd01,rush_att,26,,,,,
player,201510180min,min,PeteAd01,rush_yds,60,,,,,
player,201510180min,min,PeteAd01,rush_td,0,,,,,
player,201510180min,min,PeteAd01,rush_long,23,,,,,
player,201510180min,min,PeteAd01,targets,1,,,,,
player,201510180min,min,PeteAd01,rec,1,,,,,
player,201510180min,min,PeteAd01,rec_yds,-3,,,,,
player,201510180min,min,PeteAd01,rec_td,0,,,,,
player,201510180min,min,PeteAd01,rec_long,-3,,,,,
player,201510180min,min,PeteAd01,fumbles,1,,,,,
player,201510180min,min,PeteAd01,fumbles_lost,0,,,,,
player,201510180min,min,AsiaMa00,pass_cmp,0,,,,,
player,201510180min,min,AsiaMa00,pass_att,0,,,,,
player,201510180min,min,AsiaMa00,pass_yds,0,,,,,
player,201510180min,min,AsiaMa00,pass_td,0,,,,,
player,201510180min,min,AsiaMa00,pass_int,0,,,,,
player,201510180min,min,AsiaMa00,pass_sacked,0,,,,,
player,201510180min,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201510180min,min,AsiaMa00,pass_long,0,,,,,
player,201510180min,min,AsiaMa00,pass_rating,,,,,,
player,201510180min,min,AsiaMa00,rush_att,5,,,,,
player,201510180min,min,AsiaMa00,rush_yds,27,,,,,
player,201510180min,min,AsiaMa00,rush_td,0,,,,,
player,201510180min,min,AsiaMa00,rush_long,11,,,,,
player,201510180min,min,AsiaMa00,targets,1,,,,,
player,201510180min,min,AsiaMa00,rec,1,,,,,
player,201510180min,min,AsiaMa00,rec_yds,8,,,,,
player,201510180min,min,AsiaMa00,rec_td,0,,,,,
player,201510180min,min,AsiaMa00,rec_long,8,,,,,
player,201510180min,min,AsiaMa00,fumbles,0,,,,,
player,201510180min,min,AsiaMa00,fumbles_lost,0,,,,,
player,201510180min,min,McKiJe00,pass_cmp,0,,,,,
player,201510180min,min,McKiJe00,pass_att,0,,,,,
player,201510180min,min,McKiJe00,pass_yds,0,,,,,
player,201510180min,min,McKiJe00,pass_td,0,,,,,
player,201510180min,min,McKiJe00,pass_int,0,,,,,
player,201510180min,min,McKiJe00,pass_sacked,0,,,,,
player,201510180min,min,McKiJe00,pass_sacked_yds,0,,,,,
player,201510180min,min,McKiJe00,pass_long,0,,,,,
player,201510180min,min,McKiJe00,pass_rating,,,,,,
player,201510180min,min,McKiJe00,rush_att,1,,,,,
player,201510180min,min,McKiJe00,rush_yds,2,,,,,
player,201510180min,min,McKiJe00,rush_td,0,,,,,
player,201510180min,min,McKiJe00,rush_long,2,,,,,
player,201510180min,min,McKiJe00,targets,0,,,,,
player,201510180min,min,McKiJe00,rec,0,,,,,
player,201510180min,min,McKiJe00,rec_yds,0,,,,,
player,201510180min,min,McKiJe00,rec_td,0,,,,,
player,201510180min,min,McKiJe00,rec_long,0,,,,,
player,201510180min,min,McKiJe00,fumbles,0,,,,,
player,201510180min,min,McKiJe00,fumbles_lost,0,,,,,
player,201510180min,min,DiggSt00,pass_cmp,0,,,,,
player,201510180min,min,DiggSt00,pass_att,0,,,,,
player,201510180min,min,DiggSt00,pass_yds,0,,,,,
player,201510180min,min,DiggSt00,pass_td,0,,,,,
player,201510180min,min,DiggSt00,pass_int,0,,,,,
player,201510180min,min,DiggSt00,pass_sacked,0,,,,,
player,201510180min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201510180min,min,DiggSt00,pass_long,0,,,,,
player,201510180min,min,DiggSt00,pass_rating,,,,,,
player,201510180min,min,DiggSt00,rush_att,0,,,,,
player,201510180min,min,DiggSt00,rush_yds,0,,,,,
player,201510180min,min,DiggSt00,rush_td,0,,,,,
player,201510180min,min,DiggSt00,rush_long,0,,,,,
player,201510180min,min,DiggSt00,targets,9,,,,,
player,201510180min,min,DiggSt00,rec,7,,,,,
player,201510180min,min,DiggSt00,rec_yds,129,,,,,
player,201510180min,min,DiggSt00,rec_td,0,,,,,
player,201510180min,min,DiggSt00,rec_long,31,,,,,
player,201510180min,min,DiggSt00,fumbles,0,,,,,
player,201510180min,min,DiggSt00,fumbles_lost,0,,,,,
player,201510180min,min,WrigJa02,pass_cmp,0,,,,,
player,201510180min,min,WrigJa02,pass_att,0,,,,,
player,201510180min,min,WrigJa02,pass_yds,0,,,,,
player,201510180min,min,WrigJa02,pass_td,0,,,,,
player,201510180min,min,WrigJa02,pass_int,0,,,,,
player,201510180min,min,WrigJa02,pass_sacked,0,,,,,
player,201510180min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201510180min,min,WrigJa02,pass_long,0,,,,,
player,201510180min,min,WrigJa02,pass_rating,,,,,,
player,201510180min,min,WrigJa02,rush_att,0,,,,,
player,201510180min,min,WrigJa02,rush_yds,0,,,,,
player,201510180min,min,WrigJa02,rush_td,0,,,,,
player,201510180min,min,WrigJa02,rush_long,0,,,,,
player,201510180min,min,WrigJa02,targets,3,,,,,
player,201510180min,min,WrigJa02,rec,2,,,,,
player,201510180min,min,WrigJa02,rec_yds,69,,,,,
player,201510180min,min,WrigJa02,rec_td,0,,,,,
player,201510180min,min,WrigJa02,rec_long,52,,,,,
player,201510180min,min,WrigJa02,fumbles,0,,,,,
player,201510180min,min,WrigJa02,fumbles_lost,0,,,,,
player,201510180min,min,WallMi00,pass_cmp,0,,,,,
player,201510180min,min,WallMi00,pass_att,0,,,,,
player,201510180min,min,WallMi00,pass_yds,0,,,,,
player,201510180min,min,WallMi00,pass_td,0,,,,,
player,201510180min,min,WallMi00,pass_int,0,,,,,
player,201510180min,min,WallMi00,pass_sacked,0,,,,,
player,201510180min,min,WallMi00,pass_sacked_yds,0,,,,,
player,201510180min,min,WallMi00,pass_long,0,,,,,
player,201510180min,min,WallMi00,pass_rating,,,,,,
player,201510180min,min,WallMi00,rush_att,0,,,,,
player,201510180min,min,WallMi00,rush_yds,0,,,,,
player,201510180min,min,WallMi00,rush_td,0,,,,,
player,201510180min,min,WallMi00,rush_long,0,,,,,
player,201510180min,min,WallMi00,targets,9,,,,,
player,201510180min,min,WallMi00,rec,2,,,,,
player,201510180min,min,WallMi00,rec_yds,23,,,,,
player,201510180min,min,WallMi00,rec_td,0,,,,,
player,201510180min,min,WallMi00,rec_long,13,,,,,
player,201510180min,min,WallMi00,fumbles,0,,,,,
player,201510180min,min,WallMi00,fumbles_lost,0,,,,,
player,201510180min,min,ElliRh00,pass_cmp,0,,,,,
player,201510180min,min,ElliRh00,pass_att,0,,,,,
player,201510180min,min,ElliRh00,pass_yds,0,,,,,
player,201510180min,min,ElliRh00,pass_td,0,,,,,
player,201510180min,min,ElliRh00,pass_int,0,,,,,
player,201510180min,min,ElliRh00,pass_sacked,0,,,,,
player,201510180min,min,ElliRh00,pass_sacked_yds,0,,,,,
player,201510180min,min,ElliRh00,pass_long,0,,,,,
player,201510180min,min,ElliRh00,pass_rating,,,,,,
player,201510180min,min,ElliRh00,rush_att,0,,,,,
player,201510180min,min,ElliRh00,rush_yds,0,,,,,
player,201510180min,min,ElliRh00,rush_td,0,,,,,
player,201510180min,min,ElliRh00,rush_long,0,,,,,
player,201510180min,min,ElliRh00,targets,2,,,,,
player,201510180min,min,ElliRh00,rec,1,,,,,
player,201510180min,min,ElliRh00,rec_yds,11,,,,,
player,201510180min,min,ElliRh00,rec_td,0,,,,,
player,201510180min,min,ElliRh00,rec_long,11,,,,,
player,201510180min,min,ElliRh00,fumbles,0,,,,,
player,201510180min,min,ElliRh00,fumbles_lost,0,,,,,
player,201510180min,min,RudoKy00,pass_cmp,0,,,,,
player,201510180min,min,RudoKy00,pass_att,0,,,,,
player,201510180min,min,RudoKy00,pass_yds,0,,,,,
player,201510180min,min,RudoKy00,pass_td,0,,,,,
player,201510180min,min,RudoKy00,pass_int,0,,,,,
player,201510180min,min,RudoKy00,pass_sacked,0,,,,,
player,201510180min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201510180min,min,RudoKy00,pass_long,0,,,,,
player,201510180min,min,RudoKy00,pass_rating,,,,,,
player,201510180min,min,RudoKy00,rush_att,0,,,,,
player,201510180min,min,RudoKy00,rush_yds,0,,,,,
player,201510180min,min,RudoKy00,rush_td,0,,,,,
player,201510180min,min,RudoKy00,rush_long,0,,,,,
player,201510180min,min,RudoKy00,targets,5,,,,,
player,201510180min,min,RudoKy00,rec,2,,,,,
player,201510180min,min,RudoKy00,rec_yds,9,,,,,
player,201510180min,min,RudoKy00,rec_td,1,,,,,
player,201510180min,min,RudoKy00,rec_long,5,,,,,
player,201510180min,min,RudoKy00,fumbles,0,,,,,
player,201510180min,min,RudoKy00,fumbles_lost,0,,,,,
player,201510180min,min,LineZa01,pass_cmp,0,,,,,
player,201510180min,min,LineZa01,pass_att,0,,,,,
player,201510180min,min,LineZa01,pass_yds,0,,,,,
player,201510180min,min,LineZa01,pass_td,0,,,,,
player,201510180min,min,LineZa01,pass_int,0,,,,,
player,201510180min,min,LineZa01,pass_sacked,0,,,,,
player,201510180min,min,LineZa01,pass_sacked_yds,0,,,,,
player,201510180min,min,LineZa01,pass_long,0,,,,,
player,201510180min,min,LineZa01,pass_rating,,,,,,
player,201510180min,min,LineZa01,rush_att,0,,,,,
player,201510180min,min,LineZa01,rush_yds,0,,,,,
player,201510180min,min,LineZa01,rush_td,0,,,,,
player,201510180min,min,LineZa01,rush_long,0,,,,,
player,201510180min,min,LineZa01,targets,1,,,,,
player,201510180min,min,LineZa01,rec,1,,,,,
player,201510180min,min,LineZa01,rec_yds,3,,,,,
player,201510180min,min,LineZa01,rec_td,0,,,,,
player,201510180min,min,LineZa01,rec_long,3,,,,,
player,201510180min,min,LineZa01,fumbles,0,,,,,
player,201510180min,min,LineZa01,fumbles_lost,0,,,,,
player,201510180min,kan,PeteMa00,def_int,1,,,,,
player,201510180min,kan,PeteMa00,def_int_yds,0,,,,,
player,201510180min,kan,PeteMa00,def_int_td,0,,,,,
player,201510180min,kan,PeteMa00,def_int_long,0,,,,,
player,201510180min,kan,PeteMa00,pass_defended,2,,,,,
player,201510180min,kan,PeteMa00,sacks,0.0,,,,,
player,201510180min,kan,PeteMa00,tackles_combined,6,,,,,
player,201510180min,kan,PeteMa00,tackles_solo,6,,,,,
player,201510180min,kan,PeteMa00,tackles_assists,0,,,,,
player,201510180min,kan,PeteMa00,tackles_loss,0,,,,,
player,201510180min,kan,PeteMa00,qb_hits,0,,,,,
player,201510180min,kan,PeteMa00,fumbles_rec,0,,,,,
player,201510180min,kan,PeteMa00,fumbles_rec_yds,0,,,,,
player,201510180min,kan,PeteMa00,fumbles_rec_td,0,,,,,
