game,2015,7,20151025,201510250car,phi,"Philadelphia Eagles",16,car,"Carolina Panthers",27
player,201510250car,phi,SproDa00,rec_td,0,,,,,
player,201510250car,phi,SproDa00,rec_long,9,,,,,
player,201510250car,phi,SproDa00,fumbles,0,,,,,
player,201510250car,phi,SproDa00,fumbles_lost,0,,,,,
player,201510250car,phi,ErtzZa00,pass_cmp,0,,,,,
player,201510250car,phi,ErtzZa00,pass_att,0,,,,,
player,201510250car,phi,ErtzZa00,pass_yds,0,,,,,
player,201510250car,phi,ErtzZa00,pass_td,0,,,,,
player,201510250car,phi,ErtzZa00,pass_int,0,,,,,
player,201510250car,phi,ErtzZa00,pass_sacked,0,,,,,
player,201510250car,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201510250car,phi,ErtzZa00,pass_long,0,,,,,
player,201510250car,phi,ErtzZa00,pass_rating,,,,,,
player,201510250car,phi,ErtzZa00,rush_att,0,,,,,
player,201510250car,phi,ErtzZa00,rush_yds,0,,,,,
player,201510250car,phi,ErtzZa00,rush_td,0,,,,,
player,201510250car,phi,ErtzZa00,rush_long,0,,,,,
player,201510250car,phi,ErtzZa00,targets,8,,,,,
player,201510250car,phi,ErtzZa00,rec,5,,,,,
player,201510250car,phi,ErtzZa00,rec_yds,63,,,,,
player,201510250car,phi,ErtzZa00,rec_td,0,,,,,
player,201510250car,phi,ErtzZa00,rec_long,24,,,,,
player,201510250car,phi,ErtzZa00,fumbles,0,,,,,
player,201510250car,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201510250car,phi,AustMi00,pass_cmp,0,,,,,
player,201510250car,phi,AustMi00,pass_att,0,,,,,
player,201510250car,phi,AustMi00,pass_yds,0,,,,,
player,201510250car,phi,AustMi00,pass_td,0,,,,,
player,201510250car,phi,AustMi00,pass_int,0,,,,,
player,201510250car,phi,AustMi00,pass_sacked,0,,,,,
player,201510250car,phi,AustMi00,pass_sacked_yds,0,,,,,
player,201510250car,phi,AustMi00,pass_long,0,,,,,
player,201510250car,phi,AustMi00,pass_rating,,,,,,
player,201510250car,phi,AustMi00,rush_att,0,,,,,
player,201510250car,phi,AustMi00,rush_yds,0,,,,,
player,201510250car,phi,AustMi00,rush_td,0,,,,,
player,201510250car,phi,AustMi00,rush_long,0,,,,,
player,201510250car,phi,AustMi00,targets,6,,,,,
player,201510250car,phi,AustMi00,rec,4,,,,,
player,201510250car,phi,AustMi00,rec_yds,52,,,,,
player,201510250car,phi,AustMi00,rec_td,0,,,,,
player,201510250car,phi,AustMi00,rec_long,22,,,,,
player,201510250car,phi,AustMi00,fumbles,0,,,,,
player,201510250car,phi,AustMi00,fumbles_lost,0,,,,,
player,201510250car,phi,MattJo00,pass_cmp,0,,,,,
player,201510250car,phi,MattJo00,pass_att,0,,,,,
player,201510250car,phi,MattJo00,pass_yds,0,,,,,
player,201510250car,phi,MattJo00,pass_td,0,,,,,
player,201510250car,phi,MattJo00,pass_int,0,,,,,
player,201510250car,phi,MattJo00,pass_sacked,0,,,,,
player,201510250car,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201510250car,phi,MattJo00,pass_long,0,,,,,
player,201510250car,phi,MattJo00,pass_rating,,,,,,
player,201510250car,phi,MattJo00,rush_att,0,,,,,
player,201510250car,phi,MattJo00,rush_yds,0,,,,,
player,201510250car,phi,MattJo00,rush_td,0,,,,,
player,201510250car,phi,MattJo00,rush_long,0,,,,,
player,201510250car,phi,MattJo00,targets,7,,,,,
player,201510250car,phi,MattJo00,rec,3,,,,,
player,201510250car,phi,MattJo00,rec_yds,14,,,,,
player,201510250car,phi,MattJo00,rec_td,0,,,,,
player,201510250car,phi,MattJo00,rec_long,7,,,,,
player,201510250car,phi,MattJo00,fumbles,0,,,,,
player,201510250car,phi,MattJo00,fumbles_lost,0,,,,,
player,201510250car,phi,CeleBr00,pass_cmp,0,,,,,
player,201510250car,phi,CeleBr00,pass_att,0,,,,,
player,201510250car,phi,CeleBr00,pass_yds,0,,,,,
player,201510250car,phi,CeleBr00,pass_td,0,,,,,
player,201510250car,phi,CeleBr00,pass_int,0,,,,,
player,201510250car,phi,CeleBr00,pass_sacked,0,,,,,
player,201510250car,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201510250car,phi,CeleBr00,pass_long,0,,,,,
player,201510250car,phi,CeleBr00,pass_rating,,,,,,
player,201510250car,phi,CeleBr00,rush_att,0,,,,,
player,201510250car,phi,CeleBr00,rush_yds,0,,,,,
player,201510250car,phi,CeleBr00,rush_td,0,,,,,
player,201510250car,phi,CeleBr00,rush_long,0,,,,,
player,201510250car,phi,CeleBr00,targets,3,,,,,
player,201510250car,phi,CeleBr00,rec,2,,,,,
player,201510250car,phi,CeleBr00,rec_yds,11,,,,,
player,201510250car,phi,CeleBr00,rec_td,0,,,,,
player,201510250car,phi,CeleBr00,rec_long,6,,,,,
player,201510250car,phi,CeleBr00,fumbles,0,,,,,
player,201510250car,phi,CeleBr00,fumbles_lost,0,,,,,
player,201510250car,phi,HuffJo00,pass_cmp,0,,,,,
player,201510250car,phi,HuffJo00,pass_att,0,,,,,
player,201510250car,phi,HuffJo00,pass_yds,0,,,,,
player,201510250car,phi,HuffJo00,pass_td,0,,,,,
player,201510250car,phi,HuffJo00,pass_int,0,,,,,
player,201510250car,phi,HuffJo00,pass_sacked,0,,,,,
player,201510250car,phi,HuffJo00,pass_sacked_yds,0,,,,,
player,201510250car,phi,HuffJo00,pass_long,0,,,,,
player,201510250car,phi,HuffJo00,pass_rating,,,,,,
player,201510250car,phi,HuffJo00,rush_att,0,,,,,
player,201510250car,phi,HuffJo00,rush_yds,0,,,,,
player,201510250car,phi,HuffJo00,rush_td,0,,,,,
player,201510250car,phi,HuffJo00,rush_long,0,,,,,
player,201510250car,phi,HuffJo00,targets,5,,,,,
player,201510250car,phi,HuffJo00,rec,2,,,,,
player,201510250car,phi,HuffJo00,rec_yds,5,,,,,
player,201510250car,phi,HuffJo00,rec_td,0,,,,,
player,201510250car,phi,HuffJo00,rec_long,6,,,,,
player,201510250car,phi,HuffJo00,fumbles,0,,,,,
player,201510250car,phi,HuffJo00,fumbles_lost,0,,,,,
player,201510250car,car,NewtCa00,pass_cmp,14,,,,,
player,201510250car,car,NewtCa00,pass_att,24,,,,,
player,201510250car,car,NewtCa00,pass_yds,197,,,,,
player,201510250car,car,NewtCa00,pass_td,1,,,,,
player,201510250car,car,NewtCa00,pass_int,3,,,,,
player,201510250car,car,NewtCa00,pass_sacked,1,,,,,
player,201510250car,car,NewtCa00,pass_sacked_yds,7,,,,,
player,201510250car,car,NewtCa00,pass_long,28,,,,,
player,201510250car,car,NewtCa00,pass_rating,59.2,,,,,
player,201510250car,car,NewtCa00,rush_att,4,,,,,
player,201510250car,car,NewtCa00,rush_yds,20,,,,,
player,201510250car,car,NewtCa00,rush_td,1,,,,,
player,201510250car,car,NewtCa00,rush_long,16,,,,,
player,201510250car,car,NewtCa00,targets,0,,,,,
player,201510250car,car,NewtCa00,rec,0,,,,,
player,201510250car,car,NewtCa00,rec_yds,0,,,,,
player,201510250car,car,NewtCa00,rec_td,0,,,,,
player,201510250car,car,NewtCa00,rec_long,0,,,,,
player,201510250car,car,NewtCa00,fumbles,0,,,,,
player,201510250car,car,NewtCa00,fumbles_lost,0,,,,,
player,201510250car,car,StewJo00,pass_cmp,0,,,,,
player,201510250car,car,StewJo00,pass_att,0,,,,,
player,201510250car,car,StewJo00,pass_yds,0,,,,,
player,201510250car,car,StewJo00,pass_td,0,,,,,
player,201510250car,car,StewJo00,pass_int,0,,,,,
player,201510250car,car,StewJo00,pass_sacked,0,,,,,
player,201510250car,car,StewJo00,pass_sacked_yds,0,,,,,
player,201510250car,car,StewJo00,pass_long,0,,,,,
player,201510250car,car,StewJo00,pass_rating,,,,,,
player,201510250car,car,StewJo00,rush_att,24,,,,,
player,201510250car,car,StewJo00,rush_yds,125,,,,,
player,201510250car,car,StewJo00,rush_td,0,,,,,
player,201510250car,car,StewJo00,rush_long,36,,,,,
player,201510250car,car,StewJo00,targets,1,,,,,
player,201510250car,car,StewJo00,rec,0,,,,,
player,201510250car,car,StewJo00,rec_yds,0,,,,,
player,201510250car,car,StewJo00,rec_td,0,,,,,
player,201510250car,car,StewJo00,rec_long,0,,,,,
player,201510250car,car,StewJo00,fumbles,0,,,,,
player,201510250car,car,StewJo00,fumbles_lost,0,,,,,
player,201510250car,car,GinnTe00,pass_cmp,0,,,,,
player,201510250car,car,GinnTe00,pass_att,0,,,,,
player,201510250car,car,GinnTe00,pass_yds,0,,,,,
player,201510250car,car,GinnTe00,pass_td,0,,,,,
player,201510250car,car,GinnTe00,pass_int,0,,,,,
player,201510250car,car,GinnTe00,pass_sacked,0,,,,,
player,201510250car,car,GinnTe00,pass_sacked_yds,0,,,,,
player,201510250car,car,GinnTe00,pass_long,0,,,,,
player,201510250car,car,GinnTe00,pass_rating,,,,,,
player,201510250car,car,GinnTe00,rush_att,1,,,,,
player,201510250car,car,GinnTe00,rush_yds,43,,,,,
player,201510250car,car,GinnTe00,rush_td,0,,,,,
player,201510250car,car,GinnTe00,rush_long,43,,,,,
player,201510250car,car,GinnTe00,targets,8,,,,,
player,201510250car,car,GinnTe00,rec,5,,,,,
player,201510250car,car,GinnTe00,rec_yds,59,,,,,
player,201510250car,car,GinnTe00,rec_td,0,,,,,
player,201510250car,car,GinnTe00,rec_long,20,,,,,
player,201510250car,car,GinnTe00,fumbles,0,,,,,
player,201510250car,car,GinnTe00,fumbles_lost,0,,,,,
player,201510250car,car,TolbMi00,pass_cmp,0,,,,,
player,201510250car,car,TolbMi00,pass_att,0,,,,,
player,201510250car,car,TolbMi00,pass_yds,0,,,,,
player,201510250car,car,TolbMi00,pass_td,0,,,,,
player,201510250car,car,TolbMi00,pass_int,0,,,,,
player,201510250car,car,TolbMi00,pass_sacked,0,,,,,
player,201510250car,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201510250car,car,TolbMi00,pass_long,0,,,,,
player,201510250car,car,TolbMi00,pass_rating,,,,,,
player,201510250car,car,TolbMi00,rush_att,3,,,,,
player,201510250car,car,TolbMi00,rush_yds,16,,,,,
player,201510250car,car,TolbMi00,rush_td,1,,,,,
player,201510250car,car,TolbMi00,rush_long,11,,,,,
player,201510250car,car,TolbMi00,targets,1,,,,,
player,201510250car,car,TolbMi00,rec,1,,,,,
player,201510250car,car,TolbMi00,rec_yds,2,,,,,
player,201510250car,car,TolbMi00,rec_td,1,,,,,
player,201510250car,car,TolbMi00,rec_long,2,,,,,
player,201510250car,car,TolbMi00,fumbles,0,,,,,
player,201510250car,car,TolbMi00,fumbles_lost,0,,,,,
player,201510250car,car,OlseGr00,pass_cmp,0,,,,,
player,201510250car,car,OlseGr00,pass_att,0,,,,,
player,201510250car,car,OlseGr00,pass_yds,0,,,,,
player,201510250car,car,OlseGr00,pass_td,0,,,,,
player,201510250car,car,OlseGr00,pass_int,0,,,,,
player,201510250car,car,OlseGr00,pass_sacked,0,,,,,
player,201510250car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201510250car,car,OlseGr00,pass_long,0,,,,,
player,201510250car,car,OlseGr00,pass_rating,,,,,,
player,201510250car,car,OlseGr00,rush_att,0,,,,,
player,201510250car,car,OlseGr00,rush_yds,0,,,,,
player,201510250car,car,OlseGr00,rush_td,0,,,,,
player,201510250car,car,OlseGr00,rush_long,0,,,,,
player,201510250car,car,OlseGr00,targets,5,,,,,
player,201510250car,car,OlseGr00,rec,3,,,,,
player,201510250car,car,OlseGr00,rec_yds,65,,,,,
player,201510250car,car,OlseGr00,rec_td,0,,,,,
player,201510250car,car,OlseGr00,rec_long,28,,,,,
player,201510250car,car,OlseGr00,fumbles,0,,,,,
player,201510250car,car,OlseGr00,fumbles_lost,0,,,,,
player,201510250car,car,BrowPh00,pass_cmp,0,,,,,
player,201510250car,car,BrowPh00,pass_att,0,,,,,
player,201510250car,car,BrowPh00,pass_yds,0,,,,,
player,201510250car,car,BrowPh00,pass_td,0,,,,,
player,201510250car,car,BrowPh00,pass_int,0,,,,,
player,201510250car,car,BrowPh00,pass_sacked,0,,,,,
player,201510250car,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201510250car,car,BrowPh00,pass_long,0,,,,,
player,201510250car,car,BrowPh00,pass_rating,,,,,,
player,201510250car,car,BrowPh00,rush_att,0,,,,,
player,201510250car,car,BrowPh00,rush_yds,0,,,,,
player,201510250car,car,BrowPh00,rush_td,0,,,,,
player,201510250car,car,BrowPh00,rush_long,0,,,,,
player,201510250car,car,BrowPh00,targets,5,,,,,
player,201510250car,car,BrowPh00,rec,3,,,,,
player,201510250car,car,BrowPh00,rec_yds,38,,,,,
player,201510250car,car,BrowPh00,rec_td,0,,,,,
player,201510250car,car,BrowPh00,rec_long,25,,,,,
player,201510250car,car,BrowPh00,fumbles,0,,,,,
player,201510250car,car,BrowPh00,fumbles_lost,0,,,,,
player,201510250car,car,FuncDe00,pass_cmp,0,,,,,
player,201510250car,car,FuncDe00,pass_att,0,,,,,
player,201510250car,car,FuncDe00,pass_yds,0,,,,,
player,201510250car,car,FuncDe00,pass_td,0,,,,,
player,201510250car,car,FuncDe00,pass_int,0,,,,,
player,201510250car,car,FuncDe00,pass_sacked,0,,,,,
player,201510250car,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201510250car,car,FuncDe00,pass_long,0,,,,,
player,201510250car,car,FuncDe00,pass_rating,,,,,,
player,201510250car,car,FuncDe00,rush_att,0,,,,,
player,201510250car,car,FuncDe00,rush_yds,0,,,,,
player,201510250car,car,FuncDe00,rush_td,0,,,,,
player,201510250car,car,FuncDe00,rush_long,0,,,,,
player,201510250car,car,FuncDe00,targets,2,,,,,
player,201510250car,car,FuncDe00,rec,1,,,,,
player,201510250car,car,FuncDe00,rec_yds,20,,,,,
player,201510250car,car,FuncDe00,rec_td,0,,,,,
player,201510250car,car,FuncDe00,rec_long,20,,,,,
player,201510250car,car,FuncDe00,fumbles,0,,,,,
player,201510250car,car,FuncDe00,fumbles_lost,0,,,,,
player,201510250car,car,CotcJe00,pass_cmp,0,,,,,
player,201510250car,car,CotcJe00,pass_att,0,,,,,
player,201510250car,car,CotcJe00,pass_yds,0,,,,,
player,201510250car,car,CotcJe00,pass_td,0,,,,,
player,201510250car,car,CotcJe00,pass_int,0,,,,,
player,201510250car,car,CotcJe00,pass_sacked,0,,,,,
player,201510250car,car,CotcJe00,pass_sacked_yds,0,,,,,
player,201510250car,car,CotcJe00,pass_long,0,,,,,
player,201510250car,car,CotcJe00,pass_rating,,,,,,
player,201510250car,car,CotcJe00,rush_att,0,,,,,
player,201510250car,car,CotcJe00,rush_yds,0,,,,,
player,201510250car,car,CotcJe00,rush_td,0,,,,,
player,201510250car,car,CotcJe00,rush_long,0,,,,,
player,201510250car,car,CotcJe00,targets,1,,,,,
player,201510250car,car,CotcJe00,rec,1,,,,,
player,201510250car,car,CotcJe00,rec_yds,13,,,,,
player,201510250car,car,CotcJe00,rec_td,0,,,,,
player,201510250car,car,CotcJe00,rec_long,13,,,,,
player,201510250car,car,CotcJe00,fumbles,0,,,,,
player,201510250car,car,CotcJe00,fumbles_lost,0,,,,,
player,201510250car,car,ArtiCa00,pass_cmp,0,,,,,
player,201510250car,car,ArtiCa00,pass_att,0,,,,,
player,201510250car,car,ArtiCa00,pass_yds,0,,,,,
player,201510250car,car,ArtiCa00,pass_td,0,,,,,
player,201510250car,car,ArtiCa00,pass_int,0,,,,,
player,201510250car,car,ArtiCa00,pass_sacked,0,,,,,
player,201510250car,car,ArtiCa00,pass_sacked_yds,0,,,,,
player,201510250car,car,ArtiCa00,pass_long,0,,,,,
player,201510250car,car,ArtiCa00,pass_rating,,,,,,
player,201510250car,car,ArtiCa00,rush_att,1,,,,,
player,201510250car,car,ArtiCa00,rush_yds,0,,,,,
player,201510250car,car,ArtiCa00,rush_td,0,,,,,
player,201510250car,car,ArtiCa00,rush_long,0,,,,,
player,201510250car,car,ArtiCa00,targets,0,,,,,
player,201510250car,car,ArtiCa00,rec,0,,,,,
player,201510250car,car,ArtiCa00,rec_yds,0,,,,,
player,201510250car,car,ArtiCa00,rec_td,0,,,,,
player,201510250car,car,ArtiCa00,rec_long,0,,,,,
player,201510250car,car,ArtiCa00,fumbles,0,,,,,
player,201510250car,car,ArtiCa00,fumbles_lost,0,,,,,
player,201510250car,car,WhitFo00,pass_cmp,0,,,,,
player,201510250car,car,WhitFo00,pass_att,0,,,,,
player,201510250car,car,WhitFo00,pass_yds,0,,,,,
player,201510250car,car,WhitFo00,pass_td,0,,,,,
player,201510250car,car,WhitFo00,pass_int,0,,,,,
player,201510250car,car,WhitFo00,pass_sacked,0,,,,,
player,201510250car,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201510250car,car,WhitFo00,pass_long,0,,,,,
player,201510250car,car,WhitFo00,pass_rating,,,,,,
player,201510250car,car,WhitFo00,rush_att,0,,,,,
player,201510250car,car,WhitFo00,rush_yds,0,,,,,
player,201510250car,car,WhitFo00,rush_td,0,,,,,
player,201510250car,car,WhitFo00,rush_long,0,,,,,
player,201510250car,car,WhitFo00,targets,1,,,,,
player,201510250car,car,WhitFo00,rec,0,,,,,
player,201510250car,car,WhitFo00,rec_yds,0,,,,,
player,201510250car,car,WhitFo00,rec_td,0,,,,,
player,201510250car,car,WhitFo00,rec_long,0,,,,,
player,201510250car,car,WhitFo00,fumbles,0,,,,,
player,201510250car,car,WhitFo00,fumbles_lost,0,,,,,
player,201510250car,phi,CarrNo00,def_int,1,,,,,
player,201510250car,phi,CarrNo00,def_int_yds,1,,,,,
player,201510250car,phi,CarrNo00,def_int_td,0,,,,,
player,201510250car,phi,CarrNo00,def_int_long,1,,,,,
player,201510250car,phi,CarrNo00,pass_defended,1,,,,,
player,201510250car,phi,CarrNo00,sacks,0.0,,,,,
player,201510250car,phi,CarrNo00,tackles_combined,9,,,,,
player,201510250car,phi,CarrNo00,tackles_solo,6,,,,,
player,201510250car,phi,CarrNo00,tackles_assists,3,,,,,
player,201510250car,phi,CarrNo00,tackles_loss,0,,,,,
player,201510250car,phi,CarrNo00,qb_hits,0,,,,,
player,201510250car,phi,CarrNo00,fumbles_rec,0,,,,,
player,201510250car,phi,CarrNo00,fumbles_rec_yds,0,,,,,
player,201510250car,phi,CarrNo00,fumbles_rec_td,0,,,,,
player,201510250car,phi,CarrNo00,fumbles_forced,0,,,,,
player,201510250car,phi,MaxwBy00,def_int,1,,,,,
player,201510250car,phi,MaxwBy00,def_int_yds,22,,,,,
player,201510250car,phi,MaxwBy00,def_int_td,0,,,,,
player,201510250car,phi,MaxwBy00,def_int_long,22,,,,,
player,201510250car,phi,MaxwBy00,pass_defended,2,,,,,
player,201510250car,phi,MaxwBy00,sacks,0.0,,,,,
player,201510250car,phi,MaxwBy00,tackles_combined,5,,,,,
player,201510250car,phi,MaxwBy00,tackles_solo,4,,,,,
player,201510250car,phi,MaxwBy00,tackles_assists,1,,,,,
player,201510250car,phi,MaxwBy00,tackles_loss,0,,,,,
player,201510250car,phi,MaxwBy00,qb_hits,0,,,,,
player,201510250car,phi,MaxwBy00,fumbles_rec,0,,,,,
player,201510250car,phi,MaxwBy00,fumbles_rec_yds,0,,,,,
player,201510250car,phi,MaxwBy00,fumbles_rec_td,0,,,,,
player,201510250car,phi,MaxwBy00,fumbles_forced,0,,,,,
player,201510250car,phi,JenkMa99,def_int,1,,,,,
player,201510250car,phi,JenkMa99,def_int_yds,0,,,,,
player,201510250car,phi,JenkMa99,def_int_td,0,,,,,
player,201510250car,phi,JenkMa99,def_int_long,0,,,,,
player,201510250car,phi,JenkMa99,pass_defended,1,,,,,
player,201510250car,phi,JenkMa99,sacks,0.0,,,,,
player,201510250car,phi,JenkMa99,tackles_combined,2,,,,,
player,201510250car,phi,JenkMa99,tackles_solo,1,,,,,
player,201510250car,phi,JenkMa99,tackles_assists,1,,,,,
player,201510250car,phi,JenkMa99,tackles_loss,0,,,,,
player,201510250car,phi,JenkMa99,qb_hits,0,,,,,
player,201510250car,phi,JenkMa99,fumbles_rec,0,,,,,
player,201510250car,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201510250car,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201510250car,phi,JenkMa99,fumbles_forced,0,,,,,
player,201510250car,phi,KendMy00,def_int,0,,,,,
player,201510250car,phi,KendMy00,def_int_yds,0,,,,,
player,201510250car,phi,KendMy00,def_int_td,0,,,,,
player,201510250car,phi,KendMy00,def_int_long,0,,,,,
player,201510250car,phi,KendMy00,pass_defended,0,,,,,
player,201510250car,phi,KendMy00,sacks,1.0,,,,,
player,201510250car,phi,KendMy00,tackles_combined,8,,,,,
player,201510250car,phi,KendMy00,tackles_solo,3,,,,,
player,201510250car,phi,KendMy00,tackles_assists,5,,,,,
player,201510250car,phi,KendMy00,tackles_loss,1,,,,,
player,201510250car,phi,KendMy00,qb_hits,2,,,,,
player,201510250car,phi,KendMy00,fumbles_rec,0,,,,,
player,201510250car,phi,KendMy00,fumbles_rec_yds,0,,,,,
player,201510250car,phi,KendMy00,fumbles_rec_td,0,,,,,
player,201510250car,phi,KendMy00,fumbles_forced,0,,,,,
player,201510250car,phi,ThorCe00,def_int,0,,,,,
player,201510250car,phi,ThorCe00,def_int_yds,0,,,,,
player,201510250car,phi,ThorCe00,def_int_td,0,,,,,
player,201510250car,phi,ThorCe00,def_int_long,0,,,,,
player,201510250car,phi,ThorCe00,pass_defended,0,,,,,
player,201510250car,phi,ThorCe00,sacks,0.0,,,,,
player,201510250car,phi,ThorCe00,tackles_combined,7,,,,,
player,201510250car,phi,ThorCe00,tackles_solo,1,,,,,
player,201510250car,phi,ThorCe00,tackles_assists,6,,,,,
player,201510250car,phi,ThorCe00,tackles_loss,1,,,,,
player,201510250car,phi,ThorCe00,qb_hits,0,,,,,
player,201510250car,phi,ThorCe00,fumbles_rec,0,,,,,
