game,2015,15,20151220,201512200nwe,oti,"Tennessee Titans",16,nwe,"New England Patriots",33
player,201512200nwe,oti,AndrAn00,rush_long,8,,,,,
player,201512200nwe,oti,AndrAn00,targets,6,,,,,
player,201512200nwe,oti,AndrAn00,rec,5,,,,,
player,201512200nwe,oti,AndrAn00,rec_yds,25,,,,,
player,201512200nwe,oti,AndrAn00,rec_td,0,,,,,
player,201512200nwe,oti,AndrAn00,rec_long,9,,,,,
player,201512200nwe,oti,AndrAn00,fumbles,0,,,,,
player,201512200nwe,oti,AndrAn00,fumbles_lost,0,,,,,
player,201512200nwe,oti,CobbDa00,pass_cmp,0,,,,,
player,201512200nwe,oti,CobbDa00,pass_att,0,,,,,
player,201512200nwe,oti,CobbDa00,pass_yds,0,,,,,
player,201512200nwe,oti,CobbDa00,pass_td,0,,,,,
player,201512200nwe,oti,CobbDa00,pass_int,0,,,,,
player,201512200nwe,oti,CobbDa00,pass_sacked,0,,,,,
player,201512200nwe,oti,CobbDa00,pass_sacked_yds,0,,,,,
player,201512200nwe,oti,CobbDa00,pass_long,0,,,,,
player,201512200nwe,oti,CobbDa00,pass_rating,,,,,,
player,201512200nwe,oti,CobbDa00,rush_att,4,,,,,
player,201512200nwe,oti,CobbDa00,rush_yds,9,,,,,
player,201512200nwe,oti,CobbDa00,rush_td,0,,,,,
player,201512200nwe,oti,CobbDa00,rush_long,4,,,,,
player,201512200nwe,oti,CobbDa00,targets,0,,,,,
player,201512200nwe,oti,CobbDa00,rec,0,,,,,
player,201512200nwe,oti,CobbDa00,rec_yds,0,,,,,
player,201512200nwe,oti,CobbDa00,rec_td,0,,,,,
player,201512200nwe,oti,CobbDa00,rec_long,0,,,,,
player,201512200nwe,oti,CobbDa00,fumbles,0,,,,,
player,201512200nwe,oti,CobbDa00,fumbles_lost,0,,,,,
player,201512200nwe,oti,GreeDo00,pass_cmp,0,,,,,
player,201512200nwe,oti,GreeDo00,pass_att,0,,,,,
player,201512200nwe,oti,GreeDo00,pass_yds,0,,,,,
player,201512200nwe,oti,GreeDo00,pass_td,0,,,,,
player,201512200nwe,oti,GreeDo00,pass_int,0,,,,,
player,201512200nwe,oti,GreeDo00,pass_sacked,0,,,,,
player,201512200nwe,oti,GreeDo00,pass_sacked_yds,0,,,,,
player,201512200nwe,oti,GreeDo00,pass_long,0,,,,,
player,201512200nwe,oti,GreeDo00,pass_rating,,,,,,
player,201512200nwe,oti,GreeDo00,rush_att,0,,,,,
player,201512200nwe,oti,GreeDo00,rush_yds,0,,,,,
player,201512200nwe,oti,GreeDo00,rush_td,0,,,,,
player,201512200nwe,oti,GreeDo00,rush_long,0,,,,,
player,201512200nwe,oti,GreeDo00,targets,9,,,,,
player,201512200nwe,oti,GreeDo00,rec,6,,,,,
player,201512200nwe,oti,GreeDo00,rec_yds,113,,,,,
player,201512200nwe,oti,GreeDo00,rec_td,0,,,,,
player,201512200nwe,oti,GreeDo00,rec_long,30,,,,,
player,201512200nwe,oti,GreeDo00,fumbles,0,,,,,
player,201512200nwe,oti,GreeDo00,fumbles_lost,0,,,,,
player,201512200nwe,oti,WalkHu00,pass_cmp,0,,,,,
player,201512200nwe,oti,WalkHu00,pass_att,0,,,,,
player,201512200nwe,oti,WalkHu00,pass_yds,0,,,,,
player,201512200nwe,oti,WalkHu00,pass_td,0,,,,,
player,201512200nwe,oti,WalkHu00,pass_int,0,,,,,
player,201512200nwe,oti,WalkHu00,pass_sacked,0,,,,,
player,201512200nwe,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201512200nwe,oti,WalkHu00,pass_long,0,,,,,
player,201512200nwe,oti,WalkHu00,pass_rating,,,,,,
player,201512200nwe,oti,WalkHu00,rush_att,0,,,,,
player,201512200nwe,oti,WalkHu00,rush_yds,0,,,,,
player,201512200nwe,oti,WalkHu00,rush_td,0,,,,,
player,201512200nwe,oti,WalkHu00,rush_long,0,,,,,
player,201512200nwe,oti,WalkHu00,targets,5,,,,,
player,201512200nwe,oti,WalkHu00,rec,2,,,,,
player,201512200nwe,oti,WalkHu00,rec_yds,64,,,,,
player,201512200nwe,oti,WalkHu00,rec_td,2,,,,,
player,201512200nwe,oti,WalkHu00,rec_long,57,,,,,
player,201512200nwe,oti,WalkHu00,fumbles,0,,,,,
player,201512200nwe,oti,WalkHu00,fumbles_lost,0,,,,,
player,201512200nwe,oti,SankBi00,pass_cmp,0,,,,,
player,201512200nwe,oti,SankBi00,pass_att,0,,,,,
player,201512200nwe,oti,SankBi00,pass_yds,0,,,,,
player,201512200nwe,oti,SankBi00,pass_td,0,,,,,
player,201512200nwe,oti,SankBi00,pass_int,0,,,,,
player,201512200nwe,oti,SankBi00,pass_sacked,0,,,,,
player,201512200nwe,oti,SankBi00,pass_sacked_yds,0,,,,,
player,201512200nwe,oti,SankBi00,pass_long,0,,,,,
player,201512200nwe,oti,SankBi00,pass_rating,,,,,,
player,201512200nwe,oti,SankBi00,rush_att,0,,,,,
player,201512200nwe,oti,SankBi00,rush_yds,0,,,,,
player,201512200nwe,oti,SankBi00,rush_td,0,,,,,
player,201512200nwe,oti,SankBi00,rush_long,0,,,,,
player,201512200nwe,oti,SankBi00,targets,3,,,,,
player,201512200nwe,oti,SankBi00,rec,3,,,,,
player,201512200nwe,oti,SankBi00,rec_yds,23,,,,,
player,201512200nwe,oti,SankBi00,rec_td,0,,,,,
player,201512200nwe,oti,SankBi00,rec_long,15,,,,,
player,201512200nwe,oti,SankBi00,fumbles,0,,,,,
player,201512200nwe,oti,SankBi00,fumbles_lost,0,,,,,
player,201512200nwe,oti,FasaAn00,pass_cmp,0,,,,,
player,201512200nwe,oti,FasaAn00,pass_att,0,,,,,
player,201512200nwe,oti,FasaAn00,pass_yds,0,,,,,
player,201512200nwe,oti,FasaAn00,pass_td,0,,,,,
player,201512200nwe,oti,FasaAn00,pass_int,0,,,,,
player,201512200nwe,oti,FasaAn00,pass_sacked,0,,,,,
player,201512200nwe,oti,FasaAn00,pass_sacked_yds,0,,,,,
player,201512200nwe,oti,FasaAn00,pass_long,0,,,,,
player,201512200nwe,oti,FasaAn00,pass_rating,,,,,,
player,201512200nwe,oti,FasaAn00,rush_att,0,,,,,
player,201512200nwe,oti,FasaAn00,rush_yds,0,,,,,
player,201512200nwe,oti,FasaAn00,rush_td,0,,,,,
player,201512200nwe,oti,FasaAn00,rush_long,0,,,,,
player,201512200nwe,oti,FasaAn00,targets,4,,,,,
player,201512200nwe,oti,FasaAn00,rec,3,,,,,
player,201512200nwe,oti,FasaAn00,rec_yds,21,,,,,
player,201512200nwe,oti,FasaAn00,rec_td,0,,,,,
player,201512200nwe,oti,FasaAn00,rec_long,8,,,,,
player,201512200nwe,oti,FasaAn00,fumbles,0,,,,,
player,201512200nwe,oti,FasaAn00,fumbles_lost,0,,,,,
player,201512200nwe,oti,DougHa00,pass_cmp,0,,,,,
player,201512200nwe,oti,DougHa00,pass_att,0,,,,,
player,201512200nwe,oti,DougHa00,pass_yds,0,,,,,
player,201512200nwe,oti,DougHa00,pass_td,0,,,,,
player,201512200nwe,oti,DougHa00,pass_int,0,,,,,
player,201512200nwe,oti,DougHa00,pass_sacked,0,,,,,
player,201512200nwe,oti,DougHa00,pass_sacked_yds,0,,,,,
player,201512200nwe,oti,DougHa00,pass_long,0,,,,,
player,201512200nwe,oti,DougHa00,pass_rating,,,,,,
player,201512200nwe,oti,DougHa00,rush_att,0,,,,,
player,201512200nwe,oti,DougHa00,rush_yds,0,,,,,
player,201512200nwe,oti,DougHa00,rush_td,0,,,,,
player,201512200nwe,oti,DougHa00,rush_long,0,,,,,
player,201512200nwe,oti,DougHa00,targets,4,,,,,
player,201512200nwe,oti,DougHa00,rec,2,,,,,
player,201512200nwe,oti,DougHa00,rec_yds,15,,,,,
player,201512200nwe,oti,DougHa00,rec_td,0,,,,,
player,201512200nwe,oti,DougHa00,rec_long,10,,,,,
player,201512200nwe,oti,DougHa00,fumbles,0,,,,,
player,201512200nwe,oti,DougHa00,fumbles_lost,0,,,,,
player,201512200nwe,oti,FowlJa00,pass_cmp,0,,,,,
player,201512200nwe,oti,FowlJa00,pass_att,0,,,,,
player,201512200nwe,oti,FowlJa00,pass_yds,0,,,,,
player,201512200nwe,oti,FowlJa00,pass_td,0,,,,,
player,201512200nwe,oti,FowlJa00,pass_int,0,,,,,
player,201512200nwe,oti,FowlJa00,pass_sacked,0,,,,,
player,201512200nwe,oti,FowlJa00,pass_sacked_yds,0,,,,,
player,201512200nwe,oti,FowlJa00,pass_long,0,,,,,
player,201512200nwe,oti,FowlJa00,pass_rating,,,,,,
player,201512200nwe,oti,FowlJa00,rush_att,1,,,,,
player,201512200nwe,oti,FowlJa00,rush_yds,0,,,,,
player,201512200nwe,oti,FowlJa00,rush_td,0,,,,,
player,201512200nwe,oti,FowlJa00,rush_long,0,,,,,
player,201512200nwe,oti,FowlJa00,targets,1,,,,,
player,201512200nwe,oti,FowlJa00,rec,1,,,,,
player,201512200nwe,oti,FowlJa00,rec_yds,8,,,,,
player,201512200nwe,oti,FowlJa00,rec_td,0,,,,,
player,201512200nwe,oti,FowlJa00,rec_long,8,,,,,
player,201512200nwe,oti,FowlJa00,fumbles,0,,,,,
player,201512200nwe,oti,FowlJa00,fumbles_lost,0,,,,,
player,201512200nwe,oti,StevCr00,pass_cmp,0,,,,,
player,201512200nwe,oti,StevCr00,pass_att,0,,,,,
player,201512200nwe,oti,StevCr00,pass_yds,0,,,,,
player,201512200nwe,oti,StevCr00,pass_td,0,,,,,
player,201512200nwe,oti,StevCr00,pass_int,0,,,,,
player,201512200nwe,oti,StevCr00,pass_sacked,0,,,,,
player,201512200nwe,oti,StevCr00,pass_sacked_yds,0,,,,,
player,201512200nwe,oti,StevCr00,pass_long,0,,,,,
player,201512200nwe,oti,StevCr00,pass_rating,,,,,,
player,201512200nwe,oti,StevCr00,rush_att,0,,,,,
player,201512200nwe,oti,StevCr00,rush_yds,0,,,,,
player,201512200nwe,oti,StevCr00,rush_td,0,,,,,
player,201512200nwe,oti,StevCr00,rush_long,0,,,,,
player,201512200nwe,oti,StevCr00,targets,1,,,,,
player,201512200nwe,oti,StevCr00,rec,1,,,,,
player,201512200nwe,oti,StevCr00,rec_yds,5,,,,,
player,201512200nwe,oti,StevCr00,rec_td,0,,,,,
player,201512200nwe,oti,StevCr00,rec_long,5,,,,,
player,201512200nwe,oti,StevCr00,fumbles,0,,,,,
player,201512200nwe,oti,StevCr00,fumbles_lost,0,,,,,
player,201512200nwe,nwe,BradTo00,pass_cmp,23,,,,,
player,201512200nwe,nwe,BradTo00,pass_att,35,,,,,
player,201512200nwe,nwe,BradTo00,pass_yds,267,,,,,
player,201512200nwe,nwe,BradTo00,pass_td,2,,,,,
player,201512200nwe,nwe,BradTo00,pass_int,0,,,,,
player,201512200nwe,nwe,BradTo00,pass_sacked,2,,,,,
player,201512200nwe,nwe,BradTo00,pass_sacked_yds,14,,,,,
player,201512200nwe,nwe,BradTo00,pass_long,31,,,,,
player,201512200nwe,nwe,BradTo00,pass_rating,107.7,,,,,
player,201512200nwe,nwe,BradTo00,rush_att,0,,,,,
player,201512200nwe,nwe,BradTo00,rush_yds,0,,,,,
player,201512200nwe,nwe,BradTo00,rush_td,0,,,,,
player,201512200nwe,nwe,BradTo00,rush_long,0,,,,,
player,201512200nwe,nwe,BradTo00,targets,0,,,,,
player,201512200nwe,nwe,BradTo00,rec,0,,,,,
player,201512200nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201512200nwe,nwe,BradTo00,rec_td,0,,,,,
player,201512200nwe,nwe,BradTo00,rec_long,0,,,,,
player,201512200nwe,nwe,BradTo00,fumbles,0,,,,,
player,201512200nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201512200nwe,nwe,IoseJo00,pass_cmp,0,,,,,
player,201512200nwe,nwe,IoseJo00,pass_att,0,,,,,
player,201512200nwe,nwe,IoseJo00,pass_yds,0,,,,,
player,201512200nwe,nwe,IoseJo00,pass_td,0,,,,,
player,201512200nwe,nwe,IoseJo00,pass_int,0,,,,,
player,201512200nwe,nwe,IoseJo00,pass_sacked,0,,,,,
player,201512200nwe,nwe,IoseJo00,pass_sacked_yds,0,,,,,
player,201512200nwe,nwe,IoseJo00,pass_long,0,,,,,
player,201512200nwe,nwe,IoseJo00,pass_rating,,,,,,
player,201512200nwe,nwe,IoseJo00,rush_att,14,,,,,
player,201512200nwe,nwe,IoseJo00,rush_yds,51,,,,,
player,201512200nwe,nwe,IoseJo00,rush_td,0,,,,,
player,201512200nwe,nwe,IoseJo00,rush_long,15,,,,,
player,201512200nwe,nwe,IoseJo00,targets,0,,,,,
player,201512200nwe,nwe,IoseJo00,rec,0,,,,,
player,201512200nwe,nwe,IoseJo00,rec_yds,0,,,,,
player,201512200nwe,nwe,IoseJo00,rec_td,0,,,,,
player,201512200nwe,nwe,IoseJo00,rec_long,0,,,,,
player,201512200nwe,nwe,IoseJo00,fumbles,0,,,,,
player,201512200nwe,nwe,IoseJo00,fumbles_lost,0,,,,,
player,201512200nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201512200nwe,nwe,BoldBr00,pass_att,0,,,,,
player,201512200nwe,nwe,BoldBr00,pass_yds,0,,,,,
player,201512200nwe,nwe,BoldBr00,pass_td,0,,,,,
player,201512200nwe,nwe,BoldBr00,pass_int,0,,,,,
player,201512200nwe,nwe,BoldBr00,pass_sacked,0,,,,,
player,201512200nwe,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201512200nwe,nwe,BoldBr00,pass_long,0,,,,,
player,201512200nwe,nwe,BoldBr00,pass_rating,,,,,,
player,201512200nwe,nwe,BoldBr00,rush_att,10,,,,,
player,201512200nwe,nwe,BoldBr00,rush_yds,36,,,,,
player,201512200nwe,nwe,BoldBr00,rush_td,0,,,,,
player,201512200nwe,nwe,BoldBr00,rush_long,10,,,,,
player,201512200nwe,nwe,BoldBr00,targets,3,,,,,
player,201512200nwe,nwe,BoldBr00,rec,2,,,,,
player,201512200nwe,nwe,BoldBr00,rec_yds,18,,,,,
player,201512200nwe,nwe,BoldBr00,rec_td,0,,,,,
player,201512200nwe,nwe,BoldBr00,rec_long,12,,,,,
player,201512200nwe,nwe,BoldBr00,fumbles,0,,,,,
player,201512200nwe,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201512200nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201512200nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201512200nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201512200nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201512200nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201512200nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201512200nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201512200nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201512200nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201512200nwe,nwe,WhitJa02,rush_att,1,,,,,
player,201512200nwe,nwe,WhitJa02,rush_yds,6,,,,,
player,201512200nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201512200nwe,nwe,WhitJa02,rush_long,6,,,,,
player,201512200nwe,nwe,WhitJa02,targets,8,,,,,
player,201512200nwe,nwe,WhitJa02,rec,7,,,,,
player,201512200nwe,nwe,WhitJa02,rec_yds,71,,,,,
player,201512200nwe,nwe,WhitJa02,rec_td,1,,,,,
player,201512200nwe,nwe,WhitJa02,rec_long,30,,,,,
player,201512200nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201512200nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201512200nwe,nwe,LaFeBr00,pass_cmp,0,,,,,
player,201512200nwe,nwe,LaFeBr00,pass_att,0,,,,,
player,201512200nwe,nwe,LaFeBr00,pass_yds,0,,,,,
player,201512200nwe,nwe,LaFeBr00,pass_td,0,,,,,
player,201512200nwe,nwe,LaFeBr00,pass_int,0,,,,,
player,201512200nwe,nwe,LaFeBr00,pass_sacked,0,,,,,
player,201512200nwe,nwe,LaFeBr00,pass_sacked_yds,0,,,,,
player,201512200nwe,nwe,LaFeBr00,pass_long,0,,,,,
player,201512200nwe,nwe,LaFeBr00,pass_rating,,,,,,
player,201512200nwe,nwe,LaFeBr00,rush_att,1,,,,,
player,201512200nwe,nwe,LaFeBr00,rush_yds,0,,,,,
player,201512200nwe,nwe,LaFeBr00,rush_td,0,,,,,
player,201512200nwe,nwe,LaFeBr00,rush_long,0,,,,,
player,201512200nwe,nwe,LaFeBr00,targets,5,,,,,
player,201512200nwe,nwe,LaFeBr00,rec,4,,,,,
player,201512200nwe,nwe,LaFeBr00,rec_yds,88,,,,,
player,201512200nwe,nwe,LaFeBr00,rec_td,0,,,,,
player,201512200nwe,nwe,LaFeBr00,rec_long,31,,,,,
player,201512200nwe,nwe,LaFeBr00,fumbles,0,,,,,
player,201512200nwe,nwe,LaFeBr00,fumbles_lost,0,,,,,
player,201512200nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201512200nwe,nwe,GronRo00,pass_att,0,,,,,
player,201512200nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201512200nwe,nwe,GronRo00,pass_td,0,,,,,
player,201512200nwe,nwe,GronRo00,pass_int,0,,,,,
player,201512200nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201512200nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201512200nwe,nwe,GronRo00,pass_long,0,,,,,
player,201512200nwe,nwe,GronRo00,pass_rating,,,,,,
player,201512200nwe,nwe,GronRo00,rush_att,0,,,,,
player,201512200nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201512200nwe,nwe,GronRo00,rush_td,0,,,,,
player,201512200nwe,nwe,GronRo00,rush_long,0,,,,,
player,201512200nwe,nwe,GronRo00,targets,11,,,,,
player,201512200nwe,nwe,GronRo00,rec,5,,,,,
player,201512200nwe,nwe,GronRo00,rec_yds,54,,,,,
player,201512200nwe,nwe,GronRo00,rec_td,1,,,,,
player,201512200nwe,nwe,GronRo00,rec_long,15,,,,,
player,201512200nwe,nwe,GronRo00,fumbles,0,,,,,
player,201512200nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201512200nwe,nwe,MartKe01,pass_cmp,0,,,,,
player,201512200nwe,nwe,MartKe01,pass_att,0,,,,,
player,201512200nwe,nwe,MartKe01,pass_yds,0,,,,,
player,201512200nwe,nwe,MartKe01,pass_td,0,,,,,
player,201512200nwe,nwe,MartKe01,pass_int,0,,,,,
player,201512200nwe,nwe,MartKe01,pass_sacked,0,,,,,
player,201512200nwe,nwe,MartKe01,pass_sacked_yds,0,,,,,
player,201512200nwe,nwe,MartKe01,pass_long,0,,,,,
player,201512200nwe,nwe,MartKe01,pass_rating,,,,,,
player,201512200nwe,nwe,MartKe01,rush_att,0,,,,,
player,201512200nwe,nwe,MartKe01,rush_yds,0,,,,,
player,201512200nwe,nwe,MartKe01,rush_td,0,,,,,
player,201512200nwe,nwe,MartKe01,rush_long,0,,,,,
player,201512200nwe,nwe,MartKe01,targets,4,,,,,
player,201512200nwe,nwe,MartKe01,rec,3,,,,,
player,201512200nwe,nwe,MartKe01,rec_yds,26,,,,,
player,201512200nwe,nwe,MartKe01,rec_td,0,,,,,
player,201512200nwe,nwe,MartKe01,rec_long,11,,,,,
player,201512200nwe,nwe,MartKe01,fumbles,0,,,,,
player,201512200nwe,nwe,MartKe01,fumbles_lost,0,,,,,
player,201512200nwe,nwe,WillMi06,pass_cmp,0,,,,,
player,201512200nwe,nwe,WillMi06,pass_att,0,,,,,
player,201512200nwe,nwe,WillMi06,pass_yds,0,,,,,
player,201512200nwe,nwe,WillMi06,pass_td,0,,,,,
player,201512200nwe,nwe,WillMi06,pass_int,0,,,,,
player,201512200nwe,nwe,WillMi06,pass_sacked,0,,,,,
player,201512200nwe,nwe,WillMi06,pass_sacked_yds,0,,,,,
player,201512200nwe,nwe,WillMi06,pass_long,0,,,,,
player,201512200nwe,nwe,WillMi06,pass_rating,,,,,,
player,201512200nwe,nwe,WillMi06,rush_att,0,,,,,
player,201512200nwe,nwe,WillMi06,rush_yds,0,,,,,
player,201512200nwe,nwe,WillMi06,rush_td,0,,,,,
player,201512200nwe,nwe,WillMi06,rush_long,0,,,,,
player,201512200nwe,nwe,WillMi06,targets,1,,,,,
player,201512200nwe,nwe,WillMi06,rec,1,,,,,
player,201512200nwe,nwe,WillMi06,rec_yds,7,,,,,
player,201512200nwe,nwe,WillMi06,rec_td,0,,,,,
player,201512200nwe,nwe,WillMi06,rec_long,7,,,,,
player,201512200nwe,nwe,WillMi06,fumbles,0,,,,,
player,201512200nwe,nwe,WillMi06,fumbles_lost,0,,,,,
player,201512200nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201512200nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201512200nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201512200nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201512200nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201512200nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201512200nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201512200nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201512200nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201512200nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201512200nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201512200nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201512200nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201512200nwe,nwe,AmenDa00,targets,2,,,,,
player,201512200nwe,nwe,AmenDa00,rec,1,,,,,
player,201512200nwe,nwe,AmenDa00,rec_yds,3,,,,,
player,201512200nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201512200nwe,nwe,AmenDa00,rec_long,3,,,,,
player,201512200nwe,nwe,AmenDa00,fumbles,1,,,,,
player,201512200nwe,nwe,AmenDa00,fumbles_lost,1,,,,,
player,201512200nwe,oti,CaseJu00,def_int,0,,,,,
player,201512200nwe,oti,CaseJu00,def_int_yds,0,,,,,
player,201512200nwe,oti,CaseJu00,def_int_td,0,,,,,
player,201512200nwe,oti,CaseJu00,def_int_long,0,,,,,
player,201512200nwe,oti,CaseJu00,pass_defended,0,,,,,
player,201512200nwe,oti,CaseJu00,sacks,1.0,,,,,
player,201512200nwe,oti,CaseJu00,tackles_combined,3,,,,,
player,201512200nwe,oti,CaseJu00,tackles_solo,2,,,,,
player,201512200nwe,oti,CaseJu00,tackles_assists,1,,,,,
player,201512200nwe,oti,CaseJu00,tackles_loss,2,,,,,
player,201512200nwe,oti,CaseJu00,qb_hits,1,,,,,
player,201512200nwe,oti,CaseJu00,fumbles_rec,0,,,,,
player,201512200nwe,oti,CaseJu00,fumbles_rec_yds,0,,,,,
player,201512200nwe,oti,CaseJu00,fumbles_rec_td,0,,,,,
