game,2015,8,20151101,201511010kan,det,"Detroit Lions",10,kan,"Kansas City Chiefs",45
player,201511010kan,kan,BerrEr99,fumbles_rec_td,0,,,,,
player,201511010kan,kan,BerrEr99,fumbles_forced,0,,,,,
player,201511010kan,kan,PeteMa00,def_int,0,,,,,
player,201511010kan,kan,PeteMa00,def_int_yds,0,,,,,
player,201511010kan,kan,PeteMa00,def_int_td,0,,,,,
player,201511010kan,kan,PeteMa00,def_int_long,0,,,,,
player,201511010kan,kan,PeteMa00,pass_defended,1,,,,,
player,201511010kan,kan,PeteMa00,sacks,0.0,,,,,
player,201511010kan,kan,PeteMa00,tackles_combined,3,,,,,
player,201511010kan,kan,PeteMa00,tackles_solo,3,,,,,
player,201511010kan,kan,PeteMa00,tackles_assists,0,,,,,
player,201511010kan,kan,PeteMa00,tackles_loss,0,,,,,
player,201511010kan,kan,PeteMa00,qb_hits,0,,,,,
player,201511010kan,kan,PeteMa00,fumbles_rec,0,,,,,
player,201511010kan,kan,PeteMa00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,PeteMa00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,PeteMa00,fumbles_forced,0,,,,,
player,201511010kan,kan,FordDe00,def_int,0,,,,,
player,201511010kan,kan,FordDe00,def_int_yds,0,,,,,
player,201511010kan,kan,FordDe00,def_int_td,0,,,,,
player,201511010kan,kan,FordDe00,def_int_long,0,,,,,
player,201511010kan,kan,FordDe00,pass_defended,1,,,,,
player,201511010kan,kan,FordDe00,sacks,0.0,,,,,
player,201511010kan,kan,FordDe00,tackles_combined,2,,,,,
player,201511010kan,kan,FordDe00,tackles_solo,2,,,,,
player,201511010kan,kan,FordDe00,tackles_assists,0,,,,,
player,201511010kan,kan,FordDe00,tackles_loss,0,,,,,
player,201511010kan,kan,FordDe00,qb_hits,0,,,,,
player,201511010kan,kan,FordDe00,fumbles_rec,0,,,,,
player,201511010kan,kan,FordDe00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,FordDe00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,FordDe00,fumbles_forced,0,,,,,
player,201511010kan,kan,HowaJa00,def_int,0,,,,,
player,201511010kan,kan,HowaJa00,def_int_yds,0,,,,,
player,201511010kan,kan,HowaJa00,def_int_td,0,,,,,
player,201511010kan,kan,HowaJa00,def_int_long,0,,,,,
player,201511010kan,kan,HowaJa00,pass_defended,0,,,,,
player,201511010kan,kan,HowaJa00,sacks,0.0,,,,,
player,201511010kan,kan,HowaJa00,tackles_combined,2,,,,,
player,201511010kan,kan,HowaJa00,tackles_solo,1,,,,,
player,201511010kan,kan,HowaJa00,tackles_assists,1,,,,,
player,201511010kan,kan,HowaJa00,tackles_loss,0,,,,,
player,201511010kan,kan,HowaJa00,qb_hits,0,,,,,
player,201511010kan,kan,HowaJa00,fumbles_rec,0,,,,,
player,201511010kan,kan,HowaJa00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,HowaJa00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,HowaJa00,fumbles_forced,0,,,,,
player,201511010kan,kan,NuneRa00,def_int,0,,,,,
player,201511010kan,kan,NuneRa00,def_int_yds,0,,,,,
player,201511010kan,kan,NuneRa00,def_int_td,0,,,,,
player,201511010kan,kan,NuneRa00,def_int_long,0,,,,,
player,201511010kan,kan,NuneRa00,pass_defended,0,,,,,
player,201511010kan,kan,NuneRa00,sacks,0.0,,,,,
player,201511010kan,kan,NuneRa00,tackles_combined,2,,,,,
player,201511010kan,kan,NuneRa00,tackles_solo,2,,,,,
player,201511010kan,kan,NuneRa00,tackles_assists,0,,,,,
player,201511010kan,kan,NuneRa00,tackles_loss,0,,,,,
player,201511010kan,kan,NuneRa00,qb_hits,0,,,,,
player,201511010kan,kan,NuneRa00,fumbles_rec,0,,,,,
player,201511010kan,kan,NuneRa00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,NuneRa00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,NuneRa00,fumbles_forced,0,,,,,
player,201511010kan,kan,AlexD.00,def_int,0,,,,,
player,201511010kan,kan,AlexD.00,def_int_yds,0,,,,,
player,201511010kan,kan,AlexD.00,def_int_td,0,,,,,
player,201511010kan,kan,AlexD.00,def_int_long,0,,,,,
player,201511010kan,kan,AlexD.00,pass_defended,0,,,,,
player,201511010kan,kan,AlexD.00,sacks,0.0,,,,,
player,201511010kan,kan,AlexD.00,tackles_combined,1,,,,,
player,201511010kan,kan,AlexD.00,tackles_solo,1,,,,,
player,201511010kan,kan,AlexD.00,tackles_assists,0,,,,,
player,201511010kan,kan,AlexD.00,tackles_loss,0,,,,,
player,201511010kan,kan,AlexD.00,qb_hits,0,,,,,
player,201511010kan,kan,AlexD.00,fumbles_rec,0,,,,,
player,201511010kan,kan,AlexD.00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,AlexD.00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,AlexD.00,fumbles_forced,0,,,,,
player,201511010kan,kan,BailAl00,def_int,0,,,,,
player,201511010kan,kan,BailAl00,def_int_yds,0,,,,,
player,201511010kan,kan,BailAl00,def_int_td,0,,,,,
player,201511010kan,kan,BailAl00,def_int_long,0,,,,,
player,201511010kan,kan,BailAl00,pass_defended,0,,,,,
player,201511010kan,kan,BailAl00,sacks,0.0,,,,,
player,201511010kan,kan,BailAl00,tackles_combined,1,,,,,
player,201511010kan,kan,BailAl00,tackles_solo,1,,,,,
player,201511010kan,kan,BailAl00,tackles_assists,0,,,,,
player,201511010kan,kan,BailAl00,tackles_loss,0,,,,,
player,201511010kan,kan,BailAl00,qb_hits,0,,,,,
player,201511010kan,kan,BailAl00,fumbles_rec,0,,,,,
player,201511010kan,kan,BailAl00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,BailAl00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,BailAl00,fumbles_forced,0,,,,,
player,201511010kan,kan,HarrDe03,def_int,0,,,,,
player,201511010kan,kan,HarrDe03,def_int_yds,0,,,,,
player,201511010kan,kan,HarrDe03,def_int_td,0,,,,,
player,201511010kan,kan,HarrDe03,def_int_long,0,,,,,
player,201511010kan,kan,HarrDe03,pass_defended,0,,,,,
player,201511010kan,kan,HarrDe03,sacks,0.0,,,,,
player,201511010kan,kan,HarrDe03,tackles_combined,1,,,,,
player,201511010kan,kan,HarrDe03,tackles_solo,0,,,,,
player,201511010kan,kan,HarrDe03,tackles_assists,1,,,,,
player,201511010kan,kan,HarrDe03,tackles_loss,0,,,,,
player,201511010kan,kan,HarrDe03,qb_hits,0,,,,,
player,201511010kan,kan,HarrDe03,fumbles_rec,0,,,,,
player,201511010kan,kan,HarrDe03,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,HarrDe03,fumbles_rec_td,0,,,,,
player,201511010kan,kan,HarrDe03,fumbles_forced,0,,,,,
player,201511010kan,kan,MaugJo00,def_int,0,,,,,
player,201511010kan,kan,MaugJo00,def_int_yds,0,,,,,
player,201511010kan,kan,MaugJo00,def_int_td,0,,,,,
player,201511010kan,kan,MaugJo00,def_int_long,0,,,,,
player,201511010kan,kan,MaugJo00,pass_defended,0,,,,,
player,201511010kan,kan,MaugJo00,sacks,0.0,,,,,
player,201511010kan,kan,MaugJo00,tackles_combined,1,,,,,
player,201511010kan,kan,MaugJo00,tackles_solo,1,,,,,
player,201511010kan,kan,MaugJo00,tackles_assists,0,,,,,
player,201511010kan,kan,MaugJo00,tackles_loss,0,,,,,
player,201511010kan,kan,MaugJo00,qb_hits,0,,,,,
player,201511010kan,kan,MaugJo00,fumbles_rec,0,,,,,
player,201511010kan,kan,MaugJo00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,MaugJo00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,MaugJo00,fumbles_forced,0,,,,,
player,201511010kan,kan,SherAn00,def_int,0,,,,,
player,201511010kan,kan,SherAn00,def_int_yds,0,,,,,
player,201511010kan,kan,SherAn00,def_int_td,0,,,,,
player,201511010kan,kan,SherAn00,def_int_long,0,,,,,
player,201511010kan,kan,SherAn00,pass_defended,0,,,,,
player,201511010kan,kan,SherAn00,sacks,0.0,,,,,
player,201511010kan,kan,SherAn00,tackles_combined,1,,,,,
player,201511010kan,kan,SherAn00,tackles_solo,1,,,,,
player,201511010kan,kan,SherAn00,tackles_assists,0,,,,,
player,201511010kan,kan,SherAn00,tackles_loss,0,,,,,
player,201511010kan,kan,SherAn00,qb_hits,0,,,,,
player,201511010kan,kan,SherAn00,fumbles_rec,0,,,,,
player,201511010kan,kan,SherAn00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,SherAn00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,SherAn00,fumbles_forced,0,,,,,
player,201511010kan,kan,SoreDa01,def_int,0,,,,,
player,201511010kan,kan,SoreDa01,def_int_yds,0,,,,,
player,201511010kan,kan,SoreDa01,def_int_td,0,,,,,
player,201511010kan,kan,SoreDa01,def_int_long,0,,,,,
player,201511010kan,kan,SoreDa01,pass_defended,0,,,,,
player,201511010kan,kan,SoreDa01,sacks,0.0,,,,,
player,201511010kan,kan,SoreDa01,tackles_combined,1,,,,,
player,201511010kan,kan,SoreDa01,tackles_solo,1,,,,,
player,201511010kan,kan,SoreDa01,tackles_assists,0,,,,,
player,201511010kan,kan,SoreDa01,tackles_loss,0,,,,,
player,201511010kan,kan,SoreDa01,qb_hits,0,,,,,
player,201511010kan,kan,SoreDa01,fumbles_rec,0,,,,,
player,201511010kan,kan,SoreDa01,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,SoreDa01,fumbles_rec_td,0,,,,,
player,201511010kan,kan,SoreDa01,fumbles_forced,0,,,,,
player,201511010kan,kan,WareSp00,def_int,0,,,,,
player,201511010kan,kan,WareSp00,def_int_yds,0,,,,,
player,201511010kan,kan,WareSp00,def_int_td,0,,,,,
player,201511010kan,kan,WareSp00,def_int_long,0,,,,,
player,201511010kan,kan,WareSp00,pass_defended,0,,,,,
player,201511010kan,kan,WareSp00,sacks,0.0,,,,,
player,201511010kan,kan,WareSp00,tackles_combined,1,,,,,
player,201511010kan,kan,WareSp00,tackles_solo,1,,,,,
player,201511010kan,kan,WareSp00,tackles_assists,0,,,,,
player,201511010kan,kan,WareSp00,tackles_loss,0,,,,,
player,201511010kan,kan,WareSp00,qb_hits,0,,,,,
player,201511010kan,kan,WareSp00,fumbles_rec,0,,,,,
player,201511010kan,kan,WareSp00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,WareSp00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,WareSp00,fumbles_forced,0,,,,,
player,201511010kan,kan,ZombFr00,def_int,0,,,,,
player,201511010kan,kan,ZombFr00,def_int_yds,0,,,,,
player,201511010kan,kan,ZombFr00,def_int_td,0,,,,,
player,201511010kan,kan,ZombFr00,def_int_long,0,,,,,
player,201511010kan,kan,ZombFr00,pass_defended,0,,,,,
player,201511010kan,kan,ZombFr00,sacks,0.0,,,,,
player,201511010kan,kan,ZombFr00,tackles_combined,1,,,,,
player,201511010kan,kan,ZombFr00,tackles_solo,1,,,,,
player,201511010kan,kan,ZombFr00,tackles_assists,0,,,,,
player,201511010kan,kan,ZombFr00,tackles_loss,0,,,,,
player,201511010kan,kan,ZombFr00,qb_hits,0,,,,,
player,201511010kan,kan,ZombFr00,fumbles_rec,0,,,,,
player,201511010kan,kan,ZombFr00,fumbles_rec_yds,0,,,,,
player,201511010kan,kan,ZombFr00,fumbles_rec_td,0,,,,,
player,201511010kan,kan,ZombFr00,fumbles_forced,0,,,,,
player,201511010kan,det,TateGo00,kick_ret,0,,,,,
player,201511010kan,det,TateGo00,kick_ret_yds,0,,,,,
player,201511010kan,det,TateGo00,kick_ret_yds_per_ret,,,,,,
player,201511010kan,det,TateGo00,kick_ret_td,0,,,,,
player,201511010kan,det,TateGo00,kick_ret_long,0,,,,,
player,201511010kan,det,TateGo00,punt_ret,1,,,,,
player,201511010kan,det,TateGo00,punt_ret_yds,2,,,,,
player,201511010kan,det,TateGo00,punt_ret_yds_per_ret,2.0,,,,,
player,201511010kan,det,TateGo00,punt_ret_td,0,,,,,
player,201511010kan,det,TateGo00,punt_ret_long,2,,,,,
player,201511010kan,det,AbduAm00,kick_ret,6,,,,,
player,201511010kan,det,AbduAm00,kick_ret_yds,151,,,,,
player,201511010kan,det,AbduAm00,kick_ret_yds_per_ret,25.2,,,,,
player,201511010kan,det,AbduAm00,kick_ret_td,0,,,,,
player,201511010kan,det,AbduAm00,kick_ret_long,32,,,,,
player,201511010kan,det,AbduAm00,punt_ret,0,,,,,
player,201511010kan,det,AbduAm00,punt_ret_yds,0,,,,,
player,201511010kan,det,AbduAm00,punt_ret_yds_per_ret,,,,,,
player,201511010kan,det,AbduAm00,punt_ret_td,0,,,,,
player,201511010kan,det,AbduAm00,punt_ret_long,0,,,,,
player,201511010kan,kan,ThomDe05,kick_ret,1,,,,,
player,201511010kan,kan,ThomDe05,kick_ret_yds,27,,,,,
player,201511010kan,kan,ThomDe05,kick_ret_yds_per_ret,27.0,,,,,
player,201511010kan,kan,ThomDe05,kick_ret_td,0,,,,,
player,201511010kan,kan,ThomDe05,kick_ret_long,27,,,,,
player,201511010kan,kan,ThomDe05,punt_ret,6,,,,,
player,201511010kan,kan,ThomDe05,punt_ret_yds,41,,,,,
player,201511010kan,kan,ThomDe05,punt_ret_yds_per_ret,6.8,,,,,
player,201511010kan,kan,ThomDe05,punt_ret_td,0,,,,,
player,201511010kan,kan,ThomDe05,punt_ret_long,37,,,,,
player,201511010kan,kan,DaviKn00,kick_ret,1,,,,,
player,201511010kan,kan,DaviKn00,kick_ret_yds,50,,,,,
player,201511010kan,kan,DaviKn00,kick_ret_yds_per_ret,50.0,,,,,
player,201511010kan,kan,DaviKn00,kick_ret_td,0,,,,,
player,201511010kan,kan,DaviKn00,kick_ret_long,50,,,,,
player,201511010kan,kan,DaviKn00,punt_ret,0,,,,,
player,201511010kan,kan,DaviKn00,punt_ret_yds,0,,,,,
player,201511010kan,kan,DaviKn00,punt_ret_yds_per_ret,,,,,,
player,201511010kan,kan,DaviKn00,punt_ret_td,0,,,,,
player,201511010kan,kan,DaviKn00,punt_ret_long,0,,,,,
player,201511010kan,det,PratMa20,xpm,1,,,,,
player,201511010kan,det,PratMa20,xpa,1,,,,,
player,201511010kan,det,PratMa20,fgm,1,,,,,
player,201511010kan,det,PratMa20,fga,1,,,,,
player,201511010kan,det,PratMa20,punt,0,,,,,
player,201511010kan,det,PratMa20,punt_yds,0,,,,,
player,201511010kan,det,PratMa20,punt_yds_per_punt,,,,,,
player,201511010kan,det,PratMa20,punt_long,0,,,,,
player,201511010kan,det,MartSa01,xpm,,,,,,
player,201511010kan,det,MartSa01,xpa,,,,,,
player,201511010kan,det,MartSa01,fgm,,,,,,
player,201511010kan,det,MartSa01,fga,,,,,,
player,201511010kan,det,MartSa01,punt,6,,,,,
player,201511010kan,det,MartSa01,punt_yds,282,,,,,
player,201511010kan,det,MartSa01,punt_yds_per_punt,47.0,,,,,
player,201511010kan,det,MartSa01,punt_long,53,,,,,
player,201511010kan,kan,SantCa01,xpm,6,,,,,
player,201511010kan,kan,SantCa01,xpa,6,,,,,
player,201511010kan,kan,SantCa01,fgm,1,,,,,
player,201511010kan,kan,SantCa01,fga,1,,,,,
player,201511010kan,kan,SantCa01,punt,0,,,,,
player,201511010kan,kan,SantCa01,punt_yds,0,,,,,
player,201511010kan,kan,SantCa01,punt_yds_per_punt,,,,,,
player,201511010kan,kan,SantCa01,punt_long,0,,,,,
player,201511010kan,kan,ColqDu20,xpm,,,,,,
player,201511010kan,kan,ColqDu20,xpa,,,,,,
player,201511010kan,kan,ColqDu20,fgm,,,,,,
player,201511010kan,kan,ColqDu20,fga,,,,,,
player,201511010kan,kan,ColqDu20,punt,4,,,,,
player,201511010kan,kan,ColqDu20,punt_yds,164,,,,,
player,201511010kan,kan,ColqDu20,punt_yds_per_punt,41.0,,,,,
player,201511010kan,kan,ColqDu20,punt_long,46,,,,,
player,201511010kan,kan,DuveLa00,pos,G,,,,,
player,201511010kan,kan,DuveLa00,offense,65,,,,,
player,201511010kan,kan,DuveLa00,off_pct,100%,,,,,
player,201511010kan,kan,DuveLa00,defense,0,,,,,
player,201511010kan,kan,DuveLa00,def_pct,0%,,,,,
player,201511010kan,kan,DuveLa00,special_teams,7,,,,,
player,201511010kan,kan,DuveLa00,st_pct,23%,,,,,
player,201511010kan,kan,AlleJe01,pos,G,,,,,
player,201511010kan,kan,AlleJe01,offense,65,,,,,
player,201511010kan,kan,AlleJe01,off_pct,100%,,,,,
player,201511010kan,kan,AlleJe01,defense,0,,,,,
player,201511010kan,kan,AlleJe01,def_pct,0%,,,,,
player,201511010kan,kan,AlleJe01,special_teams,7,,,,,
player,201511010kan,kan,AlleJe01,st_pct,23%,,,,,
player,201511010kan,kan,ReidJa00,pos,T,,,,,
player,201511010kan,kan,ReidJa00,offense,65,,,,,
player,201511010kan,kan,ReidJa00,off_pct,100%,,,,,
player,201511010kan,kan,ReidJa00,defense,0,,,,,
player,201511010kan,kan,ReidJa00,def_pct,0%,,,,,
player,201511010kan,kan,ReidJa00,special_teams,7,,,,,
player,201511010kan,kan,ReidJa00,st_pct,23%,,,,,
player,201511010kan,kan,FishEr00,pos,T,,,,,
player,201511010kan,kan,FishEr00,offense,65,,,,,
player,201511010kan,kan,FishEr00,off_pct,100%,,,,,
player,201511010kan,kan,FishEr00,defense,0,,,,,
player,201511010kan,kan,FishEr00,def_pct,0%,,,,,
player,201511010kan,kan,FishEr00,special_teams,7,,,,,
player,201511010kan,kan,FishEr00,st_pct,23%,,,,,
player,201511010kan,kan,MorsMi00,pos,C,,,,,
player,201511010kan,kan,MorsMi00,offense,65,,,,,
player,201511010kan,kan,MorsMi00,off_pct,100%,,,,,
player,201511010kan,kan,MorsMi00,defense,0,,,,,
player,201511010kan,kan,MorsMi00,def_pct,0%,,,,,
player,201511010kan,kan,MorsMi00,special_teams,0,,,,,
player,201511010kan,kan,MorsMi00,st_pct,0%,,,,,
player,201511010kan,kan,WilsAl02,pos,WR,,,,,
player,201511010kan,kan,WilsAl02,offense,60,,,,,
player,201511010kan,kan,WilsAl02,off_pct,92%,,,,,
player,201511010kan,kan,WilsAl02,defense,0,,,,,
player,201511010kan,kan,WilsAl02,def_pct,0%,,,,,
player,201511010kan,kan,WilsAl02,special_teams,0,,,,,
player,201511010kan,kan,WilsAl02,st_pct,0%,,,,,
player,201511010kan,kan,SmitAl03,pos,QB,,,,,
player,201511010kan,kan,SmitAl03,offense,57,,,,,
player,201511010kan,kan,SmitAl03,off_pct,88%,,,,,
player,201511010kan,kan,SmitAl03,defense,0,,,,,
player,201511010kan,kan,SmitAl03,def_pct,0%,,,,,
player,201511010kan,kan,SmitAl03,special_teams,0,,,,,
player,201511010kan,kan,SmitAl03,st_pct,0%,,,,,
player,201511010kan,kan,KelcTr00,pos,TE,,,,,
player,201511010kan,kan,KelcTr00,offense,55,,,,,
player,201511010kan,kan,KelcTr00,off_pct,85%,,,,,
player,201511010kan,kan,KelcTr00,defense,0,,,,,
player,201511010kan,kan,KelcTr00,def_pct,0%,,,,,
player,201511010kan,kan,KelcTr00,special_teams,6,,,,,
player,201511010kan,kan,KelcTr00,st_pct,20%,,,,,
player,201511010kan,kan,WestCh01,pos,RB,,,,,
player,201511010kan,kan,WestCh01,offense,53,,,,,
player,201511010kan,kan,WestCh01,off_pct,82%,,,,,
player,201511010kan,kan,WestCh01,defense,0,,,,,
player,201511010kan,kan,WestCh01,def_pct,0%,,,,,
player,201511010kan,kan,WestCh01,special_teams,0,,,,,
player,201511010kan,kan,WestCh01,st_pct,0%,,,,,
player,201511010kan,kan,MaclJe00,pos,WR,,,,,
player,201511010kan,kan,MaclJe00,offense,52,,,,,
player,201511010kan,kan,MaclJe00,off_pct,80%,,,,,
player,201511010kan,kan,MaclJe00,defense,0,,,,,
player,201511010kan,kan,MaclJe00,def_pct,0%,,,,,
player,201511010kan,kan,MaclJe00,special_teams,1,,,,,
player,201511010kan,kan,MaclJe00,st_pct,3%,,,,,
player,201511010kan,kan,AvanJa00,pos,WR,,,,,
player,201511010kan,kan,AvanJa00,offense,21,,,,,
player,201511010kan,kan,AvanJa00,off_pct,32%,,,,,
player,201511010kan,kan,AvanJa00,defense,0,,,,,
player,201511010kan,kan,AvanJa00,def_pct,0%,,,,,
player,201511010kan,kan,AvanJa00,special_teams,2,,,,,
player,201511010kan,kan,AvanJa00,st_pct,7%,,,,,
player,201511010kan,kan,HarrDe03,pos,TE,,,,,
player,201511010kan,kan,HarrDe03,offense,19,,,,,
player,201511010kan,kan,HarrDe03,off_pct,29%,,,,,
player,201511010kan,kan,HarrDe03,defense,0,,,,,
player,201511010kan,kan,HarrDe03,def_pct,0%,,,,,
player,201511010kan,kan,HarrDe03,special_teams,17,,,,,
player,201511010kan,kan,HarrDe03,st_pct,57%,,,,,
player,201511010kan,kan,ParkBr00,pos,TE,,,,,
player,201511010kan,kan,ParkBr00,offense,17,,,,,
player,201511010kan,kan,ParkBr00,off_pct,26%,,,,,
player,201511010kan,kan,ParkBr00,defense,0,,,,,
player,201511010kan,kan,ParkBr00,def_pct,0%,,,,,
player,201511010kan,kan,ParkBr00,special_teams,6,,,,,
player,201511010kan,kan,ParkBr00,st_pct,20%,,,,,
player,201511010kan,kan,ThomDe05,pos,WR,,,,,
player,201511010kan,kan,ThomDe05,offense,16,,,,,
player,201511010kan,kan,ThomDe05,off_pct,25%,,,,,
player,201511010kan,kan,ThomDe05,defense,0,,,,,
player,201511010kan,kan,ThomDe05,def_pct,0%,,,,,
player,201511010kan,kan,ThomDe05,special_teams,8,,,,,
player,201511010kan,kan,ThomDe05,st_pct,27%,,,,,
player,201511010kan,kan,SherAn00,pos,FB,,,,,
player,201511010kan,kan,SherAn00,offense,13,,,,,
player,201511010kan,kan,SherAn00,off_pct,20%,,,,,
player,201511010kan,kan,SherAn00,defense,0,,,,,
player,201511010kan,kan,SherAn00,def_pct,0%,,,,,
player,201511010kan,kan,SherAn00,special_teams,22,,,,,
player,201511010kan,kan,SherAn00,st_pct,73%,,,,,
player,201511010kan,kan,ConlCh00,pos,WR,,,,,
player,201511010kan,kan,ConlCh00,offense,9,,,,,
player,201511010kan,kan,ConlCh00,off_pct,14%,,,,,
player,201511010kan,kan,ConlCh00,defense,0,,,,,
player,201511010kan,kan,ConlCh00,def_pct,0%,,,,,
player,201511010kan,kan,ConlCh00,special_teams,13,,,,,
player,201511010kan,kan,ConlCh00,st_pct,43%,,,,,
player,201511010kan,kan,DaniCh00,pos,QB,,,,,
player,201511010kan,kan,DaniCh00,offense,8,,,,,
player,201511010kan,kan,DaniCh00,off_pct,12%,,,,,
player,201511010kan,kan,DaniCh00,defense,0,,,,,
player,201511010kan,kan,DaniCh00,def_pct,0%,,,,,
player,201511010kan,kan,DaniCh00,special_teams,0,,,,,
player,201511010kan,kan,DaniCh00,st_pct,0%,,,,,
player,201511010kan,kan,DaviKn00,pos,RB,,,,,
player,201511010kan,kan,DaviKn00,offense,7,,,,,
player,201511010kan,kan,DaviKn00,off_pct,11%,,,,,
player,201511010kan,kan,DaviKn00,defense,0,,,,,
player,201511010kan,kan,DaviKn00,def_pct,0%,,,,,
player,201511010kan,kan,DaviKn00,special_teams,1,,,,,
player,201511010kan,kan,DaviKn00,st_pct,3%,,,,,
player,201511010kan,kan,WareSp00,pos,FB,,,,,
player,201511010kan,kan,WareSp00,offense,3,,,,,
player,201511010kan,kan,WareSp00,off_pct,5%,,,,,
player,201511010kan,kan,WareSp00,defense,0,,,,,
player,201511010kan,kan,WareSp00,def_pct,0%,,,,,
player,201511010kan,kan,WareSp00,special_teams,16,,,,,
player,201511010kan,kan,WareSp00,st_pct,53%,,,,,
player,201511010kan,kan,PeteMa00,pos,CB,,,,,
player,201511010kan,kan,PeteMa00,offense,0,,,,,
player,201511010kan,kan,PeteMa00,off_pct,0%,,,,,
player,201511010kan,kan,PeteMa00,defense,60,,,,,
player,201511010kan,kan,PeteMa00,def_pct,100%,,,,,
player,201511010kan,kan,PeteMa00,special_teams,2,,,,,
player,201511010kan,kan,PeteMa00,st_pct,7%,,,,,
player,201511010kan,kan,SmitSe99,pos,CB,,,,,
player,201511010kan,kan,SmitSe99,offense,0,,,,,
player,201511010kan,kan,SmitSe99,off_pct,0%,,,,,
player,201511010kan,kan,SmitSe99,defense,56,,,,,
player,201511010kan,kan,SmitSe99,def_pct,93%,,,,,
player,201511010kan,kan,SmitSe99,special_teams,0,,,,,
player,201511010kan,kan,SmitSe99,st_pct,0%,,,,,
player,201511010kan,kan,BerrEr99,pos,FS,,,,,
player,201511010kan,kan,BerrEr99,offense,0,,,,,
player,201511010kan,kan,BerrEr99,off_pct,0%,,,,,
player,201511010kan,kan,BerrEr99,defense,54,,,,,
player,201511010kan,kan,BerrEr99,def_pct,90%,,,,,
player,201511010kan,kan,BerrEr99,special_teams,0,,,,,
player,201511010kan,kan,BerrEr99,st_pct,0%,,,,,
player,201511010kan,kan,JohnDe25,pos,LB,,,,,
player,201511010kan,kan,JohnDe25,offense,0,,,,,
player,201511010kan,kan,JohnDe25,off_pct,0%,,,,,
player,201511010kan,kan,JohnDe25,defense,53,,,,,
player,201511010kan,kan,JohnDe25,def_pct,88%,,,,,
player,201511010kan,kan,JohnDe25,special_teams,0,,,,,
player,201511010kan,kan,JohnDe25,st_pct,0%,,,,,
player,201511010kan,kan,ParkRo01,pos,SS,,,,,
player,201511010kan,kan,ParkRo01,offense,0,,,,,
player,201511010kan,kan,ParkRo01,off_pct,0%,,,,,
player,201511010kan,kan,ParkRo01,defense,52,,,,,
player,201511010kan,kan,ParkRo01,def_pct,87%,,,,,
player,201511010kan,kan,ParkRo01,special_teams,1,,,,,
player,201511010kan,kan,ParkRo01,st_pct,3%,,,,,
player,201511010kan,kan,AbduHu99,pos,FS,,,,,
player,201511010kan,kan,AbduHu99,offense,0,,,,,
player,201511010kan,kan,AbduHu99,off_pct,0%,,,,,
player,201511010kan,kan,AbduHu99,defense,50,,,,,
player,201511010kan,kan,AbduHu99,def_pct,83%,,,,,
player,201511010kan,kan,AbduHu99,special_teams,14,,,,,
player,201511010kan,kan,AbduHu99,st_pct,47%,,,,,
player,201511010kan,kan,HousJu00,pos,LB,,,,,
player,201511010kan,kan,HousJu00,offense,0,,,,,
player,201511010kan,kan,HousJu00,off_pct,0%,,,,,
player,201511010kan,kan,HousJu00,defense,46,,,,,
player,201511010kan,kan,HousJu00,def_pct,77%,,,,,
player,201511010kan,kan,HousJu00,special_teams,0,,,,,
player,201511010kan,kan,HousJu00,st_pct,0%,,,,,
player,201511010kan,kan,HaliTa20,pos,LB,,,,,
player,201511010kan,kan,HaliTa20,offense,0,,,,,
player,201511010kan,kan,HaliTa20,off_pct,0%,,,,,
player,201511010kan,kan,HaliTa20,defense,45,,,,,
player,201511010kan,kan,HaliTa20,def_pct,75%,,,,,
player,201511010kan,kan,HaliTa20,special_teams,0,,,,,
player,201511010kan,kan,HaliTa20,st_pct,0%,,,,,
player,201511010kan,kan,BranTy99,pos,SS,,,,,
player,201511010kan,kan,BranTy99,offense,0,,,,,
player,201511010kan,kan,BranTy99,off_pct,0%,,,,,
player,201511010kan,kan,BranTy99,defense,40,,,,,
player,201511010kan,kan,BranTy99,def_pct,67%,,,,,
player,201511010kan,kan,BranTy99,special_teams,19,,,,,
player,201511010kan,kan,BranTy99,st_pct,63%,,,,,
player,201511010kan,kan,HowaJa00,pos,NT,,,,,
player,201511010kan,kan,HowaJa00,offense,0,,,,,
player,201511010kan,kan,HowaJa00,off_pct,0%,,,,,
player,201511010kan,kan,HowaJa00,defense,37,,,,,
