game,2015,8,20151101,201511010kan,det,"Detroit Lions",10,kan,"Kansas City Chiefs",45
player,201511010kan,det,BellJo01,targets,1,,,,,
player,201511010kan,det,BellJo01,rec,0,,,,,
player,201511010kan,det,BellJo01,rec_yds,0,,,,,
player,201511010kan,det,BellJo01,rec_td,0,,,,,
player,201511010kan,det,BellJo01,rec_long,0,,,,,
player,201511010kan,det,BellJo01,fumbles,0,,,,,
player,201511010kan,det,BellJo01,fumbles_lost,0,,,,,
player,201511010kan,det,RiddTh00,pass_cmp,0,,,,,
player,201511010kan,det,RiddTh00,pass_att,0,,,,,
player,201511010kan,det,RiddTh00,pass_yds,0,,,,,
player,201511010kan,det,RiddTh00,pass_td,0,,,,,
player,201511010kan,det,RiddTh00,pass_int,0,,,,,
player,201511010kan,det,RiddTh00,pass_sacked,0,,,,,
player,201511010kan,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201511010kan,det,RiddTh00,pass_long,0,,,,,
player,201511010kan,det,RiddTh00,pass_rating,,,,,,
player,201511010kan,det,RiddTh00,rush_att,5,,,,,
player,201511010kan,det,RiddTh00,rush_yds,17,,,,,
player,201511010kan,det,RiddTh00,rush_td,0,,,,,
player,201511010kan,det,RiddTh00,rush_long,6,,,,,
player,201511010kan,det,RiddTh00,targets,7,,,,,
player,201511010kan,det,RiddTh00,rec,6,,,,,
player,201511010kan,det,RiddTh00,rec_yds,30,,,,,
player,201511010kan,det,RiddTh00,rec_td,0,,,,,
player,201511010kan,det,RiddTh00,rec_long,10,,,,,
player,201511010kan,det,RiddTh00,fumbles,0,,,,,
player,201511010kan,det,RiddTh00,fumbles_lost,0,,,,,
player,201511010kan,det,AbduAm00,pass_cmp,0,,,,,
player,201511010kan,det,AbduAm00,pass_att,0,,,,,
player,201511010kan,det,AbduAm00,pass_yds,0,,,,,
player,201511010kan,det,AbduAm00,pass_td,0,,,,,
player,201511010kan,det,AbduAm00,pass_int,0,,,,,
player,201511010kan,det,AbduAm00,pass_sacked,0,,,,,
player,201511010kan,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201511010kan,det,AbduAm00,pass_long,0,,,,,
player,201511010kan,det,AbduAm00,pass_rating,,,,,,
player,201511010kan,det,AbduAm00,rush_att,1,,,,,
player,201511010kan,det,AbduAm00,rush_yds,3,,,,,
player,201511010kan,det,AbduAm00,rush_td,0,,,,,
player,201511010kan,det,AbduAm00,rush_long,3,,,,,
player,201511010kan,det,AbduAm00,targets,2,,,,,
player,201511010kan,det,AbduAm00,rec,0,,,,,
player,201511010kan,det,AbduAm00,rec_yds,0,,,,,
player,201511010kan,det,AbduAm00,rec_td,0,,,,,
player,201511010kan,det,AbduAm00,rec_long,0,,,,,
player,201511010kan,det,AbduAm00,fumbles,0,,,,,
player,201511010kan,det,AbduAm00,fumbles_lost,0,,,,,
player,201511010kan,det,JohnCa00,pass_cmp,0,,,,,
player,201511010kan,det,JohnCa00,pass_att,0,,,,,
player,201511010kan,det,JohnCa00,pass_yds,0,,,,,
player,201511010kan,det,JohnCa00,pass_td,0,,,,,
player,201511010kan,det,JohnCa00,pass_int,0,,,,,
player,201511010kan,det,JohnCa00,pass_sacked,0,,,,,
player,201511010kan,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201511010kan,det,JohnCa00,pass_long,0,,,,,
player,201511010kan,det,JohnCa00,pass_rating,,,,,,
player,201511010kan,det,JohnCa00,rush_att,0,,,,,
player,201511010kan,det,JohnCa00,rush_yds,0,,,,,
player,201511010kan,det,JohnCa00,rush_td,0,,,,,
player,201511010kan,det,JohnCa00,rush_long,0,,,,,
player,201511010kan,det,JohnCa00,targets,10,,,,,
player,201511010kan,det,JohnCa00,rec,5,,,,,
player,201511010kan,det,JohnCa00,rec_yds,85,,,,,
player,201511010kan,det,JohnCa00,rec_td,0,,,,,
player,201511010kan,det,JohnCa00,rec_long,30,,,,,
player,201511010kan,det,JohnCa00,fumbles,0,,,,,
player,201511010kan,det,JohnCa00,fumbles_lost,0,,,,,
player,201511010kan,det,TateGo00,pass_cmp,0,,,,,
player,201511010kan,det,TateGo00,pass_att,0,,,,,
player,201511010kan,det,TateGo00,pass_yds,0,,,,,
player,201511010kan,det,TateGo00,pass_td,0,,,,,
player,201511010kan,det,TateGo00,pass_int,0,,,,,
player,201511010kan,det,TateGo00,pass_sacked,0,,,,,
player,201511010kan,det,TateGo00,pass_sacked_yds,0,,,,,
player,201511010kan,det,TateGo00,pass_long,0,,,,,
player,201511010kan,det,TateGo00,pass_rating,,,,,,
player,201511010kan,det,TateGo00,rush_att,0,,,,,
player,201511010kan,det,TateGo00,rush_yds,0,,,,,
player,201511010kan,det,TateGo00,rush_td,0,,,,,
player,201511010kan,det,TateGo00,rush_long,0,,,,,
player,201511010kan,det,TateGo00,targets,7,,,,,
player,201511010kan,det,TateGo00,rec,6,,,,,
player,201511010kan,det,TateGo00,rec_yds,59,,,,,
player,201511010kan,det,TateGo00,rec_td,0,,,,,
player,201511010kan,det,TateGo00,rec_long,16,,,,,
player,201511010kan,det,TateGo00,fumbles,0,,,,,
player,201511010kan,det,TateGo00,fumbles_lost,0,,,,,
player,201511010kan,det,MoorLa00,pass_cmp,0,,,,,
player,201511010kan,det,MoorLa00,pass_att,0,,,,,
player,201511010kan,det,MoorLa00,pass_yds,0,,,,,
player,201511010kan,det,MoorLa00,pass_td,0,,,,,
player,201511010kan,det,MoorLa00,pass_int,0,,,,,
player,201511010kan,det,MoorLa00,pass_sacked,0,,,,,
player,201511010kan,det,MoorLa00,pass_sacked_yds,0,,,,,
player,201511010kan,det,MoorLa00,pass_long,0,,,,,
player,201511010kan,det,MoorLa00,pass_rating,,,,,,
player,201511010kan,det,MoorLa00,rush_att,0,,,,,
player,201511010kan,det,MoorLa00,rush_yds,0,,,,,
player,201511010kan,det,MoorLa00,rush_td,0,,,,,
player,201511010kan,det,MoorLa00,rush_long,0,,,,,
player,201511010kan,det,MoorLa00,targets,3,,,,,
player,201511010kan,det,MoorLa00,rec,3,,,,,
player,201511010kan,det,MoorLa00,rec_yds,29,,,,,
player,201511010kan,det,MoorLa00,rec_td,1,,,,,
player,201511010kan,det,MoorLa00,rec_long,21,,,,,
player,201511010kan,det,MoorLa00,fumbles,0,,,,,
player,201511010kan,det,MoorLa00,fumbles_lost,0,,,,,
player,201511010kan,det,EbroEr00,pass_cmp,0,,,,,
player,201511010kan,det,EbroEr00,pass_att,0,,,,,
player,201511010kan,det,EbroEr00,pass_yds,0,,,,,
player,201511010kan,det,EbroEr00,pass_td,0,,,,,
player,201511010kan,det,EbroEr00,pass_int,0,,,,,
player,201511010kan,det,EbroEr00,pass_sacked,0,,,,,
player,201511010kan,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201511010kan,det,EbroEr00,pass_long,0,,,,,
player,201511010kan,det,EbroEr00,pass_rating,,,,,,
player,201511010kan,det,EbroEr00,rush_att,0,,,,,
player,201511010kan,det,EbroEr00,rush_yds,0,,,,,
player,201511010kan,det,EbroEr00,rush_td,0,,,,,
player,201511010kan,det,EbroEr00,rush_long,0,,,,,
player,201511010kan,det,EbroEr00,targets,5,,,,,
player,201511010kan,det,EbroEr00,rec,3,,,,,
player,201511010kan,det,EbroEr00,rec_yds,24,,,,,
player,201511010kan,det,EbroEr00,rec_td,0,,,,,
player,201511010kan,det,EbroEr00,rec_long,14,,,,,
player,201511010kan,det,EbroEr00,fumbles,0,,,,,
player,201511010kan,det,EbroEr00,fumbles_lost,0,,,,,
player,201511010kan,det,PettBr00,pass_cmp,0,,,,,
player,201511010kan,det,PettBr00,pass_att,0,,,,,
player,201511010kan,det,PettBr00,pass_yds,0,,,,,
player,201511010kan,det,PettBr00,pass_td,0,,,,,
player,201511010kan,det,PettBr00,pass_int,0,,,,,
player,201511010kan,det,PettBr00,pass_sacked,0,,,,,
player,201511010kan,det,PettBr00,pass_sacked_yds,0,,,,,
player,201511010kan,det,PettBr00,pass_long,0,,,,,
player,201511010kan,det,PettBr00,pass_rating,,,,,,
player,201511010kan,det,PettBr00,rush_att,0,,,,,
player,201511010kan,det,PettBr00,rush_yds,0,,,,,
player,201511010kan,det,PettBr00,rush_td,0,,,,,
player,201511010kan,det,PettBr00,rush_long,0,,,,,
player,201511010kan,det,PettBr00,targets,1,,,,,
player,201511010kan,det,PettBr00,rec,0,,,,,
player,201511010kan,det,PettBr00,rec_yds,0,,,,,
player,201511010kan,det,PettBr00,rec_td,0,,,,,
player,201511010kan,det,PettBr00,rec_long,0,,,,,
player,201511010kan,det,PettBr00,fumbles,0,,,,,
player,201511010kan,det,PettBr00,fumbles_lost,0,,,,,
player,201511010kan,det,FullCo00,pass_cmp,0,,,,,
player,201511010kan,det,FullCo00,pass_att,0,,,,,
player,201511010kan,det,FullCo00,pass_yds,0,,,,,
player,201511010kan,det,FullCo00,pass_td,0,,,,,
player,201511010kan,det,FullCo00,pass_int,0,,,,,
player,201511010kan,det,FullCo00,pass_sacked,0,,,,,
player,201511010kan,det,FullCo00,pass_sacked_yds,0,,,,,
player,201511010kan,det,FullCo00,pass_long,0,,,,,
player,201511010kan,det,FullCo00,pass_rating,,,,,,
player,201511010kan,det,FullCo00,rush_att,0,,,,,
player,201511010kan,det,FullCo00,rush_yds,0,,,,,
player,201511010kan,det,FullCo00,rush_td,0,,,,,
player,201511010kan,det,FullCo00,rush_long,0,,,,,
player,201511010kan,det,FullCo00,targets,2,,,,,
player,201511010kan,det,FullCo00,rec,0,,,,,
player,201511010kan,det,FullCo00,rec_yds,0,,,,,
player,201511010kan,det,FullCo00,rec_td,0,,,,,
player,201511010kan,det,FullCo00,rec_long,0,,,,,
player,201511010kan,det,FullCo00,fumbles,0,,,,,
player,201511010kan,det,FullCo00,fumbles_lost,0,,,,,
player,201511010kan,kan,SmitAl03,pass_cmp,18,,,,,
player,201511010kan,kan,SmitAl03,pass_att,26,,,,,
player,201511010kan,kan,SmitAl03,pass_yds,145,,,,,
player,201511010kan,kan,SmitAl03,pass_td,2,,,,,
player,201511010kan,kan,SmitAl03,pass_int,0,,,,,
player,201511010kan,kan,SmitAl03,pass_sacked,3,,,,,
player,201511010kan,kan,SmitAl03,pass_sacked_yds,15,,,,,
player,201511010kan,kan,SmitAl03,pass_long,23,,,,,
player,201511010kan,kan,SmitAl03,pass_rating,108.7,,,,,
player,201511010kan,kan,SmitAl03,rush_att,5,,,,,
player,201511010kan,kan,SmitAl03,rush_yds,78,,,,,
player,201511010kan,kan,SmitAl03,rush_td,1,,,,,
player,201511010kan,kan,SmitAl03,rush_long,49,,,,,
player,201511010kan,kan,SmitAl03,targets,0,,,,,
player,201511010kan,kan,SmitAl03,rec,0,,,,,
player,201511010kan,kan,SmitAl03,rec_yds,0,,,,,
player,201511010kan,kan,SmitAl03,rec_td,0,,,,,
player,201511010kan,kan,SmitAl03,rec_long,0,,,,,
player,201511010kan,kan,SmitAl03,fumbles,0,,,,,
player,201511010kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201511010kan,kan,DaniCh00,pass_cmp,2,,,,,
player,201511010kan,kan,DaniCh00,pass_att,2,,,,,
player,201511010kan,kan,DaniCh00,pass_yds,4,,,,,
player,201511010kan,kan,DaniCh00,pass_td,0,,,,,
player,201511010kan,kan,DaniCh00,pass_int,0,,,,,
player,201511010kan,kan,DaniCh00,pass_sacked,0,,,,,
player,201511010kan,kan,DaniCh00,pass_sacked_yds,0,,,,,
player,201511010kan,kan,DaniCh00,pass_long,6,,,,,
player,201511010kan,kan,DaniCh00,pass_rating,79.2,,,,,
player,201511010kan,kan,DaniCh00,rush_att,0,,,,,
player,201511010kan,kan,DaniCh00,rush_yds,0,,,,,
player,201511010kan,kan,DaniCh00,rush_td,0,,,,,
player,201511010kan,kan,DaniCh00,rush_long,0,,,,,
player,201511010kan,kan,DaniCh00,targets,0,,,,,
player,201511010kan,kan,DaniCh00,rec,0,,,,,
player,201511010kan,kan,DaniCh00,rec_yds,0,,,,,
player,201511010kan,kan,DaniCh00,rec_td,0,,,,,
player,201511010kan,kan,DaniCh00,rec_long,0,,,,,
player,201511010kan,kan,DaniCh00,fumbles,0,,,,,
player,201511010kan,kan,DaniCh00,fumbles_lost,0,,,,,
player,201511010kan,kan,WestCh01,pass_cmp,0,,,,,
player,201511010kan,kan,WestCh01,pass_att,0,,,,,
player,201511010kan,kan,WestCh01,pass_yds,0,,,,,
player,201511010kan,kan,WestCh01,pass_td,0,,,,,
player,201511010kan,kan,WestCh01,pass_int,0,,,,,
player,201511010kan,kan,WestCh01,pass_sacked,0,,,,,
player,201511010kan,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201511010kan,kan,WestCh01,pass_long,0,,,,,
player,201511010kan,kan,WestCh01,pass_rating,,,,,,
player,201511010kan,kan,WestCh01,rush_att,20,,,,,
player,201511010kan,kan,WestCh01,rush_yds,97,,,,,
player,201511010kan,kan,WestCh01,rush_td,1,,,,,
player,201511010kan,kan,WestCh01,rush_long,32,,,,,
player,201511010kan,kan,WestCh01,targets,6,,,,,
player,201511010kan,kan,WestCh01,rec,4,,,,,
player,201511010kan,kan,WestCh01,rec_yds,25,,,,,
player,201511010kan,kan,WestCh01,rec_td,0,,,,,
player,201511010kan,kan,WestCh01,rec_long,13,,,,,
player,201511010kan,kan,WestCh01,fumbles,0,,,,,
player,201511010kan,kan,WestCh01,fumbles_lost,0,,,,,
player,201511010kan,kan,WareSp00,pass_cmp,0,,,,,
player,201511010kan,kan,WareSp00,pass_att,0,,,,,
player,201511010kan,kan,WareSp00,pass_yds,0,,,,,
player,201511010kan,kan,WareSp00,pass_td,0,,,,,
player,201511010kan,kan,WareSp00,pass_int,0,,,,,
player,201511010kan,kan,WareSp00,pass_sacked,0,,,,,
player,201511010kan,kan,WareSp00,pass_sacked_yds,0,,,,,
player,201511010kan,kan,WareSp00,pass_long,0,,,,,
player,201511010kan,kan,WareSp00,pass_rating,,,,,,
player,201511010kan,kan,WareSp00,rush_att,2,,,,,
player,201511010kan,kan,WareSp00,rush_yds,12,,,,,
player,201511010kan,kan,WareSp00,rush_td,1,,,,,
player,201511010kan,kan,WareSp00,rush_long,8,,,,,
player,201511010kan,kan,WareSp00,targets,0,,,,,
player,201511010kan,kan,WareSp00,rec,0,,,,,
player,201511010kan,kan,WareSp00,rec_yds,0,,,,,
player,201511010kan,kan,WareSp00,rec_td,0,,,,,
player,201511010kan,kan,WareSp00,rec_long,0,,,,,
player,201511010kan,kan,WareSp00,fumbles,0,,,,,
player,201511010kan,kan,WareSp00,fumbles_lost,0,,,,,
player,201511010kan,kan,ThomDe05,pass_cmp,0,,,,,
player,201511010kan,kan,ThomDe05,pass_att,0,,,,,
player,201511010kan,kan,ThomDe05,pass_yds,0,,,,,
player,201511010kan,kan,ThomDe05,pass_td,0,,,,,
player,201511010kan,kan,ThomDe05,pass_int,0,,,,,
player,201511010kan,kan,ThomDe05,pass_sacked,0,,,,,
player,201511010kan,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201511010kan,kan,ThomDe05,pass_long,0,,,,,
player,201511010kan,kan,ThomDe05,pass_rating,,,,,,
player,201511010kan,kan,ThomDe05,rush_att,1,,,,,
player,201511010kan,kan,ThomDe05,rush_yds,10,,,,,
player,201511010kan,kan,ThomDe05,rush_td,1,,,,,
player,201511010kan,kan,ThomDe05,rush_long,10,,,,,
player,201511010kan,kan,ThomDe05,targets,3,,,,,
player,201511010kan,kan,ThomDe05,rec,3,,,,,
player,201511010kan,kan,ThomDe05,rec_yds,22,,,,,
player,201511010kan,kan,ThomDe05,rec_td,0,,,,,
player,201511010kan,kan,ThomDe05,rec_long,23,,,,,
player,201511010kan,kan,ThomDe05,fumbles,0,,,,,
player,201511010kan,kan,ThomDe05,fumbles_lost,0,,,,,
player,201511010kan,kan,DaviKn00,pass_cmp,0,,,,,
player,201511010kan,kan,DaviKn00,pass_att,0,,,,,
player,201511010kan,kan,DaviKn00,pass_yds,0,,,,,
player,201511010kan,kan,DaviKn00,pass_td,0,,,,,
player,201511010kan,kan,DaviKn00,pass_int,0,,,,,
player,201511010kan,kan,DaviKn00,pass_sacked,0,,,,,
player,201511010kan,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201511010kan,kan,DaviKn00,pass_long,0,,,,,
player,201511010kan,kan,DaviKn00,pass_rating,,,,,,
player,201511010kan,kan,DaviKn00,rush_att,4,,,,,
player,201511010kan,kan,DaviKn00,rush_yds,9,,,,,
player,201511010kan,kan,DaviKn00,rush_td,0,,,,,
player,201511010kan,kan,DaviKn00,rush_long,5,,,,,
player,201511010kan,kan,DaviKn00,targets,0,,,,,
player,201511010kan,kan,DaviKn00,rec,0,,,,,
player,201511010kan,kan,DaviKn00,rec_yds,0,,,,,
player,201511010kan,kan,DaviKn00,rec_td,0,,,,,
player,201511010kan,kan,DaviKn00,rec_long,0,,,,,
player,201511010kan,kan,DaviKn00,fumbles,0,,,,,
player,201511010kan,kan,DaviKn00,fumbles_lost,0,,,,,
player,201511010kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201511010kan,kan,KelcTr00,pass_att,0,,,,,
player,201511010kan,kan,KelcTr00,pass_yds,0,,,,,
player,201511010kan,kan,KelcTr00,pass_td,0,,,,,
player,201511010kan,kan,KelcTr00,pass_int,0,,,,,
player,201511010kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201511010kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201511010kan,kan,KelcTr00,pass_long,0,,,,,
player,201511010kan,kan,KelcTr00,pass_rating,,,,,,
player,201511010kan,kan,KelcTr00,rush_att,0,,,,,
player,201511010kan,kan,KelcTr00,rush_yds,0,,,,,
player,201511010kan,kan,KelcTr00,rush_td,0,,,,,
player,201511010kan,kan,KelcTr00,rush_long,0,,,,,
player,201511010kan,kan,KelcTr00,targets,8,,,,,
player,201511010kan,kan,KelcTr00,rec,6,,,,,
player,201511010kan,kan,KelcTr00,rec_yds,49,,,,,
player,201511010kan,kan,KelcTr00,rec_td,1,,,,,
player,201511010kan,kan,KelcTr00,rec_long,18,,,,,
player,201511010kan,kan,KelcTr00,fumbles,0,,,,,
player,201511010kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201511010kan,kan,MaclJe00,pass_cmp,0,,,,,
player,201511010kan,kan,MaclJe00,pass_att,0,,,,,
player,201511010kan,kan,MaclJe00,pass_yds,0,,,,,
player,201511010kan,kan,MaclJe00,pass_td,0,,,,,
player,201511010kan,kan,MaclJe00,pass_int,0,,,,,
player,201511010kan,kan,MaclJe00,pass_sacked,0,,,,,
player,201511010kan,kan,MaclJe00,pass_sacked_yds,0,,,,,
player,201511010kan,kan,MaclJe00,pass_long,0,,,,,
player,201511010kan,kan,MaclJe00,pass_rating,,,,,,
player,201511010kan,kan,MaclJe00,rush_att,0,,,,,
player,201511010kan,kan,MaclJe00,rush_yds,0,,,,,
player,201511010kan,kan,MaclJe00,rush_td,0,,,,,
player,201511010kan,kan,MaclJe00,rush_long,0,,,,,
player,201511010kan,kan,MaclJe00,targets,5,,,,,
player,201511010kan,kan,MaclJe00,rec,3,,,,,
player,201511010kan,kan,MaclJe00,rec_yds,35,,,,,
player,201511010kan,kan,MaclJe00,rec_td,1,,,,,
player,201511010kan,kan,MaclJe00,rec_long,17,,,,,
player,201511010kan,kan,MaclJe00,fumbles,0,,,,,
player,201511010kan,kan,MaclJe00,fumbles_lost,0,,,,,
player,201511010kan,kan,WilsAl02,pass_cmp,0,,,,,
player,201511010kan,kan,WilsAl02,pass_att,0,,,,,
player,201511010kan,kan,WilsAl02,pass_yds,0,,,,,
player,201511010kan,kan,WilsAl02,pass_td,0,,,,,
player,201511010kan,kan,WilsAl02,pass_int,0,,,,,
player,201511010kan,kan,WilsAl02,pass_sacked,0,,,,,
player,201511010kan,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201511010kan,kan,WilsAl02,pass_long,0,,,,,
player,201511010kan,kan,WilsAl02,pass_rating,,,,,,
player,201511010kan,kan,WilsAl02,rush_att,0,,,,,
player,201511010kan,kan,WilsAl02,rush_yds,0,,,,,
player,201511010kan,kan,WilsAl02,rush_td,0,,,,,
player,201511010kan,kan,WilsAl02,rush_long,0,,,,,
player,201511010kan,kan,WilsAl02,targets,4,,,,,
player,201511010kan,kan,WilsAl02,rec,3,,,,,
player,201511010kan,kan,WilsAl02,rec_yds,12,,,,,
player,201511010kan,kan,WilsAl02,rec_td,0,,,,,
player,201511010kan,kan,WilsAl02,rec_long,6,,,,,
player,201511010kan,kan,WilsAl02,fumbles,0,,,,,
player,201511010kan,kan,WilsAl02,fumbles_lost,0,,,,,
player,201511010kan,kan,ConlCh00,pass_cmp,0,,,,,
player,201511010kan,kan,ConlCh00,pass_att,0,,,,,
player,201511010kan,kan,ConlCh00,pass_yds,0,,,,,
player,201511010kan,kan,ConlCh00,pass_td,0,,,,,
player,201511010kan,kan,ConlCh00,pass_int,0,,,,,
player,201511010kan,kan,ConlCh00,pass_sacked,0,,,,,
player,201511010kan,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201511010kan,kan,ConlCh00,pass_long,0,,,,,
player,201511010kan,kan,ConlCh00,pass_rating,,,,,,
player,201511010kan,kan,ConlCh00,rush_att,0,,,,,
player,201511010kan,kan,ConlCh00,rush_yds,0,,,,,
player,201511010kan,kan,ConlCh00,rush_td,0,,,,,
player,201511010kan,kan,ConlCh00,rush_long,0,,,,,
player,201511010kan,kan,ConlCh00,targets,1,,,,,
player,201511010kan,kan,ConlCh00,rec,1,,,,,
player,201511010kan,kan,ConlCh00,rec_yds,6,,,,,
player,201511010kan,kan,ConlCh00,rec_td,0,,,,,
player,201511010kan,kan,ConlCh00,rec_long,6,,,,,
player,201511010kan,kan,ConlCh00,fumbles,0,,,,,
player,201511010kan,kan,ConlCh00,fumbles_lost,0,,,,,
player,201511010kan,kan,HarrDe03,pass_cmp,0,,,,,
player,201511010kan,kan,HarrDe03,pass_att,0,,,,,
player,201511010kan,kan,HarrDe03,pass_yds,0,,,,,
player,201511010kan,kan,HarrDe03,pass_td,0,,,,,
player,201511010kan,kan,HarrDe03,pass_int,0,,,,,
player,201511010kan,kan,HarrDe03,pass_sacked,0,,,,,
player,201511010kan,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201511010kan,kan,HarrDe03,pass_long,0,,,,,
player,201511010kan,kan,HarrDe03,pass_rating,,,,,,
player,201511010kan,kan,HarrDe03,rush_att,0,,,,,
player,201511010kan,kan,HarrDe03,rush_yds,0,,,,,
player,201511010kan,kan,HarrDe03,rush_td,0,,,,,
player,201511010kan,kan,HarrDe03,rush_long,0,,,,,
player,201511010kan,kan,HarrDe03,targets,1,,,,,
player,201511010kan,kan,HarrDe03,rec,0,,,,,
player,201511010kan,kan,HarrDe03,rec_yds,0,,,,,
player,201511010kan,kan,HarrDe03,rec_td,0,,,,,
player,201511010kan,kan,HarrDe03,rec_long,0,,,,,
player,201511010kan,kan,HarrDe03,fumbles,0,,,,,
player,201511010kan,kan,HarrDe03,fumbles_lost,0,,,,,
player,201511010kan,det,AnsaEz00,def_int,0,,,,,
player,201511010kan,det,AnsaEz00,def_int_yds,0,,,,,
player,201511010kan,det,AnsaEz00,def_int_td,0,,,,,
