game,2015,9,20151109,201511090sdg,chi,"Chicago Bears",22,sdg,"San Diego Chargers",19
player,201511090sdg,sdg,MaysJo99,def_pct,0%,,,,,
player,201511090sdg,sdg,MaysJo99,special_teams,14,,,,,
player,201511090sdg,sdg,MaysJo99,st_pct,61%,,,,,
player,201511090sdg,sdg,LambJo00,pos,K,,,,,
player,201511090sdg,sdg,LambJo00,offense,0,,,,,
player,201511090sdg,sdg,LambJo00,off_pct,0%,,,,,
player,201511090sdg,sdg,LambJo00,defense,0,,,,,
player,201511090sdg,sdg,LambJo00,def_pct,0%,,,,,
player,201511090sdg,sdg,LambJo00,special_teams,9,,,,,
player,201511090sdg,sdg,LambJo00,st_pct,39%,,,,,
player,201511090sdg,sdg,ScifMi20,pos,P,,,,,
player,201511090sdg,sdg,ScifMi20,offense,0,,,,,
player,201511090sdg,sdg,ScifMi20,off_pct,0%,,,,,
player,201511090sdg,sdg,ScifMi20,defense,0,,,,,
player,201511090sdg,sdg,ScifMi20,def_pct,0%,,,,,
player,201511090sdg,sdg,ScifMi20,special_teams,8,,,,,
player,201511090sdg,sdg,ScifMi20,st_pct,35%,,,,,
player,201511090sdg,sdg,WindMi00,pos,LS,,,,,
player,201511090sdg,sdg,WindMi00,offense,0,,,,,
player,201511090sdg,sdg,WindMi00,off_pct,0%,,,,,
player,201511090sdg,sdg,WindMi00,defense,0,,,,,
player,201511090sdg,sdg,WindMi00,def_pct,0%,,,,,
player,201511090sdg,sdg,WindMi00,special_teams,8,,,,,
player,201511090sdg,sdg,WindMi00,st_pct,35%,,,,,
player,201511090sdg,sdg,WaltJ.20,pos,C,,,,,
player,201511090sdg,sdg,WaltJ.20,offense,0,,,,,
player,201511090sdg,sdg,WaltJ.20,off_pct,0%,,,,,
player,201511090sdg,sdg,WaltJ.20,defense,0,,,,,
player,201511090sdg,sdg,WaltJ.20,def_pct,0%,,,,,
player,201511090sdg,sdg,WaltJ.20,special_teams,4,,,,,
player,201511090sdg,sdg,WaltJ.20,st_pct,17%,,,,,
player,201511090sdg,sdg,BurwTy00,pos,T,,,,,
player,201511090sdg,sdg,BurwTy00,offense,0,,,,,
player,201511090sdg,sdg,BurwTy00,off_pct,0%,,,,,
player,201511090sdg,sdg,BurwTy00,defense,0,,,,,
player,201511090sdg,sdg,BurwTy00,def_pct,0%,,,,,
player,201511090sdg,sdg,BurwTy00,special_teams,4,,,,,
player,201511090sdg,sdg,BurwTy00,st_pct,17%,,,,,
player,201511090sdg,chi,LongKy00,pos,T,,,,,
player,201511090sdg,chi,LongKy00,offense,72,,,,,
player,201511090sdg,chi,LongKy00,off_pct,100%,,,,,
player,201511090sdg,chi,LongKy00,defense,0,,,,,
player,201511090sdg,chi,LongKy00,def_pct,0%,,,,,
player,201511090sdg,chi,LongKy00,special_teams,4,,,,,
player,201511090sdg,chi,LongKy00,st_pct,17%,,,,,
player,201511090sdg,chi,OmamPa00,pos,G,,,,,
player,201511090sdg,chi,OmamPa00,offense,72,,,,,
player,201511090sdg,chi,OmamPa00,off_pct,100%,,,,,
player,201511090sdg,chi,OmamPa00,defense,0,,,,,
player,201511090sdg,chi,OmamPa00,def_pct,0%,,,,,
player,201511090sdg,chi,OmamPa00,special_teams,4,,,,,
player,201511090sdg,chi,OmamPa00,st_pct,17%,,,,,
player,201511090sdg,chi,LenoCh00,pos,T,,,,,
player,201511090sdg,chi,LenoCh00,offense,72,,,,,
player,201511090sdg,chi,LenoCh00,off_pct,100%,,,,,
player,201511090sdg,chi,LenoCh00,defense,0,,,,,
player,201511090sdg,chi,LenoCh00,def_pct,0%,,,,,
player,201511090sdg,chi,LenoCh00,special_teams,4,,,,,
player,201511090sdg,chi,LenoCh00,st_pct,17%,,,,,
player,201511090sdg,chi,DucaVl20,pos,G,,,,,
player,201511090sdg,chi,DucaVl20,offense,72,,,,,
player,201511090sdg,chi,DucaVl20,off_pct,100%,,,,,
player,201511090sdg,chi,DucaVl20,defense,0,,,,,
player,201511090sdg,chi,DucaVl20,def_pct,0%,,,,,
player,201511090sdg,chi,DucaVl20,special_teams,4,,,,,
player,201511090sdg,chi,DucaVl20,st_pct,17%,,,,,
player,201511090sdg,chi,CutlJa00,pos,QB,,,,,
player,201511090sdg,chi,CutlJa00,offense,72,,,,,
player,201511090sdg,chi,CutlJa00,off_pct,100%,,,,,
player,201511090sdg,chi,CutlJa00,defense,0,,,,,
player,201511090sdg,chi,CutlJa00,def_pct,0%,,,,,
player,201511090sdg,chi,CutlJa00,special_teams,0,,,,,
player,201511090sdg,chi,CutlJa00,st_pct,0%,,,,,
player,201511090sdg,chi,SlauMa20,pos,C,,,,,
player,201511090sdg,chi,SlauMa20,offense,72,,,,,
player,201511090sdg,chi,SlauMa20,off_pct,100%,,,,,
player,201511090sdg,chi,SlauMa20,defense,0,,,,,
player,201511090sdg,chi,SlauMa20,def_pct,0%,,,,,
player,201511090sdg,chi,SlauMa20,special_teams,0,,,,,
player,201511090sdg,chi,SlauMa20,st_pct,0%,,,,,
player,201511090sdg,chi,JeffAl00,pos,WR,,,,,
player,201511090sdg,chi,JeffAl00,offense,63,,,,,
player,201511090sdg,chi,JeffAl00,off_pct,88%,,,,,
player,201511090sdg,chi,JeffAl00,defense,0,,,,,
player,201511090sdg,chi,JeffAl00,def_pct,0%,,,,,
player,201511090sdg,chi,JeffAl00,special_teams,0,,,,,
player,201511090sdg,chi,JeffAl00,st_pct,0%,,,,,
player,201511090sdg,chi,BennMa00,pos,TE,,,,,
player,201511090sdg,chi,BennMa00,offense,62,,,,,
player,201511090sdg,chi,BennMa00,off_pct,86%,,,,,
player,201511090sdg,chi,BennMa00,defense,0,,,,,
player,201511090sdg,chi,BennMa00,def_pct,0%,,,,,
player,201511090sdg,chi,BennMa00,special_teams,0,,,,,
player,201511090sdg,chi,BennMa00,st_pct,0%,,,,,
player,201511090sdg,chi,WilsMa02,pos,WR,,,,,
player,201511090sdg,chi,WilsMa02,offense,61,,,,,
player,201511090sdg,chi,WilsMa02,off_pct,85%,,,,,
player,201511090sdg,chi,WilsMa02,defense,0,,,,,
player,201511090sdg,chi,WilsMa02,def_pct,0%,,,,,
player,201511090sdg,chi,WilsMa02,special_teams,0,,,,,
player,201511090sdg,chi,WilsMa02,st_pct,0%,,,,,
player,201511090sdg,chi,MariMa00,pos,WR,,,,,
player,201511090sdg,chi,MariMa00,offense,56,,,,,
player,201511090sdg,chi,MariMa00,off_pct,78%,,,,,
player,201511090sdg,chi,MariMa00,defense,0,,,,,
player,201511090sdg,chi,MariMa00,def_pct,0%,,,,,
player,201511090sdg,chi,MariMa00,special_teams,9,,,,,
player,201511090sdg,chi,MariMa00,st_pct,39%,,,,,
player,201511090sdg,chi,LangJe00,pos,RB,,,,,
player,201511090sdg,chi,LangJe00,offense,54,,,,,
player,201511090sdg,chi,LangJe00,off_pct,75%,,,,,
player,201511090sdg,chi,LangJe00,defense,0,,,,,
player,201511090sdg,chi,LangJe00,def_pct,0%,,,,,
player,201511090sdg,chi,LangJe00,special_teams,0,,,,,
player,201511090sdg,chi,LangJe00,st_pct,0%,,,,,
player,201511090sdg,chi,MillZa02,pos,TE,,,,,
player,201511090sdg,chi,MillZa02,offense,25,,,,,
player,201511090sdg,chi,MillZa02,off_pct,35%,,,,,
player,201511090sdg,chi,MillZa02,defense,0,,,,,
player,201511090sdg,chi,MillZa02,def_pct,0%,,,,,
player,201511090sdg,chi,MillZa02,special_teams,11,,,,,
player,201511090sdg,chi,MillZa02,st_pct,48%,,,,,
player,201511090sdg,chi,CareKa00,pos,RB,,,,,
player,201511090sdg,chi,CareKa00,offense,16,,,,,
player,201511090sdg,chi,CareKa00,off_pct,22%,,,,,
player,201511090sdg,chi,CareKa00,defense,0,,,,,
player,201511090sdg,chi,CareKa00,def_pct,0%,,,,,
player,201511090sdg,chi,CareKa00,special_teams,5,,,,,
player,201511090sdg,chi,CareKa00,st_pct,22%,,,,,
player,201511090sdg,chi,BellJo02,pos,WR,,,,,
player,201511090sdg,chi,BellJo02,offense,9,,,,,
player,201511090sdg,chi,BellJo02,off_pct,12%,,,,,
player,201511090sdg,chi,BellJo02,defense,0,,,,,
player,201511090sdg,chi,BellJo02,def_pct,0%,,,,,
player,201511090sdg,chi,BellJo02,special_teams,14,,,,,
player,201511090sdg,chi,BellJo02,st_pct,61%,,,,,
player,201511090sdg,chi,LeexKh00,pos,TE,,,,,
player,201511090sdg,chi,LeexKh00,offense,8,,,,,
player,201511090sdg,chi,LeexKh00,off_pct,11%,,,,,
player,201511090sdg,chi,LeexKh00,defense,0,,,,,
player,201511090sdg,chi,LeexKh00,def_pct,0%,,,,,
player,201511090sdg,chi,LeexKh00,special_teams,9,,,,,
player,201511090sdg,chi,LeexKh00,st_pct,39%,,,,,
player,201511090sdg,chi,SmitAn01,pos,RB,,,,,
player,201511090sdg,chi,SmitAn01,offense,3,,,,,
player,201511090sdg,chi,SmitAn01,off_pct,4%,,,,,
player,201511090sdg,chi,SmitAn01,defense,0,,,,,
player,201511090sdg,chi,SmitAn01,def_pct,0%,,,,,
player,201511090sdg,chi,SmitAn01,special_teams,8,,,,,
player,201511090sdg,chi,SmitAn01,st_pct,35%,,,,,
player,201511090sdg,chi,UnreMi00,pos,DT,,,,,
player,201511090sdg,chi,UnreMi00,offense,2,,,,,
player,201511090sdg,chi,UnreMi00,off_pct,3%,,,,,
player,201511090sdg,chi,UnreMi00,defense,23,,,,,
player,201511090sdg,chi,UnreMi00,def_pct,32%,,,,,
player,201511090sdg,chi,UnreMi00,special_teams,9,,,,,
player,201511090sdg,chi,UnreMi00,st_pct,39%,,,,,
player,201511090sdg,chi,MereCa00,pos,WR,,,,,
player,201511090sdg,chi,MereCa00,offense,1,,,,,
player,201511090sdg,chi,MereCa00,off_pct,1%,,,,,
player,201511090sdg,chi,MereCa00,defense,0,,,,,
player,201511090sdg,chi,MereCa00,def_pct,0%,,,,,
player,201511090sdg,chi,MereCa00,special_teams,0,,,,,
player,201511090sdg,chi,MereCa00,st_pct,0%,,,,,
player,201511090sdg,chi,AmosAd00,pos,S,,,,,
player,201511090sdg,chi,AmosAd00,offense,0,,,,,
player,201511090sdg,chi,AmosAd00,off_pct,0%,,,,,
player,201511090sdg,chi,AmosAd00,defense,71,,,,,
player,201511090sdg,chi,AmosAd00,def_pct,100%,,,,,
player,201511090sdg,chi,AmosAd00,special_teams,8,,,,,
player,201511090sdg,chi,AmosAd00,st_pct,35%,,,,,
player,201511090sdg,chi,FullKy00,pos,CB,,,,,
player,201511090sdg,chi,FullKy00,offense,0,,,,,
player,201511090sdg,chi,FullKy00,off_pct,0%,,,,,
player,201511090sdg,chi,FullKy00,defense,71,,,,,
player,201511090sdg,chi,FullKy00,def_pct,100%,,,,,
player,201511090sdg,chi,FullKy00,special_teams,8,,,,,
player,201511090sdg,chi,FullKy00,st_pct,35%,,,,,
player,201511090sdg,chi,PortTr99,pos,CB,,,,,
player,201511090sdg,chi,PortTr99,offense,0,,,,,
player,201511090sdg,chi,PortTr99,off_pct,0%,,,,,
player,201511090sdg,chi,PortTr99,defense,71,,,,,
player,201511090sdg,chi,PortTr99,def_pct,100%,,,,,
player,201511090sdg,chi,PortTr99,special_teams,0,,,,,
player,201511090sdg,chi,PortTr99,st_pct,0%,,,,,
player,201511090sdg,chi,RollAn20,pos,S,,,,,
player,201511090sdg,chi,RollAn20,offense,0,,,,,
player,201511090sdg,chi,RollAn20,off_pct,0%,,,,,
player,201511090sdg,chi,RollAn20,defense,71,,,,,
player,201511090sdg,chi,RollAn20,def_pct,100%,,,,,
player,201511090sdg,chi,RollAn20,special_teams,0,,,,,
player,201511090sdg,chi,RollAn20,st_pct,0%,,,,,
player,201511090sdg,chi,AndeJo01,pos,LB,,,,,
player,201511090sdg,chi,AndeJo01,offense,0,,,,,
player,201511090sdg,chi,AndeJo01,off_pct,0%,,,,,
player,201511090sdg,chi,AndeJo01,defense,70,,,,,
player,201511090sdg,chi,AndeJo01,def_pct,99%,,,,,
player,201511090sdg,chi,AndeJo01,special_teams,6,,,,,
player,201511090sdg,chi,AndeJo01,st_pct,26%,,,,,
player,201511090sdg,chi,CallBr00,pos,CB,,,,,
player,201511090sdg,chi,CallBr00,offense,0,,,,,
player,201511090sdg,chi,CallBr00,off_pct,0%,,,,,
player,201511090sdg,chi,CallBr00,defense,67,,,,,
player,201511090sdg,chi,CallBr00,def_pct,94%,,,,,
player,201511090sdg,chi,CallBr00,special_teams,8,,,,,
player,201511090sdg,chi,CallBr00,st_pct,35%,,,,,
player,201511090sdg,chi,McPhPe00,pos,LB,,,,,
player,201511090sdg,chi,McPhPe00,offense,0,,,,,
player,201511090sdg,chi,McPhPe00,off_pct,0%,,,,,
player,201511090sdg,chi,McPhPe00,defense,59,,,,,
player,201511090sdg,chi,McPhPe00,def_pct,83%,,,,,
player,201511090sdg,chi,McPhPe00,special_teams,4,,,,,
player,201511090sdg,chi,McPhPe00,st_pct,17%,,,,,
player,201511090sdg,chi,JoneCh05,pos,LB,,,,,
player,201511090sdg,chi,JoneCh05,offense,0,,,,,
player,201511090sdg,chi,JoneCh05,off_pct,0%,,,,,
player,201511090sdg,chi,JoneCh05,defense,52,,,,,
player,201511090sdg,chi,JoneCh05,def_pct,73%,,,,,
player,201511090sdg,chi,JoneCh05,special_teams,4,,,,,
player,201511090sdg,chi,JoneCh05,st_pct,17%,,,,,
player,201511090sdg,chi,YounWi99,pos,LB,,,,,
player,201511090sdg,chi,YounWi99,offense,0,,,,,
player,201511090sdg,chi,YounWi99,off_pct,0%,,,,,
player,201511090sdg,chi,YounWi99,defense,48,,,,,
player,201511090sdg,chi,YounWi99,def_pct,68%,,,,,
player,201511090sdg,chi,YounWi99,special_teams,0,,,,,
player,201511090sdg,chi,YounWi99,st_pct,0%,,,,,
player,201511090sdg,chi,JenkJa01,pos,DE,,,,,
player,201511090sdg,chi,JenkJa01,offense,0,,,,,
player,201511090sdg,chi,JenkJa01,off_pct,0%,,,,,
player,201511090sdg,chi,JenkJa01,defense,44,,,,,
player,201511090sdg,chi,JenkJa01,def_pct,62%,,,,,
player,201511090sdg,chi,JenkJa01,special_teams,0,,,,,
player,201511090sdg,chi,JenkJa01,st_pct,0%,,,,,
player,201511090sdg,chi,GoldEd00,pos,NT,,,,,
player,201511090sdg,chi,GoldEd00,offense,0,,,,,
player,201511090sdg,chi,GoldEd00,off_pct,0%,,,,,
player,201511090sdg,chi,GoldEd00,defense,33,,,,,
player,201511090sdg,chi,GoldEd00,def_pct,46%,,,,,
player,201511090sdg,chi,GoldEd00,special_teams,4,,,,,
player,201511090sdg,chi,GoldEd00,st_pct,17%,,,,,
player,201511090sdg,chi,SuttWi00,pos,DE,,,,,
player,201511090sdg,chi,SuttWi00,offense,0,,,,,
player,201511090sdg,chi,SuttWi00,off_pct,0%,,,,,
player,201511090sdg,chi,SuttWi00,defense,28,,,,,
player,201511090sdg,chi,SuttWi00,def_pct,39%,,,,,
player,201511090sdg,chi,SuttWi00,special_teams,4,,,,,
player,201511090sdg,chi,SuttWi00,st_pct,17%,,,,,
player,201511090sdg,chi,AchoSa00,pos,LB,,,,,
player,201511090sdg,chi,AchoSa00,offense,0,,,,,
player,201511090sdg,chi,AchoSa00,off_pct,0%,,,,,
player,201511090sdg,chi,AchoSa00,defense,18,,,,,
player,201511090sdg,chi,AchoSa00,def_pct,25%,,,,,
player,201511090sdg,chi,AchoSa00,special_teams,19,,,,,
player,201511090sdg,chi,AchoSa00,st_pct,83%,,,,,
player,201511090sdg,chi,GastBr00,pos,DT,,,,,
player,201511090sdg,chi,GastBr00,offense,0,,,,,
player,201511090sdg,chi,GastBr00,off_pct,0%,,,,,
player,201511090sdg,chi,GastBr00,defense,18,,,,,
player,201511090sdg,chi,GastBr00,def_pct,25%,,,,,
player,201511090sdg,chi,GastBr00,special_teams,0,,,,,
player,201511090sdg,chi,GastBr00,st_pct,0%,,,,,
player,201511090sdg,chi,HousLa99,pos,LB,,,,,
player,201511090sdg,chi,HousLa99,offense,0,,,,,
player,201511090sdg,chi,HousLa99,off_pct,0%,,,,,
player,201511090sdg,chi,HousLa99,defense,17,,,,,
player,201511090sdg,chi,HousLa99,def_pct,24%,,,,,
player,201511090sdg,chi,HousLa99,special_teams,0,,,,,
player,201511090sdg,chi,HousLa99,st_pct,0%,,,,,
player,201511090sdg,chi,BallAl99,pos,CB,,,,,
player,201511090sdg,chi,BallAl99,offense,0,,,,,
player,201511090sdg,chi,BallAl99,off_pct,0%,,,,,
player,201511090sdg,chi,BallAl99,defense,16,,,,,
player,201511090sdg,chi,BallAl99,def_pct,23%,,,,,
player,201511090sdg,chi,BallAl99,special_teams,4,,,,,
player,201511090sdg,chi,BallAl99,st_pct,17%,,,,,
player,201511090sdg,chi,ReynLa00,pos,LB,,,,,
player,201511090sdg,chi,ReynLa00,offense,0,,,,,
player,201511090sdg,chi,ReynLa00,off_pct,0%,,,,,
player,201511090sdg,chi,ReynLa00,defense,4,,,,,
player,201511090sdg,chi,ReynLa00,def_pct,6%,,,,,
player,201511090sdg,chi,ReynLa00,special_teams,12,,,,,
player,201511090sdg,chi,ReynLa00,st_pct,52%,,,,,
player,201511090sdg,chi,McMaSh99,pos,CB,,,,,
player,201511090sdg,chi,McMaSh99,offense,0,,,,,
player,201511090sdg,chi,McMaSh99,off_pct,0%,,,,,
player,201511090sdg,chi,McMaSh99,defense,0,,,,,
player,201511090sdg,chi,McMaSh99,def_pct,0%,,,,,
player,201511090sdg,chi,McMaSh99,special_teams,19,,,,,
player,201511090sdg,chi,McMaSh99,st_pct,83%,,,,,
player,201511090sdg,chi,ProsCh00,pos,FS,,,,,
player,201511090sdg,chi,ProsCh00,offense,0,,,,,
player,201511090sdg,chi,ProsCh00,off_pct,0%,,,,,
player,201511090sdg,chi,ProsCh00,defense,0,,,,,
player,201511090sdg,chi,ProsCh00,def_pct,0%,,,,,
player,201511090sdg,chi,ProsCh00,special_teams,19,,,,,
player,201511090sdg,chi,ProsCh00,st_pct,83%,,,,,
player,201511090sdg,chi,BarrLa00,pos,LB,,,,,
player,201511090sdg,chi,BarrLa00,offense,0,,,,,
player,201511090sdg,chi,BarrLa00,off_pct,0%,,,,,
player,201511090sdg,chi,BarrLa00,defense,0,,,,,
player,201511090sdg,chi,BarrLa00,def_pct,0%,,,,,
player,201511090sdg,chi,BarrLa00,special_teams,15,,,,,
player,201511090sdg,chi,BarrLa00,st_pct,65%,,,,,
player,201511090sdg,chi,MartSh99,pos,FS,,,,,
player,201511090sdg,chi,MartSh99,offense,0,,,,,
player,201511090sdg,chi,MartSh99,off_pct,0%,,,,,
player,201511090sdg,chi,MartSh99,defense,0,,,,,
player,201511090sdg,chi,MartSh99,def_pct,0%,,,,,
player,201511090sdg,chi,MartSh99,special_teams,10,,,,,
player,201511090sdg,chi,MartSh99,st_pct,43%,,,,,
player,201511090sdg,chi,gouldrob01,pos,K,,,,,
player,201511090sdg,chi,gouldrob01,offense,0,,,,,
player,201511090sdg,chi,gouldrob01,off_pct,0%,,,,,
player,201511090sdg,chi,gouldrob01,defense,0,,,,,
player,201511090sdg,chi,gouldrob01,def_pct,0%,,,,,
player,201511090sdg,chi,gouldrob01,special_teams,8,,,,,
player,201511090sdg,chi,gouldrob01,st_pct,35%,,,,,
player,201511090sdg,chi,GaffTh20,pos,LS,,,,,
player,201511090sdg,chi,GaffTh20,offense,0,,,,,
player,201511090sdg,chi,GaffTh20,off_pct,0%,,,,,
player,201511090sdg,chi,GaffTh20,defense,0,,,,,
player,201511090sdg,chi,GaffTh20,def_pct,0%,,,,,
player,201511090sdg,chi,GaffTh20,special_teams,6,,,,,
player,201511090sdg,chi,GaffTh20,st_pct,26%,,,,,
player,201511090sdg,chi,ODonPa00,pos,P,,,,,
player,201511090sdg,chi,ODonPa00,offense,0,,,,,
player,201511090sdg,chi,ODonPa00,off_pct,0%,,,,,
player,201511090sdg,chi,ODonPa00,defense,0,,,,,
player,201511090sdg,chi,ODonPa00,def_pct,0%,,,,,
player,201511090sdg,chi,ODonPa00,special_teams,6,,,,,
player,201511090sdg,chi,ODonPa00,st_pct,26%,,,,,
player,201511090sdg,chi,BectNi00,pos,T,,,,,
player,201511090sdg,chi,BectNi00,offense,0,,,,,
player,201511090sdg,chi,BectNi00,off_pct,0%,,,,,
player,201511090sdg,chi,BectNi00,defense,0,,,,,
player,201511090sdg,chi,BectNi00,def_pct,0%,,,,,
player,201511090sdg,chi,BectNi00,special_teams,4,,,,,
player,201511090sdg,chi,BectNi00,st_pct,17%,,,,,
player,201511090sdg,chi,BushJe20,pos,T,,,,,
player,201511090sdg,chi,BushJe20,offense,0,,,,,
player,201511090sdg,chi,BushJe20,off_pct,0%,,,,,
player,201511090sdg,chi,BushJe20,defense,0,,,,,
player,201511090sdg,chi,BushJe20,def_pct,0%,,,,,
player,201511090sdg,chi,BushJe20,special_teams,4,,,,,
player,201511090sdg,chi,BushJe20,st_pct,17%,,,,,
