game,2015,9,20151109,201511090sdg,chi,"Chicago Bears",22,sdg,"San Diego Chargers",19
player,201511090sdg,chi,JoneCh05,sacks,0.0,,,,,
player,201511090sdg,chi,JoneCh05,tackles_combined,7,,,,,
player,201511090sdg,chi,JoneCh05,tackles_solo,5,,,,,
player,201511090sdg,chi,JoneCh05,tackles_assists,2,,,,,
player,201511090sdg,chi,JoneCh05,tackles_loss,0,,,,,
player,201511090sdg,chi,JoneCh05,qb_hits,0,,,,,
player,201511090sdg,chi,JoneCh05,fumbles_rec,1,,,,,
player,201511090sdg,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,JoneCh05,fumbles_forced,0,,,,,
player,201511090sdg,chi,FullKy00,def_int,0,,,,,
player,201511090sdg,chi,FullKy00,def_int_yds,0,,,,,
player,201511090sdg,chi,FullKy00,def_int_td,0,,,,,
player,201511090sdg,chi,FullKy00,def_int_long,0,,,,,
player,201511090sdg,chi,FullKy00,pass_defended,0,,,,,
player,201511090sdg,chi,FullKy00,sacks,0.0,,,,,
player,201511090sdg,chi,FullKy00,tackles_combined,5,,,,,
player,201511090sdg,chi,FullKy00,tackles_solo,4,,,,,
player,201511090sdg,chi,FullKy00,tackles_assists,1,,,,,
player,201511090sdg,chi,FullKy00,tackles_loss,0,,,,,
player,201511090sdg,chi,FullKy00,qb_hits,0,,,,,
player,201511090sdg,chi,FullKy00,fumbles_rec,0,,,,,
player,201511090sdg,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,FullKy00,fumbles_forced,0,,,,,
player,201511090sdg,chi,YounWi99,def_int,0,,,,,
player,201511090sdg,chi,YounWi99,def_int_yds,0,,,,,
player,201511090sdg,chi,YounWi99,def_int_td,0,,,,,
player,201511090sdg,chi,YounWi99,def_int_long,0,,,,,
player,201511090sdg,chi,YounWi99,pass_defended,1,,,,,
player,201511090sdg,chi,YounWi99,sacks,0.0,,,,,
player,201511090sdg,chi,YounWi99,tackles_combined,4,,,,,
player,201511090sdg,chi,YounWi99,tackles_solo,4,,,,,
player,201511090sdg,chi,YounWi99,tackles_assists,0,,,,,
player,201511090sdg,chi,YounWi99,tackles_loss,0,,,,,
player,201511090sdg,chi,YounWi99,qb_hits,0,,,,,
player,201511090sdg,chi,YounWi99,fumbles_rec,0,,,,,
player,201511090sdg,chi,YounWi99,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,YounWi99,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,YounWi99,fumbles_forced,0,,,,,
player,201511090sdg,chi,AchoSa00,def_int,0,,,,,
player,201511090sdg,chi,AchoSa00,def_int_yds,0,,,,,
player,201511090sdg,chi,AchoSa00,def_int_td,0,,,,,
player,201511090sdg,chi,AchoSa00,def_int_long,0,,,,,
player,201511090sdg,chi,AchoSa00,pass_defended,0,,,,,
player,201511090sdg,chi,AchoSa00,sacks,0.0,,,,,
player,201511090sdg,chi,AchoSa00,tackles_combined,3,,,,,
player,201511090sdg,chi,AchoSa00,tackles_solo,3,,,,,
player,201511090sdg,chi,AchoSa00,tackles_assists,0,,,,,
player,201511090sdg,chi,AchoSa00,tackles_loss,0,,,,,
player,201511090sdg,chi,AchoSa00,qb_hits,0,,,,,
player,201511090sdg,chi,AchoSa00,fumbles_rec,0,,,,,
player,201511090sdg,chi,AchoSa00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,AchoSa00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,AchoSa00,fumbles_forced,0,,,,,
player,201511090sdg,chi,AmosAd00,def_int,0,,,,,
player,201511090sdg,chi,AmosAd00,def_int_yds,0,,,,,
player,201511090sdg,chi,AmosAd00,def_int_td,0,,,,,
player,201511090sdg,chi,AmosAd00,def_int_long,0,,,,,
player,201511090sdg,chi,AmosAd00,pass_defended,1,,,,,
player,201511090sdg,chi,AmosAd00,sacks,0.0,,,,,
player,201511090sdg,chi,AmosAd00,tackles_combined,3,,,,,
player,201511090sdg,chi,AmosAd00,tackles_solo,3,,,,,
player,201511090sdg,chi,AmosAd00,tackles_assists,0,,,,,
player,201511090sdg,chi,AmosAd00,tackles_loss,0,,,,,
player,201511090sdg,chi,AmosAd00,qb_hits,0,,,,,
player,201511090sdg,chi,AmosAd00,fumbles_rec,0,,,,,
player,201511090sdg,chi,AmosAd00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,AmosAd00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,AmosAd00,fumbles_forced,0,,,,,
player,201511090sdg,chi,CallBr00,def_int,0,,,,,
player,201511090sdg,chi,CallBr00,def_int_yds,0,,,,,
player,201511090sdg,chi,CallBr00,def_int_td,0,,,,,
player,201511090sdg,chi,CallBr00,def_int_long,0,,,,,
player,201511090sdg,chi,CallBr00,pass_defended,1,,,,,
player,201511090sdg,chi,CallBr00,sacks,0.0,,,,,
player,201511090sdg,chi,CallBr00,tackles_combined,3,,,,,
player,201511090sdg,chi,CallBr00,tackles_solo,2,,,,,
player,201511090sdg,chi,CallBr00,tackles_assists,1,,,,,
player,201511090sdg,chi,CallBr00,tackles_loss,0,,,,,
player,201511090sdg,chi,CallBr00,qb_hits,0,,,,,
player,201511090sdg,chi,CallBr00,fumbles_rec,0,,,,,
player,201511090sdg,chi,CallBr00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,CallBr00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,CallBr00,fumbles_forced,0,,,,,
player,201511090sdg,chi,JenkJa01,def_int,0,,,,,
player,201511090sdg,chi,JenkJa01,def_int_yds,0,,,,,
player,201511090sdg,chi,JenkJa01,def_int_td,0,,,,,
player,201511090sdg,chi,JenkJa01,def_int_long,0,,,,,
player,201511090sdg,chi,JenkJa01,pass_defended,0,,,,,
player,201511090sdg,chi,JenkJa01,sacks,0.0,,,,,
player,201511090sdg,chi,JenkJa01,tackles_combined,3,,,,,
player,201511090sdg,chi,JenkJa01,tackles_solo,3,,,,,
player,201511090sdg,chi,JenkJa01,tackles_assists,0,,,,,
player,201511090sdg,chi,JenkJa01,tackles_loss,0,,,,,
player,201511090sdg,chi,JenkJa01,qb_hits,0,,,,,
player,201511090sdg,chi,JenkJa01,fumbles_rec,0,,,,,
player,201511090sdg,chi,JenkJa01,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,JenkJa01,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,JenkJa01,fumbles_forced,0,,,,,
player,201511090sdg,chi,PortTr99,def_int,0,,,,,
player,201511090sdg,chi,PortTr99,def_int_yds,0,,,,,
player,201511090sdg,chi,PortTr99,def_int_td,0,,,,,
player,201511090sdg,chi,PortTr99,def_int_long,0,,,,,
player,201511090sdg,chi,PortTr99,pass_defended,1,,,,,
player,201511090sdg,chi,PortTr99,sacks,0.0,,,,,
player,201511090sdg,chi,PortTr99,tackles_combined,3,,,,,
player,201511090sdg,chi,PortTr99,tackles_solo,3,,,,,
player,201511090sdg,chi,PortTr99,tackles_assists,0,,,,,
player,201511090sdg,chi,PortTr99,tackles_loss,0,,,,,
player,201511090sdg,chi,PortTr99,qb_hits,0,,,,,
player,201511090sdg,chi,PortTr99,fumbles_rec,0,,,,,
player,201511090sdg,chi,PortTr99,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,PortTr99,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,PortTr99,fumbles_forced,1,,,,,
player,201511090sdg,chi,RollAn20,def_int,0,,,,,
player,201511090sdg,chi,RollAn20,def_int_yds,0,,,,,
player,201511090sdg,chi,RollAn20,def_int_td,0,,,,,
player,201511090sdg,chi,RollAn20,def_int_long,0,,,,,
player,201511090sdg,chi,RollAn20,pass_defended,0,,,,,
player,201511090sdg,chi,RollAn20,sacks,0.0,,,,,
player,201511090sdg,chi,RollAn20,tackles_combined,3,,,,,
player,201511090sdg,chi,RollAn20,tackles_solo,3,,,,,
player,201511090sdg,chi,RollAn20,tackles_assists,0,,,,,
player,201511090sdg,chi,RollAn20,tackles_loss,0,,,,,
player,201511090sdg,chi,RollAn20,qb_hits,0,,,,,
player,201511090sdg,chi,RollAn20,fumbles_rec,0,,,,,
player,201511090sdg,chi,RollAn20,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,RollAn20,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,RollAn20,fumbles_forced,0,,,,,
player,201511090sdg,chi,McPhPe00,def_int,0,,,,,
player,201511090sdg,chi,McPhPe00,def_int_yds,0,,,,,
player,201511090sdg,chi,McPhPe00,def_int_td,0,,,,,
player,201511090sdg,chi,McPhPe00,def_int_long,0,,,,,
player,201511090sdg,chi,McPhPe00,pass_defended,0,,,,,
player,201511090sdg,chi,McPhPe00,sacks,0.0,,,,,
player,201511090sdg,chi,McPhPe00,tackles_combined,2,,,,,
player,201511090sdg,chi,McPhPe00,tackles_solo,2,,,,,
player,201511090sdg,chi,McPhPe00,tackles_assists,0,,,,,
player,201511090sdg,chi,McPhPe00,tackles_loss,0,,,,,
player,201511090sdg,chi,McPhPe00,qb_hits,3,,,,,
player,201511090sdg,chi,McPhPe00,fumbles_rec,0,,,,,
player,201511090sdg,chi,McPhPe00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,McPhPe00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,McPhPe00,fumbles_forced,0,,,,,
player,201511090sdg,chi,BarrLa00,def_int,0,,,,,
player,201511090sdg,chi,BarrLa00,def_int_yds,0,,,,,
player,201511090sdg,chi,BarrLa00,def_int_td,0,,,,,
player,201511090sdg,chi,BarrLa00,def_int_long,0,,,,,
player,201511090sdg,chi,BarrLa00,pass_defended,0,,,,,
player,201511090sdg,chi,BarrLa00,sacks,0.0,,,,,
player,201511090sdg,chi,BarrLa00,tackles_combined,1,,,,,
player,201511090sdg,chi,BarrLa00,tackles_solo,0,,,,,
player,201511090sdg,chi,BarrLa00,tackles_assists,1,,,,,
player,201511090sdg,chi,BarrLa00,tackles_loss,0,,,,,
player,201511090sdg,chi,BarrLa00,qb_hits,0,,,,,
player,201511090sdg,chi,BarrLa00,fumbles_rec,0,,,,,
player,201511090sdg,chi,BarrLa00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,BarrLa00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,BarrLa00,fumbles_forced,0,,,,,
player,201511090sdg,chi,GastBr00,def_int,0,,,,,
player,201511090sdg,chi,GastBr00,def_int_yds,0,,,,,
player,201511090sdg,chi,GastBr00,def_int_td,0,,,,,
player,201511090sdg,chi,GastBr00,def_int_long,0,,,,,
player,201511090sdg,chi,GastBr00,pass_defended,0,,,,,
player,201511090sdg,chi,GastBr00,sacks,0.0,,,,,
player,201511090sdg,chi,GastBr00,tackles_combined,1,,,,,
player,201511090sdg,chi,GastBr00,tackles_solo,1,,,,,
player,201511090sdg,chi,GastBr00,tackles_assists,0,,,,,
player,201511090sdg,chi,GastBr00,tackles_loss,0,,,,,
player,201511090sdg,chi,GastBr00,qb_hits,0,,,,,
player,201511090sdg,chi,GastBr00,fumbles_rec,0,,,,,
player,201511090sdg,chi,GastBr00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,GastBr00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,GastBr00,fumbles_forced,0,,,,,
player,201511090sdg,chi,GoldEd00,def_int,0,,,,,
player,201511090sdg,chi,GoldEd00,def_int_yds,0,,,,,
player,201511090sdg,chi,GoldEd00,def_int_td,0,,,,,
player,201511090sdg,chi,GoldEd00,def_int_long,0,,,,,
player,201511090sdg,chi,GoldEd00,pass_defended,0,,,,,
player,201511090sdg,chi,GoldEd00,sacks,0.0,,,,,
player,201511090sdg,chi,GoldEd00,tackles_combined,1,,,,,
player,201511090sdg,chi,GoldEd00,tackles_solo,0,,,,,
player,201511090sdg,chi,GoldEd00,tackles_assists,1,,,,,
player,201511090sdg,chi,GoldEd00,tackles_loss,0,,,,,
player,201511090sdg,chi,GoldEd00,qb_hits,0,,,,,
player,201511090sdg,chi,GoldEd00,fumbles_rec,0,,,,,
player,201511090sdg,chi,GoldEd00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,GoldEd00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,GoldEd00,fumbles_forced,0,,,,,
player,201511090sdg,chi,ReynLa00,def_int,0,,,,,
player,201511090sdg,chi,ReynLa00,def_int_yds,0,,,,,
player,201511090sdg,chi,ReynLa00,def_int_td,0,,,,,
player,201511090sdg,chi,ReynLa00,def_int_long,0,,,,,
player,201511090sdg,chi,ReynLa00,pass_defended,0,,,,,
player,201511090sdg,chi,ReynLa00,sacks,0.0,,,,,
player,201511090sdg,chi,ReynLa00,tackles_combined,1,,,,,
player,201511090sdg,chi,ReynLa00,tackles_solo,1,,,,,
player,201511090sdg,chi,ReynLa00,tackles_assists,0,,,,,
player,201511090sdg,chi,ReynLa00,tackles_loss,0,,,,,
player,201511090sdg,chi,ReynLa00,qb_hits,0,,,,,
player,201511090sdg,chi,ReynLa00,fumbles_rec,0,,,,,
player,201511090sdg,chi,ReynLa00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,ReynLa00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,ReynLa00,fumbles_forced,0,,,,,
player,201511090sdg,chi,UnreMi00,def_int,0,,,,,
player,201511090sdg,chi,UnreMi00,def_int_yds,0,,,,,
player,201511090sdg,chi,UnreMi00,def_int_td,0,,,,,
player,201511090sdg,chi,UnreMi00,def_int_long,0,,,,,
player,201511090sdg,chi,UnreMi00,pass_defended,0,,,,,
player,201511090sdg,chi,UnreMi00,sacks,0.0,,,,,
player,201511090sdg,chi,UnreMi00,tackles_combined,1,,,,,
player,201511090sdg,chi,UnreMi00,tackles_solo,0,,,,,
player,201511090sdg,chi,UnreMi00,tackles_assists,1,,,,,
player,201511090sdg,chi,UnreMi00,tackles_loss,0,,,,,
player,201511090sdg,chi,UnreMi00,qb_hits,0,,,,,
player,201511090sdg,chi,UnreMi00,fumbles_rec,0,,,,,
player,201511090sdg,chi,UnreMi00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,UnreMi00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,UnreMi00,fumbles_forced,0,,,,,
player,201511090sdg,chi,SuttWi00,def_int,0,,,,,
player,201511090sdg,chi,SuttWi00,def_int_yds,0,,,,,
player,201511090sdg,chi,SuttWi00,def_int_td,0,,,,,
player,201511090sdg,chi,SuttWi00,def_int_long,0,,,,,
player,201511090sdg,chi,SuttWi00,pass_defended,1,,,,,
player,201511090sdg,chi,SuttWi00,sacks,0.0,,,,,
player,201511090sdg,chi,SuttWi00,tackles_combined,0,,,,,
player,201511090sdg,chi,SuttWi00,tackles_solo,0,,,,,
player,201511090sdg,chi,SuttWi00,tackles_assists,0,,,,,
player,201511090sdg,chi,SuttWi00,tackles_loss,0,,,,,
player,201511090sdg,chi,SuttWi00,qb_hits,0,,,,,
player,201511090sdg,chi,SuttWi00,fumbles_rec,0,,,,,
player,201511090sdg,chi,SuttWi00,fumbles_rec_yds,0,,,,,
player,201511090sdg,chi,SuttWi00,fumbles_rec_td,0,,,,,
player,201511090sdg,chi,SuttWi00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,VerrJa00,def_int,1,,,,,
player,201511090sdg,sdg,VerrJa00,def_int_yds,68,,,,,
player,201511090sdg,sdg,VerrJa00,def_int_td,1,,,,,
player,201511090sdg,sdg,VerrJa00,def_int_long,68,,,,,
player,201511090sdg,sdg,VerrJa00,pass_defended,3,,,,,
player,201511090sdg,sdg,VerrJa00,sacks,0.0,,,,,
player,201511090sdg,sdg,VerrJa00,tackles_combined,0,,,,,
player,201511090sdg,sdg,VerrJa00,tackles_solo,0,,,,,
player,201511090sdg,sdg,VerrJa00,tackles_assists,0,,,,,
player,201511090sdg,sdg,VerrJa00,tackles_loss,0,,,,,
player,201511090sdg,sdg,VerrJa00,qb_hits,0,,,,,
player,201511090sdg,sdg,VerrJa00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,VerrJa00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,VerrJa00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,VerrJa00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,IngrMe00,def_int,0,,,,,
player,201511090sdg,sdg,IngrMe00,def_int_yds,0,,,,,
player,201511090sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201511090sdg,sdg,IngrMe00,def_int_long,0,,,,,
player,201511090sdg,sdg,IngrMe00,pass_defended,0,,,,,
player,201511090sdg,sdg,IngrMe00,sacks,1.0,,,,,
player,201511090sdg,sdg,IngrMe00,tackles_combined,5,,,,,
player,201511090sdg,sdg,IngrMe00,tackles_solo,5,,,,,
player,201511090sdg,sdg,IngrMe00,tackles_assists,0,,,,,
player,201511090sdg,sdg,IngrMe00,tackles_loss,1,,,,,
player,201511090sdg,sdg,IngrMe00,qb_hits,2,,,,,
player,201511090sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,IngrMe00,fumbles_forced,1,,,,,
player,201511090sdg,sdg,WeddEr99,def_int,0,,,,,
player,201511090sdg,sdg,WeddEr99,def_int_yds,0,,,,,
player,201511090sdg,sdg,WeddEr99,def_int_td,0,,,,,
player,201511090sdg,sdg,WeddEr99,def_int_long,0,,,,,
player,201511090sdg,sdg,WeddEr99,pass_defended,0,,,,,
player,201511090sdg,sdg,WeddEr99,sacks,0.0,,,,,
player,201511090sdg,sdg,WeddEr99,tackles_combined,13,,,,,
player,201511090sdg,sdg,WeddEr99,tackles_solo,9,,,,,
player,201511090sdg,sdg,WeddEr99,tackles_assists,4,,,,,
player,201511090sdg,sdg,WeddEr99,tackles_loss,0,,,,,
player,201511090sdg,sdg,WeddEr99,qb_hits,0,,,,,
player,201511090sdg,sdg,WeddEr99,fumbles_rec,1,,,,,
player,201511090sdg,sdg,WeddEr99,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,WeddEr99,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,WeddEr99,fumbles_forced,0,,,,,
player,201511090sdg,sdg,ConnKa99,def_int,0,,,,,
player,201511090sdg,sdg,ConnKa99,def_int_yds,0,,,,,
player,201511090sdg,sdg,ConnKa99,def_int_td,0,,,,,
player,201511090sdg,sdg,ConnKa99,def_int_long,0,,,,,
player,201511090sdg,sdg,ConnKa99,pass_defended,1,,,,,
player,201511090sdg,sdg,ConnKa99,sacks,0.0,,,,,
player,201511090sdg,sdg,ConnKa99,tackles_combined,8,,,,,
player,201511090sdg,sdg,ConnKa99,tackles_solo,7,,,,,
player,201511090sdg,sdg,ConnKa99,tackles_assists,1,,,,,
player,201511090sdg,sdg,ConnKa99,tackles_loss,1,,,,,
player,201511090sdg,sdg,ConnKa99,qb_hits,0,,,,,
player,201511090sdg,sdg,ConnKa99,fumbles_rec,0,,,,,
player,201511090sdg,sdg,ConnKa99,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,ConnKa99,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,ConnKa99,fumbles_forced,0,,,,,
player,201511090sdg,sdg,AddaJa00,def_int,0,,,,,
player,201511090sdg,sdg,AddaJa00,def_int_yds,0,,,,,
player,201511090sdg,sdg,AddaJa00,def_int_td,0,,,,,
player,201511090sdg,sdg,AddaJa00,def_int_long,0,,,,,
player,201511090sdg,sdg,AddaJa00,pass_defended,0,,,,,
player,201511090sdg,sdg,AddaJa00,sacks,0.0,,,,,
player,201511090sdg,sdg,AddaJa00,tackles_combined,7,,,,,
player,201511090sdg,sdg,AddaJa00,tackles_solo,6,,,,,
player,201511090sdg,sdg,AddaJa00,tackles_assists,1,,,,,
player,201511090sdg,sdg,AddaJa00,tackles_loss,0,,,,,
player,201511090sdg,sdg,AddaJa00,qb_hits,0,,,,,
player,201511090sdg,sdg,AddaJa00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,AddaJa00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,AddaJa00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,AddaJa00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,WillSt02,def_int,0,,,,,
player,201511090sdg,sdg,WillSt02,def_int_yds,0,,,,,
player,201511090sdg,sdg,WillSt02,def_int_td,0,,,,,
player,201511090sdg,sdg,WillSt02,def_int_long,0,,,,,
player,201511090sdg,sdg,WillSt02,pass_defended,1,,,,,
player,201511090sdg,sdg,WillSt02,sacks,0.0,,,,,
player,201511090sdg,sdg,WillSt02,tackles_combined,5,,,,,
player,201511090sdg,sdg,WillSt02,tackles_solo,4,,,,,
player,201511090sdg,sdg,WillSt02,tackles_assists,1,,,,,
player,201511090sdg,sdg,WillSt02,tackles_loss,0,,,,,
player,201511090sdg,sdg,WillSt02,qb_hits,0,,,,,
player,201511090sdg,sdg,WillSt02,fumbles_rec,0,,,,,
player,201511090sdg,sdg,WillSt02,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,WillSt02,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,WillSt02,fumbles_forced,0,,,,,
player,201511090sdg,sdg,FlowBr99,def_int,0,,,,,
player,201511090sdg,sdg,FlowBr99,def_int_yds,0,,,,,
player,201511090sdg,sdg,FlowBr99,def_int_td,0,,,,,
player,201511090sdg,sdg,FlowBr99,def_int_long,0,,,,,
player,201511090sdg,sdg,FlowBr99,pass_defended,0,,,,,
player,201511090sdg,sdg,FlowBr99,sacks,0.0,,,,,
player,201511090sdg,sdg,FlowBr99,tackles_combined,4,,,,,
player,201511090sdg,sdg,FlowBr99,tackles_solo,4,,,,,
player,201511090sdg,sdg,FlowBr99,tackles_assists,0,,,,,
player,201511090sdg,sdg,FlowBr99,tackles_loss,0,,,,,
player,201511090sdg,sdg,FlowBr99,qb_hits,0,,,,,
player,201511090sdg,sdg,FlowBr99,fumbles_rec,0,,,,,
player,201511090sdg,sdg,FlowBr99,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,FlowBr99,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,FlowBr99,fumbles_forced,0,,,,,
player,201511090sdg,sdg,LissSe99,def_int,0,,,,,
player,201511090sdg,sdg,LissSe99,def_int_yds,0,,,,,
player,201511090sdg,sdg,LissSe99,def_int_td,0,,,,,
player,201511090sdg,sdg,LissSe99,def_int_long,0,,,,,
player,201511090sdg,sdg,LissSe99,pass_defended,0,,,,,
player,201511090sdg,sdg,LissSe99,sacks,0.0,,,,,
player,201511090sdg,sdg,LissSe99,tackles_combined,4,,,,,
player,201511090sdg,sdg,LissSe99,tackles_solo,3,,,,,
player,201511090sdg,sdg,LissSe99,tackles_assists,1,,,,,
player,201511090sdg,sdg,LissSe99,tackles_loss,0,,,,,
player,201511090sdg,sdg,LissSe99,qb_hits,1,,,,,
player,201511090sdg,sdg,LissSe99,fumbles_rec,0,,,,,
player,201511090sdg,sdg,LissSe99,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,LissSe99,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,LissSe99,fumbles_forced,0,,,,,
player,201511090sdg,sdg,AttaJe00,def_int,0,,,,,
player,201511090sdg,sdg,AttaJe00,def_int_yds,0,,,,,
player,201511090sdg,sdg,AttaJe00,def_int_td,0,,,,,
player,201511090sdg,sdg,AttaJe00,def_int_long,0,,,,,
player,201511090sdg,sdg,AttaJe00,pass_defended,0,,,,,
player,201511090sdg,sdg,AttaJe00,sacks,0.0,,,,,
player,201511090sdg,sdg,AttaJe00,tackles_combined,3,,,,,
player,201511090sdg,sdg,AttaJe00,tackles_solo,2,,,,,
player,201511090sdg,sdg,AttaJe00,tackles_assists,1,,,,,
player,201511090sdg,sdg,AttaJe00,tackles_loss,0,,,,,
player,201511090sdg,sdg,AttaJe00,qb_hits,2,,,,,
player,201511090sdg,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,AttaJe00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,CarrRy00,def_int,0,,,,,
player,201511090sdg,sdg,CarrRy00,def_int_yds,0,,,,,
player,201511090sdg,sdg,CarrRy00,def_int_td,0,,,,,
player,201511090sdg,sdg,CarrRy00,def_int_long,0,,,,,
player,201511090sdg,sdg,CarrRy00,pass_defended,0,,,,,
player,201511090sdg,sdg,CarrRy00,sacks,0.0,,,,,
player,201511090sdg,sdg,CarrRy00,tackles_combined,3,,,,,
player,201511090sdg,sdg,CarrRy00,tackles_solo,3,,,,,
player,201511090sdg,sdg,CarrRy00,tackles_assists,0,,,,,
player,201511090sdg,sdg,CarrRy00,tackles_loss,1,,,,,
player,201511090sdg,sdg,CarrRy00,qb_hits,0,,,,,
player,201511090sdg,sdg,CarrRy00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,CarrRy00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,CarrRy00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,CarrRy00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,EmanKy00,def_int,0,,,,,
player,201511090sdg,sdg,EmanKy00,def_int_yds,0,,,,,
player,201511090sdg,sdg,EmanKy00,def_int_td,0,,,,,
player,201511090sdg,sdg,EmanKy00,def_int_long,0,,,,,
player,201511090sdg,sdg,EmanKy00,pass_defended,0,,,,,
player,201511090sdg,sdg,EmanKy00,sacks,0.0,,,,,
player,201511090sdg,sdg,EmanKy00,tackles_combined,3,,,,,
player,201511090sdg,sdg,EmanKy00,tackles_solo,1,,,,,
player,201511090sdg,sdg,EmanKy00,tackles_assists,2,,,,,
player,201511090sdg,sdg,EmanKy00,tackles_loss,0,,,,,
player,201511090sdg,sdg,EmanKy00,qb_hits,0,,,,,
player,201511090sdg,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,MageCr00,def_int,0,,,,,
player,201511090sdg,sdg,MageCr00,def_int_yds,0,,,,,
player,201511090sdg,sdg,MageCr00,def_int_td,0,,,,,
player,201511090sdg,sdg,MageCr00,def_int_long,0,,,,,
player,201511090sdg,sdg,MageCr00,pass_defended,1,,,,,
player,201511090sdg,sdg,MageCr00,sacks,0.0,,,,,
player,201511090sdg,sdg,MageCr00,tackles_combined,2,,,,,
player,201511090sdg,sdg,MageCr00,tackles_solo,2,,,,,
player,201511090sdg,sdg,MageCr00,tackles_assists,0,,,,,
player,201511090sdg,sdg,MageCr00,tackles_loss,0,,,,,
player,201511090sdg,sdg,MageCr00,qb_hits,0,,,,,
player,201511090sdg,sdg,MageCr00,fumbles_rec,0,,,,,
player,201511090sdg,sdg,MageCr00,fumbles_rec_yds,0,,,,,
player,201511090sdg,sdg,MageCr00,fumbles_rec_td,0,,,,,
player,201511090sdg,sdg,MageCr00,fumbles_forced,0,,,,,
player,201511090sdg,sdg,RobiPa99,def_int,0,,,,,
player,201511090sdg,sdg,RobiPa99,def_int_yds,0,,,,,
player,201511090sdg,sdg,RobiPa99,def_int_td,0,,,,,
player,201511090sdg,sdg,RobiPa99,def_int_long,0,,,,,
player,201511090sdg,sdg,RobiPa99,pass_defended,0,,,,,
