game,2015,4,20151004,201510040chi,rai,"Oakland Raiders",20,chi,"Chicago Bears",22
player,201510040chi,rai,CrabMi00,rec_td,0,,,,,
player,201510040chi,rai,CrabMi00,rec_long,25,,,,,
player,201510040chi,rai,CrabMi00,fumbles,0,,,,,
player,201510040chi,rai,CrabMi00,fumbles_lost,0,,,,,
player,201510040chi,rai,CoopAm00,pass_cmp,0,,,,,
player,201510040chi,rai,CoopAm00,pass_att,0,,,,,
player,201510040chi,rai,CoopAm00,pass_yds,0,,,,,
player,201510040chi,rai,CoopAm00,pass_td,0,,,,,
player,201510040chi,rai,CoopAm00,pass_int,0,,,,,
player,201510040chi,rai,CoopAm00,pass_sacked,,,,,,
player,201510040chi,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201510040chi,rai,CoopAm00,pass_long,0,,,,,
player,201510040chi,rai,CoopAm00,pass_rating,,,,,,
player,201510040chi,rai,CoopAm00,rush_att,0,,,,,
player,201510040chi,rai,CoopAm00,rush_yds,0,,,,,
player,201510040chi,rai,CoopAm00,rush_td,0,,,,,
player,201510040chi,rai,CoopAm00,rush_long,0,,,,,
player,201510040chi,rai,CoopAm00,targets,9,,,,,
player,201510040chi,rai,CoopAm00,rec,4,,,,,
player,201510040chi,rai,CoopAm00,rec_yds,49,,,,,
player,201510040chi,rai,CoopAm00,rec_td,1,,,,,
player,201510040chi,rai,CoopAm00,rec_long,26,,,,,
player,201510040chi,rai,CoopAm00,fumbles,0,,,,,
player,201510040chi,rai,CoopAm00,fumbles_lost,0,,,,,
player,201510040chi,rai,ReecMa00,pass_cmp,0,,,,,
player,201510040chi,rai,ReecMa00,pass_att,0,,,,,
player,201510040chi,rai,ReecMa00,pass_yds,0,,,,,
player,201510040chi,rai,ReecMa00,pass_td,0,,,,,
player,201510040chi,rai,ReecMa00,pass_int,0,,,,,
player,201510040chi,rai,ReecMa00,pass_sacked,,,,,,
player,201510040chi,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201510040chi,rai,ReecMa00,pass_long,0,,,,,
player,201510040chi,rai,ReecMa00,pass_rating,,,,,,
player,201510040chi,rai,ReecMa00,rush_att,0,,,,,
player,201510040chi,rai,ReecMa00,rush_yds,0,,,,,
player,201510040chi,rai,ReecMa00,rush_td,0,,,,,
player,201510040chi,rai,ReecMa00,rush_long,0,,,,,
player,201510040chi,rai,ReecMa00,targets,2,,,,,
player,201510040chi,rai,ReecMa00,rec,2,,,,,
player,201510040chi,rai,ReecMa00,rec_yds,16,,,,,
player,201510040chi,rai,ReecMa00,rec_td,0,,,,,
player,201510040chi,rai,ReecMa00,rec_long,10,,,,,
player,201510040chi,rai,ReecMa00,fumbles,0,,,,,
player,201510040chi,rai,ReecMa00,fumbles_lost,0,,,,,
player,201510040chi,rai,SmitLe00,pass_cmp,0,,,,,
player,201510040chi,rai,SmitLe00,pass_att,0,,,,,
player,201510040chi,rai,SmitLe00,pass_yds,0,,,,,
player,201510040chi,rai,SmitLe00,pass_td,0,,,,,
player,201510040chi,rai,SmitLe00,pass_int,0,,,,,
player,201510040chi,rai,SmitLe00,pass_sacked,,,,,,
player,201510040chi,rai,SmitLe00,pass_sacked_yds,0,,,,,
player,201510040chi,rai,SmitLe00,pass_long,0,,,,,
player,201510040chi,rai,SmitLe00,pass_rating,,,,,,
player,201510040chi,rai,SmitLe00,rush_att,0,,,,,
player,201510040chi,rai,SmitLe00,rush_yds,0,,,,,
player,201510040chi,rai,SmitLe00,rush_td,0,,,,,
player,201510040chi,rai,SmitLe00,rush_long,0,,,,,
player,201510040chi,rai,SmitLe00,targets,2,,,,,
player,201510040chi,rai,SmitLe00,rec,2,,,,,
player,201510040chi,rai,SmitLe00,rec_yds,14,,,,,
player,201510040chi,rai,SmitLe00,rec_td,0,,,,,
player,201510040chi,rai,SmitLe00,rec_long,9,,,,,
player,201510040chi,rai,SmitLe00,fumbles,0,,,,,
player,201510040chi,rai,SmitLe00,fumbles_lost,0,,,,,
player,201510040chi,rai,RiveMy00,pass_cmp,0,,,,,
player,201510040chi,rai,RiveMy00,pass_att,0,,,,,
player,201510040chi,rai,RiveMy00,pass_yds,0,,,,,
player,201510040chi,rai,RiveMy00,pass_td,0,,,,,
player,201510040chi,rai,RiveMy00,pass_int,0,,,,,
player,201510040chi,rai,RiveMy00,pass_sacked,,,,,,
player,201510040chi,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201510040chi,rai,RiveMy00,pass_long,0,,,,,
player,201510040chi,rai,RiveMy00,pass_rating,,,,,,
player,201510040chi,rai,RiveMy00,rush_att,0,,,,,
player,201510040chi,rai,RiveMy00,rush_yds,0,,,,,
player,201510040chi,rai,RiveMy00,rush_td,0,,,,,
player,201510040chi,rai,RiveMy00,rush_long,0,,,,,
player,201510040chi,rai,RiveMy00,targets,3,,,,,
player,201510040chi,rai,RiveMy00,rec,2,,,,,
player,201510040chi,rai,RiveMy00,rec_yds,12,,,,,
player,201510040chi,rai,RiveMy00,rec_td,0,,,,,
player,201510040chi,rai,RiveMy00,rec_long,8,,,,,
player,201510040chi,rai,RiveMy00,fumbles,0,,,,,
player,201510040chi,rai,RiveMy00,fumbles_lost,0,,,,,
player,201510040chi,rai,RobeSe00,pass_cmp,0,,,,,
player,201510040chi,rai,RobeSe00,pass_att,0,,,,,
player,201510040chi,rai,RobeSe00,pass_yds,0,,,,,
player,201510040chi,rai,RobeSe00,pass_td,0,,,,,
player,201510040chi,rai,RobeSe00,pass_int,0,,,,,
player,201510040chi,rai,RobeSe00,pass_sacked,0,,,,,
player,201510040chi,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201510040chi,rai,RobeSe00,pass_long,0,,,,,
player,201510040chi,rai,RobeSe00,pass_rating,,,,,,
player,201510040chi,rai,RobeSe00,rush_att,0,,,,,
player,201510040chi,rai,RobeSe00,rush_yds,0,,,,,
player,201510040chi,rai,RobeSe00,rush_td,0,,,,,
player,201510040chi,rai,RobeSe00,rush_long,0,,,,,
player,201510040chi,rai,RobeSe00,targets,2,,,,,
player,201510040chi,rai,RobeSe00,rec,0,,,,,
player,201510040chi,rai,RobeSe00,rec_yds,0,,,,,
player,201510040chi,rai,RobeSe00,rec_td,0,,,,,
player,201510040chi,rai,RobeSe00,rec_long,0,,,,,
player,201510040chi,rai,RobeSe00,fumbles,0,,,,,
player,201510040chi,rai,RobeSe00,fumbles_lost,0,,,,,
player,201510040chi,rai,WalfCl00,pass_cmp,0,,,,,
player,201510040chi,rai,WalfCl00,pass_att,0,,,,,
player,201510040chi,rai,WalfCl00,pass_yds,0,,,,,
player,201510040chi,rai,WalfCl00,pass_td,0,,,,,
player,201510040chi,rai,WalfCl00,pass_int,0,,,,,
player,201510040chi,rai,WalfCl00,pass_sacked,0,,,,,
player,201510040chi,rai,WalfCl00,pass_sacked_yds,0,,,,,
player,201510040chi,rai,WalfCl00,pass_long,0,,,,,
player,201510040chi,rai,WalfCl00,pass_rating,,,,,,
player,201510040chi,rai,WalfCl00,rush_att,0,,,,,
player,201510040chi,rai,WalfCl00,rush_yds,0,,,,,
player,201510040chi,rai,WalfCl00,rush_td,0,,,,,
player,201510040chi,rai,WalfCl00,rush_long,0,,,,,
player,201510040chi,rai,WalfCl00,targets,1,,,,,
player,201510040chi,rai,WalfCl00,rec,0,,,,,
player,201510040chi,rai,WalfCl00,rec_yds,0,,,,,
player,201510040chi,rai,WalfCl00,rec_td,0,,,,,
player,201510040chi,rai,WalfCl00,rec_long,0,,,,,
player,201510040chi,rai,WalfCl00,fumbles,0,,,,,
player,201510040chi,rai,WalfCl00,fumbles_lost,0,,,,,
player,201510040chi,rai,HolmAn00,pass_cmp,0,,,,,
player,201510040chi,rai,HolmAn00,pass_att,0,,,,,
player,201510040chi,rai,HolmAn00,pass_yds,0,,,,,
player,201510040chi,rai,HolmAn00,pass_td,0,,,,,
player,201510040chi,rai,HolmAn00,pass_int,0,,,,,
player,201510040chi,rai,HolmAn00,pass_sacked,0,,,,,
player,201510040chi,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201510040chi,rai,HolmAn00,pass_long,0,,,,,
player,201510040chi,rai,HolmAn00,pass_rating,,,,,,
player,201510040chi,rai,HolmAn00,rush_att,0,,,,,
player,201510040chi,rai,HolmAn00,rush_yds,0,,,,,
player,201510040chi,rai,HolmAn00,rush_td,0,,,,,
player,201510040chi,rai,HolmAn00,rush_long,0,,,,,
player,201510040chi,rai,HolmAn00,targets,1,,,,,
player,201510040chi,rai,HolmAn00,rec,0,,,,,
player,201510040chi,rai,HolmAn00,rec_yds,0,,,,,
player,201510040chi,rai,HolmAn00,rec_td,0,,,,,
player,201510040chi,rai,HolmAn00,rec_long,0,,,,,
player,201510040chi,rai,HolmAn00,fumbles,0,,,,,
player,201510040chi,rai,HolmAn00,fumbles_lost,0,,,,,
player,201510040chi,rai,BergTo00,pass_cmp,0,,,,,
player,201510040chi,rai,BergTo00,pass_att,0,,,,,
player,201510040chi,rai,BergTo00,pass_yds,0,,,,,
player,201510040chi,rai,BergTo00,pass_td,0,,,,,
player,201510040chi,rai,BergTo00,pass_int,0,,,,,
player,201510040chi,rai,BergTo00,pass_sacked,0,,,,,
player,201510040chi,rai,BergTo00,pass_sacked_yds,0,,,,,
player,201510040chi,rai,BergTo00,pass_long,0,,,,,
player,201510040chi,rai,BergTo00,pass_rating,,,,,,
player,201510040chi,rai,BergTo00,rush_att,0,,,,,
player,201510040chi,rai,BergTo00,rush_yds,0,,,,,
player,201510040chi,rai,BergTo00,rush_td,0,,,,,
player,201510040chi,rai,BergTo00,rush_long,0,,,,,
player,201510040chi,rai,BergTo00,targets,1,,,,,
player,201510040chi,rai,BergTo00,rec,0,,,,,
player,201510040chi,rai,BergTo00,rec_yds,0,,,,,
player,201510040chi,rai,BergTo00,rec_td,0,,,,,
player,201510040chi,rai,BergTo00,rec_long,0,,,,,
player,201510040chi,rai,BergTo00,fumbles,0,,,,,
player,201510040chi,rai,BergTo00,fumbles_lost,0,,,,,
player,201510040chi,rai,OlawJa00,pass_cmp,0,,,,,
player,201510040chi,rai,OlawJa00,pass_att,0,,,,,
player,201510040chi,rai,OlawJa00,pass_yds,0,,,,,
player,201510040chi,rai,OlawJa00,pass_td,0,,,,,
player,201510040chi,rai,OlawJa00,pass_int,0,,,,,
player,201510040chi,rai,OlawJa00,pass_sacked,,,,,,
player,201510040chi,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201510040chi,rai,OlawJa00,pass_long,0,,,,,
player,201510040chi,rai,OlawJa00,pass_rating,,,,,,
player,201510040chi,rai,OlawJa00,rush_att,1,,,,,
player,201510040chi,rai,OlawJa00,rush_yds,-1,,,,,
player,201510040chi,rai,OlawJa00,rush_td,0,,,,,
player,201510040chi,rai,OlawJa00,rush_long,-1,,,,,
player,201510040chi,rai,OlawJa00,targets,0,,,,,
player,201510040chi,rai,OlawJa00,rec,0,,,,,
player,201510040chi,rai,OlawJa00,rec_yds,0,,,,,
player,201510040chi,rai,OlawJa00,rec_td,0,,,,,
player,201510040chi,rai,OlawJa00,rec_long,0,,,,,
player,201510040chi,rai,OlawJa00,fumbles,0,,,,,
player,201510040chi,rai,OlawJa00,fumbles_lost,0,,,,,
player,201510040chi,chi,CutlJa00,pass_cmp,28,,,,,
player,201510040chi,chi,CutlJa00,pass_att,43,,,,,
player,201510040chi,chi,CutlJa00,pass_yds,281,,,,,
player,201510040chi,chi,CutlJa00,pass_td,2,,,,,
player,201510040chi,chi,CutlJa00,pass_int,1,,,,,
player,201510040chi,chi,CutlJa00,pass_sacked,3,,,,,
player,201510040chi,chi,CutlJa00,pass_sacked_yds,8,,,,,
player,201510040chi,chi,CutlJa00,pass_long,38,,,,,
player,201510040chi,chi,CutlJa00,pass_rating,89.4,,,,,
player,201510040chi,chi,CutlJa00,rush_att,1,,,,,
player,201510040chi,chi,CutlJa00,rush_yds,0,,,,,
player,201510040chi,chi,CutlJa00,rush_td,0,,,,,
player,201510040chi,chi,CutlJa00,rush_long,0,,,,,
player,201510040chi,chi,CutlJa00,targets,0,,,,,
player,201510040chi,chi,CutlJa00,rec,0,,,,,
player,201510040chi,chi,CutlJa00,rec_yds,0,,,,,
player,201510040chi,chi,CutlJa00,rec_td,0,,,,,
player,201510040chi,chi,CutlJa00,rec_long,0,,,,,
player,201510040chi,chi,CutlJa00,fumbles,0,,,,,
player,201510040chi,chi,CutlJa00,fumbles_lost,0,,,,,
player,201510040chi,chi,FortMa00,pass_cmp,0,,,,,
player,201510040chi,chi,FortMa00,pass_att,0,,,,,
player,201510040chi,chi,FortMa00,pass_yds,0,,,,,
player,201510040chi,chi,FortMa00,pass_td,0,,,,,
player,201510040chi,chi,FortMa00,pass_int,0,,,,,
player,201510040chi,chi,FortMa00,pass_sacked,0,,,,,
player,201510040chi,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201510040chi,chi,FortMa00,pass_long,0,,,,,
player,201510040chi,chi,FortMa00,pass_rating,,,,,,
player,201510040chi,chi,FortMa00,rush_att,25,,,,,
player,201510040chi,chi,FortMa00,rush_yds,91,,,,,
player,201510040chi,chi,FortMa00,rush_td,0,,,,,
player,201510040chi,chi,FortMa00,rush_long,12,,,,,
player,201510040chi,chi,FortMa00,targets,4,,,,,
player,201510040chi,chi,FortMa00,rec,4,,,,,
player,201510040chi,chi,FortMa00,rec_yds,64,,,,,
player,201510040chi,chi,FortMa00,rec_td,0,,,,,
player,201510040chi,chi,FortMa00,rec_long,38,,,,,
player,201510040chi,chi,FortMa00,fumbles,1,,,,,
player,201510040chi,chi,FortMa00,fumbles_lost,1,,,,,
player,201510040chi,chi,LangJe00,pass_cmp,0,,,,,
player,201510040chi,chi,LangJe00,pass_att,0,,,,,
player,201510040chi,chi,LangJe00,pass_yds,0,,,,,
player,201510040chi,chi,LangJe00,pass_td,0,,,,,
player,201510040chi,chi,LangJe00,pass_int,0,,,,,
player,201510040chi,chi,LangJe00,pass_sacked,0,,,,,
player,201510040chi,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201510040chi,chi,LangJe00,pass_long,0,,,,,
player,201510040chi,chi,LangJe00,pass_rating,,,,,,
player,201510040chi,chi,LangJe00,rush_att,1,,,,,
player,201510040chi,chi,LangJe00,rush_yds,4,,,,,
player,201510040chi,chi,LangJe00,rush_td,0,,,,,
player,201510040chi,chi,LangJe00,rush_long,4,,,,,
player,201510040chi,chi,LangJe00,targets,0,,,,,
player,201510040chi,chi,LangJe00,rec,0,,,,,
player,201510040chi,chi,LangJe00,rec_yds,0,,,,,
player,201510040chi,chi,LangJe00,rec_td,0,,,,,
player,201510040chi,chi,LangJe00,rec_long,0,,,,,
player,201510040chi,chi,LangJe00,fumbles,0,,,,,
player,201510040chi,chi,LangJe00,fumbles_lost,0,,,,,
player,201510040chi,chi,RodgJa00,pass_cmp,0,,,,,
player,201510040chi,chi,RodgJa00,pass_att,0,,,,,
player,201510040chi,chi,RodgJa00,pass_yds,0,,,,,
player,201510040chi,chi,RodgJa00,pass_td,0,,,,,
player,201510040chi,chi,RodgJa00,pass_int,0,,,,,
player,201510040chi,chi,RodgJa00,pass_sacked,0,,,,,
player,201510040chi,chi,RodgJa00,pass_sacked_yds,0,,,,,
player,201510040chi,chi,RodgJa00,pass_long,0,,,,,
player,201510040chi,chi,RodgJa00,pass_rating,,,,,,
player,201510040chi,chi,RodgJa00,rush_att,2,,,,,
player,201510040chi,chi,RodgJa00,rush_yds,3,,,,,
player,201510040chi,chi,RodgJa00,rush_td,0,,,,,
player,201510040chi,chi,RodgJa00,rush_long,3,,,,,
player,201510040chi,chi,RodgJa00,targets,1,,,,,
player,201510040chi,chi,RodgJa00,rec,0,,,,,
player,201510040chi,chi,RodgJa00,rec_yds,0,,,,,
player,201510040chi,chi,RodgJa00,rec_td,0,,,,,
player,201510040chi,chi,RodgJa00,rec_long,0,,,,,
player,201510040chi,chi,RodgJa00,fumbles,0,,,,,
player,201510040chi,chi,RodgJa00,fumbles_lost,0,,,,,
player,201510040chi,chi,BennMa00,pass_cmp,0,,,,,
player,201510040chi,chi,BennMa00,pass_att,0,,,,,
player,201510040chi,chi,BennMa00,pass_yds,0,,,,,
player,201510040chi,chi,BennMa00,pass_td,0,,,,,
player,201510040chi,chi,BennMa00,pass_int,0,,,,,
player,201510040chi,chi,BennMa00,pass_sacked,0,,,,,
player,201510040chi,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201510040chi,chi,BennMa00,pass_long,0,,,,,
player,201510040chi,chi,BennMa00,pass_rating,,,,,,
player,201510040chi,chi,BennMa00,rush_att,0,,,,,
player,201510040chi,chi,BennMa00,rush_yds,0,,,,,
player,201510040chi,chi,BennMa00,rush_td,0,,,,,
player,201510040chi,chi,BennMa00,rush_long,0,,,,,
player,201510040chi,chi,BennMa00,targets,13,,,,,
player,201510040chi,chi,BennMa00,rec,11,,,,,
player,201510040chi,chi,BennMa00,rec_yds,83,,,,,
player,201510040chi,chi,BennMa00,rec_td,1,,,,,
player,201510040chi,chi,BennMa00,rec_long,24,,,,,
player,201510040chi,chi,BennMa00,fumbles,1,,,,,
player,201510040chi,chi,BennMa00,fumbles_lost,0,,,,,
player,201510040chi,chi,WilsMa02,pass_cmp,0,,,,,
player,201510040chi,chi,WilsMa02,pass_att,0,,,,,
player,201510040chi,chi,WilsMa02,pass_yds,0,,,,,
player,201510040chi,chi,WilsMa02,pass_td,0,,,,,
player,201510040chi,chi,WilsMa02,pass_int,0,,,,,
player,201510040chi,chi,WilsMa02,pass_sacked,0,,,,,
player,201510040chi,chi,WilsMa02,pass_sacked_yds,0,,,,,
player,201510040chi,chi,WilsMa02,pass_long,0,,,,,
player,201510040chi,chi,WilsMa02,pass_rating,,,,,,
player,201510040chi,chi,WilsMa02,rush_att,0,,,,,
player,201510040chi,chi,WilsMa02,rush_yds,0,,,,,
player,201510040chi,chi,WilsMa02,rush_td,0,,,,,
player,201510040chi,chi,WilsMa02,rush_long,0,,,,,
player,201510040chi,chi,WilsMa02,targets,9,,,,,
player,201510040chi,chi,WilsMa02,rec,6,,,,,
player,201510040chi,chi,WilsMa02,rec_yds,80,,,,,
player,201510040chi,chi,WilsMa02,rec_td,0,,,,,
player,201510040chi,chi,WilsMa02,rec_long,35,,,,,
player,201510040chi,chi,WilsMa02,fumbles,0,,,,,
player,201510040chi,chi,WilsMa02,fumbles_lost,0,,,,,
player,201510040chi,chi,RoyaEd00,pass_cmp,0,,,,,
player,201510040chi,chi,RoyaEd00,pass_att,0,,,,,
player,201510040chi,chi,RoyaEd00,pass_yds,0,,,,,
player,201510040chi,chi,RoyaEd00,pass_td,0,,,,,
player,201510040chi,chi,RoyaEd00,pass_int,0,,,,,
player,201510040chi,chi,RoyaEd00,pass_sacked,0,,,,,
player,201510040chi,chi,RoyaEd00,pass_sacked_yds,0,,,,,
player,201510040chi,chi,RoyaEd00,pass_long,0,,,,,
player,201510040chi,chi,RoyaEd00,pass_rating,,,,,,
player,201510040chi,chi,RoyaEd00,rush_att,0,,,,,
player,201510040chi,chi,RoyaEd00,rush_yds,0,,,,,
player,201510040chi,chi,RoyaEd00,rush_td,0,,,,,
player,201510040chi,chi,RoyaEd00,rush_long,0,,,,,
player,201510040chi,chi,RoyaEd00,targets,10,,,,,
player,201510040chi,chi,RoyaEd00,rec,7,,,,,
player,201510040chi,chi,RoyaEd00,rec_yds,54,,,,,
player,201510040chi,chi,RoyaEd00,rec_td,1,,,,,
player,201510040chi,chi,RoyaEd00,rec_long,21,,,,,
player,201510040chi,chi,RoyaEd00,fumbles,0,,,,,
player,201510040chi,chi,RoyaEd00,fumbles_lost,0,,,,,
player,201510040chi,chi,MereCa00,pass_cmp,0,,,,,
player,201510040chi,chi,MereCa00,pass_att,0,,,,,
player,201510040chi,chi,MereCa00,pass_yds,0,,,,,
player,201510040chi,chi,MereCa00,pass_td,0,,,,,
player,201510040chi,chi,MereCa00,pass_int,0,,,,,
player,201510040chi,chi,MereCa00,pass_sacked,0,,,,,
player,201510040chi,chi,MereCa00,pass_sacked_yds,0,,,,,
player,201510040chi,chi,MereCa00,pass_long,0,,,,,
player,201510040chi,chi,MereCa00,pass_rating,,,,,,
player,201510040chi,chi,MereCa00,rush_att,0,,,,,
player,201510040chi,chi,MereCa00,rush_yds,0,,,,,
player,201510040chi,chi,MereCa00,rush_td,0,,,,,
player,201510040chi,chi,MereCa00,rush_long,0,,,,,
player,201510040chi,chi,MereCa00,targets,2,,,,,
player,201510040chi,chi,MereCa00,rec,0,,,,,
player,201510040chi,chi,MereCa00,rec_yds,0,,,,,
player,201510040chi,chi,MereCa00,rec_td,0,,,,,
player,201510040chi,chi,MereCa00,rec_long,0,,,,,
player,201510040chi,chi,MereCa00,fumbles,0,,,,,
player,201510040chi,chi,MereCa00,fumbles_lost,0,,,,,
player,201510040chi,chi,MariMa00,pass_cmp,0,,,,,
player,201510040chi,chi,MariMa00,pass_att,0,,,,,
player,201510040chi,chi,MariMa00,pass_yds,0,,,,,
player,201510040chi,chi,MariMa00,pass_td,0,,,,,
player,201510040chi,chi,MariMa00,pass_int,0,,,,,
player,201510040chi,chi,MariMa00,pass_sacked,0,,,,,
player,201510040chi,chi,MariMa00,pass_sacked_yds,0,,,,,
player,201510040chi,chi,MariMa00,pass_long,0,,,,,
player,201510040chi,chi,MariMa00,pass_rating,,,,,,
player,201510040chi,chi,MariMa00,rush_att,0,,,,,
player,201510040chi,chi,MariMa00,rush_yds,0,,,,,
player,201510040chi,chi,MariMa00,rush_td,0,,,,,
player,201510040chi,chi,MariMa00,rush_long,0,,,,,
player,201510040chi,chi,MariMa00,targets,1,,,,,
