game,2015,9,20151108,201511080nor,oti,"Tennessee Titans",34,nor,"New Orleans Saints",28
player,201511080nor,nor,GrahT.00,tackles_combined,1,,,,,
player,201511080nor,nor,GrahT.00,tackles_solo,1,,,,,
player,201511080nor,nor,GrahT.00,tackles_assists,0,,,,,
player,201511080nor,nor,GrahT.00,tackles_loss,0,,,,,
player,201511080nor,nor,GrahT.00,qb_hits,0,,,,,
player,201511080nor,nor,GrahT.00,fumbles_rec,0,,,,,
player,201511080nor,nor,GrahT.00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,GrahT.00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,GrahT.00,fumbles_forced,0,,,,,
player,201511080nor,nor,GwacOb00,def_int,0,,,,,
player,201511080nor,nor,GwacOb00,def_int_yds,0,,,,,
player,201511080nor,nor,GwacOb00,def_int_td,0,,,,,
player,201511080nor,nor,GwacOb00,def_int_long,0,,,,,
player,201511080nor,nor,GwacOb00,pass_defended,0,,,,,
player,201511080nor,nor,GwacOb00,sacks,0.0,,,,,
player,201511080nor,nor,GwacOb00,tackles_combined,1,,,,,
player,201511080nor,nor,GwacOb00,tackles_solo,1,,,,,
player,201511080nor,nor,GwacOb00,tackles_assists,0,,,,,
player,201511080nor,nor,GwacOb00,tackles_loss,0,,,,,
player,201511080nor,nor,GwacOb00,qb_hits,0,,,,,
player,201511080nor,nor,GwacOb00,fumbles_rec,1,,,,,
player,201511080nor,nor,GwacOb00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,GwacOb00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,GwacOb00,fumbles_forced,0,,,,,
player,201511080nor,nor,MohaMi00,def_int,0,,,,,
player,201511080nor,nor,MohaMi00,def_int_yds,0,,,,,
player,201511080nor,nor,MohaMi00,def_int_td,0,,,,,
player,201511080nor,nor,MohaMi00,def_int_long,0,,,,,
player,201511080nor,nor,MohaMi00,pass_defended,0,,,,,
player,201511080nor,nor,MohaMi00,sacks,0.0,,,,,
player,201511080nor,nor,MohaMi00,tackles_combined,1,,,,,
player,201511080nor,nor,MohaMi00,tackles_solo,1,,,,,
player,201511080nor,nor,MohaMi00,tackles_assists,0,,,,,
player,201511080nor,nor,MohaMi00,tackles_loss,0,,,,,
player,201511080nor,nor,MohaMi00,qb_hits,0,,,,,
player,201511080nor,nor,MohaMi00,fumbles_rec,0,,,,,
player,201511080nor,nor,MohaMi00,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,MohaMi00,fumbles_rec_td,0,,,,,
player,201511080nor,nor,MohaMi00,fumbles_forced,0,,,,,
player,201511080nor,nor,MurpMa03,def_int,0,,,,,
player,201511080nor,nor,MurpMa03,def_int_yds,0,,,,,
player,201511080nor,nor,MurpMa03,def_int_td,0,,,,,
player,201511080nor,nor,MurpMa03,def_int_long,0,,,,,
player,201511080nor,nor,MurpMa03,pass_defended,0,,,,,
player,201511080nor,nor,MurpMa03,sacks,0.0,,,,,
player,201511080nor,nor,MurpMa03,tackles_combined,1,,,,,
player,201511080nor,nor,MurpMa03,tackles_solo,1,,,,,
player,201511080nor,nor,MurpMa03,tackles_assists,0,,,,,
player,201511080nor,nor,MurpMa03,tackles_loss,0,,,,,
player,201511080nor,nor,MurpMa03,qb_hits,0,,,,,
player,201511080nor,nor,MurpMa03,fumbles_rec,0,,,,,
player,201511080nor,nor,MurpMa03,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,MurpMa03,fumbles_rec_td,0,,,,,
player,201511080nor,nor,MurpMa03,fumbles_forced,0,,,,,
player,201511080nor,nor,SanfJa99,def_int,0,,,,,
player,201511080nor,nor,SanfJa99,def_int_yds,0,,,,,
player,201511080nor,nor,SanfJa99,def_int_td,0,,,,,
player,201511080nor,nor,SanfJa99,def_int_long,0,,,,,
player,201511080nor,nor,SanfJa99,pass_defended,0,,,,,
player,201511080nor,nor,SanfJa99,sacks,0.0,,,,,
player,201511080nor,nor,SanfJa99,tackles_combined,1,,,,,
player,201511080nor,nor,SanfJa99,tackles_solo,1,,,,,
player,201511080nor,nor,SanfJa99,tackles_assists,0,,,,,
player,201511080nor,nor,SanfJa99,tackles_loss,0,,,,,
player,201511080nor,nor,SanfJa99,qb_hits,0,,,,,
player,201511080nor,nor,SanfJa99,fumbles_rec,0,,,,,
player,201511080nor,nor,SanfJa99,fumbles_rec_yds,0,,,,,
player,201511080nor,nor,SanfJa99,fumbles_rec_td,0,,,,,
player,201511080nor,nor,SanfJa99,fumbles_forced,0,,,,,
player,201511080nor,oti,McClDe00,kick_ret,4,,,,,
player,201511080nor,oti,McClDe00,kick_ret_yds,96,,,,,
player,201511080nor,oti,McClDe00,kick_ret_yds_per_ret,24.0,,,,,
player,201511080nor,oti,McClDe00,kick_ret_td,0,,,,,
player,201511080nor,oti,McClDe00,kick_ret_long,32,,,,,
player,201511080nor,oti,McClDe00,punt_ret,2,,,,,
player,201511080nor,oti,McClDe00,punt_ret_yds,12,,,,,
player,201511080nor,oti,McClDe00,punt_ret_yds_per_ret,6.0,,,,,
player,201511080nor,oti,McClDe00,punt_ret_td,0,,,,,
player,201511080nor,oti,McClDe00,punt_ret_long,7,,,,,
player,201511080nor,nor,MurpMa03,kick_ret,3,,,,,
player,201511080nor,nor,MurpMa03,kick_ret_yds,82,,,,,
player,201511080nor,nor,MurpMa03,kick_ret_yds_per_ret,27.3,,,,,
player,201511080nor,nor,MurpMa03,kick_ret_td,0,,,,,
player,201511080nor,nor,MurpMa03,kick_ret_long,35,,,,,
player,201511080nor,nor,MurpMa03,punt_ret,3,,,,,
player,201511080nor,nor,MurpMa03,punt_ret_yds,21,,,,,
player,201511080nor,nor,MurpMa03,punt_ret_yds_per_ret,7.0,,,,,
player,201511080nor,nor,MurpMa03,punt_ret_td,0,,,,,
player,201511080nor,nor,MurpMa03,punt_ret_long,11,,,,,
player,201511080nor,oti,SuccRy44,xpm,2,,,,,
player,201511080nor,oti,SuccRy44,xpa,2,,,,,
player,201511080nor,oti,SuccRy44,fgm,2,,,,,
player,201511080nor,oti,SuccRy44,fga,3,,,,,
player,201511080nor,oti,SuccRy44,punt,0,,,,,
player,201511080nor,oti,SuccRy44,punt_yds,0,,,,,
player,201511080nor,oti,SuccRy44,punt_yds_per_punt,,,,,,
player,201511080nor,oti,SuccRy44,punt_long,0,,,,,
player,201511080nor,oti,KernBr20,xpm,,,,,,
player,201511080nor,oti,KernBr20,xpa,,,,,,
player,201511080nor,oti,KernBr20,fgm,,,,,,
player,201511080nor,oti,KernBr20,fga,,,,,,
player,201511080nor,oti,KernBr20,punt,5,,,,,
player,201511080nor,oti,KernBr20,punt_yds,253,,,,,
player,201511080nor,oti,KernBr20,punt_yds_per_punt,50.6,,,,,
player,201511080nor,oti,KernBr20,punt_long,56,,,,,
player,201511080nor,nor,ForbKa00,xpm,4,,,,,
player,201511080nor,nor,ForbKa00,xpa,4,,,,,
player,201511080nor,nor,ForbKa00,fgm,,,,,,
player,201511080nor,nor,ForbKa00,fga,1,,,,,
player,201511080nor,nor,ForbKa00,punt,0,,,,,
player,201511080nor,nor,ForbKa00,punt_yds,0,,,,,
player,201511080nor,nor,ForbKa00,punt_yds_per_punt,,,,,,
player,201511080nor,nor,ForbKa00,punt_long,0,,,,,
player,201511080nor,nor,MorsTh00,xpm,,,,,,
player,201511080nor,nor,MorsTh00,xpa,,,,,,
player,201511080nor,nor,MorsTh00,fgm,,,,,,
player,201511080nor,nor,MorsTh00,fga,,,,,,
player,201511080nor,nor,MorsTh00,punt,4,,,,,
player,201511080nor,nor,MorsTh00,punt_yds,183,,,,,
player,201511080nor,nor,MorsTh00,punt_yds_per_punt,45.8,,,,,
player,201511080nor,nor,MorsTh00,punt_long,49,,,,,
player,201511080nor,nor,LeliTi00,pos,G,,,,,
player,201511080nor,nor,LeliTi00,offense,76,,,,,
player,201511080nor,nor,LeliTi00,off_pct,100%,,,,,
player,201511080nor,nor,LeliTi00,defense,0,,,,,
player,201511080nor,nor,LeliTi00,def_pct,0%,,,,,
player,201511080nor,nor,LeliTi00,special_teams,5,,,,,
player,201511080nor,nor,LeliTi00,st_pct,16%,,,,,
player,201511080nor,nor,StriZa20,pos,T,,,,,
player,201511080nor,nor,StriZa20,offense,76,,,,,
player,201511080nor,nor,StriZa20,off_pct,100%,,,,,
player,201511080nor,nor,StriZa20,defense,0,,,,,
player,201511080nor,nor,StriZa20,def_pct,0%,,,,,
player,201511080nor,nor,StriZa20,special_teams,5,,,,,
player,201511080nor,nor,StriZa20,st_pct,16%,,,,,
player,201511080nor,nor,EvanJa21,pos,G,,,,,
player,201511080nor,nor,EvanJa21,offense,76,,,,,
player,201511080nor,nor,EvanJa21,off_pct,100%,,,,,
player,201511080nor,nor,EvanJa21,defense,0,,,,,
player,201511080nor,nor,EvanJa21,def_pct,0%,,,,,
player,201511080nor,nor,EvanJa21,special_teams,5,,,,,
player,201511080nor,nor,EvanJa21,st_pct,16%,,,,,
player,201511080nor,nor,ArmsTe00,pos,T,,,,,
player,201511080nor,nor,ArmsTe00,offense,76,,,,,
player,201511080nor,nor,ArmsTe00,off_pct,100%,,,,,
player,201511080nor,nor,ArmsTe00,defense,0,,,,,
player,201511080nor,nor,ArmsTe00,def_pct,0%,,,,,
player,201511080nor,nor,ArmsTe00,special_teams,0,,,,,
player,201511080nor,nor,ArmsTe00,st_pct,0%,,,,,
player,201511080nor,nor,BreeDr00,pos,QB,,,,,
player,201511080nor,nor,BreeDr00,offense,76,,,,,
player,201511080nor,nor,BreeDr00,off_pct,100%,,,,,
player,201511080nor,nor,BreeDr00,defense,0,,,,,
player,201511080nor,nor,BreeDr00,def_pct,0%,,,,,
player,201511080nor,nor,BreeDr00,special_teams,0,,,,,
player,201511080nor,nor,BreeDr00,st_pct,0%,,,,,
player,201511080nor,nor,UngeMa20,pos,C,,,,,
player,201511080nor,nor,UngeMa20,offense,75,,,,,
player,201511080nor,nor,UngeMa20,off_pct,99%,,,,,
player,201511080nor,nor,UngeMa20,defense,0,,,,,
player,201511080nor,nor,UngeMa20,def_pct,0%,,,,,
player,201511080nor,nor,UngeMa20,special_teams,5,,,,,
player,201511080nor,nor,UngeMa20,st_pct,16%,,,,,
player,201511080nor,nor,WatsBe00,pos,TE,,,,,
player,201511080nor,nor,WatsBe00,offense,69,,,,,
player,201511080nor,nor,WatsBe00,off_pct,91%,,,,,
player,201511080nor,nor,WatsBe00,defense,0,,,,,
player,201511080nor,nor,WatsBe00,def_pct,0%,,,,,
player,201511080nor,nor,WatsBe00,special_teams,5,,,,,
player,201511080nor,nor,WatsBe00,st_pct,16%,,,,,
player,201511080nor,nor,IngrMa01,pos,RB,,,,,
player,201511080nor,nor,IngrMa01,offense,67,,,,,
player,201511080nor,nor,IngrMa01,off_pct,88%,,,,,
player,201511080nor,nor,IngrMa01,defense,0,,,,,
player,201511080nor,nor,IngrMa01,def_pct,0%,,,,,
player,201511080nor,nor,IngrMa01,special_teams,0,,,,,
player,201511080nor,nor,IngrMa01,st_pct,0%,,,,,
player,201511080nor,nor,SneaWi00,pos,WR,,,,,
player,201511080nor,nor,SneaWi00,offense,60,,,,,
player,201511080nor,nor,SneaWi00,off_pct,79%,,,,,
player,201511080nor,nor,SneaWi00,defense,0,,,,,
player,201511080nor,nor,SneaWi00,def_pct,0%,,,,,
player,201511080nor,nor,SneaWi00,special_teams,11,,,,,
player,201511080nor,nor,SneaWi00,st_pct,35%,,,,,
player,201511080nor,nor,CookBr00,pos,WR,,,,,
player,201511080nor,nor,CookBr00,offense,55,,,,,
player,201511080nor,nor,CookBr00,off_pct,72%,,,,,
player,201511080nor,nor,CookBr00,defense,0,,,,,
player,201511080nor,nor,CookBr00,def_pct,0%,,,,,
player,201511080nor,nor,CookBr00,special_teams,0,,,,,
player,201511080nor,nor,CookBr00,st_pct,0%,,,,,
player,201511080nor,nor,HoomMi00,pos,TE,,,,,
player,201511080nor,nor,HoomMi00,offense,43,,,,,
player,201511080nor,nor,HoomMi00,off_pct,57%,,,,,
player,201511080nor,nor,HoomMi00,defense,0,,,,,
player,201511080nor,nor,HoomMi00,def_pct,0%,,,,,
player,201511080nor,nor,HoomMi00,special_teams,5,,,,,
player,201511080nor,nor,HoomMi00,st_pct,16%,,,,,
player,201511080nor,nor,ColsMa00,pos,WR,,,,,
player,201511080nor,nor,ColsMa00,offense,36,,,,,
player,201511080nor,nor,ColsMa00,off_pct,47%,,,,,
player,201511080nor,nor,ColsMa00,defense,0,,,,,
player,201511080nor,nor,ColsMa00,def_pct,0%,,,,,
player,201511080nor,nor,ColsMa00,special_teams,0,,,,,
player,201511080nor,nor,ColsMa00,st_pct,0%,,,,,
player,201511080nor,nor,HillJo02,pos,TE,,,,,
player,201511080nor,nor,HillJo02,offense,30,,,,,
player,201511080nor,nor,HillJo02,off_pct,39%,,,,,
player,201511080nor,nor,HillJo02,defense,0,,,,,
player,201511080nor,nor,HillJo02,def_pct,0%,,,,,
player,201511080nor,nor,HillJo02,special_teams,21,,,,,
player,201511080nor,nor,HillJo02,st_pct,68%,,,,,
player,201511080nor,nor,ColeBr00,pos,WR,,,,,
player,201511080nor,nor,ColeBr00,offense,7,,,,,
player,201511080nor,nor,ColeBr00,off_pct,9%,,,,,
player,201511080nor,nor,ColeBr00,defense,0,,,,,
player,201511080nor,nor,ColeBr00,def_pct,0%,,,,,
player,201511080nor,nor,ColeBr00,special_teams,6,,,,,
player,201511080nor,nor,ColeBr00,st_pct,19%,,,,,
player,201511080nor,nor,SpilC.00,pos,RB,,,,,
player,201511080nor,nor,SpilC.00,offense,6,,,,,
player,201511080nor,nor,SpilC.00,off_pct,8%,,,,,
player,201511080nor,nor,SpilC.00,defense,0,,,,,
player,201511080nor,nor,SpilC.00,def_pct,0%,,,,,
player,201511080nor,nor,SpilC.00,special_teams,0,,,,,
player,201511080nor,nor,SpilC.00,st_pct,0%,,,,,
player,201511080nor,nor,KeleSe00,pos,C,,,,,
player,201511080nor,nor,KeleSe00,offense,4,,,,,
player,201511080nor,nor,KeleSe00,off_pct,5%,,,,,
player,201511080nor,nor,KeleSe00,defense,0,,,,,
player,201511080nor,nor,KeleSe00,def_pct,0%,,,,,
player,201511080nor,nor,KeleSe00,special_teams,5,,,,,
player,201511080nor,nor,KeleSe00,st_pct,16%,,,,,
player,201511080nor,nor,GrahT.00,pos,WR,,,,,
player,201511080nor,nor,GrahT.00,offense,3,,,,,
player,201511080nor,nor,GrahT.00,off_pct,4%,,,,,
player,201511080nor,nor,GrahT.00,defense,0,,,,,
player,201511080nor,nor,GrahT.00,def_pct,0%,,,,,
player,201511080nor,nor,GrahT.00,special_teams,10,,,,,
player,201511080nor,nor,GrahT.00,st_pct,32%,,,,,
player,201511080nor,nor,VaccKe00,pos,SS,,,,,
player,201511080nor,nor,VaccKe00,offense,1,,,,,
player,201511080nor,nor,VaccKe00,off_pct,1%,,,,,
player,201511080nor,nor,VaccKe00,defense,71,,,,,
player,201511080nor,nor,VaccKe00,def_pct,100%,,,,,
player,201511080nor,nor,VaccKe00,special_teams,11,,,,,
player,201511080nor,nor,VaccKe00,st_pct,35%,,,,,
player,201511080nor,nor,AnthSt00,pos,LB,,,,,
player,201511080nor,nor,AnthSt00,offense,0,,,,,
player,201511080nor,nor,AnthSt00,off_pct,0%,,,,,
player,201511080nor,nor,AnthSt00,defense,71,,,,,
player,201511080nor,nor,AnthSt00,def_pct,100%,,,,,
player,201511080nor,nor,AnthSt00,special_teams,7,,,,,
player,201511080nor,nor,AnthSt00,st_pct,23%,,,,,
player,201511080nor,nor,ByrdJa99,pos,FS,,,,,
player,201511080nor,nor,ByrdJa99,offense,0,,,,,
player,201511080nor,nor,ByrdJa99,off_pct,0%,,,,,
player,201511080nor,nor,ByrdJa99,defense,71,,,,,
player,201511080nor,nor,ByrdJa99,def_pct,100%,,,,,
player,201511080nor,nor,ByrdJa99,special_teams,0,,,,,
player,201511080nor,nor,ByrdJa99,st_pct,0%,,,,,
player,201511080nor,nor,BreaDe00,pos,CB,,,,,
player,201511080nor,nor,BreaDe00,offense,0,,,,,
player,201511080nor,nor,BreaDe00,off_pct,0%,,,,,
player,201511080nor,nor,BreaDe00,defense,70,,,,,
player,201511080nor,nor,BreaDe00,def_pct,99%,,,,,
player,201511080nor,nor,BreaDe00,special_teams,6,,,,,
player,201511080nor,nor,BreaDe00,st_pct,19%,,,,,
player,201511080nor,nor,JordCa00,pos,DE,,,,,
player,201511080nor,nor,JordCa00,offense,0,,,,,
player,201511080nor,nor,JordCa00,off_pct,0%,,,,,
player,201511080nor,nor,JordCa00,defense,69,,,,,
player,201511080nor,nor,JordCa00,def_pct,97%,,,,,
player,201511080nor,nor,JordCa00,special_teams,5,,,,,
player,201511080nor,nor,JordCa00,st_pct,16%,,,,,
player,201511080nor,nor,BrowBr00,pos,CB,,,,,
player,201511080nor,nor,BrowBr00,offense,0,,,,,
player,201511080nor,nor,BrowBr00,off_pct,0%,,,,,
player,201511080nor,nor,BrowBr00,defense,68,,,,,
player,201511080nor,nor,BrowBr00,def_pct,96%,,,,,
player,201511080nor,nor,BrowBr00,special_teams,5,,,,,
player,201511080nor,nor,BrowBr00,st_pct,16%,,,,,
player,201511080nor,nor,MautMi00,pos,LB,,,,,
player,201511080nor,nor,MautMi00,offense,0,,,,,
player,201511080nor,nor,MautMi00,off_pct,0%,,,,,
player,201511080nor,nor,MautMi00,defense,50,,,,,
player,201511080nor,nor,MautMi00,def_pct,70%,,,,,
player,201511080nor,nor,MautMi00,special_teams,24,,,,,
player,201511080nor,nor,MautMi00,st_pct,77%,,,,,
player,201511080nor,nor,JenkJo00,pos,DT,,,,,
player,201511080nor,nor,JenkJo00,offense,0,,,,,
player,201511080nor,nor,JenkJo00,off_pct,0%,,,,,
player,201511080nor,nor,JenkJo00,defense,50,,,,,
player,201511080nor,nor,JenkJo00,def_pct,70%,,,,,
player,201511080nor,nor,JenkJo00,special_teams,5,,,,,
player,201511080nor,nor,JenkJo00,st_pct,16%,,,,,
player,201511080nor,nor,RichBo00,pos,DE,,,,,
player,201511080nor,nor,RichBo00,offense,0,,,,,
player,201511080nor,nor,RichBo00,off_pct,0%,,,,,
player,201511080nor,nor,RichBo00,defense,50,,,,,
player,201511080nor,nor,RichBo00,def_pct,70%,,,,,
player,201511080nor,nor,RichBo00,special_teams,0,,,,,
player,201511080nor,nor,RichBo00,st_pct,0%,,,,,
player,201511080nor,nor,WillKe98,pos,DT,,,,,
player,201511080nor,nor,WillKe98,offense,0,,,,,
player,201511080nor,nor,WillKe98,off_pct,0%,,,,,
player,201511080nor,nor,WillKe98,defense,47,,,,,
player,201511080nor,nor,WillKe98,def_pct,66%,,,,,
player,201511080nor,nor,WillKe98,special_teams,5,,,,,
player,201511080nor,nor,WillKe98,st_pct,16%,,,,,
player,201511080nor,nor,HawtDa20,pos,LB,,,,,
player,201511080nor,nor,HawtDa20,offense,0,,,,,
player,201511080nor,nor,HawtDa20,off_pct,0%,,,,,
player,201511080nor,nor,HawtDa20,defense,42,,,,,
player,201511080nor,nor,HawtDa20,def_pct,59%,,,,,
player,201511080nor,nor,HawtDa20,special_teams,6,,,,,
player,201511080nor,nor,HawtDa20,st_pct,19%,,,,,
player,201511080nor,nor,WilsKy99,pos,CB,,,,,
player,201511080nor,nor,WilsKy99,offense,0,,,,,
player,201511080nor,nor,WilsKy99,off_pct,0%,,,,,
player,201511080nor,nor,WilsKy99,defense,28,,,,,
player,201511080nor,nor,WilsKy99,def_pct,39%,,,,,
player,201511080nor,nor,WilsKy99,special_teams,11,,,,,
player,201511080nor,nor,WilsKy99,st_pct,35%,,,,,
player,201511080nor,nor,DaviTy01,pos,DT,,,,,
player,201511080nor,nor,DaviTy01,offense,0,,,,,
player,201511080nor,nor,DaviTy01,off_pct,0%,,,,,
player,201511080nor,nor,DaviTy01,defense,27,,,,,
player,201511080nor,nor,DaviTy01,def_pct,38%,,,,,
player,201511080nor,nor,DaviTy01,special_teams,11,,,,,
player,201511080nor,nor,DaviTy01,st_pct,35%,,,,,
player,201511080nor,nor,EdebKa00,pos,LB,,,,,
player,201511080nor,nor,EdebKa00,offense,0,,,,,
player,201511080nor,nor,EdebKa00,off_pct,0%,,,,,
player,201511080nor,nor,EdebKa00,defense,21,,,,,
player,201511080nor,nor,EdebKa00,def_pct,30%,,,,,
player,201511080nor,nor,EdebKa00,special_teams,26,,,,,
player,201511080nor,nor,EdebKa00,st_pct,84%,,,,,
player,201511080nor,nor,GwacOb00,pos,DE,,,,,
player,201511080nor,nor,GwacOb00,offense,0,,,,,
player,201511080nor,nor,GwacOb00,off_pct,0%,,,,,
player,201511080nor,nor,GwacOb00,defense,13,,,,,
player,201511080nor,nor,GwacOb00,def_pct,18%,,,,,
player,201511080nor,nor,GwacOb00,special_teams,15,,,,,
player,201511080nor,nor,GwacOb00,st_pct,48%,,,,,
player,201511080nor,nor,LewiKe96,pos,CB,,,,,
player,201511080nor,nor,LewiKe96,offense,0,,,,,
player,201511080nor,nor,LewiKe96,off_pct,0%,,,,,
player,201511080nor,nor,LewiKe96,defense,13,,,,,
player,201511080nor,nor,LewiKe96,def_pct,18%,,,,,
player,201511080nor,nor,LewiKe96,special_teams,0,,,,,
player,201511080nor,nor,LewiKe96,st_pct,0%,,,,,
player,201511080nor,nor,DunbJo20,pos,LB,,,,,
player,201511080nor,nor,DunbJo20,offense,0,,,,,
player,201511080nor,nor,DunbJo20,off_pct,0%,,,,,
player,201511080nor,nor,DunbJo20,defense,11,,,,,
player,201511080nor,nor,DunbJo20,def_pct,15%,,,,,
player,201511080nor,nor,DunbJo20,special_teams,7,,,,,
player,201511080nor,nor,DunbJo20,st_pct,23%,,,,,
player,201511080nor,nor,BarnTa00,pos,DE,,,,,
player,201511080nor,nor,BarnTa00,offense,0,,,,,
player,201511080nor,nor,BarnTa00,off_pct,0%,,,,,
player,201511080nor,nor,BarnTa00,defense,8,,,,,
player,201511080nor,nor,BarnTa00,def_pct,11%,,,,,
player,201511080nor,nor,BarnTa00,special_teams,0,,,,,
player,201511080nor,nor,BarnTa00,st_pct,0%,,,,,
player,201511080nor,nor,SanfJa99,pos,SS,,,,,
player,201511080nor,nor,SanfJa99,offense,0,,,,,
player,201511080nor,nor,SanfJa99,off_pct,0%,,,,,
player,201511080nor,nor,SanfJa99,defense,1,,,,,
player,201511080nor,nor,SanfJa99,def_pct,1%,,,,,
player,201511080nor,nor,SanfJa99,special_teams,26,,,,,
player,201511080nor,nor,SanfJa99,st_pct,84%,,,,,
player,201511080nor,nor,DixoBr01,pos,CB,,,,,
player,201511080nor,nor,DixoBr01,offense,0,,,,,
player,201511080nor,nor,DixoBr01,off_pct,0%,,,,,
player,201511080nor,nor,DixoBr01,defense,0,,,,,
player,201511080nor,nor,DixoBr01,def_pct,0%,,,,,
player,201511080nor,nor,DixoBr01,special_teams,14,,,,,
player,201511080nor,nor,DixoBr01,st_pct,45%,,,,,
player,201511080nor,nor,MorsTh00,pos,P,,,,,
player,201511080nor,nor,MorsTh00,offense,0,,,,,
player,201511080nor,nor,MorsTh00,off_pct,0%,,,,,
player,201511080nor,nor,MorsTh00,defense,0,,,,,
player,201511080nor,nor,MorsTh00,def_pct,0%,,,,,
player,201511080nor,nor,MorsTh00,special_teams,12,,,,,
player,201511080nor,nor,MorsTh00,st_pct,39%,,,,,
player,201511080nor,nor,MohaMi00,pos,LB,,,,,
player,201511080nor,nor,MohaMi00,offense,0,,,,,
player,201511080nor,nor,MohaMi00,off_pct,0%,,,,,
player,201511080nor,nor,MohaMi00,defense,0,,,,,
player,201511080nor,nor,MohaMi00,def_pct,0%,,,,,
player,201511080nor,nor,MohaMi00,special_teams,12,,,,,
player,201511080nor,nor,MohaMi00,st_pct,39%,,,,,
player,201511080nor,nor,HighTi00,pos,RB,,,,,
player,201511080nor,nor,HighTi00,offense,0,,,,,
player,201511080nor,nor,HighTi00,off_pct,0%,,,,,
player,201511080nor,nor,HighTi00,defense,0,,,,,
player,201511080nor,nor,HighTi00,def_pct,0%,,,,,
player,201511080nor,nor,HighTi00,special_teams,11,,,,,
player,201511080nor,nor,HighTi00,st_pct,35%,,,,,
player,201511080nor,nor,McGlMi20,pos,G,,,,,
player,201511080nor,nor,McGlMi20,offense,0,,,,,
player,201511080nor,nor,McGlMi20,off_pct,0%,,,,,
player,201511080nor,nor,McGlMi20,defense,0,,,,,
player,201511080nor,nor,McGlMi20,def_pct,0%,,,,,
player,201511080nor,nor,McGlMi20,special_teams,11,,,,,
player,201511080nor,nor,McGlMi20,st_pct,35%,,,,,
player,201511080nor,nor,MurpMa03,pos,RB,,,,,
player,201511080nor,nor,MurpMa03,offense,0,,,,,
player,201511080nor,nor,MurpMa03,off_pct,0%,,,,,
player,201511080nor,nor,MurpMa03,defense,0,,,,,
player,201511080nor,nor,MurpMa03,def_pct,0%,,,,,
player,201511080nor,nor,MurpMa03,special_teams,11,,,,,
player,201511080nor,nor,MurpMa03,st_pct,35%,,,,,
player,201511080nor,nor,DresJu20,pos,LS,,,,,
player,201511080nor,nor,DresJu20,offense,0,,,,,
player,201511080nor,nor,DresJu20,off_pct,0%,,,,,
player,201511080nor,nor,DresJu20,defense,0,,,,,
player,201511080nor,nor,DresJu20,def_pct,0%,,,,,
player,201511080nor,nor,DresJu20,special_teams,9,,,,,
player,201511080nor,nor,DresJu20,st_pct,29%,,,,,
player,201511080nor,nor,ForbKa00,pos,K,,,,,
player,201511080nor,nor,ForbKa00,offense,0,,,,,
player,201511080nor,nor,ForbKa00,off_pct,0%,,,,,
player,201511080nor,nor,ForbKa00,defense,0,,,,,
player,201511080nor,nor,ForbKa00,def_pct,0%,,,,,
player,201511080nor,nor,ForbKa00,special_teams,8,,,,,
player,201511080nor,nor,ForbKa00,st_pct,26%,,,,,
player,201511080nor,oti,WarmCh00,pos,G,,,,,
player,201511080nor,oti,WarmCh00,offense,71,,,,,
player,201511080nor,oti,WarmCh00,off_pct,100%,,,,,
player,201511080nor,oti,WarmCh00,defense,0,,,,,
player,201511080nor,oti,WarmCh00,def_pct,0%,,,,,
player,201511080nor,oti,WarmCh00,special_teams,5,,,,,
player,201511080nor,oti,WarmCh00,st_pct,16%,,,,,
player,201511080nor,oti,BellBy00,pos,G,,,,,
player,201511080nor,oti,BellBy00,offense,71,,,,,
player,201511080nor,oti,BellBy00,off_pct,100%,,,,,
player,201511080nor,oti,BellBy00,defense,0,,,,,
player,201511080nor,oti,BellBy00,def_pct,0%,,,,,
player,201511080nor,oti,BellBy00,special_teams,5,,,,,
player,201511080nor,oti,BellBy00,st_pct,16%,,,,,
player,201511080nor,oti,LewaTa00,pos,T,,,,,
player,201511080nor,oti,LewaTa00,offense,71,,,,,
player,201511080nor,oti,LewaTa00,off_pct,100%,,,,,
player,201511080nor,oti,LewaTa00,defense,0,,,,,
player,201511080nor,oti,LewaTa00,def_pct,0%,,,,,
player,201511080nor,oti,LewaTa00,special_teams,0,,,,,
player,201511080nor,oti,LewaTa00,st_pct,0%,,,,,
player,201511080nor,oti,GallAn00,pos,C,,,,,
player,201511080nor,oti,GallAn00,offense,71,,,,,
player,201511080nor,oti,GallAn00,off_pct,100%,,,,,
player,201511080nor,oti,GallAn00,defense,0,,,,,
player,201511080nor,oti,GallAn00,def_pct,0%,,,,,
player,201511080nor,oti,GallAn00,special_teams,0,,,,,
player,201511080nor,oti,GallAn00,st_pct,0%,,,,,
player,201511080nor,oti,LoonJo01,pos,C,,,,,
player,201511080nor,oti,LoonJo01,offense,71,,,,,
player,201511080nor,oti,LoonJo01,off_pct,100%,,,,,
player,201511080nor,oti,LoonJo01,defense,0,,,,,
player,201511080nor,oti,LoonJo01,def_pct,0%,,,,,
player,201511080nor,oti,LoonJo01,special_teams,0,,,,,
