game,2015,14,20151214,201512140mia,nyg,"New York Giants",31,mia,"Miami Dolphins",24
player,201512140mia,mia,DarrMa00,offense,0,,,,,
player,201512140mia,mia,DarrMa00,off_pct,0%,,,,,
player,201512140mia,mia,DarrMa00,defense,0,,,,,
player,201512140mia,mia,DarrMa00,def_pct,0%,,,,,
player,201512140mia,mia,DarrMa00,special_teams,11,,,,,
player,201512140mia,mia,DarrMa00,st_pct,34%,,,,,
player,201512140mia,mia,FranAn01,pos,K,,,,,
player,201512140mia,mia,FranAn01,offense,0,,,,,
player,201512140mia,mia,FranAn01,off_pct,0%,,,,,
player,201512140mia,mia,FranAn01,defense,0,,,,,
player,201512140mia,mia,FranAn01,def_pct,0%,,,,,
player,201512140mia,mia,FranAn01,special_teams,9,,,,,
player,201512140mia,mia,FranAn01,st_pct,28%,,,,,
player,201512140mia,mia,DougJa00,pos,G,,,,,
player,201512140mia,mia,DougJa00,offense,0,,,,,
player,201512140mia,mia,DougJa00,off_pct,0%,,,,,
player,201512140mia,mia,DougJa00,defense,0,,,,,
player,201512140mia,mia,DougJa00,def_pct,0%,,,,,
player,201512140mia,mia,DougJa00,special_teams,4,,,,,
player,201512140mia,mia,DougJa00,st_pct,12%,,,,,
player,201512140mia,mia,LinkJe20,pos,T,,,,,
player,201512140mia,mia,LinkJe20,offense,0,,,,,
player,201512140mia,mia,LinkJe20,off_pct,0%,,,,,
player,201512140mia,mia,LinkJe20,defense,0,,,,,
player,201512140mia,mia,LinkJe20,def_pct,0%,,,,,
player,201512140mia,mia,LinkJe20,special_teams,4,,,,,
player,201512140mia,mia,LinkJe20,st_pct,12%,,,,,
player,201512140mia,nyg,PughJu00,pos,G,,,,,
player,201512140mia,nyg,PughJu00,offense,66,,,,,
player,201512140mia,nyg,PughJu00,off_pct,100%,,,,,
player,201512140mia,nyg,PughJu00,defense,0,,,,,
player,201512140mia,nyg,PughJu00,def_pct,0%,,,,,
player,201512140mia,nyg,PughJu00,special_teams,6,,,,,
player,201512140mia,nyg,PughJu00,st_pct,19%,,,,,
player,201512140mia,nyg,NewhMa20,pos,T,,,,,
player,201512140mia,nyg,NewhMa20,offense,66,,,,,
player,201512140mia,nyg,NewhMa20,off_pct,100%,,,,,
player,201512140mia,nyg,NewhMa20,defense,0,,,,,
player,201512140mia,nyg,NewhMa20,def_pct,0%,,,,,
player,201512140mia,nyg,NewhMa20,special_teams,2,,,,,
player,201512140mia,nyg,NewhMa20,st_pct,6%,,,,,
player,201512140mia,nyg,RichWe00,pos,C,,,,,
player,201512140mia,nyg,RichWe00,offense,66,,,,,
player,201512140mia,nyg,RichWe00,off_pct,100%,,,,,
player,201512140mia,nyg,RichWe00,defense,0,,,,,
player,201512140mia,nyg,RichWe00,def_pct,0%,,,,,
player,201512140mia,nyg,RichWe00,special_teams,0,,,,,
player,201512140mia,nyg,RichWe00,st_pct,0%,,,,,
player,201512140mia,nyg,MannEl00,pos,QB,,,,,
player,201512140mia,nyg,MannEl00,offense,66,,,,,
player,201512140mia,nyg,MannEl00,off_pct,100%,,,,,
player,201512140mia,nyg,MannEl00,defense,0,,,,,
player,201512140mia,nyg,MannEl00,def_pct,0%,,,,,
player,201512140mia,nyg,MannEl00,special_teams,0,,,,,
player,201512140mia,nyg,MannEl00,st_pct,0%,,,,,
player,201512140mia,nyg,JerrJo20,pos,G,,,,,
player,201512140mia,nyg,JerrJo20,offense,64,,,,,
player,201512140mia,nyg,JerrJo20,off_pct,97%,,,,,
player,201512140mia,nyg,JerrJo20,defense,0,,,,,
player,201512140mia,nyg,JerrJo20,def_pct,0%,,,,,
player,201512140mia,nyg,JerrJo20,special_teams,6,,,,,
player,201512140mia,nyg,JerrJo20,st_pct,19%,,,,,
player,201512140mia,nyg,BeckOd00,pos,WR,,,,,
player,201512140mia,nyg,BeckOd00,offense,62,,,,,
player,201512140mia,nyg,BeckOd00,off_pct,94%,,,,,
player,201512140mia,nyg,BeckOd00,defense,1,,,,,
player,201512140mia,nyg,BeckOd00,def_pct,1%,,,,,
player,201512140mia,nyg,BeckOd00,special_teams,0,,,,,
player,201512140mia,nyg,BeckOd00,st_pct,0%,,,,,
player,201512140mia,nyg,RandRu00,pos,WR,,,,,
player,201512140mia,nyg,RandRu00,offense,58,,,,,
player,201512140mia,nyg,RandRu00,off_pct,88%,,,,,
player,201512140mia,nyg,RandRu00,defense,0,,,,,
player,201512140mia,nyg,RandRu00,def_pct,0%,,,,,
player,201512140mia,nyg,RandRu00,special_teams,0,,,,,
player,201512140mia,nyg,RandRu00,st_pct,0%,,,,,
player,201512140mia,nyg,FlowEr00,pos,T,,,,,
player,201512140mia,nyg,FlowEr00,offense,56,,,,,
player,201512140mia,nyg,FlowEr00,off_pct,85%,,,,,
player,201512140mia,nyg,FlowEr00,defense,0,,,,,
player,201512140mia,nyg,FlowEr00,def_pct,0%,,,,,
player,201512140mia,nyg,FlowEr00,special_teams,0,,,,,
player,201512140mia,nyg,FlowEr00,st_pct,0%,,,,,
player,201512140mia,nyg,TyexWi00,pos,TE,,,,,
player,201512140mia,nyg,TyexWi00,offense,49,,,,,
player,201512140mia,nyg,TyexWi00,off_pct,74%,,,,,
player,201512140mia,nyg,TyexWi00,defense,0,,,,,
player,201512140mia,nyg,TyexWi00,def_pct,0%,,,,,
player,201512140mia,nyg,TyexWi00,special_teams,0,,,,,
player,201512140mia,nyg,TyexWi00,st_pct,0%,,,,,
player,201512140mia,nyg,JennRa00,pos,RB,,,,,
player,201512140mia,nyg,JennRa00,offense,40,,,,,
player,201512140mia,nyg,JennRa00,off_pct,61%,,,,,
player,201512140mia,nyg,JennRa00,defense,1,,,,,
player,201512140mia,nyg,JennRa00,def_pct,1%,,,,,
player,201512140mia,nyg,JennRa00,special_teams,4,,,,,
player,201512140mia,nyg,JennRa00,st_pct,12%,,,,,
player,201512140mia,nyg,HarrDw00,pos,WR,,,,,
player,201512140mia,nyg,HarrDw00,offense,31,,,,,
player,201512140mia,nyg,HarrDw00,off_pct,47%,,,,,
player,201512140mia,nyg,HarrDw00,defense,1,,,,,
player,201512140mia,nyg,HarrDw00,def_pct,1%,,,,,
player,201512140mia,nyg,HarrDw00,special_teams,12,,,,,
player,201512140mia,nyg,HarrDw00,st_pct,38%,,,,,
player,201512140mia,nyg,NickHa01,pos,WR,,,,,
player,201512140mia,nyg,NickHa01,offense,27,,,,,
player,201512140mia,nyg,NickHa01,off_pct,41%,,,,,
player,201512140mia,nyg,NickHa01,defense,0,,,,,
player,201512140mia,nyg,NickHa01,def_pct,0%,,,,,
player,201512140mia,nyg,NickHa01,special_teams,0,,,,,
player,201512140mia,nyg,NickHa01,st_pct,0%,,,,,
player,201512140mia,nyg,CunnJe00,pos,TE,,,,,
player,201512140mia,nyg,CunnJe00,offense,25,,,,,
player,201512140mia,nyg,CunnJe00,off_pct,38%,,,,,
player,201512140mia,nyg,CunnJe00,defense,0,,,,,
player,201512140mia,nyg,CunnJe00,def_pct,0%,,,,,
player,201512140mia,nyg,CunnJe00,special_teams,0,,,,,
player,201512140mia,nyg,CunnJe00,st_pct,0%,,,,,
player,201512140mia,nyg,VereSh00,pos,RB,,,,,
player,201512140mia,nyg,VereSh00,offense,14,,,,,
player,201512140mia,nyg,VereSh00,off_pct,21%,,,,,
player,201512140mia,nyg,VereSh00,defense,0,,,,,
player,201512140mia,nyg,VereSh00,def_pct,0%,,,,,
player,201512140mia,nyg,VereSh00,special_teams,0,,,,,
player,201512140mia,nyg,VereSh00,st_pct,0%,,,,,
player,201512140mia,nyg,ReynDa01,pos,C,,,,,
player,201512140mia,nyg,ReynDa01,offense,12,,,,,
player,201512140mia,nyg,ReynDa01,off_pct,18%,,,,,
player,201512140mia,nyg,ReynDa01,defense,0,,,,,
player,201512140mia,nyg,ReynDa01,def_pct,0%,,,,,
player,201512140mia,nyg,ReynDa01,special_teams,11,,,,,
player,201512140mia,nyg,ReynDa01,st_pct,34%,,,,,
player,201512140mia,nyg,WhitNi01,pos,FB,,,,,
player,201512140mia,nyg,WhitNi01,offense,10,,,,,
player,201512140mia,nyg,WhitNi01,off_pct,15%,,,,,
player,201512140mia,nyg,WhitNi01,defense,7,,,,,
player,201512140mia,nyg,WhitNi01,def_pct,10%,,,,,
player,201512140mia,nyg,WhitNi01,special_teams,16,,,,,
player,201512140mia,nyg,WhitNi01,st_pct,50%,,,,,
player,201512140mia,nyg,WillAn00,pos,RB,,,,,
player,201512140mia,nyg,WillAn00,offense,7,,,,,
player,201512140mia,nyg,WillAn00,off_pct,11%,,,,,
player,201512140mia,nyg,WillAn00,defense,1,,,,,
player,201512140mia,nyg,WillAn00,def_pct,1%,,,,,
player,201512140mia,nyg,WillAn00,special_teams,17,,,,,
player,201512140mia,nyg,WillAn00,st_pct,53%,,,,,
player,201512140mia,nyg,DarkOr00,pos,RB,,,,,
player,201512140mia,nyg,DarkOr00,offense,6,,,,,
player,201512140mia,nyg,DarkOr00,off_pct,9%,,,,,
player,201512140mia,nyg,DarkOr00,defense,1,,,,,
player,201512140mia,nyg,DarkOr00,def_pct,1%,,,,,
player,201512140mia,nyg,DarkOr00,special_teams,21,,,,,
player,201512140mia,nyg,DarkOr00,st_pct,66%,,,,,
player,201512140mia,nyg,WhitMy00,pos,WR,,,,,
player,201512140mia,nyg,WhitMy00,offense,1,,,,,
player,201512140mia,nyg,WhitMy00,off_pct,2%,,,,,
player,201512140mia,nyg,WhitMy00,defense,0,,,,,
player,201512140mia,nyg,WhitMy00,def_pct,0%,,,,,
player,201512140mia,nyg,WhitMy00,special_teams,0,,,,,
player,201512140mia,nyg,WhitMy00,st_pct,0%,,,,,
player,201512140mia,nyg,AmukPr00,pos,CB,,,,,
player,201512140mia,nyg,AmukPr00,offense,0,,,,,
player,201512140mia,nyg,AmukPr00,off_pct,0%,,,,,
player,201512140mia,nyg,AmukPr00,defense,65,,,,,
player,201512140mia,nyg,AmukPr00,def_pct,97%,,,,,
player,201512140mia,nyg,AmukPr00,special_teams,10,,,,,
player,201512140mia,nyg,AmukPr00,st_pct,31%,,,,,
player,201512140mia,nyg,DahlCr99,pos,SS,,,,,
player,201512140mia,nyg,DahlCr99,offense,0,,,,,
player,201512140mia,nyg,DahlCr99,off_pct,0%,,,,,
player,201512140mia,nyg,DahlCr99,defense,61,,,,,
player,201512140mia,nyg,DahlCr99,def_pct,91%,,,,,
player,201512140mia,nyg,DahlCr99,special_teams,16,,,,,
player,201512140mia,nyg,DahlCr99,st_pct,50%,,,,,
player,201512140mia,nyg,RodgDo99,pos,CB,,,,,
player,201512140mia,nyg,RodgDo99,offense,0,,,,,
player,201512140mia,nyg,RodgDo99,off_pct,0%,,,,,
player,201512140mia,nyg,RodgDo99,defense,58,,,,,
player,201512140mia,nyg,RodgDo99,def_pct,87%,,,,,
player,201512140mia,nyg,RodgDo99,special_teams,9,,,,,
player,201512140mia,nyg,RodgDo99,st_pct,28%,,,,,
player,201512140mia,nyg,PierJa99,pos,DE,,,,,
player,201512140mia,nyg,PierJa99,offense,0,,,,,
player,201512140mia,nyg,PierJa99,off_pct,0%,,,,,
player,201512140mia,nyg,PierJa99,defense,57,,,,,
player,201512140mia,nyg,PierJa99,def_pct,85%,,,,,
player,201512140mia,nyg,PierJa99,special_teams,5,,,,,
player,201512140mia,nyg,PierJa99,st_pct,16%,,,,,
player,201512140mia,nyg,CollLa00,pos,FS,,,,,
player,201512140mia,nyg,CollLa00,offense,0,,,,,
player,201512140mia,nyg,CollLa00,off_pct,0%,,,,,
player,201512140mia,nyg,CollLa00,defense,54,,,,,
player,201512140mia,nyg,CollLa00,def_pct,81%,,,,,
player,201512140mia,nyg,CollLa00,special_teams,10,,,,,
player,201512140mia,nyg,CollLa00,st_pct,31%,,,,,
player,201512140mia,nyg,WadeTr00,pos,CB,,,,,
player,201512140mia,nyg,WadeTr00,offense,0,,,,,
player,201512140mia,nyg,WadeTr00,off_pct,0%,,,,,
player,201512140mia,nyg,WadeTr00,defense,50,,,,,
player,201512140mia,nyg,WadeTr00,def_pct,75%,,,,,
player,201512140mia,nyg,WadeTr00,special_teams,0,,,,,
player,201512140mia,nyg,WadeTr00,st_pct,0%,,,,,
player,201512140mia,nyg,BrinJa99,pos,LB,,,,,
player,201512140mia,nyg,BrinJa99,offense,0,,,,,
player,201512140mia,nyg,BrinJa99,off_pct,0%,,,,,
player,201512140mia,nyg,BrinJa99,defense,48,,,,,
player,201512140mia,nyg,BrinJa99,def_pct,72%,,,,,
player,201512140mia,nyg,BrinJa99,special_teams,5,,,,,
player,201512140mia,nyg,BrinJa99,st_pct,16%,,,,,
player,201512140mia,nyg,AyerRo99,pos,DE,,,,,
player,201512140mia,nyg,AyerRo99,offense,0,,,,,
player,201512140mia,nyg,AyerRo99,off_pct,0%,,,,,
player,201512140mia,nyg,AyerRo99,defense,43,,,,,
player,201512140mia,nyg,AyerRo99,def_pct,64%,,,,,
player,201512140mia,nyg,AyerRo99,special_teams,0,,,,,
player,201512140mia,nyg,AyerRo99,st_pct,0%,,,,,
player,201512140mia,nyg,ThomJ.02,pos,LB,,,,,
player,201512140mia,nyg,ThomJ.02,offense,0,,,,,
player,201512140mia,nyg,ThomJ.02,off_pct,0%,,,,,
player,201512140mia,nyg,ThomJ.02,defense,39,,,,,
player,201512140mia,nyg,ThomJ.02,def_pct,58%,,,,,
player,201512140mia,nyg,ThomJ.02,special_teams,7,,,,,
player,201512140mia,nyg,ThomJ.02,st_pct,22%,,,,,
player,201512140mia,nyg,JenkCu20,pos,DE,,,,,
player,201512140mia,nyg,JenkCu20,offense,0,,,,,
player,201512140mia,nyg,JenkCu20,off_pct,0%,,,,,
player,201512140mia,nyg,JenkCu20,defense,39,,,,,
player,201512140mia,nyg,JenkCu20,def_pct,58%,,,,,
player,201512140mia,nyg,JenkCu20,special_teams,0,,,,,
player,201512140mia,nyg,JenkCu20,st_pct,0%,,,,,
player,201512140mia,nyg,BromJa00,pos,DT,,,,,
player,201512140mia,nyg,BromJa00,offense,0,,,,,
player,201512140mia,nyg,BromJa00,off_pct,0%,,,,,
player,201512140mia,nyg,BromJa00,defense,32,,,,,
player,201512140mia,nyg,BromJa00,def_pct,48%,,,,,
player,201512140mia,nyg,BromJa00,special_teams,5,,,,,
player,201512140mia,nyg,BromJa00,st_pct,16%,,,,,
player,201512140mia,nyg,KuhnMa00,pos,DT,,,,,
player,201512140mia,nyg,KuhnMa00,offense,0,,,,,
player,201512140mia,nyg,KuhnMa00,off_pct,0%,,,,,
player,201512140mia,nyg,KuhnMa00,defense,29,,,,,
player,201512140mia,nyg,KuhnMa00,def_pct,43%,,,,,
player,201512140mia,nyg,KuhnMa00,special_teams,4,,,,,
player,201512140mia,nyg,KuhnMa00,st_pct,12%,,,,,
player,201512140mia,nyg,CasiJo99,pos,LB,,,,,
player,201512140mia,nyg,CasiJo99,offense,0,,,,,
player,201512140mia,nyg,CasiJo99,off_pct,0%,,,,,
player,201512140mia,nyg,CasiJo99,defense,28,,,,,
player,201512140mia,nyg,CasiJo99,def_pct,42%,,,,,
player,201512140mia,nyg,CasiJo99,special_teams,20,,,,,
player,201512140mia,nyg,CasiJo99,st_pct,62%,,,,,
player,201512140mia,nyg,WynnKe00,pos,DE,,,,,
player,201512140mia,nyg,WynnKe00,offense,0,,,,,
player,201512140mia,nyg,WynnKe00,off_pct,0%,,,,,
player,201512140mia,nyg,WynnKe00,defense,27,,,,,
player,201512140mia,nyg,WynnKe00,def_pct,40%,,,,,
player,201512140mia,nyg,WynnKe00,special_teams,11,,,,,
player,201512140mia,nyg,WynnKe00,st_pct,34%,,,,,
player,201512140mia,nyg,UngaUa00,pos,LB,,,,,
player,201512140mia,nyg,UngaUa00,offense,0,,,,,
player,201512140mia,nyg,UngaUa00,off_pct,0%,,,,,
player,201512140mia,nyg,UngaUa00,defense,22,,,,,
player,201512140mia,nyg,UngaUa00,def_pct,33%,,,,,
player,201512140mia,nyg,UngaUa00,special_teams,9,,,,,
player,201512140mia,nyg,UngaUa00,st_pct,28%,,,,,
player,201512140mia,nyg,TaylCo01,pos,SS,,,,,
player,201512140mia,nyg,TaylCo01,offense,0,,,,,
player,201512140mia,nyg,TaylCo01,off_pct,0%,,,,,
player,201512140mia,nyg,TaylCo01,defense,18,,,,,
player,201512140mia,nyg,TaylCo01,def_pct,27%,,,,,
player,201512140mia,nyg,TaylCo01,special_teams,22,,,,,
player,201512140mia,nyg,TaylCo01,st_pct,69%,,,,,
player,201512140mia,nyg,HerzMa00,pos,LB,,,,,
player,201512140mia,nyg,HerzMa00,offense,0,,,,,
player,201512140mia,nyg,HerzMa00,off_pct,0%,,,,,
player,201512140mia,nyg,HerzMa00,defense,17,,,,,
player,201512140mia,nyg,HerzMa00,def_pct,25%,,,,,
player,201512140mia,nyg,HerzMa00,special_teams,29,,,,,
player,201512140mia,nyg,HerzMa00,st_pct,91%,,,,,
player,201512140mia,nyg,SelvGe99,pos,DE,,,,,
player,201512140mia,nyg,SelvGe99,offense,0,,,,,
player,201512140mia,nyg,SelvGe99,off_pct,0%,,,,,
player,201512140mia,nyg,SelvGe99,defense,16,,,,,
player,201512140mia,nyg,SelvGe99,def_pct,24%,,,,,
player,201512140mia,nyg,SelvGe99,special_teams,5,,,,,
player,201512140mia,nyg,SelvGe99,st_pct,16%,,,,,
player,201512140mia,nyg,HughMo00,pos,DT,,,,,
player,201512140mia,nyg,HughMo00,offense,0,,,,,
player,201512140mia,nyg,HughMo00,off_pct,0%,,,,,
player,201512140mia,nyg,HughMo00,defense,10,,,,,
player,201512140mia,nyg,HughMo00,def_pct,15%,,,,,
player,201512140mia,nyg,HughMo00,special_teams,10,,,,,
player,201512140mia,nyg,HughMo00,st_pct,31%,,,,,
player,201512140mia,nyg,McBrTr99,pos,CB,,,,,
player,201512140mia,nyg,McBrTr99,offense,0,,,,,
player,201512140mia,nyg,McBrTr99,off_pct,0%,,,,,
player,201512140mia,nyg,McBrTr99,defense,8,,,,,
player,201512140mia,nyg,McBrTr99,def_pct,12%,,,,,
player,201512140mia,nyg,McBrTr99,special_teams,7,,,,,
player,201512140mia,nyg,McBrTr99,st_pct,22%,,,,,
player,201512140mia,nyg,HoslJa00,pos,CB,,,,,
player,201512140mia,nyg,HoslJa00,offense,0,,,,,
player,201512140mia,nyg,HoslJa00,off_pct,0%,,,,,
player,201512140mia,nyg,HoslJa00,defense,2,,,,,
player,201512140mia,nyg,HoslJa00,def_pct,3%,,,,,
player,201512140mia,nyg,HoslJa00,special_teams,12,,,,,
player,201512140mia,nyg,HoslJa00,st_pct,38%,,,,,
player,201512140mia,nyg,MorrJa01,pos,LB,,,,,
player,201512140mia,nyg,MorrJa01,offense,0,,,,,
player,201512140mia,nyg,MorrJa01,off_pct,0%,,,,,
player,201512140mia,nyg,MorrJa01,defense,1,,,,,
player,201512140mia,nyg,MorrJa01,def_pct,1%,,,,,
player,201512140mia,nyg,MorrJa01,special_teams,22,,,,,
player,201512140mia,nyg,MorrJa01,st_pct,69%,,,,,
player,201512140mia,nyg,brownjos01,pos,K,,,,,
player,201512140mia,nyg,brownjos01,offense,0,,,,,
player,201512140mia,nyg,brownjos01,off_pct,0%,,,,,
player,201512140mia,nyg,brownjos01,defense,0,,,,,
player,201512140mia,nyg,brownjos01,def_pct,0%,,,,,
player,201512140mia,nyg,brownjos01,special_teams,12,,,,,
player,201512140mia,nyg,brownjos01,st_pct,38%,,,,,
player,201512140mia,nyg,WingBr00,pos,P,,,,,
player,201512140mia,nyg,WingBr00,offense,0,,,,,
player,201512140mia,nyg,WingBr00,off_pct,0%,,,,,
player,201512140mia,nyg,WingBr00,defense,0,,,,,
player,201512140mia,nyg,WingBr00,def_pct,0%,,,,,
player,201512140mia,nyg,WingBr00,special_teams,10,,,,,
player,201512140mia,nyg,WingBr00,st_pct,31%,,,,,
player,201512140mia,nyg,AikeDa00,pos,LS,,,,,
player,201512140mia,nyg,AikeDa00,offense,0,,,,,
player,201512140mia,nyg,AikeDa00,off_pct,0%,,,,,
player,201512140mia,nyg,AikeDa00,defense,0,,,,,
player,201512140mia,nyg,AikeDa00,def_pct,0%,,,,,
player,201512140mia,nyg,AikeDa00,special_teams,10,,,,,
player,201512140mia,nyg,AikeDa00,st_pct,31%,,,,,
player,201512140mia,nyg,HartBo00,pos,T,,,,,
player,201512140mia,nyg,HartBo00,offense,0,,,,,
player,201512140mia,nyg,HartBo00,off_pct,0%,,,,,
player,201512140mia,nyg,HartBo00,defense,0,,,,,
player,201512140mia,nyg,HartBo00,def_pct,0%,,,,,
player,201512140mia,nyg,HartBo00,special_teams,6,,,,,
player,201512140mia,nyg,HartBo00,st_pct,19%,,,,,
