game,2015,9,20151108,201511080clt,den,"Denver Broncos",24,clt,"Indianapolis Colts",27
player,201511080clt,den,MannPe00,rec_yds,0,,,,,
player,201511080clt,den,MannPe00,rec_td,0,,,,,
player,201511080clt,den,MannPe00,rec_long,0,,,,,
player,201511080clt,den,MannPe00,fumbles,0,,,,,
player,201511080clt,den,MannPe00,fumbles_lost,0,,,,,
player,201511080clt,den,AndeC.00,pass_cmp,0,,,,,
player,201511080clt,den,AndeC.00,pass_att,0,,,,,
player,201511080clt,den,AndeC.00,pass_yds,0,,,,,
player,201511080clt,den,AndeC.00,pass_td,0,,,,,
player,201511080clt,den,AndeC.00,pass_int,0,,,,,
player,201511080clt,den,AndeC.00,pass_sacked,0,,,,,
player,201511080clt,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201511080clt,den,AndeC.00,pass_long,0,,,,,
player,201511080clt,den,AndeC.00,pass_rating,,,,,,
player,201511080clt,den,AndeC.00,rush_att,7,,,,,
player,201511080clt,den,AndeC.00,rush_yds,34,,,,,
player,201511080clt,den,AndeC.00,rush_td,0,,,,,
player,201511080clt,den,AndeC.00,rush_long,12,,,,,
player,201511080clt,den,AndeC.00,targets,2,,,,,
player,201511080clt,den,AndeC.00,rec,1,,,,,
player,201511080clt,den,AndeC.00,rec_yds,4,,,,,
player,201511080clt,den,AndeC.00,rec_td,0,,,,,
player,201511080clt,den,AndeC.00,rec_long,4,,,,,
player,201511080clt,den,AndeC.00,fumbles,0,,,,,
player,201511080clt,den,AndeC.00,fumbles_lost,0,,,,,
player,201511080clt,den,HillRo00,pass_cmp,0,,,,,
player,201511080clt,den,HillRo00,pass_att,0,,,,,
player,201511080clt,den,HillRo00,pass_yds,0,,,,,
player,201511080clt,den,HillRo00,pass_td,0,,,,,
player,201511080clt,den,HillRo00,pass_int,0,,,,,
player,201511080clt,den,HillRo00,pass_sacked,0,,,,,
player,201511080clt,den,HillRo00,pass_sacked_yds,0,,,,,
player,201511080clt,den,HillRo00,pass_long,0,,,,,
player,201511080clt,den,HillRo00,pass_rating,,,,,,
player,201511080clt,den,HillRo00,rush_att,7,,,,,
player,201511080clt,den,HillRo00,rush_yds,1,,,,,
player,201511080clt,den,HillRo00,rush_td,0,,,,,
player,201511080clt,den,HillRo00,rush_long,3,,,,,
player,201511080clt,den,HillRo00,targets,0,,,,,
player,201511080clt,den,HillRo00,rec,0,,,,,
player,201511080clt,den,HillRo00,rec_yds,0,,,,,
player,201511080clt,den,HillRo00,rec_td,0,,,,,
player,201511080clt,den,HillRo00,rec_long,0,,,,,
player,201511080clt,den,HillRo00,fumbles,0,,,,,
player,201511080clt,den,HillRo00,fumbles_lost,0,,,,,
player,201511080clt,den,DaniOw00,pass_cmp,0,,,,,
player,201511080clt,den,DaniOw00,pass_att,0,,,,,
player,201511080clt,den,DaniOw00,pass_yds,0,,,,,
player,201511080clt,den,DaniOw00,pass_td,0,,,,,
player,201511080clt,den,DaniOw00,pass_int,0,,,,,
player,201511080clt,den,DaniOw00,pass_sacked,0,,,,,
player,201511080clt,den,DaniOw00,pass_sacked_yds,0,,,,,
player,201511080clt,den,DaniOw00,pass_long,0,,,,,
player,201511080clt,den,DaniOw00,pass_rating,,,,,,
player,201511080clt,den,DaniOw00,rush_att,0,,,,,
player,201511080clt,den,DaniOw00,rush_yds,0,,,,,
player,201511080clt,den,DaniOw00,rush_td,0,,,,,
player,201511080clt,den,DaniOw00,rush_long,0,,,,,
player,201511080clt,den,DaniOw00,targets,9,,,,,
player,201511080clt,den,DaniOw00,rec,6,,,,,
player,201511080clt,den,DaniOw00,rec_yds,102,,,,,
player,201511080clt,den,DaniOw00,rec_td,1,,,,,
player,201511080clt,den,DaniOw00,rec_long,37,,,,,
player,201511080clt,den,DaniOw00,fumbles,0,,,,,
player,201511080clt,den,DaniOw00,fumbles_lost,0,,,,,
player,201511080clt,den,SandEm00,pass_cmp,0,,,,,
player,201511080clt,den,SandEm00,pass_att,0,,,,,
player,201511080clt,den,SandEm00,pass_yds,0,,,,,
player,201511080clt,den,SandEm00,pass_td,0,,,,,
player,201511080clt,den,SandEm00,pass_int,0,,,,,
player,201511080clt,den,SandEm00,pass_sacked,0,,,,,
player,201511080clt,den,SandEm00,pass_sacked_yds,0,,,,,
player,201511080clt,den,SandEm00,pass_long,0,,,,,
player,201511080clt,den,SandEm00,pass_rating,,,,,,
player,201511080clt,den,SandEm00,rush_att,0,,,,,
player,201511080clt,den,SandEm00,rush_yds,0,,,,,
player,201511080clt,den,SandEm00,rush_td,0,,,,,
player,201511080clt,den,SandEm00,rush_long,0,,,,,
player,201511080clt,den,SandEm00,targets,11,,,,,
player,201511080clt,den,SandEm00,rec,6,,,,,
player,201511080clt,den,SandEm00,rec_yds,90,,,,,
player,201511080clt,den,SandEm00,rec_td,1,,,,,
player,201511080clt,den,SandEm00,rec_long,64,,,,,
player,201511080clt,den,SandEm00,fumbles,0,,,,,
player,201511080clt,den,SandEm00,fumbles_lost,0,,,,,
player,201511080clt,den,ThomDe03,pass_cmp,0,,,,,
player,201511080clt,den,ThomDe03,pass_att,0,,,,,
player,201511080clt,den,ThomDe03,pass_yds,0,,,,,
player,201511080clt,den,ThomDe03,pass_td,0,,,,,
player,201511080clt,den,ThomDe03,pass_int,0,,,,,
player,201511080clt,den,ThomDe03,pass_sacked,0,,,,,
player,201511080clt,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201511080clt,den,ThomDe03,pass_long,0,,,,,
player,201511080clt,den,ThomDe03,pass_rating,,,,,,
player,201511080clt,den,ThomDe03,rush_att,0,,,,,
player,201511080clt,den,ThomDe03,rush_yds,0,,,,,
player,201511080clt,den,ThomDe03,rush_td,0,,,,,
player,201511080clt,den,ThomDe03,rush_long,0,,,,,
player,201511080clt,den,ThomDe03,targets,7,,,,,
player,201511080clt,den,ThomDe03,rec,5,,,,,
player,201511080clt,den,ThomDe03,rec_yds,50,,,,,
player,201511080clt,den,ThomDe03,rec_td,0,,,,,
player,201511080clt,den,ThomDe03,rec_long,17,,,,,
player,201511080clt,den,ThomDe03,fumbles,0,,,,,
player,201511080clt,den,ThomDe03,fumbles_lost,0,,,,,
player,201511080clt,den,FowlBe00,pass_cmp,0,,,,,
player,201511080clt,den,FowlBe00,pass_att,0,,,,,
player,201511080clt,den,FowlBe00,pass_yds,0,,,,,
player,201511080clt,den,FowlBe00,pass_td,0,,,,,
player,201511080clt,den,FowlBe00,pass_int,0,,,,,
player,201511080clt,den,FowlBe00,pass_sacked,0,,,,,
player,201511080clt,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201511080clt,den,FowlBe00,pass_long,0,,,,,
player,201511080clt,den,FowlBe00,pass_rating,,,,,,
player,201511080clt,den,FowlBe00,rush_att,0,,,,,
player,201511080clt,den,FowlBe00,rush_yds,0,,,,,
player,201511080clt,den,FowlBe00,rush_td,0,,,,,
player,201511080clt,den,FowlBe00,rush_long,0,,,,,
player,201511080clt,den,FowlBe00,targets,4,,,,,
player,201511080clt,den,FowlBe00,rec,2,,,,,
player,201511080clt,den,FowlBe00,rec_yds,22,,,,,
player,201511080clt,den,FowlBe00,rec_td,0,,,,,
player,201511080clt,den,FowlBe00,rec_long,13,,,,,
player,201511080clt,den,FowlBe00,fumbles,0,,,,,
player,201511080clt,den,FowlBe00,fumbles_lost,0,,,,,
player,201511080clt,den,GreeVi00,pass_cmp,0,,,,,
player,201511080clt,den,GreeVi00,pass_att,0,,,,,
player,201511080clt,den,GreeVi00,pass_yds,0,,,,,
player,201511080clt,den,GreeVi00,pass_td,0,,,,,
player,201511080clt,den,GreeVi00,pass_int,0,,,,,
player,201511080clt,den,GreeVi00,pass_sacked,0,,,,,
player,201511080clt,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201511080clt,den,GreeVi00,pass_long,0,,,,,
player,201511080clt,den,GreeVi00,pass_rating,,,,,,
player,201511080clt,den,GreeVi00,rush_att,0,,,,,
player,201511080clt,den,GreeVi00,rush_yds,0,,,,,
player,201511080clt,den,GreeVi00,rush_td,0,,,,,
player,201511080clt,den,GreeVi00,rush_long,0,,,,,
player,201511080clt,den,GreeVi00,targets,1,,,,,
player,201511080clt,den,GreeVi00,rec,1,,,,,
player,201511080clt,den,GreeVi00,rec_yds,13,,,,,
player,201511080clt,den,GreeVi00,rec_td,0,,,,,
player,201511080clt,den,GreeVi00,rec_long,13,,,,,
player,201511080clt,den,GreeVi00,fumbles,0,,,,,
player,201511080clt,den,GreeVi00,fumbles_lost,0,,,,,
player,201511080clt,den,DaviVe00,pass_cmp,0,,,,,
player,201511080clt,den,DaviVe00,pass_att,0,,,,,
player,201511080clt,den,DaviVe00,pass_yds,0,,,,,
player,201511080clt,den,DaviVe00,pass_td,0,,,,,
player,201511080clt,den,DaviVe00,pass_int,0,,,,,
player,201511080clt,den,DaviVe00,pass_sacked,0,,,,,
player,201511080clt,den,DaviVe00,pass_sacked_yds,0,,,,,
player,201511080clt,den,DaviVe00,pass_long,0,,,,,
player,201511080clt,den,DaviVe00,pass_rating,,,,,,
player,201511080clt,den,DaviVe00,rush_att,0,,,,,
player,201511080clt,den,DaviVe00,rush_yds,0,,,,,
player,201511080clt,den,DaviVe00,rush_td,0,,,,,
player,201511080clt,den,DaviVe00,rush_long,0,,,,,
player,201511080clt,den,DaviVe00,targets,1,,,,,
player,201511080clt,den,DaviVe00,rec,0,,,,,
player,201511080clt,den,DaviVe00,rec_yds,0,,,,,
player,201511080clt,den,DaviVe00,rec_td,0,,,,,
player,201511080clt,den,DaviVe00,rec_long,0,,,,,
player,201511080clt,den,DaviVe00,fumbles,0,,,,,
player,201511080clt,den,DaviVe00,fumbles_lost,0,,,,,
player,201511080clt,den,CaldAn00,pass_cmp,0,,,,,
player,201511080clt,den,CaldAn00,pass_att,0,,,,,
player,201511080clt,den,CaldAn00,pass_yds,0,,,,,
player,201511080clt,den,CaldAn00,pass_td,0,,,,,
player,201511080clt,den,CaldAn00,pass_int,0,,,,,
player,201511080clt,den,CaldAn00,pass_sacked,0,,,,,
player,201511080clt,den,CaldAn00,pass_sacked_yds,0,,,,,
player,201511080clt,den,CaldAn00,pass_long,0,,,,,
player,201511080clt,den,CaldAn00,pass_rating,,,,,,
player,201511080clt,den,CaldAn00,rush_att,0,,,,,
player,201511080clt,den,CaldAn00,rush_yds,0,,,,,
player,201511080clt,den,CaldAn00,rush_td,0,,,,,
player,201511080clt,den,CaldAn00,rush_long,0,,,,,
player,201511080clt,den,CaldAn00,targets,1,,,,,
player,201511080clt,den,CaldAn00,rec,0,,,,,
player,201511080clt,den,CaldAn00,rec_yds,0,,,,,
player,201511080clt,den,CaldAn00,rec_td,0,,,,,
player,201511080clt,den,CaldAn00,rec_long,0,,,,,
player,201511080clt,den,CaldAn00,fumbles,0,,,,,
player,201511080clt,den,CaldAn00,fumbles_lost,0,,,,,
player,201511080clt,clt,LuckAn00,pass_cmp,21,,,,,
player,201511080clt,clt,LuckAn00,pass_att,36,,,,,
player,201511080clt,clt,LuckAn00,pass_yds,252,,,,,
player,201511080clt,clt,LuckAn00,pass_td,2,,,,,
player,201511080clt,clt,LuckAn00,pass_int,0,,,,,
player,201511080clt,clt,LuckAn00,pass_sacked,1,,,,,
player,201511080clt,clt,LuckAn00,pass_sacked_yds,7,,,,,
player,201511080clt,clt,LuckAn00,pass_long,38,,,,,
player,201511080clt,clt,LuckAn00,pass_rating,98.4,,,,,
player,201511080clt,clt,LuckAn00,rush_att,6,,,,,
player,201511080clt,clt,LuckAn00,rush_yds,34,,,,,
player,201511080clt,clt,LuckAn00,rush_td,0,,,,,
player,201511080clt,clt,LuckAn00,rush_long,11,,,,,
player,201511080clt,clt,LuckAn00,targets,0,,,,,
player,201511080clt,clt,LuckAn00,rec,0,,,,,
player,201511080clt,clt,LuckAn00,rec_yds,0,,,,,
player,201511080clt,clt,LuckAn00,rec_td,0,,,,,
player,201511080clt,clt,LuckAn00,rec_long,0,,,,,
player,201511080clt,clt,LuckAn00,fumbles,0,,,,,
player,201511080clt,clt,LuckAn00,fumbles_lost,0,,,,,
player,201511080clt,clt,GoreFr00,pass_cmp,0,,,,,
player,201511080clt,clt,GoreFr00,pass_att,0,,,,,
player,201511080clt,clt,GoreFr00,pass_yds,0,,,,,
player,201511080clt,clt,GoreFr00,pass_td,0,,,,,
player,201511080clt,clt,GoreFr00,pass_int,0,,,,,
player,201511080clt,clt,GoreFr00,pass_sacked,0,,,,,
player,201511080clt,clt,GoreFr00,pass_sacked_yds,0,,,,,
player,201511080clt,clt,GoreFr00,pass_long,0,,,,,
player,201511080clt,clt,GoreFr00,pass_rating,,,,,,
player,201511080clt,clt,GoreFr00,rush_att,28,,,,,
player,201511080clt,clt,GoreFr00,rush_yds,83,,,,,
player,201511080clt,clt,GoreFr00,rush_td,1,,,,,
player,201511080clt,clt,GoreFr00,rush_long,17,,,,,
player,201511080clt,clt,GoreFr00,targets,3,,,,,
player,201511080clt,clt,GoreFr00,rec,1,,,,,
player,201511080clt,clt,GoreFr00,rec_yds,19,,,,,
player,201511080clt,clt,GoreFr00,rec_td,0,,,,,
player,201511080clt,clt,GoreFr00,rec_long,19,,,,,
player,201511080clt,clt,GoreFr00,fumbles,0,,,,,
player,201511080clt,clt,GoreFr00,fumbles_lost,0,,,,,
player,201511080clt,clt,BradAh00,pass_cmp,0,,,,,
player,201511080clt,clt,BradAh00,pass_att,0,,,,,
player,201511080clt,clt,BradAh00,pass_yds,0,,,,,
player,201511080clt,clt,BradAh00,pass_td,0,,,,,
player,201511080clt,clt,BradAh00,pass_int,0,,,,,
player,201511080clt,clt,BradAh00,pass_sacked,0,,,,,
player,201511080clt,clt,BradAh00,pass_sacked_yds,0,,,,,
player,201511080clt,clt,BradAh00,pass_long,0,,,,,
player,201511080clt,clt,BradAh00,pass_rating,,,,,,
player,201511080clt,clt,BradAh00,rush_att,6,,,,,
player,201511080clt,clt,BradAh00,rush_yds,3,,,,,
player,201511080clt,clt,BradAh00,rush_td,0,,,,,
player,201511080clt,clt,BradAh00,rush_long,3,,,,,
player,201511080clt,clt,BradAh00,targets,2,,,,,
player,201511080clt,clt,BradAh00,rec,1,,,,,
player,201511080clt,clt,BradAh00,rec_yds,8,,,,,
player,201511080clt,clt,BradAh00,rec_td,1,,,,,
player,201511080clt,clt,BradAh00,rec_long,8,,,,,
player,201511080clt,clt,BradAh00,fumbles,0,,,,,
player,201511080clt,clt,BradAh00,fumbles_lost,0,,,,,
player,201511080clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201511080clt,clt,HiltT.00,pass_att,0,,,,,
player,201511080clt,clt,HiltT.00,pass_yds,0,,,,,
player,201511080clt,clt,HiltT.00,pass_td,0,,,,,
player,201511080clt,clt,HiltT.00,pass_int,0,,,,,
player,201511080clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201511080clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201511080clt,clt,HiltT.00,pass_long,0,,,,,
player,201511080clt,clt,HiltT.00,pass_rating,,,,,,
player,201511080clt,clt,HiltT.00,rush_att,0,,,,,
player,201511080clt,clt,HiltT.00,rush_yds,0,,,,,
player,201511080clt,clt,HiltT.00,rush_td,0,,,,,
player,201511080clt,clt,HiltT.00,rush_long,0,,,,,
player,201511080clt,clt,HiltT.00,targets,6,,,,,
player,201511080clt,clt,HiltT.00,rec,5,,,,,
player,201511080clt,clt,HiltT.00,rec_yds,82,,,,,
player,201511080clt,clt,HiltT.00,rec_td,0,,,,,
player,201511080clt,clt,HiltT.00,rec_long,30,,,,,
player,201511080clt,clt,HiltT.00,fumbles,0,,,,,
player,201511080clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201511080clt,clt,WhalGr00,pass_cmp,0,,,,,
player,201511080clt,clt,WhalGr00,pass_att,0,,,,,
player,201511080clt,clt,WhalGr00,pass_yds,0,,,,,
player,201511080clt,clt,WhalGr00,pass_td,0,,,,,
player,201511080clt,clt,WhalGr00,pass_int,0,,,,,
player,201511080clt,clt,WhalGr00,pass_sacked,0,,,,,
player,201511080clt,clt,WhalGr00,pass_sacked_yds,0,,,,,
player,201511080clt,clt,WhalGr00,pass_long,0,,,,,
player,201511080clt,clt,WhalGr00,pass_rating,,,,,,
player,201511080clt,clt,WhalGr00,rush_att,0,,,,,
player,201511080clt,clt,WhalGr00,rush_yds,0,,,,,
player,201511080clt,clt,WhalGr00,rush_td,0,,,,,
player,201511080clt,clt,WhalGr00,rush_long,0,,,,,
player,201511080clt,clt,WhalGr00,targets,6,,,,,
player,201511080clt,clt,WhalGr00,rec,5,,,,,
player,201511080clt,clt,WhalGr00,rec_yds,73,,,,,
player,201511080clt,clt,WhalGr00,rec_td,0,,,,,
player,201511080clt,clt,WhalGr00,rec_long,38,,,,,
player,201511080clt,clt,WhalGr00,fumbles,0,,,,,
player,201511080clt,clt,WhalGr00,fumbles_lost,0,,,,,
player,201511080clt,clt,MoncDo00,pass_cmp,0,,,,,
player,201511080clt,clt,MoncDo00,pass_att,0,,,,,
player,201511080clt,clt,MoncDo00,pass_yds,0,,,,,
player,201511080clt,clt,MoncDo00,pass_td,0,,,,,
player,201511080clt,clt,MoncDo00,pass_int,0,,,,,
player,201511080clt,clt,MoncDo00,pass_sacked,0,,,,,
player,201511080clt,clt,MoncDo00,pass_sacked_yds,0,,,,,
player,201511080clt,clt,MoncDo00,pass_long,0,,,,,
player,201511080clt,clt,MoncDo00,pass_rating,,,,,,
player,201511080clt,clt,MoncDo00,rush_att,0,,,,,
player,201511080clt,clt,MoncDo00,rush_yds,0,,,,,
player,201511080clt,clt,MoncDo00,rush_td,0,,,,,
player,201511080clt,clt,MoncDo00,rush_long,0,,,,,
player,201511080clt,clt,MoncDo00,targets,4,,,,,
player,201511080clt,clt,MoncDo00,rec,3,,,,,
player,201511080clt,clt,MoncDo00,rec_yds,30,,,,,
player,201511080clt,clt,MoncDo00,rec_td,0,,,,,
player,201511080clt,clt,MoncDo00,rec_long,15,,,,,
player,201511080clt,clt,MoncDo00,fumbles,0,,,,,
player,201511080clt,clt,MoncDo00,fumbles_lost,0,,,,,
player,201511080clt,clt,FleeCo00,pass_cmp,0,,,,,
player,201511080clt,clt,FleeCo00,pass_att,0,,,,,
player,201511080clt,clt,FleeCo00,pass_yds,0,,,,,
player,201511080clt,clt,FleeCo00,pass_td,0,,,,,
player,201511080clt,clt,FleeCo00,pass_int,0,,,,,
player,201511080clt,clt,FleeCo00,pass_sacked,0,,,,,
player,201511080clt,clt,FleeCo00,pass_sacked_yds,0,,,,,
player,201511080clt,clt,FleeCo00,pass_long,0,,,,,
player,201511080clt,clt,FleeCo00,pass_rating,,,,,,
player,201511080clt,clt,FleeCo00,rush_att,0,,,,,
player,201511080clt,clt,FleeCo00,rush_yds,0,,,,,
player,201511080clt,clt,FleeCo00,rush_td,0,,,,,
player,201511080clt,clt,FleeCo00,rush_long,0,,,,,
player,201511080clt,clt,FleeCo00,targets,6,,,,,
player,201511080clt,clt,FleeCo00,rec,4,,,,,
player,201511080clt,clt,FleeCo00,rec_yds,22,,,,,
player,201511080clt,clt,FleeCo00,rec_td,0,,,,,
player,201511080clt,clt,FleeCo00,rec_long,9,,,,,
player,201511080clt,clt,FleeCo00,fumbles,0,,,,,
player,201511080clt,clt,FleeCo00,fumbles_lost,0,,,,,
player,201511080clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201511080clt,clt,DoylJa00,pass_att,0,,,,,
player,201511080clt,clt,DoylJa00,pass_yds,0,,,,,
player,201511080clt,clt,DoylJa00,pass_td,0,,,,,
player,201511080clt,clt,DoylJa00,pass_int,0,,,,,
player,201511080clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201511080clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201511080clt,clt,DoylJa00,pass_long,0,,,,,
player,201511080clt,clt,DoylJa00,pass_rating,,,,,,
player,201511080clt,clt,DoylJa00,rush_att,0,,,,,
player,201511080clt,clt,DoylJa00,rush_yds,0,,,,,
player,201511080clt,clt,DoylJa00,rush_td,0,,,,,
player,201511080clt,clt,DoylJa00,rush_long,0,,,,,
player,201511080clt,clt,DoylJa00,targets,2,,,,,
player,201511080clt,clt,DoylJa00,rec,2,,,,,
player,201511080clt,clt,DoylJa00,rec_yds,18,,,,,
player,201511080clt,clt,DoylJa00,rec_td,1,,,,,
player,201511080clt,clt,DoylJa00,rec_long,15,,,,,
player,201511080clt,clt,DoylJa00,fumbles,0,,,,,
player,201511080clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201511080clt,clt,JohnAn02,pass_cmp,0,,,,,
player,201511080clt,clt,JohnAn02,pass_att,0,,,,,
player,201511080clt,clt,JohnAn02,pass_yds,0,,,,,
player,201511080clt,clt,JohnAn02,pass_td,0,,,,,
player,201511080clt,clt,JohnAn02,pass_int,0,,,,,
player,201511080clt,clt,JohnAn02,pass_sacked,0,,,,,
player,201511080clt,clt,JohnAn02,pass_sacked_yds,0,,,,,
player,201511080clt,clt,JohnAn02,pass_long,0,,,,,
player,201511080clt,clt,JohnAn02,pass_rating,,,,,,
player,201511080clt,clt,JohnAn02,rush_att,0,,,,,
player,201511080clt,clt,JohnAn02,rush_yds,0,,,,,
player,201511080clt,clt,JohnAn02,rush_td,0,,,,,
player,201511080clt,clt,JohnAn02,rush_long,0,,,,,
player,201511080clt,clt,JohnAn02,targets,3,,,,,
player,201511080clt,clt,JohnAn02,rec,0,,,,,
player,201511080clt,clt,JohnAn02,rec_yds,0,,,,,
player,201511080clt,clt,JohnAn02,rec_td,0,,,,,
player,201511080clt,clt,JohnAn02,rec_long,0,,,,,
player,201511080clt,clt,JohnAn02,fumbles,0,,,,,
player,201511080clt,clt,JohnAn02,fumbles_lost,0,,,,,
player,201511080clt,clt,AlleDw00,pass_cmp,0,,,,,
player,201511080clt,clt,AlleDw00,pass_att,0,,,,,
player,201511080clt,clt,AlleDw00,pass_yds,0,,,,,
player,201511080clt,clt,AlleDw00,pass_td,0,,,,,
player,201511080clt,clt,AlleDw00,pass_int,0,,,,,
player,201511080clt,clt,AlleDw00,pass_sacked,0,,,,,
player,201511080clt,clt,AlleDw00,pass_sacked_yds,0,,,,,
player,201511080clt,clt,AlleDw00,pass_long,0,,,,,
player,201511080clt,clt,AlleDw00,pass_rating,,,,,,
player,201511080clt,clt,AlleDw00,rush_att,0,,,,,
player,201511080clt,clt,AlleDw00,rush_yds,0,,,,,
player,201511080clt,clt,AlleDw00,rush_td,0,,,,,
player,201511080clt,clt,AlleDw00,rush_long,0,,,,,
player,201511080clt,clt,AlleDw00,targets,3,,,,,
player,201511080clt,clt,AlleDw00,rec,0,,,,,
player,201511080clt,clt,AlleDw00,rec_yds,0,,,,,
player,201511080clt,clt,AlleDw00,rec_td,0,,,,,
player,201511080clt,clt,AlleDw00,rec_long,0,,,,,
player,201511080clt,clt,AlleDw00,fumbles,0,,,,,
player,201511080clt,clt,AlleDw00,fumbles_lost,0,,,,,
player,201511080clt,den,WareDe99,def_int,0,,,,,
player,201511080clt,den,WareDe99,def_int_yds,0,,,,,
player,201511080clt,den,WareDe99,def_int_td,0,,,,,
player,201511080clt,den,WareDe99,def_int_long,0,,,,,
player,201511080clt,den,WareDe99,pass_defended,0,,,,,
player,201511080clt,den,WareDe99,sacks,1.0,,,,,
player,201511080clt,den,WareDe99,tackles_combined,1,,,,,
player,201511080clt,den,WareDe99,tackles_solo,1,,,,,
player,201511080clt,den,WareDe99,tackles_assists,0,,,,,
player,201511080clt,den,WareDe99,tackles_loss,1,,,,,
player,201511080clt,den,WareDe99,qb_hits,1,,,,,
player,201511080clt,den,WareDe99,fumbles_rec,0,,,,,
player,201511080clt,den,WareDe99,fumbles_rec_yds,0,,,,,
player,201511080clt,den,WareDe99,fumbles_rec_td,0,,,,,
player,201511080clt,den,WareDe99,fumbles_forced,0,,,,,
player,201511080clt,den,TrevDa00,def_int,0,,,,,
player,201511080clt,den,TrevDa00,def_int_yds,0,,,,,
player,201511080clt,den,TrevDa00,def_int_td,0,,,,,
player,201511080clt,den,TrevDa00,def_int_long,0,,,,,
player,201511080clt,den,TrevDa00,pass_defended,1,,,,,
player,201511080clt,den,TrevDa00,sacks,0.0,,,,,
player,201511080clt,den,TrevDa00,tackles_combined,19,,,,,
player,201511080clt,den,TrevDa00,tackles_solo,6,,,,,
player,201511080clt,den,TrevDa00,tackles_assists,13,,,,,
player,201511080clt,den,TrevDa00,tackles_loss,1,,,,,
player,201511080clt,den,TrevDa00,qb_hits,0,,,,,
player,201511080clt,den,TrevDa00,fumbles_rec,0,,,,,
player,201511080clt,den,TrevDa00,fumbles_rec_yds,0,,,,,
player,201511080clt,den,TrevDa00,fumbles_rec_td,0,,,,,
player,201511080clt,den,TrevDa00,fumbles_forced,0,,,,,
player,201511080clt,den,WardT.99,def_int,0,,,,,
player,201511080clt,den,WardT.99,def_int_yds,0,,,,,
player,201511080clt,den,WardT.99,def_int_td,0,,,,,
player,201511080clt,den,WardT.99,def_int_long,0,,,,,
player,201511080clt,den,WardT.99,pass_defended,2,,,,,
player,201511080clt,den,WardT.99,sacks,0.0,,,,,
player,201511080clt,den,WardT.99,tackles_combined,12,,,,,
player,201511080clt,den,WardT.99,tackles_solo,10,,,,,
player,201511080clt,den,WardT.99,tackles_assists,2,,,,,
player,201511080clt,den,WardT.99,tackles_loss,1,,,,,
player,201511080clt,den,WardT.99,qb_hits,0,,,,,
