game,2015,5,20151011,201510110gnb,ram,"St. Louis Rams",10,gnb,"Green Bay Packers",24
player,201510110gnb,ram,AustTa00,pass_sacked_yds,0,,,,,
player,201510110gnb,ram,AustTa00,pass_long,0,,,,,
player,201510110gnb,ram,AustTa00,pass_rating,,,,,,
player,201510110gnb,ram,AustTa00,rush_att,3,,,,,
player,201510110gnb,ram,AustTa00,rush_yds,22,,,,,
player,201510110gnb,ram,AustTa00,rush_td,0,,,,,
player,201510110gnb,ram,AustTa00,rush_long,15,,,,,
player,201510110gnb,ram,AustTa00,targets,5,,,,,
player,201510110gnb,ram,AustTa00,rec,2,,,,,
player,201510110gnb,ram,AustTa00,rec_yds,6,,,,,
player,201510110gnb,ram,AustTa00,rec_td,1,,,,,
player,201510110gnb,ram,AustTa00,rec_long,5,,,,,
player,201510110gnb,ram,AustTa00,fumbles,0,,,,,
player,201510110gnb,ram,AustTa00,fumbles_lost,0,,,,,
player,201510110gnb,ram,MasoTr00,pass_cmp,0,,,,,
player,201510110gnb,ram,MasoTr00,pass_att,0,,,,,
player,201510110gnb,ram,MasoTr00,pass_yds,0,,,,,
player,201510110gnb,ram,MasoTr00,pass_td,0,,,,,
player,201510110gnb,ram,MasoTr00,pass_int,0,,,,,
player,201510110gnb,ram,MasoTr00,pass_sacked,0,,,,,
player,201510110gnb,ram,MasoTr00,pass_sacked_yds,0,,,,,
player,201510110gnb,ram,MasoTr00,pass_long,0,,,,,
player,201510110gnb,ram,MasoTr00,pass_rating,,,,,,
player,201510110gnb,ram,MasoTr00,rush_att,2,,,,,
player,201510110gnb,ram,MasoTr00,rush_yds,8,,,,,
player,201510110gnb,ram,MasoTr00,rush_td,0,,,,,
player,201510110gnb,ram,MasoTr00,rush_long,6,,,,,
player,201510110gnb,ram,MasoTr00,targets,0,,,,,
player,201510110gnb,ram,MasoTr00,rec,0,,,,,
player,201510110gnb,ram,MasoTr00,rec_yds,0,,,,,
player,201510110gnb,ram,MasoTr00,rec_td,0,,,,,
player,201510110gnb,ram,MasoTr00,rec_long,0,,,,,
player,201510110gnb,ram,MasoTr00,fumbles,0,,,,,
player,201510110gnb,ram,MasoTr00,fumbles_lost,0,,,,,
player,201510110gnb,ram,BailSt01,pass_cmp,0,,,,,
player,201510110gnb,ram,BailSt01,pass_att,0,,,,,
player,201510110gnb,ram,BailSt01,pass_yds,0,,,,,
player,201510110gnb,ram,BailSt01,pass_td,0,,,,,
player,201510110gnb,ram,BailSt01,pass_int,0,,,,,
player,201510110gnb,ram,BailSt01,pass_sacked,0,,,,,
player,201510110gnb,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201510110gnb,ram,BailSt01,pass_long,0,,,,,
player,201510110gnb,ram,BailSt01,pass_rating,,,,,,
player,201510110gnb,ram,BailSt01,rush_att,0,,,,,
player,201510110gnb,ram,BailSt01,rush_yds,0,,,,,
player,201510110gnb,ram,BailSt01,rush_td,0,,,,,
player,201510110gnb,ram,BailSt01,rush_long,0,,,,,
player,201510110gnb,ram,BailSt01,targets,5,,,,,
player,201510110gnb,ram,BailSt01,rec,3,,,,,
player,201510110gnb,ram,BailSt01,rec_yds,73,,,,,
player,201510110gnb,ram,BailSt01,rec_td,0,,,,,
player,201510110gnb,ram,BailSt01,rec_long,68,,,,,
player,201510110gnb,ram,BailSt01,fumbles,0,,,,,
player,201510110gnb,ram,BailSt01,fumbles_lost,0,,,,,
player,201510110gnb,ram,CunnBe01,pass_cmp,0,,,,,
player,201510110gnb,ram,CunnBe01,pass_att,0,,,,,
player,201510110gnb,ram,CunnBe01,pass_yds,0,,,,,
player,201510110gnb,ram,CunnBe01,pass_td,0,,,,,
player,201510110gnb,ram,CunnBe01,pass_int,0,,,,,
player,201510110gnb,ram,CunnBe01,pass_sacked,0,,,,,
player,201510110gnb,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201510110gnb,ram,CunnBe01,pass_long,0,,,,,
player,201510110gnb,ram,CunnBe01,pass_rating,,,,,,
player,201510110gnb,ram,CunnBe01,rush_att,0,,,,,
player,201510110gnb,ram,CunnBe01,rush_yds,0,,,,,
player,201510110gnb,ram,CunnBe01,rush_td,0,,,,,
player,201510110gnb,ram,CunnBe01,rush_long,0,,,,,
player,201510110gnb,ram,CunnBe01,targets,2,,,,,
player,201510110gnb,ram,CunnBe01,rec,2,,,,,
player,201510110gnb,ram,CunnBe01,rec_yds,28,,,,,
player,201510110gnb,ram,CunnBe01,rec_td,0,,,,,
player,201510110gnb,ram,CunnBe01,rec_long,17,,,,,
player,201510110gnb,ram,CunnBe01,fumbles,0,,,,,
player,201510110gnb,ram,CunnBe01,fumbles_lost,0,,,,,
player,201510110gnb,ram,DaviCo02,pass_cmp,0,,,,,
player,201510110gnb,ram,DaviCo02,pass_att,0,,,,,
player,201510110gnb,ram,DaviCo02,pass_yds,0,,,,,
player,201510110gnb,ram,DaviCo02,pass_td,0,,,,,
player,201510110gnb,ram,DaviCo02,pass_int,0,,,,,
player,201510110gnb,ram,DaviCo02,pass_sacked,0,,,,,
player,201510110gnb,ram,DaviCo02,pass_sacked_yds,0,,,,,
player,201510110gnb,ram,DaviCo02,pass_long,0,,,,,
player,201510110gnb,ram,DaviCo02,pass_rating,,,,,,
player,201510110gnb,ram,DaviCo02,rush_att,0,,,,,
player,201510110gnb,ram,DaviCo02,rush_yds,0,,,,,
player,201510110gnb,ram,DaviCo02,rush_td,0,,,,,
player,201510110gnb,ram,DaviCo02,rush_long,0,,,,,
player,201510110gnb,ram,DaviCo02,targets,1,,,,,
player,201510110gnb,ram,DaviCo02,rec,1,,,,,
player,201510110gnb,ram,DaviCo02,rec_yds,20,,,,,
player,201510110gnb,ram,DaviCo02,rec_td,0,,,,,
player,201510110gnb,ram,DaviCo02,rec_long,20,,,,,
player,201510110gnb,ram,DaviCo02,fumbles,0,,,,,
player,201510110gnb,ram,DaviCo02,fumbles_lost,0,,,,,
player,201510110gnb,ram,KendLa00,pass_cmp,0,,,,,
player,201510110gnb,ram,KendLa00,pass_att,0,,,,,
player,201510110gnb,ram,KendLa00,pass_yds,0,,,,,
player,201510110gnb,ram,KendLa00,pass_td,0,,,,,
player,201510110gnb,ram,KendLa00,pass_int,0,,,,,
player,201510110gnb,ram,KendLa00,pass_sacked,0,,,,,
player,201510110gnb,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201510110gnb,ram,KendLa00,pass_long,0,,,,,
player,201510110gnb,ram,KendLa00,pass_rating,,,,,,
player,201510110gnb,ram,KendLa00,rush_att,0,,,,,
player,201510110gnb,ram,KendLa00,rush_yds,0,,,,,
player,201510110gnb,ram,KendLa00,rush_td,0,,,,,
player,201510110gnb,ram,KendLa00,rush_long,0,,,,,
player,201510110gnb,ram,KendLa00,targets,3,,,,,
player,201510110gnb,ram,KendLa00,rec,2,,,,,
player,201510110gnb,ram,KendLa00,rec_yds,16,,,,,
player,201510110gnb,ram,KendLa00,rec_td,0,,,,,
player,201510110gnb,ram,KendLa00,rec_long,12,,,,,
player,201510110gnb,ram,KendLa00,fumbles,0,,,,,
player,201510110gnb,ram,KendLa00,fumbles_lost,0,,,,,
player,201510110gnb,ram,QuicBr00,pass_cmp,0,,,,,
player,201510110gnb,ram,QuicBr00,pass_att,0,,,,,
player,201510110gnb,ram,QuicBr00,pass_yds,0,,,,,
player,201510110gnb,ram,QuicBr00,pass_td,0,,,,,
player,201510110gnb,ram,QuicBr00,pass_int,0,,,,,
player,201510110gnb,ram,QuicBr00,pass_sacked,0,,,,,
player,201510110gnb,ram,QuicBr00,pass_sacked_yds,0,,,,,
player,201510110gnb,ram,QuicBr00,pass_long,0,,,,,
player,201510110gnb,ram,QuicBr00,pass_rating,,,,,,
player,201510110gnb,ram,QuicBr00,rush_att,0,,,,,
player,201510110gnb,ram,QuicBr00,rush_yds,0,,,,,
player,201510110gnb,ram,QuicBr00,rush_td,0,,,,,
player,201510110gnb,ram,QuicBr00,rush_long,0,,,,,
player,201510110gnb,ram,QuicBr00,targets,3,,,,,
player,201510110gnb,ram,QuicBr00,rec,1,,,,,
player,201510110gnb,ram,QuicBr00,rec_yds,10,,,,,
player,201510110gnb,ram,QuicBr00,rec_td,0,,,,,
player,201510110gnb,ram,QuicBr00,rec_long,10,,,,,
player,201510110gnb,ram,QuicBr00,fumbles,0,,,,,
player,201510110gnb,ram,QuicBr00,fumbles_lost,0,,,,,
player,201510110gnb,ram,CookJa02,pass_cmp,0,,,,,
player,201510110gnb,ram,CookJa02,pass_att,0,,,,,
player,201510110gnb,ram,CookJa02,pass_yds,0,,,,,
player,201510110gnb,ram,CookJa02,pass_td,0,,,,,
player,201510110gnb,ram,CookJa02,pass_int,0,,,,,
player,201510110gnb,ram,CookJa02,pass_sacked,0,,,,,
player,201510110gnb,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201510110gnb,ram,CookJa02,pass_long,0,,,,,
player,201510110gnb,ram,CookJa02,pass_rating,,,,,,
player,201510110gnb,ram,CookJa02,rush_att,0,,,,,
player,201510110gnb,ram,CookJa02,rush_yds,0,,,,,
player,201510110gnb,ram,CookJa02,rush_td,0,,,,,
player,201510110gnb,ram,CookJa02,rush_long,0,,,,,
player,201510110gnb,ram,CookJa02,targets,6,,,,,
player,201510110gnb,ram,CookJa02,rec,1,,,,,
player,201510110gnb,ram,CookJa02,rec_yds,8,,,,,
player,201510110gnb,ram,CookJa02,rec_td,0,,,,,
player,201510110gnb,ram,CookJa02,rec_long,8,,,,,
player,201510110gnb,ram,CookJa02,fumbles,0,,,,,
player,201510110gnb,ram,CookJa02,fumbles_lost,0,,,,,
player,201510110gnb,ram,BritKe00,pass_cmp,0,,,,,
player,201510110gnb,ram,BritKe00,pass_att,0,,,,,
player,201510110gnb,ram,BritKe00,pass_yds,0,,,,,
player,201510110gnb,ram,BritKe00,pass_td,0,,,,,
player,201510110gnb,ram,BritKe00,pass_int,0,,,,,
player,201510110gnb,ram,BritKe00,pass_sacked,0,,,,,
player,201510110gnb,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201510110gnb,ram,BritKe00,pass_long,0,,,,,
player,201510110gnb,ram,BritKe00,pass_rating,,,,,,
player,201510110gnb,ram,BritKe00,rush_att,0,,,,,
player,201510110gnb,ram,BritKe00,rush_yds,0,,,,,
player,201510110gnb,ram,BritKe00,rush_td,0,,,,,
player,201510110gnb,ram,BritKe00,rush_long,0,,,,,
player,201510110gnb,ram,BritKe00,targets,4,,,,,
player,201510110gnb,ram,BritKe00,rec,0,,,,,
player,201510110gnb,ram,BritKe00,rec_yds,0,,,,,
player,201510110gnb,ram,BritKe00,rec_td,0,,,,,
player,201510110gnb,ram,BritKe00,rec_long,0,,,,,
player,201510110gnb,ram,BritKe00,fumbles,0,,,,,
player,201510110gnb,ram,BritKe00,fumbles_lost,0,,,,,
player,201510110gnb,gnb,RodgAa00,pass_cmp,19,,,,,
player,201510110gnb,gnb,RodgAa00,pass_att,30,,,,,
player,201510110gnb,gnb,RodgAa00,pass_yds,241,,,,,
player,201510110gnb,gnb,RodgAa00,pass_td,2,,,,,
player,201510110gnb,gnb,RodgAa00,pass_int,2,,,,,
player,201510110gnb,gnb,RodgAa00,pass_sacked,2,,,,,
player,201510110gnb,gnb,RodgAa00,pass_sacked_yds,5,,,,,
player,201510110gnb,gnb,RodgAa00,pass_long,65,,,,,
player,201510110gnb,gnb,RodgAa00,pass_rating,82.8,,,,,
player,201510110gnb,gnb,RodgAa00,rush_att,8,,,,,
player,201510110gnb,gnb,RodgAa00,rush_yds,39,,,,,
player,201510110gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201510110gnb,gnb,RodgAa00,rush_long,18,,,,,
player,201510110gnb,gnb,RodgAa00,targets,0,,,,,
player,201510110gnb,gnb,RodgAa00,rec,0,,,,,
player,201510110gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201510110gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201510110gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201510110gnb,gnb,RodgAa00,fumbles,1,,,,,
player,201510110gnb,gnb,RodgAa00,fumbles_lost,1,,,,,
player,201510110gnb,gnb,LacyEd00,pass_cmp,0,,,,,
player,201510110gnb,gnb,LacyEd00,pass_att,0,,,,,
player,201510110gnb,gnb,LacyEd00,pass_yds,0,,,,,
player,201510110gnb,gnb,LacyEd00,pass_td,0,,,,,
player,201510110gnb,gnb,LacyEd00,pass_int,0,,,,,
player,201510110gnb,gnb,LacyEd00,pass_sacked,0,,,,,
player,201510110gnb,gnb,LacyEd00,pass_sacked_yds,0,,,,,
player,201510110gnb,gnb,LacyEd00,pass_long,0,,,,,
player,201510110gnb,gnb,LacyEd00,pass_rating,,,,,,
player,201510110gnb,gnb,LacyEd00,rush_att,13,,,,,
player,201510110gnb,gnb,LacyEd00,rush_yds,27,,,,,
player,201510110gnb,gnb,LacyEd00,rush_td,0,,,,,
player,201510110gnb,gnb,LacyEd00,rush_long,8,,,,,
player,201510110gnb,gnb,LacyEd00,targets,1,,,,,
player,201510110gnb,gnb,LacyEd00,rec,1,,,,,
player,201510110gnb,gnb,LacyEd00,rec_yds,8,,,,,
player,201510110gnb,gnb,LacyEd00,rec_td,0,,,,,
player,201510110gnb,gnb,LacyEd00,rec_long,8,,,,,
player,201510110gnb,gnb,LacyEd00,fumbles,0,,,,,
player,201510110gnb,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201510110gnb,gnb,StarJa00,pass_cmp,0,,,,,
player,201510110gnb,gnb,StarJa00,pass_att,0,,,,,
player,201510110gnb,gnb,StarJa00,pass_yds,0,,,,,
player,201510110gnb,gnb,StarJa00,pass_td,0,,,,,
player,201510110gnb,gnb,StarJa00,pass_int,0,,,,,
player,201510110gnb,gnb,StarJa00,pass_sacked,0,,,,,
player,201510110gnb,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201510110gnb,gnb,StarJa00,pass_long,0,,,,,
player,201510110gnb,gnb,StarJa00,pass_rating,,,,,,
player,201510110gnb,gnb,StarJa00,rush_att,5,,,,,
player,201510110gnb,gnb,StarJa00,rush_yds,17,,,,,
player,201510110gnb,gnb,StarJa00,rush_td,0,,,,,
player,201510110gnb,gnb,StarJa00,rush_long,6,,,,,
player,201510110gnb,gnb,StarJa00,targets,6,,,,,
player,201510110gnb,gnb,StarJa00,rec,3,,,,,
player,201510110gnb,gnb,StarJa00,rec_yds,29,,,,,
player,201510110gnb,gnb,StarJa00,rec_td,0,,,,,
player,201510110gnb,gnb,StarJa00,rec_long,19,,,,,
player,201510110gnb,gnb,StarJa00,fumbles,0,,,,,
player,201510110gnb,gnb,StarJa00,fumbles_lost,0,,,,,
player,201510110gnb,gnb,KuhnJo00,pass_cmp,0,,,,,
player,201510110gnb,gnb,KuhnJo00,pass_att,0,,,,,
player,201510110gnb,gnb,KuhnJo00,pass_yds,0,,,,,
player,201510110gnb,gnb,KuhnJo00,pass_td,0,,,,,
player,201510110gnb,gnb,KuhnJo00,pass_int,0,,,,,
player,201510110gnb,gnb,KuhnJo00,pass_sacked,0,,,,,
player,201510110gnb,gnb,KuhnJo00,pass_sacked_yds,0,,,,,
player,201510110gnb,gnb,KuhnJo00,pass_long,0,,,,,
player,201510110gnb,gnb,KuhnJo00,pass_rating,,,,,,
player,201510110gnb,gnb,KuhnJo00,rush_att,1,,,,,
player,201510110gnb,gnb,KuhnJo00,rush_yds,3,,,,,
player,201510110gnb,gnb,KuhnJo00,rush_td,0,,,,,
player,201510110gnb,gnb,KuhnJo00,rush_long,3,,,,,
player,201510110gnb,gnb,KuhnJo00,targets,1,,,,,
player,201510110gnb,gnb,KuhnJo00,rec,0,,,,,
player,201510110gnb,gnb,KuhnJo00,rec_yds,0,,,,,
player,201510110gnb,gnb,KuhnJo00,rec_td,0,,,,,
player,201510110gnb,gnb,KuhnJo00,rec_long,0,,,,,
player,201510110gnb,gnb,KuhnJo00,fumbles,0,,,,,
player,201510110gnb,gnb,KuhnJo00,fumbles_lost,0,,,,,
player,201510110gnb,gnb,JoneJa04,pass_cmp,0,,,,,
player,201510110gnb,gnb,JoneJa04,pass_att,0,,,,,
player,201510110gnb,gnb,JoneJa04,pass_yds,0,,,,,
player,201510110gnb,gnb,JoneJa04,pass_td,0,,,,,
player,201510110gnb,gnb,JoneJa04,pass_int,0,,,,,
player,201510110gnb,gnb,JoneJa04,pass_sacked,0,,,,,
player,201510110gnb,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201510110gnb,gnb,JoneJa04,pass_long,0,,,,,
player,201510110gnb,gnb,JoneJa04,pass_rating,,,,,,
player,201510110gnb,gnb,JoneJa04,rush_att,0,,,,,
player,201510110gnb,gnb,JoneJa04,rush_yds,0,,,,,
player,201510110gnb,gnb,JoneJa04,rush_td,0,,,,,
player,201510110gnb,gnb,JoneJa04,rush_long,0,,,,,
player,201510110gnb,gnb,JoneJa04,targets,3,,,,,
player,201510110gnb,gnb,JoneJa04,rec,2,,,,,
player,201510110gnb,gnb,JoneJa04,rec_yds,77,,,,,
player,201510110gnb,gnb,JoneJa04,rec_td,1,,,,,
player,201510110gnb,gnb,JoneJa04,rec_long,65,,,,,
player,201510110gnb,gnb,JoneJa04,fumbles,0,,,,,
player,201510110gnb,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201510110gnb,gnb,MontTy01,pass_cmp,0,,,,,
player,201510110gnb,gnb,MontTy01,pass_att,0,,,,,
player,201510110gnb,gnb,MontTy01,pass_yds,0,,,,,
player,201510110gnb,gnb,MontTy01,pass_td,0,,,,,
player,201510110gnb,gnb,MontTy01,pass_int,0,,,,,
player,201510110gnb,gnb,MontTy01,pass_sacked,0,,,,,
player,201510110gnb,gnb,MontTy01,pass_sacked_yds,0,,,,,
player,201510110gnb,gnb,MontTy01,pass_long,0,,,,,
player,201510110gnb,gnb,MontTy01,pass_rating,,,,,,
player,201510110gnb,gnb,MontTy01,rush_att,0,,,,,
player,201510110gnb,gnb,MontTy01,rush_yds,0,,,,,
player,201510110gnb,gnb,MontTy01,rush_td,0,,,,,
player,201510110gnb,gnb,MontTy01,rush_long,0,,,,,
player,201510110gnb,gnb,MontTy01,targets,5,,,,,
player,201510110gnb,gnb,MontTy01,rec,4,,,,,
player,201510110gnb,gnb,MontTy01,rec_yds,59,,,,,
player,201510110gnb,gnb,MontTy01,rec_td,1,,,,,
player,201510110gnb,gnb,MontTy01,rec_long,31,,,,,
player,201510110gnb,gnb,MontTy01,fumbles,0,,,,,
player,201510110gnb,gnb,MontTy01,fumbles_lost,0,,,,,
player,201510110gnb,gnb,RodgRi00,pass_cmp,0,,,,,
player,201510110gnb,gnb,RodgRi00,pass_att,0,,,,,
player,201510110gnb,gnb,RodgRi00,pass_yds,0,,,,,
player,201510110gnb,gnb,RodgRi00,pass_td,0,,,,,
player,201510110gnb,gnb,RodgRi00,pass_int,0,,,,,
player,201510110gnb,gnb,RodgRi00,pass_sacked,0,,,,,
player,201510110gnb,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201510110gnb,gnb,RodgRi00,pass_long,0,,,,,
player,201510110gnb,gnb,RodgRi00,pass_rating,,,,,,
player,201510110gnb,gnb,RodgRi00,rush_att,0,,,,,
player,201510110gnb,gnb,RodgRi00,rush_yds,0,,,,,
player,201510110gnb,gnb,RodgRi00,rush_td,0,,,,,
player,201510110gnb,gnb,RodgRi00,rush_long,0,,,,,
player,201510110gnb,gnb,RodgRi00,targets,8,,,,,
player,201510110gnb,gnb,RodgRi00,rec,6,,,,,
player,201510110gnb,gnb,RodgRi00,rec_yds,45,,,,,
player,201510110gnb,gnb,RodgRi00,rec_td,0,,,,,
player,201510110gnb,gnb,RodgRi00,rec_long,18,,,,,
player,201510110gnb,gnb,RodgRi00,fumbles,0,,,,,
player,201510110gnb,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201510110gnb,gnb,CobbRa00,pass_cmp,0,,,,,
player,201510110gnb,gnb,CobbRa00,pass_att,0,,,,,
player,201510110gnb,gnb,CobbRa00,pass_yds,0,,,,,
player,201510110gnb,gnb,CobbRa00,pass_td,0,,,,,
player,201510110gnb,gnb,CobbRa00,pass_int,0,,,,,
player,201510110gnb,gnb,CobbRa00,pass_sacked,0,,,,,
player,201510110gnb,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201510110gnb,gnb,CobbRa00,pass_long,0,,,,,
player,201510110gnb,gnb,CobbRa00,pass_rating,,,,,,
player,201510110gnb,gnb,CobbRa00,rush_att,0,,,,,
player,201510110gnb,gnb,CobbRa00,rush_yds,0,,,,,
player,201510110gnb,gnb,CobbRa00,rush_td,0,,,,,
player,201510110gnb,gnb,CobbRa00,rush_long,0,,,,,
player,201510110gnb,gnb,CobbRa00,targets,6,,,,,
player,201510110gnb,gnb,CobbRa00,rec,3,,,,,
player,201510110gnb,gnb,CobbRa00,rec_yds,23,,,,,
player,201510110gnb,gnb,CobbRa00,rec_td,0,,,,,
player,201510110gnb,gnb,CobbRa00,rec_long,10,,,,,
player,201510110gnb,gnb,CobbRa00,fumbles,0,,,,,
player,201510110gnb,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201510110gnb,ram,LaurJa99,def_int,1,,,,,
player,201510110gnb,ram,LaurJa99,def_int_yds,0,,,,,
player,201510110gnb,ram,LaurJa99,def_int_td,0,,,,,
player,201510110gnb,ram,LaurJa99,def_int_long,0,,,,,
player,201510110gnb,ram,LaurJa99,pass_defended,1,,,,,
player,201510110gnb,ram,LaurJa99,sacks,0.0,,,,,
player,201510110gnb,ram,LaurJa99,tackles_combined,8,,,,,
player,201510110gnb,ram,LaurJa99,tackles_solo,3,,,,,
player,201510110gnb,ram,LaurJa99,tackles_assists,5,,,,,
player,201510110gnb,ram,LaurJa99,tackles_loss,0,,,,,
player,201510110gnb,ram,LaurJa99,qb_hits,1,,,,,
player,201510110gnb,ram,LaurJa99,fumbles_rec,0,,,,,
player,201510110gnb,ram,LaurJa99,fumbles_rec_yds,0,,,,,
player,201510110gnb,ram,LaurJa99,fumbles_rec_td,0,,,,,
