game,2015,1,20150913,201509130chi,gnb,"Green Bay Packers",31,chi,"Chicago Bears",23
player,201509130chi,gnb,LacyEd00,rush_td,1,,,,,
player,201509130chi,gnb,LacyEd00,rush_long,16,,,,,
player,201509130chi,gnb,LacyEd00,targets,3,,,,,
player,201509130chi,gnb,LacyEd00,rec,2,,,,,
player,201509130chi,gnb,LacyEd00,rec_yds,14,,,,,
player,201509130chi,gnb,LacyEd00,rec_td,0,,,,,
player,201509130chi,gnb,LacyEd00,rec_long,9,,,,,
player,201509130chi,gnb,LacyEd00,fumbles,0,,,,,
player,201509130chi,gnb,LacyEd00,fumbles_lost,0,,,,,
player,201509130chi,gnb,RodgRi00,pass_cmp,0,,,,,
player,201509130chi,gnb,RodgRi00,pass_att,0,,,,,
player,201509130chi,gnb,RodgRi00,pass_yds,0,,,,,
player,201509130chi,gnb,RodgRi00,pass_td,0,,,,,
player,201509130chi,gnb,RodgRi00,pass_int,0,,,,,
player,201509130chi,gnb,RodgRi00,pass_sacked,0,,,,,
player,201509130chi,gnb,RodgRi00,pass_sacked_yds,0,,,,,
player,201509130chi,gnb,RodgRi00,pass_long,0,,,,,
player,201509130chi,gnb,RodgRi00,pass_rating,,,,,,
player,201509130chi,gnb,RodgRi00,rush_att,1,,,,,
player,201509130chi,gnb,RodgRi00,rush_yds,11,,,,,
player,201509130chi,gnb,RodgRi00,rush_td,0,,,,,
player,201509130chi,gnb,RodgRi00,rush_long,11,,,,,
player,201509130chi,gnb,RodgRi00,targets,3,,,,,
player,201509130chi,gnb,RodgRi00,rec,3,,,,,
player,201509130chi,gnb,RodgRi00,rec_yds,27,,,,,
player,201509130chi,gnb,RodgRi00,rec_td,0,,,,,
player,201509130chi,gnb,RodgRi00,rec_long,20,,,,,
player,201509130chi,gnb,RodgRi00,fumbles,0,,,,,
player,201509130chi,gnb,RodgRi00,fumbles_lost,0,,,,,
player,201509130chi,gnb,StarJa00,pass_cmp,0,,,,,
player,201509130chi,gnb,StarJa00,pass_att,0,,,,,
player,201509130chi,gnb,StarJa00,pass_yds,0,,,,,
player,201509130chi,gnb,StarJa00,pass_td,0,,,,,
player,201509130chi,gnb,StarJa00,pass_int,0,,,,,
player,201509130chi,gnb,StarJa00,pass_sacked,0,,,,,
player,201509130chi,gnb,StarJa00,pass_sacked_yds,0,,,,,
player,201509130chi,gnb,StarJa00,pass_long,0,,,,,
player,201509130chi,gnb,StarJa00,pass_rating,,,,,,
player,201509130chi,gnb,StarJa00,rush_att,2,,,,,
player,201509130chi,gnb,StarJa00,rush_yds,2,,,,,
player,201509130chi,gnb,StarJa00,rush_td,0,,,,,
player,201509130chi,gnb,StarJa00,rush_long,3,,,,,
player,201509130chi,gnb,StarJa00,targets,0,,,,,
player,201509130chi,gnb,StarJa00,rec,0,,,,,
player,201509130chi,gnb,StarJa00,rec_yds,0,,,,,
player,201509130chi,gnb,StarJa00,rec_td,0,,,,,
player,201509130chi,gnb,StarJa00,rec_long,0,,,,,
player,201509130chi,gnb,StarJa00,fumbles,0,,,,,
player,201509130chi,gnb,StarJa00,fumbles_lost,0,,,,,
player,201509130chi,gnb,AdamDa01,pass_cmp,0,,,,,
player,201509130chi,gnb,AdamDa01,pass_att,0,,,,,
player,201509130chi,gnb,AdamDa01,pass_yds,0,,,,,
player,201509130chi,gnb,AdamDa01,pass_td,0,,,,,
player,201509130chi,gnb,AdamDa01,pass_int,0,,,,,
player,201509130chi,gnb,AdamDa01,pass_sacked,0,,,,,
player,201509130chi,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201509130chi,gnb,AdamDa01,pass_long,0,,,,,
player,201509130chi,gnb,AdamDa01,pass_rating,,,,,,
player,201509130chi,gnb,AdamDa01,rush_att,0,,,,,
player,201509130chi,gnb,AdamDa01,rush_yds,0,,,,,
player,201509130chi,gnb,AdamDa01,rush_td,0,,,,,
player,201509130chi,gnb,AdamDa01,rush_long,0,,,,,
player,201509130chi,gnb,AdamDa01,targets,8,,,,,
player,201509130chi,gnb,AdamDa01,rec,4,,,,,
player,201509130chi,gnb,AdamDa01,rec_yds,59,,,,,
player,201509130chi,gnb,AdamDa01,rec_td,0,,,,,
player,201509130chi,gnb,AdamDa01,rec_long,25,,,,,
player,201509130chi,gnb,AdamDa01,fumbles,0,,,,,
player,201509130chi,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201509130chi,gnb,JoneJa04,pass_cmp,0,,,,,
player,201509130chi,gnb,JoneJa04,pass_att,0,,,,,
player,201509130chi,gnb,JoneJa04,pass_yds,0,,,,,
player,201509130chi,gnb,JoneJa04,pass_td,0,,,,,
player,201509130chi,gnb,JoneJa04,pass_int,0,,,,,
player,201509130chi,gnb,JoneJa04,pass_sacked,0,,,,,
player,201509130chi,gnb,JoneJa04,pass_sacked_yds,0,,,,,
player,201509130chi,gnb,JoneJa04,pass_long,0,,,,,
player,201509130chi,gnb,JoneJa04,pass_rating,,,,,,
player,201509130chi,gnb,JoneJa04,rush_att,0,,,,,
player,201509130chi,gnb,JoneJa04,rush_yds,0,,,,,
player,201509130chi,gnb,JoneJa04,rush_td,0,,,,,
player,201509130chi,gnb,JoneJa04,rush_long,0,,,,,
player,201509130chi,gnb,JoneJa04,targets,4,,,,,
player,201509130chi,gnb,JoneJa04,rec,4,,,,,
player,201509130chi,gnb,JoneJa04,rec_yds,51,,,,,
player,201509130chi,gnb,JoneJa04,rec_td,2,,,,,
player,201509130chi,gnb,JoneJa04,rec_long,34,,,,,
player,201509130chi,gnb,JoneJa04,fumbles,0,,,,,
player,201509130chi,gnb,JoneJa04,fumbles_lost,0,,,,,
player,201509130chi,gnb,CobbRa00,pass_cmp,0,,,,,
player,201509130chi,gnb,CobbRa00,pass_att,0,,,,,
player,201509130chi,gnb,CobbRa00,pass_yds,0,,,,,
player,201509130chi,gnb,CobbRa00,pass_td,0,,,,,
player,201509130chi,gnb,CobbRa00,pass_int,0,,,,,
player,201509130chi,gnb,CobbRa00,pass_sacked,0,,,,,
player,201509130chi,gnb,CobbRa00,pass_sacked_yds,0,,,,,
player,201509130chi,gnb,CobbRa00,pass_long,0,,,,,
player,201509130chi,gnb,CobbRa00,pass_rating,,,,,,
player,201509130chi,gnb,CobbRa00,rush_att,0,,,,,
player,201509130chi,gnb,CobbRa00,rush_yds,0,,,,,
player,201509130chi,gnb,CobbRa00,rush_td,0,,,,,
player,201509130chi,gnb,CobbRa00,rush_long,0,,,,,
player,201509130chi,gnb,CobbRa00,targets,5,,,,,
player,201509130chi,gnb,CobbRa00,rec,5,,,,,
player,201509130chi,gnb,CobbRa00,rec_yds,38,,,,,
player,201509130chi,gnb,CobbRa00,rec_td,1,,,,,
player,201509130chi,gnb,CobbRa00,rec_long,10,,,,,
player,201509130chi,gnb,CobbRa00,fumbles,0,,,,,
player,201509130chi,gnb,CobbRa00,fumbles_lost,0,,,,,
player,201509130chi,chi,CutlJa00,pass_cmp,18,,,,,
player,201509130chi,chi,CutlJa00,pass_att,36,,,,,
player,201509130chi,chi,CutlJa00,pass_yds,225,,,,,
player,201509130chi,chi,CutlJa00,pass_td,1,,,,,
player,201509130chi,chi,CutlJa00,pass_int,1,,,,,
player,201509130chi,chi,CutlJa00,pass_sacked,2,,,,,
player,201509130chi,chi,CutlJa00,pass_sacked_yds,12,,,,,
player,201509130chi,chi,CutlJa00,pass_long,50,,,,,
player,201509130chi,chi,CutlJa00,pass_rating,67.5,,,,,
player,201509130chi,chi,CutlJa00,rush_att,4,,,,,
player,201509130chi,chi,CutlJa00,rush_yds,31,,,,,
player,201509130chi,chi,CutlJa00,rush_td,0,,,,,
player,201509130chi,chi,CutlJa00,rush_long,12,,,,,
player,201509130chi,chi,CutlJa00,targets,0,,,,,
player,201509130chi,chi,CutlJa00,rec,0,,,,,
player,201509130chi,chi,CutlJa00,rec_yds,0,,,,,
player,201509130chi,chi,CutlJa00,rec_td,0,,,,,
player,201509130chi,chi,CutlJa00,rec_long,0,,,,,
player,201509130chi,chi,CutlJa00,fumbles,0,,,,,
player,201509130chi,chi,CutlJa00,fumbles_lost,0,,,,,
player,201509130chi,chi,FortMa00,pass_cmp,0,,,,,
player,201509130chi,chi,FortMa00,pass_att,0,,,,,
player,201509130chi,chi,FortMa00,pass_yds,0,,,,,
player,201509130chi,chi,FortMa00,pass_td,0,,,,,
player,201509130chi,chi,FortMa00,pass_int,0,,,,,
player,201509130chi,chi,FortMa00,pass_sacked,0,,,,,
player,201509130chi,chi,FortMa00,pass_sacked_yds,0,,,,,
player,201509130chi,chi,FortMa00,pass_long,0,,,,,
player,201509130chi,chi,FortMa00,pass_rating,,,,,,
player,201509130chi,chi,FortMa00,rush_att,24,,,,,
player,201509130chi,chi,FortMa00,rush_yds,141,,,,,
player,201509130chi,chi,FortMa00,rush_td,1,,,,,
player,201509130chi,chi,FortMa00,rush_long,23,,,,,
player,201509130chi,chi,FortMa00,targets,8,,,,,
player,201509130chi,chi,FortMa00,rec,5,,,,,
player,201509130chi,chi,FortMa00,rec_yds,25,,,,,
player,201509130chi,chi,FortMa00,rec_td,0,,,,,
player,201509130chi,chi,FortMa00,rec_long,9,,,,,
player,201509130chi,chi,FortMa00,fumbles,0,,,,,
player,201509130chi,chi,FortMa00,fumbles_lost,0,,,,,
player,201509130chi,chi,RodgJa00,pass_cmp,0,,,,,
player,201509130chi,chi,RodgJa00,pass_att,0,,,,,
player,201509130chi,chi,RodgJa00,pass_yds,0,,,,,
player,201509130chi,chi,RodgJa00,pass_td,0,,,,,
player,201509130chi,chi,RodgJa00,pass_int,0,,,,,
player,201509130chi,chi,RodgJa00,pass_sacked,0,,,,,
player,201509130chi,chi,RodgJa00,pass_sacked_yds,0,,,,,
player,201509130chi,chi,RodgJa00,pass_long,0,,,,,
player,201509130chi,chi,RodgJa00,pass_rating,,,,,,
player,201509130chi,chi,RodgJa00,rush_att,4,,,,,
player,201509130chi,chi,RodgJa00,rush_yds,16,,,,,
player,201509130chi,chi,RodgJa00,rush_td,0,,,,,
player,201509130chi,chi,RodgJa00,rush_long,5,,,,,
player,201509130chi,chi,RodgJa00,targets,1,,,,,
player,201509130chi,chi,RodgJa00,rec,0,,,,,
player,201509130chi,chi,RodgJa00,rec_yds,0,,,,,
player,201509130chi,chi,RodgJa00,rec_td,0,,,,,
player,201509130chi,chi,RodgJa00,rec_long,0,,,,,
player,201509130chi,chi,RodgJa00,fumbles,0,,,,,
player,201509130chi,chi,RodgJa00,fumbles_lost,0,,,,,
player,201509130chi,chi,LangJe00,pass_cmp,0,,,,,
player,201509130chi,chi,LangJe00,pass_att,0,,,,,
player,201509130chi,chi,LangJe00,pass_yds,0,,,,,
player,201509130chi,chi,LangJe00,pass_td,0,,,,,
player,201509130chi,chi,LangJe00,pass_int,0,,,,,
player,201509130chi,chi,LangJe00,pass_sacked,0,,,,,
player,201509130chi,chi,LangJe00,pass_sacked_yds,0,,,,,
player,201509130chi,chi,LangJe00,pass_long,0,,,,,
player,201509130chi,chi,LangJe00,pass_rating,,,,,,
player,201509130chi,chi,LangJe00,rush_att,1,,,,,
player,201509130chi,chi,LangJe00,rush_yds,1,,,,,
player,201509130chi,chi,LangJe00,rush_td,0,,,,,
player,201509130chi,chi,LangJe00,rush_long,1,,,,,
player,201509130chi,chi,LangJe00,targets,0,,,,,
player,201509130chi,chi,LangJe00,rec,0,,,,,
player,201509130chi,chi,LangJe00,rec_yds,0,,,,,
player,201509130chi,chi,LangJe00,rec_td,0,,,,,
player,201509130chi,chi,LangJe00,rec_long,0,,,,,
player,201509130chi,chi,LangJe00,fumbles,0,,,,,
player,201509130chi,chi,LangJe00,fumbles_lost,0,,,,,
player,201509130chi,chi,JeffAl00,pass_cmp,0,,,,,
player,201509130chi,chi,JeffAl00,pass_att,0,,,,,
player,201509130chi,chi,JeffAl00,pass_yds,0,,,,,
player,201509130chi,chi,JeffAl00,pass_td,0,,,,,
player,201509130chi,chi,JeffAl00,pass_int,0,,,,,
player,201509130chi,chi,JeffAl00,pass_sacked,0,,,,,
player,201509130chi,chi,JeffAl00,pass_sacked_yds,0,,,,,
player,201509130chi,chi,JeffAl00,pass_long,0,,,,,
player,201509130chi,chi,JeffAl00,pass_rating,,,,,,
player,201509130chi,chi,JeffAl00,rush_att,0,,,,,
player,201509130chi,chi,JeffAl00,rush_yds,0,,,,,
player,201509130chi,chi,JeffAl00,rush_td,0,,,,,
player,201509130chi,chi,JeffAl00,rush_long,0,,,,,
player,201509130chi,chi,JeffAl00,targets,11,,,,,
player,201509130chi,chi,JeffAl00,rec,5,,,,,
player,201509130chi,chi,JeffAl00,rec_yds,78,,,,,
player,201509130chi,chi,JeffAl00,rec_td,0,,,,,
player,201509130chi,chi,JeffAl00,rec_long,25,,,,,
player,201509130chi,chi,JeffAl00,fumbles,0,,,,,
player,201509130chi,chi,JeffAl00,fumbles_lost,0,,,,,
player,201509130chi,chi,WilsMa02,pass_cmp,0,,,,,
player,201509130chi,chi,WilsMa02,pass_att,0,,,,,
player,201509130chi,chi,WilsMa02,pass_yds,0,,,,,
player,201509130chi,chi,WilsMa02,pass_td,0,,,,,
player,201509130chi,chi,WilsMa02,pass_int,0,,,,,
player,201509130chi,chi,WilsMa02,pass_sacked,0,,,,,
player,201509130chi,chi,WilsMa02,pass_sacked_yds,0,,,,,
player,201509130chi,chi,WilsMa02,pass_long,0,,,,,
player,201509130chi,chi,WilsMa02,pass_rating,,,,,,
player,201509130chi,chi,WilsMa02,rush_att,0,,,,,
player,201509130chi,chi,WilsMa02,rush_yds,0,,,,,
player,201509130chi,chi,WilsMa02,rush_td,0,,,,,
player,201509130chi,chi,WilsMa02,rush_long,0,,,,,
player,201509130chi,chi,WilsMa02,targets,2,,,,,
player,201509130chi,chi,WilsMa02,rec,2,,,,,
player,201509130chi,chi,WilsMa02,rec_yds,59,,,,,
player,201509130chi,chi,WilsMa02,rec_td,0,,,,,
player,201509130chi,chi,WilsMa02,rec_long,50,,,,,
player,201509130chi,chi,WilsMa02,fumbles,0,,,,,
player,201509130chi,chi,WilsMa02,fumbles_lost,0,,,,,
player,201509130chi,chi,BennMa00,pass_cmp,0,,,,,
player,201509130chi,chi,BennMa00,pass_att,0,,,,,
player,201509130chi,chi,BennMa00,pass_yds,0,,,,,
player,201509130chi,chi,BennMa00,pass_td,0,,,,,
player,201509130chi,chi,BennMa00,pass_int,0,,,,,
player,201509130chi,chi,BennMa00,pass_sacked,0,,,,,
player,201509130chi,chi,BennMa00,pass_sacked_yds,0,,,,,
player,201509130chi,chi,BennMa00,pass_long,0,,,,,
player,201509130chi,chi,BennMa00,pass_rating,,,,,,
player,201509130chi,chi,BennMa00,rush_att,0,,,,,
player,201509130chi,chi,BennMa00,rush_yds,0,,,,,
player,201509130chi,chi,BennMa00,rush_td,0,,,,,
player,201509130chi,chi,BennMa00,rush_long,0,,,,,
player,201509130chi,chi,BennMa00,targets,7,,,,,
player,201509130chi,chi,BennMa00,rec,5,,,,,
player,201509130chi,chi,BennMa00,rec_yds,55,,,,,
player,201509130chi,chi,BennMa00,rec_td,1,,,,,
player,201509130chi,chi,BennMa00,rec_long,24,,,,,
player,201509130chi,chi,BennMa00,fumbles,0,,,,,
player,201509130chi,chi,BennMa00,fumbles_lost,0,,,,,
player,201509130chi,chi,RoyaEd00,pass_cmp,0,,,,,
player,201509130chi,chi,RoyaEd00,pass_att,0,,,,,
player,201509130chi,chi,RoyaEd00,pass_yds,0,,,,,
player,201509130chi,chi,RoyaEd00,pass_td,0,,,,,
player,201509130chi,chi,RoyaEd00,pass_int,0,,,,,
player,201509130chi,chi,RoyaEd00,pass_sacked,0,,,,,
player,201509130chi,chi,RoyaEd00,pass_sacked_yds,0,,,,,
player,201509130chi,chi,RoyaEd00,pass_long,0,,,,,
player,201509130chi,chi,RoyaEd00,pass_rating,,,,,,
player,201509130chi,chi,RoyaEd00,rush_att,0,,,,,
player,201509130chi,chi,RoyaEd00,rush_yds,0,,,,,
player,201509130chi,chi,RoyaEd00,rush_td,0,,,,,
player,201509130chi,chi,RoyaEd00,rush_long,0,,,,,
player,201509130chi,chi,RoyaEd00,targets,5,,,,,
player,201509130chi,chi,RoyaEd00,rec,1,,,,,
player,201509130chi,chi,RoyaEd00,rec_yds,8,,,,,
player,201509130chi,chi,RoyaEd00,rec_td,0,,,,,
player,201509130chi,chi,RoyaEd00,rec_long,8,,,,,
player,201509130chi,chi,RoyaEd00,fumbles,0,,,,,
player,201509130chi,chi,RoyaEd00,fumbles_lost,0,,,,,
player,201509130chi,chi,MillZa02,pass_cmp,0,,,,,
player,201509130chi,chi,MillZa02,pass_att,0,,,,,
player,201509130chi,chi,MillZa02,pass_yds,0,,,,,
player,201509130chi,chi,MillZa02,pass_td,0,,,,,
player,201509130chi,chi,MillZa02,pass_int,0,,,,,
player,201509130chi,chi,MillZa02,pass_sacked,0,,,,,
player,201509130chi,chi,MillZa02,pass_sacked_yds,0,,,,,
player,201509130chi,chi,MillZa02,pass_long,0,,,,,
player,201509130chi,chi,MillZa02,pass_rating,,,,,,
player,201509130chi,chi,MillZa02,rush_att,0,,,,,
player,201509130chi,chi,MillZa02,rush_yds,0,,,,,
player,201509130chi,chi,MillZa02,rush_td,0,,,,,
player,201509130chi,chi,MillZa02,rush_long,0,,,,,
player,201509130chi,chi,MillZa02,targets,1,,,,,
player,201509130chi,chi,MillZa02,rec,0,,,,,
player,201509130chi,chi,MillZa02,rec_yds,0,,,,,
player,201509130chi,chi,MillZa02,rec_td,0,,,,,
player,201509130chi,chi,MillZa02,rec_long,0,,,,,
player,201509130chi,chi,MillZa02,fumbles,0,,,,,
player,201509130chi,chi,MillZa02,fumbles_lost,0,,,,,
player,201509130chi,gnb,MattCl99,def_int,1,,,,,
player,201509130chi,gnb,MattCl99,def_int_yds,42,,,,,
player,201509130chi,gnb,MattCl99,def_int_td,0,,,,,
player,201509130chi,gnb,MattCl99,def_int_long,42,,,,,
player,201509130chi,gnb,MattCl99,pass_defended,1,,,,,
player,201509130chi,gnb,MattCl99,sacks,0.0,,,,,
player,201509130chi,gnb,MattCl99,tackles_combined,6,,,,,
player,201509130chi,gnb,MattCl99,tackles_solo,6,,,,,
player,201509130chi,gnb,MattCl99,tackles_assists,0,,,,,
player,201509130chi,gnb,MattCl99,tackles_loss,0,,,,,
player,201509130chi,gnb,MattCl99,qb_hits,1,,,,,
player,201509130chi,gnb,MattCl99,fumbles_rec,0,,,,,
player,201509130chi,gnb,MattCl99,fumbles_rec_yds,0,,,,,
player,201509130chi,gnb,MattCl99,fumbles_rec_td,0,,,,,
player,201509130chi,gnb,MattCl99,fumbles_forced,0,,,,,
player,201509130chi,gnb,PeppJu99,def_int,0,,,,,
player,201509130chi,gnb,PeppJu99,def_int_yds,0,,,,,
player,201509130chi,gnb,PeppJu99,def_int_td,0,,,,,
player,201509130chi,gnb,PeppJu99,def_int_long,0,,,,,
player,201509130chi,gnb,PeppJu99,pass_defended,0,,,,,
player,201509130chi,gnb,PeppJu99,sacks,1.5,,,,,
player,201509130chi,gnb,PeppJu99,tackles_combined,6,,,,,
player,201509130chi,gnb,PeppJu99,tackles_solo,4,,,,,
player,201509130chi,gnb,PeppJu99,tackles_assists,2,,,,,
player,201509130chi,gnb,PeppJu99,tackles_loss,1,,,,,
player,201509130chi,gnb,PeppJu99,qb_hits,2,,,,,
player,201509130chi,gnb,PeppJu99,fumbles_rec,0,,,,,
player,201509130chi,gnb,PeppJu99,fumbles_rec_yds,0,,,,,
player,201509130chi,gnb,PeppJu99,fumbles_rec_td,0,,,,,
player,201509130chi,gnb,PeppJu99,fumbles_forced,0,,,,,
player,201509130chi,gnb,RajiBJ99,def_int,0,,,,,
player,201509130chi,gnb,RajiBJ99,def_int_yds,0,,,,,
player,201509130chi,gnb,RajiBJ99,def_int_td,0,,,,,
player,201509130chi,gnb,RajiBJ99,def_int_long,0,,,,,
player,201509130chi,gnb,RajiBJ99,pass_defended,0,,,,,
player,201509130chi,gnb,RajiBJ99,sacks,0.5,,,,,
player,201509130chi,gnb,RajiBJ99,tackles_combined,4,,,,,
player,201509130chi,gnb,RajiBJ99,tackles_solo,2,,,,,
player,201509130chi,gnb,RajiBJ99,tackles_assists,2,,,,,
player,201509130chi,gnb,RajiBJ99,tackles_loss,0,,,,,
player,201509130chi,gnb,RajiBJ99,qb_hits,1,,,,,
player,201509130chi,gnb,RajiBJ99,fumbles_rec,0,,,,,
player,201509130chi,gnb,RajiBJ99,fumbles_rec_yds,0,,,,,
player,201509130chi,gnb,RajiBJ99,fumbles_rec_td,0,,,,,
player,201509130chi,gnb,RajiBJ99,fumbles_forced,0,,,,,
player,201509130chi,gnb,ClinHa00,def_int,0,,,,,
player,201509130chi,gnb,ClinHa00,def_int_yds,0,,,,,
player,201509130chi,gnb,ClinHa00,def_int_td,0,,,,,
player,201509130chi,gnb,ClinHa00,def_int_long,0,,,,,
player,201509130chi,gnb,ClinHa00,pass_defended,0,,,,,
player,201509130chi,gnb,ClinHa00,sacks,0.0,,,,,
player,201509130chi,gnb,ClinHa00,tackles_combined,7,,,,,
player,201509130chi,gnb,ClinHa00,tackles_solo,6,,,,,
player,201509130chi,gnb,ClinHa00,tackles_assists,1,,,,,
player,201509130chi,gnb,ClinHa00,tackles_loss,0,,,,,
player,201509130chi,gnb,ClinHa00,qb_hits,0,,,,,
player,201509130chi,gnb,ClinHa00,fumbles_rec,0,,,,,
player,201509130chi,gnb,ClinHa00,fumbles_rec_yds,0,,,,,
player,201509130chi,gnb,ClinHa00,fumbles_rec_td,0,,,,,
player,201509130chi,gnb,ClinHa00,fumbles_forced,0,,,,,
player,201509130chi,gnb,PalmNa01,def_int,0,,,,,
player,201509130chi,gnb,PalmNa01,def_int_yds,0,,,,,
player,201509130chi,gnb,PalmNa01,def_int_td,0,,,,,
player,201509130chi,gnb,PalmNa01,def_int_long,0,,,,,
player,201509130chi,gnb,PalmNa01,pass_defended,0,,,,,
player,201509130chi,gnb,PalmNa01,sacks,0.0,,,,,
player,201509130chi,gnb,PalmNa01,tackles_combined,7,,,,,
player,201509130chi,gnb,PalmNa01,tackles_solo,6,,,,,
player,201509130chi,gnb,PalmNa01,tackles_assists,1,,,,,
player,201509130chi,gnb,PalmNa01,tackles_loss,0,,,,,
player,201509130chi,gnb,PalmNa01,qb_hits,0,,,,,
player,201509130chi,gnb,PalmNa01,fumbles_rec,0,,,,,
player,201509130chi,gnb,PalmNa01,fumbles_rec_yds,0,,,,,
player,201509130chi,gnb,PalmNa01,fumbles_rec_td,0,,,,,
player,201509130chi,gnb,PalmNa01,fumbles_forced,0,,,,,
player,201509130chi,gnb,ShieSa00,def_int,0,,,,,
player,201509130chi,gnb,ShieSa00,def_int_yds,0,,,,,
player,201509130chi,gnb,ShieSa00,def_int_td,0,,,,,
player,201509130chi,gnb,ShieSa00,def_int_long,0,,,,,
player,201509130chi,gnb,ShieSa00,pass_defended,1,,,,,
player,201509130chi,gnb,ShieSa00,sacks,0.0,,,,,
player,201509130chi,gnb,ShieSa00,tackles_combined,7,,,,,
player,201509130chi,gnb,ShieSa00,tackles_solo,6,,,,,
player,201509130chi,gnb,ShieSa00,tackles_assists,1,,,,,
player,201509130chi,gnb,ShieSa00,tackles_loss,0,,,,,
player,201509130chi,gnb,ShieSa00,qb_hits,0,,,,,
player,201509130chi,gnb,ShieSa00,fumbles_rec,0,,,,,
player,201509130chi,gnb,ShieSa00,fumbles_rec_yds,0,,,,,
player,201509130chi,gnb,ShieSa00,fumbles_rec_td,0,,,,,
player,201509130chi,gnb,ShieSa00,fumbles_forced,0,,,,,
player,201509130chi,gnb,HydeMi00,def_int,0,,,,,
player,201509130chi,gnb,HydeMi00,def_int_yds,0,,,,,
player,201509130chi,gnb,HydeMi00,def_int_td,0,,,,,
player,201509130chi,gnb,HydeMi00,def_int_long,0,,,,,
player,201509130chi,gnb,HydeMi00,pass_defended,0,,,,,
player,201509130chi,gnb,HydeMi00,sacks,0.0,,,,,
player,201509130chi,gnb,HydeMi00,tackles_combined,4,,,,,
player,201509130chi,gnb,HydeMi00,tackles_solo,4,,,,,
player,201509130chi,gnb,HydeMi00,tackles_assists,0,,,,,
player,201509130chi,gnb,HydeMi00,tackles_loss,0,,,,,
