game,2015,3,20150927,201509270htx,tam,"Tampa Bay Buccaneers",9,htx,"Houston Texans",19
player,201509270htx,htx,ClowJa00,fumbles_forced,0,,,,,
player,201509270htx,htx,MercWh00,def_int,0,,,,,
player,201509270htx,htx,MercWh00,def_int_yds,0,,,,,
player,201509270htx,htx,MercWh00,def_int_td,0,,,,,
player,201509270htx,htx,MercWh00,def_int_long,0,,,,,
player,201509270htx,htx,MercWh00,pass_defended,0,,,,,
player,201509270htx,htx,MercWh00,sacks,0.0,,,,,
player,201509270htx,htx,MercWh00,tackles_combined,2,,,,,
player,201509270htx,htx,MercWh00,tackles_solo,1,,,,,
player,201509270htx,htx,MercWh00,tackles_assists,1,,,,,
player,201509270htx,htx,MercWh00,tackles_loss,1,,,,,
player,201509270htx,htx,MercWh00,qb_hits,0,,,,,
player,201509270htx,htx,MercWh00,fumbles_rec,1,,,,,
player,201509270htx,htx,MercWh00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,MercWh00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,MercWh00,fumbles_forced,0,,,,,
player,201509270htx,htx,MoorRa00,def_int,0,,,,,
player,201509270htx,htx,MoorRa00,def_int_yds,0,,,,,
player,201509270htx,htx,MoorRa00,def_int_td,0,,,,,
player,201509270htx,htx,MoorRa00,def_int_long,0,,,,,
player,201509270htx,htx,MoorRa00,pass_defended,0,,,,,
player,201509270htx,htx,MoorRa00,sacks,0.0,,,,,
player,201509270htx,htx,MoorRa00,tackles_combined,2,,,,,
player,201509270htx,htx,MoorRa00,tackles_solo,2,,,,,
player,201509270htx,htx,MoorRa00,tackles_assists,0,,,,,
player,201509270htx,htx,MoorRa00,tackles_loss,0,,,,,
player,201509270htx,htx,MoorRa00,qb_hits,0,,,,,
player,201509270htx,htx,MoorRa00,fumbles_rec,0,,,,,
player,201509270htx,htx,MoorRa00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,MoorRa00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,MoorRa00,fumbles_forced,0,,,,,
player,201509270htx,htx,WeekJo00,def_int,0,,,,,
player,201509270htx,htx,WeekJo00,def_int_yds,0,,,,,
player,201509270htx,htx,WeekJo00,def_int_td,0,,,,,
player,201509270htx,htx,WeekJo00,def_int_long,0,,,,,
player,201509270htx,htx,WeekJo00,pass_defended,0,,,,,
player,201509270htx,htx,WeekJo00,sacks,0.0,,,,,
player,201509270htx,htx,WeekJo00,tackles_combined,2,,,,,
player,201509270htx,htx,WeekJo00,tackles_solo,1,,,,,
player,201509270htx,htx,WeekJo00,tackles_assists,1,,,,,
player,201509270htx,htx,WeekJo00,tackles_loss,0,,,,,
player,201509270htx,htx,WeekJo00,qb_hits,0,,,,,
player,201509270htx,htx,WeekJo00,fumbles_rec,0,,,,,
player,201509270htx,htx,WeekJo00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,WeekJo00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,WeekJo00,fumbles_forced,0,,,,,
player,201509270htx,htx,WilfVi20,def_int,0,,,,,
player,201509270htx,htx,WilfVi20,def_int_yds,0,,,,,
player,201509270htx,htx,WilfVi20,def_int_td,0,,,,,
player,201509270htx,htx,WilfVi20,def_int_long,0,,,,,
player,201509270htx,htx,WilfVi20,pass_defended,0,,,,,
player,201509270htx,htx,WilfVi20,sacks,0.0,,,,,
player,201509270htx,htx,WilfVi20,tackles_combined,2,,,,,
player,201509270htx,htx,WilfVi20,tackles_solo,0,,,,,
player,201509270htx,htx,WilfVi20,tackles_assists,2,,,,,
player,201509270htx,htx,WilfVi20,tackles_loss,0,,,,,
player,201509270htx,htx,WilfVi20,qb_hits,0,,,,,
player,201509270htx,htx,WilfVi20,fumbles_rec,0,,,,,
player,201509270htx,htx,WilfVi20,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,WilfVi20,fumbles_rec_td,0,,,,,
player,201509270htx,htx,WilfVi20,fumbles_forced,0,,,,,
player,201509270htx,htx,CoviCh00,def_int,0,,,,,
player,201509270htx,htx,CoviCh00,def_int_yds,0,,,,,
player,201509270htx,htx,CoviCh00,def_int_td,0,,,,,
player,201509270htx,htx,CoviCh00,def_int_long,0,,,,,
player,201509270htx,htx,CoviCh00,pass_defended,0,,,,,
player,201509270htx,htx,CoviCh00,sacks,0.0,,,,,
player,201509270htx,htx,CoviCh00,tackles_combined,1,,,,,
player,201509270htx,htx,CoviCh00,tackles_solo,1,,,,,
player,201509270htx,htx,CoviCh00,tackles_assists,0,,,,,
player,201509270htx,htx,CoviCh00,tackles_loss,1,,,,,
player,201509270htx,htx,CoviCh00,qb_hits,0,,,,,
player,201509270htx,htx,CoviCh00,fumbles_rec,0,,,,,
player,201509270htx,htx,CoviCh00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,CoviCh00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,CoviCh00,fumbles_forced,0,,,,,
player,201509270htx,htx,CricJa00,def_int,0,,,,,
player,201509270htx,htx,CricJa00,def_int_yds,0,,,,,
player,201509270htx,htx,CricJa00,def_int_td,0,,,,,
player,201509270htx,htx,CricJa00,def_int_long,0,,,,,
player,201509270htx,htx,CricJa00,pass_defended,0,,,,,
player,201509270htx,htx,CricJa00,sacks,0.0,,,,,
player,201509270htx,htx,CricJa00,tackles_combined,1,,,,,
player,201509270htx,htx,CricJa00,tackles_solo,1,,,,,
player,201509270htx,htx,CricJa00,tackles_assists,0,,,,,
player,201509270htx,htx,CricJa00,tackles_loss,0,,,,,
player,201509270htx,htx,CricJa00,qb_hits,2,,,,,
player,201509270htx,htx,CricJa00,fumbles_rec,0,,,,,
player,201509270htx,htx,CricJa00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,CricJa00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,CricJa00,fumbles_forced,0,,,,,
player,201509270htx,htx,HalxAn00,def_int,0,,,,,
player,201509270htx,htx,HalxAn00,def_int_yds,0,,,,,
player,201509270htx,htx,HalxAn00,def_int_td,0,,,,,
player,201509270htx,htx,HalxAn00,def_int_long,0,,,,,
player,201509270htx,htx,HalxAn00,pass_defended,0,,,,,
player,201509270htx,htx,HalxAn00,sacks,0.0,,,,,
player,201509270htx,htx,HalxAn00,tackles_combined,1,,,,,
player,201509270htx,htx,HalxAn00,tackles_solo,1,,,,,
player,201509270htx,htx,HalxAn00,tackles_assists,0,,,,,
player,201509270htx,htx,HalxAn00,tackles_loss,0,,,,,
player,201509270htx,htx,HalxAn00,qb_hits,0,,,,,
player,201509270htx,htx,HalxAn00,fumbles_rec,0,,,,,
player,201509270htx,htx,HalxAn00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,HalxAn00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,HalxAn00,fumbles_forced,0,,,,,
player,201509270htx,htx,ProsJa00,def_int,0,,,,,
player,201509270htx,htx,ProsJa00,def_int_yds,0,,,,,
player,201509270htx,htx,ProsJa00,def_int_td,0,,,,,
player,201509270htx,htx,ProsJa00,def_int_long,0,,,,,
player,201509270htx,htx,ProsJa00,pass_defended,0,,,,,
player,201509270htx,htx,ProsJa00,sacks,0.0,,,,,
player,201509270htx,htx,ProsJa00,tackles_combined,1,,,,,
player,201509270htx,htx,ProsJa00,tackles_solo,0,,,,,
player,201509270htx,htx,ProsJa00,tackles_assists,1,,,,,
player,201509270htx,htx,ProsJa00,tackles_loss,0,,,,,
player,201509270htx,htx,ProsJa00,qb_hits,0,,,,,
player,201509270htx,htx,ProsJa00,fumbles_rec,0,,,,,
player,201509270htx,htx,ProsJa00,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,ProsJa00,fumbles_rec_td,0,,,,,
player,201509270htx,htx,ProsJa00,fumbles_forced,0,,,,,
player,201509270htx,htx,SimoJo01,def_int,0,,,,,
player,201509270htx,htx,SimoJo01,def_int_yds,0,,,,,
player,201509270htx,htx,SimoJo01,def_int_td,0,,,,,
player,201509270htx,htx,SimoJo01,def_int_long,0,,,,,
player,201509270htx,htx,SimoJo01,pass_defended,0,,,,,
player,201509270htx,htx,SimoJo01,sacks,0.0,,,,,
player,201509270htx,htx,SimoJo01,tackles_combined,1,,,,,
player,201509270htx,htx,SimoJo01,tackles_solo,1,,,,,
player,201509270htx,htx,SimoJo01,tackles_assists,0,,,,,
player,201509270htx,htx,SimoJo01,tackles_loss,0,,,,,
player,201509270htx,htx,SimoJo01,qb_hits,0,,,,,
player,201509270htx,htx,SimoJo01,fumbles_rec,0,,,,,
player,201509270htx,htx,SimoJo01,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,SimoJo01,fumbles_rec_td,0,,,,,
player,201509270htx,htx,SimoJo01,fumbles_forced,0,,,,,
player,201509270htx,htx,ThomCa02,def_int,0,,,,,
player,201509270htx,htx,ThomCa02,def_int_yds,0,,,,,
player,201509270htx,htx,ThomCa02,def_int_td,0,,,,,
player,201509270htx,htx,ThomCa02,def_int_long,0,,,,,
player,201509270htx,htx,ThomCa02,pass_defended,0,,,,,
player,201509270htx,htx,ThomCa02,sacks,0.0,,,,,
player,201509270htx,htx,ThomCa02,tackles_combined,1,,,,,
player,201509270htx,htx,ThomCa02,tackles_solo,1,,,,,
player,201509270htx,htx,ThomCa02,tackles_assists,0,,,,,
player,201509270htx,htx,ThomCa02,tackles_loss,0,,,,,
player,201509270htx,htx,ThomCa02,qb_hits,0,,,,,
player,201509270htx,htx,ThomCa02,fumbles_rec,0,,,,,
player,201509270htx,htx,ThomCa02,fumbles_rec_yds,0,,,,,
player,201509270htx,htx,ThomCa02,fumbles_rec_td,0,,,,,
player,201509270htx,htx,ThomCa02,fumbles_forced,0,,,,,
player,201509270htx,tam,RainBo00,kick_ret,1,,,,,
player,201509270htx,tam,RainBo00,kick_ret_yds,27,,,,,
player,201509270htx,tam,RainBo00,kick_ret_yds_per_ret,27.0,,,,,
player,201509270htx,tam,RainBo00,kick_ret_td,0,,,,,
player,201509270htx,tam,RainBo00,kick_ret_long,27,,,,,
player,201509270htx,tam,RainBo00,punt_ret,5,,,,,
player,201509270htx,tam,RainBo00,punt_ret_yds,48,,,,,
player,201509270htx,tam,RainBo00,punt_ret_yds_per_ret,9.6,,,,,
player,201509270htx,tam,RainBo00,punt_ret_td,0,,,,,
player,201509270htx,tam,RainBo00,punt_ret_long,23,,,,,
player,201509270htx,htx,WortCh00,kick_ret,0,,,,,
player,201509270htx,htx,WortCh00,kick_ret_yds,0,,,,,
player,201509270htx,htx,WortCh00,kick_ret_yds_per_ret,,,,,,
player,201509270htx,htx,WortCh00,kick_ret_td,0,,,,,
player,201509270htx,htx,WortCh00,kick_ret_long,0,,,,,
player,201509270htx,htx,WortCh00,punt_ret,3,,,,,
player,201509270htx,htx,WortCh00,punt_ret_yds,9,,,,,
player,201509270htx,htx,WortCh00,punt_ret_yds_per_ret,3.0,,,,,
player,201509270htx,htx,WortCh00,punt_ret_td,0,,,,,
player,201509270htx,htx,WortCh00,punt_ret_long,7,,,,,
player,201509270htx,htx,ShorCe00,kick_ret,0,,,,,
player,201509270htx,htx,ShorCe00,kick_ret_yds,0,,,,,
player,201509270htx,htx,ShorCe00,kick_ret_yds_per_ret,,,,,,
player,201509270htx,htx,ShorCe00,kick_ret_td,0,,,,,
player,201509270htx,htx,ShorCe00,kick_ret_long,0,,,,,
player,201509270htx,htx,ShorCe00,punt_ret,2,,,,,
player,201509270htx,htx,ShorCe00,punt_ret_yds,8,,,,,
player,201509270htx,htx,ShorCe00,punt_ret_yds_per_ret,4.0,,,,,
player,201509270htx,htx,ShorCe00,punt_ret_td,0,,,,,
player,201509270htx,htx,ShorCe00,punt_ret_long,8,,,,,
player,201509270htx,htx,DempQu99,kick_ret,2,,,,,
player,201509270htx,htx,DempQu99,kick_ret_yds,46,,,,,
player,201509270htx,htx,DempQu99,kick_ret_yds_per_ret,23.0,,,,,
player,201509270htx,htx,DempQu99,kick_ret_td,0,,,,,
player,201509270htx,htx,DempQu99,kick_ret_long,23,,,,,
player,201509270htx,htx,DempQu99,punt_ret,0,,,,,
player,201509270htx,htx,DempQu99,punt_ret_yds,0,,,,,
player,201509270htx,htx,DempQu99,punt_ret_yds_per_ret,,,,,,
player,201509270htx,htx,DempQu99,punt_ret_td,0,,,,,
player,201509270htx,htx,DempQu99,punt_ret_long,0,,,,,
player,201509270htx,tam,BrinKy00,xpm,,,,,,
player,201509270htx,tam,BrinKy00,xpa,1,,,,,
player,201509270htx,tam,BrinKy00,fgm,1,,,,,
player,201509270htx,tam,BrinKy00,fga,4,,,,,
player,201509270htx,tam,BrinKy00,punt,0,,,,,
player,201509270htx,tam,BrinKy00,punt_yds,0,,,,,
player,201509270htx,tam,BrinKy00,punt_yds_per_punt,,,,,,
player,201509270htx,tam,BrinKy00,punt_long,0,,,,,
player,201509270htx,tam,SchuJa00,xpm,,,,,,
player,201509270htx,tam,SchuJa00,xpa,,,,,,
player,201509270htx,tam,SchuJa00,fgm,,,,,,
player,201509270htx,tam,SchuJa00,fga,,,,,,
player,201509270htx,tam,SchuJa00,punt,7,,,,,
player,201509270htx,tam,SchuJa00,punt_yds,312,,,,,
player,201509270htx,tam,SchuJa00,punt_yds_per_punt,44.6,,,,,
player,201509270htx,tam,SchuJa00,punt_long,55,,,,,
player,201509270htx,htx,BullRa00,xpm,1,,,,,
player,201509270htx,htx,BullRa00,xpa,2,,,,,
player,201509270htx,htx,BullRa00,fgm,2,,,,,
player,201509270htx,htx,BullRa00,fga,3,,,,,
player,201509270htx,htx,BullRa00,punt,0,,,,,
player,201509270htx,htx,BullRa00,punt_yds,0,,,,,
player,201509270htx,htx,BullRa00,punt_yds_per_punt,,,,,,
player,201509270htx,htx,BullRa00,punt_long,0,,,,,
player,201509270htx,htx,LechSh20,xpm,,,,,,
player,201509270htx,htx,LechSh20,xpa,,,,,,
player,201509270htx,htx,LechSh20,fgm,,,,,,
player,201509270htx,htx,LechSh20,fga,,,,,,
player,201509270htx,htx,LechSh20,punt,6,,,,,
player,201509270htx,htx,LechSh20,punt_yds,266,,,,,
player,201509270htx,htx,LechSh20,punt_yds_per_punt,44.3,,,,,
player,201509270htx,htx,LechSh20,punt_long,54,,,,,
player,201509270htx,htx,AbouOd00,pos,T,,,,,
player,201509270htx,htx,AbouOd00,offense,90,,,,,
player,201509270htx,htx,AbouOd00,off_pct,100%,,,,,
player,201509270htx,htx,AbouOd00,defense,0,,,,,
player,201509270htx,htx,AbouOd00,def_pct,0%,,,,,
player,201509270htx,htx,AbouOd00,special_teams,5,,,,,
player,201509270htx,htx,AbouOd00,st_pct,16%,,,,,
player,201509270htx,htx,JoneBe01,pos,C,,,,,
player,201509270htx,htx,JoneBe01,offense,90,,,,,
player,201509270htx,htx,JoneBe01,off_pct,100%,,,,,
player,201509270htx,htx,JoneBe01,defense,0,,,,,
player,201509270htx,htx,JoneBe01,def_pct,0%,,,,,
player,201509270htx,htx,JoneBe01,special_teams,5,,,,,
player,201509270htx,htx,JoneBe01,st_pct,16%,,,,,
player,201509270htx,htx,NewtDe00,pos,T,,,,,
player,201509270htx,htx,NewtDe00,offense,90,,,,,
player,201509270htx,htx,NewtDe00,off_pct,100%,,,,,
player,201509270htx,htx,NewtDe00,defense,0,,,,,
player,201509270htx,htx,NewtDe00,def_pct,0%,,,,,
player,201509270htx,htx,NewtDe00,special_teams,5,,,,,
player,201509270htx,htx,NewtDe00,st_pct,16%,,,,,
player,201509270htx,htx,ClarCh21,pos,T,,,,,
player,201509270htx,htx,ClarCh21,offense,90,,,,,
player,201509270htx,htx,ClarCh21,off_pct,100%,,,,,
player,201509270htx,htx,ClarCh21,defense,0,,,,,
player,201509270htx,htx,ClarCh21,def_pct,0%,,,,,
player,201509270htx,htx,ClarCh21,special_teams,5,,,,,
player,201509270htx,htx,ClarCh21,st_pct,16%,,,,,
player,201509270htx,htx,MallRy00,pos,QB,,,,,
player,201509270htx,htx,MallRy00,offense,90,,,,,
player,201509270htx,htx,MallRy00,off_pct,100%,,,,,
player,201509270htx,htx,MallRy00,defense,0,,,,,
player,201509270htx,htx,MallRy00,def_pct,0%,,,,,
player,201509270htx,htx,MallRy00,special_teams,0,,,,,
player,201509270htx,htx,MallRy00,st_pct,0%,,,,,
player,201509270htx,htx,HopkDe00,pos,WR,,,,,
player,201509270htx,htx,HopkDe00,offense,86,,,,,
player,201509270htx,htx,HopkDe00,off_pct,96%,,,,,
player,201509270htx,htx,HopkDe00,defense,0,,,,,
player,201509270htx,htx,HopkDe00,def_pct,0%,,,,,
player,201509270htx,htx,HopkDe00,special_teams,0,,,,,
player,201509270htx,htx,HopkDe00,st_pct,0%,,,,,
player,201509270htx,htx,WashNa00,pos,WR,,,,,
player,201509270htx,htx,WashNa00,offense,83,,,,,
player,201509270htx,htx,WashNa00,off_pct,92%,,,,,
player,201509270htx,htx,WashNa00,defense,0,,,,,
player,201509270htx,htx,WashNa00,def_pct,0%,,,,,
player,201509270htx,htx,WashNa00,special_teams,0,,,,,
player,201509270htx,htx,WashNa00,st_pct,0%,,,,,
player,201509270htx,htx,ShorCe00,pos,WR,,,,,
player,201509270htx,htx,ShorCe00,offense,60,,,,,
player,201509270htx,htx,ShorCe00,off_pct,67%,,,,,
player,201509270htx,htx,ShorCe00,defense,0,,,,,
player,201509270htx,htx,ShorCe00,def_pct,0%,,,,,
player,201509270htx,htx,ShorCe00,special_teams,5,,,,,
player,201509270htx,htx,ShorCe00,st_pct,16%,,,,,
player,201509270htx,htx,GrahGa00,pos,TE,,,,,
player,201509270htx,htx,GrahGa00,offense,57,,,,,
player,201509270htx,htx,GrahGa00,off_pct,63%,,,,,
player,201509270htx,htx,GrahGa00,defense,0,,,,,
player,201509270htx,htx,GrahGa00,def_pct,0%,,,,,
player,201509270htx,htx,GrahGa00,special_teams,5,,,,,
player,201509270htx,htx,GrahGa00,st_pct,16%,,,,,
player,201509270htx,htx,BlueAl00,pos,RB,,,,,
player,201509270htx,htx,BlueAl00,offense,47,,,,,
player,201509270htx,htx,BlueAl00,off_pct,52%,,,,,
player,201509270htx,htx,BlueAl00,defense,0,,,,,
player,201509270htx,htx,BlueAl00,def_pct,0%,,,,,
player,201509270htx,htx,BlueAl00,special_teams,12,,,,,
player,201509270htx,htx,BlueAl00,st_pct,39%,,,,,
player,201509270htx,htx,LammKe00,pos,T,,,,,
player,201509270htx,htx,LammKe00,offense,47,,,,,
player,201509270htx,htx,LammKe00,off_pct,52%,,,,,
player,201509270htx,htx,LammKe00,defense,0,,,,,
player,201509270htx,htx,LammKe00,def_pct,0%,,,,,
player,201509270htx,htx,LammKe00,special_teams,4,,,,,
player,201509270htx,htx,LammKe00,st_pct,13%,,,,,
player,201509270htx,htx,FiedC.00,pos,TE,,,,,
player,201509270htx,htx,FiedC.00,offense,45,,,,,
player,201509270htx,htx,FiedC.00,off_pct,50%,,,,,
player,201509270htx,htx,FiedC.00,defense,0,,,,,
player,201509270htx,htx,FiedC.00,def_pct,0%,,,,,
player,201509270htx,htx,FiedC.00,special_teams,5,,,,,
player,201509270htx,htx,FiedC.00,st_pct,16%,,,,,
player,201509270htx,htx,BrooBr00,pos,G,,,,,
player,201509270htx,htx,BrooBr00,offense,43,,,,,
player,201509270htx,htx,BrooBr00,off_pct,48%,,,,,
player,201509270htx,htx,BrooBr00,defense,0,,,,,
player,201509270htx,htx,BrooBr00,def_pct,0%,,,,,
player,201509270htx,htx,BrooBr00,special_teams,1,,,,,
player,201509270htx,htx,BrooBr00,st_pct,3%,,,,,
player,201509270htx,htx,GrimJo01,pos,RB,,,,,
player,201509270htx,htx,GrimJo01,offense,28,,,,,
player,201509270htx,htx,GrimJo01,off_pct,31%,,,,,
player,201509270htx,htx,GrimJo01,defense,0,,,,,
player,201509270htx,htx,GrimJo01,def_pct,0%,,,,,
player,201509270htx,htx,GrimJo01,special_teams,8,,,,,
player,201509270htx,htx,GrimJo01,st_pct,26%,,,,,
player,201509270htx,htx,ProsJa00,pos,FB,,,,,
player,201509270htx,htx,ProsJa00,offense,20,,,,,
player,201509270htx,htx,ProsJa00,off_pct,22%,,,,,
player,201509270htx,htx,ProsJa00,defense,0,,,,,
player,201509270htx,htx,ProsJa00,def_pct,0%,,,,,
player,201509270htx,htx,ProsJa00,special_teams,10,,,,,
player,201509270htx,htx,ProsJa00,st_pct,32%,,,,,
player,201509270htx,htx,PolkCh00,pos,RB,,,,,
player,201509270htx,htx,PolkCh00,offense,13,,,,,
player,201509270htx,htx,PolkCh00,off_pct,14%,,,,,
player,201509270htx,htx,PolkCh00,defense,0,,,,,
player,201509270htx,htx,PolkCh00,def_pct,0%,,,,,
player,201509270htx,htx,PolkCh00,special_teams,5,,,,,
player,201509270htx,htx,PolkCh00,st_pct,16%,,,,,
player,201509270htx,htx,MumpKe00,pos,WR,,,,,
player,201509270htx,htx,MumpKe00,offense,6,,,,,
player,201509270htx,htx,MumpKe00,off_pct,7%,,,,,
player,201509270htx,htx,MumpKe00,defense,0,,,,,
player,201509270htx,htx,MumpKe00,def_pct,0%,,,,,
player,201509270htx,htx,MumpKe00,special_teams,8,,,,,
player,201509270htx,htx,MumpKe00,st_pct,26%,,,,,
player,201509270htx,htx,WortCh00,pos,WR,,,,,
player,201509270htx,htx,WortCh00,offense,4,,,,,
player,201509270htx,htx,WortCh00,off_pct,4%,,,,,
player,201509270htx,htx,WortCh00,defense,0,,,,,
player,201509270htx,htx,WortCh00,def_pct,0%,,,,,
player,201509270htx,htx,WortCh00,special_teams,3,,,,,
player,201509270htx,htx,WortCh00,st_pct,10%,,,,,
player,201509270htx,htx,WattJ.00,pos,DE,,,,,
player,201509270htx,htx,WattJ.00,offense,1,,,,,
player,201509270htx,htx,WattJ.00,off_pct,1%,,,,,
player,201509270htx,htx,WattJ.00,defense,59,,,,,
player,201509270htx,htx,WattJ.00,def_pct,100%,,,,,
player,201509270htx,htx,WattJ.00,special_teams,6,,,,,
player,201509270htx,htx,WattJ.00,st_pct,19%,,,,,
player,201509270htx,htx,DempQu99,pos,FS,,,,,
player,201509270htx,htx,DempQu99,offense,0,,,,,
player,201509270htx,htx,DempQu99,off_pct,0%,,,,,
player,201509270htx,htx,DempQu99,defense,59,,,,,
player,201509270htx,htx,DempQu99,def_pct,100%,,,,,
player,201509270htx,htx,DempQu99,special_teams,9,,,,,
player,201509270htx,htx,DempQu99,st_pct,29%,,,,,
player,201509270htx,htx,CushBr99,pos,LB,,,,,
player,201509270htx,htx,CushBr99,offense,0,,,,,
player,201509270htx,htx,CushBr99,off_pct,0%,,,,,
player,201509270htx,htx,CushBr99,defense,59,,,,,
player,201509270htx,htx,CushBr99,def_pct,100%,,,,,
player,201509270htx,htx,CushBr99,special_teams,6,,,,,
player,201509270htx,htx,CushBr99,st_pct,19%,,,,,
player,201509270htx,htx,MoorRa00,pos,FS,,,,,
player,201509270htx,htx,MoorRa00,offense,0,,,,,
player,201509270htx,htx,MoorRa00,off_pct,0%,,,,,
player,201509270htx,htx,MoorRa00,defense,59,,,,,
player,201509270htx,htx,MoorRa00,def_pct,100%,,,,,
player,201509270htx,htx,MoorRa00,special_teams,4,,,,,
player,201509270htx,htx,MoorRa00,st_pct,13%,,,,,
player,201509270htx,htx,JackKa99,pos,CB,,,,,
player,201509270htx,htx,JackKa99,offense,0,,,,,
player,201509270htx,htx,JackKa99,off_pct,0%,,,,,
player,201509270htx,htx,JackKa99,defense,59,,,,,
player,201509270htx,htx,JackKa99,def_pct,100%,,,,,
player,201509270htx,htx,JackKa99,special_teams,3,,,,,
player,201509270htx,htx,JackKa99,st_pct,10%,,,,,
player,201509270htx,htx,ClowJa00,pos,LB,,,,,
player,201509270htx,htx,ClowJa00,offense,0,,,,,
player,201509270htx,htx,ClowJa00,off_pct,0%,,,,,
player,201509270htx,htx,ClowJa00,defense,56,,,,,
player,201509270htx,htx,ClowJa00,def_pct,95%,,,,,
player,201509270htx,htx,ClowJa00,special_teams,3,,,,,
player,201509270htx,htx,ClowJa00,st_pct,10%,,,,,
player,201509270htx,htx,CricJa00,pos,DE,,,,,
player,201509270htx,htx,CricJa00,offense,0,,,,,
player,201509270htx,htx,CricJa00,off_pct,0%,,,,,
player,201509270htx,htx,CricJa00,defense,55,,,,,
player,201509270htx,htx,CricJa00,def_pct,93%,,,,,
player,201509270htx,htx,CricJa00,special_teams,6,,,,,
player,201509270htx,htx,CricJa00,st_pct,19%,,,,,
player,201509270htx,htx,JoseJo20,pos,CB,,,,,
player,201509270htx,htx,JoseJo20,offense,0,,,,,
player,201509270htx,htx,JoseJo20,off_pct,0%,,,,,
player,201509270htx,htx,JoseJo20,defense,50,,,,,
player,201509270htx,htx,JoseJo20,def_pct,85%,,,,,
player,201509270htx,htx,JoseJo20,special_teams,2,,,,,
player,201509270htx,htx,JoseJo20,st_pct,6%,,,,,
player,201509270htx,htx,JohnKe04,pos,CB,,,,,
player,201509270htx,htx,JohnKe04,offense,0,,,,,
player,201509270htx,htx,JohnKe04,off_pct,0%,,,,,
player,201509270htx,htx,JohnKe04,defense,36,,,,,
player,201509270htx,htx,JohnKe04,def_pct,61%,,,,,
player,201509270htx,htx,JohnKe04,special_teams,13,,,,,
player,201509270htx,htx,JohnKe04,st_pct,42%,,,,,
player,201509270htx,htx,WilfVi20,pos,NT,,,,,
player,201509270htx,htx,WilfVi20,offense,0,,,,,
player,201509270htx,htx,WilfVi20,off_pct,0%,,,,,
player,201509270htx,htx,WilfVi20,defense,31,,,,,
player,201509270htx,htx,WilfVi20,def_pct,53%,,,,,
player,201509270htx,htx,WilfVi20,special_teams,3,,,,,
player,201509270htx,htx,WilfVi20,st_pct,10%,,,,,
player,201509270htx,htx,MercWh00,pos,LB,,,,,
player,201509270htx,htx,MercWh00,offense,0,,,,,
player,201509270htx,htx,MercWh00,off_pct,0%,,,,,
player,201509270htx,htx,MercWh00,defense,25,,,,,
player,201509270htx,htx,MercWh00,def_pct,42%,,,,,
player,201509270htx,htx,MercWh00,special_teams,15,,,,,
player,201509270htx,htx,MercWh00,st_pct,48%,,,,,
player,201509270htx,htx,SimoJo01,pos,LB,,,,,
player,201509270htx,htx,SimoJo01,offense,0,,,,,
player,201509270htx,htx,SimoJo01,off_pct,0%,,,,,
player,201509270htx,htx,SimoJo01,defense,23,,,,,
player,201509270htx,htx,SimoJo01,def_pct,39%,,,,,
player,201509270htx,htx,SimoJo01,special_teams,12,,,,,
player,201509270htx,htx,SimoJo01,st_pct,39%,,,,,
player,201509270htx,htx,PleaEd00,pos,FS,,,,,
player,201509270htx,htx,PleaEd00,offense,0,,,,,
player,201509270htx,htx,PleaEd00,off_pct,0%,,,,,
player,201509270htx,htx,PleaEd00,defense,21,,,,,
player,201509270htx,htx,PleaEd00,def_pct,36%,,,,,
player,201509270htx,htx,PleaEd00,special_teams,14,,,,,
player,201509270htx,htx,PleaEd00,st_pct,45%,,,,,
player,201509270htx,htx,McKiBe00,pos,LB,,,,,
player,201509270htx,htx,McKiBe00,offense,0,,,,,
player,201509270htx,htx,McKiBe00,off_pct,0%,,,,,
player,201509270htx,htx,McKiBe00,defense,20,,,,,
player,201509270htx,htx,McKiBe00,def_pct,34%,,,,,
player,201509270htx,htx,McKiBe00,special_teams,15,,,,,
player,201509270htx,htx,McKiBe00,st_pct,48%,,,,,
player,201509270htx,htx,TuggJu00,pos,LB,,,,,
player,201509270htx,htx,TuggJu00,offense,0,,,,,
player,201509270htx,htx,TuggJu00,off_pct,0%,,,,,
player,201509270htx,htx,TuggJu00,defense,14,,,,,
player,201509270htx,htx,TuggJu00,def_pct,24%,,,,,
player,201509270htx,htx,TuggJu00,special_teams,20,,,,,
player,201509270htx,htx,TuggJu00,st_pct,65%,,,,,
player,201509270htx,htx,BouyA.00,pos,CB,,,,,
player,201509270htx,htx,BouyA.00,offense,0,,,,,
