game,2015,3,20150927,201509270htx,tam,"Tampa Bay Buccaneers",9,htx,"Houston Texans",19
player,201509270htx,tam,WinsJa00,rec,0,,,,,
player,201509270htx,tam,WinsJa00,rec_yds,0,,,,,
player,201509270htx,tam,WinsJa00,rec_td,0,,,,,
player,201509270htx,tam,WinsJa00,rec_long,0,,,,,
player,201509270htx,tam,WinsJa00,fumbles,0,,,,,
player,201509270htx,tam,WinsJa00,fumbles_lost,0,,,,,
player,201509270htx,tam,MartDo00,pass_cmp,0,,,,,
player,201509270htx,tam,MartDo00,pass_att,0,,,,,
player,201509270htx,tam,MartDo00,pass_yds,0,,,,,
player,201509270htx,tam,MartDo00,pass_td,0,,,,,
player,201509270htx,tam,MartDo00,pass_int,0,,,,,
player,201509270htx,tam,MartDo00,pass_sacked,0,,,,,
player,201509270htx,tam,MartDo00,pass_sacked_yds,0,,,,,
player,201509270htx,tam,MartDo00,pass_long,0,,,,,
player,201509270htx,tam,MartDo00,pass_rating,,,,,,
player,201509270htx,tam,MartDo00,rush_att,14,,,,,
player,201509270htx,tam,MartDo00,rush_yds,46,,,,,
player,201509270htx,tam,MartDo00,rush_td,0,,,,,
player,201509270htx,tam,MartDo00,rush_long,17,,,,,
player,201509270htx,tam,MartDo00,targets,0,,,,,
player,201509270htx,tam,MartDo00,rec,0,,,,,
player,201509270htx,tam,MartDo00,rec_yds,0,,,,,
player,201509270htx,tam,MartDo00,rec_td,0,,,,,
player,201509270htx,tam,MartDo00,rec_long,0,,,,,
player,201509270htx,tam,MartDo00,fumbles,0,,,,,
player,201509270htx,tam,MartDo00,fumbles_lost,0,,,,,
player,201509270htx,tam,SimsCh00,pass_cmp,0,,,,,
player,201509270htx,tam,SimsCh00,pass_att,0,,,,,
player,201509270htx,tam,SimsCh00,pass_yds,0,,,,,
player,201509270htx,tam,SimsCh00,pass_td,0,,,,,
player,201509270htx,tam,SimsCh00,pass_int,0,,,,,
player,201509270htx,tam,SimsCh00,pass_sacked,0,,,,,
player,201509270htx,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201509270htx,tam,SimsCh00,pass_long,0,,,,,
player,201509270htx,tam,SimsCh00,pass_rating,,,,,,
player,201509270htx,tam,SimsCh00,rush_att,6,,,,,
player,201509270htx,tam,SimsCh00,rush_yds,11,,,,,
player,201509270htx,tam,SimsCh00,rush_td,0,,,,,
player,201509270htx,tam,SimsCh00,rush_long,9,,,,,
player,201509270htx,tam,SimsCh00,targets,2,,,,,
player,201509270htx,tam,SimsCh00,rec,2,,,,,
player,201509270htx,tam,SimsCh00,rec_yds,41,,,,,
player,201509270htx,tam,SimsCh00,rec_td,1,,,,,
player,201509270htx,tam,SimsCh00,rec_long,32,,,,,
player,201509270htx,tam,SimsCh00,fumbles,0,,,,,
player,201509270htx,tam,SimsCh00,fumbles_lost,0,,,,,
player,201509270htx,tam,EvanMi00,pass_cmp,0,,,,,
player,201509270htx,tam,EvanMi00,pass_att,0,,,,,
player,201509270htx,tam,EvanMi00,pass_yds,0,,,,,
player,201509270htx,tam,EvanMi00,pass_td,0,,,,,
player,201509270htx,tam,EvanMi00,pass_int,0,,,,,
player,201509270htx,tam,EvanMi00,pass_sacked,0,,,,,
player,201509270htx,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201509270htx,tam,EvanMi00,pass_long,0,,,,,
player,201509270htx,tam,EvanMi00,pass_rating,,,,,,
player,201509270htx,tam,EvanMi00,rush_att,0,,,,,
player,201509270htx,tam,EvanMi00,rush_yds,0,,,,,
player,201509270htx,tam,EvanMi00,rush_td,0,,,,,
player,201509270htx,tam,EvanMi00,rush_long,0,,,,,
player,201509270htx,tam,EvanMi00,targets,17,,,,,
player,201509270htx,tam,EvanMi00,rec,7,,,,,
player,201509270htx,tam,EvanMi00,rec_yds,101,,,,,
player,201509270htx,tam,EvanMi00,rec_td,0,,,,,
player,201509270htx,tam,EvanMi00,rec_long,20,,,,,
player,201509270htx,tam,EvanMi00,fumbles,0,,,,,
player,201509270htx,tam,EvanMi00,fumbles_lost,0,,,,,
player,201509270htx,tam,MurpLo00,pass_cmp,0,,,,,
player,201509270htx,tam,MurpLo00,pass_att,0,,,,,
player,201509270htx,tam,MurpLo00,pass_yds,0,,,,,
player,201509270htx,tam,MurpLo00,pass_td,0,,,,,
player,201509270htx,tam,MurpLo00,pass_int,0,,,,,
player,201509270htx,tam,MurpLo00,pass_sacked,0,,,,,
player,201509270htx,tam,MurpLo00,pass_sacked_yds,0,,,,,
player,201509270htx,tam,MurpLo00,pass_long,0,,,,,
player,201509270htx,tam,MurpLo00,pass_rating,,,,,,
player,201509270htx,tam,MurpLo00,rush_att,0,,,,,
player,201509270htx,tam,MurpLo00,rush_yds,0,,,,,
player,201509270htx,tam,MurpLo00,rush_td,0,,,,,
player,201509270htx,tam,MurpLo00,rush_long,0,,,,,
player,201509270htx,tam,MurpLo00,targets,6,,,,,
player,201509270htx,tam,MurpLo00,rec,3,,,,,
player,201509270htx,tam,MurpLo00,rec_yds,61,,,,,
player,201509270htx,tam,MurpLo00,rec_td,0,,,,,
player,201509270htx,tam,MurpLo00,rec_long,33,,,,,
player,201509270htx,tam,MurpLo00,fumbles,0,,,,,
player,201509270htx,tam,MurpLo00,fumbles_lost,0,,,,,
player,201509270htx,tam,JackVi00,pass_cmp,0,,,,,
player,201509270htx,tam,JackVi00,pass_att,0,,,,,
player,201509270htx,tam,JackVi00,pass_yds,0,,,,,
player,201509270htx,tam,JackVi00,pass_td,0,,,,,
player,201509270htx,tam,JackVi00,pass_int,0,,,,,
player,201509270htx,tam,JackVi00,pass_sacked,0,,,,,
player,201509270htx,tam,JackVi00,pass_sacked_yds,0,,,,,
player,201509270htx,tam,JackVi00,pass_long,0,,,,,
player,201509270htx,tam,JackVi00,pass_rating,,,,,,
player,201509270htx,tam,JackVi00,rush_att,0,,,,,
player,201509270htx,tam,JackVi00,rush_yds,0,,,,,
player,201509270htx,tam,JackVi00,rush_td,0,,,,,
player,201509270htx,tam,JackVi00,rush_long,0,,,,,
player,201509270htx,tam,JackVi00,targets,4,,,,,
player,201509270htx,tam,JackVi00,rec,2,,,,,
player,201509270htx,tam,JackVi00,rec_yds,40,,,,,
player,201509270htx,tam,JackVi00,rec_td,0,,,,,
player,201509270htx,tam,JackVi00,rec_long,21,,,,,
player,201509270htx,tam,JackVi00,fumbles,0,,,,,
player,201509270htx,tam,JackVi00,fumbles_lost,0,,,,,
player,201509270htx,tam,MyerBr00,pass_cmp,0,,,,,
player,201509270htx,tam,MyerBr00,pass_att,0,,,,,
player,201509270htx,tam,MyerBr00,pass_yds,0,,,,,
player,201509270htx,tam,MyerBr00,pass_td,0,,,,,
player,201509270htx,tam,MyerBr00,pass_int,0,,,,,
player,201509270htx,tam,MyerBr00,pass_sacked,0,,,,,
player,201509270htx,tam,MyerBr00,pass_sacked_yds,0,,,,,
player,201509270htx,tam,MyerBr00,pass_long,0,,,,,
player,201509270htx,tam,MyerBr00,pass_rating,,,,,,
player,201509270htx,tam,MyerBr00,rush_att,0,,,,,
player,201509270htx,tam,MyerBr00,rush_yds,0,,,,,
player,201509270htx,tam,MyerBr00,rush_td,0,,,,,
player,201509270htx,tam,MyerBr00,rush_long,0,,,,,
player,201509270htx,tam,MyerBr00,targets,4,,,,,
player,201509270htx,tam,MyerBr00,rec,3,,,,,
player,201509270htx,tam,MyerBr00,rec_yds,18,,,,,
player,201509270htx,tam,MyerBr00,rec_td,0,,,,,
player,201509270htx,tam,MyerBr00,rec_long,10,,,,,
player,201509270htx,tam,MyerBr00,fumbles,0,,,,,
player,201509270htx,tam,MyerBr00,fumbles_lost,0,,,,,
player,201509270htx,tam,ShepRu00,pass_cmp,0,,,,,
player,201509270htx,tam,ShepRu00,pass_att,0,,,,,
player,201509270htx,tam,ShepRu00,pass_yds,0,,,,,
player,201509270htx,tam,ShepRu00,pass_td,0,,,,,
player,201509270htx,tam,ShepRu00,pass_int,0,,,,,
player,201509270htx,tam,ShepRu00,pass_sacked,0,,,,,
player,201509270htx,tam,ShepRu00,pass_sacked_yds,0,,,,,
player,201509270htx,tam,ShepRu00,pass_long,0,,,,,
player,201509270htx,tam,ShepRu00,pass_rating,,,,,,
player,201509270htx,tam,ShepRu00,rush_att,0,,,,,
player,201509270htx,tam,ShepRu00,rush_yds,0,,,,,
player,201509270htx,tam,ShepRu00,rush_td,0,,,,,
player,201509270htx,tam,ShepRu00,rush_long,0,,,,,
player,201509270htx,tam,ShepRu00,targets,1,,,,,
player,201509270htx,tam,ShepRu00,rec,0,,,,,
player,201509270htx,tam,ShepRu00,rec_yds,0,,,,,
player,201509270htx,tam,ShepRu00,rec_td,0,,,,,
player,201509270htx,tam,ShepRu00,rec_long,0,,,,,
player,201509270htx,tam,ShepRu00,fumbles,0,,,,,
player,201509270htx,tam,ShepRu00,fumbles_lost,0,,,,,
player,201509270htx,htx,MallRy00,pass_cmp,24,,,,,
player,201509270htx,htx,MallRy00,pass_att,39,,,,,
player,201509270htx,htx,MallRy00,pass_yds,228,,,,,
player,201509270htx,htx,MallRy00,pass_td,1,,,,,
player,201509270htx,htx,MallRy00,pass_int,1,,,,,
player,201509270htx,htx,MallRy00,pass_sacked,1,,,,,
player,201509270htx,htx,MallRy00,pass_sacked_yds,1,,,,,
player,201509270htx,htx,MallRy00,pass_long,29,,,,,
player,201509270htx,htx,MallRy00,pass_rating,75.6,,,,,
player,201509270htx,htx,MallRy00,rush_att,1,,,,,
player,201509270htx,htx,MallRy00,rush_yds,-1,,,,,
player,201509270htx,htx,MallRy00,rush_td,0,,,,,
player,201509270htx,htx,MallRy00,rush_long,-1,,,,,
player,201509270htx,htx,MallRy00,targets,0,,,,,
player,201509270htx,htx,MallRy00,rec,0,,,,,
player,201509270htx,htx,MallRy00,rec_yds,0,,,,,
player,201509270htx,htx,MallRy00,rec_td,0,,,,,
player,201509270htx,htx,MallRy00,rec_long,0,,,,,
player,201509270htx,htx,MallRy00,fumbles,0,,,,,
player,201509270htx,htx,MallRy00,fumbles_lost,0,,,,,
player,201509270htx,htx,BlueAl00,pass_cmp,0,,,,,
player,201509270htx,htx,BlueAl00,pass_att,0,,,,,
player,201509270htx,htx,BlueAl00,pass_yds,0,,,,,
player,201509270htx,htx,BlueAl00,pass_td,0,,,,,
player,201509270htx,htx,BlueAl00,pass_int,0,,,,,
player,201509270htx,htx,BlueAl00,pass_sacked,0,,,,,
player,201509270htx,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201509270htx,htx,BlueAl00,pass_long,0,,,,,
player,201509270htx,htx,BlueAl00,pass_rating,,,,,,
player,201509270htx,htx,BlueAl00,rush_att,31,,,,,
player,201509270htx,htx,BlueAl00,rush_yds,139,,,,,
player,201509270htx,htx,BlueAl00,rush_td,1,,,,,
player,201509270htx,htx,BlueAl00,rush_long,20,,,,,
player,201509270htx,htx,BlueAl00,targets,0,,,,,
player,201509270htx,htx,BlueAl00,rec,0,,,,,
player,201509270htx,htx,BlueAl00,rec_yds,0,,,,,
player,201509270htx,htx,BlueAl00,rec_td,0,,,,,
player,201509270htx,htx,BlueAl00,rec_long,0,,,,,
player,201509270htx,htx,BlueAl00,fumbles,1,,,,,
player,201509270htx,htx,BlueAl00,fumbles_lost,0,,,,,
player,201509270htx,htx,ProsJa00,pass_cmp,0,,,,,
player,201509270htx,htx,ProsJa00,pass_att,0,,,,,
player,201509270htx,htx,ProsJa00,pass_yds,0,,,,,
player,201509270htx,htx,ProsJa00,pass_td,0,,,,,
player,201509270htx,htx,ProsJa00,pass_int,0,,,,,
player,201509270htx,htx,ProsJa00,pass_sacked,0,,,,,
player,201509270htx,htx,ProsJa00,pass_sacked_yds,0,,,,,
player,201509270htx,htx,ProsJa00,pass_long,0,,,,,
player,201509270htx,htx,ProsJa00,pass_rating,,,,,,
player,201509270htx,htx,ProsJa00,rush_att,3,,,,,
player,201509270htx,htx,ProsJa00,rush_yds,24,,,,,
player,201509270htx,htx,ProsJa00,rush_td,0,,,,,
player,201509270htx,htx,ProsJa00,rush_long,16,,,,,
player,201509270htx,htx,ProsJa00,targets,1,,,,,
player,201509270htx,htx,ProsJa00,rec,0,,,,,
player,201509270htx,htx,ProsJa00,rec_yds,0,,,,,
player,201509270htx,htx,ProsJa00,rec_td,0,,,,,
player,201509270htx,htx,ProsJa00,rec_long,0,,,,,
player,201509270htx,htx,ProsJa00,fumbles,0,,,,,
player,201509270htx,htx,ProsJa00,fumbles_lost,0,,,,,
player,201509270htx,htx,GrimJo01,pass_cmp,0,,,,,
player,201509270htx,htx,GrimJo01,pass_att,0,,,,,
player,201509270htx,htx,GrimJo01,pass_yds,0,,,,,
player,201509270htx,htx,GrimJo01,pass_td,0,,,,,
player,201509270htx,htx,GrimJo01,pass_int,0,,,,,
player,201509270htx,htx,GrimJo01,pass_sacked,0,,,,,
player,201509270htx,htx,GrimJo01,pass_sacked_yds,0,,,,,
player,201509270htx,htx,GrimJo01,pass_long,0,,,,,
player,201509270htx,htx,GrimJo01,pass_rating,,,,,,
player,201509270htx,htx,GrimJo01,rush_att,6,,,,,
player,201509270htx,htx,GrimJo01,rush_yds,19,,,,,
player,201509270htx,htx,GrimJo01,rush_td,0,,,,,
player,201509270htx,htx,GrimJo01,rush_long,7,,,,,
player,201509270htx,htx,GrimJo01,targets,4,,,,,
player,201509270htx,htx,GrimJo01,rec,4,,,,,
player,201509270htx,htx,GrimJo01,rec_yds,19,,,,,
player,201509270htx,htx,GrimJo01,rec_td,0,,,,,
player,201509270htx,htx,GrimJo01,rec_long,9,,,,,
player,201509270htx,htx,GrimJo01,fumbles,0,,,,,
player,201509270htx,htx,GrimJo01,fumbles_lost,0,,,,,
player,201509270htx,htx,PolkCh00,pass_cmp,0,,,,,
player,201509270htx,htx,PolkCh00,pass_att,0,,,,,
player,201509270htx,htx,PolkCh00,pass_yds,0,,,,,
player,201509270htx,htx,PolkCh00,pass_td,0,,,,,
player,201509270htx,htx,PolkCh00,pass_int,0,,,,,
player,201509270htx,htx,PolkCh00,pass_sacked,0,,,,,
player,201509270htx,htx,PolkCh00,pass_sacked_yds,0,,,,,
player,201509270htx,htx,PolkCh00,pass_long,0,,,,,
player,201509270htx,htx,PolkCh00,pass_rating,,,,,,
player,201509270htx,htx,PolkCh00,rush_att,5,,,,,
player,201509270htx,htx,PolkCh00,rush_yds,5,,,,,
player,201509270htx,htx,PolkCh00,rush_td,0,,,,,
player,201509270htx,htx,PolkCh00,rush_long,6,,,,,
player,201509270htx,htx,PolkCh00,targets,0,,,,,
player,201509270htx,htx,PolkCh00,rec,0,,,,,
player,201509270htx,htx,PolkCh00,rec_yds,0,,,,,
player,201509270htx,htx,PolkCh00,rec_td,0,,,,,
player,201509270htx,htx,PolkCh00,rec_long,0,,,,,
player,201509270htx,htx,PolkCh00,fumbles,0,,,,,
player,201509270htx,htx,PolkCh00,fumbles_lost,0,,,,,
player,201509270htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201509270htx,htx,HopkDe00,pass_att,0,,,,,
player,201509270htx,htx,HopkDe00,pass_yds,0,,,,,
player,201509270htx,htx,HopkDe00,pass_td,0,,,,,
player,201509270htx,htx,HopkDe00,pass_int,0,,,,,
player,201509270htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201509270htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201509270htx,htx,HopkDe00,pass_long,0,,,,,
player,201509270htx,htx,HopkDe00,pass_rating,,,,,,
player,201509270htx,htx,HopkDe00,rush_att,0,,,,,
player,201509270htx,htx,HopkDe00,rush_yds,0,,,,,
player,201509270htx,htx,HopkDe00,rush_td,0,,,,,
player,201509270htx,htx,HopkDe00,rush_long,0,,,,,
player,201509270htx,htx,HopkDe00,targets,14,,,,,
player,201509270htx,htx,HopkDe00,rec,8,,,,,
player,201509270htx,htx,HopkDe00,rec_yds,101,,,,,
player,201509270htx,htx,HopkDe00,rec_td,1,,,,,
player,201509270htx,htx,HopkDe00,rec_long,29,,,,,
player,201509270htx,htx,HopkDe00,fumbles,0,,,,,
player,201509270htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201509270htx,htx,ShorCe00,pass_cmp,0,,,,,
player,201509270htx,htx,ShorCe00,pass_att,0,,,,,
player,201509270htx,htx,ShorCe00,pass_yds,0,,,,,
player,201509270htx,htx,ShorCe00,pass_td,0,,,,,
player,201509270htx,htx,ShorCe00,pass_int,0,,,,,
player,201509270htx,htx,ShorCe00,pass_sacked,0,,,,,
player,201509270htx,htx,ShorCe00,pass_sacked_yds,0,,,,,
player,201509270htx,htx,ShorCe00,pass_long,0,,,,,
player,201509270htx,htx,ShorCe00,pass_rating,,,,,,
player,201509270htx,htx,ShorCe00,rush_att,0,,,,,
player,201509270htx,htx,ShorCe00,rush_yds,0,,,,,
player,201509270htx,htx,ShorCe00,rush_td,0,,,,,
player,201509270htx,htx,ShorCe00,rush_long,0,,,,,
player,201509270htx,htx,ShorCe00,targets,9,,,,,
player,201509270htx,htx,ShorCe00,rec,6,,,,,
player,201509270htx,htx,ShorCe00,rec_yds,58,,,,,
player,201509270htx,htx,ShorCe00,rec_td,0,,,,,
player,201509270htx,htx,ShorCe00,rec_long,18,,,,,
player,201509270htx,htx,ShorCe00,fumbles,0,,,,,
player,201509270htx,htx,ShorCe00,fumbles_lost,0,,,,,
player,201509270htx,htx,WashNa00,pass_cmp,0,,,,,
player,201509270htx,htx,WashNa00,pass_att,0,,,,,
player,201509270htx,htx,WashNa00,pass_yds,0,,,,,
player,201509270htx,htx,WashNa00,pass_td,0,,,,,
player,201509270htx,htx,WashNa00,pass_int,0,,,,,
player,201509270htx,htx,WashNa00,pass_sacked,0,,,,,
player,201509270htx,htx,WashNa00,pass_sacked_yds,0,,,,,
player,201509270htx,htx,WashNa00,pass_long,0,,,,,
player,201509270htx,htx,WashNa00,pass_rating,,,,,,
player,201509270htx,htx,WashNa00,rush_att,0,,,,,
player,201509270htx,htx,WashNa00,rush_yds,0,,,,,
player,201509270htx,htx,WashNa00,rush_td,0,,,,,
player,201509270htx,htx,WashNa00,rush_long,0,,,,,
player,201509270htx,htx,WashNa00,targets,9,,,,,
player,201509270htx,htx,WashNa00,rec,4,,,,,
player,201509270htx,htx,WashNa00,rec_yds,42,,,,,
player,201509270htx,htx,WashNa00,rec_td,0,,,,,
player,201509270htx,htx,WashNa00,rec_long,14,,,,,
player,201509270htx,htx,WashNa00,fumbles,0,,,,,
player,201509270htx,htx,WashNa00,fumbles_lost,0,,,,,
player,201509270htx,htx,GrahGa00,pass_cmp,0,,,,,
player,201509270htx,htx,GrahGa00,pass_att,0,,,,,
player,201509270htx,htx,GrahGa00,pass_yds,0,,,,,
player,201509270htx,htx,GrahGa00,pass_td,0,,,,,
player,201509270htx,htx,GrahGa00,pass_int,0,,,,,
player,201509270htx,htx,GrahGa00,pass_sacked,0,,,,,
player,201509270htx,htx,GrahGa00,pass_sacked_yds,0,,,,,
player,201509270htx,htx,GrahGa00,pass_long,0,,,,,
player,201509270htx,htx,GrahGa00,pass_rating,,,,,,
player,201509270htx,htx,GrahGa00,rush_att,0,,,,,
player,201509270htx,htx,GrahGa00,rush_yds,0,,,,,
player,201509270htx,htx,GrahGa00,rush_td,0,,,,,
player,201509270htx,htx,GrahGa00,rush_long,0,,,,,
player,201509270htx,htx,GrahGa00,targets,1,,,,,
player,201509270htx,htx,GrahGa00,rec,1,,,,,
player,201509270htx,htx,GrahGa00,rec_yds,9,,,,,
player,201509270htx,htx,GrahGa00,rec_td,0,,,,,
player,201509270htx,htx,GrahGa00,rec_long,9,,,,,
player,201509270htx,htx,GrahGa00,fumbles,0,,,,,
player,201509270htx,htx,GrahGa00,fumbles_lost,0,,,,,
player,201509270htx,htx,WortCh00,pass_cmp,0,,,,,
player,201509270htx,htx,WortCh00,pass_att,0,,,,,
player,201509270htx,htx,WortCh00,pass_yds,0,,,,,
player,201509270htx,htx,WortCh00,pass_td,0,,,,,
player,201509270htx,htx,WortCh00,pass_int,0,,,,,
player,201509270htx,htx,WortCh00,pass_sacked,0,,,,,
player,201509270htx,htx,WortCh00,pass_sacked_yds,0,,,,,
player,201509270htx,htx,WortCh00,pass_long,0,,,,,
player,201509270htx,htx,WortCh00,pass_rating,,,,,,
player,201509270htx,htx,WortCh00,rush_att,0,,,,,
player,201509270htx,htx,WortCh00,rush_yds,0,,,,,
player,201509270htx,htx,WortCh00,rush_td,0,,,,,
player,201509270htx,htx,WortCh00,rush_long,0,,,,,
player,201509270htx,htx,WortCh00,targets,1,,,,,
player,201509270htx,htx,WortCh00,rec,1,,,,,
player,201509270htx,htx,WortCh00,rec_yds,-1,,,,,
player,201509270htx,htx,WortCh00,rec_td,0,,,,,
player,201509270htx,htx,WortCh00,rec_long,-1,,,,,
player,201509270htx,htx,WortCh00,fumbles,1,,,,,
player,201509270htx,htx,WortCh00,fumbles_lost,0,,,,,
player,201509270htx,tam,AlexKw00,def_int,1,,,,,
player,201509270htx,tam,AlexKw00,def_int_yds,0,,,,,
player,201509270htx,tam,AlexKw00,def_int_td,0,,,,,
player,201509270htx,tam,AlexKw00,def_int_long,0,,,,,
player,201509270htx,tam,AlexKw00,pass_defended,2,,,,,
player,201509270htx,tam,AlexKw00,sacks,0.0,,,,,
player,201509270htx,tam,AlexKw00,tackles_combined,10,,,,,
player,201509270htx,tam,AlexKw00,tackles_solo,5,,,,,
player,201509270htx,tam,AlexKw00,tackles_assists,5,,,,,
player,201509270htx,tam,AlexKw00,tackles_loss,1,,,,,
player,201509270htx,tam,AlexKw00,qb_hits,0,,,,,
player,201509270htx,tam,AlexKw00,fumbles_rec,0,,,,,
player,201509270htx,tam,AlexKw00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,AlexKw00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,AlexKw00,fumbles_forced,0,,,,,
player,201509270htx,tam,MeltHe99,def_int,0,,,,,
player,201509270htx,tam,MeltHe99,def_int_yds,0,,,,,
player,201509270htx,tam,MeltHe99,def_int_td,0,,,,,
player,201509270htx,tam,MeltHe99,def_int_long,0,,,,,
player,201509270htx,tam,MeltHe99,pass_defended,0,,,,,
player,201509270htx,tam,MeltHe99,sacks,1.0,,,,,
player,201509270htx,tam,MeltHe99,tackles_combined,3,,,,,
player,201509270htx,tam,MeltHe99,tackles_solo,1,,,,,
player,201509270htx,tam,MeltHe99,tackles_assists,2,,,,,
player,201509270htx,tam,MeltHe99,tackles_loss,1,,,,,
player,201509270htx,tam,MeltHe99,qb_hits,1,,,,,
player,201509270htx,tam,MeltHe99,fumbles_rec,0,,,,,
player,201509270htx,tam,MeltHe99,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,MeltHe99,fumbles_rec_td,0,,,,,
player,201509270htx,tam,MeltHe99,fumbles_forced,0,,,,,
player,201509270htx,tam,DaviLa00,def_int,0,,,,,
player,201509270htx,tam,DaviLa00,def_int_yds,0,,,,,
player,201509270htx,tam,DaviLa00,def_int_td,0,,,,,
player,201509270htx,tam,DaviLa00,def_int_long,0,,,,,
player,201509270htx,tam,DaviLa00,pass_defended,0,,,,,
player,201509270htx,tam,DaviLa00,sacks,0.0,,,,,
player,201509270htx,tam,DaviLa00,tackles_combined,15,,,,,
player,201509270htx,tam,DaviLa00,tackles_solo,3,,,,,
player,201509270htx,tam,DaviLa00,tackles_assists,12,,,,,
player,201509270htx,tam,DaviLa00,tackles_loss,1,,,,,
player,201509270htx,tam,DaviLa00,qb_hits,0,,,,,
player,201509270htx,tam,DaviLa00,fumbles_rec,0,,,,,
player,201509270htx,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,DaviLa00,fumbles_forced,0,,,,,
player,201509270htx,tam,MoorSt00,def_int,0,,,,,
player,201509270htx,tam,MoorSt00,def_int_yds,0,,,,,
player,201509270htx,tam,MoorSt00,def_int_td,0,,,,,
player,201509270htx,tam,MoorSt00,def_int_long,0,,,,,
player,201509270htx,tam,MoorSt00,pass_defended,1,,,,,
player,201509270htx,tam,MoorSt00,sacks,0.0,,,,,
player,201509270htx,tam,MoorSt00,tackles_combined,9,,,,,
player,201509270htx,tam,MoorSt00,tackles_solo,5,,,,,
player,201509270htx,tam,MoorSt00,tackles_assists,4,,,,,
player,201509270htx,tam,MoorSt00,tackles_loss,0,,,,,
player,201509270htx,tam,MoorSt00,qb_hits,0,,,,,
player,201509270htx,tam,MoorSt00,fumbles_rec,0,,,,,
player,201509270htx,tam,MoorSt00,fumbles_rec_yds,0,,,,,
player,201509270htx,tam,MoorSt00,fumbles_rec_td,0,,,,,
player,201509270htx,tam,MoorSt00,fumbles_forced,0,,,,,
player,201509270htx,tam,McDoCl99,def_int,0,,,,,
player,201509270htx,tam,McDoCl99,def_int_yds,0,,,,,
player,201509270htx,tam,McDoCl99,def_int_td,0,,,,,
player,201509270htx,tam,McDoCl99,def_int_long,0,,,,,
player,201509270htx,tam,McDoCl99,pass_defended,0,,,,,
player,201509270htx,tam,McDoCl99,sacks,0.0,,,,,
player,201509270htx,tam,McDoCl99,tackles_combined,8,,,,,
player,201509270htx,tam,McDoCl99,tackles_solo,4,,,,,
player,201509270htx,tam,McDoCl99,tackles_assists,4,,,,,
player,201509270htx,tam,McDoCl99,tackles_loss,0,,,,,
