game,2015,14,20151213,201512130cle,sfo,"San Francisco 49ers",10,cle,"Cleveland Browns",24
player,201512130cle,cle,HughJo00,qb_hits,0,,,,,
player,201512130cle,cle,HughJo00,fumbles_rec,0,,,,,
player,201512130cle,cle,HughJo00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,HughJo00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,HughJo00,fumbles_forced,0,,,,,
player,201512130cle,cle,HughCh01,def_int,0,,,,,
player,201512130cle,cle,HughCh01,def_int_yds,0,,,,,
player,201512130cle,cle,HughCh01,def_int_td,0,,,,,
player,201512130cle,cle,HughCh01,def_int_long,0,,,,,
player,201512130cle,cle,HughCh01,pass_defended,0,,,,,
player,201512130cle,cle,HughCh01,sacks,0.0,,,,,
player,201512130cle,cle,HughCh01,tackles_combined,1,,,,,
player,201512130cle,cle,HughCh01,tackles_solo,1,,,,,
player,201512130cle,cle,HughCh01,tackles_assists,0,,,,,
player,201512130cle,cle,HughCh01,tackles_loss,0,,,,,
player,201512130cle,cle,HughCh01,qb_hits,0,,,,,
player,201512130cle,cle,HughCh01,fumbles_rec,0,,,,,
player,201512130cle,cle,HughCh01,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,HughCh01,fumbles_rec_td,0,,,,,
player,201512130cle,cle,HughCh01,fumbles_forced,0,,,,,
player,201512130cle,cle,JoneDo02,def_int,0,,,,,
player,201512130cle,cle,JoneDo02,def_int_yds,0,,,,,
player,201512130cle,cle,JoneDo02,def_int_td,0,,,,,
player,201512130cle,cle,JoneDo02,def_int_long,0,,,,,
player,201512130cle,cle,JoneDo02,pass_defended,0,,,,,
player,201512130cle,cle,JoneDo02,sacks,0.0,,,,,
player,201512130cle,cle,JoneDo02,tackles_combined,1,,,,,
player,201512130cle,cle,JoneDo02,tackles_solo,1,,,,,
player,201512130cle,cle,JoneDo02,tackles_assists,0,,,,,
player,201512130cle,cle,JoneDo02,tackles_loss,0,,,,,
player,201512130cle,cle,JoneDo02,qb_hits,0,,,,,
player,201512130cle,cle,JoneDo02,fumbles_rec,0,,,,,
player,201512130cle,cle,JoneDo02,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,JoneDo02,fumbles_rec_td,0,,,,,
player,201512130cle,cle,JoneDo02,fumbles_forced,0,,,,,
player,201512130cle,cle,MingBa00,def_int,0,,,,,
player,201512130cle,cle,MingBa00,def_int_yds,0,,,,,
player,201512130cle,cle,MingBa00,def_int_td,0,,,,,
player,201512130cle,cle,MingBa00,def_int_long,0,,,,,
player,201512130cle,cle,MingBa00,pass_defended,0,,,,,
player,201512130cle,cle,MingBa00,sacks,0.0,,,,,
player,201512130cle,cle,MingBa00,tackles_combined,1,,,,,
player,201512130cle,cle,MingBa00,tackles_solo,1,,,,,
player,201512130cle,cle,MingBa00,tackles_assists,0,,,,,
player,201512130cle,cle,MingBa00,tackles_loss,0,,,,,
player,201512130cle,cle,MingBa00,qb_hits,0,,,,,
player,201512130cle,cle,MingBa00,fumbles_rec,0,,,,,
player,201512130cle,cle,MingBa00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,MingBa00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,MingBa00,fumbles_forced,0,,,,,
player,201512130cle,cle,RobeCr00,def_int,0,,,,,
player,201512130cle,cle,RobeCr00,def_int_yds,0,,,,,
player,201512130cle,cle,RobeCr00,def_int_td,0,,,,,
player,201512130cle,cle,RobeCr00,def_int_long,0,,,,,
player,201512130cle,cle,RobeCr00,pass_defended,0,,,,,
player,201512130cle,cle,RobeCr00,sacks,0.0,,,,,
player,201512130cle,cle,RobeCr00,tackles_combined,1,,,,,
player,201512130cle,cle,RobeCr00,tackles_solo,1,,,,,
player,201512130cle,cle,RobeCr00,tackles_assists,0,,,,,
player,201512130cle,cle,RobeCr00,tackles_loss,0,,,,,
player,201512130cle,cle,RobeCr00,qb_hits,0,,,,,
player,201512130cle,cle,RobeCr00,fumbles_rec,0,,,,,
player,201512130cle,cle,RobeCr00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,RobeCr00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,RobeCr00,fumbles_forced,0,,,,,
player,201512130cle,cle,ShelDa01,def_int,0,,,,,
player,201512130cle,cle,ShelDa01,def_int_yds,0,,,,,
player,201512130cle,cle,ShelDa01,def_int_td,0,,,,,
player,201512130cle,cle,ShelDa01,def_int_long,0,,,,,
player,201512130cle,cle,ShelDa01,pass_defended,0,,,,,
player,201512130cle,cle,ShelDa01,sacks,0.0,,,,,
player,201512130cle,cle,ShelDa01,tackles_combined,1,,,,,
player,201512130cle,cle,ShelDa01,tackles_solo,1,,,,,
player,201512130cle,cle,ShelDa01,tackles_assists,0,,,,,
player,201512130cle,cle,ShelDa01,tackles_loss,0,,,,,
player,201512130cle,cle,ShelDa01,qb_hits,0,,,,,
player,201512130cle,cle,ShelDa01,fumbles_rec,0,,,,,
player,201512130cle,cle,ShelDa01,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,ShelDa01,fumbles_rec_td,0,,,,,
player,201512130cle,cle,ShelDa01,fumbles_forced,0,,,,,
player,201512130cle,cle,StarRa20,def_int,0,,,,,
player,201512130cle,cle,StarRa20,def_int_yds,0,,,,,
player,201512130cle,cle,StarRa20,def_int_td,0,,,,,
player,201512130cle,cle,StarRa20,def_int_long,0,,,,,
player,201512130cle,cle,StarRa20,pass_defended,0,,,,,
player,201512130cle,cle,StarRa20,sacks,0.0,,,,,
player,201512130cle,cle,StarRa20,tackles_combined,1,,,,,
player,201512130cle,cle,StarRa20,tackles_solo,1,,,,,
player,201512130cle,cle,StarRa20,tackles_assists,0,,,,,
player,201512130cle,cle,StarRa20,tackles_loss,0,,,,,
player,201512130cle,cle,StarRa20,qb_hits,0,,,,,
player,201512130cle,cle,StarRa20,fumbles_rec,0,,,,,
player,201512130cle,cle,StarRa20,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,StarRa20,fumbles_rec_td,0,,,,,
player,201512130cle,cle,StarRa20,fumbles_forced,0,,,,,
player,201512130cle,cle,BenjTr00,def_int,0,,,,,
player,201512130cle,cle,BenjTr00,def_int_yds,0,,,,,
player,201512130cle,cle,BenjTr00,def_int_td,0,,,,,
player,201512130cle,cle,BenjTr00,def_int_long,0,,,,,
player,201512130cle,cle,BenjTr00,pass_defended,0,,,,,
player,201512130cle,cle,BenjTr00,sacks,0.0,,,,,
player,201512130cle,cle,BenjTr00,tackles_combined,0,,,,,
player,201512130cle,cle,BenjTr00,tackles_solo,0,,,,,
player,201512130cle,cle,BenjTr00,tackles_assists,0,,,,,
player,201512130cle,cle,BenjTr00,tackles_loss,0,,,,,
player,201512130cle,cle,BenjTr00,qb_hits,0,,,,,
player,201512130cle,cle,BenjTr00,fumbles_rec,1,,,,,
player,201512130cle,cle,BenjTr00,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,BenjTr00,fumbles_rec_td,0,,,,,
player,201512130cle,cle,BenjTr00,fumbles_forced,0,,,,,
player,201512130cle,cle,KrugPa99,def_int,0,,,,,
player,201512130cle,cle,KrugPa99,def_int_yds,0,,,,,
player,201512130cle,cle,KrugPa99,def_int_td,0,,,,,
player,201512130cle,cle,KrugPa99,def_int_long,0,,,,,
player,201512130cle,cle,KrugPa99,pass_defended,0,,,,,
player,201512130cle,cle,KrugPa99,sacks,0.0,,,,,
player,201512130cle,cle,KrugPa99,tackles_combined,0,,,,,
player,201512130cle,cle,KrugPa99,tackles_solo,0,,,,,
player,201512130cle,cle,KrugPa99,tackles_assists,0,,,,,
player,201512130cle,cle,KrugPa99,tackles_loss,0,,,,,
player,201512130cle,cle,KrugPa99,qb_hits,1,,,,,
player,201512130cle,cle,KrugPa99,fumbles_rec,0,,,,,
player,201512130cle,cle,KrugPa99,fumbles_rec_yds,0,,,,,
player,201512130cle,cle,KrugPa99,fumbles_rec_td,0,,,,,
player,201512130cle,cle,KrugPa99,fumbles_forced,0,,,,,
player,201512130cle,sfo,ElliBr00,kick_ret,1,,,,,
player,201512130cle,sfo,ElliBr00,kick_ret_yds,21,,,,,
player,201512130cle,sfo,ElliBr00,kick_ret_yds_per_ret,21.0,,,,,
player,201512130cle,sfo,ElliBr00,kick_ret_td,0,,,,,
player,201512130cle,sfo,ElliBr00,kick_ret_long,21,,,,,
player,201512130cle,sfo,ElliBr00,punt_ret,1,,,,,
player,201512130cle,sfo,ElliBr00,punt_ret_yds,36,,,,,
player,201512130cle,sfo,ElliBr00,punt_ret_yds_per_ret,36.0,,,,,
player,201512130cle,sfo,ElliBr00,punt_ret_td,0,,,,,
player,201512130cle,sfo,ElliBr00,punt_ret_long,36,,,,,
player,201512130cle,sfo,PattQu00,kick_ret,1,,,,,
player,201512130cle,sfo,PattQu00,kick_ret_yds,35,,,,,
player,201512130cle,sfo,PattQu00,kick_ret_yds_per_ret,35.0,,,,,
player,201512130cle,sfo,PattQu00,kick_ret_td,0,,,,,
player,201512130cle,sfo,PattQu00,kick_ret_long,35,,,,,
player,201512130cle,sfo,PattQu00,punt_ret,0,,,,,
player,201512130cle,sfo,PattQu00,punt_ret_yds,0,,,,,
player,201512130cle,sfo,PattQu00,punt_ret_yds_per_ret,,,,,,
player,201512130cle,sfo,PattQu00,punt_ret_td,0,,,,,
player,201512130cle,sfo,PattQu00,punt_ret_long,0,,,,,
player,201512130cle,cle,BenjTr00,kick_ret,0,,,,,
player,201512130cle,cle,BenjTr00,kick_ret_yds,0,,,,,
player,201512130cle,cle,BenjTr00,kick_ret_yds_per_ret,,,,,,
player,201512130cle,cle,BenjTr00,kick_ret_td,0,,,,,
player,201512130cle,cle,BenjTr00,kick_ret_long,0,,,,,
player,201512130cle,cle,BenjTr00,punt_ret,3,,,,,
player,201512130cle,cle,BenjTr00,punt_ret_yds,11,,,,,
player,201512130cle,cle,BenjTr00,punt_ret_yds_per_ret,3.7,,,,,
player,201512130cle,cle,BenjTr00,punt_ret_td,0,,,,,
player,201512130cle,cle,BenjTr00,punt_ret_long,11,,,,,
player,201512130cle,sfo,dawsophi01,xpm,1,,,,,
player,201512130cle,sfo,dawsophi01,xpa,1,,,,,
player,201512130cle,sfo,dawsophi01,fgm,1,,,,,
player,201512130cle,sfo,dawsophi01,fga,1,,,,,
player,201512130cle,sfo,dawsophi01,punt,0,,,,,
player,201512130cle,sfo,dawsophi01,punt_yds,0,,,,,
player,201512130cle,sfo,dawsophi01,punt_yds_per_punt,,,,,,
player,201512130cle,sfo,dawsophi01,punt_long,0,,,,,
player,201512130cle,sfo,PiniBr00,xpm,,,,,,
player,201512130cle,sfo,PiniBr00,xpa,,,,,,
player,201512130cle,sfo,PiniBr00,fgm,,,,,,
player,201512130cle,sfo,PiniBr00,fga,,,,,,
player,201512130cle,sfo,PiniBr00,punt,7,,,,,
player,201512130cle,sfo,PiniBr00,punt_yds,286,,,,,
player,201512130cle,sfo,PiniBr00,punt_yds_per_punt,40.9,,,,,
player,201512130cle,sfo,PiniBr00,punt_long,44,,,,,
player,201512130cle,cle,CoonTr00,xpm,3,,,,,
player,201512130cle,cle,CoonTr00,xpa,3,,,,,
player,201512130cle,cle,CoonTr00,fgm,1,,,,,
player,201512130cle,cle,CoonTr00,fga,2,,,,,
player,201512130cle,cle,CoonTr00,punt,0,,,,,
player,201512130cle,cle,CoonTr00,punt_yds,0,,,,,
player,201512130cle,cle,CoonTr00,punt_yds_per_punt,,,,,,
player,201512130cle,cle,CoonTr00,punt_long,0,,,,,
player,201512130cle,cle,LeexAn20,xpm,,,,,,
player,201512130cle,cle,LeexAn20,xpa,,,,,,
player,201512130cle,cle,LeexAn20,fgm,,,,,,
player,201512130cle,cle,LeexAn20,fga,,,,,,
player,201512130cle,cle,LeexAn20,punt,3,,,,,
player,201512130cle,cle,LeexAn20,punt_yds,119,,,,,
player,201512130cle,cle,LeexAn20,punt_yds_per_punt,39.7,,,,,
player,201512130cle,cle,LeexAn20,punt_long,51,,,,,
player,201512130cle,cle,PaszAu00,pos,T,,,,,
player,201512130cle,cle,PaszAu00,offense,78,,,,,
player,201512130cle,cle,PaszAu00,off_pct,100%,,,,,
player,201512130cle,cle,PaszAu00,defense,0,,,,,
player,201512130cle,cle,PaszAu00,def_pct,0%,,,,,
player,201512130cle,cle,PaszAu00,special_teams,5,,,,,
player,201512130cle,cle,PaszAu00,st_pct,20%,,,,,
player,201512130cle,cle,GrecJo20,pos,G,,,,,
player,201512130cle,cle,GrecJo20,offense,78,,,,,
player,201512130cle,cle,GrecJo20,off_pct,100%,,,,,
player,201512130cle,cle,GrecJo20,defense,0,,,,,
player,201512130cle,cle,GrecJo20,def_pct,0%,,,,,
player,201512130cle,cle,GrecJo20,special_teams,5,,,,,
player,201512130cle,cle,GrecJo20,st_pct,20%,,,,,
player,201512130cle,cle,SchwMi00,pos,T,,,,,
player,201512130cle,cle,SchwMi00,offense,78,,,,,
player,201512130cle,cle,SchwMi00,off_pct,100%,,,,,
player,201512130cle,cle,SchwMi00,defense,0,,,,,
player,201512130cle,cle,SchwMi00,def_pct,0%,,,,,
player,201512130cle,cle,SchwMi00,special_teams,5,,,,,
player,201512130cle,cle,SchwMi00,st_pct,20%,,,,,
player,201512130cle,cle,ThomJo28,pos,T,,,,,
player,201512130cle,cle,ThomJo28,offense,78,,,,,
player,201512130cle,cle,ThomJo28,off_pct,100%,,,,,
player,201512130cle,cle,ThomJo28,defense,0,,,,,
player,201512130cle,cle,ThomJo28,def_pct,0%,,,,,
player,201512130cle,cle,ThomJo28,special_teams,0,,,,,
player,201512130cle,cle,ThomJo28,st_pct,0%,,,,,
player,201512130cle,cle,ManzJo00,pos,QB,,,,,
player,201512130cle,cle,ManzJo00,offense,78,,,,,
player,201512130cle,cle,ManzJo00,off_pct,100%,,,,,
player,201512130cle,cle,ManzJo00,defense,0,,,,,
player,201512130cle,cle,ManzJo00,def_pct,0%,,,,,
player,201512130cle,cle,ManzJo00,special_teams,0,,,,,
player,201512130cle,cle,ManzJo00,st_pct,0%,,,,,
player,201512130cle,cle,MackAl20,pos,C,,,,,
player,201512130cle,cle,MackAl20,offense,78,,,,,
player,201512130cle,cle,MackAl20,off_pct,100%,,,,,
player,201512130cle,cle,MackAl20,defense,0,,,,,
player,201512130cle,cle,MackAl20,def_pct,0%,,,,,
player,201512130cle,cle,MackAl20,special_teams,0,,,,,
player,201512130cle,cle,MackAl20,st_pct,0%,,,,,
player,201512130cle,cle,BarnGa01,pos,TE,,,,,
player,201512130cle,cle,BarnGa01,offense,67,,,,,
player,201512130cle,cle,BarnGa01,off_pct,86%,,,,,
player,201512130cle,cle,BarnGa01,defense,0,,,,,
player,201512130cle,cle,BarnGa01,def_pct,0%,,,,,
player,201512130cle,cle,BarnGa01,special_teams,4,,,,,
player,201512130cle,cle,BarnGa01,st_pct,16%,,,,,
player,201512130cle,cle,BenjTr00,pos,WR,,,,,
player,201512130cle,cle,BenjTr00,offense,52,,,,,
player,201512130cle,cle,BenjTr00,off_pct,67%,,,,,
player,201512130cle,cle,BenjTr00,defense,0,,,,,
player,201512130cle,cle,BenjTr00,def_pct,0%,,,,,
player,201512130cle,cle,BenjTr00,special_teams,8,,,,,
player,201512130cle,cle,BenjTr00,st_pct,32%,,,,,
player,201512130cle,cle,MoorMa02,pos,WR,,,,,
player,201512130cle,cle,MoorMa02,offense,52,,,,,
player,201512130cle,cle,MoorMa02,off_pct,67%,,,,,
player,201512130cle,cle,MoorMa02,defense,0,,,,,
player,201512130cle,cle,MoorMa02,def_pct,0%,,,,,
player,201512130cle,cle,MoorMa02,special_teams,2,,,,,
player,201512130cle,cle,MoorMa02,st_pct,8%,,,,,
player,201512130cle,cle,HartBr00,pos,WR,,,,,
player,201512130cle,cle,HartBr00,offense,46,,,,,
player,201512130cle,cle,HartBr00,off_pct,59%,,,,,
player,201512130cle,cle,HartBr00,defense,0,,,,,
player,201512130cle,cle,HartBr00,def_pct,0%,,,,,
player,201512130cle,cle,HartBr00,special_teams,0,,,,,
player,201512130cle,cle,HartBr00,st_pct,0%,,,,,
player,201512130cle,cle,JohnDu00,pos,RB,,,,,
player,201512130cle,cle,JohnDu00,offense,44,,,,,
player,201512130cle,cle,JohnDu00,off_pct,56%,,,,,
player,201512130cle,cle,JohnDu00,defense,0,,,,,
player,201512130cle,cle,JohnDu00,def_pct,0%,,,,,
player,201512130cle,cle,JohnDu00,special_teams,0,,,,,
player,201512130cle,cle,JohnDu00,st_pct,0%,,,,,
player,201512130cle,cle,DrayJi00,pos,TE,,,,,
player,201512130cle,cle,DrayJi00,offense,37,,,,,
player,201512130cle,cle,DrayJi00,off_pct,47%,,,,,
player,201512130cle,cle,DrayJi00,defense,0,,,,,
player,201512130cle,cle,DrayJi00,def_pct,0%,,,,,
player,201512130cle,cle,DrayJi00,special_teams,8,,,,,
player,201512130cle,cle,DrayJi00,st_pct,32%,,,,,
player,201512130cle,cle,CrowIs00,pos,RB,,,,,
player,201512130cle,cle,CrowIs00,offense,36,,,,,
player,201512130cle,cle,CrowIs00,off_pct,46%,,,,,
player,201512130cle,cle,CrowIs00,defense,0,,,,,
player,201512130cle,cle,CrowIs00,def_pct,0%,,,,,
player,201512130cle,cle,CrowIs00,special_teams,0,,,,,
player,201512130cle,cle,CrowIs00,st_pct,0%,,,,,
player,201512130cle,cle,JennDa00,pos,WR,,,,,
player,201512130cle,cle,JennDa00,offense,25,,,,,
player,201512130cle,cle,JennDa00,off_pct,32%,,,,,
player,201512130cle,cle,JennDa00,defense,0,,,,,
player,201512130cle,cle,JennDa00,def_pct,0%,,,,,
player,201512130cle,cle,JennDa00,special_teams,10,,,,,
player,201512130cle,cle,JennDa00,st_pct,40%,,,,,
player,201512130cle,cle,PryoTe00,pos,WR,,,,,
player,201512130cle,cle,PryoTe00,offense,16,,,,,
player,201512130cle,cle,PryoTe00,off_pct,21%,,,,,
player,201512130cle,cle,PryoTe00,defense,0,,,,,
player,201512130cle,cle,PryoTe00,def_pct,0%,,,,,
player,201512130cle,cle,PryoTe00,special_teams,0,,,,,
player,201512130cle,cle,PryoTe00,st_pct,0%,,,,,
player,201512130cle,cle,BibbE.00,pos,TE,,,,,
player,201512130cle,cle,BibbE.00,offense,10,,,,,
player,201512130cle,cle,BibbE.00,off_pct,13%,,,,,
player,201512130cle,cle,BibbE.00,defense,0,,,,,
player,201512130cle,cle,BibbE.00,def_pct,0%,,,,,
player,201512130cle,cle,BibbE.00,special_teams,1,,,,,
player,201512130cle,cle,BibbE.00,st_pct,4%,,,,,
player,201512130cle,cle,WhitDo20,pos,SS,,,,,
player,201512130cle,cle,WhitDo20,offense,2,,,,,
player,201512130cle,cle,WhitDo20,off_pct,3%,,,,,
player,201512130cle,cle,WhitDo20,defense,48,,,,,
player,201512130cle,cle,WhitDo20,def_pct,86%,,,,,
player,201512130cle,cle,WhitDo20,special_teams,0,,,,,
player,201512130cle,cle,WhitDo20,st_pct,0%,,,,,
player,201512130cle,cle,ErviCa00,pos,G,,,,,
player,201512130cle,cle,ErviCa00,offense,2,,,,,
player,201512130cle,cle,ErviCa00,off_pct,3%,,,,,
player,201512130cle,cle,ErviCa00,defense,0,,,,,
player,201512130cle,cle,ErviCa00,def_pct,0%,,,,,
player,201512130cle,cle,ErviCa00,special_teams,5,,,,,
player,201512130cle,cle,ErviCa00,st_pct,20%,,,,,
player,201512130cle,cle,WinsGl00,pos,RB,,,,,
player,201512130cle,cle,WinsGl00,offense,1,,,,,
player,201512130cle,cle,WinsGl00,off_pct,1%,,,,,
player,201512130cle,cle,WinsGl00,defense,0,,,,,
player,201512130cle,cle,WinsGl00,def_pct,0%,,,,,
player,201512130cle,cle,WinsGl00,special_teams,5,,,,,
player,201512130cle,cle,WinsGl00,st_pct,20%,,,,,
player,201512130cle,cle,WillTr99,pos,CB,,,,,
player,201512130cle,cle,WillTr99,offense,0,,,,,
player,201512130cle,cle,WillTr99,off_pct,0%,,,,,
player,201512130cle,cle,WillTr99,defense,56,,,,,
player,201512130cle,cle,WillTr99,def_pct,100%,,,,,
player,201512130cle,cle,WillTr99,special_teams,5,,,,,
player,201512130cle,cle,WillTr99,st_pct,20%,,,,,
player,201512130cle,cle,DansKa20,pos,LB,,,,,
player,201512130cle,cle,DansKa20,offense,0,,,,,
player,201512130cle,cle,DansKa20,off_pct,0%,,,,,
player,201512130cle,cle,DansKa20,defense,56,,,,,
player,201512130cle,cle,DansKa20,def_pct,100%,,,,,
player,201512130cle,cle,DansKa20,special_teams,4,,,,,
player,201512130cle,cle,DansKa20,st_pct,16%,,,,,
player,201512130cle,cle,GipsTa00,pos,FS,,,,,
player,201512130cle,cle,GipsTa00,offense,0,,,,,
player,201512130cle,cle,GipsTa00,off_pct,0%,,,,,
player,201512130cle,cle,GipsTa00,defense,56,,,,,
player,201512130cle,cle,GipsTa00,def_pct,100%,,,,,
player,201512130cle,cle,GipsTa00,special_teams,3,,,,,
player,201512130cle,cle,GipsTa00,st_pct,12%,,,,,
player,201512130cle,cle,GainCh00,pos,DB,,,,,
player,201512130cle,cle,GainCh00,offense,0,,,,,
player,201512130cle,cle,GainCh00,off_pct,0%,,,,,
player,201512130cle,cle,GainCh00,defense,55,,,,,
player,201512130cle,cle,GainCh00,def_pct,98%,,,,,
player,201512130cle,cle,GainCh00,special_teams,3,,,,,
player,201512130cle,cle,GainCh00,st_pct,12%,,,,,
player,201512130cle,cle,WillKW00,pos,CB,,,,,
player,201512130cle,cle,WillKW00,offense,0,,,,,
player,201512130cle,cle,WillKW00,off_pct,0%,,,,,
player,201512130cle,cle,WillKW00,defense,38,,,,,
player,201512130cle,cle,WillKW00,def_pct,68%,,,,,
player,201512130cle,cle,WillKW00,special_teams,9,,,,,
player,201512130cle,cle,WillKW00,st_pct,36%,,,,,
player,201512130cle,cle,BryaDe00,pos,DE,,,,,
player,201512130cle,cle,BryaDe00,offense,0,,,,,
player,201512130cle,cle,BryaDe00,off_pct,0%,,,,,
player,201512130cle,cle,BryaDe00,defense,37,,,,,
player,201512130cle,cle,BryaDe00,def_pct,66%,,,,,
player,201512130cle,cle,BryaDe00,special_teams,4,,,,,
player,201512130cle,cle,BryaDe00,st_pct,16%,,,,,
player,201512130cle,cle,KrugPa99,pos,LB,,,,,
player,201512130cle,cle,KrugPa99,offense,0,,,,,
player,201512130cle,cle,KrugPa99,off_pct,0%,,,,,
player,201512130cle,cle,KrugPa99,defense,37,,,,,
player,201512130cle,cle,KrugPa99,def_pct,66%,,,,,
player,201512130cle,cle,KrugPa99,special_teams,2,,,,,
player,201512130cle,cle,KrugPa99,st_pct,8%,,,,,
player,201512130cle,cle,KirkCh00,pos,LB,,,,,
player,201512130cle,cle,KirkCh00,offense,0,,,,,
player,201512130cle,cle,KirkCh00,off_pct,0%,,,,,
player,201512130cle,cle,KirkCh00,defense,35,,,,,
player,201512130cle,cle,KirkCh00,def_pct,62%,,,,,
player,201512130cle,cle,KirkCh00,special_teams,16,,,,,
player,201512130cle,cle,KirkCh00,st_pct,64%,,,,,
player,201512130cle,cle,BryaAr00,pos,DE,,,,,
player,201512130cle,cle,BryaAr00,offense,0,,,,,
player,201512130cle,cle,BryaAr00,off_pct,0%,,,,,
player,201512130cle,cle,BryaAr00,defense,34,,,,,
player,201512130cle,cle,BryaAr00,def_pct,61%,,,,,
player,201512130cle,cle,BryaAr00,special_teams,11,,,,,
player,201512130cle,cle,BryaAr00,st_pct,44%,,,,,
player,201512130cle,cle,StarRa20,pos,DE,,,,,
player,201512130cle,cle,StarRa20,offense,0,,,,,
player,201512130cle,cle,StarRa20,off_pct,0%,,,,,
player,201512130cle,cle,StarRa20,defense,26,,,,,
player,201512130cle,cle,StarRa20,def_pct,46%,,,,,
player,201512130cle,cle,StarRa20,special_teams,1,,,,,
player,201512130cle,cle,StarRa20,st_pct,4%,,,,,
player,201512130cle,cle,OrchNa00,pos,LB,,,,,
player,201512130cle,cle,OrchNa00,offense,0,,,,,
player,201512130cle,cle,OrchNa00,off_pct,0%,,,,,
player,201512130cle,cle,OrchNa00,defense,24,,,,,
player,201512130cle,cle,OrchNa00,def_pct,43%,,,,,
player,201512130cle,cle,OrchNa00,special_teams,0,,,,,
player,201512130cle,cle,OrchNa00,st_pct,0%,,,,,
player,201512130cle,cle,RobeCr00,pos,LB,,,,,
player,201512130cle,cle,RobeCr00,offense,0,,,,,
player,201512130cle,cle,RobeCr00,off_pct,0%,,,,,
player,201512130cle,cle,RobeCr00,defense,22,,,,,
player,201512130cle,cle,RobeCr00,def_pct,39%,,,,,
player,201512130cle,cle,RobeCr00,special_teams,16,,,,,
player,201512130cle,cle,RobeCr00,st_pct,64%,,,,,
player,201512130cle,cle,ShelDa01,pos,NT,,,,,
player,201512130cle,cle,ShelDa01,offense,0,,,,,
player,201512130cle,cle,ShelDa01,off_pct,0%,,,,,
player,201512130cle,cle,ShelDa01,defense,21,,,,,
player,201512130cle,cle,ShelDa01,def_pct,38%,,,,,
player,201512130cle,cle,ShelDa01,special_teams,5,,,,,
player,201512130cle,cle,ShelDa01,st_pct,20%,,,,,
player,201512130cle,cle,CoopXa00,pos,DE,,,,,
player,201512130cle,cle,CoopXa00,offense,0,,,,,
player,201512130cle,cle,CoopXa00,off_pct,0%,,,,,
player,201512130cle,cle,CoopXa00,defense,20,,,,,
player,201512130cle,cle,CoopXa00,def_pct,36%,,,,,
player,201512130cle,cle,CoopXa00,special_teams,0,,,,,
player,201512130cle,cle,CoopXa00,st_pct,0%,,,,,
player,201512130cle,cle,PoyeJo00,pos,FS,,,,,
player,201512130cle,cle,PoyeJo00,offense,0,,,,,
player,201512130cle,cle,PoyeJo00,off_pct,0%,,,,,
player,201512130cle,cle,PoyeJo00,defense,13,,,,,
player,201512130cle,cle,PoyeJo00,def_pct,23%,,,,,
player,201512130cle,cle,PoyeJo00,special_teams,19,,,,,
player,201512130cle,cle,PoyeJo00,st_pct,76%,,,,,
player,201512130cle,cle,MedeJa00,pos,NT,,,,,
player,201512130cle,cle,MedeJa00,offense,0,,,,,
player,201512130cle,cle,MedeJa00,off_pct,0%,,,,,
player,201512130cle,cle,MedeJa00,defense,13,,,,,
player,201512130cle,cle,MedeJa00,def_pct,23%,,,,,
player,201512130cle,cle,MedeJa00,special_teams,2,,,,,
player,201512130cle,cle,MedeJa00,st_pct,8%,,,,,
player,201512130cle,cle,HughJo00,pos,DE,,,,,
player,201512130cle,cle,HughJo00,offense,0,,,,,
player,201512130cle,cle,HughJo00,off_pct,0%,,,,,
player,201512130cle,cle,HughJo00,defense,12,,,,,
player,201512130cle,cle,HughJo00,def_pct,21%,,,,,
player,201512130cle,cle,HughJo00,special_teams,2,,,,,
player,201512130cle,cle,HughJo00,st_pct,8%,,,,,
player,201512130cle,cle,MingBa00,pos,LB,,,,,
player,201512130cle,cle,MingBa00,offense,0,,,,,
player,201512130cle,cle,MingBa00,off_pct,0%,,,,,
player,201512130cle,cle,MingBa00,defense,9,,,,,
player,201512130cle,cle,MingBa00,def_pct,16%,,,,,
player,201512130cle,cle,MingBa00,special_teams,17,,,,,
player,201512130cle,cle,MingBa00,st_pct,68%,,,,,
player,201512130cle,cle,BadeJo00,pos,CB,,,,,
player,201512130cle,cle,BadeJo00,offense,0,,,,,
player,201512130cle,cle,BadeJo00,off_pct,0%,,,,,
player,201512130cle,cle,BadeJo00,defense,2,,,,,
player,201512130cle,cle,BadeJo00,def_pct,4%,,,,,
player,201512130cle,cle,BadeJo00,special_teams,18,,,,,
player,201512130cle,cle,BadeJo00,st_pct,72%,,,,,
player,201512130cle,cle,CampIb00,pos,SS,,,,,
player,201512130cle,cle,CampIb00,offense,0,,,,,
player,201512130cle,cle,CampIb00,off_pct,0%,,,,,
player,201512130cle,cle,CampIb00,defense,2,,,,,
player,201512130cle,cle,CampIb00,def_pct,4%,,,,,
