game,2015,14,20151213,201512130cle,sfo,"San Francisco 49ers",10,cle,"Cleveland Browns",24
player,201512130cle,sfo,DrauSh00,fumbles,0,,,,,
player,201512130cle,sfo,DrauSh00,fumbles_lost,0,,,,,
player,201512130cle,sfo,CadeTr00,pass_cmp,0,,,,,
player,201512130cle,sfo,CadeTr00,pass_att,0,,,,,
player,201512130cle,sfo,CadeTr00,pass_yds,0,,,,,
player,201512130cle,sfo,CadeTr00,pass_td,0,,,,,
player,201512130cle,sfo,CadeTr00,pass_int,0,,,,,
player,201512130cle,sfo,CadeTr00,pass_sacked,0,,,,,
player,201512130cle,sfo,CadeTr00,pass_sacked_yds,0,,,,,
player,201512130cle,sfo,CadeTr00,pass_long,0,,,,,
player,201512130cle,sfo,CadeTr00,pass_rating,,,,,,
player,201512130cle,sfo,CadeTr00,rush_att,2,,,,,
player,201512130cle,sfo,CadeTr00,rush_yds,6,,,,,
player,201512130cle,sfo,CadeTr00,rush_td,0,,,,,
player,201512130cle,sfo,CadeTr00,rush_long,4,,,,,
player,201512130cle,sfo,CadeTr00,targets,2,,,,,
player,201512130cle,sfo,CadeTr00,rec,2,,,,,
player,201512130cle,sfo,CadeTr00,rec_yds,28,,,,,
player,201512130cle,sfo,CadeTr00,rec_td,0,,,,,
player,201512130cle,sfo,CadeTr00,rec_long,16,,,,,
player,201512130cle,sfo,CadeTr00,fumbles,0,,,,,
player,201512130cle,sfo,CadeTr00,fumbles_lost,0,,,,,
player,201512130cle,sfo,MillBr02,pass_cmp,0,,,,,
player,201512130cle,sfo,MillBr02,pass_att,0,,,,,
player,201512130cle,sfo,MillBr02,pass_yds,0,,,,,
player,201512130cle,sfo,MillBr02,pass_td,0,,,,,
player,201512130cle,sfo,MillBr02,pass_int,0,,,,,
player,201512130cle,sfo,MillBr02,pass_sacked,0,,,,,
player,201512130cle,sfo,MillBr02,pass_sacked_yds,0,,,,,
player,201512130cle,sfo,MillBr02,pass_long,0,,,,,
player,201512130cle,sfo,MillBr02,pass_rating,,,,,,
player,201512130cle,sfo,MillBr02,rush_att,1,,,,,
player,201512130cle,sfo,MillBr02,rush_yds,3,,,,,
player,201512130cle,sfo,MillBr02,rush_td,0,,,,,
player,201512130cle,sfo,MillBr02,rush_long,3,,,,,
player,201512130cle,sfo,MillBr02,targets,0,,,,,
player,201512130cle,sfo,MillBr02,rec,0,,,,,
player,201512130cle,sfo,MillBr02,rec_yds,0,,,,,
player,201512130cle,sfo,MillBr02,rec_td,0,,,,,
player,201512130cle,sfo,MillBr02,rec_long,0,,,,,
player,201512130cle,sfo,MillBr02,fumbles,0,,,,,
player,201512130cle,sfo,MillBr02,fumbles_lost,0,,,,,
player,201512130cle,sfo,BellBl00,pass_cmp,0,,,,,
player,201512130cle,sfo,BellBl00,pass_att,0,,,,,
player,201512130cle,sfo,BellBl00,pass_yds,0,,,,,
player,201512130cle,sfo,BellBl00,pass_td,0,,,,,
player,201512130cle,sfo,BellBl00,pass_int,0,,,,,
player,201512130cle,sfo,BellBl00,pass_sacked,0,,,,,
player,201512130cle,sfo,BellBl00,pass_sacked_yds,0,,,,,
player,201512130cle,sfo,BellBl00,pass_long,0,,,,,
player,201512130cle,sfo,BellBl00,pass_rating,,,,,,
player,201512130cle,sfo,BellBl00,rush_att,0,,,,,
player,201512130cle,sfo,BellBl00,rush_yds,0,,,,,
player,201512130cle,sfo,BellBl00,rush_td,0,,,,,
player,201512130cle,sfo,BellBl00,rush_long,0,,,,,
player,201512130cle,sfo,BellBl00,targets,3,,,,,
player,201512130cle,sfo,BellBl00,rec,3,,,,,
player,201512130cle,sfo,BellBl00,rec_yds,49,,,,,
player,201512130cle,sfo,BellBl00,rec_td,0,,,,,
player,201512130cle,sfo,BellBl00,rec_long,24,,,,,
player,201512130cle,sfo,BellBl00,fumbles,0,,,,,
player,201512130cle,sfo,BellBl00,fumbles_lost,0,,,,,
player,201512130cle,sfo,PattQu00,pass_cmp,0,,,,,
player,201512130cle,sfo,PattQu00,pass_att,0,,,,,
player,201512130cle,sfo,PattQu00,pass_yds,0,,,,,
player,201512130cle,sfo,PattQu00,pass_td,0,,,,,
player,201512130cle,sfo,PattQu00,pass_int,0,,,,,
player,201512130cle,sfo,PattQu00,pass_sacked,0,,,,,
player,201512130cle,sfo,PattQu00,pass_sacked_yds,0,,,,,
player,201512130cle,sfo,PattQu00,pass_long,0,,,,,
player,201512130cle,sfo,PattQu00,pass_rating,,,,,,
player,201512130cle,sfo,PattQu00,rush_att,0,,,,,
player,201512130cle,sfo,PattQu00,rush_yds,0,,,,,
player,201512130cle,sfo,PattQu00,rush_td,0,,,,,
player,201512130cle,sfo,PattQu00,rush_long,0,,,,,
player,201512130cle,sfo,PattQu00,targets,9,,,,,
player,201512130cle,sfo,PattQu00,rec,5,,,,,
player,201512130cle,sfo,PattQu00,rec_yds,46,,,,,
player,201512130cle,sfo,PattQu00,rec_td,0,,,,,
player,201512130cle,sfo,PattQu00,rec_long,13,,,,,
player,201512130cle,sfo,PattQu00,fumbles,0,,,,,
player,201512130cle,sfo,PattQu00,fumbles_lost,0,,,,,
player,201512130cle,sfo,BoldAn00,pass_cmp,0,,,,,
player,201512130cle,sfo,BoldAn00,pass_att,0,,,,,
player,201512130cle,sfo,BoldAn00,pass_yds,0,,,,,
player,201512130cle,sfo,BoldAn00,pass_td,0,,,,,
player,201512130cle,sfo,BoldAn00,pass_int,0,,,,,
player,201512130cle,sfo,BoldAn00,pass_sacked,0,,,,,
player,201512130cle,sfo,BoldAn00,pass_sacked_yds,0,,,,,
player,201512130cle,sfo,BoldAn00,pass_long,0,,,,,
player,201512130cle,sfo,BoldAn00,pass_rating,,,,,,
player,201512130cle,sfo,BoldAn00,rush_att,0,,,,,
player,201512130cle,sfo,BoldAn00,rush_yds,0,,,,,
player,201512130cle,sfo,BoldAn00,rush_td,0,,,,,
player,201512130cle,sfo,BoldAn00,rush_long,0,,,,,
player,201512130cle,sfo,BoldAn00,targets,3,,,,,
player,201512130cle,sfo,BoldAn00,rec,2,,,,,
player,201512130cle,sfo,BoldAn00,rec_yds,22,,,,,
player,201512130cle,sfo,BoldAn00,rec_td,0,,,,,
player,201512130cle,sfo,BoldAn00,rec_long,14,,,,,
player,201512130cle,sfo,BoldAn00,fumbles,0,,,,,
player,201512130cle,sfo,BoldAn00,fumbles_lost,0,,,,,
player,201512130cle,sfo,SimpJe00,pass_cmp,0,,,,,
player,201512130cle,sfo,SimpJe00,pass_att,0,,,,,
player,201512130cle,sfo,SimpJe00,pass_yds,0,,,,,
player,201512130cle,sfo,SimpJe00,pass_td,0,,,,,
player,201512130cle,sfo,SimpJe00,pass_int,0,,,,,
player,201512130cle,sfo,SimpJe00,pass_sacked,0,,,,,
player,201512130cle,sfo,SimpJe00,pass_sacked_yds,0,,,,,
player,201512130cle,sfo,SimpJe00,pass_long,0,,,,,
player,201512130cle,sfo,SimpJe00,pass_rating,,,,,,
player,201512130cle,sfo,SimpJe00,rush_att,0,,,,,
player,201512130cle,sfo,SimpJe00,rush_yds,0,,,,,
player,201512130cle,sfo,SimpJe00,rush_td,0,,,,,
player,201512130cle,sfo,SimpJe00,rush_long,0,,,,,
player,201512130cle,sfo,SimpJe00,targets,4,,,,,
player,201512130cle,sfo,SimpJe00,rec,2,,,,,
player,201512130cle,sfo,SimpJe00,rec_yds,20,,,,,
player,201512130cle,sfo,SimpJe00,rec_td,1,,,,,
player,201512130cle,sfo,SimpJe00,rec_long,14,,,,,
player,201512130cle,sfo,SimpJe00,fumbles,0,,,,,
player,201512130cle,sfo,SimpJe00,fumbles_lost,0,,,,,
player,201512130cle,sfo,SmitTo02,pass_cmp,0,,,,,
player,201512130cle,sfo,SmitTo02,pass_att,0,,,,,
player,201512130cle,sfo,SmitTo02,pass_yds,0,,,,,
player,201512130cle,sfo,SmitTo02,pass_td,0,,,,,
player,201512130cle,sfo,SmitTo02,pass_int,0,,,,,
player,201512130cle,sfo,SmitTo02,pass_sacked,0,,,,,
player,201512130cle,sfo,SmitTo02,pass_sacked_yds,0,,,,,
player,201512130cle,sfo,SmitTo02,pass_long,0,,,,,
player,201512130cle,sfo,SmitTo02,pass_rating,,,,,,
player,201512130cle,sfo,SmitTo02,rush_att,0,,,,,
player,201512130cle,sfo,SmitTo02,rush_yds,0,,,,,
player,201512130cle,sfo,SmitTo02,rush_td,0,,,,,
player,201512130cle,sfo,SmitTo02,rush_long,0,,,,,
player,201512130cle,sfo,SmitTo02,targets,2,,,,,
player,201512130cle,sfo,SmitTo02,rec,1,,,,,
player,201512130cle,sfo,SmitTo02,rec_yds,17,,,,,
player,201512130cle,sfo,SmitTo02,rec_td,0,,,,,
player,201512130cle,sfo,SmitTo02,rec_long,17,,,,,
player,201512130cle,sfo,SmitTo02,fumbles,0,,,,,
player,201512130cle,sfo,SmitTo02,fumbles_lost,0,,,,,
player,201512130cle,sfo,LeonBr01,pass_cmp,0,,,,,
player,201512130cle,sfo,LeonBr01,pass_att,0,,,,,
player,201512130cle,sfo,LeonBr01,pass_yds,0,,,,,
player,201512130cle,sfo,LeonBr01,pass_td,0,,,,,
player,201512130cle,sfo,LeonBr01,pass_int,0,,,,,
player,201512130cle,sfo,LeonBr01,pass_sacked,0,,,,,
player,201512130cle,sfo,LeonBr01,pass_sacked_yds,0,,,,,
player,201512130cle,sfo,LeonBr01,pass_long,0,,,,,
player,201512130cle,sfo,LeonBr01,pass_rating,,,,,,
player,201512130cle,sfo,LeonBr01,rush_att,0,,,,,
player,201512130cle,sfo,LeonBr01,rush_yds,0,,,,,
player,201512130cle,sfo,LeonBr01,rush_td,0,,,,,
player,201512130cle,sfo,LeonBr01,rush_long,0,,,,,
player,201512130cle,sfo,LeonBr01,targets,1,,,,,
player,201512130cle,sfo,LeonBr01,rec,1,,,,,
player,201512130cle,sfo,LeonBr01,rec_yds,4,,,,,
player,201512130cle,sfo,LeonBr01,rec_td,0,,,,,
player,201512130cle,sfo,LeonBr01,rec_long,4,,,,,
player,201512130cle,sfo,LeonBr01,fumbles,0,,,,,
player,201512130cle,sfo,LeonBr01,fumbles_lost,0,,,,,
player,201512130cle,sfo,ElliBr00,pass_cmp,0,,,,,
player,201512130cle,sfo,ElliBr00,pass_att,0,,,,,
player,201512130cle,sfo,ElliBr00,pass_yds,0,,,,,
player,201512130cle,sfo,ElliBr00,pass_td,0,,,,,
player,201512130cle,sfo,ElliBr00,pass_int,0,,,,,
player,201512130cle,sfo,ElliBr00,pass_sacked,0,,,,,
player,201512130cle,sfo,ElliBr00,pass_sacked_yds,0,,,,,
player,201512130cle,sfo,ElliBr00,pass_long,0,,,,,
player,201512130cle,sfo,ElliBr00,pass_rating,,,,,,
player,201512130cle,sfo,ElliBr00,rush_att,0,,,,,
player,201512130cle,sfo,ElliBr00,rush_yds,0,,,,,
player,201512130cle,sfo,ElliBr00,rush_td,0,,,,,
player,201512130cle,sfo,ElliBr00,rush_long,0,,,,,
player,201512130cle,sfo,ElliBr00,targets,1,,,,,
player,201512130cle,sfo,ElliBr00,rec,0,,,,,
player,201512130cle,sfo,ElliBr00,rec_yds,0,,,,,
player,201512130cle,sfo,ElliBr00,rec_td,0,,,,,
player,201512130cle,sfo,ElliBr00,rec_long,0,,,,,
player,201512130cle,sfo,ElliBr00,fumbles,0,,,,,
player,201512130cle,sfo,ElliBr00,fumbles_lost,0,,,,,
player,201512130cle,cle,ManzJo00,pass_cmp,21,,,,,
player,201512130cle,cle,ManzJo00,pass_att,31,,,,,
player,201512130cle,cle,ManzJo00,pass_yds,270,,,,,
player,201512130cle,cle,ManzJo00,pass_td,1,,,,,
player,201512130cle,cle,ManzJo00,pass_int,1,,,,,
player,201512130cle,cle,ManzJo00,pass_sacked,2,,,,,
player,201512130cle,cle,ManzJo00,pass_sacked_yds,19,,,,,
player,201512130cle,cle,ManzJo00,pass_long,34,,,,,
player,201512130cle,cle,ManzJo00,pass_rating,92.1,,,,,
player,201512130cle,cle,ManzJo00,rush_att,7,,,,,
player,201512130cle,cle,ManzJo00,rush_yds,15,,,,,
player,201512130cle,cle,ManzJo00,rush_td,0,,,,,
player,201512130cle,cle,ManzJo00,rush_long,8,,,,,
player,201512130cle,cle,ManzJo00,targets,0,,,,,
player,201512130cle,cle,ManzJo00,rec,0,,,,,
player,201512130cle,cle,ManzJo00,rec_yds,0,,,,,
player,201512130cle,cle,ManzJo00,rec_td,0,,,,,
player,201512130cle,cle,ManzJo00,rec_long,0,,,,,
player,201512130cle,cle,ManzJo00,fumbles,0,,,,,
player,201512130cle,cle,ManzJo00,fumbles_lost,0,,,,,
player,201512130cle,cle,CrowIs00,pass_cmp,0,,,,,
player,201512130cle,cle,CrowIs00,pass_att,0,,,,,
player,201512130cle,cle,CrowIs00,pass_yds,0,,,,,
player,201512130cle,cle,CrowIs00,pass_td,0,,,,,
player,201512130cle,cle,CrowIs00,pass_int,0,,,,,
player,201512130cle,cle,CrowIs00,pass_sacked,0,,,,,
player,201512130cle,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201512130cle,cle,CrowIs00,pass_long,0,,,,,
player,201512130cle,cle,CrowIs00,pass_rating,,,,,,
player,201512130cle,cle,CrowIs00,rush_att,20,,,,,
player,201512130cle,cle,CrowIs00,rush_yds,145,,,,,
player,201512130cle,cle,CrowIs00,rush_td,2,,,,,
player,201512130cle,cle,CrowIs00,rush_long,54,,,,,
player,201512130cle,cle,CrowIs00,targets,1,,,,,
player,201512130cle,cle,CrowIs00,rec,1,,,,,
player,201512130cle,cle,CrowIs00,rec_yds,9,,,,,
player,201512130cle,cle,CrowIs00,rec_td,0,,,,,
player,201512130cle,cle,CrowIs00,rec_long,9,,,,,
player,201512130cle,cle,CrowIs00,fumbles,0,,,,,
player,201512130cle,cle,CrowIs00,fumbles_lost,0,,,,,
player,201512130cle,cle,JohnDu00,pass_cmp,0,,,,,
player,201512130cle,cle,JohnDu00,pass_att,0,,,,,
player,201512130cle,cle,JohnDu00,pass_yds,0,,,,,
player,201512130cle,cle,JohnDu00,pass_td,0,,,,,
player,201512130cle,cle,JohnDu00,pass_int,0,,,,,
player,201512130cle,cle,JohnDu00,pass_sacked,0,,,,,
player,201512130cle,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201512130cle,cle,JohnDu00,pass_long,0,,,,,
player,201512130cle,cle,JohnDu00,pass_rating,,,,,,
player,201512130cle,cle,JohnDu00,rush_att,13,,,,,
player,201512130cle,cle,JohnDu00,rush_yds,78,,,,,
player,201512130cle,cle,JohnDu00,rush_td,0,,,,,
player,201512130cle,cle,JohnDu00,rush_long,19,,,,,
player,201512130cle,cle,JohnDu00,targets,3,,,,,
player,201512130cle,cle,JohnDu00,rec,1,,,,,
player,201512130cle,cle,JohnDu00,rec_yds,6,,,,,
player,201512130cle,cle,JohnDu00,rec_td,0,,,,,
player,201512130cle,cle,JohnDu00,rec_long,6,,,,,
player,201512130cle,cle,JohnDu00,fumbles,0,,,,,
player,201512130cle,cle,JohnDu00,fumbles_lost,0,,,,,
player,201512130cle,cle,HartBr00,pass_cmp,0,,,,,
player,201512130cle,cle,HartBr00,pass_att,0,,,,,
player,201512130cle,cle,HartBr00,pass_yds,0,,,,,
player,201512130cle,cle,HartBr00,pass_td,0,,,,,
player,201512130cle,cle,HartBr00,pass_int,0,,,,,
player,201512130cle,cle,HartBr00,pass_sacked,0,,,,,
player,201512130cle,cle,HartBr00,pass_sacked_yds,0,,,,,
player,201512130cle,cle,HartBr00,pass_long,0,,,,,
player,201512130cle,cle,HartBr00,pass_rating,,,,,,
player,201512130cle,cle,HartBr00,rush_att,0,,,,,
player,201512130cle,cle,HartBr00,rush_yds,0,,,,,
player,201512130cle,cle,HartBr00,rush_td,0,,,,,
player,201512130cle,cle,HartBr00,rush_long,0,,,,,
player,201512130cle,cle,HartBr00,targets,10,,,,,
player,201512130cle,cle,HartBr00,rec,8,,,,,
player,201512130cle,cle,HartBr00,rec_yds,107,,,,,
player,201512130cle,cle,HartBr00,rec_td,0,,,,,
player,201512130cle,cle,HartBr00,rec_long,34,,,,,
player,201512130cle,cle,HartBr00,fumbles,1,,,,,
player,201512130cle,cle,HartBr00,fumbles_lost,0,,,,,
player,201512130cle,cle,BarnGa01,pass_cmp,0,,,,,
player,201512130cle,cle,BarnGa01,pass_att,0,,,,,
player,201512130cle,cle,BarnGa01,pass_yds,0,,,,,
player,201512130cle,cle,BarnGa01,pass_td,0,,,,,
player,201512130cle,cle,BarnGa01,pass_int,0,,,,,
player,201512130cle,cle,BarnGa01,pass_sacked,0,,,,,
player,201512130cle,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201512130cle,cle,BarnGa01,pass_long,0,,,,,
player,201512130cle,cle,BarnGa01,pass_rating,,,,,,
player,201512130cle,cle,BarnGa01,rush_att,0,,,,,
player,201512130cle,cle,BarnGa01,rush_yds,0,,,,,
player,201512130cle,cle,BarnGa01,rush_td,0,,,,,
player,201512130cle,cle,BarnGa01,rush_long,0,,,,,
player,201512130cle,cle,BarnGa01,targets,7,,,,,
player,201512130cle,cle,BarnGa01,rec,5,,,,,
player,201512130cle,cle,BarnGa01,rec_yds,84,,,,,
player,201512130cle,cle,BarnGa01,rec_td,1,,,,,
player,201512130cle,cle,BarnGa01,rec_long,30,,,,,
player,201512130cle,cle,BarnGa01,fumbles,0,,,,,
player,201512130cle,cle,BarnGa01,fumbles_lost,0,,,,,
player,201512130cle,cle,BenjTr00,pass_cmp,0,,,,,
player,201512130cle,cle,BenjTr00,pass_att,0,,,,,
player,201512130cle,cle,BenjTr00,pass_yds,0,,,,,
player,201512130cle,cle,BenjTr00,pass_td,0,,,,,
player,201512130cle,cle,BenjTr00,pass_int,0,,,,,
player,201512130cle,cle,BenjTr00,pass_sacked,0,,,,,
player,201512130cle,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201512130cle,cle,BenjTr00,pass_long,0,,,,,
player,201512130cle,cle,BenjTr00,pass_rating,,,,,,
player,201512130cle,cle,BenjTr00,rush_att,0,,,,,
player,201512130cle,cle,BenjTr00,rush_yds,0,,,,,
player,201512130cle,cle,BenjTr00,rush_td,0,,,,,
player,201512130cle,cle,BenjTr00,rush_long,0,,,,,
player,201512130cle,cle,BenjTr00,targets,7,,,,,
player,201512130cle,cle,BenjTr00,rec,4,,,,,
player,201512130cle,cle,BenjTr00,rec_yds,41,,,,,
player,201512130cle,cle,BenjTr00,rec_td,0,,,,,
player,201512130cle,cle,BenjTr00,rec_long,24,,,,,
player,201512130cle,cle,BenjTr00,fumbles,1,,,,,
player,201512130cle,cle,BenjTr00,fumbles_lost,0,,,,,
player,201512130cle,cle,MoorMa02,pass_cmp,0,,,,,
player,201512130cle,cle,MoorMa02,pass_att,0,,,,,
player,201512130cle,cle,MoorMa02,pass_yds,0,,,,,
player,201512130cle,cle,MoorMa02,pass_td,0,,,,,
player,201512130cle,cle,MoorMa02,pass_int,0,,,,,
player,201512130cle,cle,MoorMa02,pass_sacked,0,,,,,
player,201512130cle,cle,MoorMa02,pass_sacked_yds,0,,,,,
player,201512130cle,cle,MoorMa02,pass_long,0,,,,,
player,201512130cle,cle,MoorMa02,pass_rating,,,,,,
player,201512130cle,cle,MoorMa02,rush_att,0,,,,,
player,201512130cle,cle,MoorMa02,rush_yds,0,,,,,
player,201512130cle,cle,MoorMa02,rush_td,0,,,,,
player,201512130cle,cle,MoorMa02,rush_long,0,,,,,
player,201512130cle,cle,MoorMa02,targets,3,,,,,
player,201512130cle,cle,MoorMa02,rec,2,,,,,
player,201512130cle,cle,MoorMa02,rec_yds,23,,,,,
player,201512130cle,cle,MoorMa02,rec_td,0,,,,,
player,201512130cle,cle,MoorMa02,rec_long,12,,,,,
player,201512130cle,cle,MoorMa02,fumbles,0,,,,,
player,201512130cle,cle,MoorMa02,fumbles_lost,0,,,,,
player,201512130cle,cle,WinsGl00,pass_cmp,0,,,,,
player,201512130cle,cle,WinsGl00,pass_att,0,,,,,
player,201512130cle,cle,WinsGl00,pass_yds,0,,,,,
player,201512130cle,cle,WinsGl00,pass_td,0,,,,,
player,201512130cle,cle,WinsGl00,pass_int,0,,,,,
player,201512130cle,cle,WinsGl00,pass_sacked,0,,,,,
player,201512130cle,cle,WinsGl00,pass_sacked_yds,0,,,,,
player,201512130cle,cle,WinsGl00,pass_long,0,,,,,
player,201512130cle,cle,WinsGl00,pass_rating,,,,,,
player,201512130cle,cle,WinsGl00,rush_att,1,,,,,
player,201512130cle,cle,WinsGl00,rush_yds,-8,,,,,
player,201512130cle,cle,WinsGl00,rush_td,0,,,,,
player,201512130cle,cle,WinsGl00,rush_long,-8,,,,,
player,201512130cle,cle,WinsGl00,targets,0,,,,,
player,201512130cle,cle,WinsGl00,rec,0,,,,,
player,201512130cle,cle,WinsGl00,rec_yds,0,,,,,
player,201512130cle,cle,WinsGl00,rec_td,0,,,,,
player,201512130cle,cle,WinsGl00,rec_long,0,,,,,
player,201512130cle,cle,WinsGl00,fumbles,1,,,,,
player,201512130cle,cle,WinsGl00,fumbles_lost,1,,,,,
player,201512130cle,sfo,TartJa00,def_int,1,,,,,
player,201512130cle,sfo,TartJa00,def_int_yds,25,,,,,
player,201512130cle,sfo,TartJa00,def_int_td,0,,,,,
player,201512130cle,sfo,TartJa00,def_int_long,25,,,,,
player,201512130cle,sfo,TartJa00,pass_defended,1,,,,,
player,201512130cle,sfo,TartJa00,sacks,0.0,,,,,
player,201512130cle,sfo,TartJa00,tackles_combined,8,,,,,
player,201512130cle,sfo,TartJa00,tackles_solo,7,,,,,
player,201512130cle,sfo,TartJa00,tackles_assists,1,,,,,
player,201512130cle,sfo,TartJa00,tackles_loss,0,,,,,
player,201512130cle,sfo,TartJa00,qb_hits,0,,,,,
player,201512130cle,sfo,TartJa00,fumbles_rec,0,,,,,
player,201512130cle,sfo,TartJa00,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,TartJa00,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,TartJa00,fumbles_forced,0,,,,,
player,201512130cle,sfo,DialQu00,def_int,0,,,,,
player,201512130cle,sfo,DialQu00,def_int_yds,0,,,,,
player,201512130cle,sfo,DialQu00,def_int_td,0,,,,,
player,201512130cle,sfo,DialQu00,def_int_long,0,,,,,
player,201512130cle,sfo,DialQu00,pass_defended,0,,,,,
player,201512130cle,sfo,DialQu00,sacks,1.0,,,,,
player,201512130cle,sfo,DialQu00,tackles_combined,4,,,,,
player,201512130cle,sfo,DialQu00,tackles_solo,4,,,,,
player,201512130cle,sfo,DialQu00,tackles_assists,0,,,,,
player,201512130cle,sfo,DialQu00,tackles_loss,1,,,,,
player,201512130cle,sfo,DialQu00,qb_hits,1,,,,,
player,201512130cle,sfo,DialQu00,fumbles_rec,0,,,,,
player,201512130cle,sfo,DialQu00,fumbles_rec_yds,0,,,,,
player,201512130cle,sfo,DialQu00,fumbles_rec_td,0,,,,,
player,201512130cle,sfo,DialQu00,fumbles_forced,0,,,,,
player,201512130cle,sfo,ArmsAr01,def_int,0,,,,,
player,201512130cle,sfo,ArmsAr01,def_int_yds,0,,,,,
player,201512130cle,sfo,ArmsAr01,def_int_td,0,,,,,
player,201512130cle,sfo,ArmsAr01,def_int_long,0,,,,,
player,201512130cle,sfo,ArmsAr01,pass_defended,0,,,,,
player,201512130cle,sfo,ArmsAr01,sacks,1.0,,,,,
player,201512130cle,sfo,ArmsAr01,tackles_combined,3,,,,,
player,201512130cle,sfo,ArmsAr01,tackles_solo,3,,,,,
player,201512130cle,sfo,ArmsAr01,tackles_assists,0,,,,,
player,201512130cle,sfo,ArmsAr01,tackles_loss,1,,,,,
player,201512130cle,sfo,ArmsAr01,qb_hits,1,,,,,
player,201512130cle,sfo,ArmsAr01,fumbles_rec,0,,,,,
player,201512130cle,sfo,ArmsAr01,fumbles_rec_yds,0,,,,,
