game,2015,6,20151018,201510180oti,mia,"Miami Dolphins",38,oti,"Tennessee Titans",10
player,201510180oti,oti,JohnSt02,special_teams,16,,,,,
player,201510180oti,oti,JohnSt02,st_pct,67%,,,,,
player,201510180oti,oti,SupePh00,pos,TE,,,,,
player,201510180oti,oti,SupePh00,offense,0,,,,,
player,201510180oti,oti,SupePh00,off_pct,0%,,,,,
player,201510180oti,oti,SupePh00,defense,0,,,,,
player,201510180oti,oti,SupePh00,def_pct,0%,,,,,
player,201510180oti,oti,SupePh00,special_teams,15,,,,,
player,201510180oti,oti,SupePh00,st_pct,62%,,,,,
player,201510180oti,oti,RiggCo00,pos,CB,,,,,
player,201510180oti,oti,RiggCo00,offense,0,,,,,
player,201510180oti,oti,RiggCo00,off_pct,0%,,,,,
player,201510180oti,oti,RiggCo00,defense,0,,,,,
player,201510180oti,oti,RiggCo00,def_pct,0%,,,,,
player,201510180oti,oti,RiggCo00,special_teams,7,,,,,
player,201510180oti,oti,RiggCo00,st_pct,29%,,,,,
player,201510180oti,oti,SuccRy44,pos,K,,,,,
player,201510180oti,oti,SuccRy44,offense,0,,,,,
player,201510180oti,oti,SuccRy44,off_pct,0%,,,,,
player,201510180oti,oti,SuccRy44,defense,0,,,,,
player,201510180oti,oti,SuccRy44,def_pct,0%,,,,,
player,201510180oti,oti,SuccRy44,special_teams,5,,,,,
player,201510180oti,oti,SuccRy44,st_pct,21%,,,,,
player,201510180oti,oti,BrinBe00,pos,LS,,,,,
player,201510180oti,oti,BrinBe00,offense,0,,,,,
player,201510180oti,oti,BrinBe00,off_pct,0%,,,,,
player,201510180oti,oti,BrinBe00,defense,0,,,,,
player,201510180oti,oti,BrinBe00,def_pct,0%,,,,,
player,201510180oti,oti,BrinBe00,special_teams,5,,,,,
player,201510180oti,oti,BrinBe00,st_pct,21%,,,,,
player,201510180oti,oti,KernBr20,pos,P,,,,,
player,201510180oti,oti,KernBr20,offense,0,,,,,
player,201510180oti,oti,KernBr20,off_pct,0%,,,,,
player,201510180oti,oti,KernBr20,defense,0,,,,,
player,201510180oti,oti,KernBr20,def_pct,0%,,,,,
player,201510180oti,oti,KernBr20,special_teams,5,,,,,
player,201510180oti,oti,KernBr20,st_pct,21%,,,,,
player,201510180oti,mia,JameJa01,pos,T,,,,,
player,201510180oti,mia,JameJa01,offense,67,,,,,
player,201510180oti,mia,JameJa01,off_pct,100%,,,,,
player,201510180oti,mia,JameJa01,defense,0,,,,,
player,201510180oti,mia,JameJa01,def_pct,0%,,,,,
player,201510180oti,mia,JameJa01,special_teams,6,,,,,
player,201510180oti,mia,JameJa01,st_pct,25%,,,,,
player,201510180oti,mia,ThomDa04,pos,G,,,,,
player,201510180oti,mia,ThomDa04,offense,67,,,,,
player,201510180oti,mia,ThomDa04,off_pct,100%,,,,,
player,201510180oti,mia,ThomDa04,defense,0,,,,,
player,201510180oti,mia,ThomDa04,def_pct,0%,,,,,
player,201510180oti,mia,ThomDa04,special_teams,6,,,,,
player,201510180oti,mia,ThomDa04,st_pct,25%,,,,,
player,201510180oti,mia,TurnBi00,pos,G,,,,,
player,201510180oti,mia,TurnBi00,offense,67,,,,,
player,201510180oti,mia,TurnBi00,off_pct,100%,,,,,
player,201510180oti,mia,TurnBi00,defense,0,,,,,
player,201510180oti,mia,TurnBi00,def_pct,0%,,,,,
player,201510180oti,mia,TurnBi00,special_teams,6,,,,,
player,201510180oti,mia,TurnBi00,st_pct,25%,,,,,
player,201510180oti,mia,PounMi00,pos,C,,,,,
player,201510180oti,mia,PounMi00,offense,67,,,,,
player,201510180oti,mia,PounMi00,off_pct,100%,,,,,
player,201510180oti,mia,PounMi00,defense,0,,,,,
player,201510180oti,mia,PounMi00,def_pct,0%,,,,,
player,201510180oti,mia,PounMi00,special_teams,6,,,,,
player,201510180oti,mia,PounMi00,st_pct,25%,,,,,
player,201510180oti,mia,TannRy00,pos,QB,,,,,
player,201510180oti,mia,TannRy00,offense,67,,,,,
player,201510180oti,mia,TannRy00,off_pct,100%,,,,,
player,201510180oti,mia,TannRy00,defense,0,,,,,
player,201510180oti,mia,TannRy00,def_pct,0%,,,,,
player,201510180oti,mia,TannRy00,special_teams,0,,,,,
player,201510180oti,mia,TannRy00,st_pct,0%,,,,,
player,201510180oti,mia,AlbeBr20,pos,T,,,,,
player,201510180oti,mia,AlbeBr20,offense,66,,,,,
player,201510180oti,mia,AlbeBr20,off_pct,99%,,,,,
player,201510180oti,mia,AlbeBr20,defense,0,,,,,
player,201510180oti,mia,AlbeBr20,def_pct,0%,,,,,
player,201510180oti,mia,AlbeBr20,special_teams,0,,,,,
player,201510180oti,mia,AlbeBr20,st_pct,0%,,,,,
player,201510180oti,mia,LandJa00,pos,WR,,,,,
player,201510180oti,mia,LandJa00,offense,63,,,,,
player,201510180oti,mia,LandJa00,off_pct,94%,,,,,
player,201510180oti,mia,LandJa00,defense,0,,,,,
player,201510180oti,mia,LandJa00,def_pct,0%,,,,,
player,201510180oti,mia,LandJa00,special_teams,3,,,,,
player,201510180oti,mia,LandJa00,st_pct,12%,,,,,
player,201510180oti,mia,MattRi00,pos,WR,,,,,
player,201510180oti,mia,MattRi00,offense,60,,,,,
player,201510180oti,mia,MattRi00,off_pct,90%,,,,,
player,201510180oti,mia,MattRi00,defense,0,,,,,
player,201510180oti,mia,MattRi00,def_pct,0%,,,,,
player,201510180oti,mia,MattRi00,special_teams,3,,,,,
player,201510180oti,mia,MattRi00,st_pct,12%,,,,,
player,201510180oti,mia,CameJo00,pos,TE,,,,,
player,201510180oti,mia,CameJo00,offense,56,,,,,
player,201510180oti,mia,CameJo00,off_pct,84%,,,,,
player,201510180oti,mia,CameJo00,defense,0,,,,,
player,201510180oti,mia,CameJo00,def_pct,0%,,,,,
player,201510180oti,mia,CameJo00,special_teams,0,,,,,
player,201510180oti,mia,CameJo00,st_pct,0%,,,,,
player,201510180oti,mia,MillLa01,pos,RB,,,,,
player,201510180oti,mia,MillLa01,offense,47,,,,,
player,201510180oti,mia,MillLa01,off_pct,70%,,,,,
player,201510180oti,mia,MillLa01,defense,0,,,,,
player,201510180oti,mia,MillLa01,def_pct,0%,,,,,
player,201510180oti,mia,MillLa01,special_teams,0,,,,,
player,201510180oti,mia,MillLa01,st_pct,0%,,,,,
player,201510180oti,mia,SimsDi00,pos,TE,,,,,
player,201510180oti,mia,SimsDi00,offense,38,,,,,
player,201510180oti,mia,SimsDi00,off_pct,57%,,,,,
player,201510180oti,mia,SimsDi00,defense,0,,,,,
player,201510180oti,mia,SimsDi00,def_pct,0%,,,,,
player,201510180oti,mia,SimsDi00,special_teams,0,,,,,
player,201510180oti,mia,SimsDi00,st_pct,0%,,,,,
player,201510180oti,mia,StilKe00,pos,WR,,,,,
player,201510180oti,mia,StilKe00,offense,28,,,,,
player,201510180oti,mia,StilKe00,off_pct,42%,,,,,
player,201510180oti,mia,StilKe00,defense,0,,,,,
player,201510180oti,mia,StilKe00,def_pct,0%,,,,,
player,201510180oti,mia,StilKe00,special_teams,0,,,,,
player,201510180oti,mia,StilKe00,st_pct,0%,,,,,
player,201510180oti,mia,GrayJo00,pos,RB,,,,,
player,201510180oti,mia,GrayJo00,offense,11,,,,,
player,201510180oti,mia,GrayJo00,off_pct,16%,,,,,
player,201510180oti,mia,GrayJo00,defense,0,,,,,
player,201510180oti,mia,GrayJo00,def_pct,0%,,,,,
player,201510180oti,mia,GrayJo00,special_teams,3,,,,,
player,201510180oti,mia,GrayJo00,st_pct,12%,,,,,
player,201510180oti,mia,WillDa05,pos,RB,,,,,
player,201510180oti,mia,WillDa05,offense,9,,,,,
player,201510180oti,mia,WillDa05,off_pct,13%,,,,,
player,201510180oti,mia,WillDa05,defense,0,,,,,
player,201510180oti,mia,WillDa05,def_pct,0%,,,,,
player,201510180oti,mia,WillDa05,special_teams,15,,,,,
player,201510180oti,mia,WillDa05,st_pct,62%,,,,,
player,201510180oti,mia,JennGr00,pos,WR,,,,,
player,201510180oti,mia,JennGr00,offense,9,,,,,
player,201510180oti,mia,JennGr00,off_pct,13%,,,,,
player,201510180oti,mia,JennGr00,defense,0,,,,,
player,201510180oti,mia,JennGr00,def_pct,0%,,,,,
player,201510180oti,mia,JennGr00,special_teams,0,,,,,
player,201510180oti,mia,JennGr00,st_pct,0%,,,,,
player,201510180oti,mia,MitcEa99,pos,DT,,,,,
player,201510180oti,mia,MitcEa99,offense,6,,,,,
player,201510180oti,mia,MitcEa99,off_pct,9%,,,,,
player,201510180oti,mia,MitcEa99,defense,35,,,,,
player,201510180oti,mia,MitcEa99,def_pct,51%,,,,,
player,201510180oti,mia,MitcEa99,special_teams,7,,,,,
player,201510180oti,mia,MitcEa99,st_pct,29%,,,,,
player,201510180oti,mia,ParkDe01,pos,WR,,,,,
player,201510180oti,mia,ParkDe01,offense,6,,,,,
player,201510180oti,mia,ParkDe01,off_pct,9%,,,,,
player,201510180oti,mia,ParkDe01,defense,0,,,,,
player,201510180oti,mia,ParkDe01,def_pct,0%,,,,,
player,201510180oti,mia,ParkDe01,special_teams,0,,,,,
player,201510180oti,mia,ParkDe01,st_pct,0%,,,,,
player,201510180oti,mia,FoxxJa20,pos,T,,,,,
player,201510180oti,mia,FoxxJa20,offense,2,,,,,
player,201510180oti,mia,FoxxJa20,off_pct,3%,,,,,
player,201510180oti,mia,FoxxJa20,defense,0,,,,,
player,201510180oti,mia,FoxxJa20,def_pct,0%,,,,,
player,201510180oti,mia,FoxxJa20,special_teams,6,,,,,
player,201510180oti,mia,FoxxJa20,st_pct,25%,,,,,
player,201510180oti,mia,StonJa01,pos,TE,,,,,
player,201510180oti,mia,StonJa01,offense,1,,,,,
player,201510180oti,mia,StonJa01,off_pct,1%,,,,,
player,201510180oti,mia,StonJa01,defense,0,,,,,
player,201510180oti,mia,StonJa01,def_pct,0%,,,,,
player,201510180oti,mia,StonJa01,special_teams,0,,,,,
player,201510180oti,mia,StonJa01,st_pct,0%,,,,,
player,201510180oti,mia,TaylJa01,pos,CB,,,,,
player,201510180oti,mia,TaylJa01,offense,0,,,,,
player,201510180oti,mia,TaylJa01,off_pct,0%,,,,,
player,201510180oti,mia,TaylJa01,defense,62,,,,,
player,201510180oti,mia,TaylJa01,def_pct,90%,,,,,
player,201510180oti,mia,TaylJa01,special_teams,1,,,,,
player,201510180oti,mia,TaylJa01,st_pct,4%,,,,,
player,201510180oti,mia,GrimBr20,pos,CB,,,,,
player,201510180oti,mia,GrimBr20,offense,0,,,,,
player,201510180oti,mia,GrimBr20,off_pct,0%,,,,,
player,201510180oti,mia,GrimBr20,defense,59,,,,,
player,201510180oti,mia,GrimBr20,def_pct,86%,,,,,
player,201510180oti,mia,GrimBr20,special_teams,3,,,,,
player,201510180oti,mia,GrimBr20,st_pct,12%,,,,,
player,201510180oti,mia,JoneRe99,pos,FS,,,,,
player,201510180oti,mia,JoneRe99,offense,0,,,,,
player,201510180oti,mia,JoneRe99,off_pct,0%,,,,,
player,201510180oti,mia,JoneRe99,defense,59,,,,,
player,201510180oti,mia,JoneRe99,def_pct,86%,,,,,
player,201510180oti,mia,JoneRe99,special_teams,0,,,,,
player,201510180oti,mia,JoneRe99,st_pct,0%,,,,,
player,201510180oti,mia,MisiKo99,pos,LB,,,,,
player,201510180oti,mia,MisiKo99,offense,0,,,,,
player,201510180oti,mia,MisiKo99,off_pct,0%,,,,,
player,201510180oti,mia,MisiKo99,defense,57,,,,,
player,201510180oti,mia,MisiKo99,def_pct,83%,,,,,
player,201510180oti,mia,MisiKo99,special_teams,1,,,,,
player,201510180oti,mia,MisiKo99,st_pct,4%,,,,,
player,201510180oti,mia,JenkJe00,pos,LB,,,,,
player,201510180oti,mia,JenkJe00,offense,0,,,,,
player,201510180oti,mia,JenkJe00,off_pct,0%,,,,,
player,201510180oti,mia,JenkJe00,defense,57,,,,,
player,201510180oti,mia,JenkJe00,def_pct,83%,,,,,
player,201510180oti,mia,JenkJe00,special_teams,1,,,,,
player,201510180oti,mia,JenkJe00,st_pct,4%,,,,,
player,201510180oti,mia,SuhxNd99,pos,DT,,,,,
player,201510180oti,mia,SuhxNd99,offense,0,,,,,
player,201510180oti,mia,SuhxNd99,off_pct,0%,,,,,
player,201510180oti,mia,SuhxNd99,defense,55,,,,,
player,201510180oti,mia,SuhxNd99,def_pct,80%,,,,,
player,201510180oti,mia,SuhxNd99,special_teams,3,,,,,
player,201510180oti,mia,SuhxNd99,st_pct,12%,,,,,
player,201510180oti,mia,VernOl00,pos,DE,,,,,
player,201510180oti,mia,VernOl00,offense,0,,,,,
player,201510180oti,mia,VernOl00,off_pct,0%,,,,,
player,201510180oti,mia,VernOl00,defense,54,,,,,
player,201510180oti,mia,VernOl00,def_pct,78%,,,,,
player,201510180oti,mia,VernOl00,special_teams,3,,,,,
player,201510180oti,mia,VernOl00,st_pct,12%,,,,,
player,201510180oti,mia,ShelDe00,pos,DE,,,,,
player,201510180oti,mia,ShelDe00,offense,0,,,,,
player,201510180oti,mia,ShelDe00,off_pct,0%,,,,,
player,201510180oti,mia,ShelDe00,defense,47,,,,,
player,201510180oti,mia,ShelDe00,def_pct,68%,,,,,
player,201510180oti,mia,ShelDe00,special_teams,8,,,,,
player,201510180oti,mia,ShelDe00,st_pct,33%,,,,,
player,201510180oti,mia,AikeWa00,pos,SS,,,,,
player,201510180oti,mia,AikeWa00,offense,0,,,,,
player,201510180oti,mia,AikeWa00,off_pct,0%,,,,,
player,201510180oti,mia,AikeWa00,defense,45,,,,,
player,201510180oti,mia,AikeWa00,def_pct,65%,,,,,
player,201510180oti,mia,AikeWa00,special_teams,13,,,,,
player,201510180oti,mia,AikeWa00,st_pct,54%,,,,,
player,201510180oti,mia,McCaBo01,pos,CB,,,,,
player,201510180oti,mia,McCaBo01,offense,0,,,,,
player,201510180oti,mia,McCaBo01,off_pct,0%,,,,,
player,201510180oti,mia,McCaBo01,defense,40,,,,,
player,201510180oti,mia,McCaBo01,def_pct,58%,,,,,
player,201510180oti,mia,McCaBo01,special_teams,14,,,,,
player,201510180oti,mia,McCaBo01,st_pct,58%,,,,,
player,201510180oti,mia,ThomMi02,pos,FS,,,,,
player,201510180oti,mia,ThomMi02,offense,0,,,,,
player,201510180oti,mia,ThomMi02,off_pct,0%,,,,,
player,201510180oti,mia,ThomMi02,defense,34,,,,,
player,201510180oti,mia,ThomMi02,def_pct,49%,,,,,
player,201510180oti,mia,ThomMi02,special_teams,14,,,,,
player,201510180oti,mia,ThomMi02,st_pct,58%,,,,,
player,201510180oti,mia,WakeCa00,pos,DE,,,,,
player,201510180oti,mia,WakeCa00,offense,0,,,,,
player,201510180oti,mia,WakeCa00,off_pct,0%,,,,,
player,201510180oti,mia,WakeCa00,defense,30,,,,,
player,201510180oti,mia,WakeCa00,def_pct,43%,,,,,
player,201510180oti,mia,WakeCa00,special_teams,1,,,,,
player,201510180oti,mia,WakeCa00,st_pct,4%,,,,,
player,201510180oti,mia,ShepKe00,pos,LB,,,,,
player,201510180oti,mia,ShepKe00,offense,0,,,,,
player,201510180oti,mia,ShepKe00,off_pct,0%,,,,,
player,201510180oti,mia,ShepKe00,defense,26,,,,,
player,201510180oti,mia,ShepKe00,def_pct,38%,,,,,
player,201510180oti,mia,ShepKe00,special_teams,13,,,,,
player,201510180oti,mia,ShepKe00,st_pct,54%,,,,,
player,201510180oti,mia,PhilJo01,pos,DT,,,,,
player,201510180oti,mia,PhilJo01,offense,0,,,,,
player,201510180oti,mia,PhilJo01,off_pct,0%,,,,,
player,201510180oti,mia,PhilJo01,defense,26,,,,,
player,201510180oti,mia,PhilJo01,def_pct,38%,,,,,
player,201510180oti,mia,PhilJo01,special_teams,5,,,,,
player,201510180oti,mia,PhilJo01,st_pct,21%,,,,,
player,201510180oti,mia,FedeTe00,pos,DE,,,,,
player,201510180oti,mia,FedeTe00,offense,0,,,,,
player,201510180oti,mia,FedeTe00,off_pct,0%,,,,,
player,201510180oti,mia,FedeTe00,defense,15,,,,,
player,201510180oti,mia,FedeTe00,def_pct,22%,,,,,
player,201510180oti,mia,FedeTe00,special_teams,7,,,,,
player,201510180oti,mia,FedeTe00,st_pct,29%,,,,,
player,201510180oti,mia,MoslC.20,pos,DT,,,,,
player,201510180oti,mia,MoslC.20,offense,0,,,,,
player,201510180oti,mia,MoslC.20,off_pct,0%,,,,,
player,201510180oti,mia,MoslC.20,defense,14,,,,,
player,201510180oti,mia,MoslC.20,def_pct,20%,,,,,
player,201510180oti,mia,MoslC.20,special_teams,2,,,,,
player,201510180oti,mia,MoslC.20,st_pct,8%,,,,,
player,201510180oti,mia,McCaBr99,pos,CB,,,,,
player,201510180oti,mia,McCaBr99,offense,0,,,,,
player,201510180oti,mia,McCaBr99,off_pct,0%,,,,,
player,201510180oti,mia,McCaBr99,defense,11,,,,,
player,201510180oti,mia,McCaBr99,def_pct,16%,,,,,
player,201510180oti,mia,McCaBr99,special_teams,0,,,,,
player,201510180oti,mia,McCaBr99,st_pct,0%,,,,,
player,201510180oti,mia,HewiNe00,pos,LB,,,,,
player,201510180oti,mia,HewiNe00,offense,0,,,,,
player,201510180oti,mia,HewiNe00,off_pct,0%,,,,,
player,201510180oti,mia,HewiNe00,defense,10,,,,,
player,201510180oti,mia,HewiNe00,def_pct,14%,,,,,
player,201510180oti,mia,HewiNe00,special_teams,15,,,,,
player,201510180oti,mia,HewiNe00,st_pct,62%,,,,,
player,201510180oti,mia,VigiZa00,pos,LB,,,,,
player,201510180oti,mia,VigiZa00,offense,0,,,,,
player,201510180oti,mia,VigiZa00,off_pct,0%,,,,,
player,201510180oti,mia,VigiZa00,defense,10,,,,,
player,201510180oti,mia,VigiZa00,def_pct,14%,,,,,
player,201510180oti,mia,VigiZa00,special_teams,15,,,,,
player,201510180oti,mia,VigiZa00,st_pct,62%,,,,,
player,201510180oti,mia,KovaJo00,pos,DB,,,,,
player,201510180oti,mia,KovaJo00,offense,0,,,,,
player,201510180oti,mia,KovaJo00,off_pct,0%,,,,,
player,201510180oti,mia,KovaJo00,defense,10,,,,,
player,201510180oti,mia,KovaJo00,def_pct,14%,,,,,
player,201510180oti,mia,KovaJo00,special_teams,15,,,,,
player,201510180oti,mia,KovaJo00,st_pct,62%,,,,,
player,201510180oti,mia,PaysSp00,pos,LB,,,,,
player,201510180oti,mia,PaysSp00,offense,0,,,,,
player,201510180oti,mia,PaysSp00,off_pct,0%,,,,,
player,201510180oti,mia,PaysSp00,defense,2,,,,,
player,201510180oti,mia,PaysSp00,def_pct,3%,,,,,
player,201510180oti,mia,PaysSp00,special_teams,17,,,,,
player,201510180oti,mia,PaysSp00,st_pct,71%,,,,,
player,201510180oti,mia,BowmZa20,pos,CB,,,,,
player,201510180oti,mia,BowmZa20,offense,0,,,,,
player,201510180oti,mia,BowmZa20,off_pct,0%,,,,,
player,201510180oti,mia,BowmZa20,defense,1,,,,,
player,201510180oti,mia,BowmZa20,def_pct,1%,,,,,
player,201510180oti,mia,BowmZa20,special_teams,15,,,,,
player,201510180oti,mia,BowmZa20,st_pct,62%,,,,,
player,201510180oti,mia,FranAn01,pos,K,,,,,
player,201510180oti,mia,FranAn01,offense,0,,,,,
player,201510180oti,mia,FranAn01,off_pct,0%,,,,,
player,201510180oti,mia,FranAn01,defense,0,,,,,
player,201510180oti,mia,FranAn01,def_pct,0%,,,,,
player,201510180oti,mia,FranAn01,special_teams,13,,,,,
player,201510180oti,mia,FranAn01,st_pct,54%,,,,,
player,201510180oti,mia,DarrMa00,pos,P,,,,,
player,201510180oti,mia,DarrMa00,offense,0,,,,,
player,201510180oti,mia,DarrMa00,off_pct,0%,,,,,
player,201510180oti,mia,DarrMa00,defense,0,,,,,
player,201510180oti,mia,DarrMa00,def_pct,0%,,,,,
player,201510180oti,mia,DarrMa00,special_teams,9,,,,,
player,201510180oti,mia,DarrMa00,st_pct,38%,,,,,
player,201510180oti,mia,DennJo20,pos,LS,,,,,
player,201510180oti,mia,DennJo20,offense,0,,,,,
player,201510180oti,mia,DennJo20,off_pct,0%,,,,,
player,201510180oti,mia,DennJo20,defense,0,,,,,
player,201510180oti,mia,DennJo20,def_pct,0%,,,,,
player,201510180oti,mia,DennJo20,special_teams,9,,,,,
player,201510180oti,mia,DennJo20,st_pct,38%,,,,,
player,201510180oti,mia,DougJa00,pos,G,,,,,
player,201510180oti,mia,DougJa00,offense,0,,,,,
player,201510180oti,mia,DougJa00,off_pct,0%,,,,,
player,201510180oti,mia,DougJa00,defense,0,,,,,
player,201510180oti,mia,DougJa00,def_pct,0%,,,,,
player,201510180oti,mia,DougJa00,special_teams,6,,,,,
player,201510180oti,mia,DougJa00,st_pct,25%,,,,,
