game,2015,3,20150928,201509280gnb,kan,"Kansas City Chiefs",28,gnb,"Green Bay Packers",38
player,201509280gnb,gnb,KuhnJo00,off_pct,17%,,,,,
player,201509280gnb,gnb,KuhnJo00,defense,0,,,,,
player,201509280gnb,gnb,KuhnJo00,def_pct,0%,,,,,
player,201509280gnb,gnb,KuhnJo00,special_teams,10,,,,,
player,201509280gnb,gnb,KuhnJo00,st_pct,32%,,,,,
player,201509280gnb,gnb,WalkJo00,pos,G,,,,,
player,201509280gnb,gnb,WalkJo00,offense,6,,,,,
player,201509280gnb,gnb,WalkJo00,off_pct,8%,,,,,
player,201509280gnb,gnb,WalkJo00,defense,0,,,,,
player,201509280gnb,gnb,WalkJo00,def_pct,0%,,,,,
player,201509280gnb,gnb,WalkJo00,special_teams,6,,,,,
player,201509280gnb,gnb,WalkJo00,st_pct,19%,,,,,
player,201509280gnb,gnb,HarrAl00,pos,RB,,,,,
player,201509280gnb,gnb,HarrAl00,offense,4,,,,,
player,201509280gnb,gnb,HarrAl00,off_pct,5%,,,,,
player,201509280gnb,gnb,HarrAl00,defense,0,,,,,
player,201509280gnb,gnb,HarrAl00,def_pct,0%,,,,,
player,201509280gnb,gnb,HarrAl00,special_teams,9,,,,,
player,201509280gnb,gnb,HarrAl00,st_pct,29%,,,,,
player,201509280gnb,gnb,RipkAa00,pos,FB,,,,,
player,201509280gnb,gnb,RipkAa00,offense,3,,,,,
player,201509280gnb,gnb,RipkAa00,off_pct,4%,,,,,
player,201509280gnb,gnb,RipkAa00,defense,0,,,,,
player,201509280gnb,gnb,RipkAa00,def_pct,0%,,,,,
player,201509280gnb,gnb,RipkAa00,special_teams,22,,,,,
player,201509280gnb,gnb,RipkAa00,st_pct,71%,,,,,
player,201509280gnb,gnb,AdamDa01,pos,WR,,,,,
player,201509280gnb,gnb,AdamDa01,offense,3,,,,,
player,201509280gnb,gnb,AdamDa01,off_pct,4%,,,,,
player,201509280gnb,gnb,AdamDa01,defense,0,,,,,
player,201509280gnb,gnb,AdamDa01,def_pct,0%,,,,,
player,201509280gnb,gnb,AdamDa01,special_teams,0,,,,,
player,201509280gnb,gnb,AdamDa01,st_pct,0%,,,,,
player,201509280gnb,gnb,HydeMi00,pos,FS,,,,,
player,201509280gnb,gnb,HydeMi00,offense,0,,,,,
player,201509280gnb,gnb,HydeMi00,off_pct,0%,,,,,
player,201509280gnb,gnb,HydeMi00,defense,71,,,,,
player,201509280gnb,gnb,HydeMi00,def_pct,100%,,,,,
player,201509280gnb,gnb,HydeMi00,special_teams,15,,,,,
player,201509280gnb,gnb,HydeMi00,st_pct,48%,,,,,
player,201509280gnb,gnb,ClinHa00,pos,FS,,,,,
player,201509280gnb,gnb,ClinHa00,offense,0,,,,,
player,201509280gnb,gnb,ClinHa00,off_pct,0%,,,,,
player,201509280gnb,gnb,ClinHa00,defense,71,,,,,
player,201509280gnb,gnb,ClinHa00,def_pct,100%,,,,,
player,201509280gnb,gnb,ClinHa00,special_teams,6,,,,,
player,201509280gnb,gnb,ClinHa00,st_pct,19%,,,,,
player,201509280gnb,gnb,HaywCa00,pos,CB,,,,,
player,201509280gnb,gnb,HaywCa00,offense,0,,,,,
player,201509280gnb,gnb,HaywCa00,off_pct,0%,,,,,
player,201509280gnb,gnb,HaywCa00,defense,70,,,,,
player,201509280gnb,gnb,HaywCa00,def_pct,99%,,,,,
player,201509280gnb,gnb,HaywCa00,special_teams,8,,,,,
player,201509280gnb,gnb,HaywCa00,st_pct,26%,,,,,
player,201509280gnb,gnb,ShieSa00,pos,CB,,,,,
player,201509280gnb,gnb,ShieSa00,offense,0,,,,,
player,201509280gnb,gnb,ShieSa00,off_pct,0%,,,,,
player,201509280gnb,gnb,ShieSa00,defense,70,,,,,
player,201509280gnb,gnb,ShieSa00,def_pct,99%,,,,,
player,201509280gnb,gnb,ShieSa00,special_teams,3,,,,,
player,201509280gnb,gnb,ShieSa00,st_pct,10%,,,,,
player,201509280gnb,gnb,MattCl99,pos,LB,,,,,
player,201509280gnb,gnb,MattCl99,offense,0,,,,,
player,201509280gnb,gnb,MattCl99,off_pct,0%,,,,,
player,201509280gnb,gnb,MattCl99,defense,67,,,,,
player,201509280gnb,gnb,MattCl99,def_pct,94%,,,,,
player,201509280gnb,gnb,MattCl99,special_teams,3,,,,,
player,201509280gnb,gnb,MattCl99,st_pct,10%,,,,,
player,201509280gnb,gnb,RandDa00,pos,CB,,,,,
player,201509280gnb,gnb,RandDa00,offense,0,,,,,
player,201509280gnb,gnb,RandDa00,off_pct,0%,,,,,
player,201509280gnb,gnb,RandDa00,defense,54,,,,,
player,201509280gnb,gnb,RandDa00,def_pct,76%,,,,,
player,201509280gnb,gnb,RandDa00,special_teams,6,,,,,
player,201509280gnb,gnb,RandDa00,st_pct,19%,,,,,
player,201509280gnb,gnb,PeppJu99,pos,LB,,,,,
player,201509280gnb,gnb,PeppJu99,offense,0,,,,,
player,201509280gnb,gnb,PeppJu99,off_pct,0%,,,,,
player,201509280gnb,gnb,PeppJu99,defense,50,,,,,
player,201509280gnb,gnb,PeppJu99,def_pct,70%,,,,,
player,201509280gnb,gnb,PeppJu99,special_teams,3,,,,,
player,201509280gnb,gnb,PeppJu99,st_pct,10%,,,,,
player,201509280gnb,gnb,NealMi99,pos,LB,,,,,
player,201509280gnb,gnb,NealMi99,offense,0,,,,,
player,201509280gnb,gnb,NealMi99,off_pct,0%,,,,,
player,201509280gnb,gnb,NealMi99,defense,44,,,,,
player,201509280gnb,gnb,NealMi99,def_pct,62%,,,,,
player,201509280gnb,gnb,NealMi99,special_teams,2,,,,,
player,201509280gnb,gnb,NealMi99,st_pct,6%,,,,,
player,201509280gnb,gnb,ThomJo04,pos,LB,,,,,
player,201509280gnb,gnb,ThomJo04,offense,0,,,,,
player,201509280gnb,gnb,ThomJo04,off_pct,0%,,,,,
player,201509280gnb,gnb,ThomJo04,defense,38,,,,,
player,201509280gnb,gnb,ThomJo04,def_pct,54%,,,,,
player,201509280gnb,gnb,ThomJo04,special_teams,23,,,,,
player,201509280gnb,gnb,ThomJo04,st_pct,74%,,,,,
player,201509280gnb,gnb,DaniMi00,pos,DT,,,,,
player,201509280gnb,gnb,DaniMi00,offense,0,,,,,
player,201509280gnb,gnb,DaniMi00,off_pct,0%,,,,,
player,201509280gnb,gnb,DaniMi00,defense,38,,,,,
player,201509280gnb,gnb,DaniMi00,def_pct,54%,,,,,
player,201509280gnb,gnb,DaniMi00,special_teams,2,,,,,
player,201509280gnb,gnb,DaniMi00,st_pct,6%,,,,,
player,201509280gnb,gnb,PalmNa01,pos,LB,,,,,
player,201509280gnb,gnb,PalmNa01,offense,0,,,,,
player,201509280gnb,gnb,PalmNa01,off_pct,0%,,,,,
player,201509280gnb,gnb,PalmNa01,defense,35,,,,,
player,201509280gnb,gnb,PalmNa01,def_pct,49%,,,,,
player,201509280gnb,gnb,PalmNa01,special_teams,9,,,,,
player,201509280gnb,gnb,PalmNa01,st_pct,29%,,,,,
player,201509280gnb,gnb,BanjCh00,pos,SS,,,,,
player,201509280gnb,gnb,BanjCh00,offense,0,,,,,
player,201509280gnb,gnb,BanjCh00,off_pct,0%,,,,,
player,201509280gnb,gnb,BanjCh00,defense,33,,,,,
player,201509280gnb,gnb,BanjCh00,def_pct,46%,,,,,
player,201509280gnb,gnb,BanjCh00,special_teams,21,,,,,
player,201509280gnb,gnb,BanjCh00,st_pct,68%,,,,,
player,201509280gnb,gnb,PerrNi00,pos,LB,,,,,
player,201509280gnb,gnb,PerrNi00,offense,0,,,,,
player,201509280gnb,gnb,PerrNi00,off_pct,0%,,,,,
player,201509280gnb,gnb,PerrNi00,defense,33,,,,,
player,201509280gnb,gnb,PerrNi00,def_pct,46%,,,,,
player,201509280gnb,gnb,PerrNi00,special_teams,2,,,,,
player,201509280gnb,gnb,PerrNi00,st_pct,6%,,,,,
player,201509280gnb,gnb,RajiBJ99,pos,NT,,,,,
player,201509280gnb,gnb,RajiBJ99,offense,0,,,,,
player,201509280gnb,gnb,RajiBJ99,off_pct,0%,,,,,
player,201509280gnb,gnb,RajiBJ99,defense,25,,,,,
player,201509280gnb,gnb,RajiBJ99,def_pct,35%,,,,,
player,201509280gnb,gnb,RajiBJ99,special_teams,6,,,,,
player,201509280gnb,gnb,RajiBJ99,st_pct,19%,,,,,
player,201509280gnb,gnb,JoneDa03,pos,DE,,,,,
player,201509280gnb,gnb,JoneDa03,offense,0,,,,,
player,201509280gnb,gnb,JoneDa03,off_pct,0%,,,,,
player,201509280gnb,gnb,JoneDa03,defense,22,,,,,
player,201509280gnb,gnb,JoneDa03,def_pct,31%,,,,,
player,201509280gnb,gnb,JoneDa03,special_teams,2,,,,,
player,201509280gnb,gnb,JoneDa03,st_pct,6%,,,,,
player,201509280gnb,gnb,RollQu00,pos,CB,,,,,
player,201509280gnb,gnb,RollQu00,offense,0,,,,,
player,201509280gnb,gnb,RollQu00,off_pct,0%,,,,,
player,201509280gnb,gnb,RollQu00,defense,17,,,,,
player,201509280gnb,gnb,RollQu00,def_pct,24%,,,,,
player,201509280gnb,gnb,RollQu00,special_teams,20,,,,,
player,201509280gnb,gnb,RollQu00,st_pct,65%,,,,,
player,201509280gnb,gnb,ElliJa02,pos,LB,,,,,
player,201509280gnb,gnb,ElliJa02,offense,0,,,,,
player,201509280gnb,gnb,ElliJa02,off_pct,0%,,,,,
player,201509280gnb,gnb,ElliJa02,defense,15,,,,,
player,201509280gnb,gnb,ElliJa02,def_pct,21%,,,,,
player,201509280gnb,gnb,ElliJa02,special_teams,25,,,,,
player,201509280gnb,gnb,ElliJa02,st_pct,81%,,,,,
player,201509280gnb,gnb,GastBr00,pos,DT,,,,,
player,201509280gnb,gnb,GastBr00,offense,0,,,,,
player,201509280gnb,gnb,GastBr00,off_pct,0%,,,,,
player,201509280gnb,gnb,GastBr00,defense,11,,,,,
player,201509280gnb,gnb,GastBr00,def_pct,15%,,,,,
player,201509280gnb,gnb,GastBr00,special_teams,0,,,,,
player,201509280gnb,gnb,GastBr00,st_pct,0%,,,,,
player,201509280gnb,gnb,PennMi00,pos,DE,,,,,
player,201509280gnb,gnb,PennMi00,offense,0,,,,,
player,201509280gnb,gnb,PennMi00,off_pct,0%,,,,,
player,201509280gnb,gnb,PennMi00,defense,10,,,,,
player,201509280gnb,gnb,PennMi00,def_pct,14%,,,,,
player,201509280gnb,gnb,PennMi00,special_teams,6,,,,,
player,201509280gnb,gnb,PennMi00,st_pct,19%,,,,,
player,201509280gnb,gnb,RyanJa00,pos,LB,,,,,
player,201509280gnb,gnb,RyanJa00,offense,0,,,,,
player,201509280gnb,gnb,RyanJa00,off_pct,0%,,,,,
player,201509280gnb,gnb,RyanJa00,defense,4,,,,,
player,201509280gnb,gnb,RyanJa00,def_pct,6%,,,,,
player,201509280gnb,gnb,RyanJa00,special_teams,19,,,,,
player,201509280gnb,gnb,RyanJa00,st_pct,61%,,,,,
player,201509280gnb,gnb,GuntLa00,pos,CB,,,,,
player,201509280gnb,gnb,GuntLa00,offense,0,,,,,
player,201509280gnb,gnb,GuntLa00,off_pct,0%,,,,,
player,201509280gnb,gnb,GuntLa00,defense,3,,,,,
player,201509280gnb,gnb,GuntLa00,def_pct,4%,,,,,
player,201509280gnb,gnb,GuntLa00,special_teams,5,,,,,
player,201509280gnb,gnb,GuntLa00,st_pct,16%,,,,,
player,201509280gnb,gnb,CrosMa20,pos,K,,,,,
player,201509280gnb,gnb,CrosMa20,offense,0,,,,,
player,201509280gnb,gnb,CrosMa20,off_pct,0%,,,,,
player,201509280gnb,gnb,CrosMa20,defense,0,,,,,
player,201509280gnb,gnb,CrosMa20,def_pct,0%,,,,,
player,201509280gnb,gnb,CrosMa20,special_teams,13,,,,,
player,201509280gnb,gnb,CrosMa20,st_pct,42%,,,,,
player,201509280gnb,gnb,MuluAn00,pos,LB,,,,,
player,201509280gnb,gnb,MuluAn00,offense,0,,,,,
player,201509280gnb,gnb,MuluAn00,off_pct,0%,,,,,
player,201509280gnb,gnb,MuluAn00,defense,0,,,,,
player,201509280gnb,gnb,MuluAn00,def_pct,0%,,,,,
player,201509280gnb,gnb,MuluAn00,special_teams,11,,,,,
player,201509280gnb,gnb,MuluAn00,st_pct,35%,,,,,
player,201509280gnb,gnb,GoodBr99,pos,LS,,,,,
player,201509280gnb,gnb,GoodBr99,offense,0,,,,,
player,201509280gnb,gnb,GoodBr99,off_pct,0%,,,,,
player,201509280gnb,gnb,GoodBr99,defense,0,,,,,
player,201509280gnb,gnb,GoodBr99,def_pct,0%,,,,,
player,201509280gnb,gnb,GoodBr99,special_teams,11,,,,,
player,201509280gnb,gnb,GoodBr99,st_pct,35%,,,,,
player,201509280gnb,gnb,TretJC00,pos,C,,,,,
player,201509280gnb,gnb,TretJC00,offense,0,,,,,
player,201509280gnb,gnb,TretJC00,off_pct,0%,,,,,
player,201509280gnb,gnb,TretJC00,defense,0,,,,,
player,201509280gnb,gnb,TretJC00,def_pct,0%,,,,,
player,201509280gnb,gnb,TretJC00,special_teams,11,,,,,
player,201509280gnb,gnb,TretJC00,st_pct,35%,,,,,
player,201509280gnb,gnb,MastTi99,pos,P,,,,,
player,201509280gnb,gnb,MastTi99,offense,0,,,,,
player,201509280gnb,gnb,MastTi99,off_pct,0%,,,,,
player,201509280gnb,gnb,MastTi99,defense,0,,,,,
player,201509280gnb,gnb,MastTi99,def_pct,0%,,,,,
player,201509280gnb,gnb,MastTi99,special_teams,11,,,,,
player,201509280gnb,gnb,MastTi99,st_pct,35%,,,,,
player,201509280gnb,kan,GrubBe20,pos,G,,,,,
player,201509280gnb,kan,GrubBe20,offense,71,,,,,
player,201509280gnb,kan,GrubBe20,off_pct,100%,,,,,
player,201509280gnb,kan,GrubBe20,defense,0,,,,,
player,201509280gnb,kan,GrubBe20,def_pct,0%,,,,,
player,201509280gnb,kan,GrubBe20,special_teams,2,,,,,
player,201509280gnb,kan,GrubBe20,st_pct,6%,,,,,
player,201509280gnb,kan,FishEr00,pos,T,,,,,
player,201509280gnb,kan,FishEr00,offense,71,,,,,
player,201509280gnb,kan,FishEr00,off_pct,100%,,,,,
player,201509280gnb,kan,FishEr00,defense,0,,,,,
player,201509280gnb,kan,FishEr00,def_pct,0%,,,,,
player,201509280gnb,kan,FishEr00,special_teams,2,,,,,
player,201509280gnb,kan,FishEr00,st_pct,6%,,,,,
player,201509280gnb,kan,DuveLa00,pos,G,,,,,
player,201509280gnb,kan,DuveLa00,offense,71,,,,,
player,201509280gnb,kan,DuveLa00,off_pct,100%,,,,,
player,201509280gnb,kan,DuveLa00,defense,0,,,,,
player,201509280gnb,kan,DuveLa00,def_pct,0%,,,,,
player,201509280gnb,kan,DuveLa00,special_teams,2,,,,,
player,201509280gnb,kan,DuveLa00,st_pct,6%,,,,,
player,201509280gnb,kan,StepDo00,pos,T,,,,,
player,201509280gnb,kan,StepDo00,offense,71,,,,,
player,201509280gnb,kan,StepDo00,off_pct,100%,,,,,
player,201509280gnb,kan,StepDo00,defense,0,,,,,
player,201509280gnb,kan,StepDo00,def_pct,0%,,,,,
player,201509280gnb,kan,StepDo00,special_teams,2,,,,,
player,201509280gnb,kan,StepDo00,st_pct,6%,,,,,
player,201509280gnb,kan,MorsMi00,pos,C,,,,,
player,201509280gnb,kan,MorsMi00,offense,71,,,,,
player,201509280gnb,kan,MorsMi00,off_pct,100%,,,,,
player,201509280gnb,kan,MorsMi00,defense,0,,,,,
player,201509280gnb,kan,MorsMi00,def_pct,0%,,,,,
player,201509280gnb,kan,MorsMi00,special_teams,0,,,,,
player,201509280gnb,kan,MorsMi00,st_pct,0%,,,,,
player,201509280gnb,kan,SmitAl03,pos,QB,,,,,
player,201509280gnb,kan,SmitAl03,offense,71,,,,,
player,201509280gnb,kan,SmitAl03,off_pct,100%,,,,,
player,201509280gnb,kan,SmitAl03,defense,0,,,,,
player,201509280gnb,kan,SmitAl03,def_pct,0%,,,,,
player,201509280gnb,kan,SmitAl03,special_teams,0,,,,,
player,201509280gnb,kan,SmitAl03,st_pct,0%,,,,,
player,201509280gnb,kan,MaclJe00,pos,WR,,,,,
player,201509280gnb,kan,MaclJe00,offense,69,,,,,
player,201509280gnb,kan,MaclJe00,off_pct,97%,,,,,
player,201509280gnb,kan,MaclJe00,defense,0,,,,,
player,201509280gnb,kan,MaclJe00,def_pct,0%,,,,,
player,201509280gnb,kan,MaclJe00,special_teams,0,,,,,
player,201509280gnb,kan,MaclJe00,st_pct,0%,,,,,
player,201509280gnb,kan,KelcTr00,pos,TE,,,,,
player,201509280gnb,kan,KelcTr00,offense,66,,,,,
player,201509280gnb,kan,KelcTr00,off_pct,93%,,,,,
player,201509280gnb,kan,KelcTr00,defense,0,,,,,
player,201509280gnb,kan,KelcTr00,def_pct,0%,,,,,
player,201509280gnb,kan,KelcTr00,special_teams,2,,,,,
player,201509280gnb,kan,KelcTr00,st_pct,6%,,,,,
player,201509280gnb,kan,CharJa00,pos,RB,,,,,
player,201509280gnb,kan,CharJa00,offense,62,,,,,
player,201509280gnb,kan,CharJa00,off_pct,87%,,,,,
player,201509280gnb,kan,CharJa00,defense,0,,,,,
player,201509280gnb,kan,CharJa00,def_pct,0%,,,,,
player,201509280gnb,kan,CharJa00,special_teams,0,,,,,
player,201509280gnb,kan,CharJa00,st_pct,0%,,,,,
player,201509280gnb,kan,AvanJa00,pos,WR,,,,,
player,201509280gnb,kan,AvanJa00,offense,38,,,,,
player,201509280gnb,kan,AvanJa00,off_pct,54%,,,,,
player,201509280gnb,kan,AvanJa00,defense,0,,,,,
player,201509280gnb,kan,AvanJa00,def_pct,0%,,,,,
player,201509280gnb,kan,AvanJa00,special_teams,2,,,,,
player,201509280gnb,kan,AvanJa00,st_pct,6%,,,,,
player,201509280gnb,kan,ConlCh00,pos,WR,,,,,
player,201509280gnb,kan,ConlCh00,offense,35,,,,,
player,201509280gnb,kan,ConlCh00,off_pct,49%,,,,,
player,201509280gnb,kan,ConlCh00,defense,0,,,,,
player,201509280gnb,kan,ConlCh00,def_pct,0%,,,,,
player,201509280gnb,kan,ConlCh00,special_teams,17,,,,,
player,201509280gnb,kan,ConlCh00,st_pct,55%,,,,,
player,201509280gnb,kan,WilsAl02,pos,WR,,,,,
player,201509280gnb,kan,WilsAl02,offense,34,,,,,
player,201509280gnb,kan,WilsAl02,off_pct,48%,,,,,
player,201509280gnb,kan,WilsAl02,defense,0,,,,,
player,201509280gnb,kan,WilsAl02,def_pct,0%,,,,,
player,201509280gnb,kan,WilsAl02,special_teams,1,,,,,
player,201509280gnb,kan,WilsAl02,st_pct,3%,,,,,
player,201509280gnb,kan,O'ShJa00,pos,TE,,,,,
player,201509280gnb,kan,O'ShJa00,offense,15,,,,,
player,201509280gnb,kan,O'ShJa00,off_pct,21%,,,,,
player,201509280gnb,kan,O'ShJa00,defense,0,,,,,
player,201509280gnb,kan,O'ShJa00,def_pct,0%,,,,,
player,201509280gnb,kan,O'ShJa00,special_teams,10,,,,,
player,201509280gnb,kan,O'ShJa00,st_pct,32%,,,,,
player,201509280gnb,kan,ThomDe05,pos,WR,,,,,
player,201509280gnb,kan,ThomDe05,offense,15,,,,,
player,201509280gnb,kan,ThomDe05,off_pct,21%,,,,,
player,201509280gnb,kan,ThomDe05,defense,0,,,,,
player,201509280gnb,kan,ThomDe05,def_pct,0%,,,,,
player,201509280gnb,kan,ThomDe05,special_teams,6,,,,,
player,201509280gnb,kan,ThomDe05,st_pct,19%,,,,,
player,201509280gnb,kan,WestCh01,pos,RB,,,,,
player,201509280gnb,kan,WestCh01,offense,9,,,,,
player,201509280gnb,kan,WestCh01,off_pct,13%,,,,,
player,201509280gnb,kan,WestCh01,defense,0,,,,,
player,201509280gnb,kan,WestCh01,def_pct,0%,,,,,
player,201509280gnb,kan,WestCh01,special_teams,22,,,,,
player,201509280gnb,kan,WestCh01,st_pct,71%,,,,,
player,201509280gnb,kan,HarrDe03,pos,TE,,,,,
player,201509280gnb,kan,HarrDe03,offense,7,,,,,
player,201509280gnb,kan,HarrDe03,off_pct,10%,,,,,
player,201509280gnb,kan,HarrDe03,defense,0,,,,,
player,201509280gnb,kan,HarrDe03,def_pct,0%,,,,,
player,201509280gnb,kan,HarrDe03,special_teams,12,,,,,
player,201509280gnb,kan,HarrDe03,st_pct,39%,,,,,
player,201509280gnb,kan,SherAn00,pos,FB,,,,,
player,201509280gnb,kan,SherAn00,offense,5,,,,,
player,201509280gnb,kan,SherAn00,off_pct,7%,,,,,
player,201509280gnb,kan,SherAn00,defense,0,,,,,
player,201509280gnb,kan,SherAn00,def_pct,0%,,,,,
player,201509280gnb,kan,SherAn00,special_teams,20,,,,,
player,201509280gnb,kan,SherAn00,st_pct,65%,,,,,
player,201509280gnb,kan,CoopMa00,pos,CB,,,,,
player,201509280gnb,kan,CoopMa00,offense,0,,,,,
player,201509280gnb,kan,CoopMa00,off_pct,0%,,,,,
player,201509280gnb,kan,CoopMa00,defense,76,,,,,
player,201509280gnb,kan,CoopMa00,def_pct,100%,,,,,
player,201509280gnb,kan,CoopMa00,special_teams,14,,,,,
player,201509280gnb,kan,CoopMa00,st_pct,45%,,,,,
player,201509280gnb,kan,JohnDe25,pos,LB,,,,,
player,201509280gnb,kan,JohnDe25,offense,0,,,,,
player,201509280gnb,kan,JohnDe25,off_pct,0%,,,,,
player,201509280gnb,kan,JohnDe25,defense,76,,,,,
player,201509280gnb,kan,JohnDe25,def_pct,100%,,,,,
player,201509280gnb,kan,JohnDe25,special_teams,0,,,,,
player,201509280gnb,kan,JohnDe25,st_pct,0%,,,,,
player,201509280gnb,kan,PeteMa00,pos,CB,,,,,
player,201509280gnb,kan,PeteMa00,offense,0,,,,,
player,201509280gnb,kan,PeteMa00,off_pct,0%,,,,,
player,201509280gnb,kan,PeteMa00,defense,76,,,,,
player,201509280gnb,kan,PeteMa00,def_pct,100%,,,,,
player,201509280gnb,kan,PeteMa00,special_teams,0,,,,,
player,201509280gnb,kan,PeteMa00,st_pct,0%,,,,,
player,201509280gnb,kan,HousJu00,pos,LB,,,,,
player,201509280gnb,kan,HousJu00,offense,0,,,,,
player,201509280gnb,kan,HousJu00,off_pct,0%,,,,,
player,201509280gnb,kan,HousJu00,defense,73,,,,,
player,201509280gnb,kan,HousJu00,def_pct,96%,,,,,
player,201509280gnb,kan,HousJu00,special_teams,0,,,,,
player,201509280gnb,kan,HousJu00,st_pct,0%,,,,,
player,201509280gnb,kan,ParkRo01,pos,SS,,,,,
player,201509280gnb,kan,ParkRo01,offense,0,,,,,
player,201509280gnb,kan,ParkRo01,off_pct,0%,,,,,
player,201509280gnb,kan,ParkRo01,defense,71,,,,,
player,201509280gnb,kan,ParkRo01,def_pct,93%,,,,,
player,201509280gnb,kan,ParkRo01,special_teams,1,,,,,
player,201509280gnb,kan,ParkRo01,st_pct,3%,,,,,
player,201509280gnb,kan,BerrEr99,pos,FS,,,,,
player,201509280gnb,kan,BerrEr99,offense,0,,,,,
player,201509280gnb,kan,BerrEr99,off_pct,0%,,,,,
player,201509280gnb,kan,BerrEr99,defense,68,,,,,
player,201509280gnb,kan,BerrEr99,def_pct,89%,,,,,
player,201509280gnb,kan,BerrEr99,special_teams,5,,,,,
player,201509280gnb,kan,BerrEr99,st_pct,16%,,,,,
player,201509280gnb,kan,HaliTa20,pos,LB,,,,,
player,201509280gnb,kan,HaliTa20,offense,0,,,,,
player,201509280gnb,kan,HaliTa20,off_pct,0%,,,,,
player,201509280gnb,kan,HaliTa20,defense,64,,,,,
player,201509280gnb,kan,HaliTa20,def_pct,84%,,,,,
player,201509280gnb,kan,HaliTa20,special_teams,0,,,,,
player,201509280gnb,kan,HaliTa20,st_pct,0%,,,,,
player,201509280gnb,kan,MaugJo00,pos,LB,,,,,
player,201509280gnb,kan,MaugJo00,offense,0,,,,,
player,201509280gnb,kan,MaugJo00,off_pct,0%,,,,,
player,201509280gnb,kan,MaugJo00,defense,51,,,,,
player,201509280gnb,kan,MaugJo00,def_pct,67%,,,,,
player,201509280gnb,kan,MaugJo00,special_teams,13,,,,,
player,201509280gnb,kan,MaugJo00,st_pct,42%,,,,,
player,201509280gnb,kan,PoexDo00,pos,NT,,,,,
player,201509280gnb,kan,PoexDo00,offense,0,,,,,
player,201509280gnb,kan,PoexDo00,off_pct,0%,,,,,
player,201509280gnb,kan,PoexDo00,defense,51,,,,,
player,201509280gnb,kan,PoexDo00,def_pct,67%,,,,,
player,201509280gnb,kan,PoexDo00,special_teams,6,,,,,
player,201509280gnb,kan,PoexDo00,st_pct,19%,,,,,
player,201509280gnb,kan,BailAl00,pos,DE,,,,,
player,201509280gnb,kan,BailAl00,offense,0,,,,,
player,201509280gnb,kan,BailAl00,off_pct,0%,,,,,
player,201509280gnb,kan,BailAl00,defense,49,,,,,
player,201509280gnb,kan,BailAl00,def_pct,64%,,,,,
player,201509280gnb,kan,BailAl00,special_teams,6,,,,,
player,201509280gnb,kan,BailAl00,st_pct,19%,,,,,
player,201509280gnb,kan,HowaJa00,pos,NT,,,,,
player,201509280gnb,kan,HowaJa00,offense,0,,,,,
player,201509280gnb,kan,HowaJa00,off_pct,0%,,,,,
player,201509280gnb,kan,HowaJa00,defense,43,,,,,
player,201509280gnb,kan,HowaJa00,def_pct,57%,,,,,
player,201509280gnb,kan,HowaJa00,special_teams,6,,,,,
player,201509280gnb,kan,HowaJa00,st_pct,19%,,,,,
player,201509280gnb,kan,BranTy99,pos,SS,,,,,
player,201509280gnb,kan,BranTy99,offense,0,,,,,
player,201509280gnb,kan,BranTy99,off_pct,0%,,,,,
player,201509280gnb,kan,BranTy99,defense,41,,,,,
player,201509280gnb,kan,BranTy99,def_pct,54%,,,,,
player,201509280gnb,kan,BranTy99,special_teams,21,,,,,
player,201509280gnb,kan,BranTy99,st_pct,68%,,,,,
player,201509280gnb,kan,DeViMi99,pos,DE,,,,,
player,201509280gnb,kan,DeViMi99,offense,0,,,,,
player,201509280gnb,kan,DeViMi99,off_pct,0%,,,,,
player,201509280gnb,kan,DeViMi99,defense,27,,,,,
player,201509280gnb,kan,DeViMi99,def_pct,36%,,,,,
player,201509280gnb,kan,DeViMi99,special_teams,6,,,,,
player,201509280gnb,kan,DeViMi99,st_pct,19%,,,,,
player,201509280gnb,kan,AbduHu99,pos,FS,,,,,
player,201509280gnb,kan,AbduHu99,offense,0,,,,,
player,201509280gnb,kan,AbduHu99,off_pct,0%,,,,,
player,201509280gnb,kan,AbduHu99,defense,23,,,,,
player,201509280gnb,kan,AbduHu99,def_pct,30%,,,,,
player,201509280gnb,kan,AbduHu99,special_teams,14,,,,,
player,201509280gnb,kan,AbduHu99,st_pct,45%,,,,,
player,201509280gnb,kan,GainPh00,pos,CB,,,,,
player,201509280gnb,kan,GainPh00,offense,0,,,,,
player,201509280gnb,kan,GainPh00,off_pct,0%,,,,,
player,201509280gnb,kan,GainPh00,defense,21,,,,,
player,201509280gnb,kan,GainPh00,def_pct,28%,,,,,
player,201509280gnb,kan,GainPh00,special_teams,1,,,,,
player,201509280gnb,kan,GainPh00,st_pct,3%,,,,,
player,201509280gnb,kan,FordDe00,pos,LB,,,,,
player,201509280gnb,kan,FordDe00,offense,0,,,,,
player,201509280gnb,kan,FordDe00,off_pct,0%,,,,,
player,201509280gnb,kan,FordDe00,defense,15,,,,,
player,201509280gnb,kan,FordDe00,def_pct,20%,,,,,
player,201509280gnb,kan,FordDe00,special_teams,0,,,,,
player,201509280gnb,kan,FordDe00,st_pct,0%,,,,,
player,201509280gnb,kan,FlemJa00,pos,CB,,,,,
player,201509280gnb,kan,FlemJa00,offense,0,,,,,
player,201509280gnb,kan,FlemJa00,off_pct,0%,,,,,
player,201509280gnb,kan,FlemJa00,defense,8,,,,,
