game,2015,11,20151122,201511220rav,ram,"St. Louis Rams",13,rav,"Baltimore Ravens",16
player,201511220rav,rav,OrrxZa00,fumbles_forced,0,,,,,
player,201511220rav,rav,WebbLa99,def_int,0,,,,,
player,201511220rav,rav,WebbLa99,def_int_yds,0,,,,,
player,201511220rav,rav,WebbLa99,def_int_td,0,,,,,
player,201511220rav,rav,WebbLa99,def_int_long,0,,,,,
player,201511220rav,rav,WebbLa99,pass_defended,1,,,,,
player,201511220rav,rav,WebbLa99,sacks,0.0,,,,,
player,201511220rav,rav,WebbLa99,tackles_combined,0,,,,,
player,201511220rav,rav,WebbLa99,tackles_solo,0,,,,,
player,201511220rav,rav,WebbLa99,tackles_assists,0,,,,,
player,201511220rav,rav,WebbLa99,tackles_loss,0,,,,,
player,201511220rav,rav,WebbLa99,qb_hits,0,,,,,
player,201511220rav,rav,WebbLa99,fumbles_rec,0,,,,,
player,201511220rav,rav,WebbLa99,fumbles_rec_yds,0,,,,,
player,201511220rav,rav,WebbLa99,fumbles_rec_td,0,,,,,
player,201511220rav,rav,WebbLa99,fumbles_forced,0,,,,,
player,201511220rav,ram,AustTa00,kick_ret,0,,,,,
player,201511220rav,ram,AustTa00,kick_ret_yds,0,,,,,
player,201511220rav,ram,AustTa00,kick_ret_yds_per_ret,,,,,,
player,201511220rav,ram,AustTa00,kick_ret_td,0,,,,,
player,201511220rav,ram,AustTa00,kick_ret_long,0,,,,,
player,201511220rav,ram,AustTa00,punt_ret,4,,,,,
player,201511220rav,ram,AustTa00,punt_ret_yds,2,,,,,
player,201511220rav,ram,AustTa00,punt_ret_yds_per_ret,0.5,,,,,
player,201511220rav,ram,AustTa00,punt_ret_td,0,,,,,
player,201511220rav,ram,AustTa00,punt_ret_long,3,,,,,
player,201511220rav,ram,WelkWe00,kick_ret,0,,,,,
player,201511220rav,ram,WelkWe00,kick_ret_yds,0,,,,,
player,201511220rav,ram,WelkWe00,kick_ret_yds_per_ret,,,,,,
player,201511220rav,ram,WelkWe00,kick_ret_td,0,,,,,
player,201511220rav,ram,WelkWe00,kick_ret_long,0,,,,,
player,201511220rav,ram,WelkWe00,punt_ret,1,,,,,
player,201511220rav,ram,WelkWe00,punt_ret_yds,10,,,,,
player,201511220rav,ram,WelkWe00,punt_ret_yds_per_ret,10.0,,,,,
player,201511220rav,ram,WelkWe00,punt_ret_td,0,,,,,
player,201511220rav,ram,WelkWe00,punt_ret_long,10,,,,,
player,201511220rav,rav,ClayKa00,kick_ret,0,,,,,
player,201511220rav,rav,ClayKa00,kick_ret_yds,0,,,,,
player,201511220rav,rav,ClayKa00,kick_ret_yds_per_ret,,,,,,
player,201511220rav,rav,ClayKa00,kick_ret_td,0,,,,,
player,201511220rav,rav,ClayKa00,kick_ret_long,0,,,,,
player,201511220rav,rav,ClayKa00,punt_ret,3,,,,,
player,201511220rav,rav,ClayKa00,punt_ret_yds,5,,,,,
player,201511220rav,rav,ClayKa00,punt_ret_yds_per_ret,1.7,,,,,
player,201511220rav,rav,ClayKa00,punt_ret_td,0,,,,,
player,201511220rav,rav,ClayKa00,punt_ret_long,7,,,,,
player,201511220rav,rav,MostRa00,kick_ret,2,,,,,
player,201511220rav,rav,MostRa00,kick_ret_yds,58,,,,,
player,201511220rav,rav,MostRa00,kick_ret_yds_per_ret,29.0,,,,,
player,201511220rav,rav,MostRa00,kick_ret_td,0,,,,,
player,201511220rav,rav,MostRa00,kick_ret_long,30,,,,,
player,201511220rav,rav,MostRa00,punt_ret,0,,,,,
player,201511220rav,rav,MostRa00,punt_ret_yds,0,,,,,
player,201511220rav,rav,MostRa00,punt_ret_yds_per_ret,,,,,,
player,201511220rav,rav,MostRa00,punt_ret_td,0,,,,,
player,201511220rav,rav,MostRa00,punt_ret_long,0,,,,,
player,201511220rav,ram,ZuerGr00,xpm,1,,,,,
player,201511220rav,ram,ZuerGr00,xpa,2,,,,,
player,201511220rav,ram,ZuerGr00,fgm,,,,,,
player,201511220rav,ram,ZuerGr00,fga,1,,,,,
player,201511220rav,ram,ZuerGr00,punt,0,,,,,
player,201511220rav,ram,ZuerGr00,punt_yds,0,,,,,
player,201511220rav,ram,ZuerGr00,punt_yds_per_punt,,,,,,
player,201511220rav,ram,ZuerGr00,punt_long,0,,,,,
player,201511220rav,ram,HekkJo00,xpm,,,,,,
player,201511220rav,ram,HekkJo00,xpa,,,,,,
player,201511220rav,ram,HekkJo00,fgm,,,,,,
player,201511220rav,ram,HekkJo00,fga,,,,,,
player,201511220rav,ram,HekkJo00,punt,8,,,,,
player,201511220rav,ram,HekkJo00,punt_yds,367,,,,,
player,201511220rav,ram,HekkJo00,punt_yds_per_punt,45.9,,,,,
player,201511220rav,ram,HekkJo00,punt_long,63,,,,,
player,201511220rav,rav,TuckJu00,xpm,1,,,,,
player,201511220rav,rav,TuckJu00,xpa,1,,,,,
player,201511220rav,rav,TuckJu00,fgm,3,,,,,
player,201511220rav,rav,TuckJu00,fga,5,,,,,
player,201511220rav,rav,TuckJu00,punt,0,,,,,
player,201511220rav,rav,TuckJu00,punt_yds,0,,,,,
player,201511220rav,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201511220rav,rav,TuckJu00,punt_long,0,,,,,
player,201511220rav,rav,KochSa20,xpm,,,,,,
player,201511220rav,rav,KochSa20,xpa,,,,,,
player,201511220rav,rav,KochSa20,fgm,,,,,,
player,201511220rav,rav,KochSa20,fga,,,,,,
player,201511220rav,rav,KochSa20,punt,7,,,,,
player,201511220rav,rav,KochSa20,punt_yds,336,,,,,
player,201511220rav,rav,KochSa20,punt_yds_per_punt,48.0,,,,,
player,201511220rav,rav,KochSa20,punt_long,56,,,,,
player,201511220rav,rav,WagnRi00,pos,T,,,,,
player,201511220rav,rav,WagnRi00,offense,77,,,,,
player,201511220rav,rav,WagnRi00,off_pct,100%,,,,,
player,201511220rav,rav,WagnRi00,defense,0,,,,,
player,201511220rav,rav,WagnRi00,def_pct,0%,,,,,
player,201511220rav,rav,WagnRi00,special_teams,6,,,,,
player,201511220rav,rav,WagnRi00,st_pct,20%,,,,,
player,201511220rav,rav,UrscJo00,pos,G,,,,,
player,201511220rav,rav,UrscJo00,offense,77,,,,,
player,201511220rav,rav,UrscJo00,off_pct,100%,,,,,
player,201511220rav,rav,UrscJo00,defense,0,,,,,
player,201511220rav,rav,UrscJo00,def_pct,0%,,,,,
player,201511220rav,rav,UrscJo00,special_teams,6,,,,,
player,201511220rav,rav,UrscJo00,st_pct,20%,,,,,
player,201511220rav,rav,JensRy00,pos,C,,,,,
player,201511220rav,rav,JensRy00,offense,77,,,,,
player,201511220rav,rav,JensRy00,off_pct,100%,,,,,
player,201511220rav,rav,JensRy00,defense,0,,,,,
player,201511220rav,rav,JensRy00,def_pct,0%,,,,,
player,201511220rav,rav,JensRy00,special_teams,6,,,,,
player,201511220rav,rav,JensRy00,st_pct,20%,,,,,
player,201511220rav,rav,YandMa20,pos,G,,,,,
player,201511220rav,rav,YandMa20,offense,77,,,,,
player,201511220rav,rav,YandMa20,off_pct,100%,,,,,
player,201511220rav,rav,YandMa20,defense,0,,,,,
player,201511220rav,rav,YandMa20,def_pct,0%,,,,,
player,201511220rav,rav,YandMa20,special_teams,6,,,,,
player,201511220rav,rav,YandMa20,st_pct,20%,,,,,
player,201511220rav,rav,FlacJo00,pos,QB,,,,,
player,201511220rav,rav,FlacJo00,offense,77,,,,,
player,201511220rav,rav,FlacJo00,off_pct,100%,,,,,
player,201511220rav,rav,FlacJo00,defense,0,,,,,
player,201511220rav,rav,FlacJo00,def_pct,0%,,,,,
player,201511220rav,rav,FlacJo00,special_teams,0,,,,,
player,201511220rav,rav,FlacJo00,st_pct,0%,,,,,
player,201511220rav,rav,AikeKa00,pos,WR,,,,,
player,201511220rav,rav,AikeKa00,offense,75,,,,,
player,201511220rav,rav,AikeKa00,off_pct,97%,,,,,
player,201511220rav,rav,AikeKa00,defense,0,,,,,
player,201511220rav,rav,AikeKa00,def_pct,0%,,,,,
player,201511220rav,rav,AikeKa00,special_teams,0,,,,,
player,201511220rav,rav,AikeKa00,st_pct,0%,,,,,
player,201511220rav,rav,GillCr00,pos,TE,,,,,
player,201511220rav,rav,GillCr00,offense,65,,,,,
player,201511220rav,rav,GillCr00,off_pct,84%,,,,,
player,201511220rav,rav,GillCr00,defense,0,,,,,
player,201511220rav,rav,GillCr00,def_pct,0%,,,,,
player,201511220rav,rav,GillCr00,special_teams,9,,,,,
player,201511220rav,rav,GillCr00,st_pct,30%,,,,,
player,201511220rav,rav,GiveCh00,pos,WR,,,,,
player,201511220rav,rav,GiveCh00,offense,55,,,,,
player,201511220rav,rav,GiveCh00,off_pct,71%,,,,,
player,201511220rav,rav,GiveCh00,defense,0,,,,,
player,201511220rav,rav,GiveCh00,def_pct,0%,,,,,
player,201511220rav,rav,GiveCh00,special_teams,0,,,,,
player,201511220rav,rav,GiveCh00,st_pct,0%,,,,,
player,201511220rav,rav,AlleJa01,pos,RB,,,,,
player,201511220rav,rav,AlleJa01,offense,53,,,,,
player,201511220rav,rav,AlleJa01,off_pct,69%,,,,,
player,201511220rav,rav,AlleJa01,defense,0,,,,,
player,201511220rav,rav,AlleJa01,def_pct,0%,,,,,
player,201511220rav,rav,AlleJa01,special_teams,1,,,,,
player,201511220rav,rav,AlleJa01,st_pct,3%,,,,,
player,201511220rav,rav,JuszKy00,pos,FB,,,,,
player,201511220rav,rav,JuszKy00,offense,45,,,,,
player,201511220rav,rav,JuszKy00,off_pct,58%,,,,,
player,201511220rav,rav,JuszKy00,defense,0,,,,,
player,201511220rav,rav,JuszKy00,def_pct,0%,,,,,
player,201511220rav,rav,JuszKy00,special_teams,16,,,,,
player,201511220rav,rav,JuszKy00,st_pct,53%,,,,,
player,201511220rav,rav,MonrEu20,pos,T,,,,,
player,201511220rav,rav,MonrEu20,offense,45,,,,,
player,201511220rav,rav,MonrEu20,off_pct,58%,,,,,
player,201511220rav,rav,MonrEu20,defense,0,,,,,
player,201511220rav,rav,MonrEu20,def_pct,0%,,,,,
player,201511220rav,rav,MonrEu20,special_teams,2,,,,,
player,201511220rav,rav,MonrEu20,st_pct,7%,,,,,
player,201511220rav,rav,ButlJe01,pos,WR,,,,,
player,201511220rav,rav,ButlJe01,offense,42,,,,,
player,201511220rav,rav,ButlJe01,off_pct,55%,,,,,
player,201511220rav,rav,ButlJe01,defense,0,,,,,
player,201511220rav,rav,ButlJe01,def_pct,0%,,,,,
player,201511220rav,rav,ButlJe01,special_teams,11,,,,,
player,201511220rav,rav,ButlJe01,st_pct,37%,,,,,
player,201511220rav,rav,WillMa04,pos,TE,,,,,
player,201511220rav,rav,WillMa04,offense,40,,,,,
player,201511220rav,rav,WillMa04,off_pct,52%,,,,,
player,201511220rav,rav,WillMa04,defense,0,,,,,
player,201511220rav,rav,WillMa04,def_pct,0%,,,,,
player,201511220rav,rav,WillMa04,special_teams,9,,,,,
player,201511220rav,rav,WillMa04,st_pct,30%,,,,,
player,201511220rav,rav,HursJa00,pos,T,,,,,
player,201511220rav,rav,HursJa00,offense,32,,,,,
player,201511220rav,rav,HursJa00,off_pct,42%,,,,,
player,201511220rav,rav,HursJa00,defense,0,,,,,
player,201511220rav,rav,HursJa00,def_pct,0%,,,,,
player,201511220rav,rav,HursJa00,special_teams,6,,,,,
player,201511220rav,rav,HursJa00,st_pct,20%,,,,,
player,201511220rav,rav,ForsJu00,pos,RB,,,,,
player,201511220rav,rav,ForsJu00,offense,6,,,,,
player,201511220rav,rav,ForsJu00,off_pct,8%,,,,,
player,201511220rav,rav,ForsJu00,defense,0,,,,,
player,201511220rav,rav,ForsJu00,def_pct,0%,,,,,
player,201511220rav,rav,ForsJu00,special_teams,0,,,,,
player,201511220rav,rav,ForsJu00,st_pct,0%,,,,,
player,201511220rav,rav,BrowMa00,pos,WR,,,,,
player,201511220rav,rav,BrowMa00,offense,4,,,,,
player,201511220rav,rav,BrowMa00,off_pct,5%,,,,,
player,201511220rav,rav,BrowMa00,defense,0,,,,,
player,201511220rav,rav,BrowMa00,def_pct,0%,,,,,
player,201511220rav,rav,BrowMa00,special_teams,0,,,,,
player,201511220rav,rav,BrowMa00,st_pct,0%,,,,,
player,201511220rav,rav,HillWi01,pos,SS,,,,,
player,201511220rav,rav,HillWi01,offense,0,,,,,
player,201511220rav,rav,HillWi01,off_pct,0%,,,,,
player,201511220rav,rav,HillWi01,defense,61,,,,,
player,201511220rav,rav,HillWi01,def_pct,100%,,,,,
player,201511220rav,rav,HillWi01,special_teams,11,,,,,
player,201511220rav,rav,HillWi01,st_pct,37%,,,,,
player,201511220rav,rav,MoslC.00,pos,LB,,,,,
player,201511220rav,rav,MoslC.00,offense,0,,,,,
player,201511220rav,rav,MoslC.00,off_pct,0%,,,,,
player,201511220rav,rav,MoslC.00,defense,61,,,,,
player,201511220rav,rav,MoslC.00,def_pct,100%,,,,,
player,201511220rav,rav,MoslC.00,special_teams,7,,,,,
player,201511220rav,rav,MoslC.00,st_pct,23%,,,,,
player,201511220rav,rav,LewiKe00,pos,FS,,,,,
player,201511220rav,rav,LewiKe00,offense,0,,,,,
player,201511220rav,rav,LewiKe00,off_pct,0%,,,,,
player,201511220rav,rav,LewiKe00,defense,61,,,,,
player,201511220rav,rav,LewiKe00,def_pct,100%,,,,,
player,201511220rav,rav,LewiKe00,special_teams,0,,,,,
player,201511220rav,rav,LewiKe00,st_pct,0%,,,,,
player,201511220rav,rav,WebbLa99,pos,CB,,,,,
player,201511220rav,rav,WebbLa99,offense,0,,,,,
player,201511220rav,rav,WebbLa99,off_pct,0%,,,,,
player,201511220rav,rav,WebbLa99,defense,60,,,,,
player,201511220rav,rav,WebbLa99,def_pct,98%,,,,,
player,201511220rav,rav,WebbLa99,special_teams,4,,,,,
player,201511220rav,rav,WebbLa99,st_pct,13%,,,,,
player,201511220rav,rav,SmitJi03,pos,CB,,,,,
player,201511220rav,rav,SmitJi03,offense,0,,,,,
player,201511220rav,rav,SmitJi03,off_pct,0%,,,,,
player,201511220rav,rav,SmitJi03,defense,54,,,,,
player,201511220rav,rav,SmitJi03,def_pct,89%,,,,,
player,201511220rav,rav,SmitJi03,special_teams,0,,,,,
player,201511220rav,rav,SmitJi03,st_pct,0%,,,,,
player,201511220rav,rav,SmitDa24,pos,LB,,,,,
player,201511220rav,rav,SmitDa24,offense,0,,,,,
player,201511220rav,rav,SmitDa24,off_pct,0%,,,,,
player,201511220rav,rav,SmitDa24,defense,51,,,,,
player,201511220rav,rav,SmitDa24,def_pct,84%,,,,,
player,201511220rav,rav,SmitDa24,special_teams,0,,,,,
player,201511220rav,rav,SmitDa24,st_pct,0%,,,,,
player,201511220rav,rav,UpshCo00,pos,LB,,,,,
player,201511220rav,rav,UpshCo00,offense,0,,,,,
player,201511220rav,rav,UpshCo00,off_pct,0%,,,,,
player,201511220rav,rav,UpshCo00,defense,49,,,,,
player,201511220rav,rav,UpshCo00,def_pct,80%,,,,,
player,201511220rav,rav,UpshCo00,special_teams,5,,,,,
player,201511220rav,rav,UpshCo00,st_pct,17%,,,,,
player,201511220rav,rav,WillBr02,pos,NT,,,,,
player,201511220rav,rav,WillBr02,offense,0,,,,,
player,201511220rav,rav,WillBr02,off_pct,0%,,,,,
player,201511220rav,rav,WillBr02,defense,48,,,,,
player,201511220rav,rav,WillBr02,def_pct,79%,,,,,
player,201511220rav,rav,WillBr02,special_teams,2,,,,,
player,201511220rav,rav,WillBr02,st_pct,7%,,,,,
player,201511220rav,rav,JernTi00,pos,DT,,,,,
player,201511220rav,rav,JernTi00,offense,0,,,,,
player,201511220rav,rav,JernTi00,off_pct,0%,,,,,
player,201511220rav,rav,JernTi00,defense,48,,,,,
player,201511220rav,rav,JernTi00,def_pct,79%,,,,,
player,201511220rav,rav,JernTi00,special_teams,0,,,,,
player,201511220rav,rav,JernTi00,st_pct,0%,,,,,
player,201511220rav,rav,DumeEl20,pos,LB,,,,,
player,201511220rav,rav,DumeEl20,offense,0,,,,,
player,201511220rav,rav,DumeEl20,off_pct,0%,,,,,
player,201511220rav,rav,DumeEl20,defense,48,,,,,
player,201511220rav,rav,DumeEl20,def_pct,79%,,,,,
player,201511220rav,rav,DumeEl20,special_teams,0,,,,,
player,201511220rav,rav,DumeEl20,st_pct,0%,,,,,
player,201511220rav,rav,CantCh21,pos,DE,,,,,
player,201511220rav,rav,CantCh21,offense,0,,,,,
player,201511220rav,rav,CantCh21,off_pct,0%,,,,,
player,201511220rav,rav,CantCh21,defense,34,,,,,
player,201511220rav,rav,CantCh21,def_pct,56%,,,,,
player,201511220rav,rav,CantCh21,special_teams,3,,,,,
player,201511220rav,rav,CantCh21,st_pct,10%,,,,,
player,201511220rav,rav,GuyxLa00,pos,DE,,,,,
player,201511220rav,rav,GuyxLa00,offense,0,,,,,
player,201511220rav,rav,GuyxLa00,off_pct,0%,,,,,
player,201511220rav,rav,GuyxLa00,defense,26,,,,,
player,201511220rav,rav,GuyxLa00,def_pct,43%,,,,,
player,201511220rav,rav,GuyxLa00,special_teams,11,,,,,
player,201511220rav,rav,GuyxLa00,st_pct,37%,,,,,
player,201511220rav,rav,WrigSh00,pos,CB,,,,,
player,201511220rav,rav,WrigSh00,offense,0,,,,,
player,201511220rav,rav,WrigSh00,off_pct,0%,,,,,
player,201511220rav,rav,WrigSh00,defense,18,,,,,
player,201511220rav,rav,WrigSh00,def_pct,30%,,,,,
player,201511220rav,rav,WrigSh00,special_teams,0,,,,,
player,201511220rav,rav,WrigSh00,st_pct,0%,,,,,
player,201511220rav,rav,SmitZa00,pos,LB,,,,,
player,201511220rav,rav,SmitZa00,offense,0,,,,,
player,201511220rav,rav,SmitZa00,off_pct,0%,,,,,
player,201511220rav,rav,SmitZa00,defense,15,,,,,
player,201511220rav,rav,SmitZa00,def_pct,25%,,,,,
player,201511220rav,rav,SmitZa00,special_teams,8,,,,,
player,201511220rav,rav,SmitZa00,st_pct,27%,,,,,
player,201511220rav,rav,DaviCa01,pos,NT,,,,,
player,201511220rav,rav,DaviCa01,offense,0,,,,,
player,201511220rav,rav,DaviCa01,off_pct,0%,,,,,
player,201511220rav,rav,DaviCa01,defense,12,,,,,
player,201511220rav,rav,DaviCa01,def_pct,20%,,,,,
player,201511220rav,rav,DaviCa01,special_teams,3,,,,,
player,201511220rav,rav,DaviCa01,st_pct,10%,,,,,
player,201511220rav,rav,OrrxZa00,pos,LB,,,,,
player,201511220rav,rav,OrrxZa00,offense,0,,,,,
player,201511220rav,rav,OrrxZa00,off_pct,0%,,,,,
player,201511220rav,rav,OrrxZa00,defense,10,,,,,
player,201511220rav,rav,OrrxZa00,def_pct,16%,,,,,
player,201511220rav,rav,OrrxZa00,special_teams,24,,,,,
player,201511220rav,rav,OrrxZa00,st_pct,80%,,,,,
player,201511220rav,rav,McClAl00,pos,LB,,,,,
player,201511220rav,rav,McClAl00,offense,0,,,,,
player,201511220rav,rav,McClAl00,off_pct,0%,,,,,
player,201511220rav,rav,McClAl00,defense,10,,,,,
player,201511220rav,rav,McClAl00,def_pct,16%,,,,,
player,201511220rav,rav,McClAl00,special_teams,24,,,,,
player,201511220rav,rav,McClAl00,st_pct,80%,,,,,
player,201511220rav,rav,BrowAr00,pos,LB,,,,,
player,201511220rav,rav,BrowAr00,offense,0,,,,,
player,201511220rav,rav,BrowAr00,off_pct,0%,,,,,
player,201511220rav,rav,BrowAr00,defense,2,,,,,
player,201511220rav,rav,BrowAr00,def_pct,3%,,,,,
player,201511220rav,rav,BrowAr00,special_teams,12,,,,,
player,201511220rav,rav,BrowAr00,st_pct,40%,,,,,
player,201511220rav,rav,ArriKy00,pos,CB,,,,,
player,201511220rav,rav,ArriKy00,offense,0,,,,,
player,201511220rav,rav,ArriKy00,off_pct,0%,,,,,
player,201511220rav,rav,ArriKy00,defense,2,,,,,
player,201511220rav,rav,ArriKy00,def_pct,3%,,,,,
player,201511220rav,rav,ArriKy00,special_teams,3,,,,,
player,201511220rav,rav,ArriKy00,st_pct,10%,,,,,
player,201511220rav,rav,TrawBr00,pos,SS,,,,,
player,201511220rav,rav,TrawBr00,offense,0,,,,,
player,201511220rav,rav,TrawBr00,off_pct,0%,,,,,
player,201511220rav,rav,TrawBr00,defense,1,,,,,
player,201511220rav,rav,TrawBr00,def_pct,2%,,,,,
player,201511220rav,rav,TrawBr00,special_teams,24,,,,,
player,201511220rav,rav,TrawBr00,st_pct,80%,,,,,
player,201511220rav,rav,LeviAn00,pos,FS,,,,,
player,201511220rav,rav,LeviAn00,offense,0,,,,,
player,201511220rav,rav,LeviAn00,off_pct,0%,,,,,
player,201511220rav,rav,LeviAn00,defense,0,,,,,
player,201511220rav,rav,LeviAn00,def_pct,0%,,,,,
player,201511220rav,rav,LeviAn00,special_teams,24,,,,,
player,201511220rav,rav,LeviAn00,st_pct,80%,,,,,
player,201511220rav,rav,BrooTe00,pos,FS,,,,,
player,201511220rav,rav,BrooTe00,offense,0,,,,,
player,201511220rav,rav,BrooTe00,off_pct,0%,,,,,
player,201511220rav,rav,BrooTe00,defense,0,,,,,
player,201511220rav,rav,BrooTe00,def_pct,0%,,,,,
player,201511220rav,rav,BrooTe00,special_teams,21,,,,,
player,201511220rav,rav,BrooTe00,st_pct,70%,,,,,
player,201511220rav,rav,CoxxMo00,pos,LS,,,,,
player,201511220rav,rav,CoxxMo00,offense,0,,,,,
player,201511220rav,rav,CoxxMo00,off_pct,0%,,,,,
player,201511220rav,rav,CoxxMo00,defense,0,,,,,
player,201511220rav,rav,CoxxMo00,def_pct,0%,,,,,
player,201511220rav,rav,CoxxMo00,special_teams,13,,,,,
player,201511220rav,rav,CoxxMo00,st_pct,43%,,,,,
player,201511220rav,rav,MostRa00,pos,RB,,,,,
player,201511220rav,rav,MostRa00,offense,0,,,,,
player,201511220rav,rav,MostRa00,off_pct,0%,,,,,
player,201511220rav,rav,MostRa00,defense,0,,,,,
player,201511220rav,rav,MostRa00,def_pct,0%,,,,,
player,201511220rav,rav,MostRa00,special_teams,13,,,,,
player,201511220rav,rav,MostRa00,st_pct,43%,,,,,
player,201511220rav,rav,KochSa20,pos,P,,,,,
player,201511220rav,rav,KochSa20,offense,0,,,,,
player,201511220rav,rav,KochSa20,off_pct,0%,,,,,
player,201511220rav,rav,KochSa20,defense,0,,,,,
player,201511220rav,rav,KochSa20,def_pct,0%,,,,,
player,201511220rav,rav,KochSa20,special_teams,13,,,,,
player,201511220rav,rav,KochSa20,st_pct,43%,,,,,
player,201511220rav,rav,WalkTr00,pos,CB,,,,,
player,201511220rav,rav,WalkTr00,offense,0,,,,,
player,201511220rav,rav,WalkTr00,off_pct,0%,,,,,
player,201511220rav,rav,WalkTr00,defense,0,,,,,
player,201511220rav,rav,WalkTr00,def_pct,0%,,,,,
player,201511220rav,rav,WalkTr00,special_teams,10,,,,,
player,201511220rav,rav,WalkTr00,st_pct,33%,,,,,
player,201511220rav,rav,TuckJu00,pos,K,,,,,
player,201511220rav,rav,TuckJu00,offense,0,,,,,
player,201511220rav,rav,TuckJu00,off_pct,0%,,,,,
player,201511220rav,rav,TuckJu00,defense,0,,,,,
player,201511220rav,rav,TuckJu00,def_pct,0%,,,,,
player,201511220rav,rav,TuckJu00,special_teams,9,,,,,
player,201511220rav,rav,TuckJu00,st_pct,30%,,,,,
player,201511220rav,rav,WeslDe00,pos,T,,,,,
player,201511220rav,rav,WeslDe00,offense,0,,,,,
player,201511220rav,rav,WeslDe00,off_pct,0%,,,,,
player,201511220rav,rav,WeslDe00,defense,0,,,,,
player,201511220rav,rav,WeslDe00,def_pct,0%,,,,,
player,201511220rav,rav,WeslDe00,special_teams,4,,,,,
player,201511220rav,rav,WeslDe00,st_pct,13%,,,,,
player,201511220rav,rav,ClayKa00,pos,WR,,,,,
player,201511220rav,rav,ClayKa00,offense,0,,,,,
player,201511220rav,rav,ClayKa00,off_pct,0%,,,,,
player,201511220rav,rav,ClayKa00,defense,0,,,,,
player,201511220rav,rav,ClayKa00,def_pct,0%,,,,,
player,201511220rav,rav,ClayKa00,special_teams,4,,,,,
player,201511220rav,rav,ClayKa00,st_pct,13%,,,,,
player,201511220rav,ram,WichCo00,pos,G,,,,,
player,201511220rav,ram,WichCo00,offense,61,,,,,
player,201511220rav,ram,WichCo00,off_pct,100%,,,,,
player,201511220rav,ram,WichCo00,defense,0,,,,,
player,201511220rav,ram,WichCo00,def_pct,0%,,,,,
player,201511220rav,ram,WichCo00,special_teams,3,,,,,
player,201511220rav,ram,WichCo00,st_pct,10%,,,,,
player,201511220rav,ram,RobiGr01,pos,T,,,,,
player,201511220rav,ram,RobiGr01,offense,61,,,,,
player,201511220rav,ram,RobiGr01,off_pct,100%,,,,,
player,201511220rav,ram,RobiGr01,defense,0,,,,,
player,201511220rav,ram,RobiGr01,def_pct,0%,,,,,
player,201511220rav,ram,RobiGr01,special_teams,3,,,,,
player,201511220rav,ram,RobiGr01,st_pct,10%,,,,,
player,201511220rav,ram,ReynGa20,pos,G,,,,,
player,201511220rav,ram,ReynGa20,offense,61,,,,,
player,201511220rav,ram,ReynGa20,off_pct,100%,,,,,
player,201511220rav,ram,ReynGa20,defense,0,,,,,
player,201511220rav,ram,ReynGa20,def_pct,0%,,,,,
player,201511220rav,ram,ReynGa20,special_teams,3,,,,,
player,201511220rav,ram,ReynGa20,st_pct,10%,,,,,
player,201511220rav,ram,BarnTi01,pos,C,,,,,
player,201511220rav,ram,BarnTi01,offense,61,,,,,
player,201511220rav,ram,BarnTi01,off_pct,100%,,,,,
player,201511220rav,ram,BarnTi01,defense,0,,,,,
player,201511220rav,ram,BarnTi01,def_pct,0%,,,,,
player,201511220rav,ram,BarnTi01,special_teams,0,,,,,
player,201511220rav,ram,BarnTi01,st_pct,0%,,,,,
player,201511220rav,ram,KeenCa00,pos,QB,,,,,
player,201511220rav,ram,KeenCa00,offense,61,,,,,
player,201511220rav,ram,KeenCa00,off_pct,100%,,,,,
player,201511220rav,ram,KeenCa00,defense,0,,,,,
player,201511220rav,ram,KeenCa00,def_pct,0%,,,,,
player,201511220rav,ram,KeenCa00,special_teams,0,,,,,
player,201511220rav,ram,KeenCa00,st_pct,0%,,,,,
player,201511220rav,ram,AustTa00,pos,WR,,,,,
player,201511220rav,ram,AustTa00,offense,49,,,,,
player,201511220rav,ram,AustTa00,off_pct,80%,,,,,
player,201511220rav,ram,AustTa00,defense,0,,,,,
player,201511220rav,ram,AustTa00,def_pct,0%,,,,,
player,201511220rav,ram,AustTa00,special_teams,7,,,,,
player,201511220rav,ram,AustTa00,st_pct,23%,,,,,
player,201511220rav,ram,RhanDe00,pos,C,,,,,
player,201511220rav,ram,RhanDe00,offense,46,,,,,
player,201511220rav,ram,RhanDe00,off_pct,75%,,,,,
player,201511220rav,ram,RhanDe00,defense,0,,,,,
player,201511220rav,ram,RhanDe00,def_pct,0%,,,,,
player,201511220rav,ram,RhanDe00,special_teams,4,,,,,
player,201511220rav,ram,RhanDe00,st_pct,13%,,,,,
player,201511220rav,ram,KendLa00,pos,TE,,,,,
player,201511220rav,ram,KendLa00,offense,46,,,,,
player,201511220rav,ram,KendLa00,off_pct,75%,,,,,
player,201511220rav,ram,KendLa00,defense,0,,,,,
player,201511220rav,ram,KendLa00,def_pct,0%,,,,,
player,201511220rav,ram,KendLa00,special_teams,3,,,,,
player,201511220rav,ram,KendLa00,st_pct,10%,,,,,
player,201511220rav,ram,GurlTo01,pos,RB,,,,,
player,201511220rav,ram,GurlTo01,offense,45,,,,,
player,201511220rav,ram,GurlTo01,off_pct,74%,,,,,
player,201511220rav,ram,GurlTo01,defense,0,,,,,
player,201511220rav,ram,GurlTo01,def_pct,0%,,,,,
player,201511220rav,ram,GurlTo01,special_teams,0,,,,,
player,201511220rav,ram,GurlTo01,st_pct,0%,,,,,
